0.0101584-0.0156284j -0.131605-0.106494j -0.0203804-0.136779j -0.0198411-0.00495881j 0.00520999+0.0409507j 0.0280124+0.0729892j -0.0106885-0.0418888j 0.0338763-0.0433649j 0.0215783+0.00707221j -0.00958959-0.0193889j -0.0189974+0.0222098j -0.00942366-0.0213308j 0.00155433-0.00515688j -4.64762e-05-0.0605204j -0.0104508-0.00308016j 0.000662393+0.0141808j 0.00594427+0.00977792j -0.0115742+0.0210339j 0.0196834+0.0114352j -0.00915268-0.00828973j 0.0236148+0.00816803j 0.00915414+0.0379798j 0.011713-0.00341785j 0.00238846-0.0249316j -0.0162061-0.00666031j -0.00285064+0.0100227j 0.0261452+0.00690588j -0.00155658-0.0190247j 0.01549+0.0137877j -0.0140595-0.00453987j 0.0145633+0.00417136j -0.000885949-0.00350093j -0.00236935-0.0202273j -0.000737771-0.0055927j 0.00260806+0.0142304j 0.018176+0.000732355j -0.011976+0.0149685j -0.00542878+0.00108534j 0.00347342+0.000548363j 0.0136227-0.000115513j -0.0209425-0.00603215j 0.000639582-0.0143844j 0.0227608+0.0116848j -0.0130315-0.00503188j 0.00744623+0.00939045j 0.0150172-0.0149968j 0.00038233+0.00767759j 0.0270961+0.0205996j 0.0328599+0.00559132j 0.00555929+0.00475768j -0.0110001-0.0107903j 0.020788+0.0269694j -0.0128761-0.000639388j -0.0109182-0.027351j -0.00115458-0.00306962j -0.0287538-0.0192163j -0.0693991-0.0285459j 0.00926525+0.0416382j 0.0091269+0.0281943j -0.0395003+0.0190539j 0.00327475-0.0388096j 0.0486785-0.0230769j -0.0166239-0.0800272j 0.0315186-0.0663065j 0.102538+0.0230352j 0.412059+0.0895106j -0.0180784+0.338574j -0.0134663+0.0210286j -0.180472+0.160068j 
0.00542198-0.000320881j -0.000430519+0.0186719j -0.0125619+0.000972055j -0.0144853-0.0113632j 0.00936136-0.000679157j 0.00659526-0.0365053j -0.00795917+0.0190358j -0.037945-0.0254124j -0.0104495+0.00172525j -0.0467118+0.00661852j 0.0165739+0.00549383j -0.0359747-0.0269883j -0.0297643+0.00843633j 0.00262014+0.0749482j -0.0325921+0.089196j -0.0424905+0.00329976j -0.0434-0.000871465j -0.0619114+0.0495786j -0.0310065-0.0536725j 0.00374175-0.0321669j 0.0548932-0.0458592j -0.0377693+0.0193963j 0.0597858+0.0687261j -0.0294188+0.0740983j -0.0239281+0.0587202j -0.0492532+0.0512563j -0.113864-0.106304j -0.0506272+0.0525823j 0.0742804+0.0649433j -0.0194345+0.012397j 0.0792904+0.0675469j 0.0962488-0.0754354j -0.040055-0.187678j -0.033062+0.000827748j -0.0882754-0.066745j -0.148707+0.0164671j -0.0309836+0.153176j -0.0944533+0.198379j 0.0952415-0.217369j -0.00780164-0.100439j 0.0463017-0.0399614j 0.142118-0.0477911j 0.00675226+0.0855877j 0.124301+0.011299j -0.0941596-0.0741412j -0.148597+0.13197j -0.0394907-0.0726743j -0.0198252+0.115792j -0.0317452-0.0387473j -0.0362191+0.0908152j -0.0191466+0.00171005j 0.0169936-0.0994166j 0.0229312-0.0753959j 0.1197-0.00589267j 0.0536052-0.093231j 0.0164257-0.00283051j 0.0350335-0.00382283j 0.0183927-0.0268902j 0.0240897-0.0716214j 0.081924+0.00735142j 0.0494068+0.0696524j 0.00667774+0.0307604j -0.02128+0.00875115j -0.0270834+0.0412386j -0.00999423-0.000343935j 0.00357039+0.0124278j -0.0135667-0.0116354j -0.00987866-0.0146017j -0.00702086+0.00154883j 
0.0115629-0.0163021j 0.0124123+0.012922j 0.0052329-0.00441472j 0.00300231-0.0278015j 0.000731341-0.0159112j -0.00885904-0.0102982j -0.0476438+0.0320833j 0.0171879-0.0326649j -0.00348261-0.00691007j -0.0288469+0.0409067j 0.0532204-0.0387509j 0.0182871+0.0400372j -0.0613139+0.0249942j 0.0163031+0.0292397j -0.00149263-0.0125629j 0.0431591+0.0289694j -0.00299794+0.00696014j 0.0180248+0.0802147j 0.0534052+0.0856j -0.0358915-0.0288535j -0.00388333+0.0180343j 0.0535141-0.0120612j -0.0350496-0.133936j 0.000755662-0.0255487j 0.0755164-0.108587j 0.00704114+0.0132928j 0.0430498-0.124559j -0.0158444-0.0901369j -0.0278735+0.0817624j 0.0122162+0.0943194j 0.0339628-0.203122j 0.0209155+0.10644j 0.00973767+0.0397961j -0.0472513+0.0236949j -0.218055+0.0381713j 0.0430297+0.0495121j -0.0844371-0.163243j 0.0830617+0.00860043j -0.079094-0.0464626j -0.163332-0.0253145j -0.0836018+0.0201843j 0.0496922+0.0152064j -0.176621-0.0331988j 0.0743805+0.115683j 0.0733794-0.146586j -0.000918611-0.185472j 0.091211-0.126897j 0.0524916-0.0763558j -0.0373283-0.0183203j -0.124246-0.0489205j -0.0373188-0.0237819j -0.0809426+0.0233076j 0.0405386-0.113144j -0.067862-0.0159691j 0.0292536+0.0449752j 0.104946-0.0280311j 0.0218075-0.0365282j -0.0825317+0.0630479j 0.0123825+0.0100412j 0.0439594-0.015725j -0.0575913-0.000617495j 0.0174496+0.0405716j -0.078448-0.0302704j 0.0343511+0.00166764j -0.00260269+0.0227425j -0.023172-0.0104307j -0.0277731-0.0113615j -0.0126803+0.00115699j 0.00751216+0.0137074j 
-0.0275576-0.0294556j 0.00356075-0.00294339j 0.00540056+0.00684757j -0.00638785-0.0225786j 0.0453733-0.0118704j 0.0225103+0.00316462j 0.0165052-0.0178049j 0.0103229+0.0330833j 0.0559496-0.0689729j 0.054572+0.0317816j -0.0171584+0.0273317j -0.0113023-0.0708901j -0.0309012-0.00195781j -0.0212438-0.00362346j -0.0379659+0.00495359j 0.0819026-0.00205161j 0.0316443+0.0914372j 0.0140601+0.0223661j -0.020728+0.0978937j -0.0215842+0.0493759j -0.089207-0.0561885j -0.064669+0.000829877j 0.0487089-0.0332811j 0.0126871+0.111624j -0.0563129+0.0712826j -0.0165676+0.0899331j 0.109791-0.0390571j 0.0827713-0.132554j 0.018706+0.0312114j -0.0507469+0.0417552j 0.0389228-0.0243658j 0.180868+0.120402j 0.0332425-0.0717323j -0.00936299+0.020924j 0.0459573+0.0897524j 0.00196243+0.0827754j -0.0800827-0.0764563j 0.0229469-0.0233227j 0.0528004-0.0477237j -0.0241022-0.0298835j 0.027516-0.0531101j -0.0632929+0.0741843j 0.136213+0.0769549j -0.0529511+0.0942626j 0.163043+0.0560417j -0.054484+0.0835064j 0.0366487+0.0552948j -0.0886055-0.052504j -0.00507098-0.0335681j 0.0820978-0.0146251j -0.0100969+0.0481814j 0.0761562-0.0206225j -0.100856+0.00382819j 0.0287929-0.0197667j -0.0590587+0.00526793j 0.0812636+0.0908767j -0.0575568-0.0467724j -0.010282-0.0914758j -0.0364265+0.0471852j -0.0274555+0.0985885j -0.0657801+0.00358407j 0.0289719+0.00195584j 0.0393064+0.00597338j 0.000480778-0.0339433j 0.00442956+0.0122598j 0.0131273+0.0316511j -0.00701058+0.0452598j 0.00438471+0.0223863j 0.0102932+0.0157876j 
-0.00542607-0.0348703j -0.0127697-0.0307161j -0.00606463-0.0152045j -0.00551283+0.0215168j 0.00412343-0.00412677j -0.0134147-0.00447796j 0.00460535+0.0165225j 0.0491798+0.0435669j 0.035213-0.0638755j 0.00161957+0.0217934j -0.0146097-0.0164319j -0.0305243+0.0372034j -0.022766-0.00335529j -0.0431331-0.0320561j 0.00999646-0.113953j 0.0149166+0.0680617j 0.0184249-0.0585239j -0.0890733+0.00986867j 0.00766541+0.0498313j -0.0873271-0.0651754j 0.0202723-0.0124985j 0.0839878+0.0243925j 0.0572153-0.0785055j -0.0150338-0.0299299j -0.0248277+0.098607j -0.0654593+0.0257975j -0.0557133-0.0553021j -0.0287149-0.0456746j 0.0607032-0.00136594j 0.124209-0.0699295j 0.0203996-0.0176621j 0.146963-0.0832553j -0.26434+0.0628527j 0.0346566-0.109366j 0.20233-0.00387846j -0.0685505+0.0616266j -0.028101-0.110334j -0.0546673-0.157449j -0.0548379-0.0368149j 0.0625037+0.153268j -0.0193947-0.0404334j 0.0150986-0.0396885j 0.0639179-0.191036j 0.12669-0.105559j 0.0030671-0.0283855j -0.141232+0.122321j -0.0729404+0.0642941j 0.0082714-0.0128817j 0.0235131-0.0525218j -0.0219131-0.0306249j 0.102029+0.0979037j 0.0824956+0.0706205j 0.0843716-0.0299029j -0.0333156+0.0408402j 0.0636384+0.110281j 0.0723122+0.017658j 0.0382496-0.131973j 0.025197+0.0739895j 0.0357009+0.0220436j -0.019214+0.0113499j -0.0118055-0.00640016j 0.0170123+0.000245883j 0.0231042+0.0329075j -0.00644075-0.00257483j -0.00809772+0.0285034j 0.00140925+0.00463089j 0.0361399+0.0278163j -0.00435409+0.0340547j 0.00320421-0.000402319j 
0.00139622-0.00196037j 0.0135606+0.00841402j 0.0268472-0.0112124j -0.00640387-0.0194721j 0.00817118-0.0255134j -0.00367261+0.0333636j 0.0019647-0.0121214j 0.0650041-0.0245783j -0.017932+0.0211932j 0.0107928-0.0296393j 0.0112138-0.00897834j 0.0180653+0.0123308j 0.0290905-0.0182942j 0.0289969-0.0566506j 0.0730901-0.00303547j 0.0159697-0.0339418j 0.000818976+0.0739324j 0.111742+0.0225843j 0.0368822+0.0106087j 0.0273833-0.148526j -0.0584571-0.0342084j -0.0681014+0.0527374j -0.147523-0.0130779j -0.0625016-0.0336948j 0.070841-0.0507066j 0.0968736+0.0607104j 0.0640597+0.0263686j -0.0569392+0.0562293j -0.087648-0.0013651j 0.0195868-0.0242499j 0.0214887+0.00973714j 0.0891809-0.0119779j -0.0108223+0.0673013j -0.0259357-0.0487101j 0.0778583+0.0100487j -0.00830073-0.0697026j -0.143777-0.0586765j 0.0291989+0.0780373j -0.107755-0.0712085j 0.144397-0.0137242j -0.0241926+0.064236j -0.0502973-0.0571113j 0.140618+0.0162158j -0.128972-0.0103057j -0.111629+0.0842032j 0.00538977+0.0388893j -0.0795785+0.0778003j -0.100237+0.0229671j 0.00254321+0.0560269j -0.0378921+0.0472712j 0.00300484+0.0134973j -0.0951034-0.0115254j 0.000176754+0.0389604j -0.0759109-0.0116609j -0.00230951-0.0326661j -0.0815835-0.0461005j -0.0115052+0.0241042j 0.00625114+0.00796221j 0.0321727+0.0155951j -0.045445-0.00648266j -0.0617248-0.0735834j 0.0350852+0.0238883j 0.0171443+0.000395997j 0.0204562-0.0307405j 0.0173689-0.0140221j 0.0277348-0.0455493j -0.0151621-0.011777j -0.0106633+0.0222105j -0.00143932-0.00103341j 
-0.0239671-0.00165313j -0.00347798-0.0064973j -0.0111872+0.00180188j -0.00987548+0.00781472j 0.00398984-0.00303813j -0.0323251-0.0495129j 0.0647825+0.00488111j -0.00397012+0.0335491j 0.0168157-0.0364715j -0.0833423-0.0406662j 0.0778733+0.0447239j -0.0264551-0.0443345j 0.0635045-0.0641768j -0.0227973-0.0823784j 0.045721-3.39845e-05j -0.0201567+0.056308j 0.095164+0.0302579j -0.014841+0.0798042j -0.000861216+0.0089599j 0.064827-0.00770178j -0.0438251-0.0647922j -0.022972-0.0604411j 0.0871685+0.104552j -0.00636151+0.0294585j 0.0503801-0.111163j 0.00150483+0.0177649j -0.000921856-0.0391264j -0.073893+0.0894016j 0.0372741+0.112808j 0.147968+0.03635j -0.0288155-0.0184648j -0.0555015+0.015064j -0.0140579+0.0587476j -0.0214983-0.0781786j 0.0572655-0.0981103j 0.0785175-0.136907j -0.105851-0.0232612j -0.0687356-0.0210806j -0.0271094-0.0362846j 0.0637582-0.101221j -0.0352666-0.0746002j 0.112569+0.0480917j 0.0121224-0.0272684j 0.0538245+0.0189794j 0.117631+0.0441267j 0.0698876-0.0244722j -0.02276-0.118769j -0.01892-0.0511959j 0.0183535-0.0637178j -0.046715+0.0346116j 0.0178001-0.00656392j 0.0269749+0.0190389j 0.0336705-0.0824649j -0.0558266-0.00951651j -0.0166275-0.0241357j -0.0711992-0.0613832j 0.076063-0.00663384j 0.0216495+0.0338231j -0.02628+0.0617824j 0.0430765-0.0718831j 0.0432523+0.0158167j 0.0275211+0.0173747j -0.0308795+0.0399001j -0.0201204-0.0634477j -0.00322261+0.00881528j 0.0201203+0.0074097j 0.00415058-0.0152671j -0.00577497+0.00653694j 0.017217-0.0164844j 
-0.00969277+0.00399874j 0.0156353-0.00925542j -0.0317513-0.0377821j -0.0735573+0.0280807j -0.00136102-0.0249358j -0.0523896+0.0186278j 0.0432514-0.0165358j 0.010462-0.00383267j -0.0350031-0.034007j -0.00997373+0.0030093j 0.0479883+0.0332214j -0.0426154-0.0427927j -0.0021472-0.0570172j -0.113474-0.0316046j 0.0241351+0.13994j -0.020177+0.0936168j 0.0196812-0.0103066j -0.0589039+0.0852374j 0.0663448+0.0309337j 0.0595645+0.0156261j 0.0299142+0.00358751j -0.0244857-0.0550199j 0.0488896-0.0202492j 0.143945+0.0733852j -0.0170568-0.0328279j -0.177038+0.103601j 0.079884+0.0316487j 0.0136717-0.0600478j -0.00853311+0.0774748j 0.0852087+0.0180796j -0.127168+0.00732339j 0.081466-0.0742808j 0.179614+0.0330306j -0.0327156+0.0406534j -0.0316418-0.0162792j 0.058584-0.0488286j -0.108461-0.0269065j 0.0764662-0.16964j -0.0784788-0.0816649j -0.148968-0.00601756j -0.0762611+0.108285j -0.0259151+0.00163469j 0.111423+0.095022j 0.0345991+0.172541j 0.0537977-0.0250659j 0.155697-0.0270361j -0.0792666+0.0780241j -0.0432481+0.00733383j 0.0440133+0.0720463j 0.0721335+0.0336791j 0.0109353-0.000147396j -0.0458778-0.119565j -0.0424858-0.0221653j -0.0604828+0.0693457j 0.099272-0.111193j -0.102869-0.028973j 0.00489862-0.0606571j 0.064991-0.0504496j 0.0630984-0.0264124j -0.0142624+0.013251j 0.0159891+0.0123654j 0.0173596-0.0301745j 0.0279877+0.0215581j -0.0300834-0.0181844j -0.000386254+0.0159458j 0.0401614+0.0510873j 0.0472301-0.0107389j -0.000628982-0.003406j 0.00520629-0.00379295j 
-0.0218197+0.0189419j -0.00410347-0.0334577j -0.0148481+0.0156481j 0.0189263+0.0311047j -0.022557+0.0133179j 0.0115625+0.00804912j 0.0253188-0.0384668j -0.0399354-0.0346924j -0.0348269-0.0249106j -0.0462415+0.0159617j 0.00565752-0.0073402j 0.0704297+0.0539973j -0.00325193-0.015202j -0.0187151-0.0242225j -0.0531442-0.118036j -0.0721975+0.00925529j -0.000886916-0.0288369j 0.0883313-0.067448j 0.0681139-0.0544629j -0.0359623+0.0901716j -0.053227+0.0829373j -0.0196107-0.0703068j -0.128976-0.152918j -0.0575592-0.0343665j 0.0364282-0.0561427j -0.05605+0.0215552j -0.0419813+0.158014j -0.0646518+0.00339333j -0.0623778-0.004619j -0.0860576+0.0436589j -0.0180363-0.0424918j 0.199271+0.0786501j -0.0173484-0.0791418j 0.0615293-0.0922038j 0.0676652-0.0229058j -0.0765431-0.207127j 0.0804391-0.0366545j -0.0151196-0.114495j 0.0443387-0.0583513j 0.0490263-0.0101063j -0.00916193+0.00687891j 0.00448198-0.0373557j 0.0804407+0.0325749j -0.0907305-0.0145208j 0.0593637-0.0418858j -0.128727-0.0186791j 0.0748255+0.119973j -0.0443212-0.0980141j 0.0884741-0.0214745j -0.019849+0.101682j -0.0752712+0.0765275j -0.0127608+0.0698041j -0.0475151+0.0417992j -0.129582+0.00938989j 0.0149093+0.0101175j 0.0270692-0.0155635j -0.0118947+0.0572286j -0.0129226+0.0085439j -0.065822+0.0522369j 0.0574707-0.0206465j 0.0349378+0.0679438j -0.0329377-0.0393285j -0.0510308-0.0104341j 0.0216587-0.0154997j 0.00580314-0.0219154j -0.0241505-0.0349506j -0.0288611-0.0137226j 0.0214069+0.0169687j 0.0187045-0.0229711j 
-0.00522425-0.0194448j -0.0128062-0.00676659j 0.0139824+0.0649572j 0.0527335+0.0103922j 0.0010999-0.00123123j -0.000273243-0.0282905j -0.017499-0.0288824j 0.0119481-0.0290426j 0.0305268-0.0498461j -0.0349996+0.0326462j 0.0736466+0.00144271j 0.00316973-0.0512525j -0.0678156-0.00878297j 0.0332199+0.0557954j -0.0839723+0.0390056j -0.119083+0.0469085j -0.139865+0.00153413j 0.00351313-0.000431065j 0.029016+0.0193057j 0.13309+0.0860272j -0.0602477+0.0191672j -0.0198994-0.0627682j -0.0502371-0.0264428j 0.0753337-0.108238j 0.0596349+0.0653945j 0.0587678+0.0306099j -0.00901031+0.0115427j 0.00816615+0.0230665j 0.0163957-0.0245091j 0.0804713-0.000635821j -0.025454-0.0154234j -0.0657651+0.0319237j -0.0339672+0.0281332j 0.0263311+0.0409769j 0.10472+0.0198571j 0.0210142-0.0760635j 0.0448808+0.107j 0.108321-0.0428455j -0.0121706-0.00382829j -0.0862358-0.0105129j -0.0128568-0.0180286j 0.0666395-0.0228123j 0.0584847+0.0507259j -0.0774253-0.0415655j -0.0303462+0.0554056j 0.00792555+0.0382182j 0.0243447+0.130351j -0.0259756-0.017944j 0.0280724-0.0115651j 0.147555+0.0191913j -0.0411528-0.0237614j -0.0832629+0.015146j 0.106826+0.0722154j 0.0321836+0.0695554j -0.0777297-0.134689j 0.0644973-0.0306769j 0.0411577+0.0410051j 0.0246079-0.0871688j 0.0215523+0.0164424j 0.0313448-0.0357574j -0.0237745-0.0176886j 0.00940602-0.00767095j -0.0538902-0.0146649j -0.00884657+0.0336642j 0.0219347+0.000316765j -0.0354619-0.0531733j -0.0555464+0.027227j 0.0164563+0.0250081j 0.010536+0.0181439j 
-0.00143932+0.00103341j 0.0106633+0.0222105j 0.0151621-0.011777j -0.0277348-0.0455493j 0.0173689+0.0140221j 0.0204562+0.0307405j 0.0171443-0.000395997j 0.0350852-0.0238883j 0.0617248-0.0735834j -0.045445+0.00648266j 0.0321727-0.0155951j -0.00625114+0.00796221j 0.0115052+0.0241042j -0.0815835+0.0461005j -0.00230951+0.0326661j 0.0759109-0.0116609j -0.000176754+0.0389604j -0.0951034+0.0115254j 0.00300484-0.0134973j -0.0378921-0.0472712j 0.00254321-0.0560269j -0.100237-0.0229671j 0.0795785+0.0778003j 0.00538977-0.0388893j 0.111629+0.0842032j 0.128972-0.0103057j 0.140618-0.0162158j -0.0502973+0.0571113j 0.0241926+0.064236j -0.144397-0.0137242j -0.107755+0.0712085j -0.0291989+0.0780373j 0.143777-0.0586765j 0.0277176+0.0404707j -0.0262905-0.0369363j -0.0745633+0.0641426j 0.0108223+0.0673013j -0.0891809-0.0119779j 0.0214887-0.00973714j -0.0195868-0.0242499j 0.087648-0.0013651j -0.0569392-0.0562293j 0.0640597-0.0263686j -0.0968736+0.0607104j -0.070841-0.0507066j -0.0625016+0.0336948j 0.147523-0.0130779j -0.0681014-0.0527374j -0.0584571+0.0342084j 0.0273833+0.148526j 0.0368822-0.0106087j 0.111742-0.0225843j -0.000818976+0.0739324j -0.0159697-0.0339418j 0.0730901+0.00303547j 0.0289969+0.0566506j -0.0290905-0.0182942j -0.0180653+0.0123308j 0.0112138+0.00897834j 0.0107928+0.0296393j 0.017932+0.0211932j 0.0650041+0.0245783j 0.0019647+0.0121214j -0.00367261-0.0333636j 0.00817118+0.0255134j 0.00640387-0.0194721j -0.0268472-0.0112124j -0.0135606+0.00841402j 0.00139622+0.00196037j 
0.00320421+0.000402319j 0.00435409+0.0340547j -0.0361399+0.0278163j -0.00140925+0.00463089j -0.00809772-0.0285034j -0.00644075+0.00257483j 0.0231042-0.0329075j 0.0170123-0.000245883j 0.0118055-0.00640016j -0.019214-0.0113499j 0.0357009-0.0220436j -0.025197+0.0739895j -0.0382496-0.131973j 0.0723122-0.017658j 0.0636384-0.110281j 0.0333156+0.0408402j -0.0843716-0.0299029j 0.0824956-0.0706205j 0.102029-0.0979037j -0.0219131+0.0306249j 0.0235131+0.0525218j 0.0082714+0.0128817j 0.0729404+0.0642941j -0.141232-0.122321j -0.0030671-0.0283855j -0.12669-0.105559j 0.0639179+0.191036j 0.0150986+0.0396885j 0.0193947-0.0404334j -0.0625037+0.153268j -0.0548379+0.0368149j 0.0546673-0.157449j 0.028101-0.110334j 0.139831+0.0317394j 0.108061+0.0450838j -0.155126+0.0654042j 0.26434+0.0628527j -0.146963-0.0832553j 0.0203996+0.0176621j -0.124209-0.0699295j -0.0607032-0.00136594j -0.0287149+0.0456746j -0.0557133+0.0553021j 0.0654593+0.0257975j 0.0248277+0.098607j -0.0150338+0.0299299j -0.0572153-0.0785055j 0.0839878-0.0243925j 0.0202723+0.0124985j -0.0873271+0.0651754j 0.00766541-0.0498313j -0.0890733-0.00986867j -0.0184249-0.0585239j -0.0149166+0.0680617j 0.00999646+0.113953j -0.0431331+0.0320561j 0.022766-0.00335529j 0.0305243+0.0372034j -0.0146097+0.0164319j 0.00161957-0.0217934j -0.035213-0.0638755j 0.0491798-0.0435669j 0.00460535-0.0165225j -0.0134147+0.00447796j 0.00412343+0.00412677j 0.00551283+0.0215168j 0.00606463-0.0152045j 0.0127697-0.0307161j -0.00542607+0.0348703j 
-0.0102932+0.0157876j 0.00438471-0.0223863j -0.00701058-0.0452598j 0.0131273-0.0316511j -0.00442956+0.0122598j -0.000480778-0.0339433j -0.0393064+0.00597338j -0.0289719+0.00195584j -0.0657801-0.00358407j 0.0274555+0.0985885j 0.0364265+0.0471852j -0.010282+0.0914758j -0.0575568+0.0467724j -0.0812636+0.0908767j 0.0590587+0.00526793j 0.0287929+0.0197667j -0.100856-0.00382819j -0.0761562-0.0206225j 0.0100969+0.0481814j -0.0820978-0.0146251j 0.00507098-0.0335681j 0.0886055-0.052504j 0.0366487-0.0552948j 0.054484+0.0835064j 0.163043-0.0560417j -0.0529511-0.0942626j -0.136213+0.0769549j 0.0632929+0.0741843j 0.027516+0.0531101j -0.0241022+0.0298835j -0.0528004-0.0477237j 0.0229469+0.0233227j -0.0800827+0.0764563j -0.0855032-0.0143588j -0.0756688+0.0155803j -0.0618402-0.015459j 0.0332425+0.0717323j 0.180868-0.120402j -0.0389228-0.0243658j -0.0507469-0.0417552j 0.018706-0.0312114j -0.0827713-0.132554j -0.109791-0.0390571j -0.0165676-0.0899331j -0.0563129-0.0712826j -0.0126871+0.111624j 0.0487089+0.0332811j 0.064669+0.000829877j 0.089207-0.0561885j 0.0215842+0.0493759j 0.020728+0.0978937j -0.0140601+0.0223661j 0.0316443-0.0914372j 0.0819026+0.00205161j 0.0379659+0.00495359j 0.0212438-0.00362346j -0.0309012+0.00195781j -0.0113023+0.0708901j 0.0171584+0.0273317j -0.054572+0.0317816j 0.0559496+0.0689729j -0.0103229+0.0330833j -0.0165052-0.0178049j -0.0225103+0.00316462j -0.0453733-0.0118704j -0.00638785+0.0225786j 0.00540056-0.00684757j 0.00356075+0.00294339j 0.0275576-0.0294556j 
0.00751216-0.0137074j 0.0126803+0.00115699j 0.0277731-0.0113615j 0.023172-0.0104307j -0.00260269-0.0227425j 0.0343511-0.00166764j -0.078448+0.0302704j 0.0174496-0.0405716j 0.0575913-0.000617495j 0.0439594+0.015725j 0.0123825-0.0100412j 0.0825317+0.0630479j -0.0218075-0.0365282j 0.104946+0.0280311j 0.0292536-0.0449752j 0.067862-0.0159691j -0.0405386-0.113144j -0.0809426-0.0233076j -0.0373188+0.0237819j -0.124246+0.0489205j -0.0373283+0.0183203j 0.0524916+0.0763558j -0.091211-0.126897j -0.000918611+0.185472j -0.0733794-0.146586j -0.0743805+0.115683j -0.176621+0.0331988j 0.0496922-0.0152064j 0.0836018+0.0201843j 0.163332-0.0253145j -0.079094+0.0464626j -0.0830617+0.00860043j 0.0844371-0.163243j -0.0160057-0.0677553j -0.0946811-0.0145125j 0.15871-0.129966j -0.00973767+0.0397961j -0.0209155+0.10644j 0.0339628+0.203122j -0.0122162+0.0943194j 0.0278735+0.0817624j -0.0158444+0.0901369j 0.0430498+0.124559j -0.00704114+0.0132928j -0.0755164-0.108587j 0.000755662+0.0255487j 0.0350496-0.133936j 0.0535141+0.0120612j -0.00388333-0.0180343j -0.0358915+0.0288535j 0.0534052-0.0856j 0.0180248-0.0802147j 0.00299794+0.00696014j -0.0431591+0.0289694j -0.00149263+0.0125629j 0.0163031-0.0292397j 0.0613139+0.0249942j -0.0182871+0.0400372j 0.0532204+0.0387509j -0.0288469-0.0409067j 0.00348261-0.00691007j 0.0171879+0.0326649j -0.0476438-0.0320833j -0.00885904+0.0102982j 0.000731341+0.0159112j -0.00300231-0.0278015j -0.0052329-0.00441472j -0.0124123+0.012922j 0.0115629+0.0163021j 
-0.00702086-0.00154883j 0.00987866-0.0146017j 0.0135667-0.0116354j -0.00357039+0.0124278j -0.00999423+0.000343935j -0.0270834-0.0412386j -0.02128-0.00875115j 0.00667774-0.0307604j -0.0494068+0.0696524j 0.081924-0.00735142j 0.0240897+0.0716214j -0.0183927-0.0268902j -0.0350335-0.00382283j 0.0164257+0.00283051j 0.0536052+0.093231j -0.1197-0.00589267j -0.0229312-0.0753959j 0.0169936+0.0994166j -0.0191466-0.00171005j -0.0362191-0.0908152j -0.0317452+0.0387473j -0.0198252-0.115792j 0.0394907-0.0726743j -0.148597-0.13197j 0.0941596-0.0741412j -0.124301+0.011299j 0.00675226-0.0855877j 0.142118+0.0477911j -0.0463017-0.0399614j 0.00780164-0.100439j 0.0952415+0.217369j 0.0944533+0.198379j 0.0309836+0.153176j -0.0407438-0.0784121j 0.0181299-0.0581144j -0.0670493-0.140414j 0.040055-0.187678j -0.0962488-0.0754354j 0.0792904-0.0675469j 0.0194345+0.012397j -0.0742804+0.0649433j -0.0506272-0.0525823j -0.113864+0.106304j 0.0492532+0.0512563j 0.0239281+0.0587202j -0.0294188-0.0740983j -0.0597858+0.0687261j -0.0377693-0.0193963j 0.0548932+0.0458592j 0.00374175+0.0321669j -0.0310065+0.0536725j -0.0619114-0.0495786j 0.0434-0.000871465j 0.0424905+0.00329976j -0.0325921-0.089196j 0.00262014-0.0749482j 0.0297643+0.00843633j 0.0359747-0.0269883j 0.0165739-0.00549383j -0.0467118-0.00661852j 0.0104495+0.00172525j -0.037945+0.0254124j -0.00795917-0.0190358j 0.00659526+0.0365053j 0.00936136+0.000679157j 0.0144853-0.0113632j 0.0125619+0.000972055j 0.000430519+0.0186719j 0.00542198+0.000320881j 
