0.0116896+0.0413745j -0.0204104-0.0345095j -0.0146801-0.0410627j -0.00939463+0.0135106j -0.00023467+0.0334007j 0.00028752-0.0432484j 0.0106897+0.000284311j 0.00523235-0.0309654j -0.0054246-0.0178195j 0.0183669-0.0304026j 0.0332864+0.0357677j 0.00648091-0.0360724j 0.022266+0.0103923j -0.0251349+0.0160946j 0.0213516-0.0206852j 0.0379666+0.00265072j -0.0232328-0.00704791j 0.0347701-0.00516174j -0.00205125-0.0276623j -0.00565988-0.00127059j 0.0330947-0.019694j 0.024512-0.0187935j 0.0100891+0.018113j -0.0164111-0.00653145j 0.0388417-0.00120917j 0.00252399-0.0322187j -0.0294833+0.0313456j 0.00581319+0.00404587j 0.0289705+0.0106671j -0.00459314+0.0028929j -0.0208311-0.000495839j 0.00616423-0.0143494j -0.0156117-0.00852721j -0.00430724-0.00133175j -0.0046956-0.0156629j 0.0214714-0.0216943j -3.56139e-05-0.00457882j -0.00105617+0.0271025j -0.0048172+0.0298928j 0.00811086+0.00167633j -0.0277949+0.00914858j 0.00911333+0.00726921j -0.000823686-0.0168736j 0.0142732+0.0138579j 0.0282517-0.00166636j -0.0121104-0.000495411j 0.0104486-0.0438561j 0.0295623+0.00121749j 0.021428-0.00507705j 0.0133077-0.0235744j 0.00428742+0.0509236j 0.00657939-0.0457031j 0.00559334-0.0306191j -0.045079+0.0519261j 0.012179+0.00916902j 0.132763-0.104093j -0.0164842-0.075395j 0.110953-0.0523075j -0.168333+0.195318j 0.0439685+0.0200459j -0.120956+0.095805j 0.0190507-0.018645j -0.0334958+0.0468625j 0.0437481-0.0663963j -0.0120001+0.0356385j 0.0349031-0.0608797j 0.0506086-0.0445405j -0.083718+0.188743j -0.172631+0.103418j 
0.00379437+0.0249158j -9.23927e-05-0.0102178j 0.00160997+0.00989281j 0.00579147+0.00462903j -0.0232364+0.010446j -0.0163946-0.00197147j 0.0244867-0.023859j 0.00569079+0.0176169j -0.0124399-0.0337588j -0.0217839+0.0113307j 0.0398815+0.0228365j 0.015931-0.0292133j -0.0287367+0.0200278j -0.0191987-0.00806327j -0.0139607-0.00773307j 0.0191166+0.0360854j -0.0406086+0.0609134j -0.0478546+0.0436109j -0.0331249-0.0163678j 0.033455+0.0203494j -0.0386762-0.00284393j 0.0490634+0.0110474j 0.00285688-0.0162024j -0.000386809+0.0873597j -0.0210887-0.0362591j 0.0910464+0.035412j -0.0287332-0.0126014j 0.0688022-0.035988j -0.0246966+0.0133539j -0.0546502+0.0497041j -0.0652052+0.0790624j 0.110029-0.126759j -0.0557984-0.0526164j 0.0286828-0.0289647j -0.119003-0.0175931j 0.0918213+0.091141j 0.0317998+0.109444j -0.0519412-0.160839j -0.0324131+0.00878911j 0.013958-0.0124875j -0.0144843+0.0325973j -0.063414-0.0413061j 0.0701719+0.0217102j -0.0510004-0.00361746j 0.0685005+0.0493231j 0.183969-0.0389995j 0.0684397+0.0484807j 0.0282919+0.00781824j 0.0694292+0.0345189j -0.00703443+0.0812858j -0.0196017-0.0303296j 0.0884303+0.0383925j -0.0393969-0.0347415j 0.000318513+0.00213309j 0.0399661+0.0652249j -0.0500613+0.0141503j -0.0264293-0.0247164j 0.0112413-0.0134113j -0.00988902+0.0267543j -0.000658041+0.0110716j 0.0279437-0.000253879j -0.0416714-0.00824019j 0.0424789+0.0182693j 0.0290076+0.0429167j -0.0358369-0.000547813j 0.036091+0.0063229j 0.0192851-0.0105163j 0.003168+0.0103807j 0.020102-0.0119679j 
0.00162065+0.0112234j 0.00746595-0.00131288j -0.0256743-0.0334563j -0.0245021-0.0041183j 0.0160921-0.013234j 0.0255217+0.0499379j -0.0505937+0.00687973j 0.0147699+0.0175379j -0.0128868-0.00273737j 0.00492643-0.039912j -0.0343804+0.0517474j 0.0012978-0.0225722j 0.00747447-0.0153403j -0.0129658-0.00718804j 0.0426078+0.0151043j 0.0361439-0.0224036j 0.0270536+0.0221782j 0.0129551+0.0285561j -0.005447-0.0297549j -0.0722709-0.106474j 0.00643937+0.00166907j -0.0105679+0.00916962j 0.108464+0.030918j -0.00614444+0.00851939j -0.096991-0.00576745j 0.00984199+0.0407149j 0.0722126-0.111353j -0.0256785+0.00502833j -0.00479152+0.0140178j -0.0325525+0.0896728j 0.0269073+0.0109392j 0.0406037-0.0571524j -0.0113974-0.030529j 0.178397+0.110087j 0.103703-0.0308422j -0.025116-0.153976j 0.0803071+0.067793j -0.00116426+0.0149525j 0.128308+0.152453j -0.0405077+0.0665495j -0.0692761+0.0236671j -0.241636-0.00514467j 0.11807+0.130459j 0.0276603+0.00110608j -0.0115319-0.00124525j -0.0248957+0.00977109j -0.175178-0.0175152j -0.0132324+0.0876476j 0.0333257-0.0101462j 0.0414364-0.0327649j -0.0271278-0.0506141j 0.0272391+0.0906584j 0.0567361+0.00806756j 0.00239125-0.00102505j -0.0811623-0.0953754j -0.0237648-0.0122826j -0.0276425+0.0550255j 0.045434-0.0281397j -0.0478169-0.0673067j -0.0475456-0.0358161j -0.0131212+0.0414126j -0.00564527-0.0145659j -0.0827268-0.00377729j 0.00290779-0.070481j 0.0133422-0.0137656j -0.0388237-0.0190147j -0.0118404+0.00321447j -0.0235271-0.0349482j -0.017418+0.0138248j 
-0.00283758-0.000927437j 0.0175616-0.0112865j 0.0192379-0.027194j -0.0339092+0.0191161j 0.0277561-0.0069905j 0.0182639-0.00398015j 0.00808489-0.0176293j 0.0206567-0.00581367j 0.000991809+0.0115752j 0.0280674+0.003844j -0.0559454+0.0117788j -0.00965951+0.019801j 0.00742517-0.000355634j -0.0326636+0.00548833j 0.0387267+0.00313377j 0.0476598+0.0139633j 0.00296076-0.000254552j -0.0110882+0.0369893j 0.0475029-0.0676884j 0.0494907-0.0617221j 0.0623778-0.0511125j -0.0581372+0.085952j 0.0332745+0.0222001j -0.00227929+0.0441501j -0.126856+0.0296982j 0.0695145-0.0744892j 0.0966412-0.00259816j -0.083735-0.0112321j -0.06194-0.0157407j -0.0687626-0.0879109j -0.0208235+0.00858745j -0.00685361-0.0755347j -0.0115874-0.0167336j -0.00414272-0.127626j -0.075134+0.0827822j 0.0106311+0.104987j 0.00853974+0.0171742j -0.128106+0.053208j -0.135368-0.102919j 0.0277176-0.159976j 0.0206348+0.0376535j 0.0706026-0.112823j 0.0324847+0.0587j -0.0740458+0.0694156j -0.0241968-0.0431596j -0.0271242-0.0879041j 0.0758676-0.0338741j 0.0278304-0.108821j -0.0153383+0.0292057j -0.0361783-0.0299592j -0.0879583-0.0613321j 0.037108-0.0178782j 0.019523+0.12578j -0.0322141-0.0173927j 0.0277187+0.0046234j -0.0748803+0.0216317j -0.0170168+0.00777856j -0.0370016-0.0191704j 0.0322522+0.038859j 0.0321715-0.0193431j 0.0591809-0.00197503j -0.00499817+0.0077517j 0.027944-0.0558903j -0.00223993+0.0133898j -0.0138371+0.00470101j -0.0162708+0.00801759j 0.0467921-0.0191093j 0.00021769-0.00186002j 0.0300071+0.00615253j 
0.00771844-0.00890457j -0.0139446-0.0155815j 0.0323577+0.0174354j 0.0142283-0.0287078j -0.00601136+0.0400579j -0.0306618-0.0882015j 0.0221095+0.0145517j 0.00406633+0.00892376j 0.0040922+0.0479539j -0.0251618+0.0197425j 0.00327836-0.0284539j 0.00882117+0.0290971j 0.0164856+0.0157399j -0.0344299+0.0250179j -0.0194567+0.0199262j -0.0261701+0.0237897j 0.00344266-0.00793433j 0.00753135+9.31405e-05j -0.0383863-0.00946786j 0.0721561+0.139309j -0.025039+0.0401398j -0.00804462-0.0137105j 0.0162039+0.0343971j -0.0366774-0.0758377j 0.0314629+0.0949938j 0.019449-0.0615936j -0.0158231+0.0168622j 0.0644711-0.103797j -0.0235303-0.0620713j 0.0753414-0.0725703j -0.0394441+0.00187658j -0.0104435-0.0237893j -0.0465536+0.0792877j 0.0189278+0.138135j 0.0287863-0.0740924j -0.0717016-0.120989j -0.0651653+0.0141984j -0.0793262-0.0276415j 0.0109753+0.206026j 0.0951269+0.0734784j -0.179891+0.149156j -0.0101579+0.0595635j 0.0244328-0.192015j 0.0634451-0.0822806j 0.000478084-0.068472j -0.105982+0.0504963j 0.0784175-0.0894996j -0.00559848+0.0706185j -0.0469966-0.0185115j 0.0159023+0.00657623j 0.0688682-0.00701763j 0.0254227-0.03774j -0.101723-0.0279237j 0.0245193+0.0111434j 0.015923-0.0073657j -0.0277114+0.0875631j 0.0156637-0.0553149j -0.020477+0.00882869j -0.0176657+0.00836442j -0.038092-0.0217104j -0.0342101+0.0326559j -0.00527336+0.00541213j 0.0810565-0.0141928j -0.0074127+0.0348218j -0.0152159+0.0492866j 0.0276437-0.031123j -0.0345995-0.0108394j 0.00308891+0.016391j 0.00105401-0.0107585j 
-0.0149669+0.00474024j -0.00891759-0.00926447j 0.0116541+0.0267789j 0.00529721+0.00726368j 0.0118567+0.0144315j -0.0329894+0.026391j -0.00285038-0.0243436j -0.0297755-0.0141497j 0.00383005-0.00792718j 0.05097+0.032869j 0.0114055+0.00293667j -0.00762542-0.0291539j -0.00565807-0.00531422j 0.00177167-0.030197j -0.0280037-0.0464114j 0.00776162-0.0455565j 0.00714296+0.0380734j -0.015742+0.0469745j 0.0382603+0.0374245j 0.0611472-0.00293911j 0.0142161+0.00180046j -0.0102279-0.0125816j -0.00841762-0.00316085j -0.0166619-0.0498184j 0.0413982-0.0572831j -0.0886853-0.0588825j 0.0565533-0.100035j -0.0526889+0.0280057j 0.0330305-0.00135403j 0.0501062+0.119299j 0.0672806+0.0253013j -0.017763+0.0439998j -0.0214627-0.0095684j 0.194593+0.0370883j -0.0305756-0.10432j -0.0244964-0.0892523j 0.34785+0.216908j -0.0281938+0.0402667j -0.0451854-0.0302519j 0.219144+0.0111368j -0.26614+0.0134434j -0.00922651-0.0683775j 0.107908+0.115983j -0.00503713+0.0884539j 0.00398874-0.073049j -0.104159+0.129959j -0.0618754-0.0467903j -0.00946764-0.00481191j -0.0279181+0.0319124j 0.0214889+0.0356235j -0.0331329+0.0877453j -0.00159078+0.0451181j -0.0249364+0.0371385j -0.06157-0.0230322j 0.0947065+0.0151785j -0.0719533+0.0505176j -0.0574349-0.0430009j 0.0284+0.0170664j -0.0503081+0.00629295j 0.0303728-0.00347882j 0.018517-0.0188753j 0.0311671-0.047851j -0.0229999-0.0287308j 0.0105891-0.0140716j -0.0148761+0.0008709j 0.00766426+0.0293189j 0.0205897-0.00773567j 0.0124909+0.00947123j 0.00173656-0.00770519j 
0.0101176+0.0194683j -0.00540173+0.027563j 0.00861764+0.014828j 0.0032026-0.0307509j 0.0180564+0.0142468j -0.0441036-0.0160848j 0.00875915-0.0259912j -0.0161058-0.00842412j 0.0137197+0.030059j -0.0225076-0.0333584j 0.0092278+0.0157923j -0.0370805-0.00313943j -0.00707087-0.0482084j 0.0114991-0.0245253j -0.016478+0.0502116j 0.00324559-0.0117658j -0.0026712+0.0522565j -0.0137719-0.0382552j 0.0425393+0.038964j 0.0949375+0.0920033j -0.00848725-0.0377484j -0.0290635+0.0810778j 0.0389058+0.0869169j -0.065734+0.0411346j 0.0571077-0.00748918j -0.0305226-0.0368006j -0.0138432-0.0187112j 0.0478097+0.0578989j 0.0143588-0.0201497j 0.1245+0.0387348j -0.0608684+0.0245767j 0.0563229+0.0123366j -0.0728603-0.0295891j -0.0111456-0.0773199j -0.0617307-0.0387082j -0.127869+0.0830069j -0.104657+0.0623792j -0.00571884-0.133228j 0.199532+0.103989j 0.015305+0.0852156j -0.0140521-0.0274949j 0.153383-0.0733401j -0.0493022-0.062133j -0.0572902-0.0224447j 0.072362-0.135011j 0.0030857-0.00926187j -0.20963-0.139099j -0.0564814-0.103538j 0.0109011+0.0920418j 0.032691-0.154111j 0.153617-0.023211j 0.0522849+0.0707483j 0.0358216+0.0161889j -0.0128097-0.0102154j -0.067704+0.0123958j 0.0613892-0.00954545j -0.00930258+0.0280849j 0.0220123+0.0350173j -0.00221815+0.0324816j -0.0377506-0.0503788j -0.0439259+0.0314081j 0.0485059-0.0262243j -0.0645623-0.000658518j -0.0161055-0.0552547j 0.00676019+0.0190412j -0.0207837-0.0368454j -0.0358625+0.0423107j 0.00252389-0.0146928j -0.0123658+0.0157958j 
0.0279543-0.00204371j 0.0276402+0.035323j 0.00307053-0.0043417j -0.0124572+0.00215191j 0.00760989-0.00872742j 0.0258397-0.0315917j -0.00254023+0.0112535j 0.0162398-0.0154176j -0.0124506-0.0110991j -0.0402444-0.00499333j 0.0257106+0.0071104j -0.0418219-0.000739186j -0.0228102-0.0985421j -0.00179988+0.0146613j -0.0214209+0.0297652j -0.00315557-0.00124854j 0.0358937+0.00201683j -0.00067269-0.0598961j 0.0668961+0.0390892j -0.00913261+0.0176955j 0.0131743-0.0110972j 0.0704726+0.0535497j 0.0136259+0.00942244j -0.0034547+0.0226584j -0.0374784+0.0585883j 0.0116233-0.0872806j -0.03851-0.0190534j -0.0287518-0.0442846j 0.0056311+0.0417703j 0.0167739-0.0860976j -0.0221588-0.0784296j 0.087516+0.0485962j 0.134826-0.0230029j 0.0974732+0.0830897j -0.00451146+0.180374j 0.00398962+0.0771369j 0.236544+0.107957j 0.0652517+0.0139516j -0.123048-0.130987j 0.0227174+0.0768636j -0.0578152-0.0426947j -0.0611956+0.111132j 0.0132571-0.0296992j 0.00369253-0.0491512j -0.106145-0.0182596j 0.0645397+0.0928468j 0.0384011-0.0649711j -0.00651834+0.0613038j -0.0205636+0.0525186j -0.0297532-0.117119j -0.0921645-0.00820534j -0.00804835-0.00266497j 0.0420404+0.0513638j -0.0228422+0.00981861j 0.0194446+0.0726394j -0.0252476-0.0202204j -0.0228185+0.0452246j -0.00462389+0.0264407j 0.0104845+0.0109375j -0.029624+0.0506154j 0.0458833+0.0848971j 0.00396464+0.00522272j 0.0200448-0.0374758j 0.0143594+0.00912205j -0.00229044+0.0155403j -0.0297115+0.00595381j 0.03377+0.0723158j -0.0156554-0.00347209j 0.0187696+0.0261613j 
-0.0126294+0.0153027j -0.00917809-0.00475739j -0.0156007+0.00977461j -0.0211358+0.0160529j 0.0103617+0.00442892j 0.00493315+0.0577548j 0.00673885-0.00900785j 0.0450233-0.0249174j 0.00863094-0.0306581j 0.0498621-0.0170812j 0.0170421-0.011001j 0.00349719-0.0123218j -0.0327198+0.0432053j -0.0162496+0.0267305j 0.00271941-0.0167762j 0.00359124-0.0119526j 0.00530118-0.028062j 0.0687024+0.00759313j 0.0343283+0.0370463j -0.0278089-0.00873501j 0.0796744-0.0186641j 0.0223739-0.0712463j -0.0537328+0.0300083j -0.105449+0.132129j -0.0135515-0.0511643j 0.00151473+0.0433593j -0.0489145-0.0388846j -0.0576536+0.0131773j -0.121293+0.0846971j -0.0215799+0.0024808j 0.0981583-0.118489j 0.00763092-0.0396562j -0.0866919+0.181204j 0.0403405+0.144478j 0.116327-0.0636004j 0.0389862-0.035124j 0.169456-0.00751157j 0.0500814+0.0333765j 0.0484003+0.0318977j -0.0775691+0.109224j -0.0932046+0.035905j -0.00302561+0.00554457j 0.134333-0.074409j 0.0399601-0.0484962j 0.0511501-0.162988j -0.0374522+0.0631237j -0.133523+0.00300764j -0.0238573-0.0197932j -0.0254571-0.0269373j -0.034809+0.0612423j -0.0058673+0.009656j -0.00872673-0.00450194j 0.00984684-0.0440514j 0.0329023+0.0219833j 0.0431675-0.0746908j 0.0172625+0.0299969j -0.074904+0.0467779j 0.0284407+0.0020478j 0.0391931+0.00683072j 0.0539349-0.0758895j -0.0210095+0.0390912j 0.0157432+0.0213697j -0.031288+0.0388277j 0.0044849-0.0491978j 0.0223375-0.0274535j -0.000118154-0.0153434j -0.00760581-0.0470629j 0.0375689-0.0170846j -0.00504034-0.00560342j 
0.025846+0.0151151j 0.00676467-0.00860218j 0.0158551-0.0146493j 0.0237558-0.0345269j 0.00433185+0.0483563j 0.0136361+0.0462779j -0.0240101+0.0232064j 0.0145818-0.0199272j 0.0152117-0.0420325j -0.00318533+0.0192462j 0.0129092+0.0342725j -0.0495499+0.00489558j -0.0258391+0.0158739j -0.0165206+0.00606316j -0.0690792-0.00110277j -0.016389+0.0943867j 0.00104937-0.0386462j 0.0137803+0.10219j 0.00306057+0.0683153j 0.0054843+0.00243334j -0.0434912+0.0699121j 0.0797914-0.0643733j 0.0278757+0.0213646j 0.0321349+0.0689005j -0.0621987+0.00228608j -0.0936159-0.0239527j -0.0245535-0.0569501j 0.0548198-0.0104184j -0.085844+0.0564696j 0.0382105-0.0534911j -0.0260351+0.0730327j 0.0238388-0.0847651j 0.0942497+0.166707j 0.0419686-0.0297764j 0.0340272+0.103819j 0.024138+0.110494j 0.127156+0.0266715j 0.0180919-0.0247753j -0.0776778+0.109483j -0.0735687+0.0934204j -0.024298+0.0653976j -0.00115182+0.077223j 0.00082713-0.146035j -0.0271311+0.0493181j -7.70093e-05-0.100661j -0.0258613+0.0528686j -0.143468-0.0187262j -0.0660175-0.0268772j -0.0300831+0.0603279j 0.0604903-0.0509114j -0.024966-0.0248523j -0.0366488+0.0418735j 0.0460262+0.0195856j 0.0807411-0.0316507j 0.0555695-0.0550188j 0.0960145+0.0391697j 0.0749821+0.0333369j -0.0192158+0.0858058j 0.0403555-0.0299863j -0.0189854-0.00263499j -0.0281512-0.0121612j 0.0421291+0.0196633j -0.0403559-0.0182213j 0.0313997-0.0338507j 0.0401646-0.0166812j -0.0197621-0.0289371j -0.0508805+0.0389131j -0.02629-0.0164227j -0.00769758-0.0239309j 
-0.0359834+0.00257612j 0.0171838-0.00126931j 0.0236459+0.000209321j -0.0129076+0.0057085j -0.0013141+0.00632946j 0.0172363-0.0243476j 0.0124921+0.0221476j -0.0101411-0.0166715j -0.0137094+0.0500197j -0.0248613-0.0424739j -0.0487563-0.0207077j 0.0443509-0.0434828j 0.0336251+0.0302646j 0.0792005-0.00951816j 0.0181337-0.0136269j -0.000450703-0.0176528j 0.0380075+0.00856267j 0.0230787+0.00240987j 0.0992938-0.0314934j 0.0376216+0.0023857j -0.0332485+0.000795567j -0.0467535+0.00826709j -0.0156765-0.0895683j 0.0492517+0.0122587j 0.0686398+0.0310667j 0.0603346-0.0185464j 0.0395042+0.00479413j 0.205914-0.00427007j 0.00520028-0.0103308j 0.128845+0.0894503j 0.0999506-0.00846741j -0.0532921+8.00695e-05j 0.0620381-0.084158j -0.0511894-0.0275143j -0.115215-0.097947j 0.100043-0.0902558j 0.0658829-0.0360056j -0.113382-0.0431087j 0.100253+0.0267753j 0.12109-0.0737855j -0.094924+0.0933754j 0.0441507+0.0393219j -0.0813615-0.0115256j 0.0226791-0.094627j 0.0894867+0.0321429j -0.0252749+0.0171193j 0.0104962+0.0202441j -0.0899341+0.0741419j -0.00426824-0.0239584j 0.0701126+0.0411836j 0.0848502+0.000320119j 0.0117027-0.0209746j -0.087202+0.00717316j 0.0412731+0.00160395j 0.0409323+0.0204682j -0.0782031+0.0132899j -0.0160595-0.0503856j -0.0208025-0.0640168j 0.0614648-0.033715j -0.0118175-0.0457411j -0.0411162+0.00903141j 0.0176484-0.0127029j 0.0343703+0.0119168j 0.0162646+0.0184974j -0.0168656+0.0326895j 0.0231741-0.0105673j -0.03215-0.00605689j 0.0203916-0.0010952j 0.0288592+0.00710781j 
-0.00662431+0.00379416j 0.0119073+0.00468221j 0.0222464-0.00541731j -0.0193539-0.0215615j 0.022029+0.0394415j -0.0376556+0.0476035j -0.0600481-0.00536853j -0.0130687-0.00341741j -0.0454727-0.0612708j 0.0436999-0.023776j -0.0357274-0.0327036j -0.00675523-0.0434715j -0.0571243+0.0415702j 0.0331846+0.0353079j 0.0407788-0.0120923j -0.0548156+0.0161796j 0.0826865+0.00861662j -0.00659781+0.0281638j 0.0256419+0.0384786j 0.0627545-0.0523628j 0.0234683+0.0298081j -0.075647-0.115745j 0.0346141+0.0546498j -0.0125655+0.0160008j 0.0585024-0.0637585j -0.0288121+0.150156j 0.074582-0.0135628j -0.127178-0.0360345j 0.119751+0.141815j 0.0371838+0.0314211j 0.046156-0.0178062j -0.107376+0.0495327j -0.14017+0.0283198j -0.0857174-0.0579414j 0.0944399-0.117601j -0.0898865-0.0407998j -0.138483-0.0810328j 0.03426+0.0305868j 0.0416685-0.00234598j 0.072457-0.0401867j 0.0758289-0.105385j 0.236875-0.0169117j 0.0215609+0.0106099j 0.0652283+0.116781j 0.010864-0.0632864j -0.0452586-0.00311341j -0.0368865+0.102822j 0.0156853-0.0868477j -0.039926+0.0189491j -0.0154939-0.035343j 0.0551378+0.0524344j 0.0218556+0.0179055j 0.02776-0.00171367j -0.0365123-0.0232198j -0.014868+0.00286444j -0.0358648-0.0336533j 0.0648299+0.0061908j -0.0353366-0.00368616j 0.0126242+0.00882964j 0.0494219-0.0149219j 0.021422-0.0792514j -0.000878093-0.00946848j -0.0504507+0.0203118j -0.0380819-0.0501698j 0.0152069-0.0223248j -0.00352565+0.0194301j -0.00223003+0.00285212j 0.00457617+0.00475859j 0.0218207+0.000453956j 
0.00769758-0.0239309j -0.02629+0.0164227j 0.0508805+0.0389131j 0.0197621-0.0289371j -0.0401646-0.0166812j -0.0313997-0.0338507j 0.0403559-0.0182213j -0.0421291+0.0196633j -0.0281512+0.0121612j 0.0189854-0.00263499j -0.0403555-0.0299863j 0.0192158+0.0858058j 0.0749821-0.0333369j -0.0960145+0.0391697j 0.0555695+0.0550188j -0.0807411-0.0316507j -0.0460262+0.0195856j -0.0366488-0.0418735j -0.024966+0.0248523j 0.0604903+0.0509114j -0.0300831-0.0603279j -0.0660175+0.0268772j -0.143468+0.0187262j 0.0258613+0.0528686j -7.70093e-05+0.100661j -0.0271311-0.0493181j -0.00082713-0.146035j -0.00115182-0.077223j 0.024298+0.0653976j -0.0735687-0.0934204j -0.0776778-0.109483j 0.0180919+0.0247753j -0.127156+0.0266715j 0.0498701-0.0116429j 0.00969087+0.0846805j -0.112771+0.069073j -0.0942497+0.166707j 0.0238388+0.0847651j -0.0260351-0.0730327j 0.0382105+0.0534911j 0.085844+0.0564696j 0.0548198+0.0104184j 0.0245535-0.0569501j -0.0936159+0.0239527j -0.0621987-0.00228608j -0.0321349+0.0689005j 0.0278757-0.0213646j 0.0797914+0.0643733j -0.0434912-0.0699121j 0.0054843-0.00243334j 0.00306057-0.0683153j 0.0137803-0.10219j -0.00104937-0.0386462j 0.016389+0.0943867j -0.0690792+0.00110277j 0.0165206+0.00606316j -0.0258391-0.0158739j 0.0495499+0.00489558j -0.0129092+0.0342725j 0.00318533+0.0192462j 0.0152117+0.0420325j -0.0145818-0.0199272j 0.0240101+0.0232064j -0.0136361+0.0462779j -0.00433185+0.0483563j -0.0237558-0.0345269j -0.0158551-0.0146493j 0.00676467+0.00860218j -0.025846+0.0151151j 
-0.00504034+0.00560342j -0.0375689-0.0170846j -0.00760581+0.0470629j -0.000118154+0.0153434j 0.0223375+0.0274535j 0.0044849+0.0491978j -0.031288-0.0388277j 0.0157432-0.0213697j 0.0210095+0.0390912j 0.0539349+0.0758895j 0.0391931-0.00683072j 0.0284407-0.0020478j 0.074904+0.0467779j 0.0172625-0.0299969j -0.0431675-0.0746908j 0.0329023-0.0219833j 0.00984684+0.0440514j 0.00872673-0.00450194j 0.0058673+0.009656j 0.034809+0.0612423j 0.0254571-0.0269373j 0.0238573-0.0197932j 0.133523+0.00300764j -0.0374522-0.0631237j -0.0511501-0.162988j -0.0399601-0.0484962j 0.134333+0.074409j 0.00302561+0.00554457j -0.0932046-0.035905j 0.0775691+0.109224j -0.0484003+0.0318977j -0.0500814+0.0333765j 0.169456+0.00751157j -0.00868257-0.195599j -0.0305061+0.00612513j -0.0200754+0.0559154j -0.0866919-0.181204j -0.00763092-0.0396562j -0.0981583-0.118489j 0.0215799+0.0024808j -0.121293-0.0846971j 0.0576536+0.0131773j -0.0489145+0.0388846j -0.00151473+0.0433593j 0.0135515-0.0511643j -0.105449-0.132129j 0.0537328+0.0300083j -0.0223739-0.0712463j -0.0796744-0.0186641j 0.0278089-0.00873501j -0.0343283+0.0370463j -0.0687024+0.00759313j 0.00530118+0.028062j 0.00359124+0.0119526j -0.00271941-0.0167762j -0.0162496-0.0267305j 0.0327198+0.0432053j 0.00349719+0.0123218j 0.0170421+0.011001j 0.0498621+0.0170812j -0.00863094-0.0306581j 0.0450233+0.0249174j 0.00673885+0.00900785j 0.00493315-0.0577548j 0.0103617-0.00442892j -0.0211358-0.0160529j -0.0156007-0.00977461j 0.00917809-0.00475739j -0.0126294-0.0153027j 
-0.0187696+0.0261613j -0.0156554+0.00347209j -0.03377+0.0723158j 0.0297115+0.00595381j 0.00229044+0.0155403j -0.0143594+0.00912205j -0.0200448-0.0374758j -0.00396464+0.00522272j 0.0458833-0.0848971j 0.029624+0.0506154j -0.0104845+0.0109375j 0.00462389+0.0264407j -0.0228185-0.0452246j 0.0252476-0.0202204j 0.0194446-0.0726394j 0.0228422+0.00981861j -0.0420404+0.0513638j -0.00804835+0.00266497j -0.0921645+0.00820534j -0.0297532+0.117119j -0.0205636-0.0525186j -0.00651834-0.0613038j 0.0384011+0.0649711j -0.0645397+0.0928468j -0.106145+0.0182596j 0.00369253+0.0491512j -0.0132571-0.0296992j -0.0611956-0.111132j 0.0578152-0.0426947j 0.0227174-0.0768636j -0.123048+0.130987j 0.0652517-0.0139516j -0.236544+0.107957j 0.0676195+0.0163438j 0.161281+0.0853391j -0.0959796+0.0870632j -0.134826-0.0230029j 0.087516-0.0485962j -0.0221588+0.0784296j 0.0167739+0.0860976j -0.0056311+0.0417703j -0.0287518+0.0442846j 0.03851-0.0190534j 0.0116233+0.0872806j -0.0374784-0.0585883j 0.0034547+0.0226584j 0.0136259-0.00942244j 0.0704726-0.0535497j 0.0131743+0.0110972j -0.00913261-0.0176955j 0.0668961-0.0390892j -0.00067269+0.0598961j -0.0358937+0.00201683j 0.00315557-0.00124854j -0.0214209-0.0297652j 0.00179988+0.0146613j -0.0228102+0.0985421j 0.0418219-0.000739186j -0.0257106+0.0071104j 0.0402444-0.00499333j -0.0124506+0.0110991j -0.0162398-0.0154176j 0.00254023+0.0112535j -0.0258397-0.0315917j -0.00760989-0.00872742j 0.0124572+0.00215191j -0.00307053-0.0043417j 0.0276402-0.035323j -0.0279543-0.00204371j 
