-0.413493-0j -0.417778-0j 0.0955332-0j -0.0601119-0j -0.0350653-0j -0.0296544-0j -0.00428024-0j 0.0680382-0j -0.0211861-0j 0.00982046-0j -0.0302722-0j -0.00305795-0j -0.00436941-0j -0.0124866-0j -0.00180229-0j -0.0215886-0j -0.00381636-0j -0.00031803-0j -0.0243869-0j 0.0391586-0j -0.00431103-0j 0.0395644-0j -0.000359253-0j -0.0174228-0j 0.00692233-0j 0.00699407-0j 0.000576861-0j -0.0143731-0j -0.00307995-0j 0.000582839-0j -0.00459228-0j -0.000256663-0j -0.00254083-0j -0.000211736-0j -0.000811807-0j -6.76506e-05-0j -0.0170137-0j -0.00283562-0j -0.00173646-0j -0.0188307-0j -0.000354453-0j -2.08863e-05-0j -0.014887-0j -0.00313846-0j 0.0489605-0j -0.0150413-0j -0.00192191-0j -0.000392307-0j 0.0341563-0j -0.00248117-0j -2.31169e-05-0j 0.00816008-0j -0.00614058-0j -0.0015194-0j 0.0199245-0j -0.00250688-0j 0.00499701-0j -0.010746-0j -0.00153514-0j -0.000310146-0j 0.00102001-0j 0.00569272-0j -0.00031336-0j -1.82755e-05-0j -0.00626851-0j 0.00348607-0j -0.00102343-0j 6.01047e-05-0j 0.00332075-0j -1.84649e-05-0j -0.00163529-0j -0.00062672-0j 0.00071159-0j -0.001791-0j 0.00203354-0j -0.000127929-0j -0.00109676-0j 4.19309e-05-0j -0.00104475-0j 0.000415094-0j -0.000223875-0j -0.000639777-0j -7.53827e-06-0j 2.44597e-05-0j -0.000272549-0j -0.000130594-0j -0.000166902-0j -1.3192e-05-0j -3.40686e-05-0j -7.69532e-06-0j -2.00751e-06-0j 
0.0047225-0j -0.0046061-0j -0.0261597-0j -0.000560854-0j 0.0367846-0j -0.0323798-0j -0.0046588-0j -0.000654508-0j -0.0231332-0j -9.41706e-05-0j 0.0319089-0j -0.00332841-0j 0.00459106-0j 0.0399578-0j 0.00574913-0j -0.000980211-0j -0.781119-0j 0.00207145-0j 4.82563e-06-0j 0.000227413-0j 0.00384549-0j -0.000221807-0j -1.01978e-05-0j 3.4476e-06-0j 0.181222-0j -0.176756-0j -0.000480583-0j -0.000319778-0j 0.00274735-0j 0.000468737-0j -0.00020525-0j -7.28569e-06-0j -0.254827-0j 0.000675775-0j -0.163561-0j 0.000433747-0j 0.000194314-0j -0.00152701-0j -0.00381192-0j -1.48135e-05-0j 0.0368846-0j -4.57057e-05-0j 0.000170024-0j 0.000116412-0j 0.00011335-0j -0.000165834-0j 0.000290602-0j -0.0028119-0j 3.43679e-06-0j -0.00133614-0j 3.48438e-06-0j -0.000890758-0j 7.01315e-05-0j -0.00333543-0j -0.000225408-0j 0.0013032-0j -0.00222362-0j -0.000118477-0j 0.00325322-0j 0.032274-0j 0.021516-0j -2.7008e-05-0j -0.0314786-0j -3.99925e-05-0j -0.000209816-0j -6.74207e-05-0j -0.000551129-0j -2.66617e-05-0j 0.00177137-0j 3.90068e-05-0j -9.14419e-05-0j -0.0013758-0j 0.000652371-0j 0.000931055-0j 0.00442191-0j 0.0133124-0j 0.00232421-0j -8.08388e-07-0j 0.00164884-0j -0.0427869-0j -0.0224894-0j 0.00411604-0j -1.64961e-05-0j 5.30196e-05-0j 0.000718596-0j -0.0398273-0j 0.00179385-0j 2.78678e-05-0j -0.0173575-0j 4.93522e-05-0j 2.15086e-05-0j 
0.0205184-0j -0.0213385-0j -0.00248117-0j 0.00298289-0j -0.001791-0j 0.00449531-0j 0.000648842-0j -0.00176707-0j 0.00318471-0j -0.000255055-0j 0.00150217-0j 0.000459673-0j 0.00021682-0j -0.00063777-0j -9.20542e-05-0j 0.159184-0j -0.000194925-0j -1.62438e-05-0j -0.533684-0j -0.142641-0j 0.000653509-0j 0.148342-0j 5.44591e-05-0j -0.37809-0j 0.000174667-0j -0.000181648-0j 1.45556e-05-0j -0.102964-0j 0.00046298-0j -1.51374e-05-0j 0.0338614-0j 3.85817e-05-0j 0.000126082-0j 1.05068e-05-0j -4.1464e-05-0j -3.45534e-06-0j -0.000868997-0j 0.0209086-0j -8.86916e-05-0j -0.000961803-0j -1.81041e-05-0j -1.06679e-06-0j -0.00219248-0j 0.0231416-0j -0.000506915-0j 0.00228011-0j -9.81636e-05-0j -2.00376e-05-0j 0.000861847-0j 0.0527523-0j -1.18073e-06-0j 0.0121967-0j 0.0015414-0j -0.000223769-0j -0.000517476-0j -0.0548608-0j -5.17368e-05-0j 0.00161535-0j 0.000232713-0j -4.56766e-05-0j -1.05607e-05-0j -0.0207366-0j 4.75023e-05-0j -2.69152e-06-0j 0.000311057-0j 8.79619e-05-0j -0.0370871-0j -6.22297e-07-0j 0.0124508-0j 2.7991e-06-0j -8.35247e-05-0j 0.000157319-0j 1.79552e-05-0j -0.0388662-0j -5.28146e-05-0j 3.21125e-05-0j 0.000164866-0j 1.05802e-06-0j -0.00748422-0j -1.07807e-05-0j 3.36531e-05-0j 3.17471e-05-0j 1.89225e-06-0j -6.35261e-07-0j 0.00200965-0j 6.48036e-06-0j -8.5247e-06-0j 1.98303e-06-0j -1.7401e-06-0j 3.81859e-07-0j -1.02536e-07-0j 
-0.000393542-0j 0.000383842-0j 0.00663239-0j 0.000142196-0j -0.00932618-0j -2.82235e-05-0j -0.0554972-0j -5.70496e-07-0j -2.01639e-05-0j -0.00112179-0j 2.78132e-05-0j -0.0396491-0j 0.0546902-0j 3.48288e-05-0j 0.0684854-0j 8.16843e-05-0j -0.00207145-0j -0.75633-0j -4.02136e-07-0j -1.8951e-05-0j 1.01978e-05-0j 1.84839e-05-0j 0.00372345-0j -2.873e-07-0j 0.000480583-0j -0.000468737-0j 0.175471-0j 2.66481e-05-0j 7.28569e-06-0j -0.171146-0j 1.71041e-05-0j 0.00266016-0j -0.000675775-0j -0.24674-0j -0.000433747-0j -0.15837-0j -1.61928e-05-0j 0.000387151-0j -1.65267e-06-0j 1.23446e-06-0j -0.0045958-0j 0.0516137-0j -1.41687e-05-0j -2.95145e-05-0j -9.4458e-06-0j 1.38195e-05-0j 1.25991e-07-0j 0.000350361-0j -2.86399e-07-0j 0.000338757-0j -0.00393477-0j 0.000225838-0j -5.84429e-06-0j -1.44609e-06-0j 1.8784e-05-0j -0.000330408-0j -9.64058e-07-0j 9.87311e-06-0j 1.41044e-06-0j -0.00402132-0j -0.00268088-0j 6.84747e-06-0j 0.0039222-0j 0.045162-0j 1.74847e-05-0j -2.92305e-08-0j 0.00013973-0j 0.030108-0j -0.000449103-0j -0.0440488-0j 7.62016e-06-0j -5.9648e-07-0j -8.12849e-05-0j -0.000236055-0j 1.91713e-06-0j -0.00165871-0j 1.00767e-06-0j 0.000912881-0j -0.000418038-0j 0.00533122-0j 0.00280216-0j 1.78452e-06-0j 0.0186284-0j -0.0598729-0j -0.000182189-0j 0.00496245-0j 7.77729e-07-0j -0.03147-0j 0.00216273-0j -0.0557314-0j -0.0242888-0j 
-0.0140798-0j -0.0142257-0j 0.00816008-0j -0.00204686-0j -0.001194-0j -0.00100976-0j -0.000145746-0j 0.00581156-0j -0.000721404-0j 0.000838826-0j -0.00103079-0j -0.000104126-0j -0.000148782-0j -0.00042518-0j -6.13695e-05-0j 0.106123-0j -0.00012995-0j -1.08292e-05-0j 0.119879-0j -0.482864-0j -0.000146794-0j -0.487868-0j -1.22328e-05-0j 0.0856454-0j 0.000591279-0j 0.000597406-0j 4.92733e-05-0j 0.0706538-0j -0.000104875-0j 4.97839e-05-0j 0.0225742-0j -8.73957e-06-0j -8.65173e-05-0j -7.20978e-06-0j -2.76427e-05-0j -2.30356e-06-0j -0.000579331-0j 0.0139391-0j -5.91277e-05-0j -0.000641202-0j -1.20694e-05-0j -7.11196e-07-0j -0.000506915-0j 0.0154277-0j -0.00227607-0j -0.000512168-0j -6.54424e-05-0j -1.33584e-05-0j 0.0029175-0j 0.0121967-0j -7.8715e-07-0j 0.0547636-0j -0.000209092-0j -5.17368e-05-0j 0.00170188-0j 0.0123231-0j -0.0002323-0j -0.00036591-0j -5.22729e-05-0j -1.05607e-05-0j -4.74181e-05-0j -0.0701968-0j -1.06702e-05-0j -6.22297e-07-0j -0.000213448-0j 0.000297766-0j 0.00503087-0j -2.79414e-06-0j -0.0409482-0j -6.28746e-07-0j -5.56831e-05-0j -2.13403e-05-0j 6.07813e-05-0j 0.00880402-0j 0.000173697-0j -4.35608e-06-0j -3.73456e-05-0j 3.58157e-06-0j 0.00513568-0j 3.54558e-05-0j -7.62314e-06-0j -2.17849e-05-0j -2.56684e-07-0j 2.08925e-06-0j 0.00133977-0j -4.44683e-06-0j -5.68313e-06-0j -4.49198e-07-0j -1.16006e-06-0j -2.62032e-07-0j -6.83575e-08-0j 
0.0213385-0j -0.0215467-0j 0.00250688-0j -0.00299461-0j 0.00162471-0j -0.00454189-0j -0.000655566-0j -0.00172352-0j 0.00109332-0j -0.000248768-0j -0.00156127-0j 0.000157807-0j -0.00022535-0j 0.00304559-0j 0.000439593-0j -0.160834-0j 0.000196945-0j 1.64121e-05-0j -0.52053-0j -0.148342-0j 0.000637402-0j 0.149789-0j 5.31168e-05-0j 0.125302-0j 0.000181648-0j -0.000183421-0j 1.51374e-05-0j -0.0961405-0j -0.000153435-0j -1.52851e-05-0j -0.358758-0j -1.27862e-05-0j 0.000117726-0j 9.81053e-06-0j 0.000439307-0j 3.66089e-05-0j 0.000878002-0j -0.0211253-0j 8.96107e-05-0j -0.000938097-0j 1.82917e-05-0j 1.07785e-06-0j -0.00228011-0j 0.0225712-0j 0.000512168-0j 0.00230235-0j -9.57441e-05-0j -1.95437e-05-0j -0.000865236-0j 0.0548608-0j -1.15162e-06-0j -0.0123231-0j 0.000316888-0j -0.000232713-0j 0.000469428-0j -0.055396-0j 5.22729e-05-0j -0.000554221-0j 0.000234983-0j -4.75023e-05-0j 1.06702e-05-0j 0.0208181-0j 4.79657e-05-0j -2.7991e-06-0j 0.00152894-0j -8.83078e-05-0j -0.00762451-0j 6.28746e-07-0j -0.0112947-0j 2.82641e-06-0j 0.00153399-0j 3.23422e-05-0j -1.80257e-05-0j 0.0133349-0j 4.79108e-05-0j 6.60183e-06-0j -5.65649e-05-0j -1.06218e-06-0j -0.0367872-0j 9.77975e-06-0j -1.15463e-05-0j 0.000156047-0j 3.89016e-07-0j 5.76277e-07-0j -0.0369088-0j 3.18529e-05-0j 0.000156562-0j -6.8037e-07-0j 3.19582e-05-0j 1.87695e-06-0j 1.88315e-06-0j 
-0.00362718-0j 0.00377215-0j -0.020681-0j 0.024863-0j -0.0149284-0j 0.0759741-0j 0.0109312-0j -0.0298649-0j 0.053824-0j -0.00429696-0j 0.0253878-0j 0.0077442-0j 0.0036528-0j -0.0107788-0j -0.00155085-0j 0.000194925-0j 0.155333-0j -0.000411928-0j -0.000653509-0j -0.000174667-0j -0.520774-0j 0.000181648-0j 0.00138104-0j -0.00046298-0j -0.13919-0j 0.144753-0j 0.000369118-0j -0.000126082-0j -0.368943-0j -0.000383871-0j 4.1464e-05-0j 0.000978399-0j -0.100473-0j 0.000266444-0j 0.0330422-0j -8.76245e-05-0j 0.000153618-0j -0.00120721-0j -0.00301359-0j 0.000170024-0j 0.0291599-0j -3.61335e-05-0j 0.000387579-0j -0.00133614-0j 8.96107e-05-0j -0.00040307-0j -0.00333543-0j 0.032274-0j -0.000152355-0j -0.00304579-0j -3.99925e-05-0j -0.000704206-0j -0.000272484-0j -0.00760328-0j 9.14776e-05-0j 0.00316753-0j -0.00175793-0j -0.000285556-0j 0.00790717-0j 0.0735703-0j 0.0170099-0j 0.00119728-0j -0.0765108-0j -9.11649e-05-0j -5.49877e-05-0j 0.00298879-0j 0.00214132-0j -2.10779e-05-0j -0.000718877-0j 9.48086e-05-0j 1.47652e-05-0j 0.00534542-0j -0.0289199-0j 0.00224404-0j -0.00179455-0j -0.0517229-0j 0.00560185-0j 3.58363e-05-0j 0.000432121-0j 0.0173643-0j -0.0542042-0j 0.00107871-0j 6.40927e-05-0j -2.1517e-05-0j -0.000116033-0j -0.0104378-0j -0.000289655-0j 6.71674e-05-0j 0.00280273-0j 1.2934e-05-0j -3.47302e-06-0j 
-0.0239382-0j -0.0240323-0j -0.00569272-0j -6.02945e-05-0j -0.0040704-0j 0.00176707-0j 0.000255055-0j -7.02445e-05-0j -0.00371549-0j -1.01389e-05-0j 0.00169181-0j -0.000536285-0j 0.000244191-0j -0.00218063-0j -0.000314747-0j -0.185715-0j 0.000227413-0j 1.8951e-05-0j -0.00363474-0j -0.327271-0j 4.45083e-06-0j -0.328558-0j 3.70903e-07-0j 0.00764251-0j 0.000400752-0j 0.000402327-0j 3.3396e-05-0j -0.234005-0j -9.35844e-06-0j 3.35273e-05-0j 0.154597-0j -7.7987e-07-0j 0.000286545-0j 2.38787e-05-0j -0.000189308-0j -1.57757e-05-0j 0.00101383-0j -0.0243933-0j 0.000103474-0j 1.94414e-05-0j 2.11215e-05-0j 1.24459e-06-0j -0.000861847-0j -0.000467772-0j -0.0029175-0j -0.000865236-0j 1.98423e-06-0j 4.05029e-07-0j 3.42601e-05-0j 0.0207366-0j 2.38666e-08-0j 0.0701968-0j -0.0017983-0j -8.79619e-05-0j 0.00231285-0j 0.0208181-0j -0.000297766-0j 0.00181927-0j -8.83078e-05-0j -1.79552e-05-0j -6.07813e-05-0j -0.000824318-0j -1.80257e-05-0j -1.05802e-06-0j 0.00106355-0j 3.49666e-06-0j 0.0432682-0j -3.58157e-06-0j -0.0556486-0j -1.06218e-06-0j -0.000477097-0j -0.000183538-0j 7.13752e-07-0j -0.0437727-0j 0.000236054-0j -3.74646e-05-0j 0.000185678-0j 4.20582e-08-0j -0.0255896-0j 4.81844e-05-0j 3.79014e-05-0j 0.000108548-0j -2.20762e-06-0j 2.83929e-06-0j 0.0114792-0j 2.21573e-05-0j -4.86935e-05-0j 2.23336e-06-0j -9.93953e-06-0j 1.30563e-06-0j -5.85692e-07-0j 
0.00248898-0j 0.00251477-0j 0.0680159-0j -0.017061-0j -0.00995225-0j -0.0170656-0j -0.0024554-0j 0.0982197-0j -0.0121923-0j 0.0141319-0j -0.0174212-0j -0.00175423-0j -0.00250656-0j -0.00718586-0j -0.0010339-0j 0.00012995-0j 0.103556-0j -0.000274619-0j 0.000146794-0j -0.000591279-0j 0.116978-0j -0.000597406-0j -0.000310215-0j 0.000104875-0j -0.471183-0j -0.476066-0j 0.00124953-0j 8.65173e-05-0j 0.0835735-0j 0.00126248-0j 2.76427e-05-0j -0.000221628-0j 0.0689446-0j -0.000182834-0j 0.0220281-0j -5.84163e-05-0j 0.000102412-0j -0.000804807-0j -0.00200906-0j 0.00011335-0j 0.0194399-0j -2.4089e-05-0j 8.96107e-05-0j -0.000890758-0j 0.000402356-0j 9.05394e-05-0j -0.00222362-0j 0.021516-0j -0.000515746-0j -0.000704206-0j -2.66617e-05-0j -0.00316192-0j 3.69625e-05-0j -0.00175793-0j -0.000300852-0j -0.000711504-0j -0.00789316-0j 6.46844e-05-0j -0.00177614-0j 0.0170099-0j 0.0763752-0j 0.004053-0j 0.0171862-0j -2.10779e-05-0j 3.77326e-05-0j 0.0101176-0j -0.00029047-0j -9.46406e-05-0j 0.00236425-0j -2.12963e-05-0j 9.84348e-06-0j -0.000725108-0j -0.097899-0j -0.000508323-0j 0.00590193-0j 0.00701623-0j -0.00126894-0j 0.000121312-0j -0.000296522-0j -0.0571078-0j 0.0122784-0j -0.000740214-0j -8.69419e-06-0j 7.07653e-05-0j -7.7355e-05-0j 0.0071624-0j -0.000193103-0j -1.52148e-05-0j 0.00186849-0j -8.87532e-06-0j -2.31535e-06-0j 
-0.00377215-0j 0.00380896-0j 0.0208954-0j -0.0249607-0j 0.0135423-0j -0.0767614-0j -0.0110444-0j -0.0291287-0j 0.0184779-0j -0.00419105-0j -0.0263867-0j 0.00265861-0j -0.00379652-0j 0.0514727-0j 0.0074059-0j -0.000196945-0j -0.156943-0j 0.000416197-0j -0.000637402-0j -0.000181648-0j -0.507938-0j 0.000183421-0j 0.001347-0j 0.000153435-0j -0.144753-0j 0.146166-0j 0.000383871-0j -0.000117726-0j 0.12227-0j -0.000387616-0j -0.000439307-0j -0.000324248-0j -0.0938147-0j 0.000248787-0j -0.350079-0j 0.000928372-0j -0.00015521-0j 0.00121972-0j 0.00304482-0j 0.000165834-0j -0.029462-0j 3.6508e-05-0j 0.00040307-0j -0.0013032-0j -9.05394e-05-0j -0.000407003-0j -0.00325322-0j 0.0314786-0j 0.000152954-0j -0.00316753-0j -3.90068e-05-0j 0.000711504-0j -5.60184e-05-0j -0.00790717-0j -8.2984e-05-0j 0.00319843-0j 0.00177614-0j 9.79733e-05-0j 0.00798432-0j 0.0765108-0j -0.0171862-0j -0.00120199-0j -0.0772572-0j -9.48086e-05-0j -0.000270281-0j -0.00300055-0j 0.000440221-0j 2.12963e-05-0j 0.00065213-0j 9.57336e-05-0j -0.000271174-0j 0.00109893-0j 0.0290336-0j -0.000769924-0j 0.00162793-0j -0.0106334-0j -0.00192198-0j -3.59772e-05-0j 0.002124-0j -0.015752-0j 0.0185973-0j 0.00530219-0j 1.31764e-05-0j 1.95192e-05-0j 0.00213102-0j -0.0513047-0j 0.00531972-0j -2.30449e-05-0j -0.0514743-0j 6.35744e-05-0j 6.37845e-05-0j 
0.000302265-0j -0.000314346-0j 0.00524336-0j -0.00630362-0j 0.00378486-0j 6.62221e-05-0j 0.130215-0j -2.60314e-05-0j 4.69152e-05-0j -0.0511867-0j 2.21291e-05-0j 0.0922514-0j 0.0435134-0j -9.39524e-06-0j -0.0184743-0j -1.62438e-05-0j 0.000411928-0j 0.150404-0j 5.44591e-05-0j 1.45556e-05-0j -0.00138104-0j -1.51374e-05-0j -0.504247-0j 3.85817e-05-0j -0.000369118-0j 0.000383871-0j -0.134773-0j 1.05068e-05-0j -0.000978399-0j 0.14016-0j -3.45534e-06-0j -0.357235-0j -0.000266444-0j -0.0972844-0j 8.76245e-05-0j 0.0319936-0j -1.28015e-05-0j 0.00030607-0j -1.30655e-06-0j -1.41687e-05-0j -0.0036333-0j 0.0408042-0j -3.22983e-05-0j 0.000338757-0j -7.46756e-06-0j 3.35892e-05-0j -1.44609e-06-0j -0.00402132-0j 1.26962e-05-0j 0.000772214-0j 0.045162-0j 0.000178541-0j 2.2707e-05-0j -3.29643e-06-0j -7.62314e-06-0j -0.000803078-0j -7.62155e-07-0j 2.37963e-05-0j 3.42818e-06-0j -0.0091668-0j -0.00211942-0j -0.000303552-0j 0.00953319-0j 0.102949-0j 4.5823e-06-0j 1.2958e-06-0j -0.000542898-0j 0.0238024-0j 0.00018226-0j -0.107064-0j -1.23043e-06-0j 2.31752e-06-0j 0.0036034-0j -0.000568942-0j -7.78033e-07-0j 0.00644464-0j 2.4287e-06-0j -0.0404685-0j -0.000109558-0j -0.00216358-0j 0.0067538-0j 4.67679e-07-0j -0.0723773-0j 0.0242983-0j 2.94183e-05-0j 0.00130054-0j -1.25581e-07-0j -0.0758494-0j -0.000349218-0j -0.0146058-0j 0.00392194-0j 
-0.0428131-0j 0.00880169-0j 0.00102343-0j -0.00622399-0j 0.000738751-0j 0.000624754-0j 9.01755e-05-0j 0.00072888-0j 0.00557595-0j 0.000105205-0j -0.00313438-0j 0.00080482-0j -0.000452409-0j 0.000263067-0j 3.79704e-05-0j -0.0656602-0j 8.04025e-05-0j 6.70021e-06-0j -0.0741711-0j 0.29763-0j 9.08242e-05-0j -0.061188-0j 7.56869e-06-0j -0.661979-0j -0.000364455-0j 7.49262e-05-0j -3.03713e-05-0j 0.214841-0j 0.000810609-0j 6.24385e-06-0j -0.0139671-0j 6.75508e-05-0j -0.000263078-0j -2.19231e-05-0j 1.7103e-05-0j 1.42525e-06-0j 0.000358443-0j -0.00862435-0j 3.65834e-05-0j 0.000396724-0j 7.46756e-06-0j 4.4003e-07-0j -0.0015414-0j -0.00954541-0j 0.000209092-0j 0.000316888-0j 4.04904e-05-0j 8.26508e-06-0j -0.0017983-0j 0.0370871-0j 4.87024e-07-0j -0.00503087-0j 0.000936858-0j -0.000157319-0j 0.000213448-0j -0.00762451-0j 2.13403e-05-0j 0.00282823-0j 3.23422e-05-0j -3.21125e-05-0j 4.35608e-06-0j 0.0432682-0j 6.60183e-06-0j -1.89225e-06-0j -0.000649042-0j -0.000183538-0j -0.0225414-0j 2.56684e-07-0j -0.00513568-0j 3.89016e-07-0j 3.44522e-05-0j 9.56177e-05-0j -3.74646e-05-0j -0.068049-0j 2.17849e-05-0j 1.95179e-05-0j 0.000288655-0j -2.20762e-06-0j 0.0156163-0j 4.44683e-06-0j 5.89215e-05-0j -6.62425e-05-0j 1.1501e-06-0j 2.62032e-07-0j -0.00082894-0j -1.35217e-05-0j 3.51626e-06-0j 3.47199e-06-0j 7.17753e-07-0j -7.96774e-07-0j 4.2294e-08-0j 
-0.000207415-0j -0.000209564-0j -0.0172444-0j 0.00432555-0j 0.00252324-0j -1.48751e-05-0j -0.0292496-0j 8.56123e-05-0j -1.06273e-05-0j 0.168343-0j -1.5185e-05-0j -0.0208969-0j -0.0298589-0j -6.26349e-06-0j -0.0123162-0j -1.08292e-05-0j 0.000274619-0j 0.100269-0j -1.22328e-05-0j 4.92733e-05-0j 0.000310215-0j 4.97839e-05-0j 0.113266-0j -8.73957e-06-0j -0.00124953-0j -0.00126248-0j -0.45623-0j -7.20978e-06-0j 0.000221628-0j -0.460958-0j -2.30356e-06-0j 0.0809213-0j 0.000182834-0j 0.0667566-0j 5.84163e-05-0j 0.0213291-0j -8.53436e-06-0j 0.000204047-0j -8.71034e-07-0j -9.4458e-06-0j -0.0024222-0j 0.0272028-0j -7.46756e-06-0j 0.000225838-0j -3.35296e-05-0j -7.54495e-06-0j -9.64058e-07-0j -0.00268088-0j 4.29789e-05-0j 0.000178541-0j 0.030108-0j 0.000801655-0j -3.08021e-06-0j -7.62155e-07-0j 2.5071e-05-0j 0.000180391-0j -3.42211e-06-0j -5.39037e-06-0j -7.70053e-07-0j -0.00211942-0j -0.00951629-0j -0.00102758-0j -0.00214139-0j 0.0238024-0j -3.14438e-06-0j 4.38651e-06-0j 7.36443e-05-0j 0.106874-0j -0.000599419-0j 0.0240491-0j -8.2029e-07-0j -3.14373e-07-0j 0.0121981-0j 0.000128878-0j 2.5588e-06-0j -0.000874217-0j -5.50152e-07-0j -0.136993-0j 7.51786e-05-0j 0.00711558-0j -0.00152988-0j -3.20922e-07-0j 0.00981801-0j -0.0799125-0j 1.96122e-05-0j -0.00089243-0j -8.37205e-08-0j 0.0171815-0j -0.000232812-0j 0.0100225-0j 0.00261463-0j 
-0.0143731-0j -0.0130386-0j 0.00332075-0j 0.0040704-0j -0.00468548-0j -0.00103079-0j -0.000148782-0j -0.00460711-0j -0.000736434-0j -0.000664979-0j -0.000944774-0j -0.000106295-0j -0.000136366-0j -0.000519643-0j -7.5004e-05-0j 0.108334-0j -0.000132657-0j -1.10548e-05-0j -0.238391-0j -0.196502-0j 0.000291916-0j -0.178257-0j 2.43263e-05-0j -0.170315-0j 0.000240622-0j 0.00021828-0j 2.00518e-05-0j 0.277259-0j 0.000208555-0j 1.819e-05-0j -0.293501-0j 1.73796e-05-0j -0.00033951-0j -2.82925e-05-0j 0.0003594-0j 2.995e-05-0j -0.000591401-0j 0.0142295-0j -6.03596e-05-0j 0.0012751-0j -1.23208e-05-0j -7.26013e-07-0j -0.000517476-0j -0.0306796-0j 0.00170188-0j -0.000469428-0j 0.000130139-0j 2.65646e-05-0j -0.00231285-0j 0.0124508-0j 1.56533e-06-0j -0.0409482-0j -0.000213448-0j -5.28146e-05-0j 0.00266235-0j 0.0112947-0j 0.000173697-0j -0.000335376-0j -4.79108e-05-0j -1.07807e-05-0j 3.54558e-05-0j 0.0556486-0j -9.77975e-06-0j -6.35261e-07-0j -0.00026087-0j -0.000236054-0j 0.00513568-0j 2.08925e-06-0j -0.0640577-0j -5.76277e-07-0j 0.0024812-0j -2.17849e-05-0j -4.81844e-05-0j 0.00806934-0j 0.000271725-0j -4.44683e-06-0j -3.42291e-05-0j -2.83929e-06-0j 0.00627668-0j 5.54656e-05-0j -6.98699e-06-0j -2.66249e-05-0j -2.62032e-07-0j 3.26834e-06-0j -0.0596991-0j -5.43478e-06-0j 0.000253236-0j -4.11713e-07-0j 5.16916e-05-0j -3.20248e-07-0j 3.04596e-06-0j 
0.000314346-0j -0.000317413-0j -0.0052977-0j 0.00632841-0j -0.00343344-0j -6.69084e-05-0j -0.131565-0j -2.53898e-05-0j 1.61061e-05-0j -0.0499251-0j -2.29997e-05-0j 0.0316702-0j -0.0452254-0j 4.48657e-05-0j 0.0882214-0j 1.64121e-05-0j -0.000416197-0j -0.151963-0j 5.31168e-05-0j 1.51374e-05-0j -0.001347-0j -1.52851e-05-0j -0.491819-0j -1.27862e-05-0j -0.000383871-0j 0.000387616-0j -0.14016-0j 9.81053e-06-0j 0.000324248-0j 0.141527-0j 3.66089e-05-0j 0.11839-0j -0.000248787-0j -0.0908375-0j -0.000928372-0j -0.338969-0j 1.29342e-05-0j -0.000309242-0j 1.32009e-06-0j -1.38195e-05-0j 0.00367095-0j -0.041227-0j -3.35892e-05-0j 0.000330408-0j 7.54495e-06-0j 3.39169e-05-0j -1.41044e-06-0j -0.0039222-0j -1.27461e-05-0j 0.000803078-0j 0.0440488-0j -0.000180391-0j 4.6682e-06-0j -3.42818e-06-0j 6.91533e-06-0j -0.000810914-0j 7.70053e-07-0j -8.16444e-06-0j 3.46163e-06-0j -0.00953319-0j 0.00214139-0j 0.000304745-0j 0.00962619-0j 0.107064-0j 2.25234e-05-0j -1.3009e-06-0j -0.000111611-0j -0.0240491-0j -0.000165338-0j -0.108108-0j 2.25978e-05-0j 4.76446e-07-0j -0.00361757-0j 0.000195202-0j 7.05793e-07-0j 0.00132491-0j -8.3328e-07-0j 0.0406276-0j -0.000538508-0j 0.00196269-0j -0.00231721-0j 2.29878e-06-0j -0.0148796-0j -0.0220422-0j -0.000540288-0j 0.00639252-0j 2.30638e-06-0j 0.0260237-0j 0.00641365-0j -0.071792-0j -0.0720294-0j 
