-0.00638157+0.000941298j 0.00987758-0.0107328j 0.0117873-0.0116963j 0.0117847-0.00497456j -0.00629984+0.0122946j -0.0151752+0.0126996j 0.0198434+0.000832556j 0.00888608-0.010981j -0.0091399-0.00270386j 0.0164649-0.0169233j -0.0210856-0.011013j -0.0117897+0.00103593j -0.0241682-0.00256899j 0.0186569-0.0215308j -0.00747019+0.000435113j -0.00592169+0.0220704j 0.00713678-0.00836622j -0.0241173+0.0136512j 0.0111488+0.00752913j -0.00298871+0.00180988j -0.01553+0.0124428j -0.0159818+0.0201203j 0.00745997+0.00422271j -0.00493194-0.00632622j 0.00552809-0.0168433j -0.00224696-0.00533686j 0.0174251-0.00550111j 0.00600334-0.00380027j -0.00365713+0.0136511j 0.00714279+0.0039233j 0.014708+0.000640884j -0.00255783-0.00452289j -0.00188763-0.0103074j -0.00710619+0.00324707j -0.000896637+0.0127928j 8.96948e-05-0.0138863j -0.0128365+0.0178169j -0.00227118-0.0031128j -0.014514-0.000212916j -0.000645875-0.00269531j 0.0216792-0.00585993j 0.00864463-0.0191032j -0.0275705-0.00591687j -0.0105012-0.0162262j -0.0149795-0.00150948j 0.0274776-0.0113803j 0.0139588-0.00317987j -0.0356776+0.000153938j -0.00807842+0.00258958j -0.0139645+0.0274544j 0.0071588+0.0214873j 0.00853249+0.0216148j 0.0167129+0.0254994j 0.0413995-0.024097j 0.0284632+0.000418798j 0.101219-0.083393j -0.107611-0.0870084j -0.168007+0.00523196j 0.0678135-0.147734j -0.122398-0.0597176j -0.103172+0.0506806j -0.0121953+0.0169801j 0.0150741+0.0342064j 0.029731-0.021322j 0.0325517-0.00770059j -0.00859941-0.0371451j -0.0477038+0.00153799j -0.0156479-0.110131j -0.32454+0.0429567j 
0.00434889-0.00332851j 0.00702125-0.00401066j 0.00756543+0.00827032j 0.00119135+0.00355134j -0.0136723+0.0119161j -0.00269472-0.0153372j -0.0042922+0.0137629j -0.00789784-0.00664463j -0.0175007-0.02741j 0.0220038+0.00491189j -0.0211043-0.00475884j 0.0397356+0.0226426j 0.00513179+0.00564522j 0.0450956+0.00358978j -0.018884+0.00818133j 0.0158864+0.0102471j 0.00835148-0.0203566j 0.021161-0.018822j 0.0680165+0.000475559j 0.00594588+0.0179946j -0.050703+0.0211997j 0.0233827+0.0274068j 0.0937803+0.0332279j -0.0280532+0.0146854j -0.0212611-0.0200778j -0.101548-0.0119225j -0.020099-0.0410368j 0.0279687-0.0334638j -0.0298942+0.013401j -0.0381053-0.0916248j -0.00942703-0.0739307j -0.0164766-0.0292576j -0.00408041-0.0313733j 0.0331418-0.00961276j 0.0382004-0.0907158j 0.0357818+0.0140065j -0.00435311-0.0197316j -0.060731+0.0178258j 0.0737977-0.0445856j 0.00387308+0.0484562j -0.0376693+0.0154256j -0.0361498+0.026317j -0.0728095-0.0140506j 0.0179724-0.00966026j 0.11053-0.0203067j 0.0241739+0.00958594j 0.0242432-0.0251739j -0.0382894-0.0110748j 0.0117194-0.0102765j -0.00913461-0.0249507j 0.0148786+0.0263152j 0.0230277+0.00640774j -0.00575301+0.00281139j 0.0215441+0.00258488j -0.00538322-0.00729542j 0.0202173+0.00764885j 0.0386613+0.015682j -0.00899811-0.00166805j 0.00375436-0.0046503j 0.00894818+0.00277899j 0.0282608-0.00547684j -0.00989457-0.00830063j 0.00264865-0.0123661j 0.00164606+0.00309822j 0.00284426-0.00344667j -0.00369385-0.00662261j 0.00355786-0.00296391j 0.00630261-0.00283425j -4.40994e-05-0.0102555j 
0.000231171-0.00801981j 0.0077025+0.000519794j -0.011873+0.0140981j 0.000558148-0.00711197j 0.0244817-0.0196798j -0.00326261+0.021709j 0.00745978-0.00220814j -0.022083+0.00706664j -0.043526+0.00454356j 0.00586985+0.00441133j -0.014894+0.0153804j -0.000310263-0.00332975j 0.039106+0.0205495j 0.0227821+0.0246907j -0.0102354-0.0187786j 0.0087152-0.0234419j -0.0109478+0.0139992j 0.00500764+0.00490201j -0.0201698+0.0207883j -0.0112088-0.0177406j -0.0166737-0.0392021j 0.0121521+0.0251653j -0.0510719+0.0345465j -0.0724606-0.00957386j -0.10046+0.0359553j -0.0982403-0.0107554j 0.0491337+0.00802153j 0.0133562+0.0423284j 0.036813+0.019579j -0.0293414-0.0136597j 0.0175048+0.0108274j 0.0508882-0.00715059j -0.141741+0.0356958j 0.0646282-0.0854838j -0.00505194+0.0135901j 0.0536685+0.0841725j 0.0136336+0.0815215j 0.000335279+0.0412717j -0.0061549+0.0496225j -0.0618134+0.0515587j 0.0092103+0.0320526j 0.0589841-0.0209876j 0.0669732-0.0536242j 0.0615822-0.0478137j 0.014822+0.0119667j 0.0334097+0.0144443j -0.052576-0.000611489j -0.0922863+0.000451246j 0.00170015+0.0318376j -0.00322063-0.0200832j 0.0257531-0.0391335j 0.00965042-0.00340801j -0.0101005+0.0180832j 0.0154816+0.0114989j -0.0155287-0.00621405j -0.00714694-0.000439086j -0.0150025+0.0337473j 0.0113419-0.0303334j 0.0193769-0.0178998j 0.00431348-0.0152054j -0.00153503+0.0142206j 0.00828087+0.00302293j 0.00233466+0.0256481j -0.000641227+0.0238666j -0.011681+0.00965311j 0.00214288-0.00537766j 0.0190356-0.000587164j 0.00498404+0.00652381j -0.0032691-0.00485871j 
0.00538739-0.00719853j 0.00218235+0.00528193j -0.000785297-0.00279426j 0.00392697+0.00116438j 0.00359077+0.00661892j 0.0148492-0.0146222j -0.0046781-0.00335983j -0.0180968+0.0222008j -0.0324982+0.00774692j 0.00452093-0.0314399j 0.0133356-0.00974069j 0.0196706-0.00765742j -0.00315494+0.00859941j 0.00427753+0.0266126j -0.0127287+0.0274775j -0.00101078-0.00343976j -0.007967-0.00664393j -0.0114993-0.0307928j 0.00836821-0.00753176j -0.0210588+0.0228833j 0.0157693+0.0200961j -0.0195196-0.00991662j -0.0325038-0.0323044j 0.0138318-0.0149125j -0.0013112-0.00494505j -0.102365+0.0187719j 0.0776667-0.021209j 0.0111673-0.0980524j 0.0305005+0.0516739j -0.0788793+0.0387871j -0.00370451-0.0563651j -0.0115281-0.0299181j 0.0695164+0.0911277j -0.0297477-0.103035j 0.0257768+0.047309j -0.00339343+0.000584876j 0.0785651+0.0217976j 0.00613152+0.00823342j -0.0330651-0.00174651j -0.0140141+0.0389676j -0.0177447+0.0588732j -0.0254309+0.061546j -0.110378+0.0524709j 0.0369236-0.0262446j 0.0603116-0.0321299j -0.0123586-0.0157033j -0.0406885-0.0407812j -0.0378536+0.0138145j -0.00689097-0.0245124j -0.00560557+0.00808883j 0.00103034-0.00595832j -0.0119058-0.00563261j 0.0217276+0.00812854j 0.0123458-0.0124247j -0.0164026-0.00877697j 0.016717-0.0190756j 0.0108155-0.014238j -0.00708925-0.0154019j -0.00694339+0.0163425j 0.0132832+0.0205143j 0.0193772-0.014482j 0.00123235+0.0132356j 0.00997959-0.00143215j 0.00922196+0.015977j 0.00280612+0.0013007j 0.00624983+0.00044988j 0.0068821-0.000564426j 0.00639259+0.00422629j 0.00370174+0.000282009j 
-0.00279244+0.00739904j -0.00727177-0.0031796j 0.00227719-0.0127924j 0.0195297-0.00518149j 0.0011439-0.002538j -0.0110704-0.00717229j -0.0238257+0.019263j -0.0286597+0.000490637j -0.000816671+0.0026672j -0.0158678-0.0294585j 0.0337278+0.00460995j 0.00951261+0.000369073j -0.0112446-0.027465j -0.0150198-0.0355924j 0.0523915+0.0210535j 0.0650217+0.00219549j -0.0407128-0.0108543j 0.036419-0.0257291j -0.00214628-0.00652667j 0.0308312+0.0165953j 0.0132878-0.0372986j 0.00736182-0.0135549j 0.0570624-0.032032j -0.024682+0.0370294j 0.019312+0.0488872j -0.001304+0.031576j -0.0125335+0.0737696j -0.0298071-0.0137849j 0.0113555-0.0126645j -0.0113579-0.0376722j -0.116812+0.0250683j -0.0333725-0.0146545j 0.0798752+0.0136336j 0.0867137-0.0472723j -0.0483215-0.00721123j -0.0667644-0.030169j -0.0652665+0.126017j -0.0884035+0.0463424j -0.0547856-0.0444193j 0.0261169+0.00240403j 0.0306919-0.00759872j 0.0307012-0.0445378j -0.0879941+0.0559134j 0.00466194-0.0333138j -0.0179343-0.0164043j -0.0231673-0.000989802j 0.00226088-0.0284265j 0.0100519+0.00682853j -0.0241212-0.0102479j 0.0117554+0.0169255j 0.0351632-0.011303j 0.0194124-0.0339392j -0.00814291+0.0234307j 0.0202255-0.00384626j -0.0156224-0.0209838j 0.00302219+0.0122826j -0.0154542-0.030315j -0.00361572+0.0142022j 0.00495568+0.00618341j 0.0170825-0.00908425j -0.0158809-0.00497365j -0.0114771+0.00592845j -0.00312033-0.0225231j -0.0039338-0.013044j 0.000470521-0.00652372j 0.0109578-0.00115719j -0.00123131-0.00287551j -0.00766481-0.0153751j 0.0018019+0.00575803j 
-0.013207-0.00497407j 0.00815332+0.00624202j 0.00367701-0.00892326j -0.000917901-0.00178142j -0.00579387+0.0077687j -0.00295851+0.00986476j -0.0163521-0.00194585j -0.00705264-0.0305056j -0.0325999+0.0052878j -0.00140835+0.0304756j 0.00828759+0.0382199j 0.0194876-0.00277976j 0.00187446+0.0463729j -0.00625816+0.00162721j -0.0539679-0.0105527j -0.0199357-0.0256012j 0.0226858-0.00924434j 0.0341424-0.00294159j 0.00151748+0.018972j 0.00375662+0.00204448j -0.00817992+0.0043767j 0.00428667-0.0213218j 0.0107438+0.0315747j 0.0177939+0.0349949j -0.0721911-0.0436481j -0.0600153-0.0642695j 0.00808676+0.025817j 0.046714-0.00770028j -0.0673058-0.0804697j -0.0571556-0.0190318j 0.0530861-0.0420426j 0.06279+0.0363326j -0.0660272-0.127115j -0.0847274+0.0650339j -0.0238692-0.0453286j 0.0494976-0.0316271j 0.00545983+0.0500306j 0.0470446-0.00650759j 0.00836629+0.00942709j -0.0687115+0.00796049j 0.0141554+0.0181215j -0.00897494+0.00939588j -0.045031+0.0398634j 0.0334314+0.0661021j 0.029138+0.0126411j 0.0102141+0.00238409j 0.00487571+0.017489j -0.0262266-0.00715439j 0.0084071-0.0129771j 0.00996154+0.00323886j 0.0223988+0.0366031j 0.0196554+0.0151062j -0.0110073+0.00473293j 0.0039978-0.00609032j 0.0102163-0.026235j 0.00347184+0.0119324j -0.00705367-0.0309869j -0.0102512-0.0149522j -0.0149864+0.00155344j 0.0202838-0.00365563j -0.00143536+0.00486817j -0.0254483-0.0109159j 0.00231089-0.0166441j 0.0187578+0.0070277j 0.00693608+0.009409j -0.00617958+0.00920105j 0.0107357+0.00444016j 0.0150024-0.0034709j -0.00198139+0.00960814j 
0.00622319-0.0111033j -0.00466842+0.00271798j -0.00200832+0.00597435j 0.00474891-0.0134554j -0.00446087-0.0173987j 0.00256822-0.0276986j -0.00390742+0.00458696j 0.00829469+0.0026477j 0.0148336-0.0198513j -0.000728922+0.0259917j -0.0207031+0.0263866j 0.00588696+0.02353j -0.0128899+0.0358044j 0.0147284+0.0128606j -0.0347901-0.00318417j 0.00858395+0.00759689j -0.0175851-0.0175991j -0.0531627+0.00273868j 0.00297256+0.0346616j -0.00749817+0.0111554j 0.00150769-0.0277077j -0.0237972+0.0200934j 0.0569977+0.0251941j 0.0487362-0.0284239j -0.0469594-0.00818574j 0.0189084+0.0136999j 0.0789361+0.0222751j 0.0911554+0.0368595j -0.0320229+0.00608904j 0.0257656-0.071833j 0.00419268-0.0720436j 0.0328217+0.0309214j -0.091926-0.0422816j 0.0805588+0.0620558j -0.0101955+0.071804j -0.00717303-0.068213j 0.0159414+0.025125j -0.00544888+0.00602748j 0.0367955-0.0578234j -0.0241059+0.00755685j -0.0115802+0.0187564j 0.0127142-0.030464j -0.00561486+0.00853352j 0.0241472-0.0154575j 0.0399047-0.00716884j -0.00320346-0.0144533j 0.0299168-0.019486j 0.0400328-0.00394297j -0.00151341+0.00591749j 0.0312091-0.0140315j -0.0231005+0.00514644j -0.00099695-0.0189947j 0.0148352+0.00329646j -0.0244085+0.0032546j -0.000632656+0.0121948j 0.011644-0.00166668j 0.00538863+0.010669j -0.00281756+0.00478456j 0.00019368+0.00834282j -0.0078142-0.0161149j 0.00332376-0.00581j 5.76567e-05+0.00508354j 0.00495012-0.0134509j -0.0048599+0.00102276j 0.00475485-0.00526009j 0.00393927-0.00176131j -0.00461335+0.00389865j 0.00223894+0.00347467j 0.00298856-0.000985739j 
0.00817901+0.00474136j -0.00622215+0.0112774j -0.000187484-0.00536813j 0.00282291-0.00438802j -0.0230693-0.00438186j -0.0112986+0.0227396j -0.0114027+0.0147489j 0.0505593+0.00482049j -0.0152473+0.0328938j 0.000190835-0.00827989j 0.00251359-0.0220247j -0.0225276-0.0176675j -0.0242429-0.00580552j 0.0016372-0.0280168j 0.0275384-0.00810179j -0.0276745-0.00899425j 0.00696128+0.00327909j 0.0411249+0.0158249j -0.0283613-0.0292913j 0.0105567+0.0180146j -0.0280922+0.0425804j -0.0731486+0.0323365j -0.0174615-0.0321263j -0.0403687+0.0317776j -0.018598+0.0241756j 0.054061+0.0923293j 0.0172308-0.0639393j 0.0771437+0.0454871j 0.0532193-0.0439027j 0.0632078+0.0505505j 0.0471535-0.013302j 0.0475018+0.00165111j 0.0549954-0.0307215j -0.0129537-0.0190326j -0.0220691+0.122571j -0.0663688-0.00246767j 0.0357862-0.0511739j 0.01876+1.20997e-05j 0.036199-0.0960179j -0.0376772+0.0342384j -0.00842274+0.0368502j 0.0116961+0.0576991j 0.046982+0.0200275j 0.0249675-0.0256985j 0.0205905-0.063506j -0.0127165+0.00264483j 0.018938-0.0420802j 0.0599012+0.0226911j 0.0198667-0.0170088j 0.0299242+0.0292566j -0.0579356-0.0107381j -0.0241283-0.0158475j 0.0306984+0.00509592j -0.0320676-0.0115357j -0.012539+0.0151493j -0.0015938-0.0356116j -0.0209778+0.0021962j 0.0116295-0.00238329j 0.0110191+0.0280386j -0.0026589+0.0130403j 0.0219135-0.0130143j 0.0113036+0.00726023j 0.00125741-0.00602258j -0.00658968+0.00362637j 0.0116769+0.000141702j 0.0155558+0.00798886j -0.0131692+0.000233465j -0.00167794+0.00588659j 0.00790795+0.00367637j 
-0.00307471-0.0108734j 0.000420297-0.00687078j 0.00386293-0.0106123j 0.0125043+0.000861597j 0.00684609-0.0106568j 0.00719172+0.0145102j 0.0221638-0.00326766j -0.0211784-0.0110146j -0.00498161+0.0106379j -0.0379715-0.0192994j 0.000288051-0.00368103j 0.00274787-0.00890359j -0.00313243-0.0248183j -0.0527217+0.0151632j 0.0160719-0.000101475j 0.0520486-0.0321268j -0.0157107+0.0188202j 0.0372947+0.0109149j -0.0210049-0.0420213j 0.0246035-0.0185473j 0.015536+0.0546145j 0.0204594-0.00379058j -0.0462063+0.00304832j 0.0470784+0.0243435j 0.0388902+0.0443801j -0.0291918+0.0514888j 0.0256851-0.0600605j 0.0156457-0.101013j -0.0575469-0.0336861j 0.0377817+0.0863223j 0.115164-0.0027668j -0.00422556-0.0172058j 0.0739828-0.0107464j -0.193258-0.0292821j 0.0246725-0.103592j 0.111503+0.0688927j 0.0229915-0.13499j -0.0355589-0.00869918j -0.03584+0.0334082j -0.0204511+0.0587454j -0.0318594-0.0157396j -0.0717903+0.0297829j -0.0476775-0.0231761j 0.0259948-0.0161427j 0.0262876-0.0603853j -0.00517779-0.0306165j 0.00764078+0.0199863j -0.0399108+0.0179656j 0.0198243-0.026022j -0.00161958-0.00334253j 0.0109836+0.0274377j 0.0105248+0.0267018j -0.0107933-0.00760599j 0.0290348-0.01996j 0.0012499+0.00218825j 0.0214811-0.0147153j -0.0168264+0.00418517j 0.000521693-0.0200009j 0.0350967+0.00325502j 0.00968566-0.00277625j 0.0031803-0.0129025j -0.00744878-0.00274365j -0.00856967-0.00445521j -0.00109+0.00708764j -0.00333191+0.00394355j 0.00114471-0.00701961j 0.000583787-0.00281271j 0.000736923-0.0118891j -0.00318917-0.00450805j 
-0.0143199+0.00679393j 0.00630355-0.00639473j -0.00461268-0.00842416j -0.0152649+0.00997339j 0.00543542+0.000893357j 0.0134631+0.0269982j 0.0156599-0.0278392j 0.0146787-0.0176589j 0.0193025-0.000956739j 0.00718662+0.00943773j -0.0132329+0.0119916j -0.0246079-0.0363316j 0.0423187+0.0038623j 0.00510408+0.032162j -0.00129276-0.0402951j -0.0403114-0.0068561j 0.0174937+0.0333182j -0.0428774-0.00430413j 0.0176844+0.00872894j 0.00904307-0.0108092j 0.00692288+0.00803171j 0.0427322-0.0167697j -0.0482894+0.0293563j -0.018435+0.0420588j -0.0481714+0.0685894j -0.0443231-0.0528008j 0.0234142+0.0163695j -0.0611812-0.0495549j 0.015847+0.0419575j 0.0960558+0.0171467j 0.0267569-0.0623646j 0.0159825+0.0454351j -0.0474565-0.0120445j 0.00298586-0.116882j 0.0122625-0.0291304j 0.0411071-0.0780593j -0.000632461+0.0553369j -0.0168751+0.124501j 0.0998064-0.105092j -0.000119524-0.0280629j 0.0102932-0.0122987j -0.0096093+0.0643973j 0.0582007-0.0386767j -0.0264362-0.0132364j -0.00247224-0.00706917j -0.0048926+0.0245457j -0.0374644-0.0496967j 0.00146345+0.0132107j -0.00844887-0.00640582j -0.0346365-0.00147027j 0.0353734-0.0175888j -0.00283279-0.0243686j -0.00525185+0.0319374j 0.0051664-0.00927742j 0.024495+0.0203912j -0.00594452-0.0172246j 0.008515-0.0138251j -0.018109-0.00624379j 0.000267674-0.00602477j -0.0169489+0.0102111j -0.00688683-0.0127651j 0.0272621+0.0285766j -0.00371877+0.0203371j -0.0059779+0.00534173j -0.00266474-0.00571667j -0.00280137-0.00260006j -0.00982414-0.00709977j -0.00363153-0.0054197j -0.00553648+0.000411308j 
0.00374751-0.000179025j -0.0044118+0.00617508j 0.0170692+0.00288948j -0.0179669+0.00987172j -0.00324201-0.00940383j 0.0260404-0.0286855j 0.000415586-0.00297198j 0.0125297-0.02131j -0.0258584-0.0116745j -0.0116277+0.0131352j -0.000226166-8.11679e-05j -0.0513786-0.0103228j -0.0155403+0.0170764j 0.025104+0.0223988j 0.0122321+0.0126388j -0.0328111+0.0345168j -0.0632207+0.0168333j -0.0446927-0.026374j 0.0434557+0.0359723j -0.0157555+3.65594e-05j 0.0587436-0.00934093j -0.0688688+0.0107747j -0.0391033+0.0048594j -0.0139363+0.0221942j 0.0501745-0.00495985j -0.0920158-0.0747539j 0.0196093-0.0240613j -0.149558-0.0988708j 0.100562+0.0607368j 0.0512109+0.017589j -0.0796752-0.0271519j -0.0551893-0.0343566j 0.0611495+0.0817054j 0.0704845+0.0203968j 0.00208338+0.0766758j -0.0297084+0.0369101j 0.0358116-0.00219766j 0.0498306-0.00489091j -0.0114295+0.0500622j -0.00238671+0.000845539j -0.0168885-0.013877j 0.00882581-0.0414861j 0.016058-0.00555097j 0.00445219-0.00452051j -0.0137481+0.0170933j 0.0113241+0.00671859j 0.00169514+0.0368467j -0.0117809-0.0240734j -0.00582762+0.00039868j -0.00438314-0.029696j -0.0131618+0.0216729j -0.00445582+0.00109484j -0.00538062-0.0032213j 0.00873595+0.0269303j -0.0150818-0.0196616j 0.00309049+0.00810715j -0.0120925+0.0272693j 0.0206386-0.00390863j -0.0178402-0.00872134j 0.0191011-0.0132896j -0.00566085+0.0131341j -0.00178754-0.0121526j 0.00676719-0.00598689j 0.0116999+0.00231076j -0.00897609+0.0158867j -0.00619855+0.0090263j -0.00232671+0.00904371j 0.00299134+0.00994703j 0.00230794-0.00497967j 
-0.00894142+0.00912905j -0.00453713-0.0105429j 0.014781-0.0272569j 0.00542073-0.00393251j 0.00862752-0.0118904j -0.00968458+0.00174515j -0.0138203+0.0167235j 0.003565+0.00474329j 0.0107559-0.0220295j 0.0349881+0.00948766j -0.0139378+0.0174394j -0.0199617-0.0115406j 0.0158072-0.0125934j -0.00510467-0.00586555j -0.0233936+0.0304413j -0.0190859-0.00426776j 0.0218816+0.0111438j -0.0253598-0.0281675j -0.033387-0.0211418j 0.0193524-0.000883629j -0.0183764+0.000904512j 0.0280191-0.0490709j -0.0273229-0.0493168j 0.0294405-0.0539614j 0.0105628-0.00995873j -0.0280751-0.0228536j 0.00589261-0.0147411j 0.0110861-0.0136483j 0.0185886+0.0650189j 0.0959388+0.0268826j -0.101888-0.0624356j -0.0402858-0.0142225j 0.00683473+0.0298713j 0.0497212-0.0137663j 0.0557054-0.000844059j 0.00174756-0.0889902j 0.00263468-0.00672872j -0.00755711-0.0372368j 0.0201617-0.01551j -0.025292+1.11177e-05j -0.0519457+0.0308235j 0.0101994+0.0422193j 0.0136775+0.0141554j -0.0325571+0.01038j 0.0175344-0.00693272j 0.0118889-0.00130226j -0.0163713-0.0273964j 0.00178849-0.0100336j -0.0190255-0.0156799j -0.0117255+0.0171382j 0.0287679+0.00604067j -0.0182145+0.0156409j -0.00736962+0.00319667j -0.00856814+0.00215495j 0.0342496-0.00909815j 0.00241058-0.0132413j 0.0272212-0.0172826j -0.00408338+0.000259985j -0.0269384+0.00635512j -0.00555076+0.0100968j -0.00187542+0.0136943j 0.019903-0.00355003j 0.00419133-0.000721237j -0.00856015+0.00881804j 0.00558805+0.00418911j -0.00160639+0.00316824j -0.00800665+0.010419j -0.00119348+0.00057368j -0.00693455+0.00296676j 
0.00237642+0.00196008j 0.00385022-0.000621135j 0.000688036+0.00614543j 0.0161404-0.00285258j 0.0220055+0.00452113j -0.0350311+0.0311347j 0.0300187+0.000927876j 0.00995358+0.00245914j 0.0124467+0.00587282j 0.0115384-0.0324099j 0.0184457+0.0114538j 0.0352582-0.00133865j -0.0450581+0.0153624j -0.0200964-0.0180617j 0.0470111+0.0261268j -0.0258303+0.00519938j -0.0106524-0.0178265j -0.0554095-0.0285662j 0.0129539+0.00856946j 0.0375661-0.0236608j 0.0402147+0.00139152j 0.0195419-0.0247175j -0.0596703-0.00486484j 0.0778467-0.0152479j 0.00264544+0.0389272j 0.0672563-0.0431058j 0.0636675-0.0459827j -0.062464-0.0908251j -0.0250234+0.0516939j 0.0319135+0.00466839j 0.0533845-0.0821679j -0.0485436-0.0780943j 0.0631659+0.0787762j 0.082336+0.0943538j -0.0206053+0.0567919j -0.0332275+0.0274269j 0.0088757+0.0076732j 0.0012586-0.0332685j 0.0509141-0.0538338j -0.0195665+0.035549j -0.0324491+0.00566896j -0.0452818-0.0206983j 0.0580422-0.0552848j -0.00960072+0.00570167j 0.0137294-0.0361776j -0.00159289-0.0160362j 0.0534993-0.0157236j 0.0222727-0.00757912j 0.00923466-0.00601776j 0.0261569-0.0294501j -0.00300463+0.0268461j -0.000473063+0.0199586j -0.00666726-0.00999758j -0.0347288+0.0257676j 0.0300333-0.0338117j 0.0149819+0.00742935j -0.00744319+0.000612291j 0.00798997+0.00244845j 0.00399627-0.00277679j -0.00495014+0.0120538j -0.010882+0.00846948j -0.0113804-0.00914295j -0.0080994-0.0074654j -0.0121219+0.0249336j 0.00432601+0.00382799j -0.00224046+0.0137368j -0.0101515-0.0024538j 0.00666776-0.00208307j 0.000591926+0.0101861j 
-0.00182575+0.0044511j -0.00911279-0.0150794j -0.0208371+0.000690474j 0.0332659-0.0046577j -0.0102458-0.000135744j 0.0299217-0.0309154j -0.0149087-0.0164294j -0.020229-0.0296207j 0.013991-0.0175305j -0.0121101-0.025109j 0.00447294+0.00861673j -0.00707981-0.007288j -0.00122418-0.038522j 0.0234634-0.00442341j 0.00658354-0.00514111j -0.0438136-0.040364j 0.0326049+0.0217995j 0.00312281-0.0100762j 0.0173039+0.00791612j -0.0272374+0.0271415j 0.0293742-0.00770597j -0.0285492+0.0515213j -0.0194464+0.0240822j -0.0315752+0.0568451j 0.0560453-0.0575397j 0.0240078+0.0200367j 0.0796591-0.0206885j -0.0572119-0.0555421j -0.00770892-0.0330137j -0.0340729+0.00255156j 0.102595-0.0164507j 0.0613218-0.00906816j 0.00478526+0.0215541j -0.103739-0.0194885j -0.00807207-0.00386698j -0.0315468-0.0147698j 0.031872-0.0392285j 0.0185761+0.0429186j 0.0356079-0.0416626j 0.000598042-0.0061626j 0.0123911+0.00474887j -0.0475355+0.0320241j 0.00610985-0.0572626j -0.0208516+0.080263j 0.00393721-0.0119521j -0.0308554+0.0079989j -0.00392746-0.0177145j 0.0135491+0.0130417j 1.42671e-05-0.0432074j -0.0144023+0.0154061j 0.019001+0.0403943j -0.041502+0.00621332j 0.0408176-0.00529505j -0.0202451-0.00296644j 0.0334867-0.00462664j 0.0223082-0.0145411j 0.0124255-0.00697206j -0.0293056-0.00168245j -0.0243971-0.0040257j -0.00475123+0.0268338j 0.00207378-0.00190064j -0.00133187-0.00647264j 0.00918664+0.00777343j -0.0134022-0.0134202j 0.0198601-0.00338895j -0.00177317-0.000160348j -0.0173665+0.0155428j -0.00882636-0.00325713j -0.00599444+0.00877118j 
-0.00993148+0.00222901j 0.00452047-0.00726922j -0.0247131-0.00998989j 0.0197939-0.0164857j 0.00097347+0.0126714j -0.00719431+0.0108687j 0.00484075-0.0217032j 0.00708332+0.0295435j -0.0501604+0.00470438j -0.0230431+0.00706909j 0.0662328+0.0160883j 0.00899653+0.0156743j 0.0320501+0.0012038j -0.0195283+0.0125254j 0.0639796-0.0155328j 0.0309022+0.00995655j -0.0144599+0.0303474j -0.0168621-0.0507007j -0.0484989+0.00429952j 0.014921-0.0162869j 0.00718188-0.0449241j -0.0374482-0.0658093j 0.00769185-0.011001j -0.0477558-0.0529615j 0.0341549-0.00636177j 0.00743508+0.027514j 0.0804455+0.00596901j -0.00743012+0.0226484j 0.0221168+0.0848158j -0.097854+0.0470219j 0.0150349-0.0528353j -0.0358532+0.0661076j -0.0245411-0.0431183j -0.0557959-0.00277876j -0.00617368-0.127328j 0.0398327-0.0672237j 0.0101057+0.0186797j -0.0614121-0.00635855j -0.0515695-0.00986091j 0.0152323-0.00415783j -0.000843484+0.00838751j -0.0531842+0.0371854j -0.00109065+0.0610903j -0.0445523+0.0206998j 0.00355979+0.00716159j -0.0143356-0.00284734j -0.00564197-0.0122528j 0.00590127+0.0173035j -0.00719089+0.0173825j -0.0108912+0.0331595j 0.0254322-0.026808j -0.0152799+0.0117673j -0.00640251-0.00694095j 0.0165023-0.0273149j 0.00211379+0.0246179j 0.0179526-0.0159096j 0.00132062-0.0424475j -0.00862309+0.0114864j -0.00610441+0.0160215j -0.0207518+0.0070026j 0.000395601-0.0100654j 0.00664754+0.0100756j -0.00339557+0.00619095j -0.011879-0.00845005j 0.0077972-0.0202843j 0.00381843-0.0185484j 0.00495145+0.0022981j -0.00228511-0.00010762j -0.00545258+0.0101183j 
