-0.00638157+0.000941298j 0.00987758-0.0107328j 0.0117873-0.0116963j 0.0117847-0.00497456j -0.00629984+0.0122946j -0.0151752+0.0126996j 0.0198434+0.000832556j 0.00888608-0.010981j -0.0091399-0.00270386j 0.0164649-0.0169233j -0.0210856-0.011013j -0.0117897+0.00103593j -0.0241682-0.00256899j 0.0186569-0.0215308j -0.00747019+0.000435113j -0.00592169+0.0220704j 0.00713678-0.00836622j -0.0241173+0.0136512j 0.0111488+0.00752913j -0.00298871+0.00180988j -0.01553+0.0124428j -0.0159818+0.0201203j 0.00745997+0.00422271j -0.00493194-0.00632622j 0.00552809-0.0168433j -0.00224696-0.00533686j 0.0174251-0.00550111j 0.00600334-0.00380027j -0.00365713+0.0136511j 0.00714279+0.0039233j 0.014708+0.000640884j -0.00255783-0.00452289j -0.00188763-0.0103074j -0.00710619+0.00324707j -0.000896637+0.0127928j 8.96948e-05-0.0138863j -0.0128365+0.0178169j -0.00227118-0.0031128j -0.014514-0.000212916j -0.000645875-0.00269531j 0.0216792-0.00585993j 0.00864463-0.0191032j -0.0275705-0.00591687j -0.0105012-0.0162262j -0.0149795-0.00150948j 0.0274776-0.0113803j 0.0139588-0.00317987j -0.0356776+0.000153938j -0.00807842+0.00258958j -0.0139645+0.0274544j 0.0071588+0.0214873j 0.00853249+0.0216148j 0.0167129+0.0254994j 0.0413995-0.024097j 0.0284632+0.000418798j 0.101219-0.083393j -0.107611-0.0870084j -0.168007+0.00523196j 0.0678135-0.147734j -0.122398-0.0597176j -0.103172+0.0506806j -0.0121953+0.0169801j 0.0150741+0.0342064j 0.029731-0.021322j 0.0325517-0.00770059j -0.00859941-0.0371451j -0.0477038+0.00153799j -0.0156479-0.110131j -0.32454+0.0429567j 
0.042489-0.0231417j 0.0201219+0.0116026j 0.0202947-0.0424137j -0.0165742-0.0220767j -0.0366177-0.00992576j -0.0377173-0.00440676j -0.0218577+0.00640405j 0.0172682-0.00469669j 0.011031+0.00112765j 0.0120494-0.0643469j -0.0272366-0.0259064j -0.0087345-0.0522472j -0.0107466+0.0183445j -0.0127213+0.0338481j -0.0726335-0.0756118j 0.0471558-0.0278134j -0.0598434+0.0157395j 0.00672795-0.00840362j 0.0303837-0.0277945j 0.069853+0.0363759j -0.0340002+0.011547j -0.0335426-0.0561419j 0.0454901-0.0308928j -0.0707296+0.0541159j -0.00620123+0.0426482j 0.0789037-0.0503061j -0.0165624-0.0318817j 0.0546572-0.146597j 0.000440905+0.0520134j -0.076617+0.121434j -0.023125+0.0244004j 0.00500322-0.0400829j -0.0620903+0.00351364j 0.040243+0.000439916j -0.010903+0.00209412j 0.0486073-0.0365629j 0.0104718-0.0393266j -0.0428364+0.0856624j -0.0254228+0.0408153j 0.00306244-0.0387804j 0.0300285-0.0411637j -0.0025025+0.0612194j 0.00103299-0.00238582j -0.0239926+0.01923j -0.0279175-0.00689355j -0.0141996+0.0395743j 0.00724667-0.0164816j 0.0383144+0.00277576j 0.00687693-0.0254276j 0.0147807+0.0129554j -0.00609942-0.0162094j 0.0110711+0.00183063j -0.0156605+0.0200185j -0.00101204-0.0168466j -0.00555095+0.030899j -0.0366057-0.00773029j 0.00218487+0.0104755j 0.00111811-0.0147125j 0.00929526+0.00756855j -0.0059294-0.0041179j -0.00751456+0.00888175j -0.0022079+0.00699085j -0.0223732+0.0115748j 0.00978793-0.00569255j 0.000506906+0.000923664j 0.0100914-0.00854031j 0.010658+0.00296954j 0.0049718+0.000973943j 0.015188-0.0110193j 
0.0156146+0.0356875j -0.0342533+0.00363045j -0.0078444-0.0552359j -0.0737659-0.0183523j 0.00429691+0.011722j -0.00904774-0.0318994j -0.0597332+0.0176312j 0.0685499-0.0148328j -0.00682951-0.0938765j -0.020379+0.00717113j 0.0502353+0.0184737j -0.0299404-0.00660617j 0.00205187+0.000511875j 0.0673128-0.0542761j -0.120755-0.0210462j -0.058471-0.000230148j 0.0256475-0.0312801j -0.0862699-0.00508854j 0.0624265-0.00675202j 0.085624+0.0540148j -0.142602-0.0140161j 0.0490454-0.0348945j -0.0308745-0.0477805j -0.104134-0.0977892j -0.003192+0.00632612j 0.0569082-0.0690807j 0.0531751+0.0400862j -0.0775072-0.0698436j 0.0789946-0.0373251j 0.101359-0.171921j 0.0221211-0.00862967j -0.0926373+0.0647937j -0.05072-0.0486958j -0.0352412-0.0322766j 0.0944619-0.0271784j -0.0129012-0.0268483j 0.0372736+0.0107142j -0.0298145-0.0150609j -0.0217474-0.0100658j -0.00885427-0.023464j -0.0128116+0.0333715j -0.0220929+0.00157223j 0.0444013+0.0106706j -0.011631-0.0254212j 0.0173687+0.00841783j 0.00588608-0.0134976j -0.0132293-0.00758987j -0.0102194-0.0415343j -0.0157244+0.0056457j -0.014929-0.0296152j 0.0207457+0.0285263j 0.016594+0.0311506j -4.086e-05-0.0292938j 0.00573668+0.0206435j 0.0112853+0.0181115j 0.0021631-0.0313479j -0.0239165-0.0113112j -0.00193803+0.0100686j 0.00433981+0.0390383j 0.00265203+0.00245795j 0.00728584-0.0119202j 0.00687328+0.00961661j -0.0280786-0.0203229j -0.0173068-0.00315723j -0.00921407-0.0147537j 0.00517891+0.00222062j -0.0103827+0.0117713j -0.0109435+0.00269366j 0.0207858+0.0167865j 
0.0163246+0.0319494j 0.00202168-0.012295j -0.023148+0.0215342j -0.00885028-0.0365813j -0.0406897+0.0201243j -0.0284092-0.0123644j 0.04887+0.024838j -0.00414957+0.0488058j 0.0303157+0.0363626j 0.0781295-0.0367637j 0.0240037-0.0455272j -0.042885-0.0541801j 0.0345374-0.0241705j 0.0829092+0.00658944j 0.00225093-0.0306732j 0.0193662-0.0371485j -0.0477857+0.0100333j 0.00209481-0.0126056j 0.0159673+0.0160056j -0.0946192-0.0291692j 0.0134706-0.0121003j -0.00083728+0.0315969j -0.0657703-0.133145j -0.00942131-0.00811649j -0.074809-0.0497392j -0.0573132+0.125183j -0.0300675-0.0177731j -0.00822843-0.0705453j 0.0365713+0.0437931j -0.0359722+0.130517j -0.0457028+0.0747851j -0.00894+0.00153607j -0.0277699+0.0376478j 0.0346457-0.0405506j -0.00619691-0.00293544j 0.0414786-0.0540279j 0.0119256-0.0289852j -0.00566668+0.00534831j 0.0345233+0.0110488j -0.0150958+0.00130868j 0.0013692+0.0096292j -0.0103097-0.0198316j 0.0807545+0.0665913j 0.0073155+0.0230637j 0.0260935-0.0633232j 0.0114153-0.0196958j -0.0209706-0.00102208j 0.000994787+0.0325212j -0.0260038-0.0203567j -0.0142447+0.0153228j 0.0473109+0.0139726j 2.73837e-05-0.0229047j -0.00645683-0.00867228j -0.00781899-0.00671726j -0.0115868+0.00461274j -0.0179343-0.0134143j 0.00838525-0.0104907j 0.00134256+0.00917436j -0.00204188+0.00971578j -0.0302876+0.00176691j 0.0142288-0.0119748j 0.0101795-0.000713005j -0.0217691-0.0120577j -0.0192123-0.00228762j 0.011194+0.00408208j 0.0227527+0.00651901j -0.00684936+0.00441246j -0.00333741+0.0095382j 0.00338149+0.0108339j 
-0.0112492+0.00886785j -0.0170298-0.0113271j -0.0165191+0.0317072j -0.0352572+0.0394053j 0.0282782-0.0190383j 0.0121898+0.000157754j -0.0309016+0.021751j -0.0745539-0.0458509j -0.0803097+0.0958709j 0.0498504+0.0439416j 0.0481954+0.00841698j -0.00243261-0.0623989j 0.0401653-0.0206866j 0.020496+0.00162843j 0.177235+0.00126211j -0.0299333+0.0703177j 0.0348257-0.0477585j -0.0568454+0.0644325j -0.0127878+0.0244545j -0.10532-0.00553692j -0.0367656+0.0905373j -0.058964-0.0141455j -0.037757-0.0195833j -0.0731471+0.115179j -0.000411804+0.072222j -0.0442626-0.0489085j 0.0360735-0.000495632j -0.0586307-0.00121013j 0.0859932-0.101059j -0.0170003+0.0882804j -0.0375159-0.0541629j 0.0413857+9.22016e-05j 0.0483671+0.0499362j 0.0474786+0.00949456j -0.0744151-0.000204557j 0.0537443+0.013426j 0.0167756+0.0219412j 0.012904-0.061764j -0.0147723+0.00292606j -0.00613128+0.0042897j 0.0161033-0.0116883j -0.0250767-0.012684j -0.0595181+0.0555545j 0.0283056-0.0174291j 0.0187012-0.0172088j -0.0136766-0.0174652j -0.0155237+0.0136138j -0.0271381+0.0138677j -0.00565489+0.00363522j -0.0104945-0.0120596j 0.0184691+0.00825493j 0.0362844-0.0084184j -0.0119295-0.00841803j -0.00817323-0.000931701j 0.00204553-0.00163801j 0.00350323-0.0175608j -0.0150383+0.00254572j 0.00234059+0.0116306j 0.00158485+0.012862j 0.00217-0.0296321j 0.00678231+0.00290928j -0.0159576+0.0100687j 0.000561903-0.0244272j -0.012395-0.00676797j -0.0127965+0.0171185j -0.0101991+0.0216474j 0.00471953-0.00496924j -0.00812654-0.00244698j 0.00198591+0.00311756j 
-0.00449797-0.0144757j -0.028819-0.0388614j -0.0123673+0.0584691j 0.030524+0.0194712j -0.0528948+0.029957j 0.0551719+0.00410684j -0.0626839+0.030796j -0.0727358+0.00532993j 0.0211196-0.0483407j 0.0135931+0.0886465j -0.0164043-0.00476686j 0.0228863-8.39005e-05j 0.0669186-0.0134188j 0.0396327+0.046313j 0.0812416+0.0530115j 0.00275864+0.0322779j 0.0641624-0.0403446j 0.0305145+0.028955j -0.0911579-0.0506711j -0.0801159-0.0960326j 0.0896723+0.0472195j 0.0821578-0.00622877j 0.092303-0.0712998j 0.0999065-0.061791j 0.0420956-0.0916211j -0.0427853-0.038063j 0.0873878-0.039073j 0.045967+0.0508634j -0.00784399+0.0766423j 0.0520733-0.0794539j 0.0315901+0.0091136j 0.00439863+0.0544259j -0.0523995-0.0410493j -0.0107658-0.0214802j 0.0459873-0.00956526j 0.00351378-0.0211354j 0.00614035-0.0189528j -0.0235887+0.0328436j 0.0166355+0.0282729j 0.00484538-0.0144901j -0.00140011+0.0102138j 0.0253841+0.013222j 0.0241269+0.049331j 0.0339733-0.00971452j -0.0197987+0.0134622j 0.0337044+0.00712422j -0.0297587-0.0285041j -0.0189755-0.0182681j 0.00116554+0.00437375j 0.0175917-0.0260079j 0.0245595+0.0172481j -0.0277798-0.0104132j 0.00838158-0.00905022j 0.00997691+0.0059681j -0.0116843-0.00422478j 0.020799-0.00249022j 0.00983743+0.0078151j -0.0166957+0.00458176j -0.0276979-0.0150737j 0.00645551+0.00124763j 0.0141292+0.0107745j 0.0079138+0.0262305j 0.0165081+0.00289705j -0.0166653-0.00169102j 0.0058408-0.00580324j 0.000411031+0.00491972j -0.0142311-0.0147973j -0.0163644-0.00576815j -0.00552978+0.000465355j 
-0.034672-0.0110712j 0.0187236-0.0221051j -0.0584206-0.00685792j -0.0127247+0.0219271j 0.0592218-0.02055j 0.016752-0.00479911j -0.0329136+0.0096928j -0.055335-0.017166j 0.0627483-0.0266002j -0.0598096-0.0806795j -0.0257093+0.0899455j -0.000758927-0.0368557j 0.0487073-0.0415963j -0.0734945+0.00638402j -0.0333321-0.0202885j -0.155237+0.0457323j 0.081177-0.0388273j -0.0619701+0.000850976j -0.0672543-0.0996709j 0.0180504+0.0199087j -0.053597+0.106504j 0.0193318-0.0637695j -0.0573486-0.115046j 0.0407577+0.0906236j 0.0201382+0.00825523j -0.0244593-0.00868302j -0.0387669+0.0799413j 0.0461107-0.149795j -0.0839688+0.009191j 0.102968-0.0466342j -0.0131058+0.136446j -0.030519-0.0373744j 0.00661396-0.0107413j 0.00468359+0.00643144j 0.0571802+0.0441877j -0.0303578-0.0206748j -0.0209872-0.0256843j 0.0377402+0.0141271j -0.0113141-0.00829371j -0.0114668-0.0407034j -0.0187543+0.000196276j 0.0281951+0.0478822j -0.0399134+0.000197192j 0.0187939+0.0125951j 0.00846367-0.0407749j 0.0379579+0.0197321j -0.00709943-0.0229248j -0.00217434-0.042933j -0.0190696-0.0311248j 0.00369047+0.0379383j 0.00773759+0.00762548j 0.00480999-0.00700782j 0.00625731+0.00758204j -0.00223868-0.0078449j 0.0232878+0.0123139j 0.0016972+0.020799j 0.0204683-0.00305434j -0.0190258+0.00278774j 0.00190363-0.00944867j 0.0139872+0.02611j -0.0043704-0.0127971j -0.00774042+0.00476012j 0.0105544+0.0201991j -0.00649473-0.00850058j -0.00358194-0.0148913j -0.0158046-0.0109011j 0.00835138-0.00201415j -0.00053376-0.00953908j -0.00453431-0.00163546j 
-0.0175711-0.00868463j -0.0215823+0.00839399j -0.0107393+0.00849283j 0.00163914-0.0581967j -0.0260735-0.0204142j 0.0882519-0.0416062j 0.0354418-0.0171037j 0.0449975+0.0280829j 0.0715515+0.0322491j 0.0500731-0.00497246j -0.0494038+0.0600856j -0.0214611-0.043208j 0.00482143+0.0115108j 0.0710913+0.0101002j -0.0530919-0.0416824j 0.0503389+0.0397834j -0.0381881-0.0561882j 0.0757166-0.015348j 0.0703378+0.0840865j -0.0697786+0.0102107j 0.0035598-0.0165535j 0.00484719-0.00546133j 0.0281074-0.0276282j -0.0301421-0.0277157j 0.0213744-0.0105756j 0.0336771+0.0347153j -0.164076+0.0943137j 0.150127-0.0513843j 0.0294876+0.0143247j 0.111193-0.00100063j -0.019376-0.0210723j -0.0429351+0.011908j -0.00948285+0.0376206j -0.0250515+0.0105064j 0.0259528+0.0379157j 0.0583402+0.0652302j -0.0479155+0.0492335j -0.0166493-0.0740317j -0.0159011-0.0574885j 0.0333099-0.0181631j -0.0540354+0.0435327j -0.00206088-0.0213773j 0.0081681+0.00895301j -0.0333004+0.0122515j 0.0403187-0.034461j 0.0190212-0.0388269j -0.0344285-0.00525636j 0.00483953-0.0153528j 0.018085-0.013855j -0.000715106+0.0267634j -0.0140673+0.0215602j -0.00559121+0.00640725j 0.0252883-0.0134816j -0.0172821-0.013728j -0.00163584+0.0123643j 0.026703+0.0100051j 0.00490414-0.0108292j -0.00563794+0.00824327j -0.010439-0.00566066j -0.00247398+0.00983534j 0.0108757-0.0333795j 0.00935599-0.0173616j 0.00124691+0.00844116j -0.00896207+0.0150713j -0.00508002-0.00297819j 9.24947e-05-0.00412574j -0.0192998+0.00799617j -0.00111566+0.00589594j -0.00729446+0.0106496j 
0.024673+0.0107454j 0.00194152-0.00706004j -0.0452071+0.0280319j 0.0284746+0.0601219j 0.0127807-0.0228588j -0.029405-0.0123273j -0.0170199-0.0531423j -0.0162755-0.0313769j -0.0772033-0.0522202j 0.0817541-0.0410551j -0.0500519+0.0217599j 0.107627+0.0229244j -0.0309572-0.00718172j -0.0245742+0.00551062j 0.173801+0.0704473j -0.0585017+0.0821593j 0.0526865+0.02103j -0.0558204+0.0277105j -0.110494-0.0301136j 0.0729608+0.0292969j -0.00336459+0.0409225j -0.00616778-0.00867084j 0.0629837+0.13796j -0.0486883+0.0146437j -0.050548+0.0635425j -0.00260007-0.0229773j -0.118128+0.0828763j 0.126657-0.076731j 0.0318046+0.0256031j -0.0431818-0.0788342j -0.0519707-0.0111358j -0.0168611+0.033343j -0.0162562+0.0238945j -0.0667465-2.47136e-05j 0.0293585+0.00896064j -0.0657705+0.0437718j -0.0696393-0.0147293j -0.0212781-0.0235894j 0.0219244-0.00406908j 0.015436-0.00733507j -0.0328165+0.0107734j 0.017087+0.0215926j 0.0443194-0.0389191j -0.0527201+0.00330853j 0.0296732-0.0268159j 0.0200862+0.0014561j -0.0135626-0.0128095j 0.0242534-0.0200998j 0.0302557+0.0177921j -0.0488684+0.0208762j -0.00859203+0.00745621j 0.00703623+0.000128734j -0.0106477-0.0161107j 0.00750326+0.00998442j -0.0136272+0.0191723j -0.0177379+0.0029296j 0.00755835+0.00571366j 0.0149739+0.000458276j 0.0206545+0.0178909j -0.0156367+0.0268081j 0.0434589-0.0153252j 0.00899348-0.00521508j -0.0441061+0.00499958j -0.018941+0.00140191j 0.00322919-0.00788895j 0.0172629-0.00326797j -0.00767718+0.0127299j -0.00471574+0.0104025j 0.0092262-0.00195496j 
-0.0164649+0.00392327j -0.011112+0.00383926j -0.0209171-0.0286933j -0.0129791+0.0285096j 0.0040231+0.0267233j -0.0207209-0.0539425j 0.0263423-0.0615255j 0.0795057+0.0162491j -0.00744693+0.0430181j -0.0105472+0.0622953j -0.0336099-0.0673989j -0.00853665+0.0360521j 0.0179256-0.0349288j -0.0380216+0.0114313j -0.0311519+0.0439529j -0.154193-0.0992296j 0.101129+0.10335j -0.0774421-0.102791j -0.0395699-0.013564j 0.0209972+0.0658813j -0.0492384-0.0990395j -0.0607092+0.132885j -0.0554158+0.0741039j -0.0396708+0.0221347j 0.00398971-0.0922179j 0.0348811+0.0639388j -0.00130368-0.0142078j 0.0318717+0.0411079j 0.0154765+0.00416586j 0.0535189+0.0833774j 0.0503537-0.0485283j -0.0396816-0.00398447j -0.0089336+0.00631256j 0.0187072-0.0619113j -0.0148652+0.0332095j 0.0271247-0.031202j -0.0347637-0.0064851j -0.00713845+0.0294865j -0.0172874+0.0490653j -0.0141465-0.0117392j 0.00464889-0.0478242j 0.0324688+0.00757759j -0.0029841+0.0540099j 0.0327025-0.0122752j -0.00593283+0.0279745j 0.0109792+0.0165752j 0.0133799+0.00215759j 0.00372995+0.0155019j -0.0231903+0.00882635j 0.0326193-0.0276678j -0.0504159+0.00373392j 0.00632108-0.00824416j 0.010016-0.00142655j -0.00825728-0.0158212j -0.0246495+0.0319446j 0.00222428-0.00343067j 0.00149326+0.0159836j -0.00726198-0.00595614j 0.00376434+0.00441841j -0.0256925-0.022012j 0.0402928+0.00882039j -0.0101237+0.00922115j -0.00335212-0.00757475j -0.013893-0.0187437j 0.012919+0.00911066j 0.00266557-0.00332169j 0.000216517-0.0146296j -0.0128463-0.00497089j -0.00551641-0.0127399j 
-0.0270258+0.0024621j 0.00974959+0.00362498j 0.0371958+0.00583113j 0.0205299+0.00935491j 0.0068276+0.0396278j -0.0615432+0.0648784j -0.0363836-0.0497546j 0.067642-0.125928j -0.0209187+0.00318502j -0.0129786+0.017684j 0.0264544-0.0108353j -0.0356293-0.0275978j 0.0470703+0.072415j -0.0147317+0.0183876j 0.0696271-0.0164062j 0.061168-0.0711109j -0.0213738+0.0771956j 0.0249096+0.00237795j -0.0520082-0.00733616j -0.00573353-0.085192j 0.0452058+0.0419173j -0.043443+0.0518632j -0.0136731+0.00330329j 0.00519795+0.0668855j -0.0571544+0.0828802j 0.084765-0.198807j 0.0398785-0.0171487j 0.0512513-0.0830834j 0.123159-0.0981242j 0.0178572+0.0780911j -0.0116408-0.0341975j -0.04662+0.0970127j 0.0361498-0.0486095j 0.0352582-0.0298811j 0.0732741+0.0336123j 0.0360148-0.0712544j 0.0111382-0.00970214j -0.062818+0.0584324j -0.0137435+0.0337574j -0.00829826-0.023427j 0.0011347-0.000794601j 0.0113503+0.0179095j 0.0690701-0.053875j -0.00606171+0.0310185j -0.0191613+0.012499j -0.00993233+0.0267628j 0.00133455-0.0496651j 0.000558256-0.0324645j 0.00960617-0.0049969j 0.0403556-0.0535138j -0.0263516+0.0636985j -0.0376337+0.0472937j -0.00278078-0.0136165j -0.0236647+0.00890933j 0.0140482+0.0354955j 0.0291996-0.0444206j 0.0413278+0.000621983j -0.0165508-0.000848091j -0.0264184+0.0212786j -0.00659891+0.00571158j -0.00156463-0.0028079j -0.00630885+0.00520938j 0.0152149-0.00293179j 0.00927949-0.00498674j 0.015434-0.0173556j -0.0126817-0.00253043j 0.00939106+0.00218893j 0.0119502-0.00184999j -0.0114998+0.00333786j 
0.0137993+0.0299551j 0.00370787-0.0048151j 0.0193585+0.00606767j -0.0106302+0.0219573j -0.0811619+0.0446059j -0.00937623+0.0872507j -0.0624008+0.0234603j 0.040423+0.0542205j 0.0660251-0.00879448j 0.0130595+0.0406692j 0.0320752+0.0395601j 0.00432676-0.0300042j -0.0606463+0.0942888j -0.117551-0.0868847j 0.0379841+0.0805475j -0.0282012-0.0662894j 0.0185505-0.014346j -0.0206828-0.0154515j 0.0121548-0.0655422j 0.069222-0.131587j 0.0220508+0.0234367j 0.0454295-0.0569716j 0.0465992-0.101893j 0.0305942-0.076276j 0.00361426+0.0897652j 0.0866264-0.0285347j 0.0149526+0.0529218j 0.014685+0.128013j -0.0734668-0.00252243j 0.00933292+0.0435371j 0.0159997-0.0106674j -0.0327215+0.025619j 0.0232211-0.0603169j -0.0139164+0.00675711j -0.0253137+0.0496319j 0.0945924+0.0536848j 0.0197819+0.0366789j -0.0647874-0.0533585j -0.0506471-0.0513739j 0.0216374+0.0211687j -0.00375825+0.0409995j -0.00482793-0.0212423j -0.02143+0.00387339j -0.0208461-0.0442716j -0.0294004-0.0393551j -0.0349887-0.0307517j 0.0144234-0.00763836j 0.010829+0.0206387j 0.00506273-0.0010003j 0.0538398-0.0293753j -0.0217735-0.00689819j -8.7884e-05-0.0112468j 0.00726815+0.00735523j -0.0123176+0.0193507j -0.00516545-0.00520047j 0.00526895-0.0234565j -0.00823658-0.000564415j -0.0106331-0.0126514j 0.0290749+0.00796463j -0.00677905-0.0297688j -0.00135777-0.00946751j -0.0157423+0.00171928j -0.0149364-0.0233843j 0.0115591+0.0305457j 0.0163591+0.0300893j 0.0232228+0.0232429j 0.00699209-0.00547142j 0.011333+0.000972889j 0.00167073+0.00519704j 
-0.00969975+0.000713284j 0.00750159+0.0236367j -0.00760754-0.0108335j 0.0154582+0.0161494j 0.00888903-0.0782749j -0.0909032+0.0277215j 0.0598746-0.102212j -0.00346528+0.0485187j -0.0573363-0.0788369j 0.0588799-0.00477953j 0.0322715+0.0370796j -0.00542053+0.0087395j 0.0970115+0.0614128j -0.0599218+0.0909849j -0.00831596-0.0230277j -0.0644132+0.0105247j -0.0349981+0.0772407j 0.0266299+0.0514417j 0.0193114-0.0134778j 0.00966622-0.0154469j -0.00753814-0.0260163j 0.00653272-0.0753946j -0.126151+0.154212j 0.019672-0.141149j -0.0491921+0.0218267j -0.066134-0.0107247j -0.0133654+0.0339704j 0.0290923-0.0216306j -0.098001+0.190207j -0.0855888-0.0316454j -0.0593462+0.0328503j 0.0293459+0.0936638j -0.0162091-0.095611j 0.0408491+0.0191514j -0.00764234+0.0338968j 0.0488779-0.0172809j 0.0565092-0.0116156j 0.00449189+0.0240242j -0.0219749+0.01914j -0.0238844-0.0353123j 0.0343938+0.0448984j -0.00492494+0.00646053j 0.00419449-0.0310742j 0.0258896+0.0322922j 0.0494736-0.0250753j 0.0118633-0.0266336j -0.00968046-0.00850559j -0.0322036-0.00461218j -0.00431788-0.00387178j -0.00403658+0.0321236j 0.0231737-0.00209999j 0.0236114-0.0177024j 0.00270341+0.0214233j -0.0225647-0.0150161j 0.0100887-0.00549795j 0.00813324+0.0035525j 0.0048108+0.0220674j -0.0114016-0.0275326j -0.00294369-0.0281258j -0.0100405-0.00830212j -0.00558147+0.00579396j -0.0280822-0.0240963j 0.0147354+0.0175226j 0.00133606+0.0205416j 0.00282151+0.0281162j -0.0118311+0.000577425j 0.016595+0.0191161j 0.00837668+0.0100322j -0.0151448-0.00141923j 
-0.00194169-0.0153556j 0.0580799+0.00756131j -0.00134941-0.0184618j 0.0226555-0.0146753j 0.0286285+0.0665774j 0.104362-0.015219j 0.0378613+0.106776j 0.0436452+0.029106j -0.0833286-0.0207789j 0.0354601-1.07685e-05j -0.00967505+0.0237349j 0.0310622+0.0212778j 0.131034+0.0219987j -0.0183563-0.00581243j 0.058655+0.020948j -0.02839-0.0482218j 0.0342544-0.107276j 0.0406478-0.0324496j 0.010649-0.00945417j 0.00719905+0.0153641j -0.0117551-0.00915232j -0.0841938-0.0662747j 0.0509601-0.186887j -0.0703813-0.0402786j 0.0600857-0.126006j -0.0161811-0.0400895j -0.0117971-0.0471486j 0.0766422+0.0195088j 0.0555532+0.0260405j -0.0153125-0.0677883j -0.0444654-0.0356245j 0.0730578-0.0292362j -0.0635161+0.0477409j 0.00557377+0.0293798j 0.0158172+0.0164795j 0.0496836-0.0569327j 0.0198172-0.0114895j -0.00614056+0.033638j -0.0290192-0.0119811j -0.0130291-0.0299512j 0.0318107-0.00747094j 0.00339466+0.0183859j -0.0203092+0.0318522j -0.000111946-0.0149438j 0.00398054+0.0523182j -0.0168866+0.0182261j 0.00283562-0.000722112j 0.0157218-0.0154841j 0.0219624-0.00747397j 9.21426e-05-0.0255631j -0.0358169-0.0167912j 0.000789343+0.0207133j 0.00960369+0.00217229j -0.00249089-0.0242923j -0.00855472+0.00959271j -0.0285662+0.0131283j 0.0197757+0.00707155j -0.00981977+0.0133675j 0.00228672-0.0100432j -0.0221134-0.00855159j 0.0143991+0.0183087j -0.00695497+0.00544207j -0.00427155+0.00729152j 0.0295098-0.0112054j 0.0152631-0.0114181j -0.000994149-0.0104109j 0.0160702-0.00882226j 0.00839068-0.0044503j -0.00407451-0.0116814j 
0.0533043+0.0124808j -0.00436574+0.00628674j 0.0109269-0.0109816j -0.0225921+0.0239532j 0.0383356-0.00716693j -0.0119646-0.135773j 0.109269-0.00923995j -0.00203491-0.0352613j 0.0242248-0.0232485j -0.0109707+0.00737025j 0.0210754+0.012451j -0.117483-0.00770423j 0.0023009+0.0242783j -0.108989-0.0302583j 0.020173+0.0528673j 0.0498245+0.00937408j 0.014101+0.0162774j 0.0603678-0.0370725j -0.0397887+0.0313927j -0.0663262+0.127583j 0.0669564+0.0334427j -0.00430282+0.0410973j -0.0917927+0.0481063j 0.00994725+0.0964191j 0.0923125-0.115085j 0.0101287-0.0264065j 0.0271624+0.0943917j 0.0131805-0.0911422j -0.0691564-0.033462j 0.0425294-0.0739103j 0.0453602-0.0646297j -0.0432057+0.0504789j 0.00081473+0.0496393j 0.0190307+0.00218365j -0.0265288+0.0499181j 0.0881992+0.0179518j 0.0346265+0.0435012j -0.0700731-0.0352509j -0.0542077+0.0133334j 0.0156641-0.0505142j 0.00146925+0.0493575j -0.0270878+0.0111278j 0.0235941+0.0203328j -0.0468001+0.0378215j -0.0396598-0.0190613j -0.0247112-0.0277589j -0.00644437+0.0114057j 0.00696113-0.030073j 0.00525251-0.00950309j 0.00392064+0.00948466j -0.0086102+0.0286043j 0.0164827+0.0187591j -0.0100615-0.0191808j -0.00527118-0.0355052j 0.00403127+0.0248596j -0.00497208-0.00370993j -0.0257967+0.0133657j 0.0118121-0.00139235j 0.0274515-0.0103668j -0.0126448-0.0266426j -0.0162498-0.00658173j -0.00611433-0.0294705j -0.0351586+0.0117624j 0.00556003+0.0042046j -0.00669571+0.019308j 0.0103888+0.00105893j 0.0064637+0.0158522j 0.00488527+0.00809715j 0.00569149+0.000395697j 
