-3.56929e-14-0.24459j -1.55278e-14-0.387982j -1.10787e-16+0.0827392j -5.35248e-16+0.227489j -3.20966e-16+0.275724j -4.74347e-16-0.139029j 2.70991e-16-0.249311j -7.98372e-17-0.0253102j 1.39803e-16-0.120023j 8.20927e-17-0.0346182j -1.21822e-16-0.0262649j -5.30304e-17+0.00661206j -1.23149e-16+0.00579352j -4.89414e-18-0.0925493j 9.68445e-17+0.0149528j -2.0141e-16-0.0140148j 6.42002e-17-0.0394386j -5.24425e-16-0.037196j -2.69537e-16+0.0175459j 2.02449e-16-0.0355012j -9.1695e-17+0.013871j -1.13515e-15+0.033575j 1.60313e-16-0.0134878j 1.1714e-16+0.000149531j -1.07179e-16-0.022755j 6.51864e-17+0.0001156j 8.3457e-17+0.0132513j -6.26808e-16-0.0264405j -2.59936e-16-0.0333713j 4.33242e-16-0.0127183j -5.95285e-17+0.00349426j 5.20107e-16-0.0168556j 1.10868e-16+0.032477j -2.13364e-16+0.0208113j 7.15581e-15-0.0105773j 4.2931e-18-0.003306j -5.67191e-18+0.00486283j -6.05618e-16+0.0296118j 4.49698e-16-0.014729j -1.61045e-15+0.00774234j -2.21121e-15+0.00577668j 4.8948e-16-0.0034297j 3.63238e-16-0.0575417j -7.71672e-16+0.0269952j -3.53309e-15-0.0303225j -6.98657e-17-0.0252521j -2.32747e-16+0.00708299j -5.54746e-16+0.0309328j 1.9346e-16+0.0030075j -4.72918e-17+0.0273459j -1.51864e-16-0.0114685j -3.95847e-17-0.0111933j 3.48699e-17-0.0121496j 3.33223e-15-0.0284166j -5.40633e-17-0.00637258j 5.23571e-15-0.00747399j 2.70655e-17-0.0538054j -2.08393e-16-0.0648411j 3.01654e-16+0.0240213j 2.07807e-16+0.0453934j 2.61052e-17-0.0543656j -1.0596e-16+0.0362986j 7.92905e-18+0.0147714j -3.83669e-17-0.00336323j -1.6211e-16+0.0682948j -3.23143e-17+0.0856968j 2.35631e-17-0.037731j -2.30982e-17-0.0862069j 6.30169e-17-0.04032j -9.97127e-17+0.0825791j -3.94389e-15-0.0764268j 8.87314e-15+0.108234j 
4.14985e-15+0.0490689j 1.81204e-15+0.00707073j -1.83254e-15-0.0124586j 5.85564e-16+0.0171257j 8.84325e-16-0.127054j -1.01765e-15+0.045237j -1.94779e-16+0.0285559j -8.47521e-16-0.0280207j -2.00576e-16+0.188648j 1.37208e-15-0.180247j -5.36826e-17-0.0560744j -4.19126e-16+0.0745434j -1.73875e-16+0.108317j -1.04289e-16-0.00961716j 4.74606e-16+0.0266059j -1.07696e-15-0.0818503j 1.3063e-15-0.0148287j 3.59016e-16+0.0839135j 6.09222e-16-0.066745j -1.63415e-15-0.0357194j 1.92531e-16+0.138199j -3.90447e-15+0.119914j 5.02601e-16-0.0631949j -9.92925e-16-0.0591346j 4.68577e-16+0.147311j 1.9049e-15-0.0352128j -2.0232e-15+0.160467j 3.20293e-15+0.176247j 1.19129e-15+0.0239315j -2.59369e-15-0.0554737j -3.04017e-15+0.0498778j 1.22657e-15-0.0301161j 7.17761e-16+0.143287j -2.94435e-15-0.123466j -4.42176e-14+0.0630447j -2.31566e-16+0.0142598j -1.22083e-15+0.0522561j 1.2102e-15+0.0158554j 4.9371e-16-0.027768j 1.14362e-14-0.0217165j 1.85078e-14-0.0778313j -2.88348e-15+0.0445899j -4.49299e-16+0.163794j -3.20817e-15-0.0218953j -7.86692e-15-0.0478448j -4.78868e-16+0.00244366j 1.88628e-15-0.0816573j 3.61478e-15-0.00138575j 5.59163e-15+0.0593478j 2.58504e-15-0.077197j -2.93135e-16-0.101106j 2.68766e-15+0.137296j 1.56834e-16+0.0773796j -2.41628e-14+0.168992j 4.08342e-15-0.0865437j 1.44476e-14-0.020639j 1.82732e-15-0.0678805j 1.22324e-15-0.0541314j 3.60139e-16-0.0805839j 6.64116e-16-0.0646949j 1.75454e-15-0.144199j 7.11558e-16+0.00319671j 2.28142e-15-0.151556j -2.35781e-15-0.178148j -1.40008e-15-0.0505556j 9.1668e-16+0.00453579j -2.62693e-17+0.0637012j -1.67374e-15-0.0114588j 9.25646e-16-0.0336652j -3.0201e-16-0.0635327j -1.69914e-15+0.0402635j 1.88708e-15+0.0461973j 
-5.19483e-14-0.0111186j -1.13089e-14-0.00245552j 3.17062e-13+0.0697804j -1.1956e-13-0.026498j 5.7208e-14+0.0125279j 3.92672e-13+0.0860617j 9.87648e-14+0.0218986j -1.65274e-13-0.0361247j 8.51844e-14+0.0187676j -5.06222e-13-0.111418j -1.05152e-13-0.0231532j -6.38645e-14-0.0139506j 2.17665e-13+0.0479097j 1.20166e-13+0.0262117j -5.85623e-14-0.0128138j 4.2067e-13+0.0921276j -6.0795e-13-0.133405j 2.86177e-13+0.0623021j 3.1226e-13+0.0680845j 6.53632e-13+0.143729j -3.81954e-14-0.00806947j 2.6322e-13+0.0578821j 3.65585e-13+0.080231j -1.0265e-13-0.0224813j -9.77783e-14-0.0210989j 5.04882e-14+0.0107531j 5.86903e-13+0.129165j -1.33661e-13-0.0291591j 6.18776e-14+0.0133053j -1.18685e-13-0.0259281j 3.98927e-13+0.088577j 3.15767e-13+0.0685832j 3.57412e-13+0.0779927j 1.14761e-13+0.0252597j -4.59968e-13-0.118871j -2.54197e-13-0.0554239j -1.51923e-13-0.0331796j -9.65579e-13-0.212847j 4.19988e-13+0.0926067j -1.65861e-13-0.0352172j 2.34388e-13+0.0525362j 7.47829e-14+0.0160783j -4.94894e-13-0.108471j -2.59706e-13-0.0555265j -7.36992e-13-0.15638j -1.6005e-13-0.0340128j 8.28021e-13+0.18081j -1.99834e-12-0.438789j -9.29315e-13-0.198678j -5.01948e-13-0.109699j 1.07242e-12+0.234822j -1.04923e-12-0.230384j -1.28989e-12-0.282007j 1.68853e-12+0.379995j 7.6884e-13+0.169551j -1.56205e-13-0.0405678j -5.95233e-13-0.130607j 6.45998e-13+0.140564j -5.17006e-13-0.113106j -3.56376e-13-0.078179j -1.10938e-12-0.243525j -1.77113e-13-0.0387349j -4.36584e-13-0.0965087j 1.45983e-12+0.319418j 6.18122e-13+0.135747j -9.36269e-13-0.205145j 4.85022e-13+0.106469j 8.09705e-13+0.177139j -4.33699e-13-0.0954587j -2.82876e-13-0.0619915j 1.91974e-13+0.0414716j -3.74566e-13-0.0806584j 
2.16707e-15+0.000266062j 9.65742e-16+0.0578687j 4.14253e-17-0.0682043j -7.3217e-16+0.0940189j 1.89226e-16-0.189537j -2.44683e-16-0.0321993j 5.39892e-16-0.0589551j -7.52278e-17-0.092267j -8.6184e-17+0.0352752j -4.17426e-16-0.0656298j -4.94069e-16-0.0532162j -5.55152e-16+0.160014j 6.58137e-16+0.117499j -7.20022e-16+0.0320787j 8.45224e-16-0.0019227j -1.65249e-15-0.18928j -2.10615e-16-0.000317661j 5.85468e-16-0.0345459j -7.58955e-16-0.0921086j -1.28844e-15-0.0215662j -1.1719e-15-0.0635164j -2.29933e-15+0.123231j 1.27579e-15+0.0332187j -2.01558e-15-0.114317j 6.18862e-16+0.0223771j -1.54498e-15+0.153037j 1.67239e-15+0.0537379j 3.27484e-15+0.0835431j 3.14379e-15+0.178737j -1.51973e-15-0.0124252j 2.74519e-15-0.12676j -1.88092e-15-0.104104j -7.88774e-16+0.00594739j 8.63076e-17-0.0959593j 3.05126e-14-0.038566j -3.974e-15+0.160197j 1.99369e-15-0.0980605j 2.55172e-15-0.178464j -1.95922e-15+0.107542j -4.09171e-14+0.161676j -6.54081e-14+0.210002j 2.60664e-15-0.176784j -3.74017e-17+0.11104j 5.27458e-15-0.00608447j 2.57658e-14+0.1756j 4.6415e-17+0.209037j -1.58545e-15-0.00479416j 1.09479e-15-0.0526461j 1.73693e-14+0.157116j 7.3133e-16+0.197711j 1.85786e-16+0.110204j 1.00165e-15-0.133953j -7.39633e-16+0.0596082j -9.68376e-15+0.0769007j 5.85283e-15-0.114897j 1.86431e-14-0.024832j -6.85315e-16-0.178721j -2.00223e-16+0.0348826j -5.80176e-16+0.0155094j -1.64282e-16+0.183317j 1.70701e-15+0.104576j 1.66948e-15+0.120188j 5.01643e-16-0.0830602j -3.00773e-16-0.0181276j 2.72342e-16-0.0474857j 2.46353e-17-0.0604497j -7.14729e-16-0.0112012j -1.17258e-16+0.0183178j 5.06839e-16-0.0249613j 6.08837e-16-0.0198323j -4.13999e-17+0.0326472j -1.8371e-16+0.0063047j 
-1.84938e-15-0.0106951j -6.20836e-16-0.00724514j 9.82339e-15+0.114776j -1.10329e-14-0.130635j 4.56822e-15+0.0626044j 4.77669e-15+0.0448264j 1.45197e-14+0.16036j 4.63053e-15+0.0583944j 4.46949e-15+0.0505508j -6.73043e-15-0.0646205j -3.04154e-15-0.0288317j 7.18378e-15+0.0884647j 3.4651e-15+0.0286926j -8.65148e-15-0.0976622j -5.8184e-15-0.0692507j 6.49652e-16+0.00580903j -1.04791e-14-0.10871j 1.97754e-14+0.18634j -2.18975e-15-0.0304042j 4.04258e-15+0.0497269j -5.29809e-15-0.0498282j 3.04679e-15+0.0400647j 4.47614e-15+0.0402437j -2.29321e-15-0.00912058j -5.37139e-16-0.0155793j -1.65695e-15-0.0430998j -1.00611e-15-0.00539686j -2.01166e-15-0.022059j 4.90094e-15+0.0466299j 9.1965e-15+0.0897496j -7.09311e-15-0.125575j -1.39906e-14-0.150881j 8.70711e-15+0.0952855j 3.57801e-15+0.0457916j -8.6622e-14+0.138921j 5.9344e-16-0.0301714j -4.27232e-15-0.0423837j -4.05968e-15-0.0424917j -6.09604e-15-0.0616562j 2.65311e-14-0.0337964j 2.82566e-14-0.197429j 3.39289e-15+0.0906115j -5.8498e-16-0.0106034j 4.70247e-15+0.0559607j 2.43054e-15-0.00706623j -4.80534e-15-0.0699997j -2.86118e-16-0.0113915j -2.91036e-15-0.011607j 1.92675e-15+0.00104852j -1.3165e-14-0.164607j 6.62699e-15+0.0558191j 8.62941e-15+0.114504j -4.76013e-16-0.0262717j 2.38783e-15+0.000262131j -5.11659e-15-0.054489j -1.08232e-13+0.173017j -2.63201e-15-0.0328664j 1.37822e-15+0.0189704j -1.65071e-16-0.0278491j -6.40636e-16-0.0167438j 7.01147e-15+0.0709056j 8.12004e-15+0.085084j 2.74297e-15+0.0372776j 3.06985e-15+0.0270524j 5.82011e-15+0.0828112j 7.30992e-15+0.0880488j -9.56326e-15-0.104572j 9.85923e-15+0.0920371j 1.04667e-14+0.129757j 1.58092e-14+0.186834j 3.47396e-15+0.0258602j -1.08634e-16+0.00776312j 
1.70354e-15+0.00509574j 1.34552e-15+0.0318266j 6.65209e-16+0.000699482j 1.29224e-15+0.0816996j -2.74051e-15-0.126167j -1.91862e-15-0.0798926j -3.029e-15-0.165008j 1.53892e-15+0.038465j 1.02956e-15+0.0349629j 1.13203e-15+0.0544127j 4.19639e-15+0.173271j 1.9158e-15+0.166879j -1.7238e-15-0.133817j 4.15843e-15+0.170315j 2.58284e-15+0.0572534j -4.15357e-15-0.139025j 1.89479e-15+0.0810608j -7.14623e-16-0.0351475j 4.11784e-16-0.0040684j 1.13138e-15+0.0882618j -1.06916e-15-0.0614901j -1.18418e-15+0.064149j -1.6867e-15-0.100012j -1.69996e-15-0.0161141j 6.72898e-16+0.0091339j -7.00787e-16+0.0247075j -1.28467e-15-0.101939j 1.17639e-15+0.0332729j 7.42618e-16+0.0726218j -2.11634e-16+0.105287j 4.63884e-15-0.0889822j 1.47537e-15+0.225543j 6.99773e-16+0.00236527j -2.41184e-15-0.0928422j -9.95227e-14+0.141962j 2.34801e-15-0.129748j -1.46755e-15+0.0730612j 4.91809e-17+0.26777j 3.69645e-15-0.0203629j 2.0379e-14-0.0493323j 2.98688e-14-0.118847j 1.42185e-15+0.172461j -1.72492e-15-0.0125827j 1.26745e-15-0.0144917j 5.84613e-15+0.0390251j -9.14053e-16-0.00366484j 1.76442e-15+0.338127j -5.64684e-15-0.301162j -2.09899e-14-0.177344j -2.55172e-15-0.102292j -1.46234e-15-0.126011j -2.09071e-15+0.0431983j -1.97835e-16+0.0578383j 2.66187e-14-0.26781j -1.98125e-15+0.0398468j 8.47665e-14-0.124162j -2.87134e-15-0.132401j 5.10266e-15+0.225851j 3.25224e-15+0.178122j -5.35115e-16-0.0390667j -3.47911e-15-0.0418592j 2.47329e-15+0.0898291j -3.45096e-15-0.0946371j 3.01027e-15+0.0969525j 5.47386e-15+0.169693j -4.66777e-15-0.143251j 2.40739e-15+0.053896j -1.23492e-15-0.028379j -9.27653e-16+0.0207537j 1.05446e-16+0.0192845j -1.77017e-15-0.000957863j 4.24626e-15+0.0536141j 
-1.46213e-17+0.0233019j 3.46175e-16-0.0508342j -6.67905e-16+0.00773679j 5.87294e-16-0.0391597j -7.25752e-16+0.0846229j -3.29368e-16+0.0811514j -2.07252e-16+0.011164j -2.58297e-16-0.00165227j 8.32194e-16-0.00312319j 1.22438e-16-0.0187839j 5.73224e-17-0.0320248j 4.95712e-16-0.106911j 7.1225e-16+0.0230816j 5.1285e-16-0.0758323j 1.43427e-17+0.0232573j -6.73331e-16+0.00710354j 8.02402e-16+0.0206646j -2.2603e-15-0.0383656j -1.05371e-15-0.0528714j -1.42736e-15-0.00148215j 8.70788e-17+0.0403475j 8.5096e-16-0.0124332j 6.09123e-16+0.0254621j -1.80711e-16-0.0107191j -3.59512e-16-0.0275303j 2.73986e-15-0.0758745j -1.65053e-15+0.098865j 1.41452e-15+0.034053j 1.40315e-15+0.0125768j -1.26491e-15-0.0957674j -7.99827e-16+0.0231998j -7.55814e-16+0.00356462j -2.85781e-15-0.0986144j 7.69252e-17+0.0337205j 3.97085e-14-0.0568459j -1.42249e-15+0.0282992j 9.127e-16-0.0251533j 1.11854e-15-0.0271528j 3.27135e-16+0.124505j -1.20993e-14+0.0925125j -1.80008e-14+0.0405634j 3.72388e-16-0.0354207j 1.78757e-15-0.0858988j -4.24244e-15+0.0898321j -1.45346e-14-0.117147j -5.90292e-16+0.141821j -1.74131e-15+0.0891164j -9.1774e-16+0.0271429j -1.3602e-14-0.133407j 1.49398e-15-0.0164072j 1.25648e-15-0.0500274j 3.35195e-16+0.135159j -3.24351e-16-0.00255297j 1.46366e-14-0.11178j -1.83753e-14+0.393097j -1.05684e-13+0.146149j 5.0793e-16-0.353077j 2.97443e-15-0.0344141j -5.49358e-16-0.295065j 1.68858e-15-0.0582034j 1.5147e-16+0.0661768j 1.46079e-15-0.0336742j -5.66199e-16-0.0581543j -2.1769e-17-0.000642622j 1.03571e-15+0.146712j -1.42464e-15-0.06862j 7.36879e-16-0.101133j -1.86106e-15-0.161046j -6.53475e-16-0.0657963j -1.94791e-16+0.0200334j -3.84169e-15-0.0695576j 6.97219e-15+0.081334j 
2.18113e-15+0.0264063j -1.50904e-16-0.0183064j -7.026e-16-0.0515519j -9.73152e-17+0.0328378j 1.80092e-15+0.0528803j 2.57461e-15+0.0666959j -6.25615e-16-0.095655j -1.50111e-15-0.0202029j -2.50543e-15-0.141929j -1.65313e-15-0.0563868j -1.31367e-15+0.0311789j -8.93646e-16-0.0110036j -1.5835e-16-0.0397128j -2.87541e-15-0.0793127j 1.42413e-15+0.0657794j 1.50464e-15+0.0353944j -1.11052e-15-0.0319764j 4.60801e-15+0.087545j 2.9423e-15+0.0679948j 1.16219e-15+0.104277j -4.71922e-16-0.0319279j -6.30412e-16-0.00505352j 1.57184e-16-0.0290326j 2.71241e-15+0.079277j -2.86896e-16+0.00697364j 7.12424e-16-0.0283773j 2.11438e-15+0.0908111j -3.05694e-15-0.0608035j -1.82507e-15-0.0368835j -2.48373e-15-0.000512567j 2.81619e-15-0.0367661j 1.14482e-15+0.164597j 5.83119e-15+0.151688j -1.05623e-15+0.0236384j -3.55309e-14+0.0494064j 1.24252e-15-0.0148898j -3.33838e-16+0.0117641j -2.21723e-15+0.0731308j -1.93207e-15-0.120265j 2.53928e-15-0.047181j 5.14599e-15+0.0123363j 1.80104e-15+0.100418j -2.16333e-15-0.0628255j 8.1139e-15+0.122967j 3.34019e-14+0.18053j -4.15877e-15-0.288741j 7.70845e-17-0.169584j 1.3093e-15+0.0357601j -1.31338e-14-0.116243j -9.07481e-16-0.15655j 1.18999e-15-0.0537974j -2.12835e-15+0.107603j 5.37194e-16+0.106021j -2.46281e-14+0.266537j -4.98046e-15+0.107668j -3.05116e-14+0.0405726j 5.54163e-15+0.0264742j -2.01081e-15-0.133384j 5.1365e-15+0.117241j -2.51326e-15-0.102458j -2.95909e-15+0.0527374j -5.91976e-15-0.250209j 6.17265e-15+0.215673j -6.33044e-16-0.0159672j -6.76428e-15-0.254588j 3.88239e-15+0.197426j -5.57826e-16-0.0274453j 4.66644e-15+0.182724j 1.05406e-15+0.072023j -1.87337e-15-0.0605953j 2.03398e-15+0.0708285j -9.71584e-16+0.015885j 
-3.52161e-15-0.050057j -1.32932e-15+0.0157687j 8.13266e-17-0.0201812j -6.63529e-16+0.0533718j -1.22979e-16-0.031788j -6.66816e-16-0.0866614j 8.35848e-16-0.0594087j 1.09423e-16+0.0420589j 3.76395e-16-0.0303246j -1.9951e-16+0.0534302j 2.48148e-16+0.086103j -1.76283e-15+0.105797j -4.17678e-16+0.0320999j -6.15191e-17+0.0901108j -5.11999e-16-0.00669262j 4.74615e-16-0.0483347j -3.94244e-16+0.031278j -1.16098e-15-0.00110942j -1.08624e-15+0.0329847j -1.32043e-15+0.026577j 6.10996e-17-0.0227831j -5.57933e-15+0.114786j 9.30647e-16-0.0185785j -4.9792e-16+0.0303993j 1.28492e-16-0.00778085j -3.18385e-15+0.107352j 1.02938e-15-0.0442559j -2.78601e-16-0.0564466j -2.13987e-15-0.0228136j 1.18611e-16+0.090132j 2.64522e-15-0.00758262j -2.75821e-15+0.0743955j -7.19348e-16+0.0229414j 1.27815e-15-0.0812076j 2.68137e-14-0.0382754j 1.52367e-15-0.010551j -2.01174e-15+0.0543035j 9.47444e-16-0.000225466j 2.06668e-15+0.00220028j 1.4177e-14-0.127361j 1.92714e-14-0.00935239j -3.39447e-15+0.105628j 4.64986e-16-0.0454912j 1.00904e-15+0.0783453j 1.38711e-14+0.0871554j 5.67954e-15-0.243108j 4.57928e-15-0.0300837j -2.88768e-15+0.13003j -3.39728e-14-0.35341j 3.89883e-15-0.376864j 2.82419e-15-0.156615j -1.47277e-15+0.414219j 2.08261e-15+0.0940937j -1.53098e-14+0.137635j -2.12455e-14+0.457676j -1.31941e-13+0.18185j 1.51493e-15-0.331455j 1.0909e-15-0.165604j 3.38243e-15-0.296427j -1.31525e-16+0.205868j 1.52389e-16+0.247832j 4.29906e-15-0.112876j -8.67641e-16-0.0441607j 2.13677e-15-0.0563957j 2.2216e-15-0.0166679j -3.4013e-15+0.23261j -1.06333e-15+0.143495j -2.90049e-16-0.111036j -1.16979e-15+0.0987375j 3.17124e-16+0.0156551j -2.91542e-16-0.0735274j 3.98858e-16-0.0207897j 
2.78065e-16-0.0110161j 6.69514e-18+0.0586584j 2.42186e-16+0.0303238j 4.25486e-16-0.0278343j 3.88077e-16-0.0495108j -1.14384e-15-0.024702j -9.65449e-17+0.0177289j 5.00385e-16+0.0494881j 5.8335e-16-0.0157071j 1.53215e-15-0.0467561j 3.08035e-16+0.0575909j 1.03137e-15+0.0149358j 1.4015e-15-0.0434943j 1.6618e-15-0.0122961j -1.9025e-16-0.0761675j -1.69867e-17+0.0347197j 1.35883e-15-0.093823j -6.23585e-16-0.043543j 9.46441e-16-0.0888247j 3.25238e-16-0.0322083j 4.53838e-16-0.0252124j 5.20687e-15-0.0732338j -4.10546e-16+0.0430379j -6.0646e-16-0.00784816j -4.99474e-16+0.0358645j 1.97462e-15-0.00923364j -2.42702e-16-0.0321182j -1.01563e-15+0.0673231j 4.05955e-16-0.0424313j 9.92252e-16+0.0691977j -2.34062e-15+0.0299304j 6.66829e-16-0.064852j -2.29752e-15-0.020725j -8.44064e-16+0.071234j -6.30033e-14+0.0869814j 8.37451e-17+0.0202355j 1.36303e-15-0.0318313j -1.09749e-15+0.0134834j -9.27462e-16+0.09886j 4.65739e-15-0.000664929j 8.60449e-15-0.0467781j 4.39443e-16-0.101343j -7.8124e-16+0.0481978j 2.67298e-15-0.0667877j 4.51879e-15+0.0569309j -4.34283e-15+0.178204j -5.32874e-15+0.160001j 3.11829e-15-0.118855j 3.8927e-15+0.0747597j -3.2259e-15+0.00583745j 2.44937e-16+0.0105558j 2.67688e-15+0.107149j -2.88392e-15+0.193j -9.11265e-15+0.0602713j -1.53809e-15+0.125383j -1.97322e-14+0.0286479j 3.41792e-16-0.197608j 2.79051e-16-0.117981j -3.65457e-15+0.0800806j 3.32795e-15+0.0085334j 7.70642e-16+0.206135j -1.36319e-15+0.119838j 7.33777e-17-0.0639708j -2.66124e-15+0.190478j 9.51438e-16+0.0695087j 3.5003e-15-0.100818j 2.33898e-15-0.0545866j -3.56783e-15+0.0642788j 8.21228e-16+0.014873j 2.94404e-16+0.0923677j -1.22313e-16+0.0427069j -4.42441e-15-0.0563172j 
-6.77423e-15-0.071716j -1.71952e-15+0.0230942j 4.5911e-16+0.026829j -1.1198e-15-0.0329402j 1.8485e-16+0.0137907j -1.56494e-15-0.0550619j -4.22694e-16-0.0327189j 2.05024e-15+0.0872523j 3.85836e-16+0.0176421j -1.91177e-15-0.0655502j 2.13524e-15+0.0929881j 1.67915e-15+0.0788195j 2.00997e-15+0.0979305j 6.13297e-16+0.0309475j 1.3633e-15+0.0611294j -8.92061e-16-0.0171836j -3.28178e-16-0.00131476j 2.15101e-15+0.0492624j 2.14351e-15+0.0847459j 2.54158e-16+0.0257234j -3.08282e-15-0.102024j -3.40809e-16+0.0740931j 3.9375e-16+0.000915112j 1.07883e-15+0.0354886j -8.14147e-16-0.0367442j 3.04841e-16+0.0973103j 1.20532e-15-0.0354222j -1.23208e-15-0.0621277j -1.22613e-16+0.00650955j -1.48712e-15-0.0494598j 1.18695e-15-0.0224898j 1.23435e-15+0.0574182j 2.50772e-15+0.0338155j -1.9773e-15-0.0694495j 6.78083e-14-0.0979616j -1.06936e-15-0.00670899j 8.73896e-16-0.0395954j -4.09719e-16-0.0615039j -2.34243e-16-0.0165453j -2.47337e-14+0.106052j -3.91698e-14+0.141229j 2.685e-15+0.0189625j 5.57243e-16+0.0581928j 4.86531e-15+0.0815593j 1.45516e-14+0.0737796j -4.27124e-15-0.233457j 2.01634e-16+0.082455j 5.25908e-16+0.155255j -1.12531e-15+0.000112515j 2.61142e-15+0.167128j -3.52649e-16+0.0213802j -4.07192e-15-0.174659j -3.67118e-15-0.142693j 3.61158e-14-0.393545j 2.32508e-15-0.132007j 5.41218e-14-0.0786689j 2.72753e-15+0.205022j 6.61179e-15+0.305326j 3.82951e-15+0.195955j 3.6486e-15+0.198409j -3.28004e-15-0.0534511j -4.75478e-15-0.180146j 2.35598e-15+0.0644406j -2.15606e-15-0.116495j 4.71545e-15+0.124616j -7.19638e-16-0.015979j 3.18334e-15+0.118785j -4.88972e-15-0.19438j -2.4293e-15-0.0970268j 2.24415e-15+0.0841019j 9.05018e-16-0.0546354j -8.10261e-15-0.115832j 
-1.58195e-15-0.00714877j -1.99002e-15-0.0155388j 8.9921e-16+0.00688891j 3.47236e-15+0.0388402j 1.80898e-15+0.0210223j -2.30348e-15-0.0292914j -2.22744e-15-0.0244536j -4.44106e-15-0.0440041j 4.42703e-15+0.0520297j 2.2204e-15+0.0213088j 4.47152e-15+0.0522612j -1.66283e-15-0.0159157j -2.8532e-15-0.0230889j 1.40996e-15+0.0200302j -1.65118e-15-0.0143978j 3.16373e-15+0.0311504j -3.34184e-15-0.0313375j 4.49197e-15+0.0475588j 1.3834e-15+0.0166302j 4.43873e-16+0.00254415j 1.51728e-15+0.00887043j -2.69219e-15-0.0319554j 1.69637e-15+0.016105j 5.71328e-16+0.00678686j 9.83753e-17+0.00171542j 1.11306e-15+0.0310424j -4.19854e-15-0.0559919j 1.36019e-15+0.00843249j 6.08663e-16+0.0144675j 2.22344e-15+0.00923747j 3.16531e-15+0.0534449j 8.7962e-17+0.0126491j -6.66776e-15-0.0588199j 3.13318e-15+0.0150159j 1.9019e-14-0.0303306j -6.59137e-15-0.0714268j -5.31231e-15-0.0740631j -5.69941e-16+0.00061911j 5.47255e-15+0.0570835j -1.14187e-14+0.0628006j -1.86278e-14+0.0879346j 5.08358e-16-0.00422162j 4.37096e-15+0.0443766j -1.00674e-14-0.0784851j -2.48076e-14-0.0904295j 7.97373e-15+0.0730078j 6.11664e-15+0.0981584j -4.679e-15-0.0452131j 1.61063e-14+0.076306j 4.95601e-15+0.0551296j -5.09996e-15-0.0690894j -3.21176e-15-0.0277288j 7.11297e-15+0.0879371j 2.12628e-15-0.0135415j -4.59726e-15-0.109952j -7.47736e-14+0.118763j -3.35318e-15-0.046303j -1.55552e-14-0.151217j -8.69928e-17-0.014027j 1.37115e-15+0.0372728j 3.11382e-14+0.344507j -2.87343e-15-0.0567262j -1.88933e-14-0.213562j -2.28355e-15-0.0436149j -2.25744e-14-0.253293j 7.17605e-15+0.0898605j -1.10941e-14-0.122364j 7.7429e-15+0.0689145j 1.06063e-14+0.11994j 1.40267e-15+0.0205944j 6.71361e-15+0.0581332j -3.44554e-15-0.0108489j 
1.1925e-15+0.0134375j -8.27616e-16-0.0223052j -6.74297e-20+0.00558958j 1.9642e-15+0.0462793j 7.40349e-16+0.0166876j 4.7524e-16+0.00637856j -2.9385e-16-0.0073511j 7.58452e-16+0.029646j -2.63188e-15-0.0567576j -8.71236e-16-0.0106381j 2.71358e-15+0.0520421j -1.24098e-15-0.033617j 1.21776e-15+0.0307331j 1.59161e-17+0.007324j -2.52749e-15-0.0279544j 2.47424e-15+0.0272167j 9.45413e-16+0.0298195j -6.28614e-15-0.0905202j -3.97958e-15-0.0623455j -9.21774e-16-0.0102862j 1.78326e-15+0.0153863j -2.05454e-15-0.0967068j 4.22012e-15+0.0743679j 8.73593e-16+0.00895453j 2.83272e-16+0.00550161j 4.46051e-16-0.00504098j 2.73914e-15+0.0530013j 1.48815e-15+0.0203287j -3.16722e-15-0.045113j 4.67004e-15+0.0759708j 8.17224e-16+0.0792676j -3.05687e-15-0.0583963j -7.17138e-15-0.0988524j 2.00654e-15+0.00374013j -3.50674e-14+0.0546622j -1.23829e-15-0.044836j -6.32601e-16+0.00422399j 2.82595e-17-0.0158187j 1.80431e-15+0.0247232j -4.6258e-15+0.00452903j -6.49256e-15+0.0303647j -7.4128e-15-0.117055j 6.74386e-15+0.111117j -1.01677e-14-0.0554027j -4.27328e-14-0.206566j 4.14859e-15+0.0859346j -6.68804e-16+0.00320709j 4.40405e-15+0.113795j 7.07933e-15+0.0450479j 8.91068e-15+0.172608j 9.69027e-15+0.197266j -6.44662e-15-0.151026j -1.1623e-14-0.237514j 9.83689e-15-0.140652j 3.6011e-15+0.247364j 2.61382e-13-0.398155j 2.63524e-14+0.539301j -4.49815e-15-0.0683508j 1.31318e-14+0.265751j -8.63535e-15-0.163265j -1.19108e-14-0.22825j -2.05344e-14-0.319798j 1.33373e-14+0.227176j -1.23539e-15-0.0326299j -1.82596e-15-0.026174j 1.62083e-14+0.299109j 4.3432e-15+0.0820677j 4.49325e-15+0.0703617j 1.2711e-14+0.256962j 5.65309e-16+0.0275876j -6.7687e-15-0.0698918j 1.3287e-14+0.0977195j 
