-3.56929e-14-0.24459j -1.55278e-14-0.387982j -1.10787e-16+0.0827392j -5.35248e-16+0.227489j -3.20966e-16+0.275724j -4.74347e-16-0.139029j 2.70991e-16-0.249311j -7.98372e-17-0.0253102j 1.39803e-16-0.120023j 8.20927e-17-0.0346182j -1.21822e-16-0.0262649j -5.30304e-17+0.00661206j -1.23149e-16+0.00579352j -4.89414e-18-0.0925493j 9.68445e-17+0.0149528j -2.0141e-16-0.0140148j 6.42002e-17-0.0394386j -5.24425e-16-0.037196j -2.69537e-16+0.0175459j 2.02449e-16-0.0355012j -9.1695e-17+0.013871j -1.13515e-15+0.033575j 1.60313e-16-0.0134878j 1.1714e-16+0.000149531j -1.07179e-16-0.022755j 6.51864e-17+0.0001156j 8.3457e-17+0.0132513j -6.26808e-16-0.0264405j -2.59936e-16-0.0333713j 4.33242e-16-0.0127183j -5.95285e-17+0.00349426j 5.20107e-16-0.0168556j 1.10868e-16+0.032477j -2.13364e-16+0.0208113j 7.15581e-15-0.0105773j 4.2931e-18-0.003306j -5.67191e-18+0.00486283j -6.05618e-16+0.0296118j 4.49698e-16-0.014729j -1.61045e-15+0.00774234j -2.21121e-15+0.00577668j 4.8948e-16-0.0034297j 3.63238e-16-0.0575417j -7.71672e-16+0.0269952j -3.53309e-15-0.0303225j -6.98657e-17-0.0252521j -2.32747e-16+0.00708299j -5.54746e-16+0.0309328j 1.9346e-16+0.0030075j -4.72918e-17+0.0273459j -1.51864e-16-0.0114685j -3.95847e-17-0.0111933j 3.48699e-17-0.0121496j 3.33223e-15-0.0284166j -5.40633e-17-0.00637258j 5.23571e-15-0.00747399j 2.70655e-17-0.0538054j -2.08393e-16-0.0648411j 3.01654e-16+0.0240213j 2.07807e-16+0.0453934j 2.61052e-17-0.0543656j -1.0596e-16+0.0362986j 7.92905e-18+0.0147714j -3.83669e-17-0.00336323j -1.6211e-16+0.0682948j -3.23143e-17+0.0856968j 2.35631e-17-0.037731j -2.30982e-17-0.0862069j 6.30169e-17-0.04032j -9.97127e-17+0.0825791j -3.94389e-15-0.0764268j 8.87314e-15+0.108234j 
-1.59257e-14-0.11181j -6.0311e-15-0.165447j -8.97145e-16+0.123123j 4.64736e-16+0.0304643j -8.23344e-16+0.0579306j -3.09175e-16-0.0310627j 5.86162e-16-0.112828j 8.28369e-16-0.183784j 9.68073e-16-0.23167j 2.02587e-15-0.153506j 6.20719e-16-0.173033j 4.67092e-16-0.034372j 9.31011e-16+0.0185196j -1.46875e-16-0.037683j 2.44549e-15+0.0833468j -1.86007e-15-0.520656j 1.35737e-15-0.122472j -6.10322e-16-0.272483j -1.53932e-15+0.0176893j -3.61463e-15+0.0647884j -4.04515e-16+0.0656682j -8.37193e-15+0.209853j 2.45534e-15-0.0851535j -3.27693e-16+0.0221723j 3.78996e-16+0.0599397j 4.55221e-15-0.0663725j -3.25778e-15+0.124377j 3.7021e-15+0.192696j 6.5004e-16+0.255631j -7.17229e-17+0.239821j 1.28207e-14-0.303583j -4.35418e-15-0.129784j -4.56223e-15-0.0496446j -5.79956e-16+0.0304615j -1.69564e-13+0.243024j -1.5877e-15+0.0831187j 5.19609e-15-0.262588j -1.99001e-16-0.0110777j -8.37118e-18+0.0273714j -3.99151e-14+0.213471j -6.28686e-14+0.181475j 2.16337e-15+0.120652j -1.28754e-15+0.0622423j -7.31011e-16+0.0776756j -7.0177e-15-0.0644319j 1.80616e-15-0.117122j 2.07272e-15-0.0509637j -1.66926e-15+0.07626j 2.08714e-15+0.0236075j -1.22818e-16+0.0474178j -6.45821e-16+0.0127659j 5.73629e-17-0.00491018j 2.96026e-16-0.0767307j -5.18899e-15+0.0477766j -6.60912e-16+0.0210742j 3.66973e-14-0.0519124j 3.78971e-16-0.0583114j -3.35838e-16-0.0139178j 4.29897e-17+0.0400925j -3.91426e-16-0.0105492j 4.64575e-16-0.0951098j -6.459e-16+0.0801427j -3.01914e-16+0.0979563j 6.6841e-17+0.00875357j 4.00731e-17+0.0587484j -3.70663e-17-0.00583598j 4.11718e-18+0.0663528j 1.91556e-16-0.0224489j 3.36568e-16-0.0320907j 1.34457e-16-0.00194509j -7.12152e-16-0.0543574j 1.89448e-15+0.00879242j 
-1.10918e-14-0.175814j -6.57916e-15+0.0712021j 2.01866e-15-0.127234j -9.83077e-16+0.0807817j 4.67663e-16-0.0769482j 5.70646e-16-0.145184j -5.32609e-16+0.0348116j 5.77192e-16-0.0469775j 2.57798e-16-0.0314632j -4.04832e-15+0.394395j 6.30858e-16-0.177025j -1.1264e-15+0.0925465j 4.1186e-16+0.016206j -1.41666e-16+0.0122234j -7.03566e-16+0.191041j -2.1223e-15-0.00576483j -3.41157e-15+0.343807j 4.81235e-16+0.19382j 4.41504e-16-0.182682j 3.16715e-15-0.268231j -2.49005e-16+0.0728381j -5.83033e-15+0.251124j -7.91371e-16+0.303932j -1.22462e-16+0.0321775j -9.11091e-17+0.0527699j -4.35274e-15+0.164378j 1.57094e-15+0.0809756j -9.5426e-16-0.232378j -8.82394e-16-0.0659143j 3.89768e-15+0.0489479j 8.95273e-15-0.13856j -4.98935e-15+0.0689668j -1.72709e-15-0.218816j 2.33231e-15+0.0915251j 2.66699e-14-0.0341346j -2.79079e-15+0.0624242j -1.5912e-15-0.0106992j 4.9523e-15-0.175258j -2.29067e-15-0.0134614j -5.75369e-15+0.0539162j -8.24646e-15-0.00476747j 2.2207e-15-0.180231j 7.35127e-16-0.0181314j 8.04209e-16+0.184895j 1.49812e-14+0.0714939j -1.04449e-15+0.079502j 4.13394e-15-0.0957248j 3.08105e-15-0.097497j -4.89794e-16-0.0125632j -1.62245e-16+0.0302705j -1.01842e-15-0.00242391j 1.28609e-15-0.152119j 1.10575e-15-0.0860372j -1.00108e-14+0.0787262j 2.40528e-15-0.0374934j 7.84059e-15-0.010745j 4.5492e-16-0.0368346j -8.93308e-16+0.00765794j 4.40212e-16-0.0155942j -5.5367e-16+0.0184656j 7.43708e-16-0.0618864j -1.27642e-15+0.050246j -2.63532e-16+0.0157163j 2.51508e-16-0.0248482j -6.80822e-18+0.0209231j 5.02667e-16-0.0149264j -2.04465e-16+0.0267663j 1.0657e-16-0.013613j -4.23424e-16+0.0280933j -4.22304e-16+0.0357309j -6.75387e-16-0.0296511j 1.33072e-15+0.0133843j 
2.16199e-15+0.0268728j 1.29683e-15+0.00332556j 9.90306e-16-0.237744j -8.07056e-16+0.169151j -8.14274e-16+0.080705j -8.33423e-16-0.166202j -7.15534e-16+0.0211844j 5.30207e-16+0.108591j -5.30547e-17-0.0603913j -7.90087e-16-0.000628646j 2.62592e-16+0.0746767j 1.82697e-15-0.143656j -8.72519e-16+0.025566j 5.24096e-16+0.149626j -1.02007e-15-0.100359j 6.27111e-16+0.0430836j 5.26404e-16-0.129326j 4.66644e-15+0.0763963j 2.41899e-15+0.213163j 3.46783e-16+0.107983j -1.18039e-15-0.246732j 3.47095e-15-0.0464642j -9.69847e-16-0.0143854j -3.16144e-15-0.185936j 1.82141e-15-0.00222048j -2.81764e-15+0.168427j 2.14423e-15+0.146764j -4.94366e-16-0.0219906j -3.81353e-16-0.0312215j 1.90964e-15+0.0611925j 8.77808e-16-0.0633204j 8.83068e-16-0.218879j -2.86444e-15-0.0328172j 3.40563e-15-0.0124225j -9.38549e-14+0.12966j 4.88854e-15-0.253825j -3.56866e-15+0.0031739j 2.53945e-15-0.166744j -1.17714e-15-0.173494j 1.6914e-14-0.112905j 2.77853e-14-0.072334j -1.54952e-15-0.0472969j -8.79961e-16-0.0734928j -1.86113e-15+0.226498j -8.68631e-15-0.104318j -2.4556e-16+0.0582608j 2.10473e-15-0.0526109j -6.41484e-16-0.0136395j -2.49797e-15-0.0163446j 2.1141e-16-0.27172j -7.74115e-17+0.120751j -3.72082e-16-0.158705j 1.11628e-15-0.0592698j -1.14014e-14+0.0888776j -1.93772e-17+0.00300393j -8.68857e-14+0.123241j 7.6994e-16-0.0446107j -3.14111e-16+0.110522j -5.02751e-16+0.000356137j -4.25268e-16-0.0567634j 4.38181e-16-0.0703119j -9.1292e-16+0.116139j -5.03565e-16-0.0105167j -4.62673e-16+0.0494699j -5.61217e-16+0.0100248j 6.35895e-16-0.0645355j -3.83547e-16+0.00883487j -3.01438e-16-0.0167319j 3.3135e-16-0.0372405j 1.35124e-16-0.0777382j -6.6695e-16-0.0126995j 6.48121e-16+0.00832401j 
-6.89502e-15-0.0761203j -3.5626e-15-0.0209368j -9.1284e-16-0.0496903j -4.73098e-16+0.138237j 1.39892e-15-0.069288j 1.21588e-16-0.154056j 1.50777e-15-0.0373255j -9.34882e-16+0.0334266j 1.9373e-16-0.0930611j 1.5101e-15+0.201785j -1.47229e-16-0.306321j -7.39075e-16+0.00696689j 1.77678e-15-0.0209603j -1.28294e-15+0.170448j 6.74816e-16+0.344411j -1.44516e-15+0.0531653j -2.07447e-16-0.0594718j -3.25173e-15-0.0103847j -3.82238e-15-0.0257649j 4.25494e-15-0.332162j 2.04306e-15+0.0532389j -4.58766e-15+0.0921007j 2.62932e-17-0.0427329j 5.74716e-15+0.44172j -2.06706e-15-0.0381202j 1.8598e-15-0.118778j -1.24966e-17-0.352358j -2.19296e-15-0.0673397j 3.8112e-16-0.109396j 6.00913e-15+0.270171j -7.69312e-15+0.114379j 3.29409e-15-0.282901j 1.38417e-15-0.0717038j -2.85128e-15+0.0437289j -8.87049e-14+0.123608j 7.19337e-15-0.0750102j -1.51374e-16-0.0393004j -6.41632e-16-0.023962j -8.72609e-17-0.0123963j 4.19761e-14-0.208112j 6.30168e-14-0.157676j -4.86595e-15+0.109106j 2.35434e-15+0.0815782j -2.63205e-15-0.0908966j -1.04758e-14-0.0396687j -8.24125e-16-0.0226186j -5.77068e-15+0.17011j -4.37391e-15+0.219629j -2.15419e-15+0.00191335j -1.31438e-16-0.185505j 1.3224e-15+0.0572651j 1.17331e-15+0.0261934j -2.19074e-15+0.0628969j 4.50698e-16-0.000876147j 1.63855e-15-0.0432182j -4.48389e-14+0.0619774j -1.3827e-15+0.0775794j 1.80773e-15-0.0759358j 5.25515e-16+0.042735j 1.45915e-15+0.048597j -1.27345e-15+0.0714159j 2.38043e-15-0.0838877j 7.80221e-16-0.050393j 8.61965e-16+0.0446719j 1.05994e-15+0.0566025j -1.17064e-15+0.0399987j 6.17786e-16-0.0045792j 5.04531e-16-0.0115618j -1.46713e-16-0.0417694j 2.00915e-16-0.0269074j 3.87512e-16-0.00324519j 7.71495e-16+0.00062463j 
2.21627e-15+0.0301477j 1.35697e-15+0.018578j 5.86583e-16-0.0609777j 4.89476e-16-0.0181293j -8.89031e-16+0.0531026j -1.42325e-15+0.00703969j -5.62022e-16+0.122684j 3.71021e-16-0.0225105j -1.03646e-15-0.0196277j 1.77852e-15+0.150948j -3.20051e-15-0.0527616j 4.36264e-16-0.00554443j -1.99572e-16+0.126897j 1.19002e-15+0.0138087j 3.66013e-15+0.0984893j 1.0523e-15+0.065046j -3.62161e-16-0.0242134j -4.79492e-15-0.182476j -1.98571e-15-0.082533j -3.53412e-15+0.0312026j 3.35832e-15+0.174455j 4.40008e-15-0.149977j -8.68596e-16+0.175769j 8.2318e-15+0.135996j -2.1888e-15-0.0927904j -7.45786e-15+0.186309j -8.36456e-16-0.122136j 4.95833e-15+0.185014j 1.66622e-15+0.260661j -4.39081e-15+0.00814092j -5.04841e-15+0.0976364j 1.01158e-16-0.016061j 5.69838e-15+0.331757j -5.32258e-15-0.448124j -5.19133e-14+0.0807506j -1.98478e-15+0.167359j -1.29225e-15+0.0766379j 2.86053e-16+0.0446803j 1.64562e-15+0.0428309j -4.51138e-14+0.319251j -7.15896e-14+0.14515j 5.92229e-15-0.00804153j 1.47846e-15+0.239598j -6.15798e-15-0.163917j -2.30147e-14-0.117321j -9.40256e-16-0.0222877j 2.59728e-15-0.0376895j 3.46898e-15+0.03051j -1.51167e-14-0.141557j -1.65942e-15-0.0656974j 1.95752e-16+0.0268568j 2.33965e-15+0.1457j 1.53546e-15-0.0798812j -5.2532e-15+0.0372441j 1.17032e-15-0.0187415j 5.4943e-14-0.0775569j 7.46507e-16-0.0413099j -1.69145e-15+0.0881118j -1.13291e-16-0.0336241j 1.73727e-16+0.115523j 1.49451e-15-0.0562232j -5.55958e-16+0.146476j -1.20409e-16+0.0932439j 7.65737e-16+0.106003j 4.82123e-16+0.090525j 4.66657e-16-0.0823485j 1.57841e-16+0.0420386j 1.24479e-16+0.0704676j -7.20842e-17-0.0466108j 9.64159e-17+0.00350908j 7.26417e-17+0.0582243j -3.01425e-16+0.0253613j 
-5.91393e-15-0.00476109j -1.20578e-15-0.13519j 6.5263e-16-0.0668266j -3.00483e-16+0.062418j -2.46408e-15+0.192654j -1.14143e-15-0.0723263j -8.5852e-16-0.0241835j -3.11269e-16+0.113725j -4.38032e-16-0.111049j -7.19027e-17-0.127475j -4.72051e-16-0.136252j 1.6546e-15-0.0277735j -8.24138e-16-0.103316j 1.16636e-15-0.0668945j -4.81305e-16+0.0764283j 7.08005e-16+0.107584j 4.05901e-16-0.00626828j -2.61823e-15-0.354775j -5.24987e-16-0.204162j 1.0118e-16-0.0601479j -7.92461e-17-0.243552j -1.67655e-15+0.0246167j 2.80168e-16-0.129862j 1.47779e-15-0.12123j -1.90414e-15+0.00348649j -7.64467e-16-0.195544j -2.0231e-15-0.0382852j -1.79909e-15-0.201288j -3.46377e-15+0.0734856j -3.80948e-15+0.0555134j 2.59528e-14-0.415016j -1.07321e-14+0.540062j 6.00911e-15+0.378543j -4.36407e-15-0.17149j 1.62955e-13-0.226659j -1.14099e-14+0.260419j 4.78613e-15-0.0785198j 3.8556e-15-0.0526878j -2.72716e-15+0.0814573j -2.64278e-14-0.0806078j -4.49564e-14+0.264936j 2.42951e-15+0.191869j -2.57314e-15-0.135228j -4.881e-16+0.0187866j -7.77265e-15-0.0676091j -2.74061e-15-0.0862528j -3.61127e-15+0.157798j 8.34746e-16-0.145222j -5.37689e-15-0.0408475j -3.02925e-16-0.058763j -3.61243e-16-0.0352254j 7.54045e-17-0.0122365j 9.3154e-16-0.0060605j 2.64523e-15-0.0232685j -1.30979e-15+0.0116848j -5.95269e-14+0.0847387j 8.10761e-16-0.0482758j -7.18967e-16+0.147435j -1.74317e-15+0.0458082j -3.99188e-16+0.0496826j 5.83248e-16-0.0153584j -1.67782e-16+0.0555162j 7.64579e-16-0.127031j 2.65776e-16-0.0319597j -4.30004e-16-0.0092878j 6.99312e-17-0.0093878j -8.11713e-16+0.0361077j 1.30683e-16-0.0194209j 3.03964e-16-0.0300932j 5.19711e-17-0.0124001j -1.14488e-15+0.0161775j 2.15386e-15+0.0463596j 
-1.75756e-16-0.0100817j -1.35845e-15+0.0542937j -2.45571e-15+0.0463005j 1.77529e-15-0.0281731j 4.4398e-15-0.160678j -1.09275e-15-0.116239j 1.266e-15-0.0926768j 1.30705e-15+0.0334601j -1.1771e-15-0.0769411j -8.96651e-17-0.156231j -2.31003e-15-0.00900756j -4.78746e-15+0.250682j 1.40016e-15-0.131581j -3.16405e-15+0.126352j -4.53851e-16-0.0624729j 1.30314e-16+0.0729329j -4.47267e-16+0.0736967j -1.12152e-15+0.171285j -3.98337e-15+0.168038j 3.41815e-15+0.0442265j -1.54657e-15-0.166132j 6.25368e-15-0.110206j -2.75916e-15+0.0782474j 8.67562e-16+0.140101j -3.83062e-15+0.0472795j 9.7019e-15-0.347498j -3.77115e-15+0.128822j 9.10716e-20-0.034306j 6.3113e-15-0.104481j -9.56874e-16-0.0820671j 7.56225e-15-0.143324j 4.92783e-15-0.0822913j 1.56649e-15+0.0345227j -9.31507e-15+0.202173j -8.91585e-14+0.123612j -2.80319e-15-0.0111373j 2.4431e-15-0.0469773j 1.64852e-16+0.113793j -2.13652e-15-0.0275102j 1.32132e-14+0.0270679j 2.09767e-14-0.121972j -3.47466e-15+0.0256504j 3.27987e-15-0.299113j 6.01023e-16-0.0169484j -7.10703e-15-0.0465293j 1.1781e-15-0.231259j 8.95905e-15-0.156385j 1.35208e-15-0.153333j -1.24754e-14-0.15463j -5.66078e-16-0.0490267j -8.32467e-16-0.05716j -6.58293e-17+0.0566983j 6.57341e-17+0.0959466j -6.0217e-15+0.0230007j 6.49683e-15-0.0825655j -5.44284e-14+0.076009j -2.2595e-15+0.0236155j 6.16616e-16+0.0720341j 3.18915e-15-0.191813j -2.17295e-15+0.0229643j 6.88196e-16-0.0199757j 1.03193e-15+0.0716637j -2.75507e-16+0.057361j -3.71074e-16+0.0315321j -1.20827e-16-0.0532588j -4.82252e-17-0.0190891j 1.25954e-15-0.0599902j -7.44007e-16+0.0482855j 1.36515e-17-0.00512731j -6.44594e-16+0.00679772j -1.32326e-15+0.0261363j 2.98086e-16+0.0334232j 
7.30809e-15+0.104615j 2.0955e-15+0.060422j -1.84599e-15+0.0523907j 7.09375e-15-0.169092j 3.3096e-15-0.0575783j -2.85096e-15+0.123352j -2.39433e-15+0.0652688j 5.02378e-15-0.140468j -4.68315e-15+0.151704j -1.48313e-15+0.0872055j -5.4081e-15+0.145609j -9.03769e-15+0.160642j -2.57836e-17+0.00387955j -3.94471e-16-0.00963143j 1.82294e-15-0.00776396j 1.55048e-15-0.0936776j -2.41194e-15+0.0305051j -3.23755e-15+0.0215036j -6.24214e-15+0.125955j 4.46583e-15-0.0788697j -2.5335e-15+0.155626j 2.34921e-14-0.331201j 1.71224e-15-0.18147j 2.85582e-15-0.163628j -9.90672e-15+0.25297j -5.98196e-15+0.14241j 5.68335e-15-0.157354j -1.87033e-15-0.0264468j 1.15019e-14-0.338301j 3.05048e-17+0.18002j 1.72042e-14-0.141502j -9.26979e-15+0.113434j -6.80389e-15+0.158948j -8.25706e-15+0.096897j 4.52431e-14-0.062814j -1.15284e-14+0.134776j 7.2092e-15-0.100592j 1.52922e-14-0.298888j -8.03356e-15+0.0820964j -2.46916e-14-0.134j -5.57547e-14+0.32349j -5.39246e-15+0.200104j 7.32874e-16+0.0523796j -4.88404e-16-0.0180184j -1.00265e-14-0.0882864j -4.85823e-15+0.141909j -6.34483e-15+0.0911682j -4.55764e-15+0.163401j -5.34423e-15-0.102715j 1.69501e-15-0.00389963j -1.98525e-15+0.0731578j -3.49859e-16-0.0243063j 1.5063e-15-0.0762575j -2.282e-14+0.136566j 1.20762e-14-0.13375j -3.28997e-14+0.0433092j -2.70589e-16+0.0134875j -3.07607e-15+0.0617006j 2.31558e-15-0.0279811j -4.47207e-15+0.11502j 2.66364e-15-0.0736795j 8.58303e-16-0.0761586j 9.07299e-16-0.0440307j -1.26358e-15+0.0311452j -2.86479e-15+0.0910192j -8.77025e-17+0.0160322j 2.14193e-15-0.0494246j -1.67918e-15+0.026773j 5.90928e-16-0.00747749j -1.88739e-15+0.0546957j -3.33094e-15+0.0290282j 7.76084e-16+0.0766515j 
-5.37972e-15-0.101425j 2.74613e-16+0.115272j -1.26933e-15-0.0510557j 3.1389e-16-0.0359293j -2.45247e-15-0.0996931j -2.06802e-15-0.0684343j 5.36293e-16+0.036544j -1.97096e-16-0.0886577j -4.44628e-16+0.0173004j 1.67949e-15+0.123807j 3.40033e-16-0.0205409j 1.07897e-15+0.185963j 2.31083e-15+0.133873j 5.91157e-16-0.0842928j 1.1566e-15-0.0616158j -4.49034e-15-0.282498j 2.55555e-15+0.154115j 1.58608e-15+0.00400153j 2.12377e-15-0.0588287j 1.91178e-15+0.256316j 5.9974e-16+0.0316058j 1.67906e-15-0.329393j -4.733e-15-0.312622j 3.04148e-15+0.0493917j 3.55897e-16-0.0246589j -3.36345e-15-0.0499786j -1.11369e-15-0.0926355j 2.19262e-15+0.120398j -1.52505e-15-0.0492207j -3.67896e-15+0.0741695j 2.57197e-16-0.0393002j 6.21941e-15+0.345707j 9.81329e-15+0.273771j -2.08727e-15-0.265756j -1.64108e-13+0.229822j 8.75293e-15-0.511114j -4.0401e-15-0.0794863j -1.15248e-15+0.130397j 3.12216e-15-0.203122j 1.75873e-14+0.0348487j 2.27564e-14-0.142268j 8.83453e-16+0.0163243j -2.98609e-15-0.0317057j -2.37212e-15+0.151922j -1.69801e-14-0.139297j -2.92565e-15-0.271464j 2.0199e-15+0.116067j -3.5253e-15-0.129638j -1.48924e-14-0.109757j -2.22565e-15-0.0479498j -1.91546e-15-0.154055j 2.48594e-16+0.0919538j 1.20164e-15+0.0529284j 5.18264e-16-0.00277469j 1.42362e-15-0.0666707j -7.639e-14+0.110329j -3.96045e-16-0.0736181j 1.20758e-15+0.0711852j -4.1336e-16+0.0474284j -1.57847e-16-0.0619371j 6.56447e-16+0.0514077j -2.62334e-18-0.0659659j 3.02698e-16-0.0139842j 1.85035e-16+0.0123772j -7.3237e-16+0.017852j -5.64172e-16-0.0331806j -5.87155e-16-0.0439347j 3.79381e-16+0.00288047j 3.37367e-16+0.0331332j -9.07749e-17+0.0303078j 4.95114e-16-0.0135051j -7.53847e-16-0.0155558j 
3.53602e-15-4.74579e-05j 5.79515e-14+0.123032j -4.31923e-14-0.0956143j 3.99036e-14+0.0875978j -3.12919e-14-0.0688368j 5.11139e-15+0.0119287j 2.51242e-14+0.0556531j 2.1088e-14+0.0466023j 2.69115e-15+0.00647401j 9.31066e-14+0.204474j 6.40616e-14+0.142282j -5.60293e-14-0.124996j 8.90951e-14+0.193579j 3.83598e-14+0.0859991j -5.1981e-15-0.0117502j -2.58338e-14-0.050839j 3.21522e-14+0.0692902j 6.95912e-14+0.146111j 7.12783e-14+0.15453j 7.70872e-14+0.166247j 5.63933e-14+0.125103j -1.2486e-14-0.0271253j 3.8283e-14+0.0878556j 6.69263e-15+0.0146896j 1.10577e-14+0.0276562j 1.09699e-14+0.0264677j -5.88571e-14-0.129538j 2.50806e-14+0.0543346j -4.34258e-14-0.0950568j 4.11e-14+0.0921405j -5.48129e-14-0.150203j 2.62778e-13+0.59253j -1.45409e-14-0.0310802j 1.88773e-13+0.425308j 1.04539e-15+0.010017j 1.5553e-13+0.366008j 4.8817e-14+0.101975j 1.19591e-13+0.261299j 1.69325e-13+0.378686j 3.33404e-14+0.0566784j -2.26176e-14-0.0685423j 1.08968e-13+0.238792j -1.0661e-13-0.233226j -1.83811e-14-0.0608525j 1.36996e-13+0.229673j 9.70899e-14+0.224003j 9.3596e-14+0.215401j -1.32428e-13-0.294626j -8.33006e-14-0.149977j -4.70598e-14-0.0978654j 6.09108e-15+0.015831j 4.00594e-15+0.00937418j 2.74446e-14+0.0602373j 1.45289e-14+0.044243j 1.10557e-14+0.0267143j 6.18238e-15-0.0195754j 8.8151e-15+0.0223268j -5.12128e-14-0.113116j 1.6827e-14+0.0351269j 1.44106e-15+0.00471686j 5.33633e-14+0.116739j -2.55761e-14-0.0576646j 1.55029e-15+0.00549962j -2.50533e-14-0.0544204j -4.07358e-14-0.0894124j -1.89674e-15-0.00306789j 6.12169e-16+0.00158144j -1.04438e-14-0.0223702j 8.51237e-15+0.0181395j -1.60457e-14-0.0354414j 7.18948e-15+0.0136287j -2.30008e-14-0.0427146j 
-4.1263e-15-0.0552625j -2.42518e-15-0.00683025j 6.66032e-16-0.0259926j -7.40387e-17+0.069234j -6.16174e-17-0.0206929j -4.77215e-18-0.0185764j 7.69401e-16-0.0898647j 5.43642e-16-0.111084j 6.75325e-16-0.000725998j -3.87039e-16+0.0382796j 6.05125e-16+0.00582687j -2.6331e-15+0.0481783j 6.55082e-16-0.0449998j 3.24049e-16-0.0122308j 1.45916e-16+0.00696003j 8.98051e-16-0.0564042j -2.8635e-17-0.0622359j -3.08655e-15-0.24683j -1.34832e-15-0.0169283j -2.95559e-15-0.017001j -1.80825e-15+0.23473j -9.01262e-15+0.206826j 5.47823e-15+0.0196874j -4.22582e-15-0.141069j -2.60998e-16-0.208098j 4.30991e-15-0.266053j -3.33141e-15-0.0225516j -2.76875e-16+0.143478j 4.19091e-16-0.0271642j -2.32046e-16+0.147377j -4.50707e-15+0.054936j -3.26076e-15-0.043827j -5.53249e-16-0.0831154j 2.22226e-15-0.00324596j 6.86488e-14-0.100672j 3.58765e-15-0.216322j -1.61485e-15-0.0432559j 8.35935e-16-0.0803911j -2.3838e-15+0.0864034j 4.71043e-14-0.205575j 6.70114e-14-0.201828j -4.92418e-15-0.0891864j 2.99465e-15-0.0598238j 4.44741e-15+0.00475758j 2.05216e-14+0.160275j -2.80611e-15+0.0979222j -6.02688e-15+0.117573j -1.55027e-15+0.122772j 1.15989e-15+0.00862948j 2.38723e-16+0.0933895j -4.55818e-16+0.0614931j -4.15489e-16+0.201432j -1.4117e-15+0.122687j -2.59565e-14+0.22008j -6.1547e-15+0.15425j 5.52596e-14-0.0766299j 1.35487e-15-0.0309032j 2.30172e-15-0.0664859j -7.66865e-16+0.0858355j 9.3028e-16-0.0999001j 1.33718e-15+0.0567098j -3.95724e-17+0.0769562j -1.51161e-15+0.100535j -1.17471e-15+0.102319j -7.29972e-16+0.0627917j -2.28928e-17-0.0711236j 2.06384e-16+0.0174118j -4.40985e-16+0.0518774j 2.74344e-16+0.0208907j -2.06905e-16+0.0561767j 7.52133e-16+0.0236796j -1.00486e-15-0.00902326j 
7.07066e-16+0.0102097j 1.39323e-16+0.012688j -1.67163e-15+0.0379726j -9.37027e-15+0.208765j 6.21142e-15-0.141268j -2.52958e-16+0.0232578j 4.17828e-15-0.135222j -2.76863e-15+0.0462j 2.36911e-15-0.0619737j 1.20689e-15-0.00339377j -3.42415e-15+0.0932907j 6.94901e-15-0.108224j -3.08908e-15+0.0369649j -4.06298e-15+0.0726445j 2.76416e-15-0.0388662j 1.1365e-15-0.0629257j -1.5388e-15+0.0279178j -3.57654e-16-0.0526376j -1.10507e-15+0.02366j -1.09337e-15+0.0614559j 5.71275e-15-0.0792815j 1.23795e-14-0.141825j -4.65067e-15+0.0666778j 4.49379e-15-0.136569j 3.14944e-15-0.13093j 7.08111e-15-0.166784j 3.87676e-16-0.0861703j 3.63316e-16+0.0674899j 2.96353e-15+0.0356673j 1.20423e-14-0.218658j 8.37437e-15-0.129779j 1.80898e-14-0.287505j -7.38628e-16+0.00846613j -2.983e-15+0.0421527j 3.77974e-14-0.0509274j -7.71324e-15+0.0759944j 3.51695e-15-0.0115164j 1.03306e-14-0.155007j -9.29121e-15+0.145903j -4.10631e-14+0.398949j -2.47413e-14-0.109475j 1.17411e-14-0.153578j 8.12011e-16+0.0102309j -6.63731e-16+0.141025j 2.39738e-14+0.191792j 1.98682e-15+0.0147561j 6.16049e-15-0.103456j -1.21348e-14+0.263119j -3.13187e-15-0.0753622j -1.22343e-14+0.239599j 1.9252e-15-0.0477409j 6.21121e-15-0.143232j 9.15135e-16-0.0226105j -1.52669e-14+0.108892j -7.71604e-15+0.097177j 4.87331e-14-0.063596j -8.28767e-15+0.173284j -1.25167e-14+0.232119j 1.32338e-15-0.0437043j -3.30321e-15+0.0149758j -4.02111e-15+0.0953584j -3.33447e-15+0.0777226j 4.90238e-15-0.0943796j 4.92115e-15-0.109677j 3.07761e-15-0.0498265j 4.76261e-15-0.102511j -6.77722e-15+0.133236j 8.02687e-16-0.00850745j -3.50136e-15+0.0697282j -1.22353e-15+0.0279605j -1.82504e-15+0.0575175j -1.62396e-15-0.00315925j 
