1.98601e-13-0.184264j 4.70482e-14-0.375516j 2.81866e-16-0.0446537j 2.06646e-15-0.220818j -1.96052e-15+0.269751j -4.13288e-16-0.103299j 1.21949e-15-0.180519j 3.13457e-16-0.0221474j -1.18108e-16+0.0515219j -7.14795e-16+0.0420863j -2.71842e-16+0.087134j -4.11578e-16+0.0462736j -1.69282e-16-0.00377475j 1.90004e-16-0.018168j -3.59184e-16+0.0553892j 6.6731e-16-0.00801381j -4.92607e-17-0.0183873j -1.04764e-15-0.00834724j -3.94252e-16-0.012316j -1.73171e-16+0.0300074j 1.64875e-16+0.0143526j -3.92559e-17+0.00302205j -1.98223e-16+0.0226293j -5.17413e-16-0.00734466j 5.34817e-16-0.0147514j -1.99998e-16+0.00958412j -1.08537e-16-0.0113567j 6.92044e-17+0.016852j -6.54047e-16+0.0266439j -4.77139e-17-0.00423019j -1.46561e-16-0.00377421j -3.73347e-15+0.0116298j 4.87921e-16-0.0270147j 1.20544e-16+0.00471563j -3.34397e-16+0.0302944j -7.06688e-16+0.02025j 5.62251e-16-0.0257476j 9.83724e-15-0.0227045j -1.09168e-14-0.000601288j 1.7465e-14-0.00865124j 7.03243e-16-0.0394789j -5.00852e-16+0.0112329j 5.06322e-17+0.00933029j 2.5338e-16-0.00870922j 4.3431e-17-0.0107444j 2.52451e-16-0.00943858j -4.28791e-16+0.00763228j -2.15028e-16-0.000679035j -2.60609e-16+0.012675j -4.74027e-16+0.0242915j -3.59542e-17-0.0128657j -7.34037e-16+0.00968535j 1.38684e-16-0.0113393j -4.65671e-16-0.00645781j -3.69187e-17+0.0249141j 3.75499e-16-0.0421997j 7.03673e-17+0.00139794j 9.41826e-17+0.00343987j -4.43353e-16+0.018914j -5.16175e-16+0.0181289j 1.2459e-16-0.0105395j -7.24385e-16+0.0273736j -1.44536e-16+0.0417207j 5.14523e-17+0.00650909j 3.18009e-16-0.0148305j -6.97706e-17+0.0339338j -3.39297e-16+0.0616002j 5.71797e-17-0.00478885j 1.74887e-16-0.0231107j -4.23339e-17-0.0113012j 1.38293e-17-0.0466783j 1.83901e-16-0.0717646j 3.37465e-16+0.011911j -5.00304e-16+0.0701977j -1.19014e-16-0.0143283j -4.12622e-14-0.0322114j 1.88249e-13-0.0883505j 
-1.36033e-14+0.0154681j -3.18783e-15+0.0134506j 1.93725e-16-0.0304175j -2.33543e-16+0.0420341j 8.828e-18-0.00925394j 1.04247e-16-0.00102367j 1.21599e-16+0.0368383j -2.56767e-16-0.0285735j -7.90553e-17-0.0140962j 1.44638e-16+0.0297282j -1.97428e-16+0.0187797j -6.42528e-17-0.0800524j -2.63684e-17-0.0120413j 8.22185e-17-0.00286868j -7.97541e-17-0.0503584j -2.52135e-15+0.036378j 1.71196e-16+0.0385788j -1.77657e-15-0.0126217j -1.00084e-15-0.0548599j 2.27482e-16-0.0229412j 5.87967e-19-0.0333929j -4.81464e-17-0.0130662j -1.77736e-16-0.00633293j -9.5946e-16-0.035699j 3.64303e-16-0.0225223j 1.92836e-16+0.0173977j -2.8933e-16+0.0288503j 3.33844e-16+0.0105344j 8.86636e-17-0.0491881j -1.05931e-16-0.0152255j -2.37607e-16-0.00775772j 2.78312e-15-0.0129312j -4.98261e-16-0.0306296j 1.08261e-15+0.0163856j -3.34336e-16-0.0034968j -3.77856e-16+0.0598282j -2.12404e-16+0.0358323j 1.30943e-14+0.0211685j -3.44209e-14+0.0333723j 9.63724e-14-0.0554339j 5.94868e-16+0.0178876j -2.80714e-15+0.0933126j -1.38797e-15+0.0339834j 6.00744e-16+0.0213262j 1.69106e-15-0.0127593j 1.96952e-15-0.0778239j 2.24231e-15-0.0582922j 1.75028e-15+0.0998577j -9.91075e-16-0.093932j 5.13526e-16+0.0172318j 5.56192e-16+0.0396194j 9.14009e-15-0.181442j -7.87578e-16-0.126532j 7.82526e-15+0.0883967j 8.03052e-16+0.0518921j -3.74802e-16+0.137134j -5.41019e-16+0.159709j -8.95801e-16+0.0819236j -2.216e-16+0.170985j 4.27766e-15-0.309511j 3.33074e-16-0.322017j -8.80538e-15+0.235996j 1.32266e-15-0.236346j 1.40262e-15+0.0811711j 1.76714e-16-0.252832j 4.09339e-16-0.278719j -9.52826e-16-0.0481937j -4.4445e-16+0.234799j 1.46448e-15+0.204041j 4.26239e-16+0.00512593j 2.10568e-16-0.227109j -7.33488e-16+0.190111j -9.8114e-16+0.00883105j -6.78824e-16-0.214086j -1.36693e-17-0.0271237j 1.42608e-15+0.00780463j -6.71124e-15+0.00448995j 
6.1116e-15+0.00093261j 7.17786e-16-0.0402145j 3.50368e-18+0.0157624j -2.50672e-16+0.0310368j 8.51891e-16-0.0211164j 2.12315e-16+0.0799379j -3.17913e-16-0.0134691j 6.37862e-17-0.0368256j 2.47582e-16-0.0372602j -1.51323e-16-0.0277572j 1.03346e-15+0.0308327j 1.35137e-16+0.0628147j -3.50042e-16-0.0640893j -2.73022e-16+0.0469223j 6.39155e-16+0.0192296j -5.50157e-16+0.00692608j 6.09444e-16+0.0359917j 9.45445e-15+0.0880291j 2.66313e-15+0.0526605j -3.1302e-16+0.0390809j 1.55863e-19-0.031465j -1.24958e-15-0.0475357j 2.83622e-16+0.0138737j 3.00436e-15+0.0412942j 1.23182e-15-0.0145731j -1.47522e-15+0.0661136j 7.15807e-16+0.0823573j -9.12456e-16-0.0148962j -8.06432e-16-0.0848888j 3.04127e-16-0.0520292j 5.60803e-16+0.00993579j 3.92556e-15-0.0133762j -3.35097e-16+0.0381259j -2.30482e-15-0.0191962j -7.03492e-16+0.043019j -2.22313e-15+0.0465075j 1.44751e-15-0.0361678j 5.05353e-14-0.0786739j -7.13087e-14+0.0221288j 1.45933e-13-0.0783947j 4.86131e-16+0.017351j -2.2556e-15+0.0947889j -1.07029e-16+0.0163472j 4.99552e-16+0.0019742j 1.17421e-15+0.0473411j 2.79811e-15-0.125222j 1.47594e-15-0.0291513j 1.84881e-15-0.00965876j 6.08338e-16-0.151085j 5.00043e-17-0.0487604j -8.59369e-16-0.100578j 3.1735e-15-0.0420843j -1.78739e-15+0.0965051j -3.71541e-16+0.0147687j 4.44916e-16+0.0251616j 1.08273e-15-0.103293j 2.80818e-15-0.289075j 9.95609e-16+0.0653173j 2.8342e-16+0.112838j -5.94375e-16-0.087965j 5.0329e-16+0.195111j 1.16405e-15-0.080833j -2.36873e-15-0.0819304j 4.1138e-15+0.281591j -2.75975e-15+0.28952j 2.90426e-15-0.185689j 1.01221e-15+0.28926j -5.04786e-16+0.0434544j -8.83549e-16-0.375518j -1.00591e-15+0.154788j 4.34633e-15-0.00883558j 1.92441e-15+0.0719308j 8.40589e-17-0.0187997j 9.79218e-16+0.150655j 2.96622e-16+0.133418j -4.5316e-14-0.0174508j 2.07696e-13-0.0934414j 
-6.18665e-16+0.0195543j -1.61032e-14-0.026912j -1.19618e-14-0.0257068j 1.23941e-15+0.00207567j 1.06536e-14+0.0218237j 3.16429e-14+0.0611261j 4.6276e-16+0.00126481j -4.87955e-15-0.0076636j 3.80294e-15+0.00852569j 2.31253e-15+0.00643981j 3.02646e-14+0.0586604j 1.03972e-14+0.0181172j -2.51816e-14-0.0491721j -3.96141e-15-0.0088769j 1.36845e-14+0.0283381j -4.28998e-14-0.0954302j 2.90904e-14+0.0566535j -2.44261e-15-0.00731278j 1.80688e-14+0.0339522j -1.50095e-14-0.0302618j -2.87812e-14-0.0570421j -3.03198e-14-0.0607956j -7.09987e-15-0.015111j 3.35074e-14+0.06073j 1.31759e-14+0.0296423j -6.06764e-14-0.124869j -2.3729e-15-0.00490587j 1.26041e-14+0.023817j -4.32373e-15-0.00762538j -2.43613e-14-0.0473529j 4.95106e-14+0.0955815j -1.33312e-15-0.00802329j -2.04387e-14-0.0415075j 1.76459e-14+0.0293618j -4.10836e-14-0.0835813j -5.2258e-14-0.114307j 5.49816e-14+0.116089j -3.95603e-14-0.00949307j 1.4355e-14-0.0865836j -1.0581e-13+0.060453j 2.63125e-14+0.0537145j 1.22922e-14+0.0255835j 2.8237e-14+0.0564764j -3.02215e-14-0.0577748j 2.63901e-14+0.0511473j 3.86195e-14+0.0803308j 3.94466e-14+0.0818063j 6.39524e-14+0.127521j 4.48659e-14+0.0919392j -1.27921e-14-0.0267134j -6.97014e-14-0.140445j 5.94758e-15+0.0140832j -4.72292e-14-0.096831j 7.55191e-16+0.00174085j -1.60394e-14-0.0311816j -8.46189e-15-0.0150081j 1.26429e-13+0.26308j 6.29872e-15+0.0117003j 4.81215e-14+0.094963j -7.68683e-14-0.159446j 7.02296e-14+0.138882j -1.201e-13-0.253721j -8.99825e-14-0.17877j 5.57241e-14+0.102379j -1.23219e-13-0.255101j 8.9487e-14+0.185832j 1.01873e-13+0.197456j 1.95829e-14+0.0359496j -7.29548e-14-0.136563j -6.39958e-14-0.129363j 1.5467e-13+0.312538j 8.87567e-14+0.175897j -3.71497e-14-0.0710233j 4.6573e-14+0.0905055j 1.28789e-14+0.020655j 2.90378e-14+0.0478836j -1.4899e-14+0.0209039j 
9.97501e-15-0.0161212j 1.33959e-15+0.0143032j 2.13466e-16+0.0261273j 3.77988e-16-0.0361379j 4.78507e-16+0.00531035j 9.93171e-16+0.0301309j 8.85777e-16-0.00536653j -1.11466e-15-0.0432859j 2.0957e-16+0.0344537j 2.39243e-16+0.0305021j 1.727e-16+0.0335235j 5.37814e-16+0.0330916j 1.61526e-16+0.0353744j -9.68469e-16-0.0390145j -3.35066e-16-0.0369462j 8.80729e-16-0.0551882j 1.31423e-15-0.00272306j 7.11746e-15+0.0515533j 9.04439e-17+0.0117434j 5.90476e-16-0.0384445j -1.66628e-15+0.00262914j 4.7413e-16+0.0805858j 9.9335e-16+0.0439653j -6.17029e-16-0.026438j 1.07674e-15-0.0610098j 2.38177e-16-0.00553377j -2.42742e-15-0.135497j 2.80572e-15+0.0495668j -1.17767e-15-0.0069177j -5.66726e-16-0.0639062j -5.8232e-16-0.047722j -1.59349e-14+0.065484j 4.60428e-16+0.0122121j -5.35088e-15-0.0529112j -4.19901e-16+0.019108j -2.02629e-15+0.0472671j 1.02881e-15+0.0648679j -9.31457e-15+0.0585487j -1.03411e-14+0.0126052j 5.76764e-14-0.0414377j 1.43509e-15-0.0224796j 2.3481e-15-0.0478881j 2.16207e-15+0.00608805j 9.70266e-17+0.011454j 1.50538e-15+0.0445524j -9.8591e-16+0.0421159j 1.01465e-15-0.0423944j 1.70808e-15-0.013499j 1.49608e-15+0.0966688j -2.289e-15-0.0513933j 8.62146e-16+0.1693j 2.02532e-15-0.10222j -4.01069e-15-0.215539j -1.94695e-14-0.199765j -1.48643e-15+0.0215362j 5.39189e-16+0.00154944j -4.99601e-16-0.00393412j 5.29003e-16+0.0437364j -1.42449e-15-0.160823j 4.34536e-16+0.132172j -1.21558e-15+0.0175532j 1.71811e-15+0.00337039j 6.59443e-16+0.0742239j -5.33252e-16-0.0962409j -7.77039e-15-0.29958j -2.71659e-16-0.124053j -1.50245e-15-0.0289423j 1.92233e-15+0.138262j 4.20886e-15+0.107725j -9.34574e-15-0.573733j -1.71615e-15-0.148518j -4.121e-15-0.223532j -1.55665e-15-0.157477j -1.87938e-16+0.00230257j 2.3787e-15+0.0777049j -3.21712e-14+0.065086j 1.45055e-13-0.0491642j 
-9.78181e-15+0.0242222j -3.14669e-15-0.0468515j 1.09191e-15+0.022743j 1.6324e-16+0.0387837j 5.85503e-16+0.0259742j 1.06867e-15+0.0256462j 1.08022e-15+0.0530386j -2.08012e-15-0.0566318j -6.51803e-17-0.025173j 4.48989e-16+0.00325946j -1.19044e-16-0.00900301j 4.94677e-16+0.0176141j 7.557e-16+0.00973387j -1.47234e-15-0.0219807j -6.03098e-16+0.00264164j -1.82363e-16-0.032529j 1.38856e-15+0.0397876j 8.5695e-15+0.0602951j -1.05875e-15-0.0408847j 7.41182e-16+0.0529927j -4.12501e-16-0.0501203j 8.52322e-16+0.00371127j 1.91636e-15+0.0500204j 5.10642e-16+0.0193535j -9.17945e-16-0.0193606j 1.37053e-15+0.0457286j -1.93972e-16+0.0453568j -2.0154e-15-0.0399823j -1.21159e-15-0.037967j -5.04792e-16+0.0329573j -2.31897e-15-0.0300854j -1.65075e-14+0.0678283j 6.23092e-16-0.0298571j -4.45045e-15-0.0347335j 8.64957e-16-0.015213j 3.09672e-16-0.0748519j 2.35321e-16-0.0113412j 2.65297e-14-0.0669536j -1.5997e-14+0.0226758j -1.35787e-15+0.0179192j 2.57855e-16+0.0438629j -4.02746e-16+0.047689j 1.14371e-15+0.050783j 2.13454e-15+0.0345047j 2.9818e-15+0.0800607j -4.99459e-16-0.0673514j -1.47941e-16+0.033376j 2.78964e-15+0.0806454j 1.21075e-15+0.0481499j -8.82934e-16-0.0438564j 4.3374e-15+0.0284958j 3.13455e-15-0.165875j -4.86615e-15-0.0495821j -9.34325e-15-0.0526852j -5.76184e-16-0.0163154j 1.06445e-15+0.052749j -3.70196e-15-0.142507j 2.26794e-16-0.0279105j -4.5737e-15-0.100991j 2.96019e-15+0.118259j -2.06771e-15-0.131035j -7.84077e-16+0.190972j 3.55931e-15+0.0988855j 1.62046e-17+0.0383478j -8.73516e-15-0.13436j -2.5501e-15+0.0280661j -4.59294e-15-0.172159j 3.95765e-15+0.057893j 8.38611e-15+0.253207j -1.35888e-14-0.153329j -5.76004e-15-0.081923j -8.82874e-15-0.209009j -3.43368e-15-0.0391242j -1.11376e-15-0.0334603j 3.66478e-15+0.0729001j -4.6029e-14-0.0274247j 2.04524e-13-0.095931j 
3.38729e-14-0.0405292j 8.08725e-15-0.0222463j -3.72488e-16+0.0143475j 2.04803e-17-0.0121604j -8.54415e-16+0.0709821j 4.95508e-16-0.0973535j -1.64625e-16+0.0172013j -2.35276e-16+0.015483j 6.56456e-18+0.023622j 2.14197e-16-0.00463187j 7.92742e-17+0.0294096j -4.11359e-16+0.00508092j -6.19186e-16+0.000858439j 9.94278e-17-0.0664431j -4.22333e-16-0.0226058j -2.27924e-15+0.0376675j -1.57181e-16+0.00281178j -1.74161e-15-0.0178815j 5.4006e-16+0.0364063j -4.32115e-16-0.0538647j -8.49066e-16+0.00660553j -1.92641e-17+0.0504187j -4.42547e-16+0.00378457j -1.10771e-15-0.0125666j 3.71858e-17-0.00501299j -5.62486e-16+0.0786301j -2.9809e-16-0.0311333j 7.92066e-16+0.0162486j -8.06878e-16+0.058665j -8.22453e-16-0.0078289j 1.11955e-15+0.0623619j -7.06997e-15+0.0231036j 5.64401e-16-0.0740841j 2.28009e-15+0.0234802j 1.39292e-16-0.0145526j 1.89724e-15-0.0729334j -4.63375e-16+0.0356957j -5.13143e-14+0.105755j 5.94401e-14-0.00846068j -1.03206e-13+0.0509946j -3.53579e-16-0.000298387j -2.9895e-15+0.102951j -3.81868e-16-0.0364398j -9.8314e-16-0.0852866j -2.84751e-16+0.0653778j -3.84816e-16+0.023717j -2.13329e-15+0.085409j 3.63429e-16+0.0480484j -1.11837e-15+0.0988623j 2.06834e-16+0.0757069j 2.09953e-16-0.0453219j -1.45578e-15+0.013332j 4.17157e-16-0.0476651j 5.86373e-15+0.050272j 1.44208e-16+0.0627017j 3.74068e-17-0.0879582j -9.87653e-16+0.0872574j 9.20213e-16-0.0177762j 2.25482e-15-0.189825j -1.37162e-15+0.101413j 2.26549e-16+0.110327j -1.86002e-15+0.0693332j -3.17699e-16+0.0305009j 1.26141e-15-0.0231495j 1.22153e-15+0.12292j -4.25608e-16+0.184645j 1.09569e-15-0.0801545j 6.89421e-16-0.0296872j -7.71697e-16+0.0655884j 4.75443e-16+0.116362j -4.39359e-16+0.0747808j 9.59021e-16-0.188796j 9.36625e-16-0.0109509j -1.04078e-16-0.046937j -3.13472e-16-0.147261j 2.34442e-14+0.00918291j -1.03593e-13+0.0469967j 
-1.52627e-14+0.00136433j -3.97798e-15+0.0879072j 1.55665e-16+0.0127866j 4.56409e-17-0.0330156j 4.11053e-16-0.0766447j -3.06977e-16+0.0118541j 1.96728e-16+0.0496216j -2.08839e-16-0.0299917j 2.36362e-16+0.0551713j -7.29147e-16-0.0206881j 1.31857e-16+0.024365j -1.93146e-17+0.0133469j 3.76978e-16-0.039941j -3.41984e-16-0.0217406j 2.51967e-16-0.0941848j 1.2259e-15-0.0245737j 3.39264e-16+0.0144785j -5.51802e-15-0.0490735j 1.0154e-15+0.000695327j -6.14916e-16-0.05839j -1.08231e-15+0.00659686j -6.83319e-17+0.00336594j 4.16865e-16-0.0415105j -3.3278e-15-0.0925334j 1.34223e-15-0.0256618j -3.32433e-17+0.0664442j -5.26912e-16-0.0507242j 5.21411e-16-0.0306303j 1.95774e-16+0.0268424j 4.39797e-16+0.0354747j 1.24459e-15+0.0217912j -8.56392e-15+0.0333915j 4.11245e-16+0.0268541j 2.00203e-15+0.00374463j -1.26094e-15-0.00951986j 7.20917e-16-0.0181741j -1.62987e-15+0.113039j 2.94703e-14-0.0595518j -4.48565e-14-0.023224j 9.62346e-14-0.0636707j 1.25561e-16+0.0201579j -1.56385e-15+0.0678834j -5.35453e-17-0.0101319j -3.27327e-15-0.0911483j -1.41577e-16-0.0706374j 1.77316e-15-0.0327j 2.08364e-15-0.0466335j 1.46821e-16-0.0299686j 1.06187e-15-0.0430612j 1.24017e-15+0.0954735j -4.9363e-16+0.11228j 6.22444e-15-0.115452j -5.44066e-16-0.097168j 9.61472e-15+0.0934574j -7.41173e-16+0.0427977j 5.38779e-16+0.103096j 1.5875e-15-0.190505j -2.28488e-16+0.0893872j -2.01651e-15-0.0949992j 2.33823e-15-0.014785j -1.14975e-15+0.0952626j -4.3996e-15+0.0769578j -9.0751e-16-0.0536446j 3.91785e-15+0.21804j 9.18796e-16+0.219588j -2.21066e-15+0.0112022j 3.47749e-16+0.033035j 4.19007e-16+0.0540647j -6.14497e-16+0.0400009j 1.01531e-15+0.0951574j -3.97769e-15-0.0492373j 5.96444e-16+0.0717001j -3.9576e-15-0.0815013j -3.39397e-15-0.0716461j 2.77706e-15-0.0504174j 7.07163e-14-0.0366801j -3.22218e-13+0.131173j 
-1.83187e-14+0.0279755j -3.55546e-15-0.0106927j 4.2274e-16+0.0327421j -3.3354e-16-0.0245276j -1.2749e-15-0.0322208j 1.49065e-16-0.0204342j 5.9631e-16-0.00105013j -7.47936e-16-0.0148812j 1.97502e-16-0.0184572j -1.26549e-15-0.064141j -8.12107e-16-0.0436174j -5.25506e-16-0.0593669j 7.70812e-16+0.0541481j -1.59289e-16+0.0034432j -2.7958e-16+0.026844j -1.31659e-15+0.0426161j 3.74378e-16-0.00136624j -2.53708e-15-0.0190818j 3.91075e-15+0.107028j -1.69171e-15-0.0257891j -3.13894e-16-0.0282123j -1.30136e-15-0.0510794j 2.33643e-16+0.0318044j -1.0106e-15+0.00191469j 4.36838e-16+0.0322452j 7.38734e-16+0.025273j -2.41259e-15-0.0682904j -8.18237e-16-0.0301365j -1.78009e-16+0.0256753j 1.13755e-15+0.0509945j -1.25498e-15-0.0217988j 1.47385e-14-0.0605097j -1.01749e-15-0.00396344j 5.88874e-15+0.0509222j -2.63787e-15-0.0955278j 3.50648e-16+0.00899202j 1.76085e-15-0.0060046j -3.42151e-14-0.000688564j 5.37746e-14-0.0734801j -1.28801e-13+0.0600194j -6.26896e-16-0.00868457j 2.42987e-16+0.0244002j 1.51351e-15+0.0442947j -2.9942e-15-0.0594486j -2.17801e-15-0.0490476j 3.4907e-16+0.0444183j -9.99615e-16+0.011512j -4.25381e-16-0.017855j 6.64561e-16+0.0547599j 9.44278e-16+0.049573j 1.48364e-15+0.0396469j -3.19586e-15+0.0480526j -1.61939e-15-0.0059968j 3.87133e-15+0.0316827j -8.42702e-16-0.0543549j 2.75437e-15+0.0401647j -3.00806e-15-0.00188214j 2.67679e-15+0.0662801j -2.38204e-15-0.206026j 5.06725e-16+0.0177634j -1.18721e-15-0.159551j 2.12497e-15-0.108408j -2.2821e-15-0.0880624j 5.95846e-15+0.128434j 4.53582e-16-0.02078j -7.03336e-15-0.420721j 4.1053e-16+0.0205874j 2.56658e-15+0.0824494j -1.41562e-16-0.0370669j -3.16712e-15-0.123631j -9.61999e-15-0.537275j 2.06279e-15+0.0757524j -7.538e-15-0.371505j -4.4446e-15-0.256339j 7.86571e-15+0.409217j 8.84567e-15-0.0976743j -4.72984e-14-0.000688964j 
3.50459e-14-0.0437218j 7.78948e-15-0.011078j -1.05346e-15+0.0298678j 2.14822e-15-0.0896347j -2.81541e-16+0.0308634j 6.65263e-16-0.0319585j 2.13708e-15-0.109158j -2.3529e-16+0.0119272j -6.05978e-16+0.0554138j 2.43831e-16+0.00554079j -4.45847e-16+0.0234768j 1.30909e-15-0.0448736j -1.68624e-16+0.0113694j 3.58892e-16-0.0608555j -1.46293e-16+0.00782456j 9.04275e-16-0.0160585j 2.47379e-16-0.0211258j 3.26695e-15+0.0317144j -3.83207e-16+0.0400224j -8.54961e-16+0.0342757j 2.85599e-16+0.00759332j -6.57665e-16+0.0453893j -1.54555e-15+0.0657211j -1.06571e-15-0.033925j 4.19871e-15-0.0913525j 2.38168e-16-0.0234887j 2.27706e-16-0.0948369j 1.5915e-15+0.030213j -1.69308e-16-0.00408853j -3.06308e-16-0.00297574j -1.2388e-16-0.0802433j -1.01697e-14+0.0331858j 7.00368e-16-0.0100243j -1.96877e-15-0.0254359j 7.35344e-17+0.0148922j -1.41612e-15+0.0214408j 3.77487e-15-0.0771838j -1.75401e-14+0.116209j -3.32576e-15+0.0847297j 4.35079e-14-0.014901j 8.83313e-16-0.0175907j -1.47518e-15+0.0388429j 7.07193e-16-0.0368411j 6.19091e-17+0.054078j -1.14747e-16+0.0257923j 7.2327e-17-0.00996925j 1.44737e-16-0.0096689j 1.62171e-16+0.0037698j -3.46659e-16+0.013616j -8.64266e-16+0.00559462j -1.18396e-15+0.0447399j -3.81617e-15+0.0422173j 1.42936e-16-0.0335997j -4.21869e-15-0.0649495j -1.09419e-15+0.0594588j 3.74514e-15-0.197171j -1.63513e-15+0.0820344j 1.40194e-15-0.0511384j 6.97306e-16-0.0201921j -8.26813e-16+0.0415705j -7.27834e-17+0.0197927j 4.91719e-16+0.000120957j 1.64645e-15-0.0709593j 7.1153e-16-0.0876958j -1.31759e-15+0.0720586j 2.58019e-15-0.0796208j -1.94801e-15+0.0909904j -1.02145e-15+0.0704154j 1.95532e-15-0.116812j -4.35591e-17-0.0240508j 1.04687e-15-0.0401123j 1.89368e-15-0.177023j 8.47062e-16+0.0120814j 9.70768e-16-0.0441029j 2.24981e-15-0.186543j -5.41688e-14+0.0375845j 2.43747e-13-0.0962469j 
-1.51294e-15-0.000769089j -3.59426e-17+0.0117764j -1.77022e-16-0.00450896j 2.65499e-16-0.0049292j -1.65036e-16+0.040603j 3.36523e-16-0.0623434j 1.46481e-16+0.053879j 8.168e-17-0.00946605j 1.18615e-16+0.031678j 1.22109e-16-0.0382053j 7.91219e-17+0.0528143j 3.71331e-16-0.035082j -1.96191e-16+0.0202041j -9.09306e-17-0.0618399j -8.74918e-17-0.00609102j 1.092e-15-0.0287019j 3.60691e-16+0.0162984j 1.38135e-15+0.0123492j 1.56263e-16+0.0221714j 8.17968e-17-0.00987407j -4.87971e-17+0.0360438j 5.77987e-17+0.0223916j -3.63095e-16+0.0691467j 4.98237e-16+0.0148114j 1.20396e-15-0.0376412j -4.89999e-17-0.0151164j -8.01277e-16-0.0511534j 9.92108e-16+0.0329232j -5.88949e-16+0.0150716j -5.11991e-16+0.0084244j 1.85239e-17-0.0478634j -2.16423e-14+0.0809827j 1.22646e-15+0.0331333j 1.6881e-15+0.0124281j -3.13839e-16-0.0635383j -4.00991e-16+0.0103501j 2.63723e-16+0.00413628j -1.25181e-15-0.0137159j 1.43537e-14+0.00703744j -5.16239e-14+0.0386596j -2.13577e-16+0.00713744j 2.00566e-15-0.0576438j 4.87184e-16-0.0183556j 7.52472e-17+0.0100475j -2.27819e-16+0.0114795j 1.08757e-16+0.00688648j 3.83061e-16-0.0284603j -7.6552e-16-0.0877415j 7.72471e-16+0.0372464j -6.76516e-17+0.00355066j -6.32765e-16-0.0315632j -2.98923e-15+0.0541154j 1.59174e-16+0.0687238j -7.91674e-15-0.0957658j -4.48123e-16-0.0112394j -1.165e-16-0.0441799j 4.07492e-16+0.0985605j 3.23652e-16+0.0344762j 8.73435e-16-0.0318426j -2.03655e-15+0.103184j 2.61388e-16-0.0372667j -1.08971e-15+0.0194956j -1.799e-16-0.135965j 8.85325e-16+0.0535732j -1.28517e-16+0.313085j 7.7376e-16+0.0762854j 6.82429e-16-0.0920001j 8.51341e-17-0.0532696j -2.30173e-16+0.0824425j -2.18556e-16+0.453651j 1.47019e-15-0.214496j -3.64999e-16+0.0134339j 5.28408e-16+0.013542j 6.06307e-16-0.434883j -8.91384e-16-0.187662j 2.45722e-14+0.0527506j -1.08322e-13+0.0584862j 
-1.11453e-14+0.0194839j -2.83608e-15-0.0189607j -3.45062e-16-0.00235997j -1.93196e-16-0.0455413j -8.06835e-16-0.0545796j -1.21823e-16-0.0245005j -2.0808e-16-0.0225855j 1.50873e-16+0.00863818j -1.06776e-15-0.0459383j 1.15591e-15+0.0821115j -6.36385e-16-0.0327143j -8.99946e-16-0.0875613j -6.13812e-17+0.00152549j 5.44368e-18+0.000555258j 6.49349e-17+0.0168446j 2.43161e-16-0.0090126j 8.14906e-16+0.0403213j 2.07743e-15+0.0124154j 1.39666e-15+0.0373511j 2.02944e-16+0.0315159j -7.66843e-16-0.0688703j -8.55539e-16-0.0503053j -4.83807e-16-0.0246677j 2.33528e-16+0.00750642j 5.98847e-16-0.0377606j -8.62708e-16-0.0612734j 2.89402e-16-0.00512165j 1.07972e-15+0.0248818j 2.04047e-16+0.0146088j -1.91698e-16+0.0280921j 2.87962e-16-0.00143062j -2.43799e-15+0.00907479j -2.03162e-16-0.0164427j 1.55413e-15+0.0232532j 3.55778e-16+0.0405189j 3.97432e-16-0.0143356j 2.25757e-16+0.0275973j -4.6128e-14+0.13149j 2.21056e-14-0.0355618j 2.5912e-14-0.0487014j -2.92056e-16+0.0575323j -6.85151e-16+0.0247262j -9.51059e-17-0.00783453j -6.26303e-16-0.0191829j 6.20339e-16+0.0167589j 4.35903e-16-0.00470022j -5.09105e-16+0.0533133j 3.92843e-15+0.149193j -5.79767e-16-0.0227687j 2.88269e-16+0.0714641j -1.3011e-15+0.0078655j -5.44212e-15+0.132045j -4.99138e-16-0.0612472j 3.26458e-15+0.0257497j -7.05402e-16-0.0151143j -1.36276e-15-0.17298j 4.79722e-16-0.0262485j -1.27236e-15-0.123493j 1.09657e-15-0.0339668j 2.31206e-16-0.0610234j 4.77342e-17+0.0550296j -1.82343e-15+0.0889714j -5.11009e-16-0.105503j -9.45294e-16-0.016789j 8.25177e-16+0.110966j -7.72139e-16-0.0860739j -1.99761e-16-0.0161518j -5.53645e-16-0.0321795j -1.27323e-15-0.0601659j 1.38826e-16+0.0343143j 1.07239e-15+0.0106093j -1.63214e-15-0.125425j 1.23811e-17-0.127683j 2.20763e-15+0.0616073j -2.52221e-15-0.146922j 3.2347e-15-0.198391j -2.7955e-14-0.0324285j 
