1.98601e-13-0.184264j 4.70482e-14-0.375516j 2.81866e-16-0.0446537j 2.06646e-15-0.220818j -1.96052e-15+0.269751j -4.13288e-16-0.103299j 1.21949e-15-0.180519j 3.13457e-16-0.0221474j -1.18108e-16+0.0515219j -7.14795e-16+0.0420863j -2.71842e-16+0.087134j -4.11578e-16+0.0462736j -1.69282e-16-0.00377475j 1.90004e-16-0.018168j -3.59184e-16+0.0553892j 6.6731e-16-0.00801381j -4.92607e-17-0.0183873j -1.04764e-15-0.00834724j -3.94252e-16-0.012316j -1.73171e-16+0.0300074j 1.64875e-16+0.0143526j -3.92559e-17+0.00302205j -1.98223e-16+0.0226293j -5.17413e-16-0.00734466j 5.34817e-16-0.0147514j -1.99998e-16+0.00958412j -1.08537e-16-0.0113567j 6.92044e-17+0.016852j -6.54047e-16+0.0266439j -4.77139e-17-0.00423019j -1.46561e-16-0.00377421j -3.73347e-15+0.0116298j 4.87921e-16-0.0270147j 1.20544e-16+0.00471563j -3.34397e-16+0.0302944j -7.06688e-16+0.02025j 5.62251e-16-0.0257476j 9.83724e-15-0.0227045j -1.09168e-14-0.000601288j 1.7465e-14-0.00865124j 7.03243e-16-0.0394789j -5.00852e-16+0.0112329j 5.06322e-17+0.00933029j 2.5338e-16-0.00870922j 4.3431e-17-0.0107444j 2.52451e-16-0.00943858j -4.28791e-16+0.00763228j -2.15028e-16-0.000679035j -2.60609e-16+0.012675j -4.74027e-16+0.0242915j -3.59542e-17-0.0128657j -7.34037e-16+0.00968535j 1.38684e-16-0.0113393j -4.65671e-16-0.00645781j -3.69187e-17+0.0249141j 3.75499e-16-0.0421997j 7.03673e-17+0.00139794j 9.41826e-17+0.00343987j -4.43353e-16+0.018914j -5.16175e-16+0.0181289j 1.2459e-16-0.0105395j -7.24385e-16+0.0273736j -1.44536e-16+0.0417207j 5.14523e-17+0.00650909j 3.18009e-16-0.0148305j -6.97706e-17+0.0339338j -3.39297e-16+0.0616002j 5.71797e-17-0.00478885j 1.74887e-16-0.0231107j -4.23339e-17-0.0113012j 1.38293e-17-0.0466783j 1.83901e-16-0.0717646j 3.37465e-16+0.011911j -5.00304e-16+0.0701977j -1.19014e-16-0.0143283j -4.12622e-14-0.0322114j 1.88249e-13-0.0883505j 
-1.54291e-14+0.0184266j -2.84361e-15+0.0103065j 4.45069e-16-0.189641j -7.61602e-16+0.00572781j -9.56993e-16-0.034103j 1.18654e-15+0.334496j -4.06506e-16-0.114493j 1.45736e-15+0.0856627j -4.9652e-15-0.313837j 8.15784e-16+0.0378854j 2.34425e-15+0.250095j -1.87572e-15-0.273297j 7.03835e-16+0.00183047j -1.09466e-15-0.0457304j -4.02685e-15-0.2149j 7.69969e-15-0.195035j -8.82144e-16-0.1277j 1.91229e-14+0.163145j -5.47407e-16-0.0486969j -9.55779e-16+0.0244441j -4.70211e-15-0.249763j 1.4608e-15-0.0901824j -1.21258e-15-0.133977j -3.91618e-16+0.00055929j -3.44005e-15+0.288621j 5.35574e-15+0.232273j 1.24304e-16+0.0889395j 4.89442e-15+0.174302j 9.0206e-16+0.0361339j -1.49563e-15+0.120894j -2.96522e-17-0.108242j 1.38845e-16+0.016439j -7.38981e-16+0.13624j 9.71574e-15+0.0970473j -1.52e-15+0.0456352j 5.45733e-16-0.0218419j 1.95201e-15-0.0130192j -7.34849e-15-0.0501944j -6.66208e-15-0.147092j 3.92777e-14-0.0713806j -2.76354e-16-0.0725091j -3.51464e-15+0.163668j -1.69347e-15-0.125095j -3.47869e-15-0.102311j 1.77461e-15-0.0104234j 1.49641e-15-0.0509868j 9.64505e-16-0.0310345j 1.74196e-15+0.0524504j -9.35508e-16-0.0835997j 1.5366e-15+0.00808184j -4.18433e-16-0.0413075j -2.1435e-15+0.0215156j -2.46863e-16+0.0225779j 4.87461e-15+0.0349877j 8.05037e-16+0.0251403j 1.14701e-15+0.0727095j 3.07905e-16-0.0346271j 6.33477e-16+0.0203753j -5.30582e-16-0.121704j 5.89056e-16-0.0313164j 5.29147e-16+0.0150508j -1.66956e-15+0.0537057j 9.36652e-16+0.00942264j 8.01153e-16+0.0577975j -6.69007e-16-0.011887j -1.14362e-15+0.00258757j 1.85955e-16-0.0147681j -1.02833e-15-0.124202j 1.85293e-16+0.0199615j 6.83007e-16+0.0359093j 1.028e-16+0.0183929j -2.9741e-16+0.022203j 3.1291e-17-0.0341652j 4.65583e-17+0.023531j 1.23604e-16-0.000266277j 5.31875e-15-0.0403936j -2.36359e-14+0.0011451j 
-1.30239e-14+0.0119033j -1.92131e-15+0.0259441j -1.4481e-15-0.162647j -2.21993e-15-0.0483026j -2.39436e-15-0.128149j -2.07309e-15+0.0328099j -2.57706e-15-0.135493j -4.36067e-15-0.256544j 4.99388e-15+0.0788924j -5.04404e-16-0.0156131j -3.39119e-15-0.027003j -3.56313e-16-0.11929j -1.02536e-15-0.117731j 4.82139e-16-0.0181879j 2.25351e-15+0.109821j 8.86751e-15-0.15036j -2.14995e-15-0.076233j 2.92481e-15+0.0103715j 9.25391e-15+0.222727j -4.18208e-17-0.0335767j 5.5104e-15+0.255329j -2.59178e-15-0.210367j 7.11457e-17-0.0916597j 8.00921e-15+0.109473j 6.66129e-17-0.202842j -3.08702e-15-0.0996886j -8.81753e-15-0.258617j 6.59203e-15+0.0741565j -9.78886e-16-0.068127j -4.13571e-15-0.10262j -2.01035e-15-0.12106j 2.4662e-14-0.0930697j -1.18517e-15+0.100252j 1.65682e-16+0.000825149j 2.01214e-15+0.102641j -2.85827e-16-0.0893363j 2.85748e-16-0.0981837j 1.48432e-14-0.0838841j -2.45985e-14-0.0905386j 4.91899e-14-0.0540126j 1.61183e-15+0.138729j -2.17953e-15+0.0405661j -1.34945e-15-0.0445235j 7.8277e-16+0.0520017j -1.63912e-15-0.128459j 3.95962e-16-0.0351867j 5.75072e-16-0.0548988j -3.12772e-15-0.067539j 1.74842e-15+0.000247632j -1.05805e-15-0.0444637j 8.5436e-16+0.0517754j -1.76879e-15+0.0450052j 1.40289e-15+0.0578608j -7.72175e-15-0.0696073j -1.81916e-15-0.0596387j -4.33133e-16-0.036845j 7.08614e-16-0.0121063j -4.42776e-16-0.0519095j 6.85937e-16+0.0493291j -3.65219e-17+0.0353945j -7.82624e-16-0.046096j -3.86103e-16+0.0316642j -1.51159e-15-0.0751881j 5.13148e-16+0.0460971j 1.59524e-15+0.0725107j 4.49633e-17+0.0641772j -1.55244e-15-0.0588928j 1.42068e-15+0.0360306j -4.97757e-16-0.010164j -7.44205e-16-0.0392865j 5.87771e-16+0.0476769j 1.38698e-15+0.0614217j -9.546e-16-0.0631823j -1.7174e-16+0.00114614j -1.8476e-16-0.0200819j 3.58815e-14-0.0514338j -1.63354e-13+0.0597473j 
6.03243e-14-0.0635608j 1.29795e-14-0.0785445j 2.01371e-15-0.0112291j 3.2339e-16+0.203525j 7.2553e-16+0.0708567j -2.44564e-17+0.0525697j 3.3027e-15+0.107012j 7.23932e-16-0.147209j -2.15478e-15-0.324408j -5.42154e-16-0.0181566j 2.96647e-16+0.220818j 3.13685e-15-0.0847374j 3.46633e-17+0.0187274j -8.10389e-16-0.109424j -1.04084e-15+0.0101181j 1.15772e-14-0.27904j 3.94732e-15+0.179491j -6.14464e-15-0.0298713j -9.1888e-15-0.340194j 2.16056e-16+0.0557119j -7.31158e-16+0.0487527j 2.07884e-15+0.220258j -1.26716e-15+0.0949619j -1.78258e-15-0.0642962j 1.6933e-15-0.0702483j 1.5713e-15+0.0452285j 4.99383e-15+0.047379j -5.97336e-15-0.252415j 1.1924e-15-0.152587j -2.59073e-16+0.169347j -2.81837e-16-0.0927251j 1.77926e-15-0.00319177j -1.46292e-15+0.0570913j -1.76571e-14-0.208081j 7.55234e-16+0.0760615j -8.32823e-16+0.0534727j 1.87829e-15-0.054537j 6.99767e-14-0.0472367j -4.78572e-14+0.245001j 1.63761e-14+0.0823325j 5.22467e-16+0.0240552j -1.28167e-15-0.0466859j 7.24544e-16+0.0952364j 2.32969e-15+0.131864j 1.34888e-15+0.000432479j 3.50286e-16-0.0175395j 1.19903e-15+0.0569056j 1.10691e-15+0.058016j 1.18032e-17-0.0397139j -1.05701e-16-0.0195175j -5.89146e-16+0.0327503j 2.7542e-15-0.0626262j -8.05632e-17+0.0037731j -2.91677e-15-0.0402264j -4.12011e-16+0.00963487j 2.07482e-16-0.0484716j 3.48204e-16-0.0486058j 2.58752e-16-0.0436812j -4.95966e-16+0.0104065j -1.44083e-15+0.0762712j 4.91528e-16+0.0102905j 1.22788e-15-0.0619021j 2.09275e-16+0.101472j 3.33498e-17-0.0106853j -6.41701e-16-0.0419796j 8.63322e-17+0.143635j 4.60796e-16+0.0438307j -2.1382e-17+0.0255598j -7.98446e-17+0.00523659j 5.5013e-17-0.0169557j 1.10013e-16-0.0590481j -1.73947e-16+0.0189827j -6.20586e-17+0.0147956j -1.15304e-16-0.0220318j 3.76036e-17-0.0450896j -1.90653e-14+0.0381102j 8.69077e-14-0.0291585j 
-2.11481e-14+0.0246749j -4.37695e-15+0.0168751j 1.14867e-15-0.11387j -8.57323e-16+0.0742232j -1.14858e-15+0.251141j -1.95562e-15+0.273945j 8.89247e-16-0.00331466j -2.30679e-16+0.399281j 7.9564e-16+0.0329165j -2.55348e-16-0.0834663j -5.93129e-16+0.0148713j 1.27097e-15-0.108623j 1.168e-15+0.27629j 2.87614e-15+0.256661j 1.41709e-15-0.0129856j -1.14097e-14+0.207531j 1.13558e-15+0.00640021j 2.46844e-14+0.245589j -4.68098e-15-0.303138j 2.77404e-15+0.154569j 9.23503e-16+0.508168j 2.55942e-16-0.0951255j -8.18796e-16+0.124577j 1.05637e-14+0.217601j -3.46444e-15+0.0832185j 6.91645e-16-0.06685j -1.68141e-15+0.00504059j -2.07809e-16-0.106412j 1.64319e-15-0.289211j 6.57201e-17-0.000503629j 1.7209e-15+0.0214624j 5.39854e-14-0.192168j -4.17384e-15+0.0864032j -2.40134e-15-0.0440124j -2.9328e-16+0.0300206j -8.60791e-16+0.0484847j -1.43188e-16+0.0628045j 5.00295e-14-0.13682j -3.71394e-14+0.00538309j 1.54261e-14+0.00985907j 2.15576e-15-0.0304711j -2.24505e-15+0.0430663j -1.12836e-15+0.10507j -1.37431e-15-0.0578699j -2.89383e-16-0.0785427j 4.56615e-15-0.128758j 1.82747e-15+0.0444459j -1.14847e-15-0.110135j 1.64292e-15+0.0312011j 2.27364e-15-0.0279165j 1.17132e-15-0.207163j 1.56635e-16+0.0276586j 4.25036e-16+0.0877105j 1.46846e-15+0.0253375j -2.1381e-16-0.0972766j -5.23102e-16+0.0683952j 2.87591e-16+0.0462708j -1.01461e-15+0.0448925j -1.05043e-15+0.0472603j -1.57091e-15+0.0558037j 2.54351e-16-0.0396021j -2.78889e-15+0.0916844j -2.91319e-16+0.0181832j 1.18436e-15+0.0887923j 1.31968e-16-0.0376594j 5.54991e-16+0.00369451j 3.36976e-16-0.040813j -1.71567e-16+0.00419308j 6.71372e-17-0.0563254j -4.37136e-16+0.0162269j 4.48429e-16-0.0220806j 8.25742e-16+0.0218837j 1.5743e-16-0.0592268j -1.1008e-16+0.0513425j -2.56013e-17+0.00582726j 1.84095e-14-0.00530214j -8.26111e-14+0.0345843j 
1.18838e-14-0.00925863j 3.4562e-15-0.0271338j -2.38548e-15+0.0799215j 3.3918e-16+0.0491953j -1.99436e-15+0.072943j 4.63168e-15-0.188469j 4.90536e-15-0.0816107j -7.97308e-16+0.121125j 3.71961e-16-0.0212692j -1.50124e-16-0.028141j -2.68183e-15+0.122482j 3.94026e-15-0.056384j -9.05871e-15+0.476356j -1.97605e-16+0.246855j -2.41303e-15+0.0987268j -7.75553e-15+0.111895j -7.42661e-17+0.229799j -1.39403e-14-0.187283j -5.19071e-15+0.231493j -4.83362e-15+0.244945j -1.02584e-14+0.44182j -2.37904e-15+0.0476706j -3.40623e-15+0.108452j 1.38989e-15+0.0281543j -2.81571e-15+0.0463497j 1.24121e-15-0.0751971j 1.61482e-15-0.147353j 9.52579e-16+0.105427j -3.79834e-15+0.113931j -6.39987e-15+0.251382j 2.31228e-15+0.0614438j 4.1626e-15-0.0126908j -9.90568e-17-0.0337575j 1.37837e-14+0.17783j 3.40225e-16-0.109547j 1.49921e-15-0.0437939j 1.55429e-15-0.0241174j 3.60159e-14-0.0651798j -6.90024e-14-0.0439126j 1.72738e-13-0.121116j 2.84725e-15-0.0139866j -4.5266e-15+0.0619611j 1.37253e-15-0.0292623j -9.56001e-16+0.016324j 4.09893e-16-0.0158135j -3.86238e-15+0.0900631j 1.71897e-15-0.0297887j 5.36295e-17+0.0398176j -8.88086e-16+0.0137177j -1.50076e-15-0.0050001j -2.64195e-15+0.0386408j -1.36031e-14+0.167752j 2.50199e-15-0.0561786j -2.25878e-15-0.047538j -2.33992e-15+0.0325761j 4.00145e-15-0.113226j 1.05936e-15-0.0506322j 2.8642e-16-0.00330757j 1.53645e-15-0.0227086j 2.54222e-15-0.0645692j 9.94657e-16-0.0324501j -6.72412e-16-0.000585993j 1.80046e-15-0.0953357j 1.2623e-15-0.0128846j -4.05429e-16-0.00956109j -8.35543e-16+0.0798007j -1.08007e-15+0.0610963j 1.54851e-15-0.0716913j -1.7364e-15+0.0789969j 9.30154e-16-0.0417721j 7.07575e-16+0.00577595j -5.72801e-17+0.0563746j -1.09651e-15+0.0087327j 7.41462e-16-0.0151113j 8.8731e-16-0.0353482j -1.09197e-14-0.0438184j 5.30786e-14-0.0322626j 
-2.89151e-14+0.0256973j -7.64167e-15+0.0577323j 1.82545e-15-0.0824241j -2.21727e-15+0.152701j 1.91803e-15-0.0754458j 1.99993e-15-0.0723793j -4.95999e-15+0.405773j -2.357e-16+0.144469j -3.22236e-16-0.0959037j 4.54711e-15-0.279773j 3.03256e-15-0.0711903j -7.9962e-15+0.469699j 3.35351e-16+0.118116j 1.93199e-15+0.018573j -2.94452e-15+0.116016j 1.83686e-14-0.295043j -1.52588e-17+0.385055j -2.55042e-14-0.26909j -1.16537e-15+0.0428671j 4.52012e-15-0.175705j 1.3424e-15-0.0761191j -4.21701e-16+0.0122051j 5.54649e-15-0.261689j 5.37837e-15+0.148761j -3.17213e-15+0.0873022j -5.84517e-15+0.351608j -1.85572e-15+0.138258j 2.59559e-16+0.100474j -3.37231e-15+0.112285j 2.51105e-15-0.0720596j 4.01496e-15+0.278306j -4.68651e-14+0.172685j 5.95382e-15-0.0546838j 1.3269e-14+0.156488j -1.95933e-16-0.0181915j 2.63782e-15-0.0263912j -4.01475e-15+0.120408j -1.94455e-14-0.0757097j 2.97117e-14-0.18038j -5.6513e-14-0.0157859j -3.01055e-15+0.119886j 8.42092e-15-0.182508j 9.84591e-16-0.0218272j -6.7134e-16-0.0447682j -4.35695e-16+0.0783295j -1.94223e-16-0.0444761j -3.68617e-15+0.176116j 3.06722e-16+0.0150654j 6.52233e-16-0.0181514j 1.7534e-15-0.0373838j 2.12884e-15-0.105199j 4.06645e-15-0.0452863j -1.00248e-15+0.121677j 5.31748e-15+0.0981616j 1.05073e-15-0.0805963j -2.17318e-15+0.0878935j -2.53393e-16+0.0211515j -8.3465e-16-0.0213386j 1.17399e-15-0.0312895j 9.75571e-16-0.00991638j 6.02324e-17+0.0142897j 5.38656e-16-0.00173331j -8.66436e-16+0.0168709j 5.05188e-17+0.088739j -3.01617e-16-0.0423116j 3.07487e-16+0.0610627j 8.61265e-16-0.0206135j -4.96102e-16-0.0245836j 1.05232e-15-0.0448903j -9.61158e-16+0.0121393j -8.20915e-16+0.0548203j 3.00075e-16+0.0336007j -1.196e-16-0.0196731j -3.37275e-16+0.0392728j -4.37931e-16-0.00461254j 1.50515e-14+0.0104855j -7.04456e-14+0.0325397j 
5.98219e-14-0.0793602j 1.34341e-14-0.0108473j 2.65001e-16-0.0253623j -6.31599e-16+0.0123289j 2.26164e-15+0.221143j -2.07084e-15-0.272439j -2.78486e-15-0.168214j -6.40412e-16+0.0460169j 1.75181e-15+0.120946j -7.84993e-16-0.241492j -4.09374e-15-0.296633j -8.19197e-16-0.0513805j -8.60822e-16+0.112634j -8.50534e-15-0.501983j 3.53763e-15+0.339242j -1.47865e-15+0.0611591j -6.95769e-15-0.190033j -4.51443e-14-0.381426j 1.25862e-15+0.109043j -4.96575e-15-0.142139j -2.43457e-15+0.121932j 1.85987e-15+0.132266j -1.27052e-15-0.0332754j -9.2228e-15-0.204236j -4.38745e-15+0.302698j 1.1144e-15+0.200368j -1.31709e-15-0.0926454j -2.28692e-15-0.136568j -5.49519e-16+0.0226627j -2.01418e-16+0.187166j -9.87034e-16-0.0119942j 1.529e-14-0.0676893j -2.23489e-15+0.0104554j -1.86023e-14-0.208435j 1.29402e-15-0.0546215j 1.5334e-15-0.20827j 5.0125e-16-0.0759406j -2.66109e-15+0.0483462j 1.48588e-14+0.08804j -4.32807e-14+0.0545199j -1.7508e-17-0.309367j -3.6995e-15+0.126698j -3.6326e-16+0.0301706j -1.5175e-15-0.00400097j -1.0661e-15-0.0914707j 2.33554e-15+0.0332826j 1.4401e-15-0.20058j -1.45747e-15-0.0874471j 9.77195e-16+0.0256262j 1.28684e-15+0.0516733j -7.88371e-16-0.0209879j -1.41685e-15+0.047924j -7.43755e-16-0.0193204j 9.77458e-15+0.0883113j 1.55405e-15+0.0774933j 9.1182e-17-0.0526788j 3.58354e-16-0.0293844j 1.97309e-15+0.145854j 3.05617e-16+0.0282178j 2.60428e-16-0.114353j -1.21842e-15-0.128962j -2.63511e-15+0.0838523j 1.69306e-15+0.0397492j 2.91648e-16+0.0336928j 1.13762e-15+0.0745406j -1.0485e-15-0.0457268j -6.64771e-16-0.0461933j 5.44624e-16-0.00399404j -8.10754e-16-0.0304355j 5.83733e-16+0.0262927j -8.69685e-16-0.0830064j -1.0252e-15-0.0283725j 4.37285e-16+0.0529115j -1.80683e-16-0.00826735j 2.73983e-16-0.02436j -4.69233e-15+0.0395664j 2.44621e-14-0.00182292j 
-5.09346e-14+0.0697019j -1.08219e-14-0.00905285j -1.24719e-15+0.0927979j 1.34333e-15-0.00659012j -1.18876e-15+0.0234774j 1.21812e-16+0.000344555j 2.15202e-15-0.0409695j -2.31198e-15-0.016717j -4.55299e-16+0.0189621j -3.06915e-15+0.121218j 2.66126e-17+0.0322041j 1.92163e-15+0.0824306j -3.15301e-16-0.0761389j 1.65611e-15-0.386017j -1.15614e-15+0.105186j 5.01103e-15-0.0628924j 3.37442e-15-0.223024j -6.42395e-15-0.0615222j 3.00668e-15+0.210506j 2.26546e-15-0.330968j 4.71262e-15-0.28309j 6.38622e-17-0.200393j 3.33951e-15-0.117554j 8.95284e-15+0.524353j 4.68738e-15-0.0678321j -6.89964e-16+0.0920564j -2.8196e-15-0.129506j 7.68188e-16+0.3694j -5.39091e-15+0.0358357j 3.22439e-17+0.074314j -3.60607e-15-0.0896103j 2.46581e-14-0.0653142j -3.68323e-15+0.347566j 3.35791e-15+0.0830232j -4.32505e-16+0.0603489j -6.23739e-15+0.143024j 3.66228e-15-0.109277j -2.49895e-15+0.0198014j 1.44838e-15+0.0409271j -8.22645e-15+0.0162019j -9.37924e-17+0.0570659j 6.07058e-15-0.14432j 1.5404e-15+0.031168j 2.2315e-15-0.0586321j -2.71266e-15+0.038431j 3.45024e-15-0.113663j -3.07702e-15+0.124036j -3.18384e-16-0.0859697j -2.7884e-15+0.160713j 6.80076e-16-0.0700312j 2.08396e-16-0.021395j -7.38716e-15+0.09641j -3.57494e-16+0.00983376j -1.09331e-14-0.148319j -3.2288e-16-0.101213j 2.0201e-15-0.0662918j 1.33978e-16-0.0530757j 1.61445e-15-0.114026j -2.02254e-15+0.0786134j -3.9171e-15+0.133527j 1.28879e-15-0.00811602j -3.37212e-15+0.0592285j 8.96159e-16-0.0331501j 5.38956e-16+0.00529615j 6.07623e-16-0.0347144j 3.00779e-16+0.0450888j -7.96381e-18+0.00988691j 2.87795e-16-0.0112597j -2.61964e-16+0.0182476j -2.04439e-16+0.0373229j 9.16793e-16+0.00369457j 1.13479e-15-0.0622929j 8.13457e-17-0.0250602j 9.78113e-17+0.000716616j 1.43115e-16+0.0179019j -1.23918e-14-0.0553137j 5.89361e-14-0.0375192j 
-1.66124e-14+0.0317201j -3.33659e-15-0.0391112j 3.55671e-16+0.0584262j -4.82678e-16+0.0170199j -1.00092e-15+0.0844078j -3.47972e-16+0.0834717j -8.7717e-17-0.0275335j 1.75167e-15-0.236614j -1.43782e-16+0.0987862j 4.11222e-15-0.225172j -5.6497e-16+0.0883509j 8.62361e-16+0.0165648j -5.26504e-16-0.105123j -2.40676e-15-0.179373j 3.34875e-16-0.0242532j 4.63075e-16-0.0213533j -1.68551e-15+0.0959522j 1.01808e-14+0.101723j 1.39962e-15+0.0133227j -4.27399e-15+0.235565j -2.51961e-15+0.0333863j -1.5335e-15-0.0795148j -2.32133e-15+0.110306j -8.30329e-15-0.352396j 6.14241e-16-0.012763j -2.42826e-15+0.0912517j -3.3897e-16-0.0461636j 2.18875e-15-0.0583866j -2.47205e-15+0.112554j -1.80361e-15+0.193346j -4.12993e-15-0.242011j -3.25808e-15+0.0167934j 1.09293e-18+0.252929j 5.27734e-15+0.0739701j -1.79299e-15+0.165459j 5.66614e-15-0.128614j -3.09939e-16-0.0426228j -8.22166e-14+0.0274161j 1.2156e-13-0.17715j -2.52179e-13+0.100456j -3.65576e-15+0.144024j -2.06381e-15-0.000697036j 1.80146e-15-0.0650645j -9.61322e-16-0.0217428j 2.09152e-16-0.111861j -1.86648e-15+0.0887329j -4.37099e-16+0.045421j -1.38905e-15-0.00160975j 4.17801e-16+0.0991164j -2.16365e-15+0.0485972j -1.73021e-15+0.061146j 3.80429e-15-0.0442197j 4.40896e-16-0.0152027j -2.01885e-15-0.00893635j -9.40368e-16-0.000503885j 5.16159e-16-0.0355614j -9.4697e-16+0.0223984j -4.64612e-16-0.0256956j 7.77323e-16-0.0199655j -3.97632e-16+0.0533547j -5.88171e-16+0.0581366j 3.66721e-15-0.0663582j -1.04867e-15+0.0178506j 2.69881e-16-0.0425126j -4.38767e-16-0.00625509j 5.23913e-17+0.0238202j -4.43207e-16+0.0613141j -5.02276e-16+0.054109j 2.01524e-16+0.00172925j 3.35813e-16-0.00504263j -1.9179e-16+0.0484076j -2.68179e-16-0.0266314j 3.65538e-17-0.0207145j -4.10759e-17-0.00200986j 2.75413e-16+0.00696826j -4.73018e-15-0.0205524j 1.95458e-14-0.0131259j 
3.81716e-14-0.0511067j 7.37871e-15+0.00976811j -1.02182e-15+0.0411058j -1.76335e-15+0.0456021j 1.75984e-15-0.0316768j 1.41571e-17-0.0031552j -3.80932e-15+0.103935j 2.13119e-15-0.0480154j 1.52032e-15-0.0853999j -6.54014e-15+0.182912j -6.7114e-15+0.113374j -6.78093e-15+0.204336j -2.62963e-15+0.10195j -1.24525e-15-0.0136046j 4.24205e-15-0.0272732j 1.86483e-14-0.222336j 2.11583e-15-0.176225j -4.36303e-15-0.0465984j -4.31095e-15+0.155477j 4.23627e-15-0.223716j -9.25318e-15+0.228729j -7.54431e-15+0.17116j 2.29274e-16-0.0948595j 2.82435e-15+0.0204021j -7.8759e-15+0.0983145j 1.21845e-14-0.306312j -5.81155e-15+0.198285j 1.2695e-15-0.115554j 4.57611e-15-0.0373729j -3.47896e-15+0.0317802j 1.61805e-15-0.217807j 3.97081e-14-0.144181j 6.14121e-15-0.217245j -1.34566e-14-0.256935j 3.52801e-15+0.0280048j 6.83808e-15-0.150579j -3.28374e-15+0.0390921j 2.27127e-13-0.44367j -1.95376e-13+0.144292j 2.17853e-13-0.0329171j 2.4914e-16+0.0343862j 5.08621e-15-0.0650574j -2.51807e-15+0.0398897j -5.28065e-15+0.108418j 3.41125e-15-0.0619376j -4.0355e-15+0.0848023j 1.46923e-16-0.0168076j -8.07557e-16+0.0586268j 5.84949e-15-0.112194j 2.24671e-15-0.0166129j 6.52443e-15-0.11151j 5.78869e-15-0.0576547j -7.93527e-16-0.0290902j 2.41436e-15+0.0694224j -4.14196e-16+0.016997j -3.65843e-15+0.0720117j -8.91966e-16+0.00991514j -4.77719e-15+0.0906744j -6.83032e-15+0.15234j 2.73855e-15-0.0757243j -2.11728e-15+0.0467949j 9.60985e-15-0.159838j -1.35771e-15+0.0116413j -1.59407e-15+0.0572513j 7.15083e-16-0.00747267j -1.45376e-15+0.052176j -3.92081e-17-0.00892033j -1.28781e-15+0.0241919j 6.96436e-16-0.0147453j 5.91836e-16-0.0191923j -3.24756e-15+0.0908952j -3.89599e-15+0.121481j -5.76649e-16-0.00886138j -2.12566e-15+0.0440238j -1.17126e-15+0.0191709j 1.36754e-14+0.0163252j -6.77774e-14+0.0323662j 
-1.41568e-14+0.022374j -2.50882e-15-0.0139682j -3.13814e-16+0.0741757j 3.82782e-16-0.0106159j 2.89895e-16+0.108682j -1.95399e-15+0.065497j -1.77045e-15-0.0105981j -5.3752e-16-0.0738671j 3.49889e-15+0.112999j -1.68193e-15-0.0875265j 3.97023e-15+0.19086j -4.73652e-15-0.119853j -3.09491e-15-0.0731052j -5.37363e-15-0.208486j -6.03277e-15-0.224634j 1.37167e-14-0.176668j 3.5951e-15-0.118142j 3.5276e-14+0.248024j 1.37625e-14+0.38375j 6.28794e-15+0.19578j -8.68768e-16-0.0527858j 2.12568e-15+0.451631j 1.25659e-14+0.34052j 7.56661e-15+0.323491j 1.93111e-15+0.0722562j -6.05428e-15-0.106147j 9.24068e-15+0.0232341j -1.16722e-14-0.106332j -6.81685e-16+0.289669j 5.10772e-15+0.0549203j 9.31621e-16+0.269254j 6.33111e-14-0.261132j -4.46594e-15-0.0968568j 8.25043e-15+0.0917906j -2.44877e-15-0.05157j 3.98681e-15+0.0625601j -1.71033e-15+0.0242599j -1.15409e-13+0.0726491j 2.14956e-13-0.0898233j -5.20591e-13+0.308813j -1.55366e-15-0.0889536j 5.42167e-15-0.211494j 2.72632e-15-0.122289j 1.61929e-15-0.0734992j -8.06408e-16+0.0296973j -1.18504e-15-0.0851665j 3.05843e-16+0.0345165j -3.6343e-15-0.0773801j 3.16906e-16+0.112084j -4.44802e-16-0.0237037j -1.75381e-15-0.059192j 3.48925e-16+0.0394684j 1.1634e-15+0.0268539j 4.64822e-15+0.0407482j -3.05266e-16+0.00192564j 4.84709e-17+0.0268037j -5.88283e-16+0.0336388j 1.61728e-17+0.0424998j -1.11303e-15-0.00451675j -3.10474e-17+0.0662675j 1.69741e-16-0.0103271j 2.3368e-15+0.0203023j 4.77852e-16+0.0263754j 7.5605e-16-0.00736358j 3.18285e-16+0.00309874j 6.79642e-16-0.0896901j 4.01436e-16+0.0395165j 5.69901e-16+0.0317588j -5.72595e-16-0.0241407j 1.18311e-15+0.0550982j 5.33479e-16+0.0032383j -1.67044e-15-0.0712966j 1.2306e-15+0.0611965j 5.23811e-16+0.013241j 3.56852e-16+0.018667j -1.19193e-14+0.0256759j 5.69311e-14-0.0189404j 
