-0.0395155+0.0166927j 0.0127543+0.0154845j -0.0216215-0.0136264j 0.0200989+0.0510445j -0.0119688+0.0732258j 0.0678685-0.00683089j -0.033738+0.023605j 0.0322893+0.0208809j 0.0481464+0.020263j 0.047255-0.0590381j -0.090834+0.0411928j -0.01108+0.0615472j -0.0484165+0.0683096j 0.0759953+0.0121631j -0.0420863+0.0554389j 0.0187322+0.016357j 0.0501185+0.0154189j -0.0197369+0.0637088j -0.0222317+0.0252715j 0.0171194+0.0379937j 0.0790745+0.00971791j -0.00133221-0.00212531j -0.0297473-0.0765437j 0.0401997-0.00968687j 0.032305+0.0120008j -0.0868831+0.0162904j -0.0156091+0.0115531j 0.00288031-0.0622817j -0.0325226+0.0113042j 0.0113589+0.000403434j -0.0182268+0.071718j -0.0479973-0.00392627j 0.0724172-0.0226032j 0.0209306-0.0258972j 0.0104664+0.0110775j 0.00552183+0.0234958j 0.171105-0.0397269j -0.059882-0.0267497j 0.0263349+0.0263226j -0.0269144+0.0373211j 0.0747287+0.0467633j 0.0189934-0.0226347j 0.0381366+0.0332653j -0.0246024+0.056213j 0.032998-0.0475671j 0.170155+0.0882143j -0.0059777-0.0362077j 0.0648136-0.041242j 0.0668096+0.000803582j 0.0773978-0.078164j -0.0601288-0.0335693j 0.0102067+0.00483053j 
0.00733504-0.000799127j -0.00490218-0.0052399j 0.00267039+0.00897947j -0.00356268-0.00119254j -0.00410931+0.000300479j 0.0015601+0.00864105j 0.00133879-0.00697064j 0.00729467+0.00698783j 0.00209651+0.00721152j -0.00889968-0.0125651j 0.00706542+0.0124626j 0.00128999-0.0012431j -0.00887676-0.00368911j -0.0155046+0.0105317j 0.0034703-0.00516311j 0.00125382+0.011065j 0.0162551+0.00430723j -0.00156111-0.000238325j -0.000757899-0.00576741j 0.00172265-0.00748539j -3.01953e-05-0.0108207j -0.000100155+0.00402997j 0.00660871+0.00256527j 0.0094757-0.00162072j -0.00398165+0.00778263j 0.00305285-0.00168741j 0.0105105-0.000404557j 0.0092368-0.000905663j -0.0116913+0.000844298j -0.00261979+0.023447j 0.00498255-0.0139777j -0.000291345+0.00923996j 0.00862313+0.0124803j -0.000199874+0.0101012j 0.00417848-0.00792294j 0.00937061+0.0185483j -0.00283842+0.0058602j 0.00874438+0.00289089j 0.0027569+0.00959942j -0.00541152+0.00860571j 0.00631494-0.0191766j 0.00437759-0.0203204j -0.00092711-0.00378531j -0.00264076-0.00291862j -0.00182868+0.00324969j 0.0105694+0.00131747j 0.023004+0.0036215j -0.010435-0.00265587j 0.00500728-0.000590591j 0.00311057+0.000593265j 0.0018418-0.00161292j 5.33845e-05+0.00075186j 
0.000103993-0.002906j -0.00323803-0.00457361j -0.00691097+0.0104774j 0.00350053+0.00282885j 0.0097161+0.000736642j -0.000363724+0.00292478j 0.00244018-0.00717879j 0.00797139+0.000545227j -0.00497524-0.000609364j 0.00685695+0.00466167j -0.00379615-0.000793162j 0.00405905+0.00146659j -0.00740402+0.00249629j -0.00427731+0.0101964j -0.000939566-0.00485352j -0.00462932+0.00701274j 0.00413183+0.00470344j -0.00148266-0.00105474j -0.00352317-0.00698327j 0.00331936-0.00509981j -0.000701053-0.00646589j 0.00438828+0.00190649j -8.6659e-05+0.00352699j 0.00521216-0.00820301j 0.000172374+0.00642469j 7.72892e-08+0.00377915j 0.00354617-0.000871322j 0.0135625-0.00121758j -0.00262815-0.00290158j 0.00386784+7.26124e-05j -0.00185793-0.0154806j 0.00346317+0.00625144j -0.0100357-0.00169584j 0.00173263+0.00295925j 0.000116226-0.00307615j -0.00128474+0.00222899j -0.00871326+0.00463775j 0.00529327+0.00171373j 0.00481535+0.00303981j 0.00318697-0.00964055j -0.00340568-0.0020114j 0.00244813-0.00226778j -0.00208625-0.00294209j -0.00313432-0.00184098j -0.00180459+0.00220144j 0.00326123+0.000716555j 0.00470786-0.00294343j -0.00555519-0.00654379j -0.000619413+0.00107514j -0.00524666+0.00219873j 0.00322763+0.000941182j -4.0244e-05-0.00223045j 
0.00620572-0.000311035j -0.000658242+0.00618026j 0.0155832+0.00212882j -0.00287542-0.0143705j -0.00227189-0.0134987j -0.00919106-0.00212909j 0.00470841+0.00332597j -0.0100138-0.00706313j -0.000650682+0.00364174j -0.00142263-0.00837162j 0.0096796+0.0101824j -0.00076699-0.0024113j 0.00798871-0.000714575j -0.00150415-0.00893483j -0.000506702+0.00425966j 0.00866909-0.0066218j 0.00549938-0.00970569j -0.00172017+0.00367j 0.0073804+0.00396667j -0.00320563+0.000478255j -0.00598048-0.00703548j -0.00740801+0.00150425j -0.0001906+0.0117279j -0.00508561-0.00328384j -0.0031298-0.00491073j 0.00160528+0.00246792j 0.00396948+0.00116715j -0.00199105-0.00302824j 0.00633798+0.00124853j -0.00620801+0.00364477j 0.0042755-0.00684417j 0.0104423+0.00419487j 0.00178879+0.0123208j 0.00380966+0.00545893j -0.00286422-0.000810344j 0.00553464+0.00780338j -0.00395221-0.00135166j 0.0020516+0.00632086j 0.00557432-0.000246609j -0.00675706+0.000616714j 0.00157576+0.00333821j 0.00315487-0.00753533j 0.00461332-0.00657274j -0.00468499-0.00513824j 0.0058711+0.00459642j 0.00230136+0.000395375j 0.00631209-0.00248238j -0.00679828-0.00311892j -0.00111199-0.000846493j -0.00529561-0.000913876j 0.00169533+0.00437661j -0.000480873-0.00281371j 
-0.00247365-0.00259057j -0.00055197+0.00107832j -0.00116171+0.00301344j -0.00537245-0.00206527j 0.00840367-0.00312213j -0.00426681+0.00127224j -0.00485073-0.01264j 0.0120056-0.0125893j -0.00987026-0.00473234j 0.013308+0.00662699j -0.00273329+0.00476684j -0.00615964+0.00203034j -0.0127291+0.0072625j 0.00390131+0.0182115j -0.00720354+0.00544881j -0.00421567+0.00959561j -0.000218084-0.000128379j -0.00897152+0.00102596j -0.013137-0.0148097j -0.00424053-0.00453147j -0.00126529-0.00722061j 0.00133761+0.0066502j -0.00112796+0.0126806j -0.000551168-0.00778892j -0.00143859+0.00389091j -0.00174369+0.00284151j 0.000484745-0.00227183j 0.01405-0.00827111j -0.0117192+0.00479083j 0.00213781-0.0122917j 0.000346289-0.00917213j 0.00240399+0.00254347j -0.0108869-0.00100979j -0.000435738+0.0109657j -0.00426438-0.00499652j -0.00682936-0.00739835j 0.000544176-0.00285925j 0.00513467+0.00500084j 0.0123894-0.00364955j 0.00422919-0.0225328j -0.00468377+0.0106158j 0.00294708+0.00461101j -0.000733995-0.003583j -0.00192245-0.000239845j 0.00201048+0.00191503j 0.0035566-0.00947026j -0.00820146-0.00256964j 0.00430502-0.00269091j 0.00246415-0.00469036j 0.00528625-0.00390745j 0.00502035-0.00372844j 0.000718951-0.0113692j 
-0.00559261+0.00094897j -0.00263334+0.000403738j -0.00441544+0.00122061j 0.0019644+0.00638262j 0.000782695+0.00568818j 0.00466738-0.000861453j -0.00566143+0.00131101j 0.00418512+0.00126295j 0.00211185+0.00128246j 0.00296034+0.00235387j -0.000411528-0.00230241j 0.00213549-0.00358841j -0.000840046+0.00121118j 0.00564402+0.000779951j 0.00281462-0.00498992j 0.000871722-0.000102874j 0.00113106+0.000724195j 0.00203071-0.000324294j -0.00221638+0.00248485j 0.00362273+0.00143506j 0.000873619+0.00560624j 0.00357147-0.0054549j -0.00137345-0.00788285j 0.000460366+0.0011819j 0.00123972+0.00277986j -0.00315871-0.00474156j -0.0012189-0.000469818j -0.00398755-0.00411766j 0.0012591-0.00555249j 0.00219888-0.00299267j -0.00327739+0.00275738j -0.00537004-0.00219759j 0.000688909-0.00476476j -0.00234543-0.00869369j 0.0031159+1.93624e-05j 0.000876602-0.0015196j 0.00560704+0.00291694j -0.00126698-0.00560183j -0.0036651+0.00444876j 0.00124274+0.00833786j 0.00153962+0.00280259j -0.00179103-0.000755697j 0.00239346+0.00510352j -2.5068e-05+0.00445747j -0.00695369-0.00867621j 0.00870483+0.00746427j -0.00244438-0.00076276j 0.0066628+0.00149323j 0.00173608+0.00151151j 0.00406467+0.000946388j -0.00865617-0.00342975j 5.96578e-05+0.0100842j 
-0.000497084+0.00265831j 0.00122713-0.00240928j -0.000111795-0.00119009j 0.0024678-0.000428017j 0.000587774-0.00145145j -0.00177607+0.00388601j -0.000257606-0.00118235j -0.000622314+0.00347574j -0.000430361-0.00295259j 0.0010312-0.00344401j -0.000487554-0.00163758j -0.00207467+0.000735072j 3.99347e-05-0.000902606j 8.40643e-05-0.00142158j -0.00270218-0.000132963j 0.0004192-0.00322586j -0.00517572+0.000466761j -0.00277114-0.00013558j 0.00370984+4.08155e-05j 0.00227222-0.000654202j 0.000517909-1.45912e-05j -0.0016122-0.000418592j 0.000924815-0.00151386j -0.000522885-0.00137574j 0.00304465-0.00167355j -0.0009698+0.00247011j -0.000166955-0.00470174j 0.00092061+0.00497912j 0.00220178-0.00513946j 0.000562765-0.00164351j -0.00220126-0.00520342j 0.00888208+0.00464385j -0.000372698-0.0058346j 0.00123293-0.00820208j 0.000800695-0.00123552j 0.000580015-0.00304075j 0.000972049+0.00107223j 0.0030122-0.0017725j -0.000490156+0.00189906j -0.00224524+0.00094022j 0.00459751-0.00294045j -0.00460548+0.00274705j 0.000277315+0.00284537j -0.00265898-7.18399e-05j -0.0104886+0.000444668j -0.00677191+0.00484424j -0.000773522+0.00188901j -0.00886702+0.00148065j 0.00157598+0.00111161j -0.0110194+0.00664346j -0.00739731+0.0056429j 0.000354215+0.0184278j 
-0.00310928+0.0011627j 0.00222633+0.0029593j 0.000747141-0.00196426j 0.00174252+0.00142774j 2.68524e-05+0.00169994j -0.00210377+0.000150653j -0.00481428-0.00332494j -0.0021607+0.00180844j 0.00177652-0.00040301j 0.00292059-0.00317474j 0.0022446-0.000191241j 0.00120962-3.98132e-05j 9.17093e-05+0.00214261j 0.00446684-0.00564375j -0.00332913-0.00323159j 0.0061471-0.00241256j 0.000897874-0.00520896j -0.000340455-0.000400066j 0.00431103+0.00685085j 0.00330125+0.00560511j -0.00211328+0.00371155j -0.00252639-0.00342242j 0.00381619-0.000337236j 0.00343554+0.00126665j 0.000303393+0.00333346j -0.00462433-0.00406669j -0.002994+0.00200215j -0.00227406+0.00349381j 0.0074673-0.00576237j 0.00287638+0.000845721j 0.00896228+0.00280324j 0.00575566+0.0137857j 0.00182143-0.00485388j 0.00482966-0.00276467j 0.000198357-0.00339555j 0.000315529+0.00080871j 0.0101891-0.00791806j -0.00169653-0.00146909j -0.000386439+0.00364206j 0.00153777+0.00169888j 0.00167782+0.00199435j -0.00103538-0.00431925j -0.000468094+0.00948269j -0.00732745+0.0115109j -0.0145636-0.0153136j 0.0157799+0.0109848j -0.00153102+0.000608719j 0.0132557+0.00960397j 0.0121361+0.00146359j -0.00215234+0.00491225j -0.0138581-0.00403493j 0.00186658+0.0421797j 
-0.000114716-0.000830598j -0.00327206+0.000289758j -0.0023989+0.00189013j -0.00266549+0.000151089j 0.00150595+0.00172885j -0.000498563-0.00405429j 0.00189222+0.0034046j 0.00457922-0.00138478j 0.000842496-0.00064705j 0.000245719+0.000922236j -0.00141273+0.00245457j -5.28558e-05+0.00178144j 0.00163835+8.91501e-05j -0.000175896+0.000304011j 0.00362414+0.00436088j -0.00310941+0.00100722j 0.000860445+0.000217153j 0.00106398+0.00258593j -0.00449892-0.00451433j -0.00296563+0.000153344j -0.00176803-0.00101997j 0.00272523+0.0047512j -0.00278738+0.000419239j -0.00206677+0.000236797j -0.00451273+0.00114367j 0.00360303-0.000491186j 0.00358-0.000160774j 0.00212577-0.00371378j -0.00434132+0.00087407j -0.0013332+0.000620161j -0.00346298+0.00189872j -0.00561848-0.00869064j -0.000146547+0.00483289j 0.000617193+0.00561428j -0.000680208+0.00241868j -0.00110449+0.000805796j 0.00228023+0.00173822j -0.000917611-1.71116e-05j 0.000323699-0.0037477j -0.0036126-0.00103776j -0.00226469+0.00270534j 0.000222144-0.00015217j -0.00297879+0.000413374j -0.00319746-0.00478556j 0.0041012+0.00630482j -0.00300551-0.00242258j -0.000956227-0.00161887j -0.00151041-0.0095791j 0.000215073-0.00224661j 0.004238-0.00128437j -3.78926e-05-0.00580392j 0.00172843-0.0174343j 
0.00179008+0.000955905j -0.00335888-0.00242963j -0.00193871+0.00158921j -0.00284331-0.00149356j -0.000681755-0.00363704j 0.00107803+0.00491265j 0.00413185-0.000296326j 0.00162557+0.00107867j -0.00319622-0.00522122j -0.00334985-0.0017461j 0.00329426+0.00116595j -0.00423774+0.00363005j -0.00179793-0.00384204j 0.000276057+0.00418052j -0.000495862+0.00222834j -0.00356112+3.71443e-05j -0.00266872+0.00490432j 0.000156806+0.00242339j -0.00122744-0.00527866j -0.00314411-0.00323911j -0.000647424-0.00373122j 0.00566794+0.00138209j -0.00404486+0.000975256j -0.00578238+0.000380638j -1.76398e-05-0.000819374j 0.00104929+0.00150453j -0.00256361-0.0045192j -0.000502257+0.0035083j -0.00163466-0.00513032j 0.00123417-0.00551491j -0.00146282-0.00525402j -0.00125028-0.00299963j -0.000271889-0.000631633j -0.00541573-0.00926352j 0.00174805+0.00122395j -0.00195715-0.00132558j -0.000998447+0.000344261j 0.00657717-0.00136489j 0.00174733+0.00255153j -0.00109092+0.00550482j 0.00310959-0.00247154j -0.00219163+0.00556671j 0.00358702-0.000629855j -0.00740784+0.000824303j -0.00927908+0.00158637j -0.0113922+0.0020045j 0.000232278+0.000829204j -0.0174905+0.00151083j -0.00347464-0.00975799j -0.003005+0.000884928j -0.0157248+0.00633717j -0.00184271+0.00434555j 
-0.00747245-0.00221444j 0.00413111+0.00278809j -0.0021387-0.00369535j -0.00279303+0.00352963j -0.000442154+0.00756967j -0.000385238-0.00456897j -0.010323-0.00224215j -0.00247634+0.000873499j 0.00454132+0.00379802j 0.00286396-5.78072e-06j -0.000827259+0.0065398j 0.00379951-0.00202684j 0.00129501+0.00476396j 0.00272122+0.00385633j -0.00296471+0.00211386j 0.0063651+0.00486409j 0.00328746-0.00604204j -0.00149299+0.00200443j 0.00395249+0.00128581j 0.00306902+0.00333335j -0.00150171-0.00222862j -0.00442078+0.00593852j 0.00685287+0.000573031j 0.00173631+0.00166264j -0.00400924+0.00187375j -0.000149507-0.00449994j -0.00138532+0.00762439j -0.0042564-0.00450826j 0.00489648+0.000122965j -0.00116078+0.00163575j 0.00966226-0.00054114j 0.00293587+0.00613416j 0.00169732+0.00459887j 0.00385777+0.00931835j -0.00421623+0.000468406j -0.00430833+0.00468116j 0.00965929-0.00504713j -0.00355321+0.0054619j -0.000664853+0.000577168j 0.00279476-0.00422679j -0.000555028+0.00591561j -0.00474913-0.0105229j -0.00585353+0.0051897j 0.00444363+0.00570571j -0.00110172-0.0100104j 0.00132578-0.00428524j -0.00228123-0.00359603j 0.0217683+0.0014392j 0.00952006+0.00725003j 0.00332342+0.00523606j 0.00395849-0.012451j 0.0041734+0.0105586j 
0.00105489+0.00161918j -0.000554544+0.000422839j -0.000481153-0.00106771j -0.00019146+0.00237676j -0.00120311+0.00484498j 0.00408197-0.0038468j 0.000556799+0.0014953j 0.00365214-0.00531771j 0.00424581+0.00211411j -8.68311e-05-0.000815052j -0.00438977+0.00370786j -0.000566762-0.00137415j 0.00252856+0.00130414j -0.000460887-0.00261804j -0.00329422+0.00237584j 0.00247337+0.00211398j -0.00227596+0.00173455j -0.000407384+0.00139323j -0.00214224+0.00203483j -0.00300398+0.000959016j 0.00208169+0.00195833j 0.00240615+0.0017057j -0.000739228-0.00190144j -2.36848e-06+0.000853043j 0.00209117+0.00221797j -3.00807e-06+0.00228815j 0.00259778-0.00404921j 0.00383774-0.000942016j -0.00141724+0.00314853j -0.000264411+0.00168375j -0.0031374+0.00676691j -0.000170749-0.00529163j -0.000270361-3.21417e-05j 0.00253573-0.00362189j -0.000502326+0.000701611j 0.00337832-0.00442725j -0.000497317+0.00597067j -0.00155762+0.00264186j -0.00243228-0.00185702j -0.00463206-0.00684532j 0.00264143+0.00130246j 0.00243464+0.000410399j -0.00131884+0.00187155j -0.000662553-0.00774739j 0.00460266+0.00647824j 0.00128563-0.00540336j 0.00109792+0.00451083j 0.00372651-0.00279881j 0.00386652+0.00117886j 0.0051313-0.00650928j 0.00585929-0.00222238j 0.001988-0.0155215j 
0.000742201+0.00126831j 0.00295866-0.000284254j 0.00197508-0.00291809j 0.000387873+0.001683j -0.00120498-0.00245047j -0.000499157+0.00150719j 0.00148477-0.0030184j -0.00223544-0.00187741j -0.00491114-0.000974811j 0.000573996-0.000408838j 0.000814023-0.00137542j -6.67462e-05+0.00199455j -0.00296769+0.00167661j 0.00151094+0.000305216j -0.00128821-0.00116998j -0.000635238-0.00262864j -0.00283704-0.00354118j -0.000596541-0.00266442j 0.00190446-0.00221628j 0.000625395-0.000855586j -0.00143593-9.5439e-05j 0.00384555+0.000889435j 0.00131445+0.00156867j -9.90793e-05-0.00170501j 0.00102461+0.000717407j -0.00344497+0.00298597j -0.000745653+0.00106942j -0.00108154+0.00381005j 0.000821972+0.00246406j 0.000668316+0.00115462j 0.00223677-0.00293749j 0.00350873+0.00538013j 0.00261671+0.000361839j 0.00355377-0.00167591j -0.00345957+0.00369564j 0.0021973-0.00114887j -0.00342845-0.00670546j -0.00235312-0.00101379j 0.00264137-0.00163095j 0.0051132-0.00258192j -0.000636428+0.000727836j -7.7959e-05+0.00743639j 0.00157139-0.00530234j 0.00363354+0.00722056j -0.000229388-0.00313017j 0.00323692+0.00321682j -0.00173562+0.00132471j -0.00229625+0.00553869j -0.00584984-0.00045476j -0.00484834+0.00313256j 0.00237269+0.00370232j -0.00323475+0.0125458j 
0.00245509+0.00189071j -0.000905951-0.000962586j -0.00209029-0.00142376j -3.81278e-05+0.00288562j -0.000180491+0.000589876j 0.00221998-0.000171683j 0.00116006-0.00222117j 0.000520335-0.00659116j -0.00426096-0.00117663j -0.00308466-0.00518864j 0.00350869+0.00316179j -0.00459496+0.00508058j -0.000858514-0.0035653j 0.000103913+0.00702679j -0.00482097+0.00138833j -0.00180392-0.000338015j 0.000328345-0.00101693j 2.54064e-05-0.00268898j 0.000956591-0.00530849j -0.00370207-0.00222855j 0.000787698-0.00232808j 0.00712571+0.0019117j 0.00103421+0.00416421j -0.00540574+0.00124762j 0.000250874-0.00137331j -0.00280968+0.00580034j -0.00387905-0.000379256j -0.00191681+0.00155509j -0.00115768-0.000531554j 0.00353708+0.00102582j 0.000958269-0.00459042j -0.000922029-0.000673776j 0.0010835+0.00455406j -0.00439154-0.00731939j 0.000277835+0.00468067j -0.00296568-0.000899168j -0.000575555-0.00216389j 0.00197246+0.00129589j -6.65735e-05+0.00244117j 0.00269593-0.00151459j 0.00120781+0.00135924j -0.00250206+0.00113501j 0.00379124-0.00589076j -0.00177461+0.00624404j -0.00690131-0.000496919j -0.00518839+0.00606445j 0.00632591-0.00623801j -0.00666709-0.000473355j -0.0073427-0.00199204j -0.00386901+0.0035245j -0.00631287+0.00453155j -0.0032296+0.00748954j 
0.000936207-0.000143884j 0.00173438-0.000119007j -0.000534327-0.00328885j 0.00180654+0.0017471j -0.000616233+0.00274315j 0.000176368-0.00168573j 0.00388845-0.00100584j 0.0017201+0.00090574j -0.00241036-0.00405363j 0.00775187+0.00258966j -0.00478099-0.00125251j 0.00343847-0.00078363j -0.0020469+0.00300619j 0.00211611-0.0177925j -0.000914863-0.00141882j 0.00431445-0.00962061j -0.00456098+0.00229692j 0.00155021+0.0025415j 0.00146473+0.00517794j 0.000747251+0.00390178j -0.00232791+0.00880131j 4.916e-05-0.00546304j -0.00872664-0.00775085j 0.00216724-0.00472053j 0.00961398+0.0100996j -0.00245336-0.00183755j 0.00219884-0.00302082j 0.00640525+0.00348422j 0.00360797-0.00271884j -0.00238786-0.000130994j -0.00432572-7.73761e-05j 0.00357682+0.0028349j -0.00384013-0.00854979j 0.00242062-0.00698011j 0.00143313+0.00230776j 0.00497904-0.0142368j 0.00244308+0.00302298j -0.00634686-0.00456709j -0.00195465-0.000492814j -0.00814982+0.000808077j 0.000175542-0.00849288j 0.0051401+0.00310406j 0.00586012+0.00492247j -0.00505153+0.00125911j -0.00144479-0.00277392j 0.00491602-0.00257101j 0.0070237+0.0119957j 0.00244+0.00946773j 0.00246583-0.00870899j -0.00446001-0.00665998j -0.00420306-0.000689697j 0.000155855+0.00738967j 
0.0134859-0.000690701j -0.0112152-0.00340118j 0.00646272-0.00311521j 0.015467+0.00359128j 0.00943685-0.0102551j -0.00189984-0.0059791j 0.00340255+0.00684245j 0.00254843-0.00401104j 0.00155407-3.24966e-05j -0.0116924+0.00587015j 0.0118741-0.00578617j -0.0121031-0.00616577j 0.00964968-0.00499914j -0.00351446+0.0175165j 0.000980579-0.00234193j -0.0090616+0.000498472j 0.00930835-0.00128941j 0.00363475-0.0106875j -0.00443919-0.00148534j -0.00212616-0.0124688j 0.00439452-0.00923278j 0.00785426-0.00185836j 0.0119431+0.00731551j -0.000834352-0.00772265j -0.0135253-0.0088935j -0.00171794-0.000126495j 0.00304302-0.00344419j -0.000211064-0.000772875j 0.00480425-0.00134113j -0.00206365+0.00297145j -0.00183397+0.00557902j -2.49085e-05-0.0096215j -0.00349203-0.00061751j 0.00339401-0.00745681j 0.000408344+0.000431552j 0.000798419+0.0142592j -0.00691305+0.00072421j -0.00025843+0.000883212j -0.000334665-0.00461404j -0.00270477+0.000135682j -0.00445281+0.00143038j 0.00487344+0.000570134j 0.000507326+0.00076045j -0.0056642-0.00678412j -0.00380641-0.000776506j -0.0029487-0.00833262j -0.00229836+0.00406223j -0.00537325+0.00532495j 0.000126982-0.00220318j 0.000300151-4.6771e-05j 0.00279859+0.0034723j 0.000303245+0.00188351j 
-0.0054612+0.00254614j -0.000300616+0.000327055j -0.00531584+0.00410392j -0.00749195-0.00286895j -0.000390642-0.000103889j -0.00219581+0.00526453j -0.000795701-0.000748407j 0.00235072+0.00377566j -0.00223911-0.00156511j 0.00163216-0.00420813j 0.000249482+0.0039172j 0.00277411+0.00294216j -0.00299748-0.00216474j 0.00131441+1.54115e-05j 0.004548-0.00197206j -0.0010607+0.00128591j -0.00237263+0.00102305j -0.00114989+0.00703891j -0.000391127-0.00243986j 0.000114029+0.000370466j -0.000926201-0.00200496j -0.00202107+0.00393351j -0.00615346+0.00273321j -0.00629762+0.00625356j -0.00140793+0.000969585j 0.000293631+0.00104536j -0.00181284+0.00202929j -9.76578e-05-2.22712e-05j -0.00462109+0.00300657j 0.00161533-0.000918262j -0.00171216-0.00424452j -0.00418001-0.00119517j 6.84018e-05+0.00164874j -0.00190607+0.0028599j 0.000313021-0.00316661j -0.0013494+0.00102223j 0.00214502+0.00233402j 0.0069988-0.00212085j -0.000687968+0.00427009j -0.00028711+0.00672476j -0.000591184+0.00108809j -0.00436659+0.00133685j -0.00148311-0.00220138j -0.00168482+0.00270381j -0.00851966+0.00329484j -0.00532087+0.00870906j -0.00536779-0.00667749j -0.00753023-0.013185j -0.000894233+0.00079762j 0.00239197+0.0025346j -0.0122907-0.00156057j -9.93447e-05-0.00589397j 
0.00348155+0.000617574j -0.00429131-0.00179055j -0.000534649-0.00174279j -0.000179871+0.00223732j 0.00159837-7.96195e-06j 0.00185378-0.00340911j -9.26738e-05+0.00215559j 0.00278971+0.00384687j 0.00202358+0.00265454j 0.00134342-0.00106206j 0.00579056+0.00418973j -0.000228271-0.00604856j 0.0046298+0.00247699j 0.00347632+0.00126196j 0.00636428+0.00279067j -0.00167262-0.00347152j 0.00226428+0.00297354j 0.00147411+0.0044835j -0.00802788-0.00165799j -0.00208867-0.00292362j -0.000787607-0.00410234j -0.00361479+0.000621194j -0.00446968-0.00348864j -0.000129608-0.000400589j 0.000812865+0.00136101j 0.00193979-0.00509111j -0.000912571-0.00399494j 9.3816e-05-0.00572636j 0.00055687-0.00278173j -0.00263133-0.00116801j -0.00544916+0.000222949j -0.00559732-0.00686005j -0.00375565-0.00535433j -0.00322854-0.00194931j 0.00426875+0.00248661j -0.00122136-0.00275788j 0.00476173+0.00168732j -0.00212799-0.00211533j -0.000695567-0.00284334j -0.00536956+0.00308618j -0.0033264-0.00136403j 0.00438233-0.005402j -0.00249598+0.00186668j -0.00472621-0.00118515j -0.00150893-0.000791916j -0.00746328-0.00537522j 0.00445088+0.00243739j 0.00387489-0.0040636j 0.0016055+0.00027186j 0.0021669-0.00200254j -0.0047955-0.00347048j 0.00416204-0.00995928j 
0.00463215+0.002318j -0.00548593-0.00510455j -0.00177878-0.00342085j -0.000181325+0.00259795j 0.00123429-0.00372912j -0.00127404-0.00322977j 0.00247185+0.00376581j 0.00163999-0.000494862j -0.00931936-0.00520326j 0.000285772-0.000208441j 0.00594789+0.000955204j 0.000866448+0.00305655j -0.00577546-0.00214695j 0.00152332+0.000444049j 0.0069378-0.00155673j -0.00136231-0.00878993j 0.00245588+0.00529561j 0.00122112+0.00472217j -0.000710238-0.00358675j 0.000792784-0.00207208j 0.00381888-0.000568265j 0.00384736-0.00540524j -0.00699239+0.00306921j -0.00858794+0.000411816j 0.00141426+0.000120629j -0.00678061+0.00512107j 0.00296899+0.00408874j 0.00681617-0.00378604j -0.00495497+0.0116471j -0.00541058+0.0025019j -0.00803507-0.0111372j -0.00858474-0.00986518j -0.00136696-0.0037527j -0.00310339-0.00207807j 0.00225284+7.32105e-05j -0.00133067-0.00290522j 0.00486977+0.00491291j 0.00159744-0.00801079j 0.00244583+0.00832262j -0.0041074+0.011596j -0.00311455-0.00521328j -0.0016602+0.00471632j 0.00854689-0.00271835j 0.00211137+0.00812628j -0.0105975-0.00391008j -0.00329615-0.00785716j -0.00142675+0.00257205j -0.00111307-0.00436775j -0.0170589-0.000416738j -0.00209744-0.00139844j -0.00388705-0.00136472j -0.0035194-0.012705j 
-0.0247304+0.0023491j 0.000751062+0.010631j -0.00836302+0.0111916j 0.000488189+0.00392855j -0.00738303+0.0217425j 0.00366456+0.0040715j -0.0017115-0.00590556j 0.00154155-0.0115251j 0.00697811-0.00767532j -0.00223421-0.0104693j -0.000266088+0.000415572j -0.00530463+0.00748285j 0.000509528-0.000817539j -0.00211481+0.00482451j -0.0172486+0.00255097j 0.013038+0.00403382j -0.00146557+0.0045024j 0.00367187-0.00447736j 0.00877323-0.00141305j -0.0145804+0.00185284j -0.00297568-0.00193548j 0.0168449-0.00224207j 0.00937918+0.0031859j -0.00384074+0.0074479j 0.00516233-0.00212151j -0.00315916+0.00769577j 0.00162824+0.00184179j 0.00225867-0.00542095j -0.00100514+0.000505098j 0.00386805+0.00523765j -0.00237415+0.00164812j -0.00207204-0.00446462j 0.00676208+0.0128241j -0.00289576-0.0124752j -0.00667532+0.0109599j -0.00230984-0.00653936j 0.00527258+0.00171621j 0.00304072-0.00801696j -0.0029395+0.00443571j 0.0025213-0.0124795j -0.000836474+0.00485291j 0.00184078+0.00122882j 0.0015981-0.00178077j -0.00478588+0.00134646j -0.00187908-0.000456055j -0.0042943-0.00732233j 0.0119561+0.000884438j -0.000265175+0.00120445j -0.00436593-0.00328799j 0.00359135-0.000602981j -0.00145039-0.00134911j -8.32696e-05-0.00636638j 
