0.000758773-0.0203067j -0.0509374-0.0324575j -0.0749338-0.106733j 0.0287009-0.0570733j 0.0252847+0.0274206j -0.0705526-0.0688498j 0.0749835-0.040159j -0.0715337-0.0906954j -0.0744711-0.108295j 0.0424796+0.0577299j -0.0599151-0.108801j 0.0170708-0.00495343j -0.141059-0.0104292j -0.0549053+0.0533214j 0.0745509+0.0694513j -0.143628+0.00624914j 0.0946994+0.017583j 0.0778363+0.00214834j 0.030397-0.00696285j -0.07583+0.0213674j -0.0805634-0.0405939j -0.00269251-0.138169j -0.0141158+0.0195047j -0.00973722+0.0712467j 0.0530496-0.040838j 0.0448499-0.015608j 0.0462862+0.0242082j -0.0248408-0.109251j 0.0274535+0.00558013j 0.00734251+0.0246478j -0.0391308-0.0279652j 0.0266725-0.0168484j -0.0148297+0.056492j 0.106939-0.0058538j 0.0658034-0.00482105j 0.184194-0.160743j 0.0234145-0.0072176j -0.000564598-0.0239353j 0.0796483-0.0164868j -0.0493488+0.0174521j 0.0167653+0.029541j -0.0512806-0.00692793j -0.056863-0.00130503j -0.00980442-0.0818742j 0.0785139-0.0485224j 0.0504562-0.12752j 0.0466852-0.00241709j 0.13041+0.0236197j 0.00606633-0.041302j -0.0482409+0.0215176j 0.0357912+0.0427923j -0.0608769+0.0656094j 0.0464684+0.0219773j 0.00544504+0.153421j 0.0217149+0.0335758j 0.074853-0.176921j 0.00730653+0.135064j -0.0790335-0.0899494j 0.0255242-0.0741055j -0.0738078+0.0273871j -0.0533158-0.0515519j -0.0772548-0.08263j 0.0134753-0.10155j -0.103005-0.0366808j 0.0913418-0.00966751j -0.137761-0.0189726j 0.0638811-0.00931636j 0.00354973-0.0155357j 0.00064452+0.0416897j -0.035262-0.00393899j 0.0285543+0.0303754j 0.06814+0.048912j -0.0116572+0.0162528j -0.000266885-0.0344356j 0.0277106-0.0281926j -0.00150181-0.127522j 0.00857058+0.0281807j -0.130658+0.172004j -0.136176-0.0775374j -0.0559542+0.025529j 0.0395718-0.0863447j 0.0462067-0.0379849j 0.0094241-0.0352154j 0.0417023+0.0320281j 0.00268965+0.0322499j -0.00388472+0.00953432j -0.00763476-0.00297593j 0.0212002+0.0277581j 0.0298394-0.0214582j 0.0358108-0.0266381j -0.0211086-0.0287568j 0.0100477+0.00165513j 
0.000693667+0.00174241j 0.000963544-0.00243856j -0.000329339-0.00290423j 0.00039618+0.000805205j -0.00261285+0.0027242j -0.00162137-0.00112341j -0.00333743-6.3651e-05j 0.00119931-0.000869479j -0.00291979+0.00154241j -0.00414013+0.00206048j -0.0024613-0.00151948j -0.000924729-0.00368443j -0.00219623-0.00156654j -0.000177092-0.001039j 0.00590913-0.000229727j 0.000622206-0.00315438j -0.000585509+0.00111597j 0.000913146+0.000814341j 0.00064796+0.000124806j 0.00382946+0.00157203j -0.00164939+0.00118677j 0.00169143+0.00197489j -0.00111499-0.000219047j -0.000116327-0.00197798j -0.00164505-0.00383j 0.00107131-0.00353306j -0.00112326-0.00462351j -9.00685e-05+0.000388942j -0.00245644+0.00234102j 0.000822509-0.00707235j -0.00406335+0.00160687j 0.000922224-0.00162568j -0.000899724+0.0043311j -0.00284376-0.00238296j 0.00393355+0.00360373j -0.00103149+0.00480861j 0.00139588+0.00485965j -0.000435656-0.00869041j -0.00303558-0.0046021j -0.00358549-0.00271735j 0.000587468-0.000566808j 0.005008+0.00673326j 0.00280782-0.00913093j 0.000446159+0.00164929j -0.000241173-0.00441111j -0.00142081+0.00144783j -0.00239917-0.00265707j -0.00110201-0.00193053j -0.00338121+0.00119797j -0.00706435-0.000945684j 0.00259643-0.000179518j 0.000140248-0.00504269j 0.00263471-0.00217j -0.000835732+0.00620611j -0.00215954+0.0041462j 0.00151668+0.00223282j 0.00180078+0.00417939j -0.00465318-0.00625606j -0.00137924+0.000915176j 0.00121456+0.00103479j -0.00124251-0.00190627j 0.00264738-0.00539939j 0.00203939-0.000367398j 0.00126842+0.00587684j -0.006915+0.000217115j -0.000470902-0.00406859j 0.00185615-0.00318813j -2.10664e-05+0.00222061j -0.00321895-0.0148294j -0.00188908-0.00651496j -0.00405633-0.0084922j 0.00101643-0.00435056j 0.0050261+0.0053932j -0.000539517-0.0026551j -0.000966564-0.00228406j -0.00386391-0.00358265j 0.00182992+0.00364163j 0.000593088+0.00247873j 0.00455309-0.00786822j 0.00616877-0.000127303j -0.00320599+0.000483345j -0.00320801-0.000713365j -0.00584232+0.000219937j 0.00540306-0.00263175j -0.00817919-0.0034703j -0.0103043+0.000390807j 0.00193353+0.00117904j -0.00644886-0.00276567j -0.00266532+0.00260742j 0.00231151+0.000276132j -0.000689669-0.000754446j -0.00814972-0.000349028j 
0.00197245+0.00070069j -0.00252586+0.00105245j -0.00033045+0.00371398j -0.00637211-0.00522429j 0.00553486+0.00202213j -0.00382091+0.000596621j -0.00256446+1.14112e-05j -0.00542606+0.0024988j 0.00364723+0.00482198j 0.00312396-0.00421141j 0.005019-0.001908j -0.00786667+0.00171948j 0.00224931+0.00347264j 0.0100057-0.00680515j -0.0183524+0.000303997j -0.0088143+0.00300729j -0.00260837-0.00266025j -0.0181739+0.00378792j 0.0161545+0.00137068j 0.00272004-0.00119013j -0.00665916-7.05981e-06j 0.000947954-0.000693814j -0.00322605+0.00163034j -0.00121178-0.00150802j 0.00387188+0.00053061j 2.72817e-05-0.00176012j -0.000925054-0.00238305j -0.00204212-0.00070603j 0.00190932+0.00103103j 0.00360326-0.0057162j 0.00128396+4.08648e-05j -0.00197286-0.0028118j -6.00779e-05-0.001862j -0.00256048-0.000710561j 0.00196128+0.00264598j 0.0017609+0.000199091j 0.00013555+0.00243497j -0.00191227-0.00681231j -0.00117348+0.0019327j -0.00386687+0.00875747j -0.000283459-0.0065017j -8.51451e-05+0.00140408j 0.00143456-0.000577931j -2.71504e-05+0.00208282j 0.00160394+0.004958j 0.00221669+0.00261263j -0.00141287+0.00116786j -0.000377591-0.00266712j 0.000871511+0.00180508j -0.00010288-0.00405586j 0.00447423+0.000538881j 0.00161322+0.00264077j -0.00185591-0.00313291j -0.00204632+0.00353999j -0.00263886+0.00412319j -0.00305313+0.00481093j 0.00385964-0.00295354j -0.00650032+0.00090412j -0.00113741+0.00160922j 0.00239536+0.00145161j -0.000392308-0.0020798j -0.00132419+0.00036764j -0.00144472+0.00262821j 0.00119104+0.00170177j -0.00249084-0.000134868j 0.00120938+0.00031707j -8.87804e-05+0.00220615j 0.00129245+0.00114986j -0.00101076-0.00514587j 2.7934e-05-0.00270602j 0.000665055-0.00587375j -0.00011412+0.000589995j 0.00185148-0.000885633j 0.00109303+0.000452572j 0.00114749-0.000946965j -0.00252553+0.00218268j -0.0015263+0.00288914j 0.00231035-0.00508074j -0.0011967+0.00163496j 0.00327214+0.00124253j -0.000736379+0.000891759j -0.00205-0.00178837j -0.00206625+0.000793886j 0.00176808-0.00519215j -0.000175586-0.00135267j -0.00104419-0.00262301j 0.000556181+0.00137188j -0.000875221+0.000532969j 0.000778083+0.00184397j 0.000520794+0.000538507j -0.00164541+0.00166904j -0.00127907-0.00164189j 
-0.00163693+0.0019642j 0.00274409+0.00306789j 0.00126306-0.00493216j -0.00302825+0.00328366j -0.00533901-0.000177935j 0.00153037+0.00265771j -0.00382071+0.0030259j 0.000816099+0.000999578j -0.00289284+0.00199618j -0.00213747+0.00169486j -0.00324565-0.001639j 0.000840602-0.00105704j -0.00657323+0.00331207j -0.000440506+3.76296e-05j 0.00227699+0.00289623j -0.000666864-0.000970376j 0.00247023-0.00105923j 0.00731633+0.000187034j 0.00363488+0.00259627j 0.0004429+0.00420987j 0.00431904+0.000824489j 0.00149287+0.000235245j 0.00481825+0.00173137j -0.0046837+0.000595644j 0.00202842+0.000276431j -0.0116163+0.00792383j -0.00610925+0.00174574j 0.00638045-0.00329095j 0.00236786-0.00023271j 0.00223705-0.00875851j 0.00265464-0.00242702j -0.00201884-0.00509672j 0.000577774-0.000747057j 0.00269608-0.00111699j 0.000834879+0.00223651j 0.00221047-0.00181089j 0.0055136+0.00415982j -0.00498311-0.000917807j -0.000613926-0.00534817j -0.000849641-0.00410534j 0.00281017-0.00757778j -0.000222996+0.00908973j -4.44543e-05-0.00501607j 0.000754251-0.00153486j 0.0050055+0.00133121j -0.00435886-0.00314627j 0.00117969+0.00158718j -0.00189374-0.00320891j 0.00789773+0.000261419j 0.003107-0.00950727j -0.000700977+0.00350097j 0.00134169-0.000424304j 0.00049221-0.00369941j -0.00389923+0.00297419j -0.00323716+0.000513232j -0.00104013+0.0018616j 0.00411599+2.02412e-05j -0.000464629-0.00486785j 0.00509753-0.00138051j 0.00518499-0.00070721j 0.00321027-0.00291166j 0.00220761-4.02864e-05j 0.00247189+3.9877e-05j 0.00778806+0.003693j 0.00369444+0.00652001j 0.00367917+0.000276103j -0.0046967+0.00699372j 0.00425456+0.00325363j 0.000392944-0.00429323j -0.00437227-0.000357867j -0.00104386-0.000281525j 0.000889443-0.00931959j -0.00100798-0.00343748j 0.0047467+0.00245845j 0.00212267-0.000987723j 0.000688371+0.000538411j -0.00356664-0.00114764j 0.00166587+0.00236985j -0.0044257+0.00550142j 0.00464985-0.00477186j -0.00356428-0.00278928j -0.00278755-0.000746291j -0.0036699-0.000800179j -0.00386857-0.00109269j 0.000796869-0.000615655j 0.000520138-0.00292019j -0.00265571+0.000836512j -0.00656164+0.0055639j 0.00598637-0.00223122j 0.00374581+0.000304079j -0.00468859-0.00173406j 0.000149526-0.00454792j 
-0.00429446-0.00345458j 0.00591761-0.00116762j 0.00514631-0.00661183j 0.00418193+0.0044735j -0.00256994-0.000195283j 0.000902502+0.000568939j 0.000675394+0.00555224j 0.00121093+0.000951741j 0.00158096-0.00149696j 0.00136339+0.00172713j -0.00339652-0.00244083j 0.00830716+0.00125302j 0.00957756+0.00543716j 0.000333977+0.000374164j -0.000549427-0.00257741j -0.00260829+0.000153862j -0.00110817+0.000471516j -0.00113805+0.00385913j -0.00738767-0.00385962j 0.000892418+0.001922j 0.00912284-0.00146163j 0.000941541-0.00440929j 0.000913624+0.000267289j -0.00033342+0.00293545j -1.82314e-05+0.00093446j 0.00734988+0.00321727j -0.0022117+0.00618958j 0.000401938-0.00585826j 0.000790405-0.00163933j -0.00276528+0.000386704j -0.000834767+0.00119185j 0.000270068+0.00457473j -0.0054632+0.00179302j -0.000205207+0.00152002j 0.00301756-0.00352503j -0.00340146+0.000169208j -0.000939091+0.00374261j 0.000182903+0.000461389j 0.00077557+0.00329604j -0.00107493+0.00295083j -0.0055817+0.00288339j 0.00583878-0.00404744j -0.00127066+0.000170095j 0.00217702-0.00326108j -0.00106694+0.00306242j 0.00504467+0.00376071j 0.00342426-0.00246971j -0.000274813+0.00432889j -0.000431372-0.00620543j -0.00421371+0.00434274j 0.00143921+0.000966218j 0.000646897-0.00336227j -0.00267492-0.00351938j 0.00877963+0.00999983j -0.00101598-0.00317585j 0.000784207-0.00149877j -0.00250064+0.000833201j -0.000837927+0.00108487j 0.00135579-0.000326328j -0.00704601-0.00405797j -0.00362099-0.00202021j -0.00225352-0.00108012j 0.0015353-2.20956e-05j -0.000664986-0.00664635j 8.79761e-06+0.000636985j -0.000551372+0.00599333j -0.00201434+0.0065958j -0.0027269+0.00158417j 0.00691453-0.00278215j -0.00325708+0.00153461j -0.00195786-0.00356139j -0.00159992-0.00656448j 0.003843-0.00425718j 0.00499193+0.00375422j 0.00264761-0.00348127j 0.00321403+0.00528736j -0.0037073-0.00167292j 0.0019116-0.00605453j 0.00349391-0.00134637j 0.00902543+0.00312739j 0.000523084+0.00575947j -0.00341324-0.0005044j -0.00105988+0.00061155j -0.000500163-0.00277311j -0.00235445-0.00361398j 0.00567277+0.00339692j 0.00118764-0.00898847j 0.00143771-0.00223836j 0.00367424-0.00373567j 0.00109101-0.00434594j -0.000538293-0.00344312j 0.00349504+0.00399137j 
-0.00481979-0.0040661j 0.0147322+0.00134355j 0.00825732-0.0149349j 0.00599992+0.0171955j -0.0108714+0.00078392j 0.00394145-0.00102796j -0.00573719-0.00167912j 0.00375711+0.00224192j -0.00252662+0.00120335j -0.00155369-0.00207312j -0.0038285-0.000762371j 0.00195727+0.0013799j 0.00218064-0.00602466j 0.00452218+0.000386361j 0.000923427-0.000709704j -0.00051925+0.000420748j -0.000391273+0.000757766j -0.00048785+0.000239718j 0.000581061+0.00178311j -0.00159337-0.00480768j 0.00342742-0.00193259j 0.00100966+0.00128348j 0.000396081+0.0016291j 0.00169003-0.00185756j -0.00171452-0.000388635j 0.000296354-0.00373431j 0.000135326-0.00151062j 0.000504493+0.00126238j 0.00173756+0.000805293j 0.00124922-0.000995793j -0.000548126+0.00241519j -2.23462e-05-0.00128869j 0.0010697-0.00268515j -0.00141877+0.00357108j -0.00081835+0.00272916j -2.1431e-05+0.000105537j -0.00103825-0.00133965j 0.0027136-0.000963468j -0.00285453+0.00240945j -0.00142003+0.0028397j -5.39164e-06-0.00162362j 2.60149e-05-0.00201541j 0.00314796-6.29591e-05j -0.00168273-0.000347145j -0.00132866+0.00200221j 0.000225112+0.00102805j -0.00122471-0.00240475j 0.00158891+0.000304752j -0.000222184+0.0019405j -0.00122576+0.0031174j 0.00235326-0.000329997j 0.00246629-0.00177055j 0.00109703+0.00109548j -0.00116534-0.00175528j -0.00228338+0.0025513j -0.00316007+0.00143573j 0.0018555-0.00181568j 0.00242542-0.0011789j -0.00252039+0.00184386j 0.00278115+0.00183966j 4.90907e-05+0.00270021j 0.000977926-0.000553907j -0.00316126+0.000958416j -0.00170193+0.00396867j -0.00188824-0.00484355j 0.00276431-0.00268128j -0.000860808-0.00180861j -0.000454755-0.00170582j -0.0048643+0.000584299j 0.00232076-0.00350508j -0.000699213+0.000677307j 0.00239016+0.000839245j 0.00109063+0.00134557j -0.00297044-0.00350392j -0.000406024+0.00118301j -0.00264207-0.00276879j 0.0033845+0.00184495j 0.00227857-0.0026295j 0.00113517+0.00109952j -0.00161343-0.00191404j -0.000272125-0.00140592j -0.000982935+0.000970013j -6.09463e-05+0.000550653j 0.00184822+0.000468324j 0.00110532+0.00246181j -0.00391889-0.00238895j 0.000449006+0.00206108j 0.00092595+0.000687844j -0.00202977+0.00156313j -0.00286569+0.00290664j 0.00346456+0.00203651j -0.00180688+0.00211875j 
-0.00112179-0.00262631j 0.00334632+0.000142948j 0.00581254-0.00641177j 0.00788859+0.00383663j -4.72088e-05-0.0022139j 0.00262971+0.00172061j -0.00309577+0.000765992j 0.00346189+0.000154608j -0.00082406+0.000994822j -0.00162353+0.00164928j 0.00156413-0.00406083j 0.00408087+0.00222528j 0.00245413+0.00502586j -0.00201913-0.000944884j -0.00348246-0.00695163j -0.00020259+0.00559262j 0.00407445+0.00169713j -0.00390428+0.00307846j -0.00105161+0.00100392j 0.00110239+0.000363552j 0.0100822-0.00134946j -0.00389675-0.00129264j -0.000331328+0.00321823j -0.00304076+0.00717249j -0.00020481-0.000997079j -0.00764641-0.000150751j -0.00684223-0.000637091j 0.0017883-0.00773101j 0.00290244-0.000543911j 7.09521e-05-0.00316528j -0.00214142+0.000183522j 0.00136124-0.000230574j -0.00213602+0.00155993j 0.00375944-0.00131731j 0.00216701-0.00146361j -0.00740042-0.000395075j -0.00133596+0.0028451j 0.00505233-0.00251773j 0.00701366-0.000718309j 0.00316831-0.00435401j 0.000468219-0.000232784j -0.00030071-0.00432234j -0.000306234+0.0021855j -0.00172952-0.00444875j 0.00156523+0.00222007j 0.00503367-0.00042658j 0.00677932+0.00213458j 0.00257378-0.0010057j 0.00203813+0.00361063j 0.00169956-0.00273067j -0.00270523+0.00511772j 0.00142478+0.0020389j 0.00774128-0.00642931j 0.00187041+0.00543465j 0.00140665-0.000651602j -0.000330852+0.00167513j -0.00250781+0.00914922j -0.000964403+0.00148279j 0.00541192-0.00152803j -0.000737091-0.00171036j 4.32956e-05-0.00228304j -0.00166591-0.00068348j 0.0011933-7.27264e-05j 0.000352134-0.0148451j 0.00235861-7.79665e-05j -0.00485449+0.00100957j -0.0037178+0.00164451j -0.00896204+0.00284046j 0.00444453-0.00141057j -0.00284737+0.00212715j 0.00316261-0.00204223j -0.000653085-0.00217034j 0.00349121-0.0069356j 0.0034813+0.00364487j 0.00101561-0.00207247j 0.00352362+0.000840027j 0.000326774-0.00430389j 0.00160801-0.01209j -0.00498965+0.00434144j 0.00590604+0.00397073j 1.86331e-05+0.00626849j 0.000670689+0.00191232j 0.00307827+0.00410943j -0.000480224-0.00170484j -0.0044115-0.00101983j 0.0105952+0.00611595j 0.00101763+0.00508133j 0.00125701-0.0066086j -0.00123293-0.00129806j 0.00110544-0.00248478j -0.00287581-0.00256392j 0.00203783+0.00244479j 
-0.000112131+0.0015034j 0.00400242-0.000802742j 0.00313967-8.55135e-05j 0.00779622+0.00151301j -0.00377146+0.00350733j 0.00281693+0.000954209j -0.00108311-0.000103005j -0.00952788-0.00140705j -0.00738681+0.00192984j 7.92927e-05-0.00458642j 0.00171341-0.00363902j -0.000853477+0.0032898j -0.00679749-0.00108185j -0.012237-0.00796316j 0.00103688+0.00270185j 0.00954019+0.00378808j -0.0016955-0.00153683j -0.00301455-0.00858564j -0.00342404-0.0067579j -0.0042245-0.00113432j 0.000322696-0.00187118j -6.81542e-05+0.00344198j -0.0114691-0.00116743j 0.00721996+0.00132001j 0.00133872-0.00383221j -0.00332735+0.00152415j -0.00144862+0.000351885j 0.00722399-0.000510024j -0.0107237-0.00138426j 0.00111058-0.00195846j 0.00506853-0.00269782j 0.00261261+0.00364043j 0.00239652-0.00296152j -0.00257564-0.00299104j 0.00378777+0.00688016j 0.00401835+0.00402269j -0.00520629+0.00490075j 0.00522001-0.00247595j 0.00192191+0.00563653j 0.0016061-0.00601756j -0.00895481-0.0129634j 0.000554685-0.0108849j -0.00266914-0.00658819j -0.000574222-0.0031266j -0.00189343-0.00854104j -0.00412261-0.0029788j -0.00376482-3.76326e-05j 0.00170426+0.000407975j 0.00514834+0.00183802j 0.0034921-0.00356448j -0.00864636+0.00136044j -0.0142769-0.0023476j -0.00763296+0.00284309j -0.00394093+0.00321986j 0.00190979-0.000716691j 0.00151549+0.0030324j -0.00119702-0.0036569j 0.001971+0.00430077j 6.39767e-05+0.00374477j -0.000534524-0.00467861j -0.000793099-0.00104232j -0.00611862+0.00374899j -0.000693521+0.00082902j 0.00282088+0.0052647j -0.00341394+0.00678852j -0.00469256-0.00179172j 0.00294157+0.00110047j 0.00988212-0.000247934j 0.00576926-0.00513058j -0.00457861+0.00202039j -0.00547543-0.00968137j -0.00738119+0.0089546j 0.00211919+0.0020851j 0.00446298+0.00387978j -0.00270704+0.000358438j 0.000526549+0.00448619j -0.006636-0.000790867j -0.00282879+0.0056308j 0.00309237+0.000449934j 0.00235393+0.00233695j -0.000466402-0.00190831j -0.00109861+0.00222647j -0.000607221-0.0037043j -0.000425064+0.00282395j -0.0013529-0.00362049j -0.00418488+0.000703966j -0.00241346-0.0035685j -0.00031152-0.00397674j -0.0010306+0.000690639j -0.000503507+0.00137211j -0.00380703-0.000841176j -0.00332595-0.00313757j 
-0.00227178-0.000365734j 0.00658457-0.00264518j 0.00089359-0.00445527j 0.00019137+0.0053838j -0.00447652+0.00270539j -0.00037523-0.000404232j -3.25741e-05+0.00340182j -0.00628626-0.000942829j -0.000576904-0.000141804j 0.00239642-0.00375753j -0.00316906+0.0032007j 0.00297675+0.000119763j 0.00356815-0.00732768j -0.00222173-0.00114023j -0.00444487+0.00287859j 0.000600537+0.00165627j -0.00359575+0.000996928j -0.0031588-0.00161863j -0.00389416-0.00280228j 0.000769287+0.00121615j -0.00294384-0.00229427j 0.00122285-0.00158799j -0.00290221+0.000272565j 0.000136143-0.00194249j 0.000271172-0.000874159j 0.00426264+0.000484814j 0.00330463-0.000610153j 0.00627878+0.00244529j -0.000795318-0.00296232j 0.00256132+0.00196278j 0.00167619+0.00251017j -0.000491681-0.00127678j -0.00116355-0.00339297j -0.00175923+0.00621696j 0.00149022+0.000265432j -0.00270785+0.00205083j -0.00311339+0.00316242j -0.000178827+0.00853929j -0.00259039+0.00864251j -0.00203339+8.29122e-05j -0.00364487-0.00253143j -0.000672072-0.0100789j -0.000444334+0.00152208j -0.000505679-0.00232355j -0.000429829-0.00330095j 0.00142077-0.002403j 0.000362003-0.00566473j 0.000380743+0.00193542j 0.000440512-0.00510764j 0.000803898+0.00308094j 0.00255479-0.00298332j -0.00580564-0.00182984j -0.00510141+0.00552313j -0.000122863+0.000701868j -0.00121437-0.00144503j -0.00292154-0.000799642j -0.00246502-0.00433983j 0.000909591-0.00145589j 0.00109917+0.00367247j -0.00280349+0.00146756j -0.00186606+0.00193462j 0.00117704+0.00292202j 0.00306138+0.000719847j -0.000423069+0.00671076j -0.00133318+6.19829e-05j 0.00479174-7.94625e-05j 0.00188115+0.00475757j -0.00270151+0.00420416j -0.0010328+0.00294104j 0.00907366-0.0010806j -0.000867767+0.00345892j -0.00231587-0.00195057j -0.00176444-0.00280751j -0.00328825-0.00231369j 0.00217352+0.00202098j 0.000813743+0.000348007j -0.00208688+0.00163984j 0.00300564+0.00629102j 0.00232266-0.00130326j 0.00377829-0.000536418j 0.00202949+0.000291993j -0.00140926+0.000434569j -0.00184613-0.000344681j 0.00384544-0.000204227j -0.00338891-0.00206181j 0.00208441-0.00117108j 0.00379559+0.00199376j -0.00287699-0.000771367j 0.00240846+0.00140912j -0.0011177-0.00192548j 0.00440069+0.00229137j 0.00134613+0.00408971j 
-0.00109742-1.10094e-06j 0.00597621-0.00186357j 0.00139387-0.00809055j 0.0057551+0.00785525j -0.003984+0.00115521j -0.000117958-0.00129982j -0.00727766+0.000403264j -0.00140762+0.00195454j -0.000936009+0.00313913j -0.00165296-4.71746e-05j -0.00337033+0.00298973j 0.00684672-0.00027076j 0.00297256-0.0102027j -0.00542969-0.000807864j -0.00645881-0.000250168j 8.78331e-05+0.00262754j 0.000232161+0.00217675j -0.00520876-0.0013112j -0.00506414-0.00289582j 0.00167663-0.00421359j 0.000429911-0.00390651j -0.000204797+0.00121449j 0.000750932+0.00272798j -0.00353613+0.00406303j 0.000595824-0.0010291j -0.00715103-0.0024614j -0.00183033-0.00477804j 0.00152321-0.00171004j 0.00536711+0.0035174j 0.00278068-0.00580405j 0.0048779+0.00450352j -0.0041672-0.0026357j 0.0031021-0.0102318j 0.000677292+0.00260725j 0.000709795+0.00551182j -0.00456524+0.00124808j -0.00369432+0.00155541j 0.00673755+0.00490206j -0.00101915+0.00550822j -0.00127161-0.00601329j -0.00324241-0.00255526j 0.0023948-0.0104211j 0.00431632+0.00440849j -0.00410312-0.000571553j -0.000452694-0.00375224j 0.00500815-0.000974854j 0.00292266-0.0108863j 0.00301928+0.00361147j 0.00157684+0.000391165j -0.00329282-0.00103034j 0.0056489+0.00333259j 0.00446598+0.000594663j 0.00251091+0.0053855j 0.0030415+0.00015602j -0.00412079-0.00145895j -0.00154088-0.00175932j 0.00129378+0.00299592j 0.00110751+0.00255246j 0.00435593+0.00100741j 0.0041876+0.00368967j 0.00110143-0.00271528j 0.00289611-0.000498683j 0.000158679+0.00168413j -0.0010375+0.000310793j 0.00140642-0.000908216j 0.00112398+0.00331671j -0.000978133-6.63996e-05j -0.00498096-0.00410037j -0.00465938+0.00111389j 0.00228475-0.0104944j -0.000674029+0.00272376j -0.000213239-0.00277613j 0.000357103+0.00277881j -0.0052993+0.000800971j 0.00621255+0.00361117j -0.00183716-0.00246359j 0.00240627-0.000148543j 0.00178844-0.00481114j -0.00240959+0.00046494j -0.00265879-0.00120453j -0.000901174-0.00253959j 0.00260488-0.000652936j 7.67873e-05+0.00222587j -0.00132639+8.64965e-05j 0.00373945+0.00323369j 0.00047139-0.00103184j 0.00152451+7.23412e-05j 0.000438419+0.00345669j -0.00120226-0.000759181j 9.20345e-05+0.0016077j -0.00027935-0.000367138j 0.00103161-0.00107926j 
0.00853162+0.00463067j -0.017335-0.000997017j -0.00587008+0.0182842j -0.00638837-0.0141735j 0.0104663-0.00097037j -0.00325812+0.0011459j -0.00297827+0.00146616j -0.00225518-0.00338749j 0.00130821+0.00152139j -0.00217085+0.000427748j -0.000188531+0.00301372j 0.00510872-0.00329094j 0.00100333-0.00583589j -0.011303-0.00161057j 0.00211178-0.00167513j 0.00619645+0.00251142j 0.000501504+0.00152097j -0.00643932-0.00200615j -0.00813422-0.0053954j 0.00347279+0.00211606j -0.000842015+0.000631758j 7.71017e-05+0.000655557j 0.00047553+0.00081114j -0.00288898+0.00221355j -0.000353837-0.00190673j -0.00354198+0.00109604j -0.00371216-0.00490696j 0.00331174-0.000913489j 0.00205628-0.000162808j 0.00240914-0.00356468j 0.00130624+0.00111004j -0.00117314+0.000317806j 0.00151489-0.0067954j -0.00085547+0.00222009j 0.00273276+0.00497545j -0.00356688+0.00136097j 0.000794326+0.00375558j 1.65719e-05+0.00452321j -0.00304812+0.00410047j -0.000991448-0.0111007j -0.00180614-0.00116974j 0.00130542-0.0121697j -0.00117376+0.00146294j -0.0015329+0.00110761j -0.000954552-0.00673317j 0.00163176-0.00181182j 0.00170126-0.00909971j 0.000252906+0.0021847j 0.00102364-0.00456619j -0.00294834-7.43229e-05j 0.000572555+0.00103221j -0.00418305+0.000430896j 0.0044107+0.0024492j 0.00281325+0.00217379j -0.00207328-0.00342878j 0.00279057-0.00246617j 0.000935423+0.0031818j 0.000791271-0.000111425j 0.00376883-0.000664757j 0.000485921-0.000387483j -0.00236281-0.000627811j 0.00169856-0.00173949j 0.00240623-0.00304636j 0.00343527+0.00109062j -0.000312086+0.00105194j 2.02605e-06-0.00321644j -0.00180903+0.00227787j -0.00432183-0.00106961j 0.000460352-0.00211855j 0.00236707-0.00482523j -0.00195512+0.000639265j -0.000278195-0.00367327j 0.00121879-0.00189421j -0.00203472+0.000219388j 0.0030582+0.00298372j 0.000601105-0.00316753j -0.000745862+0.00175579j -0.00107214+0.000898967j 8.85844e-05-0.00212844j 0.00121738+0.000683761j 0.000948009+3.02051e-05j -0.000349555-0.00221288j -0.000971141+0.000573449j 0.00153007-0.000478885j -0.00194414+0.00103443j 0.00117705+0.000793999j 0.00172052-0.000556584j -0.000438395+0.00043052j 0.00264166-0.000902013j 0.000938902-0.00205293j 0.00143569-0.00045061j 0.000362013+0.00141831j 
