0.000758773-0.0203067j -0.0509374-0.0324575j -0.0749338-0.106733j 0.0287009-0.0570733j 0.0252847+0.0274206j -0.0705526-0.0688498j 0.0749835-0.040159j -0.0715337-0.0906954j -0.0744711-0.108295j 0.0424796+0.0577299j -0.0599151-0.108801j 0.0170708-0.00495343j -0.141059-0.0104292j -0.0549053+0.0533214j 0.0745509+0.0694513j -0.143628+0.00624914j 0.0946994+0.017583j 0.0778363+0.00214834j 0.030397-0.00696285j -0.07583+0.0213674j -0.0805634-0.0405939j -0.00269251-0.138169j -0.0141158+0.0195047j -0.00973722+0.0712467j 0.0530496-0.040838j 0.0448499-0.015608j 0.0462862+0.0242082j -0.0248408-0.109251j 0.0274535+0.00558013j 0.00734251+0.0246478j -0.0391308-0.0279652j 0.0266725-0.0168484j -0.0148297+0.056492j 0.106939-0.0058538j 0.0658034-0.00482105j 0.184194-0.160743j 0.0234145-0.0072176j -0.000564598-0.0239353j 0.0796483-0.0164868j -0.0493488+0.0174521j 0.0167653+0.029541j -0.0512806-0.00692793j -0.056863-0.00130503j -0.00980442-0.0818742j 0.0785139-0.0485224j 0.0504562-0.12752j 0.0466852-0.00241709j 0.13041+0.0236197j 0.00606633-0.041302j -0.0482409+0.0215176j 0.0357912+0.0427923j -0.0608769+0.0656094j 0.0464684+0.0219773j 0.00544504+0.153421j 0.0217149+0.0335758j 0.074853-0.176921j 0.00730653+0.135064j -0.0790335-0.0899494j 0.0255242-0.0741055j -0.0738078+0.0273871j -0.0533158-0.0515519j -0.0772548-0.08263j 0.0134753-0.10155j -0.103005-0.0366808j 0.0913418-0.00966751j -0.137761-0.0189726j 0.0638811-0.00931636j 0.00354973-0.0155357j 0.00064452+0.0416897j -0.035262-0.00393899j 0.0285543+0.0303754j 0.06814+0.048912j -0.0116572+0.0162528j -0.000266885-0.0344356j 0.0277106-0.0281926j -0.00150181-0.127522j 0.00857058+0.0281807j -0.130658+0.172004j -0.136176-0.0775374j -0.0559542+0.025529j 0.0395718-0.0863447j 0.0462067-0.0379849j 0.0094241-0.0352154j 0.0417023+0.0320281j 0.00268965+0.0322499j -0.00388472+0.00953432j -0.00763476-0.00297593j 0.0212002+0.0277581j 0.0298394-0.0214582j 0.0358108-0.0266381j -0.0211086-0.0287568j 0.0100477+0.00165513j 
0.00871784+0.0279757j 0.0231595+0.015448j 0.0132637-0.0151764j 0.0233221+0.0026361j -0.0400068-0.00654087j 0.0270568-0.0364402j 0.0293638+4.09107e-05j 0.0252872+0.00620739j -0.0589305+0.0100106j -0.00572576+0.0406522j -0.00970345+0.0239985j -0.0316123-0.0109757j -0.022644+0.00432582j -0.0158588+0.016465j -0.0379241+0.00507249j 0.0442823-0.03279j -0.0111183+0.00768002j 0.0138438+0.0176886j 0.0214612-0.0376174j 0.015502-0.00881012j -0.00288655+0.01755j -0.0443158+0.0312211j -0.0521728-0.0213862j 0.0368699-0.0323053j -0.0630215-0.0175572j 0.0140636+0.00958041j -0.00205517-0.00681109j -0.0139703-0.037644j 0.00864889-0.00394301j -0.0109794-0.00664008j 0.0176478-0.0161652j -0.0532724+0.00876366j 5.77872e-05+0.0177485j -0.0148686-0.0152037j 0.0239895+0.0157746j 0.018301-0.0519736j 0.00133982+0.000839284j 0.0297162+0.00599841j 0.00569478+0.00526447j 0.00244177-0.0337689j 0.000706704-0.00277723j 0.038565+0.0267322j -0.0131443+0.0345554j -0.00994519-0.00667728j 0.0404855+0.00971052j 0.0155091-0.0187513j -0.00820777-0.0094078j 0.067009+0.018951j -0.0311156+0.0553126j 0.0445049+0.00757685j 0.0205282+0.02491j 0.00928856-0.0123502j 0.003308+0.0281892j -0.0192681-0.00161336j -0.0287819+0.00318428j 0.0274135+0.0285918j 0.0336322-0.0915442j 0.084807-0.0114313j -0.0454685-0.0474795j 0.0868224+0.100411j 0.0576432-0.0480249j 0.00896767+0.0151367j 0.00689958+0.0109087j -0.0592287-0.0165441j 0.0439054+0.0537218j 0.00729108+0.00448575j -0.0120192-0.0199722j 0.0339837+0.0143585j -0.00562027-0.0336936j -0.020725-0.0211004j -0.0210682-0.0332505j 0.000446535+0.00289067j 0.0402842-0.0318775j -0.027622+0.0118835j -0.0303206+0.0167266j -0.0421514+0.0173099j -0.0659771-0.011197j 0.0348195-0.011295j 0.0116386+0.00945953j -0.00693557-0.0928616j -0.0624739-0.0545749j 0.137723+0.0226199j 0.0343688-0.108526j -0.110157+0.0358033j 0.0554269+0.0478539j -0.0746664+0.0861023j -0.0259328-0.0221333j -0.05653+0.0696121j 0.0571002-0.00575141j -0.0270313+0.0952272j -0.12342+0.0216754j -0.0569552-0.18473j 
0.00745695-0.0322217j -0.0141829-0.0207578j -0.0160452+0.0163598j -0.017724+0.00357301j 0.0179617-0.000402625j 0.00868701+0.0255506j -0.0354373+0.0164438j -0.0240359+0.00198887j 0.0851938+0.00595535j 0.00850695-0.0270671j 0.000735099-0.0130147j 0.0268277+0.0266692j 0.020873+0.010031j 0.0133405-0.00409964j 0.0438026+0.0097786j -0.0349723+0.0166098j 0.0116329-0.0119468j -0.0142109-0.0116186j 0.00827767+0.0239911j 0.0104444+0.00264952j -0.0129926-0.0168283j 0.0367943-0.0228555j 0.0260002-0.0208183j -0.0194324+0.0312911j -0.0148702+0.0104223j -0.0472789-0.0344831j 0.00215205-0.00690887j 0.0164901+0.0397335j -0.0341144+0.000487416j 0.00233276+0.00237995j -0.0302832+0.00356245j 0.0131026+0.0561744j 0.00836977-0.00540061j -0.00998723+0.0155987j 0.0210633-0.0181952j -0.0257338+0.0649895j 0.0122441+0.00459742j 0.0440785-0.0393476j -0.0190383+0.008131j 0.0157683+0.0134951j 0.0157297-0.00292968j -0.0142381+0.00488813j 0.0152394-0.0309803j 0.0171075-0.0108216j -0.0405519-0.00158426j 0.00503888+0.000405125j 0.0249955+0.00752213j -0.0363155-0.00276012j 0.0428347-0.0220254j -0.0540299+0.0406693j -0.0274209-0.0195719j 0.0246496-0.0252752j -0.00863079+0.0116244j 0.0231642+0.025879j -0.00178525-0.0117387j -0.0446393-0.0184909j -0.0569117+0.042227j -0.0948641+0.0214257j 0.0470171+0.00640531j -0.0729543-0.121218j -0.0545559+0.0712172j 0.0331606+0.0125748j 0.00515905-0.00476438j 0.0452158+0.0673243j -0.00374147-0.0171845j 0.00790988-0.00717064j 0.000981856-0.00295217j 0.00484979+0.00826496j -0.0304785-0.00202097j -0.0100539-0.0197041j 0.0292418+0.0252398j -0.00628268-0.00428706j 0.0201717+0.00108179j 0.0017003-0.0448865j -0.0115243+0.00913509j 0.0044298-0.0236751j 0.0948656+0.0222934j -0.00859867+0.00250291j 0.00604792-0.0237376j 0.0166111+0.0969333j 0.0777074-0.00313564j -0.095158-0.0390919j -0.0460735+0.12169j 0.119958-0.0223359j -0.0145472+0.0028873j 0.0232016-0.105618j -0.0168494-0.00209973j 0.0316912-0.0567612j -0.089537+0.0380334j -0.00129509-0.0478389j 0.161698-0.0054671j 0.0466581+0.188839j 
-0.000575505-0.0123015j -0.0111322-0.00627556j -0.0028838+0.0101365j 0.00350989-0.00332623j 0.00436876+0.00045582j -0.0180972-0.00376522j -0.0158226+0.0114868j -0.0108036-0.00742754j 0.0213625-0.00830923j 0.00651537+0.000885395j 0.00689529+0.00160806j -0.00388097-0.00270322j 0.00757478-0.00501343j 0.0103988+0.00521276j 0.0292337+0.0107341j -0.0165081+0.0171536j 0.00701733+0.00398043j -0.0120659+0.00780393j 0.00576632-0.012069j 0.0120813+0.0144405j 0.0109441-0.00761366j 0.0297336-0.0286029j 0.0190209+0.00590916j -0.0338975+0.0188071j 0.0122287-0.00255414j -0.0119321-0.0151004j 0.00983727+0.0133495j 0.000903001+0.0121027j 0.000620829+0.00120727j -0.0200531+0.00225062j -0.00414103-0.00736179j 0.0202848+0.00093235j 0.00280982-0.00343598j 0.00292571+0.0250314j -0.000657563-0.00725662j -0.0102334-0.00127619j 0.00344736+0.00994785j 0.0185646-0.0173086j -0.0115199+0.0116088j -0.0144705+0.00233552j 0.0208185+0.00559751j -0.0124635-0.0138309j -0.00458549-0.00638525j 0.00997709+0.0172663j -0.014534+0.024539j -0.00535187+0.00414451j 0.0103313+0.00284875j 0.00371554-0.000962914j 0.0176053-0.00453976j -0.0150662+0.0188082j -0.0177987+0.000326245j -0.00743549-0.00737019j 0.00734251-0.0247744j 0.0146135+0.0151031j -0.00285684-0.00453046j -0.0192991-0.0202502j -0.00102731+0.0187608j -0.0244502+0.0174774j 0.01848+0.0251723j -0.0409909-0.047647j -0.0172845+0.0335217j 0.00232135-0.00562341j 0.0150453-0.0197335j 0.0222038+0.0258797j -0.00414754-0.00603434j -0.00310009+0.00465879j -0.00460941-0.00407619j 0.00150192-0.000880884j 0.00410325+0.0047419j -0.00567564-0.0101189j -0.00473258+0.0245769j -0.00208557-0.0104127j -0.00107556+0.0136023j 0.00431054-0.0099029j -0.00271355-0.0109367j 0.0133279+0.00122012j 0.0329502-0.00665865j -0.0151398+0.00759302j 0.00923596-0.00242169j 0.0161332+0.0337038j 0.0239137+0.00168554j -0.0258101-0.00317985j -0.018271+0.0340684j 0.0489822-2.32032e-05j -0.0186361+0.00189378j 0.0190459-0.0385481j -0.00623481-0.0165224j 0.0200256-0.0116477j -0.0216778-0.0151077j 0.0180262-0.0302341j 0.0572852-0.0151503j 0.0217261+0.0826618j 
0.00213953+0.0019699j 0.00190278+0.00431705j -0.00304665-0.00239976j 0.0029943+0.0048499j -0.0079689-0.00705597j 0.0236129-0.00769279j 0.0104378+0.0095092j -0.00308076-0.00518789j -0.0148345+0.0154267j 0.00877217+0.00625072j -0.00862174+0.00208141j -0.00962706-0.00846904j -0.00418019-0.0029486j 0.00754524-0.0208961j -0.00602376+0.0177625j -0.00866568+0.00292726j -0.00437862-0.00422838j -0.00608095+0.0107103j -0.00252078+0.000111689j 0.008195+0.020819j -0.0178361-0.00707068j -0.0138658+0.016039j -0.00957983+0.0140622j 0.0245372-0.00698836j -0.0287593+0.00724427j -0.00618526-0.00856579j -0.00562919-0.00544925j 0.0259612+0.0047514j -0.00398365+0.013181j -0.00964949-0.00632669j -0.0103308+0.00665058j -0.000453964+0.0190542j 0.00414712+0.0123437j -0.0115656-0.0102535j 0.00158507+0.00151791j -0.0032275+0.0125027j 0.00466752-0.00097124j 0.00178814-0.00307502j -0.00545843+0.00926653j -0.0331234+0.000423282j -0.00318293-0.00254827j 0.0130952+0.0184809j -0.00717795-0.00335526j 0.00817132-0.00893494j -0.00328539-0.0184032j 0.0048998-0.0145811j 0.00865451-0.0141115j -0.00414199-0.00289292j -0.004439+0.0212234j 0.0170171+0.00722153j -0.0110027-0.00962193j 0.00963001-0.00134123j -0.000987565+0.0206307j -0.0141049-0.00382723j -0.0195699+0.00233484j -0.00147746+0.0153122j -0.0136606-0.00783798j -0.0114245-0.0200793j -0.00510833-0.0228837j 0.0191197+0.0178304j 0.00180797-0.00375576j 0.00334064+0.00513908j -0.0143837+0.0193247j -0.016704-0.010722j 0.0119851-0.000782502j 0.00324187-0.0082409j 0.00506216+0.00771319j -0.0020285-0.00860229j -0.00157812-0.00658047j 0.0069958+0.010766j 0.00574672-0.0109995j 0.00136538+0.00533034j 9.70105e-05+0.00832725j 0.00299751+0.0130284j 0.0179655-0.00728515j -0.0043835-0.00798145j -0.00645641-0.00649637j 0.00143246+0.00768867j 0.010392+0.00586409j -0.0140636-0.0167536j -0.018202+0.00307444j -0.00524798+0.000450144j 0.0066142+0.00833989j -0.0188823-0.00680208j 0.0185341+0.00245178j -0.016862+0.0119672j 0.0160161+0.0170213j -0.00568776-0.0109261j -0.00120148+0.0134315j -0.0126365+0.0158974j -0.00944258+0.00843293j -0.00853296-0.0201044j 
-0.000478373+0.00656794j -0.00256063-0.00368678j -0.00179394+0.000202314j -0.005225-0.00427855j 0.00196943-0.00608294j 0.0209053+0.00732036j 0.00595211-0.0114394j 0.0242899-0.00197429j 0.00224528+0.00524668j 0.00409533+0.0123728j -0.00123538-0.0160707j 0.00681821+6.69856e-05j 0.0119211-0.00429657j 0.00198066+0.00182035j -0.00955796-0.00122839j 0.0145822-0.0114057j -0.00120807+0.00390526j -0.00732855-0.015938j 0.00239741+0.00955085j 0.00324893-0.00462787j -0.008615-6.58657e-07j -0.0303086+0.0216607j 0.00263043+0.0228735j 0.0336455-0.0160837j -0.0175702+0.00472978j -0.00301039-0.00561649j -0.00197107-0.0136885j 0.0246842+0.00279413j -0.0011507+0.021355j -0.00608699-0.0121423j -0.0118763-0.000146987j -0.0051489+0.0132494j 0.00374551-0.00193229j 0.0034317+0.00774676j 0.020633-0.00791741j 0.00654245-0.00552653j 0.00828066+0.00583981j -0.0127273-0.00694083j 0.012115+0.0301896j 0.00127779+0.000448581j -0.0168183+0.00060503j 0.00330955+0.0186567j 0.0019236+0.00324135j -0.0110987+0.0113502j 0.0140367+0.00176265j -0.0122642-0.00571433j 0.00685447-0.00974939j 0.00916917-0.0130243j -0.00023983+0.0304957j 0.00673165+0.00459027j -0.00610306-0.0107156j 0.00105093-0.00423987j 0.00134001-0.00216181j -0.00355129-0.00357653j -0.0152101-0.0058517j -0.00130211+0.012304j -0.0125225-0.00265954j -0.0161936-0.00346773j -0.0118385-0.029027j 0.0228725+0.0191256j 0.00555776-0.0148861j 0.00375367+0.00992353j -0.0101242+0.0149626j -0.0156981-0.018514j 0.0103372-0.000458641j -0.00406034-0.00781176j -0.00156811+0.00135797j -0.00206192-0.0101046j 0.00122383-0.0061059j 0.00946425+0.00741893j 0.00242951-0.0115827j 0.00204488-0.00226535j 0.00501263+0.004613j 0.00764548+0.0137363j 0.0191047-0.00260158j 0.000121331-0.00653707j -0.00696683-0.00264215j -0.00490046+0.00829809j 0.00766355+0.00237064j -0.0199251-0.017302j -0.0106358+0.0102232j -0.00123164+0.00133542j 0.00645494-0.000882776j -0.0222571-0.00474737j 0.0132421-0.000997857j -0.0108995+0.0136965j 0.013798+0.0143079j -0.00354421-0.00708326j 0.00513923+0.0153286j -0.00986708+0.0110225j -0.0186453+0.00573462j -0.00878999-0.0290345j 
-0.0113422-0.00262325j -0.0132384-0.00997468j 0.0120973+0.00108778j 0.00565225+0.00138134j -0.0143512-0.00339773j -0.0296194-0.00801539j -0.019797-0.00578795j 0.000147205+0.00538529j 0.0058274-0.0193992j -0.00017039-0.00833546j 0.000481771+0.00953136j -0.00837771-0.0106913j -0.0156212-0.00783975j -0.0103214+0.00876594j 0.014192-0.01069j -0.00869939+0.000287364j -0.00292583-0.000865401j 0.000649384-0.00314139j 0.00389981-0.00656854j -0.00312352-0.00765675j 0.00810416+0.00253642j 0.00221907-0.0272463j 0.015009+0.0286835j -0.00340233+0.005573j 0.0279689+0.00699432j -0.0263155-0.00694594j 0.0029351+0.051278j 0.0162012+0.0243103j 0.0271813+0.00279612j -0.0214941+0.0355999j -0.0132983-0.0254457j -0.0059984-0.00148713j -0.0109535+0.0155178j -0.00741773+0.000195507j -0.00192617+0.00704393j -0.00398135+0.00562594j 0.000230324-0.0187311j -0.0178076-0.00153811j -0.0168667+0.0197012j 0.0177174-0.0267389j 0.0109748-0.0054937j -0.0159191+0.00642649j -0.0109346+0.00228123j 0.00770088-0.00770302j 0.0115823+0.0167374j -0.00588991-0.0158346j 0.000767855-0.0267127j 0.0114842-0.0110787j 0.0149275-0.0021689j 0.0228272+0.0247692j -0.0225184+0.00271192j -0.0102112-0.0128223j 0.0203522-0.00425534j 0.010423+0.0112397j -0.0145351-0.0115989j -0.00871241-0.0240193j -0.00881533+0.0114729j -0.0193351+0.0250363j 0.0174124+0.0131167j -0.0261681-0.0234155j -0.0226625-0.00258473j -0.00922404-0.026174j 0.0420058-0.0237123j 0.0213451-0.00970564j -0.00174757-0.00776388j -0.0219669+0.0218183j -0.0201244+0.00287704j 0.0158797+0.000918582j 0.0266201+0.0132801j -0.0151544-0.00545918j -0.0252335+0.0173076j -0.00183563-0.0111419j -0.0123045+0.0250433j -0.00449927+0.0095664j -0.00947639-0.0249966j 0.000788101+0.0198458j 0.0145509-0.000796358j -0.0126017+0.00537199j -0.00427573+0.00758136j 0.0211133+0.0125611j 0.0162738+0.0108882j 0.00925874+0.00891494j -0.0151865+0.0120922j 0.0400534+0.0110793j -0.0269362-0.00645905j 0.0179008-0.00296899j -0.00908673-0.0282345j 0.0135713+0.0159288j -0.0118736-0.0311637j 0.0080949-0.0371968j 0.022803-0.0103685j 0.0162894+0.0377381j 
-0.00606436+0.0200199j -0.0019436+0.0137265j -0.00211983-0.00991748j -0.00217164-0.00447971j 0.00820189-0.0014959j -0.00827698-0.0108961j 0.019912-0.00235489j 0.0239679-0.00496293j -0.0480732-0.0233524j -0.0114986-0.00961876j 0.00521083+0.00512641j -0.00968854-0.00779687j -0.00962798-0.000654224j 0.00450691-0.000684145j -0.0282899-0.0206776j 0.0101865+0.00985091j -0.00602627+0.0102836j 0.00413552+0.00868092j -0.0164887-0.00605062j -0.00496719-0.00613121j 0.00474415+0.00179809j -0.0461849+0.0209379j -0.0336065+0.00793874j 0.0395037-0.0228326j 0.0172312+0.00789922j 0.0263767+0.0550737j -0.0035255-0.028203j -0.0219874-0.0287356j 0.0161019-0.0118649j 0.00880018-0.00194066j 0.00918306-0.00768976j -0.0209035-0.00773272j 0.0170085-0.00122186j 0.0128515-0.0204672j -0.0222431+0.0141894j 0.0178698-0.0395733j -0.00652489+0.000222186j -0.0122408+0.0166355j 0.0175427+0.0165176j 0.00376472-0.00940359j -0.00337789-0.0104155j -0.00946845+0.011421j -0.0177031+0.00735261j -0.00302299+0.00146711j 0.00554407-0.019393j 0.00870381+0.00599542j -0.00884334+0.00188853j 0.0148758-0.0106779j -0.0493128-0.0079448j 0.0300793-0.0224958j 0.016386-0.00311173j -0.00573642+0.0112213j -0.0127193-0.0190805j -0.0180385-0.0124818j -0.0151593+0.00352358j 0.0412334+0.00470027j 0.0149942-0.0148531j 0.0424452-0.00142152j -0.0329272-0.0196813j 0.0540529+0.0537256j 0.0421059-0.0686043j -0.00122145+0.00395514j 0.00073133-0.00802278j -0.00200437-0.0440136j -0.0174243+0.016995j -0.00730042+0.0113348j 0.00618808-0.00137966j -0.011397+0.0101835j -0.00385897-0.00125714j 0.0103894+0.00400813j 0.00410204-0.0113824j -0.00422337+0.00541216j -0.0136708-0.0149999j -0.0145588+0.00509079j -0.0154137+0.0268708j -0.00716253+0.0173823j -0.0525085+0.0224424j -0.00213171-0.0182822j -0.0562245+0.0109159j 0.00160035-0.0384022j -0.0165965+0.0137176j 0.0410881+0.0207706j 0.0297595-0.0772694j -0.0486852+0.0226092j 0.0111278-0.0117073j -0.00414852+0.0502588j -0.00583709+0.0208979j -0.0240408+0.0345625j 0.0541461-0.00391184j -0.00816632+0.00407981j -0.0880597+0.0125103j -0.023963-0.1073j 
-0.00598014+0.00475576j 0.00268446-0.000676902j 0.00569294+0.00203515j -0.00394867+0.0012349j -0.000507374-0.00032743j -0.000359929+0.00237826j -0.00369792+0.004942j 0.008931+0.00275813j -0.0122414-0.00514675j -0.00507625+0.00476881j 6.64833e-05+0.00702702j -0.00382881-0.000574485j 0.00753541-0.00460767j -0.00749922+0.00542586j -0.0154353-0.0103259j 0.00391093+0.00914685j 0.00152609-0.000418414j 0.00302964+0.00309419j -0.0131472-0.00670817j -0.000352571-8.61725e-05j 0.00418581+0.00346601j -0.00915306+0.0217908j -0.00868127-0.000104211j 0.00649581-0.0103381j 0.000270827+0.00272043j -0.000259809+0.0241173j 0.00328029-0.00461371j 0.0115966-0.0119823j -0.0024174-0.000160685j 0.00595731-0.000860363j 0.000434857+0.0181882j -0.00566838+0.0014715j -0.00832646-0.0015887j -0.00640793-0.0081695j 0.00952926-0.00503576j -0.000589645-0.000227723j 0.00297512+0.0093997j 2.57307e-05+0.00504229j -0.00312572+0.00659513j 0.00595146+0.00437145j 0.0010686+0.00243031j -0.00300035+0.00532471j 0.00228245+0.000534641j 0.0025623+0.000703743j -0.00475053+0.00475868j 0.00714063+0.0048079j 0.00188089+0.0174047j -0.00294756+0.012771j -0.011792+0.00625221j 0.0137945-0.00668792j 0.00086625+9.39943e-05j 0.0116439+0.012161j -0.0124091+0.00312618j 0.0143394-0.0100147j -0.00283258+0.00198102j 0.00991959+0.00727373j 0.00751535-0.00302618j 0.0108864+0.00457527j -0.00604457-0.00432564j 0.0288361+0.000674686j 0.0100096-0.0155358j 0.00117728+0.00546961j 0.00844106+0.00200254j -0.0127057-0.022356j -0.0162339+0.00396553j 0.0169861-0.00697567j 0.00486186-0.00453311j 0.0103329+0.00488612j -0.00808903+0.0020752j -0.00453656+0.00169116j 0.00131359-0.024456j -0.00326369+0.00171055j 0.0198625-0.00320785j -0.0133714-0.0164543j 0.00785183-0.00034255j 0.00843794+0.00678283j -0.0053078+0.00140692j 0.00413151+0.0111073j -0.0160281+0.00726341j -0.0127008-0.00312905j -0.0170905-0.0163429j 0.0146464+0.00675394j 0.00684459-0.00376886j 0.00961192+0.0143422j 0.0266003-0.0105284j -0.0177485+0.0141295j 0.000706893+0.00854798j -0.0292552+0.00802114j -0.000308078-0.00761667j -0.0202072+0.00193751j -0.016275+0.0219931j -0.0016469-0.0162907j 
0.00183851-0.00171577j -0.00364531+0.000615146j -0.000512583+0.00231439j -0.00368612+0.000804993j -3.13261e-05+0.0015751j 0.000218044+0.00435687j -0.00919827-0.00257126j -0.0013008+0.00492711j 0.00282859+0.00302706j -0.00378609+0.0034387j 0.00415757+0.00165676j -0.00580715-0.00447717j 1.12145e-05-0.00532241j 0.000462928-0.00350072j 0.000420525+0.000289847j 0.00254926+0.00635525j 0.00781857+0.00409953j -0.00345436+0.00506927j 0.00108837+0.0047802j 0.00310647+0.00464074j 0.000924331-0.00595353j -0.00902788+0.00206753j 0.0039467-0.00113712j -0.00902457+0.00396022j -0.00425299-0.00897748j -0.00488018-0.0114113j -0.00571232+0.00738498j 0.0185989+0.0127299j -0.00435863-0.0024279j -0.00839805+0.00543311j 0.000543638+0.00214246j -0.00517626+0.00448334j -0.0107545-0.00612112j -0.00573685+0.0080475j 0.00125199+0.00113252j -0.00268589+0.0013211j 0.00596528+0.00100299j -0.00185012-0.00225766j -0.00876233+0.00283515j -0.00942736-0.0119161j 0.00184245-0.000686223j 0.000365886+0.00843642j -0.00442767+0.0117922j 0.00132836+0.00518623j -0.000960064+0.00669617j -0.00624752-0.00351432j -0.00781958+0.00589653j -0.00881488-0.00390344j 0.0127735+0.0015431j -0.00265822-0.00981936j 0.00641389+0.006046j -0.00407898-0.00295983j -0.00150739-0.00311809j -0.000494414+0.0097649j 0.0121658-0.0169681j -0.00964007-0.00637165j 0.0129918+0.00188412j -0.010528-0.00512772j 0.0142666+0.00130808j 0.0120313+0.00436807j -0.00554559-0.00239819j -0.00440741+0.00940286j 0.00450116+0.0244935j 0.00113928-0.00904405j -0.00239272-0.0173863j -0.00185088+0.0050917j -0.00456349+0.00155913j 0.0111484-0.00999687j 0.0184686+0.00482261j -0.0099231+0.00904945j 0.00221752-0.00861983j 0.0127986-0.000779037j -0.0110467+0.00555471j 0.00191248+0.00793692j -0.00106131+0.000373342j -0.0135446-0.0118454j -0.0149349+0.00633414j 0.00125937+0.00374118j 0.00412296-0.0336641j -0.00254523+0.00706168j 0.00626453+0.0174378j -0.00405857+0.00516792j 0.000365089+0.0210831j 0.00272359-0.00810071j -0.0218863-0.00990245j 0.00263565+0.0115352j -0.00194718-0.00285303j 0.000912366+0.00757644j -0.031459+0.0168301j -0.0170249-0.00428367j 0.0087416+0.0140917j 0.00759116-0.0127429j 
0.00413552+0.00385979j 0.00746954+0.000810144j -0.00106956-0.0012152j 0.000765065-0.00138654j -0.00825367-0.00217794j 0.0106282+0.0064622j -0.000175373+0.00902154j 0.000570741-0.0066975j 0.00378845+0.001778j 0.0042477+0.00605904j -0.00213017-0.00633858j 0.0114255-0.00565787j 0.0113439-0.00180282j -0.00458525+0.0058419j -0.000124428+0.0110566j -0.00171958+0.00305585j -0.00300325-0.00901041j 0.000731721-0.00565677j -0.00540641+0.00224222j 0.00398297+0.00173962j -0.00761728+0.00356102j -0.00285899-3.46456e-05j -0.00539198+0.00305925j -0.000995583+0.00175449j -0.00918258-0.0109013j -0.00946623+0.00255471j -0.00676282+0.0126966j -0.00095258+0.00727823j 0.015567+0.00241528j -0.00194381+0.00897839j -0.00189456-0.0137928j -0.00503035+0.00147821j 0.0284773+0.0104386j 0.00848721-0.00562701j -0.00579193+0.0134706j 0.00544561+0.0070742j 0.00570563+0.0051344j -0.0152458-0.0182757j 0.00846417+0.0106447j -0.0102545-0.00753732j -4.75402e-05-0.00308692j -0.00605382+0.0071831j 0.00913598-0.0117007j -0.0205384-0.00579295j -0.000753372-0.000322428j 0.0085427-0.00265002j 0.0156489+0.00237148j 0.00441832-0.0069997j -0.0131412+0.00526501j 0.00620069-0.00810301j -0.0161371-0.0219342j 0.00727713-0.00357443j 0.00383935-0.00149297j -0.00663939+0.00411219j 0.0109703-0.00828565j -0.00374472-0.00888944j -0.0263869-0.00358316j 0.01066+0.00404891j -0.0129148+0.00909598j -0.00492847-0.0101639j 0.0134642-0.00337245j 0.00308301+0.00370244j 0.0167905-0.0237293j 0.00917795+0.0136864j 0.00379184-0.00578563j -0.0153583+0.00556547j 0.00293077+0.00189103j -0.0189739+0.0129151j -0.0137485-0.00502268j 0.0183136-0.00544738j 0.0100485+0.01526j -0.00189203+0.0101377j 0.0138142-0.0076528j -0.00446606+0.0113302j -0.0180228-0.021778j -0.00629437-0.016029j -0.00391013-0.000433737j 0.0155131+0.00891407j 0.0155015+0.00933283j -0.0147647+0.00419728j 0.0025714+0.000362389j 0.00680241+0.00458433j 0.0181741-0.00505584j -0.00361932-0.00229749j -0.0190933+0.00340163j -0.00224442-0.00561736j -0.00725437-0.00696515j -0.00396485-0.00660486j -0.00324406-0.0142025j -0.000674553+0.00169033j 0.00254054+0.000903082j -0.000948399+0.0105065j 
