-0.0316237+0.0226694j 0.0218282+0.0313563j -0.00150523+0.00500161j 1.57747e-05-0.00339403j -0.0154151+0.000172946j -0.00125788+0.0146169j -0.00056392-0.00500626j 0.0135161+0.0053435j -0.00727246+0.00848867j -0.0073976+0.00510099j 0.000184945-0.0103985j 0.00452158+0.0100403j -0.00338156-0.0002235j -0.0036096+0.00504164j -0.0103502-0.0105635j 0.0062082-0.0042179j 0.000512144+0.00347927j 0.00315377+0.0100477j -0.00185673+0.00117288j 0.00522051-0.009495j -0.00205899-0.00077158j 0.00692674+0.00135706j -0.00185025-0.000178729j -0.000196294-0.00347442j 0.00258334+0.00101421j 0.000244043+0.00255201j 0.000708484-0.00296717j -0.00419759+0.000645004j -0.00652329-0.00247221j 0.00574615+0.00105926j -0.000190999-0.00023339j -0.000815648-0.000543999j -0.00474574+0.00198039j -0.00211289+0.00183964j -0.0014296-0.000650178j -0.00154722+0.00254822j 0.00678084-0.00326942j 0.00195663-0.0103411j 0.00790338-0.00473545j 0.00471689-0.00163035j 0.00118645-0.00290439j 0.00321776-0.00384688j 0.00208746+0.00102512j -0.00734615-0.000770605j -0.00681411-9.98547e-05j -0.000573728-0.00498037j -0.00034407+0.0073421j 0.0025242-0.0045842j 0.00272037-0.00120609j 0.00126621+0.00080256j -0.000891486-0.0024711j -0.000256375-0.00760279j -0.000215816-0.00543573j 0.00329387-0.00454201j 0.000120637-0.00376129j 0.00188032-0.00346426j -0.00430093-0.00667452j -0.00051685-0.00261989j -0.00279963+0.00469249j 0.00752065-0.000622054j -0.00111405+0.00117099j 0.00182056-0.00024309j 0.00629733+0.00547541j 0.00267108+0.00637718j 0.00200982-0.00219497j 0.00589615-0.00211493j -0.00411038+0.000880995j -0.00168276-0.00290659j 0.00391259+0.00547927j -0.00588436-0.00567816j 0.00167173+0.00129265j 0.00694297-0.000859378j 0.00770713+0.0036187j -0.00356281+0.00120682j 0.00227911-0.000917815j 0.00167733-0.00642169j -0.0138522+0.00248392j 0.00138174+0.00605661j 0.0081522-0.00294134j -0.00341859-0.00857869j 0.00242355-0.00931491j -0.00349954-0.00856021j 0.00429593+0.00158113j 0.00900927+0.00577677j 0.00334628-0.00176249j 0.0075851-0.0153755j 0.00350321+0.00928992j 0.00726019+0.00370519j 0.0154721+0.00521735j 0.00718622-0.0185206j -0.0129146+0.00310456j 0.00764031-0.00687582j 0.0126851+0.0108906j -0.000192419-0.0141175j -0.00329691-0.00743018j -0.0288682+0.0377028j -0.0411113-0.0297018j 
0.0195506-0.00217701j -0.000943085-0.0185856j -0.00308076-0.00436902j -0.00462969+0.00226435j 8.07239e-05-0.00957355j -0.00988594+0.00119883j 0.00230955+0.00548365j -0.00810121-0.00792203j 0.0123188-0.000588531j 0.00298321+0.000453636j -0.00182477+0.0066592j 0.00291745+0.000571577j -0.0047699+0.00102566j 0.00366189-0.00754187j -0.00203897+0.00345055j -0.000112139+0.00731245j -0.00453694-0.00295472j -0.00324562-0.00278564j 0.0008334-0.00653267j 0.00116942+0.00568736j -0.000702507+0.00904636j -0.00375653-6.45509e-05j -0.00576651-0.00311047j -0.00419524-0.00133037j -0.00708065-0.00331418j -0.00128844-0.00278684j 0.00224476+0.00122881j -0.00252065+0.00136554j 0.00892902-0.00502123j 0.000628506+0.000639856j -0.00526297-0.00432724j 0.00691453+0.00221348j 0.00549384+0.00651351j 0.000854244+0.00352724j -0.00628416+0.000111967j 0.00109032-0.0091824j -0.00263059-0.00300338j -0.00539529+0.00866444j -0.00345126-0.00596112j 0.00321021-0.00492803j 0.000407465-0.00169508j -0.0075746+0.00383323j -0.0104028+0.00693674j -0.00384446+0.00715864j -0.00385859-0.00357819j -0.00681641+0.00176897j 0.00825942-3.70603e-05j -0.000431966-0.00359102j 0.0018666-0.00131059j -0.0119705-0.00239145j -0.00162595+6.99212e-05j 0.0024376+0.0104023j -0.00978662-0.000843853j 0.00995956-0.00167185j 0.0102874-0.00748614j -0.00881587+0.00305821j 0.00462314-0.000663121j 0.00306117-0.00407544j 0.00250386+0.000856466j 0.000585321-0.000486962j -0.00318685-0.00224558j -0.00790434-0.00488267j -0.0101349+0.00303478j -0.0124017-0.00760683j -0.00151062+0.011708j -0.00488808-0.00298485j 0.0123357+0.00190104j 0.00915137+0.00499436j 0.00251102-0.00661641j 0.0060163-0.00287712j -0.00274611+0.00235593j -0.00272107-0.00125349j 0.00396551+0.00296052j -0.000361696-0.00539051j 0.00166093+0.0099269j 0.00649986-0.00417445j 0.0127252-0.0072125j -0.00132048+0.00139542j -0.00301197-0.0038765j 0.00323012+0.00818427j 0.00134546+0.00667083j 0.00402513+0.00730303j 0.00302662-0.00193739j 0.00317909+0.00432892j 0.00289976-0.0134489j 0.00214062+0.00688023j 0.00452611-0.00662349j -0.00797828+0.00361704j -0.0132488-0.00728665j -0.00245512+0.00955655j 0.000580755-0.00140372j 0.0124241+0.00536977j -0.0081444+0.0130381j 0.00451062-0.00155968j -0.00778695+1.56638e-06j 0.00650152-0.0129047j 0.0116878+0.00738633j 
0.0204988-0.00237796j -0.00260444-0.0208289j -0.00139993-0.000167903j 0.00135223+0.00460714j -6.86698e-05-0.0082963j -0.00712623+0.000715773j 0.000852446+0.00258718j -0.00791416-0.00465665j 0.00527158-0.00393846j -0.00104217-0.00542187j 0.000441312+0.00342611j -0.00387813+0.00387221j -0.00225657+0.00292j -0.00442885-0.00526996j -0.00316125+0.00164367j 0.00737912+0.00128177j -0.00846317-0.00410481j 0.00506835+0.0049327j -0.00156262-0.00444448j 0.00347575-0.00310103j 0.00605164+0.00134685j -0.00093117+0.00504242j 0.00780581-0.00089724j -9.81984e-05+0.00124689j -0.000506485+0.00450187j -0.0014228-0.00636094j -0.00136437+0.00403866j 0.000558298+0.000123102j 0.00719644-0.00242469j 0.00752628-0.00234283j 0.00262789+0.00104764j -6.03732e-05-0.000627188j -0.00107256+0.00293164j -0.00633492-0.00372884j 0.000878974-0.00439794j 0.00248148-0.00477734j -0.000691009+0.00178838j -0.00836238+0.00885728j -0.00409585+0.00164348j 0.00090467+0.00217236j -0.00246749+0.00181621j 0.00294207+0.00201643j 0.00661455-0.00515114j -0.00753318-0.000711826j 0.00781735+0.00213634j -0.0114201-0.00675148j 0.010689+0.00316294j -5.08624e-05-0.00164904j 0.000830203+0.0112325j 0.00484098+0.00659243j -0.000648599-0.00338389j 0.00561668-0.00674143j 0.0105242+0.00196041j -0.00728636-0.00218678j 0.00204913+0.00909809j -0.00655956+0.00430024j 0.00516031-0.0019817j 0.010474+0.00524036j -0.00137928-0.00113347j -0.00284596+0.000595648j 0.0116382+0.00916036j -9.2138e-05+0.00436265j 0.000791157-0.000328614j -0.000919692-0.00966916j -0.00201763+0.0019217j 0.000544378+0.00193106j -0.00542782-0.014175j -0.00629117-0.00244811j 0.00269237+0.00277306j -0.00360097-0.00155969j -0.00604172-0.00553711j -0.000370209-0.00269892j -0.00555057-0.0035066j 0.00188671+0.00742835j -9.3519e-05-0.00352785j -0.0017015+0.00209402j 0.00585196+0.00183323j -0.00776199-0.00154679j -0.00801144+0.00417728j 0.00559028+0.00575327j 0.00401804+0.00633584j 0.00451711-0.00178929j 0.00555685-0.0100014j -0.00888802-0.00112007j -0.0029792-0.00942674j -0.0021393+0.0140531j -0.00046837-0.0113663j -8.3335e-05-3.01396e-05j -0.0130804-0.00108506j -0.00379516+0.010358j 0.00493254+0.00397679j 0.0103959+0.0112536j -0.0139472+0.00867969j 0.00113087+0.00729878j 0.0039344-0.00244319j 0.00851416-0.00963088j 0.00963957+0.00806807j 
0.00410091-0.0127175j -0.0120214-0.00428256j -0.00191129+0.00309289j -0.0006459+0.00481441j 0.0191848+0.00980183j 0.010327-0.0146967j -0.000714176+0.000543558j -0.00472962-0.008033j 0.0103224-0.000786233j 0.0123203+0.00208079j -0.00121085+0.00670196j 0.00171019-0.0124606j 0.00776616-0.0119114j 0.0102719-0.0046023j 0.000663541+0.00317306j -0.00389351-0.00218365j -0.00266095-0.00799631j -0.0106592-0.00946315j -0.00194172-0.00948587j -0.00701191+0.00127172j -0.00455271-0.00445141j -0.000549582-0.00219049j 0.00014757-0.00727173j -0.00296697+0.00618691j -0.00485299+0.0064705j 0.00229046+0.00131676j -0.00753381-0.00113458j -0.0067992-0.0040573j 0.000731253+0.00332528j 0.00413411+0.0074087j 0.0106161-0.00814523j 0.000560717-0.00231746j 0.00343619+0.00407754j 0.00311746+0.00311069j 0.00547284+0.00499408j -0.00358577+7.76756e-05j 0.00719861+0.000158081j 0.00374592+0.00790575j -0.00646942-0.00378155j -0.00852866-0.00323236j 0.00249623+0.00583577j -0.00707696+0.00300107j 0.00152-0.00389785j -0.00402331+0.00312261j 0.00426154+0.00564667j -0.00629863-0.00513705j 0.00648503+0.00456917j -0.0058879+0.00331967j 0.00391852+0.00570676j 0.00488289-9.25079e-05j -0.00289263+0.00837455j 0.00501972-0.0068046j 0.0045633-0.00158022j 0.00444217-0.00285355j -0.00182274-0.000828095j -0.000456246+0.0172659j -0.00191258+0.00419781j -3.23485e-05-0.000243992j -0.00334394-0.00101566j -0.00237302-0.00699802j 0.00743494-0.0013782j 0.00108817+0.000832845j 0.00231229+0.00454362j -0.00262218-0.00387398j -0.00401671+0.00221974j -0.0023768-0.0090469j -0.00344607-0.0111154j -0.00564132+0.00671025j -0.00453123-0.0110475j -0.000277892-0.00771489j -0.00222357-0.000919825j 0.00195078-0.000704155j -0.00775471+0.00290799j -0.00395372-0.000740213j 0.00431672-0.00720652j -0.000316953+0.00443118j 0.00393301+0.00144264j 0.006625-0.00153723j 0.0015479+0.00437988j 0.00267353-0.00140584j 0.00134135-0.00324735j 0.00477213+0.00509172j -0.00522405-0.0015541j -0.000494492-0.000823882j -0.000946467-0.00255267j -0.00456386+0.00946569j -0.000508463-0.000536941j -0.00746638-0.0043314j -0.00471142-0.00419364j -0.00529349+0.00201683j 0.0021259+7.82162e-05j -0.00454475-0.000419127j -0.000762577-0.00723028j -0.0077865+0.00230922j -0.00139242+0.00429798j 0.00876948-0.0183547j 0.0179951+0.00808198j 
-0.00314566-0.00518348j -0.003427+0.00288413j -0.00653092+0.00271448j 0.00586801+0.0110663j 0.00808871+0.00152449j 0.00496252-0.00715292j 0.00612736-0.0125533j 0.00034153+0.00521851j 0.00396495+0.000851865j -0.00484116-0.00213505j 0.00343868+0.00198896j 0.000409353+0.00307419j 0.00134426+0.00107667j -0.00505952+0.00151263j -0.00146035+0.00314656j 0.00517352-0.00303049j 0.00605885+0.00366299j 0.00231254-0.00156543j -0.0107987-0.00687909j 0.00171731-0.00850332j 0.0034622+0.00555025j 0.00135643-0.00900111j -0.00906304+0.006088j 0.00628921+0.00243309j 0.0111305+0.00431907j 0.000783962-0.00184597j -0.0074341+0.00340258j 0.00147673+0.00609176j -0.00177679-0.0125494j 0.00694223-0.00595684j -0.00375515+0.00882439j -0.00449412+0.00615386j -0.00480514+0.00724667j 0.000722964-0.0024861j -0.00754425+0.000591534j -0.00635506-0.00404994j 0.00324282+0.0122577j -0.000450902-0.00699293j 0.00272323+0.00875407j 0.00842238-0.00559185j -6.57804e-05-0.00524404j -0.00332325-0.00594107j 0.00183078+0.00330257j -0.0107012-0.00743425j 0.00334881-0.000212935j -0.000274357-0.00657062j -0.00239649+0.00497086j -0.00143089+0.00858711j 2.7125e-05+0.00311364j -0.0054481-0.000504363j -0.00821004-0.00215488j 0.00073976-0.0086743j 0.00772214-0.00488247j 0.009182-0.00345904j -0.00917379+0.00137404j 0.00252661-0.0074484j -0.00360999+0.00500515j -0.00273427-3.04072e-05j -0.00531478+0.000295731j 0.00226933-0.00178374j -0.00614996+0.00493208j 0.00269603-0.0018648j 0.00776843+0.00788887j 0.00552616+0.00778736j -0.00451684-0.0034079j -0.00744328-0.00642695j 0.00364047+0.000974126j -0.00323248+0.00668278j -0.000541533-0.00591073j -0.00783195-0.00504981j -0.00255058-0.0081593j 0.00220954-0.00585928j -0.000305814-0.00592242j 0.00654255-0.00401201j 0.00526478-0.0101112j 0.00211515+0.00467428j -0.00175559-0.00587908j -0.00484306+0.0075662j 0.00832204+0.00422551j -0.0014555-0.000568746j -0.000527396-0.0011262j -0.00198185+0.000636201j -0.00627117-0.00387914j -0.00615748+0.00335399j 0.00553349-0.00103054j 0.00167339-0.0018812j 0.00228253+0.00361965j 0.00117169+0.0037868j -0.00425012+0.000516836j 0.000670267-0.00239634j 0.00616354+0.00466184j -0.00169947+0.00323881j -0.00390821-0.00204999j -0.00194398+0.00812363j 0.00504916+0.00462456j 0.000955523+0.00835804j -0.00746617+0.003007j 
0.024474-0.00398518j -0.00428491-0.0248976j -0.00227784-0.0112923j -0.00838202+0.00561821j -0.00965511-0.0291562j -0.0293741+0.0144522j 0.016698+0.00820201j -0.0111601-0.00259511j 0.0104399+0.00692868j 0.00725781-0.00718952j -0.00876764-0.00165867j -0.00786563-0.00892578j 0.00609291+0.0117771j -0.0131367-0.0024338j -0.00229097-0.000520306j -0.00371582-0.00031018j 0.00306969-0.00547824j 0.0102288-0.00125718j -0.000328402+0.00046781j -0.00935729+0.00567318j -0.00115369+0.00954926j 0.00749919+0.00692397j 0.00485546-0.0036497j 0.00539123-0.00389711j -0.00523787+0.0100438j -0.00396861-0.00264337j 0.0114885+0.00659812j 0.0111774-0.00386477j -0.00424181+0.00242455j -0.00831443+0.00146347j -0.00455874+0.00209916j -0.00234969+0.000270008j -0.00256294-0.00466793j 0.00142566-0.00646221j 0.00509522-0.00810275j -0.00179307-0.00593268j -0.00122836-0.00148947j -0.00556631+0.0169644j -0.00344156-0.00152808j -0.00333396+0.000870429j 0.00742357+0.00012143j -0.00874591+0.0137669j 0.00867688-0.00363882j 0.00455876+0.00287085j 0.00154456+0.018814j -0.0048962+0.00786454j -0.000644934-0.0068342j 0.00920413-0.00333107j -0.00544599-0.00364131j -0.0115588+0.00303363j 0.00396006-0.00827592j -0.00767037-0.00368216j -0.0114633-0.000977285j -0.00640787+0.00500341j 0.00473473+0.00112489j -0.000128852+0.000360349j 0.00572421-0.00044108j 0.000158998-0.0013939j 0.0103257-0.00186433j 0.00448231-0.00453992j 0.00693254+0.00132309j -0.00410596+0.00257322j -0.0119893-0.00704938j -0.00877228-0.0126708j 0.00294851+0.00716219j -0.00127703-0.00385402j 0.0111025-0.00416698j -0.00200674-0.00302423j -0.000653281+0.0160325j -0.00778922+0.0077738j 0.00600489+0.0010843j -0.00270339+0.00853023j 0.00152909+0.000515778j 0.0128005+0.00196916j -0.00978345+0.0106141j 0.00693453+0.00637808j 0.000233262-0.0016086j -0.00380179+0.00538215j -0.0097305-0.00891809j 0.00536475+0.00336435j 0.00113159+0.0111009j -0.000743632-0.00986165j 0.0122344-0.00259552j -0.00773476-0.0097718j -0.00192625+0.00158572j -0.00566961+0.000953396j -0.000852654-0.0131775j 0.00159102-0.00671222j 0.000134677-0.00705081j -0.00724184+0.00640383j -0.00844725+0.00176205j 0.0205635+0.0139328j -0.0148539+0.0206158j 0.00251704+0.000334726j -0.00225938-0.00406338j 0.0154954-0.0222081j 0.0210615+0.0146731j 
-0.0252227+0.00926475j 0.0110245+0.0270194j 0.000799547+0.00444981j 0.0041993-0.00695756j -0.000122436+0.00873291j 0.00721423-0.00357934j -0.00418322-0.00614057j 0.00486205+0.00903374j -0.00754556-0.00274087j -0.00275001+0.00753417j 0.00169175-0.0113507j 0.0027835+0.0173908j -0.00890432+0.00190441j -0.00929155+0.000227057j -0.00100514-0.00408572j 0.00366608-0.000525786j -0.000748183-0.00337232j 0.000871803+0.00702134j -0.00476081-0.00380617j 0.00717464-0.00861504j 0.00900952-0.00423356j 0.011279-0.00429912j 0.000534902+0.0027487j 0.00199825+0.00776661j 0.00979163+0.0114179j -0.00188739+0.00790875j -0.00883995-0.000477499j -0.00205865+0.0013542j 0.0037936+0.000714945j 0.00963332+0.00561148j 0.000376194+0.00368724j 0.000283213+0.00901431j -0.012662-0.0030958j 0.00113941+0.00458644j -0.000711007-0.00341221j -0.00379342-0.00113864j 0.00256824-0.00484292j 0.00514934+0.00504765j 0.00104883+3.04093e-05j 0.00209222-0.0087988j 0.00663173-0.0145287j -0.00164594+0.000552905j -0.00306974+0.00971471j -0.000866249+0.00200847j 0.00476229-0.00700628j -0.00125409-0.0157688j 0.00254963+0.0102467j 0.0047401-0.00137104j 0.00913497-0.00492693j -0.00848334+0.00356602j -0.0142362-0.000878348j 0.000487939-0.00711626j 0.0010985-0.00545815j 0.00435522+0.00154585j -0.000328519-0.000179281j 0.0028726-0.00109629j -0.00407575+0.00044953j -0.000921736+0.00170374j 0.00186464+0.00897483j 0.0134227+0.0027648j -0.00275846-0.00093056j 0.00409486+0.00152581j 0.0071376+0.00767477j 0.00678368+0.00349212j 6.55165e-05+8.97669e-05j 0.00106184-0.00888724j 0.00881689-0.00482323j 7.94546e-05+0.00244629j -0.000423615+0.000186132j -0.00552774-0.00393418j 0.00253816-0.00553188j -0.00105923-0.00213683j 0.0089217+0.00181242j 0.00290767-0.00466678j 0.00231242-0.00531188j -0.00798196+0.00128535j -0.00775652-0.00451755j 0.00138372+0.00229707j 0.0134057-0.000372184j 0.000212222+0.000401298j 0.00191166-0.00841566j -0.000527064+0.00242777j -0.00803143-0.00497312j -0.00433942+0.00516389j 0.00141034+0.00695256j 0.00300258-0.00503136j 0.00294382+0.00373564j 0.00365028+0.00152176j 0.00563037+0.00525063j 0.00894849-0.00792745j 0.000883393+0.00713556j -0.00404635-0.00849948j 0.00864054-0.00350099j 0.0028794+0.00261242j 0.00740439-0.00295195j -0.00924144+0.0222454j -0.0220391-0.00836463j 
0.00718571-0.0110881j -0.0113713-0.00718458j 0.00220006-0.0045008j -0.00399461-0.00414568j 0.00474717+0.00772934j 0.00713164-0.00523275j -0.00903944-0.00364639j 0.00123037-0.00939514j 0.00589126-0.00546608j 0.00673694+0.00297367j 0.0073538+6.74319e-05j 0.00215748-0.00386874j -0.000614181-0.000105998j 0.00159072-0.0073451j 0.0150958-0.00808754j -0.0101856+0.00174383j -0.00188704+0.00226732j 0.00473132-0.00104174j 0.0152289+0.00812898j 0.00582638+0.00145816j 0.00988548-0.00553593j -0.00324382-0.01022j 0.00307615+0.00955826j -0.00205427+0.00859234j 0.00294556-0.012781j -0.00494709+7.62173e-05j 0.000603633-0.000395267j 0.00627803-0.00246313j -0.00628522+0.00115118j 0.00248833-0.00148908j -0.00357297+0.00331407j -0.00337112+0.00471326j 0.000926582-0.0078926j 0.00313822-0.0051719j -0.00110236-0.00327132j 0.0106657-0.00582678j 0.00165965-0.007199j 0.00155173-0.000247541j -0.0071907-0.00214799j 0.00039319-0.00447964j 0.00308589-0.00414838j 0.000320933+0.00726577j -0.00772893+0.000190469j 0.0107711+0.00225054j -0.00913307-0.00104526j 0.00233255-0.00310244j 0.000998396+8.80041e-05j -0.00442746+0.00554116j -0.00752252+0.000503022j -0.00376893-0.00341183j -0.00277742+0.000270805j -0.00221665+0.00486928j 0.0021095+0.0110627j -0.000970451+0.00294758j -0.00106337-0.00115947j -0.0030466+0.00488535j -0.00300364-0.000845597j -0.00171967-0.00167453j 0.00614084-0.00273602j 0.00625235+0.00693911j 0.00316822+0.00181738j 0.00097126-0.00595674j 0.00191493+0.000851888j -0.00518-0.00265703j 0.000982355-0.00788037j 0.00173637+0.00517361j -0.00651709-0.00162321j 0.00567031+0.00126766j -0.00185126+0.00251773j 0.00952932+0.00224091j -0.00126924+0.00670208j -0.0136239-0.00741964j 0.00566731-0.0060334j -0.00200625+0.000675156j -0.00282322+0.000287013j -0.00473314-0.00185303j 0.0063598-0.00542014j -0.00371985-0.0108183j 0.0048025-0.00393181j -0.000641739+0.00566273j 0.00511499+0.00760538j 0.00512219+0.0110563j -0.0098544+0.00454966j -0.00646703+0.00252793j 0.000238843+0.00412094j -0.00394957+0.00262292j -0.00141474-0.00413749j 0.000196887+0.00342818j -0.00710065+0.000218932j -0.00448721+4.82568e-05j 0.00318148-0.000182913j -0.0127895+4.1727e-05j -0.00265631-0.0126906j 0.00419718+0.00230059j -0.00107026-0.00351186j 0.00868943-0.0181107j 0.0161715+0.00950215j 
-0.0170203+0.00370709j 0.00394583+0.0157476j 0.00529514+0.00556118j 0.00514686-0.0029116j 0.00587526+0.0172566j 0.0182481-0.00638064j -0.000707337-0.00754388j 0.00698033+0.00831534j -0.0116774+0.00502208j -0.00819153-0.00698864j 0.00291258+0.00359993j -0.00333877+0.00487742j 0.000172739-0.00495486j 0.00207314+0.00186407j 0.00221297-0.00501731j 0.00337755-0.00567746j 0.00227874+0.0038596j -0.00369367-0.0078688j 0.000814896+0.00840764j -0.0069593-0.00407838j 0.0035896-0.00467348j -0.00898709+0.000410442j -0.00435168-0.000366511j 0.000121745+0.00735847j -0.00179758+0.000173836j -0.000841969+0.00100346j -0.00819811+0.00157553j -0.0034524+0.00553947j -0.00335742+0.00169842j 0.000954251+0.0040532j -0.000102597-0.00335307j 0.00330708-0.0120809j -0.0100345+0.0023111j 0.0019575+0.00385507j 0.000761826+0.000178782j 0.00161009+0.000690573j 0.00570615-0.000989518j 0.00137565-0.00565655j 0.0051818+0.0101259j 0.0021519+0.00358158j -0.000845804+0.000106749j 0.00170814-0.00198149j -0.00339937-0.00597548j -0.00141331+0.00106771j -0.000144898+0.00218483j 0.0109887-0.0112401j 0.00392691+0.00686779j -0.00608089+0.00893847j 0.00544248-0.00537494j -0.00471261-0.00191363j -0.00909489+0.0143641j -0.000521751-0.00728258j 0.0106164-0.00490629j 9.88613e-05+0.000597734j 0.000785912-0.00105889j 0.00404134-0.000552301j -0.0113724-0.000557311j 0.00834333+0.00263287j 0.000346199-0.00403927j -0.00578971-0.0035569j -0.00252503+0.00408424j 0.00559912+0.0041543j 0.00483098+0.00983042j 0.00602233+0.00908808j -0.00905472-0.00338108j -0.00161591+0.00430748j -1.42995e-05-0.000399753j 0.00073335-0.00873034j -0.00107609-0.00976962j -0.000617575+0.000654213j 0.00435395-0.00235038j -0.00255852-0.00550351j -0.000393129+0.00035786j -0.0082896-0.0024087j 0.0048223-0.0155606j 0.0020619+0.000564336j -0.00977274-0.00263356j -0.000647855-0.00337658j 0.0112464+0.0071473j 0.00145738-0.00469521j 0.00123531-0.00890002j -0.00162543+0.00161028j -0.0140074-0.000132038j 0.00194028+0.00690201j 0.00144685+0.0017042j 0.00333533-0.000649449j -0.000251679+0.00798684j -0.001417+0.00159902j -0.000552612+0.00236638j 0.000431925-0.00100606j 0.0084353-0.00354629j -0.0186868-0.013j 0.0119725-0.0205138j -0.00216118+0.00258521j -0.00137004-0.00158568j -0.00706175+0.00781832j -0.00865312-0.00922588j 
0.00859376-0.00327261j -0.00411771-0.00822362j 0.0123155-0.00924874j -0.00775837-0.0121345j 0.000226975+0.00401787j 0.00351925-0.000335602j 0.00363865+0.000240357j -0.00356905-0.00568801j 0.00671771-0.00656133j 0.0074332-0.00273714j -0.00033815+0.00914761j -0.00148588-0.0133199j 0.0019006+0.00345958j 0.00639728-0.00840478j 0.00720066-0.0031399j -0.0099264-0.00395729j -0.00279876-0.00271063j 0.00216569-0.00671672j 0.00186361+0.00277961j -0.00395716+0.00686384j 0.00405144+0.00279286j -0.00891303+0.00271618j 0.00412299+0.00511028j 0.0111519-0.0042684j -0.000293881-0.00593093j -0.00340086-0.000260062j 0.00634813-0.00191151j -0.00167059+0.00177353j 0.00482404+0.00649352j -0.00106629-0.00456616j -0.00472234+0.00169367j 0.00299777-0.00317879j 0.00449611+0.00177383j -0.0017878+0.00401991j 0.003977-0.00285865j -7.24464e-05-0.0048259j -3.32504e-06+0.00197551j -0.00719909+0.00638331j -0.00393423-0.00112081j -0.0058084-0.00694522j 0.00444098+0.00731456j -0.00123476+0.00602716j -0.000558357-0.0115894j -0.00158194-0.00559099j -0.00229598+0.00648562j 0.000214817+0.00396109j 0.0115009-0.00220397j -0.00762669+0.00510307j -0.0139255-0.00139112j -0.00342656-0.00542649j -0.00551312-0.000673235j 0.00696642+0.00396778j -0.00175518+0.00251144j -0.00159028+0.00526255j 0.000644363-0.00909874j -0.000481501+0.0134753j 0.00281901-0.00771183j 0.00162371-0.000806248j 3.83102e-05+0.00384719j -0.00161022-0.00367042j 0.00563932+0.0111934j 0.000957615-0.000794791j -0.00726971-0.000112734j -0.00853292-0.00690066j -0.00302789+0.00184648j -0.00211679+0.000700341j -0.00692281+0.00293042j 0.00146472-0.00194027j -0.00100344+0.00265122j 0.00178759-0.000711223j 0.000387523+0.00232765j -0.0108403-0.00107193j -0.00787357-0.00790544j -0.00345872-0.0012615j -0.00417202+0.00252761j 0.00285395-0.000301923j 0.0104131+0.00132171j 0.00304611-0.00436257j -0.000844246+0.00229362j -0.00255797-0.00133979j -0.00320258+0.00586277j 0.000423026+0.0028671j 0.00441799+0.0042453j 0.00137427-0.000334896j 0.000818819-0.00661512j 0.00304173+0.00440103j -0.00238647-0.00540125j -0.00312135+0.00249881j -0.000837564-0.00624848j -0.00234414+0.00435311j -0.007969-0.00682051j -0.000374131+0.000392393j -0.000425894+0.00413112j 0.00732153-0.00725891j -0.00651038-0.00254124j 0.001181-0.0109209j 0.00924213+0.00259767j 
0.0104881-0.00656806j -0.00613922-0.011781j 0.0051657-0.00466656j -0.0071502-0.00072033j 0.00635466+0.00689484j 0.00842851-0.00402988j 0.00547569+0.000451447j -0.000112351-0.000187655j 0.00220177-0.00385075j 0.00804811-0.00313848j 0.00354795+0.00105517j 0.00450173-0.00459549j 0.00310375+0.00737579j -0.00184163-0.007139j 0.00671288+0.00676372j -0.00533102+0.0064973j -0.00530654-0.00120079j -0.00151456-0.00924364j -0.00670579+0.000235599j 0.00145012+0.00663305j 0.00163606-0.0030724j -0.00711867-0.00371838j -0.00522115+0.00473467j -0.00244942+0.00142838j -0.00482262+0.00269797j -0.00407432-0.00140053j 0.00439952+0.00557267j -0.00507987-0.00348373j 0.00812899+0.00376924j -0.00715256-0.0091489j -0.00687968+0.0011812j 0.0162489-0.00847271j -0.00381801+0.00198787j 0.00638103-0.0117194j 0.009713+0.00202956j -0.00013956-0.00339356j 0.00105365-0.00777495j -0.00823719+0.0107208j -0.000174222-0.00498166j -0.00143858-0.00230643j -0.007119+0.00193852j 0.000458574+0.0017301j -0.00247224-0.00281112j 0.00135102+0.00241952j 0.00562915+0.00166671j 0.000735905-0.00140496j -0.00559079-0.00135509j -0.00537103+8.81362e-05j -0.0030022-0.00188829j -0.00375293-0.00466346j 0.00822288+0.0015771j -0.00158227-0.0038062j -0.00286496+0.000846809j 0.00310038+0.00309096j 0.000933628-0.000839896j -0.000207703-0.00033362j -0.00949924+0.00697227j 0.00512465+0.00279477j -0.00550178-0.0103103j -9.6466e-05-0.000248705j 0.00891076-9.58835e-05j -0.00440087+0.00229025j -0.00176449+0.00791312j 0.00786556-0.00433547j -0.00273569-0.00455715j -0.00851505-0.00978335j 0.00111602+0.00889738j 0.00436668+0.00304298j 0.0048773-0.00631914j 0.00947811+0.00109216j -2.16087e-05-0.00229555j -0.00284288+0.00314321j -0.00339088-0.00258314j 0.00774276+0.0029504j -0.000138872-0.00536412j 0.00489116-0.0026652j -0.00481592-0.00651693j 0.00522871-0.000783497j 0.00410065-0.00560149j -0.000607792-0.00232475j -0.00389042+0.00123251j 0.000761192+0.0051738j 0.00777236-0.00387284j -0.00427933-0.00392436j -0.00597469+0.00123792j 0.000582488+0.00362019j -0.00115441-0.0103971j -0.0011749+0.00257556j -0.00244268-0.00380816j -0.0061487+0.000326864j 0.00424893-0.00428579j -0.00212087+0.00381762j -0.00488511-0.00236166j 0.00390768+0.000844582j 9.70229e-05-0.00426838j 0.00313301-0.0132827j 0.0141798+0.00209741j 
