-0.0316237+0.0226694j 0.0218282+0.0313563j -0.00150523+0.00500161j 1.57747e-05-0.00339403j -0.0154151+0.000172946j -0.00125788+0.0146169j -0.00056392-0.00500626j 0.0135161+0.0053435j -0.00727246+0.00848867j -0.0073976+0.00510099j 0.000184945-0.0103985j 0.00452158+0.0100403j -0.00338156-0.0002235j -0.0036096+0.00504164j -0.0103502-0.0105635j 0.0062082-0.0042179j 0.000512144+0.00347927j 0.00315377+0.0100477j -0.00185673+0.00117288j 0.00522051-0.009495j -0.00205899-0.00077158j 0.00692674+0.00135706j -0.00185025-0.000178729j -0.000196294-0.00347442j 0.00258334+0.00101421j 0.000244043+0.00255201j 0.000708484-0.00296717j -0.00419759+0.000645004j -0.00652329-0.00247221j 0.00574615+0.00105926j -0.000190999-0.00023339j -0.000815648-0.000543999j -0.00474574+0.00198039j -0.00211289+0.00183964j -0.0014296-0.000650178j -0.00154722+0.00254822j 0.00678084-0.00326942j 0.00195663-0.0103411j 0.00790338-0.00473545j 0.00471689-0.00163035j 0.00118645-0.00290439j 0.00321776-0.00384688j 0.00208746+0.00102512j -0.00734615-0.000770605j -0.00681411-9.98547e-05j -0.000573728-0.00498037j -0.00034407+0.0073421j 0.0025242-0.0045842j 0.00272037-0.00120609j 0.00126621+0.00080256j -0.000891486-0.0024711j -0.000256375-0.00760279j -0.000215816-0.00543573j 0.00329387-0.00454201j 0.000120637-0.00376129j 0.00188032-0.00346426j -0.00430093-0.00667452j -0.00051685-0.00261989j -0.00279963+0.00469249j 0.00752065-0.000622054j -0.00111405+0.00117099j 0.00182056-0.00024309j 0.00629733+0.00547541j 0.00267108+0.00637718j 0.00200982-0.00219497j 0.00589615-0.00211493j -0.00411038+0.000880995j -0.00168276-0.00290659j 0.00391259+0.00547927j -0.00588436-0.00567816j 0.00167173+0.00129265j 0.00694297-0.000859378j 0.00770713+0.0036187j -0.00356281+0.00120682j 0.00227911-0.000917815j 0.00167733-0.00642169j -0.0138522+0.00248392j 0.00138174+0.00605661j 0.0081522-0.00294134j -0.00341859-0.00857869j 0.00242355-0.00931491j -0.00349954-0.00856021j 0.00429593+0.00158113j 0.00900927+0.00577677j 0.00334628-0.00176249j 0.0075851-0.0153755j 0.00350321+0.00928992j 0.00726019+0.00370519j 0.0154721+0.00521735j 0.00718622-0.0185206j -0.0129146+0.00310456j 0.00764031-0.00687582j 0.0126851+0.0108906j -0.000192419-0.0141175j -0.00329691-0.00743018j -0.0288682+0.0377028j -0.0411113-0.0297018j 
-0.0125651-0.00675804j -0.00393234+0.0122143j -0.00290846+0.00991869j 0.00631936+0.00195193j -0.0108632+0.0107895j 0.011107+0.0093904j -0.00157454-0.0116809j 0.0140896+0.010133j -0.0186602+0.00864599j 0.00214221-0.0101539j -0.00161086-0.0273705j -0.0117991+0.00167984j 0.00567801-0.00898437j -0.0158512+0.00894916j -0.0137366-0.0153115j -0.00153419-0.00546785j -0.00203605+0.00559213j -0.0106176+0.000359291j -0.00586591+0.00451347j -0.0109281-0.00466779j -0.00299772+0.0029753j -0.00513784+0.0206446j -0.00694732+0.00537955j -0.00409786+0.000898457j 0.00946033+0.00438953j 0.0104624+0.00857886j 0.00216167+0.000608483j 0.00456879+0.00553028j -0.0101996+0.00230479j 0.014074+0.0032381j -0.000399745+0.00739676j 0.00594992+0.00588574j -6.58085e-05-0.00670491j -0.00978177-0.000846477j 0.00647362-0.000693609j 0.0102075+0.00553534j 0.00868411+0.0168711j 0.0130146-0.00332518j 0.00915036+0.00755974j -0.00228776+0.0016627j 0.00304777-0.00285732j 0.00719987+0.000542267j -0.00351775-0.000769575j 0.00544635+0.00379583j -0.00235062-0.00503611j 0.00879165-0.00710448j 0.0043986-0.00541507j 0.00604586-0.000872798j -0.00395706+0.00284643j -0.000202472+0.0104235j 0.0047297-0.00759726j 0.013239-0.00100233j 0.00788423+5.59612e-05j -0.011306+0.000918692j 0.0018196+0.00348693j 0.010809+0.000349522j -0.0025942-0.00264781j -0.00124656+0.0079224j 0.00501083-0.00510912j 0.000786584-0.000323041j -0.00639943+0.0144621j 0.0107818-0.00474412j 0.0099443-0.00844899j 0.0183927-3.21611e-05j -0.00814452-0.00958824j 0.00456988-0.00164411j -0.00651629+0.00407811j -0.00318404-0.00292458j -0.00211758-0.00608825j -0.00462116+0.00351959j 0.0187888-0.0017061j 0.00387103-0.00569045j -0.00398341+0.00686049j 0.00456753+0.00608531j 0.00989287-0.0237162j -0.00213898+0.0152827j -0.0109653-0.00326555j -0.0144637-0.0156966j 0.00312387+0.00119128j -0.0111639-0.0110698j -0.0110895-0.0121388j 0.0102756-0.00679193j -0.0269892+0.0119963j 0.000544736-0.0107744j 0.0113552+0.0139665j -0.0154002-0.00501954j -0.00510487+0.0339064j -0.00605634-0.00812904j 0.0114651+0.00815757j 0.0105132-0.00496022j -0.00513534+0.00697431j -0.00657329-0.00449367j 0.0052231-0.00578799j 0.00313749+0.0100023j 0.0150427-0.00234278j 0.00263929+0.0146408j -0.0116529+0.00314334j 
-0.0431605+0.032031j 0.0321927+0.0445868j 0.00466531+0.0127559j 0.0163574-0.0173471j -0.0241701-0.0114722j -0.0104954+0.0168163j 0.00435674-0.00879656j 0.0196209+0.0327827j -0.0340468+0.0133494j -0.0177996+0.00442126j 9.70064e-05-0.014202j -0.000819803+0.0215695j -0.00433266+0.00658739j -0.00279163+0.0185003j -0.0155983-0.015823j 0.0125168+0.00554082j 0.0106774+0.0033071j 0.00590254+0.0105499j -0.0132761+0.00268723j 0.0159061-0.00797201j 0.00481214-0.00205716j 0.0114148+0.019711j -0.000123103-0.00730979j 0.00392908-0.00844876j -0.00459451+0.012629j -0.00522884+0.00256613j 0.00821895+0.0108148j -0.0101448-0.00323819j -0.00275216+0.000822459j 0.00337156+0.000421553j 0.00391567+0.0080852j -0.00394865-0.000387876j -0.0107727+0.00456747j -0.00811646+0.00475266j -0.00793767+0.00543373j 0.00157595-0.00247571j 0.00193071-0.000641503j 0.012669-0.0167571j 0.00532585+0.000298108j 0.0013955+0.00357179j 0.000889278-0.0153601j -0.000920385-0.0053603j 0.00548535-0.00443835j -0.00710742+0.00169291j -0.00684301+0.00198115j -0.00891016-0.00421432j 0.00297767+0.0120438j 0.0141458-0.0163524j 0.0126802-0.0047368j -0.0111646+0.00534918j -0.00574374-0.0120639j 0.0107115-0.0241027j 0.00923475-0.00541588j 0.00725078-0.0065702j 0.00368215-0.00142992j -0.00233074-0.0120337j 0.000430331-0.00310995j -0.0112637+0.00573099j 0.00826417+0.00630791j 0.00794386+0.00894332j -0.0037776+0.00300723j 0.00390433-0.000757927j 0.0177443+0.00561824j -0.00226697+0.00137173j 0.00143935+0.00217345j 0.00486833-0.00396694j 0.0024194+0.00754389j -0.00298237-0.00316276j 0.00057654-0.000324001j -0.0120583-0.011067j 0.0185096-0.00580291j 0.0267208+0.00170771j 0.00800416+0.00469623j 0.015802+0.00525514j 0.00837308+0.0188811j 0.0156543-0.0140086j -0.0136981-0.0149526j -0.000984218+0.00933175j 0.00337204+0.00101522j -0.00609135-0.0118815j 0.00022641-0.0148504j -0.00564601-0.0222769j 0.0156682+0.000125042j 0.00547977+0.00209583j 0.0193944-0.00908959j 0.0106511-0.019839j 0.0018269+0.0177473j 0.00891856+0.00854526j -0.00414506+0.0052349j 0.0201948+0.0135475j -0.0206643+0.0057603j 0.00976243-0.0158537j 0.0183625+0.0142562j 0.0159958-0.00891333j 0.00130376-0.00523878j -0.0188032+0.0689632j -0.0693965-0.0177063j 
0.0044289-0.00350866j -0.00345633-0.00349852j -0.00407387-0.00920025j -0.00819579+0.00307413j -0.00535141-0.0068281j -0.00796588+0.00531917j 0.00244563+0.000553033j -0.000147501-0.0121718j 0.00792588+0.00545806j -0.00157971-0.00144567j -0.00447008+0.00425303j -0.00282749+0.000719243j 0.00262883-0.00148979j 0.00321336-0.00196653j -0.00189702-0.00544051j -0.00593668+0.004557j -0.00775159+0.00157239j -0.00739063-0.00694749j 0.00974669-0.00100956j -0.00251745+0.00788084j -0.00427897-0.00250011j -0.00415276+0.00163926j -0.00449137+0.000976073j -0.00592311+0.00913661j -0.00992202-0.00288354j -0.00534415-0.00349921j -0.00239284-0.00256667j -0.00774274-0.00544671j -0.00917628+0.00677872j 0.00138392+0.00194868j 0.00922063-0.00792529j 0.00419583-0.0053916j 0.00183531+0.00486754j -0.00101487+0.0128154j -0.00484808-0.00253681j -0.00287945+0.0117154j -0.00392618-0.00134684j -0.00377292-0.000353551j 0.00017273-0.000414061j 0.00223335+0.00244752j 0.00387833-0.000589785j -5.57399e-05+0.0135634j -0.00389129+0.0123774j 0.00886571+0.011117j -0.00420644-0.00100269j 0.00783824-0.00123533j -0.00671285-0.00188625j 0.00318953-0.00306188j 0.0167353+0.00369693j -0.00241328-0.006423j -0.00342535-0.00231702j -0.000948602+0.00379481j -0.015833-0.00115689j -0.000248173-0.0113169j -0.00735012-0.00518346j -0.00146452+0.0083254j -0.00693843+0.00263937j -0.00264141-0.000913661j 0.00511328+0.0113754j 0.00387925+0.0059098j 0.00449371-0.00597035j -0.0155405+0.00541932j 0.00346281-0.00847706j 0.0011126+0.00188681j 0.00186505-0.00118086j -8.46516e-05+0.00975995j -0.00328317-0.0102548j -0.00150455+0.00799849j -0.00431309-0.00855656j 0.0050099+0.00413493j -0.0110288+0.0087822j 0.0010499+0.00109005j 0.00435477+0.00553731j -0.00200665+0.00367339j -0.000209116+0.00179073j -0.00288191-0.00848687j 0.00807583+0.00505257j 0.018777-0.00890811j -0.00493434+0.0112876j -0.00703262+0.00713989j 0.00766647-0.00828031j 0.0174767+0.0115395j -0.0016614+0.0122497j -0.000838294+0.00977001j 0.00586698-0.00339141j -0.00892209+0.0044236j 0.00425867+0.00742309j -0.00174495-0.000223228j 0.0148285-0.00320364j 0.00531032-0.00845865j 0.00218009+0.00991893j 0.00277072+0.00685243j -0.00672055+0.00254305j -0.00726132-0.000716501j -0.00214189+0.00234188j 0.00120672-0.00938323j 0.00905462+0.00225173j 
0.0272453-0.012317j -0.0131947-0.0296995j -0.00351067-0.0060369j -0.01091+0.00953676j 0.00106625-0.00592167j -0.00532354+0.00580836j 0.00333587+0.00889886j -0.0107296-0.0181902j 0.0223657+0.00277504j 0.00871717-0.000672542j -0.000190914+0.00916387j 0.000877059-0.00340432j 0.00119309-0.00641974j 0.0014107-0.0107206j 0.00477398+0.00400806j -0.0135139+0.00375059j -0.00278111+0.00462168j -0.00169292-0.0104678j 0.0142638+0.00343119j -0.00213753+0.0112877j 0.00491118-0.000929989j -0.00193087-0.0067201j -0.00659255+0.0111046j -0.00265834+0.00940273j 0.00990773-0.0113326j 0.00552812-0.00167009j 0.00308888-0.00265621j 0.0117184+0.0035417j 0.000822233-0.00299715j -0.00167716+0.000883552j -0.00193966-0.00202219j -0.00645048+0.00357721j 0.00900275-0.0102857j -0.00795752-0.00845657j 0.0119434-0.00422629j 0.00684307-0.00284348j -0.0012006-0.000570521j -0.000815704+0.00807712j -0.00961955-0.00148914j 0.00207997-0.00220756j 0.00932391+0.00286036j -0.00769004+0.00537275j -0.00418442-0.00334604j 0.00433141-0.00173974j -0.00463343+0.00748372j -0.00678958+0.00558951j 0.0108881-0.00720024j -0.00415363+0.00193107j -0.00010732+0.00245098j -0.0124445-0.011369j -0.000324816+0.00750716j -9.52395e-05+0.00934173j 0.0109003-0.000806141j -0.00129625-0.00621504j 0.000919949+0.00302565j -0.00264333+0.0166463j 0.000847076+0.00575094j 0.00666128+0.00422484j 0.0108338-0.00178386j 0.000147434+0.00602456j 0.0114001+0.00805104j -0.00946664+0.00758656j -0.00928561-0.00160849j -0.0124706-0.00883341j -0.00444353-0.00212903j -0.00886277+0.00219066j -0.00498382-0.00841064j 0.00394303+0.00613884j -0.0111908+0.0031297j 0.00994571+0.00360415j -0.0122315+0.00624139j -0.00719617+0.00266466j 3.38835e-05+0.00951359j -0.00377108+0.00232247j -0.00106334+0.00350952j 0.00773864+0.00607018j 0.0132047+0.0105315j 0.0120981-0.0078256j -0.00978351+0.00206087j -0.00458825+0.0132391j 0.00671962+0.0122648j 0.0125918+0.0125384j 0.00336541+0.00683074j -0.00499289-0.000984468j -0.00334487-0.00493781j -0.010685+0.00584766j 0.00181347-0.0141918j -0.00197994-0.00785904j 0.00763194-0.00807546j -0.00927093-0.00903682j 0.00437632-0.00800435j 0.00225245+0.0111425j -0.0135284+0.000226869j -0.00890462-0.00813616j -0.0130442+0.0059355j 0.00730605-0.0313046j 0.029033+0.00464491j 
-0.0131301+0.00633625j 0.00606381+0.0145924j 0.00316377-0.00419605j -0.00333221-0.0106603j -0.0111001-0.00599731j -0.00707401+0.00815324j -0.00948281-0.00557516j 0.0107721-0.00119793j -0.00987817+0.00208912j 0.000992739+0.00301993j 0.00154948-0.0133825j 0.00044119+0.00760184j -0.00629222+0.00908841j -0.0168356+8.05647e-05j -0.0032244-0.0116833j -0.0045307+0.00695349j 0.000320638+0.00437734j -0.00140399+0.00435366j -0.00221024+0.00349899j 0.01482+0.00446469j 0.00889339+0.00791472j -0.00168219-4.49309e-05j 0.0008915+0.00665631j 0.00646555-0.000223847j -0.00355708+0.00695878j -0.00191418+0.0104003j 0.00871464+0.00235654j -0.00437855-0.00956117j -0.00237339-0.00979145j 0.00713662-0.00125054j -0.000379364-0.0104737j -0.0001561+0.00819012j 0.00350452-0.00428932j -0.00321215+0.00549214j -0.000756413+0.000553832j -0.00351442+0.00243922j -0.00149294-0.00671697j 0.00597589+0.000466438j 0.000681993-0.00215332j 0.00944372-0.0103793j 0.00255199-0.00854053j -0.00108388-0.000509893j -0.00577149-0.00801734j -0.00476372-0.012149j 0.00267881+0.00430658j -0.00592045+0.0156326j -0.00458579+0.00948891j -0.000307806-0.00336945j -0.00348829-0.00364872j -0.00684331-0.00227666j 0.0145634-0.000375147j 0.00314108-0.00590012j -0.00812385+0.00284959j -0.00509522-0.00247154j 0.00214702-0.000604862j 0.000276528+0.000410474j 0.00164438-0.00293823j -0.00699016-0.00112941j 0.00850447+0.00231338j -0.00215653-0.00343236j 0.00450757+0.000128969j -0.00717471+0.000202366j 0.00321887+0.00249818j -0.00754509-0.00728406j 0.00294172+0.00500479j 0.00985235-0.0107642j 0.00405582-0.000935328j 0.00170316-0.00645342j 0.00474032+0.0112594j 0.00245308+0.00238097j 0.0093831+0.00433435j 0.00306532+0.00119035j 0.00922474+0.00515955j 0.000190472+0.00994211j -0.00755563+0.00569637j 0.00310914-0.00578237j -0.00675768-0.00184969j 0.00319421+0.00365084j 0.0030776+0.000234721j 0.00331547-0.00253573j -0.000116085-0.00186988j -0.00472996-0.00390177j 0.0168156+0.00618873j -0.000767363+0.00269243j 0.000690909+0.0108436j -0.0096703-0.00550307j 0.00417934+0.00382364j 0.00492187-0.00691936j 0.00865952+0.0017451j 0.0157556-0.00396877j -0.00354505+0.00816535j 0.0112817-0.0059936j 0.00907286+0.0111165j 0.00512472-0.0132642j -0.0091223-0.00865076j -0.00332951+0.0227795j -0.0226527-0.00494958j 
0.0183608-0.0237508j -0.0220377-0.0177003j -0.00635442+0.0127858j 0.0140007+0.0145892j 0.0332134+0.0353355j 0.0411611-0.0329442j -0.0033058-0.0170985j -0.000124667+0.0069742j -0.00681561-0.00547851j -0.003139-0.0141263j 0.00888008+0.00314052j -0.00430989-0.00528336j 0.0102577-0.00989349j 0.00296299-0.00277321j -0.00448619+0.00126072j 0.000429591-0.0163452j -0.00553976-0.00508567j -0.00601287-0.00612592j 0.00936975-0.0108527j -0.0152262-0.00651538j 3.98225e-05-0.005949j -0.0012287+0.00686955j -0.0145073+0.00132131j 0.0205088-0.0102411j 0.00213687-0.0144529j 0.0094309+0.0097103j -0.0124103-0.00604453j 0.000176008+0.00838295j 0.00317239+0.014426j 0.00860791-0.000706008j 0.00243348+0.0121539j -0.00450414-0.00250763j -0.00753275-0.00632307j 0.00230701+0.00942388j 0.00250066+0.00727536j -0.0113381+0.00681217j -0.00320336-0.00236038j -0.000584636-0.00468196j -0.00312547+0.00565027j -0.00800988+0.0140156j -0.0126819-0.0105922j -0.00782325-0.000560423j -0.00558016+0.000493517j -0.00195287-0.0176672j 0.0100454-0.0160918j 0.0108156-0.0180081j -0.00100175+0.00566468j -0.0175345+0.00398582j 0.0225788-7.15226e-05j 0.00820661-0.0069031j -0.0193676+0.0169797j 0.00541487-0.00392742j 0.00682798+0.00484998j 0.00516799+0.000731422j -0.00832569-0.00447739j 0.00815616+0.00723301j -0.0141826+0.000910774j -0.00876041+0.00286817j -0.00562956-0.0101219j -0.0146979+0.0020791j -0.00611093-0.0109803j 0.00652801+0.00487645j 0.0117548-0.00196226j 0.0176636+0.00922855j -0.0140564-0.0145503j 0.00459123-0.0003998j -0.00183893-0.0102749j 0.00990654+0.00391618j -0.0119446-0.0301593j 0.00881401-0.00375227j -0.00671414-0.00300807j -0.00338637-0.0136309j -0.00622238+0.00344414j -0.00476404-0.0101088j 0.00478277-0.0242527j -0.00769794+0.0164555j 0.00225363-0.00309139j -0.00378377-0.00412312j -0.00331556-0.0036136j 0.00200511+0.00192783j -0.00488368+0.000222087j 0.00890433+0.0194045j -0.0316932+0.00191753j -0.00834143+0.0032311j -0.00314676-0.00155406j -0.00514618+0.01784j -0.00226407-0.00464235j -0.0126504-0.000765882j -0.0226933+0.00847771j -0.00919511+0.010202j 0.0225432-0.00804479j -0.0348108-0.00662875j -0.00137725-0.037104j 0.000124073+0.020064j 0.0126803+0.00459268j 0.00825354-0.01867j 0.0192446+0.00968207j 
-0.0339829+0.0122607j 0.0127526+0.034484j -0.00154314-0.000722421j -0.000549243-0.00125591j -0.00466583-0.00691066j -0.00839411+0.00181308j -8.157e-05-0.00851582j 0.0137492+0.00684932j -0.00590622+0.00633339j -0.00862515+0.0103821j 0.0025453-0.00462563j 0.00533697+0.0109891j -0.00503572+0.0110118j -0.00899608+0.00264514j -0.00900768-0.0098418j 0.00443681+0.00490447j 0.00308698+0.00278257j 0.00420864+0.00993849j -0.00625155+0.00240496j 0.0176217-0.00239003j -0.00125752+0.00817176j 0.000413212-0.00369332j 0.00406729-0.00288343j 0.00468396-0.00712668j -0.00572636+0.00826017j -0.00479101+0.000101977j 0.00275095+0.00569328j -0.00674025-0.00551608j -0.00362534-0.00776974j -0.000182702+0.00235004j -0.00148172-0.000219155j 0.00963979+0.00440527j 0.00608487-0.00142221j -0.000607469-0.00212952j -0.00111878+0.0079416j 0.00264485+0.000842999j 0.00531614-0.00011006j 0.00521534-0.00310815j 0.00430551-0.00745026j 0.0176881-0.00174836j -0.00455361-0.00573758j -0.00500531-0.00782968j -0.000153736-0.005094j -0.0111521+0.00796589j -0.00355879+0.00599485j -0.00877362-0.00979618j -0.00422001+0.0171218j 0.0128951-0.00212681j 0.00516128-0.000278462j 0.00739986+0.0101458j -0.00611754-0.00117516j 0.0144099-0.0085929j -0.00154896-0.00295695j -0.0039946-0.00807417j -0.000510348+0.00161187j -0.00170495-0.0133327j -0.00299851-0.00450662j -0.00948206+0.00138523j 0.000523976+0.000708006j 0.0127471+0.00730285j -0.00509215-0.000105932j 0.0105324+0.000597729j 0.00765255+0.00277741j -0.00915406-0.00325795j 0.00545146-0.00646493j 0.00438529+0.00132935j 0.00827701-0.013467j -0.000251087-0.00316234j 0.0147906-0.00393042j -0.0136609-0.0160866j 0.00166171+0.00352415j 0.00173096+0.00283656j 0.0109818+0.00433754j 0.00136381-0.00744593j -0.00292428+0.0047145j 0.00767727-0.00661195j 0.00167551-0.00839928j -0.005335+0.00903239j 0.0181409+0.0120256j -0.000121945-0.00385846j 0.00269962-0.00877339j -0.0167769-0.0103647j -0.0128921-0.00306013j -0.00340387+0.00885441j 0.00213419+0.00229716j 0.00694973-0.0125535j 0.00452053+0.00505116j 0.0026131-0.000370137j 0.00557754-0.00289872j 0.00895353-0.00856957j -0.00493325+0.0212522j 0.0113781-0.00818404j 0.0101398+0.0107509j -0.00260876-0.00629422j -0.000847412-0.00339646j -0.00543049+0.031248j -0.0306072-0.00527478j 
-0.0149131+0.00223656j 0.00273108+0.0168582j -0.0120755+0.00846679j 0.0109183+0.0134781j 0.00932933+0.00533997j 0.00940172-0.0108909j 0.0032228-0.0152794j 0.00506657+0.00512878j 0.00118237+0.00109727j -0.00396941+0.00761494j 0.0130964-0.000832792j 0.00834156+0.00785837j -0.00197632+0.00626199j -0.008025-0.00438187j -0.00716743+0.00796121j 0.00980672+6.44218e-05j -0.000851866+0.00360077j 0.00520617+0.00086902j -0.000311389-0.00517753j 0.00447355-0.0123255j 0.00172656+0.00489755j 0.00782676-0.0100612j -0.00383437-0.0126353j -0.0077709+0.000449006j 0.00939607+0.00723485j -0.00627355+0.00661102j -0.0153928-0.00869881j -0.00704857+0.000308898j 0.00502862-0.0034041j 0.00133289-0.00857006j -0.000264415+0.0014018j 0.00635333-0.00259378j -0.0106374+0.00790282j 0.00799752+0.00540348j -0.000953248-0.0141601j 0.0020144-0.00434761j 0.00411761+0.00518167j -0.00512717-0.0165489j 0.00973285+0.00297188j 0.00870823+0.00447833j -0.00377291-0.00922208j 0.00348755-0.0108862j 0.000551222+0.00772174j -0.0176298+0.00235719j 0.00842674+0.000356499j 0.00915096-0.0219509j 0.00204578+0.0119778j 0.00835933+0.00333054j 0.00912219-0.00910249j 0.0128264+0.00329859j -0.0181715+0.00205707j 0.00196339-0.0111958j -0.000223611+0.000678888j 0.00396667-0.00270414j -0.0146705-0.00312772j 0.00569429-0.00373488j 0.00240855-0.00579947j -0.00525406-0.0168856j -0.0194307+0.00488632j 0.0210681+0.00606918j -0.00189865-0.0103003j 0.00422147-0.00668719j 0.00873694+0.00689259j -0.000130765-0.00412515j -0.00822364-0.0164299j -0.00395522-0.00388373j 0.0109526-0.0148006j 0.00593566+0.0122472j 0.00479225+0.00808422j -0.00709219+0.000642721j 0.000278992-0.00518141j 0.00463589-0.00702227j 0.0126233+0.000641406j 0.00811074-0.0129266j -0.000774003-0.00931287j -0.00101253+0.0119509j -0.00463588-0.00635298j -0.00719888+0.00734968j 0.00202742-0.0062471j 0.00361535+0.00458148j 0.00613649+0.00144612j -0.00621571-0.000835274j -0.0160376-0.00412945j 0.00170812+0.00203446j -0.000292009+0.00662687j 0.00215546-0.0149737j 0.00577866-0.00449578j 0.0142388+0.00481832j -0.00425396+0.00898022j 0.00295455-0.00553564j 0.0104691+0.00374304j -0.00721815+0.000378323j -0.0016956-0.0109583j -0.0100787+0.0133255j 0.013164+0.00999737j -0.00731871+0.0156459j -0.014743-0.00827928j 
0.00571411+0.00137059j 0.00125432-0.0041424j -0.00243099-0.000398591j 0.000820799+0.000464446j 0.000509739+0.000111156j 0.00121707-0.00137443j -0.00161639+0.00253588j -0.00998779-0.00300793j 0.0052618-0.00887446j 0.000204692-0.00347308j 0.000173168+0.00861993j 0.00502323-0.000732049j -0.00330503-0.000457323j 0.00671483-0.000588543j 0.00622353+0.00556948j 0.012875-0.004959j 0.00195644-0.00551104j 0.00586387-0.000203476j -0.00304487-0.0102021j 0.00260036-0.00732538j 0.00137085+0.00284209j -0.00374341-0.00504448j -0.000494377-0.0005287j 0.0017323-0.00213411j -0.00406523+0.000415163j 0.00521378-0.000702545j 0.00114075-0.00425598j 0.00761229-0.00359399j 0.00635549+0.00370424j -0.00297213+0.00390503j -0.00188872+0.000864982j -0.00320261-0.00817577j -0.00282129+0.00334725j 0.00568879-0.0119759j -0.00564033-0.00811716j 0.00275523+0.00460656j 0.00264168+0.00240804j -0.0016361-0.00346732j -0.000109004-0.0113344j 0.000904809+0.00419913j 0.00423749+0.00479262j -0.00593471-0.0111581j 0.00592345-0.00431779j -0.00207181+0.008666j 0.00638562+0.00400949j 0.00455599+0.00196986j 0.00210603-0.00189445j 0.00319227-0.000240902j 0.00083066-0.00586525j 0.0077005+0.00117144j -0.00366134+0.0078641j -0.00157694-0.00388659j 0.00169574-0.00300326j 0.0025689+0.0042484j -0.00235735-0.00534469j 0.00104515-0.00148921j -0.00639528-0.000523868j -4.80178e-05+0.00200059j 0.00075784-0.00277392j 0.000924419+0.00387124j 0.00144867+0.00625687j 0.00997529+0.00421619j -0.00969219+0.00608336j -0.00756095+0.0026987j -0.010142-0.00249888j -0.00741703+0.00275023j 0.00692883+0.00341099j -0.000990129+0.00332544j -0.00121265+0.0121807j 0.0013926-0.00801382j -0.00980004+0.00655923j -0.00246837+0.00813852j 0.00201674-0.00224713j 0.000444822-0.00801575j 0.00344709-0.00927705j 0.00504292-0.00371038j -0.00193933-0.00296481j -0.00450955+0.00221427j -0.00184588-0.00378683j -0.00894236-0.000329099j 0.00218635+0.0187478j -0.00541485+0.00312971j 0.00567764-0.00408743j 0.000891155-0.00533165j -0.00628006-0.0120919j 0.00115615-0.00214688j -0.00335992-0.00963615j 0.00215942+0.00466105j -0.00406663-0.000886368j 0.00214441-0.0013909j 0.0127431-0.00572142j -0.00427174+0.000614809j -0.00615797-0.00166467j 0.00128427+0.00579437j -0.00302077-0.00122134j -0.00224895-0.00410396j 0.00155725-0.00217616j 
0.0436409-0.00828019j -0.00919865-0.0443723j 0.00385847+0.00900238j 0.0131988+0.00367491j 0.00334128-0.0205005j -0.0172788-0.000360081j 0.0112823+0.0067979j -0.0110593+0.00262695j 0.000318905+0.00571734j 0.00811075-0.0014796j -0.00179285+0.000957713j -0.00985419-0.0114015j -0.00140318+0.00934348j -0.00795641-0.00816571j -0.0169939-0.0101226j -0.0156118+0.0174518j 0.0064403-0.00277603j -0.00268358-0.00729784j 0.01305+0.00537054j -0.0119202+0.0135224j 0.00402167+0.00627099j 0.00151767+0.013685j 0.0132972-0.00339398j -0.00816066+0.00714938j -0.0014154+0.000363714j -0.00328135-0.000240819j 0.00884065+0.000257598j 0.00202106+0.00359829j -0.0018594+0.00403161j -0.00372163-0.00522968j -0.000408686-0.000410999j -0.00161617+0.0141065j 0.00109266-0.000900974j 0.0104008-0.00674898j 0.00591334-0.00300383j 0.00792118-0.00361068j -0.00845672+0.00657134j 0.0056065+0.0111177j -0.00622008-0.0108888j -0.00586482+0.00855668j -0.00333442-0.00133294j -0.0057067+0.0111839j -0.00626285+0.00553162j 0.0131688+0.0127519j -0.000240852+0.0048782j -0.00819185+0.014279j -0.00400954-0.00560423j 0.00971794-0.00779049j -0.0161108-0.00230316j 0.00184805-0.00356097j 0.0117759-0.00436711j -0.00401963+0.000154607j -0.0126335+0.0117159j 0.00758761+0.00122381j 0.0103668-0.00875304j -0.00220838-0.00753929j 0.00172082+0.00310929j -0.00502657+0.00493575j 0.0142626-0.00757375j 0.00284229+0.000137713j 0.00522877-0.00426651j 0.00247072-0.0040362j -0.0141318-0.0165523j -0.0254398-0.0156841j 0.014679-0.00200078j 0.000246536-0.0064963j 0.0050158+0.00705823j 0.0116613-0.00334827j 0.0012947+0.00339998j -0.00158715+0.00010161j -0.00585645+0.00243758j 0.00144671+0.00297634j 0.00616736+0.00563289j 0.01399-0.00392517j 0.00115839+0.0213181j 0.00986458-0.00394545j 0.00303597-0.0022122j -0.00413933+0.00517356j -0.0143649-0.0109493j -0.0105618+0.016007j -0.00382652+0.00530838j 0.00845851-0.00443117j 0.00886144-0.00472349j -0.0043953-0.0143082j -0.00444093-0.00619821j -0.000868257+0.0106516j 0.000769584-0.00676j -0.00704096-0.0013538j -0.0157531-0.000561018j -0.00551644+0.0148258j -0.00421942-0.00881612j 0.0208984+0.0114268j -0.0163724+0.020978j 0.00581689+0.0130626j 0.00397184-0.00163249j 0.0196345-0.0265663j 0.0244263+0.0184667j 
