-0.0454118+0.00901015j -0.017668+0.0343117j -0.0295683-0.0386746j 0.052297+0.0397197j 0.0158732+0.00238711j 0.037723+0.00315023j -0.0933291-0.0149803j -0.0268908-0.00227817j -0.0177302-0.00958684j 0.0101715+0.00240338j -0.0338529+0.0249274j 0.030549-0.0155178j -0.00308698+0.00559403j -0.0651825-0.00239239j -0.00116669+0.0157261j 0.0112144-0.00629771j 0.00873439+0.0143499j 0.0398761+0.00703679j -0.0191223+0.0397529j 0.0139721+0.0173516j 0.0127817+0.011477j -0.0276593-0.00524784j -0.026163+0.000598792j -0.0185477-0.00996309j 0.0164572+0.0102342j -0.0113584-0.0131995j -0.0113585-0.0120307j -0.0095979+0.00406219j -0.0153094+0.0225303j -0.0323718+0.0191395j 0.0122703-0.0141795j 0.0260238+0.0249531j -0.040739+0.0112502j -0.0094844-0.0088821j -0.0122778+0.00271022j 0.0147828-0.0072181j 0.0136695-0.0105411j 0.00306536+0.0104077j 0.0180378-0.00237823j 0.00184297-0.0201683j 0.0104022+0.0216632j 0.0293805+0.000979506j -0.0177552-0.000661466j -0.0209219+0.0106733j 0.0111893-0.0144206j 0.0128715-0.00285513j -0.00607703+0.024226j -0.0168951+0.00852447j -0.00644588-0.0081179j 0.0308259-0.0229547j -0.00205747-0.0173133j 0.000796472-0.0169749j 0.0067405-0.0115472j -0.00144811-0.0154813j 0.00403911+0.00521594j 0.0172698-0.00204843j 0.0186363-0.0265878j -0.0364673+0.00179895j 0.016372+0.0267539j -0.0334697+0.0515943j -0.00514052-0.0159593j -0.0111788-0.00480176j 0.004307+0.0441776j -0.00743505-0.00784487j -0.0296124+0.0233164j 0.0408628+0.0251634j -0.0549876+0.00458536j -0.0344138-0.0102494j 0.053706-0.0469436j 0.017262+0.00612953j -0.0309497+0.0118417j -0.00367336-0.0218306j 0.0674487+0.0174919j 0.00570053+0.0107378j -0.0247097-0.00446171j 0.0160357+0.0420785j -0.0104015+0.0584782j -0.0250436+0.146538j -0.080137-0.01558j 0.102355-0.029622j -0.0532353-0.03255j 0.0252578+0.0618055j -0.00175421-0.0501614j -0.0755159+0.0392423j 0.100037-0.00486031j 0.0376312+0.0253899j -0.0622885+0.0276761j 0.0244912-0.0772281j 0.0278567-0.0424182j -0.00143111+0.0580888j 0.0719533+0.0163365j -0.0808322+0.0440174j 0.0218851+0.00281272j -0.0261627+0.131549j 0.165144-0.0795445j -0.0422666+0.164205j -0.233003+0.133672j -0.0964829+0.173937j 
0.0115972+0.0125755j -0.00241437+0.0148825j -0.0201324-0.0311203j 0.000910047-0.00710656j 0.0395656+0.0158131j 0.00568789+0.0355127j 0.0291364+0.00686887j 0.0160616-0.0267224j -0.0166461+0.0196597j -0.0124458+0.0260213j 0.00388039+0.00539418j -0.00165803+0.0172688j 0.0210588+0.00395454j -0.0138821+0.0278846j 0.0207219-0.00954891j 0.0180059-0.015966j 0.00360008-0.0283372j 0.00155202+0.0279996j -0.022125-0.00242752j -0.0280376+0.0112477j 0.013025-0.00104277j -0.0166904-0.0151695j 0.0194002-0.0145237j 0.0241211+0.0418373j -0.0183808+0.0111997j 0.0067974-0.0403321j -0.0218798+0.0338221j 0.0459076-0.0146335j -0.00684409+0.0138655j -0.0226592-0.0101932j 0.0113834-0.00612508j 0.0284878-0.00057358j -0.00823229-0.0258922j -0.0159726+0.0234976j 0.00237229-0.00200899j 0.00313681+0.0393642j 0.0112949+0.00495673j 0.0138572+0.00335924j 0.0291124+0.0159182j 0.00178765-0.00400666j 0.00295017-0.00751568j 0.0327452-0.0046082j 0.000675914+0.0194835j 0.00550868-0.0156491j -0.024615+0.00751817j -0.0124277-0.00292719j 0.00726399+0.0245037j -0.0137263-0.0179936j -0.0114722+0.0140592j 0.00497575+0.0179005j 0.019415-0.00763379j 0.00484708-0.00765916j 0.00603988-0.0089289j 0.0191449+0.0141983j 0.00735294-0.030888j -0.00758988-0.00516579j -0.00919354+0.0218405j -0.0174934+0.00593446j 0.000952617-0.0173096j 0.0100923-0.0134767j 0.00179198-0.012607j -0.00335851+0.00525905j -0.00360183+0.00481189j -0.0132499-0.0352836j 0.00592933+0.000482676j 0.00634503-0.00183469j -0.00150895+0.00933795j -0.00674536+0.00909615j 0.00907762-0.00773003j -0.00700963-0.0041119j 0.000337176+0.0166483j -0.0103716+0.000192846j 0.0185642+0.000279458j 0.0166607+0.0157693j -0.00261007-0.025356j 0.00121418-0.00580781j 0.000868299-0.0121179j 0.00224784-0.00880367j -0.00216545+0.00343775j -0.00911232+0.00709299j -0.008566+0.0190018j 0.00682249+0.0251698j -0.00762838-0.00521674j 0.0254397+0.00304608j 0.00345168-0.00124904j 0.00847632+0.000200376j 0.00346776-0.00225852j 0.000111277+3.50079e-06j -0.0228384+0.0108638j 0.00803568-0.00754064j 0.00979973-0.00722925j 0.00561544-0.00414476j -0.00708158+0.0111161j 0.0124023+0.00146979j 0.0149108+0.0125531j -0.017507+0.00255208j 0.00522462+0.0087468j -0.0133724+0.00857917j 
-0.00410142-0.00702364j 0.0161769-0.0256192j -0.0256835-0.0308548j 0.0412182-0.000912294j -0.0047494-0.0138883j 0.063582+0.0592045j 0.109096-0.0367245j 0.0350325-0.0868105j -0.0511784+0.000187297j 0.0336872-0.0557208j 0.00547423+0.0644622j 0.0675914+0.0268266j 0.0262774-0.0105655j 0.0493823+0.0467903j -0.00115182+0.00282018j 0.01983-0.0171805j 0.0368336-0.00601431j 0.0188119-0.00637221j 0.00438584-0.0274593j -0.0393877-0.0116188j 0.0227761-0.0148656j 0.0103482-0.065859j -0.0176968+0.00537363j -0.0227961+0.0134711j 0.0179547-0.0137998j 0.014799+0.0285003j 0.0490365-0.000902979j -0.0174305+0.00118261j 0.0277255-0.000641647j -0.0185873-0.00937237j 0.0111297-0.00710563j -0.00528645-0.0431813j -0.0105953+0.0162419j -0.061537+0.0236619j 0.0223161-0.0118769j -0.0383331+0.000903919j 0.0188927-0.00769437j -0.000323334-0.0449597j 0.00414513+0.0346145j 0.018954+0.0361029j 0.0175772+0.0276377j 0.0338894+0.0291735j 0.0229663+0.0327098j 0.0204537+0.00565703j -0.00333945-0.0121441j -0.0242175+0.0106616j -0.013284+0.0239448j -0.0108256-0.0305265j -0.0235104-0.0151117j 0.00257396+0.0300611j -0.00386483+0.00716215j 0.0390564+0.000399852j 0.0261412-0.0147068j 0.0176467+0.0212685j 0.0301446+0.0211358j -0.0150638-0.0295751j -0.00618492-0.00122422j 0.00761914-0.00430251j 0.0228852-0.0256909j 0.0032628-0.000833281j 0.018799+0.0344675j 0.000740637+0.0105422j -0.0104095+0.0127271j 0.0305957-0.0245421j -0.0217098+0.00976724j 0.0295999-0.0333767j -0.0314393+0.0214239j -0.0195196-0.00115667j -0.0201807-0.0241798j -0.0140241+0.0147442j -0.0267033+0.0254045j 0.0220754+0.000730222j 0.00916203+0.00626517j 0.0474172+0.00372382j 0.0199156-0.00851222j 0.016514+0.000182189j 0.0238345-0.0034496j 0.000349109-0.0193453j 0.0123474+0.0109868j -0.0226748+0.00873891j -0.00800781+0.0230028j -0.0130719+0.0401083j -0.0111951-0.00335255j 0.0074074+0.00948483j 0.000310927-0.00451699j 0.0305484+0.00662642j -0.00305324-0.00275673j 0.00532105-0.00985678j -0.0180326+0.00537741j 0.0174624-0.0159688j 0.00886657-0.00194745j 0.000488939+0.00275473j -0.0105355+0.0197023j 0.0128213+0.000506687j 0.0232043+0.015036j -0.0165813-0.00656022j 0.0100568+0.006074j -0.0121671+0.00178421j 
0.0164729-0.0217271j 0.0064396+0.0164247j 0.00333344+0.0441424j -0.00761425+0.00167904j 0.0151072+0.00838082j -0.0576687+0.0049945j -0.0372871+0.0669429j 0.027363+0.0423846j 0.0357764+0.0156122j -0.0310029+0.0346457j -0.0347089+0.000292756j -0.0277488-0.00891132j 0.0067053-0.0343673j 0.0192504-0.0195402j -0.0377651+0.0199031j -0.00440484+0.0412711j 0.00138321+0.0142699j -0.0207365+0.0112531j -0.00180742+0.0195043j -0.0358082-0.017825j 0.0291781-0.014398j 0.0031389-0.0488608j 0.00630967+0.0359618j 0.0048461+0.0125216j 0.00846076+0.000314282j -0.00744374+0.0146415j 0.00216167-0.0208146j -0.00321351+0.00475102j -0.0017821+0.000373615j 0.0462414+0.0201075j -0.0106042+0.00831617j -0.00389966-0.00889371j 0.0167535+0.00139894j 0.0217696+0.00325804j -0.0061174+8.10743e-06j 0.0123596+0.0294779j 0.000627382-0.0203598j -0.0195591+0.0164635j 0.00110187-0.0170634j 0.010188-0.0202192j 0.00509208-0.0160933j -0.0329124-0.0046122j -0.0109005-0.0278928j -0.0214381-9.84233e-05j -0.0215371+0.0217161j 0.0329507+0.0116323j -0.0136763-0.00729841j -0.00486733+0.00556841j -0.00440275-0.00566655j 0.025715-0.0215443j 0.0129851+0.00142147j -0.0199914+0.0101476j 0.00224155+0.00426994j 0.0151146-0.0147154j 0.0163073-0.0139068j -0.00584723-0.00975767j 0.00895263-0.00626206j -0.00532052+0.0212128j -0.00492563+0.00318943j -0.0241607+0.00113989j -0.00777685-0.0198474j 0.00616572-0.00232416j -0.0101414+0.00203237j 0.000528159+0.00620351j 0.000331206+0.000773338j -0.0193042+0.0130164j 0.00687253+0.00825834j 0.0132908+0.0134136j 0.00420132+0.00421628j -0.0175805-0.00850753j 0.0240773-0.0169761j -0.015345+0.00106007j -0.00702536+4.41477e-05j 0.00479708-0.0164835j -0.00523454+0.00319207j -0.029099-0.00489979j -0.0186648+0.0147066j -0.0025291-0.00524573j 0.0100318+0.0044552j 0.00784757+0.00680954j -0.00537078-0.019661j -0.0069671-0.0152314j -0.0127713-0.0085416j -0.00263349-0.0222817j 0.00348365-0.0236697j -0.0108841+0.00161952j 0.0118418+0.0113887j 0.0131053-0.00576926j 0.00828913+0.00966582j 0.00640041+0.0146486j 0.00861774-0.0166305j 0.00362237-0.00794644j 0.00461306-0.0342298j -0.000551161+0.00503837j -0.0168067-0.00594601j 0.0084059+0.00252053j 0.00100583-0.000960028j 0.0206909-0.00402744j 
0.0180216+0.0316814j 0.0414252+0.0048989j 0.0123681+0.013101j -0.0231762-0.0940714j 0.0010503-0.0139025j 0.024738+0.0772885j 0.0626224+0.0483612j 0.0213059-0.0427912j 0.0528632+0.0362267j -0.0403527+0.0726819j -0.0210889-0.0423243j -0.0679401+0.0152508j -0.0692406+0.0116791j 0.0410103-0.0670224j 0.0695658+0.026502j -0.0217019+0.0241009j -0.0354678-0.025816j 0.00572102+0.00998297j -0.00698371-0.0264897j 0.00913123-0.0376896j 0.00780405+0.015033j 0.0194938-0.01055j 0.000557093-0.0406012j 0.00212614-0.0183848j 0.000306079-0.00448971j 0.0304526+0.00507219j -0.0217881-0.0145323j 0.00657144-0.0176774j -0.00410365-0.0129847j 0.0286787+0.0269455j -0.0495636-0.00408263j 0.0068356+0.0145647j 0.00770514-0.0434026j 0.0257374-0.00718017j -0.0117051+0.0207819j -0.0156516+0.036466j 0.0312632-0.000727221j -0.0231744-0.000797582j 0.00796447+0.0227163j 0.0275073+0.015468j 0.0246538-0.0150071j 0.00546692+0.0372788j 0.0250093-0.0216223j 0.00213792+0.0034917j -0.0384399-0.0115402j 0.000759817-0.00892544j 0.00537088-0.0263389j -0.0123364+0.0284883j 0.00604762-0.031492j -0.00074638-0.0014761j 0.0486122+0.0215411j -0.0104549-0.00444937j -0.00293632-0.05081j 0.0235371+0.00376686j 0.00396865-0.029389j 0.019891-0.00477478j -0.0150594+0.0400891j 0.00798656+0.0247423j -0.0115458-0.0241138j 0.00857816+0.0123685j -0.0137129-0.0204338j 0.0275875-0.0329741j 0.00347962-0.0474403j 0.00731402+0.0403897j -0.0333259+0.00930262j -0.0194328-0.0377372j 0.0133924+0.0155631j 0.0147009-0.0220138j -0.0147464+0.00791863j -0.0232568-0.00265105j 0.0222801-0.0273969j -0.0318768+0.000287896j 0.0247619-0.0312997j 0.0218455-0.00272205j 0.00966455-0.0379516j -0.0295015-0.0175614j 0.0137187-0.0200124j 0.0135113-0.00909836j -0.00950586-5.04981e-05j -0.0421244+0.0315715j -0.0266945+0.0115888j 0.00477913-0.00262244j -0.018588-0.0121462j 0.0372811-0.00368396j -0.00433775-0.0209263j -0.0282059-0.0247131j -0.0123957-0.0147103j -0.0188846+0.00695081j -0.0215983+0.0437519j -0.000920384-0.0125955j -0.012605-0.0176373j 0.0186177-0.0273828j -0.0273181-0.015825j 0.00392149-0.0173293j -0.036342+0.0459071j -0.010489-0.0105235j 0.0501625-0.00328472j -0.0211233+0.0134262j 
0.0422016+0.0225143j -0.00113336-0.0195812j 0.0363801+0.0655214j 0.0288747+0.0292244j 0.0202369+0.0245248j 0.0417251-0.0189003j 0.0391263+0.00859719j 0.0140982-0.0220458j -0.0245072+0.04444j -0.0519814-0.0331274j 0.0748917-0.0381282j 0.018286-0.0484977j -0.0212853-0.0313628j 0.0713308+0.00275468j -0.0580658+0.0285292j -0.00338709-0.03299j 0.00486915+0.0145305j -0.0197692-0.0486033j -0.0499004+0.0571084j 0.0142398+0.000966511j 0.000355776+0.016087j 0.00417335+0.0338348j 0.0197789+0.00999022j 0.0039274-0.00402228j -0.0275503+0.0232981j -0.0400498-0.0123652j -0.0152751-0.00286339j -0.0443046-0.00500364j -0.0077155-0.00811413j -0.00519459+0.0104548j 0.000461937-0.0207306j -0.0140929-0.00854162j 0.00298192+0.017984j -0.0122389-0.00714565j 0.0273592+0.0132829j -0.0122216-0.0234934j 0.0212526-0.000994731j -0.00236861+0.0117331j 0.0432217+0.0105446j -0.00956677+0.0102425j 0.00111184+0.012736j -0.00555841-0.0182472j -0.00138869-0.0250896j 0.0439758+0.00104255j -0.0385564+0.0295934j 0.01097+0.00275758j 0.0175014-0.00889705j -0.0159008+0.014882j 0.0200739-0.0219647j 0.0187703+0.00248433j 0.0213543+0.0011303j 0.0238185+0.000562719j -0.0349062+0.00811853j -8.0065e-05-0.00178133j -0.015717+0.0179376j -0.00716067+0.00681216j 0.0719303-0.0184277j 0.0198903+0.0077224j -0.000632793+0.00533442j 0.0318054+0.00801465j -0.00156432-0.0100181j -0.0350283-0.000462152j -0.047961+0.0041023j 0.0444349+0.0449021j 0.0232104+0.00337258j -0.0375572-0.0105606j 0.0244119+0.00756457j -0.00613447-0.0117741j -0.00507621-0.0106438j -0.0207444-0.0162228j -0.0511314-0.0390479j -0.00269089+0.0234836j -0.0468084-0.0440662j -0.0181263-0.0298384j 0.00704935+0.0232142j -0.0141805+0.0527445j -0.0159706-0.0271177j -0.0230813+0.00715106j 0.0200632+0.0233482j 0.0177623+0.0244882j 0.046115+0.0269268j -0.0213208+0.0289772j 0.00554828+0.0219295j -0.00976651-0.00480538j -0.0224917+0.0146647j -0.0144319+0.0146438j -0.00947813+0.00282573j -0.00616121-0.00261589j -0.00933318+0.0033715j -0.00408548+0.0238751j -0.0428081+0.0333383j 0.00826076+0.0330574j 0.0148024+0.00173563j 0.0383772+0.00846376j 0.00417999+0.00309693j 0.030147-0.0462993j 0.0150724-0.00999825j 0.0230349+0.00193538j 
-0.0318404-0.000425602j 0.0287354+0.0349061j 0.0208814-0.00397632j -0.00829379+0.0279083j -0.0965245+0.0211388j 0.0935072-0.0657208j -0.0588883-0.104153j -0.108679+0.00998764j -0.00926928-0.0506368j -0.0479763+0.0234925j 0.0125833-0.0270306j -0.043204-0.0666532j -0.0266647-0.0101815j -0.0110369+0.0083251j -0.0263877+0.0287407j 0.00865586+0.0118152j -0.00550983-0.022604j -0.016502+0.0318276j 0.021759-0.025937j -0.0450581+0.0263229j 0.00224833+0.00163103j -0.0139025-0.0320826j 0.0183459+0.0353297j -0.0312012-0.0323298j 0.0262205-0.00930469j -0.0157736+0.0581189j 0.0219273-0.00918326j -0.0129604-0.0563416j 0.0193419+0.00540232j 0.0087875-0.00101663j 0.0149085-0.00869376j 0.00370482-0.0114921j 0.0236629-2.67156e-05j -0.00789225-0.00455144j 0.0138935+0.017096j -0.0126915-0.0138715j 0.0333647+0.0483686j 0.0379677+0.00598127j -0.0185532+0.0329349j -0.0255707+0.0106877j -0.00965821+0.0107358j -0.00274445+0.0418165j -0.019469-0.00122567j -0.0177585+0.0170906j 0.00683596-0.0196063j 0.0143817-0.00706932j -0.0213503-0.00490952j -0.00206335-0.0243073j 0.0263736+0.0193071j -0.010782+0.00219723j -0.00464682+0.0121059j 0.0243419+0.0390518j 0.0251038+0.00523339j 0.00707997+0.00254226j -0.0301095+0.00285829j 0.00752712+0.018342j -0.0154208+0.0208281j 0.0215053-0.0130422j 0.0163596-0.00112465j 0.00690305+0.0136036j -0.0182907+0.00758373j -0.00865308-0.0202886j 0.0326621-0.0213254j 0.00836524+0.0110076j -0.0131198+0.0172647j -0.00968815+0.0088124j -0.00122963+0.00432037j -0.0109346-0.0118699j 0.0198996-0.0119507j -0.00465295+0.00541045j -0.000853128-0.019295j -0.00383421+0.0163108j 0.0159722-0.00994512j 0.0114405+0.0400374j -0.0079706+0.00731266j -0.0165435+0.0131474j 0.0515451-0.00249382j -0.000363739+0.00327304j -0.025304-0.0156569j -0.0117627-0.0222619j -0.0541978+0.023555j -0.0283134+0.0281304j -0.0134525-0.0059319j 0.00829188+0.0178653j 0.0037565-0.000147009j -0.0164391-0.0137821j -0.0135606+0.00679816j -0.0440237+0.00906415j 0.003715-0.0171679j -0.0142411+0.0065432j -0.0003492+0.0117566j 0.0243461-0.0113716j -0.0349907-0.016131j 0.00315998+0.0537701j 0.00481668+0.0295571j 0.00031361+0.0150653j -0.0273925+0.00823397j -0.0245426-0.00254605j 
-0.00881587-0.00419252j -0.0206023-0.000738523j -0.0645284-0.0101686j 0.0118979+0.0415929j 0.0278781-0.0277348j -0.000240089+0.0360451j 0.0137661-0.00202843j 0.0170031+0.0240598j -0.0592001-0.0211228j 0.0169859-0.00735363j 0.0325309+0.0150085j 0.0274926+0.00703013j 0.03168-0.00119514j -0.051756-0.0519588j -0.00234486+0.00952503j 0.0118295-0.00981445j -0.0143424-0.0584006j -0.00813854+0.0485663j -0.00824743+0.0378055j -0.0129954-0.0323969j 0.0398957-0.027041j 0.00877433+0.00780478j -0.010207+0.0300256j 0.0169063+0.0197885j 0.0593783+0.0174339j -0.000535132+0.0179468j -0.0522891-0.00113855j 0.0352034+0.0379656j -0.00609758+0.0105153j -0.00744382-0.00872438j -0.00113284-0.0111426j -0.0356769-0.0292684j -0.0110864+0.00545295j -0.0246939-0.00742449j 0.0163834+0.00338413j -0.0269043+0.00314582j -0.0191378-0.0250061j -0.00584566-0.00183833j -0.00727413+0.00023169j -0.0171501-0.0207384j 0.00358905-0.0130017j 0.0110098+0.0030133j 0.0149242+0.0273661j 0.0109758+0.00294188j 0.0129919-0.00166447j -0.0187992+0.00238757j 0.00933994-0.000676771j -0.00670775-0.00558389j -0.00582766-0.0028823j -0.00675337+0.000734723j 0.0181242+0.0101164j -0.00288664-0.0054516j -0.0229713-0.00915013j -0.0265571+0.00902355j -0.00110066-0.000642302j -0.00794865-0.0102774j -0.0057332+0.00466029j 0.00819438-0.00900121j -0.00124713-0.0032102j 0.0338406-0.00904216j 0.0167403+0.0111404j 0.00210466+0.00827018j 0.00650117-0.00441133j -0.00919348+0.00601166j 0.0090781-0.0131734j -0.00677643-0.00874996j -0.00100138-0.0105402j -0.00585368+0.00097256j 0.00155865-0.00531368j -0.00206008+0.00617923j -0.0104865+0.00907845j 0.0137543-0.00559843j 0.00429494+0.00504804j -0.0119057-0.00694267j -0.0055114-0.0100858j -0.00867512-0.00371404j 0.000429484+0.00742831j 0.0122006+0.00506313j 0.0189468+0.00115653j -0.00359669+0.00496154j 0.00120487-0.00596681j -0.0108271-0.00294194j 0.0307452-0.00621094j 0.0125271+0.00619554j -5.79776e-05+0.000745513j 0.0307914+0.00396204j 0.0108107-0.0055862j 0.00656228+0.000603586j -1.98711e-05+0.00255427j 0.000971082+0.00611134j 0.025712-0.0128324j -0.0104696-0.00352341j -0.00429163+0.00873827j -0.00856445-0.00122201j 0.00373084-0.0163673j -0.00388951+0.0132106j -0.005346-0.00590989j -0.0124404-0.00414731j 
-0.0278343-0.00361363j 0.0149221+0.00967731j -0.0103017-0.0441953j -0.0699299+0.00346417j -0.0153819+0.0467853j -0.0147157+0.000751647j -0.0180278-0.0131896j -0.0277108+0.0104846j -0.0127741-0.0179252j 0.0598564+0.0187174j -0.0155315-0.000140357j 0.00273507-0.0178822j -0.0163207-0.0571167j -0.0238088+0.0177753j 0.0596065+0.0289066j -0.00585826+0.00467048j -0.0271088-0.0655424j -0.034532-0.0286005j 0.0113535-0.0519247j -0.0218709+0.00367306j -0.0551108-0.0164945j -0.0133275+0.031084j 0.0247539+0.0300241j 2.77165e-05-0.00750846j -0.00290424-0.0162115j 0.00193496+0.0101507j 0.0228307+0.0524029j 0.0221944-0.0147932j 0.00287095-0.00460596j 0.0449671+0.0111909j 0.00694847-0.0175451j -0.0387723-0.00867531j 0.0290795-0.00220783j 0.0203818+0.00921141j -0.0142265-0.0155835j -0.00637842+0.0245096j -0.0256041-0.00956891j 0.00623601-0.00385846j -0.0329746-0.00128504j -0.00972298+0.0163617j -0.00105168-0.0146855j -0.00712789-0.0039647j 0.0224232-0.00859325j 0.0216375+0.00356789j -0.00237614+0.00534982j -0.0162025+0.000344539j -0.0027378+0.00506894j 0.00540423-0.0089238j -0.0182164-0.00893029j -0.00939373-0.00632616j -0.034528-0.0116648j 0.0085126+0.0035979j 0.0422212+0.00456099j -0.00436497+0.00322919j 0.00134599-0.0152626j -0.0152752-0.00483586j -0.0066448-0.00206882j 0.00117506+0.00473413j -0.0234004-0.000130355j 0.000904388+0.00508437j -0.0153701-0.00901604j -0.00632268-0.00498485j -0.00866423+0.00139191j -0.00462923-0.00518628j 0.00759646+0.00583221j 0.0102063+0.000866439j -0.000394668+0.0115673j -0.00262226-0.00914241j -0.0145224+0.00767047j -0.00786805+0.00219505j 0.0143982+0.0105149j 0.0153815-0.00564049j 0.00883634-0.0104724j 0.0229375+0.00377731j -0.00694751-0.00206916j -0.0108306-0.010495j 0.0178613+0.00641501j 0.00394335-0.00199937j -0.00478677-0.000432619j -0.0178843-0.0107537j -0.0125801-0.00433758j -0.0177623-0.0013128j 0.0108949+0.00393809j -0.0166666+0.00704181j -0.00668825-0.0097795j -0.0168342+0.00604379j 0.0127308+0.00610164j -0.00538204+0.000515823j 0.00484627-0.00336076j -0.0163438+0.00792035j 0.0125561+0.00313666j 0.0261726-0.017524j -0.0111498-0.00636761j -0.00872286+0.0177316j -0.00248942+0.0195257j -0.00618563+0.0175897j 0.00669672+0.00582657j -0.0105572-0.00648409j 
0.0553225+0.0528424j 0.0477148+0.0334152j 0.0257006-0.0664086j 0.0573133-0.0659193j -0.00385692-0.0872301j 0.0847424+0.0401422j 0.148555-0.051648j -0.0585504-0.144274j -0.00360691+0.0281426j 0.0292048+0.0188802j 0.0401951+0.0190718j 0.0147698-0.00978116j -0.0153399-0.00894466j 0.0257801+0.0109738j 0.0464806+0.0156833j 0.0636439+0.0435486j 0.0173119-0.0197377j -0.0190332+0.016152j 0.0237959-0.012668j -0.016656-0.0396799j 0.0229335+0.0135836j 0.058211-0.0492677j 0.00990804-0.0132935j 0.0167285+0.0237173j -0.0253639+0.0474084j -0.00561763+0.0308655j 0.0331637+0.00406759j -0.0482039-0.0135252j 0.0229789-0.0026051j 0.0162265+0.00834239j -0.00478533+0.0175923j 0.0469486+0.0151934j -0.00252106-0.0116038j -0.0404492+0.0144746j 0.0112115+0.0229929j -0.0316497-0.00208216j 0.00951025+0.0186422j 0.0433778-0.00774754j 0.025372+0.00873571j 0.0348068+0.0246469j 0.0049129-0.0187479j -0.0297509+0.0489878j -0.0362777+0.00815981j 0.00602036+0.0027818j -0.0490984-0.01539j -0.0167658-0.0143552j 0.0255598-0.00398827j -0.00265114+0.00449111j 0.00648673-0.0312876j -0.029469+0.0172782j 0.0323846+0.0226089j 0.0188862-0.0101718j 0.0113866-0.0274425j 0.000662521+0.0254419j 0.0237679+0.0204905j 0.0421115+0.0223853j 0.00259265+0.015452j -0.000139729-0.00328164j 0.0325877-0.046475j 0.0206912+0.00931538j 0.0180991+0.0441228j 0.0113598+0.0283779j -0.0134437-0.00316455j 0.00695696+0.00347088j 0.00680164-0.0430136j 0.025738-0.0294261j -0.0139537-0.00543523j 0.00417087+0.00143959j -0.0305389+0.00714273j -0.0236577-0.00573566j -0.0125926+0.0116473j -0.00266378-0.0143222j -0.0264218+0.004978j 0.00180485-0.0228244j 0.0268797-0.00116049j 0.0420859+0.00767885j 0.00283047-0.0125518j 0.0116071-0.027659j 0.0372339+0.00743572j -0.00520252+0.022464j 0.054394-0.000965011j 0.0274692-0.0370888j -0.0204026+0.000429169j 0.0069643-0.000252797j -0.0206041+0.0117433j 0.0064869+0.00782715j 0.0325016-0.0134072j 0.0173586+0.0179307j -0.0293378+0.025374j 0.0228861-0.0178594j -0.00872045+0.00848047j 0.0187801+0.0064965j 0.00293844+0.0432572j 0.00518738-0.0540968j -0.0225663+0.019587j -0.0134357-0.00202608j 0.0451061+0.0151433j -0.0285944+0.00977408j 
-0.0410468-0.0334613j 0.0525644+0.0522685j 0.0630473-0.0571492j -0.030142+0.0426622j 0.0201259+0.0362752j 0.0552249-0.074357j -0.0700715-0.0741304j -0.0802816-0.0414585j -0.0066155-0.0334435j -0.0703713+0.0464016j -0.000676675-0.00923566j 0.0513716-0.0299426j -0.0126634+0.0164514j -0.0445363-0.0341975j 0.0245533+0.00323253j -0.0437773+0.0296765j -0.0313097+0.0260698j -0.000227479-0.00509495j 0.0253632+0.0300196j 0.0557195+0.0293489j -0.0196182+0.0637277j 0.0231645+0.0466906j 0.00161856+0.011488j -0.0485036-0.00380947j 0.00637896+0.000541469j -0.0663432+0.0215483j -0.00187567+0.0165332j 0.0023289-0.0459709j 0.016721-0.00358495j 0.00471062-0.00871522j -0.0508431-0.00217294j -0.0033503+0.0263459j 0.0116967+0.0197345j 0.00999665-0.0403789j -0.0183229+0.0139166j -0.000949154-0.0248273j -0.0151072-0.00535529j -0.0170101+0.0526459j -0.0103463+0.0239309j -0.0266647+0.0194483j 0.0390106-0.0172253j -0.0299608-0.0302897j -0.0174251-0.0393447j 0.0174786-0.0258564j 0.006011-0.0148753j 0.0179426-0.0208104j 0.0106365+0.0315528j -0.00740009+0.000329578j 0.0159374+0.00669561j 0.00333845-0.0222164j -0.0526463+0.016999j -0.0114203-0.00896232j 0.0217043+0.0448145j -0.0276399-0.0080824j -0.010016+0.0159699j -0.0292781+0.0567936j -0.0276622+0.0155377j -0.0292665-0.0137928j 0.0365649+0.00958796j 0.0218536-0.00962958j -0.05509+0.000542845j -0.0133364+0.0259255j 0.0124042-0.0381968j -0.00497073+0.00507857j 0.056407+0.0114054j 0.0328939-0.0122557j 0.0123582-0.0121077j -0.00894063+0.0162238j -0.0102678-0.00247681j 0.0186011-0.0377066j 0.00216976-0.0319064j -0.0196488-0.00622226j -0.0334176-0.0197472j 0.00780671-0.0107391j -0.0117364+0.00370412j 0.046114+0.0303168j 0.0214167-0.00948939j 0.0380294+0.0108399j -0.00952631+0.0239476j -0.00235042-0.00884076j 0.0242867+0.0381459j 0.042941-0.0261163j -0.0225418-0.00693441j 0.0126022-0.00845693j 0.00737321+0.0233736j -0.01255-0.0067754j 0.000802887+0.0109988j -0.0630851+0.0414738j -0.00687631+0.00782617j 0.0104759-0.00372605j -0.0181611+0.019405j -0.017923+0.0254484j -0.0355614+0.055867j -0.0044307-0.00384378j 0.0127373-0.00369699j -0.0174044+0.0257363j -0.0188129+0.00969042j -0.0416206-0.0175554j 
