-0.0454118+0.00901015j -0.017668+0.0343117j -0.0295683-0.0386746j 0.052297+0.0397197j 0.0158732+0.00238711j 0.037723+0.00315023j -0.0933291-0.0149803j -0.0268908-0.00227817j -0.0177302-0.00958684j 0.0101715+0.00240338j -0.0338529+0.0249274j 0.030549-0.0155178j -0.00308698+0.00559403j -0.0651825-0.00239239j -0.00116669+0.0157261j 0.0112144-0.00629771j 0.00873439+0.0143499j 0.0398761+0.00703679j -0.0191223+0.0397529j 0.0139721+0.0173516j 0.0127817+0.011477j -0.0276593-0.00524784j -0.026163+0.000598792j -0.0185477-0.00996309j 0.0164572+0.0102342j -0.0113584-0.0131995j -0.0113585-0.0120307j -0.0095979+0.00406219j -0.0153094+0.0225303j -0.0323718+0.0191395j 0.0122703-0.0141795j 0.0260238+0.0249531j -0.040739+0.0112502j -0.0094844-0.0088821j -0.0122778+0.00271022j 0.0147828-0.0072181j 0.0136695-0.0105411j 0.00306536+0.0104077j 0.0180378-0.00237823j 0.00184297-0.0201683j 0.0104022+0.0216632j 0.0293805+0.000979506j -0.0177552-0.000661466j -0.0209219+0.0106733j 0.0111893-0.0144206j 0.0128715-0.00285513j -0.00607703+0.024226j -0.0168951+0.00852447j -0.00644588-0.0081179j 0.0308259-0.0229547j -0.00205747-0.0173133j 0.000796472-0.0169749j 0.0067405-0.0115472j -0.00144811-0.0154813j 0.00403911+0.00521594j 0.0172698-0.00204843j 0.0186363-0.0265878j -0.0364673+0.00179895j 0.016372+0.0267539j -0.0334697+0.0515943j -0.00514052-0.0159593j -0.0111788-0.00480176j 0.004307+0.0441776j -0.00743505-0.00784487j -0.0296124+0.0233164j 0.0408628+0.0251634j -0.0549876+0.00458536j -0.0344138-0.0102494j 0.053706-0.0469436j 0.017262+0.00612953j -0.0309497+0.0118417j -0.00367336-0.0218306j 0.0674487+0.0174919j 0.00570053+0.0107378j -0.0247097-0.00446171j 0.0160357+0.0420785j -0.0104015+0.0584782j -0.0250436+0.146538j -0.080137-0.01558j 0.102355-0.029622j -0.0532353-0.03255j 0.0252578+0.0618055j -0.00175421-0.0501614j -0.0755159+0.0392423j 0.100037-0.00486031j 0.0376312+0.0253899j -0.0622885+0.0276761j 0.0244912-0.0772281j 0.0278567-0.0424182j -0.00143111+0.0580888j 0.0719533+0.0163365j -0.0808322+0.0440174j 0.0218851+0.00281272j -0.0261627+0.131549j 0.165144-0.0795445j -0.0422666+0.164205j -0.233003+0.133672j -0.0964829+0.173937j 
-0.00233792-0.00658496j 0.0224268+0.0156027j 0.00579345-0.0294376j -0.0368564-0.0292015j -0.0154952+0.0212012j 0.0134429-0.00817988j 0.00924622+0.00791514j -0.0140898-0.0182118j 0.000422199+0.0218986j 0.0220291+0.00485839j -0.0112503+0.0211507j 0.002633+0.00889838j -0.0168229-0.00997497j 0.00466694+0.00767627j 0.0273313-0.0123461j 0.0164666+0.0147591j -0.0157858-0.0171487j 0.00775361-0.00181654j -0.00189933-0.0649273j -0.0275743+0.0212209j -0.00392087-0.02087j -0.00770823-0.0250209j -0.0131658-0.0130412j -0.0167395-0.0280132j -0.00776343-0.0318566j 0.0389798+0.000153849j 0.00498103-0.035539j -0.00830025-0.0235835j 0.0273124+0.00949659j 0.00641977-0.015697j -0.011509-0.0146073j -0.0565745-0.024602j -0.00331814+0.0170432j -0.035579-0.00642963j 0.0120629+0.0130359j -0.0145878+0.00661254j 0.0254048+0.0186271j 0.0477685-0.017255j -0.0186766+0.0279239j 0.0338763+0.0599579j 0.0196463-0.00432424j 0.0448+0.0420469j 0.049905+0.0130739j -0.0139692+0.0129302j -0.00631691-0.0265971j -0.0170366+0.011953j -0.0116424-0.0013977j 0.0105519-0.00467871j -0.0386661-0.0449594j -0.000149279-0.00703304j -0.0578284-0.0670415j 0.0451449-0.0402321j 0.0445551-0.0498179j 0.0326354-0.0201842j -0.0059318-0.00883615j 0.00478661+0.015186j 0.00536846+0.0310566j 0.0374286-0.0263381j 0.0712738-0.0665241j 0.0160536-0.0220917j 0.02317-0.0183448j -0.00811892-0.0408086j 0.00823305+0.0741574j -0.025073-0.0109148j -0.00650509+0.0325321j -0.0240645-0.0136257j -0.0290126-0.0101664j -0.00400468-0.0161367j -0.0436461+0.0149298j 0.00211062+0.0268448j 0.0101496+0.0302309j 0.0158842-0.00657033j 0.0176358-0.0258551j 0.0493438+0.00658941j -0.00857006+0.0269094j -0.016215-0.0233014j 0.0104311+0.00482876j 0.0015836-0.0213249j -0.0359898-0.0312035j 0.00145966+0.0351251j -0.0646427+0.00273525j -0.0049333+0.0620167j -0.0173655-0.0113352j -0.0078456+0.00542818j -0.0205325-0.0269054j -0.0015071+0.0394135j 0.00757139+0.0127771j 0.0103627-0.00205848j 0.016626+0.00675185j -0.0109589-0.0146643j -0.00492159-0.00877337j 0.0329831-0.00415214j -0.00678201+0.000232046j 0.00570239+0.0180003j 0.00526433+0.00821332j -0.0181906+0.023932j 0.00372952+0.00594296j -0.0104031+0.0124027j 
-0.0181038+0.00391002j -0.0018084-0.00285485j -0.00273824+0.0116643j -0.00723059+0.0160838j -0.00701544+0.010987j 0.0130474-0.0101038j -0.0377099-0.0172739j -0.0537387+0.0150281j 0.0158571+0.0145482j -0.0190581+0.0300511j 0.0119669-0.0310037j -0.0213507-0.0336773j -0.0657459-0.0413202j 0.0428212-0.0256102j 0.0467611+0.0510936j -0.00705807+0.0237754j 0.0126367-0.0472419j -0.0320075-0.0273919j -0.00119746-0.0249295j 0.000771972-0.021138j -0.0151292-0.0394389j -0.00319838-0.0353235j -0.012247+0.0238169j -0.00753878-0.0659742j -0.0357396+0.0269457j -0.00861506+0.0249754j 0.000412713-0.0107961j 0.0265143-0.0333859j 0.0284298-0.00988433j 0.035394-0.0188598j 0.0291154-0.0158872j -0.0391763+0.0156532j 0.0126329-0.0113873j 0.0296247+0.0254529j -0.0131389+0.0248632j -0.00378376+0.0254025j 0.0439708+0.0276708j 0.0658383-0.00455535j 0.0550009-0.0189052j 0.00923289-0.0143917j 0.0317705+0.00695811j 0.0306849+0.0573407j 0.0345831-0.0556687j -0.0103923+0.0644817j 0.0208879+0.0046269j -0.00740477+0.0401535j -0.00835696-0.0431428j -0.0287523+0.0111575j -0.0510619-0.0385794j 0.0139689-0.0124119j -0.0141131-0.0104169j 0.0357586-0.00959926j 0.0845395-0.00951733j 0.0367458-0.0223639j 0.00403444+0.00933788j -0.0284188+0.00422814j 0.020755-0.00257913j 0.0327423-0.0659788j 0.0463942-0.0131062j 0.0364139+0.00594507j -0.00343091+0.0244077j 0.0323605-0.0224804j 0.0335565-0.0109157j -0.0265234+0.0185744j 0.0209597+0.00828133j -0.029551+0.024663j -0.0111524+0.0291322j -0.00876169+0.0243287j -0.0768341-0.0160913j -0.0128948+0.0249015j 0.0206352-0.0561164j -0.0454974-0.0499849j 0.0418911-0.053108j 0.0161695+0.0130362j -0.0152687+0.0533447j 0.0138816-0.0285081j 0.0584465-0.00656242j -0.0191455+0.0289837j -0.0430665+0.00275677j -0.026127+0.00625259j -0.0425213+0.0733062j 0.0458694+0.0495296j -0.00894651+0.00700127j 0.0619264-0.00791863j 0.00372489-0.00192734j -0.000382461+0.0119928j 0.0162397+0.0292205j -0.00943732-0.000336432j -0.0183136+0.00107284j -0.00575545+0.0151789j -0.0142541-0.0141187j -0.00454126-0.00214559j -0.0236094+0.00982542j -0.00396643+0.0123747j -0.00648562+0.0131691j -0.0205311+0.030844j 0.00710967-0.0142299j -0.0182709+0.00531998j 
-0.0150933+0.00131463j 0.0174812+0.0403632j 0.0446464-0.0278744j -0.0337687+0.0128896j -0.0426158+0.0338904j 0.0565945-0.0818418j -0.0580579-0.0787339j -0.0722967-1.45883e-06j 0.0111368-0.0158939j -0.0163263+0.00660855j -0.0244789-0.00574986j 0.000469485-0.00411109j -0.0263194-0.0435339j -0.0145507+0.00722502j -0.0141826+0.0331013j -0.00458775+0.0410951j 0.00202349+0.0241552j -0.0355667-0.0346429j 0.0318976-0.0302629j -0.0106932+0.0128429j -0.00891111+0.0500044j -0.0119125+0.00446766j -0.0152038-0.0106069j 0.00765236-0.0549941j 0.000530995+0.0339351j -0.040726+0.0375303j -0.0152189+0.00706401j 0.0208339-0.0708299j 0.00193329+0.0416761j 0.062489-0.040686j 0.0271192+0.016576j 0.0278161-0.00701609j -0.00545256-0.0215182j 0.0385772-0.0397959j -0.0179909+0.0214005j -0.00493362-0.0679784j -0.0296815+0.029298j 0.0271499+0.0147478j -0.0225536+0.00748035j -0.0674256+0.0309194j 0.0366416+0.0267038j -0.0455793+0.0525912j 0.0181523-0.0632479j -0.0275056-0.0430907j 0.0564113+0.054208j 0.0241679-0.0289363j 0.00466812-0.0119401j 0.0311882-0.0187599j -0.0398641-0.0197412j 0.00476902+0.00432373j -0.102014-0.0389355j 0.040073-0.00331984j 0.0543806+0.0144255j 0.0407188-0.0388555j -0.00416058-0.0019854j -0.0106642+0.0649343j 0.0210389+0.0235183j 0.0458973-0.0340269j 0.0603799-0.0392772j 0.0133218+0.00634179j -0.0103233+0.0136666j -0.046374-0.00707175j 0.0944258-0.00610864j 0.0240625+0.0456724j 0.0905881+0.014066j -0.0162901+0.0415719j -0.0677982-0.0115385j 0.0219937-0.016149j 0.0104171+0.0430188j 0.0476355-0.0337592j 0.0137212-0.0123678j 0.0131644+0.00540466j -0.0102856+0.0171509j 0.00806094-0.00673968j -0.000202749+0.0370862j 0.0569922+0.0164744j 0.043569-0.030367j 0.097114+0.0267938j -0.0320723-0.0341025j -0.0150303+0.00986563j 0.0392242-0.00927849j 0.0106471-0.0214032j -0.0295453+0.00717613j 0.0307198-0.0364145j -0.00233106+0.07148j -0.0377657+0.00894596j -0.0019213+0.0117005j -0.0695432+0.00406135j 0.00055557-0.0146029j 0.000217156+0.0271914j -0.00654058+0.0261116j 0.0201494+0.00124556j -0.0242396+0.0147547j 0.00576827+0.0151684j -0.0102001-0.00602049j 0.0191092+0.0123015j -0.00410547+0.0151464j -0.015676-0.0250856j 
0.0045386-0.0225034j 0.0285689+0.0306932j 0.0416366-0.015202j -0.0299682+0.0195921j -0.0365413+0.059848j -0.00317172-0.102145j -0.0554154-0.0285396j -0.013387+0.0415908j -0.0391688+0.00562478j -0.0208745-0.0703695j 0.0354235+0.0417086j 0.0586765-0.0108357j 0.0425069-0.0438348j -0.0432004+0.072647j -0.100324-0.0575235j 0.0160504-0.0191608j 0.017529+0.0289437j -0.00280406-0.0182361j 0.0102166+0.012184j 0.0285546+0.016617j 0.00538754+0.0369723j -0.00309059+0.0556427j -0.0398141-0.0249344j 0.00528973-0.00506337j 0.0382338-0.00890194j -0.0186497+0.0446602j -0.0438303+0.0467606j -0.00912789-0.0158665j -0.00336262+0.0106016j -0.0132518-0.0951043j 0.0682455+0.0391769j -0.0155329-0.036057j -0.0516684+0.00304892j 0.0109126+0.00840067j 0.0159925-0.0309103j 0.0305436-0.0749031j -0.0315981+0.0119713j -0.0168969+0.0679283j -0.0557075+0.0601057j -0.0670605+0.0530155j -0.017847+0.0155929j -0.0269222-0.011641j -0.0351391+0.0232001j -0.00190979-0.0778619j 0.0922748+0.0639583j -0.0223849-0.0033276j -0.0491169+0.0215026j 0.0095284-0.0285296j 0.0278129+0.0366059j 0.012472+0.0438679j -0.0554581-0.0469441j -0.00408327-0.00102988j -0.0029831+0.0280748j 0.000775962+0.00671662j -0.0525111-0.00092238j 0.00628051+0.0336137j 0.0356313+0.0596051j 0.0680754-0.0125726j 0.0136623-0.0238692j -0.0186149-0.0403747j 0.026682+0.0278395j -0.0322325+0.0127745j 0.0905194+0.0875565j 0.0146911+0.00653514j 0.0509266+0.0484592j -0.00978872+0.0480008j -0.0264723-0.010823j 0.0255807+0.00671411j 0.0562268+0.0063999j 0.0290727+0.00580635j 0.0356264+0.0349249j 0.0487585+0.0621343j -0.0121161+0.0457566j 0.0265341-0.0322642j -0.0122548+0.0377705j -0.00329201+0.0552674j 0.0474893-0.0289108j 0.0233644-0.0347043j -0.02834-0.0243753j 0.0304246-0.00933031j 0.0632998-0.0249721j -0.0485031-0.0156609j -0.012571+0.0733305j -0.0511156-0.0272689j -0.0071936+0.0454067j -0.0340647+0.0181277j 0.0141315+0.00488518j -0.0129569-0.0302201j 0.00692704-0.0384098j -0.00847768+0.0391342j -0.00976472+0.0414035j 0.0378344+0.015351j 0.0220725-0.0175597j 0.0230632+0.0375802j -0.00356429-0.00636885j 0.0278413-0.0240972j -0.0292891+0.00961404j 0.00997493-0.0129943j 
-0.0506399-0.0136801j 0.00661326+0.00669289j -0.0197746-0.0993084j -0.0151704+0.0305063j -0.00688497-0.0159372j 0.110516+0.0209129j 0.0345041-0.0718332j -0.0607455-0.071802j 0.0142079-0.0191445j -0.0229637+0.00580692j -0.00867622+0.0278589j 0.0324329-0.0228236j -0.0188724-0.0284195j 0.0446778+0.0164465j 0.0238788+0.0687821j 0.00593386-0.00105544j 0.0242116-0.0465607j -0.0453588+0.0228456j 0.063851-0.01466j -0.0564986-0.013344j 0.0199088-0.0285899j 0.0071523-0.0320194j -0.0125311+0.00694771j 0.00632217-0.0289506j 0.0207224-0.016492j 0.00202189+0.0801461j 0.046062+0.070085j -0.0341522-0.0507554j 0.012181+0.0296951j 0.0307694-0.0110653j 0.00850886-0.014256j 0.0203683-0.0397749j -0.012621-0.00338582j -0.0107179+0.0016054j 0.0337368+0.0122735j -0.00818298+0.00917466j 0.0140611+0.0433663j 0.00393854-0.0218857j -0.029504+0.00541j 0.00942549+0.0761354j 0.0228552+0.0491135j -0.0366354+0.0477551j -0.0240077-0.0750396j -0.0224577-0.0122171j 0.0250871-0.0118147j 0.0155045+0.0188935j -0.0565532-0.022781j -0.00479782-0.0470129j -0.0145211-0.0477474j -0.0242088+0.00354727j -0.0319664+0.0321656j 0.0707387-0.00758495j 0.0487419-0.0285713j -0.00799431-0.0062922j 0.0311891+0.0203356j 0.0337371-0.00553114j -0.0215667+0.00862976j 0.0223981-0.00368093j 0.077769-0.0305979j 0.0627546-0.0158474j 0.00626806+0.0605287j 0.0174845+0.00340448j 0.00980701-0.00379797j 0.0611589-0.0310537j 0.0218853+0.0201956j 0.0355478-0.0396869j 0.0174191-0.0012788j -0.00529201-0.0169669j -0.0439761-0.0128838j 0.0188211+0.0111829j -0.0447395+0.00121094j -0.0225065-0.03555j -0.0263122+0.0446522j 0.0536003+0.0295638j -0.0307115+6.45652e-05j 0.0367769+0.00527009j 0.0494174-0.0347882j 0.0322754-0.0156471j 0.0316407-0.0165006j -0.0187069+0.0228534j -0.00605702+0.0306663j 0.02757+0.00471833j -0.0143406-0.00811731j 0.0376549+0.0090937j -0.00419677+0.0476047j 0.0560017-0.0131973j 0.0237387-0.0331496j -0.0968523+0.0435615j -0.00953716+0.0536563j 0.034065-0.00934256j 0.0208628+0.00760088j 0.00457672+0.00499547j -0.0447032+0.0563881j -0.0111372-0.0110449j 0.00103107-0.00167072j -0.02146+0.0378392j 0.0139461+0.0156055j -0.0318375-0.0218186j 
-0.00382883+0.0549694j -0.0551842-0.0455641j -0.0166778+0.0570267j 0.0952943+0.0380064j 0.00680217-0.0858648j 0.0957803+0.0481755j 0.0761765-0.0796888j 0.00144751-0.0631338j -0.0500736-0.00775453j 0.011184-0.0641439j 0.0261861-0.0152201j 0.0352556-0.034447j -8.34892e-05-0.0486358j 0.0442106+0.0597326j 0.00333028+0.0278827j 0.0175509+0.0499156j 0.0744798-0.020405j -0.0656626-0.0289801j -0.0212231+0.000238757j -0.0230295-0.107706j 0.0701956-0.039408j -0.0118373-0.0554991j -0.0435834+0.0366431j 0.0427115-0.00996741j -0.047109+0.0642268j -0.0226589+0.00534373j 0.00987966-0.0304035j -0.00889771-0.00325481j 0.0329667-0.000161264j -0.0245559+0.0346077j 0.0745679+0.016366j -0.0118072-0.0362727j -0.0251987+0.0219991j -0.0668347-0.0161673j 0.030984+0.0344821j -0.0585279-0.110963j -0.0138036+0.0343984j 0.0536658-0.025337j 0.0346993-0.0540866j 0.0173964-0.0343161j 0.0383609-0.0196302j 0.0187197+0.11504j 0.0439628-0.0378427j -0.00242233+0.109407j 0.0732485-0.0414202j -0.0714973+0.0317337j 0.0219077-0.0676232j -0.0207293+0.0542497j -0.0638838-0.0590148j -0.0327087+0.00131993j 0.0517763+0.0417543j 0.0354467+0.0386215j -0.0155686+0.021152j -0.00532624+0.0416766j 0.0414964+0.0676072j -0.00728361+0.045279j 0.0680899+0.0426072j 0.0939641+0.00860039j 0.0574823-0.0165426j 0.00449628+0.043691j 0.046085+0.0905771j 0.0197455+0.0226627j -0.0180311-0.0111045j 0.0847275+0.0739923j -0.00996593-0.0558128j -0.035611-0.0926158j -0.104552+0.0236028j 0.00835036+0.0634415j -0.0231199+0.053384j 0.0153162+0.0427381j -0.0754831+0.0284743j 0.00159644+0.00757451j 0.008083-0.00548057j -0.00914556-0.0623423j -0.000659272+0.037111j 0.00142051+0.0259925j 0.0220538+0.0300438j 0.0218984-0.0224838j 0.0229076-0.0225444j 0.00193799+0.00846637j 0.0232265-0.00894103j -0.0359589+0.0152912j 0.00460047-0.00694564j -0.0452451-0.0131015j 0.00962008-0.00772671j 0.0471681-0.00138667j 0.0182032-0.0115274j 0.0241846-0.0443585j -0.0109224-0.0125296j 0.00846137+0.0357939j 0.0392245-0.00904333j 0.011689-0.0218638j -0.000548418-0.0165466j 0.0185416+0.0109388j 0.0202613+0.00581024j 0.00242962+0.00116131j -0.00665685-0.00198902j 0.00287435-0.000993337j 
-0.00934585+0.0178146j 0.0439532+0.0352115j 0.0467275-0.0380269j -0.0230769-0.0272525j -0.0455427-0.0169101j 0.0859167-0.0140151j 0.0149276-0.0608175j -0.0590825-0.016656j 0.0115638-0.0242003j -0.0516659-0.00786623j 0.00866282-0.0148654j -0.00469534-0.0119574j -0.0371385-0.0245184j -0.0315984+0.0344467j -0.01755+0.0370164j 0.0108322+0.0468473j -0.0122549-0.00747999j -0.0281904+0.031937j 0.0573103+0.0306472j 0.0047355-0.0923988j 0.0280553-0.0480734j 0.0809369-0.0301458j -0.0312565+0.0195459j 0.0271729-0.0406046j -0.0345575+0.00411033j 0.0106596+0.059017j 0.0604884+0.0121067j -0.00323249-0.0138634j 0.0209061+0.0246868j 0.00975522-0.0468873j 0.0166894+0.0182242j 0.0462613-0.0139109j 0.00262469-0.0134425j -0.00574277-0.00761353j -0.00930617+0.0428171j -0.0428171-0.0890113j -0.0092964+0.0462832j 0.0267923+0.0159843j -0.0370738-0.00164801j 0.0439901+0.0259859j 0.006126+0.00406221j -0.0946775+0.0766399j -0.00469604-0.0481924j -0.0810372+0.00430256j 0.00170037-0.0191397j -0.0721325+0.015062j 0.0149954-0.0705652j -0.0791508-0.00293754j 0.0693686-0.00881133j -0.00841979-0.0128645j 0.0215731+0.0305361j 0.0457125+0.0437124j 0.0314394-0.0359567j -0.0309328-0.0233048j -0.0129689+0.0356394j 0.0250208+0.0148681j -0.0267858+0.00078771j 0.0226781-0.0212851j 0.0270479-0.0482924j 0.0357526+0.0283857j -0.00627089+0.0857182j 0.00316205-0.0171959j 0.0306136-0.0139519j 0.0227902+0.0257528j -0.0243394+0.0254638j -0.0335463-0.00183763j -0.0612194+0.0463404j 0.0352092-0.0229166j -0.00507002-0.0104422j -0.0496882+0.0403689j 0.0233117-0.0401327j 0.0147154-0.0435387j -0.0371657+0.031369j 0.00947943-0.0294037j 0.0187092-0.00432719j -0.0202529+0.0703639j 0.0654709-0.00438437j -0.0349048+0.00970066j 0.0128375-0.01286j 0.0299161-0.0160084j 0.0263263-0.0469528j -0.0235572-0.0463529j -0.0179134-0.0438297j -0.02419+8.3357e-05j -0.029392-0.00954003j -0.0531435-0.00546716j 0.0190932+0.0260971j 0.00620748+0.0418795j 0.0206714-0.0157044j 4.16313e-05+0.0119883j 0.0103831+0.0182606j 0.0534196-0.0311142j -0.0060156-0.0330558j 0.00973743+0.0433144j -0.00791675+0.0301083j 0.0185633+0.023585j -0.00775741+0.0325014j -0.0110932+0.00324172j 
0.00376193+0.00678989j -0.00387656+0.0129935j 0.0133547-0.00755142j -0.011111-0.0148521j 0.00626247-0.0122264j 0.0103065+0.0182408j 0.00310443+0.00978034j -0.0225511-0.00949689j 0.030915-0.0188445j 0.0174271+0.0491761j -0.020283-0.00594277j -0.0271824+0.0174294j -0.0394235+0.0136442j -0.00409505-0.0335231j 0.0225175+0.022395j -0.0173089+0.0354975j -0.00406848-0.0213829j -0.0307153-0.00849098j -0.00192306-0.0196772j 0.0508947-0.00959351j -0.00153319+0.0137643j 0.0142214+0.036988j -0.00238338-0.00796698j -0.00189655-0.0105195j 0.0056929-0.0104547j -0.00924799+0.0282629j -0.00718396+0.0351964j -0.00694771+0.000846464j -0.0215686+0.00543078j 0.0331952+0.0204674j -0.0226778-0.00802588j 0.0295076+0.0559719j 0.0228376-0.0285301j 0.0282162+0.00813532j -0.0229766-0.009118j 0.0130118+0.0075248j 0.0147652-0.0462001j 0.00265232+0.0223654j -0.00680718-0.0586099j 0.0205007+0.0432028j 0.0101441-0.0151846j -0.0128216-0.000813342j -0.0253565-0.00681329j -0.00624939+0.0163614j 0.0217539+0.0580969j 0.00482899-0.0395994j -0.00542736+0.00833228j 0.0110295+0.0202372j -0.0137987+0.000187841j 0.000836186-0.0212319j -0.0274501-0.0273808j -0.0221317-0.0193728j 0.00374689-0.0162586j -0.00653305-0.00232224j -0.00294392-0.0140977j 0.017248+0.00202079j 0.00498091+0.015849j -0.0303+0.0102085j -0.00200681-0.0306078j -0.00627755-0.0205081j -0.0337082-0.00537275j -0.000658162-0.0362002j 0.00565083+0.0159184j 0.000785294+0.0294101j 0.00266791+0.0117544j -0.0109847+0.0403361j -0.014306-0.0442111j -0.00912177-0.0500989j -0.0160923-0.0390358j 0.0251524-0.0315776j 0.0112585-0.0261335j -0.0196118-0.0561181j -0.0218908-0.0023242j -0.0101416+0.00710479j 0.0353235+0.0039374j -0.00592947-0.00347935j 0.00316091-0.0378445j 0.0372457+0.11233j -0.0345723+0.0373566j 0.00936056+0.00272838j 0.0450752-0.0255515j 0.0528767-0.0196738j 0.00702869-0.0390428j 0.0372138-0.00286882j 0.0126848+0.0182065j -0.0173848-0.0252976j -0.0175279+0.0147915j -0.0151429+0.0194463j 0.00419232+0.0197289j 0.00584345-0.00108436j -0.00946456-0.00989111j -0.0332431+0.0051308j -0.0151873+0.0240256j -0.0208096-0.0183166j 0.000443181-0.00558744j 0.00175301+0.0286082j 0.00700571+0.00279582j -0.0113167+0.00666483j 
0.0186269+0.0228478j -0.025004-0.0166464j -0.00972382+0.0614667j 0.0330318-0.0126129j 0.00876516-0.0263775j -0.0465607+0.027068j -0.00162255+0.053789j 0.0581638+0.0369724j 0.0104599+0.0195253j 0.0145182+0.0132127j -0.0382987-0.0218918j -0.0427331+0.00242826j 0.00164842+0.00323681j 0.00588467-0.0156422j 0.00217179-0.0230335j 0.00145824+0.0377677j 0.0220917+0.0362512j 0.00884341+0.0133627j -0.0333773-0.0131795j 0.000548222-0.0266674j 0.0411342-0.0128865j -0.0309165-0.0450473j -0.0332729-0.0262848j -0.00469099+0.00677152j 0.011452+0.00414129j 0.015014-0.044324j -0.0313006-0.0384332j 0.0232175+0.00304183j -0.0393576+0.00274237j -0.0195519+0.000131776j -0.000845261+0.0540785j 0.00926902+0.0241601j -0.00675851-0.0452276j -0.0389132-0.0139913j 0.00268471-0.00835215j 0.0120195-0.00913187j -0.00700054-0.0113249j 0.0194548+0.0249742j 0.0242615+0.00856927j 0.0365157-0.0377267j -0.0187196-0.0251823j 0.0480189-0.0033433j 0.040422+0.0291202j -0.0420341+0.035062j 0.016301+0.0224989j 0.00249852+0.00865258j 0.0047005-0.0449435j 0.0118852+0.0285616j -0.0259535+0.0136454j 0.0195926+0.0034143j 0.0307291+0.0165411j -0.0388381+0.027866j -0.00148571+0.00758584j 0.0499452+0.00965567j 0.0307257+0.0116592j -0.000769969-0.00663438j -0.024166-0.0178108j 0.0119316+0.00974914j -0.017618+0.0212095j -0.0407467+0.0358532j -0.0117094-0.0161819j 0.0234579-0.00754049j 0.0161456+0.00903611j 0.0268786+0.0226242j -0.0316125-0.00261239j -0.0352548+0.0211615j -0.0407728+0.00463374j 0.0314911+0.0281654j 0.02804-0.00148831j -0.0319192+0.0454886j 0.0180577-0.011953j 0.0103731-0.00983304j 0.0462234+0.0092225j -0.0348457-0.0157209j -0.00446067-0.00445616j -0.0352489-0.0318479j -0.012107+0.0353182j 0.0540616+0.0212305j -0.020903-0.011562j 0.00994049-0.00412267j -0.0122143-0.0322585j -0.0177988-0.00272356j -0.0147238-0.0270692j -0.00674567-0.0152944j 0.0446473-0.0542274j -0.0106217-0.00672583j -0.0109402+0.0293438j 0.0637258+0.00274848j 0.0316168-0.0137011j -0.0068513+0.00424489j 0.0248272-0.0206901j 0.0103935-0.0297074j 0.012475-0.0537123j 0.00581023+0.0242363j 0.00798906+0.0172739j 0.000661349+0.0040658j -0.00905178-0.0085865j 0.00274069+0.0166492j 
0.033965+0.0147555j 0.000752641+0.00760993j 0.0350922+0.0735894j 0.00180207-0.0258338j -0.0149081+0.0304277j -0.0441751-0.0318433j -0.0386544+0.0416651j 0.0106125+0.0415389j 0.0135345+0.0258442j -0.0103043+0.00652579j 0.0115166-0.0325139j -0.0324968-0.0321391j -0.0386652-0.0169377j 0.0328789-0.0148716j -0.0413853+0.00490231j 0.00405624+0.0129418j -0.0112712+0.027814j 0.0153284-0.0219087j -0.0591156+0.000267704j 0.072092+0.0185453j -0.0153658-0.00317769j -0.00887729+0.0442514j -0.0118199+0.0265718j -0.0160911+0.0146247j -0.0304748-0.0371658j 0.0145668-0.0287122j 0.000505912-0.0249291j -0.0404877-0.0161768j -0.0250323-0.0284259j -0.020832+0.0169968j -0.00701677+0.0108365j -0.0151373+0.0151711j -0.0119102+0.000349517j 0.00658031+0.00934612j 0.00807009+0.00446638j -0.00418824+0.0123624j 0.0128349+0.014508j 0.0154235+0.00272004j 0.0288745-0.041055j 0.0276569-0.0315626j 0.000674022-0.00279208j 0.00159024-0.0337042j 0.0303351-0.0303j -0.00249104+0.0444268j -0.0143995+0.0238616j 0.00651458+0.0105633j 0.0493145-0.0262749j -0.0283294+0.0400262j 0.0149837+0.0295949j -0.0102826+0.02803j -0.00348559-0.0164221j -0.02662-0.0226181j -0.0202108+0.0383963j -0.0021984+0.000746998j -0.0154071-0.0111338j -0.0193544+0.0177372j 0.0260119+0.0452799j -0.0420559+0.0272238j -0.0436241-0.00683218j -0.0371804+0.00947976j -0.0574454-0.0118229j -0.0107497-0.0396864j -0.0271529+0.0411405j -0.0241092+0.0467352j -0.0258508+0.0562527j -0.0427628+0.00522352j -0.0402261-0.0182092j 0.00547481+0.0133038j -0.00742979+0.0421496j -0.00684521-0.0246576j -0.0261404-0.0406899j -0.035925+0.0541437j 0.015116-0.0107301j -0.0302296-0.0174107j -0.00745646+0.0164618j -0.0349912+0.00553392j -0.0316952+0.0304511j -0.0506984-0.00931746j -0.070288+0.0403765j 0.0170671-0.0182137j 0.00697558-0.00711985j -0.0371144-0.00348525j 0.0120576+0.0125095j -0.0567953+0.0169424j 0.0167599-0.0298127j -0.0412773-0.0345042j -0.0359081+0.00605948j 0.0144032+0.0102275j 0.0158258-0.00572719j -0.00934203+0.0195558j -0.00696271+0.00439266j 0.0137853-0.0101509j 0.016106-0.041265j 0.0114658+0.020916j 0.00338546+0.0179j 0.0147984-0.0201173j -0.00925139-0.0135107j 0.0089881+0.0121147j 
