-0.014479-0.000931619j 0.0396844+0.00986468j -0.0036151+0.0110044j 0.0487847-0.041059j 0.00503216+0.00310011j 0.0142076-0.0154276j -0.0706325+0.00908706j -0.00146429+0.00443977j -0.00339753+0.0123102j -0.00779203-0.014553j 0.0162863-0.000789301j -0.00814864-2.79063e-05j -0.0252004+2.84536e-05j -0.0178023+0.0076522j -0.00262361+0.0193704j 0.0199349+0.011119j -0.0232754+0.00568753j 0.0341417+0.000189041j 0.00200234+0.0219429j 0.00900049+0.0153453j -0.00341373+0.00294939j 0.00032296+0.00597726j 0.00310505-0.00210983j -0.022302+0.00538124j -0.00792108-0.00099347j -0.00676247-0.00949548j -0.0309627+3.07095e-05j 0.00727819+0.00459213j 0.02069-0.00215991j -0.00549213+0.0135209j 0.024867+0.00402305j 0.00250814+0.00322649j -0.00608273+0.0103974j -0.0165114-0.0118088j -0.0183738+0.00481961j 0.007222+0.00601649j -0.00134338-0.000706234j 0.00217066-0.0101024j 0.0215891+0.00700413j -0.00895673-0.0134595j -0.0271148+0.00874585j -0.0234711-0.0333143j -0.0282116+0.0053554j 0.0189847-0.0168914j -0.0325963+0.00938383j 0.0284696+0.00616264j 0.0200641-0.00361466j -0.0203842+0.00012532j 0.00751778-0.0361724j 0.0335102+0.013764j -0.043191+0.0070093j -0.00473607+0.0162047j -0.0488145-0.0448045j -0.0115078+0.00817052j 0.0274423+0.0033962j 0.0209915-0.0414744j 0.0398611+0.0176852j -0.00106512+0.00208817j -0.0494738+0.0291041j 0.0640755+0.0285954j -0.0279778-0.0370602j -0.0285721-0.0297291j -0.0040684-0.0198774j -0.012233+0.00478177j -0.00174833+0.00258861j -0.0627489-0.0384245j 0.0263165+0.0268465j -0.00365072+0.0666491j 0.110406+0.084388j -0.00468865+0.066972j -0.146193-0.0963249j -0.000412246+0.0445106j 
-0.00940156+0.0207703j 0.00149874-0.0120808j 0.0256681-0.0124909j -0.00517646-0.00926585j -0.0049942-0.00163637j 0.0195766+0.0109156j 0.0147825-0.0322989j -0.0288024+0.0229402j -0.0203368+0.0105341j -0.00520583-0.00569339j 0.0110372+0.00280703j 0.0111319+0.00937904j 0.0016227-0.0174455j -0.0370637+0.0141058j 0.00633334-0.00133727j 0.00802965-0.0183276j -0.000833947-0.0110911j -0.00635655+0.0071545j -0.00824085+0.00390869j -0.00762117+0.00426043j 0.0187668-0.0133127j 0.00781106+0.0289657j -0.00275873+0.0166811j -0.00175773+0.0101339j -0.0146591+0.0232441j 0.00571848+0.0169842j -0.00157983-0.00761334j -0.0503831+0.0138283j 0.00356961-0.00165878j -0.0108207+0.00477918j -0.00355029+0.00216574j -0.0020646-7.43217e-05j -0.00276592-0.0146383j -0.0172107+0.000934432j -0.0128578+0.00335968j 0.017613-0.000422457j -0.00482158+0.00703479j -0.00385485-0.0183824j -0.0243478-0.0101078j 0.00725855-0.0254744j 0.00457785+0.0086658j 0.00688222+0.0111961j 0.00228015-0.00097446j 0.00168147-0.0176855j 0.0178834-0.0166632j -0.000699086+0.00605565j -0.0170945+0.00210315j 0.00834228+0.00402817j -0.0372225+0.00387803j -0.01535-0.0184684j -0.00362629+0.00138924j 0.0234123-0.00362254j -0.00444025+0.00919034j -0.020761+0.0106343j 0.00105571-0.0297546j -0.00516822-0.0015155j -0.000112184-0.0173258j -0.0143007+0.0151609j 0.00995416+0.0127637j -0.00434831-0.00758568j 0.0123982-0.00546324j 0.00699901+0.00493062j -0.00593421-0.00507079j 0.0144386+0.0166889j -0.0100561+0.00443714j -0.000886447+0.00273787j -0.000955649+0.00224151j 0.00728672+0.00036738j -0.00841786+0.00733857j -0.00338179-0.00435757j 0.00572949-0.000240511j -0.00755868-0.0101564j 
0.0330829-0.0190372j 0.00241784+0.00835659j -0.0185909+0.038073j 0.025961+0.0173842j 0.00663725-0.0255309j 0.00493764-0.00914287j 0.00659597-0.00605159j -0.0180011-0.00174972j -0.00418843-0.021115j 0.0253187+0.00824217j -0.0117835-0.00173621j 0.00103208-0.0122145j 0.0187637-0.000173247j 0.00301248+0.00903349j 0.0110564+0.0280408j 0.00842872-0.0217239j 0.00157484+0.012029j -0.00536012+0.0134301j 0.00716845+0.0115168j 0.00125884-0.00188252j -0.00124669-0.0327227j 0.00964105-0.0128551j -0.00466592+0.0124703j -0.0135235+0.00582211j -0.0235606+0.0160674j -0.000609482-0.00460104j -0.00450433-0.000425484j -0.00627972-0.010907j 0.00276695-0.0165726j 0.000993852-0.0119625j 0.000247302+0.015197j -0.00454968-0.00422356j 0.0130097+0.0123772j -0.00870152-0.0100029j 0.00732443+0.00692914j -0.0169878-0.00264448j 0.00277177-0.00519466j -0.00338796-2.3852e-06j 0.00637362+0.00389217j 0.0164381+0.00517928j -0.000391858+0.0084297j -0.0261704-0.0072493j -0.00342799-0.00393696j -0.0221581+0.00600951j 0.00332394+0.00947056j 0.00329959+0.00151934j 0.0138873+0.0189939j -0.00580224+0.00816235j -0.0112774+0.012469j 0.0035595-0.0123468j 0.00344604+0.0161626j 7.41029e-05+0.00474667j -0.0154566+0.00995307j 0.00858557+0.0136335j 0.00705075+0.0118568j -0.00812585+0.0167261j 0.00179664-0.0104692j 0.00227827-0.0017776j -0.00104197-0.0101596j 0.00261072-0.00648112j -0.0107755-0.00624631j -0.00944266+0.00689187j -0.00140764-0.00859106j -0.00942925-0.00350701j 0.00460564-0.00153608j -0.00721608-0.00494016j 0.0122149+0.00777565j -0.0031697-0.00233211j -0.00843386+0.00757057j -0.0140568-0.0180248j 0.00513587+0.00915807j -0.00473728-0.000429338j 
-0.00240536-0.00567447j -0.00802574+0.000638717j 0.00928432-0.00146232j -0.0187862+0.0104354j 0.00175304+0.0217551j 0.003963+0.00297406j 0.00247926-0.00282493j -0.00164745-0.00724319j -0.00707794-0.0202208j 0.00461968-0.00471274j 0.00618789-0.00182296j 0.0058473+0.00159055j 0.00577767+0.00482656j -0.00253658-0.0145131j -0.00120809-0.01196j -0.00129154+0.022644j 0.0141135+0.000898334j -0.00664752+0.00117788j 0.00013797-0.0107j 0.00607466+0.0125309j 0.00839499+0.0122861j -0.00130172-0.0116653j 0.00479908+0.000228908j 0.00390269-0.00735443j 0.0107487-0.00370063j 0.000741603-0.01018j 0.0131161-0.00461883j -0.00788673-0.00839834j -0.0043415+0.00891612j 0.00485721+0.0101822j -0.0102456+0.00806122j -0.0143361+0.00353959j 0.0015936+0.0127411j 0.00359015+0.00278452j -0.0163912+0.00155833j -0.00629376+0.0172164j 0.0199415+0.00591952j 0.00481197+0.00649205j 0.0119467-0.00447809j -0.00242103-0.000211119j 0.00677556-0.0064672j -0.0204723-0.0149752j 0.0157113+0.00394045j 0.00705922+0.0101648j 0.00608385+0.00692831j -0.0141505-0.00900722j 0.0177409+0.00341346j -0.00466376-0.016559j -0.00182417+0.00504493j -0.0044913-0.0051853j -0.00384398-0.00443763j -0.00489475-0.00419801j 0.00536567-0.00400007j -0.00564201-0.000360179j 0.00103935+0.00766444j 0.00102065+0.0138485j -0.00304862+0.0024909j 0.000582246+0.000325575j 0.00724884-0.00648257j -0.00598924+0.0136092j -0.00446753+0.00149904j -0.00457651-0.00907647j -0.00622925-0.00354233j 0.017224-0.00148217j 0.00783989+0.0011922j 0.0129288+0.00730259j -0.00169352-0.00423472j 0.00184774-0.000652507j -0.00576869-0.0181907j 0.00447422-0.0134008j 0.00873203+0.0131138j 0.0100584+0.00351596j 
-0.0628234+0.0270243j 0.0297013-0.0350634j 0.0261333-0.0329709j -0.00154894-0.066574j -0.0199009+0.011436j -0.0193706+0.0256168j -0.0105484+0.0222721j 0.0211057-0.0104126j 0.00139984+0.00636548j -0.00194148-0.00964216j 0.0108221+0.00334984j 0.0101669+0.00272038j -0.000996279-0.00507514j -0.00375835-0.0280224j -0.0313145+0.0191308j -0.0284344+0.00723636j 0.00929032-0.008946j -0.0212874-0.00323251j -0.0203636-0.00509509j -0.000811236-0.00254345j 0.00317189+0.0081088j 0.00222499+0.00324477j 0.00545273-0.0042925j 0.00628123+0.00964231j 0.00931007-0.00381491j 0.0249588-0.00469222j 0.00795174-0.00971703j 0.00287156-0.0044953j 0.0178809+0.0156791j -0.00658439-0.00817017j -0.00479256+0.00749577j 0.00653641-0.00598015j -0.00612833+0.00146721j 0.00719424+0.000197584j -0.00842225-0.0170789j 0.00841799+0.0320483j 0.00640143-0.0136046j 0.00116613-0.000804923j -0.0364736+0.00925133j -0.00130386+0.000711779j -0.00541386+0.0103256j 0.0462553+0.00501227j 0.00411334+0.00793581j 0.0121967+0.0190896j -0.0199409-0.0285501j 0.00286403-0.0172273j -0.010153+0.00457893j -0.0044958+0.0057468j -0.013554-0.000703262j -0.053615-0.0129199j -0.0144962+0.00733118j 0.000580902-0.00147868j 0.0254378+0.00796008j -0.00531516-0.00816126j -0.0242601-0.00540897j 0.00638499-0.00393613j -0.0140091-0.0198632j -0.015553-0.0155458j -0.0153858+0.0170499j -0.00586865-0.0191763j 0.0307254-0.0103378j -0.00327719+0.0103563j -0.00771125+0.0142608j -0.00355118-0.000292052j -0.0286782-0.00318326j 0.0101212+0.00105444j -0.0260854-0.00823315j 0.00206313-0.00176391j 0.0015503+0.0151206j 0.0106152+0.0284745j -0.0117158-0.0148136j 0.00444315-0.017474j 
0.0152272-0.0269221j 0.0124631+0.00642343j -0.020414+0.0040239j -0.00162508+0.0207564j 0.00788171-0.0191315j -0.00492902+0.0006302j -0.00584251+0.0187582j 6.5023e-05-0.0173913j 0.00260879+0.00550418j -0.00526039-0.00275261j -0.00365235-0.0278853j 0.00458737-0.00568284j -0.0295835+0.0134813j 0.0136524+0.0226468j -0.0228411-0.00549571j 0.000889741+0.0133483j -0.00111885-0.0124196j -0.0069308-0.0209674j 0.00223561+0.000290153j -0.00442942+0.00990354j -0.0103941+0.0175677j -0.0207719+0.00128604j 0.00997993-6.65786e-05j 0.00296712+0.0104094j 0.00977544+0.0090919j 0.00598424+0.0131385j -0.00982909+0.00318186j -0.00682793+0.00471849j -0.00686632+0.000436015j 0.0106346+0.0116387j 0.0216362+0.000206737j 0.0150838+0.0013474j 0.00730603+0.00475171j 0.00099937-0.0179186j 0.00698842-0.0119757j -0.00580111-0.0139101j -0.00474398+0.0177983j 0.00107224+0.000782817j 0.00520196-0.0123772j -0.00881097+0.00457903j -0.00345288+0.0116511j -0.00993447+0.00299945j -0.0121773+0.0158811j -0.0235074+0.00498961j 0.0061026+0.0117154j 0.00336915+0.00367493j 0.0224189-0.00248784j 0.00753953+0.0150354j 0.00279246-0.00868315j 0.00859752+0.0140217j 0.00341387-0.0127437j -0.00299131+0.00686588j -0.0215501-0.0205339j -0.00527808-0.00452954j 0.0140855-0.00241928j 0.0042794-0.016825j -0.00220415-0.00497961j 0.0030947-0.000571958j -0.0153913+0.00454249j 0.00943975+0.0041937j -0.0133198-0.00252783j 0.00858302-0.000385605j 0.0086686-0.00794472j 0.00285962-0.00729037j 0.00366093-0.00331561j -0.00947981+0.000557911j 0.00686848-0.00481782j -0.000858562-0.00563894j 0.0097941+0.00838043j 0.00374228+0.00187282j -0.00423524-0.00350724j -0.00107163+0.00258385j 
-0.028016+0.0232502j 0.0158323-0.0285735j 0.023409+0.000893454j -0.00336746-0.0197778j 0.00420898+0.0150027j 0.0472196-0.00219797j -0.0241703-0.0314779j -0.0175239+0.0168906j 0.0177775-0.0132584j -0.00226256+0.00789872j 0.012775-0.000795745j 0.00150078+0.02563j 0.00736667-0.0127074j -0.000274892-0.00726718j -0.0191984+0.0114339j 0.00417213-0.0125146j 0.0261162-0.00604921j -0.018354-0.00277627j 0.00310119-0.023754j 0.0345691+0.00383974j 0.00789221-0.0165249j 0.0178136+0.0150324j -0.00346042-0.00328922j 0.00543951-0.00331198j -0.0010196-0.00356256j 0.0203172-0.00606561j 0.012436+0.00581924j 0.0208823+0.000517101j -0.00578888+0.00955909j 0.0104471+0.00543852j 0.0139532-0.00411512j 0.00890081+0.0229389j 0.00679411+0.0259026j -0.014022-0.00465063j -0.0347977+0.0162142j 0.00997347-0.00468301j -0.00561405+0.000924155j 0.00158724-0.000732737j -0.00417238-0.000397968j -0.014466+0.00404947j 0.0132387-0.00585493j 0.021435+0.00499349j 0.00271915+8.63719e-05j 0.017275-0.0139875j 0.0125909-0.00439954j -0.00722915+0.0107075j -0.0066964+0.000790317j 0.0228853-0.00610873j 0.00818792-0.0193629j -0.0209241+0.00671351j -0.00510114-0.00890967j 0.0101583+0.00464963j 0.00378708-0.00660885j -0.00588562+0.00145667j -0.00720444-0.00484596j 0.00267985-0.0057408j -0.0095439+0.00287788j -0.0056777+0.00974616j -0.0031323+0.00372806j -0.0157801-0.00597686j 0.0154654-0.013491j -0.00250154-0.00875742j 0.00450794-0.000443299j 0.00215155+0.00437233j -0.00991257-0.00319667j -0.0104484+0.000162163j -0.00683145+0.00344475j 0.0101472+0.00130851j -0.00530917+0.0122968j 0.00737682-0.0072387j -0.00457478-0.000497652j -0.00886883-0.00956871j 
-0.0320259+0.0505897j -0.0499162+0.0058713j 0.0255915-0.0441713j -0.0443387+0.0229626j -0.00694376+0.0297647j 0.0188244+0.0207734j 0.005498-0.0400123j -6.49918e-05+0.0136108j 0.0190068-0.0043665j 0.0177793+0.00047337j -0.0144838+0.00586594j 0.0118869+0.00280137j 0.0273513-0.0126427j -0.00160611+0.0113579j 0.00482425-0.00462753j -0.00719441+0.0167677j 0.00478256-0.00509347j -0.00868406-0.00118095j -0.0121244-0.00460903j 0.00692089+0.0108356j 0.0151584-0.00220307j -0.0222715+0.0204335j -0.0167072+0.00194002j 0.0170162-0.00213855j 0.0123975-0.00601908j -0.00962188+0.00487309j 0.0146298-0.00266977j -0.0152587-0.0232873j -0.0145014+0.00709421j 0.0176799-0.000229507j -0.0161225+0.000833909j -0.0190713+0.0107275j 0.0104391-0.0133775j -0.00679212+0.00269882j 0.00823151+0.00585042j -0.0115728+0.011405j 0.00197069-0.0210673j 8.18208e-05-0.0036385j -0.00571401-0.0136862j -0.0107983-0.0240083j 0.0166662-0.0150707j -0.016478+0.0040089j 0.0266375-0.0161674j -0.00625321-0.00498454j 0.0367811+0.00964849j -0.0122877-0.00054774j -0.0322827+0.00764533j 0.0186737-0.0317884j -0.00717615-0.00418534j 0.00113211-0.0171438j 0.0164745-0.00370767j 0.0206435-0.0232093j 0.0192006-0.00286083j 0.00643715+0.00659346j 2.22072e-05-0.0108856j -0.00137769-0.00140067j -0.00105391+0.000724524j 0.01049-0.0126359j 0.0397134-0.0158168j 0.00747332+0.0166392j 0.00340867-0.00212442j 0.0193671-0.0188269j -0.00856939-0.0120161j 0.0207259-0.0048431j -0.00389886-0.0078703j 0.0262246+0.0119963j 0.00564483+0.0108847j 0.0134352+0.0069536j -0.0230072-0.0231983j 0.00514236-0.00488433j 0.00725299+0.00167055j 0.00870026+0.00739749j 
0.019659-0.0106268j -0.0248892+0.0282313j -0.0168691-0.00744576j -0.0224521+0.0342406j 0.0107004-0.000554246j 0.00642875-0.0145291j 0.0168895-0.00707391j -0.00212714-0.00014627j 0.00602746-0.00898926j -0.00298404+0.000304292j 0.00569884+0.00688031j 0.00600912-0.00374396j -0.00351695-0.00786133j -0.0150008-0.00426402j 0.0182471-0.0255434j 0.0085684+0.0127198j -0.0033481+0.0111772j 0.00735714-0.0147278j 0.00967721-0.00725371j 0.0104105+0.0137044j -0.00845673+0.00766333j -0.0141705-0.0110293j -0.0119141+0.0110935j -0.00429702+0.0193053j 0.00453952+0.00522703j -0.0240592-0.00548142j -0.0209534-0.00160656j -0.013872+0.00205545j -0.00465581-0.0111276j 0.0180427+0.000510412j -0.00937648+0.00505851j 0.00795736-0.00440013j -0.00803087-0.0043934j -0.00864456-0.00878452j 0.00526309-0.000365091j 0.0049936+0.0104946j -0.00658183+0.00115395j -0.0140034-0.00854211j 0.0048079-0.00650028j -0.0103318-0.0187996j 0.00401261+0.00103886j -0.0194432+0.0075818j -0.00601909+0.0150438j -0.00324091-0.000460258j 0.0128997+0.0162755j 0.00595722-0.00331727j 0.00198459-0.0190717j 0.0104397-9.65403e-05j -0.00167892+0.00601246j 0.00473411-0.00683011j -0.0163879+0.0047663j -0.0157044-0.0148367j -0.0133674+0.0165973j 0.00716227+0.00761502j -0.00148743-0.010044j 0.00177142-0.00827544j 0.00389962-0.00310641j 0.0039719+0.00200879j 0.00634657-0.00795504j 0.0100705+0.00323808j -0.0208804-0.00282506j 0.0104027+0.00772982j -0.00114368-0.011424j 0.0104238+0.0117921j 0.00772142-0.0019894j 0.017405+0.00940192j 0.0165702+0.0106649j -0.00443427+0.0007802j -0.0124742-0.0110614j 0.00135124-0.0110806j 0.00516471+0.00307565j -0.00155004+0.00163171j 
0.00901864-0.0217432j 0.0355134-0.045524j -0.00598011+0.050072j 0.0424136-0.00386196j -0.00319939-0.0134052j 0.0149439-0.0221988j -0.0222265-0.0147947j -0.0149331+0.00185105j 0.0115757-0.021218j -0.0320838-0.00651168j 0.0138956+0.0229919j -0.00556351-0.00679953j -0.000683174+0.0172819j 0.0177223-0.00688153j -0.0198325-0.0048822j -0.014065-0.0106534j -0.00426071-0.00701561j 0.0167583-0.0311352j -0.00222513-0.00944931j -0.0243341-0.00507234j 0.0108257-0.00787342j 0.00673083-0.00306984j 0.0161193-0.000671609j -0.0101495+0.00269928j 0.00553767+0.0203407j 0.00090384-0.014293j -0.0204791+0.0123767j -0.00372915-0.0253484j 0.0131675+0.00133254j -0.0114764+0.00858638j 0.00587045+0.000437437j 0.0165911+0.00806333j 0.000354891+0.000956568j -0.00750348+0.0164466j -0.0169117+0.0140087j 0.00722533+0.00799691j -0.0152402-0.00110089j -0.00265755-0.013546j -0.0160406-0.00393619j -0.00867884-0.0137593j -0.00383182+0.0104979j 0.0162445+0.00231953j 0.00552652+0.00736631j -0.0143092+0.000683771j -0.00745923+0.0233952j -0.0115346+0.00381344j 0.00519924+0.00622345j -0.0211765+0.00706517j -0.00925399+0.00843263j -0.0109953-0.00285552j -0.00403985-0.00584262j 0.00635482-0.00521462j -0.0228487+0.0130871j -0.0340476+0.0188841j 0.00612657+0.00667084j 0.00770352+0.0129211j -0.00062732+0.00647718j 0.00662881+0.0364268j -0.0312126+0.00159744j -0.00453444-0.0153035j 0.0119046-0.00732424j -0.0161296+0.0196462j 0.00861943+0.00730803j -0.00521163+0.0162524j -0.00751644+0.00747982j -0.0129083-0.00827699j 0.00285869+0.00265056j 0.00113175-0.00635625j 0.00243464+0.0107904j 0.00608272-0.0271431j 0.00661696+0.0191124j -0.00445965-0.010702j 
-0.0102239+0.00504102j -0.0321881+0.0304058j -0.0237816+0.00153512j -0.0236899+0.0252688j 0.0125958+0.0252773j 0.00713079-0.0123387j -0.0134242-0.0147889j 0.00586948+0.00583942j -0.0182559-0.0110614j 0.00615536+0.00757297j -0.0112356+0.0109353j -0.00250373+0.00779959j 0.00573348-0.00449123j 0.00703842-0.00607615j 0.00482858+0.0182806j -0.00205092-0.0300041j 0.0101957-0.00799747j -0.0169514-0.0200922j 0.0032568-0.00274072j -0.00798505+0.0110262j 0.0119918+0.00558614j -0.0113562-0.00581548j -0.0129994+0.00248992j 0.00110463+0.0170632j 0.0140201-0.0012339j 0.00442857-0.00276743j 0.0122622+0.00258944j 0.01087-0.013707j 0.00672124-0.000712341j 0.0229502-0.00692476j -0.00572436-0.00427075j -0.00494948-0.00711645j -0.0108224+0.0123411j 0.0101265-0.00802674j 0.013413-0.00170962j -0.0119433+0.0153261j 0.00606788-0.00426156j 0.000432852+0.0144697j 0.012056-0.0105311j 0.00108903-0.00447972j -0.000463869+0.00227842j -0.0206457-0.00182622j 0.004515+0.00608331j 0.0154837+0.019939j 0.00332378+0.0165956j 0.00352797-0.00854131j 0.0046245+0.000520302j 0.00286394-0.00572923j 0.0187933-0.00952025j 0.0106844+0.00485742j 0.00070959+0.0234306j -0.00427725+0.00231555j 0.00944566+0.00687238j 0.0279388-0.0128799j 0.00624583+8.66632e-05j 0.00624769-0.00802582j 0.00136963+0.00558347j -0.00138597-0.0144343j 0.0167604-0.0167204j 0.0099984+0.0148356j -0.00931552+0.0145899j -0.00544415-0.00147979j -0.0075815+0.000449791j -0.00518395-0.000976521j -0.000754218-0.0133114j 0.0192633+0.0187449j -0.0149149+0.0120512j -0.0135425+0.00958097j -0.00341577-0.012804j -0.000916069+0.0112283j -0.00448132-0.00506314j 0.00705788+0.0109201j 
-0.0447733+0.0422857j -0.0121805-0.0240064j 0.0132927-0.0308892j -0.0208228-0.0275626j -0.00721451+0.0245924j 0.0025887+0.0190642j -0.00577798-0.0107999j 0.00797719+0.00166504j 0.0140999+0.00328953j 0.0194707-0.0147005j -0.00904683-0.00109212j 0.0123472-0.0112556j 0.0296182-0.00867256j 0.0096144+0.0116307j -0.00299865+0.00589122j -0.00833845+0.00933942j 0.0212391-0.00320915j -0.00323765-0.00092188j -0.0161743+0.00268156j 0.0101903+0.00692485j -0.00709034+0.0095137j -0.00975627+0.0147533j -0.0228029-0.00257018j 0.0167946+0.00706146j -0.0135281+0.00392367j 0.017701-0.00562943j 0.00335836+0.0113804j 0.00334132+0.00196464j -0.0165269+0.00514362j 0.0223971-0.00197488j -0.015118+0.00764894j -0.0121914+0.00758143j -0.00224567-0.0145552j -0.00842121-0.00834392j 0.00829329+0.0020131j -0.00735951+0.00437299j -0.0076916-0.0268553j -0.0151078+0.00593627j -0.00499662+0.00529174j -0.0102467-0.00561312j 0.0268463-0.0136214j 0.0102559-0.00524544j 0.0190328-0.0256584j 0.00363884-0.0192699j 0.00760758+0.00827283j -0.00141952+0.00365508j -0.00679289-0.00950157j 0.0201618-0.00383813j -0.0181536-0.00516004j -0.0288382+0.0102323j -0.0120607-0.00183339j 0.00703703+0.000385221j 0.0181095-0.011305j 0.00855969-0.0126156j -0.0238804+0.000803381j -0.00750352-0.011009j -0.0110535-0.011802j -0.00861703-0.0123225j 0.0153782+0.00940402j -0.0161639+0.00359302j 0.00730996-0.00647754j 0.00873618-0.0129531j -0.0120573+0.0118328j -0.00317656-0.0120404j -0.00603352+0.000844535j 0.0201303-0.0137313j 0.00580216+0.0143192j 0.00174217+0.0108821j -0.0074297+0.00986697j -0.00666835+0.00433098j -0.00191634-0.0140652j -0.0098319-0.0147691j 
0.0193133-0.00392974j -0.0287705+0.0382089j -0.0296625+0.00655863j -0.0285841+0.0432233j 0.022564+0.020302j 0.0525354-0.0317908j -0.00247202-0.0398048j -0.0172856+0.0383743j -0.00431874-0.0183701j 0.00734392+0.0091762j -0.00858585+0.00184682j 0.00546303+0.00116393j 0.00472376-0.0128693j -0.0136417-0.00173094j 0.0261958-0.0110564j 0.00113398-0.0225545j -0.00222331+0.00305044j 0.00503743-0.0237841j 0.0212469-0.0221393j 0.00303177+0.0230712j 0.0120268-0.00172771j -0.00243511-0.00051818j -0.018637+0.00936752j -0.00355932+0.00849585j 0.00840709+0.00480822j -0.0232317-0.00160577j 0.000949974+0.0126709j 0.00852507+0.00244334j 0.014012-0.00620365j 0.0240672-0.00234071j -0.00861152+0.00125433j 0.0105135+0.00273395j 6.39557e-05+0.00583875j 0.00180711-0.00538881j -0.000230546+0.0104126j 0.000429234+0.0108011j -0.00442361+0.000760727j -0.0078553+0.00266174j 0.00594058-0.0106283j -0.0015768-0.00920196j 0.0114127+0.00285259j -0.0203443+0.0175079j -0.00888393+0.0186917j -0.00358646+0.00440805j 0.0250332+0.0165825j 0.0175689-0.00154199j 0.00519948-0.0270349j 0.0150677+0.00903447j -0.0105491+0.00217988j 0.0185291-0.00571755j -0.00926546+0.0171633j 0.023686+0.00044298j -0.00578459+0.023176j 0.0252518+0.011044j 0.00237279-0.0162498j -0.00552343-0.0113746j 0.0199871-0.0180716j -0.00717579-0.00289315j 0.0290913-0.00915896j 0.0228882-0.00433j -0.00751705-0.00762176j 0.0203615+0.00348027j -0.0125107-0.0120574j 0.00497712+0.0172775j 0.00982566+2.21674e-05j 0.0297007+0.0132829j 0.0169732+0.0345113j -0.0200748+0.0162216j -0.0099411-0.00577175j -0.0204893-0.01636j -2.18662e-06+0.00441843j -0.0188138-0.0040131j 
0.0075223-0.0390301j 0.0211932-0.0226016j -0.00533924+0.0236353j 0.0167957-0.00552386j 0.00461302-0.0373428j 0.00100896+0.0186827j 0.00258097-0.00136085j 0.0122626-0.00668495j 0.0125614-0.00551672j -0.0198642+0.00813704j -0.0054256-0.00824804j 0.00606526-0.0208409j -0.0244507+0.00859997j 0.0128515-0.0209192j -0.025502+0.00821375j -0.00603353+0.00709425j -0.000951812-0.00334321j -0.0159341-0.0125353j 0.00271009-0.00201059j -0.0219557-0.0185367j 0.00846908-0.00235301j -0.00686023-0.00117117j -0.0015406-0.0123667j 0.00485186+0.0262584j 0.000815594+0.00115179j 0.00570394-0.0132861j -0.00794508-0.00554216j -0.00836219+0.0135542j 0.00779822-0.0261712j 0.00355996-0.015761j -0.00120049+0.00155505j 0.0291464-0.0283572j 0.00219491-0.0338874j 0.0133452+0.00391879j 0.00860686+0.013337j 0.00277516-0.0114729j -0.0305364-0.00328487j 0.00413125+0.0153495j -0.00796637+0.0209599j 0.00538332+0.0113323j -0.0159743-0.0102555j 0.0298297-0.032006j -0.00659937+0.0104501j -0.00940979-0.00647558j 0.00564811+0.00606074j -0.0020688-0.0152787j -0.0091701-0.000940441j -0.0110659+0.00644057j 0.0132723+0.0312178j 0.0293269+0.00165241j 0.00327176-0.00296469j -0.0189136+0.00602885j 0.0231853-0.0294847j -0.0132554+0.0129982j 0.00349355+0.0120508j 0.00206828+0.00736132j -0.0215285-0.0147442j 0.00310604-0.0105486j 0.00127676-0.00342886j -0.0098233+0.00862056j -0.00997812+0.000497173j -0.0122756-0.00944954j -0.00725763+0.00623498j -0.00793562+0.00390239j 0.00346521+0.00489527j -0.00810195+0.0115219j 0.010737+0.0143788j 0.0129944-0.00606067j -0.0131931-0.0128726j 0.00021671-0.00242417j 0.00736349+0.0165892j 0.00523236+0.00353286j 
-0.0312489+0.042026j -0.0359457-0.00239142j 0.0162015-0.0266382j -0.0164512-0.00517987j -0.0276584+0.00955509j -0.0068085+0.00288174j 0.0182486-0.0159906j 0.00683689-0.00643174j 0.0109451-0.00128171j -0.00289521+0.00789662j -0.00787454+0.01846j 0.00631837+0.014894j 0.0159205-0.0122755j -0.0098816-0.00459479j 0.014407-0.0033046j -0.0120304+0.00552555j -0.000587636-0.00014342j 0.00885451+0.00324504j 0.00400346-0.0134664j 0.00519746+0.000603268j 0.0193454-0.00995542j -0.0214914+0.0224971j -0.00079617+0.00961235j -0.0045132+0.0078486j 0.0100426+0.00260004j 0.0102854+0.00421048j 0.0085795-0.00868949j 0.00955266-0.00105326j -0.00652746+0.00505146j 0.00672495-0.00386864j -0.00461133-0.00312878j -0.0104512-0.00161841j -0.00467088+0.00710365j 0.00630287-0.000468667j -0.00395637-0.00212721j -0.00619347+0.00301229j 0.0220581-0.0012564j -0.000354507+0.00247269j 0.000821343-0.00441569j 0.000941708-0.00266622j 0.0226431+0.00122244j 0.0119032+0.0237028j 0.0214582+0.0092886j 0.00894744+0.00271412j 0.00230995-0.0167925j -0.000535051+0.00100989j -0.000789671-0.00596422j 0.0052123-0.0124595j -0.0128609-0.0117191j -0.0221931+0.00319173j -0.00364383-0.0079035j 0.000256564+0.00303469j 0.00419155+0.00867244j 0.0172532-0.0134365j -0.0251318-0.0075741j -0.00670989+0.0205674j -0.0203795-0.0053865j -0.0104474+0.0028023j 0.00588367+0.00245594j -0.0160669-0.0191079j 0.0243238-0.000919498j 0.0181546+0.00458173j -0.000302288+0.00267185j -0.00217974+0.0230755j -0.0106267+0.0158315j 0.0194064+0.00219452j -0.00168253-0.00785055j 0.00436333-0.0111719j -0.017873-0.00726304j 0.00600045-0.00649428j 0.00807518+0.00540002j 0.0103335+0.00306069j 
