-0.014479-0.000931619j 0.0396844+0.00986468j -0.0036151+0.0110044j 0.0487847-0.041059j 0.00503216+0.00310011j 0.0142076-0.0154276j -0.0706325+0.00908706j -0.00146429+0.00443977j -0.00339753+0.0123102j -0.00779203-0.014553j 0.0162863-0.000789301j -0.00814864-2.79063e-05j -0.0252004+2.84536e-05j -0.0178023+0.0076522j -0.00262361+0.0193704j 0.0199349+0.011119j -0.0232754+0.00568753j 0.0341417+0.000189041j 0.00200234+0.0219429j 0.00900049+0.0153453j -0.00341373+0.00294939j 0.00032296+0.00597726j 0.00310505-0.00210983j -0.022302+0.00538124j -0.00792108-0.00099347j -0.00676247-0.00949548j -0.0309627+3.07095e-05j 0.00727819+0.00459213j 0.02069-0.00215991j -0.00549213+0.0135209j 0.024867+0.00402305j 0.00250814+0.00322649j -0.00608273+0.0103974j -0.0165114-0.0118088j -0.0183738+0.00481961j 0.007222+0.00601649j -0.00134338-0.000706234j 0.00217066-0.0101024j 0.0215891+0.00700413j -0.00895673-0.0134595j -0.0271148+0.00874585j -0.0234711-0.0333143j -0.0282116+0.0053554j 0.0189847-0.0168914j -0.0325963+0.00938383j 0.0284696+0.00616264j 0.0200641-0.00361466j -0.0203842+0.00012532j 0.00751778-0.0361724j 0.0335102+0.013764j -0.043191+0.0070093j -0.00473607+0.0162047j -0.0488145-0.0448045j -0.0115078+0.00817052j 0.0274423+0.0033962j 0.0209915-0.0414744j 0.0398611+0.0176852j -0.00106512+0.00208817j -0.0494738+0.0291041j 0.0640755+0.0285954j -0.0279778-0.0370602j -0.0285721-0.0297291j -0.0040684-0.0198774j -0.012233+0.00478177j -0.00174833+0.00258861j -0.0627489-0.0384245j 0.0263165+0.0268465j -0.00365072+0.0666491j 0.110406+0.084388j -0.00468865+0.066972j -0.146193-0.0963249j -0.000412246+0.0445106j 
-0.0116062-0.020159j 0.0232147-0.0109298j 0.0306001-0.0158551j 0.0123858-0.027558j -0.0154345+0.00295556j -0.0412525-0.00129199j -0.0248491+0.0490391j 0.0456623-0.000329211j -0.0250522+0.0117071j -0.00431755+0.00666286j -0.000691149-0.0379541j 0.00679394-0.0132434j -0.0498702+0.0142912j 0.0340152+0.0137324j -0.0334345-0.0275139j 0.0668071-0.033045j -0.0340976+0.00547934j -0.0251756+0.0394047j -0.0248256+0.0453627j -0.0761681+0.0118413j 0.00837378+0.0436419j 0.0170474+0.0264238j 0.0149516-0.0106553j -0.00585526-0.0650029j -0.0490127-0.0329372j -0.000390799-0.00630706j 0.0360482-0.0198367j -0.036206+0.0599273j 0.020253+0.0380349j -0.057157-0.07247j -0.0309822+0.00717941j 0.0197081+0.0145702j -0.0430845-0.0299403j 0.0658586-0.0276692j -0.0101158+0.00770319j 0.0430804-0.0212282j 0.0220743+0.0603198j 0.0180699+0.0276085j -0.0676111-0.0585451j 0.066142+0.00490491j 0.0272978-0.0596562j 0.0250897+0.016455j 0.0523111+0.0141449j -0.0121112+0.0164575j 0.00490859-0.00932367j 0.00609044-0.0437317j 0.0928858+0.00466189j 0.0119287+0.0598684j -0.00397402-0.014221j 0.0132914+0.0150753j 0.0108616-0.058865j -0.0261134-0.00187603j 0.0242555-0.0406076j -0.104777+0.00684668j 0.00457785+0.000304521j -0.00957356-0.0223033j 0.0359375+0.0600243j -0.0212573+0.0233561j 0.00338427+0.0186706j -0.0210051+0.0607981j 0.0240797+0.0476447j -0.0260984+0.0164932j 0.0174379-0.000917073j 0.00681037+0.00809299j -0.0139371+0.0327562j 0.0235179-0.00305461j 0.0217141-0.0404482j 0.0575648+0.000233706j 0.0283997-0.0299218j 0.0341561+0.0172074j 0.0476417+0.0178312j 0.0292415-0.018967j 
0.0147007+0.0109847j 0.00152489+0.0308718j -0.00477956-0.00246514j 0.04093-0.0366181j 0.000308724-0.000795119j 0.00943467-0.00974183j -0.0785216+0.00553101j -0.0349803+0.0323613j -0.0364127+0.00443593j 0.00181863-0.000393628j 0.0242376+0.0316479j -0.007249-0.0216183j -0.0259439-0.074124j -0.0774648-0.00371235j 0.0767581-0.0119401j 0.0622528+0.0446638j -0.0409391+0.00866196j 0.0568959+0.0821768j -0.00291395+0.10519j -0.00929066+0.0604363j 0.0135036-0.0726968j -0.0990974+0.000258622j -0.039145-0.0181681j -0.0930005-0.0132889j 0.0103136-0.00384695j 0.0404517-0.0240809j -0.000999455-0.0291213j 0.13578+0.079121j 0.0466491-0.0191641j 0.0368652+0.00303045j -0.0535435+0.090134j 0.0498169+0.00617251j -0.0662524+0.0301957j -0.032841-0.0830562j 0.0459072+0.133796j -0.00353027-0.100951j 0.0481478-0.0135173j 0.0165957+0.0559576j 0.0100098+0.0313044j 0.0297075+0.0159547j 0.0564416+0.0203961j -0.0686534+0.0475339j -0.0390491+0.0696335j -0.0111542-0.0511645j -0.0128417-0.0519955j 0.182267+0.0790629j 0.0545756+0.0552117j -0.0207447+0.0385814j 0.0305285-0.0995854j 0.0706343+0.0729382j -0.00760134+0.0402635j -0.00328735+0.0553415j 0.0208857-0.0641282j -0.016834-0.0465647j 0.0678579+0.0121809j -0.0585819-0.110805j -0.0153467+0.0714273j -0.0391209-0.0325791j -0.0394653+0.0846125j 0.00203165+0.057647j -0.0512125-0.00475729j 0.0490971-0.0286713j 0.0297263-0.0172857j 0.0144616+0.000906761j -0.0426912+0.0203212j 0.0161535-0.0698545j 0.0357484-0.0172366j -0.016911+0.0726524j 0.0979967+0.0292137j -0.00595218+0.0999984j -0.0806416-0.0356979j 0.0330171+0.0855109j 
0.0125863-0.0460173j -0.0145752+0.0154025j 0.00192697-0.0259089j -0.00102637+0.0423707j -0.00730795+0.00627844j -0.0743385+0.0201388j 0.0186867+0.0459832j 0.0662607-0.0262069j -0.0464527+0.0140337j -0.0118888+0.00347998j 0.0174372-0.037232j -0.0227705-0.0100697j -0.0353958-0.00194345j 0.0333482-0.0042406j -0.0480366-0.050547j 0.0729808+0.0258424j -0.0424761+0.0228243j 0.000528349+0.0230503j -0.0178062-0.0201232j -0.0209629+0.049633j -0.0432516+0.0947762j -0.00479338-0.00763016j -0.0241756+0.0174831j 0.0602042-0.0722588j -0.0666669-0.0399569j -0.0642836-0.028125j 0.0130517-0.00847245j -0.0329715+0.0746779j -0.0428438+0.0197456j -0.00331196-0.0385683j 0.00299238-0.0340181j 0.00883536+0.0543247j -0.0239761-0.0210505j 0.0977646-0.0164558j -0.0154603-0.00624422j 0.0435249-0.0234465j 0.0285794+0.078337j 0.0436088+0.00705369j -0.0231464-0.0829008j 0.0363627+0.0897787j -0.000862924-0.0403066j 0.0385127-0.0211586j 0.0565183-0.0111787j -0.0369445+0.0228696j 0.0118118+0.00297752j -0.0700155-0.0775266j 0.123115-0.0417662j 0.0205991+0.00962237j 0.00909153-0.0103755j 0.0512349+0.00119285j 0.0250688-0.128378j -0.0411364-0.0178538j 0.00399769-0.0636314j -0.0809742+0.00736704j 0.0199216+0.0334454j 0.0260932+0.0348935j 0.0317646+0.0747886j 0.00608259-0.0072499j 0.00481355-0.0069759j 0.00892785+0.117523j -0.0318669+0.0191125j -0.0288219-0.0516728j -0.00405867-0.0433669j 0.0268396-0.0246355j 0.0323144+0.0261461j 0.0230004+0.000269822j 0.0306909-0.0515804j 0.0320321-0.0139839j 0.0173882-0.101301j 0.0783626+0.0258372j 0.0204328+0.0643835j 0.0746087+0.0689212j 
0.0256736+0.0172815j -0.0198497-0.00657514j 0.000328534-0.0144743j 0.00779816+0.0328364j 0.0316052-0.0314578j -0.0624652+0.0204463j 0.0678174+0.0557486j 0.00802614-0.121253j -0.0200806+0.0420354j -0.0560908-0.0453847j 0.0343777+0.00222696j -0.0531648-0.0158741j 0.0253022-0.0370063j -0.0377947+0.0319878j -0.00120435+0.0110894j -0.0292595+0.0825969j 0.0441423+0.00175763j 0.0554403-0.00227692j 0.00654987-0.0437472j 0.0845253+0.0268439j -0.0668775-0.00407038j -0.0522052-0.0550044j -0.0386359-0.0649686j 0.0751341+0.0460812j -0.0661144+0.0148347j -0.00745626-0.0145514j -0.035153+0.0803972j 0.0227773+0.0358822j -0.101305+0.0285333j 0.045794+0.124678j 0.0487703-0.00351798j 0.0123882+0.0438405j 0.0435315+0.0447682j -0.0502357+0.00954587j -0.0248124-0.0685962j -0.0419634-0.0646847j -0.00451158+0.0399178j -0.0645898-0.0459592j 0.108354+0.0330627j -0.0771031+0.016795j -0.0837248+0.0416389j -0.003037-0.0839139j -0.0254-0.0497194j -0.0517871-0.0688017j 0.011377-0.0533625j -0.0858357+0.0864186j -0.0404461-0.0321168j 0.0183898-0.0576626j 0.010571+0.0015661j -0.0523423+0.00544258j 0.00459852-0.0507949j -0.0282889-0.0260976j -0.0837538-0.0394926j 0.0455777-0.00997312j 0.00830029-0.0221546j 0.0349178-0.0818104j 0.0251476-0.00463693j 0.0506438+0.0456901j -0.0644073+0.037408j 0.0206165+0.0721822j -0.00463713-0.0508635j 0.0333614+0.00594191j 0.00740188-0.00575381j -0.0376348-0.0731132j 0.0572212-0.0093143j -0.0520185-0.0942783j 0.0233911-0.0187424j 0.0232489+0.00140717j 0.0468331+0.0600364j 0.0156209+0.0369235j -0.0186485-0.0467573j -0.00820808+0.0426587j 
0.0184181-0.0225033j -0.025545+0.0107127j -0.0219702+0.00634865j -0.0205834+0.0427845j 0.0187632+0.0221541j 0.00771548+0.0120996j -0.0112557-0.0465309j 0.00600458+0.041509j 0.0403265-0.0198258j -0.0269707+0.0616677j -0.0348601-0.0334755j 0.0373697+0.00561233j -0.0177236+0.0863913j 0.0374289-0.0244159j -0.0207248+0.0251729j 0.00539871+0.0042334j 0.0700241+0.0455333j -0.0849477-0.0175514j 0.0355525+0.0576631j 0.0909156+0.0243582j -0.0514274+0.0214963j -0.160839-0.073909j -0.0623503-0.0181351j 0.0456584+0.00363647j 0.0134539-0.039621j 0.00841848+0.00134052j 0.0438574+0.0574845j 0.055258-0.0295646j -0.0165426-0.0417231j 0.0454523-0.0367625j -0.0240985-0.00164899j 0.0631502+0.0058189j 0.0659775-0.0301722j -0.146603-0.0723218j -0.00855504+0.104742j -0.119445-0.117976j -0.116559-0.113j 0.0165811+0.0517035j -0.0420642+0.0353405j 0.00318999-0.0927567j 0.0699064-0.0106411j -0.0462666+0.0079599j 0.0799349+0.0165409j 0.075842-0.062689j -0.0392699+0.0404407j 0.0187368+0.0857958j 0.0185631+0.0313092j -0.0753714-0.0231946j 0.057368+0.00197602j -0.00515592+0.0201716j 0.0360361-0.0415545j -0.0261325+0.0439567j 0.0164367-0.0798664j 0.0105998-0.0135347j 0.0786547+0.055293j 0.01158-0.0394395j -0.0636968+0.0346558j 0.0497722-0.0370856j -0.000202366-0.0297757j -0.0494505+0.08205j -0.0697061+0.0922618j -0.0291657-0.0760253j 0.00798614+0.0562909j -0.023627-0.0297731j -0.0233232+0.00746018j 0.0350488+0.0169499j 0.00632716+0.0208307j 0.00639258+0.0208125j -0.0171441-0.0721348j 0.0421795+0.00655843j 0.0390154+0.0389362j 0.0264683+0.0307971j 
0.0502017-0.0390231j 0.018403+0.0112787j -0.0376615+0.0530259j 0.0525152+0.0489393j 0.0101782-0.0131246j -0.00150528+0.0162327j 0.0160566-0.0270713j -0.0108572-0.0182154j 0.058123-0.032332j -0.0189772+0.0229592j -0.00299806+0.00172162j -0.0332001+0.0440703j 0.0190637+0.0306943j 0.0390057-0.0390969j 0.00442984-0.0282621j -0.0294305+0.0759554j -0.191837-0.0161042j 0.00432644-0.115968j 0.043634-0.083184j 0.0616627-0.011463j -0.0332234+0.0754192j 0.0112307-0.0387369j -0.0454009+0.227034j 0.0252873+0.0989489j 0.118095-0.0114697j -0.145774-0.063932j -0.088446+0.0114656j 0.149642-0.0243326j 0.0110015-0.0439259j 0.0913011-0.0589268j 0.0850205-0.0673882j 0.0593303+0.0200565j -0.0496874+0.0484988j 0.04793+0.0367638j -0.052898+0.0221759j 0.0336843-0.0148115j 0.0564238-0.0812988j 0.106848-0.0357755j -0.0867653+0.00136015j 0.0747881+0.040318j -0.0509507+0.117853j 0.0200578-0.0715352j -0.0526559+0.109981j -0.015532+0.0519776j -0.0567439-0.0166434j 0.0128683-0.0827847j -0.0509997+0.0379873j -0.106496-0.0644764j -0.00458157+0.0454772j 0.0233223-0.0602452j 0.0336374-0.00747917j -0.000772447-0.0579602j 0.0320093+0.0259703j -0.00783483+0.032497j 0.09469+0.014942j 0.0539888+0.0418929j 0.0330627-0.0210638j 0.0758977-0.0249343j -0.0523717+0.00371694j 0.0602895+0.0239685j -0.0466373+0.0251391j -0.00487736-0.0276761j -0.0205673+0.00614696j 0.0201763-0.0143251j -0.00663722+0.00502083j 0.0105381-0.00541204j -0.00402598+0.00242251j 0.000608468+0.0114597j -0.00389207-0.0351996j 0.0206619-0.0308371j -0.000427943+0.035988j 0.0159772+0.0192082j 
0.0531399-0.0605261j 0.0190527-0.00349047j -0.0206503+0.0513401j 0.0553024+0.0647776j 0.0124875-0.00841714j -0.0389281-0.061061j 0.0186854+0.0522634j 0.0334687-0.0377361j 0.0575029-0.0976535j 0.0480324+0.0350849j -0.0578561-0.0398404j 0.0206479-0.0780086j 0.106107+0.0255802j 0.0550744+0.0251725j 0.0086716+0.00893205j 0.0665298+0.0496953j -0.110378+0.0509015j 0.145398-0.0587174j -0.132707+0.0432388j -0.123655+0.0702945j -0.0590736+0.0020262j 0.0164661+0.0249536j 0.0633249-0.143407j -0.116087+0.114451j -0.0770645+0.118918j -0.0642797-0.0629337j -0.0588659+0.137918j -0.0155805-0.0215287j 0.0595551+0.116303j -0.0414612-0.0583288j -0.151045+0.169222j 0.0106465-0.0756613j -0.131826-0.0817895j -0.0364338-0.0176195j 0.00974146-0.00376397j 0.114728+0.0558188j 0.0318351+0.0406684j -0.0714343-0.00779994j -0.0582387+0.0439204j -0.00709262-0.0773736j 0.0759408+0.000790034j 0.0139941+0.105682j 0.0246302-0.0692783j -0.12914-0.0525721j 0.0978378+0.00890805j 0.0286077+0.0532347j -0.0215843+0.0229781j -0.000720179-0.0129772j -0.0122538+0.0413164j -0.00339957-0.0632409j 0.0270111+0.0104871j 0.0466869-0.111837j 0.0341506+0.0994517j -0.0929743+0.00236871j 0.0785645-0.0622835j 0.0603936-0.052911j 0.0541643+0.0364471j 0.0271909+0.0840695j -0.0569982+0.0572824j -0.0334079-0.00912945j 0.0452377+0.0353208j 0.0418441+0.0767035j 0.0610894-0.0209491j 0.00430643+0.0205178j 0.0305053+0.0282159j 0.0295105-0.0209311j 0.037687+0.00249714j 0.00655415-0.0174747j -0.0142241-0.0236741j 0.025954-0.0687584j 0.0539458+0.047956j 0.000517245+0.000590632j 
0.0233439-0.0197783j 0.0269318-0.00439633j 0.0149172+0.044418j 0.0286968+0.00108039j -0.0113748-0.0205313j -0.0167913-0.0338831j -0.002464-0.0481984j 0.00910807+0.00257165j 0.0476856-0.0384636j 0.0947114+0.00201645j 0.0208772+0.00502848j 0.0115016-0.0299056j 0.0477846-0.00936029j 0.0412623+0.0677691j -0.0248062+0.150163j 0.064583+0.0301221j 0.03192+0.0665412j -0.103945+0.0211513j 0.124469+0.060767j 0.0956383-0.0179726j 0.0185653-0.162208j 0.0550908+0.0960986j -0.0399343-0.0488268j -0.0545002-0.0219352j -0.0491359-0.0808082j 0.0882923+0.00496335j -0.183662-0.1037j -0.0953758-0.0353893j -0.074759-0.211393j 0.0163262+0.0542793j 0.0589021-0.0722965j -0.137297+0.118701j 0.172121-0.00132985j -0.0148752-0.00017004j 0.180493-0.158752j -0.106607+0.0428711j -0.092925+0.00966137j -0.0546185-0.0714818j 0.125475+0.00148271j -0.0397255+0.0829157j -0.02103+0.00903642j 0.090991-0.0535335j -0.0260832-0.0887805j 0.0303378-0.0603302j -0.0217344+0.0154246j -0.0482209+0.0305594j -0.0500293-0.111453j -0.069214-0.0370756j -0.0542808-0.013809j -0.0693775+0.0241649j -0.00496815+0.0706206j 0.0132233+0.0154754j -0.00421581+0.01715j 0.0144604+0.00181071j -0.0066117-0.0443115j -0.0326351+0.0529278j 0.0115424+0.0199095j 0.0850525-0.0309338j 0.0201526-0.0295003j -0.0604396+0.072195j 0.0134729+0.0866525j -0.0662953+0.0225281j 0.00105198+0.0256678j -0.0973685-0.0403602j -0.0192866-0.00953264j 0.0247874-0.0269792j 0.011278-0.0112284j 0.00110785+0.0145925j 0.00795366-0.0200338j 0.0112605+0.00527501j 0.0123908+0.024522j 0.0298148+0.00836402j 
0.0068438+0.01995j -0.00894472-0.0138561j -0.00357064+0.02317j -0.00830771+0.0095431j -0.00276352+0.0163876j 0.0779613-0.00528153j -0.0373186-0.065847j -0.0075421+0.0299216j -0.0127939+0.0147281j -0.0313562+0.0113732j 0.0740957-0.00765564j -0.0119433-0.00896216j 0.00188115-0.00793277j -0.0185489-0.0135405j -0.0177324-0.0258401j -0.0225175+0.0248164j -0.0531213-0.0225298j 0.0123484-0.0865426j 0.0575341-0.0317197j 0.0263239-0.0682698j 0.163177+0.0531388j 0.0310703+0.00244607j 0.0484815+0.040404j 0.0653373+0.0469417j 0.0385211+0.0605763j -0.024029-0.118429j -0.00489419-0.120661j -0.0579376+0.0814915j -0.0755983-0.0291983j 0.10759+0.00468032j 0.0760285-0.140873j -0.0692774+0.00210566j -0.00571524+0.0681202j 0.232372+0.149567j -0.0185151+0.0125443j 0.031536+0.0813353j 0.0519349+0.033493j 0.06944-0.114038j 0.0286226+9.64244e-05j -0.10971+0.0978966j -0.0357366+0.00706087j 0.0736669-0.00493994j -0.00907783+0.0163858j -0.0488488-0.0422863j 0.08185+0.0402497j -0.0547684-0.132645j 0.0752436-0.0556881j 0.0486913+0.0660133j 0.00122591-0.0429874j 0.0330344-0.0567909j 0.0197919-0.0456132j 0.0282681-0.0079861j -0.0181941+0.0130794j 0.00987821+0.052672j 0.0544558-0.0750104j 0.0300065-0.0506423j 0.0684139-0.0728095j -0.019053+0.00729904j 0.031234+0.104341j 0.0213193+0.0302784j -0.00395723-0.0957765j 0.00358495-0.0352473j -0.0240092-0.0283711j 0.0653779-0.0409937j 0.0575053+0.04598j 0.0119403-0.0588898j 0.0363453+0.0777998j -0.0155588+0.0260092j 0.0186833+0.0598795j -0.0386262-0.00576384j -0.0272036-0.0340133j -0.0477702-0.0212832j 
0.0178201-0.00529375j -0.0196305+0.0303643j -0.0188695-0.0227108j -0.0365158+0.0672751j -0.0302937-0.00847763j 0.0123416-0.00412872j 0.0308595-0.0298561j -0.00836539+0.00366741j 0.0295435+0.055196j 0.0236031+0.0224943j -0.0249106+0.0717162j -0.02131+0.0709865j -0.0510343-0.0558852j 0.130499-0.0595345j -0.015508-0.0906693j -0.020051-0.0509927j 0.0432873-0.19017j 0.100583-0.0405194j -0.0587856-0.0568136j -0.0933183-0.0530582j 0.0152279+0.00182019j 0.108408+0.0594779j -0.0308657-0.0433663j -0.0976747-0.185465j 0.192484-0.175406j 0.0114711+0.161793j -0.0290966-0.11624j -0.00249442-0.189223j 0.238549-0.0828608j -0.0223822+0.200355j 0.0179892-0.0932771j -0.156181-0.0365257j -0.0167388+0.0324243j -0.0239307+0.106264j 0.0569186-0.0700944j 0.118345+0.0250788j 0.105158+0.142895j -0.0833711+0.0723587j 0.0104141-0.120295j -0.0205194+0.0852389j -0.00841606-0.00255017j -0.0257418-0.042035j -0.0478404+0.0369231j -0.0447676+0.0627087j 0.101327+0.0806885j 0.0195552+0.00658324j 0.0226718+0.0394965j 0.00518931-0.0159372j 0.0100647-0.0107844j 0.0282781+0.0759435j -0.0124611-0.050595j -0.0627736+0.0087723j 0.0373391+0.0312414j 0.0160432-0.0238044j 0.0481533-0.0145569j -0.038975-0.00625005j 0.0651994+0.0224936j 0.00446312+0.0233042j -0.0467412-0.0194259j 0.0323739+0.0762459j 0.0187393+0.0249949j 0.0567992-0.00797596j -0.0058756-0.0229168j 0.00118231+0.0433988j -0.0135767-0.000376903j 0.0439584+0.0332387j -0.0016956+0.00594792j 0.00172892+0.0172054j 0.00786651-0.0775284j 0.0557414+0.0196711j 0.0293522+0.032826j 0.0250954+0.0449545j 
-0.00802506-0.0115783j 0.00174465+0.00830826j 0.00194064-0.00937366j -0.0161606-0.00897574j -0.0129774+0.0066177j 0.00117284-0.0385012j -0.0295858-0.0285774j -0.0170344+0.0583804j -0.0550269+0.0442455j 0.0179395+0.0532499j 0.0693256-0.0303984j 0.0155403+0.0011479j -0.0816624+0.0351216j -0.0830069+0.0487598j -0.0277585+0.0235674j -0.0932473-0.187271j 0.0064084-0.12935j -0.194032-0.17438j -0.0613244+0.0679159j -0.0654074-0.157391j 0.117155-0.0799062j 0.13271+0.0971235j 0.079083+0.07098j 0.0313496+0.271397j -0.021567+0.271897j 0.199529-0.126461j 0.0108613-0.0423045j -0.000183198+0.0365702j 0.0209216+0.028038j -0.0415986+0.0046153j 0.0182802+0.146773j -0.115003-0.24663j 0.173486-0.00728375j 0.0855663+0.0347234j -0.0217405-0.0828307j 0.0882046+0.153768j 0.0837862-0.030578j -0.0422639+0.0306722j 0.0632901+0.0610686j 0.0477088-0.0548081j -0.0611876+0.0554024j -0.0212296-0.0881188j -0.0802294+0.00961211j 0.0105293+0.0569704j 0.0578202+0.00203077j -0.0120011+0.0743843j -0.00795513+0.0839927j 0.00234623-0.0201096j 0.0524636-0.00517822j 0.0461962+0.0471352j -0.081213+0.0417047j -0.0315394+0.0392661j 0.0398645-0.0383735j 0.011133+0.0217614j -0.00506068+0.00958577j 0.0294558+0.0151563j -0.0878389-0.014227j 0.041539-0.00674891j -0.0392954-0.0324262j -0.053135-0.0242571j -0.0245925+0.0259725j 0.0162617-0.0236236j 0.00813979+0.0223827j -0.0168225-0.0128494j -0.00792039-0.00623444j 0.00595834+0.00689661j 0.00446517-0.0195291j 0.0105485+0.0263146j -0.00598488-0.056419j 0.0223716+0.0222184j 0.015069+0.0159945j 0.040956+0.017978j 
-0.0182754+0.0122052j -0.00894024+0.00118861j 0.0212959-0.02121j 0.00145199-0.0356884j -0.0193111+0.0236548j 0.0395775-0.0142412j -0.0607155-0.0208894j 0.0213276-0.000349763j -0.0196073-0.050615j 0.042526-0.0350394j -0.0898596+0.0967191j 0.00807922-0.00876432j 0.143347+0.00549813j 0.0970589-0.136397j 0.168925+0.0480032j -0.0293968-0.124669j -0.0205545+0.0213511j 0.0356406+0.0284652j 0.148553-0.12076j 0.00937438-0.164249j 0.121534-0.0306314j 0.0487194+0.0491788j 0.0915101+0.2073j -0.112586+0.13826j 0.157027-0.0641527j -0.112382+0.0203204j -0.226673+0.0317454j 0.193921-0.0124839j -0.0217841-0.0121052j -0.0867129-0.0667052j -0.0488524-0.0520659j 0.0506604-0.0161332j -0.230082+0.152282j 0.0170135+0.0243686j -0.0193328-0.0551368j 0.0776216+0.19077j 0.0554811-0.0422181j -0.00160536-0.12009j -0.112315+0.152031j -0.0378817-0.0681243j -0.0152378+0.0298099j -0.0251454-0.0465688j -0.0807715-0.0113617j 0.0973035-0.0825693j -0.0174009+0.0313663j 0.0405976+0.0356029j -0.00625323+0.0297169j -0.00872924-0.00589226j -0.0302797-0.00736713j -0.0202752+0.0208201j -0.0666926-0.0492934j -0.0439567-0.0287685j -0.0252445+0.01454j 0.060375+0.00766531j 0.0266878+0.0234349j 0.0117735+0.0445838j 0.0108497+0.0616071j 0.0157695-0.00574662j -0.0426111-0.0634393j 0.0167297+0.00563994j 0.00105832+0.0194725j 0.0135121-0.0134186j 0.0189838+0.00775131j -0.0076812-0.0271722j -0.00725949-0.0131905j 0.0036222-0.0320017j 0.00243446-0.0559537j -0.000911129+0.0120759j 0.0337163-0.0193688j 0.0302224+0.059788j -0.0240733+0.00214509j 0.0390819+0.0267525j 
-0.00718381+0.00393723j -0.022353-0.00358182j 0.00993854-0.0274995j -0.00986116+0.0069626j -0.0185305+0.00744173j 0.0034521+0.053365j 0.0511753-0.0616891j -0.0204124-0.0145082j -0.0321771-0.0180753j -0.0527346+0.0256007j 0.0905432+0.0673893j 0.00385413-0.104038j 0.0968844-0.081295j -0.0873765+0.0139128j 0.0479169-0.0130089j -0.000232952+0.0792379j -0.0794212+0.0978516j 0.0977091+0.0815152j -0.0540029+0.0249748j 0.0575218+0.019219j 0.111349+0.00192321j -0.0224412-0.0637495j 0.111648-0.000947278j 0.0390751+0.0636947j -0.11107+0.231665j 0.0354868-0.207535j 0.0617048-0.0341465j 0.0318462+0.118082j -0.135488+0.0843769j 0.122685-0.0224833j -0.0170729+0.0152044j 0.065808-0.00114075j -0.0522572+0.0835387j 0.179385+0.0589538j 0.0262884+0.122657j 0.0371077-0.0314884j 0.068963-0.0401998j 0.0580527-0.049245j 0.0263289+0.0325536j -0.0969512+0.143433j 0.0541759+0.000143482j 0.0842281+0.130104j 0.0230328-0.013091j -0.0948751-0.0543038j 0.0440286-0.0424974j 0.042081-0.0576372j 0.0647115-0.0145566j 0.010215-0.0672342j -0.0130392-0.0358496j -0.0399331-0.042116j -0.0116012-0.0468854j -0.0347071+0.0369867j 0.0375348+0.0167644j -0.00824601-0.0463472j -0.0126138+0.0047985j -0.0668108+0.0595128j -0.0383269+0.0873412j -0.0203097-0.0649234j 0.0120239-0.0880357j -0.0894864+0.0199619j 0.00895617+0.0454188j -0.0317257-0.0191712j 0.0210621-0.0013569j 0.0034185+0.0495425j -0.0279557-0.0241559j -0.00345891+0.0494537j -0.0329263-0.0334997j 0.0228727-0.0580135j -0.0565271-0.0775373j 0.0360249-0.00824792j 0.0617263+0.063513j 0.0278835-0.0142937j 
-0.00707212+0.00766938j 0.0188451+0.0105192j 0.0106615-0.00228058j 0.0434009-0.0117505j -0.0318742-0.0319031j 0.0109356+0.0494582j 0.0620216-0.0448447j -0.0250369-0.0122505j 0.102605+0.00458735j -0.0197428+0.0363443j -0.0181251-0.0623486j 0.0447981-0.0270413j 0.0311403+0.0838981j 0.0914784+0.148632j -0.135637+0.0761663j 0.0728892+0.121176j -0.15525+0.0726408j 0.132385-0.127761j -0.200214+0.0554312j -0.0363409-0.0441761j -0.0113335+0.152356j 0.0203451+0.0219917j 0.17458-0.115034j -0.00103495+0.0184275j 0.0129466+0.083057j -0.0968919-0.0615472j -0.0462094+0.0396038j -0.190578-0.176403j 0.102153+0.0558023j 0.0668672-0.0206864j 0.0461996+0.00227399j -0.0758736-0.10878j -0.0122283-0.11343j -0.00328668+0.156875j -0.00752813-0.0174649j -0.0144433+0.075972j -0.0305888-0.0267394j 0.0183487-0.0389201j -0.00281802+0.0292957j -0.0894028-0.115797j 0.029723-0.0542696j -0.0673033-0.00478262j 0.052417-0.127531j 0.0628878-0.0184324j 0.00379696+0.0423024j -0.0426542-0.00673179j 0.00489973+0.00996935j -0.00826801-0.124293j -0.0281612+0.0272991j 0.0107391-0.0304797j -0.0615078-0.0617957j -0.0402383-0.036994j -0.0534316-0.079109j -0.00949804-0.0413522j -0.00430901+0.00505492j 0.0536869-0.0121375j 0.0396373+0.0322229j 0.0418588-0.0238147j -0.038413-0.0549277j 0.0826695+0.0430909j 0.0233728-0.00720123j -0.0493479-0.0315787j -0.0228122+0.0203916j -0.046333-0.03341j -0.0256635-0.02572j -0.0190733-0.0565797j -0.00864926-0.00044541j 0.0150305+0.0427127j 0.0907614+0.0309644j 0.0229758+0.113814j -0.0735128-0.0194701j 0.0464183+0.0679658j 
