0.0281294+0.00743477j 0.00549235+0.00273481j -0.0216893+0.0184867j -0.0189731+0.0168438j -0.00565772+0.000219356j -0.0173885+0.000512743j -0.0375209+0.0107575j 0.0276806-0.00523795j -0.00562244+0.00514284j 0.00626416-0.0038617j 0.013742+0.0063958j 0.0229605+0.00310236j -0.0340958-0.000419848j 0.00308598-0.00244275j -0.0142234-0.0111764j -0.0149623-0.0053977j -0.00908126-0.00417174j 0.0112191+0.0033393j 0.0295559-0.00273985j -0.00753719+0.0158092j 0.00607662+0.00764105j -0.0110549-0.00335602j -0.015034-0.0142662j -0.0048011+0.00665894j -0.00650928+0.0183803j 0.0145197+0.00222835j -0.0423968-0.00151166j -0.000884147-0.0178536j -0.00436652+0.00672081j -0.000439323+0.00334022j -0.00485925+0.0181538j 0.0107798+0.0169228j -0.00783186+0.00277895j -0.0265796+0.0176989j -0.0333266-0.00868731j -0.0185062+0.0103856j -0.0123855-0.0191556j -0.0191385-0.0556309j 0.0352383-0.0227239j -0.0280548+0.0117725j 0.0274431+0.0108338j 0.0216893+0.0267554j -0.0516678-0.0115848j 0.00950223-0.00679866j -0.0272839-0.0224305j -0.0135713+0.00219303j -0.0045924+0.0241392j -0.00782519+0.0105396j -0.0124182+0.0026198j 0.0542224+0.02499j -0.0157568-0.00812131j -0.00606304-0.0466614j -0.0761464-0.0579313j -0.00518656-0.0472173j 0.115753+0.0814781j -0.00347238+0.0347125j 
0.0291201+0.00491228j 0.00619262-0.0496918j -0.0404415+0.0304749j -0.0343715+0.0416042j -0.0260348-0.0517774j -0.0666678+0.0527428j 0.100035+0.0157998j -0.00226271-0.0814217j 0.00304861-0.01089j -0.0222113+0.0459719j -0.0721059+0.0026214j 0.0211364+0.0661275j 0.0258696-0.00261246j 0.0219734-0.06413j 0.0128052-0.0425371j -0.0704408+0.00343881j 0.0418527+0.0687365j 0.0294366-0.069483j -0.0253178+0.0960035j 0.0214196-0.111507j -0.0340037+0.0421791j 0.0270971-0.0548104j 0.0642293+0.00171692j 0.12459-0.0110225j 0.0206604-0.0823902j 0.0141775+0.00740281j 0.0159232+0.00128915j 0.00953982+0.0556664j -0.0124081-0.000840113j 0.00334774+0.0628983j 0.0114573+0.0573188j 0.0223359+0.0197931j 0.0790174+0.0178172j -0.0481548-0.0729595j 0.0510337-0.016262j 0.0235447+0.0904479j 0.0405419-0.0187078j 0.0531645+0.0131932j -0.0180566+0.0118853j 0.0644703+0.0137166j -0.0270739-0.0494856j -0.0404747-0.0077102j 0.0105298+0.0415008j 0.064057-0.00389668j 0.0348829+0.0133696j 0.00868995+0.0219138j -0.035989-0.0249395j -0.0210751+0.0400654j -0.0238025+0.00466996j -0.0252956-0.000923245j 0.00522502+0.00374387j 0.0020611+0.00986482j 0.00752703+0.0269006j -0.0235901-0.0078222j -0.0282308+0.010751j -0.00601541-0.0187935j 
0.0279151-0.0354737j -0.0443126+0.0172658j -0.00802012+0.0598898j 0.0742355-0.000797436j 0.00842941+0.0756083j 0.0348406-0.00813029j -0.0396327-0.0509434j -0.00208713+0.0493097j -0.00159911-0.0129935j -0.0159685-0.00382676j 0.0228386-0.0211654j -0.0239098+0.0339767j 0.0352028-0.0106679j 0.0230847-0.0264717j 0.0119017+0.0166859j 0.0307752-0.0457235j -0.0115135+0.00364172j 0.0457335+0.0399531j -0.0458246+0.0111711j 0.0335518-0.0679761j 0.0354113-0.0545967j 0.0152688+0.0124561j 0.0341642+0.0842223j 0.0215972-0.0213312j 0.0285828-0.0128697j -0.0618875+0.072303j 0.0603666+0.0286349j -0.00209429-0.0286981j 0.0276151+0.0194973j -0.00632566-0.0308027j -0.0198761+0.0079579j 0.00420563+0.0183546j -0.00826715-0.0251033j -0.016436+0.0105355j 0.0304622+0.0152926j 0.0615658+0.0159651j -0.0372748-0.0105024j 0.0187902-0.00890041j 0.0253887-0.0338719j 0.0312965-0.0265854j -0.0303262-0.0234558j -0.0182382-0.00468866j 0.0145065+0.0302312j -0.0268116-0.00198637j 0.0616787+0.00584444j -0.0275613-0.0214306j -0.00947743-0.0306936j -0.0200992+0.0506633j -0.046043+0.0112786j -0.0716321-0.0464229j 0.0363599-0.0482804j 0.0168746-0.0100527j 0.0185432+0.0200187j -0.0131345+0.00499422j -0.013374-0.00715417j 0.00962307-0.0123005j 
0.0142183-0.0135305j 0.0157447+0.00419212j -0.0138035-0.00369953j 0.00114015+0.0767613j 0.0135076+0.0669793j 0.0103986-0.0657445j -0.0989747+0.0586591j 0.0400838+0.0425571j -0.00977569+0.0371013j 0.00532752+0.0103663j 0.00115628-0.00694878j 0.0254915-0.0180829j -0.00169859-0.0171477j -0.0232611-0.0571124j -0.0538246-0.0301554j 0.0274895-0.0197538j -0.0692285-0.00449248j 0.0196716+0.0318851j 0.00972945-0.00683267j 0.0125663+0.0800339j 0.0623871-0.0338917j 0.0231266+0.0284634j -0.0174289+0.00314298j 0.0219239-0.0460642j -0.0262755+0.0280895j -0.0320227-0.0193755j -0.0120693+0.000162016j 0.0227188+0.00655577j -0.0205634+0.0200184j -0.0176833+0.0417415j -0.0456368-0.0290015j 0.0391091-0.0419677j 0.0288613-0.0130286j -0.000534668-0.0204128j -0.0621662+0.00550775j -0.0417394+0.0367601j -0.00509492+0.0105423j -0.0567847-0.0189414j 0.00464244+0.00516101j -0.0140223-0.0719832j 0.00150403+0.0339657j 0.0264042+0.0258146j -0.00612052+0.007537j -0.0212127-2.98845e-05j -0.0221878-0.0049674j -0.0260543-0.0577789j 0.0229612-0.00049344j 0.00524901+0.0100846j -0.00778283+0.0356395j -0.0194341+0.0233392j -0.00614781-0.0247484j 0.0174921-0.042258j -0.0249807-0.0188676j 0.0158645+0.0122923j 0.0370772-0.00487998j -0.0112419-0.00755945j 
-0.0368407+0.0308612j -0.00431847+0.0218865j 0.0319457-0.016544j -0.0216534-0.0895775j -0.0113224-0.0593639j 0.00979886+0.0237786j 0.0867844-0.0337915j -0.0522162-0.0281416j -0.0139034-0.033221j 0.0174814+0.0178265j -0.0123657+0.0464017j 0.0188858-0.018969j -0.0536302-0.0167768j -0.0175746+0.0901976j 0.0391316+0.024057j -0.0410482+0.053959j 0.0641688-0.0426964j -0.00220194-0.0845134j -0.0103573-0.0330664j -0.00105576-0.0214523j -0.0369018+0.0469437j -0.0278683+0.0318337j 0.0105538+0.0209545j -0.0344175+0.0424777j 0.0907895-0.00359467j -0.00402787+0.0331878j -0.030861+0.0437208j 0.011324+0.0429765j -0.0138785-0.0329587j -0.0293761-0.00755846j -0.0211395+0.069925j 0.0350815-0.0288716j -0.0214627+0.0491456j 0.00375181+0.0430446j 0.018732-0.00476468j -0.0233019-0.0674362j 0.0331371-0.0140658j 0.0399159-0.000797896j -0.0173307-0.0263924j -0.00892909+0.0501966j 0.0188958-0.0205579j -0.0275216-0.0546577j 0.00329943-0.00550052j 0.0315808+0.0111228j 0.0217982-0.000809643j 0.0453101+0.0649122j -0.00742145+0.0193177j -0.00232387-0.0131686j 0.0231785-0.0331452j 0.0264818-0.0126427j 0.00573025+0.0353378j -0.00723146+0.0430315j 0.0126646+0.00778091j -0.00877122-0.00323708j -0.0301285+0.00255938j -0.00100295-0.00182649j 
-0.0441015+0.0110605j -0.0408198+0.031366j 0.0515127-0.00703454j 0.00407119-0.044455j 0.0346709+0.0263345j -0.0081957-0.0660108j 0.0176845+0.034725j 0.014663-0.0160072j -0.00444671+0.00237058j -0.0154476+0.0544511j -0.0446889+0.0679338j 0.0446129+0.0169439j 0.0124182-0.0655495j -0.0460368-0.0126089j 0.0210844-0.0246414j 0.0333698-0.0122017j -0.000222468-0.0211962j -0.101789+0.00620951j 0.0248979-0.0128574j 0.0461708+0.00298766j 0.0244268+0.0274133j -0.0462016+0.0455301j -0.0146868-0.00974868j 0.0380102+0.0087811j 0.0205422-0.00453058j -0.0777674+0.0258642j -0.036989-0.00235971j -0.0123569+0.00127416j -0.0140486+0.0125359j 0.00125892+0.0280206j 0.0301964+0.0250716j 0.0747931+0.000458619j 0.0413806-0.00524523j 0.013465-0.0204309j -0.0131738-0.0131721j -0.000267969+0.0507937j -0.0714456-0.0149358j -0.0272716+0.0371162j 0.00867575+0.0459403j 0.0449107+0.0109464j 0.0493281-0.0073725j 0.0419516+0.0144324j 0.00601939+0.0349531j -0.00162631-0.0167336j 0.032046-0.0128038j 0.0463181+0.0203864j -0.00244001+0.0410729j 0.0465774-0.020924j 0.0666533+0.0439485j -0.0379854+0.0359622j -0.0561347+0.00477753j 0.000946873-0.0316674j -0.0066394+0.00650078j 0.0172608+0.0234786j 0.0196208+0.0240662j -0.0207927+0.0204048j 
-0.0319113+0.03153j 0.124057-0.0592117j -0.0377266-0.140759j -0.125093+0.117221j -0.0218839-0.070971j 0.00676043+0.0244201j -0.045628+0.0214941j -0.043261+0.0169398j -0.00843827+0.0373371j -0.0102631-0.040316j 0.000766037-0.0458422j -0.0314025-0.0362713j 0.0338531+0.0776886j -0.0373344+0.0053306j -0.0881693+0.00207809j -0.0864653-0.000226463j 0.0363511+0.0193017j 0.0413633-0.105076j 0.0446427+0.0417166j -0.0550264+0.0427802j -0.00720659-0.0290932j -0.0290208-0.0375244j -0.059406-0.052372j 0.01444-0.0603467j 0.017398+0.00680782j 0.0890164-0.0421292j -0.0594191+0.00485613j -0.0149292-0.0365022j -0.027162-0.016347j 0.00111819+0.0458617j -0.0640467-0.0545513j -0.0217463+0.060177j -0.0178089-0.0085054j -0.00552149+0.038145j -0.0474529+0.0390637j -0.0207786-0.0374528j 0.0382387-0.0116694j -0.052801-0.0570004j 0.0028488+0.0406079j -0.0144765-0.0458221j -0.00599259-0.0255557j 0.00488073+0.0113113j -0.0612322+0.00530173j -0.00750275+0.0322862j -0.0828267+0.00563863j -0.0769266-0.0191592j -0.00874674-0.0429843j -0.0531043-0.00805272j 0.0233342-0.0204791j 0.0983956+0.0201131j -0.0109062-0.00440134j 0.00443358+0.0182002j -0.00651151-0.0532865j 0.0423397+0.0442691j 0.00557899-0.0361556j -0.0290512-0.00389002j 
-0.00413167-0.00308521j 0.0318924-0.0169828j -0.0353304-0.0212571j -0.0253495+0.0345966j -0.00813033-0.0319211j 0.0120519+0.0255225j 0.0129562-0.000247533j -0.0435532-0.00431379j -0.0280675+0.00523396j 0.0386282+0.00496309j -0.00929412+0.031595j 0.031947-0.028846j -0.0337708+0.00175418j 0.00698337+0.0105329j 0.0193059+0.0291244j -0.0459675-0.0353947j 0.0109745+0.0367673j 0.000688352-0.0575572j -0.00827996+0.00688964j 0.0345564+0.0160632j 0.00643692+0.00418275j 0.0196275-0.0333347j 0.0124762-0.0149858j 0.0072987-0.00695316j -0.000564932+0.0395742j 0.00151694+0.00707705j -0.0309045+0.0135834j -0.0323374+0.00525365j 0.0157808-0.0113347j 0.00732729+0.0354006j -0.00335819+0.0319987j 0.0147987+0.0386775j 0.0380248+0.0231138j -0.0153593+0.00283069j 0.0172849+0.00175965j 0.0163216-0.0255926j 0.0235131+0.0121276j -0.0228013-0.0269125j -0.0217027+0.0167516j 0.00131653+0.0313106j -0.00462992+0.0136587j -0.00467431+0.00659358j -0.00742296-0.0254205j 0.00608031-0.0217365j -0.0328202-0.00104424j 0.0115345-0.0247862j 0.0200476-0.0070419j -0.0270506-0.037124j -0.00487556-0.015121j 0.0156293+0.00904683j -0.0229189-0.017802j -0.00305615-0.00068546j -0.00666883-0.0250206j 0.0134987+0.00427132j 0.000557191-0.0078598j -0.0151077-0.00334642j 
-0.0492152+0.0246951j 0.0190474-0.0248523j -8.9012e-05-0.0805901j -0.0511366-1.80876e-05j 0.0136092-0.0454543j 0.0114531+0.0112624j 0.0319674-0.014867j -0.056724+0.00510949j -0.021825-0.00129641j 0.000501275+0.0274345j -0.0361758+0.0211589j 0.0136366-0.0056905j 0.00744771-0.00079672j -0.0417289+0.0476919j -0.0172831+0.0349127j -0.0678298-0.0207442j 0.0158012+0.073409j -0.0284646-0.0719259j 0.0468044+0.00689741j 0.0369356-0.0271939j -0.0251224+0.00856959j 0.00318537-0.0314042j -0.0251297-0.0353257j 0.00329191-0.0218193j 0.0101726-0.0359829j -1.17308e-05+0.00215155j -0.0663604-0.00554852j -0.0559327-0.0383573j 0.0231313+0.0178392j 0.0224706+0.0554426j 0.0463483-0.009686j 0.0201148+0.0375353j -0.0351021-0.00929457j 0.0211105-0.0237519j 0.0383426-0.00587742j 0.0115558+0.00111748j -0.0137429+0.00745681j -0.0301402-0.0310506j 0.0010425+0.000780755j -0.00935685+0.0108751j -0.00857714-0.0154423j 0.0589131+0.0136748j -0.000177543-0.0407015j -0.0247875-0.0275354j -0.0586611-0.00216917j 0.0409894+0.00433062j 0.0231875+0.00698158j -0.0164105-0.0146742j 0.0163-0.00479364j 0.00121817-0.0123115j -0.0282526-0.0310302j 0.00731789-0.00748852j 0.00826702+0.0058878j 0.00847079+0.0303873j -5.26617e-05-0.00796106j -0.0126708+0.0221776j 
-0.0465909+0.014023j -0.0338639+0.035938j 0.0724942-0.033723j 0.012167-0.073412j 0.028459+0.0343311j 0.0236287-0.0475994j -0.0227268-0.0249043j -0.00388127+0.038751j -0.00380459+0.00640857j -0.00735203-0.00813918j 0.0476151+0.00724441j -0.0102514-0.0162113j 0.00363027-0.0100088j 0.00316719+0.0723531j 0.0106221+0.0132612j 0.034669+0.0220936j 0.011198-0.0349639j -0.0388638-0.00879696j 0.00490392-0.0702584j 0.0135675+0.0118516j 0.036316-0.0257389j -0.0418298+0.0557889j -0.0227306+0.00482398j -0.0385359+0.00523056j 0.00991624+0.0365504j 0.0201282+0.0030427j -0.0198675+0.0478628j -0.0379371-0.0217519j -0.0114715-0.00996163j 0.0295045-0.00339165j -0.0232674+0.0295528j -0.0131739-0.0462306j -0.0219865+0.0039081j 0.00421756-0.000104753j 0.0157231-0.00877301j 0.00562435+0.0163104j -0.0202973-0.0383624j -0.00589998+0.0140845j 0.0629499-0.0225667j 0.0135574-0.00469746j 0.0328776+0.011643j 0.0293824-0.0389799j 0.00399365-0.0289707j -0.0600956+0.00450679j -0.00749523+0.0134518j 0.00404086-0.0177749j 0.00791684-0.0179972j 0.011149-0.00478506j 0.0165415+0.0263595j -0.0423948-0.00725602j -0.00742348-0.0270265j 0.0035666-0.00952664j 0.0175183+0.0220871j 0.00511535+0.0215279j -0.0115727-0.00138036j -0.00026959+0.00473756j 
0.0368896-0.0198627j 0.0170605-0.00830042j -0.0307918+0.0269644j 0.00804971+0.0351183j -0.0164083+0.00239891j -0.0176616+0.015838j -0.0118727+0.00819838j 0.0211307-0.0059537j 0.000155386-0.00454582j -0.00898668-0.0228189j -0.015222-0.045771j -0.00317066+0.0303637j 0.0434098+0.00478925j 0.0257829-0.0495223j 0.0113329-0.0242311j 0.0175617+0.0137086j -0.013793-0.0416384j 0.0574175+0.050157j -0.0224963+0.0108207j -0.0452432-0.0132649j -0.0131379+0.000483331j 0.00930003+0.00217945j -0.00396695+0.0141421j 0.0246841-0.00486378j -0.00810796+0.00154656j 0.0507414+0.0172573j 0.0386366+0.00319635j -0.00432327-0.022563j -0.00251247-0.0252225j 0.0236786-0.00519961j -0.00827564-0.0314812j -0.0274915-0.0645893j 0.0359345+0.0257377j -0.00158376-0.0111501j -0.0234685-0.00079853j 0.00399723-0.00963438j -0.0209748+0.00782056j 0.00635241+0.00583767j 0.00785217-0.00107417j 0.0368956-0.0129098j -0.0132558-0.00721009j -0.01884+0.0130389j -0.0295158+0.0451974j 0.0487455+0.0345273j 0.0462049+0.0176903j -0.0531516+0.0495622j -0.0569998-0.0258123j 0.00534567+0.0247777j 0.00337009+0.00608471j 0.030482+0.0252274j 0.00616451+0.0230746j -0.00590288+0.00588689j -0.0132913-0.0281384j 0.00542222-0.00673337j -0.00106969-0.00464178j 0.00645551-0.0127901j 
-0.0200698+0.0184768j -0.0280472+0.00785108j 0.0338958-0.010102j -0.00721632-0.0218018j 0.0275379+0.0195213j -0.0211023-0.0300252j -0.00137075+0.017695j 0.0158583+0.00330865j 0.0111496+0.0139403j -0.0270217+0.00810593j 0.0116101-0.00820779j -0.00284789+0.0116146j 0.0106403-0.00574104j -0.00369593+0.00191105j 0.00541212+0.0186759j 0.0462965+0.0117771j 0.00563123-0.00966155j -0.0115441+0.0016732j 0.00941422-0.0168631j -0.0184225-0.0184634j 0.0389853-0.0104907j -0.0444318+0.00734538j -0.000694105-0.0406129j -0.0499119-0.0340733j -0.0036086-0.0490187j 0.0243433+0.00267327j -0.0309503-0.0115629j -0.00957601+0.0378163j -0.0164858+0.0166593j 0.02079-0.0290101j 0.0104563-0.0264449j 0.00805798+0.0229651j -0.0336027-0.0211746j 0.0141885-0.0114685j -0.00186663+0.0139443j -0.0105405+0.0344187j -0.0115203-0.00174905j 0.0109295-0.00101021j -0.000711268+0.0176305j 0.00801495-0.0128925j -0.0125612+0.00596705j 0.0181491+0.00253323j 0.00338661+0.00540679j -0.0381859+0.00677288j -0.00538101-0.00758974j -0.022394-0.0259142j 0.0252921+0.00310891j -0.0062374+0.00750556j 0.00391504+0.021274j -0.0351416-0.0178427j -0.000489969-0.00810749j -0.00227771-0.0286468j 0.0155908+0.0429698j 0.00862718+0.00483069j 0.0117116+0.00727903j 0.0113405+0.0197979j 
0.0291055-0.00447232j 0.0386932-0.0260971j -0.0436348+0.00741241j -0.021008+0.0405024j -0.0310075-0.0415387j -0.00716172+0.0354743j 0.0257711+0.00906542j -0.02055-0.0214745j -0.0107449-0.015512j 0.0267101+0.00738338j -0.0124368-0.0035701j 0.0108072+0.00911841j -0.0132882+0.0229801j 0.0059846-0.0218706j -0.00505206-0.00480083j -0.0381635-0.00393874j 0.0253922+0.000133834j 0.0501246-0.0154033j 0.0151147+0.0382073j -0.0148424-0.00932158j -0.0342214+0.0217546j 0.0428898-0.0269303j 0.0220426+0.00304092j 0.0336989+0.0194357j -0.0202212-0.0335271j -0.00357021+0.0191448j -0.0020673-0.00963244j -0.0151934+0.0132515j 0.0226709-0.00799247j -0.00965434+0.0153506j -0.0311969+0.00414503j 0.000557848-0.0297237j 0.0492029+0.0130387j 0.0181249-0.0179277j 0.0282259-0.0120109j 0.0120802-0.0179691j 0.0226964+0.0169921j -0.00484393-0.0121752j -0.0117133-0.0129473j 0.00334803+0.0157078j 0.00503615-0.00991954j -0.0201883+0.00776104j -0.0357724+0.0165325j 0.0452263+0.0241981j 0.00551934+0.0205349j -0.0186452+0.0382017j -0.0203225-0.00342557j -0.0154408+0.0113969j -0.0197963-0.0298804j 0.0471664-0.000637541j 0.0198544+0.0339359j 0.000249691+0.0299464j -0.00742364-0.0257581j -0.00684-0.0018239j 0.00348068-0.00507028j -0.00234256-0.00939716j 
-0.0477626+0.0360409j 0.0207409-0.00583517j 0.0300078-0.0674419j -0.0574222-0.0110656j -0.00202893-0.040493j 0.00970642-0.0206313j 0.00984354+0.0118297j -0.0189907+0.00640348j -0.000719768+0.0124722j 0.00437435+0.0180811j 0.00116344+0.0157406j 0.0124772-0.0203472j 0.00954804+0.0134283j -0.042351+0.0244789j -0.01543-0.0342813j -0.0122517+0.0124454j 0.0449469-0.0173869j -0.0547856-0.0432647j 0.0270947-0.00568561j -0.00700502-0.00749836j -0.0256866+0.0117355j -0.0284295-0.0172478j -0.0466577-0.0473648j -0.0150975+0.026051j 0.00964258+0.031308j 0.00533908-0.0484493j -0.0431144+0.00767222j -0.0326711+0.0170954j -0.0424211+0.018134j 0.0165765+0.041394j 0.000142825-0.00232822j 0.0113294-0.012136j -0.0190359+0.0126543j 0.0107185-0.0240529j -0.00689163+0.0100765j -0.0314875+0.0108025j -0.0213267-0.00773418j -0.0404715-0.0126505j -0.0140215+0.0050906j 0.0213951-0.00261279j 0.0390132+0.0223424j 0.00974271-0.00773856j 0.000835812-0.0141325j -0.0137769+0.00998362j -0.00735991-0.00885879j 0.0148778+0.0249856j -0.0186176+0.00405994j 0.000584284+0.00570072j 0.0363867+0.0085122j 0.0216717-0.000230638j -0.0053549-0.00961698j 0.0152735+0.0273555j 0.0140787-0.0254027j 0.0235927+0.0225046j -0.00442685-0.00344317j -0.0131894+0.00996766j 
-0.0185201-0.000257028j 0.00411847+0.0104757j 0.0172571-0.0431589j -0.0035194-0.0119236j -0.00146017+0.010573j 0.0283442-0.0195967j -0.0307966-0.0143687j -0.0135771+0.0363137j -0.00419318-0.0152938j -0.0060108+0.00704294j 0.0173284-0.0186122j -0.0187537-0.00185271j 0.0135188-0.00953913j -0.0137925+0.0514882j -0.0355578+0.0208076j -0.0106873+0.0124521j 0.0219185-0.0365817j 0.0416701-0.00786181j 0.0385497-0.0379174j -0.035136+0.0283794j -0.00993574-0.0141849j 0.00359047+0.0361119j -0.0189331+0.0254483j -0.00151562+0.00438709j 0.00583691-0.0105729j -0.00747994+0.030526j -0.0200544+0.0331062j 0.0112202-0.0208042j 0.0239532+0.0259444j -0.0149375-0.00573034j -0.0200808-0.0036846j 0.0102876-0.0127226j -0.0060327+0.00371141j -0.0110113-0.00349837j -0.0200781+0.0101588j 0.0280722-0.00965782j -0.00787086-0.00716169j -0.0118224+0.0186064j 0.0248148+0.00975195j -0.0135072+0.0246964j 0.0112495-0.0130318j 0.0142021-0.00246362j -0.014047-0.000642259j -0.0163206+0.00922073j -0.00299156-0.0133754j 0.00700207+0.0161365j -0.00137251+0.0154911j 0.0152334-0.00363833j 0.00759826-0.0095166j 0.006063-0.012658j 0.00125136-0.0161778j 0.00318421+0.000567326j 0.0121693-0.00379237j 0.00484622+0.0136864j -0.00443332-0.0129884j -0.000486603+0.00137432j 
0.0170867-0.021016j 0.00390431-0.00683832j -0.0182323-0.00867823j 0.0304923-0.00316494j -0.0112984+0.0120519j 0.0505987+0.0283659j -0.0137741-0.071824j -0.0460517+0.0529303j -0.0139864-0.0301082j 0.00390571-0.00359698j -0.000281845-0.0432251j -0.0345205+0.00713469j 0.0198749+0.00343343j -0.00748383+0.00380893j -0.00807648+0.000852199j -0.0286788-0.0192631j -0.011093+0.0217506j 0.00887641+0.00290289j -0.0217206+0.0338544j 0.0383208-0.021059j -0.0087912-0.0627658j 0.00707465-3.91845e-05j -0.00373382+0.0157851j -0.0168154-0.023169j 0.0123654+0.0271011j -0.00452784+0.0247223j 0.0476551+0.0126598j -0.02121-0.0295963j 0.00155604+0.0118348j 0.0289623+0.0349574j 0.012834+0.00936813j -0.0327866-0.0253475j -0.00244826-0.0133259j -0.00643677-0.0168721j -0.00357008-0.0113279j 0.0413802-0.041411j 0.0282703+0.0517454j -0.0068452+0.00475788j -0.0492028-0.0180471j -0.0169617+0.00185713j -0.00199698-0.0051695j 0.0285348-0.0219239j -0.0211179-0.0269718j 0.010527-0.00272728j -0.00853564+0.0332795j 0.00320096-0.00483548j 0.0368105-0.0182204j -0.000762806+0.0110677j -0.0275927-0.0287839j 0.00864367-0.0429537j 0.0132468-0.0276521j -0.00259739-0.0181466j 0.0115803+0.0146896j -0.00589237+0.0152982j -0.00458917+0.000775286j -0.0189198-0.000527151j 
0.0272186-0.0181896j -0.00709268+0.00320958j -0.0257951+0.0593763j 0.00267385+0.0227816j -0.0182909-0.00700502j -0.0244614+0.0178427j 0.0136981+0.0297087j 0.0228022-0.0387316j 0.00225731+0.00184388j -0.00385499+0.0142613j -0.0262785+0.00983398j 0.0290227+0.0113205j -0.0155993-0.00765997j -0.00805308-0.0270813j 0.0065607-0.0064011j -0.00748516+0.00780317j -0.0143841-0.0236117j 0.00756214+0.0478786j -0.0110165+0.00627354j -0.0162694-0.00576884j -0.0146531+0.0149627j 0.0300656-0.0106645j -0.00455592+0.00168486j 0.0204381-0.00867596j 0.014172-0.0310741j 0.00695844+0.00784202j -0.0151275-0.00682999j 0.0469949-0.00273597j -0.0361459+0.0107881j -0.0145898+0.0142116j 0.0207717-0.00636462j 0.0212354-0.0052334j 0.01509+0.038531j -0.0178513+0.0051146j -0.0284575-0.00215582j -0.0233742-0.021388j 0.00816747+0.0235328j 0.0041987+0.00798657j -0.00108336+0.0300932j 0.0231002-0.0213839j -0.00255876+0.0281691j 0.0187397-0.00401031j -0.0176661+0.00975354j 0.0373694+0.0171544j 0.025934+0.0178152j -0.023451+0.0149168j -0.0231881-0.0212459j -0.01566+0.00358549j -0.0142105+0.0185779j -0.000488402+0.0218512j -0.0073514+0.0152694j -0.00771319-0.0075086j -0.0187626-0.026319j 0.0055928-0.0204587j 0.0094867+0.0112508j 0.00861648-0.0143507j 
0.0183159-0.00213729j 0.0143277-0.0173139j -0.0244681+0.0125704j -0.00965178+0.0387735j -0.00033701-0.0125831j -0.0463179+0.0183081j 0.00935502+0.0394962j 0.0301185-0.0388588j 0.00913664+0.00538842j -0.00854968-0.0120728j -0.00388272+0.00840939j -0.0277909-0.00961147j -0.0161829+0.0274833j 0.000962743-0.0411446j -0.0183949-0.00749397j -0.0447607-0.0216788j -0.030389+0.0418395j -0.0155392+0.0334549j 0.044712+0.0251622j -0.0133397-0.00691668j -0.0221298-0.000237001j -0.00027989+0.00267599j 0.00714007+0.0146336j 0.0137097-0.000635562j -0.0189176-0.0115351j 0.00321706+0.00116425j 0.00639433-0.0200232j -0.0020972-0.0204847j 0.00546068-0.0214449j -0.00404917+0.0330554j -0.012441-0.0171907j -0.0211292+0.00774052j 0.0325868-0.0066874j 0.00256291-0.00412568j -0.00275367-0.0156067j 0.00433811+0.00778727j 0.0109825-0.00772112j 0.00118977+0.00337935j 0.0224535-0.0139824j -0.0334527-0.0153456j -0.00741923-0.0235841j -0.0165557+0.0141557j -0.0134352+0.00172091j 0.0124293-0.0108025j 0.000553947+0.0239027j -0.00576679-0.0159452j -0.0181244-0.00418425j 0.0108156+0.000334339j -0.00558225-0.00142971j 0.0220272-0.000942839j 0.0257804+0.0164381j 0.000282293+0.00958582j -0.00894905+0.00444838j -0.0115065+0.000228499j 0.00832941-0.0110494j 0.0182748-0.00874872j 
0.0164021-0.00899597j 0.0261368-0.0240818j -0.0420923+0.00898183j -0.00634819+0.0448386j -0.00303732-0.0157747j -1.55823e-05+0.0204678j -0.00864616+0.00592931j -0.00515018+0.000251102j -0.0115317-0.0048213j 0.00813231-0.000379953j -0.0124772-0.00855404j 0.008174-0.000279083j -0.0144625-0.0114835j 0.00339615-0.0170646j 0.016147+0.0164007j -0.036042-0.0243434j -0.0148527+0.031397j 0.0526858-0.0314697j -0.00293092-0.0111504j -0.0356098-0.0205297j 0.0113793-0.0238092j 0.00944867-0.0125983j 0.0429545-0.00422503j -0.0134126+0.0217574j 0.0140578+0.00732863j 0.0231523+0.0149338j 0.000833192+0.0248431j 0.0119334+0.00382283j 0.0105379-0.0435687j 0.00783361-0.000154314j -0.00704251+0.00588485j -0.0113613+0.005703j -0.00704594+0.0201792j -0.018656-0.0106526j -0.00128737-0.00887116j 0.0157035-0.00335779j -0.00581286+0.0107132j 0.00122647-0.00862474j -0.00180581-0.0143696j -0.0239545+0.0154088j -0.0322137-0.00119777j -0.0208871+0.00968483j -0.0153043-0.00508205j 0.0295217-0.0401001j 0.0118734-0.00412992j 0.00299358+0.0183283j -0.000481552+0.00710534j -0.00348928+0.0039386j 0.00195359+0.00160516j 0.00893447+0.0201231j -0.0118232-0.00278257j -0.00422277-0.014211j -0.0193776-0.0143479j 0.00953875-0.0051488j 0.000321208-0.00727276j 0.00152102-0.00318398j 
