0.0281294+0.00743477j 0.00549235+0.00273481j -0.0216893+0.0184867j -0.0189731+0.0168438j -0.00565772+0.000219356j -0.0173885+0.000512743j -0.0375209+0.0107575j 0.0276806-0.00523795j -0.00562244+0.00514284j 0.00626416-0.0038617j 0.013742+0.0063958j 0.0229605+0.00310236j -0.0340958-0.000419848j 0.00308598-0.00244275j -0.0142234-0.0111764j -0.0149623-0.0053977j -0.00908126-0.00417174j 0.0112191+0.0033393j 0.0295559-0.00273985j -0.00753719+0.0158092j 0.00607662+0.00764105j -0.0110549-0.00335602j -0.015034-0.0142662j -0.0048011+0.00665894j -0.00650928+0.0183803j 0.0145197+0.00222835j -0.0423968-0.00151166j -0.000884147-0.0178536j -0.00436652+0.00672081j -0.000439323+0.00334022j -0.00485925+0.0181538j 0.0107798+0.0169228j -0.00783186+0.00277895j -0.0265796+0.0176989j -0.0333266-0.00868731j -0.0185062+0.0103856j -0.0123855-0.0191556j -0.0191385-0.0556309j 0.0352383-0.0227239j -0.0280548+0.0117725j 0.0274431+0.0108338j 0.0216893+0.0267554j -0.0516678-0.0115848j 0.00950223-0.00679866j -0.0272839-0.0224305j -0.0135713+0.00219303j -0.0045924+0.0241392j -0.00782519+0.0105396j -0.0124182+0.0026198j 0.0542224+0.02499j -0.0157568-0.00812131j -0.00606304-0.0466614j -0.0761464-0.0579313j -0.00518656-0.0472173j 0.115753+0.0814781j -0.00347238+0.0347125j 
0.04382-0.0048656j 0.0339697-0.0494902j -0.0124886-0.0150056j -0.00728312+0.0227871j -0.0024516-0.0125778j 0.00374895+0.022963j -0.0183944-0.0135572j -0.0107996+0.0309035j -0.00203624+0.00593256j 0.0173886+0.0106223j 0.0402665-0.0221643j -0.00840095+0.00306607j -0.0162494-0.0105333j 0.00343489+0.00142774j -0.00907069+0.0062282j -0.029798-0.00191024j 0.0158144-0.00787361j 0.0536086-0.00179284j 0.00865339+0.00363536j -0.00537384+0.00249194j -0.00360646-0.0185146j 0.0118421+0.00175401j -0.00309518+0.000686298j -0.00942162-0.0179908j 0.0204768-0.0183317j 0.0358069-0.00398921j -0.0038324-0.000769717j 0.0138115-0.00550826j 0.0165393-0.0134682j -0.00339037+0.01166j -0.0257552-0.0084958j -0.0110068-0.0281854j 0.000914344+0.00996514j -0.000869748+0.00232236j -0.0088302+0.00724465j 0.0105491-0.0105641j 0.0224938-0.00329627j 0.0112083-0.0172325j 0.011279-0.00205292j -0.0142775+0.00985953j -0.0094434+0.00912478j 0.00140214-0.00999405j -0.0140034-0.00415918j 0.00928486+0.0174763j -0.000897286+0.00823898j -0.0192734+0.0211005j 0.00854336-0.00744873j -0.01645+0.0165651j -0.0211356-0.0105242j 0.0117412-0.0187032j 0.0111322-0.0157262j -0.00416061+0.000998581j 0.000584082+0.00550471j -0.0107875-0.0042014j 0.00304533-0.0113877j -0.00184239-1.63311e-05j 
-0.0261012+0.0135978j 0.00954416+0.00626365j 0.00747366-0.0368548j -0.00521068+0.00201169j -0.00379666-0.00847722j 0.0276541+0.00825744j -0.0035119-0.00121762j -0.0163394+0.0258566j -0.00383359+0.0107588j -0.00816921-0.0138221j 0.0108933-0.0190157j -0.0231864-0.0140235j -0.00630654+0.0285788j 0.00465881+0.0054112j -0.007601-0.0159928j -0.00778627+0.0138572j 0.0191558+0.0196927j -0.0118766-0.00307502j 0.0201647+0.00656767j 0.00257213+0.00393087j -0.00498373-0.0119856j -0.00688431+0.00797687j -0.000565337-0.0152572j -0.0151927+0.00358085j 0.0223322+0.00459971j -0.0033653-0.0101172j 0.0168612+0.00876716j -0.0116567+0.00323459j 0.0021262-0.00890597j -0.00336992+0.00675978j 0.000900458-0.00457737j 0.00911693+0.005681j -0.022828-0.0123213j 0.00814891-0.00432595j 0.0146263+0.00182575j 0.0126781+0.00182385j -0.00257117+0.00194927j -0.00953825+0.0123107j -0.00928531+0.00219308j 0.00681302-0.00926548j 0.00753648-0.00427753j -0.00459076-0.00281904j 0.00639167+0.0101446j -0.0170093-0.00187647j -0.000886884-0.00548606j -0.00181019+0.00955546j -0.00274707+0.00779191j -0.00327188-0.00041337j 0.0114996-0.0059332j 0.0003395-0.0072852j -0.00524247-0.0106514j 0.00592513+0.00870125j 0.0143265-0.0041761j 0.00776267+0.0178155j -0.0154833-0.00884058j -0.00825975-0.000272738j 
-0.00405081+0.00386655j 0.0172233-0.00612164j -0.0196245+0.0179542j 0.00151611+0.0109158j -0.00477375+0.000176118j 0.00818728+0.0152531j 0.0129212-0.00911802j -0.00676936-0.0110815j -0.00889055-0.0205031j 0.00930054+0.00357907j -0.0212061+0.00699035j 0.00825424-0.00159653j -0.0208289+0.00372314j 0.00267298-0.00209388j 0.00347269+0.00460897j 0.000536612-0.0106141j 0.00619583+0.00196989j -0.0102209-0.0136366j -0.00409829+0.0149512j 0.000619317-0.00486147j -0.0172505+0.0131718j -0.00471321-0.0176487j -0.00356045+0.000791418j 0.00504586+0.0040438j -0.00292169-0.000487911j 0.00263044+0.0344337j 0.00261465+0.0170854j -0.0381231-0.00872548j 0.00366779+0.0058718j 0.000264245+0.0199684j -0.00782015+0.0042951j 0.00475181+0.0130749j -0.000297863+0.0231721j -0.00615849+0.011609j -0.00639604+0.0103659j 0.0037375+0.00484472j -0.0158686-0.0126557j -0.0184802-0.0141515j -0.00477849-0.00356122j -0.0148409+0.00185534j -0.0024238-0.00149179j -0.00634806-0.00152429j -0.0100268-0.00205811j 0.01282-0.0107032j -0.0101909+0.00533463j 0.00701147-0.0117563j -0.00850747+3.54617e-06j 0.00752395-0.00285988j -0.00206576+0.00252757j 0.0172938+0.00584082j -0.00348653+0.016944j -0.0075456+0.0057012j -0.00693244-0.00912625j -0.0051539-0.00148077j 0.00396013-0.000175595j 0.0035905+0.00796578j 
-0.0164852+0.0273652j 0.0163464+0.00123165j 0.0240302-0.0312656j -0.0267381+0.0114646j -0.00815055-0.0160572j -0.0200151-0.0115812j -0.00932228+0.0334575j 0.0165627-0.0185268j 0.0031567+0.00328047j -0.0138147-0.0200813j 0.0118112-0.0240625j -0.0212889+0.0274531j 0.00526149+0.0195684j 0.0110761+0.0083956j -0.010104-0.0114141j -0.0051303+0.0214705j -0.0051519+0.010078j -0.0115393-0.038617j 0.0116968+0.00320517j -0.00699889+0.0285035j 0.0126702+0.0338049j -0.0177307+0.00442819j -0.0135413-0.0125945j -0.00213784-0.0179182j -0.0238678+0.017988j 0.00437213-0.0113278j -0.00289477-0.0022173j 0.010711-0.0024987j 0.0218949-0.0112052j -0.000132375+0.020907j -0.0113679-0.0149378j -0.00678239+0.00325851j 0.0118486-0.0102972j -0.0130777-0.0167698j -0.00914969+0.00896298j -0.0141312-0.000923389j -0.00174296+0.00842598j 0.00734764-0.00529973j 0.00982024+0.00244295j 0.00858571-0.00881356j 0.0130861-0.00217804j -0.000953132-0.00253928j 0.00519902+0.00754722j -0.013197+0.00371711j -0.0179909-0.0113955j -0.00682499-0.00986133j 0.00134146-0.00320104j -0.000380665-0.00905997j 0.00819749-0.00861993j 0.00425521-0.00124087j 0.00664192+0.00232691j 0.0152652+0.00123429j -0.00257211-0.00655767j -0.000775326+0.00361017j 0.00173001+0.000885683j 0.00200992+0.00077269j 
0.0154477-0.0253577j -0.0340862-0.00392679j -0.0148442+0.0258248j 0.0196485-0.0263983j 0.0152914+0.00963476j -0.00696463+0.00766969j 0.000930675-0.0149663j -0.00699379-0.0033542j 0.00905343-0.00712249j -0.0091106-0.00573954j 0.0192392-0.00280699j -0.0329432+0.0109873j 0.0118995-0.0110776j 0.0201204-0.0121916j -0.00915621+0.0230071j 0.00715459-0.0314072j 0.00094389+0.021355j -0.00767191-0.00127108j -0.0328432+0.014903j 0.0139593+0.00223679j 0.00106908-0.00136894j 0.00709623-0.0100788j 0.0328647-0.00557574j -0.0124282-0.00171236j -0.00680425+0.00288474j -0.00540697+0.00886568j 0.0114582-0.0109324j 0.000917666+0.00735537j -0.0145044-0.000460768j -0.0138028-0.0138401j 0.00719633+0.0119264j 0.00849182-0.00238481j -0.0181611-0.0196841j -0.00421624+0.00138701j 0.000124679-0.00370324j 0.0182326-0.0102025j -0.00200052+0.0140564j 0.0260328+0.0036885j -0.0066912+0.00148602j -0.0184734+0.000554319j -0.0364843-0.00107483j -0.00415582+0.0240285j 0.00598442-0.00808174j -0.0118194-0.00833924j 0.00216779-0.0100302j 0.0140584-0.00559379j 0.00429984+0.0128572j 0.0117463-0.00489884j -0.0107422-0.000345533j -0.0167672-0.00836579j -0.000452063-0.00157579j -0.0157798-0.0115046j 0.00721124+0.0245428j -0.0117236-0.0115579j 0.00474226+0.00488117j 0.0165643+0.00891352j 
0.032232-0.00267243j 0.00148051-0.0134914j -0.0189977+0.0275046j 0.00404415+0.00529051j -0.00675942-0.0102296j -0.0178004+0.0154153j 0.00309888+0.000565664j 0.0191103-0.0316624j -0.00484486-0.00757652j 0.0172821+0.00166686j -0.00637893-0.00069049j -0.00943593+0.004681j 0.00809832-0.0143226j -0.00348908-0.020483j -0.0163387-0.0289371j -0.0307409+0.00524187j -0.0165058+0.0175472j 0.00881381+0.0202679j 0.000384719+0.0121679j -0.00921713-0.00926617j -0.0245512+0.0099403j 0.0152388+0.00110095j 0.00104619+0.0245991j -0.0101106-0.012844j -0.021081-0.0099266j 0.00203764+0.00136424j -0.000331443-0.0217963j 0.0131463+0.00116582j 0.0158421-0.00986752j -0.0112388+0.00581776j -0.00440598+0.00785006j 0.00157984-0.00778954j 0.0109537+0.00912249j 0.00153396-0.00657707j -0.014421-0.00502044j -0.00469803+0.00579525j -0.00238314-0.00045251j 0.00248828-0.0171057j -0.00310762-0.00101278j -0.000887036-0.010586j -0.00689889-0.00960716j 0.00104884+0.0170313j -0.0186314-0.00718941j 0.0137093-0.000483363j 0.00249385-0.00299434j 0.0022863-0.00348792j -0.00221029-0.00702157j 0.012769-0.000555755j -0.011685-0.011944j 0.00264366+0.00407097j 0.00731782+0.022929j -0.0049803-0.00590578j -0.0213388-0.000455258j -0.0117787-0.0209238j 0.0192548+0.00603518j 0.00845911+0.00614212j 
-0.0205238+0.006371j -0.00822106+0.000412178j 0.00511756-0.0133677j -0.011005-0.0253959j 0.0125069-0.0120571j 0.00431856-0.0111523j -0.00418529-0.00388141j -0.0153099-0.00205407j 0.0116209+0.00979033j 0.00488287+0.00155599j 0.0151936+0.0319719j 0.00273015-0.0272027j 0.000209733-0.00745006j -0.00306201+0.005679j 0.00572341+0.0138112j 0.0158684-0.0179441j -0.0141382+0.0154906j -0.0356071-0.011097j -0.0270854-0.0108651j 0.0137554+0.00497921j -0.00201725-0.00381758j -0.0129688-0.00994039j -0.00259621-0.0174866j -0.000863193+0.00298755j -0.00102269+0.0230579j -0.00661919-0.0136963j -0.00570535-0.0104811j -0.0268196+0.00907368j -0.00932452-0.00618853j 0.00657925-0.00282092j 0.00640551-0.00377945j 0.0131722+0.00856387j -0.00374434+0.000436805j 0.0130686+0.0101433j -0.00564847-0.00331851j -0.00544797-0.00073352j -0.016153+0.00125525j -0.00199905+0.00103126j -0.00638566+0.00432933j -0.00430651+0.0116481j -0.00219994+0.00191233j -0.0056254+0.00518879j 0.0105267-0.000821687j -0.00214611-0.00317944j 0.0142181-0.000520488j 0.014325+0.00257028j -0.00249286+0.0139034j -0.00425746-0.0059015j 0.0153706+0.00991257j -0.0185457+0.000802994j -0.0209731-0.00767589j -0.0012406-0.00372633j 0.00249154+0.0130852j 0.0113461+0.00914043j -0.00600516+0.000878247j -0.00209044+0.00182751j 
0.051702-0.0424749j 0.0156495-0.0208473j -0.0382649+0.0268151j -0.00817976+0.0516079j -0.0165548-0.0028553j -0.0107792+0.0520937j -0.0167819+0.0116262j 0.0241846+0.00823719j 0.00244228+0.0168954j -0.00948979-0.00523251j 0.0132098+0.00201333j -0.027914-0.00316259j -0.00187969+0.0285606j 0.0345034-0.0334241j 0.00345904-0.0219261j -0.000438351-0.000450921j 0.0097213+0.02399j 0.0207364+0.0227666j -0.000101628+0.0377923j -0.00622328-0.0269331j -0.00877664-0.010315j 0.0212802-0.0171337j 0.0243209-0.0314995j -0.00234004+0.00738436j -0.0107502+0.000376896j 0.0217124-0.00189893j 0.034814-0.00212137j -0.019289+0.00866785j -0.00195214-0.00239679j 0.0106696+0.00969498j -0.0061929-0.0130281j -0.0131073+0.0140221j 0.00639783-0.0010173j 0.00976912-0.0110996j 0.00817099+0.010444j 0.00963663-0.0145034j 0.00442848+0.0103336j -0.000993639-0.00550563j -0.0120558+0.00702551j -0.00448829-0.00578457j -0.00416416+0.0191871j -0.0091404-0.0161794j -0.00784844+0.00757869j 0.00915725-0.00525514j -0.000802839-0.00702132j -0.016099-0.0170699j 0.00411398-0.00911072j -0.0063569-0.00950032j -0.0100974-0.0139008j 0.0279877+0.00827376j 0.0107322-0.00149628j -9.64056e-05-0.00160785j -0.00937791-0.0258166j 0.0023443-0.00903826j 0.00860667+0.00316516j -0.0134446-0.0157426j 
-0.0463004+0.0348755j 0.00651107+0.0144581j 0.02175-0.0363071j -0.0189614-0.0285861j 0.0179271+0.000124745j -0.0171346-0.0296056j 0.00815777+0.00493825j -0.0199572+0.0127895j -0.00447951+0.00144399j -0.0143578-0.0225831j -0.0225897-0.0136317j 0.0200858-0.00155001j 0.0200118-0.00791785j -0.0301595+0.00407348j -0.0207408+0.0108877j -0.00393132+0.0053981j -0.00746427+0.0206653j -0.0132869+0.00525403j 0.0146331-0.0225449j 0.0193115+0.00127388j 0.0103821+0.0234808j -0.0304002+0.00998033j -0.0242171+0.00349975j -0.00595259+0.0033596j 0.0115738-0.0140853j 0.0155163+0.00821507j -0.0128319+0.00494472j -0.0153335-0.015792j 0.00102801-0.0218548j 0.0239641-0.00080814j 0.00661661-0.0104912j -0.0111042-0.00801068j -0.00790893+0.00210645j -0.00882447+0.00765549j -0.00435656-0.00320744j -0.00590157+0.00577478j -0.0166181-0.010431j -0.0212747+0.00290821j -0.00267781-0.00882454j -0.00912083-0.0196103j 0.00781664-0.00547088j 0.0114498+0.0169639j 0.00314996-0.00287061j -0.0134919+0.00410847j -0.0130253+0.0101046j -0.00181606+0.0039483j -0.00320129-0.00318772j 0.00337088+0.00128684j 0.0176493+0.00452394j -0.00171713-0.00202992j 0.00441399-0.00132178j 0.0107742-0.00715123j 8.45736e-06+0.0183618j 0.0110241+0.00916655j -0.00321286+0.000670558j 0.00150769+0.0116088j 
-0.0196561-0.00340051j -0.057377+0.0560825j 0.0051706+0.0197573j 0.0333295-0.0604732j 0.00983649+0.00938538j 0.00474012-0.000507085j 0.028756-0.032745j 0.00400031+0.0016979j 0.00473574+0.00246881j -0.0085253-0.00952793j -0.0218606+0.00960886j -0.0050436+0.00188104j 0.0216908-0.00538706j -0.00160876+0.0115465j 0.0302506-0.000787061j 0.0101171+0.00295862j 0.00512459-0.00417625j -0.0470087+0.0250446j -0.0141422-0.0129007j 0.0234083-0.0235415j -0.0246446-0.00692978j -0.00837708+0.0149785j 0.00750666+0.0171251j -0.0295039-0.00345443j -0.0112089-0.00860256j -0.0249038+0.0159046j 0.00170799-0.0021224j -0.0311383-0.0132742j 0.00749566+0.00782477j 0.0030009-0.0201504j 0.0228792-0.00736757j -0.00615077-0.0128774j -0.00853463+0.00842646j 0.00271065+0.00840588j 0.00789116-0.0119931j 0.0182317-0.00337438j -0.0131028-0.00108876j -0.00752797+0.00342484j -0.028068-0.00770416j 0.00195532-0.00239511j 0.000761598+0.0040111j 0.00750472+0.00216304j 0.0110449-0.0102277j -0.00708618+0.016572j 0.0186475+0.00415658j 0.0198033+0.0103412j 0.000634709-0.000535304j 0.0093323+0.000156703j -0.00516595-0.0160327j -0.014283-0.0136651j 0.0075761+0.00734571j -0.00620632+0.00338348j 0.00824753+0.0166236j -0.0122756-0.0221666j 0.00273019+0.0153143j 0.0124884+0.00989743j 
-0.0228106+0.040259j 0.0565676-0.0455052j -0.00177381-0.0288838j -0.0490304-0.00284476j 0.00151911-0.0428906j -0.00656708-0.00740838j -0.00540774+0.00536506j -0.0300679-0.0127819j 0.00245295-0.0141661j 0.00675259-0.0170487j 0.00600315-0.0196995j 0.010626-0.00154331j -0.0189221-0.00442577j -0.0241876-0.00360196j -0.0439545+0.0162523j -0.0497774-0.00740262j -0.00694157+0.00788717j 0.0153171-0.0177825j 0.0143752-0.00744424j -0.0026875+0.00126824j -0.00867214+0.0298786j -0.000850597-0.0100371j -0.0173274-0.00354947j 0.00840238+0.0194539j -0.00173497-0.0108364j 0.0269779-0.00415053j -0.0258055+0.00378529j -0.0107818+0.00907164j -0.00829218-0.00870815j 0.0135988+0.0100474j -0.0118137+0.0102739j 0.0126084+0.00553467j -0.0149436-0.000157985j -0.0149057+0.0100154j -0.00967441-0.00459254j -0.0283334-0.00758999j -0.00597933-0.0219884j -0.00929584-0.00444914j 0.0231495+0.00770066j -0.0190919-0.0130056j -0.000440386-0.0134328j -0.0120254+0.0264639j -0.0121785+0.00218738j 0.00598019+0.00147099j -0.0265369+0.00514694j 0.00464213+0.0107023j -0.0208832+0.0067269j -0.0108253-0.00269405j 0.0122973+0.0134862j 0.021033+0.0132215j -0.0203076+0.0171879j -0.00543068+0.0088101j -0.0155667+0.00291166j -0.00340531+0.00916514j -0.000150457-0.00764623j 0.00676849+0.0150517j 
-0.0484342+0.0451981j -5.98584e-05+0.0277636j 0.0235034-0.031615j -0.00439575-0.0253726j 0.0127019-0.0126384j 0.0173559-0.0264064j 0.0151879-0.000859632j -0.0118965+0.00923285j -0.00477403+0.00790012j 0.0102322+0.00191533j -0.0155681-0.00084114j 0.0287545+0.00953155j -0.000491573+0.00215599j -0.0329411+0.0276076j 0.0153018-0.00107903j -0.010628+0.0195931j 0.0234047-0.020155j -0.0108727-0.0187353j 0.0181707-0.0191197j 0.0118111-0.00281283j -0.00611768+0.00556204j -0.0217206+0.0217844j -0.0166364-0.00151534j -0.0207751-0.00722405j 0.0293176-0.013135j -0.0068626-0.00154696j -0.0284424+0.0176547j 0.000864008+0.00196772j -0.00141177-0.00140618j -0.00630119+0.00820736j 0.00392798-0.00085987j 0.00713756-0.0159688j -0.00817831+0.0145314j 0.00087315+0.00528658j -0.00384327-0.00381264j 0.00732835+0.00779519j 0.000614694+0.00122786j -0.00954362+0.00822114j -0.00379375-0.00945458j 0.0153507+0.00796099j 0.0202662+0.00962215j 0.0155169-0.00802407j -0.000600156-0.00330469j -0.00700518+0.0077867j 0.00889407+0.00935908j 0.0101682+0.0185406j 0.0106231+0.0037986j -0.00270067+0.00916594j 0.00721099+0.000202396j -0.0171484-0.0135401j -0.00722043-0.0080472j 0.00527288+0.00938564j 0.0124809+0.00872204j 0.00637027+0.00350981j -0.007537+0.000171513j -0.000771612+0.00690329j 
0.0282451-0.0386581j -0.0162701+0.000348941j -0.0194506+0.0242952j 0.00196265-0.00378203j -0.0125825+0.0251215j -0.00829437+0.00746131j 0.00761585+0.00181468j -0.00584628+0.00608903j -0.00753377-0.0174679j 0.00640338+0.0207295j -0.0113429+0.0157104j 0.014871+0.00191573j 0.00791298-0.0267333j 0.00511165-0.0110039j -0.000725092+0.00976168j -0.00415548-0.000153288j -0.000643934-0.00750029j 0.0402566+0.0178996j -0.0221727-0.00500358j 0.00641642-0.00429535j -0.00207022+0.0152366j 0.0282152+0.00259186j 0.0244696+0.0042036j 0.0116694+0.0154625j 0.00953632-0.0270355j 0.00112466+0.039496j 0.0200494+0.0113105j 0.00786322+0.00346757j 0.00908382-0.00364011j -0.00334005-0.000312218j 0.00451923+0.00403252j 0.00198012-0.0183888j 0.0212327+0.0236384j -0.00841063-0.00606213j -0.00661259+0.00459057j 0.0149302-0.00404948j 0.0111254+0.00751571j 0.0160782+0.0205773j -0.0081901-0.00383288j 0.00199266-0.00653282j -0.0102019+0.00111473j 0.00433025+0.00243758j -0.00490676+0.0213614j 0.0238096-0.000686248j 0.0175371+0.0137768j -0.0179555+0.0117758j 0.00240705-0.00994824j -0.00633879-0.00103657j -0.0176257+0.00595901j -0.0138528+0.000157002j 0.0118884+0.0044485j 0.000727772+0.00486563j 0.00107509-0.00186389j -0.000840419+0.00614346j 0.00130903-0.00139558j 0.00190916-0.0110871j 
0.00409811-0.0217389j -0.0330235+0.0271895j 0.00736944+0.0439969j 0.0442815-0.0155722j 0.00588012+0.0232807j 0.0131593-0.0149851j 0.0237398-0.0266321j 0.0104169+0.0129883j -0.000450433-0.00648409j -0.0154029+0.0188842j -0.026723+0.00706388j -0.0188235-0.00110364j 0.0177366-0.0242216j -0.0167608-0.00374069j 6.89897e-05-0.0106957j 0.010215-0.0205821j -0.00683479-0.013314j 0.00275502+0.0315214j -0.0232132-0.00173418j 0.0141042-0.00696721j 0.0249102-0.0105519j -0.0110861+0.00449238j -0.00337103+0.0259559j 0.0308551+0.00520688j 0.00570515-0.00394885j -0.0262486+0.00562734j 0.0312501+0.00457832j -0.00801029-0.00628625j 0.0140172+0.00874738j -0.000490108-0.00722782j 0.0155441-0.00173872j -1.94231e-05-0.00999117j 0.023505+0.00885348j 0.00972531-0.00405795j 0.00361181-0.016964j 0.00529752+0.011844j -0.0107402+0.0013521j 0.00127759-0.00310243j -0.0198949-0.00156368j 0.00839852+0.013257j 0.00494698-0.010464j 0.018256+0.00731361j 0.00720108-0.000979951j 0.00797678+0.000167625j 0.0147835-0.00566233j 0.00933898+0.00161714j -0.00508268+0.00752466j 0.00742882+0.0191797j -0.00861657+0.00869713j -0.0201128-0.00210558j -0.00234388+0.00334867j 0.00119335-0.00495638j 0.00828843+0.00597797j -0.00793756+0.000246204j -0.00338482-0.000859372j 0.0024768+0.00377473j 
-0.0145364-0.00428751j -0.010607+0.011874j 0.0123786-0.0110933j 0.00220014-0.0187689j 0.00465774+0.0206215j -0.00698482-0.0266508j -0.00296812+0.00534252j -0.0174742+0.00228064j -0.0110793-0.0123303j -0.0191428-0.000164715j -0.0294421+0.000872568j 0.0143569-0.00983507j 0.0135909-0.024234j -0.013994-0.0105689j -0.0281234+0.00795093j -0.000636975-0.01783j -0.0217223+0.000148556j -0.00113089+0.0197631j -0.00219328-0.0191505j 0.0234351+0.0320225j 0.0297146+0.0206983j -0.00629973+0.0137544j -0.00565074+0.0246903j 0.00930639+0.0106444j -0.00637904+0.015986j -0.00594795+0.00892973j 0.00693132-0.00680082j 0.001118-0.001252j -0.00234203-0.0118047j 0.0121549-0.00557315j 0.00602831+0.0113914j -0.00160451-0.0176439j 0.0160373-0.00333972j -0.015504-0.000150615j -0.00149631-0.0028279j -0.00865346-0.00380595j -0.0175482+0.00541839j -0.00400106+0.00572378j -0.00635516+0.00139706j -0.0112381-0.0137392j -0.00828248-0.0197805j -0.000318443+0.0250783j 0.0130807+0.00885876j -0.00408012+0.00496819j -0.00946968-0.00203279j 0.00243909+5.02621e-05j -0.017601+0.00427838j 0.00801622-0.0090898j 0.00845542+0.00395087j -0.0035264+0.00303726j 0.00219885+0.00115254j 0.0110343-0.00766233j -0.00410091+0.00366498j 0.00156428+0.0151249j -0.00522995-0.00137474j 0.000446507-0.00285856j 
0.0128505-0.00304833j 0.020367+9.66935e-05j 0.00337774+0.0309534j 0.00296695+0.0564259j 0.0272061+0.0142724j -0.00914089-0.0286603j -0.0131982+0.0542364j 0.0195874+0.00436553j -0.0248216+0.0176518j -0.0103029+0.0269075j -0.0279511+0.00990653j 0.0309947+0.0277831j -0.0143818-0.0279857j -0.0231956-0.0233044j 0.0114295+0.00298634j 0.00964473-0.00910155j 0.0191106+0.0165046j 0.015801+0.00688363j 0.0183801+0.00462428j -0.0089173+0.018492j 0.0406441+0.00313078j -0.0112935+0.00466006j 0.0176384-0.0322437j 0.0253924-0.00916664j 0.0139757+0.0101292j -0.00421802+0.000216106j -0.00520098+0.000509594j -0.00403559+0.0109816j -0.0133279+0.0168693j -0.0110702+0.0133802j 0.0243384-0.0043512j 0.0127582-0.0122686j 0.0116795-0.00192921j -0.00176978+0.00667747j -0.00585121+0.00464108j -0.00081828+0.0150167j -0.0231586+0.006744j -0.00677618-0.000499944j -0.0128295+0.00731388j -0.00218425-0.00160018j -0.00123994+0.00349681j 0.0284319+0.00673188j -0.019657+0.0170684j -0.00768722-0.0125219j -0.00396091-0.0153236j -0.0101356-0.0147828j 0.00643551+0.00701574j 0.00131285+0.00239565j 0.00267499+0.0106134j 0.000356216+0.0218685j -0.0109788-0.0152159j 0.00643249-0.0241066j -0.00885821-0.0223299j 0.0288181+0.00573992j 0.011675+0.00488386j -0.0322282-0.0169081j 
-0.0176906+0.0115152j 0.0156729-0.0194701j 0.0102645-0.0455038j -0.017304+0.0304435j 0.0130793-0.0061646j -0.026639-0.0196912j -0.0325918-0.00514209j -0.0023109-0.00532167j 0.00812362+0.003854j -0.0295507-0.0157781j 0.0127214-0.0457599j -0.0348405+0.0162484j 0.0453831+0.0178648j -0.00224972-0.0186472j -0.0279536-0.0311264j -0.0264667+0.00182237j -0.014631-0.030486j -0.00206259-0.0110539j -0.00384062+0.0114981j -0.0103506+0.0218308j 0.00823497-0.00206116j -0.0114619-0.00313464j 0.0164555+0.00430993j -0.00900621-0.0230541j 0.00419824-0.0147406j 0.00803052-0.0303365j 0.00363014-0.0141019j -0.00252689-0.000232463j 0.010502+0.00413681j 0.0153341-0.00563225j -0.0109946-0.0169964j -0.00450741+0.00624647j 0.00527251-0.0271074j -0.00330996-0.000145865j 0.00566539+0.00110997j 0.0135832+0.0198397j -0.00200462-0.000831642j -0.002806+0.00386489j 0.0207074+0.00875934j -0.000941331-0.00574619j -0.0108848-0.0114539j -0.00488341-0.00554689j 0.00450927+0.00429835j -0.0254915-0.00609592j -0.0166826+0.00726137j -0.017072-0.00912037j -0.00458605-0.00714618j 0.00429548+0.00533073j 0.010662+0.0145667j -0.00403893-0.00163872j 0.000638766-0.0155597j 0.00417848-0.00382146j 0.0128553+0.00558575j 0.00765107+0.0217584j -0.0123587-0.00894644j 0.00258248-0.00555051j 
0.00636867-0.0250226j 0.0092977-0.0230332j -0.0419075-0.00708319j -0.0289139+0.04555j -0.0429881-0.0225031j -0.0244239+0.00191116j 0.0220557-0.0154903j -0.00925039-0.0153156j 0.0197001-0.010922j -0.00235501+0.0230772j -0.0303091-0.00394451j 0.0181424+0.0116464j 0.0195087-0.00304346j 0.00311417-0.020499j -0.00521279-0.0156924j 0.0226661-0.0471522j 0.00408477-0.0257371j -0.00726117+0.0117729j -0.0175101+0.00501721j -0.0221406+0.0238309j -0.0404565+0.00903524j -0.00675112-0.0139534j -0.0132103-0.00364412j 0.0336761-0.00265635j 0.00719928-0.0318382j 0.00283028-0.00721352j 0.0112679-0.0136436j -0.0034415+0.00317642j -0.000797371+0.00782544j -0.00354529+0.0054018j 0.0114866-0.0111824j -0.0146064+0.00576133j 0.0332642-0.00618774j 0.0235285-0.0177127j 0.00573756-0.014832j -0.00930078+0.0130878j 0.0149514-0.00992555j -0.012986+0.00247567j -0.0159794+0.0255227j 0.0302453+0.00258385j 0.0121061-0.00935066j -0.00588129-0.0141115j -0.00544713+0.0221462j 0.0128973-0.00274907j 0.0033343+0.000320504j -0.00051669+0.00726324j -0.00702694-0.00564j -0.00614427+0.0106976j 0.00825103+0.0131441j 0.00277374+0.0200204j -0.0104341+0.0106751j 0.00236528+0.00927375j 0.0024704-0.00378345j 0.00536313+0.0121419j -0.0146166+0.000474849j -0.00384301-0.00199435j 
