-0.0028706+0.00418006j -0.00542346-0.0038447j -0.00552518-0.00263515j -0.00364008+0.00258652j -0.00216316-0.00182062j 0.00354569+0.00192918j -0.00649638-0.000323174j 0.00356728+0.00182283j -0.00371194-0.000281695j 0.00202721+0.00532315j -0.00149566+0.000582214j -0.00246109-0.00172355j -0.00293241-0.000275791j 0.00272838-0.00280592j 0.0017723+0.00337213j -0.00677946-0.00247826j 0.0025732-0.000514151j 0.00113677+0.000448755j 0.000309388+0.00121483j -0.00191785-0.00154041j -0.00185002+0.000396641j 0.000255455+0.00312626j 0.00168864+0.000374836j 0.00170418-0.0024501j 0.00191704+0.00223525j -0.00298536-0.00110128j -0.00413525+0.00184267j -0.0024312-0.00293913j -0.00114992+0.000469553j 0.000486824-0.00378342j 0.000250155-0.000563445j -0.00116395+0.000258892j -6.24508e-05+0.00043743j -0.0018645-0.000817707j 0.00402615-0.000498366j -0.00192399-0.00118539j 0.00110544+0.00032507j 0.000429306-0.000552204j -0.00583871+0.00124678j 0.00368213+0.00440786j -0.00283904+0.000721882j -0.00331068+0.000331318j 0.000589888+0.000521255j 0.00555436-0.0015371j 0.00311216+0.000937028j 0.0066723-0.00323306j 0.00291039+0.00238765j -0.000950354+0.00301414j -0.011316-0.000827543j 0.0075216+0.00135372j -0.000427453+0.00207882j 0.00843687+0.00372044j -0.00693554-0.00115048j -0.0117132+0.00430858j -0.0105385-0.00154562j 0.0129316+0.00772869j -0.00758303+0.00402368j 0.00253208-0.00703159j 0.000577675-0.00947255j 0.00888383-0.000655148j 0.00498412-0.00326846j -0.00704948-0.0044376j -0.00329131-0.000388855j 0.000977648+0.00586104j -0.00189418+0.00301602j -0.00427128-0.0071412j -0.00188362+0.00542161j 0.00250167+0.00421922j 0.00175436+0.00506456j -0.000861155-0.0115999j -0.00636331+0.0900834j 0.0667293+0.0289713j 
0.00243677-0.00256266j 0.00207354+0.00127415j 0.000557051-0.00324091j 0.00183384-0.00358098j -0.00221797+0.00317467j -0.00119161-0.000594038j 0.00449489-0.00624971j 0.00256909-0.00523223j -0.00553298+4.34606e-05j -0.00103511-0.00935711j -0.00141628+0.00161033j -0.00288968-0.00978845j 0.0184966-0.00148644j -0.00964494-0.00284229j 0.00483091-0.00590114j 0.00778666-0.00407664j -0.00489775-0.000954881j -0.00634241+0.00400135j 0.0136102-0.00760276j -0.000557259+0.00068206j 0.0154418+0.00111839j 0.0049301-7.82796e-05j 0.0116435-0.0054323j 0.00483769-0.00469023j 0.000188587+0.00586776j 0.0130044-0.00436817j -0.00119577+0.00123895j 0.0103846-0.00154724j -0.00231045+0.0208738j 0.0273099-0.00779368j -0.00310694-0.00417023j -0.0192399+0.00280863j 0.000114949-0.000224563j -0.0227913-0.00389081j -0.00127844+0.0149397j -0.0153072+0.0013428j 0.00892256+0.00453283j -0.00245525+0.00219858j 0.0149034+0.0062998j -0.00361559+0.00473597j 0.0218072-0.00136321j 0.00177977+0.00688185j -0.00892315+0.0133951j 0.00334656-0.000202442j 0.00739567-0.0203576j -0.00225577-0.00316686j -0.00188098+0.0141545j 0.0133211-0.00349538j 0.0169101+0.00763734j -0.00469969-0.013011j 0.00382664+0.012022j 0.00944724-0.03523j 0.00846635-0.0346712j -0.00746023-0.017057j 0.0029301-0.0282597j 0.00338893+0.00795095j 0.0221174-0.0112413j 0.0114394+0.00127596j 0.024349+0.00799638j -0.018239-0.0312214j -0.0075148-0.0318283j -0.00897176+0.0198067j -0.00795895+0.037773j 0.00537952-0.0268363j 0.000169174-0.0180818j -0.00108341-0.0276722j -0.00359925-0.00292573j 0.00373251-0.032291j -0.000265274+0.00422574j -0.00141787-0.013963j 0.00313133+0.00195366j 0.000196861-0.00301049j 
-0.000226361+0.00042602j 0.000108688-0.00183639j 0.00208067-0.0047837j -0.000144693-0.00393714j -0.000802833+0.000181984j 0.00126277+0.0098432j -0.00255205-0.00597938j -0.00440448+0.0022436j -0.00383941+0.00251945j -0.00115176-0.00060291j -0.00401395+0.000171906j -0.00357174-0.00393089j 0.00294708-0.00236102j 0.0114687+0.00253036j 0.0102262-0.00656151j -0.0037655+0.00308312j -0.0107372+0.00302977j -0.0161663-0.00187046j -0.00780277-0.00129107j -0.012097+0.0016265j -0.00746871+0.00422464j -0.00202528+0.00271299j 0.00385196+0.00359056j -0.00343793+0.00789068j -0.00693513+0.0107176j -0.00232957+0.000809676j 0.0166764-0.00784015j 0.00759722-0.00500064j 0.00323778-0.00184001j -0.00311873-0.00649562j -0.00240761+0.00681251j 0.00652955-0.0198808j 0.00568878-0.0049684j -0.000367948+0.00928692j -0.000569019-0.00373346j 0.00854053-0.00786817j 0.00455174+0.0035485j 0.0116935-0.00511304j 0.0269104+0.0160479j -0.0249706+0.0175761j -0.00447645+0.00764222j -0.000701248-0.00291556j -0.00430013+0.00866731j -0.00266413+0.00536758j 0.0228314+0.00606243j -0.00151656+0.00730425j 0.0184642+0.00677951j 0.000545971-0.00809051j 0.0041459-0.012509j -0.000843564-0.0426852j 0.00600125+0.00396135j 0.00950265+0.00204351j 0.00554737+0.0212701j 0.0199848+0.0717999j -0.00284767-0.00791504j -0.00726166-0.00787973j -0.00622919-0.0304169j 0.0194533+0.0641688j 0.0109532-0.00577281j 0.00659864+0.0189127j 3.20559e-05+0.00367104j 0.00597318-0.0520066j -0.00649935+0.00514719j 0.00485088-0.0172589j -0.00673127+0.00051595j 9.09041e-05-0.014203j -0.00206628+0.0265829j 0.00183832-0.00956816j 0.00113674-0.012969j 0.00292182-0.000650527j 0.000221662-0.00191002j -0.00106619+0.00132829j 
0.00115492+0.00281296j -2.47855e-05+0.00207079j 0.00169759-0.00583946j 0.00183016+0.0023204j -0.00535423+0.0032995j 0.0044975+0.00191613j 0.00425824-7.90476e-05j 0.00696911+0.00214578j 0.00940868-0.011098j -0.00492329-0.0035906j -0.000446902+0.0118049j -0.00947901-0.00272897j -0.0048359+0.00740731j 0.00401259-0.00251327j -0.00340946+0.00207871j 0.000927908-0.00964661j -0.0091402-0.00416348j 0.00595862+0.00152126j -0.00404311-0.00166739j 0.00552156-0.00247813j 0.00322647+0.00196767j -0.00828445+0.00251798j -0.00651191+0.00478928j -0.0143002+0.00616095j -0.00579877-0.00770401j 0.0257384-0.0056477j 0.0107588+0.00309899j -0.0036315+0.0017887j -0.0282775+0.0122013j -0.0264934+0.000567214j 0.00346388-0.00548807j 0.00419797-0.00617717j -0.00769813+0.00467076j -0.025035+0.000624689j 0.0109458-0.00251869j 0.00160199-0.0126852j -0.00256309+0.000363986j 0.000909134+0.0092173j -0.014178-0.000648498j 0.00757047+0.0100816j 0.00241085-0.0143861j -0.000180821+0.015864j 0.00517175+0.00305366j -0.00276363+0.00493793j -0.00126095-0.00626229j -0.0189606-0.0100964j -0.00847434-0.0117484j 0.0121091-0.0103345j 0.0152835+0.0223471j -0.0079134+0.00558725j 0.00860161+0.0125473j -0.0169907+0.0250354j 0.0117446+0.00785971j 0.00147462-0.0164464j -0.014116-0.0221469j -0.0035339-0.020093j -0.01306-0.00897127j 0.00522942-0.0183804j 0.0164186+0.0254067j 0.00140493-0.0148503j -0.011871+0.0101443j 0.00181582+0.0202726j -0.00779451-0.00619995j -0.0148364+0.0259172j -0.0121754+0.0261597j 0.0123883-0.0178652j -0.00200739-0.0194659j -0.00247232-0.000484952j 0.0035937-0.0018567j 0.00423296-0.00513269j 0.00195212+0.00592255j 0.000561294-0.00106233j 
0.00103447+0.00115744j -7.54375e-05+0.00291854j 0.00291312-0.00744662j -0.00152871-0.00545225j 0.00300081+0.011523j 0.000928733+0.000578275j 0.00164491+0.000600053j -0.0030298-0.00179621j 0.00921544-0.0121258j -0.000541397-0.00928543j 0.00172741-0.00154246j -6.47439e-05-0.00217918j -0.0022145+0.00909939j 0.0090119+0.00826664j 0.0074985+0.00221739j 0.000245076-0.00314276j -0.00217902-0.01377j -0.00249423-0.00141053j -0.00071925-0.00444983j -0.00504616+0.00817231j -0.00854596+0.00231204j 0.0195427-0.0111254j -0.00943347+0.0037201j -0.0100676-0.00698779j 0.0162198-0.00204948j 0.00768756-0.00878969j -0.019198+0.000996393j -0.0191554+0.00680018j 0.002137+0.00468593j 0.0147999+0.00568184j 0.0110168-0.00234923j -0.00978958-0.00489892j -0.0261903-0.00611061j -0.0143089+0.00436785j 0.0153144-0.00716945j 0.0323337-0.00347094j 0.000499362-0.00277506j 0.0158585-0.0013603j 0.0132253+0.00641441j -0.0110395+0.0157058j -0.0123725-0.00136652j -0.00670514+0.00235872j 0.00531813-0.000709865j -0.0129529-0.0211778j 0.0175445-0.0149222j -0.00237939+0.010817j 0.0100575-0.0122577j 0.00584258+0.0105825j 0.0146128-0.000461574j 0.00505345+0.00153306j 0.00996066-0.00522268j 0.0100388-0.00674153j 0.0150524+0.0579542j -0.00306955-0.00966703j 0.0125755-0.0295234j 0.0121088+0.00226852j -0.000116783+0.0128924j -0.000657265-0.0438422j 0.0143485+0.0376038j -0.0105474-0.0388793j -0.00959178+0.0517359j 0.00464399-0.0388873j 0.00686631+0.00324771j 0.000679806+0.0133814j -0.00550843+0.00570979j -0.000443223-0.0168303j 0.00511901+0.0020723j -0.000921621+0.000894598j -0.00134041-0.00195725j 0.00358745-0.00699976j -0.000650667+1.44887e-05j -7.04709e-05-0.00152621j 
0.000482426-0.00420578j 0.00175606-0.000770231j 0.00141354+0.00104763j 0.0012624-0.00196406j -0.00181171+0.00240728j 0.00478717-0.00497702j -0.000107652+0.00574603j 0.00350577-0.00253967j -0.00147572-0.00126246j 0.00362229-0.00604352j 0.00210531+0.00546688j -0.00156429+0.00384082j 0.00795361+0.00271217j -0.00397579-0.0092267j 0.0049221-0.0114632j 0.00775081+0.00465484j 0.00123636+0.00079424j -0.00146385+0.0113436j -0.00568685-0.00117503j -0.00421411-0.00567677j 0.0121146+0.00535631j 0.0141822+0.00492304j -0.00827701+0.00556219j 0.0213779-0.000224679j -0.00470589-0.00442405j -0.00250397+0.00955629j -0.0163108+0.0125582j 0.0242938-0.00274214j 0.0243959+0.00156471j 0.0126168-0.00287262j -0.0259005-0.004221j 0.00898414+0.00622785j -0.00467461+0.00436947j -0.00250602+0.00248351j -0.00964229+0.000620818j 0.00729718-0.0063876j 0.0162815-0.00963997j -0.01571+0.00537397j 0.0177883+0.00342797j 0.00135025+0.00167801j -0.00318156-0.010804j -0.00318813+0.0200961j 0.00375003-0.00255661j -0.00977246+0.0103142j 0.00137274+0.0099984j -0.0129974-0.0042199j -0.00976183+0.0106538j 0.0102748+0.00151952j -0.0083812+0.0161443j -0.0145277-0.031893j -0.0152211-0.00373222j 0.0106641+0.0162586j -0.00252628+0.0466309j -0.00944245-0.0298796j 0.00984512+0.0366995j 0.00292677+0.0470198j -0.0167409-0.0432828j 0.000992825-0.0195122j -0.00841904-0.017502j -0.00157337-0.0516663j -0.00232106+0.035544j -0.0133883+0.0286984j -0.00268128-0.0415836j 0.00413691-0.0250412j 0.00326839-0.0129275j -0.002751-0.0177232j 0.0058862-0.0188238j 0.00123452+0.000385892j 0.00277946+0.00401467j -0.00147126+0.000172438j 0.00315123+0.00464029j 0.00130748-0.00246522j 
0.00049705-0.00169726j 0.000951712+0.000428034j 0.00106621+0.00488665j 0.00354772-0.00374391j -0.00389109-0.00195829j -0.0105376+0.00399345j 0.00273081-0.00661493j -0.00132872-0.00581475j -0.00673403+0.00667676j -0.00145601+0.00266715j -0.00304553-0.00908191j 0.00731108-0.00714738j 0.00595904-0.00520985j -0.00457658+0.00916897j -0.00348227+0.00347783j -0.00158122+0.0014726j -0.00244613-0.0050873j -0.00922275-0.00370049j -0.00887681-0.00658478j -0.00771658+0.00191905j 0.00920355-0.00843212j -0.00990529-0.000821468j 0.0010626-0.00847199j -0.0115811-0.00512153j -0.00979353+0.0129441j -0.0209771-0.00862115j 0.0102189-0.00937259j 5.49976e-05-0.00644967j -0.00720216-0.00517579j -0.0153786+0.00637932j 0.0174924-0.0178704j -0.0298354-0.00751968j -0.00779644-0.00112517j 0.00842491+0.00225124j 0.00841516+0.00622095j 0.000820953-0.000653117j 0.0258873+0.000196086j -0.0175335+0.017447j -0.00215008-0.00649805j -0.0104384-0.0080572j 0.00330961+0.0157994j 0.0107312+0.0109265j 0.00555317-0.00363304j -0.00124013-0.0195843j -0.011299-0.00157156j -0.00675505+0.0132506j -0.00121758-0.00805878j -0.00650599-0.0361988j 0.00642836-0.0260525j 0.00786332+0.0270524j -0.0131065-0.0369082j -0.00673327-0.0251716j 0.0116674+0.0205155j 0.000130993-0.0205722j -6.19174e-05-0.0172285j 0.00537737+0.0229836j 0.0137385+0.00305586j -0.00465627-0.0104599j 0.00680453-0.00568541j 0.0100977-0.0688528j 0.00916624-0.0342081j 0.000668332-0.00868934j -0.00637216-0.0103708j 0.00300613-0.00276504j -0.00261844-0.016191j -0.00287129+0.0210079j -0.00348696+0.0151803j -0.00318653-0.0139691j 0.00249122+0.00677193j -0.00290652+0.00783866j 0.00225338-0.000121685j -0.000200601-0.00391472j 
-0.00028956+0.00115223j -0.000109255+0.000403077j 0.00368273-0.00535947j -0.000288036-0.00277781j -0.00347245+0.00439516j -1.2799e-05+0.00243482j 0.00229502+0.00044662j 0.00325786-0.00216379j 0.00680187-0.0104444j 0.000298119-0.00818319j 0.000255067-0.000635459j 0.0028416-0.00213208j -0.00223694+0.011114j 0.00197764+0.0055279j -0.00116926+0.00894404j -0.00872238+0.00184246j -0.0103447-0.0119812j 0.00875626+0.000193403j -0.00690922+0.00127401j -0.00445642-0.00112136j 0.00483728-0.00369268j 0.00589784-0.00545163j -0.0182963+0.00894618j 0.00733099-0.00315462j -0.0262889-0.00568814j -0.0469027+0.00799611j 0.00657205+0.00446466j 0.0239093-0.00830521j -0.0279702+0.0115253j -0.0379547+0.0222236j -0.00992534+0.00526046j -0.02597-0.00336055j -0.00790893-0.00952419j -0.0037398-0.00962619j 0.00458137-0.00811134j 0.0118714+0.017188j 0.0241521+0.00790091j -0.0155174+0.00591129j 0.00106797+0.0137179j -0.010579+0.00649471j -0.00200514-0.018396j -0.00326747-0.00972841j 0.00813967+0.000801869j -0.00746581-0.00715921j 0.00180914-0.00799662j 0.000437613+0.0143579j -0.00512607-0.0116469j 0.00945333+0.0352036j -0.00742942-0.013467j -0.00441974-0.0145926j 0.00762773+0.040258j -0.00856389-0.0507129j -0.00709219-0.0178127j -0.00837302-0.00985769j 0.00966121+0.00697354j 0.0185804+0.00778207j 0.00110754+0.0659898j -0.00757065+0.0346415j 0.00642369-0.0314198j -0.00876909+0.05771j -0.00350129-0.0023607j -0.00639292-0.00867717j 0.0092235-0.00575895j 0.00145977+7.6927e-05j -0.00639666-0.00167398j 0.00170887-0.0149189j 0.0044581-0.0024593j -0.00576873+0.00610364j 0.00274992+0.00147434j -0.000944841-0.00187645j -4.05399e-05+0.00268088j 0.000461006+0.00218513j 
-0.000582704-0.00374809j 0.00103962-0.0018727j 0.000445819+0.00252307j -0.000118448+0.00211024j -0.00493823-0.0112024j 0.00111297+0.000140813j -0.00152461-0.00016952j 0.00439132+0.00523423j -0.00469047+0.0065701j 0.00679923-0.00305928j -0.000117448+0.00120341j -0.00882745+0.00489236j -0.00239823+0.00112646j 0.00445868-0.00995414j 0.00657129-0.00263597j -0.00759176+0.00200978j -0.00187283+0.0126932j -0.00187586+0.00745241j -0.00267856+0.000107744j -0.00691554-0.00461101j 0.0108694-0.00501579j -0.0083421+0.00302368j 0.0186186-0.000772689j -0.00501375+0.00910603j -0.0180076-0.00657647j 0.0197058+0.00376875j 0.00705183+0.00147223j -0.0067947+0.00140055j 0.0276382+0.0101904j 0.0216026-0.00830949j -0.00613931+0.00571047j -0.0140867-0.00632874j -0.0233402+0.00389494j 0.0267156+0.00231413j -0.01769-0.0154313j -0.0160144-0.00464617j 0.00649031+0.00567186j -0.0229891-0.00676961j -0.00309675+0.00105803j -0.0136641+0.00125224j 0.0172892-0.00486964j -0.00418274+0.00039022j 0.000854222+0.0158385j 0.0126794-0.000261136j -0.0045819+0.0100304j 0.0110225-0.00989295j -0.00443444-0.0337736j -0.00974482+0.0119881j -0.0129253+0.0150431j 0.0104604-0.0122296j -0.0025029-0.0279709j 0.0189848+0.00193415j -0.00186755+0.00348385j -0.00440764-0.0072178j 0.0118203-0.0392621j 0.0159688-0.000729311j 0.00357447+0.0329034j 0.00817091-0.0250067j -0.018055+0.0198488j -0.0142738+0.000832995j -0.00158294+0.00886018j -0.00509762+0.0007999j 0.00446394+0.00278041j 0.010238+0.0132173j 0.00375472+0.00564028j -0.00279471-0.00511413j 0.00256968+0.000528829j -0.000689561+0.00389789j -0.00125686+0.000411132j -0.00611268-0.00243097j -0.000735509-0.00188065j 0.00136695+0.00636193j 
0.00302607-0.00191224j 0.000652258+0.00510141j -0.0028742+0.00737951j 0.00413089+0.00526807j -0.00537247-0.00196423j 0.00085272+0.00686198j -0.00526207+0.00728533j 0.00402387+0.00331843j -0.00464095+0.00761933j -0.00641499+0.00818492j 0.00643899-0.011455j -0.00428231+0.00398332j 0.00688428-0.000951037j -0.0106073-0.00357158j -0.0129708+0.00869339j 0.0146308-0.00134889j 0.0193405+0.000719158j -0.00411957+0.00146167j -0.00997413+0.0146617j -0.0212503+0.00642995j 0.0073582-0.00153906j 0.00387446+0.0113961j -0.00815989+0.0069202j -0.00538652+0.0124897j 0.00954347+0.0142362j 0.0142292+0.00222464j 0.0157338-0.00250803j -0.0122493+0.00555174j -0.0221149-0.0115159j -0.000129391+0.00478862j -0.00650646+0.00320284j -0.0163777-0.0148204j 0.00376885-0.00370467j -0.0209169-0.00879309j 0.0187714-0.0124532j 0.00358798+0.00219827j 0.0387826-0.00433587j -0.0166327-0.0244586j -0.0182844+0.000626894j -0.0142562+0.0101252j -0.0191566-0.00752991j -0.0118528-0.000576672j 0.0169556+0.00299286j -0.0168658+0.0213925j -0.0140241+0.0267499j 0.00442326+0.00670334j 0.00201215+0.0131724j 0.00472257-0.012413j 0.000490818-0.0298127j 0.00714384-0.0182138j 0.00154606+0.0077164j -0.00338563+0.00622124j 0.00818458+0.0301922j 0.00576209+0.0382756j -0.0232692-0.0584157j -0.00682295-0.0429793j -0.00214903+0.00798411j 0.00400855-0.00217196j -0.0169905+0.00254547j -0.00677084-0.000175436j -0.0079689+0.00310921j 0.0102194-0.010536j -0.00910643+0.00448503j -0.00964041-0.00407017j 0.004585-0.00726665j 0.00650669-0.00490886j 0.00373076+0.00798953j -0.000191744-0.00600674j -0.00292417+0.00611527j -0.00272857-0.00567136j -0.000244221+0.00330287j 0.00151597+0.000902337j 
0.00201254+0.000302691j -0.000473304+0.00310436j -0.00179948+0.00370581j 0.00437515-3.44051e-05j -0.00377137+0.0062409j -0.00164092+0.0059588j -0.00225521-0.00124869j 0.00539038-0.00683801j 0.000869942-0.00530339j 0.00335372+0.00152969j 0.00612533-0.00527628j 0.0105415-0.00670579j -0.00378013+0.00717611j 0.012822+0.000463354j 0.000896992+0.00593166j 0.0112719+0.00725111j -0.0251822+0.00912457j 0.0111253+0.00168245j -0.0238655-0.0040293j -0.00103765-0.00576512j 0.000608242+0.00403778j 0.0130943+0.00929812j 0.00627884-0.0023464j 0.0354368+0.00400195j 0.0259705-0.00945346j 0.0153551-0.00133893j -0.0194043+0.000840197j -0.0105655-0.0147089j 0.0265439-0.00175651j 0.00290568-0.00310815j -0.00522202-0.00284068j -0.000356826-0.000954681j -0.00912584+0.00946011j 0.0510071+0.0148437j -0.0206653+0.00556463j -0.00584864+0.00630036j -0.0217885+0.00909668j -0.000760417+0.00255882j 0.00338842-0.000677038j -0.00566465-0.0003092j 0.0174796+0.00196927j 0.00575328+0.00854436j -0.00845329+0.00528847j 0.00526255-0.0102206j -0.00264009+0.0371589j -0.0100567+0.000174729j 0.000557298-0.0230841j 0.0122178-0.0049285j 0.00553918-0.000483481j 0.0146018+0.016006j 0.0100455+0.0133745j -0.00205627-0.0208018j 0.00120749-0.0561765j -0.00415382-0.00139876j -0.00494519-0.0220462j -0.0119371-0.0428645j -0.010489+0.0405737j 0.00268708+0.0336037j -0.00147582-0.0165893j 0.000911532+0.00902601j -0.00343-0.0326112j 0.00421467-0.0382899j -0.00609837-0.0188566j -0.000664324+0.0187134j 0.00412976-0.0044999j 0.00662971-0.000752511j 0.00153719+0.000913222j -0.00100385-0.00805342j 0.00109267+0.00254555j 0.00306935+0.000574847j 0.00125063+0.00459028j 0.00140526-0.000265381j 
0.0001402+0.00338242j -0.00172335+0.00115042j 0.00334542-0.00489143j -0.00161208-0.000881638j -0.00450559-0.0046239j -0.00441531+0.000847435j 0.00455546+0.000168148j 0.00159687+0.00736019j -0.000307684-0.00394787j 0.00132105-0.006423j -0.0050392-0.00239663j 0.000837841-0.00326905j 0.0100446+0.00719365j 0.0053128-0.000721964j 0.0087174+0.0136278j -0.00266383-0.00462567j 0.0154395-0.0125874j -0.00250884-0.0168926j 0.000441701+0.000252831j 0.00115165+0.00918776j 0.0270231-0.0113788j 0.00333742-0.00669777j 0.0119507+0.00294854j 0.012897-0.00705634j 0.0344134+0.00270893j 0.0185081-0.00910723j -0.00804331+0.00139524j -0.0156795+0.0151198j 0.0417056-0.00618382j 0.0108314+0.00521402j -0.0271466-0.00562031j 0.0123768-0.0203006j 0.00254979-0.0123756j -0.00255879-0.00687j -0.0214216-0.00494938j -0.00734161-0.00151857j 0.0122683-0.0107001j -0.0118703+0.0183283j -0.0226992-0.0180424j -0.0125302-0.00248781j 0.0160246+0.00589946j -0.0094842-0.019363j -0.00110883+0.00474874j 0.00326983-0.000427493j -0.011864-0.011703j 0.0124137-0.00135138j -0.00778348-0.00391287j -0.00300826-0.00378495j -0.00770721-0.0189801j 0.00770851+0.0366609j -0.00434212+0.0251711j 0.000620009+0.00686852j -0.011779-0.0162258j 0.0132385+0.0552002j 0.00564096+0.018642j 0.0143469-0.0258574j 0.0192279-0.040269j 0.0024996+0.00712679j 0.0130915-0.00635678j 0.0037828+0.00969116j -0.000488716+0.00298127j 0.00126559-0.00578323j 0.00607628-0.00143381j 0.00405481+0.0112427j -0.00938105+0.011468j -0.00275979+0.00505274j 0.00076916+0.0110778j -0.0054378-0.00434932j 0.000266806+0.00410241j -0.00311599-0.00762222j -0.000910767+0.000255469j 0.00135236+0.00434337j 
0.00113376+0.000384545j -0.000470442+0.00193387j -0.00194195-0.000279971j 0.00134667+0.00198623j -0.00266552-0.000605414j 0.00234775+0.00585965j -0.00990699+0.00680816j -0.000164506+0.00972747j 0.00119785-0.00260633j -0.00507426+0.0060727j -0.000230797-0.00453301j -0.00639731+0.00926754j -0.00236748+0.00983948j 0.000953261-0.00368271j 0.00290397-0.00206443j 0.00877423+0.00379791j -0.00676234+0.00528076j 0.0293219-0.0166911j 0.0279793-0.0102079j 0.00960364-0.00697658j -0.00697528+0.00426899j -0.00326141+0.0187567j 0.0206784+0.00277804j -0.0020039+0.00221349j -0.0168122-0.000313613j -0.0193848-0.00511671j 0.00481953+0.000376666j 0.0188648-0.00105759j -0.025968-0.00106175j -0.0229157-0.00507465j -0.00959124-0.018253j -0.0102835-0.0014728j 0.0190521+0.014467j 0.0177347+0.00351962j -0.00860026-0.00160381j -0.0077789+0.0095266j 0.00119387+0.00754788j 0.0166893+0.00752885j -0.0195464-0.0352957j -0.0040491+0.0148809j 0.0100692+0.011508j -0.000613288+0.0378053j -0.0149394+0.0223152j 0.00523604+0.0152202j 0.000262786+0.00448588j 0.0110789-0.0152429j 0.00946582-0.00386116j 0.00189871-0.0213948j -0.00689547+0.0453751j 0.00513772+0.0650233j 0.0130275+0.0390461j -0.00390225-0.0308017j 0.0011211+0.0062529j 0.00539879+0.0226263j -0.013045+0.0320631j -0.00729282+0.0265027j 0.0131299-0.0507624j 0.0033703+0.0241045j -0.00167951+0.00290842j 0.00058469+0.0027228j -0.00117519+0.00364821j 0.00535331+0.0114192j -0.00245196-0.0165675j -0.00122291+0.029584j 0.00442861+0.00664455j 0.00409016-0.00795953j 0.00150252+0.00383414j 0.000463084-0.00178013j -0.00208471-0.00170163j -0.000217371-0.00653653j -0.00193481+0.000669932j 0.00109231+0.00433979j 
-0.000580147+0.00493557j -0.00132839-0.00148502j 0.00455868-0.0103801j -0.00198662-0.00454736j -0.00131431+0.00661064j 0.000816743+0.0105836j 0.002231-0.00751616j 0.000348314+0.0018796j 0.000832759-0.00778952j -0.00510269-0.00515838j -0.00204261+0.00495644j -0.00436569-0.0113975j 0.000789729-0.00329048j 0.0139471+0.0026205j 0.0055481+0.00698408j -0.000292587+0.000382193j -0.0188453+0.0134208j 0.00978735-0.00645237j -0.0177681-0.00314202j -0.00471239-0.00142347j 0.0043304+0.00537359j 0.00139551-0.00609992j 0.00665929+0.00103482j -0.00934919+0.0138936j -0.0339298+0.0137956j 0.00886012-0.000605511j 0.0251515-0.00434049j -0.000518008+0.0107541j 0.0189649-0.00954193j -0.0264367-0.012721j 0.0166168-0.00840714j 0.00975559+0.00285678j -0.00395105+0.00998291j -0.00598111+0.00920489j -0.0111908+0.0114703j -0.0127014-0.0102771j -0.00127838-0.0100164j -0.016415-0.0106129j -0.0132396-0.0192801j -0.00585798-0.0152528j 0.019611+0.00992523j -0.00226534-0.0260753j -0.00888184-0.000145248j -0.00317488-0.0153658j 0.0250428+0.0361373j 0.00109213-0.018036j 0.0130202+0.00302286j -0.020286-0.0298278j 0.0022127+0.0172201j -0.000213907+0.00784186j -0.000969601-0.0476926j -0.000225687+0.0144091j -0.00671966+0.0313944j 0.0142912-0.0109453j 0.00803742+0.0248022j -0.00336821-0.0129228j 0.00257997-0.0178229j 0.00991201-0.0315137j 0.0157561-0.00989955j -0.00285353+0.005473j 0.003298+0.00587087j -0.00116931-0.0428732j -0.00367132+0.00314137j 0.00109089+0.00344991j -0.00901769+0.0210857j 0.000666386+0.00676329j -0.00104734+0.0148754j -0.00317381-0.000620667j 0.00197819-0.00288703j 0.00341536-0.00343446j 0.000140574-0.000863318j -0.00113491+0.00273569j 
