-0.0028706+0.00418006j -0.00542346-0.0038447j -0.00552518-0.00263515j -0.00364008+0.00258652j -0.00216316-0.00182062j 0.00354569+0.00192918j -0.00649638-0.000323174j 0.00356728+0.00182283j -0.00371194-0.000281695j 0.00202721+0.00532315j -0.00149566+0.000582214j -0.00246109-0.00172355j -0.00293241-0.000275791j 0.00272838-0.00280592j 0.0017723+0.00337213j -0.00677946-0.00247826j 0.0025732-0.000514151j 0.00113677+0.000448755j 0.000309388+0.00121483j -0.00191785-0.00154041j -0.00185002+0.000396641j 0.000255455+0.00312626j 0.00168864+0.000374836j 0.00170418-0.0024501j 0.00191704+0.00223525j -0.00298536-0.00110128j -0.00413525+0.00184267j -0.0024312-0.00293913j -0.00114992+0.000469553j 0.000486824-0.00378342j 0.000250155-0.000563445j -0.00116395+0.000258892j -6.24508e-05+0.00043743j -0.0018645-0.000817707j 0.00402615-0.000498366j -0.00192399-0.00118539j 0.00110544+0.00032507j 0.000429306-0.000552204j -0.00583871+0.00124678j 0.00368213+0.00440786j -0.00283904+0.000721882j -0.00331068+0.000331318j 0.000589888+0.000521255j 0.00555436-0.0015371j 0.00311216+0.000937028j 0.0066723-0.00323306j 0.00291039+0.00238765j -0.000950354+0.00301414j -0.011316-0.000827543j 0.0075216+0.00135372j -0.000427453+0.00207882j 0.00843687+0.00372044j -0.00693554-0.00115048j -0.0117132+0.00430858j -0.0105385-0.00154562j 0.0129316+0.00772869j -0.00758303+0.00402368j 0.00253208-0.00703159j 0.000577675-0.00947255j 0.00888383-0.000655148j 0.00498412-0.00326846j -0.00704948-0.0044376j -0.00329131-0.000388855j 0.000977648+0.00586104j -0.00189418+0.00301602j -0.00427128-0.0071412j -0.00188362+0.00542161j 0.00250167+0.00421922j 0.00175436+0.00506456j -0.000861155-0.0115999j -0.00636331+0.0900834j 0.0667293+0.0289713j 
-0.00224924-0.00454173j 0.000781418-0.00509038j -0.0102564+0.00571835j 0.00883964-0.0315933j -0.00139697+0.0310835j -0.00706024-0.0225548j -0.00645944-0.00555443j 0.00112173+0.00921703j -0.00261151-0.0188009j -0.000155723+0.0281003j 0.0030502+0.0124603j -0.0139093+0.0553484j 0.0355434+0.0131645j 0.0164962-0.00190122j -0.0397128-0.0391106j -0.00353214-0.0223159j -0.0130073-0.00243967j 0.00471358+0.00747359j 0.0150845-0.0102052j -0.0449378-0.0067427j 0.00991053-0.00191365j -0.00734758+0.0177678j 0.0120574+0.0275528j 0.00214666-0.0253171j 0.00769902-0.0149847j -0.00411327+0.0273123j -0.00687686-0.0326383j -0.00254191+0.0150568j 0.00567509-0.01593j -0.0174334-0.0110399j 0.0134689-0.0138406j 0.00184338+0.0200906j -0.00471369-0.000294743j -0.00142798-0.00114617j -0.00702277-0.0134581j 0.00823959-4.4961e-05j -0.0129239+0.018448j 0.00265623+0.010438j 0.00521009+0.0013665j 0.000189087-0.0187288j -9.42647e-05-0.00425985j -0.0018771+0.00902854j 0.00648622+0.0103338j -0.00865464+0.0162897j -0.0035526-0.000155987j -0.00067247-0.0018777j 0.00514948+0.0120031j 0.00112421+0.0122053j 0.00674325-0.00132542j 0.0024017-0.00671069j 0.000463987+0.000259138j 0.00201388+0.00551575j 0.00124245+0.000228117j -0.00243049+0.00508059j -0.00110704+0.000310602j -0.00722706+0.00689577j -0.00339388+0.0145966j -0.00275766+0.0157253j -0.00629829+0.00966919j 0.000127752-0.0111214j -0.000364085-0.00471464j 0.000353405+0.00458149j -0.00175178+0.00687515j 0.000115505+0.00324255j 0.000117748-0.00860988j -0.000229149+0.00192984j 0.00144917-0.00813455j -0.00121438-0.0101468j 0.0017301+0.00406726j 0.000865204-0.00693477j 0.000370889-0.00338888j -0.000897233+0.000471125j 
0.00319829+0.000323813j -0.000227789+0.00785872j 0.00898155+0.0390892j 0.012477+0.00963395j 0.00132331+0.0254951j 0.00837128+0.0362831j 0.0221786-0.0594343j 0.025392+0.0425927j 0.0194083+0.0184265j -0.000458478+0.00553056j -0.0254409-0.0312274j 0.0315394+0.034675j 0.0110573+0.0327698j -0.00121389-0.000976423j 0.0464218-0.0353326j -0.0092147+0.014201j 0.00755187+0.000705888j -0.00118174-0.0246443j 0.0252068-0.00495655j -0.0255603+0.0129267j -0.0241176+0.0006933j -0.0164748+0.032051j -0.00029561+0.0356078j 0.00460108-0.0328256j -2.64522e-05+0.0045594j -0.00357959-0.00138947j -0.00430523+0.00978627j -0.0162434+0.00467651j 0.00586386+0.00508972j -0.00236493-0.0146615j -0.00370746-0.012933j -0.00294183-0.00676409j 0.00551528-0.00629022j -0.00924182+0.000400234j 0.00255341-0.00917123j -0.0100825+0.00967759j 0.00609687-0.00315667j -0.00363774+0.0116358j -0.00093993+0.00636016j -0.00281145-0.00740358j -0.00501952+0.00231979j -0.00243482+0.00346504j -0.00730082+0.00262627j 0.00379306+0.012584j 0.00889053-0.000898206j 0.0032038-0.00165233j 0.00230847-0.00395676j -0.00469078+0.00750537j -0.00175488-9.98546e-05j 0.0067315-0.00908583j 0.00179705-0.00268783j 0.000732403+0.00507385j 0.000188565-0.0052727j 0.000168515-0.00826678j 3.5155e-05+0.000960973j 0.00191917+0.00326336j -0.000874864+0.00157346j 0.00166921-0.00556839j 0.00223085-0.00479846j -0.000116576+0.00206998j 0.0034214-0.00345756j 0.0007719-0.00491308j 0.0028488-0.00122608j 0.0024939-0.000114501j 0.00341054-0.00486912j -0.00298644-0.00232216j 0.000636217-0.00200899j -0.000201672+0.00199783j -0.000313577+0.0071378j -0.00489327+0.00205102j 0.000858242+0.00882991j 0.00429763-0.00220878j 
-0.00136553+0.0172518j -0.00866202+0.00402285j -0.00568053-0.0123174j 0.0112299+0.060225j 0.00842855+0.00462664j 0.0130801-0.061879j -0.0331713-0.0515166j 0.00928565-0.0371575j -0.0261702-0.00682362j -0.0181289+0.00244784j 0.0151012-0.0278937j -0.0117241+0.0161132j -0.0304247+0.0354424j 0.0327278+0.0210811j 0.0119624+0.0224691j -0.0188029-0.00425246j -0.00513182-0.0138706j -0.0083473-0.00855674j 0.0183726-0.0123457j -0.0262441+0.0408213j 0.0243239-0.00486425j 0.00850945+0.0234086j 0.0103266-0.00319837j -0.011736+0.00153442j 0.0277549-0.0100229j -0.0175637+0.000266991j -0.00155096+0.0141486j -0.000918879-0.00399353j 0.00784085-0.0239048j -0.0212312+0.0265118j 0.0226604-0.0104599j -0.00251279-0.00473718j 0.00514705-0.00422958j -0.0126263+0.00642779j -0.00799858-0.0106248j -0.00558235+0.00684101j -0.0034192-0.00267889j 0.000464571+0.00179462j 0.0167235-0.0179824j -0.0229104+0.0144758j 0.0128109-0.00261231j 0.00393347-0.00711913j -0.0104964+0.0130036j 0.00841886-0.00859721j 0.00146315-0.00469418j 0.00335804-0.00248764j -0.0021249-0.00894639j -0.000629946-0.00971667j 0.0110381-0.0161969j -0.00268387+0.00789085j -0.00181863+0.00222172j -0.00817131+0.00953728j -0.00128509+0.00114297j 0.000145449+0.00134347j -0.000543681+0.000403658j 0.00108786+0.00254663j 0.000995675-0.00192417j 0.00220693-0.00279262j 0.0109294-0.0165298j 0.00298979-0.00340618j -0.000761715+0.00574193j 0.00229718-0.00359708j -6.61105e-06-0.00113498j -7.3347e-05+0.00770196j -0.00320981+0.010319j 0.00282208-0.00642826j -0.00101875+0.0041738j -0.00107329+0.0061716j -0.00175656-0.00403047j 0.00323693-0.00666588j -0.00361974+0.00456144j 0.000916689+0.00768491j 
-0.0141385+0.015668j -0.00301407-0.0201079j -0.00809039-0.0321621j 0.0189641-0.0102419j -0.0166163+0.0200056j -0.00621887-0.0180755j 0.00965911+0.0245309j -0.0035177+0.0437514j -0.00883325-0.000287444j 0.0172929+0.0233434j -0.0362446+0.00968745j 0.0162385+0.0264947j -0.0482397-0.0266578j -0.0297437+0.041428j -0.0233125-0.0169135j 0.0113158-0.0026134j 0.00919233-0.0104181j 0.00776471-0.00873716j -0.00211365+0.0303538j 0.000412721-0.0107524j -0.0171933-0.00359299j -0.0147238-0.000573321j -0.0141007-0.00718231j 0.00889309-0.0047495j 0.000750594-0.0104203j 0.00787552+0.000224526j 0.00415531-0.0268644j 0.0142489-0.0186552j 0.00677531-0.00994774j 0.000621993+0.000474519j 8.8369e-05-0.00336827j -0.00542785+0.0140004j -0.0168851+0.0132844j -0.00293714-0.00383721j 0.00117129-0.00267935j 0.00761462-0.00625852j -0.0182933+0.0153467j 0.00995855-0.0034733j -0.00104723-0.000619208j 0.00397421-0.00621371j -0.0031418+0.00150202j 0.00015886-0.00894062j 0.00686682-0.00623064j 0.00699248-0.0126134j 0.00398994-0.00594657j 0.00352583-0.00130182j -0.000143269+0.00739385j -0.00329805-0.00229784j -0.000655359-0.00430502j -0.00222192+0.00588867j -0.001459+0.00406648j 0.00325477-0.00285566j -0.0047092+0.00179365j -0.00495805+0.00932969j -0.00207315-0.00468145j 0.00361442+0.00276969j -0.00384367+0.00768608j -0.000216947-0.00216563j 0.00393139-0.00569414j 0.0041221-0.00517935j 0.00406577-0.00918165j 0.00294457+0.00477089j 0.00496696-0.0033471j 0.00221564+0.00870494j -0.00555607+0.00356441j -0.00379509+0.0100217j -0.00351153+0.00183952j -0.00620219+0.00103439j 0.00555698-0.00424057j -0.000843086+0.00567104j -0.00245561-0.00161616j -0.000283056+0.00726002j 
0.00509271+0.0143933j -0.0172717+0.0198351j 0.019291+0.00374663j 0.00943445-0.0179j -0.00350612-0.021986j -0.0053196-0.0065174j 0.013437+0.032927j -0.0143268+0.0239493j -0.0137877-0.0368408j -0.0171521+0.00567589j -0.000118373+0.0534071j 0.0312263+0.0103074j -0.0164663+0.0216778j 0.030028+0.000543609j -0.0224966+0.00641321j 0.00875798+0.00876706j -0.0133-0.000355859j -0.0112721-0.0126337j -0.00171247+0.00929585j 0.0201379-0.00579915j 0.000531519+0.00481132j 0.00573469-0.0137791j -0.0113204+0.0133547j 0.00524725+0.0104904j -0.00628459-0.0236174j 0.0086531-0.00376091j -0.00221978-0.0124831j 0.017685-0.0169222j -0.00321726+0.00295312j 0.0204074-0.0119391j 0.0134784-0.0101773j -0.00161453-0.00352253j 0.00593411-0.012902j 0.00767938-0.00441311j 0.00349453-0.00539093j 0.0014553+0.00401429j 0.00895728-0.0143827j -0.0100124+0.0209315j -0.00626752-0.0034337j 0.000482952+0.00220982j -0.00531417-0.00756297j 0.00229452-0.00340978j -0.0102085+0.0111579j 0.0116522-0.00140029j -0.00233757+0.0100021j 0.00296491+0.00105859j -0.00337458+0.0094059j -0.0077337+0.0176467j -0.00904355+0.0103329j 0.00661573+9.78193e-05j -0.0107772+0.00710853j -0.00632858+0.00744907j -0.00473042+0.00850627j 0.0025842-0.00791093j 0.00395103-0.0104215j 0.00356549-0.00722354j 0.00167216-0.00103677j 0.0029087+0.00640124j 0.00533941-0.00213041j -0.00325072+6.51587e-05j -0.00216181-0.00682817j 0.00466619-0.00830998j 0.00333454-0.013916j 0.00691699-0.0095979j -0.00240074+0.00409708j 0.00305379+0.00775883j 0.00120894+0.000953558j -0.000848886+0.0032702j -0.00351626-0.00545512j 0.00331478-0.00450335j 0.000703134+0.00433445j 0.00374792-3.03757e-05j 
-0.0136228+0.013533j -0.00108412-0.00409836j 0.0026016+0.0280997j 0.0028898+0.00789874j 0.0186603-0.00831779j 0.00850748+0.0427693j 0.0132749+0.0100909j -0.00534927-0.0677416j 0.0205966+0.0101042j 0.0124993-0.000360683j -0.0517765-0.000931058j -0.0300508+0.00746631j 0.0269352-0.00255308j 0.0271016+0.0210528j -0.0114214+0.026158j -0.0201563-0.0163659j 0.000292272+0.000229768j 0.016099+0.0161319j -0.00551194-0.0291933j -0.00220769+0.0109722j -0.00230732-0.0038344j 0.000105466+0.00269189j -0.00427781+0.00489861j 0.00166301-0.0038708j 0.000445999+0.00360844j 0.000862444-0.00589217j -0.00519431-0.00617879j -0.00330285-0.00596348j 0.000243732-0.00752512j -0.00523055+0.0120862j -0.00618592+0.000889491j 0.00301281-0.00142328j -0.00687589+0.0136685j -0.000738502-0.00392724j 0.00888896+0.0105355j 0.000526177-0.00753829j -0.00667447+0.00884679j 0.0038842+0.00207952j 0.00171247+0.00252133j -0.00292711+0.00955061j -0.00108584+0.00941734j 0.00166189+0.00480473j -0.00087049+0.00517123j 0.00734735-0.00394081j 0.010669-0.00910884j -0.000399835-0.00508989j 0.00476849-0.00718419j 0.00282429-0.00836919j -0.00634763-0.0045275j 0.00249171-0.00418155j -0.00450105+0.00558539j 0.00142013-0.00621112j -0.00235838-0.000539602j -0.000908879-0.00591129j 0.00341444-0.00391115j 0.000266111-3.13442e-05j 0.000197407-0.0094968j -0.00200816-0.000221856j 0.00214112-0.00176487j 0.0041062+0.00461958j 0.00875354-0.00127908j 0.0029802-0.000935566j 0.00628353-0.0098968j 0.00148139-0.00512132j 0.00270794-0.00148493j -0.00261463+0.00300511j -0.000642583-0.00465093j -1.43863e-05+0.00919324j 0.000806754-0.0106462j 0.0033809+0.00769581j -0.00187917-0.00156004j 0.000204994-0.00239323j 
-0.00733081-0.00145145j -0.00748273-0.0136269j 0.00877536+0.065409j -0.0387823+0.0223382j 0.0141081+0.0585884j -0.00853823+0.0240735j -0.00760452-0.0654635j -0.0588738+0.00908846j -0.0221847-0.00204672j -0.00664695+0.0177494j 0.0004302-0.0149918j 0.0116048-0.0172038j -0.0265911+0.0167291j -0.0107455+0.016093j -0.00834746-0.0298726j 0.0394315+0.00665378j -0.0100934+0.0108532j -0.00926851-0.0061291j 0.00838422-0.0233671j -0.00523645+0.00471949j -0.00469929-0.00203283j -0.0144166-0.014662j -0.00562305+0.0154101j 0.00610437+0.00270756j -0.00595498+0.00228313j 0.000488919-0.00899532j -0.0015236-0.0154997j 0.00181562-0.000283698j 0.00925884+0.00313877j 7.07325e-06-0.0074454j -0.00669836+0.00485263j -0.000116069-0.00620293j -0.00295301-0.00285061j 0.00823541-0.0056052j 0.0078451+0.00281703j -0.00143657-0.000809481j 0.000786542-0.00266232j -0.000528985+0.00817495j -0.000981566+0.000103763j 0.00243295+0.000541172j -0.0140841+0.00820505j 0.00108023+0.00459851j 0.00162299+0.000260347j 0.00385744+0.000231504j 0.00111579+0.00185269j -0.000723005+0.000756989j 0.00252805+0.00478163j 5.18339e-06+0.00498907j -0.00519837+0.00733423j 0.0054491-0.00533231j -0.00307769+0.0054956j 0.000813829-0.00355395j 0.000116421+0.00418059j 0.00358249-0.00295633j 0.000453338-0.00115579j -0.000279235-0.00692305j 0.00022776-0.00316594j -0.00439097+0.00570626j -0.00472691+0.0027887j 0.00236205-0.00325791j 0.00267903-0.00242564j 7.77405e-05+0.00397201j -0.00205064-6.30317e-05j 0.00125989-0.0103393j 0.00140625+0.00234893j 0.000770941+0.00389791j 0.00117641-0.00356115j 0.00316625+0.00179266j -0.00215674-0.00817436j 0.00523468-0.00228399j -0.000998204-0.00842045j -0.00328557+0.00248795j 
-0.004187-0.0528612j 0.00651172-0.00353759j 0.0356028-0.0432998j 0.0227762+0.0765728j -0.00326031+0.0130669j -0.0123233-0.0645303j 0.0630517-0.0309241j -0.00612258-0.0123126j -0.00416265+0.00177649j -0.00818144-0.000236262j -0.0197507+0.00206127j 0.0175829-0.00933871j -0.00672069+0.0198275j 0.0101448-0.00372607j -0.0123395+0.00509856j 0.0250756-0.0188487j 0.0110462-0.00589028j -0.0054589+0.00994394j -0.00790124-0.0107989j -0.0037598+0.0220325j -0.0116533+0.00212149j -0.0202546+0.0085489j 0.0207084-0.011688j 0.00449646+0.00216491j 0.00660492-0.00845386j -0.0165017+0.00560995j -0.0136472+0.00764622j -0.00235616-0.000896356j 0.00654944+0.000213173j -0.00422042+0.00663824j 0.00355889-0.0031679j -0.00696857-0.00372558j -0.00235553-0.00122364j -0.00414152-0.00517419j 0.00358966+0.00136806j -0.00452374-0.00421333j 0.00587866-0.00778157j -0.00433672+0.00566949j -0.000193976+0.00508308j 0.0011329+0.00226764j -0.000416267-0.000526839j 0.00439402+0.000467698j -0.00219016-0.000443022j 0.0132545-0.00476789j 0.00409004-0.00248473j -0.002418-0.000329409j -0.00113998-0.00459721j 0.00320546-0.00448756j -0.0035634+0.00905445j -0.00185825-9.09722e-05j 0.000150164-0.00124515j 0.00266338-0.0055364j -0.00230948+0.00428684j -0.00290217+0.00127788j 0.0024271-0.00219774j 0.0023604-0.00967751j 0.00607325-0.00596518j -0.00184089+0.00206656j -0.00444446+0.00451013j -0.00207019+0.00372776j -0.00168355+0.00207638j 0.00124304+4.88702e-05j 0.00180756-0.00745542j 0.00335683-0.00564312j 0.00371217-0.0029012j -0.0002055+0.0053962j -0.000160651-0.00139429j 0.00070734-0.000937768j 0.000633993+6.91042e-05j -0.00339567+0.00770744j 0.00470144-0.00465343j 0.000502053-0.00793144j 
-0.000238063-0.0102522j 0.00245096+0.0786799j -0.0181106-0.0104127j 0.000588201-0.0113784j 0.00301586+0.0742436j 0.0651193-0.0123988j 0.00720127+0.0352667j -0.00156852-0.00118407j -0.0352093-0.01265j 0.0183609+0.0160597j -0.0317694-0.00616449j -0.00565857-0.0010104j -0.01885+0.0120367j -0.00939208+0.00471965j 0.00450669-0.000190575j -0.00377982+0.00630673j 0.00159258-0.0155892j 0.00501429+0.00969204j -0.00326176+0.00666723j 0.00604356-0.0109688j -0.0112526+0.00195982j 0.00638366-9.38891e-05j -0.00469861-4.37871e-05j -0.000612219+0.000896325j 0.00359765-0.00818783j -0.0046621+0.00951083j 0.00593691-0.00284568j -0.0116037+0.00388735j 0.0108349-0.008155j -0.00683741+0.00855545j 0.000625412-0.00557873j -0.0101354+0.00711036j -0.00121055+0.00163793j -0.0124992+0.00725651j -0.00597097+0.00398421j -0.00285705+0.00506132j -0.00502943-0.000855742j 0.00580638+0.00281722j 0.00303349-0.00155146j -0.000938138-0.00055571j 0.00384705-0.0117353j -0.00263478+0.00228851j -0.0131871+0.0118951j -9.30421e-05+0.00154006j 0.00746135-0.00832103j 0.00169282+0.0017868j -0.00229232+6.59127e-05j -0.00338668+0.0021123j 0.0057427-0.0111266j -0.00264122-0.000119252j -0.00260074-0.00620444j -0.00455027+0.000844543j -0.00239875-0.000774333j 0.00200595-0.00699489j 0.00879921-0.00193578j -0.00263907-0.00119892j -0.00105809-0.00146474j -0.00319457+0.00587503j 0.00418643-0.00271784j -0.000848188+0.00397474j 0.00161356+0.00881214j 0.000872389+0.000665986j 0.00534528-0.00286673j -0.000690298+0.00164111j -0.00103111+0.00291343j -0.000789598-0.00282673j 0.00149197-0.010419j 0.00251168+0.00320611j -0.0046151+0.00271038j 0.00355136-0.00438947j -0.000713281+0.00286263j 0.00311792-0.00566341j 
0.00283879+0.0595236j 0.00478677+0.0098673j 0.0267797-0.0233013j -0.000943474+0.058021j -0.069149+0.0268253j -0.00178651+0.0415234j -0.0120129-0.0120418j -0.01267-0.00375787j 0.0136207+0.0196752j 0.0442918+0.0140252j 0.00306961+0.00834689j -0.00122705-0.0187841j -0.00524429+0.0064131j -0.023115+0.00714074j -0.00872816+0.0112045j 0.0347639-0.000817269j -0.000411907-0.00180073j -0.0112872+0.000417763j 4.92056e-05-0.00768903j 0.00270428-0.00807564j -0.0161424+0.00696505j -0.0184741+0.000212647j 0.000656115+0.00690541j 0.00346316-0.00301388j -0.00684961+0.0116151j 0.00207578-0.00749477j -0.0023625+0.00242078j 0.00320886-2.59901e-05j 0.00259349-0.00408765j 0.00222937+0.000141448j -0.00733102+0.00897043j -0.000416005+0.000237328j -0.00524819+0.00616655j 0.0018308+0.00213433j 0.000784113+0.00328637j 0.00197245+0.000383075j -0.00179494+0.00119659j -1.55762e-05+5.66804e-05j -0.00671196+5.99005e-05j -0.00448893+0.00581543j -0.00500393+0.00796962j -0.00297483+8.113e-05j -0.00301369+0.00710185j -0.000834026-0.00618473j 0.00273955-0.00506095j 0.00384901-0.00312258j 0.00562977-0.00308922j 0.00783456-0.00157018j 0.00320166-0.00625417j 0.00400898-0.000423289j -0.00303527+0.00528169j 0.000813056-0.000889736j 0.00273794-0.00064173j -0.000407446-0.00762479j -0.00235313-0.00326256j -0.00204657+0.00341707j -0.000784307-0.00500988j 0.00527138-0.00462921j 0.00417743-0.00765642j -0.000639736+0.00399683j 0.00132364-0.000106311j -7.5708e-05-0.00531591j 0.00177105-0.00228959j 0.00195915-0.00155505j -0.00245244+0.00339117j -0.00200979-0.00446149j 0.0017656+0.00229289j -0.00605102+0.0090752j 0.00504094-0.00444209j -0.000271873+0.000988059j -0.000454391+0.00482976j 0.000212924-0.000951248j 
-0.00728823-0.0630089j -0.0379918+0.0156903j -0.016014-0.080242j -0.0657232+0.0265978j -0.00244211+0.00705362j -0.00338042-0.0107766j -0.00904962-0.0087121j -0.012391+0.0135197j 0.0079867+0.0199302j 0.0320645-0.0181909j 0.00218584+0.0232266j -0.00441114+0.000525121j 0.00159954+0.00795909j -0.0118296+0.00237404j -0.00285009+0.00479747j 0.0181527-0.00885451j 0.00335192+0.00208394j -0.00309962-0.00523449j -0.00961079+0.0050466j 0.0031153+0.00472982j -0.013879-0.000697951j -0.0163637-0.00118103j 0.00669062-0.00174944j 0.000374884-0.000754636j 0.000713301-0.00340964j -0.00489103-0.00117891j -0.00353044+0.00203951j -0.000615164-0.00288749j 0.00089025+0.00513146j 0.00165121+0.000469069j -0.00259791-0.00579064j -0.00192768-0.00497179j -0.00138665-0.00258126j -0.00168604-0.00468772j 0.00502263-0.00387969j -0.00199247-0.00439759j 0.00165713+0.0016075j -0.00145291-0.000496078j -0.000101003-0.00150037j 0.00258915+1.24162e-05j 0.00305163-0.00474233j 0.00170367-0.00409645j 8.34281e-05-0.00742752j 0.00208996+0.00234737j 0.00192512+0.00362633j 0.00231799+0.000550629j 0.000751283+0.00159924j 0.000632363-6.07121e-05j 0.00301034+0.00123904j -0.00341582+0.00361887j 0.00444336+0.000710646j 0.00118375+0.0021409j 0.000138498-5.59896e-05j -0.00705745+0.00534055j -0.00272802-0.00209305j -0.0027782+0.00283106j -0.00381286+0.00390097j 0.00018875-0.00305826j -0.00141282-0.00401968j 0.0032643-0.00310053j 0.00132155-0.00407943j -0.000746607+0.00267276j -0.00353196+0.00179029j -0.00623219+0.00561097j 0.00275119+0.00274326j 0.00204599+0.000527005j -0.00462099+0.00489862j 0.00378963-0.00397798j -0.0021577+0.00105856j 0.000944377-0.00496991j -0.00433938+0.00403981j -0.000255207+0.00776743j 
-0.0381043+0.0187367j 0.00822513+0.0656798j 0.0667242-0.036431j -0.0132768-0.0668832j 0.00654224+0.0164672j -0.00946665+0.00599526j 0.00327724-0.00188081j -0.00775243-0.00618884j 0.0299741-0.0227575j -0.00696204-0.0282296j 0.0157837+0.00458421j 0.00405699+0.00196699j 0.0118736-0.00649804j 0.00516416+0.00781526j 0.0034957-0.00622244j 0.00216275-0.00482013j 0.00739674-0.00500896j -0.00232058+0.000635267j -0.00461356+0.00266667j 0.00930896-0.00292858j -0.00832769+0.0163642j -0.00888646+0.00708945j 0.00125195-0.00361214j 0.00115317+0.00237175j -0.00537937-0.00278848j -0.00415028+0.00464274j 0.000972123-0.00215014j -0.00557366+0.0030351j 0.00602637-0.00253136j 0.00654852-0.00140258j -0.0105629+0.0056725j -0.00451871+0.00226609j -0.000196789+0.00102696j -0.000781048+0.00147327j 0.00711052-0.00203759j -0.00653799+0.00396924j 0.00828517-0.00596596j -0.00681388+0.00622278j -0.00185718+0.00284662j 0.00740718-0.00387053j -0.00572999-0.00071712j 0.000610806+0.000665404j -0.00943836+0.00175833j 0.00848959-0.00536706j 0.00736372-0.00416674j 0.00127495+0.000165873j 0.000782665+0.00196712j 0.000459935-0.000791437j -0.000662085+0.00272203j 0.00226176-0.00218803j -0.00173334+0.000473519j 0.00187552-0.00361516j -0.00340217+0.00352575j 0.00329536+0.00130518j 0.00159024-0.000370473j 0.00731557-0.00956101j 0.000280989+0.000136103j -0.00268085+0.000789016j 0.000179148-0.00182625j 0.00020884-0.00114943j -0.00181961+0.00104525j -0.00503275+0.00776477j -0.000888765-0.00072384j -0.000525634-0.00424498j -0.00113002+0.00560913j -0.00170277+0.00610431j 0.00132409-0.00452629j 0.00408038+0.0011205j -0.00118548-0.00530967j 0.00195461+0.00016136j 8.71009e-05-0.00766004j -0.00406808+0.00389864j 
0.0125781+0.0884831j -0.068023+0.0302177j -0.000470147-0.00886205j -0.00391319+0.0126674j 0.00145697-0.000363385j -0.00632411+0.0109337j 0.00110481+0.00546406j -0.00442293+0.00802494j 0.0165935-0.0114151j -0.0100434-0.00723784j 0.0114592-0.00972452j 0.00729592+0.000779677j 0.00323029+0.00125309j 0.0038832+0.0069375j -0.00449764+0.00251139j 0.0116774-0.00678464j 0.000991528+0.00309685j -0.00748067+0.00343112j 0.00040108-0.000474684j 0.00610052-0.00216713j -0.00152102-0.000540734j -0.00619461-0.00101291j -0.000121422+0.00320487j 0.00231145+0.00256379j -0.00548168-0.000348622j 0.000976598-0.00254889j -0.000386661-0.0030543j 0.0031338-0.00150217j 0.000398993+0.000199589j 0.00623052+0.00158626j -0.000488876-0.00230246j -0.000486651-0.0018927j 0.000250879-0.00179291j 0.00136595+0.000817271j -0.0025395+0.00441295j 0.0011859+0.000312655j 0.00195909-0.000346034j -0.0017912-0.000446843j -0.000908366-0.0043773j -0.00623494+0.00378841j 0.000411794-0.00523642j -0.000953355-1.37587e-05j -0.00186593+0.00101192j 0.00174469+0.0032728j 0.00115009-1.29507e-05j 0.000434553+0.00338705j -0.0021534+0.000459102j -0.00243108+0.00291017j 0.00499937-0.00391845j -0.00239392+0.00284212j 0.00104465-0.00303958j -0.00501744+0.00141272j 0.00360541-0.00111158j 0.00273043-0.00511537j 0.00058627-0.00111071j -0.00632533+0.00152606j 0.000629237-0.00249629j 0.00110933+0.00252148j 0.0038705-0.000351225j -0.00263456+0.00175448j -0.00527705+0.00251445j 0.00428402-0.00363556j -0.0017274-0.00017418j -0.00248098+0.000767539j 0.00161205+0.000553078j 0.00577838-0.00470553j 0.00267907+0.00016278j 0.000473697+0.00103294j -0.00523468+0.00435094j -0.00110303-0.00350725j 0.00198156+0.0049528j 0.00520117-0.00498317j 
