0.0349484+0.0125679j -0.0379223-0.00855216j -0.051549+0.048856j -0.0404788+0.0118654j -0.0193917-0.010383j 0.00190591-0.00937628j 0.021463+0.00330837j 0.0755439-0.000187277j 0.0182454-0.0244524j -0.0143127+0.00353903j -0.000557983-0.019643j -0.0194759+0.00410285j -0.00701931-0.00192998j -0.00111412-0.0325029j -0.0128162-0.0048833j -0.0182218+0.00250357j -0.00737472+0.000265244j -0.0532657+0.00132587j 0.016041-0.000776039j -0.00111114-0.00695322j -0.0325623+0.00161571j -0.0257802+0.0115771j 0.00991296+0.00179641j -0.000962421+0.00108747j 0.00604323-0.00143164j 0.0077081+0.00566064j -0.00196744-0.00566759j -0.00156452-0.0064361j -0.00121231+0.0184749j -0.00944709-0.00759662j 0.000490335-0.00650964j 0.00713989+0.00942587j -0.0384569-0.0209727j 0.021529+0.0155883j -0.0150878-0.005323j -0.0178687+0.0217024j -0.0141516+0.00911048j -0.0164682+0.0123024j 0.00889631-0.0177735j -0.0103731-0.00698408j -0.0322678+0.015738j 0.000193398+0.00605248j -0.0138472-0.0106183j -0.00167217+0.00522897j -0.00208542+0.000631425j 0.0170584+0.0177252j -0.0113471-0.000618663j 0.0407081-0.00955666j -0.0267448-0.0217835j 0.0336652-0.0002669j -0.0203421-0.0134997j 0.0125799-0.011199j -0.00407036-0.0096225j 0.00151638-0.00190824j 0.000704899+0.000497221j 0.00168924-0.0178635j -0.0437688+0.0227187j 0.00901653-0.00825821j 0.0176003-0.0107116j 0.0160257+0.0284889j 0.0234975+0.00451891j 0.01734-0.0112807j 0.00459932-0.00720273j -0.0026676+0.00518315j 0.0468034+0.00544375j -0.0326221-0.0174817j -0.0162102+0.000317701j 0.0146707-0.0162029j 0.00314466-0.00325409j -0.00973877-0.0451252j -0.0320217+0.00276102j 0.0378278-0.00380484j 0.0309189-0.0350583j -0.0590152-0.00458885j 0.0351456-0.00385826j -0.052311+0.0122663j 0.0224069+0.0137236j -0.0081022+0.0384721j 0.0165386+0.00543399j -0.023123-0.0324909j 0.019157+0.0333918j 0.0192477+0.0165653j 0.0406236+0.0504246j -0.00447812-0.0113916j 0.0208741+0.0195648j -0.0100416-0.0155813j 0.00966573-0.00270672j -0.0106535-0.00171822j -0.0654577-0.0631341j -0.0218733-0.0183384j 0.0126909-0.0742672j 0.0053848+0.013415j 0.0091815+0.000369147j -0.132641-0.102099j 0.0177367-0.0811659j -0.157177-0.0886228j -0.00718158-0.0574957j 
-0.00764933+0.00838306j 0.00609397+0.0153578j 0.00276217-0.00731015j 0.00399395+0.0138091j 0.00590727-0.016984j 0.0117851-0.00477614j -0.0136604+0.00393825j 0.0076293+0.0090801j 0.018263-0.00501326j 0.00499581-0.0231798j -0.0142495+0.00689998j 0.0016965+0.00788899j -0.015376-0.0180975j 0.00489835-0.00286879j -0.0203549+0.0132209j -0.0202032-0.00422068j -0.00595616-0.0141166j 0.00191881-0.00320145j -0.00831409+0.00871716j -0.0245018+0.0026791j -0.00465373-0.00520976j 0.0192112-0.0125544j -0.00112062-0.00492967j -0.0117238-0.00254433j 0.0132803+0.015041j -0.0226608-0.0143671j 0.0180256-0.00445869j 0.00796914-0.0027422j -0.00762095+0.0149007j 0.00161917-0.0155655j -0.00735898+0.000834646j 0.0139731+0.0244932j -0.00867285-0.00099746j -0.00160235-0.0105878j -0.00315597-0.015786j -0.00784766-0.00174814j -0.022796+0.00119277j -4.39536e-05-0.0166297j 0.0235895-0.0205246j -0.00396904+0.00483935j 0.00459611-0.00185551j 0.0100413+0.0104324j 0.00223071+0.00331429j 0.0325113+0.00466991j 0.00723325+0.00906038j 0.0255847-0.00628481j 0.0109394-0.00490106j -0.00600507+0.0139059j -0.00787046-0.012865j -0.00502261+0.00510148j 0.0295534-0.00348659j -0.0122083+0.0291422j 0.00765537+0.00687559j -0.0258333-0.00123283j 0.0259185+0.00891123j 0.00738594-0.00942971j -0.00168172-0.00502254j 0.0216039+0.0305052j 0.0217074+0.00661933j -0.0267429+0.00261729j 0.00474501+0.0409809j 0.0288626+0.00670778j 0.0012046+0.00464843j -0.00143332-0.00851135j -0.000511651+0.000367786j 0.0180747-0.00712229j 0.0240078-0.0225359j -0.00899103+0.0371152j -0.0172027+0.0195545j -0.00382158+0.0172803j -0.00193646+0.0362731j -0.0256851-0.00405136j 0.00737584-0.00940485j 0.00921388+0.00554312j -0.00278662+0.0086571j 0.0253953-0.0217264j 0.0218194-0.0390845j 0.0161943-0.022358j -0.00925744-0.0353827j -0.0201622-0.0405255j -0.00939172+0.00180735j -0.019607+0.010514j 0.0102322-0.00128176j -0.0033547+0.00755277j -0.00616289+0.0107361j 0.00512318-0.00269875j 0.00812284+0.0133288j -0.00208659-0.0002416j -0.00881624-0.0370289j -0.03242+0.0243799j -0.0147275-0.00370667j 0.000439803-0.0047236j -0.00091235-0.00284816j 0.0105966+0.00275678j 0.0145904+0.00849165j -0.00212476-0.00150825j 0.00330527-0.00411955j 
0.00723929-0.0140986j -0.0230593+0.00582095j 0.0240371+0.00493217j -0.0110114+0.0242893j 0.00776926-0.00165302j -0.0345479+0.000740294j 0.00979137-0.0146824j -0.00202857-0.0101111j -0.00318394+0.0100478j 0.0111741-0.0179175j -0.0075143-0.00236131j -0.0100386-0.00617094j -0.00463659-0.00160681j -0.00622277-0.00659993j 0.00244524+0.00295132j -0.00794104-0.00612468j 0.00304743+0.0156873j -0.00420992+0.00506783j -0.0129376-0.00894478j -0.00454138-0.00360001j -0.0168309-0.0174631j 0.000921182+0.0209706j -0.00371529-0.00563628j -0.0107287-0.0198068j -0.032865+0.0120825j 0.0119585+0.00862015j 0.00569502+0.0160021j -0.0147645+0.0111973j 0.00991098+0.0199744j 0.011703-0.00354232j -0.00569139-0.000436812j -0.0030886-0.000932335j -0.0035698+0.00384469j -0.0119084+0.022511j 0.0100437-0.000256016j 0.0256334+0.0244226j -0.00348397-0.00470469j -0.0019894+0.00429713j 0.0123153+0.0232041j 0.0254377-0.0256084j 0.020081+0.000908377j 0.0268091+0.00641514j -0.00181868+0.0106724j 5.36138e-05+0.0415529j -0.00499036+0.00380479j 0.00824291-0.0238283j -0.0092851+0.00985182j -0.00992615-0.00527418j 0.0111704-0.0132749j 0.0189356+0.00218461j -0.000195137+0.00113135j 0.00565088-0.0135677j 0.0100909-0.0141022j 0.0200083+0.00868489j 0.00577146-0.0198392j -0.00344001+0.00336091j 0.0117403+0.00811076j 0.00159266-0.00770351j 0.00107051+0.0150582j -0.0100252+0.0230334j -0.02384+0.0264681j -0.00183317-0.0148125j 0.0156564+0.00236273j -0.000656509+0.0128072j -0.0111997+0.019474j -0.0184513-0.0442927j 0.0105673+0.00107752j 0.0182025+0.0364537j -0.0159905-0.0179758j 0.0104935+0.0239927j 0.0166338+0.00817746j 0.0213967-0.000272747j 0.0297081-0.0141057j 0.0341389-0.0193658j -0.000903781+0.00676836j 0.0252211+5.19277e-05j 0.0240556-0.0101255j -0.012515+0.00758238j 0.0231998+0.0398281j 0.0523814-0.00248444j -0.0146522-0.0246867j 0.0124201-0.03j 0.0101136-0.00414003j -0.000955198-0.00704653j 0.0319487+0.00161713j 0.0104299+0.0327245j -0.023248-0.00892176j -0.017231+0.0244579j -0.0128737+0.0210132j 0.0328464+0.00510773j -0.00512622+0.0191189j -0.00504929-0.00187236j -0.0100856+0.0038819j -0.00784359+0.00340501j -0.0170959-0.0119132j -0.00322482-0.0107774j -0.00279809+0.00383493j 
0.000675529-0.00167515j 0.00636774-0.0114895j -0.00494465+0.00160377j 0.00189479-0.0223906j -0.00509336+0.0183821j -0.00351679-0.00205267j 0.0218123-0.00574353j -0.0436835-0.0186962j -0.0191452+0.0259847j 0.00867599+0.00213209j 0.0131029-0.00117343j 0.0101362-0.00812504j 0.0276154-0.0151193j -0.0191852+0.00553856j 0.019701+0.00958216j 0.028379-0.00501052j 0.0126225+0.0286679j 0.00755215+0.0206115j -0.00233257-0.00298116j -0.00166235+0.00172128j 0.0108508+0.0110162j 0.00204181-0.0164715j -0.00131916-0.00911462j -0.0010537-0.00272388j 0.0149861+0.000576203j -0.00780112-0.00455173j -0.00153089-0.0202068j -0.00439029-0.00111877j 0.0310281+0.0100781j 0.00817522-0.0131744j 0.0228029-0.00795133j 0.0150524-0.00811132j 0.00559291-0.00167827j 0.0171799+0.0184506j -0.00426784+0.0402305j 0.00912759-0.00818666j 0.00871886+0.00262773j 0.0210928+0.00622322j -0.0262944+0.0255386j 0.0326426-0.00723165j 0.0279673+0.00144544j -0.00280029-0.0066613j -0.0416744-0.0193203j -0.00344023+0.0254848j 0.0337115-0.0129031j -0.0175565-0.0091363j 0.0225312+0.0169165j -0.0284071+0.00732807j 0.0143407+0.00914585j 0.0182144-0.0213472j 0.0304181-0.0261574j -0.0101301-0.0285587j -0.00626692-0.00377562j 0.0128306-0.0140845j -0.00384526+0.000652477j -0.01963+0.00401655j 0.000448263+0.0206714j 0.00550874+0.00397607j -0.0212781-0.0210274j -0.0118019-0.00870887j -0.0178218+0.00423584j -0.0206078-0.0250765j -0.0279293-0.013522j -0.0337826+0.0359557j -0.0226856+0.0268025j 0.026468-0.0220978j -0.0354061-0.00792264j -0.014987-0.0219156j 0.0173257-0.0227993j -0.0396763+0.0110087j 0.0126228-0.0387888j -0.0277653-0.0124359j -0.00891784-0.00904917j 0.0277585-0.00383774j 0.0065315-0.0184094j -0.0333333+0.00687195j -0.0175269-0.0167495j 0.0126667+0.0294934j -0.0415337+0.0501561j -0.00412727+0.0226005j 0.0106985+0.040863j 0.0206314+0.0181683j -0.011581+0.00493224j -0.0130973-0.0179727j 0.0135789+0.0102183j -0.0116121-0.0100828j 0.00112096-0.0168014j -0.00478027+0.0261884j 0.00138567+0.0296222j 0.0323061-0.0181734j 0.0194878+0.00962996j -0.0204925+0.00174493j 0.000930142+0.0159037j 0.0096638+0.00700574j 0.00203755+0.00908765j 0.0130566+0.00514581j -0.00563547+0.000715357j 
-0.00551655-0.0107725j -0.00662552+0.00588071j -0.021725+0.0102616j -0.00384866-0.0218091j 0.00219758-0.0034939j 0.0146549+0.0118487j 0.00494111+0.00289353j 0.0168217-0.0016618j -0.0185116-0.00420255j -0.00388111+0.0269032j 0.00423584+0.00555628j 0.0236631+2.80898e-05j 0.00706618-0.00248828j -0.015092-0.00604754j -0.00283853-0.00561729j -0.00582225+0.0129345j -0.0137911-0.0257901j -0.00936023-0.0161476j -0.0108753-0.013858j -0.0176185+0.000816269j -0.01728+0.00431728j -0.00805981-0.0152755j -0.00673894-0.0254349j -0.00321582+0.00523786j 0.0365335-0.0222666j 0.0103095-0.00340548j 0.0131648+0.0143613j -0.0125888+0.0175205j -0.0280263-0.0213705j 0.0118787-0.00719231j 0.0101259-0.00326681j -0.00282003+0.0311791j -0.00153524-0.0238823j -0.0202972-0.00571463j -0.00831843-0.0121489j 0.0125544-0.00386205j 0.0167847+0.0177435j 0.0212166+0.016231j 0.00469961-0.0178327j -0.0346417+0.00622559j -0.0142253+0.00700162j -0.0232367+0.00222694j -0.00907151-0.014669j 0.00313845-0.0316548j 0.0166377+0.0164766j 0.0112131+0.0354826j -0.0104934-0.00478039j -0.00884437+0.00435261j -0.0306005+0.00616556j -0.000754188+0.0168432j -0.0131772-0.02812j 0.00888565+0.00327847j 0.0143039+0.00459175j 0.0115721+0.0252227j 0.0240723+0.0178934j -0.0230482-0.0158317j 0.0168818-0.0202766j -0.0316881-0.00816543j -0.00784524-0.011036j 0.00484212+0.000669317j -0.0295031-0.0436841j -0.0290065+0.00189598j -0.0038408-0.0170752j 0.0200743+0.0382723j 0.00747502+0.017447j 0.0277974-0.0046629j -0.0322923-0.00630344j -0.0359386-0.0134878j -0.000706918+0.0118499j 0.0112293-0.0125726j -0.0166408+0.00198172j -0.0243383-0.0115442j -0.00247986-0.0105879j -0.0344281-0.0115634j -0.0117954-0.0373543j -0.02559-0.0411275j 0.00669394-0.0451963j 0.0176757-0.00327209j 0.00762354+0.00836529j -0.0435154-0.0181333j 0.024472+0.0338765j 0.00679609+0.0176579j 0.00893619+0.0263423j -0.019241-0.0308579j 0.00256665+0.0372424j -9.29937e-06-0.022666j -0.000871792-0.00909864j 0.0152822+0.00967495j 0.0105082-0.0205058j -0.0380264-0.00263409j -0.0147414-0.0253202j 0.00562713-0.0039424j 0.00150062-0.00979591j 0.00544943+0.0152744j 0.00209405-0.00115149j -0.0155288+0.0240705j -0.0193979-0.0162017j 
0.000259413+0.00491194j 0.0081903-0.00845813j -0.00781532-0.0152213j 0.018094-0.00654625j 0.00588963-0.00483181j -0.000398474+0.00863892j 0.00495049+0.00518162j 0.0210913+0.00365949j -0.00850494-0.0153885j -0.00456636+0.0243684j 0.00149205+0.00929829j 0.0107656-0.0119561j 0.00822298-0.00240043j 0.00751309-0.00191273j 0.00117612-0.0201082j 0.00449372+0.0232114j 0.00525281-0.00667383j -0.00664915+0.000534464j 0.0011373+0.00525908j -0.0106437-0.0030838j -0.00116553+0.0125023j 0.0150862-0.00782343j 0.014228-0.00766189j -0.00720094-0.0133538j 0.00230837-0.00327622j -0.000917652-0.00402714j -0.0159921+0.0064844j -0.000987018-0.00240722j 0.00129414-0.0261565j 0.0106385-0.0202828j 0.000655578-0.00960568j 0.00188409-0.00461514j -0.00714026+0.00176518j -0.0114078+0.00487397j 0.00276665-0.00426641j 0.0163147-0.00789652j 0.00859513-0.00575951j 0.01085-0.0036669j 0.00206042-0.0271592j -0.0118518-0.00369285j 0.0242045+0.0199911j -0.00172821+0.000798355j 0.00586998+0.00559481j 0.0169556-0.0186443j 0.0213409+0.00913099j 0.00769399+0.0204543j 0.00170164-0.00298122j -0.005277+0.017944j -0.00868753-0.00465541j 0.00499235-0.000463376j 0.0186288-0.0161232j -0.0139701+0.0147798j 0.00467232+0.0126217j 0.0148392-0.0122709j -0.00375326+0.00615191j -0.0152506+0.0232927j -0.00907803+0.0109966j -0.0249676-0.0112694j -0.00576061+0.0120353j 0.0179503+0.0113898j -0.0121965+0.000367532j -0.0108923+0.0177181j 0.0162012-0.00824913j -0.011289-0.0138266j 0.0134988-0.00561825j 0.0170232-0.00169899j 0.00596293+0.00323162j -0.0187655+0.00186683j 0.00416992+0.0171192j 0.00603148-0.0083386j -0.000129256+0.00172522j -0.0202308+0.0221018j -6.54701e-05-0.00390783j 0.0138529-0.00685001j -0.0199723+0.0257875j 0.0106283+0.013001j -0.00117868+0.000821382j 0.0354691-0.00215748j 2.57303e-05-0.0181187j -0.0258569+0.00185134j 0.00501999-0.00149076j 0.0112249+0.0153393j 0.0161591-0.00533013j -0.00907232-0.00606045j 0.0298994+0.00542005j -8.144e-05-0.00466009j 0.00160628+0.00493119j 0.0161458-0.0136971j 0.0166497-0.0193608j -0.0237467-0.0201862j -0.00266018-0.0196246j 0.0147439+0.00475593j -0.00215861-0.00743421j -0.00225378+0.00255945j 0.0129564+0.00722971j -7.83586e-05-0.00617063j 0.00711897-0.00368338j 
0.00113508-0.00433012j 0.0112643-0.000957303j -0.0164258+0.0049006j 0.00349293-0.0176595j -0.00162239-0.010571j 0.00862939-0.00203423j -0.000953636+0.00287333j 2.43703e-05+0.0178619j 0.0024833-0.0197527j -0.0233155-0.00703874j -0.00260898+0.0203206j 0.00448544+0.000209393j -0.000884251+0.0117275j 0.007434-0.00992314j -0.0113211-0.0100157j -0.00478279-0.00784366j -0.00848195-0.00781597j 0.00365737-0.00684104j 0.0188222-0.0103941j -0.0093962+0.0140969j 0.00705171-0.000698362j 0.00429462+0.00407084j 0.00313104+0.0124549j -0.00168408+0.00508369j 0.00355472+0.000401323j -0.00242059+0.0109494j 0.00125077+0.0177673j -0.00052724+0.00707292j -0.00825955-0.0183851j -0.00689664+0.0189387j -0.00551502+0.0110298j -0.0139272+0.0296052j -0.0178118-0.0100271j 0.00850378-0.0266582j -0.0146303+0.000653937j -0.0172729-0.00461545j 0.0133503+0.0235112j -0.0127535+0.00981978j -0.00462587-0.00147984j -0.0291615+0.0191811j -0.0128719+0.00571971j -0.000589213-0.00451124j 0.0193142+0.00589301j -0.0094025-0.000398464j 0.0411452-0.00593733j 0.00676445+0.0265603j -0.00580528+0.00295852j 0.0127815-0.00723834j -0.00822104+0.0301779j 0.0117526-0.0192333j 0.00729604-0.0181097j -0.014086+0.000847823j 0.0132246+0.0157796j 0.0102056-0.00614325j -0.0072832+0.00999312j 0.0311762+0.0246849j -0.0258464+0.00422982j -0.0166099-0.00178276j -0.0242993+0.0210987j 0.0519266+0.00434674j 0.0357608+0.000425064j 0.0364843+0.0546654j 0.0223846+0.0150422j -0.0147076-0.0305236j 3.08982e-05+0.00836958j -0.00524195-0.00607291j 0.0138964+0.0210847j -0.0103035-0.000607637j 0.0214964-0.0398171j -0.0436943+0.0374267j -0.0172992-0.0231233j 0.00682022+0.00108514j 0.00277676-0.00520316j 0.0177781-0.00820296j 0.0128114-0.0236965j -0.0359938-0.0327173j 0.0138714+0.00866984j 0.00359627-0.00947748j 0.00873699-0.0183118j 0.00166979+0.0364806j 0.00450062+0.0276086j -0.00484649+0.0240049j -0.00219254-0.00359507j 0.0136233+0.0367446j -0.0204875+0.0034611j -0.00365088+0.0107764j 0.0109586+0.00254286j -0.0197674+0.00132105j -0.00864025-0.00931665j -0.0248463+0.0148883j -0.00397779+0.00820449j 0.0224847+0.000444118j 0.00248816-0.0127869j 0.0081387+0.00712926j 0.00293174+0.0143718j -0.00165404+0.0153702j 0.00104689+1.96906e-05j 
0.0182731-0.0180078j 0.00123458-0.0109367j -0.0179962+0.0135724j -0.0125244-0.0289027j 0.00455778+0.0168824j -0.0471454+0.00739023j 0.0137869-0.00208501j -0.00608527-0.00689531j 0.0061026-0.00947562j 0.0081156-0.00937705j -0.0194774-0.0049384j -0.0165839+0.00868594j -0.00202762+0.00131387j -0.0129982-0.018006j -0.0177186-0.0112461j -0.00762992+0.0276434j -0.00621965-0.00396254j -0.00727015+0.00418542j -0.00381808-0.0031739j 0.0230021+0.0108366j -0.00309995+0.016337j -0.0118049+0.0125337j -0.00623985+0.00288447j -0.0055923-0.00603997j -0.0061463-0.0139778j -0.00855767-0.00720143j -0.0165745+0.010252j -0.00698897+0.0127576j 0.0157482+0.00791656j -0.00460706-0.0144421j 0.00848754-0.00116892j -0.00780747-0.0087474j 0.00339042+0.0140092j 0.00180127+0.00700166j -0.0338941-0.00145843j 0.0133616+0.00494169j 0.0228844-0.00859538j 0.0154052-0.000283064j -9.57961e-05+0.0195901j -0.00201717-0.00719557j -0.00876432+0.0203171j 0.0139368-0.000432267j -0.00481317+0.0258579j -0.00161386+0.0111942j -0.0177818+0.00352419j 0.00206373+0.00173328j -0.0172484+0.0168721j -0.0235423-0.00638245j -0.00202378-0.010584j 0.0225393-0.000241897j 0.00213358-0.0099971j -0.00731115-0.0409921j -0.00888254+0.00584339j 0.0250739+0.00681263j -0.0172576-0.000540709j 0.00741661+0.0204798j -0.00180009+0.00251075j -0.00384342-0.0538963j -0.0154598+0.0124567j 0.0257372+0.0268621j -0.00233302+0.00800223j 0.00370891+0.0117892j -0.00127969-0.000976849j -0.00635643-0.0288071j -0.0105733-0.0169067j -0.0361879-0.0525643j 0.00220128+0.0102395j -0.0132911-0.00731263j 0.000889871-0.00659366j 0.014349-0.0089423j 0.0272931-0.0283607j 0.0263944-0.0326132j 0.00973543-0.00289321j 0.0344735+0.00334035j 0.000708909+0.00484227j 0.0108892+0.026231j -0.0224106+0.0279319j -0.051059+0.0294554j 0.0269439+0.0163922j 0.0356544+0.0052241j -0.0157802-0.0211582j 0.0198878-0.0260415j 0.00306942-0.0111777j 0.0134759-0.00488224j 0.0241758-0.021196j 0.00327621+0.0141474j -0.0114156-0.000944592j -0.0180524+0.0039496j -0.0139621+0.0133932j 0.0308284-0.00770567j 0.0109967+0.013835j 0.00967906+0.00967225j 0.00531692-0.00674342j -0.00381405-0.0163217j 0.00259342-0.00133667j 0.00502345+0.00698146j 0.00225765+0.0118267j 
-0.00750957+0.00343095j -0.0243863+0.0076051j 0.0146803-0.00203665j -0.00256513+0.03902j -0.00849093+0.00909812j 0.00572493-0.00772584j -0.00315234+0.00225517j 0.00395822-0.00157455j -0.00844256+0.0208957j 0.00376217-0.00777337j 0.00383626+0.00110227j -0.0171754+0.0182098j 0.0115068+0.014718j -0.0189026+0.00625279j 0.0101972+0.0170397j -0.0166308-0.0141771j -0.00185222+0.00548895j 0.00310035+0.00687031j 0.00708804-0.00305522j 0.00746863-0.00511553j -0.0133683-0.00297638j -0.000718914-0.00525888j 0.0302907+0.00869904j 0.0148867+0.0119522j -0.0164557+0.00242612j 0.0199819+0.0234654j 0.0163157-0.00820064j 0.000468536-0.0291225j -0.0193013-0.0207874j 0.000498874+0.00471415j 0.0141867+0.0104535j 0.00731257+0.00972457j -0.00240841-0.00266604j 0.00690244-0.0127357j 0.00280245+0.0028801j -0.000670246-0.00155554j 0.0181632-0.00131344j 0.0100291+0.016002j 0.0257405+0.00975658j 0.00151516+0.0109657j -0.000510619-0.0104168j -0.00770062-0.00589412j 0.0228351-0.00791857j -0.0347145+0.0180905j -0.0206276-0.0240935j 0.0172944-0.0110046j -0.0198768-0.00631418j 0.0136443-0.0220793j -3.99804e-05+0.0209692j 0.0248695-0.00761554j -0.0391764-0.00120342j -0.00406113+0.0126623j 0.00869483-0.00227622j 0.0156381+0.000857914j 0.016164-0.00266914j 0.00671774-0.0139231j -0.00327889-0.00435783j -0.0165171-0.000644097j -0.0290876-0.0181538j -0.00550977-0.0111559j -0.0088117-0.00522085j -0.00374689+0.00431811j 0.03955-0.00246282j 0.0155543-0.000972647j 0.0320985+0.00975164j -0.00463852-0.00983913j -0.0154582-0.0178473j 0.0164703+0.00166026j 0.0135177+0.0109402j 0.00338779+0.0150405j -0.0250431+0.0166736j 0.0417857+0.000670494j 7.42451e-05+0.0175432j -0.0156063+0.00617655j 0.0221001+9.39627e-05j -0.039507-0.00180667j 0.00575342+0.00718074j 0.0029453+0.00979758j 0.00507041+0.00838649j 0.00487546+0.0162488j -0.0054583+0.00311869j -0.0132996+0.0149261j -0.022247+0.00841972j 0.0108577+0.00192149j -0.0362236-0.000605506j -0.00981269-0.0156757j 0.00425131+0.00515495j 0.00704876-0.00591912j 0.0303675+0.0124129j 0.0136846-0.0113742j 0.00732072-0.0160736j -0.00592365+0.00427624j 0.00946873+0.011677j -0.0199441+0.00306584j -0.0231527-0.0299647j -0.0193006-0.0164576j -0.0114496-0.00910256j 
0.00745345-0.0106064j -0.0201686+0.00536815j 0.0125796+0.0102757j -0.0116658+0.0108265j 0.0058245+0.0027777j -0.0139802+0.00855764j 0.00296066-0.0175791j -0.00903711-0.00535257j 0.00733543+0.00522929j -0.00960585-0.0292473j -0.0172398-0.0153507j -0.000125548+0.00561341j 0.00400027-0.00678298j 0.00703717-0.0146307j 0.0027686+0.000569039j 0.00621919+0.00204407j 0.00235324+0.00588374j -0.027122+0.0140266j 0.00481867+0.0227326j -0.0235536-0.00942042j -0.00277263-0.00217469j 0.010195-0.00510978j -0.0071794-0.00469905j -0.00166076-0.0102664j 0.0054371+0.00653644j 0.0160563+0.0128773j 0.0148752-0.00271405j -0.0193273-0.00731211j 0.00143107+0.00622106j -0.0208762+0.00138344j 0.015074+0.0137825j -0.0136468-0.00489402j 0.00628494-0.00954136j -0.0011322-0.00401745j -0.00582266+0.00203478j 0.00396044+0.00922412j 0.019793-0.0199712j 0.00937617-0.0210043j 0.000799521-0.0362459j 0.00574135-0.0152954j 0.00831377-0.0141372j 0.0105578-0.0299891j 0.0289169-0.00448731j -0.00721762-0.000247804j 0.0184163-0.00908757j -0.0120313+0.0103797j -0.0175732+0.000490429j -0.0279943-0.0124899j 0.0245647-0.0184444j -0.00204145-0.00764398j 0.00461095-0.0252674j 0.0398921+0.00618858j 0.011679-0.0363664j -0.00886364-0.0232857j -0.00972029-0.0135488j 0.00524095+0.0122778j 0.0158388-0.00707217j -0.000932551-0.00548368j 0.0146478-0.00309927j -0.0215562-0.0193504j 0.0118759+0.0107641j -0.0213501+0.0191361j -0.0150245+0.0139605j 0.0154228+0.0121979j 0.00732751-0.0219202j 0.0186504-0.0152126j 0.0217016+0.0117326j 0.0138238+0.0322293j -0.000898771+0.0301942j -0.0032744-0.0100721j 0.00284658+0.0311962j -0.0135951+0.0117546j -0.00663008-0.00587209j -0.0323003-0.0181647j -0.001402+0.00740786j 0.0272705+0.000667261j 0.00849238+0.00337175j -0.00439894+0.00113582j 0.0258367+0.00706771j 0.00629679-0.0453696j -0.00862553-0.00401269j -0.00320971+0.000529329j -0.00185579+0.0438232j 0.0192584-0.00703031j -0.0140534+0.000544615j 0.0158082+0.00890423j -0.00186471-0.0011819j -0.0101414+0.00677719j -0.00103649-0.0114112j 0.0125939+0.00100213j 0.00491112-0.00733057j -0.00660309+0.00575362j -0.00580753+0.0139596j -0.0230514-0.00223153j -0.0107355-0.0244301j -0.00611102-0.00594533j 0.0076964+0.00123055j 
-0.0120796-0.0020015j -0.0165764+0.0121157j 0.0151018+0.00466037j -0.00430228+0.0193662j -0.00797872+0.00716258j 0.00770385-0.00963322j 2.8542e-05-0.00801127j -0.000167086-0.0254031j -0.0230764+0.0161895j -0.000811558-0.00448421j 0.000435924+0.00723j 0.0110443+0.00513049j 0.00586353-0.00720925j -0.0075676+0.00237652j 0.00906329+0.00372126j -0.00492511+0.0032196j 0.00338731+0.0148584j 0.0109784+0.00471866j -0.00608266+0.027982j 0.0139488-0.0128769j 0.00525034-0.0164196j 0.00767236-0.0182659j 0.00319333+0.0051881j 0.0274111-0.0178173j 0.000195047+0.00841335j 0.0149832-0.00509305j 0.0161334-0.0369585j -0.000560904+0.00765144j 0.000944731+0.00193015j 0.023867-0.00399225j -0.00190963-0.0147291j 0.0243989-0.0257356j 0.0151812-0.0008323j -0.0139932-0.00871675j 0.0021665-0.00339384j 0.00307569+0.00331874j 0.0112062-0.0046822j 0.0254277-0.00359035j 0.0112065+0.00194677j 0.0271344+0.0146655j 0.019195-0.0250978j 0.0182201+0.0101808j 0.0137411-0.00590421j -0.019151+0.00569023j -0.0346744-0.00875002j 0.007479-0.0140158j 0.0145362+0.00845012j -0.0234153-0.0218016j -0.00892109+0.00626855j 0.00123152+0.00183563j -0.018678+0.0149046j 0.0100577+0.0315027j 0.00802041+0.00691274j 0.0155586+0.0146896j 0.0246622+0.0198991j -0.00413121-0.038291j 0.0153686+0.00880275j -0.0232545-0.005157j -0.0171976-0.0163562j -0.00457252+0.0264471j -0.0210613-0.00837951j -3.73036e-05-0.0181353j 0.00373568+0.00723603j 0.0295501+0.0239267j 0.0284297+0.0198417j 0.0136405+0.00951883j -0.00618066-0.0305924j 0.0107452+0.00555325j 0.00563631+0.0078482j -0.00535326+0.000548677j 0.00729819+0.0213541j -0.0243305+0.013628j -0.0121411-0.0205761j -0.00561464-0.0256234j 0.00970371-1.58951e-05j 0.0114966-0.0283396j -0.00368272-0.0231453j 0.00272842-0.0104048j -0.0167623+0.0116061j 0.00256525-0.00256712j -0.00346986+0.00447705j -0.00348583+0.0217368j 0.00747546+0.00746805j -0.00636191-0.0114508j 0.010164+0.00618756j -0.00785349-0.026202j -0.00173442-0.00202515j 0.00817257+0.000750456j 0.00308144+0.0261148j 0.0136595+0.0114384j -0.00629446+0.0117856j -0.00424048-0.0119654j -0.00207527+0.00980963j 0.00955016+0.00922323j -0.0139004-0.00549931j 0.00863285-0.00765311j -0.00786018-0.000298588j 
