0.0349484+0.0125679j -0.0379223-0.00855216j -0.051549+0.048856j -0.0404788+0.0118654j -0.0193917-0.010383j 0.00190591-0.00937628j 0.021463+0.00330837j 0.0755439-0.000187277j 0.0182454-0.0244524j -0.0143127+0.00353903j -0.000557983-0.019643j -0.0194759+0.00410285j -0.00701931-0.00192998j -0.00111412-0.0325029j -0.0128162-0.0048833j -0.0182218+0.00250357j -0.00737472+0.000265244j -0.0532657+0.00132587j 0.016041-0.000776039j -0.00111114-0.00695322j -0.0325623+0.00161571j -0.0257802+0.0115771j 0.00991296+0.00179641j -0.000962421+0.00108747j 0.00604323-0.00143164j 0.0077081+0.00566064j -0.00196744-0.00566759j -0.00156452-0.0064361j -0.00121231+0.0184749j -0.00944709-0.00759662j 0.000490335-0.00650964j 0.00713989+0.00942587j -0.0384569-0.0209727j 0.021529+0.0155883j -0.0150878-0.005323j -0.0178687+0.0217024j -0.0141516+0.00911048j -0.0164682+0.0123024j 0.00889631-0.0177735j -0.0103731-0.00698408j -0.0322678+0.015738j 0.000193398+0.00605248j -0.0138472-0.0106183j -0.00167217+0.00522897j -0.00208542+0.000631425j 0.0170584+0.0177252j -0.0113471-0.000618663j 0.0407081-0.00955666j -0.0267448-0.0217835j 0.0336652-0.0002669j -0.0203421-0.0134997j 0.0125799-0.011199j -0.00407036-0.0096225j 0.00151638-0.00190824j 0.000704899+0.000497221j 0.00168924-0.0178635j -0.0437688+0.0227187j 0.00901653-0.00825821j 0.0176003-0.0107116j 0.0160257+0.0284889j 0.0234975+0.00451891j 0.01734-0.0112807j 0.00459932-0.00720273j -0.0026676+0.00518315j 0.0468034+0.00544375j -0.0326221-0.0174817j -0.0162102+0.000317701j 0.0146707-0.0162029j 0.00314466-0.00325409j -0.00973877-0.0451252j -0.0320217+0.00276102j 0.0378278-0.00380484j 0.0309189-0.0350583j -0.0590152-0.00458885j 0.0351456-0.00385826j -0.052311+0.0122663j 0.0224069+0.0137236j -0.0081022+0.0384721j 0.0165386+0.00543399j -0.023123-0.0324909j 0.019157+0.0333918j 0.0192477+0.0165653j 0.0406236+0.0504246j -0.00447812-0.0113916j 0.0208741+0.0195648j -0.0100416-0.0155813j 0.00966573-0.00270672j -0.0106535-0.00171822j -0.0654577-0.0631341j -0.0218733-0.0183384j 0.0126909-0.0742672j 0.0053848+0.013415j 0.0091815+0.000369147j -0.132641-0.102099j 0.0177367-0.0811659j -0.157177-0.0886228j -0.00718158-0.0574957j 
0.0148482-0.0323264j -0.0401616+0.0192573j 0.0243806+0.0547839j -0.0695346+0.0224063j -0.0105267+0.00924955j 0.0251143+0.0200381j -0.0560068-0.0303562j 0.00736895+0.0734128j 0.0733699+0.0138312j 0.00170193+0.0162529j 0.0418526-0.0781702j 0.015988-0.016146j -0.000548032-0.00928571j 0.00541983+0.0549913j 0.0272142+0.0145326j -0.0277962-0.0168149j 0.0186096-0.0114506j 0.00248929-0.0363245j -0.0141433+0.010197j 0.0117964-0.0149775j 0.0177791-0.00584615j -0.0206017-0.0280419j 0.00260069-0.0190167j 0.0441645-0.000362333j -0.00312117+0.0193629j 0.0231506-0.0428134j 4.34946e-05-0.0231669j -0.00852969-0.0181372j -0.0688799+0.061816j -0.01141+0.0120581j -0.0428562-0.048962j -0.0218745-0.00140902j 0.0350477-0.0207259j 0.017714+0.0066749j 0.0247564-0.0133004j -0.0205555-0.0334969j -0.0358718-0.0568385j -0.0369784-0.0358145j 0.0208531+0.00421723j 0.0359887+0.00712614j -0.0104752-0.0182509j 0.0302926-0.00896562j 0.0250898-0.0665436j 0.000414699-0.00859622j -0.015617+0.0396714j 0.01425-0.0353723j 0.00783836+0.00408952j 0.0313284-0.0138377j 0.0177367+0.0151598j -0.0219564-0.0136351j 0.015007+0.0303599j -0.100255+0.0190565j 0.0298567-0.00536319j -0.0206528-0.0452923j -0.0205982-0.0211719j 0.0352824+0.0459194j -0.0413268+0.000940957j 0.028054+0.0388808j 0.0146542+0.0218814j -0.00478399+0.0410615j -0.0160798-0.0222486j -0.0386692+0.00145511j 0.0708086-0.00886736j -0.0175268-0.0391988j -0.0726308-0.0807798j 0.00171833+0.0370744j 0.0172782-0.00142846j -0.0106334-0.0691502j -0.0373897-0.0271891j 0.0336923+0.0277183j -0.0598005-0.0352599j -0.00979594-0.0335986j -0.0278755-0.0149884j 0.0280727+0.0913594j -0.0456603+0.032379j 0.0385876-0.0454667j -0.00571546-0.0269332j -0.00929319+0.0561638j -0.0581089-0.0322469j 0.0178278-0.0102361j 0.0543551-0.000214762j -0.00051654-0.044743j 0.0233901-0.0412843j 0.00774267+0.0328157j -0.0344858-0.0457099j -0.060217-0.0280209j -0.0169076+0.0406579j 0.052172-0.0554884j -0.0043981+0.0366451j 0.0247085-0.0321125j -0.00734548-0.0233174j 0.0453724-0.00986205j 0.00845927-0.0168214j 0.0161573-0.0294895j 0.00594436+0.0346528j -0.00408401+0.00268795j 0.0128394+0.0133062j 
0.0124642+0.00397333j -0.00486269-0.00543469j -0.0282969+0.0189057j -0.0158971-0.0154091j 0.00374865+0.00153479j 0.0490078-0.0112189j -0.0138441+0.0134357j 0.0381702+0.0294236j 0.0134341-0.0258086j -0.00917194+0.0606064j 0.0360636+0.00691689j 0.0372078-0.0233587j 0.011178-0.0254254j 0.00074556+0.0061189j 0.00677819+0.022925j -0.00333984+0.0284761j 0.00746656+0.00883757j 0.0119854-0.0262579j 0.00475984+0.00050946j -0.0418922-0.00867673j -0.0172675+0.0197558j 0.0150484-0.0562424j 0.0124338-0.0528383j -0.00870297+0.0184979j 0.0522776+0.0409839j 0.0187116+0.00271198j 0.00179248+0.00542365j 0.0277872-0.00816784j -0.00832169-0.00149822j -0.0446012-0.00616282j 0.0296541-0.0368433j 0.00283092+0.0334154j 0.0444467+0.0498504j 0.0349657+0.0109582j 0.0214375+0.0421777j -0.0228123-0.000221663j -0.0312786-0.00971137j 0.00863476+0.0198078j 0.0159189-0.0426115j 0.0250637+0.000937369j 0.00634082+0.00502052j 0.00242666-0.0137479j -0.06698-0.0268138j -0.00246325-0.0342132j 0.0185573-0.00839211j -0.0268036+0.00880813j 0.004293-0.00653121j 0.0134722-0.0447968j 0.00826158-0.0206754j 0.00141833-0.0443163j 2.62661e-06-0.00476114j -0.00576834+0.0641977j 0.0204837-0.00936066j -0.0566405-0.0330775j -0.00668875-0.0175557j -0.0185426+0.0208208j 0.0087755+0.00769988j 0.0275005-0.0100793j 0.00585979-0.00383735j -0.0681843-0.0431076j 0.0284009-0.0247559j -0.0467865+0.0218828j 0.0150507+0.012658j -0.0162714-0.0021061j 0.0194249-0.049849j 0.0105217+0.0401517j 0.00599709+0.000169847j -0.0183527-0.0628724j -0.00180508-0.0139478j -0.0452306-0.0403952j -0.0464702+0.0394435j -0.0649411+0.0178721j 0.00232514+0.0258713j -0.000507902+0.0144146j 0.0558413-0.012144j -0.0173281+0.088411j -0.00970751-0.00578226j 0.0223824-0.0157788j -0.0440605-0.0557719j 0.00666139-0.0225873j -0.0234162-0.0266581j -0.00724362-0.00793205j 0.00592496-0.0340665j -0.0230472+0.0148319j 0.00596869-0.0156234j 0.0045742-0.0124885j -0.0135121+0.024061j 0.018221+0.0376334j 0.0147881-0.0158315j -0.0121958-0.0201701j 0.00134631-0.0139814j -0.00532178+0.000861885j 0.0189447-4.272e-05j 0.0123896-0.0120539j 0.0197672+0.00745703j -0.00537871+0.00381122j 0.000682094+0.00512891j 
-0.0219041+0.0141821j 0.0120008+0.00584391j 0.0236093-0.0502487j 0.0479715+0.0179441j -0.0162985-0.0128687j -0.015005+0.000892168j 0.00699434+0.0256725j 0.0165337-0.00934821j -0.0175582-0.0141397j 0.00701263-0.0183937j -0.00976147-0.0229708j 0.00268177-0.0131672j 0.00881926-0.00196066j 0.0131008-0.00184574j 0.00136954-0.00937067j -0.00167919-0.0142142j -0.00345144-0.000127534j -0.0104394+0.00787925j -0.0124967-0.0112414j -0.013178+0.0159547j 0.00430611+0.00379115j -0.00441456-0.0154722j 0.000523104-0.00265068j 0.00982386+0.0017006j -0.0130813-0.00351711j -0.0125799+0.014874j 0.0206222-0.00595897j 0.00882185-0.0113441j -0.0189773-0.00632826j -0.000817907+0.000225538j -0.0219205-0.026151j 0.0332245-0.0264744j -0.00438549-0.013601j -0.00548481-0.00670509j 0.0374787-0.00783827j 0.00510825-0.00121307j 0.0226299+0.0261872j 0.011136-0.0236406j 0.00298208+0.016648j 0.0123031+0.0101799j 0.0019846+0.0111594j 0.0160737+0.0061562j -0.000596671+0.00591651j 0.0225643-0.0520058j -0.0377222-0.0399226j 0.0341044-0.0104086j 0.021875-0.0233512j -0.0070967+0.0239417j -0.0470969-0.0105073j -0.0247255-0.00300511j 0.0188837+0.00995059j -0.0010331+0.00977842j 0.0286896-0.00119133j 0.0351565+0.00187811j -0.00524715+0.0165924j 0.016492+0.0053891j -0.0102481-0.0275074j -0.00914082+0.0127983j 0.0145713+0.0403511j 0.0256736+0.0255061j 0.0316153+0.00945136j -0.0180768-0.0237863j -0.0183958+0.0526982j 0.00255753-0.0461789j 0.00233458+0.0265941j -0.037283+0.0779171j 0.0109453-0.0016991j -0.0191314-0.0124878j 0.0606134-0.0588044j 0.036507+0.0188141j -0.0219199-0.00136123j -0.0101671-0.0348472j 0.0322241+0.00690138j 0.00917876+0.0234232j -0.0334602+0.00740793j 0.0384442-0.00986499j -0.0351799-0.00128371j 0.0156572+0.0166493j 0.0261368-0.025022j -0.00974785-0.0158094j -0.0314467+0.0215105j -0.00179192-0.0224663j -0.01744-0.00362481j 0.0488069-0.0142566j -0.0191903-0.00362977j -0.0382624-0.00127327j 0.0642939-0.00242307j -0.0348245-0.0845843j 0.0161017+0.0131222j 0.0136698-0.000409432j 0.00499895+0.0165702j 0.0395817+0.0137421j -0.0052841-0.0152792j 0.0237989-0.0102848j 0.0218743+0.0234228j 0.00383081-0.0117768j 0.0157481-0.00223141j 
-0.03122+0.0118747j -0.0153142-0.00237093j 0.0355054-0.0197932j 0.00962322+0.0649061j -0.0136741-0.00594236j 0.0152914-0.0221813j 0.00811091+0.00857529j 0.00396141-0.0512986j -0.0820292+0.0455604j 0.0111113-0.00775393j 0.00887721+0.0208556j 0.0298905-0.00632748j 0.0121662+0.00033875j -0.0190014-0.0198826j -0.00347437+0.000363695j 0.0124654-0.00471406j -0.00686352+0.00560817j -0.0214115-0.00258724j -0.0229776+0.0264729j -0.015255-0.00706908j 0.00198217-0.0304844j 0.0390344-0.0492015j -0.00021316+0.0165956j 0.0151318+0.00300581j 0.00758494+0.00338207j -0.00842027+0.0162298j 0.00675383+0.0335579j -0.027144-0.00224055j 0.00322929-0.00870509j -0.00507247+0.00390141j 0.0191727-0.0153245j 0.0473893-0.00140809j -0.0141047-0.0177718j -0.0121209+0.0291846j 0.00428973+0.00336876j -0.00108305+0.0100972j 0.01678-4.12786e-05j 0.00625298+0.00872554j 0.0155376+0.00686606j 9.02444e-05+0.0217802j 0.0141602-0.0129172j 0.0103123-0.0104607j -0.00888555-0.0139496j -0.00646259-0.0271974j 0.00481999-0.0109937j 0.0252411+0.0322714j -0.0169249-0.00343067j -0.0137394+0.0439043j -0.0213567+0.0462091j -0.0212286-0.0165509j -0.0319505-0.0524107j 0.0268318+0.0374484j 0.00185649-0.0136218j -0.0144417+0.000321137j -0.00857703+0.0325974j -0.0145709+0.0269866j -0.024963-0.0310186j 0.0297758+0.0264284j 0.014207+0.0276101j -0.0256186-0.000952938j -0.00973215-0.0383501j -0.0320358-0.0156797j -0.00449948+0.034575j 0.0379727+0.000746767j 0.0332304+0.0563004j -0.00972594+0.0308703j -0.0385645-0.00314592j -0.0370542+0.00758851j 0.0224994-0.0253449j 0.0587591+0.0235604j -0.0395541-0.0120786j -0.0258219+0.0660528j 0.0639778-0.0306027j -0.0551958-0.0479106j -0.00749663-0.00953174j -0.0338364-0.0142118j 0.00860278-0.0162569j 0.0283749-0.0172049j 0.00242349-0.0171405j -0.0527862+0.0525398j -0.0141297+0.0120037j -0.0308111+0.0136072j -0.0403759-0.0148757j -0.0146904-0.0244694j -0.0464434+0.0396729j 0.00102086-0.0284047j 0.0356801-0.028113j -0.00732723+0.0150411j 0.0501164+0.0276249j -0.012774+0.0250788j -0.00879457-0.00849633j 0.00482617+0.00114132j -0.00320842+0.0147628j -0.0316407+0.0742556j -0.0500103-0.0412924j 0.0167716-0.00782225j -0.0260757-0.000193749j 
0.00740828+0.00351778j 0.0123546+0.00173247j -0.0182789-0.00673845j 0.0108984-0.0245982j 0.00591284-0.00359738j -0.00921241+0.00710719j -0.000892096+0.0236581j 0.0244773-0.0199031j 0.00276985-0.0290536j 0.013734+0.0174768j -0.0140256+0.00106011j -0.00044825-0.00278249j 0.000163147+0.00526347j -0.00569137-0.0209587j -0.00111245+0.00825149j 0.0272928+0.0242682j -0.00124474-0.0158294j -0.00828383+0.0144024j 0.00597172+0.00167801j -0.0156691+0.0116614j 0.0110285-0.00370214j -0.00699186+0.00628991j 0.0022098-0.014255j -0.0146341+0.0103048j -0.0103531-0.030248j -0.0276577+0.0202039j -0.0154842+0.00153727j 0.00461772+0.0175692j 0.0105644-0.0347305j 0.0128443-0.0250931j 0.0103062+0.0266993j -0.0162438-0.00784156j 0.0179465+0.0303693j -0.0227564-0.009714j -0.00855787+0.00621111j 0.00413172-0.0294897j -0.0116734-0.021579j -0.00482482-0.00445079j -0.0447729+0.0181503j -0.00973636+0.000980461j 0.00565648-0.000531501j 0.0149944+0.00471782j -0.0184223+0.0279854j 0.0156264-0.0281822j 0.0402711-0.010132j -0.0346241-0.0351901j -0.0043632-0.0198237j -0.00214085+0.00228738j -0.0198075-0.0114387j 0.0457631+0.0100323j 0.0243168+0.00567898j 0.00438885-0.0274959j 0.00134495+0.0188654j -0.000912882+0.0117077j -0.0129838-0.0306067j -0.0221882-0.00551216j 0.0324205+0.0185802j -0.0274721-0.0371814j -0.0360483-0.0443065j 0.0327315-0.0109426j 0.0212695+0.0218681j -0.0613086-0.0171711j -0.01006-0.0410453j -0.024242-0.00638239j 0.000255534+0.00673263j -0.0263444-0.0424397j 0.0240047-0.0234555j -0.0392474+0.0128578j 0.0253592-0.0151254j -0.0105257+0.00468233j -0.015429+0.0303623j 0.0423538-0.061044j -0.0321563+0.0113645j -0.0106096+0.0092681j 0.0116309+0.0180341j 0.0743435+0.0494736j -0.025985+0.00517136j -0.0454483+0.028212j -0.0371854-0.0128026j -0.00560869+0.0150142j -0.0251356-0.0258872j 0.0605704-0.0111028j 0.0308363-0.0487247j -0.00751069-0.0252385j 0.0972539+0.00351471j -0.0239807+0.0282063j -0.00899168+0.0176778j 0.0199235-0.0416995j 0.00830752-0.0124014j -0.0104125-0.0130638j -0.00302463+0.00556955j 0.00340767-0.0202077j -0.0182304-0.00322384j 0.0264437-0.0325594j 0.0274575+0.0257772j 0.00369049+0.00159156j 0.0115577+0.00680533j 
0.00652803-0.000156619j 0.016144-0.0404165j -0.0275247-0.0123613j -0.00588418-0.0246525j -0.0265722-0.00800359j 0.000903857-0.0111602j -0.0149133+0.0205664j -0.00929264-0.0232068j -0.0408484+0.01105j 0.0475371+0.0226454j 0.0272448-0.0224006j 0.0321835-0.0161669j -0.000451896-0.024252j 0.00147018+0.0138625j 0.0103452+0.00575294j 0.0133499+0.0163033j -0.0149475-0.00120218j -0.00908023+0.014783j -0.00154385-0.0174593j -0.00142461-0.0108885j 0.0212083-5.65543e-05j 0.0202213-0.0344863j -0.0176315-0.0326311j 0.00659608+0.0145423j 0.0106974-0.0279331j -0.00440473+0.00291648j -0.0156067+0.0190432j -0.00672308+0.00598991j -0.0201864-0.0263141j 0.0169612-0.0321616j -0.0160537-0.015517j 0.0269899-0.0285647j 0.00349819+0.0235295j -0.0173079-0.0172416j 0.00488484+0.0120472j -0.0174734+0.0147966j 0.0101169-0.0416955j -0.00116858+0.0240002j -0.00938153-0.00234188j 0.0105994-0.0306153j 0.042728+0.0340355j 0.0359041+0.00270416j -0.0324554+0.00275902j 0.0313715+0.000423102j 0.0157676-0.0131473j 0.00892741-0.0217952j -0.00640899-0.0170151j -0.0181633-0.0129601j -0.0246773+0.0113297j 0.0155114-0.021436j -0.00440652-0.028872j -0.0427559-0.0126646j -0.0207219+0.0435859j -0.0398454+0.0114319j -0.028087-0.0314748j 0.0178373+0.0297811j -0.0201626-0.00352909j -0.0149859+0.0263065j -0.0481728-0.0116216j 0.00530772-0.0520029j 0.0100169-0.0588463j -0.0575009+0.0158479j 0.0151485-0.00432741j 0.000590221-0.003671j -0.00900187-0.0241253j -0.0544246+0.00669216j 0.0156521-0.0417035j -0.0506597-0.00566478j 0.020578+0.0253288j -0.00299153+0.02193j -0.0290961-0.0179903j -0.0437467-0.00258919j 0.0611874-0.0459946j -0.042893-0.024266j -0.0171879+0.000454055j -0.013259-0.0188259j -0.0112246-0.0346128j -0.0177477+9.70873e-05j 0.0392342-0.000728709j -0.0380465+0.0351504j 0.0300762-0.0067059j -0.00123607-0.0730517j 0.00232208-0.00359402j 0.0383623+0.00333645j -0.0601607-0.0171955j -0.0558668-0.0414504j 0.0433212-0.023088j -0.0145765-0.0476601j 0.00954144+0.0215198j -0.0334006+0.00551625j 0.000313554-0.0143585j 0.0479781+0.019383j 0.0179972-0.013745j 0.0112493+0.0443538j -0.031603+0.0267733j 0.00957527-0.00321662j -0.00122985+0.00310921j 
0.0566577-0.0275431j -0.00397423-0.010801j -0.0688386+0.070509j -0.0747262-0.0784771j 0.00211593-0.00172298j -0.00985848+0.0330853j -0.0177051-0.0507871j -0.046898+0.0168245j 0.0818199+0.0154372j 0.00109625-0.000654297j 0.00853763-0.0595143j -0.00987002+0.0227392j -0.0043057-0.00990133j 0.0415707+0.000947655j -0.0103945-0.037471j -0.0262643+0.0669347j -0.00166966-0.00283088j -0.00597082-0.00125291j 0.0336999+0.00183294j -0.00125023-0.0454993j 0.00452865-0.0017272j 0.0148823+0.0243106j -0.00593674-0.0312349j 0.0208043-0.0345878j 0.0163218+0.0127268j -0.0159292-0.0447352j -0.0186078+0.0001099j 0.0027657-0.00450248j 0.0139459+0.0504409j 0.010507-0.036271j 0.00556724+0.027496j -0.0388969+0.0132039j 0.0168931+0.0496111j 0.0055033-0.0666921j -0.0553306-0.0051737j -0.0400467+0.0438475j 0.0196491-0.00494491j -0.0296915-0.0350219j 0.0162394-0.0355035j 0.00178943-0.0166027j -0.0246342+0.0310365j 0.00977366-0.0180015j 0.0147054-0.00810938j 0.0236402+0.0225496j -0.0152772+0.0224848j -0.0333118-0.00755819j -0.0565939+0.0131468j -0.00174028-0.0101487j 0.00225552+0.000805075j -0.0780967+0.0119929j 0.0652062+0.0093741j 0.0476574-0.0302267j -0.0454604+0.0363734j -0.0913312-0.00599181j -0.0426051+0.0185353j 0.0468259-0.0245801j -0.0395542+0.0261487j 0.00881019-0.0421053j 0.00550133-0.00435288j -0.0293684-0.0130966j 0.0466939-0.00931811j 0.0247337+0.0542936j 0.0136575+0.0571326j -0.0156961-0.00117919j -0.00512234-0.0711144j -0.0656937+0.0277255j 0.0414732+0.0217564j -0.000159497-0.00507943j -0.0251917+0.0141187j 0.0275052+0.0230323j 0.0493242-0.0396145j -0.0147237-0.0845917j -0.0151343+0.0172897j 0.0259979-0.0189916j -0.00916475-0.0496594j 0.00222864+0.00025092j 0.0635405-0.0296355j -0.0260788+0.0151237j -0.0341167-0.0367731j 0.0131659-0.0316281j 0.0497523+0.00773965j 0.0242577-0.0165998j 0.0973767-0.015408j -0.00115478+0.0556156j -0.00458159+0.00387633j -0.0539992+0.00166524j -0.0221824-0.0464712j -0.00890636-0.0179273j -0.0427134-0.0395068j -0.00556698-0.00615262j 0.0101932-0.0232676j -0.00104992-0.0267658j -0.0241283+0.0131166j -0.0202873-0.0644104j 0.0234603+0.017j -0.0398184+0.00840403j 0.015122-0.00889791j 
0.0100086-0.00398677j -0.000654873-0.0132447j -0.0274332+0.0326666j -0.0250953-0.00275166j -0.00195457-0.00420228j 0.0216575+0.00180128j 0.00729296-0.00236969j 0.0159315-0.0450004j -0.018686+0.00815346j 0.0128279+0.0146805j 0.0280045+0.0133258j 0.0207044-0.00613237j -0.00765117-0.00320708j 0.00432946+0.0078231j -0.0175278+0.0118621j -0.00405148-0.00715794j -0.0144606+0.00205803j 0.0111476-0.00623107j -0.0029978+0.00165299j -0.0112521-0.0129501j -0.0165377-0.013843j 0.023576-0.00813249j -0.0245534+0.0162945j -0.0101423+0.00405296j 0.023907-0.0120587j -0.0197963-0.0197196j -0.0245844+0.0103132j 0.01332+0.0164498j 0.0054198+0.00637991j -0.0107944-0.0094021j 0.00249915-0.0135214j 0.0146685+0.00538269j -0.010704-0.011709j 0.0228009+0.0101442j 0.0075199+0.00551927j -0.0435759+0.0135368j -0.0399413-0.0107739j 0.0156022+0.00344237j 0.00802289-0.0191313j -0.000457144-0.0277668j -0.0478647+0.00737989j 0.000568965+0.0409651j -0.0248839-0.0115555j 0.038063+0.010672j 0.000109946-0.00947323j -0.00768307-0.0308872j 0.0186602+0.0282064j 0.0233616-0.00239314j 0.0257197-0.00718914j -0.00853087+0.00919234j 0.0444127+0.0222403j -0.0314724+0.017096j 0.0148191+0.018457j -0.0140828+0.0113421j -0.0188995+0.00872487j 0.0039822-0.0540508j -0.056151-0.0307727j 0.0467768-0.00382811j -0.000795601-0.0142419j 0.0235091+0.0145428j 0.0732569+0.016665j 0.00920017+0.0302595j -0.025861-0.0260941j -0.0324804+0.021297j 0.0378473+0.0217364j 0.00434349-0.021332j 0.00805303-0.0465501j -0.0382136+0.0240863j 0.0417036-0.0251445j 0.00304433-0.0147211j -0.0290844+0.0154206j 0.00408561-0.0143673j 0.0252059-0.00146839j -0.0407278+0.00771177j -0.0217116-0.000802411j 0.0082209-0.00687501j -0.0399682-0.0143452j -0.0269778+0.0475966j 0.0197684-0.0167426j 0.0306198-0.00630445j -0.0309724+0.00255001j 0.0124521-0.0402376j -0.0332482+0.00769715j -0.0307055-0.000347701j -0.00658588-0.00556574j -0.0441151-0.0287804j 0.0342938+0.00689404j 0.00284187-0.0395824j -0.0133532-0.0120997j 0.00538395+0.0030747j -0.0104834-0.00936124j 0.03064+0.018263j 0.0127755-0.0214138j -0.0221279-0.0169475j 0.0184046-0.0127192j -0.00951513-0.00519275j -0.00891097-0.0122139j 
0.00646568+0.00682718j 0.0119254-0.0109512j -0.028224-0.00725865j 0.00622077-0.0228677j -0.0177465-0.00982833j 0.0129912+0.00909504j 0.00329383+0.0160944j 0.00202684-0.0176339j -0.00587394-0.0230159j 0.0113648+0.0191506j 0.0273487-0.0295759j 0.00775156-0.0149332j 0.0159778+0.0234627j 0.0172635+0.0145301j 0.0118884+0.00273753j -0.00377921-0.00430512j -0.0196213-0.020944j -0.00468277-0.00332983j -0.00575836-0.011973j 0.0021153-0.00246786j 0.0125047+0.0162742j 0.00639108-0.00148017j 0.019522-0.0149877j -0.00233023+0.0148168j 0.0143678-0.0103867j -0.0250047-0.0301112j -0.00567269-0.00641992j 0.00100232-0.0204362j -0.019388+0.0347707j 0.00823921+0.0394889j -0.0117666-0.0324841j 0.0278309+0.00777244j -0.0226641-0.000275719j 0.0430155-0.0297498j 0.016459-0.0251735j -0.0264537+0.0239202j -0.00765774-0.00180563j 0.030169+0.00373003j 0.0233871-0.0346909j -0.0164066+0.00357206j -0.0309938+0.0136217j 0.0149905+0.0350288j 0.0155779-0.00163524j 0.0260529-0.0336535j -0.0325898+0.0220137j -0.00556561-0.0143368j 0.0240916-0.0084562j 0.0325513-0.018342j 0.0117259-0.0242259j -0.00354804-0.00728084j -0.0108266-0.0173579j -0.00603818+0.025379j 0.00742403+0.0247798j 0.00856889+0.0118508j -0.0110364-0.0118578j 0.00700945-0.00167988j -0.0550561-0.0394656j 0.0223156+0.00834586j 0.0409249-0.00280132j 0.0287112+0.0178664j 0.0480875-0.040547j -0.0568738-0.00869306j 0.0116376+0.00529253j 0.022995+0.00255611j 0.00705843-0.00133379j 0.0224189+0.0613943j 0.0372303-0.0253899j 0.0128246-0.0610128j 0.0206894-0.0110232j 0.00982504+5.16064e-05j 0.0231728-0.0123109j -0.0881029-0.0138394j 0.00466048-0.0120084j 0.0383469-0.0115839j -0.0174177+0.0387875j 0.0039982+0.00723013j -0.00464921+0.0247041j 0.00596126+0.0194019j 0.0145405-0.0622203j 0.00524789-0.0143857j -0.00219036-0.00873761j 0.0149151-0.0597878j 0.0049227-0.02751j -0.0160357+0.00163733j 0.0162459+0.001091j -0.0436383-0.0506905j 0.0555903-0.0285455j 0.01003-0.0551485j -0.00814867+0.0167041j 0.00721326+0.010079j -0.0172115+0.0262223j 0.0637812+0.0164296j 0.00513831-0.0409162j 0.00936003+0.00188522j 0.0192594+0.0294073j 0.0169947+0.0143568j -0.0013961+0.0155992j 
0.0025476-0.00239957j 0.00831653-0.0150948j -0.0301631-0.0266768j 0.016287-0.0515807j 0.0190511-0.00726069j -0.00642125+0.00671543j -0.00550837-0.0120721j -0.026853+0.0379791j 0.0264025-0.0109564j -0.0257712+0.0103954j -0.0131334+0.0260311j 0.0147788-0.0001532j 0.0139347-0.0100307j 0.0152933+0.00635293j -0.0069641-0.0144366j 0.00835158+0.0348063j 0.0221279-0.0167269j 0.0138727-0.0155453j 0.0129633+0.00237688j -0.03142-0.0156297j -0.00515335+0.00212549j 0.00898411-0.0335479j -0.00741874-0.0145165j -0.0163311-0.0121528j 0.00613995-0.0123623j -0.00128123-0.0162059j 0.00507485+0.00686957j -0.0219527+0.00751447j -0.0119391-0.0541939j 5.13437e-05-0.00496998j 0.022116+0.0212132j -0.0325985-0.0263659j 0.0350586+0.0401193j 0.00476841-0.00788739j 0.00782153+0.0049575j 0.00108878+0.00821653j 0.00631454-0.0128948j 0.00552641+0.011053j -0.00726868-0.0180069j 0.0202103-0.00613989j 0.0282578+0.0123119j 0.0257101-0.0502953j 0.0110515+0.00956712j 0.0198333-0.00154251j 0.0159594-0.0222357j -0.0105892+0.0211745j -0.0188814-0.0356347j -0.0367411-0.0322489j -0.0299481-0.0198345j 9.15962e-05-0.0296989j -0.0405136+0.0112673j 0.0213231-0.0342682j -0.0141325+0.0166869j -0.0284923-0.0202256j -0.0050741-0.0578299j -0.0162782-0.0031958j 0.0400072+0.0291213j -0.0648119-0.0282644j -0.0169756-0.0305396j -0.0117096-0.0640249j -0.0293484-0.0356046j -0.0409122-0.0104991j -0.0318829+0.0165897j -0.0277445-0.0153849j -0.0132351-0.0602407j 0.0230422-0.00284214j 0.0118794-0.0128308j -0.0255799+0.0366209j -0.0265636+0.0690782j -0.0247809-0.00418969j 0.00985385+0.0231404j -0.0280018-0.00678736j -0.0330895+0.0178473j -0.0084593+0.0457166j 0.00251208-0.0363306j 0.0163934+0.0482932j 0.00803608+0.0125172j 0.0496128-0.00749202j 0.0278178+0.0196788j -0.0140123-0.00585028j 0.0432516-0.0342918j 0.00716071-0.0317223j 0.00742899+0.00848277j 0.0188632+0.015962j 0.0081776-0.0254294j -0.00129013+0.0167114j -0.0545754+0.000901675j 0.00942267+0.01145j 0.0335621+0.0234467j -0.00198637-0.0679812j 0.0372791-0.0133081j 0.0041395+0.0180034j 0.00672336-0.00789201j 0.025616-0.0274139j 0.0186557+0.0293819j -0.00962034-0.0317634j 0.0399589+0.00870913j 
