0.00315024-0.00887174j 0.0514434+0.00815053j -0.0124032+0.00975123j -0.0260662+0.0380466j 0.00486304+0.00747566j -0.0340737+0.0215332j 0.0568658-0.0124734j 0.0226025-0.0132029j 0.0204425+0.00332904j -0.0156559-0.00801919j 0.00511656-0.00273271j -0.0217193-0.00838083j -0.0260887+0.0103949j -0.0156722-0.00471731j 0.0080086+0.0158348j 0.0455152+0.00571981j 0.00575888+0.0190031j 0.0069191-0.0260581j 0.00208964-0.00734541j 0.0300281-0.0043147j 0.0064672-0.00139128j 0.00401219+0.0109029j 0.00763417-0.00813431j 0.00832987-0.00339699j 0.000542263-0.0131128j 0.00420133+0.00763612j -0.0215871-9.25342e-05j -0.00617996+0.0210346j -0.0264004-0.00950814j -0.0129822-0.00685533j -0.00576658+0.0113003j -0.0132003-0.00463346j 0.00710931+0.00876351j -0.0111885+0.0192876j 0.0205644-0.0087028j 0.0103773+0.00663715j -0.00556856+0.0100819j 0.0265398+0.0203337j -0.00861795+0.00429511j 0.010416+0.0014971j -0.0193163+0.0129359j 0.0359683+0.0162612j 0.00779529+0.00140875j -0.0073506-0.001185j 0.0102523+0.00565471j -0.0123328-0.0249885j 0.00933919+0.0172245j 0.00561194+0.00144565j -0.0500861-0.00405403j -0.0100591+0.00357093j 0.0195547+0.0294197j 0.0194532+0.0132888j 0.00443139+0.0149398j 0.00585399-0.0190848j -0.00859665-0.0129318j -0.048129-0.00412951j -0.0643062-0.0130861j -0.00284169+0.0385405j -0.0102132-0.00574661j -0.0355988+0.0140425j 0.0174226-0.00942528j -0.0347144-0.0340638j 0.0301726+0.0428669j 0.00128071+0.0158385j -0.0210344-0.00366927j -0.052025-0.0354857j -0.0173017-0.00324922j 0.00135115+0.0634911j 0.0735956+0.0568483j 0.00392688+0.0352779j -0.141446-0.0875426j 0.00617683-0.0494943j 
-0.0152012+0.0197907j -0.0173259+0.0176513j -0.00439567-0.0338713j 0.0220116-0.00897232j 0.00400546+0.00145649j -0.0112658+0.00643369j -0.00526269+0.00318244j -0.00777455-0.0294034j 0.0268404-0.0221119j -0.0134777-0.0146707j -0.0114465-0.00746514j -0.0143456+0.0202039j -0.0307309+0.0225039j 0.0380856+0.0102557j -0.0192802-0.0464172j -0.00983601-0.027481j -0.00544554-0.0275721j 0.00592099-0.0131903j 0.00478712+0.0260483j -0.0592032-0.0279792j -0.0046359-0.0307495j -0.00498577-0.00306152j -0.0155959+0.022927j 0.00844781+0.0394986j -0.00597647+0.010607j 0.0194034+0.0124041j 0.0234945-0.0191005j 0.000568879-0.0204982j 0.00352008+0.0120823j 0.0112939+0.0166953j 0.0175511-0.00803635j 0.010491-0.0303545j -0.0145706-0.00913349j -0.0155984+0.0167962j -0.00737638-0.00124477j 0.00480165-0.0122555j -0.00541729-0.01944j -0.00623974+0.0109875j -0.00717518+0.0264805j 0.00767926-0.0106483j 0.0214305+0.0121416j 0.0109466+0.0326682j 0.000238855+0.000414328j 0.0075362+0.0116516j 0.000783633-0.00684832j -0.0208654+0.0142136j -0.0185049-0.0108916j -0.0105548+0.0207259j 0.00294387+0.00550126j 0.00821511+0.00188343j -0.00356262+0.0216961j 0.00411325+0.00236006j -0.019151+0.018995j 0.0245267-0.0102525j -0.0154074+0.0259911j 0.0202988+0.0305508j 0.00287599+0.0440533j 0.00959118+0.0268629j 0.0322254+0.014308j -0.0122304-0.00807303j -0.0188216-0.00373533j 0.00924817+0.00909155j -0.0144715-0.0108314j 0.00465915-0.0148033j -0.0146826+0.00868576j 0.0222224+0.0184801j 0.00527934-0.0288847j -0.0111459+0.0158638j -0.000117416+0.0107368j -0.00526707+0.0141446j -0.00289326-0.0240158j 0.00862556+0.0041828j 
0.0547608-0.0386509j 0.00228771+0.00586382j -0.0176107+0.0452193j -0.0381416-0.0116132j 0.0212023-0.0294913j 0.0117413+0.0227948j -0.00989923-0.0052267j 0.000110619+0.030679j -0.01856-0.000346913j 0.0275897+0.0387053j -0.0249586-0.0011176j -0.0234758-0.00350295j 0.0156635+0.00195583j -0.00273949-0.0224417j 0.0049621+0.0178349j 0.00227519+0.0204715j -0.0125591-0.0136719j -0.0465251+0.00415055j -0.0255748-0.00982093j 0.00288426+0.00567888j -0.00539669+0.03204j 0.03684+0.0279694j 0.0118493-0.0222298j 0.00368753-0.0161811j -0.0235816-0.00380798j -0.0167785+0.00896839j -0.00352101+0.0250585j 0.00635452+0.0255474j -0.0284332+0.0285378j -0.0256693-0.0603787j -0.0138819+0.0192281j 0.0201097-0.0161307j 0.00536769-0.0149702j 0.0021015-0.0180362j -0.00113243-0.0167351j 0.0338699+0.01427j 0.0407815+0.00385632j 0.0412883+0.00221451j -0.0154576-0.0192118j 0.00326822+0.0272889j -0.00199302+0.00751395j -0.0102187-0.021405j 0.00615415+0.0486555j 0.00701248+0.027763j -0.0234866-0.00465432j 0.0218613-0.010096j 0.00845482-0.00400365j 0.00102082+0.0156945j -0.00675779-0.0023646j -0.00136315-0.0157689j 0.0311496-0.0134272j 0.0342922+0.0293777j 0.0170571-0.00893803j -0.0237095+0.00818111j -0.00287167-0.0200174j 0.0026097-0.00667195j -0.0225732-0.0199326j 0.0102404-0.0224516j -0.0273742-0.00996447j -0.00492383+0.0172527j -0.0159079+0.00936422j -0.0224576+0.0066941j 0.00651825-0.00977877j 0.0204522+0.0274056j -0.00530958-0.0179625j -0.00408476-0.0176047j -0.026498-0.0150719j -0.0137571-0.00455609j -0.00690023+0.0113915j -0.0120697-0.0330759j 0.00316122+0.00212053j 0.0254347+0.00589318j 
0.0464948-0.0165483j 0.0025599+0.00547263j -0.00716958+0.0464899j -0.00771281-0.0252705j 0.00219928-0.0152115j -0.047752+0.0242488j 0.0081135+0.0581459j 0.00742091-0.00277734j -0.0280259+0.00262708j -0.0116957+0.0244186j -0.0392853+0.00319604j -0.00308584-0.00303689j 0.0201505+0.0285994j -0.0149944+0.00769678j 0.0317606-0.0280249j 0.0290947+0.00156064j 0.0235839-0.00110759j -0.000502606-0.008393j -0.00826747-0.00662358j -0.0001424-0.017408j 0.0101684-0.0085722j -0.00250708+0.0135481j -0.000355071+0.00980925j 0.022307-0.0341175j -0.0165427-0.00583799j -0.0111583+0.00995535j -0.00239759+0.0106634j 0.0116125+0.00312801j -0.00529685-0.0101417j -0.0283617-0.0117077j -0.0112098+0.00390391j -0.00157289+0.0151779j -0.0113251-0.00310606j -0.00520048+0.0148511j -0.0100467-0.018837j -0.00288872+0.0269882j 0.00995153+0.0131495j 0.0136488-0.00566401j -0.00626636-0.00870704j 0.0174033-0.0240596j -0.0204904-0.0119594j -0.0286604+0.0155567j 0.0200786-0.00220141j 0.0383064-0.000364951j 0.00607074+0.00402952j 5.17703e-05-0.0170834j -0.000792995+0.0264554j -0.0166064+0.0158533j -0.0176832-0.0187737j -0.0111157+0.00193294j 0.0133333+0.00884871j 0.023275+0.00142087j -0.0166166-0.00789422j -0.00166608-0.0243834j -0.0127468-0.0155047j -0.00546131-0.030248j -0.0099246-0.00438047j 0.0121636+0.0178688j -0.023202-0.00835544j 0.0256691+0.00723114j 0.000849212+0.0237747j -0.0303051-0.0182588j -0.0080884+0.0135128j 0.0104156-0.00526877j 0.0057682-0.00558074j -0.036317-0.0135974j -0.00600765-0.00728748j 9.47691e-05-0.00426088j 0.00193589+0.00831902j -0.00163224-0.0238552j -0.00196078+0.00677273j 0.0219385-0.00446916j 
0.0291686-0.0205256j 0.00975085+0.0162827j -0.0101303-0.00998527j -0.00365591-0.0291657j 0.0131148-0.0207376j 0.0340776-0.0108827j -0.0183051-0.0334987j -0.0145072+0.0269463j -0.0305412-0.0361394j -0.0284644-0.017691j 0.00691674-0.0511922j -0.0220566-0.015368j -0.0114281+0.0112503j 0.016635+0.0211238j 0.00228554+0.0437201j -0.00721229-0.00526054j -0.00153519+0.0261773j -0.00161022-0.0335382j -0.00471699+0.00442267j 0.0431412+0.00564184j 0.00519441+0.0166527j 0.0392071+0.00331896j 0.0128032-0.0117581j -0.0329056+0.00424684j -0.0114983-0.0102695j -0.00731122+0.00299626j -0.0248391-0.000881373j -0.00980222-0.0157875j 0.00853945-0.0387026j -0.024695+0.00872956j 0.0253257+0.00735299j 0.00858252+0.0296894j 0.0104605-0.00376721j -0.00821427-0.00813879j 0.00308441-0.0142488j 0.0210095+0.0320903j 0.00975703+0.0154916j 0.0113873-0.00596769j -0.00716465+0.0204213j -0.0119315-0.016753j -0.0263854-0.0152884j -0.00111659-0.00937735j 0.00695799-0.0044439j 0.0268703-0.0251282j 0.0145296-0.00599047j 0.00507517-0.014498j 0.00150259+0.0260181j -0.00420614+0.000991701j 0.00990577-0.0412899j -0.0210752+0.00494401j 0.0130202+0.0314082j 0.0239521+0.00891182j -0.017417+0.0153774j -0.0164937+0.00472694j 0.00900656+0.0174963j -0.00881223-0.00537048j -0.0266263-0.0207508j 0.00741405+0.011364j -0.0316121+0.0144968j -0.00769241-0.000948631j 0.00743168-0.0112948j 0.00104918-0.00280526j -0.0112599+0.0162905j -0.00534053+0.0150508j 0.00301521-0.0269919j -0.0379817+0.00136824j -6.32093e-05+0.0213331j 0.00845236-0.0177513j 0.0190999+0.00550037j 0.0104814+0.0116888j -0.00864548-0.00505576j -0.00144999-0.0206674j 
-0.0349272+0.0153236j 0.0108416-0.0202954j 0.0114856+0.00496311j -0.000758762+0.0168911j -0.0231371+0.00273521j -0.000911475-0.0171316j 0.0215068+0.00878607j -0.010696-0.00612404j -0.0142473+0.00450517j -0.0145554+0.0104671j -0.00423226-0.00189783j 0.00415188+0.00546281j 0.0226128+0.00997146j 0.017014-0.0265416j -0.0190505-0.0142472j -0.0154108+0.0268j -4.33438e-05+0.00117204j 0.017642+0.00760054j 0.0287065+0.0243577j -0.0125674-0.0210048j 0.0113305-0.00401238j -0.0175002+0.00390294j 0.00274534+0.00235453j -0.00744036-0.0130127j -0.0026821+0.0148155j -0.00414988+0.0208661j 0.018051-0.0176256j -0.00471674-0.00129271j -0.00124591-0.00888766j 0.0103389+0.0110769j 0.00100999-0.0326763j 0.00568227-0.00255427j 0.012027+0.0208496j 0.01052+0.0102045j 0.0200812-0.00866716j -0.0128299+0.000727545j -0.0397887+0.00625756j 0.00707652+0.0090629j -0.00336932-0.0139618j 0.0057794+0.0152301j 0.00576108+0.010853j -0.0232354-0.0129367j -0.0247019-0.00875825j 0.0069911-0.0221036j 0.00478242+0.0160648j 0.0329878+0.0332165j 0.00332637+0.007533j -0.0180871+0.0100981j -0.00577132-0.00856874j 0.0122593+0.00586222j -0.00538625-0.010126j -0.0144794+0.00178781j -0.0232681+0.0132642j 0.00957954+0.0108684j -0.0100407-0.0100853j -0.000402843-0.0206142j -0.00323753-0.0133496j 0.0114279-0.00943024j 0.0202888+0.01454j 0.0125343-0.00477417j 0.0180214+0.0104249j 0.00117352-0.00431446j 0.00334793-0.000657993j -0.00562214+0.00250171j -0.00556526-0.00387273j 0.00057057+0.0127053j 0.0267889+0.011397j 0.00533065+0.00139781j 0.00184907-0.00885013j 0.00824537+0.0109697j -0.000535387+0.0151641j -0.0237898-0.00527303j 
-0.00882681+0.0234683j 0.0129818-0.0262517j 0.029282+0.0130461j 0.0118248-0.00268004j -0.0359941-0.016115j -0.0519371-0.00634249j -0.00677062+0.0672444j 0.0311127-0.0100241j 0.00567991+0.0213803j -0.0407119-0.00204953j 0.0171873+0.010589j 0.0343776-0.00125959j 0.00979687+0.00387866j -0.0259743+0.0304418j 0.000644941-0.00678217j -0.0195898-0.0119952j 0.0469246+0.0128983j 0.00125963+0.000233032j 0.00588373+0.00529439j -0.00868504-0.0336328j 0.028031-0.00914773j -0.00408307+0.00939246j -0.0104203+0.00840981j -0.00103755-0.0433467j 0.034915+0.0020772j 0.0236223+0.0179266j -7.54654e-05-0.0184949j -0.00772587-0.0133795j -0.00453216-0.0145361j -0.0104768+0.0211518j 0.00443809+0.0155254j -0.0432229+0.00545189j -0.0347488-0.0133872j 0.0122986+0.0199044j -0.0106225-0.0127434j -0.00385082-0.0116825j 0.0020037+0.0375105j -0.00395303-0.00977289j 0.0131023-0.0207741j -0.0109626-0.0202654j 0.0187704+0.0068885j -0.00263171+0.00542245j -0.0243866-0.0123553j 0.022253-0.000484967j -0.00696823+0.0256763j -0.0200668+0.0183145j 0.0106942+0.011648j -0.01748+0.0169757j 0.0265308+0.0208631j 0.00592593-0.0125309j 0.0188859-0.00969825j -0.0238094-0.0256205j -0.000266567+0.010028j 0.0316661-0.0209541j -0.0121179-0.00567571j -0.0143163+0.0149104j 0.00565509+0.0168899j 0.0133498-0.0143961j 0.00847329-0.0335468j 0.00982099-0.000381037j 0.0217493+0.0191309j 0.00118979+0.000504844j 0.00859477+0.001595j -0.00808209-0.0218825j -0.00837186-0.00745696j -0.00460961-0.00139252j 0.00462629-0.0145976j 0.0182523-0.0039661j -0.0192257+0.00734475j 0.00873517-0.0257082j 0.0110882+0.0129523j 0.0118614+0.0186717j 
-0.025497+0.0416058j -0.0518736+0.0188136j 0.0114774-0.0273176j 0.0493398+0.00315116j 0.00783213+0.0398913j -0.0270959-0.0193971j 0.021431+0.0191194j -0.03699-0.0266864j 0.010129+0.00173796j 0.00981033+0.00589462j -0.0169798+0.0104591j 0.00815789+0.0279961j 0.0212195-0.0237993j 0.00788016-0.0464237j 0.012382-0.0312288j -0.0196545+0.00249182j 0.0219702-0.00996583j -0.0270258+0.0482601j -0.0564666+0.00349076j -0.0182477+0.0167322j 0.000419437-0.0220233j 0.00211921-0.031229j -0.0170643-0.00178578j 0.0429824+0.00758748j -0.0182717-0.0113086j -0.00216518-0.0204131j 0.0525198-0.00277149j 0.0188638+0.00142637j 0.0235444-0.00339438j -0.000780734-0.0147549j 0.0113088-0.0108917j 0.0233932+0.033128j -0.0185569+0.00851957j -0.0429706+0.0275238j -0.0067896-0.0173156j -0.0170266+0.0280678j 0.00683093-0.0030602j -0.0230999+0.0178118j 0.024032-0.0106968j 0.0435768-0.0166866j -0.00594204-0.0103181j 0.00428321+0.0277341j 0.0323364-0.0135585j 0.0253264-0.000361847j 0.00559001-0.00611219j 0.027175-0.0232356j -0.0401655+0.00362567j -0.00742774+0.00690112j 0.00399574-0.0101137j -0.0227124+0.000757843j -0.0179163+0.000570148j -0.0104467+0.0034173j -0.0025596+0.0248987j -0.00872827+0.00211848j -0.0268591+0.00311699j 0.031149-0.00539253j 0.0277547-0.0345311j 0.0211923-0.0101437j -0.000121214+0.00823425j -0.000826859+0.00966681j -0.0211497+0.00547442j -0.00925242-0.0286448j 0.00390627+0.00305725j 0.0141447+0.0291786j 0.0125086+0.0012314j 0.0227819+0.012936j -0.00138679-0.0101674j -0.000407464+0.0190371j -0.0142904-0.0238071j -0.00914487+0.00251077j 0.0129422-0.00921554j 0.00334573-0.000390966j 
0.0448085-0.0237005j -0.03063+0.0315967j 0.00153392-0.010252j -0.00738194-0.0358687j 0.007487-0.0385106j 0.0427696-0.0257061j -0.0595009-0.0169328j 0.0045296+0.020667j -0.0236688-0.0105216j 0.0469678-0.00492281j -0.0231434-0.011387j -0.0234099-0.00182523j -0.0224107+0.0042078j -0.00310256+0.0272348j 0.0161844+0.018562j 0.0304116+0.0346799j -0.00601015-0.0542882j -0.00193005-0.00945605j 0.0380959-0.0203855j 0.00501826+0.0302463j -0.0348125+0.0289604j 0.0021839+0.0238122j 0.0123681+0.0369281j -0.0319743-0.00310697j -0.0174288-0.00726345j 0.00108213-0.0210263j 0.00802261-0.00940801j 0.032986+0.00524685j -0.0120049-0.00807991j -0.00342349-0.00616096j -0.0314089-0.0185317j 0.0200481-0.0283115j 0.022344-0.0118816j 0.0224915-0.0208213j -0.00509068+0.00613117j 0.00768749+0.00725542j -0.000862158-0.00841861j 0.0209515+0.00163016j -0.00657302+0.0112828j 0.00234547+0.00921179j 0.000236109-0.00294519j -0.029922+0.0066949j 0.0188668+0.00231414j 0.0197001-0.00431162j -0.0135086-0.00486579j -0.0233228-0.000661154j 0.0101031-0.00362077j -0.00596817-0.00554941j -0.0117472-0.0153424j -0.0292278-0.0196149j -0.0302174+0.00194698j 0.025649+0.0137063j -0.0037949+0.00209876j -0.0286702+0.00200183j -0.000528235-0.00661791j 0.0285048-0.0150801j 0.00432215-0.0165297j 0.0251398-0.0139702j -0.0167319+0.0202474j 0.00878111-0.0190065j -0.0341117+0.0175162j -0.0243391+0.0106705j 0.00153058+0.0153216j -0.00220628+0.0147264j 0.0107614-0.000869778j -0.0145435+0.0222662j -0.00794812+0.00136663j 0.00362906-0.0163226j -0.0100518-0.0275459j 0.00172901-0.00881784j 0.0206472+0.0133388j -0.00659696-0.014653j 
0.0029032-0.0123517j -0.0205545+0.0199994j -0.0203624-0.00348604j 0.0120809-0.0203377j 0.0241666+0.0183262j 0.0232054+0.00159436j 0.0113153-0.00464528j -0.0315115+0.030397j 0.00259074-0.0060757j -0.0210325+0.0168994j 0.00431881+0.0105469j -0.00566708+0.0216329j 0.0129441-0.0180695j 0.0159868-0.0348591j -0.0139864+0.00248444j -0.0283816-0.0195867j -0.00933692+0.0223922j -0.0248558-0.0144346j -0.0219077+0.024365j 0.00275746-0.000862931j 0.0186421+0.00492127j 0.0310385-0.0174356j 0.00215934-0.0428675j -0.00423723+0.00763995j -0.0298407+0.0219771j -0.00869807+0.0238587j -0.00645031+0.021391j -0.0045765+0.010986j 0.0179885+0.00527528j -0.00443395-0.0236049j 0.015163+0.00786723j 0.0166617+0.0202175j 0.0193519+0.0136373j -0.0129174-0.00146998j 0.0114398+0.000607858j -0.000317988+0.00628354j -0.00350878+0.00876958j -0.0139318+0.0129009j 0.00343632-0.0085308j 0.0103688+0.0135617j -0.0156616+0.00353279j 0.0146676-0.0312116j 0.00813589-0.0114866j -0.0070637+0.0112109j 0.0118507-0.00535691j 0.0463273+0.0150189j -0.0128762+0.0188733j 0.00323807+0.00433185j -0.00620461+0.00382828j -0.0288212+0.00389051j 0.00483645-0.00373719j -0.00112566+0.00442207j -0.00158196+0.00407363j -0.00529592+0.00978386j -0.00651455+0.00749547j 0.00265253-0.0184014j -0.00795635-0.0318111j -0.0038941-0.0229479j -0.0323394+0.0277577j -0.00857114+0.00509959j 0.0117004+0.00739981j -0.0102455+0.00668681j -0.00281786-0.00426878j 0.01609+0.0100192j -0.00619606-0.00980031j 0.0102541+0.0282012j 0.0158613+0.00590023j -0.00365758-0.00717711j -0.00565387-0.0229628j 0.0117876+0.000254068j 0.00906374+0.0093902j -0.0160143-0.0104967j 
-0.057694+0.0639921j -0.0388229-0.014131j 0.0209496-0.0390189j 0.0370572+0.00392443j -0.0148883+0.0322251j -0.000805508-0.0444687j -0.00960128+0.0144841j -0.00281408-0.0131858j -0.0216801+0.000766467j 0.0132749-0.033362j 0.00659109-0.0148125j 0.0399178-0.0190363j 0.0147431+0.00791303j 0.0102259-0.00139062j 0.0182453+0.0112564j -0.0518644+0.0315948j 0.0176498-0.0104737j -0.0184911+0.00783268j -0.011799+0.00725669j 0.00840531-0.0228691j -0.0117657+0.00918352j -0.0153999+0.00535175j -0.0294283+0.0165074j -0.0189508-0.0178586j 0.0223824-0.0313415j -0.0122707+0.0171482j 0.0264642-0.0240911j -0.00423161+0.0042691j 0.0134453-0.0319841j 0.0185495+0.0285659j 0.0116488-0.0109308j -0.0170524+0.00825389j 0.00148423+0.0142496j -0.016558-0.0176134j -0.0164463-0.01322j 0.0249467+0.00566477j 0.0179215+0.0200888j 0.0023493-0.00735705j 0.00903858-0.0112879j 0.00153071-0.0111625j 0.0213831+0.00614237j -0.00722982+0.0379832j 0.020607+0.00184198j 0.0426741-0.0168767j -0.0264228+0.0354801j 0.0127026-0.00445152j -0.010475+0.0261557j -0.0118756+0.00234848j 0.0383539-0.01318j 0.000517899-0.0313201j -0.00239743+0.0141378j -0.0235874-0.00449128j 0.00259631+0.00483554j 0.0102742-0.00368909j -0.00709544+0.0109137j 0.0248726+0.00974529j 0.0360998-0.00905945j 0.019009+0.00263325j 0.00205047+0.0205407j 0.00423919-0.0083021j -0.0101221+0.000846699j 0.0114609-0.0177463j 0.00250065-0.0154105j 0.0152791+0.0202571j -0.00265577-0.014294j 0.0263672-0.00995429j -0.00864113-0.00729362j 0.0153925+0.0161134j -0.00911839-0.0111939j -0.00470334+0.0075028j 0.0121429-0.0188096j 0.000216859+0.00242252j 
-0.0420808+0.0147457j 0.0562871-0.0491687j 0.0316288-0.00541486j -0.0263401+0.0615083j -0.035612-0.0203115j 0.0399453-0.0134415j -0.0028646-0.0621009j 0.0192162+0.00353003j 0.0207881-0.00587993j -0.00467964-0.0274601j 0.0249749-0.0187294j -0.0343928+0.0179094j 0.0231857+0.0147611j 0.0311373-0.0131368j 0.00103527-0.0200178j 0.00998981+0.0342522j -0.0130776-0.00657436j 0.0397574+0.025308j -0.0118929-0.0101236j -0.00411134-0.00973495j -0.0330411+0.000616795j -0.0356838-0.0161642j 0.0206837+0.0154254j 0.039338+0.0363356j 0.0431793+0.00571353j -0.0205802-0.0384345j 0.00319888-0.00356867j -0.012247-0.0446141j 0.0013694-0.0147532j 0.0124851+0.0229884j -0.0185174+0.0108496j -0.0133663+0.00692244j -0.0418062+0.0165405j -0.0283524+0.0293897j 0.0338927+0.0196154j -0.00482007+0.0166342j -0.0172328+0.0115403j 0.00938231+0.00558035j -0.00928382+0.00872893j -0.00458235-0.0107149j -0.0183082-0.0229844j 0.0145422+0.0148401j -0.0444075-0.00392753j -0.0473625-0.0168679j -0.0113274-0.0108022j 0.0151139+0.00277805j -0.00756736-0.00797743j 0.00548702-0.00901032j 0.0227993-0.0331058j 0.0230051+0.0172958j -0.00411403-0.00467382j -0.00378987+0.00235679j 0.0274245-0.0121651j 0.0155266+0.0249601j 0.0463645+0.00224806j 0.00202002-0.0188171j 0.0167556+0.0435117j -0.0382858+0.0174554j 0.0372818-0.0161832j 0.00948637-0.00514262j 0.0334737-0.0171369j 0.0250357+0.0138055j -0.0163463-0.00937352j 0.00292639-0.0197746j -0.0156441+0.00597682j -0.0354471-0.0118686j 0.0416884+0.0513971j 0.0125545-0.0356919j 0.00826178+0.0357389j 0.0153213+0.0228932j 0.000683607-0.00222786j -0.021024+0.011007j 
0.0059126-0.0300269j 0.0294237-0.0394324j -0.00255976+0.0302577j -0.0211137-0.0142493j -0.0189305-0.0470273j -0.0271661-0.0271787j -0.0370508+0.0544891j 0.00705086+0.00518196j -0.00398695+0.0150148j -0.0316432+0.0318296j -0.0255964+0.029164j 0.0269539-0.0220108j 0.0394637-0.0160238j -0.0172237-0.00850475j -0.0419502+0.0228202j 0.0146342-0.0249667j 0.018054-0.0200102j 0.0495837+0.00556073j -0.00606879+0.0378378j -0.0279403+0.0112602j 0.0115738-0.00484949j -0.0116315-0.0117515j -0.0047137+0.00669012j 0.00273218-0.0375361j 0.00770454-0.0323084j 0.0132716+0.000292886j -0.00256266+0.0156872j 0.00418522+0.0133177j 0.00796246+0.0138019j -0.00957259-0.0017108j 0.00935047-0.0108004j 0.0126327+0.00903881j -0.00596234+0.0255698j -0.00953262-0.0271646j -0.00355051+0.0195814j 0.00471373-0.0168221j -0.0019836+0.0155424j -0.00930538+0.00373337j 0.0171537-0.0172118j -0.0153736-0.0023861j -0.00497512-0.00572685j -0.00653623-0.0205546j -0.0214316+0.00186602j 0.0099575+0.0137621j 0.000521105-0.0045096j 0.00475446+0.00390771j 0.0268076-0.0161432j 0.00686063-0.0228353j 0.000842905+0.0180573j -0.00215469+0.00161274j -0.00992914-0.00240461j -0.0131661-0.0197584j -0.00255414+0.000742618j -0.000750934+0.0093333j 0.0119376-0.0216259j 0.0141557+0.00441035j 0.00995056+0.0137716j 0.0126987-0.0262722j 0.00245904-0.0374574j 0.0135405-0.00557586j -0.000994446+0.0207687j -0.000454076-0.00306706j 0.0117044-0.0152093j 0.0145859-0.0308439j -0.007694+0.011684j 0.00605772-0.000899704j -0.0115369-0.0420146j 0.00108945-0.00313302j -0.0270337-0.00695185j -0.00746319-0.0354551j 0.0188633+0.0240585j 0.0227604+0.0190582j 
0.0123928+0.00850523j -0.0351278+0.0371373j -0.0151257-0.00304748j 0.0164707-0.0254537j 0.0173358+0.0393337j -0.0238041+0.0354008j 0.00147298+0.00916623j 0.0175517+6.90727e-05j 0.00229403+0.0256831j 0.0467125-0.0177283j -0.0175385+0.0337281j 0.00185433+0.0103443j 0.00170286-0.00739663j -0.0324737+0.000758355j 0.00738772-0.0267151j 0.0205824+0.00913445j 0.00884627+0.0451274j -0.0499371+0.0429792j -0.0125885-0.0435509j 0.018559-0.00922375j -0.0242467+0.0340621j -0.00835008-0.0103058j 0.0339452-0.0133693j -0.00682106+0.00331591j -0.00433098+0.0310977j -0.0352574-0.0302101j 0.00125145-0.00680783j 0.0109774-0.0134314j -0.0247454+0.00614035j -0.010156+0.0332605j 0.00120062-0.00746987j -0.0125827+0.000514482j 0.00710395+0.0055139j 0.0213514+0.0367144j 0.0176358-0.00448856j 0.00700623+0.0116673j -0.00547783+0.00396133j 0.0289378-0.0220258j -0.00158827+0.0109438j 0.00191365-0.00495015j -0.00240063-0.00826424j 0.00188087-0.00179344j 0.00563566-0.013962j -0.036449+0.00223375j 0.00877901-0.0249596j -0.00605788+0.0250609j 0.00539167+0.016733j -0.000453055-0.00433195j -0.00941906+0.00107082j -0.000542955-0.00346329j 0.0219579-0.0411616j 0.012105-0.0122523j 0.00503858-0.016723j -0.0236454-0.0123788j -0.0309991+0.00304652j -0.0368978+0.00556568j -0.0223972+0.0113642j 0.0206452-0.00562696j 0.0262234+0.00414762j -0.0213777-0.00051912j -0.0112947-0.0109744j 0.00972235+0.0201271j -0.00369003+0.0129474j -0.0173014-0.00617278j 0.0107157+0.0156138j 0.0250047+0.000276095j -0.00719819-0.00178874j -0.0219+0.00934946j 0.0125163-0.00811419j -0.00649083-0.0126369j -0.00936093-0.00565974j 0.00959993-0.00322952j 
0.102905-0.0894808j 0.0482385+0.030948j -0.0264959+0.0519931j -0.0366983-0.0519268j 0.0279513-0.042853j -0.0215531+0.0244256j -0.0273497+0.0196447j 0.0375907+0.0117506j 0.00454446-0.0044412j 0.00481333+0.00956302j -0.0263468+0.00705683j -0.0453925-0.0160597j -0.00197934-6.64416e-05j -0.00486849+0.0136518j -0.00520062+0.00586666j 0.0443424-0.0284308j 0.00256376-0.00493888j 0.0340333-0.0208793j 0.00823818+0.00145864j 0.00122945+0.018466j -0.0313236+0.0315159j 0.00745333+0.0180636j 0.0323722-0.0125555j -0.0283949-0.00548749j -0.0198411-0.0145654j 0.0200977-0.0293816j -0.0272612+0.00962973j 0.0283308+0.00779271j -0.0400329+0.00560779j -0.0400792-0.00547717j -0.00585651-0.00602253j 0.0135441+0.00636183j 0.00942271+0.00821143j 0.00138943+0.0148049j 0.0110149-0.00455803j 0.0089828+0.012826j 0.00228653+0.020224j 0.0330849+0.00399699j -0.0089805+0.00554492j 0.00889587+0.011126j -0.0223238-0.00170322j 0.0133926-0.031364j -0.0131788+0.00300812j 0.014537-0.00289046j 0.0216601-0.0137085j -0.022709+0.00832717j 0.0297995-0.00767854j -0.0103003-0.00343761j -0.031121-0.00680894j -0.0268384-0.0147335j 0.0117467-0.00129633j 0.0331791-0.00764301j -0.0331559-0.010657j -0.0178522-0.0166171j -0.00198607-0.00598032j -0.0415934-0.00445756j -0.05066-0.012948j 0.0279299+0.0107982j -0.0243918-0.0126221j -0.0152672-0.00450065j -0.00487701+0.0171409j -0.0381745+0.0140238j 0.019177+0.0132856j 0.000486422-0.00399587j 0.00782231-0.0205463j -0.0399523+0.000184425j -0.0112547-0.0103652j -0.0126632-0.00309689j 0.0182009+0.00220978j -5.09828e-05-0.0203693j -0.0141112+0.00919308j 0.0246469-0.0165694j 
