0.00315024-0.00887174j 0.0514434+0.00815053j -0.0124032+0.00975123j -0.0260662+0.0380466j 0.00486304+0.00747566j -0.0340737+0.0215332j 0.0568658-0.0124734j 0.0226025-0.0132029j 0.0204425+0.00332904j -0.0156559-0.00801919j 0.00511656-0.00273271j -0.0217193-0.00838083j -0.0260887+0.0103949j -0.0156722-0.00471731j 0.0080086+0.0158348j 0.0455152+0.00571981j 0.00575888+0.0190031j 0.0069191-0.0260581j 0.00208964-0.00734541j 0.0300281-0.0043147j 0.0064672-0.00139128j 0.00401219+0.0109029j 0.00763417-0.00813431j 0.00832987-0.00339699j 0.000542263-0.0131128j 0.00420133+0.00763612j -0.0215871-9.25342e-05j -0.00617996+0.0210346j -0.0264004-0.00950814j -0.0129822-0.00685533j -0.00576658+0.0113003j -0.0132003-0.00463346j 0.00710931+0.00876351j -0.0111885+0.0192876j 0.0205644-0.0087028j 0.0103773+0.00663715j -0.00556856+0.0100819j 0.0265398+0.0203337j -0.00861795+0.00429511j 0.010416+0.0014971j -0.0193163+0.0129359j 0.0359683+0.0162612j 0.00779529+0.00140875j -0.0073506-0.001185j 0.0102523+0.00565471j -0.0123328-0.0249885j 0.00933919+0.0172245j 0.00561194+0.00144565j -0.0500861-0.00405403j -0.0100591+0.00357093j 0.0195547+0.0294197j 0.0194532+0.0132888j 0.00443139+0.0149398j 0.00585399-0.0190848j -0.00859665-0.0129318j -0.048129-0.00412951j -0.0643062-0.0130861j -0.00284169+0.0385405j -0.0102132-0.00574661j -0.0355988+0.0140425j 0.0174226-0.00942528j -0.0347144-0.0340638j 0.0301726+0.0428669j 0.00128071+0.0158385j -0.0210344-0.00366927j -0.052025-0.0354857j -0.0173017-0.00324922j 0.00135115+0.0634911j 0.0735956+0.0568483j 0.00392688+0.0352779j -0.141446-0.0875426j 0.00617683-0.0494943j 
-0.00793073-0.0214637j 0.0152027-0.0172997j -0.00121034-0.00526151j -0.0136116+0.0092243j 0.00208443+0.0114338j 0.024586+0.0179413j 0.0123117-0.0309765j -0.00521267-0.00163618j -0.0106722-0.012217j 0.0124666+0.00796376j -0.0173064-0.0159922j -0.0262512-0.0107795j 0.00107196+0.0193168j 0.0478979-0.0102277j 0.0079193-0.010454j 0.0215367+0.00848447j -0.0111907-0.00952419j 0.0152354+0.0090665j 0.0368275-0.0158825j -0.0127701-0.005011j -0.0159467+0.0138851j -0.0102855+0.00995439j -0.0197696+0.0133434j 0.018686+0.0294128j 0.0309656+0.00166428j -0.00441866-0.00911143j 0.00426664+0.00452985j -0.00520607+0.00279011j -0.0103244-0.0072648j 0.0195447-0.00730564j -0.0131971-0.0131394j 0.0124536-0.0176868j -0.00406766-0.0190898j 0.0271881+0.00841907j 0.00924511+0.009768j -0.00276634+7.88168e-05j -0.0184556-0.0442968j 0.00439115+0.00219022j -0.00530767+0.032566j 0.00293688+0.0103564j 0.00913467-0.000137846j -0.0246175+0.0126831j -0.0250603+0.00833939j -0.0430611+0.00809291j -0.0147179-0.0170713j -0.00104423-0.00569508j 0.00459545-0.0273583j 0.0224816-0.0102687j -0.0164477-0.02094j 0.00349532-0.00372116j -0.0327073-0.0144447j -0.00558236+0.00815325j -0.0241128+0.0058682j 0.0234453-0.00784475j 0.023333-0.00278273j -0.0185752-0.00924421j 0.0357037+0.00737151j -0.00791543+0.0331088j 0.0478025+0.0563916j 0.0188469-0.0209489j 0.00807403+0.00305339j -0.00769315+0.024195j -0.0130359-0.0465861j 0.0186746+0.00512308j -0.0273396+0.0476481j 0.0426249-0.0222172j -0.028307-0.003851j 0.0297946+0.00186517j 0.036172-0.0136919j -0.0103209-0.00735374j 0.0397872-0.00104933j -0.0198071+0.0325846j 
0.000526269-0.0153768j 0.0139211-0.0273348j 0.00192251+0.0368347j 0.00688227-0.0273825j 0.00584248-0.031688j 0.00516021+0.00969769j -0.0568961+0.0213708j -0.024637+0.0187512j -0.0276952-0.00210714j -0.032309+0.0178678j -0.0217136-0.00898408j 0.020556+0.023955j 0.0471108+0.0171633j -0.00211963-0.0120201j -0.0256821-0.0158057j -0.0314665-0.0307952j -0.00545505-0.00565214j 0.0455767-0.00174743j -0.0245565+0.027638j -0.0412022-0.0132381j -0.0315532-0.00603737j 0.0116707-0.0301306j 0.0103572-0.0101752j -0.0224759-0.0284556j 0.0242202+0.0250243j 0.052542+0.00629946j 0.0289809+0.00271432j -0.0119566-0.0333623j -0.00356149+0.0230601j 0.0108956+0.0278049j -0.0146625-0.000629851j -0.0261711-0.00245497j -0.0184948-0.0133498j -0.0284433-0.0291232j -0.00368604-0.0086336j -0.0128663-0.0271244j 0.0190381+0.00713685j -0.00407679+0.00976979j -0.00625521-0.0122562j -0.0098671+0.0686278j 0.0187309+0.009875j 0.00705085-0.0333159j -0.0406045-0.0031299j 0.0401577-0.00310365j -0.0270468+0.0185745j 0.00945264+0.0833445j 0.00182967-0.0276022j -0.0450906-0.0218672j 0.0784114+0.0499838j 0.0359898-0.0125815j 0.00848694-0.0381881j -0.0355868-0.0373943j 0.0326201-0.0168373j -0.0108789+0.0242698j 0.00493265+0.0270815j 0.0301362+0.0370937j 0.0410911+0.049808j 0.0198613-0.0816341j 0.0175658-0.0477059j 0.00515272-0.0157543j 0.00670828+0.036154j 0.0107823+0.0633426j -0.00108883-0.053035j 0.0665303-0.0456697j 0.0147546-0.0348963j -0.0305261+0.065521j 0.0642515-0.0453974j -0.0229819-0.0734476j -0.0965837+0.0155029j -0.0181496-0.0838665j 0.0801915+0.0418018j 0.0572847+0.104505j 
0.0118774+0.0122946j 0.0319272-0.00280239j -0.00388744+0.0325745j -0.0164985+0.0363904j -0.00332634-0.0195936j -0.0459026+0.0212054j 0.0082036+0.00812445j 0.033382-0.00176438j -0.0299443+0.0150209j -0.0241092+0.026909j -0.0103171+0.00665815j 0.0265946-0.00774918j -0.00976433+0.00199969j -0.0579499+0.0200014j -0.0297086+0.015395j 0.0214892+0.0238521j 0.0147722+0.00419673j -0.00196-0.018865j -0.00987412+0.00173307j -0.0209386-0.00579514j 0.0136496-0.0115142j -0.0110899+0.0259168j 0.0386626-0.000705752j -0.00512989+0.00080298j -0.0416799-0.000606822j -0.0286154+0.00851038j -0.0384121-0.0118175j -0.0115449-0.00196042j 0.0131592+0.0322424j -0.00523671+0.0125336j 0.0101245+0.0196615j -0.0112553+0.0185251j 0.00613174+0.0161014j 0.010915-0.0087528j 0.0030846+0.0105906j 0.0153131+0.000955371j -0.02685+0.0254535j -0.0234268-0.00936661j 0.00760162-0.00087991j -0.02102-0.035609j 0.000334882-0.0020084j 0.058627-0.0151886j 0.0322594+0.00831951j -0.0114795+0.0467586j -0.00215325-0.0140872j -0.0576446+0.0258142j 0.0234463+0.0136977j -0.0339311+0.00393518j -0.00455051+0.070228j 0.0079911+0.0164116j 0.0361659+0.0146829j -0.0182101+0.0399406j -0.0123937-0.0384972j -0.045864-0.0296831j 0.0024723+0.0167586j 0.012742+0.0532263j -0.0407305+0.0816968j 0.00628012+0.00938093j 0.00933994-0.0114827j 0.0135951+0.0417502j -0.0170446-0.0346989j 0.0227031+0.00284972j -0.0254703-0.0179192j -0.0120104-0.046609j -0.0375452-0.0224822j -0.00857398-0.0315608j 0.0219335-0.0398211j -0.0657739+0.0273438j 0.00206075+0.0888717j -0.0547716+0.00110037j -0.0512065-0.0524692j 0.0681325+0.0368259j 
0.0177694+0.0236601j -0.0266493+0.00555968j -0.00567473-0.00892853j -0.000201701+0.00293445j 0.0204656+0.00555017j 0.00886813+0.00144308j 0.0020155-0.024252j 0.00998434+0.0120811j 0.0211588-0.0265396j -0.00300813-0.0316035j 0.00521514-0.011853j -0.00984927+0.000562931j 0.00246526-0.00952128j -0.0221521-0.00326756j 0.00297637+0.0114288j -0.0184385+0.000494012j -0.0116824+0.00542216j -0.0538939-0.0252051j -0.0459879+9.2316e-05j 0.0411988-0.0130486j 0.0193912-0.00891808j 0.0211639-0.0147047j -0.0137145-0.0240627j 0.0138338+0.0164941j -0.00712557-0.037547j -0.0185465-0.0104096j 0.00326972+0.0214952j 0.0104293+0.00440011j 0.0132209-0.0104315j -0.0283352-0.00598834j 0.0264479+0.0526796j 0.0112235+0.0173422j -0.0196764+0.0351673j -0.0320264-0.0123132j 0.00646654-0.00563857j 0.0308588+0.0241335j 0.0284811+0.0362558j 0.00734505+0.0414148j 0.00393543+0.0108332j 0.0209889-0.0193167j -0.0274183+0.00858968j 0.0579546+0.0357676j 0.0172442+0.0280501j 0.0190489+0.0130393j -0.0232107+0.0277362j 0.00603671-0.0142014j -0.0244087+0.0207559j -0.000823458+0.0101728j 0.0115544-0.0349725j -0.0335444-0.0402411j 0.0360778+0.0558251j 0.00393763+0.0105063j 0.0297885-0.0136893j -0.00119034-0.0120783j -0.00922556+0.00906426j -0.0172571+0.0212406j -0.0135015-0.0183973j 0.0152361+0.0344274j -0.0611913-0.00648335j -0.0404239+0.0194404j 0.0137718-0.0108254j 0.0131009-0.0407034j -0.0182291-0.0243912j 0.0189605+0.0394528j -0.00609828-0.00794963j -0.0150011-0.0631521j -0.0274291-0.015567j 0.00892557+0.0325668j 0.0369654+0.0252465j -0.00252636+0.0183682j -0.0273346-0.0567034j 0.00922734-0.0333266j 
0.0357409-0.0388101j -0.013386+0.0159511j -0.0220038+0.0172872j 0.0104923-0.0480999j 0.0203946+0.0241018j -0.00130004+0.0214176j 0.0149682+0.055819j -0.0222528-0.0137516j -0.0234567-0.0200298j -0.00838428+0.0436167j -0.00776306+0.0222281j 0.0134464+0.00871288j 0.0184452-0.0220216j 0.0440685+0.0019128j 0.00728303-0.0107178j -0.0144218-0.0498275j 0.0288627-0.0110592j -0.00841832-0.011131j 0.00732912+0.0220873j -0.0109693-0.018146j 0.0186534+0.0196117j 0.00588428+0.0142327j -0.0190572+0.00824529j -0.000693726-0.0179774j 0.0131498-0.0130578j 0.00571235-0.00301414j 0.00547833+0.00689684j 0.00478795+0.0279937j 0.0217574+0.0146886j -0.00581805-0.0303182j 0.00134913-0.0141719j 0.0203444+0.00163379j 0.00831045-0.0139114j 0.0117631+0.00151953j -0.0135097-0.0143096j -0.0036433-0.00624888j -0.0123133-0.00189438j -0.0212611-0.0153628j -0.00744894-0.000900343j -0.00912495-0.014001j 0.0101895+0.0180629j -0.0299172-0.0308998j -0.0158343+0.00343343j 0.00255442+0.0119474j 0.00335612-0.00638776j 0.0168644-0.0111617j 0.0178871-0.00691471j -0.0111125+0.0121342j -0.00470727+0.0171451j -0.0268237+0.000848116j -0.015701-0.0105993j -0.0260037-0.0140953j -0.0727308+0.012734j 0.0401056-0.00226515j -0.0329702-0.0177367j -0.0133323+0.0117327j 0.0401112-0.0389049j 0.0104157-0.00587635j -0.05858+0.0558759j 0.0413393+0.00975566j 0.000382641+0.0384532j -0.0338764-0.0196404j 0.00314185-0.0415433j 0.00831745+0.0442966j 0.00152188+0.0249348j 0.0621073+0.0090881j -0.0197385-0.0402214j 0.0133083+0.00853233j -0.015941-0.0793272j 0.00967401-0.0535875j 0.0686189+0.0553467j -0.0152532+0.0113597j 
0.00219615+0.00916381j 0.0148358-0.0274432j 0.00324346+0.0295425j -0.00750893+0.0206755j 0.00565422-0.00432667j -0.0247153+0.0417454j 0.00506651-0.0312268j 0.00665169+0.00152975j 0.00631454-0.00473824j 0.00948964-0.010764j -0.00831743-0.0416632j 0.00435344-0.018503j 0.00108834+0.0109957j -0.0256155+0.00689038j -0.00641714+0.00331897j 0.00510016-0.0193458j -0.0184226+0.00526576j -0.00329602-0.0136275j 0.00395776-0.000672315j -0.0195009-0.0166221j -0.000896202-0.00548228j -0.0151947+0.00627331j 0.0160556-0.0132285j 0.0149364+0.0293449j 0.00853693-0.0174662j -0.0102557+0.00754161j 0.0346608+0.000750454j -0.013554-0.00870701j -0.0321604+0.0125528j 0.0136812+0.027364j 0.00734191+0.0338967j -0.0266618-0.00231753j -0.015851-0.0153133j -0.0155801+0.0199343j -0.00567146+0.020164j 0.000607312-0.0142985j 0.0189518-0.0266718j 0.0132161-0.0169638j 0.0194484+0.0275829j 0.0080315+0.0199919j 0.0142037+0.0265198j -0.0212728+0.0152351j 0.00598489+0.0121774j 0.0137889+0.00851922j 0.0108443+0.00515525j -0.0185938-0.0255236j -0.0249338-0.0475769j 0.00861093+0.0086996j 0.0201332+0.0382392j 0.04807-0.00935176j 0.00627462-0.028619j 0.0184843-0.0049402j 0.0149095-0.00890627j 0.0113386-0.014711j 0.00162074+0.0291416j -0.00954944+0.0521516j 0.0313521+0.125681j -0.0108114+0.0579432j 0.0491155-0.0768857j -0.0217671-0.006207j -0.00617006-0.0678826j 0.00484257+0.00702512j -0.0359595-0.0167527j -0.0092976-0.0184299j 0.0454388+0.00487779j -0.0350122-0.0672112j -0.0502015-0.0420564j -0.0218321-0.00787356j 0.00344377+0.0962203j -0.0418903-0.0346862j -0.0211957-0.0708162j 0.0907104+0.0596508j 
0.0261632-0.0166262j 0.015115+0.0119753j -0.0216342+0.0122853j -0.0129985-0.016901j 0.011804-0.00793949j -0.0190886+0.000873977j -0.000438036+0.018266j 0.00969382-0.0108356j 0.00930726-0.00621775j -0.0276048-0.0184383j 0.0109003+0.00191999j -0.0274943+0.0161455j 0.000160396-0.022502j 0.0118592+0.0259855j -0.029741+0.0215303j 0.0104947-0.0538373j -0.0127553+0.0156746j 0.0452772-0.0157727j 0.00816045+0.0199949j 0.0217138+0.0122904j -0.0554407-0.00878288j 0.015981-0.0353953j 0.0207085+0.000199973j -0.0130181-0.0316603j 0.00352671+0.00231316j 0.0530398-0.0500406j 0.0188219-0.00242881j 0.0343902+0.015993j -2.57845e-05+0.00732729j -0.0206636-0.0132517j 0.010288-0.00723752j 0.0170536+0.00313006j 0.00810203+0.0151166j -0.0469124+0.0227937j 0.0240157+0.0165465j 0.015099-0.0205052j -0.00472152+0.00182535j 0.000518697+0.0354763j 0.0275436+0.00651747j 0.00313616+0.0397307j -0.0277986+0.00711152j 0.0328102-0.0396952j -0.0399406-0.0213925j 0.000820895-0.0186568j 0.0274794-0.0247746j -0.0161625+0.0353291j 0.00551264-0.0207954j -0.00468173-0.0482457j 0.00260568+0.03157j -0.0188064-0.00821251j -0.0192468-0.0178531j -0.00323785-0.000858292j -0.0143979+0.023285j 0.00590585+0.03219j -0.0162219-0.00556755j -0.00140794+0.0568028j -0.0203237-0.0192808j 0.0353779-0.0367483j -0.0270343-0.0423276j -0.0600433-0.00774695j 0.0100052+0.00504869j -0.0190601-0.00247302j 0.0592298+0.0046269j 0.00722791+0.0270433j 0.0128689-0.012497j -0.00568821+0.00233497j 0.00455374-0.0219848j -0.00451093+0.0122593j -0.0124757-0.0180199j -0.00645615-0.0258638j -0.0246877-0.00215398j 0.0107678-0.00645669j 
0.043563-0.0300248j -0.0123119+0.0188118j -0.00762404-0.0054599j -0.012234-0.0580971j 0.0117494+0.00973692j 0.0286674+0.0234071j -0.00583386-0.0290599j -0.0227733+0.055884j 0.00517874+0.00493223j 0.0191603-0.0155829j 0.00492531+0.0147968j -0.0513415+0.00907299j 0.023915-0.0536094j 0.0079451+0.00207979j 0.00140455-0.00818874j 0.0291449-0.0392545j -0.0330218+0.0470996j -0.00563989+0.0225254j 0.05422-0.0193801j 0.0339059+0.021142j 0.00626701+0.0421144j 0.000995242-0.0186251j 0.0339856-0.0385906j -0.0214196+0.0622245j 0.00123466+0.0250341j 0.00370594-0.0279884j -0.0229995-0.00953163j 0.0103276-0.00600707j -0.0369145+0.0091991j -0.015192+0.0263592j 0.0271598-0.0144182j 0.0163619+0.00110992j 0.00721489-0.00258667j 0.0265157+0.0458419j -0.0090974+0.0268527j -0.0358076-0.0341165j 0.0114286-0.0111057j 0.0106545-0.0195546j 0.00704594+0.0159284j -0.000137942-0.0128568j -0.0159343+0.00466159j -0.0532966-0.0231459j -0.0661523-0.00560469j -0.0161621-0.0294919j 0.0601078-0.0420077j -0.0176917+0.0457821j 0.00316706-0.00911339j 0.0159423+0.0238575j -0.0121806-0.0241412j 0.00662989-0.054606j -0.0183261-0.0900015j 0.0105156-0.0848445j -0.0414282+0.00468127j 0.0234272-0.0172924j -0.0240995+0.015246j -0.114717-0.00507857j -0.0589603+0.040578j -0.0069459+0.0582369j 0.0373772-0.0234283j -0.0482796-0.0534265j 0.0339351-0.0341637j 0.0146851+0.02525j -0.0216914+0.0409099j -0.0686597+0.00327557j 0.0826517+0.0583369j -0.002219-0.0320674j -0.0439187+0.0155197j 0.0431669-0.0418101j 0.026981-0.0471171j 0.0421378-0.0288878j 0.0378139+0.0319575j -0.0263567-0.0305144j 
-0.0123451-0.0176423j -0.0081582+0.00663712j 0.00145475-0.0284626j -0.00648202-0.0130586j 0.00768885+0.0046126j 0.0580116+0.00891541j -0.0135966-0.0408371j -0.0140153+0.0324643j -0.0555456-0.0124705j 0.0259062+0.0256183j -0.00352572-0.0068185j -0.000956558-0.00981818j -0.00168652+0.0211839j 0.0133221-0.0104049j 0.0059596-0.00395813j 0.0117268+0.0251863j -0.0276906+0.0131825j 0.0116167-0.00392808j 0.0188163-0.0428208j 0.00145774+0.0150828j 0.0155767+0.000194142j -0.0185714+0.0184302j -0.000435759-0.00788982j 0.00629672+0.0403501j 0.021781-0.00578275j -0.033034+0.0177827j -0.0363382+0.0196469j -0.0342732-0.0252341j 0.0044927+0.00375993j 0.00949516+0.0225974j -0.00475468+0.0241663j 0.0113174-0.0183075j -0.0126841-0.00576165j 0.0439648-0.0409841j -0.0128261+0.0140114j -0.00515284+0.00675776j 0.00194986-0.0334692j -0.0229735-0.00638353j -0.0199092+0.0209614j -0.0237836-0.0178157j -0.00467684-0.0111679j 0.00537919+0.0190749j 0.00266915+0.0157217j 0.0020605+0.00420375j -0.0168144-0.00626945j -0.0295159-0.0279775j 0.0159257+0.00649797j 0.0196752-0.00624468j 0.00724708-0.017843j 0.0315936-0.00839984j -0.0282172+0.014659j -0.0194893-0.0092094j -0.0016893-0.0384031j 0.0102016-0.0120521j 0.0513511+0.0136434j 0.0182917-0.0143097j 0.0278568+0.0433597j -0.0448125+0.00598001j 0.0378625+0.0186812j 0.00495261-0.0163598j 0.0262934-0.0237137j 0.0534416+0.0484156j -0.0789963-0.00729189j 0.00137858-0.042053j -0.0202567+0.0404831j 0.0321765+0.0107158j -0.00256113+0.00490453j -0.0035213-0.0144264j -0.00771227-0.00897003j -0.00683901-0.0163241j 0.0326288+0.0167437j -0.0349647-0.00867977j 
-0.0252949+0.0182827j -0.0460089-0.00561278j 0.00149779-0.0322743j 0.0300243-0.0155517j -0.0293498+0.0141661j -0.00835804-0.0334164j -0.0295864+0.0236212j -0.00247562-0.00575176j 0.0253193+0.012911j 0.0326725-0.0135957j 0.0122627+0.0445025j 0.0185116+0.0279955j 0.0266638-0.0371471j 0.0127925+0.0239864j -0.0112457-0.0547401j -0.0228873-0.0178145j 0.00915612-0.00550937j -0.017004+0.0538792j 0.00670327+0.000513312j -0.0558355+0.00307749j -0.0132424+0.0112252j -0.0475758+0.000921919j 0.0141141+0.0432293j 0.0188072+0.000429802j -0.0189798+0.037079j -0.0232583-0.0373821j 0.0455899+0.0121893j 0.00237436-0.0162937j 0.0208137+0.0197149j 0.00478737+0.00706311j 0.029864-0.0295142j 0.00346483-0.00557652j -0.0297615+0.00984911j 0.0117786+0.0324074j -0.0144744+0.020315j -0.0375112+0.00556739j -0.0322321-0.0240834j -0.0361421-0.0406213j 0.0151149-0.00689108j -0.00463438-0.0280258j 0.0170933-0.00631353j -0.0823732-0.0302837j 0.0105059-0.00444727j -0.0371865+0.0145766j 0.0183569-0.0409236j -0.00405894+0.00856878j -0.0340072-0.0290986j 0.0349989+0.018504j -0.0105226-0.0121253j 0.016729+0.0747344j -0.0454408-0.0379534j -0.0124769-0.0104515j 0.0107062-0.0133458j 0.0130492+0.0580567j 0.0384388-0.0138346j 0.0764617-0.0373588j 0.0529667+0.0517092j -0.0462198-0.0181629j 0.0396391-0.0419939j 0.0292972-0.00456874j -0.0305812+0.0075107j 0.044519-0.0156287j -0.0443532+0.019756j -0.0994886-0.0418767j 0.0493359+0.0331938j 0.0108452+0.0688622j 0.00813138+0.00376748j 0.0100229-0.0636923j -0.0585785-0.0593905j 0.0201579-0.0118913j 0.104431+0.0636062j -0.005006+0.0602973j 
0.0215542+0.0143299j -0.00377062-0.0192316j 0.0160455+0.0220613j -0.000806382-0.0153888j -0.00237974-0.0199807j 0.00917541-0.00334697j -0.0433312+0.00919653j -0.0122765+0.0219233j 0.0160038-0.0346954j -0.00794347-0.010229j 0.0274919-0.032896j 0.0211317-0.04219j 0.0401892-0.0274184j -0.0277591+0.00461154j 0.00559176+0.0325256j -0.0174923-0.0208759j -0.011421-0.0298763j -0.0130601+0.00657433j -0.00559909+0.0114885j 0.0290297+0.0285631j 0.0161445+0.0139096j 0.0463948-0.00949337j 0.00187727-0.0105708j 0.0159035-0.00402014j -0.0243004-0.0527053j -0.0168852+0.00817945j 0.0271897-0.0174442j 0.0530097+0.018603j -0.011783-0.022548j 0.0631039-0.0125416j 0.00135981-0.0081741j -0.0276722+0.103628j 0.0330886-0.0161073j -0.0575916+0.0477033j -0.0400741+0.0173745j 0.0107974-0.00205387j 0.0799737+0.0689848j -0.0287386-0.0746319j 0.0457958-0.0183947j -0.0414071-0.0128764j 0.0358529-0.0287252j -0.0773155-0.0217681j -0.0141993-0.0652378j 0.0301228-0.06023j 0.0818966+0.0205283j 0.0471216-0.0868772j -0.0246672-0.019837j 0.0940955-0.0126682j 0.0865519+0.0361715j 0.0179769+0.0369264j 0.0248292-0.0625473j 0.0462976-0.0266128j 0.0526664+0.0569999j 0.000257057+0.0198214j 0.0150574+0.00999676j 0.00190543-0.0362354j 0.0816148-0.0284332j 0.0167511-0.0260954j -0.0268187-0.0236886j 0.0621626-0.0597937j -0.0220196-0.0285415j -0.0590227-0.0174769j 0.0165253+0.00140013j 0.0409332+0.0102965j 0.0573045-0.0337349j -0.0756039-0.0515234j -0.016985+0.0219229j 0.0370485-0.0832278j -0.0557388+0.0244121j -0.00347349-0.04855j 0.0447818+0.0165355j 0.0567983+0.0518039j 
0.0020547-0.0377511j 0.0230214-0.0285214j 0.00790493+0.0247955j -0.0347638-0.00550465j 0.00359832+0.00198528j 0.06262+0.0282016j -0.0145567-0.0212487j -0.0340168+0.016706j -0.0584012-0.0263877j 0.0102531+0.032391j -0.0212191-0.0249055j 0.00255489-0.0508603j 0.0550294+0.0121657j 0.0352191-0.0218994j 0.0174281+0.0319929j 0.00821774+0.0194529j -0.0223653-0.026803j 0.0464894-0.00390163j 0.0264169-0.0191031j 0.0151567-0.0235571j 0.00693491+0.00421631j 0.011445-0.00595469j -0.0340088-0.0106381j 0.00415522-0.0112597j 0.0531723-0.00583092j 0.00880344+0.0221496j -0.0195682+0.0256821j -0.0301149+0.0101918j 0.0110973-0.00501148j 0.0264343-0.0134716j -0.0522473-0.000909943j 0.00388246-0.0105652j 0.0103982-0.029071j -0.0062514-0.0741224j -0.000154514-0.0134891j -0.00187105-0.0200015j 0.0278433+0.00752589j -0.0124041-0.000290957j -0.0144393-0.0319984j -0.0408938+0.0131213j 0.00594015-0.00838414j 0.00991667+0.0106547j -0.0474275+0.0143433j -0.0205657-0.0136614j -0.0639002+0.0478403j 0.0147668+0.00494363j 0.0280603+0.0175158j -0.0180299-0.0427766j 0.0289415+0.0138016j 0.00612997-0.0399425j -0.00873605-0.00468398j -0.0535019-0.0264066j -0.0237284-0.050594j 0.044638-0.0233698j 0.0551781-0.0298721j -0.00903697-0.0610972j 0.129586-0.00028918j 0.00415973-0.0192168j -0.0340412+0.0739016j 0.0653112-0.04315j 0.0384063+0.0288688j -0.0466884+0.05305j -0.0410481-0.0850509j 0.109084+0.0292321j -0.0414363+0.0125717j 0.0204753-0.0434903j -0.00652347+0.0359307j 0.0414209-0.0665448j -0.0254488-0.04329j 0.0181779-0.0484634j 0.0658215+0.0831185j -0.0426609+0.0143457j 
0.02531+0.000473201j -0.0164605-0.00652231j -0.00475536+0.0311093j 0.0227449+0.000442027j 0.0435937+0.00480377j 0.0128123+0.0111505j -0.0253901-0.0184334j 0.0158985+0.0123159j -0.00856282+0.018774j 0.0422711-0.00588426j -0.0359429-0.0463426j -0.00712275+0.0148428j -0.0113613+0.015647j -0.014958-0.00227273j 0.0486507+0.00568925j -0.0200779+0.0200365j -0.000754225+0.02931j -0.0753299+0.0141484j -0.084831-0.0122553j 0.0299371-0.00919791j -0.039911+0.0145755j 0.0571987-0.00853499j -0.0287312+0.0180417j 0.0383817-0.0248079j -0.0163652+0.00800363j 0.0110873-0.0156068j 0.0228125+0.00656576j -0.0111379-0.0153451j 0.0113269-0.0238642j -0.0138388-0.0373697j -0.000473086+0.0231495j -0.00433378+0.0171057j -0.0020189-0.0431469j 0.0217409-0.0177357j -0.0128-0.06112j 0.0163818+0.0554391j 0.0279116+0.00339228j 0.0314373+0.00339291j -0.0141964+0.0372789j 0.0286461+0.0212192j 0.00989381-0.0234511j -0.0270708+0.00408677j 0.0255939+0.0378984j -0.0201403+0.00884822j -0.0401462-0.0375125j -0.0178082-0.0301426j -0.0297552-0.0117707j -0.0217173-0.014564j 0.0611892-0.00460701j -0.00100339-0.0187717j 0.0185777-0.0164583j 0.0467939+0.0593166j 0.0357514+0.00929j -0.0549005+0.010655j -0.015479-0.000334187j 0.0469086+0.0548468j 0.0199186-0.0227408j 0.0479499+0.00926716j 0.00269939+0.029606j -0.00135964+0.00401948j -0.0847676+0.0131055j -0.0284549+0.000679251j 0.0342702-0.0320119j 0.0559203+0.0388748j -0.00316876-0.010085j 0.0179826-0.000218445j -0.0147815-0.0629136j -0.0536613-0.0111855j -0.0265495+0.0501362j -0.0401933-0.0628785j 0.0255416-0.0455895j 0.0943117+0.0729406j 
0.0387181+0.00162858j 0.00548596-0.0255004j -0.0056332+0.0375901j -0.0190733+0.00746133j 0.00267814+0.00287767j -0.0303367+0.052603j -0.0208398-0.00202037j -0.00232871+0.024789j -0.00603077-0.00376255j 0.0225285+0.000987548j -0.0107548-0.0109246j 0.00633075-0.0487384j 0.0447039-0.0221795j -0.0647386+0.015853j -0.00866564+0.031621j 0.00364142+0.00678022j -0.0270574-0.00576575j -0.00930247+0.00464259j -0.0328076-0.0119553j 0.00156563-0.0283769j 0.00975563-0.0158332j -0.00310085-0.00716247j 0.0180116-0.0255168j -0.00421443-0.00164722j 0.000504126-0.00315214j -0.021621-0.00499837j 0.0127624+0.031299j -0.0169066+0.0052196j 0.0100353+0.0593505j -0.0198354+0.0134798j -0.00695822+0.0384059j -0.0471036-0.010027j -0.0136619+0.031772j -0.0339229-0.056052j 0.0124523+0.0456361j 0.00321644-0.0377996j 0.0171685+0.0223647j -0.00898485+0.0166219j 0.0116247-0.0655501j -0.00792703-0.00209854j 0.000778245+0.0127808j 0.0418298-0.00745654j 0.0214691+0.0341622j -0.0262412+0.029096j -0.0414384+0.038259j -0.0384447+0.0376234j -0.0284117-0.006017j -0.0317415-0.0161164j 0.00699153+0.0399121j 0.00584513-0.0240658j 0.0674578-0.0348774j -0.0145935-0.0174346j 0.035656-0.110614j 0.0139451-0.0060595j 0.0274025-0.0183154j 0.00148901-0.0122204j 0.0462093+0.0785554j -0.0348699-0.0368415j -0.0703633-0.0827739j 0.00958984+0.0283019j 0.00685505+0.00832451j -0.00588417-0.00492451j -0.0497956-0.054722j 0.0145397+0.0064409j 0.0189956-0.0171j -0.0538804-0.0758154j -0.0348394+0.0294285j 0.00607612-0.074218j -0.0387914+0.0476387j -0.0193461-0.0574756j 0.0380986+0.00376489j 0.0741003+0.0729887j 
