0.0385903+0.00952745j 0.0490274+0.0213948j 0.00593251+0.0351203j -0.0307243+0.0454143j -0.00728206+0.0195264j 0.00100832-0.000575513j -0.0909845+0.0343195j -0.0028503-0.000853168j -0.026793+0.0136647j -0.0173072-0.00215987j -0.06608-0.0035696j 0.0141425-0.00502697j 0.000866252+0.0149688j 0.0373005-0.0182785j -0.0543484-0.0174453j -0.0327965+0.00675589j -0.0312565-0.0208843j 0.00831153-0.0175275j 0.00228855-0.0277695j 0.0273503-0.0197782j 0.032617-0.0222037j -0.0110118+0.0180014j 0.0244127+0.00232736j -0.028434-0.0256467j -0.00805682-0.00100933j 0.00547263+0.0103179j 0.0106347+0.0354669j 0.0312312+6.70096e-05j 0.00126537-0.00278483j -0.0160205-0.0261282j 0.0264498-0.0204921j 0.0225821+0.0177777j 0.010595+0.0131098j 0.0190588-0.00129206j -0.00417215+0.0119371j 0.00024866+0.00579365j -0.0174673-0.00514645j -0.0135362+0.00957797j 0.000152556-0.0209085j 0.0184381-0.00113316j 0.00131589-0.00503085j 0.00582667+0.0126856j 0.00437002+0.0164848j -0.0180811+0.00765549j 0.000459578-0.0398086j -0.00606455+0.00101773j -0.0104371+0.00827279j 0.0218617+0.0155182j 0.0203016-0.00559875j -0.00737009-0.00660663j 0.0205675-0.00255788j 0.0149541-0.0322183j -0.00499192+0.0119379j -0.00459542-0.0134337j 0.0312052+0.00396689j -0.0121621-0.00464821j 0.0163825+0.0154533j 0.00285752-0.0313546j 0.0110089+0.029218j 0.0179617+0.0231047j 0.0507008+0.0298886j 0.0206906-0.0435392j 0.00814864-0.0245138j 0.0121036+0.0334812j 0.0147401+0.012371j -0.0105397+0.0352339j -0.00311262-0.00727574j 0.0148693+0.0127456j 0.0105537-0.0035214j -0.00653848-0.00759005j 0.042685+0.000485906j 0.0591675+0.0146945j 0.0263935+0.0133011j -0.00731041+0.0397011j 0.000886362-0.0670928j 0.0312154-0.00557921j 0.0315542-0.0475314j -0.0222751-0.0850442j -0.0507228-0.0349508j 0.00500998-0.0772382j 0.0992288+0.0174204j -0.0177278+0.0559836j -0.0739292-0.0615377j 0.0892339-0.0131011j 0.0202482+0.0187553j 0.0904222-0.0019214j 0.00918197-0.0198757j -0.0683324-0.0345889j 0.0330952+0.0773363j -0.0320902-0.0585977j -0.0709739+0.0248983j -0.070698-0.0454053j 0.00397906-0.0250648j -0.0226307-0.116955j 0.0976098+0.0571227j -0.0401934-0.0847725j -0.254649-0.142727j -0.0731619-0.163843j 
0.00571899+0.0215114j 0.0209697+0.00311372j 0.0141042-0.00591509j -0.00722982-0.00752547j -0.00988052-0.0541995j 0.0437232+0.0182982j 0.00123783-0.0202004j 0.0327556-0.047679j -0.0297575-0.000550107j -0.0399376-0.0182151j 0.0441164+0.00304166j -0.00798008-0.0632666j 0.0155598+0.0415035j 0.0923481-0.0445233j 0.00284628-0.0156651j -0.0824348-0.0103551j -0.0115097+0.0107671j 0.0327918+0.0827788j 0.0285722-0.0289151j -0.0572083+0.0339857j -0.127732+0.0243581j -0.00279915+0.085853j 0.0677597+0.00380411j -0.000255703-0.0142884j -0.00517277+0.0062972j -0.00681974+0.0517807j -0.0198961-0.0128293j 0.0182823-0.00172368j -0.0611856-0.0820975j 0.0148804+0.0351424j -0.118211-0.142368j 0.0265721+0.0142446j -0.0794012+0.048858j -0.0494892+0.0601735j -0.0910209+0.0399613j -0.0446518+0.0070627j 0.0373101+0.0113258j -0.073015+0.0121745j 0.000216436+0.0742768j 0.0943158-0.0226644j 0.0280783+0.0919282j 0.0200273+0.0471142j 0.00537195+0.0509898j -0.0316196+0.0586322j -0.0734357-7.58254e-05j -0.00200767-0.00996225j 0.0252699-0.0239682j 0.0519019-0.0409194j -0.0127425-0.0775049j -0.0818676+0.0174062j 0.05261-0.0523364j -0.0610578+0.0562776j -0.0381822-0.0607447j 0.0131096+0.0217784j -0.0516329-0.0183684j -0.0525495-0.0245887j -0.0399375+0.0374023j 0.0704255+0.000321705j 0.00482827-0.0718663j -0.0288382+0.0508351j 0.037103-0.0225774j -0.0515859+0.0185124j 0.0198153+0.0829966j -0.0916404-0.00585186j 0.00929905+0.0273799j -0.08442-0.035571j 0.0351541-0.0571245j 0.119585-0.00935148j 0.00244565+0.0442117j 0.0392384+0.0418497j 0.00705661-0.0692969j 0.0434427+0.04248j 0.00613582-0.0619948j -0.00191624+0.0211591j -0.00909534+0.0592643j 0.0651414-0.00837747j -0.0702247+0.0333791j -0.0394167-0.0450845j -0.034617-0.032421j -0.0618098-0.0267814j 0.00456613+0.0567502j -0.0570191-0.0548596j -0.0197771-0.012834j -0.000476726+0.0479124j 0.0287086+0.00239392j -0.0389466+0.00620392j 0.00996458+0.0347148j -0.00620891+0.0139764j -0.00767229-0.00632721j -0.011007-0.041266j -0.00624219-0.0153853j -0.00825645+0.024449j -0.0107427-0.00530244j -0.0178119+0.0173307j -0.0329394+0.0126939j 0.00169188-0.0140089j -0.0172613+0.0109597j 5.83619e-05+0.0111016j 
-0.00125307+0.0294617j -0.00578516+0.0115022j 0.0235957+0.00453194j -0.00698362-0.0220801j 0.0130708-0.0129911j -0.0283045+0.0237747j 0.0198125+0.0246762j -0.00388528+0.0357453j 0.0579179+0.00137624j 0.0147698+0.000482124j 0.0164912+0.0358715j -0.0457193-0.00161139j 0.0442846+0.0465251j 0.0695577-0.0337666j -0.0467326-0.0147343j -0.0094489+0.039785j -0.0362564-0.0120146j 0.0438862-0.0741199j 0.0310166-0.052012j 0.0896503+0.0105958j 0.0415015+0.0557498j -0.0949344+0.0559583j -0.0224899-0.0407233j 0.179355-0.0788873j -0.0369756-0.160285j -0.146918+0.010127j 0.0511891-0.136635j 0.000216151+0.00146926j 0.0441795+0.0584165j -0.0842657-0.0533472j -0.0766064+0.0156988j -0.0712387-0.0762106j 0.0363582-0.0492335j -0.0141619+0.0483758j -0.00206809+0.0634929j 0.0120431-0.0297684j 0.0837455-0.00429627j 0.00107861-0.0455243j 0.0163415-0.0316968j -0.0405437+0.0545405j 0.0599239-0.00493875j -0.0512699-0.0779649j -0.126008+0.0299546j 0.0174456+0.0630568j 0.0221926+0.063194j 0.032117+0.0738203j 0.0288919-0.062505j -0.0351976+0.00189617j -0.0827754-0.0820172j -0.0183504-0.114082j 0.0691599-0.111786j 0.0291904+0.0133694j 0.084384+0.0418774j 0.0303815+0.0114797j -0.0702241+0.0501082j -0.0340139-0.019448j 0.0733306+0.000915619j 0.0151859-0.0285045j 0.0585674+0.0735581j -0.0790377-0.0515637j 0.0335027+0.00833312j -0.0146605+0.0945171j -0.0325035+0.0930413j -0.0384138-0.081924j 0.0750823+0.0165947j 0.0149569+0.041773j -0.0289075+0.0126682j 0.00675806-0.0592021j 0.000763201+0.0191479j -0.061705-0.0173485j -0.00799497+0.0112589j 0.0435851-0.0143222j -0.00654386+0.0351227j 0.00629919-0.0616018j 0.0722202+0.0333011j 0.0805483+0.00227071j 0.0449902-0.0292204j 0.0252025-0.0160722j 0.0189361-0.0289721j 0.0314763+0.014342j -0.0203146-0.0915976j -0.0129399+0.0147208j 0.0174057+0.0110909j -0.0394411-0.00052842j 0.0689875+0.017539j -0.0113398-0.0165098j 0.0462918-0.0384671j -0.0260123+0.0132061j -0.0141672+0.0139368j 0.0137705-0.0292406j -0.00518147-0.00234787j 0.0095187+0.0287857j -0.00734866+0.0182085j 0.0201982-0.0147056j 0.0203118-0.00853125j 0.0230495-0.0147112j -0.00068717-0.0234851j -0.00928578-0.000217983j 
-0.0042369+0.0101042j 0.0153076-0.0378077j -0.021245-0.0286844j -0.0363998+0.011592j -0.0280331-0.0244788j -0.00868834+0.0317035j 0.0285173-0.0120001j 0.0246397-0.0172493j 0.0150455+0.0207624j 0.0416111+0.00947418j 0.0222179-0.00336707j 0.0232197+0.0675616j 0.0114927-0.0196102j -0.0375142+0.0261551j -0.0406878-0.0268125j -0.0157094-0.0228761j -0.000462693-0.00659074j 0.0305207+0.0706459j 0.0121031+0.0445904j 0.0577654-0.00579064j 0.00237198+0.0632948j 0.0758731-0.0233339j -0.00468098+0.0291991j -0.0894364+0.0958334j -0.0765241+0.00213227j 0.0490665-0.110112j 0.0139584-0.0458976j 0.040745-0.0317599j 0.0214025-0.00964758j 0.0489685-0.0753615j 0.0388913+0.0659649j 0.00937608+0.041084j -0.0100633-0.0352103j 0.0158514-0.0294673j 0.00617606-0.0441665j -0.0362142-0.00249697j -0.028687-0.0383915j 0.0542362-0.039676j 0.0375663-0.0171583j -0.0163784-0.0541946j 0.0210561-0.0637477j 0.0282085+0.093578j 0.110127-0.0756466j -0.001052+0.0351282j -0.00786577+0.0347652j -0.0548131-0.0608216j 0.0828024+0.0430597j -0.0653514+0.0322066j 0.046985+0.0523647j -0.000270737-0.0207215j -0.0921683+0.0294086j -0.0795295+0.0366346j 0.0252577+0.0346648j 0.039628+0.0359785j 0.00908806+0.0873584j -0.00436775+0.000612805j -0.0807538-0.0654075j 0.0106306+0.107203j -0.0491014+0.0406783j 0.0263278+0.00420899j 0.0177532+0.0598055j -0.0459413-0.0462826j -0.0512189-0.0150993j 0.0455336-0.0110248j 0.010661-0.0112563j 0.0355494+0.0359309j -0.00783007+0.0198115j -0.01925+0.0435305j 0.0287493-0.114088j -0.0211627-0.0336467j -0.014907+0.00958761j -0.0324982-0.0399973j 0.000343403+0.0172093j 0.0578935+0.00435551j -0.0607676-0.0827721j -0.0273815-0.0316982j 0.0396934+0.0685083j -0.0483384-0.0508229j 0.00510662-0.035015j -0.0582574-0.0341627j -0.0782661+0.0472407j 0.0149056+0.0204915j -0.0171139-0.0472884j 0.0118475+0.0463183j -0.0173079+0.0336143j -0.0262154+0.000623372j -0.0465142+0.00942943j -0.00839988-0.0273877j 0.00783467-0.00875142j -0.0134883-0.0109054j -0.0145385+0.0534696j 0.00575325-0.0300044j 0.0281111+0.0171786j 0.00164416-0.00503881j 0.00529559-0.0276999j 0.00678178+0.0243767j 0.00800173+0.00629784j 0.0104286-0.00413135j 
0.0098296+0.0163961j 0.0264604-0.00500528j 0.0205205-0.031702j -0.00534939+0.0405469j 0.0237106+0.00469064j 0.0128533-0.03732j -0.0524163-0.000741365j -0.0423588-0.0388825j 0.0472988-0.0500775j 0.0135879+0.0678991j -0.0354595-0.0078033j -0.0345783+0.0389349j -0.027359-0.0601048j -0.093984-0.00163774j 0.0247976-0.0500966j 0.0167039+0.0833371j 0.044571-0.0155516j -0.0394261-0.0595703j -0.0291207-0.0177695j 0.0164561+0.0682241j 0.00413565-0.0594135j -0.0617168-0.0160747j -0.105908-0.0232592j -0.051378-0.00491445j -0.0439152-0.00862194j 0.107382-0.0532367j 0.0680708-0.0653548j 0.0923041-0.0590009j 0.0404945-0.040308j 0.0543007-0.0522846j 0.0565931-0.0418788j 0.0142925+0.0033125j 0.0503515-0.00875419j 0.107086-0.0486456j 0.0940538-0.00127281j 0.0404208-0.0923267j 0.00431729+0.0990487j 0.0118612-0.0326305j -0.0187959+0.0335384j -0.00351238-0.0271734j -0.0491264+0.0496659j -0.108242-0.0481853j 0.0104878-0.00569644j -0.0291225+0.0982425j 0.0500282-0.119594j -0.0135662-0.0490788j -0.0210946+0.0125924j 0.0820685+0.00774239j -0.119737-0.0817629j 0.0273446+0.0261627j -0.0372902+0.0710981j 0.114859-0.108582j 0.0226447+0.00156831j 0.0326677-0.0314721j 0.0035747-0.0450046j 0.00650123+0.0515968j -0.0464617-0.0502711j -0.0350586+0.0171775j -0.0917789+0.0211976j -0.059112+0.0159387j 0.00438028-0.038274j 0.00559605+0.00135552j 0.0339557-0.00579071j 0.0624219-0.0339907j -0.0377351+0.0266041j -0.0635375+0.0457456j -0.0226206-0.0933186j -0.0316069+0.102373j 0.0574688+0.0210766j 0.069197+0.0264389j -0.0378799+0.0451686j 0.0390601+0.058598j 0.0014298+0.00927317j -0.0458433-0.00269919j 0.00650285-0.00144122j 0.0315929-0.0610953j 0.0640721-0.11511j 0.0767258+0.0113209j 0.043126-0.0290969j 0.0181995-0.0169591j -0.0568398+0.0834232j -0.0543417+0.00266159j -0.0343746+0.0375359j -0.0132253+0.0649782j -0.0658708-0.0356473j 0.00755202-0.0225537j 0.0266208+0.0444689j -0.00459415-0.045975j 0.00377292+0.019872j 0.0325983-0.0147232j -0.01736-0.00149584j -0.0302364+0.00384443j -0.0470345-0.00885517j -0.00716359-0.00773017j -0.0193248-0.0148106j -0.00648991-0.00644177j -0.00544038+0.0309726j -0.00253898-0.00557739j 
0.00241057+0.00254077j -0.00213337-0.0147297j 0.00716725-0.0480818j 0.000616691+0.0487069j 0.0223427+0.0333273j 0.022501-0.0556719j -0.057509+0.0138875j -0.0300141-0.0413161j 0.02169-0.0495697j 0.0570856+0.00387806j 0.0239677-0.0219113j 0.000794011+0.0793011j -0.0302865-0.0184166j -0.0356769+0.00677552j -0.0264199-0.0652146j 0.00447992-0.0157296j -0.00690518-0.0827324j -0.000200551+0.0790958j 0.0129605+0.0390548j 0.0325428+0.0316139j -0.0207801-0.0535777j 0.0239122-0.0353841j -0.0140469+0.0466321j -0.022104-0.0253715j -0.0136028-0.0306541j -0.0166101+0.0101806j -0.00330008-0.0371603j -0.0207876-0.0221255j 0.00783834-0.0125992j -0.0298817-0.0163372j -0.0018729+0.0469523j -0.0667893-0.047978j 0.0148007+0.0241677j 0.0828439-0.0783675j 0.0397772-0.0092332j 0.00806576-0.0272314j -0.0183612+0.0782747j -0.033955-0.0970141j -0.0179025+0.081107j 0.0125886-0.0272703j 0.0315391+0.0155453j -0.0125112-0.0556007j -0.0161618-0.0215995j -0.020537+0.0484464j -0.0345983-0.0911841j -0.0354617-0.014638j 0.00827449-0.00549571j 0.0308294-0.0103502j -0.0470988-0.0200706j -0.0180814+0.0702066j -0.0153441+0.0554681j -0.0141728-0.00962467j -0.0315801-0.00480173j 0.0434594+0.0202915j -0.0697816-0.0357168j 0.0195982+0.0717898j -0.0102175-0.00825091j -0.00801894+0.0166524j 0.0110671+0.0358711j -0.0447732-0.00403336j -0.0239556-0.0430412j -0.0127488+0.0979704j -0.000923162-0.034665j -0.0269624-0.0205398j -0.00675777-0.0291682j 0.0161515-0.0311563j -0.00875791-0.0336394j 0.000438973-0.0420565j 0.0347353+0.00207156j -0.0305373+0.0248967j -0.0140756+0.047444j 0.0227143-0.0410572j 0.0180466+0.0466104j 0.00312562+0.0030572j -0.0512399+0.0102122j -0.0311892+0.0179514j -0.0485812+0.0311195j -0.00835571+0.0899561j -0.0277159+0.0449394j -0.00364982-0.0151156j 0.0209044+0.107746j 0.0432831-0.0453858j -0.0205599+0.00323112j -0.03217+0.0214707j 0.0151548-0.0253644j -0.000631227+0.0270578j 0.00332713+0.0488039j -0.0254125-0.027378j 0.0126797+0.0265521j -0.00240523-0.000113232j 0.0189902+0.0268463j 0.0225696+0.00095214j 0.00130507+0.0155161j 0.018508-0.016276j -0.0194772-0.0194761j -0.00184374+0.0452531j 0.000627828+0.0238403j 0.0163511+0.0240518j 
0.0267575-0.0229416j -0.0029462+0.0129914j -0.0085766+0.0627792j 0.0196001+0.00885896j 0.0103645+0.0266979j -0.0699656+0.0303193j 0.0445284+0.0171456j 0.000812475+0.0657103j 0.0337454+0.020998j -0.0114935-0.023867j -0.0651646-0.00448474j -0.0250663-0.0129944j -0.0106369+0.0326704j -0.0679793+0.0350876j -0.0272926-0.0474899j -0.03245-0.0345695j -0.0755772+0.0316937j 0.014349-0.0492954j 0.0390375+0.0182558j 0.0451884-0.0818335j 0.0276737+0.011157j -0.0055981-0.147337j 0.093913-0.0304798j 0.0257097+0.0413339j -0.0716528-0.0809295j -0.0783164+0.0422401j 0.0112736-0.0947065j 0.0947014+0.0188789j 0.0944968-0.00958713j 0.0632973-0.03733j 0.00181719-0.042032j 0.0424689-0.177135j -0.0307309-0.0235003j 0.0248816-0.0478125j 0.0581541-0.0559225j 0.107042+0.0972693j -0.0109372-0.0807186j 0.070103+0.0839548j 0.0172189+0.0103251j -0.0533069+0.020409j -0.00661204+0.00244752j 0.042248+0.0635966j -0.0622309+0.0264977j 0.0110518+0.021539j 0.141503+0.0659663j 0.0226001+0.00249584j 0.0159042-0.0824568j 0.0576137-0.0206612j -0.034536+0.0257789j 0.0219927+0.00178432j 0.00909856-0.105582j -0.0299621+0.0215187j 0.0624827+0.0733707j 0.0383579-0.0284098j 0.032606+0.0593685j -0.00911956-0.0111074j -0.00814168-0.0417622j 0.0244551-0.0609202j 0.00987689-0.0523378j -0.0579686+0.0580768j -0.0134704-0.0127966j -0.0176342-0.0128835j -0.0769306-0.0367007j -0.0330973+0.0663426j -0.0357213-0.0612317j 0.0148223-0.00765838j 0.0516593+0.0360902j 0.0160687+0.0539039j 0.128066+0.0297648j 0.0343454+0.0139397j 0.0181535-0.0577988j -0.0540983-0.0967936j -0.0468991-0.0260421j 0.0965484+0.00663529j -0.0430022-0.0341511j -0.0150959-0.0146183j 0.00265652+0.00733077j 0.0090523+0.0337345j -0.0251-0.0434261j -0.0297441+0.00496298j 0.0223083-0.054685j 0.0388193+0.00140533j 0.0127655+0.0237286j 0.0130846+0.00724031j 0.0061041+0.0465281j 0.0361267-0.0210606j 0.0603941+0.0241955j -0.0150444+0.0297077j 0.0477987-0.0906315j 0.0600409+0.0324396j -0.0474271-0.00875001j 0.030204-0.00694173j -0.0220551-0.0168787j 0.0149721+0.00142858j 0.0173492+0.0281976j 0.0141603-0.0191723j -0.00839087-0.0179716j -0.0208257+0.0102135j 
-0.00236476+0.00664106j 0.00359359+0.0101758j 0.0329339-0.015004j 0.00237888+0.0247617j 0.0286802+0.0140901j 0.011398-0.056576j -0.0313303+0.0138207j -0.0282951-0.0387288j -0.0734444-0.00365676j -0.0113514-0.0148513j 0.00959992-0.057005j 0.0665397-0.0366865j 0.0500313-0.0577108j -0.0233656-0.0310149j 0.00958936+0.0320152j -0.0208981-0.00445011j 0.0396343-0.00984556j 0.0633164-0.0279399j -0.0573567+0.0553183j -0.0458536+0.0558967j -0.0217564+0.0721248j -0.0125042-0.00250677j -0.0599838-0.0360868j -0.0252506+0.0164544j 0.0297185+0.0510802j 0.104229-0.0227519j 0.0464043-0.0894316j 0.000396196-0.00487944j 0.0149315-0.0516056j -0.0136551+0.0571148j -0.00760763-0.0855544j -0.0292666-0.0147168j 0.0359464-0.0243244j 0.0122748+0.0427412j -0.00694115+0.0438417j 0.00214456-0.0348964j -0.00742916+0.0169142j -0.0066428-0.0261659j -0.0268266-0.0135761j 0.0723038+0.00348829j -0.0375835+0.0122364j -0.102261+0.0955523j 0.0125689-0.0154989j -0.0468456-0.0169293j -0.0112178-0.0201013j 0.0641206-0.0579448j -0.0161311+0.0219935j -0.0111115+0.00599682j 0.0579913-0.0149489j 0.0151881-0.0160147j 0.0625352-0.104117j -0.0109289-0.0154997j -0.080796-0.0305642j 0.0582982-0.0166332j 0.0251687-0.0416585j 0.00663163+0.0734354j -0.0419837+0.018684j -0.0429587-0.013697j 0.0378794-0.056359j -0.0397841+0.0456938j -0.0391068-0.0166703j 0.0430459-0.0540631j -0.0208884+0.0172351j -0.0504778+0.00796182j -0.0352555-0.0551146j -0.0573829+0.0592282j -0.0449676-0.0112176j 0.0135845+0.113148j 0.0556567+0.0300953j 0.0415258-0.024343j -0.00773539+0.0486045j 0.00497661+0.0109056j -0.0752218+0.0211022j -0.000756921+0.00465664j -0.0224457+0.035755j -0.0354838-0.0890902j 0.051551-0.00920265j 0.0355774-0.0125686j -0.034083-0.0329509j -0.0332203-0.0344022j -0.0327227+0.033901j -0.0168994+0.0342376j 0.0270776+0.0198633j -0.0149199-0.0155001j 0.0318312-0.0377153j -0.0333887+0.000797843j 0.00191788-0.00805533j 0.00627662-0.00705804j -0.00179793+0.0170566j 0.00565834-0.046422j 0.0255365+0.0283124j -0.0115507-0.0119772j -0.00472702-0.0199769j -0.00782709+0.0182807j -0.0249201+0.0134089j -0.00410004+0.00777649j 0.00319063+0.0154452j 0.00621411+0.0129864j 
-0.007148+0.00174389j 0.000490969+0.0206307j 0.0169929-0.000712126j 0.019219-0.00816772j 0.00709163+0.0105957j 0.0578358-0.0347484j -0.0311143-0.0396882j 0.00248849-0.0605855j 0.0319805-0.0253576j -0.000614918+0.00112181j 0.00284477+0.000328642j -0.00270225-0.0413033j -0.0401028+0.0479127j 0.0597528+0.0183746j -0.0382036+0.0445755j -0.0491145+0.057849j -0.0176944+0.0264961j 0.0485635-0.0176748j 0.0602366-0.0779673j -0.0192596-0.0116188j -0.0285747+0.0152579j -0.110267+0.0113368j 0.00817681-0.0546407j 0.00858523+0.0790528j -0.0249149+0.00131169j 0.0545975+0.0137653j 0.00847385-0.0413273j 0.025247-0.00326283j -0.0297656-0.0415711j 0.0312044-0.00907662j 0.0117915-0.0652925j 0.0166487+0.0396739j -0.0435343-0.0696179j 0.00221969-0.0368888j 0.0143157+0.06675j 0.0307419+0.0259995j -0.00216699+0.0540241j -0.00475197+0.0818744j 0.0280809+0.0595389j 0.0115513-0.0156197j 0.00666977+0.0017288j -0.00481502+0.0229559j 0.0362804+0.00662749j -0.0285814+0.0176277j -0.0310775+0.0220819j 0.0114896+0.0215566j 0.0303402-0.0296456j 0.038542+0.0115424j -0.00438068+0.0226744j -0.0315844+0.0607103j 0.0254287+0.0059144j 0.00361431+0.0292508j -0.000888709-0.0120082j 0.00984091-0.022354j -0.045652+0.0333324j 0.00417701-0.0120634j 0.0135739+0.024326j 0.0643291-0.0354729j -0.0128995-0.000236966j -0.00645332-0.012667j -0.0194063-0.0172508j -0.00215466-0.028092j 0.0245281-0.0107606j -0.0270669+0.0305926j 0.0421383+0.0623678j 0.0242841+0.0238202j -0.00574333-0.0312279j 0.0017871+0.0167063j -0.0741742-0.0149815j 0.00109341-0.00133064j -0.0409055-0.0410462j -0.0317214+0.00981072j 0.0358037-0.0262686j 0.00284653+0.0129772j -0.012852-0.0213523j -0.0179519-0.0227248j 0.0536131-0.0100954j 0.0477559-0.0181517j 0.0230853+0.0333001j -0.000206246-0.0291169j 0.0217361-0.0321046j -0.0381942-0.00498872j -0.0282037+0.0290681j -0.0102478-0.0207712j -0.0151737-0.0410947j 0.00144182-0.00661552j -0.008797-0.00562856j 0.0129419-0.0086064j 0.0051224+0.017022j -0.0151689-0.0239816j 0.00654974-0.00867776j -0.00515472+0.00935403j -0.0124531+0.0208106j 0.00636047-0.0211416j -0.0108846-0.000919403j 0.00828293-0.00722534j -0.0139445-0.00140984j 0.00579966+0.00312319j 
-0.011092+0.00217481j -0.00343544+0.0130687j 0.00836502-0.0199349j 0.0145408+0.0185825j 0.0183868+0.0371925j 0.0526618-0.0424183j -0.0395577-0.0265011j 0.0330615-0.0488761j 0.00217592-0.0282857j 0.0189896-0.0360129j -0.0355872+0.0045069j -0.0136396+0.00959062j -0.129036+0.0651101j 0.039965+0.0869851j -0.0724536-0.0106427j 0.0194822+0.0725533j -0.0261471-0.10929j -0.0434232+0.0076722j 0.0275507-0.0786312j 0.0908837-0.0413202j 0.00226898-0.0038836j -0.0363869+0.0439703j 0.00918362+0.0390949j -0.0314064+0.00339258j -0.0302914-0.0764989j 0.014961-0.0341163j 0.0228257-0.0106842j 0.013313-0.0151273j 0.00425408+0.0284383j 0.0475021+0.025598j 0.037121+0.0226386j 0.0143561+0.0511735j -0.0624548+0.00292254j -0.0125247-0.0819503j 0.0494011+0.0418228j 0.015941-0.0116321j -0.0212362+0.107697j 0.0405017-0.00635999j 0.00597122+0.0217434j -0.0240792+0.00933357j 0.0117242-0.0223078j 0.0108905-0.1053j 0.0359342+0.063628j 0.0213308-0.000543831j -0.0011857+0.0175757j -0.000958588+0.0488347j 0.0460338-0.0571345j -0.0068269+0.00322994j -0.0342677-0.0293094j -0.0168113+0.0207956j 0.00132649-0.0331413j -0.057455+0.0446326j 0.0588433+0.029946j 0.0536221-0.00724987j -0.0699861+0.011217j 0.0063262+0.059846j 0.0872258-0.0294482j 0.0361813+0.0255172j 0.0269827-0.0243291j 0.0336722-0.00165113j -0.0619204-0.0291692j -0.0478719+0.0168429j 0.00728156-0.0045439j 0.00822979+0.0296678j 0.0563988+0.0187661j 0.0577067-0.0502691j -0.0286484+0.0102702j 0.0296007-0.0168794j 0.00578944+0.0530139j -0.0178336-0.0807811j -0.0232548+0.0145781j 0.00227355-0.0670124j -0.0113673+0.00752607j 0.0468339+0.00941245j -0.00283248-0.0344301j 0.00953616+0.00651382j 0.0200244-0.0137413j 0.040314+0.00985161j 0.025465+0.0276159j -0.0340317-0.0615478j 0.00544461-0.0328918j 0.0357544-0.0807083j -0.0321363+0.00892634j -0.0182722+0.00580042j 0.0372212+0.000353077j -0.018192-0.00415589j -0.0233712+0.014778j -0.0109412-0.0081111j 0.0265473+0.0343161j -0.0144635+0.00419004j -0.019847+0.0226677j 0.0393603+0.00356762j 0.0345733+0.0636828j 0.0157506-0.0397202j -0.00182832-0.01001j 0.0289027+0.0269682j -0.0254323-0.00752234j 0.0217032+0.0151205j 
0.00822788+0.0237553j 0.0504648-0.0429838j -0.0362549-0.0228973j -0.0501849-0.00296281j -0.0419488-0.0467828j -0.0341585+0.0506548j 0.0317575+0.0147857j 0.0616439+0.0693797j -0.0709434+0.00872913j -0.0404221-0.0111964j -0.054687+0.0332448j -0.0117647-0.0112483j 0.00815413-0.0404099j -0.080322+0.022513j 0.0594677-0.00520447j 0.0134594+0.00850862j -0.0202439-0.0529186j -0.118681-0.0856613j -0.0299938+0.0287147j -0.0156444-0.0189435j 0.0702533-0.0691102j 0.0658776+0.0685987j -0.00701341+0.11775j -0.0247546-0.12881j 0.011981+0.00288641j -0.00536756+0.0335832j -0.0128551+0.0301725j 0.0162837-0.00879776j 0.0693185+0.0655125j -0.0199572-0.0305249j 0.0122477+0.0738364j 0.0449501-0.0382208j 0.0464758+0.130217j 0.0324345+0.0074626j -0.0480272-0.0676531j -0.0396369-0.0146668j 0.0344411-0.0450285j 0.0619211-0.00145735j 0.00948093-0.0158567j -0.0421367-0.00762083j 0.104717+0.00526633j -0.0188279-0.0824107j 0.02864+0.0791008j 0.0174792+0.00253784j 0.0192424-0.0155103j -0.0533709+0.0110944j 0.0203597+0.136633j -0.0171046-0.0357633j -0.000360776-0.0191027j 0.0629307-0.0365984j -0.039769+0.0872652j -0.0172444+0.0214985j 0.0243653+0.0263691j -0.0974562+0.0575023j 0.0597494-0.009027j -0.0178645-0.0246384j -0.0534714-0.00736911j -0.118877-0.00776733j -0.0604743-0.0306354j 0.00266109+0.0142838j 0.0522605+0.00418926j -0.000869779+0.0121501j 0.0051366+0.0483545j 0.0558172-0.0341483j -0.0854152-0.0329441j -0.0158111-0.131999j 0.0320269+0.040459j 0.0135377-0.0385958j 0.0771951+0.0519102j 0.0539648+0.0701108j 0.0629379+0.00639026j 0.0387711+0.0275627j -0.00682009-0.0385457j 0.0153486+0.0133145j 0.0660668+0.0165724j 0.0793904+0.0502777j -0.0649413-0.0271533j -0.0223642+0.00184489j 0.0141095-0.0084189j 0.0232378+0.0036591j -0.00905459+0.0104244j 0.0326068-0.0188166j 0.00966533-0.0455075j 0.0621997+0.00575386j -0.0089585+0.0204907j 0.0459274+0.0122654j 0.014799-0.0336149j 0.0249329+0.0334588j -0.0202826+0.00347337j -0.0228141+0.00344825j -0.0240091-0.00901305j -0.00313247+0.001841j 0.00560996-0.00708029j -0.0105317+0.0272586j 0.0198379+0.00654971j -0.022109+0.00146946j 0.00165007+0.0155223j -0.0157131-0.0158141j 
