0.0385903+0.00952745j 0.0490274+0.0213948j 0.00593251+0.0351203j -0.0307243+0.0454143j -0.00728206+0.0195264j 0.00100832-0.000575513j -0.0909845+0.0343195j -0.0028503-0.000853168j -0.026793+0.0136647j -0.0173072-0.00215987j -0.06608-0.0035696j 0.0141425-0.00502697j 0.000866252+0.0149688j 0.0373005-0.0182785j -0.0543484-0.0174453j -0.0327965+0.00675589j -0.0312565-0.0208843j 0.00831153-0.0175275j 0.00228855-0.0277695j 0.0273503-0.0197782j 0.032617-0.0222037j -0.0110118+0.0180014j 0.0244127+0.00232736j -0.028434-0.0256467j -0.00805682-0.00100933j 0.00547263+0.0103179j 0.0106347+0.0354669j 0.0312312+6.70096e-05j 0.00126537-0.00278483j -0.0160205-0.0261282j 0.0264498-0.0204921j 0.0225821+0.0177777j 0.010595+0.0131098j 0.0190588-0.00129206j -0.00417215+0.0119371j 0.00024866+0.00579365j -0.0174673-0.00514645j -0.0135362+0.00957797j 0.000152556-0.0209085j 0.0184381-0.00113316j 0.00131589-0.00503085j 0.00582667+0.0126856j 0.00437002+0.0164848j -0.0180811+0.00765549j 0.000459578-0.0398086j -0.00606455+0.00101773j -0.0104371+0.00827279j 0.0218617+0.0155182j 0.0203016-0.00559875j -0.00737009-0.00660663j 0.0205675-0.00255788j 0.0149541-0.0322183j -0.00499192+0.0119379j -0.00459542-0.0134337j 0.0312052+0.00396689j -0.0121621-0.00464821j 0.0163825+0.0154533j 0.00285752-0.0313546j 0.0110089+0.029218j 0.0179617+0.0231047j 0.0507008+0.0298886j 0.0206906-0.0435392j 0.00814864-0.0245138j 0.0121036+0.0334812j 0.0147401+0.012371j -0.0105397+0.0352339j -0.00311262-0.00727574j 0.0148693+0.0127456j 0.0105537-0.0035214j -0.00653848-0.00759005j 0.042685+0.000485906j 0.0591675+0.0146945j 0.0263935+0.0133011j -0.00731041+0.0397011j 0.000886362-0.0670928j 0.0312154-0.00557921j 0.0315542-0.0475314j -0.0222751-0.0850442j -0.0507228-0.0349508j 0.00500998-0.0772382j 0.0992288+0.0174204j -0.0177278+0.0559836j -0.0739292-0.0615377j 0.0892339-0.0131011j 0.0202482+0.0187553j 0.0904222-0.0019214j 0.00918197-0.0198757j -0.0683324-0.0345889j 0.0330952+0.0773363j -0.0320902-0.0585977j -0.0709739+0.0248983j -0.070698-0.0454053j 0.00397906-0.0250648j -0.0226307-0.116955j 0.0976098+0.0571227j -0.0401934-0.0847725j -0.254649-0.142727j -0.0731619-0.163843j 
0.0216773-0.0123056j -0.0282882-0.000229367j -0.00911095+0.0173814j 0.00719424-0.0095795j -0.0240916+0.00062335j 0.00474875+0.0323198j -0.0164622+0.00846526j -0.0703965+0.0226895j 0.115962+0.0623172j -0.0587124+0.121622j -0.00803269+0.0943836j -0.101411+0.0236744j 0.043293-0.0358996j -0.0443343-0.00306503j 0.0143521-0.0421355j -0.0153222+0.0326721j -0.00375682+0.0657393j 0.0489909-0.0412224j 0.0773726+0.0742552j 0.019273+0.0156136j 0.0753906-0.0586522j 0.0812713-0.12052j 0.0310766+0.0430075j 0.0405443+0.0146607j 0.0490027+0.0794188j -0.111764-0.0725603j -0.0953006+0.0424643j -0.100839-0.0839149j -0.0432961-0.038994j 0.00100447-0.152047j -0.036037+0.0827919j -0.139938-0.0689066j 0.000712659+0.0499092j 0.00932614-0.0183872j 0.00188077-0.0521849j -0.0258079+0.0582554j 0.0345976+0.0164054j -0.0670853-0.0910361j 0.0275843-0.0308028j -0.0844555-0.00864515j 0.127621-0.00166948j -0.046146+0.0206956j 0.0278585-0.109391j 0.00849629-0.0311717j -0.0110103-0.0142654j 0.100439-0.0315414j 0.016984+0.00575423j 0.0625271+0.0883048j -0.0670651+0.0477955j -0.042685+0.000262478j 0.00677554+0.0236228j 0.0633583+0.0337674j -0.0196588+0.0627296j -0.0232842+0.0111217j -0.089635+0.0368378j -0.0567266+0.0136556j -0.0151645+0.00125946j 0.0702996+0.00206757j -0.0133632+0.027057j -0.0305962-0.0109153j 0.0562247+0.0489682j -0.043014+0.0184675j -0.0212604+0.00736266j -0.0703111-0.000455967j 0.02915+0.0123261j 0.116551+0.0542976j 0.0453444-0.0362789j 0.0312725-0.0602607j -0.000980767-0.095161j -0.0284236+0.0664551j -0.0626264-0.0406354j -0.0175593+0.0186566j 0.0113405-0.0100345j -0.0200327-0.0580609j -0.0146372+0.0009846j 0.0287858-0.000388949j 0.0133225+0.0213202j -0.0155231+0.0214767j -0.0244065-0.0507016j 0.0394636+0.0346102j 0.0426063-0.0338368j -0.0474691+0.00598689j 0.0259548-0.0260909j -0.0228366-0.0273249j -0.0274427+0.0107492j 0.0265242-0.0215841j 0.0210712-0.053011j 0.00734076-0.0209048j -0.0323951-0.00442321j -0.0111642-0.00490467j 0.043383-0.012021j -0.0126756-0.0196054j 0.0135399-0.0190136j -0.0173703-0.00147863j 0.00219563+0.0101962j 0.00756617-0.0365685j 0.0171027-0.0197919j -0.0123346-0.00685594j 
0.0105865-0.0210595j -0.013632+0.0102724j -0.00601541+0.0189905j 0.0187114+0.00264313j -0.00576245+0.0150523j 0.0356553+0.000833533j -0.0401822-0.00582675j -0.0243362-0.0400221j 0.0370109+0.0352557j -0.00544194+0.0274811j -0.0242216+0.0445125j -0.0462786+0.0515132j -0.0445259+0.0728166j 0.0932985-0.0456588j 0.0499941-0.0510912j 0.127209-0.0820932j 0.0803719-0.0810399j -0.0822705+0.0572081j -0.0474564+0.0137139j 0.115172-0.0441812j -0.0850418-0.0168422j 0.0176154+0.020155j -0.0471416+0.00185621j 0.0455563-0.0584687j -0.0653373-0.0660323j -0.0179488+0.0429074j 0.0471122+0.0261552j 0.0295474+0.0708947j 0.00177651+0.0665365j 0.0308773+0.012969j -0.0416541+0.100209j 0.0250756-0.0110529j -0.0693481+0.0657142j 0.0132412+0.00672453j -0.0274278-0.0169987j -0.0490039-0.0206911j -0.0204791+0.0668691j -0.0232401+0.051913j -0.021754+0.0130783j 0.00699624+0.0190606j -0.00851741-0.0196557j 0.0952488-0.165432j 0.00337339+0.088179j 0.00239293-0.0386264j -0.00448742-0.0958425j -0.0604517+0.0659477j -0.138201+0.128397j 0.0109086-0.0268531j -0.0839951-0.0458378j -0.0208037-0.0499773j -0.0449989+0.127609j -0.0360703-0.0126277j 0.017165-0.00813345j -0.0483423-0.0370755j -0.0518294-0.0244905j 0.0600675-0.0239303j 0.0292011-0.102472j -0.10186+0.082099j 0.116537-0.0571722j 0.00964332-0.116246j -0.0845073-0.000826673j 0.0120948+0.0134914j -0.0353022-0.00347605j -0.0727435+0.0142829j -0.0675541+0.0116813j 0.0504858-0.0108206j -0.0629979-0.00714983j -0.0137814-0.0471369j -0.00914737+0.0458336j -0.0651114-0.0505976j -0.0225455+0.00533314j -0.014451-0.0449804j 0.0178463+0.0168253j 0.0152181+0.0272901j -0.0308543-0.026215j -0.0691683-0.0555758j -0.0340934+0.00921671j -0.0573651-0.00936001j -0.0033493-0.0088872j 0.0636755-0.0214924j 0.0547594-0.0518807j 0.017723-0.0394795j 0.0139827+0.0185264j 0.0109788-0.00921248j 0.0334397+0.00147928j -0.0126242-0.0133939j 0.0117827+0.00466901j 0.0236618+0.0207159j -0.0360888+0.00517239j -0.0128535+0.0072656j 0.0126373+0.0131581j -0.00819092-0.00832683j 0.016856+0.0169514j -0.00641256-0.00599557j -0.00010443+0.0156391j 0.00769952-0.00292091j -0.00708487-0.0105997j 0.00395934+0.00948844j 
0.0217811-0.0424366j -0.0230261-0.0136538j -0.0298371+0.0506857j 0.015257+0.00552175j -0.0260915+0.0183798j -0.0242676+0.012497j 0.0368431+0.0134691j -0.00827595+0.0255067j 0.0210174+0.0474306j 0.0352691-0.0227366j -0.0211533+0.0325994j -0.015282+0.0242281j -0.0342386+0.071106j 0.0443794+0.00239516j 0.0414063-0.0131254j 0.0538556-0.0493614j 0.000103575+0.036319j -0.0507244-0.0121937j 0.0174883-0.0541204j -0.0201404-0.0672415j -0.0333626-0.0325726j -0.0543826-0.0374535j -0.00949384-0.0531109j 0.0519587+0.0569003j -0.0487763-0.0119709j 0.00504407+0.0531595j 0.0109078-0.0188034j 0.00116761+0.0737055j 0.0665117-0.0152609j 0.0293682-0.0600169j -0.0068985+0.061688j 0.0622951-0.0273981j -0.0816522-0.0259431j 0.0679832-0.0310598j 0.0390332+0.0149332j 0.0753838+0.0288193j -0.0407019-0.0131679j 0.0244905+0.11448j 0.0388688+0.0475105j 0.000291178-0.0199002j 0.037594+0.0102193j 0.0373044+0.0398694j -0.0175138+0.0153352j -0.0411529+0.0243966j 0.0355191-0.00727189j -0.0494212+0.0492608j 0.0458548+0.0117988j 0.0355266+0.00274854j -0.0484044+0.0195511j 0.00567592+0.00340087j -0.0127265+0.0860767j 0.0183204+0.02319j 0.0320253-5.76876e-05j 0.015681-0.0561437j -0.00976273+0.0471879j -0.00389449-0.0515758j -0.0545664-0.0264441j 0.0131118-0.00464291j -0.0694027+0.020407j 0.0644721-0.0259591j -0.0143367-0.0125758j -0.0101354-0.00894562j 0.0656091-0.0441053j 0.0100602-0.0183414j -0.0157301+0.0440747j -0.0306222-0.01276j 0.0209058-0.0126934j 0.0193892+0.0296438j -0.0723837-0.0283914j 0.00757146+0.0332985j -0.00245429-0.0162131j -0.0426965-0.0105176j -0.0246823+0.0197712j -0.0360642+0.00587716j 0.0244788-0.0113762j -0.0431293-0.0266737j -0.054904+0.0248887j -0.00308113+0.00909029j 0.00826151+0.0229512j 0.0360175+0.0608508j -0.0643212+0.0325539j -0.0317315+0.0412874j 0.0475046+0.0365337j -0.00115503-0.0129138j -0.0482362+0.0129864j -0.02603+0.00795056j 0.0338266-0.00837091j -0.00177159+0.0196301j -0.0319955-0.0264649j 0.0360513+0.0395252j 0.0234523+0.00120613j -0.039579-0.0299544j -0.00655983-0.0561885j -0.0241825+0.0509538j -0.0107524+0.0192911j -0.015939+0.000660363j 0.0389657+0.006982j -0.00549146+0.0142897j 
0.0313475+0.0173716j 0.000842828-0.0128775j 0.00267776+0.0147853j -0.01654-0.0128531j 0.0154827-0.068573j -0.0558899+0.0328845j 0.0323107+0.0686963j -0.0107503+0.000418856j 0.00363244+0.0463443j -0.00702033-0.00746276j 0.00654388+0.0217758j -0.0409142-0.028249j 0.0409493+0.0130899j 0.0757197-0.0310799j 0.0898796-0.0566572j -0.0530887-0.0299548j 0.0294356+0.0552516j 0.0569366+0.124082j 0.0380063+0.0331055j -0.0436699+0.100515j -0.1323-0.0471583j -0.0347408+0.0423969j 0.0652677-0.104887j -0.0101224-0.0286314j -0.0142059-0.0250145j -0.0301323+0.0629238j 0.0113412-0.0236261j 0.0088167+0.0111285j -0.038386-0.0424366j -0.0257525+0.0399565j -0.0893914-0.0457363j -0.0550688-0.0499886j -0.0543285+0.00421893j 0.0250535+0.0280531j 0.0134942+0.0651045j -0.00668614+0.0504335j 0.0207014+0.00273071j -0.0465532-0.0803985j 0.0177972+0.074985j 0.0957667-0.020798j -0.0240966+0.00863093j 0.0260678+0.000552673j -0.0604779-0.0287641j -0.0564289+0.0416944j -0.0515397-0.105268j 0.00438335+0.0230736j -0.0253353+0.0778836j 0.0589888-0.0255873j -0.0126034-0.0806655j -0.0244202-0.0165046j -0.0150234+0.0665646j -0.0183807+0.00813386j -0.072744-0.0728617j -0.0528443+0.0232721j -0.0468961-0.030065j -0.0150555-0.0148366j -0.0166639+0.0101942j 0.0176136+0.0442519j 0.0259453+0.00605431j -0.0655221-0.00697512j -0.0160154+0.045357j 0.0424259+0.0235493j -0.020647-0.0210419j -0.0927087+0.000321794j 0.0477673-0.000188525j 0.0297167-0.0337379j 0.028854-0.0285788j -0.00808921-0.0564081j -0.0311194-0.0230186j -0.0214966-0.0207189j -0.028502-0.0151864j -0.0285163+0.0133838j 0.00577787-0.0297684j 0.0152543+0.0168216j -0.0193214-0.000999085j -0.0573264-0.0304449j -0.0180418-0.00382173j 0.026776-0.0409098j -0.00229649-0.0170623j 0.016754-0.00238722j -0.00288745-0.0484792j -0.0193549-0.0466366j 0.023967+0.0173095j -0.0157045-0.0201133j 0.00237714-0.0324683j 0.0152929-0.0176388j 0.0193693+0.00684362j 0.0558437+0.00906991j -0.0112445-0.017165j -0.0036548-0.0114013j -0.0171112-0.00493631j 0.0299973+0.0343746j -0.00978987+0.03588j 0.00549717-0.0187324j -0.0120134+0.000739611j 0.00502979-0.0202133j 0.00775392-0.00934387j -0.0115249+0.0135669j 
0.014603-0.0182796j -0.0262956-0.00793718j -0.0138133+0.0285184j -0.00403715-0.00247476j 0.00411521+0.000625117j -0.0495984+0.00546961j 0.0480751+0.0408782j 0.0180227+0.0517907j -0.0551312-0.0303323j 0.0709056-0.0761746j -0.0115988-0.0447016j 0.052118+0.0134863j -0.0326095-0.00572708j -0.0369044+0.062278j 0.0137841-0.00610017j -0.059634-0.0102701j -0.0140901-0.0165877j -0.0271597+0.0535047j 0.0384898-0.0110849j -0.0419615+0.0625539j -0.0536414-0.0500484j -0.0249604-0.0199562j 0.0219446-0.0578528j -0.0439999-0.0109927j 0.00175995-0.0155826j -0.0144777+0.0356254j 0.0163061-0.0423364j -0.00063633+0.0278219j 0.0131908-0.0376622j -0.0556067-0.00276675j -0.00526656+0.0456381j -0.0445938-0.0287629j -0.00992829-0.0141662j 0.0124554-0.0348084j 0.0415482+0.0317626j 0.0124009+0.0656557j -0.0754383-0.00199391j 0.0288871-0.0515394j 0.0325662+0.0186968j 0.0423053-0.0249735j -0.0368333+0.02308j -0.00981805+0.00670788j -0.0594881-0.0674434j -0.0170808+0.0485722j -0.00509582+0.0337098j 0.0561947+0.0217571j 0.0797889+0.00461388j 0.0255402-0.000470367j 0.0150436+0.0235286j 0.00973047+0.0125048j 0.00518383-0.0303243j -0.0379071+0.0370095j 0.0131351-0.00859354j 0.0172252-0.0311394j -0.0224677+0.0172164j -0.0514947+0.0580784j 0.00656728+0.0463159j 0.0151834+0.00282464j -0.0478542+0.0162661j 0.00299483-0.00753238j -0.0225524+0.0286369j -0.00689475-0.0197668j 0.00688973-0.0538951j 0.0287444-0.0102761j 0.0109963-0.012577j -0.0230674-0.0511576j -0.00586392+0.046831j -0.0245285-0.00455513j -0.0355355-0.0255083j -0.0225431-0.0072747j 0.0166531+0.00803059j -0.0158684-0.00315285j -0.0341052+0.00984421j 0.00982883+0.0169413j 0.00470121-0.00514471j -0.0613695+0.021065j -0.0146148-0.00810614j 0.00592076+0.0608219j 0.0233044+0.0480581j -0.00691714-0.00162505j -0.00656216+0.00491674j 0.0487842+0.0058578j -0.00102868-0.0111099j 0.015793-0.0448087j 0.031506+0.0123148j -0.0188976+0.0280171j -0.00567041-0.0404644j 0.0368715-0.000672271j -0.0126877+0.018838j -0.0255344-0.0173221j -0.00988192+0.0198869j 0.0476471-0.00339349j 0.0220277+0.0183608j 0.0102656-0.0145352j 0.0106626-0.00569647j -0.000938742+0.00637799j 0.00919925-0.0131086j 0.0121854+0.00250132j 
-0.0123697+0.010446j -0.00263369-0.00100664j 0.00630577+0.0167717j -0.00989764-0.029818j -0.000385447-0.0547727j -0.0390761+0.0512418j 0.0520234+0.00535939j -0.0181923+0.0299635j 0.0240681+0.0807654j -0.0800024+0.050844j -0.0124796+0.060362j -0.0461679-0.0204395j 0.054862-0.00114937j 0.0395164-0.0163007j 0.0795031-0.0448351j 0.0620619-0.000941687j 0.0496311+0.0840705j 0.0206195+0.00436042j -0.0405765+0.0644653j 0.0231836+0.037593j -0.039728-0.0392998j 0.0906598+0.00825077j 0.026757-0.00972359j -0.0277211-0.00682481j 0.0121838+0.0272795j -0.0178055-0.0608725j 0.00230978+0.0724749j -0.0151173-0.0124803j -0.00797861-0.0114216j 0.0421474-0.00284365j -0.0153516-0.0240017j -0.0032271+0.0314549j -0.0213119+0.0340517j -0.0224614+0.0593386j -0.0395358-0.0254565j -0.0157276+0.0146538j 0.0128406-0.0208285j -0.0325955-0.0274089j -0.0085597-0.049796j -0.00199699+0.0252354j -0.0275896+0.00165206j 0.0166443+0.010185j -0.0088023-0.00141025j 0.0210514-0.05385j 0.0302829-0.0620329j -0.00415225-0.00127928j -0.0768243+0.0378205j 0.016046+0.017268j 0.0300958-0.0355316j 0.0312708-0.0344045j -0.041138+0.0296196j 0.0211483-0.0368621j -0.0174654-0.00946454j -0.020784-0.000180568j 0.034198-0.00165954j 0.0230372-0.019627j -0.0210242-0.0245683j -0.0183353+0.0313395j 0.0280119-0.0168222j 0.0137058+0.0256102j 0.00465746+0.0291066j 0.0361676-0.0485164j -0.0228495-0.0167246j 0.00609363+0.00142002j -0.0143601-0.0136465j -0.0214228+0.0481026j 0.0105177-0.0324591j -0.017358+0.00227775j 0.014482-0.0127793j 0.0298301-0.030252j -0.00591141+0.0365025j -0.0131938+0.0221348j -0.0344812-0.0127544j -0.0375208-0.00620916j 0.0092904+0.0108667j 0.0149102-0.0358252j 0.0112235-0.0141939j -0.0273445-0.0510043j -0.0286627-0.115725j -0.028634+0.0320966j -0.0307658-0.0206185j -0.0602548-0.0327349j 0.0232044-0.00391184j 0.0012714+0.0203954j -0.0242484+0.0249257j 0.0107961-0.0107366j -0.0266586+0.0199641j 0.00347027-0.0200913j 0.0212542-0.0231523j 0.0130963+0.0476474j 0.00899761-0.026711j -0.0367282+0.00513809j -0.00557207-0.012099j -0.0260185+0.0204531j -0.00779015+0.00200327j -0.00285923-0.0243007j 0.0169826-0.00369292j -0.0092822-0.0166681j 
0.054627-0.0464193j -0.0121736-0.00816819j -0.0423969+0.0686961j 0.0209735+0.0117004j -0.0303068+0.0149191j -0.00121034+0.043822j 0.00422888+0.0109412j 0.016862-0.000729711j -0.0375438+0.0568128j -0.0377689-0.0287439j -0.104429+0.00719163j -0.0212779-0.0165006j -0.0791542+0.0304032j 0.0111519+0.0459756j 0.0554205+0.0157168j 0.0152936+0.0395162j 0.00577455+0.0188505j -0.0713803-0.0310572j 0.0431444-0.07473j 0.0194367-0.0445005j 0.0103624-0.00818659j -0.0835847-0.0512506j -0.00111501-0.0265942j -0.0296159+0.0574689j -0.0503196+0.000728644j 0.0742377-0.0106041j 0.0430669+0.00479486j 0.0183749+0.00376149j 0.0561933+0.0198103j 0.0731691-0.033971j 0.0470126+0.0746571j 0.00732899+0.0424732j -0.0114562-0.00880196j -0.0237639-0.0527441j 0.0078159-0.0137532j 0.0162706-0.022468j -0.0108042+0.00575954j 0.0417615+0.0500472j 0.0396428-0.0132276j -0.010318-0.0272087j 0.0184123+0.0402233j -0.0086498-0.0544867j -0.00889343+0.0260383j 0.000377274+0.0196327j 0.0159695+0.0241442j -0.0034481+0.0416136j 0.0591564+0.0362348j -0.0673394-0.0211893j 0.00282186+0.0400543j 0.0156432+0.00135044j -0.0171249+0.0659598j 0.0534695-0.00705625j 0.0516387+0.0187837j -0.00927714-0.0117801j -0.0246989+0.0131347j -0.0298828-0.0198431j -0.0236912-0.049557j 0.0234717+0.0306024j -0.0532464-0.00778623j 0.0716231-0.005673j 0.0142788+0.0192282j -0.042628-0.00773714j 4.80152e-05-0.0574694j 0.0614004+0.0417638j -0.00299994-0.00336701j 0.0259613-0.054689j 0.00393648+0.0172506j 0.00640897+0.0453941j -0.0545032-0.0234125j 0.020052-0.00566915j 0.0104794-0.0910254j -0.0153382-0.0333358j -0.0269006-0.0678085j -0.0161892-0.0190941j 0.0377866-0.0355084j 0.00658443-0.00153197j -0.0345719-0.0157208j 0.0234664+0.00322464j 0.033778+0.00208112j 0.00912438-0.00799337j -0.029878+0.0112601j 0.00529078-0.0531353j 0.00947409-0.0205188j 0.00149266+0.0435603j -0.00345092+0.00227557j 0.0313871+0.019155j 0.0191395-0.0120952j 0.0203202+0.00761905j 0.033371-0.00119956j -0.00409738+0.0276982j -0.0232729-0.0274813j -0.0200871-0.00251537j -0.0166893-0.0225346j -0.023104+0.0015882j 0.00321162+0.00216503j 0.00405108-0.0355392j -0.00581859-0.00575951j -0.0315429+0.00104816j 
0.062372-0.0123605j 0.0122731+0.00305599j 0.0126541+0.0260298j 0.00974776+0.0655919j 0.0539465+0.0433631j -0.0427075-0.0443392j -0.116775+0.108417j -0.0988-0.0379318j 0.0135049+0.0262861j -0.0343883+0.0597855j -0.0545758-0.0152458j 0.0133622+0.0397306j 0.0789426-0.1026j -0.0427714-0.0713006j 0.0418499+0.0154535j -0.0349099+0.0102002j 0.0745327+0.0159819j 0.0523796-0.0402504j 0.0173894+0.0793866j 0.0030051+0.0709888j 0.0508196-0.0105512j -0.0194391-0.121808j -0.0273181-0.058915j -0.0274779-0.0295076j 0.0508975+0.02795j 0.0808874+0.0347392j 0.0227125-0.0012057j -0.0403354+0.00257796j 0.0238976-0.0234888j 0.0226841+0.0264946j 0.0492214+0.0194093j -0.183304+0.0154866j -0.011946-0.0366654j 0.0191008-0.00898584j -0.0116276-0.0286864j 0.0299412-0.0723475j 0.0218698+0.0803969j -0.0054155-0.0540354j -0.0152025+0.0100616j -0.0421745+0.033811j -0.021082+0.0319355j -0.0339867-0.0208622j -0.0359947-0.000232403j 0.00164345-0.0174363j 0.00808113-0.0134273j 0.0987534-0.0323343j -0.0499639+0.0413503j -0.0130598-0.0619334j 0.0504907-0.0279289j 0.0209107-0.0126225j 0.0506131-0.0141075j 0.0580048-0.0409542j -0.0672093+0.0144597j -0.0353732+0.0206477j 0.0308461-0.0134145j -0.00203815+0.0492552j -0.0599688-0.0252144j -0.0251438-0.00888138j -0.0077669+0.0092573j -0.0500074+0.00782124j -0.00872437+0.0363135j 0.044069+0.0172345j -0.0455008-0.0481409j 0.0178781-0.0260119j -0.0257815-0.0464641j 0.00373366+0.0056376j 0.021452+0.0578227j -0.024457-0.00759641j 0.0241782-0.0141795j 0.0198011+0.0522509j 0.00638488-0.0698795j 0.0365699-0.0138591j 0.0337795-0.0499846j -0.046355-0.0293218j 0.0122096+0.0450281j -0.0350328-0.0380047j 0.00141836-0.0323276j 0.00775393+0.0398216j 0.0453725+0.0283974j 0.0730688-0.0190317j 0.0256352+0.0129431j 0.0183729+0.00773645j -0.00814824-0.0229554j -0.0245387-0.00794615j 0.0540793-0.0152746j 0.019778-0.0394565j 0.0635077+0.00911305j -0.0402089-0.0109669j 0.0319334-0.0207485j 0.046576+0.0216994j -0.0249166-0.00707337j 0.00829888-0.000671467j -0.0492799-0.00505182j 0.0339855-0.0442756j 0.0149508+0.0279312j 0.0329265-0.0275173j -0.0356674-0.0185827j -0.0274057+0.0214334j 
-0.0504243+0.000404598j -0.024502+0.0353734j 0.0228924+0.0253441j -0.00489917-0.0331642j 0.013669+0.00614323j -0.0122655-0.0373264j 0.0339054+0.00778764j -0.00886922+0.0491058j 0.0140101+0.0432629j 0.00954254-0.0113469j -0.0340036+0.0151864j 0.0193089-0.0272648j -0.0367551+0.0401694j 0.0248988+0.0498097j 0.00748924-0.0156665j 0.0449716+0.0129635j -0.00400116-0.0268097j -0.0345908-0.0204603j -0.0434633-0.0557044j 0.0420807-0.0303525j -0.059378-0.0088778j 0.0493656+0.00440947j -0.021423-0.0285659j -0.0166913-0.0165913j -0.0236036+0.0213981j -0.0343895+0.0186376j 0.000255761+0.0151262j 0.0221075+0.01166j 0.0110068+0.0233647j 0.00714535-0.00721137j 0.0079462+0.0386977j 0.0262682-0.0226479j -0.0370884+0.0205075j 0.0216911-0.00919705j 0.0208202+0.0463462j -0.0125017+0.0342551j -0.0396989+0.00138529j -0.0139361+0.0171539j -0.0158647-0.0089266j 0.0225002-0.00988874j 0.00151901+0.0158907j -0.0133274-0.0252623j -0.00742642-0.0115427j -0.0254111-0.0246394j 0.026174+0.00954021j 0.0219967+0.0591286j -0.00487971+0.0203544j 0.0364197+0.0129803j -0.00749362-0.00177503j 0.0209398-0.0219901j 0.0131754+0.0201421j 0.0129956+0.00135867j 0.0296673+0.0189728j 0.00478178-0.0671934j -0.00710981+0.0137692j -0.00894016-0.0022018j 0.0334453+0.00996939j 0.000950647+0.0175984j 0.005692+0.00186404j 0.0367796-0.0305494j -0.00318782-0.00428377j 0.0329981-0.0174355j 0.0112873-0.0102525j -0.000230691+0.0173994j 0.0249375+0.0307344j 0.00490016+0.0253597j -0.0256949-0.0156957j 0.0178062+0.0222812j -0.0166504+0.0167213j -0.00298959-0.0129423j -0.00881767+0.000334417j -0.0224783-0.0199623j -0.0357012+0.0199904j -0.0406709+0.0520762j -0.0169357-0.0377244j -0.0210246-0.0253259j -0.00486054-0.00218891j -0.0164246-0.0141271j -0.0239441+0.0249169j -0.0189004+0.0337937j 0.0126829-0.0376758j -0.0129862+0.0141843j 0.0270317+0.037573j 0.0275814-0.0100199j -0.0208408-0.0178434j 0.016394-0.00709756j -0.0124599-0.0314293j 0.0240973+0.0228856j -0.0434677+0.00453212j 0.011547+0.0167402j 0.0236426+0.0056846j -0.025925-0.0264654j 0.0308763-0.0194752j -0.00667534+0.03322j 0.00922541+0.0219031j -0.00164656+0.00141691j 0.00676412-0.0184856j 0.0226987-0.00707156j 
0.0214739-0.011262j 0.00807536+0.00125986j -0.00287925+0.0193896j 0.00571833+0.0253892j 0.0133237+0.00729778j -0.0131822-0.0274616j 0.00361176+0.0482666j 0.0138067-0.0266119j -0.0816776+0.059517j -0.0392333-0.0536762j -0.0526286-0.00625177j 0.0335442-0.0590714j -0.0195407-0.00440394j 0.0361586+0.0348884j 0.0492083+0.042943j -0.00930224+0.00456326j 0.0102142+0.0156263j -0.00830929-0.0248125j -0.00104113+0.02175j -0.0319072+0.0133788j -0.0247373+0.0362833j -0.0538112+0.0167446j -0.0238455-0.0605851j -0.00111285+0.0160284j 0.0238577+0.035533j 0.0523533-0.00539916j 0.0604319-0.0415868j -0.00323493+0.00712739j 0.0328137+0.00489917j -0.0171477+0.01963j -0.0085656+0.00402841j -0.0140676-0.0530449j 0.0241548-0.0297078j 0.0410378+0.0125493j 0.0513972+0.0350949j 0.00975392-0.0101432j -0.0199258+0.0117874j 0.0111087+0.0109166j -0.0279232+0.0475599j 0.0404789+0.0141073j -0.0625299-0.0227451j -0.0150635+0.061156j 0.0217615+0.0206602j -0.0410005-0.0324374j 0.021335-0.0223379j 0.0217503+0.00731447j 0.0373827+0.0544928j -0.0387687+0.00493003j 0.058033-0.00330039j -0.000477765-0.0315257j -0.0137738-0.0300659j -0.0273673+0.0272787j -0.0305273-0.023295j 0.0453444-0.0253153j 0.00735558-0.00299298j -0.00036375+0.0459509j -0.0374279-0.0234187j 0.00415949-0.01633j 0.00548099-0.0193424j 0.0397128+0.048113j -0.0539003+0.00780069j 0.0171178-0.0500343j -0.0294149-0.0126521j -0.0348029+0.0609358j -0.00769522-0.030949j -0.0278569-0.0328496j 0.00394834+0.00376707j 0.0483604+0.0532168j 0.0179041+0.0134123j 0.0198331-0.0746481j 0.0167645-0.00294336j -0.0379435-0.00118696j -0.067716-0.0298392j 0.0325008-0.000568557j -0.0119024+0.0196929j -0.0411147-0.0558124j 0.0231609+0.0107708j 0.0214036-0.0424428j -0.00670369+0.0060924j -0.0229699-0.0173769j -0.0304514-0.0447112j -0.0221537+0.00343583j 0.0215235+0.0093032j 0.0114088-0.0297878j 0.0135097-0.0128745j -0.0338905-0.0337595j 0.00698538-0.00957645j 0.0212823+0.0242233j -0.00348263-0.0164889j 0.0111904-0.0053661j -0.0141367+0.0103509j 0.00971104-0.00969j 0.00584755+0.0045503j 0.00494902+0.00696723j -0.0110062+0.0397446j 0.0125111-0.000314885j -0.0032479-0.0116985j 0.00887993+0.0267042j 
