-0.1113+0.226511j -0.218534-0.108639j -0.109334+0.0448498j -0.0276634-0.143787j 0.0394065+0.0518314j -0.00254358+0.0147441j 0.0565866+0.0445207j 0.0333333-0.0362575j 0.0237846-0.0212241j 0.00433065+0.0426245j -0.0456149-0.00996335j -0.0966698-0.0543111j 0.0421498+0.040548j 0.0327942+0.0669114j -0.00119096-0.0151277j -0.0864853+0.05237j 0.000960942+0.0630566j -0.0334387-0.0405233j 0.00895221+0.0371551j -0.0123304-0.0264966j 0.17005-0.0732989j 0.0366306-0.0159463j -0.113392-0.152505j -0.0210257+0.00703314j 0.0260556-0.0723039j 0.0519092+0.165616j 0.16388-0.172775j 0.0639909-0.0527731j -0.166838-0.273189j 0.0751429-0.157903j 0.152876-0.0359167j 0.171201+0.0607988j 0.0495428-0.196672j -0.283505-0.050386j 0.0247892-0.194841j 0.136046-0.18442j 0.03563+0.0200797j 0.0447242-0.0461421j -0.145232-0.063327j 0.0415971-0.016569j -0.0728351+0.0372109j -0.0316576+0.0445047j 0.0145631+0.0172346j -0.0169904+0.00251663j 0.0511555-0.00164647j -0.0968901+0.0123053j -0.0451835+0.0185826j 0.070638-0.0139726j -0.0867101+0.049346j 0.0643772+0.00899868j -0.0735433-0.0263896j 0.0287178+0.0106108j 0.0106055-0.00138302j -0.00781607-0.0108119j -0.037704-0.0215458j 0.015177-0.0516655j 0.0215442-0.015115j -0.0329765+0.0219667j -0.0375252-0.0412908j -0.0220951-0.00939827j -0.0442534-0.0396591j -0.0239635-0.0112822j -0.0251771-0.00367147j 0.00656903-0.00460301j 0.0435533+0.00650028j -0.00677263-0.0234937j -0.000290884+0.00849641j -0.00416939+0.0208627j 0.00601454+0.0129281j -0.00709165+0.021307j 0.00849066+0.0056843j -0.00517692+0.00951569j 0.0212638+0.0433712j -0.00709366-0.0234419j 0.0122172+0.0477538j 0.00329988-0.0242092j -0.00413136-0.01897j 0.00265819-0.0103525j -0.0308398+0.0133024j 0.0023998+0.00156818j 0.0162103+0.0258644j -0.00151979-0.00310155j -0.0171425+0.0345116j 0.0197417+0.00177471j 0.00263116+0.000768667j 0.0110452-0.0191327j -0.00590483-0.0160872j 0.0576169-0.0210129j -0.00410721+0.0171611j 0.0116373-0.0114836j 0.0122881-0.0293643j 0.0109351+0.0121916j -0.0190786+0.0334291j 0.0603219+0.0516669j 0.0607632-0.0480889j 
0.00154393+0.000451062j -0.000381868+2.10117e-05j 0.00382846+0.000277951j -0.00195513-0.00489916j -0.00050738+0.00199522j 0.00287598-0.000495429j -0.00150086+0.000433613j 0.00247044-0.000487682j -0.00268879-0.00240436j -0.00135935+0.0012561j -0.00155398+0.000413454j -0.00227469-0.000418976j -0.000645598-0.000720185j 0.00085816-0.000390439j -0.00146137+8.89085e-05j 0.00108735+0.00108696j -0.00233355+0.0016993j 0.00238863-0.000953495j 0.00269085+0.0038919j 0.000396423+0.00229411j -0.00158375+0.00210842j 7.75749e-05-0.00186434j 0.00409081-0.00479768j 0.0037297+0.000517337j 0.000207606+0.000766083j -0.00703398+0.00101357j -0.00128996-3.232e-05j -0.00131323-0.000560766j -0.000930248-0.00190187j -0.00658276-0.00130425j -0.00276685+0.000215241j -0.00407081-0.000700289j -0.00297379-0.000118228j 0.00674982+0.00110205j 0.00279347-0.00512206j -0.00164586+0.0006505j 0.00297553+0.0019688j -0.00109922-0.0016437j -0.00246367-0.00026766j -0.00048828+0.00379213j 0.00118603-0.000887398j 0.00331491+0.000643019j -0.00174274+0.00137663j -0.00273602-0.00131455j 0.000175338-0.000306007j 0.00118962-0.000542957j -0.0005466-0.00204795j 0.00167538-0.000766436j -0.00685755+0.000504441j 0.000323812+0.00127018j -0.00102075-0.00099178j -3.83904e-05-0.0011858j -0.00214359+0.000802837j -0.00233973+0.00185416j -0.000824904+0.00267052j -0.000400884-0.0021793j -0.000555661+0.000236777j 0.00231001+0.000559772j -0.0012104+0.00298782j -0.000859072-0.000869852j -0.00393008+0.00221415j -0.000534555+0.00359862j 0.0017211-0.000401345j 0.0013834+0.00230222j 0.00117161+0.000343081j 0.000176349-0.00159178j 0.00167632-0.00206369j -0.00372507+0.000627973j -0.00170821-0.00219537j -0.00148138-0.00145882j -0.00122214+0.00167369j -0.000474851+0.000572238j -0.000125501+0.000801384j 0.00105444+0.00100317j -0.00232033+0.000942609j -0.00149489-0.000428394j -0.00154951-0.00129836j -0.0016432+0.00289989j 0.000498082+0.000221924j -0.000143098-0.000545349j -0.000569146+0.000375455j 0.00297998+0.00246946j 0.00139313-0.00198193j -0.000217192+0.00189882j 0.00013996+0.000489921j 0.000507343+0.000245988j 0.000345725-0.00204536j 0.000200651-1.103e-05j 0.00125649+0.00102413j 0.000455944-0.00082467j 0.00268879-0.000173443j -0.00317162+0.0015064j -0.00185127+0.00227593j -0.00020142+0.00114096j -0.00226135-0.000489385j 
0.000943634-0.000863377j -0.00263566-0.000929358j -0.00305853+0.000591554j -0.00301142+0.00049655j -0.00204239-0.00171961j -0.000872487+0.00268534j 0.000179038-0.000583277j -0.00498399+0.00318988j -0.00330663+0.0056703j -0.00164549+0.000238431j 0.000311217-0.00456766j 0.00382622-2.61369e-05j -0.000357092+0.000577166j -0.00508981-0.000654881j -0.00154286+0.00157524j 0.000918911-0.00322219j -0.00472638-0.00538737j -0.00284265-0.000116312j 0.000434784-0.00625742j 0.00103102+0.000907983j 0.000312769-0.00500195j 0.00179606+0.00255393j 0.000435536+0.00710494j 0.00193449-0.00123908j -0.00103767-0.000682363j 0.00428738+0.00480231j -0.00296681+8.67174e-06j 0.00287758-0.000396153j 0.000780015-0.00223857j 0.00206842-0.00364366j 0.00197464-0.00220992j 0.00195109+0.00401098j -0.000332199-0.00250127j 0.00171435-0.00453076j -0.00203627+0.000883645j 0.00647171-0.0021753j -0.00308889-0.0022535j 0.00493329-0.000850154j -0.000749704+0.00478461j 0.00201521-0.0025003j 0.00228569-0.00101987j -0.000990445+0.00232657j 0.000641721-0.000926958j 0.00219837-0.000665607j -0.0027719-0.00316397j -0.0054837-0.000272125j 0.00423913+0.00241676j 1.98719e-05+0.00210493j 0.0110664+0.00125793j -0.00204037-0.00073624j 0.00566918-0.0033953j 0.000873826+0.000869624j 0.00303551+0.00251128j -0.000715115-0.000313086j -0.000816241+0.00217899j -0.000124095-0.000621444j 0.00061092+0.00267303j -0.00157587+0.00191755j -0.00109364-0.00160722j 0.00165339+0.00534776j 0.00305201+0.00246924j 0.00260793-0.00452327j 0.00292454-0.0112487j -0.00276093-0.000700323j 0.00305116+0.00111718j 0.00200952-0.00024957j 0.00165057+0.00289052j 0.00432415-0.00450826j -0.00377147+0.000619015j 0.00154207-0.00391442j 0.0014438-4.36442e-05j 0.00634837-0.00119609j -0.00341909-0.00129584j 0.0028939-0.000793734j 0.004366-3.51642e-05j 0.00276373-0.00235355j 0.00582781+0.00113374j 0.00373603+0.000270683j 0.00402114+0.00270854j -0.00098162-0.00078138j 0.00280448+0.00298431j -0.00101525-0.00527034j -8.85223e-05-0.000229588j -0.00345591+0.00225428j 0.002419+0.00175456j -0.00292839-0.000691658j -0.00417519-0.00447286j 0.00247721+0.00229589j -0.00141447-0.00239635j -0.00168499+0.00114406j -0.00233057+0.00257612j 0.005815-0.00203524j -0.00165401-0.00162967j 0.000232645-0.000390704j 0.000772646-0.00435358j 
-0.00148747-0.00522108j -0.00180634-0.00185106j 0.00275094-0.00414528j 0.00171565-0.00490469j -0.00221962+0.0041628j 0.00401576+0.00130716j -0.00142246-0.00178127j 0.00467004+0.00134577j -0.000601004-0.00579742j -0.000632798+0.000811108j 0.000469843+0.00451906j -0.00120239+0.00150066j -0.00239036-0.00183445j 0.00174589-0.00199352j -0.0010873-0.000873244j 0.00312346+0.000621589j -0.00364762+0.00470204j 0.00385602-0.00314753j 0.00192764-0.000323989j 0.000260548+0.00573511j -0.000682037-0.00304501j -0.00136205+0.00239676j -0.0030277-0.000536433j -0.000339871-0.00148812j 0.00471258+0.0031332j -0.000814847-0.00251332j -0.00111184-0.00153306j 0.000145064+0.000322684j -0.000740769+0.00081776j -0.00017555+0.00209228j 2.16335e-05+7.43847e-05j 0.00206504+0.00129082j 0.00217626-0.00178462j 0.00251093-0.000315588j -0.00288768+0.00143969j 0.00253616-0.000659379j 0.00163415+0.00421276j 0.000455165-0.000539735j -0.00224282+0.00697671j -0.00277537-2.01654e-05j 0.000143006+0.00195047j -0.00169669+0.00533103j 0.00147936-0.00334878j -0.000341266-0.000557846j 0.00193897-0.00320977j -0.00902962+0.00382722j -3.41409e-05-0.00210939j -0.000294628-0.00110464j 0.00091366-0.000175754j -0.000461393+0.00048672j 0.00162039-0.000553277j -0.0021438-0.00227358j 0.00234519-0.000256996j -0.00264817+0.00345591j -0.00488494+0.00249573j -7.50242e-05-0.00286331j 0.000411955-0.000794875j -0.000995879+0.000742585j -0.0021761-0.00235726j -0.00212441+0.000972533j 0.00449184-0.00176761j 0.0016126+0.00952961j -0.0019498-0.00768772j -0.00233379+0.00388685j 0.00517403+0.0041281j 0.00419222-0.00234148j 0.000902871-0.00342851j -0.000237232-0.00339226j -0.00679363+0.00536489j 0.00504399-0.00480221j -0.00850652+0.00641954j 0.0014908-0.00167167j -0.0011392+0.003457j 0.00125753-0.0011702j 0.000273755+0.00361565j 0.00197698-0.00212623j 0.00202111+0.00206253j 0.000412664+0.000756574j 0.00554497+0.00111j -0.0010186+0.000545468j 0.00308923-0.000973518j -0.000471265-0.00106578j -0.000584947-0.00338302j -0.00181963+0.0019318j -0.000419657-0.00108469j 0.00264733+0.0041364j -0.00144557-0.00314778j 0.00358687+0.00665005j 0.00194171-0.00123551j 0.000271007-0.000204584j 0.00102267+0.00152709j -0.00366547-0.00197138j 0.00280394-0.00638456j -0.00305656-0.00196979j -0.000361645-0.00604533j 
-0.00371783-0.00455241j -0.00354143+0.00635561j -0.00189125+0.00172298j 0.000458358-0.0061506j 0.00080377+0.00171369j -0.000855218-0.0020665j 0.00187078-0.00234697j -0.00358706-1.99741e-05j -0.00422548+0.000846761j -0.00571533+0.00176822j 0.000510704-0.00205786j -0.00131129+0.00225302j -0.00232096-0.00268122j -0.00948901-0.00296385j -0.000108316-0.00237481j 0.00113169+0.00453853j -0.00806362+0.00265383j 0.009069+0.00126554j 0.0017879+0.00229759j -0.00257455-0.00117831j 0.00114766-0.000388599j 0.00249718-0.000584935j -0.00257228+0.000364984j -0.00611148+0.00117527j -0.000222695-0.000479701j 0.00644042-0.00224137j 0.0065196-0.00160562j 0.00379293-0.000220567j 0.00086482+0.00323973j 0.00509575+0.00227819j 0.00164298+0.000447679j 0.00247432-0.00227677j 0.00639744+0.00410251j -0.0101397+0.0033281j 0.000556125+0.00115947j -0.00160011+0.00143579j 0.000288871-0.0020752j -0.000805258+0.00277833j -0.000430911-0.00188545j 0.00159914+0.000488354j 0.00101096+0.00333649j -0.000176195-0.00414921j 0.000498229+0.000474478j -0.00119962+0.00197174j 0.00345003+7.20981e-05j 0.00276065-0.000125934j -0.00233239+0.00237342j -0.000933567+0.0011612j -0.000296355-0.00022098j 0.000550596-0.000307133j -0.00277061+0.00203842j -0.00180458+0.000220761j 0.000583767-0.00128348j -0.00075758-0.00223661j 0.0021929-0.00186729j 0.00022082+0.000638742j 0.000144873+0.000115332j -0.000291981-0.000657728j 0.000606931-0.00113205j -6.43054e-05-0.00223653j -0.00138986-0.00197487j 0.00130409-0.00152943j -0.00367652+0.00360857j 0.00198479-0.000482511j -0.000288609-0.00189258j -0.00210284+9.23244e-05j -0.00231778+0.000240968j -0.00314098+0.00178784j 0.00147609-0.000961929j 0.0021056+0.00162365j 0.000320952-0.00207773j 3.5477e-05-0.000883862j 0.00187789+0.00304334j -0.00306726+0.000774547j 0.000480316-0.000134418j 0.000515298+0.000534283j -0.00205085-0.00302877j -0.000592661-0.000252269j -0.0027067+1.26154e-05j 0.00107344-0.000445651j -0.00147097-0.00148791j 0.000917482+0.000243177j 0.000571375+0.000717618j 0.00243559-0.00146991j -0.00194779+0.000459402j 0.000842899+3.9633e-06j 0.00171053+0.00311325j 0.00054981+6.8736e-05j 0.000867373+0.00053206j -0.000231418-0.000717883j 0.00272759-0.00318461j -0.00156938+0.00292328j 0.000885441-0.00176928j 0.00128836-0.00115019j 0.000517415+0.0022263j 
-0.00439703-0.00427417j -0.00436215+0.00608459j -0.00217872+0.00136922j 0.00201193+0.00300784j 0.00186256-0.000377864j 0.000437914-0.00437452j -0.000204321-0.00198161j -5.95553e-05-0.00256761j -0.00373837-0.00416269j -0.00347291+0.00477969j -0.00328864-0.00245442j -0.00749217-6.58929e-05j -0.000567272-0.000258462j -0.00308182+0.00108715j -0.00109976-0.00445033j 0.000868439-0.00158399j -0.00286438-0.00351668j 0.00394788-0.00132597j 0.00307314-0.00050346j -0.00205566-0.00301803j 0.00061722+0.00417173j 0.00150369+0.000656906j -0.000151894-0.00473361j 0.00175511+0.00221906j 0.00237565+0.00628003j -0.000201196-0.00755494j 0.00163022-0.00681388j 0.00216833+0.000900579j -0.0006812+0.00274913j -0.000327934+0.0116331j 0.00242949+0.00236123j -0.00231566-0.00109071j 0.00192642-0.00308372j -0.00154286+0.00221223j 0.00287219+0.0057306j 0.000149893-0.00231892j -0.00720211-0.00513707j 0.00657778-0.00231892j -0.000478015-0.00157602j -0.00429172+0.00149363j -0.00577933+0.00465765j -0.00160932+0.00241251j -0.00223978-0.000390189j 0.00148087-0.00347222j 0.000923209-0.00323389j 0.00277331-4.80356e-05j 0.00431546+0.0028158j 0.00772837+0.000759746j -0.00159074-0.000507738j 0.00423281-0.00716735j -0.00759301+0.000488573j 0.00936676-5.19883e-05j -0.000341461+0.00165513j -0.00181143+0.00122608j -0.00116401+0.00287637j -0.00477999+8.52865e-06j 0.000437468-0.00026673j -0.00116892+0.00357217j -0.00316934+0.00378836j 0.0083554+0.00317915j 0.00484973+0.00255816j 0.00133814-0.0155089j 0.00364364-0.00697342j 0.00230598-0.000999579j -0.00401029-0.00849535j 0.0009429-0.00756803j 0.00190328+0.00302865j 0.00305148-0.0036116j 0.000812946+0.00210188j -0.00507687-0.00158597j 0.00635943+0.00155712j 0.00836314-0.00444252j 0.00084501-0.00200911j 0.00182834-0.00357219j 0.00460913-0.00159159j 0.00204461-0.00158556j 0.00416094-0.00280605j 0.00531264+0.00249571j -0.00275963+0.000266902j -0.00120992-0.00240104j -0.00076869-0.00290773j -0.000115592-0.00760288j 0.000473067+0.000428378j 0.00212383+0.00243322j 0.000144103-0.00124217j -0.00157377-0.00209479j 0.00123043-0.00135067j 0.00320642+0.00255636j -0.00196364-0.00394489j 0.00155812-0.000334599j -0.00418492-0.00130093j 0.002814+0.00202967j -0.00196938-0.00182741j -0.00378918-0.00262218j 0.00183023-0.000163427j 
0.00255718-0.00176679j -0.00187112-0.00155959j 0.00112304+0.0023778j 0.000880821-0.0030284j 0.00199522-0.00056095j -0.000506898+0.00279897j -0.000266798+0.00364555j 0.00118525+0.0038762j 0.00172717+9.34974e-05j -0.000276728-0.00530066j 0.00315594-0.00114974j 0.00727782+0.00129126j -0.00231644-3.08337e-05j 0.00210911-0.000350864j 0.000766995+0.00632681j 0.00271778+0.000838672j -0.00047617+0.0065485j -0.000923802+0.00177393j -0.00472247+0.00192959j -0.00176295+0.000525038j -0.003341-0.000188609j -0.0020137-0.00134049j -0.00389268+0.00183254j -0.00582066-0.00131421j -0.00409795-0.00834307j 0.00750672+0.00408218j 0.00283233+0.00580969j -0.00215123-0.000575456j -0.000155184-0.00155638j 0.0059742-0.0086393j -0.00241801+0.000412235j 0.000860624+0.00139875j 0.000370405+0.0031969j -0.000861366+0.00124317j 0.0013717-0.00330111j 0.00327279-0.000378684j -0.00582737-0.00128489j 0.00529741-0.00456179j 0.00390379-0.0022158j 0.00611348-0.00184297j 0.00664117+0.0033832j 0.000276647-0.00639342j -0.00321242-0.000724223j 0.00234177-0.0035294j -0.00462455-0.00299092j 0.00341852-0.00166181j 0.00214559+0.00395509j 0.00268072+7.70456e-05j 0.00933829+0.00232523j -0.00114128-0.00660779j 0.00671434-0.00515239j 0.00157071+1.87202e-05j 0.00186353+0.00137204j 0.00822836-0.000840784j 0.0063725-0.00197707j 0.00105774+0.00196735j -0.002284-0.00065322j -0.00184431+0.00129973j -0.00307748-0.00483387j 0.00783033-0.000176541j -0.0051418+0.00357004j 0.00472614-0.0137724j 0.0016101-0.0115812j 2.97028e-05-0.00281022j 0.000986392+0.00104487j -0.00321891+0.000151584j 0.00301373+0.00699615j 0.00523319-0.00256033j 0.00135423-0.00268426j -0.00357523+0.000577645j 0.00906078-0.00203723j 0.0101454-0.00228571j 0.000891595-0.00573669j 0.00240505-0.000574757j 0.00404328-0.000788655j 0.00411939-0.000458499j 0.00427132+3.76853e-05j 0.00423796+0.000945559j -0.00247614+0.00382458j -0.000877137-0.0022573j 0.00185012+0.00363212j 0.0016039-0.00358912j 0.000688586+0.00199473j -0.000373635-0.00153756j 0.00121945+0.0030941j -0.00129384-0.00416289j -0.00232552+0.00316746j -0.000923051-0.00149871j -0.000347844-0.00245212j -8.19832e-05+0.000516423j -0.000269315-0.0028533j -0.000239121+0.00442124j -0.00313909-0.00432049j 0.00177117+0.00161087j -0.00123861-0.000918759j 
-0.000964137+0.00267705j 0.00252893+0.00181437j 0.00245704+0.0012986j 0.00351742+0.00456308j 0.000185151+0.00158841j 0.000772413-0.00171444j -0.00147599+0.00337087j 0.00675679-0.00127419j 0.00516187-0.00446714j 0.00360825-0.00271041j -0.00202884+0.00415262j -0.00133085+0.000411332j 0.00250696+0.000316407j 0.0073289+0.00320259j 0.000945932+0.000501616j -0.000769767+0.00053199j 0.00604405+0.00462977j -0.000793354+0.000209095j -0.00289961+0.00360047j -0.00104673-0.00371659j -0.00199069+0.00160142j -0.00150801+0.00115922j -0.0033068-0.00193576j -0.00166737+0.00239634j 0.00317712+0.00205517j -0.00128194-0.0030566j 0.00475901+0.00216204j -0.00367832-0.000437043j -0.00116944+0.00132723j -0.00359038+0.00461116j 0.000621046+0.00168297j -0.00114695-0.00298923j 0.000707475+0.000328647j 0.00108123+0.00104434j 0.00351361-0.00312123j -0.000257407-0.000130954j -0.0042393-0.00295373j 0.00551663+0.00107874j 0.00497356-0.0016561j -0.000283969-0.00194311j -0.00266006+0.0031566j -0.00238716+0.000154332j 0.00320243-0.000429184j 0.0032713+0.000502742j -0.000301282-0.000368924j -0.000539692+0.00331878j 0.0034279+0.00114747j 0.00742876+0.00571577j -0.000920519+0.0022592j 0.000930946-0.000843351j -0.00223712-0.00133832j 0.00452716-0.00081987j 0.00218872+0.000120651j -0.0023885-0.00101964j 0.000951819+0.00212561j 0.00224686-0.000778468j -0.00185575+0.00111754j -0.000717338+0.00210205j 0.000443602-0.000576843j -0.00329543+0.00481815j -0.00178207+0.00361564j 0.00378602-0.00485127j 0.00693191-0.0038241j -0.00139073-0.00278719j -0.00039618-0.00159027j -0.00116087-0.00164696j -0.000485475-0.000494373j 0.00025044-0.0052101j -0.00056823+0.00206916j -0.000211559+0.000249978j 0.00494555+0.000189045j 3.74674e-05+0.00189804j -0.000701286-0.00646319j 0.00134976+0.00209147j 0.00397724-0.00385167j 0.00359754-0.00110143j 0.00443035+0.00155918j 0.00258972+0.00202888j -0.00356607-0.0005568j -0.00206061+0.00261559j 0.00273006+0.00279408j -0.000105511-0.00321788j -0.00079235+0.00191861j 0.00154709-0.000164651j 0.00360046-0.000114448j 0.000211701-0.0038525j -0.00196057-0.000179241j -0.000203515-0.00287578j -0.00353914+0.000116775j -0.00342412-0.000340979j 0.000560032-0.000487373j 0.00194256+0.00215443j -0.00272264-0.00216539j -0.000975339+0.0012547j -0.00229868-0.00230699j 
0.00225999-0.00524994j -0.00335526-0.0015933j 0.00186651-0.00253423j -0.00359864-0.00253506j 0.0012126+0.00022594j 0.00472126-0.00147598j -0.00397911-0.00283956j 0.000216613+0.000924315j -0.00645816+0.000835811j -0.00251729+0.00131757j 0.00164347-0.00204218j -0.0022943-0.0026851j -0.00241751-0.000699046j -0.00212881-0.00177109j -0.00339374+0.000329291j 0.00119915+0.000765569j -0.00325163+0.00395577j 0.00516966+0.00093968j 0.00291537+0.000137319j 0.00595104+0.000614488j -0.00322636-0.00140188j 3.25507e-05+0.00158067j 0.00152103-0.000361586j 0.00733619-0.00130892j -0.000203724+0.002562j -0.00491427+0.00252356j -0.00392384-0.000603177j -0.000823414-0.000106625j -0.000912353+0.000401033j -0.00844181-0.000556378j -0.00274843-0.00107028j -0.000720766+0.00011883j -0.00847633+0.0021244j 0.00437282-0.00245536j -0.00220891-0.00199799j 0.00207932-0.000427629j 0.00251716+0.00356865j -0.00312547-0.00147867j 0.00485987-0.00124116j 0.00678239-0.00413147j 0.000307358-0.00249175j -0.00416048-2.34044e-06j -0.00694418-0.00450889j -0.0045084+0.00166851j 0.00539524+0.000750578j -0.00126314-0.00425858j -0.0011376-0.00138322j -0.00489832+0.000491909j 0.00334298-0.00385213j 0.000388415-0.00256497j 0.00745429-0.0070138j -0.000752258-0.000855976j -0.00421379-0.00159625j 0.00743001-0.00211839j 0.0018291-0.00259754j 0.00769787+0.00298819j 0.00071108-0.0054633j -0.0028916+0.00330304j -0.0022849+0.00119383j 0.00438662-0.00654087j -0.000414304+0.00344915j -0.00503195-0.00541779j -0.00191918-0.00356664j -0.00476579-0.00472778j -0.00330949+0.00199475j -0.00117093+0.00611027j 0.00199763+0.00802215j 0.00524934+0.00719599j 0.00439578-0.00536902j -0.00451241-0.00280599j 0.00590959+0.000395721j 0.00526807-0.00832411j -0.00259483-0.00264712j 0.00229858+0.00210358j 0.000548925-0.000478627j 0.00318112+0.00473484j -0.00235835+0.000152148j -0.000609638+0.00304815j 0.00921808-0.000325108j -5.80747e-05+0.000371969j 0.00306184+0.00383895j 0.00185247+0.00106793j -0.000995438-0.0063377j -0.00646907-0.00303595j -0.0033819+0.000593305j 0.0016121-0.0010763j -0.0055639-0.00286903j 0.000967405-0.00419681j 0.00486562+2.79926e-05j -0.00118628+0.0010262j 0.000443345-0.00281816j -0.0040843+0.00137141j 0.00358328-0.00325831j 0.00133876+0.00338826j 0.00154712-0.000914583j 
-0.000779482-0.00192795j -0.00181351+5.48152e-05j 0.002732+0.00239671j 9.20695e-05-0.00773768j 0.000855104+0.0026942j -0.000526538+0.000250443j -0.00260717-0.0015727j 0.00177836-0.00253973j -0.00657765-0.0028766j -0.00181635+0.00136828j 0.00492229-0.000698945j 0.00136475+0.000357623j -0.00288508-0.000246913j -0.000645857+9.67543e-05j -0.00245286+0.000278081j 0.00243085+0.00304871j -0.00236035+0.00502445j 0.00480135-0.00205849j 0.00296201+0.0059388j 0.00145483+0.00366289j 0.00412278+0.000763797j -0.000443262-0.00407487j -0.000134-0.00340689j -0.0018745-0.000334435j 0.00318547+0.00151192j -0.00252356+0.000968853j -0.000594428-0.00132922j -0.000336413-0.000251115j 0.00175857+0.00197461j 0.000542811+0.00102868j -0.00303855+0.00357499j -0.000452055-0.00351444j -0.00103662+0.000984995j -0.00116948-5.95377e-05j -0.00302937-0.00404714j -0.0080569+0.00615165j -0.00175591+0.00241461j -0.00221082-0.00283557j -0.00477881+0.00150302j -0.00972184+0.00365154j 0.001947-0.00283342j 0.00261295+0.000518959j -0.00617526-0.00294233j -0.00170891+0.000486335j 0.00676293-0.00248874j 0.000407614+0.00347191j 0.00144764+0.000792601j 0.00105015-0.00110424j -0.00961917-0.00357822j 0.00398358-0.00241109j 0.00392501-0.00769432j 0.00130824-0.00353707j 0.00374646+0.00326157j 0.00190031+0.00183635j -0.00663986+0.00179664j -0.00953767+0.00348258j 0.000544021-0.00419594j 0.00310821+0.000368058j 0.000850599-0.00233073j 0.006089-0.00627714j -0.00278225-0.00206871j -0.00520928-0.005178j 0.00233355-0.00767168j 0.00388468+0.00368143j -0.0025882-0.00432633j 0.00429342+6.39683e-05j 0.00197242+0.00722337j 0.000326522+0.00400123j -0.00239432-0.00236944j -0.00488233+5.08448e-05j -0.000148801+0.000343194j 0.0109863-0.00573044j -0.00341338+0.00398905j -0.00305191-0.00495117j -0.00615996+0.00104599j 0.00132134+0.000949867j -0.00347976-0.00321028j -0.000577051+0.00170232j -0.0095654-0.00566342j 0.00211407-0.000907722j -0.00244357-0.00195935j 0.00468805+0.00111179j -0.0022995-0.00116762j 0.00424024+0.000250868j 0.00114628+0.000165119j 0.000871511-0.00168382j 0.00133567+0.00646697j -0.00328009-0.00248454j 0.00195511-0.000366058j 0.000686586+0.000278237j 0.00315879-0.00447673j -0.0031666+0.0019124j 0.001334-0.0057353j 0.00236727-8.62391e-06j -0.00262827+0.000439438j 
-0.000162241+0.00460215j 0.00435982-0.00100853j -0.000206991+0.000389936j 0.00237225+0.00288225j -0.0025728-0.00525661j -0.000439715-0.00345132j 0.00500963-0.000349342j -0.000716429-0.00243513j 0.0040547+0.000616311j 0.000417605+0.00153409j -0.00241947+0.00157616j 8.23524e-05-0.000358603j 0.00201916-0.000181j -0.00155674+0.00223617j 0.00470989-0.00313101j -0.00116834-0.00332196j 0.00257399-0.0043321j -0.000196954+0.000766716j 8.86803e-05-0.00266635j -0.00200832-0.00073324j 0.00229461-0.000235777j -0.00433338-0.000232299j 0.000442689-0.00191905j -0.0026603-0.00208271j -0.00325767+0.000531634j -0.00284685-0.00313159j 0.00164093+0.0013048j 4.97544e-05+0.000439619j -0.00136993-0.00064937j -0.00160312-0.00381439j 0.000663297-0.00159939j 0.000749141+0.00123037j 0.00328748+0.000296524j 0.000836389+0.0014223j -0.000715958-0.000293727j 0.00062951-0.00170307j -0.000571611+0.00167417j -0.0040246-0.00173918j 0.000634269+0.000957299j 0.00623611-0.0010419j 0.000384805+0.000272287j 0.000591389-0.00534144j -0.00498978-0.000149031j -0.00296756+0.0018731j 0.00173085+0.000325762j -0.00149993-0.000402364j -0.00540755+5.43658e-05j -0.00160437-0.00177619j 0.00199049+0.000284153j 0.00337138-0.00581697j 0.000287371+0.00185929j -0.00139858-4.21849e-05j -0.000814602-0.00178704j 0.00678593-0.00311621j 0.00207674-0.00212899j 0.0012157+0.000222741j 0.00211865-0.0030753j 0.000366909-0.000771802j -0.0028073-0.000762805j 0.0058797-0.00593455j -0.00193725-0.00225099j -0.00236157-0.00316915j -0.00425531-0.0028891j -0.00269227+0.000798213j 0.00469971+0.00168003j -0.00120078+0.00399862j 0.0025331+0.00729244j 0.00480181+0.00587007j 0.000952079-0.00534069j -0.000177137-0.000969394j 0.00152225-0.00165366j 0.00764006-0.00319501j 0.000765908+0.00423026j -0.000398823-0.00311697j 0.000876649+0.00288109j -0.00201859+0.00152238j -0.00498875-0.00225305j -0.00262216-0.00114925j 0.00445732+0.00220722j -0.000624655-0.00322747j -0.00164718-0.0017978j 0.00168156+0.00349076j -0.000291796-0.000857082j -0.00240849-0.000305262j -0.000106031+0.00386188j 0.000832173+0.00411995j 0.00103852+0.00305633j 0.00304681+0.00275909j 0.00232578-0.00142332j 0.000457589+0.00232201j 0.000797171+0.000732653j -0.00109517-0.00117255j 0.000805331-0.000366131j -0.00302627-0.00395973j -0.00241583+0.00153493j 
