-0.1113+0.226511j -0.218534-0.108639j -0.109334+0.0448498j -0.0276634-0.143787j 0.0394065+0.0518314j -0.00254358+0.0147441j 0.0565866+0.0445207j 0.0333333-0.0362575j 0.0237846-0.0212241j 0.00433065+0.0426245j -0.0456149-0.00996335j -0.0966698-0.0543111j 0.0421498+0.040548j 0.0327942+0.0669114j -0.00119096-0.0151277j -0.0864853+0.05237j 0.000960942+0.0630566j -0.0334387-0.0405233j 0.00895221+0.0371551j -0.0123304-0.0264966j 0.17005-0.0732989j 0.0366306-0.0159463j -0.113392-0.152505j -0.0210257+0.00703314j 0.0260556-0.0723039j 0.0519092+0.165616j 0.16388-0.172775j 0.0639909-0.0527731j -0.166838-0.273189j 0.0751429-0.157903j 0.152876-0.0359167j 0.171201+0.0607988j 0.0495428-0.196672j -0.283505-0.050386j 0.0247892-0.194841j 0.136046-0.18442j 0.03563+0.0200797j 0.0447242-0.0461421j -0.145232-0.063327j 0.0415971-0.016569j -0.0728351+0.0372109j -0.0316576+0.0445047j 0.0145631+0.0172346j -0.0169904+0.00251663j 0.0511555-0.00164647j -0.0968901+0.0123053j -0.0451835+0.0185826j 0.070638-0.0139726j -0.0867101+0.049346j 0.0643772+0.00899868j -0.0735433-0.0263896j 0.0287178+0.0106108j 0.0106055-0.00138302j -0.00781607-0.0108119j -0.037704-0.0215458j 0.015177-0.0516655j 0.0215442-0.015115j -0.0329765+0.0219667j -0.0375252-0.0412908j -0.0220951-0.00939827j -0.0442534-0.0396591j -0.0239635-0.0112822j -0.0251771-0.00367147j 0.00656903-0.00460301j 0.0435533+0.00650028j -0.00677263-0.0234937j -0.000290884+0.00849641j -0.00416939+0.0208627j 0.00601454+0.0129281j -0.00709165+0.021307j 0.00849066+0.0056843j -0.00517692+0.00951569j 0.0212638+0.0433712j -0.00709366-0.0234419j 0.0122172+0.0477538j 0.00329988-0.0242092j -0.00413136-0.01897j 0.00265819-0.0103525j -0.0308398+0.0133024j 0.0023998+0.00156818j 0.0162103+0.0258644j -0.00151979-0.00310155j -0.0171425+0.0345116j 0.0197417+0.00177471j 0.00263116+0.000768667j 0.0110452-0.0191327j -0.00590483-0.0160872j 0.0576169-0.0210129j -0.00410721+0.0171611j 0.0116373-0.0114836j 0.0122881-0.0293643j 0.0109351+0.0121916j -0.0190786+0.0334291j 0.0603219+0.0516669j 0.0607632-0.0480889j 
0.000616474-0.00331267j 0.00113259-0.00329729j 0.000797931+0.00118146j -0.00583663+0.000174242j -0.00401343-0.00238124j -0.00424082+0.00123521j -0.00180781-0.00533139j 0.00232132-0.00217198j -0.00177663+4.82883e-05j -0.000590321-0.00203232j -0.00347429+0.000414687j 0.00172546+0.00609089j 0.00180518+0.00472616j 0.00119048-0.00438798j -0.00277047+0.000614422j -0.0018753+0.00395103j 0.00213611-0.00403529j -0.000469575-0.00127065j -0.000567448-0.000694642j -0.0020919+0.000140949j -0.00526027+0.000510959j 0.00167333+0.000616336j 0.000146717-0.000488823j -0.00209329+0.00098657j -0.00318116+0.00299646j 0.000910368+0.00189124j 0.000798736+0.00205466j -0.000658705+3.27026e-05j 0.000669523-0.00202704j -0.00668193-0.00219826j 0.00025471-0.0012244j -0.000905688+0.00153545j 0.000370165+3.00787e-06j 0.00133388+0.00101068j 0.00163466+0.00220947j 0.00020152+0.000705978j -0.000177612+0.000884313j 0.000747184-0.000987455j -0.00222636-0.00435321j -0.00037604+0.00127162j -0.000187285-0.00266514j 0.00126471-0.00420944j 0.000173618+0.0011102j -5.83067e-05-0.000851669j -8.93314e-05+0.00234551j 0.00233505+0.00217985j 0.00235606-0.00048202j 0.000970561+0.00426601j -0.00149346-0.00744054j -0.00115289-0.00463379j 0.00145839+0.00504938j -0.00122155+0.00156548j 0.000927928+0.000840692j 0.00200438-0.00491396j 0.00323247-0.00567238j 0.000755645-0.00320723j -0.000909539+0.000121613j -0.000869264+0.000387483j 0.00111031+0.00320958j 0.00115584+0.000223195j -0.00507756+0.00377201j -0.000810796-0.00218887j -0.0019125+0.000180747j 0.00254005-0.00236941j -0.00305058-0.000161347j 0.00497037-0.00198977j 0.00305619-0.00207529j -0.00363662-0.00133435j -0.000256062-0.00139573j -0.00160109-0.000843147j 0.0022146-0.00278182j 1.29704e-05-0.00226945j 0.00110858+0.000322783j 0.000939608-0.000185425j 0.00233464-0.000470091j -0.0026877-0.0010393j -0.00150061-0.000129174j -0.000111106+0.00136537j 0.00114596-7.87268e-05j 4.04974e-05-0.00106583j 0.00153185+0.00128165j 0.00116646+0.000649248j 0.000573254+0.000584017j 0.00608688+0.000533485j 0.00032286-0.000957701j -0.00107398+0.000956616j 0.00116537+0.00216671j 0.000169038+0.000957509j -0.000197751-0.000398068j -0.000492407+0.000819761j -0.000639048+0.00113271j -0.000345463+0.00328943j -0.00030804-0.00144046j -0.000849434-0.000327783j -0.00032112+0.000995843j 
-0.00245932-0.00161869j -0.00500394+0.00169042j -0.000208984+0.00168588j -0.000228929+0.00107986j 0.000347664-0.00164466j -0.000925439-0.000971057j -0.00151294-0.00182741j 1.84413e-05-0.000678369j -0.00180806-0.00194495j -0.000838788+0.0018512j -0.00235629-0.00301945j -0.000617938-0.000357259j 0.00155119+0.00254822j 0.00213567+0.001013j -0.00186007-0.000957288j -0.00169647-0.00356491j 0.000310636-0.00172322j -0.000285517-0.000877167j -0.00122777+0.000131224j -0.00153439+0.00345621j 0.00107232+0.00118115j 0.000279737+0.00280468j -0.00238081+0.000834118j -0.000774233+0.00290675j -0.00149489+0.00208227j -0.00091396-3.6847e-05j 0.00133357+0.00111454j 0.0011366+0.000537162j -0.00202513+0.000860912j -0.000819844-0.000788217j 0.00114517+0.00108178j 7.09105e-05+0.00152261j 0.000197249-0.00210636j 0.00249981-0.000340644j 0.000646723+0.000677936j -0.000942106-0.000311168j 0.000987568+9.47669e-05j -0.000420629-0.000377218j -0.00202907+0.000350456j -0.00553021-0.00539976j -0.00135654+0.00221259j 0.00179249+0.00138336j -0.00111329-3.44526e-05j 0.000172571+0.000174281j -0.00116769-0.000138297j -0.000223971-0.00353192j -0.00425669+0.00161178j 0.00151957+0.000993321j 0.000676619-0.00206296j -0.00167619-0.000732573j 0.000411554+0.00233948j 0.000738965-0.000857576j -0.00333394+0.00189823j 0.00100828+0.000136125j 0.0021993-0.00166534j 0.00275165+0.00161492j -0.00128202-0.000251064j -0.000940166+0.000310417j -0.000690639-0.00158331j 0.000118935-0.000312907j -0.000898929+0.00193522j 0.00199242+0.00384452j -0.00271159-0.00265149j 0.00274878-0.0014283j -0.00198329+0.0012638j 0.0013219-0.0022409j 0.000288594-0.000616868j -0.00185278+0.0021763j -0.000620752+0.00134849j -0.000852876-0.00052609j 0.00159665+0.00243724j -0.00192105-0.0033419j -0.00254221-0.00227928j 0.00382194+0.00387888j -0.00143081-0.000179281j 0.00209125+0.00230566j 0.000405656+0.00117184j 0.000391561+0.00170694j 0.000333124+0.000418871j 0.000463245+6.15311e-05j 0.00115167+0.000489884j 0.00167224-0.00122518j -0.00305286-0.00164326j 0.00221423-0.000878495j -0.00062189-0.0034108j 0.000151911-0.00099343j 0.000999525-0.00106439j -0.00218964-0.00147043j 0.00116519-0.000491125j -0.000763301-0.00402141j -0.000651484-0.00555545j -0.00266847-0.00458506j -0.00044422-0.00117132j 0.00330901+0.00274484j 0.00345316-0.00172233j 
0.000607905+0.00281397j -0.00088636+0.0016817j 0.000227101-0.00515846j 0.00270405+0.000943415j 0.00219802+0.00103274j 0.000403964+0.000141543j -0.0015544+0.0042777j -0.00262411+0.000528262j 0.00327239+0.000618854j 0.00226255+0.00227427j -0.000171968+0.00645426j -0.00288919-0.00377053j 0.00197928-0.00481969j -0.00251251-0.000176994j 0.00215092+0.000399299j 0.00141318+0.000906797j -0.00191331+0.00211919j 0.000440996-0.000117033j -0.00111109+0.000775054j 0.00147067+0.00287714j 0.00178231+0.00495305j -5.66192e-05-0.000873328j 6.02192e-06+0.000755875j 0.00020119-0.00103453j 0.00101439-0.002512j 0.00117931-0.00306009j 0.000285977+2.58893e-05j -0.000718431-0.00153626j -0.00231321+0.000643051j 0.00331208+0.000636154j -0.00297063+0.00195861j -0.000490185+0.00065104j -0.001276-0.000277145j 0.000975094-0.000672344j -0.00046537+0.000249939j -0.00160331-0.000304709j -0.00204573+0.00148548j -0.000112226-0.000468596j -0.00130695+0.00247607j -0.00404065-0.000597404j -0.00155942+0.000840753j -0.00172452+0.00290878j -0.00155566-0.00213436j -0.000480754-0.00128918j 0.000558087+0.000410996j 3.92519e-05-0.000921175j -0.00326361-0.000538968j -0.000590907-0.000903159j 0.00224449+0.00175329j 0.000932595-0.000915874j -0.000251404-0.00324459j 0.00237759-0.00157611j -0.0021258-0.000885926j -0.00256855-0.000546488j -0.0078942-0.00137115j -0.00108797+0.00327729j 0.00112034-0.0012042j 0.000124276+0.00142175j 0.000799957-0.00125626j 0.00309856-0.00414445j 0.00695033+0.000472819j 0.000520297-0.00192967j -0.000751592-0.00286346j -0.00175814-0.000579288j -0.00108925+0.0063411j -0.00671134-0.00133154j -0.000122062+0.00338301j 0.00552991+0.00551549j 0.000675185+0.00224114j 0.000211061+0.00144677j -0.000651577+0.00139609j 0.00132482-0.00393889j -0.000788771-0.00194826j -0.000445739+0.00250803j -0.00192295+0.000958444j 0.00274458+0.00341294j -4.03935e-05-0.00141427j 0.00104735-0.00147325j -0.000162775-4.30945e-05j -0.00168009-0.00143844j -0.000356913-0.00494075j -0.001461+0.000284587j 0.00198541+0.00228281j -0.00500578-0.000264854j -0.00311468+0.00210764j 0.00120482-0.000547842j 0.000845607-0.00300859j 0.0013072-0.000564411j 0.00120817+0.00106901j 0.00175378-0.00272842j 0.000927743-0.00477154j 0.00184424-0.00115593j -6.19725e-05+0.000324423j 0.00017002-0.000819301j -0.00029108+0.00155132j 
0.0014048+0.00196968j -0.00481418+0.00188619j 6.22782e-05-0.00559327j 0.00435037-0.000656236j 8.9137e-05-0.00457246j -0.00071464-0.0021602j -0.00278042+0.0027945j -0.00590849-0.000680298j 0.00307213+0.00258409j 0.00140075+0.00140795j 0.00276398+0.00172481j -0.00252735+0.00344365j -0.00096644-0.00506165j -0.00149232+0.000150635j 0.00101231-0.000314671j 0.000726396-0.00154899j 0.00177088-0.00271241j 0.0046644-0.00278347j -3.50657e-05-0.000497068j 0.000917103-0.000287155j -0.00480147-0.000433781j 0.00046747+0.00078053j -0.000834762+0.000798679j -0.00143556+0.000103287j -0.00432173-0.000344233j 0.00126245-0.000169677j 0.00109672-0.000424846j 0.000779484-0.00031192j 0.000684869-0.00254283j -0.00447195-0.00305787j 0.000537792+0.000317691j 9.16717e-05+0.00189232j 0.0023772-0.000725254j 0.000999314-0.000464685j -0.000784319-0.00058462j 0.00157047-9.89613e-05j 0.00122461-0.00157482j -0.00182991+0.00293965j -0.00109158+0.000184717j 0.00304922+0.00180274j 0.00139435-0.00218718j -0.000249405-0.00168509j 0.000247006+0.00181481j 0.000717158+0.00230162j 0.000882575+0.000532152j 0.000532924+0.00176088j -0.000390075-0.00271723j -0.00172811+0.00277592j -0.00223156-0.00402768j -0.000920219-0.00111867j 0.00153224+0.00472855j -0.00155709+0.00183062j 0.000895715+0.00149371j 0.00476898-0.00213298j 0.00416086-0.00514083j 0.000322113-0.00216404j -0.000962053-0.00028268j -0.0015866+0.000206403j 0.0015549-0.000828561j -0.000410709+0.000850031j -0.00361097+7.83231e-05j 0.000920505+0.00312754j -0.00170154+0.00257704j 0.000402494-0.00208091j -0.00250585-0.00368588j 0.00620223-0.00186417j -0.00179453+0.000812791j -0.00208579+0.00197846j 0.00128283+0.000376407j -0.000636516+0.0005301j 0.000253406+0.00101495j -0.000697813+0.00222989j 0.00155553+0.00136606j -0.00225481-0.00360179j 0.00202121+0.000312301j -0.00250487+0.000297228j -0.000478226+0.00323585j -0.00265106+0.00273087j -0.00019063+0.000707465j 0.00134597+0.00177556j 0.00129208+0.000587219j 0.000486466-0.00134478j -0.00275504-0.00201557j 0.00355923-0.00136627j 0.00102294-0.00143591j 0.000623276+0.000754365j 0.000756098+0.0027812j -0.000182105+0.000878525j -0.00204859-0.00117191j 0.00152565+0.00293042j 0.000965216+0.00520254j -0.00141057+0.000178163j -0.000993763-0.000161986j -0.000175894+0.00115809j -0.000265913-0.000382467j 
0.00137685+0.000677621j -0.00113294+0.00274424j -0.00276031-0.00588518j 0.00211282-0.00266599j 0.000711466-0.00178347j 0.00164111-0.00115343j 0.0012174+0.00566663j -0.00182863+0.000345438j 0.00244256+0.00105847j 0.00238119+0.000740567j 0.00335718+0.00555345j -0.00210343+0.00366199j -0.00153201-0.00495202j -0.00135536-0.000317548j 0.00206385-0.00170559j 0.000697687-0.00134853j 0.00178822+0.00152373j 0.000295054-0.00184602j -0.0017807+0.00172416j 0.00346982-0.00226445j -0.003555+0.00325324j 0.000342856-0.000729965j -0.00285991+0.00162423j 0.000718439+0.000224306j -0.00170213-0.00206378j 0.00234667-0.00377978j 0.00141935-0.00240678j -0.000764793-0.000140273j -0.000619633-0.00127075j -0.00186441-0.000860596j -0.00153459+0.00420419j 0.000279106+0.00141341j 0.00087888+3.68006e-05j -0.000951935-0.00248874j -0.000867902-9.69173e-05j 0.000267033-0.0015067j 0.000505985+0.00210111j 0.00224396-0.0027506j 0.00309601+0.0019616j 0.00250122-0.00141208j -0.000764098-0.00359147j -0.00275696-0.000386376j -0.00117794-0.000618004j 0.00303007+0.000247879j 0.00241431+0.00048554j -9.1151e-05+0.00196776j 0.00207882-0.00274043j 0.000104097+0.00441066j -0.000100058-0.000961332j 0.000593032-0.00362996j 0.00157881-0.000293j -0.000787999-3.36863e-05j 0.000359854-0.00139877j 0.00231109-0.00504966j 0.00377524-0.00358385j -0.00257381-0.000261989j -0.000239123+0.000850741j -0.000685193-0.00130001j 0.00176753-0.00104227j 0.000286355-0.00106293j -0.00070524-0.00146261j -0.000742287-0.00077177j -0.00121602-0.00153189j -0.00261821-0.00143547j -0.00390468-0.00127172j 0.00175359-0.00178779j -0.00132506-4.15781e-05j -0.00121235+0.000347204j -4.74111e-05-0.000335248j -0.00195896+0.000943311j -0.00214088-0.00274096j 0.00175852-0.000343969j 0.00231536+0.00215699j -0.00327642-0.00337788j 0.00201477-0.000294026j -0.000379356-0.0012727j 0.00120331+0.00150707j 0.00267172+0.00278569j -0.00202451+0.000279139j 0.000972548-9.46047e-05j 0.00274544-0.000457004j -0.00237788+0.00145903j -0.00245212-0.0018085j 0.000848821-0.0034094j 0.00249385-0.00277298j 0.00120777+0.00132098j 0.000136534-0.000830249j -0.00137047-0.000866887j 0.000979519+0.000908303j 0.00119544+0.00175781j 0.00135117+0.00220018j 0.00508674+0.00425423j 0.00110513-4.46247e-05j 0.000267605-0.000181856j 0.00038195-0.00168739j 
-0.0040226-0.00281082j -0.0020781+0.00849584j 0.00556433+0.000965482j 0.00345896-0.00183241j 0.00288943-0.00288628j -0.00414041-0.0054073j -0.00336379-0.00194345j -0.00333711+0.00209355j -0.00204491+0.00106697j 0.00040945+0.000864448j -0.000469134-0.00508926j 0.00157102+0.00368485j -0.00211364+0.00648918j 0.000537708-0.00180806j 0.00532183-0.00240657j -0.00154628-0.00472214j 0.00712729-0.00268345j -0.000224306-0.00182586j 0.00184686+4.17136e-05j 0.00303046-0.00385449j 0.00571753+0.00377227j -0.003012+0.000935015j -0.00551565+0.00154116j -0.00334416+0.000498163j 0.00367047+0.0023024j 0.00441797-0.00358174j 0.00528083+0.00402373j 0.00319073+9.8644e-05j -0.00153921+0.00148831j -0.000687748-0.00211998j -0.00389702+0.000708788j -0.00187904+0.00169662j 0.00232362+0.000343031j 0.00607831-0.00147694j 0.00326439-0.00281756j -0.00997285+0.00258153j 0.000727579-0.00338624j 0.00016833+0.000980352j -0.00480666-0.00120346j -0.00926158+0.00150923j -0.000639463+0.000613033j 0.00518494-0.000702613j -0.000403328+0.00386687j 0.00312772+0.00171292j -0.00412548+0.0019708j -0.000191685-0.000234455j -0.00333648-0.000167418j 0.00194891-0.00123744j 0.00100528-0.000812215j -0.00127491+0.00102945j 0.000280921+0.00363674j 0.00167086-0.000520059j -0.000607877+0.000278529j 0.00215181-0.00194698j 0.000425079+0.000191675j 0.00371867+0.00192717j -0.000594554+0.00231358j -0.0012534-0.000792459j -7.64581e-05+0.00398572j 0.0034965+0.00284078j -0.00171618+0.000548059j 0.00081725+0.00507844j 0.000705722+0.00558785j 0.00165516-0.000364964j 0.00312072+0.0076129j -0.00012941+0.00116161j -0.00060309+0.00132233j 0.00253286+0.00482118j 0.00417745-5.34206e-05j 0.000164093-0.00234441j 0.00107392+0.00333221j -0.00273131-0.00259648j -0.00343527-0.00273837j 0.00432829+0.00357515j 0.000352161-0.00147788j -0.00423084+0.000593153j -0.0014662+0.00176576j -0.00192709-0.00159467j 0.00111363+0.00147404j 0.000469893-0.000286698j -0.00368934-0.0038684j -0.000939006+0.00171656j 0.00247236+0.0043944j 0.00142083+0.00302995j 0.00500905+0.00445745j 0.000920058-0.00149846j 0.00130195+0.000963506j 0.00163251+0.00143022j -0.00812235-0.00179361j -0.000152491-0.00298017j -0.00081622-0.00236814j 0.000699528-0.00329345j 0.00287897+0.00256877j -0.00548953-0.00190765j -0.00256146+0.00413832j 
-0.00110789+0.00107108j -0.000390546-0.000928068j 0.00588359-0.000374736j -0.00247346-0.000169598j 0.00227904-0.000691559j -0.000109466-0.00284032j -0.00549974-0.00237837j -0.00240858-0.000264443j -0.000590646+0.00410548j -0.00261362+0.00341143j -0.00758588-0.00211472j 0.000821579-0.00163421j 0.00306952+0.00576645j -0.000387578-0.00116937j 0.00164101-0.00110557j -0.00269738+0.000441937j -0.00143769-0.00222108j 0.000401064-0.00120984j -0.000516626-0.00390138j -0.000345549-0.000427252j -0.00600037+0.00157837j 0.000289631+0.000553836j -0.00031006-0.00327512j -0.000297752-0.00328886j 0.00048662-0.00143795j 0.00195056+0.00334256j 0.00101404-0.000603639j 0.00122694-0.00113779j 6.21122e-05-4.5705e-05j 0.000890931+0.000714052j -0.00387434-0.00203521j -0.00262737-0.00116433j -0.000927722+0.00273422j 0.000821507+0.00265053j 0.000888729+0.000321207j 0.00309588-0.00571548j 0.00105412-0.00312122j 4.85397e-05+0.000551853j 0.000325502-0.00248686j 0.00864738-0.00081635j 0.00203083-0.00146605j -0.00239004+0.00468951j 0.000704154+0.000961199j -0.000291715-0.000137337j -0.000912267-0.00278547j 0.000161461+0.00279866j 0.001148-0.00505254j -0.00405553+0.00357141j 0.00114723+0.00260277j 0.000683704+0.00081613j -0.00293297-0.00180343j -0.00211511+0.000709992j 0.000634641-0.00143526j 0.00135767+0.00139593j 0.00176125+0.00375326j -0.00317234+0.00264863j 0.00029487+0.000196813j -1.9229e-05-0.00250764j -0.00121197-0.00109262j -0.000393214-0.00114333j 0.00283513-0.00567458j 0.000237367+0.0021479j 0.0038836-0.000893228j -0.00233868+0.00582368j -0.00292401-0.00219441j -0.00202632+0.00380183j -0.000267268-0.000382067j 0.000769427-0.0022616j -0.00328658-0.00214934j -9.11672e-05+0.00166388j -0.00454137-0.000687615j 0.00313259+0.0010774j 0.00354804+0.000883467j -0.00497623+0.000632864j -0.000593823+0.00135672j -0.00370815-0.000187582j -0.000387183+6.13129e-06j 0.000439789+0.000466775j -0.000976828-0.00172947j -0.00102175-0.000409619j 0.0018455+0.00160171j -0.00199485+7.27526e-05j 0.00147936-0.00047166j -0.00497034+0.00314782j -0.00138767+0.00179807j -0.00144537-0.00107994j -0.000703067+0.000842428j -9.11378e-05-0.000763219j -0.000222318+0.00102399j 0.00339201+0.00123272j 0.00569553+0.00328913j 0.00133716+0.0014957j 0.000389106+0.000231954j -0.000284699+0.000135513j -0.000369214-0.00040671j 
-0.00478251+0.00108998j 0.00076164-0.00116053j 0.000696262+0.00579347j -0.0031416-0.000639487j -0.00108934+0.00257751j -0.000903731+0.00010732j 0.00290343-0.0030585j 0.00518899-0.00399585j -0.00629335-0.000106635j -0.0033212+0.000579843j -0.00443965-0.000983807j 0.00144047+0.000806939j 0.00155916+0.0050918j -0.00011358-0.00122635j -0.000584648-0.00111983j -0.000342385+1.0286e-05j 0.000383541+0.00330504j -0.000185616+0.00374194j 0.00106729+0.00223178j -0.00368562-0.000594901j 0.0030879-0.00385775j -0.00245726+0.000926538j -0.00245551-0.00118814j -0.00257094+0.000633073j 0.00486366-0.00212626j 0.000872228-0.00089841j -0.000439324+0.00133567j 0.00204278+0.000606877j 0.000673589-0.00170239j 0.00106231-0.00033865j 0.00112462+0.001534j 0.00216651-0.000579635j 0.00190082+0.000503894j -0.00128998-0.00220428j 0.000535408-0.00201256j -0.00347219+0.000312837j -0.00110202-0.00356754j -0.00251268+0.000851866j 0.000286811+0.00319317j -0.00200897+0.0032192j -0.00190465+0.000270664j -5.84942e-05+0.00242186j 0.00263319+0.00106727j -0.00265478-0.00130999j -0.00312602-0.00206379j -0.00435377+0.00125379j -0.00182857-0.00206568j 5.53059e-05+0.000438406j 0.0033026+0.00319701j 0.00146069+0.00146163j -0.00254952+0.000880587j 0.000785314+0.0023746j 0.000832728-0.00082795j -0.000661391+0.00510603j 0.000447531+0.00331372j 0.00166349+0.003682j 0.0016776+0.00105888j 0.0012976-0.00190262j -0.00108905-0.000195346j 0.00173456+0.00102329j 0.00382987-0.00263094j -0.000215836+0.00431543j 0.00485145-0.00398207j -0.00232927+0.00335424j 0.00216499-0.00172027j -0.00427407-0.00213956j -0.00313056+0.000245208j -0.000699184+1.83724e-05j -0.000613754+0.00133984j 0.00113174-1.32982e-05j -0.000150637+1.88043e-05j 0.000532638+0.00254758j -0.00109448-0.00179306j -0.000496521+0.000155724j -0.00327721-0.000905097j -0.00127558+0.00119935j 0.000682765-0.00103577j -0.000791537-0.00255783j -0.00232138+0.00012309j 0.000639145+0.000666893j -0.000676495+0.000862824j 0.000747186-0.000867788j -4.69906e-05+0.0023449j -0.00159332+0.000333183j -0.000277937+0.00380287j 0.00101182-0.00389902j -0.00148027-0.000991667j 0.00287249-0.00102029j -0.00551089+0.000515497j 0.000858703-0.000340769j -3.78721e-05-7.2506e-05j 0.00147612+0.000635373j 0.000190039+0.00474122j -0.000607321-0.000575916j -0.00160914+0.000756189j 
-0.0032456+0.00216614j 0.00126645-0.000918323j 0.000330268+0.00343178j 0.000979472-4.68283e-05j -0.00433891+0.000112778j 0.000638618+0.00121007j 0.00341664+0.000299969j 0.00322274-0.00181823j -0.00084825+0.000289231j 7.98676e-05-0.000466698j -0.00127752+0.000236244j 0.00282796-0.00110877j 0.00201758-0.00111858j 0.000637605+0.000981709j -0.00137106+0.00112828j 0.000368324+0.000576868j -0.00255875+0.00197843j 0.000443807+0.00234753j -0.00134412+0.00295114j -0.00365762+0.000217852j 0.000789433-0.00201859j -0.00278809-0.00112791j -0.00401889-0.00168362j -0.00248727-0.000487785j 0.00203535+0.00124008j 0.00231226-0.00141864j -0.00090359-0.000604024j 0.000777383+0.000781215j 0.000376504-0.00163878j 0.000571414+0.000544893j 0.00270201+0.000250421j 0.00231704-0.00042617j 0.00395893+0.00231371j -0.00135279-0.000195499j -0.00179901-0.00279085j -0.00329465-0.000996941j 0.000419976+0.00189197j -0.00243944+0.000762068j 0.000341455+0.0014388j 0.00228745-0.000783892j -0.000840848-0.0010521j -4.10537e-05-0.00232516j -0.0019899+0.000878567j -0.00288716-0.000445362j 0.00210316-0.00043302j -0.000468301-0.00239638j -0.00305542+0.00251347j 0.000971825-0.00117507j -0.00383856+0.00140666j -0.00173729-0.000679078j 0.00127722+0.000289059j -0.002772+0.000789053j -0.00183397+0.000881056j 0.00287487-0.00123334j 0.00307753-0.00420474j 0.00195735-0.00108483j -0.000354802-0.00274352j -0.000881983+0.00361263j 0.00183436-8.08716e-05j -0.00487001-0.00121897j -0.00542633+0.00356926j -0.00266157+0.000950979j 0.00141869-0.00157158j 0.00149201-0.00151288j -0.00480851-0.00311461j 0.00322753-0.00344307j 0.00279289-0.000397023j -0.00151213+0.00120486j -0.00268768-0.000596858j -0.0038194+0.00179814j 0.000842102-0.00257464j 0.000763466+0.00033713j 0.00115615+0.000814536j -0.00239734-0.00212032j -0.000188882+0.00214631j -0.000309948+0.00129j -0.00149253-0.000537045j -0.000971797+0.00149472j 0.000212631+0.00158642j -0.000380387-0.00126687j 0.00147766+0.000460578j 0.00190245-0.000775492j -0.00361814-0.00171375j 0.0044387-0.00267884j 9.77494e-05-0.00183953j 0.000367476+0.00334347j -0.000932687+0.000567641j 0.00388707+0.000837506j 0.0024446-0.00128077j 0.0012743+0.00131408j 0.00215472+0.000807667j -0.000259996+0.00242795j -0.00131524+0.00170525j 0.000117184+0.000397234j -0.00153339+0.000182649j 
-0.000940287+0.00307067j -0.00344755-0.00132557j 0.00107691+0.00371985j -0.000584136-0.00275315j -0.00380951+0.00283587j -0.0017333+0.00109646j 0.00746422+0.000834674j 0.00407938+0.00448383j 0.00135762-0.00322486j 0.00220459-0.00211417j -0.00696925+0.00137787j -0.00508509-0.00296722j 0.00744027-0.000895827j 0.00500882+0.0025267j -0.00283825-0.00159311j -0.00437544-0.00521673j -0.00623264-0.00424565j -0.00511184-0.00217086j -0.00452347+0.000989772j -0.0038454+0.00367553j -3.55197e-05-0.000409317j 0.00166498+0.00141613j -0.000667042+0.000235124j 0.000487444+0.00262877j -6.00652e-05-0.000252723j 0.000429027+0.00510946j 0.00126086+0.0010634j 0.00168109+0.00134007j -0.00293116-0.00278993j 0.0028005-0.000675527j 0.000840693-0.000820659j 0.00028839-0.000594833j 0.000166122-0.00522201j -0.000333534+0.000200761j 0.00250912+0.00281717j 0.00403949-0.0023164j 0.000268953-0.000973403j -0.00264045+0.00248732j -0.00456711+0.000943898j 0.000992577-0.000675659j 0.00158955+0.00248865j -0.00451826+0.0016799j 0.00126167+0.00088964j -0.00501938-0.000909876j 0.00167985-0.00201297j -0.00371877+0.001109j -0.00395342-0.000986869j -0.000759825-0.00186265j 5.82086e-05+0.00226254j 0.00020825+0.000959745j -0.000995745-0.00217836j 0.00158151+0.00105814j -0.000477961-0.0014413j -0.00167399+0.00284709j -0.00096979+0.000961161j -0.000680046-0.000280606j 0.000549158-0.00242919j 0.00125772-0.000561102j -0.000424643-0.00260933j -0.000238286-0.00154925j 0.00214283-0.00249911j -0.00110568+0.00197324j 0.00043923-0.00075573j 0.000757042+0.000601863j -0.00229228-0.00368301j 0.00035555-0.00110856j 0.0012502+3.51546e-05j 0.00132328-0.000289062j -0.00130263+0.000127053j 0.00146193+0.00230042j -0.000757233+0.00110595j 0.000450122+0.00162904j -0.000954678+0.00117918j -0.00293311-0.0012777j -0.00167863+0.00250487j -0.00012013-4.05548e-05j 0.000401737-0.00140788j -0.000689357-0.00123341j -0.000237355-0.000502351j 0.00152208+0.00109111j 0.00292707+0.00290342j 0.00181147-0.00364825j -0.00180935+0.00144347j 0.000319271-0.000190034j -0.00148553+0.001354j -0.000819174-0.00446371j -0.000804794-0.00103401j -0.000778276+0.000842438j -0.000439345+0.000507406j 0.00218829+0.00100359j 0.00329913+0.00151875j -0.000478185+0.000342356j -0.00152467-0.00171867j 0.00684907+0.00173015j 0.0017454-0.00504945j 
