0.70996-0j 0.717317-0j 0.0831455-0j 0.102887-0j 0.0600176-0j 0.0505971-0j 0.00730306-0j 0.0590299-0j 0.0361483-0j 0.00852024-0j 0.0516512-0j 0.00521756-0j 0.00745521-0j 0.021305-0j 0.00307512-0j 0.0367194-0j 0.00649114-0j 0.000540929-0j 0.041479-0j 0.0338675-0j 0.00733253-0j 0.0342185-0j 0.000611044-0j 0.0296341-0j 0.00598698-0j 0.0244468-0j 0.00604903-0j 0.000498915-0j 0.00523861-0j 0.00781088-0j 0.000504085-0j 0.000436551-0j 0.00432163-0j 0.00138078-0j 0.000360136-0j 0.000115065-0j 0.0288474-0j 0.00480791-0j 0.00294423-0j 0.0319283-0j 0.000600989-0j 3.54136e-05-0j 0.0252415-0j 0.00532138-0j 0.0168277-0j 0.0255031-0j 0.00325867-0j 0.000665172-0j 0.00420692-0j 0.0294484-0j 3.91957e-05-0j 0.00280461-0j 0.0104116-0j 0.0025762-0j 0.00425052-0j 0.0171783-0j 0.00171747-0j 0.0026029-0j 0.000525865-0j 0.0182203-0j 0.000350577-0j 0.00490807-0j 0.000531314-0j 3.09869e-05-0j 0.0106285-0j 0.00300557-0j 0.00173527-0j 2.06579e-05-0j 0.00286304-0j 3.1308e-05-0j 0.00277271-0j 0.00106263-0j 0.00175325-0j 0.00303672-0j 0.000613509-0j 0.0018596-0j 0.000216908-0j 0.00177142-0j 3.61514e-05-0j 0.00035788-0j 0.000379589-0j 0.00108477-0j 1.27814e-05-0j 0.000462118-0j 2.10883e-05-0j 0.000221427-0j 0.000282988-0j 2.23675e-05-0j 5.77647e-05-0j 1.30477e-05-0j 3.40382e-06-0j 
-0.00892028-0j 0.00303672-0j -0.0166501-0j 0.0611492-0j -0.0120187-0j 0.0002142-0j -0.00295583-0j 0.000249899-0j 0.000143291-0j -0.00344846-0j -0.000648971-0j -0.00197733-0j 0.00895541-0j 9.01935e-05-0j -0.00124462-0j -0.0226552-0j -0.00129987-0j -0.000329547-0j -0.0255918-0j 0.0620164-0j -0.00146835-0j -0.0211121-0j -0.000372262-0j -0.0171199-0j 0.00355826-0j 0.0447658-0j -0.00121133-0j 0.000902101-0j -0.000982272-0j -0.00481917-0j -0.000307101-0j -0.000249029-0j 0.00256849-0j -0.000276505-0j 0.000651171-0j -7.01004e-05-0j 0.000122124-0j 0.140318-0j 1.24642e-05-0j 0.000135166-0j -0.000243243-0j -2.88164e-05-0j -0.000317147-0j 0.155303-0j 7.12389e-05-0j 0.000107966-0j 1.37954e-05-0j -0.000269221-0j -0.364395-0j -0.000370005-0j -3.18939e-05-0j 0.081852-0j 0.00056034-0j -3.23687e-05-0j 0.12405-0j 7.2723e-05-0j 7.27079e-06-0j 1.10192e-05-0j 0.000631684-0j 7.22248e-05-0j -0.000141892-0j -0.425128-0j -0.000215043-0j 7.4834e-05-0j -0.000133542-0j -3.77634e-05-0j 0.643819-0j -1.68095e-05-0j 0.0835573-0j -2.54756e-05-0j 1.17381e-05-0j 5.71895e-05-0j 7.42226e-06-0j 0.0829848-0j 0.000736965-0j 7.37142e-06-0j -0.00111607-0j -0.153437-0j 8.73064e-05-0j -0.000144848-0j -0.000143855-0j -1.36295e-05-0j -0.000132218-0j 0.0134868-0j -1.71597e-05-0j 0.000265985-0j 1.19801e-06-0j -1.70422e-05-0j -2.33796e-05-0j 3.15105e-05-0j -2.76972e-06-0j 
0.00300557-0j -0.00295027-0j -0.000702115-0j 6.19978e-06-0j -0.000497312-0j -0.0414322-0j 3.0917e-05-0j 0.00137241-0j -0.0296006-0j -1.0241e-06-0j 0.0410913-0j 2.20882e-05-0j -3.06627e-05-0j 0.0513445-0j -3.83137e-05-0j 0.000155449-0j -0.00531537-0j 2.28999e-06-0j 2.49944e-06-0j -0.000285991-0j -8.54649e-05-0j 0.000280729-0j 3.68203e-08-0j 1.78569e-06-0j 0.00977905-0j -0.000202569-0j -0.00959912-0j -4.21305e-06-0j -6.1059e-05-0j -0.000129914-0j 4.13553e-06-0j 2.63057e-08-0j 0.00692655-0j 0.00444223-0j -2.98412e-06-0j -1.91382e-06-0j 0.000122124-0j 2.0354e-05-0j 0.230753-0j 1.92393e-06-0j -0.000492128-0j 1.49921e-07-0j 0.000106858-0j 3.20656e-07-0j -0.000355439-0j -0.000104892-0j 0.00363528-0j -7.75297e-06-0j 1.78097e-05-0j -3.5396e-06-0j 2.36185e-09-0j -5.92398e-05-0j 4.40768e-05-0j 0.201909-0j -1.7482e-05-0j 0.000283926-0j -0.671602-0j -0.198194-0j -0.000430612-0j -7.49386e-05-0j 0.00143233-0j -5.89933e-07-0j 0.000422689-0j 1.31181e-07-0j -0.000132423-0j -0.00668807-0j 7.34614e-06-0j -4.36342e-07-0j 4.73211e-05-0j -1.28767e-07-0j -5.76879e-05-0j 0.0832832-0j 0.536479-0j -1.24898e-05-0j 1.42637e-05-0j -0.141597-0j -0.000177619-0j -2.20706e-05-0j -4.34526e-09-0j -0.00114415-0j 0.000301984-0j -0.250214-0j 5.41094e-08-0j -9.61465e-06-0j 3.48553e-07-0j 0.000533633-0j -0.109001-0j -9.19958e-08-0j 0.000232468-0j -1.62565e-07-0j -7.08186e-08-0j 
-0.00546253-0j 0.0018596-0j 0.00021555-0j -0.00079163-0j 0.000155592-0j -0.0253719-0j 1.89327e-05-0j -0.0296006-0j -0.0169728-0j 2.20882e-05-0j 0.0768706-0j 1.26653e-05-0j -5.73615e-05-0j -0.0106834-0j 7.97205e-06-0j 9.51929e-05-0j -0.00325499-0j 1.40232e-06-0j 0.000107532-0j -0.000260581-0j -0.0036769-0j 8.87093e-05-0j 1.58409e-06-0j 7.19346e-05-0j 0.00891021-0j -0.000188098-0j -0.00303329-0j -3.83873e-06-0j -0.0024597-0j 2.02492e-05-0j 1.30681e-06-0j 1.0597e-06-0j 0.00643173-0j -0.000692394-0j -2.77094e-06-0j 2.983e-07-0j 7.47853e-05-0j 1.24642e-05-0j 0.141307-0j 8.27721e-05-0j -0.000301366-0j 9.18076e-08-0j -0.000194212-0j 1.37954e-05-0j 4.36247e-05-0j 6.61152e-05-0j 0.156398-0j -0.000333551-0j -3.23687e-05-0j -0.000226581-0j 1.01612e-07-0j 7.27079e-06-0j 0.000343137-0j -0.366964-0j 1.10192e-05-0j 4.45336e-05-0j 0.082429-0j 0.124925-0j 0.000782625-0j 4.42285e-05-0j -0.000175797-0j -3.77634e-05-0j -0.000266428-0j -2.38418e-07-0j -8.17773e-05-0j -0.428124-0j 5.71895e-05-0j 5.35544e-08-0j 7.42226e-06-0j 8.11641e-08-0j 7.18807e-06-0j 0.648357-0j 0.0841463-0j 7.37142e-06-0j 0.000913063-0j 0.0835698-0j -0.00138275-0j -1.36295e-05-0j -2.78154e-07-0j -0.000179459-0j -0.00017823-0j -0.154518-0j 4.2124e-07-0j 1.19801e-06-0j 5.46701e-08-0j 0.000329542-0j 0.0135819-0j 5.42956e-08-0j -2.89661e-05-0j -1.00391e-07-0j 8.82419e-09-0j 
0.00422567-0j 0.00433731-0j 0.0237908-0j 0.0281427-0j 0.0157273-0j -0.000306063-0j 0.00422349-0j 0.000346909-0j 0.000648971-0j -0.00478713-0j -0.000307303-0j -0.00895541-0j 0.0042406-0j -0.000615337-0j 0.00849128-0j 0.0323713-0j 0.00185734-0j 0.000470879-0j -0.0355263-0j -0.0293781-0j -0.00203836-0j -0.0301543-0j -0.000516772-0j 0.0753294-0j -0.0016856-0j -0.019421-0j -0.00173013-0j -0.000427339-0j 0.0043221-0j 0.0728331-0j -0.000438629-0j 0.00109575-0j -0.0011143-0j 0.00417887-0j -0.000282501-0j 0.00105944-0j -0.000174499-0j -0.200496-0j -1.78097e-05-0j 0.000187637-0j 0.000347562-0j 4.11748e-05-0j 0.000150237-0j 0.215591-0j -0.000101791-0j 0.000154206-0j 1.91506e-05-0j -0.00037373-0j 0.17262-0j -0.000170287-0j -4.42748e-05-0j -0.116956-0j 0.000311869-0j 1.53335e-05-0j 0.17718-0j -9.51636e-05-0j -1.0389e-05-0j 1.57386e-05-0j -0.000299239-0j -0.000326977-0j 0.000202745-0j -0.195656-0j -0.000307144-0j -3.545e-05-0j 0.000302051-0j -1.73799e-05-0j 0.358331-0j 2.40186e-05-0j -0.109341-0j -3.63866e-05-0j -0.000307314-0j 3.183e-05-0j -9.7126e-06-0j -0.375689-0j 0.000339173-0j -3.33719e-05-0j -0.000621172-0j 0.34705-0j 4.0181e-05-0j 0.000189544-0j 0.000651263-0j 3.08279e-05-0j -7.35887e-05-0j -0.353098-0j 2.24548e-05-0j -0.000601616-0j -3.13651e-05-0j 7.71535e-05-0j 0.0006121-0j -7.12719e-05-0j 7.25139e-05-0j 
-0.000613509-0j 0.000602221-0j -0.013702-0j 0.000120991-0j -0.00970519-0j 0.00420679-0j -0.0282354-0j -0.000139347-0j 0.00300548-0j 0.000935275-0j -0.00417218-0j -0.0201724-0j 0.0280031-0j -0.00521324-0j 0.0349905-0j -3.1731e-05-0j -0.0515974-0j -0.00640862-0j -5.10197e-07-0j 5.83777e-05-0j -0.000829625-0j -5.73036e-05-0j -0.000103043-0j -3.64502e-07-0j 0.0949273-0j 4.13492e-05-0j -0.0931807-0j 0.0117904-0j -0.000592713-0j 2.65186e-05-0j -0.0115734-0j -7.36175e-05-0j 0.0672375-0j 0.0431216-0j 0.00835119-0j 0.0053559-0j -2.49284e-05-0j 0.000397214-0j 0.000492128-0j -3.92721e-07-0j 0.22356-0j -0.000845003-0j -2.18124e-05-0j 6.25769e-06-0j 7.25536e-05-0j 2.1411e-05-0j 7.75297e-06-0j 0.00352195-0j 0.000347562-0j 7.22517e-07-0j -1.33122e-05-0j -0.00115608-0j -8.99714e-06-0j 0.000430612-0j -0.000341167-0j -5.79562e-05-0j -0.00143233-0j -0.000422689-0j 0.195615-0j 1.52968e-05-0j -0.650666-0j -1.15127e-05-0j -0.192016-0j -0.000739378-0j 2.70308e-05-0j -1.42637e-05-0j 0.000143362-0j 0.00245936-0j 0.000923485-0j 0.000725774-0j 1.17755e-05-0j 0.000177619-0j 0.00114415-0j -0.000243742-0j -0.00647958-0j -0.000301984-0j 0.080687-0j -0.000430714-0j 2.44913e-05-0j 0.519755-0j -0.137183-0j -0.000533633-0j -0.000304978-0j -0.000187633-0j -0.00196455-0j -0.242414-0j -0.000232468-0j 0.000518518-0j -0.105603-0j 0.000916269-0j 0.000399156-0j 
0.00258769-0j 0.00265605-0j -0.000307992-0j -0.000364332-0j -0.000203604-0j 0.0362532-0j -2.70524e-05-0j -0.0410913-0j -0.0768706-0j 3.06627e-05-0j 0.0364-0j 5.73615e-05-0j -2.7162e-05-0j 0.0728866-0j -5.43886e-05-0j -0.000136018-0j 0.00465095-0j -2.00374e-06-0j 0.000149275-0j 0.000123441-0j -0.00510424-0j 0.000126703-0j 2.19903e-06-0j -0.00031652-0j -0.0042209-0j 8.16032e-05-0j -0.00433241-0j 1.81846e-06-0j 0.0108229-0j -0.000306031-0j 1.86651e-06-0j -4.66278e-06-0j -0.0027903-0j 0.0104643-0j 1.20213e-06-0j -4.50826e-06-0j -0.000106858-0j -1.78097e-05-0j -0.201909-0j 0.000114904-0j 0.000430612-0j -1.31181e-07-0j 9.20012e-05-0j 1.91506e-05-0j -6.2334e-05-0j 9.44317e-05-0j 0.217111-0j -0.000463033-0j 1.53335e-05-0j -0.000104279-0j 1.41058e-07-0j -1.0389e-05-0j 0.00019098-0j 0.173836-0j 1.57386e-05-0j -5.82756e-05-0j -0.11778-0j 0.178429-0j -0.000370742-0j -0.000200231-0j 0.000251191-0j -1.73799e-05-0j -0.000380536-0j 1.12942e-07-0j 0.000184967-0j -0.197036-0j 3.183e-05-0j -7.65223e-08-0j -9.7126e-06-0j 1.15926e-07-0j -0.000188191-0j 0.360857-0j -0.110112-0j -3.33719e-05-0j 0.000420219-0j -0.378338-0j -0.000769602-0j 3.08279e-05-0j -1.28015e-07-0j 0.000234836-0j 0.000806882-0j 0.349496-0j 2.3445e-07-0j -3.13651e-05-0j -7.154e-08-0j -0.000745372-0j -0.355587-0j -2.45807e-07-0j 0.000758361-0j 2.27069e-07-0j -2.31026e-07-0j 
0.00111504-0j -0.000379589-0j 0.00420652-0j -0.0154489-0j 0.00303642-0j 0.00257612-0j -0.0172906-0j 0.00300548-0j 0.00172333-0j -0.0201724-0j -0.00780501-0j -0.0115667-0j 0.0523862-0j 0.00108473-0j -0.00728059-0j -1.94312e-05-0j -0.0315968-0j -0.00392446-0j -2.19499e-05-0j 5.3191e-05-0j -0.0356924-0j -1.81077e-05-0j -0.00443315-0j -1.46836e-05-0j 0.0864932-0j 3.83953e-05-0j -0.0294447-0j 0.0107428-0j -0.0238768-0j -4.13336e-06-0j -0.00365716-0j -0.00296561-0j 0.0624341-0j -0.00672121-0j 0.00775459-0j -0.000834804-0j -1.52655e-05-0j 0.000243243-0j 0.000301366-0j -1.68958e-05-0j 0.136902-0j -0.000517457-0j 3.96433e-05-0j 0.000269221-0j -8.90486e-06-0j -1.34957e-05-0j 0.000333551-0j 0.151523-0j -0.000631684-0j 4.62506e-05-0j -0.00057272-0j 0.000141892-0j -7.00425e-05-0j -0.000782625-0j 0.000215043-0j -9.09038e-06-0j 0.000175797-0j 0.000266428-0j -0.355524-0j -9.0281e-06-0j 0.0798594-0j -0.000736965-0j 0.12103-0j 0.0013438-0j 1.66927e-05-0j -0.000913063-0j 0.00111607-0j -0.00030185-0j 0.000144848-0j -0.000457467-0j -1.46726e-06-0j 0.00138275-0j 0.000179459-0j 0.000143855-0j -0.414778-0j 0.00017823-0j 0.628146-0j -0.000265985-0j 0.00156776-0j 0.0815231-0j 0.0809646-0j -0.000329542-0j -0.00237424-0j 2.33796e-05-0j -0.000308138-0j -0.149701-0j 2.89661e-05-0j -0.000306027-0j 0.0131585-0j 0.000565836-0j -4.9736e-05-0j 
0.00177142-0j 0.00854562-0j -0.00981319-0j 0.0357382-0j -0.00824227-0j 0.000126245-0j -0.0017421-0j -0.00043347-0j 9.01935e-05-0j 0.00598163-0j 0.000615337-0j -0.00124462-0j -0.00849128-0j -0.000749722-0j 0.0103457-0j -0.0133525-0j -0.000766113-0j -0.000194228-0j 0.044391-0j -0.0123154-0j 0.00254698-0j -0.0594117-0j 0.000645718-0j 0.0317144-0j -0.00070661-0j -0.0103439-0j -0.00340881-0j -0.000179142-0j 0.00181965-0j 0.0530903-0j -0.000864212-0j 0.000461324-0j -0.000593494-0j 0.00304611-0j -0.000150465-0j 0.00077226-0j 7.19771e-05-0j 0.0827003-0j 7.34614e-06-0j -0.000234457-0j -0.000143362-0j -1.69837e-05-0j 6.298e-05-0j -0.269386-0j 4.19867e-05-0j 0.000303826-0j -2.39291e-05-0j 0.000466984-0j 0.0723627-0j -0.000216247-0j 5.53224e-05-0j 0.0482418-0j 2.59779e-05-0j 6.42787e-06-0j 0.34909-0j 4.98727e-05-0j 4.28525e-06-0j 3.10091e-05-0j -0.000125442-0j 0.000217064-0j -8.36279e-05-0j -0.248463-0j -0.000605153-0j -1.48608e-05-0j -0.000374016-0j -2.20706e-05-0j 0.0298481-0j -9.90719e-06-0j 0.0573027-0j -7.16909e-05-0j 0.000224128-0j 2.65136e-06-0j 5.09011e-06-0j 0.249402-0j 0.000430714-0j 2.2154e-05-0j -5.17421e-05-0j -0.429736-0j 5.10256e-05-0j -9.93351e-05-0j -0.000432342-0j -3.81728e-05-0j -6.12976e-06-0j 0.257518-0j -1.1768e-05-0j 0.000744954-0j 2.2875e-05-0j -5.12185e-05-0j -0.000446412-0j 8.82529e-05-0j -5.28853e-05-0j 
3.61514e-05-0j -3.54862e-05-0j 0.00162324-0j -1.43335e-05-0j 0.00114975-0j 2.57642e-06-0j 0.0102683-0j -8.53418e-08-0j 1.84068e-06-0j -0.000340128-0j -2.55522e-06-0j 0.007336-0j -0.0101838-0j -3.19281e-06-0j -0.0127249-0j 1.86977e-06-0j -6.35314e-05-0j -0.0722017-0j 3.00636e-08-0j -3.43994e-06-0j -1.02151e-06-0j 3.37664e-06-0j -0.00116092-0j 2.14785e-08-0j 0.000116883-0j -2.43653e-06-0j -0.000114733-0j 0.132835-0j -7.29802e-07-0j -1.56262e-06-0j -0.13039-0j -0.0008294-0j 8.27889e-05-0j 5.30953e-05-0j 0.0940874-0j 0.0603413-0j 1.46892e-06-0j -4.70569e-05-0j 1.49921e-07-0j 2.31413e-08-0j 0.000845003-0j 0.21638-0j 1.28531e-06-0j -7.41333e-07-0j -4.27526e-06-0j -1.26166e-06-0j 2.36185e-09-0j 1.33122e-05-0j -4.11748e-05-0j -4.25747e-08-0j 0.00340884-0j 0.000136958-0j 5.30162e-07-0j 1.31181e-07-0j 4.04172e-05-0j 3.4151e-06-0j -4.36342e-07-0j -1.28767e-07-0j 0.000739378-0j -9.01371e-07-0j -0.00245936-0j 1.36388e-06-0j -0.000725774-0j 0.189332-0j -1.59281e-06-0j -4.34526e-09-0j -1.69837e-05-0j -0.629768-0j -0.000109403-0j -0.185849-0j -6.93878e-07-0j 5.41094e-08-0j 3.48553e-07-0j 2.88755e-05-0j -2.44913e-05-0j -9.19958e-08-0j 0.000304978-0j 5.10256e-05-0j -0.00627148-0j 0.00196455-0j -0.000518518-0j -1.62565e-07-0j 0.0780956-0j 2.22284e-05-0j 0.503062-0j -0.000916269-0j -7.08186e-08-0j -0.132777-0j -0.000399156-0j -0.234629-0j -0.102212-0j 
-0.000528209-0j -0.000542164-0j -0.00601056-0j -0.00711004-0j -0.00397339-0j -0.00368094-0j 0.024706-0j 0.00417218-0j 0.00780501-0j -0.0280031-0j -0.00369585-0j -0.0523862-0j 0.0248061-0j -0.0074005-0j 0.0496711-0j 2.77646e-05-0j 0.0451477-0j 0.00560754-0j -3.04706e-05-0j -2.51974e-05-0j -0.0495479-0j -2.58631e-05-0j -0.00615407-0j 6.46094e-05-0j -0.0409732-0j -1.66572e-05-0j -0.0420556-0j -0.00508905-0j 0.105061-0j 6.24683e-05-0j -0.00522349-0j 0.013049-0j -0.0270861-0j 0.101579-0j -0.00336421-0j 0.0126166-0j 2.18124e-05-0j -0.000347562-0j -0.000430612-0j -2.34546e-05-0j -0.195615-0j 0.000739378-0j -1.87797e-05-0j 0.00037373-0j 1.27239e-05-0j -1.92758e-05-0j 0.000463033-0j 0.210342-0j 0.000299239-0j 2.12859e-05-0j -0.000795045-0j -0.000202745-0j -3.89836e-05-0j 0.000370742-0j 0.000307144-0j 1.18955e-05-0j -0.000251191-0j 0.000380536-0j 0.168417-0j 4.08721e-05-0j -0.114109-0j -0.000339173-0j 0.172867-0j -0.000636578-0j -3.77563e-05-0j -0.000420219-0j 0.000621172-0j 0.000431304-0j -0.000189544-0j -0.000653395-0j 3.84143e-05-0j 0.000769602-0j -0.000234836-0j -0.000651263-0j -0.190893-0j -0.000806882-0j 0.349608-0j 0.000601616-0j 0.000721532-0j -0.106679-0j -0.366543-0j 0.000745372-0j -0.00132144-0j -0.0006121-0j 0.000403222-0j 0.338601-0j -0.000758361-0j 0.00138545-0j -0.344502-0j -0.00127983-0j 0.00130214-0j 
-6.57041e-05-0j 2.23675e-05-0j -0.000498335-0j 0.00183019-0j -0.000359718-0j 1.57773e-06-0j 0.006288-0j 1.84068e-06-0j 1.05544e-06-0j 0.007336-0j -4.78012e-06-0j 0.00420643-0j -0.0190511-0j 6.64338e-07-0j 0.0026477-0j 1.14499e-06-0j -3.89049e-05-0j -0.0442143-0j 1.29341e-06-0j -3.13431e-06-0j -4.39478e-05-0j 1.06701e-06-0j -0.0499454-0j 8.65239e-07-0j 0.000106498-0j -2.26246e-06-0j -3.6255e-05-0j 0.121032-0j -2.93993e-05-0j 2.43561e-07-0j -0.0412029-0j -0.0334115-0j 7.68746e-05-0j -8.27577e-06-0j 0.0873659-0j -0.00940518-0j 8.99527e-07-0j -2.88164e-05-0j 9.18076e-08-0j 9.95594e-07-0j 0.000517457-0j 0.132505-0j -2.33601e-06-0j -3.18939e-05-0j 5.24724e-07-0j 7.95243e-07-0j 1.01612e-07-0j 0.00057272-0j 7.4834e-05-0j -2.72534e-06-0j 0.146656-0j -1.68095e-05-0j 4.12729e-06-0j -2.38418e-07-0j -2.54756e-05-0j 5.35656e-07-0j 5.35544e-08-0j 8.11641e-08-0j -0.0013438-0j 5.31986e-07-0j 0.00030185-0j 8.73064e-05-0j 0.000457467-0j -0.344106-0j -9.83628e-07-0j -2.78154e-07-0j -0.000132218-0j 0.0772946-0j -1.71597e-05-0j 0.117143-0j 8.64591e-08-0j 4.2124e-07-0j 5.46701e-08-0j -1.70422e-05-0j -0.00156776-0j 5.42956e-08-0j 0.00237424-0j 3.15105e-05-0j -0.401457-0j 0.000308138-0j 0.000306027-0j -1.00391e-07-0j 0.607972-0j -2.76972e-06-0j 0.0789049-0j -0.000565836-0j 8.82419e-09-0j 0.0783643-0j 4.9736e-05-0j -0.144893-0j 0.0127359-0j 
0.00108477-0j 0.0052331-0j 0.00012704-0j -0.000462663-0j 0.000106703-0j -0.0149537-0j 1.11585e-05-0j 0.0513445-0j -0.0106834-0j -3.83137e-05-0j -0.0728866-0j 7.97205e-06-0j 5.43886e-05-0j 0.0888045-0j -6.62667e-05-0j 5.61047e-05-0j -0.00191842-0j 8.265e-07-0j -0.000186522-0j 5.17471e-05-0j 0.00637787-0j 0.000249637-0j -2.74774e-06-0j -0.000133258-0j -0.00176942-0j 4.34633e-05-0j -0.00853597-0j 7.62306e-07-0j 0.00455657-0j -0.000223075-0j 3.6775e-06-0j -1.96308e-06-0j -0.00148616-0j 0.00762774-0j 6.40274e-07-0j -3.28621e-06-0j 4.40768e-05-0j 7.34614e-06-0j 0.0832832-0j -0.000143575-0j -0.000177619-0j 5.41094e-08-0j 3.85672e-05-0j -2.39291e-05-0j 2.57115e-05-0j 0.000186055-0j -0.271285-0j 0.00057857-0j 6.42787e-06-0j -0.000132423-0j -1.76255e-07-0j 4.28525e-06-0j 1.59082e-05-0j 0.0728728-0j 3.10091e-05-0j 3.05407e-05-0j 0.0485819-0j 0.351551-0j -0.000155416-0j 0.000132924-0j -0.000103611-0j -2.20706e-05-0j -0.000749754-0j 4.73457e-08-0j -0.000229037-0j -0.250214-0j 2.65136e-06-0j 3.15638e-08-0j 5.09011e-06-0j 2.28404e-07-0j 0.00013725-0j 0.0300585-0j 0.0577067-0j 2.2154e-05-0j 0.000533633-0j 0.25116-0j -6.41059e-05-0j -3.81728e-05-0j -1.62565e-07-0j -0.000123071-0j -0.00053565-0j -0.432766-0j 1.95291e-08-0j 2.2875e-05-0j 3.74922e-08-0j 0.000922962-0j 0.259334-0j 1.6318e-07-0j -0.000553082-0j -2.81169e-07-0j 1.6849e-07-0j 
-0.000221427-0j -0.0010682-0j 0.00247923-0j -0.009029-0j 0.00208235-0j 0.00151831-0j -0.0101907-0j -0.00521324-0j 0.00108473-0j 0.0349905-0j 0.0074005-0j -0.00728059-0j -0.0496711-0j -0.00901671-0j 0.0605189-0j -1.14523e-05-0j -0.0186225-0j -0.00231299-0j 3.80737e-05-0j -1.05628e-05-0j 0.0619113-0j -5.09569e-05-0j 0.00768965-0j 2.72012e-05-0j -0.0171761-0j -8.8719e-06-0j -0.0828604-0j -0.00213335-0j 0.0442316-0j 4.55351e-05-0j -0.0102916-0j 0.00549375-0j -0.0144265-0j 0.0740441-0j -0.00179183-0j 0.0091966-0j -8.99714e-06-0j 0.000143362-0j 0.000177619-0j 2.93071e-05-0j 0.080687-0j -0.000304978-0j -7.8725e-06-0j -0.000466984-0j -5.24833e-06-0j -3.79783e-05-0j -0.00057857-0j -0.262828-0j 0.000125442-0j 2.70308e-05-0j 0.000993427-0j 8.36279e-05-0j -3.24724e-06-0j 0.000155416-0j 0.000605153-0j -6.23409e-06-0j 0.000103611-0j 0.000749754-0j 0.0706011-0j -2.7133e-05-0j 0.0470674-0j -0.000430714-0j 0.340592-0j -0.000266856-0j 4.6752e-05-0j -0.000533633-0j 5.17421e-05-0j -0.000177904-0j 9.93351e-05-0j -0.00128736-0j -2.8016e-05-0j 6.41059e-05-0j 0.000123071-0j 0.000432342-0j -0.242414-0j 0.00053565-0j 0.0291215-0j -0.000744954-0j 0.000916269-0j 0.0559077-0j 0.243331-0j -0.000922962-0j -0.000110072-0j 0.000446412-0j -0.000211318-0j -0.419275-0j 0.000553082-0j -0.000919732-0j 0.251249-0j 0.00158476-0j -0.000949664-0j 
3.1125e-05-0j 3.19473e-05-0j 0.000712056-0j 0.000842309-0j 0.000470718-0j -2.25437e-06-0j -0.00898473-0j 2.55522e-06-0j 4.78012e-06-0j 0.0101838-0j -2.2635e-06-0j 0.0190511-0j -0.00902113-0j -4.53238e-06-0j -0.0180637-0j -1.63605e-06-0j 5.559e-05-0j 0.0631765-0j 1.7955e-06-0j 1.48477e-06-0j -6.10079e-05-0j 1.52399e-06-0j -0.0693339-0j -3.80714e-06-0j -5.04499e-05-0j 9.81534e-07-0j -5.17827e-05-0j -0.0573349-0j 0.00012936-0j -3.68098e-06-0j -0.0588496-0j 0.147014-0j -3.33508e-05-0j 0.000125073-0j -0.0379023-0j 0.142142-0j -1.28531e-06-0j 4.11748e-05-0j -1.31181e-07-0j 1.38208e-06-0j -0.000739378-0j -0.189332-0j 1.1066e-06-0j -4.42748e-05-0j -7.49762e-07-0j 1.13584e-06-0j 1.41058e-07-0j 0.000795045-0j -3.545e-05-0j -1.25428e-06-0j 0.203587-0j 2.40186e-05-0j 2.29713e-06-0j 1.12942e-07-0j -3.63866e-05-0j -7.00946e-07-0j -7.65223e-08-0j 1.15926e-07-0j 0.000636578-0j -2.40841e-06-0j -0.000431304-0j 4.0181e-05-0j 0.000653395-0j 0.163008-0j 2.22481e-06-0j -1.28015e-07-0j -7.35887e-05-0j -0.110444-0j 2.24548e-05-0j 0.167315-0j -2.26358e-06-0j 2.3445e-07-0j -7.154e-08-0j 7.71535e-05-0j -0.000721532-0j -2.45807e-07-0j 0.00132144-0j -7.12719e-05-0j -0.184762-0j -0.000403222-0j -0.00138545-0j 2.27069e-07-0j 0.33838-0j 7.25139e-05-0j -0.103253-0j 0.00127983-0j -2.31026e-07-0j -0.354771-0j -0.00130214-0j 0.327726-0j -0.333437-0j 
