-0.00524564-0j -0.000927306-0j -7.72755e-05-0j -0.00456118-0j -0.000760197-0j -0.000465524-0j -9.50246e-05-0j -5.59938e-06-0j 0.707093-0j 0.714421-0j -0.000462608-0j -0.000467402-0j -0.000377718-0j -0.000381632-0j -5.45189e-05-0j -4.72147e-05-0j -5.50838e-05-0j -4.7704e-05-0j -5.56431e-06-0j -5.62197e-06-0j -2.53975e-07-0j -2.56607e-07-0j -0.00212331-0j -0.00262746-0j -0.00153269-0j 0.0828098-0j 0.102472-0j -0.000265414-0j 0.0597752-0j -0.000176943-0j -3.83092e-05-0j -0.000328433-0j -0.000218955-0j -4.42357e-05-0j -0.000191586-0j -4.74052e-05-0j -1.56397e-05-0j -0.000127724-0j -3.6863e-06-0j -2.7653e-05-0j -3.90992e-06-0j -5.47388e-05-0j -1.93531e-05-0j -3.1931e-05-0j -4.56157e-06-0j -3.25826e-07-0j -1.12893e-05-0j -4.83827e-06-0j -2.66092e-06-0j -1.21428e-08-0j -4.0319e-07-0j -2.82233e-06-0j -1.5026e-08-0j -2.35194e-07-0j -8.76516e-09-0j 
5.45189e-05-0j -0.00092141-0j 0.011011-0j 4.74052e-05-0j -0.000755363-0j 4.83827e-06-0j 0.00441862-0j 0.0016069-0j 0.00723106-0j -0.00742511-0j 0.000452293-0j -0.00046443-0j -3.86272e-06-0j 3.96637e-06-0j -0.00249445-0j 4.61619e-05-0j 0.00256138-0j -4.74007e-05-0j -0.000780143-0j 0.000801078-0j -0.000119943-0j 0.000123162-0j 2.2068e-05-0j -2.68697e-05-0j 1.59295e-05-0j 0.0822832-0j -0.100187-0j 2.7585e-06-0j 0.0593952-0j 1.839e-06-0j 0.00178137-0j -3.35871e-06-0j -2.23914e-06-0j -4.39544e-05-0j 1.99119e-06-0j -0.00216897-0j 1.62546e-07-0j 1.32746e-06-0j 0.000525264-0j 0.00128586-0j 0.00018181-0j 5.35183e-05-0j -1.97914e-07-0j -3.17279e-05-0j -0.000639554-0j 9.35052e-05-0j 1.17332e-07-0j -0.00022137-0j 0.000379155-0j 8.76042e-06-0j -0.000113851-0j 0.000131237-0j -1.06666e-05-0j 6.74957e-05-0j 6.3236e-06-0j 
0.0502523-0j -6.09539e-05-0j -5.0795e-06-0j 0.0587301-0j 0.00728256-0j -3.05999e-05-0j -6.24619e-06-0j -3.6806e-07-0j 0.00018541-0j -0.000190386-0j -0.00586102-0j 0.0060183-0j -0.00356043-0j 0.00365597-0j -0.000513903-0j 3.05375e-06-0j 0.000527694-0j -3.13569e-06-0j 3.59888e-07-0j -3.69545e-07-0j 1.64265e-08-0j -1.68673e-08-0j -0.00013957-0j 0.000169939-0j -0.000100747-0j -2.2068e-05-0j 2.68697e-05-0j 0.00341749-0j -1.59295e-05-0j 0.00340179-0j 0.000493272-0j -0.00416109-0j -0.00414198-0j 0.00042377-0j 0.00246687-0j -0.000600602-0j -1.02803e-06-0j 0.00245554-0j 3.53142e-05-0j 0.000356063-0j -2.57008e-07-0j -0.000515977-0j 1.25172e-06-0j 0.000305893-0j -4.29981e-05-0j -2.14173e-08-0j -7.42072e-07-0j 3.12929e-07-0j 2.54911e-05-0j -7.98176e-10-0j 2.60774e-08-0j -1.85518e-07-0j 9.71849e-10-0j -1.54598e-08-0j -5.76154e-10-0j 
-5.50838e-05-0j 0.000930958-0j -0.0111251-0j 4.6533e-05-0j -0.000741465-0j 4.74925e-06-0j 0.00433732-0j 0.00157734-0j 0.00742511-0j -0.00749901-0j 0.00046443-0j -0.000469053-0j -3.96637e-06-0j 4.00585e-06-0j -0.00256138-0j 4.74007e-05-0j 0.00258688-0j -4.78725e-05-0j -0.000801078-0j 0.000809051-0j -0.000123162-0j 0.000124388-0j -2.22967e-05-0j 2.68053e-05-0j -1.47396e-05-0j -0.0831359-0j 0.0999468-0j -2.78708e-06-0j -0.0549585-0j -1.85805e-06-0j -0.00179983-0j 3.35066e-06-0j 2.23377e-06-0j 4.44099e-05-0j -1.84245e-06-0j 0.00216377-0j -1.6423e-07-0j -1.2283e-06-0j -0.000530707-0j -0.00118981-0j -0.000183694-0j -5.339e-05-0j 1.97439e-07-0j 2.9358e-05-0j 0.000638021-0j -9.44742e-05-0j -1.08568e-07-0j 0.000220839-0j -0.000350834-0j -8.8512e-06-0j 0.000113578-0j -0.000121434-0j 1.0641e-05-0j -6.24539e-05-0j -5.85125e-06-0j 
-0.050773-0j 6.15856e-05-0j 5.13213e-06-0j 0.0576495-0j 0.00714856-0j -3.00369e-05-0j -6.13126e-06-0j -3.61288e-07-0j 0.000190386-0j -0.000192281-0j -0.0060183-0j 0.00607821-0j -0.00365597-0j 0.00369236-0j -0.000527694-0j 3.13569e-06-0j 0.000532946-0j -3.1669e-06-0j 3.69545e-07-0j -3.73223e-07-0j 1.68673e-08-0j -1.70352e-08-0j 0.000141016-0j -0.000169531-0j 9.32215e-05-0j 2.22967e-05-0j -2.68053e-05-0j -0.0034529-0j 1.47396e-05-0j -0.00343704-0j -0.000498384-0j 0.00415112-0j 0.00413205-0j -0.000428161-0j -0.00228261-0j 0.000599162-0j 1.03868e-06-0j -0.00227212-0j -3.56801e-05-0j -0.000329466-0j 2.59671e-07-0j 0.00051474-0j -1.24872e-06-0j -0.000283044-0j 4.2895e-05-0j 2.16393e-08-0j 6.86641e-07-0j -3.12179e-07-0j -2.3587e-05-0j 8.06447e-10-0j -2.60149e-08-0j 1.7166e-07-0j -9.69519e-10-0j 1.4305e-08-0j 5.33117e-10-0j 
6.09539e-05-0j 0.0490399-0j -0.00012922-0j -0.0103821-0j -0.000417844-0j -0.00104632-0j 0.0101569-0j -1.2506e-05-0j -3.27763e-05-0j 3.36558e-05-0j -0.0490098-0j 0.050325-0j 0.000415515-0j -0.000426665-0j 5.95948e-05-0j -0.00493926-0j -6.1194e-05-0j 0.0050718-0j -0.000880874-0j 0.000904512-0j 6.98408e-07-0j -7.1715e-07-0j 2.46727e-05-0j -3.00412e-05-0j 1.78097e-05-0j -0.000184532-0j 0.000224684-0j 0.058126-0j -0.000133202-0j 2.05606e-06-0j 0.00833667-0j -0.0707734-0j -2.50343e-06-0j 0.00233937-0j 0.0419576-0j -0.0101506-0j -5.28189e-05-0j 1.48414e-06-0j -6.16423e-06-0j 0.00601773-0j 0.000840178-0j -0.00284839-0j 6.43116e-05-0j 0.00168865-0j 7.50548e-06-0j 7.00172e-05-0j -3.81267e-05-0j -0.00102299-0j -4.44957e-06-0j -4.07515e-08-0j -8.5252e-05-0j 0.000606473-0j 4.96185e-08-0j 5.05411e-05-0j -2.9416e-08-0j 
-0.0118852-0j -0.000339797-0j -8.61466e-05-0j 3.53338e-05-0j 0.0814741-0j 3.60624e-06-0j -7.03768e-05-0j -8.33736e-06-0j -2.18508e-05-0j 2.24372e-05-0j 0.000166796-0j -0.000171272-0j 0.00084208-0j -0.000864677-0j -0.0116202-0j 1.70236e-05-0j 0.011932-0j -1.74804e-05-0j 6.10358e-06-0j -6.26736e-06-0j 4.65605e-07-0j -4.781e-07-0j 1.64485e-05-0j -2.00275e-05-0j 1.18731e-05-0j -0.000123021-0j 0.000149789-0j 2.05606e-06-0j -8.88015e-05-0j 0.0582268-0j -2.83724e-05-0j -2.50343e-06-0j -0.0708961-0j 0.00474095-0j 1.48414e-06-0j 3.45459e-05-0j 1.21155e-07-0j 0.0420303-0j 0.00120194-0j -2.04803e-05-0j -2.89575e-06-0j -0.00577252-0j -1.47516e-07-0j 0.0034222-0j -0.00146347-0j -4.85149e-07-0j 8.7454e-08-0j 3.52583e-06-0j 0.000867608-0j -2.71677e-08-0j 5.90711e-07-0j -2.09026e-06-0j 3.3079e-08-0j -3.50199e-07-0j -1.96107e-08-0j 
-6.15856e-05-0j -0.0495481-0j 0.000130559-0j -0.0101911-0j -0.000410156-0j -0.00102707-0j 0.00996997-0j -1.22759e-05-0j -3.36558e-05-0j 3.39908e-05-0j -0.050325-0j 0.0508259-0j 0.000426665-0j -0.000430912-0j 6.1194e-05-0j -0.0050718-0j -6.18031e-05-0j 0.00512228-0j -0.000904512-0j 0.000913515-0j 7.1715e-07-0j -7.24288e-07-0j -2.49284e-05-0j 2.99692e-05-0j -1.64794e-05-0j 0.000186444-0j -0.000224145-0j -0.0587283-0j 0.000123252-0j -2.07737e-06-0j -0.00842306-0j 0.0706038-0j 2.49743e-06-0j -0.00236361-0j -0.0388235-0j 0.0101263-0j 5.33663e-05-0j -1.37328e-06-0j 6.22811e-06-0j -0.00556822-0j -0.000848885-0j 0.00284156-0j -6.41575e-05-0j -0.00156251-0j -7.48749e-06-0j -7.07427e-05-0j 3.52788e-05-0j 0.00102054-0j 4.11721e-06-0j 4.11738e-08-0j 8.50476e-05-0j -0.000561171-0j -4.94996e-08-0j -4.67658e-05-0j 2.72187e-08-0j 
-5.0795e-06-0j 0.00012922-0j 0.047487-0j 0.000865176-0j 0.000105933-0j -4.5078e-07-0j -0.00126153-0j 0.0142128-0j 2.73135e-06-0j -2.80465e-06-0j 0.0124251-0j -0.0127586-0j 3.59888e-07-0j -3.69545e-07-0j 0.00071217-0j -6.47382e-06-0j -0.000731281-0j 6.64754e-06-0j -0.00336451-0j 0.00345479-0j -0.00160256-0j 0.00164556-0j -2.05606e-06-0j 2.50343e-06-0j -1.48414e-06-0j 4.67832e-05-0j -5.69626e-05-0j 5.03444e-05-0j 3.37699e-05-0j -1.71338e-07-0j 0.0996249-0j -6.12986e-05-0j 2.08619e-07-0j 6.16423e-06-0j 3.63405e-05-0j -0.121302-0j -1.51443e-08-0j -1.23679e-07-0j 0.00226529-0j 0.071913-0j -5.19072e-05-0j -7.50548e-06-0j 1.84395e-08-0j 4.44957e-06-0j -0.00275819-0j 0.000827037-0j -1.09318e-08-0j 6.32015e-05-0j 0.00163517-0j 0.000156555-0j -0.00100699-0j -3.74686e-05-0j -0.000190619-0j 0.000596987-0j 0.000113007-0j 
-0.00512885-0j -0.00120333-0j 5.18424e-07-0j 3.05999e-05-0j -0.000743273-0j 0.0578186-0j -0.00012331-0j 3.7565e-08-0j -1.89234e-05-0j 1.94312e-05-0j -3.05375e-06-0j 3.13569e-06-0j -0.0702887-0j 0.0721749-0j 5.245e-05-0j -0.00577006-0j -5.38575e-05-0j 0.0059249-0j 7.10478e-06-0j -7.29543e-06-0j -1.67653e-09-0j 1.72152e-09-0j 1.42448e-05-0j -1.73443e-05-0j 1.02824e-05-0j 2.2523e-06-0j -2.74237e-06-0j -0.000344418-0j 1.6258e-06-0j -0.000347194-0j 2.57008e-07-0j 0.000419359-0j 0.000422739-0j 0.00836592-0j -0.000248614-0j -3.12929e-07-0j 0.00588839-0j -0.000250618-0j -3.60424e-06-0j 1.85518e-07-0j 0.000485616-0j -0.0101862-0j -0.00716962-0j 0.00603884-0j 4.38847e-06-0j -4.22813e-07-0j 0.00425046-0j -0.00059128-0j -2.60168e-06-0j 8.14635e-11-0j 5.14812e-07-0j 0.000350537-0j -9.91889e-11-0j -3.05203e-07-0j 5.88035e-11-0j 
0.0120084-0j 0.000343319-0j 8.70393e-05-0j 3.46836e-05-0j 0.079975-0j 3.53988e-06-0j -6.90819e-05-0j -8.18396e-06-0j -2.24372e-05-0j 2.26605e-05-0j 0.000171272-0j -0.000172977-0j 0.000864677-0j -0.000873283-0j -0.011932-0j 1.74804e-05-0j 0.0120508-0j -1.76544e-05-0j 6.26736e-06-0j -6.32975e-06-0j 4.781e-07-0j -4.82858e-07-0j -1.66189e-05-0j 1.99795e-05-0j -1.09863e-05-0j 0.000124296-0j -0.00014943-0j -2.07737e-06-0j 8.21683e-05-0j -0.0588302-0j 2.86664e-05-0j 2.49743e-06-0j 0.0707262-0j -0.00479008-0j -1.37328e-06-0j -3.44631e-05-0j -1.2241e-07-0j -0.0388908-0j -0.0012144-0j 1.89505e-05-0j 2.92576e-06-0j 0.00575869-0j 1.47163e-07-0j -0.00316657-0j 0.00145996-0j 4.90176e-07-0j -8.09215e-08-0j -3.51737e-06-0j -0.000802801-0j 2.74492e-08-0j -5.89295e-07-0j 1.93413e-06-0j -3.29997e-08-0j 3.2404e-07-0j 1.81458e-08-0j 
5.13213e-06-0j -0.000130559-0j -0.0479791-0j 0.000849257-0j 0.000103984-0j -4.42485e-07-0j -0.00123831-0j 0.0139513-0j 2.80465e-06-0j -2.83257e-06-0j 0.0127586-0j -0.0128855-0j 3.69545e-07-0j -3.73223e-07-0j 0.000731281-0j -6.64754e-06-0j -0.000738559-0j 6.71371e-06-0j -0.00345479-0j 0.00348918-0j -0.00164556-0j 0.00166194-0j 2.07737e-06-0j -2.49743e-06-0j 1.37328e-06-0j -4.7268e-05-0j 5.68261e-05-0j -5.08661e-05-0j -3.12474e-05-0j 1.73114e-07-0j -0.100657-0j 6.11517e-05-0j -2.08119e-07-0j -6.22811e-06-0j -3.3626e-05-0j 0.121011-0j 1.53013e-08-0j 1.1444e-07-0j -0.00228877-0j -0.0665413-0j 5.24451e-05-0j 7.48749e-06-0j -1.83953e-08-0j -4.11721e-06-0j 0.00275158-0j -0.000835608-0j 1.01152e-08-0j -6.305e-05-0j -0.00151303-0j -0.000158177-0j 0.00100458-0j 3.46698e-05-0j 0.000190162-0j -0.000552394-0j -0.000104566-0j 
0.005182-0j 0.0012158-0j -5.23796e-07-0j 3.00369e-05-0j -0.000729597-0j 0.0567548-0j -0.000121041-0j 3.68738e-08-0j -1.94312e-05-0j 1.96246e-05-0j -3.13569e-06-0j 3.1669e-06-0j -0.0721749-0j 0.0728933-0j 5.38575e-05-0j -0.0059249-0j -5.43936e-05-0j 0.00598387-0j 7.29543e-06-0j -7.36805e-06-0j -1.72152e-09-0j 1.73865e-09-0j -1.43924e-05-0j 1.73027e-05-0j -9.51438e-06-0j -2.27564e-06-0j 2.7358e-06-0j 0.000347987-0j -1.50436e-06-0j 0.000350792-0j -2.59671e-07-0j -0.000418354-0j -0.000421725-0j -0.00845262-0j 0.000230043-0j 3.12179e-07-0j -0.00594941-0j 0.000231897-0j 3.64159e-06-0j -1.7166e-07-0j -0.000490649-0j 0.0101618-0j 0.00715244-0j -0.00558776-0j -4.37795e-06-0j 4.27195e-07-0j -0.00393297-0j 0.000589863-0j 2.40734e-06-0j -8.23077e-11-0j -5.13578e-07-0j -0.000324353-0j 9.89511e-11-0j 2.82405e-07-0j -5.4411e-11-0j 
0.00104692-0j -0.011681-0j -0.00145083-0j -6.24619e-06-0j -0.0145052-0j 0.00012331-0j 0.0560162-0j -0.000211728-0j 3.86272e-06-0j -3.96637e-06-0j -5.95948e-05-0j 6.1194e-05-0j 0.00713673-0j -0.00732824-0j -0.0479007-0j 0.0011765-0j 0.0491861-0j -0.00120807-0j -0.00989011-0j 0.0101555-0j 1.58039e-05-0j -1.6228e-05-0j -2.90771e-06-0j 3.54039e-06-0j -2.0989e-06-0j 4.39544e-05-0j -5.35183e-05-0j 3.49703e-05-0j 3.17279e-05-0j 7.08706e-05-0j -0.000234716-0j -4.25794e-05-0j -8.62911e-05-0j 0.0812097-0j 2.52429e-05-0j 0.000285787-0j 6.22477e-06-0j 5.11571e-05-0j 0.0100866-0j -0.000169427-0j 0.00463368-0j -0.0988799-0j -7.5792e-06-0j 0.0586203-0j -0.0122813-0j 0.00118539-0j 4.49328e-06-0j -0.00564191-0j 0.0072809-0j -1.15429e-06-0j -0.00144332-0j 0.00334477-0j 1.40544e-06-0j 0.000855663-0j -8.33208e-07-0j 
-3.59175e-06-0j -0.00872918-0j 7.61436e-06-0j -3.12309e-06-0j 2.46217e-05-0j -0.0178886-0j -0.00180794-0j 7.36926e-07-0j 1.93136e-06-0j -1.98319e-06-0j -1.47429e-05-0j 1.51385e-05-0j -7.39622e-05-0j 7.5947e-05-0j -3.51166e-06-0j -0.0844447-0j 3.60589e-06-0j 0.0867107-0j 0.000156797-0j -0.000161005-0j -4.11541e-08-0j 4.22584e-08-0j -1.45386e-06-0j 1.77019e-06-0j -1.04945e-06-0j 1.08737e-05-0j -1.32396e-05-0j 5.28189e-05-0j 7.84902e-06-0j -1.21155e-07-0j 2.50779e-06-0j -6.43116e-05-0j 1.47516e-07-0j -0.000416411-0j 3.81267e-05-0j -3.05345e-06-0j 0.0572176-0j -8.7454e-08-0j 3.63231e-07-0j 1.81022e-06-0j 0.0143642-0j 0.000507017-0j -0.0696675-0j -0.000300582-0j -4.42265e-07-0j -1.24632e-05-0j 0.0413019-0j -0.0174897-0j 2.62194e-07-0j 2.40131e-09-0j 1.5175e-05-0j 0.0103686-0j -2.9238e-09-0j -8.99639e-06-0j 1.73335e-09-0j 
-0.00105777-0j 0.011802-0j 0.00146587-0j -6.13126e-06-0j -0.0142383-0j 0.000121041-0j 0.0549855-0j -0.000207832-0j 3.96637e-06-0j -4.00585e-06-0j -6.1194e-05-0j 6.18031e-05-0j 0.00732824-0j -0.00740118-0j -0.0491861-0j 0.00120807-0j 0.0496757-0j -0.0012201-0j -0.0101555-0j 0.0102566-0j 1.6228e-05-0j -1.63896e-05-0j 2.93784e-06-0j -3.5319e-06-0j 1.94212e-06-0j -4.44099e-05-0j 5.339e-05-0j -3.53327e-05-0j -2.9358e-05-0j -7.16051e-05-0j 0.000237148-0j 4.24773e-05-0j 8.60843e-05-0j -0.0820513-0j -2.33573e-05-0j -0.000285102-0j -6.28928e-06-0j -4.73358e-05-0j -0.0101911-0j 0.000156771-0j -0.0046817-0j 0.0986429-0j 7.56103e-06-0j -0.0542415-0j 0.0122519-0j -0.00119768-0j -4.15764e-06-0j 0.00562838-0j -0.00673704-0j 1.16625e-06-0j 0.00143986-0j -0.00309492-0j -1.40207e-06-0j -0.000791748-0j 7.7097e-07-0j 
-6.16905e-05-0j -1.43827e-05-0j -0.0163456-0j 3.6806e-07-0j 0.00171839-0j 3.7565e-08-0j 0.000211728-0j 0.0542171-0j -2.27613e-07-0j 2.33721e-07-0j 7.06005e-06-0j -7.2495e-06-0j 4.37084e-06-0j -4.48813e-06-0j 0.0174199-0j 7.20563e-07-0j -0.0178873-0j -7.39899e-07-0j 0.0011581-0j -0.00118918-0j -0.0126328-0j 0.0129718-0j 1.71338e-07-0j -2.08619e-07-0j 1.23679e-07-0j -5.20716e-06-0j 6.34017e-06-0j 2.14173e-08-0j -3.75873e-06-0j -4.17609e-06-0j 8.53582e-05-0j -2.60774e-08-0j 5.08475e-06-0j 9.99929e-05-0j 1.54598e-08-0j -0.000103931-0j 1.26203e-09-0j -3.01446e-06-0j 0.113639-0j 6.16148e-05-0j 8.71184e-06-0j -0.00012175-0j -1.53663e-09-0j 7.21787e-05-0j -0.138366-0j 0.00315488-0j 9.10979e-10-0j -1.06074e-05-0j 0.0820291-0j 0.00186759-0j -0.00384134-0j 6.28854e-06-0j -0.00227396-0j 0.00227731-0j 0.0013481-0j 
5.18424e-07-0j 0.00255102-0j -0.00484663-0j 4.5078e-07-0j -1.08118e-05-0j 0.000851749-0j -0.0249046-0j -0.00145059-0j -2.78768e-07-0j 2.86248e-07-0j 6.47382e-06-0j -6.64754e-06-0j 7.10478e-06-0j -7.29543e-06-0j -7.26855e-05-0j 0.0122323-0j 7.4636e-05-0j -0.0125605-0j -0.0664209-0j 0.0682033-0j 0.00016356-0j -0.000167949-0j 2.09846e-07-0j -2.55506e-07-0j 1.51475e-07-0j -4.77479e-06-0j 5.81372e-06-0j -5.07376e-06-0j -3.44663e-06-0j 1.74872e-08-0j 5.19072e-05-0j 6.17774e-06-0j -2.12921e-08-0j 0.000121692-0j -3.66243e-06-0j -6.32015e-05-0j 8.67441e-05-0j 1.26229e-08-0j -0.0002312-0j 3.74686e-05-0j 0.0980787-0j -0.000148171-0j -0.000105619-0j 8.7842e-05-0j 0.000281507-0j 0.0163271-0j 6.26152e-05-0j -0.119419-0j -0.000166889-0j -1.59783e-05-0j -0.0198797-0j 0.0707969-0j 1.94549e-05-0j 0.0117855-0j -1.15337e-05-0j 
3.62897e-06-0j 0.00881964-0j -7.69326e-06-0j -3.06563e-06-0j 2.41687e-05-0j -0.0175594-0j -0.00177467-0j 7.23367e-07-0j 1.98319e-06-0j -2.00293e-06-0j -1.51385e-05-0j 1.52892e-05-0j -7.5947e-05-0j 7.67029e-05-0j -3.60589e-06-0j -0.0867107-0j 3.64178e-06-0j 0.0875738-0j 0.000161005-0j -0.000162607-0j -4.22584e-08-0j 4.26791e-08-0j 1.46892e-06-0j -1.76595e-06-0j 9.71058e-07-0j -1.09863e-05-0j 1.32079e-05-0j -5.33663e-05-0j -7.26272e-06-0j 1.2241e-07-0j -2.53378e-06-0j 6.41575e-05-0j -1.47163e-07-0j 0.000420727-0j -3.52788e-05-0j 3.04614e-06-0j -0.0578106-0j 8.09215e-08-0j -3.66995e-07-0j -1.675e-06-0j -0.0145131-0j -0.000505802-0j 0.0695005-0j 0.000278129-0j 4.41205e-07-0j 1.25923e-05-0j -0.0382168-0j 0.0174478-0j -2.42609e-07-0j -2.42619e-09-0j -1.51386e-05-0j -0.00959413-0j 2.91679e-09-0j 8.32439e-06-0j -1.60388e-09-0j 
6.23298e-05-0j 1.45318e-05-0j 0.0165149-0j 3.61288e-07-0j 0.00168678-0j 3.68738e-08-0j 0.000207832-0j 0.0532196-0j -2.33721e-07-0j 2.36047e-07-0j 7.2495e-06-0j -7.32166e-06-0j 4.48813e-06-0j -4.5328e-06-0j 0.0178873-0j 7.39899e-07-0j -0.0180654-0j -7.47264e-07-0j 0.00118918-0j -0.00120101-0j -0.0129718-0j 0.0131009-0j -1.73114e-07-0j 2.08119e-07-0j -1.1444e-07-0j 5.26113e-06-0j -6.32498e-06-0j -2.16393e-08-0j 3.47796e-06-0j 4.21937e-06-0j -8.62428e-05-0j 2.60149e-08-0j -5.07257e-06-0j -0.000101029-0j -1.4305e-08-0j 0.000103682-0j -1.27511e-09-0j 2.78929e-06-0j -0.114817-0j -5.70124e-05-0j -8.80212e-06-0j 0.000121458-0j 1.53294e-09-0j -6.67871e-05-0j 0.138034-0j -0.00318757-0j -8.42932e-10-0j 1.0582e-05-0j -0.0759018-0j -0.00188695-0j 0.00383213-0j -5.8188e-06-0j 0.00226851-0j -0.0021072-0j -0.0012474-0j 
-5.23796e-07-0j -0.00257745-0j 0.00489685-0j 4.42485e-07-0j -1.06128e-05-0j 0.000836077-0j -0.0244464-0j -0.0014239-0j -2.86248e-07-0j 2.89097e-07-0j 6.64754e-06-0j -6.71371e-06-0j 7.29543e-06-0j -7.36805e-06-0j -7.4636e-05-0j 0.0125605-0j 7.53789e-05-0j -0.0126856-0j -0.0682033-0j 0.0688822-0j 0.000167949-0j -0.000169621-0j -2.12021e-07-0j 2.54893e-07-0j -1.4016e-07-0j 4.82427e-06-0j -5.79979e-06-0j 5.12634e-06-0j 3.18917e-06-0j -1.76684e-08-0j -5.24451e-05-0j -6.16293e-06-0j 2.12411e-08-0j -0.000122953-0j 3.38886e-06-0j 6.305e-05-0j -8.76431e-05-0j -1.168e-08-0j 0.000233596-0j -3.46698e-05-0j -0.0990951-0j 0.000147816-0j 0.000105365-0j -8.12805e-05-0j -0.000280832-0j -0.0164963-0j -5.79381e-05-0j 0.119133-0j 0.000154423-0j 1.61439e-05-0j 0.019832-0j -0.0655086-0j -1.94083e-05-0j -0.0109052-0j 1.06722e-05-0j 
-3.34641e-08-0j -0.000136893-0j 0.00326472-0j -2.90977e-08-0j 1.16639e-06-0j 5.74437e-07-0j 0.00269349-0j -0.0223775-0j 1.79944e-08-0j -1.84772e-08-0j -6.98408e-07-0j 7.1715e-07-0j -2.2812e-07-0j 2.34242e-07-0j 1.58039e-05-0j 1.37877e-05-0j -1.6228e-05-0j -1.41577e-05-0j 0.0222552-0j -0.0228524-0j -0.0452015-0j 0.0464145-0j -1.35455e-08-0j 1.64928e-08-0j -9.77766e-09-0j 5.15113e-07-0j -6.27195e-07-0j 1.62908e-07-0j 3.71829e-07-0j -1.12879e-09-0j -1.12861e-05-0j -1.98355e-07-0j 1.3744e-09-0j -6.53025e-06-0j 1.17593e-07-0j 1.37418e-05-0j 2.89979e-08-0j -8.14805e-10-0j 0.000155738-0j -8.14675e-06-0j 0.000222807-0j 7.95115e-06-0j -3.53075e-08-0j -4.71378e-06-0j -0.000189625-0j 0.125284-0j 2.09318e-08-0j -0.000271287-0j 0.000112418-0j 0.0139165-0j -0.152544-0j 0.00016083-0j -0.0169445-0j 0.0904347-0j 0.0100454-0j 
3.38109e-08-0j 0.000138311-0j -0.00329855-0j -2.85623e-08-0j 1.14493e-06-0j 5.63867e-07-0j 0.00264393-0j -0.0219657-0j 1.84772e-08-0j -1.86612e-08-0j -7.1715e-07-0j 7.24288e-07-0j -2.34242e-07-0j 2.36573e-07-0j 1.6228e-05-0j 1.41577e-05-0j -1.63896e-05-0j -1.42986e-05-0j 0.0228524-0j -0.0230798-0j -0.0464145-0j 0.0468765-0j 1.36859e-08-0j -1.64533e-08-0j 9.0473e-09-0j -5.20452e-07-0j 6.25692e-07-0j -1.64596e-07-0j -3.44054e-07-0j 1.14049e-09-0j 1.14031e-05-0j 1.9788e-07-0j -1.37111e-09-0j 6.59792e-06-0j -1.0881e-07-0j -1.37089e-05-0j -2.92984e-08-0j 7.53941e-10-0j -0.000157352-0j 7.53822e-06-0j -0.000225116-0j -7.93209e-06-0j 3.52229e-08-0j 4.36168e-06-0j 0.00018917-0j -0.126582-0j -1.93683e-08-0j 0.000270636-0j -0.000104021-0j -0.0140607-0j 0.152178-0j -0.000148817-0j 0.0169039-0j -0.0836795-0j -0.00929507-0j 
1.05402e-09-0j -6.28139e-08-0j -0.000362921-0j 9.16491e-10-0j -5.14943e-08-0j 9.3539e-11-0j 1.85812e-06-0j 0.00503873-0j -5.6677e-10-0j 5.81979e-10-0j 3.08335e-08-0j -3.16609e-08-0j -7.46785e-11-0j 7.66824e-11-0j -1.04896e-06-0j 3.14693e-09-0j 1.07711e-06-0j -3.23138e-09-0j 2.57134e-05-0j -2.64034e-05-0j 0.0321351-0j -0.0329974-0j 4.26643e-10-0j -5.19475e-10-0j 3.07967e-10-0j -2.27414e-08-0j 2.76896e-08-0j 5.33304e-11-0j -1.64156e-08-0j 3.55536e-11-0j 7.49101e-07-0j -6.49344e-11-0j -4.32896e-11-0j -2.99644e-09-0j 3.84959e-11-0j -9.12095e-07-0j 3.14252e-12-0j 2.56639e-11-0j -1.73126e-05-0j 5.4073e-07-0j 7.64548e-08-0j 3.64842e-09-0j -3.82629e-12-0j -2.16294e-09-0j 2.10796e-05-0j 0.000293203-0j 2.26839e-12-0j -9.30903e-08-0j -1.24969e-05-0j 0.146645-0j -0.000357-0j 5.5188e-08-0j -0.178553-0j 0.000211645-0j 0.105854-0j 
-1.06494e-09-0j 6.34648e-08-0j 0.000366682-0j 8.99628e-10-0j -5.05468e-08-0j 9.18179e-11-0j 1.82393e-06-0j 0.00494602-0j -5.81979e-10-0j 5.87771e-10-0j 3.16609e-08-0j -3.1976e-08-0j -7.66824e-11-0j 7.74457e-11-0j -1.07711e-06-0j 3.23138e-09-0j 1.08783e-06-0j -3.26354e-09-0j 2.64034e-05-0j -2.66662e-05-0j 0.0329974-0j -0.0333258-0j -4.31064e-10-0j 5.1823e-10-0j -2.84963e-10-0j 2.2977e-08-0j -2.76232e-08-0j -5.3883e-11-0j 1.51894e-08-0j -3.5922e-11-0j -7.56864e-07-0j 6.47787e-11-0j 4.31858e-11-0j 3.02749e-09-0j -3.56204e-11-0j 9.09909e-07-0j -3.17509e-12-0j -2.37469e-11-0j 1.7492e-05-0j -5.00339e-07-0j -7.72471e-08-0j -3.63968e-09-0j 3.81712e-12-0j 2.00138e-09-0j -2.1029e-05-0j -0.000296241-0j -2.09895e-12-0j 9.28672e-08-0j 1.15634e-05-0j -0.148164-0j 0.000356144-0j -5.10656e-08-0j 0.178125-0j -0.000195836-0j -0.0979468-0j 
