0.00897562-0.00356879j -0.00470019+0.00986011j 0.00962596-0.00637424j 0.0111824-0.00387173j 0.00238549-0.000474383j 0.000972554-0.00116874j -0.00237712+0.00271721j -0.00982724+0.00200398j 0.0030968-0.00190877j 0.000304846-0.00170029j 0.0116504-0.00340447j -0.0104163+0.00581304j 0.00973287-0.00598559j -0.0138077+0.00466097j -0.0127964+0.00147277j -0.00140543+0.00548722j -0.00029629-0.000528062j 0.00440403-0.00172147j 0.0120015-0.00366903j -0.00648629+0.00279043j -0.010073+0.00298854j 0.00487197-0.0039553j -0.00129325-0.00354323j -0.00336428+0.00246942j -0.00467896-0.0029703j -0.0179448+0.00281754j -0.00525612-0.000744677j 0.00322481+0.00253747j -0.00818243-0.00253683j -0.00476227+0.000368344j 0.0132263-0.000225409j -0.00989108-0.00187807j -0.00302543-0.00478698j 0.002533+0.000244442j -0.00792595+0.00261155j 0.00268319+0.000999462j 0.00667835-0.00495063j -0.00952015-0.00705672j 0.0139481+0.0219831j 0.0187641-0.00018357j 0.012071+0.00168787j 0.00819954+0.00608975j -0.00174775-0.00879717j 0.0033706+0.00595175j 0.00123359-0.0028164j -0.00403853-0.00748418j 0.00334416-0.00011995j -0.000833785-0.00663447j 0.00318589+0.00524859j -0.00167271+0.00123257j -0.00198954-0.00473194j 0.00490076+0.00902536j 0.0020762+0.00313189j 0.00422435+0.00425898j 0.00276595+0.00489559j -0.00432184-0.00950741j 0.000828081+1.30941e-05j 0.00256745-7.51798e-05j 0.000710774-0.00199191j 0.00566319+0.00478391j -0.00353843-0.00431265j -0.0040667-0.0154039j 0.000672842-0.00746782j -0.0048167-0.00694058j 0.00158446+0.00692431j 0.00196479-0.00469148j 0.00297674-0.00131113j -0.000480768+0.00237585j -0.00194712-0.00604885j 0.00196415+0.00838044j 0.00449114+0.00851629j -0.00134192-0.00396458j -0.00205383+0.0103875j -0.00157666+0.00295309j 0.00405547+0.00894525j 0.00155606-4.68793e-05j -0.00258866+0.00877698j 0.00210015-0.00811835j -0.00146946+0.00660215j 0.000534641+0.00617124j -0.00210128-0.00480869j -0.000752905-0.00290143j -0.0031245+0.0124474j -0.00318422+0.00471671j 0.00307534-0.00575744j 0.000715476-0.0058402j 0.00142806+0.00394518j 0.00257434-0.00584885j 0.000528252-0.00731351j -0.00555353+0.00794715j -0.00499024+0.00931915j 0.00232836-0.0157947j 
-0.00124551+0.00120246j -0.00154414-0.000621315j 0.00476029+0.00239422j 0.000377712+0.00250061j 0.000149559-0.00086697j -0.000182341+0.000155178j 0.000288766+0.00194578j -0.00271071-0.00200183j -0.000499038-0.000404669j -0.00254145+0.00197719j -0.000773671-0.000802866j 0.00149887+0.00308484j -0.00125653-0.000280747j -0.00214441-0.000156344j -0.00299542-0.00045711j 0.00162923+0.000333254j -0.000466413+0.00120233j 0.00317031-0.000285922j -4.92441e-05+0.000198363j -0.000500848+0.00354463j 0.00206751-0.00186448j 0.00201898-0.000518194j -0.00309492-0.00256131j 0.00370967+0.00270781j -0.000121956-0.00474601j -0.0013499-0.000895769j -0.00550797-0.00101765j -0.000738105-0.00531466j -0.00152754+0.000545794j 0.0131681-0.00400055j -0.00154206+0.00730669j 0.000674245-0.0110571j 0.00529811-0.00527948j -0.0195515+0.00408299j 0.00483212+0.00602694j -0.00584617-0.0132429j -0.00317096-0.00685724j 0.00422958+0.0126429j 0.00316538-0.00837456j 0.00513237-0.0123906j -0.00197245-0.0122372j -0.00460154-0.00661112j -0.00488072+0.00477499j 0.00532615+0.00415541j -0.00283752-0.000111481j -0.000997978-0.00224329j -0.00359667-0.00092224j -0.00468534+0.00408572j 0.00010063+0.00351256j -0.00175606+0.00243446j -0.0032435+6.29574e-05j 0.000668393-0.00169554j 0.00102648-0.00263461j -0.000489756+0.00508836j -0.00131159-0.00229884j 0.00137142+0.000810005j -0.0014969-0.00277838j -0.000705067+0.00366216j 0.00556728-0.000185206j -0.00527899+0.00298135j -0.000517862+0.00271654j -2.24305e-05-0.00280622j -0.00100878-0.00240527j 0.000382133+0.000858506j 0.000478556+0.00605133j -0.00183128-0.00186096j -0.00104976-0.0053213j 0.00147163+0.00383106j 0.00145908-0.00219306j 8.80332e-05-0.00303835j -0.00139871+0.00124175j -0.00226102-0.00151269j -0.0066009-0.00577593j 0.00169537+0.0142201j -8.90335e-05-0.00382694j -0.00959805-0.00415278j 0.00295759+0.00248056j -0.00735255-0.0109432j 0.00838098+0.00540502j -0.00367065+0.00369325j -0.00677057+0.0109767j 0.00297172-0.0115766j -0.00554458-0.00413278j -0.00269193-0.0142992j -0.00658395+0.0100032j -0.00169644-0.0141079j 0.00739506-0.0133158j -0.0173043-0.00128089j 0.00589757+0.00342177j -0.00389802-0.0131848j -0.00398715+0.000242462j 0.0121669+0.000443227j 
-0.00135857+0.000322219j -0.00541343+0.00238758j 0.00678512-0.00183774j 0.00192719+0.000935528j -0.00285642-0.000318985j -0.00501228+0.00140921j 0.00417382-0.000514951j -0.00663093-0.0041504j 0.00204737-0.0011043j 0.0046386+0.000529909j -0.00256035+0.00237838j 0.00422355+0.00396401j -0.000314585-0.00188098j -0.00363811-0.00129385j -0.00535082-0.00582875j -0.00203084+0.00430049j -0.00126499-0.00170264j 0.00106446+0.00197061j -3.28715e-05+0.00273445j -0.00310027-0.00284759j 0.00161248+0.00309221j 6.75936e-05-0.00252543j 0.000275461-0.00461738j 0.00252967+0.00614219j 0.00466179-0.00271444j -0.000863451-0.00372201j -0.000890005-0.00593703j -0.00137953+4.47434e-05j 0.000127745-0.00207329j 0.00438496+0.00235857j -0.0115329+0.00160983j -0.000343263-0.00484295j 0.000779427+0.00807618j -0.000978132-0.0144151j -0.00617698-0.00453259j 0.00914848-0.000159805j 0.00754822-0.0196122j -0.00701173+0.0161086j -0.0120891+0.00420551j 0.00027772-0.00947879j 0.00243087-0.00227957j 0.00402672+0.00889617j -0.00993386+0.000576889j -0.00575514-0.00220703j -0.00865924-0.000377778j -0.00462741-0.00567723j -0.00235664+0.000399058j -0.0185623-0.00411866j 0.00268793+0.000875159j -0.00200292+0.000835517j -0.00182293-0.00588349j -0.000297126-0.00121123j 0.00695896+0.00207298j -0.00846904-0.00164963j 0.00670429-0.00118307j -0.0027267-0.00131848j 0.00366544-0.000642129j -0.00453408-0.00439591j 0.000957104-0.00238599j 0.0018034-0.00252444j 6.69521e-05-0.00262999j -0.00334936+0.000543537j 0.0011736+0.00187122j -0.00437113+0.00259276j -0.00391764+0.000769812j -0.00247129-0.00312167j 0.00729506+0.00178561j 0.00249391+0.00177832j 0.00635009-0.00156129j 0.00760684+0.000919071j -0.00161356-0.0045823j -0.00156444-0.00470724j 0.00169159+0.00270611j -0.00866874+0.00113255j -0.00331876+0.00423853j -0.00520089+0.000365694j -0.00853286-0.00047377j 0.0120626-0.0049304j -0.00387867-0.00012724j -0.00219369+0.00222981j 0.00413609+0.00136398j 0.00400014+0.00223802j 0.00192827+0.00658842j -0.0107513-0.00737377j 0.0012437-0.00447011j 0.00253606+0.0167291j -0.0037302-0.00426368j -0.00778375-0.00195517j -0.000166032+0.0191253j -0.00128311-0.00737253j 0.00405523-0.00589674j -0.00467742-0.00127736j 
-0.00268271+1.92218e-05j -0.00083639+0.00474537j 0.00694385-0.0019798j -0.00246219+0.00236611j -0.00519073+0.00711446j -0.00579518+0.00265807j 0.000508446-0.00478627j -0.0102297+0.00582895j 0.00188574-0.00450907j 0.00163672-0.00264372j 0.000769944+0.00364475j 0.00243807-0.00463124j -0.000940836+0.000343087j -0.00404147+0.00182795j -0.00449585+0.00328708j 0.00258546+0.00401202j -0.00320004+0.00223364j 0.00314152-0.0012633j 0.00354885-0.00126131j 0.000725813+0.00271963j 0.00109782-0.00471672j 0.00156226+0.00126111j -0.00220105-0.00441232j 0.00246696-0.000963941j 0.00181338-0.010774j -0.000523294+0.00117746j -0.00932345-0.00352638j -0.00768353+0.0112758j 0.00368294-0.00583589j -0.00257178-0.00759005j 0.00517227+0.0106732j -0.0115112-0.00167292j 0.0116362-0.00912739j 0.00408899-0.00747264j -0.00668958+0.000423656j -0.00187173+0.0061748j 0.00399514-0.00948935j 0.00440659+0.0217361j -0.0144556-0.0051787j -0.00916017-0.00269225j 0.010018+0.00119134j -0.00645707+0.00386267j -0.0120741+0.0023276j 0.0019361-0.00202295j -0.000162129+0.00125124j 0.00179687+0.00204581j -0.00331659+0.00426874j -0.00524623+0.00443303j 0.00194549-0.00136213j 0.00118573+0.0028486j -0.00561253+0.00105302j -0.0012356+0.00210187j 0.00264752-0.000501533j -0.00258771+0.00242328j -0.00128989-0.00380044j -0.00212318-0.00112521j 0.0018397-0.00327359j -0.00262325+0.00256703j 0.00204331+0.000991165j -0.00218848+0.000403231j -0.000423483-7.91282e-05j 0.00157737+0.000231618j -0.000635148-0.000348018j 0.000269476+0.000939234j 0.00346296+0.000804916j -0.0017948-0.000532801j 0.00263995-0.000235688j 0.00291026-0.00226692j -0.0012106-0.00254162j -0.00337011-0.00295215j -0.000195157+0.00439572j 0.000655915+0.0107033j 0.00502346+0.000282451j 0.00158583-0.00107276j 0.000799612-0.00297736j 0.00705798+0.01188j 0.00323105+0.00459677j -0.0120157+0.0109004j 0.00498528+0.00649151j 0.00525632-0.0116315j 0.00433745-0.00583921j 0.00248633+0.00455731j -0.00393125+0.000592054j -0.00586407+0.0159941j 0.000818603-0.0116241j -0.000701558-0.000319459j 9.77734e-05-0.00382517j 0.00308201+0.00226003j 0.0128351-0.00574249j -0.00319778-0.0101142j -0.00933+0.00191463j -0.00655411-0.000699636j 
-0.00726919+0.00582792j 0.000789883-0.000569157j 0.000549378+0.00176257j -0.00422624+0.00212145j 0.00365312-0.000628049j -0.00507838+0.0055156j -0.006793-0.00283713j 0.00361114-0.00274911j -0.00084821-0.00423757j 0.000679858-0.00436034j 0.00399801-0.000581614j -0.00252355-0.00164348j 0.00305973-0.00174117j 0.00478582-0.000853974j 0.00564711+0.00103878j 0.001393+0.00298595j 0.00295999-0.000195596j 0.000550956+0.000419314j 0.00336481-0.00211315j 0.00864447+0.000329041j -0.00235782-0.00308751j -0.000397949+0.00108995j 0.00576299-0.00214444j -0.00947583+0.000735166j -0.000409141-0.00105391j 0.00240094+0.00193702j 0.00412743-0.00177513j -0.00656047+0.00341714j 0.00543113-0.00208686j -0.00763108+0.0012439j 0.000753507+0.00115186j -0.00720345-0.00205132j -0.00600513+0.00995613j -0.00464649+0.00377171j -0.00293976+0.0290493j 0.0201982+0.00342361j -0.00885284+0.0307234j -0.0199198+0.0162658j 0.00620592-0.00421117j 0.0202424+0.00354674j 0.0162421-0.00983261j 0.0205884-0.000237924j -0.00256605+0.00123013j -0.0103633+0.00291904j 0.000953863-0.000967213j -0.00024483-0.00596082j 0.00319861-0.000877571j 0.00260375-0.00224508j 0.00416655+0.000918872j -0.000740385+0.00302957j -0.00541928-0.00138173j -0.0015481-0.00331147j -0.00233038+0.000514591j 0.00561664-0.0032971j -0.00106167-0.000161373j 0.00042148-0.00179778j -0.00154597-0.00110509j 0.0039156+0.000573511j 0.00242627-0.00165351j -0.00197252+0.000467941j -0.00475777+0.00158054j -0.00330965+0.000235437j 0.00036242-0.000235183j 0.000922257+0.00264862j 0.00165983+0.00115656j -0.00198889-0.00252931j -0.000550704+0.00531428j 1.34259e-05+8.17515e-07j -0.00246671-0.00065375j -0.00139532+0.00117947j 0.00168004-0.00138582j -0.00688268+0.00242323j -0.00385108+0.00375766j 0.00635297-0.000593706j -0.00501891+0.000205852j -0.00310993+0.0046903j 0.000705977-0.000952614j -0.00645092+0.00225997j 0.00478735-7.02756e-05j 0.00179822+0.000318333j 0.00727309+0.00122831j -0.0106783+0.0057971j -0.00245458+0.00219831j -0.00173999-0.0127819j 0.00388298-0.00126851j -0.0102178-0.00109457j 0.00221187-0.0121097j 0.0116195+0.00754729j 0.00199562-0.00142539j 0.00144343-0.00186718j 0.0065261+0.000935205j -0.0049011-0.00307193j 
-0.00211501-0.00201657j 0.00592544-0.00398548j -0.00159527+0.00201061j 0.00541274-0.00418909j 0.00625698-0.00203889j 0.00549537+0.00274461j 0.00293363-0.00190613j -0.000756195-0.0022133j 0.00392438+0.0022453j 0.0016235-0.00377162j 0.00346863+0.00476454j 0.0102325-0.00193874j -0.00117678-0.00153514j -0.00217819-0.0026298j -0.00232832-0.00116637j 0.00164703+0.00184342j 0.00395084-0.00339253j 0.00551327-0.00123943j 0.00310295-0.000358069j 0.000461452+0.00332162j 0.00380035-0.00247286j -0.00179555+0.00133726j 0.00107997-0.000736863j 0.00060477+0.00187527j 0.00292023+0.00785544j 0.00111968-0.00310892j -0.00604732-0.00409035j -0.00279649+0.00473417j 0.00451464+0.00662011j 0.00424721-0.00442522j -0.00855441+0.00673104j -0.00443109+0.0104911j 0.0111096+0.00158255j -0.00791865+0.0111625j 0.012233+0.00389531j 0.0111857-0.010906j -0.0260298-0.000907286j 0.0224239-0.0120519j 0.0188154+0.00286331j -0.0151547+0.000100709j -0.0194592+0.00512533j 0.0140851-0.0070678j 0.00311456-0.00613987j 0.00119262-0.000725193j 0.00120048-0.00430993j -0.00658202-0.000606264j -0.00419953-0.000896192j -0.00122085-0.00203223j 0.00121283-0.00148388j -0.000530251+0.000956165j -0.00723221+0.00122918j -0.00588827+0.00156732j 0.00102618+0.00149242j -0.000443578-0.00202183j -7.72179e-05+0.000253393j -0.000400462-0.00521448j 0.00016672+7.05305e-05j 0.00117613+0.00185729j 0.00314949+0.000277604j -2.8063e-05-0.00124479j 0.000249263+0.000401603j -0.00209564-0.000547072j 0.0014461-0.00340126j -0.000185869+0.00187153j 0.00133741+0.00350348j -0.00143689-0.00661183j 0.00565338+0.00510567j 0.006317+0.000280593j 0.00398569+1.90619e-05j -0.00308201+0.00327285j 0.00110977-0.00200899j 0.00186429+0.00463998j 0.00162928+0.00162513j -0.000458125+0.000259377j -0.00139306+0.00234071j 0.00375717+0.00982593j -0.00249777+0.00372896j 0.00142057+0.00542549j 0.0019852+0.00923847j -0.00151117-0.0083178j -0.00360879+0.00635751j 0.00262678+0.0095347j -0.0021839-0.00201721j -0.00824773-0.000596355j 0.00312077-0.00862052j 0.0045555-0.00139284j -0.00478353-0.00575705j 0.00767186-0.00150276j 0.00920422+0.00587662j -0.00273485-0.00455735j 0.00191925-0.000169525j 0.00238249+0.0010118j 
-0.000159131-0.00363682j -0.000729634-0.00393935j -0.00118017+0.00522412j 0.00214165-0.00171499j 0.00205435-0.00163279j 0.00204508-0.00406761j 0.0021433+0.0012011j 0.00250913-0.00299564j 0.00110136+0.00236221j -0.00133086+0.000739437j -0.000200862-4.94869e-05j 0.00191009+0.000744058j -0.000718953-0.000671443j 0.000193382-0.002836j 0.000308835-0.00263487j 9.51164e-05-0.000945836j 0.00070065-0.00244583j 0.00228118+0.000433117j -0.000321195+9.10312e-05j -0.00238796+0.000593146j 0.00242469-0.000240427j 0.000213771+0.0021118j 0.00164588-0.000880436j -0.000397077+0.00189724j 0.00419021+0.00426163j 0.00196004-0.0023268j -0.00187553-0.00424888j 0.000596208-0.000533614j 0.00175479+0.00263768j 0.00650057+0.00129119j -0.0075206+0.00116367j 0.00275421-0.000440725j 0.00560694+0.0020364j -0.00464675-0.00200083j -0.000476339-0.00703368j 0.00709505-0.00359957j -0.00329173-0.00849519j -2.0846e-05-0.00758889j 0.00880032+0.000903266j 0.00284718-0.000114457j -0.00405957+0.00427305j -0.00194075-0.00602215j 0.00460739-0.00315493j 0.00235613+0.0033119j 0.000736149-0.00170352j -0.00143787+0.00232715j -0.00208163-0.00379715j 0.00308585+0.000587407j -0.00108654-0.000627585j -0.000777958-0.00034997j -0.00167188+0.0016683j -0.00212988-0.00134232j -0.0003329+0.000261793j 0.000210232+0.000388277j -0.000197671-0.000535154j 0.00106021-0.00160054j 0.000175331-0.000632175j 0.000330094+0.00253111j 0.000930321+0.000979439j 0.000767016+0.000997705j 0.0013967+0.00243914j -0.000347152-0.000281962j 0.000815208-0.0018927j -4.6303e-05-0.00012924j -0.00060615+0.00168106j 0.000888712-0.00225795j 0.00140775+0.000454441j 0.00250974+0.00202709j 0.00273381+0.00221071j -0.00286553-0.000241453j 0.000147158+0.00108115j 0.00293603+0.00622891j 0.000235713-0.00249737j -0.00233549+0.001602j 0.0024659+0.00249228j 0.00456452+0.0044297j -0.00266574+0.0028464j 0.000687824+0.00587755j -0.00137956+0.00339483j -0.00235724-0.00504275j -0.00941697-0.0014996j 0.00605745+0.00774992j 0.00365073-0.00681322j -0.00605107-0.00239538j 0.00293951+8.39883e-05j 0.00242437-0.00167792j 0.000700433-0.00796257j -0.00508317-0.0166615j 0.0008591+0.00681107j 0.00502066-0.00142066j -0.00237315+0.0108398j -0.00148258-0.00246171j 
-0.000932599-0.00236052j -0.000912401+0.00386826j -6.22685e-05-0.00157375j -0.00232917-0.000502057j -0.00400303+0.00313661j -0.00319541-0.00178117j 0.000458859-0.00280124j -0.00287409+0.00325882j 0.000818912-0.00156466j -0.000431509+0.000334804j -0.00260128-0.000383964j -0.00134557-0.00171145j -8.23253e-05+0.00199886j -0.00290199+0.00237506j -0.00328758+0.00380546j -0.00159859+0.000767978j -0.00256178+0.00211559j -0.000736126+0.00177613j -0.000940277+0.00221839j -0.00464964+0.00100066j 0.00107651+0.000699253j 0.000760384+7.51111e-06j -0.00155916+0.00153515j 0.00328239-0.00498393j 0.00158048-0.00654012j -0.00172541+0.00211959j 0.000647793+0.00118888j -6.14004e-05-0.00348578j -0.00190539-0.00144483j 0.0012627+0.000459399j 0.00489295+0.00193971j 0.00111345-0.00614759j 0.00183449-0.00494016j -0.00209953-0.0047252j -0.00607973+0.000639429j -0.00812297+0.00804416j -0.00217483-0.00614485j -0.00314831+0.00351155j 2.42013e-05+0.00136972j -0.0017234+0.000101851j 0.00616401+0.00264275j -0.00513252+0.00398744j -0.00422111-0.000361681j 0.00166669+0.000375809j -0.00156675+0.00152374j 0.00334005+0.00302718j -0.00110692+0.00170853j -0.00456871-0.00104861j -0.0010082-0.000457682j -8.9125e-05+0.0015918j 0.00248895+0.00176052j 0.00109671+0.00275946j 0.00203903+0.000905893j -0.00385496-0.000649308j 0.000596208-0.000358224j -0.000376026+0.0023307j 0.000791791+0.00102726j -0.00271407-0.00413148j -0.000800402+0.000885383j -0.00120076-0.000505853j 0.000878074+0.000618321j 0.00345676+0.000378988j -0.000327356-0.000203102j -0.000252454-0.00168207j -0.00199418-0.00150745j 0.00154427+0.00204513j -0.000325112-0.00399213j -0.00248033-2.45797e-05j -1.36399e-05+0.000801164j 0.00152663-0.000686166j 4.52442e-05-2.19808e-05j 0.00175487-0.000696502j 0.000542596+0.000992386j -0.00134347-0.00264001j 0.000220646-0.001969j -0.00182717-0.00500494j -0.000700694+0.000568705j -0.000380937-0.000685073j -0.00358188-0.00119686j 0.00420595+0.00147282j 0.00166897+0.00168503j 0.00522558-0.00268747j -0.00469661-0.00399731j 2.16466e-05+0.00890619j -0.00178228-0.000233513j -0.00350378-0.00840128j 0.00850741+0.014554j -0.0034656-0.00796939j 0.00260559+0.000646224j 0.000732883-0.00808444j 0.00147258+0.00161801j -0.0021284+0.0108988j 
0.00510088-0.00470791j 0.00151108+0.00267985j 0.00131454-0.00101242j 0.00408305+0.000484669j -0.000798895+0.000890498j 0.00370276+0.00167644j 0.00188634+0.000674567j 0.000515235-0.00219667j -0.00290902+0.00222891j -0.000195641+0.00393527j -0.00235222+0.00199825j -5.63227e-05+0.00294011j 0.0013388+0.000783966j 0.00130085-0.00224434j 0.0050525+0.000114209j -0.000574438-0.00143276j 0.00479689+0.000448749j 0.00205884+0.000221697j -0.00100352+0.000761224j 0.0040184-0.000154557j -0.00554878-0.00321235j 0.00120616-0.000884041j 0.00183564+0.00387087j -0.0057386-0.0037184j -0.00521192+0.00855672j 0.00598065+0.00132096j 0.00188538+0.00067874j -0.00657989+0.00225086j -0.000113723+0.00682994j 0.000758745-0.0113267j -0.000581859-0.00785948j -0.0108961-0.00381263j -0.0127007-0.00117654j 0.0159788+0.0130783j 0.0129229+0.00333741j -0.0124024+0.0292119j 0.0237861+0.00706883j 0.00717939+0.00639932j -0.01585-0.00265631j -0.00705171-0.00325705j -0.0125664+0.0082068j -0.0162643+0.00886958j -0.000850436-0.00240742j 0.00745077+0.00012112j -0.00317625-8.30831e-05j -0.00397411-0.00130816j -0.00396572-0.00115328j 0.00117809-0.00473937j 0.00221228+0.000452967j 0.00243298-0.00378952j 0.000663288-0.00267123j -0.00261605-0.000329038j -0.00302088+0.00120299j 0.0014758-0.00217149j -0.000279188+0.00328134j 0.00228912-0.00369617j -3.03279e-05+0.00181143j 0.00239194-0.00108737j 0.00247951-0.000937487j -0.000765285-0.00349447j 0.00271723-0.00249491j -0.00388302-0.000684116j -0.00303315-0.00227883j 0.00150575+0.00176047j 0.00320679+0.000845057j -0.00204973-0.00689762j -0.00242418+0.00634381j 0.00378179+0.000891205j 0.0033859+0.00169676j -0.00240862+0.00463784j 0.00153515-0.00697232j -0.00184265-0.00464737j -0.00547718+0.00396779j 0.00429499-0.00191589j -0.00519371+0.00650261j -0.00804531+0.00523825j -0.00252246-0.002639j -0.00426526+0.00311819j 0.00393888+0.00519422j 0.00363546-0.00366179j 0.010945+0.0103038j -0.00417637+0.00534457j -0.0150916+0.000459234j -0.0042096-0.00693363j 0.00698029+0.00268877j -0.0159791-0.0035175j 0.000799292-0.00446895j 0.000454636+0.0102486j -0.00836645+0.00498284j -0.00379516-0.00548046j 0.00297371+0.00290086j -0.00182868+0.00312431j 
0.0048953+2.37182e-05j -0.00250267-0.000962976j -0.00515901+0.00643132j -0.000495874+0.00248013j -0.00127589-0.00104438j 0.00207309-0.000890062j -0.00102307+0.00672223j 0.00509218-0.0049738j -0.000925808+0.00648756j -0.00590349+0.0020394j 0.00157427-0.00245747j -0.00205863+0.00762402j 1.06725e-05-0.000883691j 0.0067837-0.00675076j 0.00172459-0.00440723j 0.00127949-0.00451628j 0.00028573+0.00117525j 0.00182484+0.00238316j 0.00351858-0.00213421j 0.000357828+0.000219574j 0.00214267-0.00251479j -0.00368032+0.000577583j 0.00585348-0.000304292j -0.00583356+0.0078246j -0.000904283+0.00991251j 0.00155471+0.000915063j 0.00107841-0.0106128j -0.00995679+0.00485658j 0.00220855+0.0103763j 0.0145804+0.00505004j -0.0102836-0.00422347j 0.0106992+0.00181624j 0.00931488+0.0092166j -0.00699202-0.0137492j -0.019317+0.0055151j 0.0054618-0.00564874j 0.0136923-0.00607149j -0.0231115+0.00341495j 0.00233506+0.00402918j 0.0172698-0.0026077j 0.0133452-0.00157989j -0.00847451+0.00294719j 0.00137707-0.00472859j -0.0030561+0.00171984j -0.00303173-0.000836854j 0.00136072-0.000453776j -0.000375213-0.0019351j 0.00696304+0.000446011j -0.00498297+0.000522112j 0.000403028-0.00365191j 0.002042+0.000858187j 0.00167196+0.00121625j -0.00313136+0.000664986j 0.00159777+0.00214095j -0.00136434+0.00319345j 0.000233469-0.00247156j 0.00386604-0.000211576j -0.00124834+0.00372849j 0.00163405+0.00161303j -0.00199586-0.000750145j 0.0018788+0.000834701j -0.00257204+0.00175985j -0.00245887-0.00481721j 0.00255671-0.00122924j 0.00357897+0.00630388j -8.43566e-05-0.00901501j 0.0039006+0.00724191j 0.00514135+0.0086876j 0.00537954+0.00762547j -0.00388554-0.000942619j -0.000777844-0.00290278j -0.000734802+0.0030356j 0.00352127-0.00468971j -0.00643783+0.00841665j 0.00229734+0.0114389j 0.00109014+0.00995355j -0.00389601-0.00670611j -0.00108844+0.00364001j 0.00142486+0.0184956j -0.00212854-0.00898071j -0.00592526+0.00736113j -0.00908022+0.00843089j -0.00283293+0.0104839j 0.0126575+0.00902171j 0.00388431+0.00428829j 0.0124489+0.00231907j 0.0108882-0.0101273j -0.00100059+0.00565599j -0.00461371-0.00582792j 0.00795033+0.000693697j 0.00313282-0.00468771j 0.0028428+0.0033676j 
0.000369113+0.00454215j -2.65703e-05+0.000403382j 0.00721542-0.00641224j -0.000863169-0.00146327j 0.00157705-0.00395464j 0.00762807+0.00343469j -0.000679854+0.000419074j -0.00349984+0.00415055j -0.00104854-0.00421745j -0.00135389+0.001j 0.00666294-0.00321424j -1.1062e-05-0.00836531j -0.00196631+0.00154138j -0.00512873-0.00147829j 0.000104419-0.000945326j 0.00336802-0.00636669j 0.00178581-0.000534883j 0.00143628-0.010101j -0.0017959-0.0102701j 0.00640454-0.00756531j -0.00809281-0.00866993j 0.00232548+0.00130067j -0.00423242-0.00675756j 0.00408078+0.00864656j 0.00185818+0.000544419j -0.00227864-4.95829e-05j -0.0101328+0.013141j 0.0172565+0.0188018j 0.00554924-0.00850155j 0.000107224-0.00475129j 0.00134332+0.00363388j 0.00713557+0.0136684j -0.00747325-0.0208499j -0.00916711-0.000443819j 0.0133788+0.00542227j -0.00390794-0.0152525j 0.00557546+0.00885501j 0.0114264-0.00584167j -0.0119285+0.00109507j -0.00175997+0.00431322j -0.000661392-0.00372473j 0.00329841+0.000370231j -0.00666268+0.00274745j -0.0003048-0.00424116j -0.00190253-0.00157815j -0.00375474+0.00121491j -0.000992096+0.00095863j -0.00349244+0.00152455j -0.00199911+0.00358868j 0.0025443-0.00145839j 0.00189277+0.00252271j 0.0037845+0.00241836j 0.00646352+0.00111897j 0.00115634-0.00134936j 0.000467909+0.00150905j -0.0069726-0.00646234j -0.00147223+7.21673e-05j 0.00470624-0.00192211j -0.00042218-0.00617974j 0.00434455+0.00054824j 0.00295772+0.00165088j 0.00123143+0.00375864j -0.00451805-0.00298966j -0.000390128-0.00113209j 0.0083273+0.00255727j -0.00675216-0.00266889j 0.00918477-0.00256488j 0.00333841+0.00512153j 0.00340058-0.00231173j -0.000824316+0.00601314j -0.00369341-0.00406368j 0.00826111+0.00351172j -0.00461234-0.00933648j 0.00276487+0.00589183j -0.000511529+0.00178332j 0.0101594+0.000294724j 0.0021398-0.0136355j 0.00373603-0.00795934j 0.00438452+0.00188119j -0.00930551+0.00509277j 0.00104139+0.0169259j 0.000640558+0.0025955j -0.0020726+0.00741556j 0.00744566-0.012856j -0.00685307-0.0047982j 0.00418108-0.00729797j -0.0100521-0.00853595j 0.00493803-0.00558134j -0.000920564-0.00119432j -0.00584609-0.00140381j 0.00385448-0.00185569j -0.00280128+0.00217373j 
