0.00897562-0.00356879j -0.00470019+0.00986011j 0.00962596-0.00637424j 0.0111824-0.00387173j 0.00238549-0.000474383j 0.000972554-0.00116874j -0.00237712+0.00271721j -0.00982724+0.00200398j 0.0030968-0.00190877j 0.000304846-0.00170029j 0.0116504-0.00340447j -0.0104163+0.00581304j 0.00973287-0.00598559j -0.0138077+0.00466097j -0.0127964+0.00147277j -0.00140543+0.00548722j -0.00029629-0.000528062j 0.00440403-0.00172147j 0.0120015-0.00366903j -0.00648629+0.00279043j -0.010073+0.00298854j 0.00487197-0.0039553j -0.00129325-0.00354323j -0.00336428+0.00246942j -0.00467896-0.0029703j -0.0179448+0.00281754j -0.00525612-0.000744677j 0.00322481+0.00253747j -0.00818243-0.00253683j -0.00476227+0.000368344j 0.0132263-0.000225409j -0.00989108-0.00187807j -0.00302543-0.00478698j 0.002533+0.000244442j -0.00792595+0.00261155j 0.00268319+0.000999462j 0.00667835-0.00495063j -0.00952015-0.00705672j 0.0139481+0.0219831j 0.0187641-0.00018357j 0.012071+0.00168787j 0.00819954+0.00608975j -0.00174775-0.00879717j 0.0033706+0.00595175j 0.00123359-0.0028164j -0.00403853-0.00748418j 0.00334416-0.00011995j -0.000833785-0.00663447j 0.00318589+0.00524859j -0.00167271+0.00123257j -0.00198954-0.00473194j 0.00490076+0.00902536j 0.0020762+0.00313189j 0.00422435+0.00425898j 0.00276595+0.00489559j -0.00432184-0.00950741j 0.000828081+1.30941e-05j 0.00256745-7.51798e-05j 0.000710774-0.00199191j 0.00566319+0.00478391j -0.00353843-0.00431265j -0.0040667-0.0154039j 0.000672842-0.00746782j -0.0048167-0.00694058j 0.00158446+0.00692431j 0.00196479-0.00469148j 0.00297674-0.00131113j -0.000480768+0.00237585j -0.00194712-0.00604885j 0.00196415+0.00838044j 0.00449114+0.00851629j -0.00134192-0.00396458j -0.00205383+0.0103875j -0.00157666+0.00295309j 0.00405547+0.00894525j 0.00155606-4.68793e-05j -0.00258866+0.00877698j 0.00210015-0.00811835j -0.00146946+0.00660215j 0.000534641+0.00617124j -0.00210128-0.00480869j -0.000752905-0.00290143j -0.0031245+0.0124474j -0.00318422+0.00471671j 0.00307534-0.00575744j 0.000715476-0.0058402j 0.00142806+0.00394518j 0.00257434-0.00584885j 0.000528252-0.00731351j -0.00555353+0.00794715j -0.00499024+0.00931915j 0.00232836-0.0157947j 
-0.00157962+0.0136058j -0.00229401+0.000302125j -0.0119975+0.00942869j -0.00351102-0.017126j 0.0136375+0.00137943j -0.0105101+0.000902237j 0.0114868+0.00871881j -0.00987642+0.00678769j -0.017442+0.00346811j -0.0104021-0.0136069j 0.00670293+0.00334503j 0.00174202-0.000433083j 0.00391377+0.0105474j -0.00696697+0.00542534j 0.00676282-0.00448302j 0.00427775-0.0069113j -0.00869082-0.000654589j -0.00144244+0.00577571j -0.01191+2.13988e-06j -0.00478207-0.00440624j -0.00689898-0.00386934j 0.00203567-0.00156077j -0.00440792+0.00278433j 0.00281201+8.22879e-05j 0.00528277-0.00482115j 0.00253427-0.00443954j 0.00037174-0.000381391j 0.00455093-0.0019912j -0.00315113-0.00238426j 0.00315066+0.00123763j 4.81301e-05+0.00401462j -0.00109187-0.00146555j -0.00226373+0.00069221j 0.00246287+0.00238338j 0.000376241-0.00135665j -0.00421523+0.000628443j -0.0037972-0.00285033j -1.24714e-05+0.00388211j -0.00924231+0.00299376j 0.000326797+0.00972241j -0.00176924-0.00635564j 0.00504798-0.00787613j 0.0130446-0.0139767j 0.000558501-0.000502586j -0.00965203-0.00629219j -0.000688837+0.000611737j -0.0166085-0.00535523j -0.00178175+0.000437554j 0.00756906+0.0103599j -0.0121675+0.00823775j -0.00603455-0.0111314j 0.00238885-0.00279451j -0.00474666+0.0077024j -0.00281416-0.00902105j 0.00412458-0.00225454j -0.00784185+0.0090029j 0.00440461-0.00151301j 0.000408856+0.00890575j -0.00755576+0.00341949j -0.00128586+0.00620349j 0.00326877-0.00618917j -0.0041819+0.00459671j 0.00101369-0.0078242j -0.000585824+0.000909161j -0.00120743-0.00717904j -0.00822197+0.0114777j 0.00241045-7.64618e-05j 0.00114516+0.00329038j 0.00257437-0.00110733j -0.00443093+0.00283325j 0.000419971+0.000761288j -0.00211957-0.000205018j -0.00448042+0.00345492j -0.0020105-0.000732191j 0.00224604+7.39749e-06j 0.000995676-0.000192249j -0.00541775+0.00361233j 0.00129692+0.000526684j 0.00101844-3.67362e-05j -0.00415961+0.000473871j -0.00592523+2.5261e-05j -0.00241497+0.000755102j 0.00390707-0.00239517j -0.00269696-0.000597709j 0.00622509-0.00023689j 0.000822054-0.00189856j 0.00248642-0.000820296j -0.000447212-0.000874636j -0.000121938+0.00128228j 0.00225744+0.00135311j 0.00199101-0.00180063j -0.00259636-0.00128566j 
0.000976896-0.0029338j 0.00221388+0.00180056j 0.00802579+0.00222698j -0.00322423-0.00205829j 0.00221733-0.00672853j 0.0220264+0.00886196j -0.00563394+0.00892111j 0.0136906-8.78136e-05j 0.0221846-0.00521293j -0.00651995-0.00579879j -0.0129651+0.0114549j 0.00628107-4.18011e-05j 0.00353991+0.00175764j 0.0088509-0.00773858j 0.0133509-0.00473803j 0.0173773-0.0080202j 0.00222482+0.00281115j 0.0177056+0.00579613j 0.00567901-0.00296913j 0.00501151-0.00752974j 0.0108709+0.0054754j -0.00635545+0.00195928j 0.00236696-0.000918821j -0.00700498-0.00189264j -0.00310924+0.00744497j 0.0034602+0.00462733j -0.0026564-0.00111038j -0.000281599+0.00150562j 0.00303879+0.00148523j 0.00252208+0.00800988j 0.000149998-0.00380274j 0.00410431+0.00350089j 0.00211236+0.00552671j -0.00339754-0.00324023j 0.00477043+0.00427676j 0.00212358+0.00222039j 0.00527655+0.00224115j -0.00111152-0.000309742j 0.00192009+0.00195579j -0.000286312-0.00242604j 0.000800072+0.000995469j 0.00404821+0.00268514j -0.00230025-0.00369925j 0.0027129-0.000919251j 0.0001612-0.00923092j -0.000433562-0.00529337j 0.00511035-0.00194546j 0.001644+0.0104413j 0.000519048-0.000515051j 0.00848886-0.00107164j -0.00316503+0.00534717j 0.0101728-0.0032367j -0.00105737+0.009129j -0.0162171+0.0090776j 0.00386249-0.00852494j 0.00986403+0.0178724j -0.00448449-0.00433245j 0.00679185-0.00821965j -0.00412484+0.0119311j 0.00612771+0.00505701j 0.00144735-0.0130248j 0.00593304-0.00831876j -0.00160584-0.00629872j -0.00284649+0.00782832j -0.00987764-0.00219808j 0.00706719+0.00624099j -0.000959602+0.00293665j -0.00510594-0.00308097j -0.000757194+0.00220124j -0.000232855+0.00152942j 0.00207826+2.35477e-05j 0.00284756-0.00403394j 0.00349934-0.000893823j 0.00206298+0.000855523j -0.00462027-0.00104156j -0.00236586-0.000629047j -0.00102544+0.00731187j -8.382e-06-0.00449662j -0.000273209-0.000999043j 0.00394445-0.00137116j -0.000761597+0.00156807j 0.000382151+0.00081642j 0.00137592-0.000159508j -0.00034365+0.00130708j -0.00310399-0.000966539j -0.00195701-0.0024949j 0.00242017-0.00379897j -0.00229264-0.00261728j 0.00317843-0.00164245j 0.00119318-0.000194186j -0.00185143-0.00160675j 0.00209073+0.00132164j 
0.00135895+0.00908178j -0.00157376-0.00329677j -0.00900979+0.0117832j 0.0114172-0.00350914j 0.0142571-0.00655288j 0.00311535+0.0153099j -0.021895+0.00155589j -0.0372685-0.0227475j 0.0107932-0.0121347j -0.0230202+0.00348217j -0.00450784-0.00199814j 0.0246647+0.00243059j -0.00690628-0.0175301j 0.0154474-0.00671529j -0.00212408+0.00974048j -0.000934179+0.00638606j -0.000168038-0.00447907j 0.0133682-0.00835748j 0.0104437+0.00045785j -0.00129851-0.00234902j 0.0121257+0.0033511j -0.00171494+0.00119315j 0.00419131-0.0058188j -0.00233556+0.00383455j -0.00197008-0.00272882j -0.00175385-0.000183816j -0.00685944-0.00275928j -0.00470505+6.86802e-05j 0.00178334-0.000536805j 0.00673841-0.000809827j -0.0034034-0.00160293j -0.00176333-0.00303748j -0.00198147-0.00319407j -0.00142916-0.002617j 0.00238483-0.00215696j 0.00140839-0.00158405j -0.00556938-0.00344395j 0.00531264+0.0081887j -0.00309085+0.00477914j -0.000924468+0.00325756j 0.00217451-0.000406101j 0.000209386-0.00689132j 0.015698-0.00770195j 0.000709923+0.00867351j 0.00215022-0.000597017j 0.00315229-0.0153116j -0.0138045-0.00592544j -0.00230095-0.00899928j 0.00906355+0.00614994j 0.00108238-0.004978j 0.000288182+0.00832697j 0.00225342-0.00116699j 0.00256333+0.00219211j 0.000947389+0.00928671j -0.00488366-0.0127363j 0.0107551-0.00221868j -0.00571424+0.00394635j -0.00296165-0.0141237j 0.00139557+0.00143343j 0.00657105+0.00346337j -0.00871514+0.00088528j 0.00252741-0.00447627j -0.00190092+0.00353017j 0.000361719+0.00146226j -0.00358237+0.00393794j 0.00589203+0.000434925j 0.00164831+0.00315114j -0.0078147-0.00107329j -0.00120699+0.0038897j 0.00660445+0.0011061j 0.00113994-0.000560999j 0.000154485-0.00117822j -0.000896359-0.00124762j -0.000948666-0.0012086j 0.00235253-0.00201098j 0.00338293-0.00174731j 0.00390059-0.000544653j -0.00319428+0.00315629j -0.00272537-0.0017251j 0.000694268-0.00353766j 0.000818278+0.00367589j 0.00316583+0.000723505j -0.000242757-0.000163454j 0.00126457-0.00155055j 0.00153237+0.00287769j -0.0043362+0.000725311j -0.00102203-0.000385524j -0.0024043-3.15726e-05j -0.00448087-0.00307077j -0.000178783+0.000923137j 0.00140132-0.000399149j -0.00309628+0.000465113j 
-0.00255601+2.87741e-05j -0.00445637-0.0115239j 0.00177366-0.011276j 0.0261906+0.00539767j -0.0312425-0.00899598j 0.0250362+0.00503523j -0.0187773-0.0216653j 0.0106052-0.0255055j 0.000135282+0.0101144j -0.00707866-0.00195166j -0.00308287-0.0139264j -0.00717674-0.000643332j 0.00932844-0.0028242j 0.000402272+0.0031049j -0.00637745-0.00381886j -0.00739266-0.00291669j -0.00567785-0.00572984j 0.00161542+0.00273398j -0.00141832+0.0031811j -0.00659117-0.0067507j -0.00152111+0.00864796j 0.00175624-0.000311573j 0.00250947+0.000295002j -0.000734851+0.00129704j -0.000245563-0.000386507j -0.00138074-0.0014679j -0.000713432-0.00244215j -0.00266558-0.00265107j -0.000853804+0.0013657j 0.0016557+0.00264621j 0.0030802-0.00269064j -0.0021696+5.24141e-05j -0.003582+0.000270089j 0.000484649-0.00112005j -0.00442238+0.00322004j -0.00212604-0.000962898j -0.00106025+0.00276207j 0.00305595+0.000932218j 0.00353239+0.00818252j 0.00415513-0.00777748j 0.00310221+0.00668448j -0.00618098-0.00483118j 0.0109636-0.000554113j 0.0159434+0.00422324j -0.00554305-0.00956277j 0.00333247+0.00934726j 0.0077707+0.0111845j -0.00746042-0.00800426j 0.0157233+0.00746999j 0.000535862+0.0113569j 0.00539739-0.00249218j -0.00502901-0.00318431j 0.00112158+0.00782521j 0.00546644-0.00666219j -0.00522821+0.00467252j -0.00519761+0.00476136j 0.00227702-0.00127219j 0.00227644+0.00714385j -0.00115587+0.0107938j -0.00132717-0.00109944j 0.000561727+0.00262652j 0.00319178+0.0103167j -0.00247663-0.00793217j 0.00236511-0.00153168j 0.000996117+0.00295475j -0.00393431+0.00836396j 0.00043101-0.00354827j 0.00162743+0.00307291j 0.00123745-0.00279381j -0.000845305+9.56451e-05j -0.0010748+0.00228439j 0.000897926+0.00475557j -0.00199125+0.00561396j 0.00232672-0.0017177j -8.1454e-05-0.000765356j 0.00145731-0.000453136j 0.00116244+0.00332165j 0.00069491+0.000860539j -0.00124942+0.00152899j -0.000482458-0.00205791j -0.00285714-0.000445063j 0.000332066+0.0058721j -0.000553829-0.00316204j -0.00332392+0.00129043j 0.00139729+0.00244817j 0.000932847-0.00235776j -0.000848944+0.00170479j 0.00215142+0.000330067j -0.000776386+0.0010503j -0.000845094+0.000548463j 0.00300382-0.000279959j -0.000597376-0.000514688j 
-0.0035835-0.00309744j 0.00067158+0.00297632j 0.012015+0.00917107j -0.00965317-0.00365772j 0.00675763+0.00772978j -0.0247808+0.0168493j -0.000616887+0.00437341j 0.00297491+0.0103858j -0.00355776-0.00186097j 0.000580122-0.0116377j 0.00172585+0.0100236j 0.00925664-0.00955595j 0.0118567+0.00484745j 0.015056+0.00527409j -0.0102093+0.0117918j -0.0143884+0.00778318j -0.00203171+0.00233397j -0.00259903+0.00872001j 0.00111239+0.00412599j 0.00762132-0.00258793j -0.00337938+0.00186326j -0.00176386+0.000657322j 0.00190805-0.000677943j -0.000437983-0.0052965j -0.00907567-0.00793733j -0.00139839+0.00298774j 0.00245649-0.00388684j -0.00437487-0.000455199j -0.00220924-0.00204249j -0.00691865+0.00451565j 0.0023318+0.00416476j -0.0060398-7.86991e-05j -0.00444172-0.000804558j 0.00233329-0.000412595j -0.00499324-0.000473239j 0.00138328-0.00134898j -0.00338324-0.00219121j -0.000466595-0.000170234j 0.000528844-0.00573188j -0.00272188+0.000449217j 0.00192923-0.00154448j -0.00155134+0.00171174j -0.0120255-0.00638428j 0.000436914-0.00454804j -0.00256597+0.0101159j -0.000382232-0.0016269j -0.00374439+0.0138413j 0.00232115+0.00221747j -0.00439115+0.00628318j -0.00588927-0.0102645j 0.00597731+0.0131057j -0.0073504-0.0108318j -0.00611366+0.0149736j 0.0103134+0.00662446j -0.00352331+0.00225342j 0.00398374-0.0145641j 0.000174535+3.18654e-06j -0.00836025-0.00764962j -0.00367737+0.0090796j 0.000621568-0.00457017j -0.0051224-0.00347621j -0.0109744+0.00137169j 0.00579979-0.00986686j 0.000207141+0.00765135j -0.00206049+0.00901956j -0.0103847+0.000716134j -0.00522157+0.00545661j 0.00316065+0.00303931j 0.00430589+0.00114991j 0.00230377-0.000846875j -0.0068507+0.0030089j -0.00688086+0.00507851j -0.0055481-0.000595927j 0.00165426+0.000274851j 0.00193611-0.000288654j 0.000684352-3.26105e-05j 0.000498072+0.00280373j 0.00225856-0.00253975j -0.000867997-0.00207232j -0.00404047+0.00186706j 0.00210265+8.14536e-06j -0.00698387+0.00162579j -3.60432e-05-0.000414154j -0.00126214+0.00037457j 0.00422333-0.000514317j 0.00527113+0.000781699j -0.00465131-0.00234146j 0.00112008+0.000689968j -0.00226609-0.00120967j -0.000112055-0.00182234j 0.00224128+0.00189948j 0.00102641-0.000206498j 
0.00212609+0.0036043j 0.00193757+0.00267264j 0.00483238+0.00482057j -0.0240437-0.000199416j 0.00590366+0.0118305j 0.00224163-0.00514923j 0.0196714-0.000522343j 0.00421124-0.0334716j -0.0016944-0.0110006j -0.00598173-0.0126412j 0.00926813+0.00595844j -0.0038157+0.015258j 0.0111045-0.000593624j -0.00886751+0.00416919j 0.00203874+0.00362988j -0.0114734-0.00893661j 0.00147106+0.000163696j 0.0038148+0.00457901j -0.00491609+0.0021378j -0.00730629-0.00455309j -0.00277174-0.000595307j 0.00304704+0.00174138j 0.000214899+0.000876559j -0.000558175-0.000913112j 0.00641447-0.000879316j 0.00428604-0.00159737j 0.00175003-0.0018831j 0.00200191+0.000202057j 0.000695078-0.00176878j 0.00571606+0.00288577j -2.38079e-05-0.00170229j 0.00485806-0.00282766j 0.00385386-0.000690684j 0.000708317-0.00148429j 0.00151799+0.00136427j 9.41327e-05-0.000483858j 0.00114918-0.00135708j 0.000103923+0.00444703j 0.00266234+0.00117343j 0.00702988+0.00479445j -0.00535752-0.00177127j -0.0026029-0.0050377j -0.00948854+0.00320208j -0.00374127-0.00122861j 0.00834102+0.011215j 0.000914703+0.0059398j 0.000767398-0.00869558j -0.00166907+0.0106309j 0.0212145-0.00260253j 0.00392054-0.00905344j 0.00494352-0.000138335j 0.00745188+0.00292576j -0.00419257+0.00262178j 0.00826549-0.0105979j -0.00659535+0.00816818j 0.00252839-0.0115764j 0.00369599-0.00442555j 0.00264731-0.011217j -0.000238886-0.00848212j -0.00357796+0.00136218j 0.0060409-0.000663171j 0.0103404-0.00364443j -0.00153468-0.00431519j -0.000262498+0.00679034j -0.000175352+0.00263563j -0.00210548+0.00419143j 0.0027741-0.00183843j -0.00107432-0.00195494j -0.00238042-0.00179327j -0.000723043-0.00261478j 0.00354363+0.00152273j -0.00170664+0.00520468j 0.000232331+0.00163791j 0.00456307-0.00305608j -0.00401861+0.00337975j -0.00312946+0.00502552j -0.00221004+0.00165697j 0.000255866-0.00379657j 0.00405479-0.00226772j 0.00286322+0.00112868j -8.17873e-05-0.00130397j -0.000782446+0.00647408j 0.00100766+0.000593787j 0.00222415-0.00307132j -0.000751661+0.000501484j 0.000623026-0.00023596j 0.00143753+0.00337623j 0.000946164-0.00105442j 0.00258195-0.00337315j -0.00155937-0.000454764j -0.00257386+0.00128645j 0.000108532-0.000332405j 
-0.00161146-0.00684363j 0.00523532+0.00988792j 0.020171-0.00186519j 0.0144078+0.0092738j -0.00365675+0.0126962j 0.012565-0.00782679j -0.0105843+0.0117565j -0.00629276-0.000467908j -0.000743235-0.00614027j 0.00234708+0.000750527j -0.00456206+0.0149908j 0.00318239-0.0051033j -0.00432426+0.00486733j -0.00383405-0.00658579j 0.000620116-0.00181488j 0.00243975-0.00480129j 0.000230524-0.000580774j -0.000264511-0.00153625j -0.000950533-0.0021971j -0.00248447-0.00231569j 0.00351671-0.00466556j -0.00134019+0.0038703j -0.00192471-0.00153804j 0.00209501+0.000427085j 0.00204396+0.00334853j 0.00203708+0.000165693j -0.000904123+0.000529166j 0.000993669+0.000298162j 0.000333588+0.000756229j 0.00270668-0.000562335j -0.0029156+0.0013313j 0.0010194+0.00128397j 0.00204247-0.000242453j 0.000153667+0.000932946j 0.00372115-0.00201229j -0.000365756-0.000248953j -0.00360968-0.00192401j -0.00300694+0.00281874j -0.0110066-0.00359062j 0.00457139+0.00992999j -0.00665483-0.00973073j 0.0102737-7.0939e-05j 0.00475021-0.00556831j 0.00932268+0.00325423j 0.00304339+0.00295774j -0.00527984+0.00448414j -0.00958764+0.0074878j -0.00219697+0.00104645j 0.00719333-0.00463847j -0.00879044-0.00219795j -0.00398612+0.00193488j 0.00858963-0.0140429j -0.00381766+0.000277128j -0.00200633-0.000169706j 5.46938e-05+0.00422159j 0.00197087-0.00479124j 0.000875806+0.00031466j -0.00220165-0.00133114j -0.00325169-0.00138956j 0.00284977-0.00131739j -0.000812584+0.000708286j -0.00180418-0.00630231j 0.00181558+0.0056259j -0.00173711+0.00307679j -0.00247648+0.00100787j 0.00301607-0.00512146j -0.00106785+0.00133411j -0.0030097+0.00109641j -0.0011243+0.000852755j 0.00239134-0.00268192j 0.00133665+0.000314236j -0.00250939-0.000570708j -1.97564e-05-0.0027159j -0.000437734-0.00124169j 0.00254884+0.00426947j 0.000412936+0.00266717j 0.00021501-0.00516107j 4.82235e-05-0.00138301j 0.00078567-0.000686261j 0.000667678+0.00415434j -0.0011358-0.00265525j -0.000704849+0.00100076j 0.00041569+0.000899602j -0.000328048+0.000407032j -0.000698188-0.00472105j -0.00211265-9.51981e-05j 0.000163754+0.00289122j -0.00214894+0.00231681j -0.00091344+0.000532476j 0.000825133-0.00290593j -0.00157257+0.00261002j -0.000699549+2.27071e-05j 
0.00513503+0.00862052j 0.0031941+0.00799173j 0.0185813+0.0128999j -0.0110327+0.00356836j -0.0039642-0.00306909j 0.0122268+0.0107936j -0.0119523-0.00379356j -0.00405075+0.0064202j 0.00416975+0.00245924j 0.0024843+0.0109558j -0.0102793-0.00253603j -2.63179e-05-0.00152995j -0.00257235-0.000572655j 0.000131603-4.73262e-06j 0.00102329-0.00170804j 0.00273921+0.00520733j -0.000536935+0.00103177j 0.0013899-0.0011364j -5.90862e-05+0.00305943j -0.000134732+0.00399204j -0.00029121+0.00121506j 0.00139271-0.00379608j -0.000740562-0.000629415j -0.000428981+0.000308682j -0.000960045-0.00385258j 0.000481496-0.00185714j -0.0022723+0.000524283j -0.000144748+0.000178825j -0.00138486-0.000404082j 0.00231534-0.00488636j 8.83512e-05+0.00137498j -0.0021126-0.00158148j -0.00290257-0.000356465j 0.000945002-0.00139528j -5.33652e-05-0.00292758j -0.00118767-0.000796349j -0.00465642+0.00261641j 0.00480694+0.00150145j -0.00146715+0.00566268j 0.0118316+0.000134228j -0.00690619+0.000330727j -0.00506598-0.00625849j -0.00864337-0.0108349j 0.00924315-0.00385252j -0.00494739+0.00631851j 0.00495334-0.00301212j -0.00443079-9.65338e-05j 0.00126028-0.00333211j 0.00579108-0.00931948j 0.00449881+0.011618j -0.00418372+0.00202665j -0.0054319+0.00582244j 0.00232944-0.00269466j -0.003044-0.0054949j 0.00504042-0.00491041j -0.00207071+0.00883532j -0.000937129-0.000943749j -0.00183493+0.00215647j -0.0016619-0.00309707j 0.00219245+0.00463263j -0.000837976+0.000523603j -0.00352646-0.00154627j -0.00110123+0.00209954j 0.00146946-0.00160808j 0.000473-0.00491941j -0.000758963+0.00117344j 0.00173562+0.00126281j 0.00103637-0.00259258j 0.00153841+0.00266523j -0.00194311+0.00181352j 0.000508332-0.0018917j 0.00250076-0.000549096j -0.00143115+9.3345e-05j -0.00199222-8.72728e-05j 0.00250749-0.00233769j 0.00253523-0.00173139j -0.000408953+0.000449744j -0.00174884+0.000663953j -0.0024918-0.00184681j -0.000109054+0.000783277j -0.00260046+0.00419626j 0.00338326-0.00166644j 5.22491e-05-0.00118719j -0.00140669-0.000659703j 0.000682104-0.000705915j -0.000922026+0.00276123j 0.00207707-0.00233565j 4.83103e-05+0.000820364j -0.00140645-0.00238523j -0.000474201+0.000716757j 0.00326225-0.000591125j -0.00184391+0.00321023j 
-0.00790278-0.00914746j -0.00252304+0.00042317j -0.00336459-0.00367464j 0.00687052+0.00166932j -0.00283326-0.0255413j -0.0114297-0.0130446j 0.027237-0.031928j -0.0120051+0.00764605j -0.0138875+0.00157753j -0.00672003+0.00586193j 0.0157946-0.0159382j 0.00369643-0.00473704j 0.00307413+0.00385581j -0.010633+0.0048006j 0.00607728-0.0113208j -0.00836288-0.00793431j 0.000183681-0.00774955j 0.00069138-0.00250464j -0.00519828-0.000812165j -0.00929848+0.00070448j -0.00572546-0.00330071j 0.00525201+0.00473151j -0.00367589+0.000284936j 0.00114817+0.000653843j 0.0049712-0.000951182j 0.00513141-0.00207656j -0.00061044-0.00104675j 0.0051514-0.00113461j -0.00214467-0.0032696j 0.00662922-0.000103291j -0.00132469+0.00134606j 0.00241329-0.00506519j 0.00269116-0.00263534j -0.00532569+0.000800248j 0.00344926+0.000436773j -0.00129516-0.00481644j 0.00425724-0.00161659j -8.36121e-05-0.000477888j 0.00347372-0.00202847j -0.00858028-0.00964169j 0.00354238+0.00653673j 0.00151069+0.000856191j 0.00297671-0.000558372j 0.00655177-2.07252e-05j -4.1962e-05-0.00625179j -0.000279802-0.00573169j 0.0172316-0.00322039j 0.00920814+0.00242316j -0.00445291+0.00148351j 0.000927858-0.00667767j -0.00480686+0.00110097j -0.00962001-0.00814206j 0.00130888+0.00504342j -0.00590587+0.0112451j 0.0111514+0.0037044j -0.00243268-0.00288328j -0.00224191-0.00119618j 0.00761022-0.014915j 0.00671711+0.00324631j -0.00859902-0.00477689j 0.00228838-0.000397295j 0.00861711-0.00658758j 0.00102065-0.000710908j -0.00141142+0.00106797j -0.00186233+0.00560992j 0.00279146-0.00613272j -0.0010698-0.000160982j -0.00157234+0.0105235j -0.00330399+0.00490966j -0.00131808-0.0050041j 0.00189975-0.00331741j 0.000432453+0.00422553j 0.00330624-0.000554854j -0.00325507-0.00295503j 0.00269782-0.00358237j 0.00112323+0.000171553j -0.00297919-0.00289397j -0.00132811+0.000576938j 0.00292708-0.00119564j 0.00042277-0.00528875j -0.00231936+0.0009639j 0.00395581+0.00333074j -0.000691873+0.000408497j 0.00365121-0.00136032j 0.00147127+0.00451146j -0.0030033+0.00189934j 0.00366699+0.00161483j -0.00171405+0.00164559j -0.00110052-0.00114514j 0.00091069+0.00128048j -0.00172101+0.0018743j -0.00307689-0.0016985j 
-0.00151361-0.00396605j 0.00949722+0.00370508j 0.027322-0.000966082j 0.0125142+0.00383269j 0.00123906+0.0137711j -0.00903021+0.00763665j -0.0193705-0.0245851j -0.0128195-0.000503677j 0.00626566+0.014546j 0.00380466+0.00159087j -0.00867713-0.013515j 0.0088705-0.00413205j 0.00703057-0.00426836j 0.0027343+0.0102825j -0.00661338+0.00538483j -0.0139294+0.0124003j -0.00252182+0.000620339j 0.00210604+0.00477857j 0.000696415+0.0078049j -0.00308192+0.00685067j -0.00142303+0.00503846j 0.0025292-0.0030981j 0.00110013+0.0014545j 0.00184103-0.00600202j -0.00040722-0.00927517j -0.00108993-0.00267418j 0.000581784-0.0045887j 7.2836e-05-0.00367051j -0.00281305-0.000344801j 0.00142395-0.00365958j -0.00173452+0.00373535j -0.00294487-0.00470247j 0.00144318-0.00640657j 0.000780388+0.000637894j 0.00194906-0.00266817j -0.0010738-0.00169854j -0.00391776-0.00462912j -0.00518859+0.00262008j -0.00843545-0.00985404j -0.00332146-0.000270045j -0.000643296-0.00133964j 0.00880604+0.00659283j 0.000494791+0.000120973j 0.0125788-0.00138944j -0.00193365-0.00849423j -0.00626066+0.0100428j -0.00326981-0.00958642j 0.00822918+0.00208897j 0.000317401-0.00291132j -0.00667012+0.0042641j 0.00497748-0.0106748j 0.000245482+0.00402283j 0.000421192+0.00351319j 0.00266435-0.00399725j 0.00386195+0.00196552j -0.00656602+0.00689493j 0.00219986-0.00946518j -0.00595297-0.00725315j 0.000131038-0.00243384j -0.000764795+0.0119952j 0.00479884-0.0110061j 0.00160154-0.0144493j -0.00487747+0.0010868j 0.00219909-0.00123085j 0.00413269-0.00406315j -0.00837352+0.00321459j 0.00515714+0.000768337j 0.00444928-0.00164889j 0.00195851+0.00657036j -0.00348767+0.00282858j -0.000310252-0.00434384j 0.00428588-0.00196295j 0.000462305-0.00336248j -0.00493465+0.000240948j 0.00137811-0.000431384j 0.000218631-4.19918e-05j -0.00462215+0.00384296j -0.00302901-0.00106326j -0.00163562-0.00565459j 0.000670233-0.00262673j -0.000616678+0.0034935j 0.00370195-0.00170658j 0.000247886-0.000389207j 0.00382049-0.00213342j 0.00321584-0.000580601j 0.00122419+0.00177189j 0.00181274-0.00343907j 0.00125588+0.000768541j -0.000679196-0.00263145j -0.00150313-0.00154017j 0.00163049+0.00345436j -0.00312416-0.000489058j 
