0.0140237-0.00733598j 0.00492926+0.00370984j 0.0112147-0.00681166j -0.0106055+0.00036601j -0.00105047+0.00374224j -0.00139484+0.00292491j 0.0103846-0.00165509j 0.00119938-0.00487636j -0.0032775-0.00179834j 0.00251087-0.00264274j -0.00209925+0.000267274j -0.00139803+0.00164811j -0.00571656+0.000678472j 0.000435535+0.000106478j 0.00267764-0.00229997j 0.00380281+0.00118629j 0.000665611-0.00215302j 0.00234471+0.000776439j 0.00229695-0.00315385j -0.00956794+0.00175222j 0.00823078-0.00378592j -0.00289142-0.00227319j -0.000805694+0.00115158j -0.00320369+0.000989987j 0.000496354+0.00283249j 0.00248241-0.000299505j -0.00392536+0.00505901j -0.00904944+0.00540044j 0.00194777-0.00295256j 0.00286828+0.00126215j 0.00313909-0.00276201j 0.00459715-0.000348893j -0.00272859+0.0016175j 0.00157882+0.00159232j -0.00493409-5.4736e-05j 0.0015106+0.00848186j 0.00307675-0.00213431j -0.0016598+0.000407958j -0.0128818+0.00552794j -0.010161+0.00262809j 0.00659616-0.00392361j -0.00481849+0.000659619j 0.0054813-0.00164167j 0.00505201-0.00341668j -0.00879198+0.00175931j 0.00761539+0.00214608j -0.00404222-0.00522176j -0.00301554-0.0023342j 0.00263478+0.00365803j -0.0108176+0.00327961j -0.00651587+0.00162992j -0.00118401+0.00464213j -0.00815992-0.00122299j -0.00217699-0.00106732j 0.00499255-0.00557518j 0.0077161+0.00709548j -0.000393095-0.00711293j -0.00186682+0.00235839j -0.00616207-0.00320787j -0.00435621+0.00278735j -0.00643801-0.0106739j 0.00109709-0.0062303j 0.00753208-0.000528465j 0.00177647-0.00959102j -0.000245998-0.00345611j 0.000488819+0.00496754j -0.00952081-0.0125465j 0.00917842-0.00315583j 0.00863429+0.0190863j 0.015648+0.00343697j 
-0.00051932-0.00211289j 0.000581615+8.36822e-05j -0.000834439-0.00141597j -0.00107865-0.00147386j 0.000496756+0.00474788j 0.00286491-0.00524029j 0.00225556+0.00192203j -0.0019885-0.00362612j 0.0019352-0.00647817j 0.00207015-0.0050984j 0.00174085+0.000271319j 0.00299453-0.00590248j -0.00396998+0.00018657j 0.00298255+0.00822661j 0.00501429-0.00767567j 0.00294008-0.000113055j 0.00463996-0.0090648j -0.00272678+0.00253794j -0.00200925+0.0223073j -0.00810206-0.000361549j 0.00193559-0.00970273j -0.00378442-0.00559349j -0.00464248+0.00312591j 0.00934815-0.00963357j 0.017666-0.0140692j 0.00546834+0.000334131j 0.000466748-0.0132254j -0.00266003+0.00252473j -0.00472901-0.00805312j -0.00559443+0.0124518j 0.0120744+0.00824961j 0.00555653-0.00530527j 0.00751422-0.0204552j -0.0106964+0.00711605j 0.00459528+0.00626197j 0.00350559+0.000757414j 0.00448293-0.00474183j -0.00339076+0.00981579j 0.00668022+0.00510497j 0.00147366-0.00607506j 0.0109417-0.00790348j 0.00547961-0.00210337j -7.19764e-05+0.00114278j -0.000961226+0.000828469j 0.0105998-0.00111773j -0.0100341+0.000739677j 0.00680364-0.00167482j -0.00288377+0.00591343j -0.00500431-0.00352621j 0.00410246+0.000555221j 0.000216354+0.00205099j 0.00173287+0.0058121j 0.000355591-0.00543185j -0.00558164+0.00129053j -0.00239499+0.00419824j 0.000994536+0.00386688j 0.000214749-0.00204357j -0.000458852-0.000845308j 0.00362932+0.000612245j -0.000292083+0.000638653j -0.00252094+0.00231375j -0.00312959+0.00163167j 0.00065671+0.00333826j 0.00313322+0.00222165j -0.001875+0.00224518j -0.000418875-0.00299373j 0.00050504+0.000874039j -3.59547e-06+0.00403681j -0.000275515+0.00187446j 0.000183435+0.000824016j 
-0.00197788+0.00124495j -0.000345985+0.00157179j 0.000439595+0.00128797j -0.00274256+0.000632558j 0.00348784-0.0028355j -6.26523e-05+0.00523609j 0.000486005+0.000771744j -0.00312265+0.00226742j 0.00140474+0.00631556j -0.00219995+0.00183487j 0.00270862-0.00115563j 0.000665087+0.00531002j -0.00504718-0.00274579j 0.000121188-0.000696567j 0.00455827+0.00875352j -0.00875209-0.000293955j 0.00746594+0.00894044j -0.000429075+0.00120399j 0.00954827-0.00668923j 0.00049473-0.00139754j -0.00570122+0.00369397j -0.00461969-0.00521506j 0.0134596+0.000695376j 0.00626913+0.00771431j 0.00844206+0.0152922j 0.00266861+0.0059702j -0.0132538-0.00593149j 0.00262593+0.00286127j -0.00401352-0.00543285j 0.000689078-0.00251943j 0.0059064+0.00111512j 0.00676372-0.00275223j -0.00201366-0.00221101j 0.00982767-0.00503257j 0.0048225-0.000604395j -0.00317416+0.000879685j -0.00264232+0.0031893j 0.0129056-0.0020692j 0.00206545+0.0139213j -0.00685567-0.00278181j 0.0129034+0.0134932j 0.000588569+0.00122518j 0.00314638+0.00666218j 0.000766048+0.00374162j 0.00409342+0.00417953j -0.00607884-0.0101629j -0.00955625-0.000531224j 0.00426089+0.000296244j -0.00464646-0.00490972j 0.00645392+0.00648036j -0.000752131-0.00134214j 0.00672216+0.0045256j -0.0070468-0.00288102j -0.00329982-0.00445486j 0.00520545-0.00117198j 0.00673898+0.000957478j -0.000104162+0.00268824j 0.00329033-0.000123305j -0.00187318+0.00196742j -0.00129457+0.0040633j -4.60856e-05+0.00156642j 0.00100301-0.00272887j -0.000211026+0.00192549j 0.00174978+0.00450044j 0.00131666-0.0024775j -0.00131854-0.00538015j 0.00299296+0.00199813j 0.00327898+0.00336203j 0.00176981+0.0017386j 0.000154707+0.00163552j 
-0.000249788+0.000190258j 0.000985405-0.00199249j 0.00125382-0.00314461j -0.00195096-0.000289865j -0.000424979-0.00194592j 0.00270173-0.00584766j 0.000998711-0.00228853j -0.000119649-0.00648557j 0.000943828-0.00602971j -0.000493371+0.00123511j -0.000915196+9.49953e-05j -6.718e-05+0.00173387j -0.00322503-0.00502737j 0.00103629-0.00686378j 0.000577862-0.0010073j 0.00267093-0.0047372j 0.00100074-0.0106175j -0.000932933-0.00580436j -0.00339144+0.00499079j -0.00402446-0.0054839j -0.00210196-0.000503796j -0.014751+0.022138j -0.00489754+0.0160934j 0.0097936-0.00433547j -0.00521006+0.0155084j 0.00636353-0.00178894j -0.0063456+0.00936672j -0.00386817+0.00192367j -0.013184+0.0150065j 0.00217265-0.0292077j 0.00162568+0.00400885j -0.00502619+0.00464056j -0.000836874-0.00565116j -0.00081225-0.00533226j 0.0145108-0.0129134j -0.0119685-0.00778026j 0.0016758-0.00815489j -0.00167714-0.00583262j 0.00319723+0.00146203j 0.0101769-0.0021486j 0.00848163-0.0026654j -0.00571474+0.00705994j -0.00498643+0.00435388j 0.00408227-0.00256568j 0.00171189+0.00281973j -0.00472549+0.00320912j -0.000714357-0.00212707j 0.00269732-0.00105214j -0.00268194+0.00149831j 0.000794406+0.00171352j 0.00179272-0.00146098j -0.00394309+0.000828201j 0.00281057-0.00436176j -0.0017379+0.00116706j 0.00229673+0.000786386j 0.000881519+0.00047784j 0.000948061+0.000973765j 0.000592306+0.00142525j 0.00139377-0.00101887j 0.00234365-0.00258826j -0.00266982+0.00261838j 0.000416253-0.00150308j -0.000487984+0.000746534j 0.00183788-0.00118039j -0.000134018-0.000825891j -0.00141531+0.000507145j 0.000530167+0.000597329j -0.00149928+0.0019382j -0.000236697-2.16185e-05j 0.00133691+0.000398589j 
-0.000261522+0.000984736j -0.000953795+0.000325709j -0.00147372-0.00253296j 0.000538335+0.000438401j 0.000480998-0.00157159j 0.000981587-0.00034553j 0.00157263-0.00103655j -0.00014633-0.00306066j 0.00431574+0.00125829j -0.0053134+0.00105895j 0.00570694+0.00788701j -0.00163524+0.00277857j 0.00117389-9.59454e-05j -0.00148576-0.00512641j 0.0055527-0.00119801j -0.000910679+0.00159372j 0.000250102+0.0108938j 0.00556455+0.00437211j 0.00379429+0.00320753j 0.00454426+0.00391409j -0.0112159+0.00397551j -0.0074663+0.00111805j 0.00855131+0.00565631j -0.00892483-0.00608128j -0.016646-0.00473297j -0.00267715+0.00160887j -0.00977395+0.00388779j -0.00186437-0.00110601j -0.00698985-0.0128538j 0.0325999+0.0259908j -0.0015344+0.0111194j -0.00593927+0.00056747j -0.00183003-0.00148171j 0.0152343+0.00246464j 0.00524522+0.0085788j -0.00963738-0.0124616j 0.00199972-0.00221535j 0.014671+0.00635185j 0.00132575+0.003251j -0.0108055-0.00911323j 0.00431305-0.00342648j -0.00288499-0.0128425j -0.00220454+0.00292818j 0.00095914-0.00659591j -0.00462696-0.00815103j -0.00325173-0.00419561j -0.00218248+0.00911034j -0.00143547-0.00196777j -0.00222453-0.000110358j -0.00457237+0.00279006j 0.00239247-0.00120818j 0.00568637+0.0077446j 0.00381481+0.00247609j -0.00276975-0.00182646j -0.00345807-0.00296859j -0.00455697+0.00443553j -0.00128574-0.00426241j 0.000281136-0.00395946j 0.000559977+0.00314012j 0.00246024+0.000142886j -0.00247092-0.00349372j -0.000489524+0.00234145j -0.00227001+0.00318144j 0.00170814+0.00231435j 0.00118885+0.00170044j -0.00194472+0.000491721j 0.00112498-0.00138836j -0.000115567+0.00147746j 0.000883529+0.000187099j -0.000913844-0.00157571j 
-0.00209039-0.000815199j -0.000184433+0.000799028j 0.000216712-8.90517e-06j -0.000503292-0.000369764j 0.000810603-0.00159547j 0.00024048-5.67043e-05j -0.00196746-0.00294269j -0.00142987-0.00063822j 0.000366725-0.000588027j 0.00157253+0.00332741j -0.00215188-0.00491598j 0.00397749+0.00227204j -0.00135-0.00516091j 0.00309346+0.00214564j -0.00173634+0.0031895j -0.014761-0.00624701j -0.010947+0.000460234j -0.00512056-0.0101396j -0.0037862-0.00742071j -0.0101671+0.000833604j -0.0022431-0.000987082j -0.00544562-0.00610532j -0.00609842-0.00499664j 0.00433035+0.00107445j -0.0179859-0.0175669j 0.0087146+0.00674275j 0.00120262+0.0177092j 0.00590245+0.00264427j 0.000133223+0.00248761j 0.014049-0.00619462j -0.0123971-0.0138075j -0.00609112+0.00719063j -0.00127173+0.00157264j 0.00611487+0.00502179j -0.00838177-0.0105245j 0.00370455-0.000138993j 0.0059007+0.0102896j 0.0166531+0.00348393j 0.000144584-0.00969181j -0.00124984+0.000933133j 0.0177047+0.00295435j -0.00239371+0.0114056j -0.00654244-0.0117105j 6.43056e-05+0.00611531j -0.00245871+0.00470544j -0.00227322+0.000335604j 0.00173873-0.00716303j 0.00128129+9.33623e-05j -0.00149841+0.00104895j -0.0041158-0.00681337j -0.00277155+0.00321658j 0.00387597+0.00452759j -0.000927607-0.00574544j -0.00239914+0.00412813j -0.00293733-0.00637164j -0.00142247-0.00663236j 0.0024347+0.00389494j 0.000613554+7.86282e-05j 0.00177806+0.00076407j -0.00107283-0.00118422j -0.00190911+0.00280304j 0.000539729-0.00499396j -0.000521508-0.00269898j 0.00046128-9.40866e-06j 0.000564595-0.00348763j -0.00142129-0.00195195j 0.000482794+0.00177754j -0.000305572-6.86447e-05j 0.000349932+0.0027209j 0.000114993+0.00103195j 
0.00095958+0.00157542j -0.00067947-0.000826017j -0.000796412-0.000332987j -0.00136242-0.00028241j -0.00053443-0.00180895j -0.000154051+1.68421e-05j -0.002187-0.00114651j -0.00430612-0.00192965j 0.0010969+0.00348167j -0.00661863-0.00568952j 0.00585583+0.00615134j -0.00213054+0.00166139j 0.00414377+0.000145291j -0.00223608-0.00305589j -0.00234244-0.00484657j -0.00994784-0.00402328j 0.00158442+0.00580397j 0.00137188+0.00401076j -0.00278871+0.00202405j -0.0158426-0.0061129j 0.00622667-0.00291128j -0.00154345-0.00503862j -0.0196063-0.00623527j 0.0101847-0.00304767j -0.000440846-0.00261258j 0.00420621-0.00335607j 0.0170506+0.00512967j -0.00900164-0.00574004j 0.0111726+0.011112j -0.0115338+0.009537j -0.00644222+0.00254015j -0.00778189-0.0123984j 0.00178167-0.000875613j 0.00318588+0.00605392j -0.00597676+0.00270497j 0.00324063-0.00469965j -0.00199241+0.0106243j -0.00112633+0.0029767j 0.00547107+0.000341678j 0.00963383+0.00862385j 0.00233051-0.000154107j 0.00464276-0.00169758j -0.00915436-0.016459j -0.00100527-0.00920768j 0.00538495-3.80386e-05j 0.00316764-0.000596657j -0.00590528-0.00139091j 0.00171391+0.0036145j -0.00406293-0.00203943j -0.000799311+0.00749064j 0.00275661-0.00503792j 0.000956144+0.00387807j -0.000742223-0.00096004j 0.000573414+0.00127107j -0.000104273-0.00301486j 0.00136569+0.00268402j 0.00292469-0.00071453j 0.00176288-0.00441415j -0.000597379-0.00285394j -0.00334755-0.00248379j 0.000189955-0.00244873j -0.000216099+0.00276177j -0.000356165+0.00477302j -2.08283e-05+0.00167442j 0.00024802-0.00182893j -0.000175514-0.000624807j 0.00119488+0.000234195j 0.000181682+0.00344778j 0.000592948+4.76421e-05j 0.000968521-0.000505984j 
-0.000537228+0.00269731j 0.000612362-0.00139895j -0.000652004+0.00139262j 6.72425e-05+0.000760013j 0.00139417-0.00262231j -0.00263292+0.00228058j 8.12455e-05-0.000552188j -0.000180194+0.0042716j 0.000136955+0.0118737j 0.00054131-0.009045j 0.000833975-0.00265408j 0.00276312+0.00417636j 0.00446476-0.00204772j -0.000524779+0.00514063j -0.000267605+0.000443409j -0.005217+0.00175613j -0.000726985-0.0160338j -0.0119576+0.00325742j 0.000952329+0.00838221j 0.00946827-0.013775j -0.00298715-0.00544997j 0.00270563+0.0113035j 0.0033921-0.0016832j -0.00701572-0.00911358j -0.00910751+0.0187743j 0.00638328-0.00466684j 0.0126404+0.000180192j -0.00372311+0.00738772j -0.0096265+0.0104327j 0.00906833-0.00594785j -0.00372759+0.00462955j 0.000951354+0.00238323j 0.00575311-0.0206723j 0.00175939-0.00287162j -0.00877832-0.00976123j -0.00253163+0.00403671j 0.00213383-0.00353628j -0.00135396+0.00398671j -0.00714257+0.00315146j -0.009047+0.00230536j 0.000367287+0.00141218j -0.00157482+0.00262314j -0.00058893-0.000717758j -0.000610715+0.0013871j -0.00451929-0.00040249j -0.00126633+0.00116716j 4.51497e-05+0.00100046j -0.00017949-0.00224511j -0.00140825+0.00121065j -0.00305649-0.0052436j 0.000269521+0.000953448j 0.00400796+0.00570877j -5.48074e-05+0.0035792j -3.81074e-05-0.00396154j -0.00249004+0.000546421j -0.000328356-0.00557252j 0.00122985-0.000836496j 0.00123071+0.000486964j -0.000384968+0.00528909j -0.00335828+0.000721855j 0.00042518-0.00349665j -0.000303579-0.00201477j -0.000887533-0.00294907j -0.00194572-0.00143077j 0.000984313+0.000176667j -5.8424e-05+0.00127279j -0.000324523-0.000650542j -0.000277531-0.00101873j 0.00112736-0.00186919j 0.000485157-0.00037588j 
-0.000382572-0.000480612j -0.00223677-0.00158364j 0.00246232-0.000919265j -2.80832e-05+0.00188132j -0.0027906-0.00143734j 0.00239743+0.00141988j -0.00327246-0.00102237j 0.00132713+0.000327768j -0.000657786+0.00291817j -0.00607028-0.00411477j -0.00540871-0.00461133j -0.011098-0.00896638j -0.00230473+0.00380259j -0.00434226-0.00554527j -0.00402933-0.00715759j -0.0110164+0.00237888j 0.0139899-0.0102405j 0.00940471-0.00233409j 0.00745249+0.00168422j 0.0052804-0.00463333j -0.0012998-0.00356689j -0.00384412+0.00200835j 0.00293655-0.00603058j 0.00140067+0.00815132j -0.000625664+0.00761062j -0.00627962-0.011649j -0.00929387-0.0108454j -0.00201299-0.0032287j 0.00435419+0.0181841j 0.016392-0.00562719j -0.00239431-0.00713494j -0.00253055-0.00604025j 0.0145496+0.00797531j 0.00620618+0.0109823j 0.00440454-0.00390721j 0.00791191-0.00235368j 0.00168911-0.00421064j 0.00179946+0.0083434j 0.002494-0.00326534j -0.0119519-0.00292421j -0.000949198-0.00215567j -0.00697335+0.00414592j 0.00344487-0.00420851j 0.00042442-0.00336272j -0.00331331-0.000802237j -0.000123625+0.00339383j -0.00213423-0.00351316j -0.00193177-8.32328e-07j -0.000857147+0.00260572j 0.00509043+0.00819054j 0.000807523-0.00568997j 0.00320385-0.00572683j 0.00159692-0.00223402j -0.000553844+0.00402372j -0.00166534-0.00686002j 0.00237434+0.0017656j 0.00087775+0.00110104j 0.00192938-0.00447716j -0.00260219-0.00598002j 0.00267002+0.00681195j -0.000361156-0.00102633j 0.00230176+0.0028179j -0.00166532+0.000145308j 0.00109152+0.00454972j 0.000637341-0.00378112j -0.00226503-0.00176102j 0.000968993+0.00149348j 0.000178847-0.00154637j 0.000246448+0.00123751j -0.000232945-0.00280634j 
0.000386354-0.00191197j -6.09355e-05+0.00213639j 0.00252207+0.000629191j -0.000557485-2.59831e-05j -0.000909514+0.00557205j -0.00193014+0.00400482j 0.000161947+0.00393997j 0.0014367+0.000739315j -0.00100687-0.00325509j 0.00330323+0.00738842j 0.000675324+0.0056107j 0.0018212-0.00758846j -0.00164932+0.00250465j -0.00541092+0.00350482j 0.00440603-0.000858135j -0.0129067+0.0128775j -0.00804134+0.00102366j -0.00219853-0.014696j 0.00296582+0.00301921j -0.00879765+0.00372497j -6.8314e-05-0.00424748j 0.0156979+0.0182712j 0.0168378-0.000539801j 0.00146514-0.000564743j 0.0104784+0.0176502j -0.00134099-0.00695911j 0.00885762+0.00162567j 0.00507246-0.000902159j 0.019953+0.0143576j -0.0178784-0.0130132j -0.00648995+0.00893336j 0.00660339+0.00482001j 0.000441677+0.00686081j -1.4143e-05-0.000770419j -0.0162834-0.0116473j -0.00387136+0.0117319j -0.00260801-0.006952j 0.00315858-0.00132951j -0.000951516+0.00287451j -0.00258096-0.0105927j 0.00510102-0.00321857j 0.00988758+0.00607597j -0.00275719+0.0045845j -0.00387745-0.00154947j 0.00117502+0.00302984j 0.00244049+0.00175246j -0.000924937-0.00411603j -0.0029096-0.00105442j 0.000909377-0.00117686j -0.000463592+0.00468553j -0.0035962-0.000398934j 0.00514607+0.00368657j -0.00432284-0.00029774j -0.000728369-0.000152685j -0.00581771-0.00211191j -0.00293969+0.00173398j 0.00182911+0.00411723j -0.00088645+0.00448248j 0.00164309-0.00193305j 0.000656035-0.00257933j -7.39527e-05+0.000755472j -0.00175018-0.0018178j -0.00148725-0.00354654j -0.00122522-0.000766965j -0.00376493-0.00222769j -3.74586e-05-0.00077771j 0.000457258+0.00153424j 0.000478371-0.00193125j -0.000515346+0.000263361j -0.00108001+0.000498941j 
-0.000286099+0.00192641j -0.0012271+0.00223671j -0.000483598+0.00643023j 0.000882783-0.00339488j 0.00191181-0.00533336j -0.0049721-0.00202071j -0.00254542+0.000123845j -0.000314888+0.00571007j -0.0057848+0.00207811j -0.00198773-0.0105346j 0.00155922+0.00454372j -0.00393853+0.00569427j 0.000210921-0.0151683j -0.00640374+0.00139509j -0.0109055-0.012272j 0.00715986-0.0150509j -0.0103832+0.0163329j 0.000955303-0.006551j 0.0115004-0.00245437j 1.65115e-05+0.00304279j -0.0061858-0.00559371j 0.0152205+0.00172662j 0.00498393+0.0083731j -0.0038283-0.00726475j 0.00983957-0.0062981j -0.004958-0.00243493j -0.00321698+0.00890626j -0.00500021+0.0132623j 0.00208684+0.00804197j -0.00807325-0.000115396j 0.00318715-0.00331672j 0.00166786+0.00129344j 0.000336928-0.000990063j -0.00493745+0.0118835j -0.00122482-0.00752551j -0.0104964+0.000253737j -0.0152787+0.00180916j 0.000682019+0.00255017j 0.00400812-0.00443902j -0.00569985-0.00348898j -0.0071404+0.00184729j -0.00441592+0.0014112j 0.0049245+0.00401061j -0.00322457+0.000433656j -0.00431753-0.000491063j 0.0035834+0.00033257j -0.000636197-0.00597233j 0.000582018+0.00211942j 0.00180319-0.00108773j -0.000448757+0.00400005j 0.000142128-0.00295232j 0.00297163-0.00149904j -0.000288553-0.00227229j 0.00108993-0.000171681j 0.00163801-3.70792e-05j 0.00398742+0.00243141j -0.000583497+0.0016686j 0.000250014+0.00391498j -0.000834029-0.00143513j -0.00309147+0.000451596j 0.0022305-0.000581778j 0.00123899+0.00256691j 0.00276522-0.0011747j 0.000610978-0.0030627j 0.00281668-0.000155805j 0.00103777+0.00103834j -0.00115577+0.00171427j 0.00117074+0.00155289j 0.00105948-0.00112869j -0.00125775+0.000407514j 
0.00134557-0.00242706j -0.000672287+0.00078562j -0.00333362-0.00334475j 0.00151005+0.000781318j 0.000124607+0.00612829j 0.00208796+0.0061671j 0.00107012-0.00064418j -0.00233292-0.000168847j 0.00513982+0.00759647j 0.000667222+0.00646958j 0.00457058+0.0106074j 0.00627554-0.00476856j 0.000731255-0.00269334j 0.00263084+0.00796946j 0.0100373-0.00879585j 0.00599658+0.0140269j 0.00576477-0.00630537j 0.013033-0.0114047j -0.00705077-0.00644082j 0.00213929-0.0125735j 0.0129987+0.000501627j 0.00639151+0.0085459j 0.00352507-0.0220601j 0.00212082-0.00453737j 0.0105191+2.75892e-05j -0.00137995-0.00432819j -0.00136392+0.0157741j -0.00470981+0.000367357j -0.00305667+0.00619011j 0.000494373+0.00612512j 0.00244865+0.00726716j 0.00166251-0.0029269j -0.000605189+0.00499948j -0.00452701-0.00760494j 0.000898568+0.00194088j 0.00114461+0.00790893j -0.00111683+0.00462498j -0.00565442+0.00183931j 0.00633778-0.00190149j -0.0024033+0.00901272j -0.00115925+0.00147392j 0.00040769-0.00557937j 0.00780185-0.00462029j -0.000238965-4.6599e-05j -0.000423117+0.00226129j -0.00190789-0.00185364j 0.00522024+0.0101131j -0.00440229+0.00357267j 0.00129458-0.00323801j 0.00320634-0.00138145j -0.00257756-0.00095896j -0.00173781+0.00188968j 0.00105846+0.00663594j -0.00242005-0.000659786j -0.000798751+0.00048556j 0.000234494+0.00106984j -0.00172931-0.00162865j 0.000376395-0.00505777j -0.000174671+0.00303632j 0.000640381-0.00514574j 0.000204738-0.002864j -0.00111465-0.0015902j -0.00018125+0.00644329j -3.06743e-06+0.00435187j 9.92434e-05+0.000496916j 0.00129489+0.000150129j 0.0001501-0.00277931j 0.00031976+0.00113723j -0.00173027+0.00145978j -0.000491508-0.000437792j 
-0.00226219+5.11603e-05j 0.000101168+0.0018922j -0.0016724-0.00102147j 0.00141354+0.000670292j -0.000293224+0.0012838j 0.00302985+0.00332299j -0.00246906+0.00311246j -0.000761567+0.00411877j -0.000116211+0.00734238j 0.00303116-0.00295482j -0.00821793+0.0009898j -0.000344291-0.00405493j -0.00770543-0.0159266j 0.00829193+0.00308193j 0.000594806-0.00820584j 0.0065707+0.00848573j 0.00911048+0.00219788j -0.00096092-0.0149681j -0.00865188-0.00404653j 0.0108752+0.00534971j 0.0050861-0.00957502j -0.0121335-0.000876187j -0.00785247+0.00648545j 0.00749478-0.0108471j -0.0149346-0.0041631j -0.000287838-0.00531572j -0.00233374-0.00164886j -0.00512415+0.0101642j -0.00970228-0.00959305j 0.00497219+0.0057396j -0.0099497+0.00547562j 0.00417298+0.00370861j 0.0129928+0.00384807j 0.000485665+0.00410223j 0.00635276+0.0110013j 0.00528851-0.00596089j 0.0105655+0.00241354j -0.00203525-0.000441291j -0.00748508-0.00562255j 0.00170909-0.000314656j 0.00090477+0.00281867j 0.00318749+0.00216461j -0.00610989+0.00953764j 0.00394947+0.00636062j 0.0024824+0.00420125j -0.000961711-0.000276806j -0.000868335+0.00157183j 0.00192788+0.00227655j 0.00232555-0.000906384j 0.00127982-0.00220542j 5.05739e-06+0.0022342j -0.00283575-0.00445949j -0.0031376-0.000609701j 0.00349124+0.00412174j 0.000423358+0.000558675j 0.000567907-0.00308784j 0.000595615-0.00187966j -0.00134951-0.00281184j -0.00353681+0.00111018j -0.000879215+0.00252932j 0.00236556+0.00233432j -0.00111558-0.00367259j -0.00047529+0.00216423j 0.000473661+0.00333441j -0.00185009-0.00236036j -0.000905598-0.00174198j 0.00143166-0.000318135j -4.57985e-05-0.000382139j 0.00138269+0.00320067j 8.65686e-05+0.00127964j 
0.000824564+0.00262749j 0.000957068+0.000944412j 0.000593073-0.00249153j 0.000846402+2.50819e-05j -0.00323012-0.00179916j 0.00406054-0.00981473j -0.00193185+0.00219962j 0.001924+0.00120149j 0.00433461-0.00140088j 0.00792469-0.000139941j 0.00421231-0.0104604j 0.00181583+0.00974609j 0.00122395-0.00383355j -0.0105505-0.0229809j 0.00660426-0.00300088j 0.00440138-0.00884657j 0.0128499+0.0050867j -0.0119906-0.00567534j -0.0166193-0.00909913j 0.00553467-0.00613406j 0.00534439+0.00439287j 0.00741021-0.00725402j -0.00301115-0.00316078j 0.00997974+0.00900983j 0.0123815+0.0156371j -0.000713787+0.00905358j 0.0156222+0.00121555j -0.0074999+0.000579956j 0.00250551-0.00220256j -0.00143775-0.0091904j 0.000688907+0.00348893j 0.000672009+0.000850705j 0.0167077+0.0111137j -0.00592463-0.0131583j -0.00168152-0.00487207j -0.00766612+0.00134084j -0.000660034+0.00325413j -0.00369982-0.0106209j 0.00272123+0.00318558j 9.83442e-05-0.00168629j 0.00598374-0.0020859j -0.00369796+0.00525915j 0.00296378-0.00330177j -0.000750626-0.00514703j 0.00100469+0.00332141j -0.00254903-0.00322387j 0.00287918+0.00718446j -0.00208417-0.00539651j -0.00150133-0.00224171j 0.00237682+0.00666178j -0.000968189-0.00126992j 0.00215353-0.000178447j 0.00626071-1.26692e-05j -0.00130039-0.00247331j -0.00438695-0.00424422j 0.000313423+0.000423315j 0.00302229+0.000154777j -0.000936873+7.38179e-05j -0.000396772+0.00222593j -0.000553684+0.000171572j -0.00201821-0.00122085j -0.00194363-0.00147258j -0.000137192-0.000483361j 0.00210061+0.00035587j -0.00324214+0.000149284j -0.00236905+0.00179217j -0.000383284-0.00202839j -0.00172647-0.00266039j 0.00109872-0.00224571j -0.000517238+0.000205306j 
0.000620424-0.00103182j 0.00128134+0.00125972j 0.000574+0.00425251j -0.000977305-0.00187989j 0.00306042+0.00345657j -0.00172573+0.00561373j 0.0029863+0.00189876j 0.00019501+0.00299595j -0.00285743-0.000909327j -0.000919271+0.00251563j 0.00680877+0.00632498j 0.00205047+0.000596323j 0.00940158+0.00506484j -0.00520302+0.00702921j 0.00305918+0.00174989j -0.0107254+0.00179283j 0.0173998+0.00124596j 0.0133241-0.00516263j 7.62357e-05+0.00468842j 0.00286994-0.00193104j 0.00828223-0.00256729j -0.0219149+0.00767459j -0.00194135-0.000546082j 0.0054487+0.000586179j -0.0183515+0.0119158j 0.0100587+0.00358341j 0.000658042+0.00962692j -0.00685257-0.006144j -0.0142196+0.00499683j 0.0179971-0.010085j -0.00313514+0.0039831j -0.00278789-0.000377208j 0.00494181-0.00122283j 0.00509829-0.00721251j 0.0123281-0.00837183j -0.00835451-0.0020276j 0.00695555+0.000304615j 0.00128726-0.00479423j 0.000820696+0.0016553j 0.00172215+0.000160875j -0.00303655+0.00166969j -0.00390044-0.00326755j -0.00469069-0.00590778j -0.00409445-0.00147719j -0.0017108-0.00124891j -0.00396175-0.00540985j 0.00237402-0.000580789j 0.000670322+0.000828915j -0.00320304-0.00437636j 0.00191944+0.00392287j 0.00133336-0.00153112j -3.11507e-05+0.00393811j -0.00323173+0.00307168j 0.00156224-0.00570592j -0.00127094-0.000798258j 0.00279239+0.00481027j -0.00374068+0.00344964j -0.00296661+0.00188671j 0.00049122-0.000271046j -0.000437578-0.00140771j -0.000196204-0.0032379j 0.00288397+0.00364374j 0.00414875+0.000183998j 0.000330582-0.000343995j 0.0020631+0.000602156j 0.000896006-0.00133869j -0.00128378+0.000329926j 0.00215627-6.58214e-05j 0.000261628-0.000795201j -0.000806276+0.000857132j 
