0.0140237-0.00733598j 0.00492926+0.00370984j 0.0112147-0.00681166j -0.0106055+0.00036601j -0.00105047+0.00374224j -0.00139484+0.00292491j 0.0103846-0.00165509j 0.00119938-0.00487636j -0.0032775-0.00179834j 0.00251087-0.00264274j -0.00209925+0.000267274j -0.00139803+0.00164811j -0.00571656+0.000678472j 0.000435535+0.000106478j 0.00267764-0.00229997j 0.00380281+0.00118629j 0.000665611-0.00215302j 0.00234471+0.000776439j 0.00229695-0.00315385j -0.00956794+0.00175222j 0.00823078-0.00378592j -0.00289142-0.00227319j -0.000805694+0.00115158j -0.00320369+0.000989987j 0.000496354+0.00283249j 0.00248241-0.000299505j -0.00392536+0.00505901j -0.00904944+0.00540044j 0.00194777-0.00295256j 0.00286828+0.00126215j 0.00313909-0.00276201j 0.00459715-0.000348893j -0.00272859+0.0016175j 0.00157882+0.00159232j -0.00493409-5.4736e-05j 0.0015106+0.00848186j 0.00307675-0.00213431j -0.0016598+0.000407958j -0.0128818+0.00552794j -0.010161+0.00262809j 0.00659616-0.00392361j -0.00481849+0.000659619j 0.0054813-0.00164167j 0.00505201-0.00341668j -0.00879198+0.00175931j 0.00761539+0.00214608j -0.00404222-0.00522176j -0.00301554-0.0023342j 0.00263478+0.00365803j -0.0108176+0.00327961j -0.00651587+0.00162992j -0.00118401+0.00464213j -0.00815992-0.00122299j -0.00217699-0.00106732j 0.00499255-0.00557518j 0.0077161+0.00709548j -0.000393095-0.00711293j -0.00186682+0.00235839j -0.00616207-0.00320787j -0.00435621+0.00278735j -0.00643801-0.0106739j 0.00109709-0.0062303j 0.00753208-0.000528465j 0.00177647-0.00959102j -0.000245998-0.00345611j 0.000488819+0.00496754j -0.00952081-0.0125465j 0.00917842-0.00315583j 0.00863429+0.0190863j 0.015648+0.00343697j 
-0.000752636-0.00148194j 0.000673255-0.000132194j 0.00230233-0.00129983j -0.00104256+0.000386789j -0.00107639-0.000765884j -0.00038069+0.00315955j 0.00124722-0.00388637j 0.00312348-0.00179711j 0.00116213+0.00156363j 0.000937191+0.00360857j 0.000492856-0.00565697j 0.0017648+0.00199787j 0.00115112-0.00502854j -0.0028633+0.00150644j -0.00169284+0.00536694j -0.0021356-0.000376535j -0.00218805-0.00189678j 3.43795e-05-0.00290697j 0.00024005+0.00279075j 0.00135816-0.00317525j -0.000409867+0.00348522j 0.00221005+0.00124373j 0.00267838+0.000676954j 0.00214752+0.00351663j -0.00304965-0.00155664j 0.000992513-0.00355548j -0.00318654+0.00130566j 0.00499595-7.60448e-05j 0.000248701+0.000821983j -0.00261519+0.00553143j -0.00381156+0.0107304j -0.00531556+0.000947452j -0.0077852+0.00177288j -0.00272042+0.00527925j 0.000144036+0.00198464j -0.00212371-5.01568e-05j -0.0114336-0.000949756j 0.00980947-0.00435595j -0.00148465+0.000688773j -0.00208852+0.00476137j -0.00287161-0.00156855j -0.0127944+0.0081446j 0.0162321-0.00836871j -0.00343388+0.00343619j -0.0128693+0.000995117j -8.43529e-05+0.00877972j 0.0156491+0.0018913j 0.00201581+0.00077274j 0.00878057+0.00247147j 0.0116291+0.00558043j 0.00785656-0.00903191j 0.00279373+0.0146623j -0.00598597-0.0063759j -0.0011287+0.00466036j 0.00336635+0.000550678j -0.015399-0.0104702j 0.00647568+0.000741703j 0.0215142+0.00305362j -0.00264547+0.00707206j 0.00145925-0.00625037j -0.0135343-0.00428676j 0.0104219+0.000546756j 0.00522792-0.00807126j -0.00232583+0.00391017j 0.00515006-0.00331836j 0.0012055+0.000198244j 0.000634931-0.00134911j 0.00143415-0.00174367j -0.000792564+0.000367997j -0.0014721-0.000990351j 
0.00106448-0.00244336j -0.00150359+0.00210684j -0.00130984-0.000179575j -0.00124466-0.000112314j 0.000230459+0.00228835j 0.000533338+1.31055e-05j -0.00438862+0.00232242j -0.00350588-0.000306032j 0.00542508-0.000919026j 0.00117278+0.0039824j 0.00475028+0.000352747j 0.00447639+0.00113546j -0.00268814-0.000939571j 0.00138651+0.00211282j 0.00161413+0.00108162j 0.00286703-0.00145198j -0.00244525-0.00170827j -0.0050218-0.00241589j -0.0024398+0.00108256j -5.4736e-05-0.00221645j 0.00215412+0.000753107j 0.00334046-0.00244126j -0.00107391+0.00294725j 0.0067163+0.00584585j -0.00169783-0.00259303j -0.00531234+0.000861938j 0.00402139-0.00285056j -0.00311701+0.00157956j -0.00140011+0.000835645j 0.0027982+0.00050117j 0.0006435+0.00295127j 0.00375537-0.000164031j -0.00560303-0.00387465j 0.0036043+0.00549786j 0.00567185-0.00156208j -0.00961685+0.00178294j -0.00832642-0.00475913j 0.0194727-0.00140751j -0.00733349-0.00362197j 0.00999784-0.00266204j 0.0013589+6.9402e-05j -0.000508843-0.000669191j -0.00749706+0.00024614j 0.00514113+0.00570056j 0.00378443-0.00135824j 0.00575185+0.000648507j -0.000205897+0.00156782j 0.00732375-0.00341817j -0.00502998-0.00253484j -0.00262821+0.0078332j -0.00220926+0.00429501j 0.00979743+0.0135858j 0.015814-0.00554905j 0.00259958+0.0116781j 0.0123349+0.00186893j 0.00588425-0.00763635j -0.000165073-0.00193273j -0.00897125-0.00658791j -0.0052983+0.0120185j -0.004817-0.000788442j -0.00736453-0.00100521j -0.00492606-0.000505676j 0.000419931-0.00221856j -0.00111354-0.00150511j -0.00538283-0.000483807j 0.00623714-0.000741302j -0.000150324+0.00180842j 0.00135902+0.00380181j -0.00206186+0.000710381j -0.00204304+0.00056123j 
0.00152526-0.00175897j -0.000912459-0.00372001j 0.000115099-0.00394362j 0.00131097+0.000429583j 0.00114897+0.00242953j 0.00106321+0.00221005j 0.00198257-0.00354422j 0.00117139-0.00281833j -0.00223582+0.00438957j -0.00129952-0.000999067j 0.00075013-0.00027553j -0.00208903+0.00101567j 0.00233786-0.00709933j -0.00246605+0.00154758j -0.0027496+0.00285203j -0.00151057-0.000311822j 0.000529891+0.00250556j 0.00411972+0.00298762j -0.000628685-0.000987937j -0.00191427-0.00484875j 0.00320405+0.000326286j 0.00289272-0.00366331j -0.000923377+0.000240647j -0.00391652+0.00286974j -0.000895594+0.00450222j -0.000438845+2.85187e-05j -0.00132822-0.00198031j -0.00484558-0.00498892j 0.00322886+0.00366538j -0.00120629-0.0016429j -0.00475309+0.00164595j 0.000117498+0.00234271j -0.00194546+0.00352635j 0.00143591-0.00771383j -0.00441187-0.00379032j -0.0075264+0.00709404j 0.00374767-0.0032435j 0.00848073-8.47024e-05j -0.00442226-0.00861888j -0.00146995+0.000495604j 0.000411325-0.010745j -0.00296176+0.0130274j -0.00217413-0.00697865j 0.00730799+0.00665082j -0.00452629+0.0110121j -0.00606865+0.0148049j 0.000664677-0.00687794j -0.00411193-0.0114642j 0.00379802-0.0200672j 0.00439253+0.00704344j 0.00910104-0.00971251j 0.000835919+0.000859302j 0.00983647-0.00410072j 0.0151352-0.0181229j -0.00468045+0.00521327j -0.00113084+0.00211639j -0.000961879+0.0095003j 0.00467664-0.00206378j -0.00576743-0.00264277j -0.0039429-0.00539091j -0.00198603-0.00630901j 0.00593288-0.0040686j -0.00529455+0.0018225j -0.00747025+0.01067j 0.000795865+0.00497772j 0.000671631-0.00168956j -0.00173967-0.00303198j -0.00420312-0.000287015j -0.00342572-0.000936916j 0.000971153-0.00191735j 
-0.00172827+0.00049048j 0.000405029-0.00200578j -0.000658832-0.00521896j -0.00199495+0.000451957j 0.000933106+0.00173346j -0.00183411-0.00280988j 0.000588291+0.00232754j -0.00176625-0.00612929j -0.000870908-0.00322746j 0.000781984-0.00591781j -0.000699811+0.00676818j 0.00210921-0.003116j -0.00215056-6.12178e-05j 0.00111328+0.00260313j 0.00599202-0.00291802j -0.000338497+0.00105829j -0.00414794+0.00427523j -0.00369356+0.00708628j -0.00899582-0.00677361j -0.0017219-0.00200876j 0.00217273-0.000572002j 0.000602351-0.00119519j 0.00359421-0.00310758j 0.00456758-0.00265521j -0.00043982+0.00363167j -0.000171719+0.0037389j -0.0027338-0.00733339j 0.00642648-0.00217992j 0.000238448+0.00170265j 0.0018813-0.00315945j 0.00507603-0.00510132j -0.00441644+0.00161908j -1.71132e-05+0.00604464j 0.00514551-0.00208928j -0.00646663-0.0109375j -0.00486546-0.00294156j -0.0140045+0.00648205j 0.000624976-0.00270814j 0.0013148+0.00293033j -0.00723486-0.000489794j -0.00298298-0.00227451j 0.00644075+0.00874055j 0.00365279-0.000610078j -0.00582203+0.00462152j -0.0040285-0.00216227j 0.0191912-0.00302417j 0.00976053-0.000848501j 0.0124706-0.00485535j 0.0066949-0.00916857j 0.0042946+0.000638499j -0.00819923-0.000294509j 0.00331802-0.00911294j -0.00964747+0.00936637j -0.0048043-0.00672476j -0.00112964-0.0136785j -0.00775847+0.000165847j 0.00965771+0.0114808j 0.00910248+0.00605964j 0.00875884-0.00138364j 0.00894287+0.00256596j -0.00238064-0.00194641j -0.00608759+0.000209009j -0.0107979+0.0123353j 0.0017699-0.00412866j -0.00446677+0.00905449j 0.00237743+0.00227775j 0.00392243+0.00323992j -0.00320418+0.00830822j -0.000112371+0.0023756j 0.00187091+0.000870942j 
-0.000856666-0.000116465j 0.00205258-0.000511778j -0.00242504+0.00300514j 0.000767513+0.00152572j 0.00155716-0.00175064j -0.000982955+0.0016235j 0.0013067-0.00037577j -0.00282026+0.0044023j -0.00333314-0.00245153j 0.00894249-0.00123142j 0.00256341-0.00405104j 0.00397231-0.00394002j 1.91118e-05+0.00142483j -8.33688e-06-0.00210549j -0.00302666-0.00179441j -0.00148728-0.00445985j -0.00493238+0.00121159j -0.0064698+0.00365464j -0.00171485+0.00170766j -0.00187424+0.00112156j 0.00135185-0.000837765j 0.0046381+0.00051703j -0.00133823-0.000960369j 0.00555168-0.00592647j -0.00936728+0.00232921j 0.0016167-0.000531529j -0.000394228-0.0027588j 0.00551495+0.0039976j -0.00714033+0.00443415j 0.000784148+0.000106359j 0.00661798+0.00177788j 0.000344893-0.00569694j -0.00415657+0.00799697j 0.00782727-0.00551277j -0.00134686-0.00227218j 0.00777086+0.0149528j -0.00537089+0.0106333j -0.00873153-0.0110756j -0.000494981+0.00763997j 0.00996942-0.003799j 0.00767995-0.00134152j -0.00511373+0.0036782j 0.000710954+0.0083587j 0.0230968+0.0047747j -0.00606654-0.000191173j -0.00461883-0.00153417j -0.00545534-0.00225473j 0.000711011+0.00313911j -0.00357732+0.000746244j 0.00450392-0.000200788j 0.00235941-0.00497552j 0.01032-0.00460351j 0.00410948-0.008967j 0.0137111-0.000643097j 0.00307511+0.000433028j -0.00345845-0.00181326j -0.00839506-0.00630502j -0.00653659+0.00909532j 0.00957375-0.000608529j -0.013038-0.0116985j 0.000561683+0.00582414j -0.0034601-0.00111446j 0.00309058-0.00107384j 6.47029e-05-0.00018096j 7.5123e-05-0.00479311j -0.00254998-0.00125135j -0.00259294-0.0020674j 0.00198608-0.00519925j -0.000565382-0.00104929j 0.000604429+0.00130731j 
-0.000748709-0.000457494j 0.000150914-0.000943415j 0.000388904-0.00189074j 0.00144463+0.00178632j -8.91483e-05+0.00148071j 0.00236487+0.00611268j -0.000489186-0.000211513j 0.000490553-0.0015298j -0.00107357+0.00250905j 0.000220615-0.00208571j -0.00240381+0.00273679j 4.52251e-06-0.00302257j -0.00182833-0.00247667j -0.000678382-0.00100934j 0.00305476-0.000883443j -0.000777001-0.004706j -0.000496027+0.00299243j -0.00041155+0.00111451j 0.0014779+0.00190763j -0.00103953-0.00593051j -0.00216298+0.00129816j -0.000182015-0.0033575j 0.000183628+0.000422194j -0.000412668+0.00398273j 0.00140287+0.000178665j -0.000373852+0.00062439j 0.00316907+0.00251764j -0.0010782-0.00566068j 0.00110898-6.06116e-05j -0.00122522+0.000243537j 0.00597638+0.000733652j -0.00101818+0.00382248j 0.00414025-0.0112145j -0.00234215+0.00326648j 0.000777389-7.10192e-05j -0.00881697-0.00646366j 0.000195-0.00394926j -0.0175447+0.00807193j 0.00277991-0.00433854j -0.00156604+0.00176278j 0.00104055+0.00227958j 0.00205542-0.00760572j 0.00598789+0.00919272j -0.00657881+0.0154584j 0.00776925+0.00120949j 0.0058796+0.00233415j 0.000868775-0.00277347j 0.00620393+0.00188j -0.00246694-0.00751818j -0.00338538+0.0151927j -0.000136316+0.0122517j -0.00917816-0.00124433j -0.00236174-0.0152865j -0.015303+0.00981557j 0.0113021+0.00159353j -0.00340928-0.00588933j -0.0164077-0.021362j 0.00562536+0.0107168j -0.00221746+0.000110254j 0.00254678-0.00530298j 0.00603864+0.000612623j -0.00699753+0.00425061j -0.0045171+0.00107115j -0.0058173+0.00919591j 0.00294113-0.00725941j 0.000421057-0.00868733j -0.00067883-4.91528e-05j -0.00238571-0.00558155j -0.000431627+0.00273916j 0.00078002-0.000132157j 
-0.0014359+0.00139438j -0.000420575+0.000221113j 0.00154138+0.00191798j 3.39445e-05+5.30426e-05j -0.00160209-0.00232598j -0.000333807+0.0022311j -0.002693-0.000606897j -0.000541668+0.00169201j -0.00468139+0.00389307j 0.00268105-0.00203511j -0.0016678-0.00145703j -0.00479923+0.000971163j 0.000222477+0.000698897j -0.00177872-0.00240089j -0.00591831+0.00231787j -0.00521934-0.000863985j 0.00021168+9.27539e-06j -0.000965171-0.00190682j 0.00054293+0.00189669j -0.00403191+0.00295899j 0.00766533+0.00193054j 0.00363427+0.000769482j -0.00233381+0.00359608j -0.00260297-0.00099355j 0.00185665+0.00246817j -0.000424987-0.00338647j -0.00828415+0.00326378j 0.00747444-0.00685157j 0.00263489+6.06895e-05j -0.00343227+0.00233336j -0.0021676-0.00141586j -0.00413499-0.00499445j 0.00778689-0.00853107j -0.00528275-0.00306886j -0.00952139+0.00399791j 0.00247358-0.00358226j 0.00725546-4.5256e-05j 0.000277359+0.0151458j 0.0133404-0.000774941j 0.00495027+0.00099855j -0.00616562-0.0049496j 0.0237541+0.00607129j 0.00354426+0.00220719j 0.000943733-0.000161464j 0.00711786+0.00460612j 0.013962+0.00831284j -0.0017454+0.00700031j 0.007947+0.00086025j -0.00985049-0.00276544j -0.00821404+0.000589342j -0.0127793-0.00221655j -0.00832903+0.00223657j 0.00456172+0.00284327j -0.00690509+0.00864916j -0.00237498-0.00165425j 0.0099359+0.00157235j 0.0071807+0.00224445j 0.00604513-0.00323315j -0.00829882-0.00760673j -0.00657641+6.33052e-05j 0.00692575+0.00161977j 0.000210277-0.000447704j 0.00300656-0.00398143j -0.000871444-0.0027226j 0.00158826-0.00476128j 0.00183984+0.000954042j -0.000277442+0.000478764j 0.00124971-0.00247199j 0.0010686-0.0001184j -0.00015337+1.53456e-05j 
-0.000712473-0.000498668j 0.000512569+0.000860974j -0.00271423+0.00143426j -0.000195772-0.000886191j 0.00162389+0.00203745j -0.00288093+0.00242372j -0.000388065+0.000734856j -0.00302286+0.00267259j -0.00432752+0.00427266j -0.00117934-0.00278477j -0.00111761-0.00158352j -0.00126982+0.000138j -0.00185272-0.000639579j 0.00397131+0.00144714j -0.00421933+0.00453212j -0.00079152-0.00263013j 0.0014205+0.00394021j 0.00566692+0.00475367j 0.0018363+0.00388006j 0.000556643+4.00503e-05j 0.00381379-0.000142573j 0.00255358-0.00504861j -0.000753795+0.00563253j 0.00164408+0.00174222j -0.00238815+0.00476064j 0.00125053-0.00249979j -0.00347062-0.00159645j 0.00520002-0.00595282j -0.00120805+0.00773407j -0.0057323-0.0022447j 0.0023284-0.00304183j 0.00090388-0.00274083j 0.00344923-0.00479376j 0.00734128-9.23933e-05j 0.0119891+0.00251622j 0.00147725-0.00244447j 0.0077625+0.00028699j -0.00251932+0.0072465j 0.00483368-0.00228189j -0.00459597-0.00503373j 0.0177505-0.000696584j -0.010484-0.00576717j 0.00566663-0.00172556j -0.00680784-0.00682681j -0.00527558-0.00223488j -0.0184109-0.000725803j 0.00103468+0.00659713j 0.00311856-0.00350654j 0.0207808+0.00933227j 0.0066894+0.00981934j 0.000823356+0.0022568j -0.00608067+0.00607384j -0.0178342-0.00989379j 0.0105911+0.0051835j -0.00697331-0.0111831j -0.00188299-0.000896397j -0.00355549+0.0146833j 0.006287-0.00218017j -0.000886381+0.00539063j -0.00526892+0.0124946j 0.0065204+0.00395495j 0.00216124+0.0040673j 0.00148597+0.00195041j -0.00474831+0.00223509j 0.0031923+0.00883509j 0.00465059-0.00619653j -0.000675677+0.000543568j 0.000266305+0.00197219j -0.000317671+0.0015469j 0.000271141+0.00245119j 
-0.000134153-0.000276224j -0.00229557-0.00158597j 0.000852881-0.00143448j -0.000375384+0.00237543j -0.000867637-0.000259243j 0.000790863-0.00020617j -0.0033148+0.00257674j -0.0023169+0.000957258j -0.000451084+0.000642197j -0.00163925-0.00331766j 0.000827889+0.00145666j -0.00412246-0.00254497j -0.00275722+0.000929716j -0.00100215+0.000236884j -0.00216748+0.0021091j -0.00239316+0.00438482j 0.000601389+0.00456852j -0.00393375+0.00136009j -0.000906327-0.000565169j -0.00140664+0.00240849j 0.00564207-0.00620581j 7.29786e-05-0.00578203j 0.00060338-0.00168419j 0.0028165-0.00723212j -5.34886e-05+0.00603339j 0.000550837+0.00481773j -0.000862104+0.00326021j -0.00268235-0.00559875j -0.00516963-0.00399705j 0.00193512-0.00341799j 0.00170303-0.00332494j -0.00284747+0.000602479j -0.00302142+0.00761872j -0.00025495-0.00743747j 0.00567821+0.00344555j 0.00713184-0.0048155j -0.00297751+0.00951836j 0.0194888-0.00859768j 0.00345427-0.00193927j -0.00360643-0.00336039j 0.00606684+0.00464608j -0.00452088+0.00251192j 0.0129469+0.00458267j 0.00795175-0.00875559j 0.0014554+0.00881679j 0.00684669-0.0107149j 0.0115529-0.00269631j 0.0101759-0.0049706j 0.0013592-0.00798145j 0.00958144+0.000925607j 0.00602252+0.00837053j 0.0142323-0.00933889j 0.00172487-0.0106806j 0.0153903-0.00753323j 0.00649379+0.00811499j -0.00417225-0.00692501j 0.0100577-0.0128396j 0.00363906+0.00955349j 4.79707e-05-0.00910056j -0.00245744-0.00267741j -0.004373-0.00432745j -0.00237995+0.00378826j -0.00190334+0.00453273j 0.00149736+0.00327616j -0.00317189-0.00434475j -0.000473732+0.00090356j 0.00161105+0.0015005j 0.000246797+0.00112977j -0.000463187+0.00184967j 0.00114286-0.00259921j 
-0.000556042-0.00197564j -0.00176521+0.00241032j -7.6714e-05+0.00100932j 0.00062385-0.00179752j -0.000997712+0.000316715j 0.000806827-0.00259127j 0.000328607-4.73097e-05j -3.26721e-05+0.000161745j 0.00176067-0.0021675j -0.0019929+0.00503995j 0.00315468+0.00206426j -0.0021266+0.00293264j 0.00037953-0.000537784j -0.000351519-0.000834442j -0.00245318-0.00180962j 0.00116708-0.00213722j 0.00449918-0.00642835j 0.00356657-0.00452998j 0.00058308-0.0043681j 0.000296508+3.75326e-05j -0.00186169+0.00050517j -0.00256337+0.002637j -0.00317259+0.00303684j -0.00384013+0.00614612j 0.00234072-0.00381241j -0.000925789+0.00166003j 0.00132661-0.00542373j 0.00618225+0.0139261j 0.001817-0.0033386j -0.00291417-0.000850299j -0.0026258+0.00554363j 0.00619941-0.00740079j 0.00109405-0.00281766j -0.00140677+0.00176283j -0.000758253-0.00528245j -0.00105068-0.00518567j -0.0011674-0.0149842j 0.00691597+0.00141775j -0.00486532+0.00467711j -0.00612435-0.00151431j -0.00588098-0.00393489j -0.000113513+0.0044866j 0.00359384+0.0136834j -0.00248376+0.00262778j 0.0031104-0.00934104j -0.00736355+0.00845404j 0.00123913+0.0142507j 0.00198448+0.0159752j -0.00228626+0.00348104j -0.00605482+0.0098208j 0.00676127-0.0113901j -0.00441002+0.00042738j 0.00407974-0.0103738j -0.00582971-0.00825916j 0.00633621-0.000654837j 0.00959475-0.0102303j -0.00447092+0.00481924j -0.00759037+0.0169528j -0.00380469+0.00176804j 0.00638549+0.00141324j -0.000582201-0.00700302j 0.00461952+0.00337867j 0.00158616+0.0042392j 0.00440845+0.00111068j 0.0013759+0.000821035j 0.000170034+0.00250264j 0.00053546+0.00123601j 0.00156857+0.00254739j 0.000330428+0.00165304j -0.00250054-0.00126482j 
-0.00206124+0.000592439j 0.00133062+0.000327867j -0.000943687+0.00156998j -0.00104978-0.000549432j 0.001293-0.00170171j -0.0014369+0.000175032j 0.0011594-0.00109044j 8.7748e-06+0.00160693j -8.74608e-06+0.000909199j -0.000114512-0.00291316j 0.000289889-0.00442671j 0.00172979-0.000525193j 0.000166333-0.000934996j 0.00054358+0.00111483j -0.00136434+0.0026902j -0.00114905+0.000178492j -0.00233469+0.000936899j 0.00101978+0.00206093j -0.00215867+0.00224432j -0.00180651+0.00296176j 0.000587041-0.00243738j -0.00183206-0.000963581j 0.00364079+0.00257349j 0.00369685-0.00107384j 0.00234877-0.000639752j 0.00460664-0.000992937j -0.00463808+0.00111337j -0.00886394+0.00155177j 0.00168113+0.000504687j -0.00481898+0.000907228j -0.00860758+0.000975216j -0.0083185-0.00174818j -0.00298438-0.00380692j -0.0156415-0.000788169j -0.00855378+0.0107366j 0.0096574+0.0120583j -0.00534332-0.00263687j -0.00644789-0.00217447j -0.00427956+0.0015379j 0.00665302-0.0030038j -0.0135674+0.00145213j 0.00792796-0.0157082j 0.000434394+0.0086714j -0.00174906-0.015701j 0.00596464-0.00605695j 0.0202585-0.000805098j -0.00588789+0.00723607j -0.01626-0.0077745j -0.0236487+0.0139588j 0.000890803+0.00129155j -0.00447594+0.00428417j -0.00864165-0.00272673j -0.00682899-0.0100024j -0.00955875-0.00403896j 0.00203678-0.00120776j 0.000308202-0.0103598j 0.00465102+0.00696387j 0.000678111+0.00554345j 0.00212189+0.00242924j -0.00490764+0.0100945j 0.000726577-0.000764005j 0.00192247+0.00228467j 0.00192366+0.00145865j 0.000340987-0.000810806j 0.00419154+0.00286448j 0.000744662-0.0014085j 0.00110659+0.00156913j 0.00173783+0.00170518j 0.00156385+0.00199949j 0.000564705+0.000969334j 
-3.65575e-05+0.000207898j 0.00109937+0.00307225j 0.00117166+0.000155634j 0.00163648+0.00228628j -0.00084522+0.000286873j 0.00262876-0.00281557j 0.00163858+0.00679957j 0.0030339+0.00480364j 0.00214874-0.00684779j 0.00181496+0.000715426j -0.0012943-0.00372799j -0.00106648-0.00265925j 0.000868471+0.00767966j -0.000822219-0.00216388j 0.00328455-0.00445133j -0.00326904+0.00020262j -0.000221342-0.00341041j 0.000743509+0.00428021j 0.00274143-0.000184419j -0.00245287+0.00013752j 0.00109488+0.00405819j -0.00213062+0.00148757j 0.00292108+0.000962968j 0.00128651-0.0106696j -0.00288188-0.00152871j -0.00242974+0.00494365j 0.00213957-0.00291173j 0.000907013+0.00364314j 0.00702721-0.000402859j 0.0053025-0.000829329j -0.00284963-0.00467862j 0.00220077-0.00230388j -0.00429457+0.00106855j 0.0102009-0.0013333j -0.00624386-0.00741552j -0.00756472+0.00714878j 0.00125199+0.00860793j 0.0049039-0.00877529j -0.0032744+0.00311517j -0.0063272-0.00922857j -0.000319315-0.00333034j 0.000577102+0.000151587j -0.00141282-0.000885907j 0.00434675-0.00524633j -0.00126354-0.00940114j -0.00250395-0.00816055j 0.0028836+0.00441155j -0.002711-0.0145034j -0.000929754+0.0112946j 0.0101024-0.00256842j 0.00502+0.00609632j 0.0120027-0.00461926j -0.00205945-0.00975833j 0.00806906+0.0137858j -0.00290315-0.0234516j -0.00803286-0.00188866j -0.00602525+0.00551424j -0.00630851+0.00010498j 0.005282+0.00874287j 0.00401874+0.00357428j -0.00309914+0.00797152j -0.00528894+0.00863278j 0.00244818-0.00169227j 0.0018062-0.00131753j -0.0051888+0.0072425j -0.00145921-0.00509929j 0.000193732-0.00278735j 0.00298218-0.00624973j 0.000349169-0.000602266j -0.000562367+0.002391j 
5.11061e-05-0.000541515j -0.000412709-0.00128749j -0.000184454-0.00358211j 0.000427142-0.00133614j 0.000868202+0.00192574j 0.00369379-0.00129092j -0.000505848-0.0027183j -0.00031911-0.00598304j 0.000365208+1.05909e-05j -0.00315215-0.000264626j -0.00169159-0.000854996j -0.000397462+0.000934313j -0.00235248-0.00745248j -0.00146401+0.00556814j 0.00373357+0.0020804j -0.00474155+0.00323521j 0.00134257+0.00247428j 0.00326322-0.00235319j -0.00449243+0.00369814j -0.00466471-0.000350292j -0.000431013-0.00500535j -0.00118468-0.00463711j 0.00169002-0.00368972j -0.000955276+0.00585585j 0.00502577+0.00049707j -0.00286012+0.00515449j -0.00272156+0.00372438j 0.00373764-0.000301677j 0.00803905-0.00875074j 0.00748018+0.000725358j 0.00710756+0.0104396j 0.00110541+0.00629047j 0.00507411+0.00552704j -0.000687486+0.00371419j -0.0127221+0.0120224j 0.00479018+0.00667431j -0.000524508+0.00571847j -0.000752124-0.00846528j -0.00267271+0.00379214j -0.00800154-0.005366j -0.0174923+0.01645j 0.0193891-0.0072537j -0.0052511-0.0049939j 0.0105219-0.000136114j -0.000326524+0.00389663j 0.00930749-0.0166728j 0.00539989-0.0073967j -0.00906955+0.00383331j -0.0102708+0.00631262j 0.00193424+0.00214408j -0.0121848-0.00513446j 0.00184947+9.13657e-05j 0.00365009-0.0100321j -0.00832881-0.00764497j -0.0108694-0.00270522j -0.00534785+0.00567759j 0.00712064-0.00325959j 0.000748765-0.00560872j 0.00248295+0.00208415j 0.00031217+0.00195329j -0.00557097+0.00703746j 0.00136106-0.00784813j -0.00402197+0.00105032j -0.00204285+0.00595266j 0.00144076+0.000149517j -0.00117695-0.0052027j -0.000178914+0.0010041j -0.00476823+0.00191693j -0.000793732+0.00252547j 0.00123187+0.000999367j 
-8.22614e-05+0.00214089j -0.00013492+0.0013261j -0.000528135-0.0034628j 0.00102106-0.00150661j -0.000975133+0.0020584j -7.49797e-05-0.00437189j -5.36812e-05+0.00330391j 0.000876652-0.00267839j -0.000817385+0.00228819j -0.000509691+0.000321338j -0.00222225+0.00836837j -0.00112964+0.00649448j 0.000841183+0.00190797j -0.000598913+0.00255751j 0.000245831+0.0013078j -0.00143627+0.00770994j -0.000462103-0.00300055j -0.00285384-0.00300017j -0.00564565-0.00633591j 0.000966233+0.00541993j 0.00488003-0.00916572j -0.00109096+0.00239772j 0.00319586-0.00210388j -0.000157349+0.00562173j 0.000554829-0.00522316j 0.00442649+0.00018057j 0.000897555+0.00181085j -0.00502552-0.000500853j -0.00894168-0.00700406j 0.000871435+0.00190454j -0.0108235+0.00500888j -0.00163116-0.000727424j 1.78249e-05-0.00604372j 0.00158268+0.00887804j 0.00420354+0.00715194j -0.00691344+0.00247672j 0.00171742-0.00939743j 0.0148435-0.00828289j -0.00249034-0.00578084j -0.000855929+0.00752432j 0.0134133+0.012989j 0.00412708-0.0208387j -0.000766541-0.00361577j -0.00798095+0.0143598j 0.00626937-0.0118072j 0.00235051-0.0152765j 0.00159898-0.0108248j -0.00739757-0.00310476j 0.000148467+0.00482462j -0.00110087+0.00397992j 0.00459742+0.00369448j -0.00634101+0.00231076j -0.00589536-0.00135891j 0.00980639+0.00911338j -0.00977581-0.000556447j 0.00236076-0.00501446j 0.00548327-0.00474169j -0.00332127-0.00424568j -0.00927278+0.0092041j 0.00736895-0.00725917j 0.0019869-0.00424705j 0.00207936+0.00013401j -0.00333688+0.00187428j 0.00339522+6.6897e-06j -0.00251566+0.0013167j -0.00344012+0.00111975j 0.000547315-0.00136504j -0.00348141+0.000774479j 0.001711-0.00150359j -0.000853821+0.000286662j 
