-0.0107474+0.0047227j -0.00597581-0.0112854j 0.000891747+0.00980985j 0.0106226-0.000430898j 0.000574529-0.00562216j 0.00830051+0.00473877j 7.40828e-05+0.00255769j -0.00192711+0.000973895j -0.00505772-0.0067864j -0.00468958+0.00360379j -0.00341826+0.000140769j 0.00145217-0.00682354j 0.00518039+0.000367777j 0.000698559-0.00634116j 0.00189638+0.0042562j -0.00287746-0.00105763j -0.00774606+0.00100589j 0.0010629-0.00207361j -0.00391574-0.00129859j 0.00397018-0.00271478j -0.00405356-0.000869411j 0.0057605-0.0018699j 0.000105708-0.00415766j 0.00563796+0.00107289j -0.00026181+0.00223171j 0.00777335+0.0107747j -0.01299+0.00392295j -0.00680462-0.0034305j 0.00271156+0.000741315j 1.99524e-06-0.00586305j 0.00281699+0.00909262j -0.00198138+0.00152115j 0.00133617-0.000982365j 0.00216456+0.00483644j 0.00405763-0.0064707j 0.000980393+0.00215359j -0.00968451+0.00981533j -0.00144269-0.000552297j 0.00220297-0.00758525j -0.00374814+0.00267478j 0.00497827+0.00118566j -0.00242589-0.00158434j 0.00316375-0.00347849j -0.00390522+0.00664656j 0.00233393+0.0126706j 0.0123453+0.00743547j 0.0045983-0.00422802j -0.00567396+0.000779127j 0.020243-0.00620337j 0.00332581+0.0185258j 0.0155966-0.0150126j -0.0166457-0.0149717j 
-0.00194365+0.00184932j -0.00134009+0.00114105j 0.00519307+0.00621076j -0.00172338+0.0110283j -0.00202511-0.00347766j -0.0103745+0.00450143j -0.00233558+0.010938j 0.00904576-0.00442271j -0.00213099+0.00343128j -0.00870864+0.0010674j 0.00108596-0.00457986j -0.00338461+0.00331182j -0.00388174+0.0021611j -0.00471896+0.00457938j -0.0135648+0.00126696j -0.00830879-0.0014731j -0.0127934-0.00392677j -0.00476196-1.97384e-05j 0.000364536-0.00478317j 0.00490667-0.00384066j 0.00889671+0.000791365j 0.00914173+0.00843967j -0.00670541-0.00656081j -0.00638709+0.00564019j 0.0140149-0.000864536j -0.000654082+0.0100841j -0.00339754+0.00417511j 0.000441854-0.00707318j -0.00481636-0.00234203j -0.00542548-0.0016846j 0.00407327+0.00966405j 0.00785414+0.00218009j -0.00577986+0.00369442j -0.00177401-0.00512613j -0.00272474-0.00921757j -0.00082457-0.00450018j 0.0110461-0.00533979j -0.00284727+0.000676701j 0.00319894+0.00287725j -0.00365222+0.00517766j -0.00307511-0.00602417j 0.00861552+0.005074j -0.00532216-0.00500262j 0.00976753-0.00316742j 0.00833521+0.00286103j 0.00316763-0.000806688j -0.0055493-0.0159083j -0.00162322+0.00022605j -0.0107085-0.00129795j 0.00455024-0.000380642j 0.00796586-0.0016787j -6.46583e-05-0.00159586j 
0.00147882+0.00851354j 0.00433018-0.002005j -0.00651276+0.00453496j -0.0077417-0.000865807j 0.00747241+0.00509088j -0.000754929-0.00352304j -0.00620433+0.00298922j -0.00492919-0.00782653j 0.0107834-0.00318412j 0.0032807+0.00109708j 0.00847316-0.00493138j -0.0026318+0.00184499j 0.00095722-0.00170598j 0.00209464+0.00389297j -0.0025383+0.00280133j -0.0117481+0.00195639j 0.00511413-0.00730049j 0.00743806-0.00425659j -0.00914857-0.00310377j -0.0113875+0.00211346j -0.00764298-0.0037877j -0.013602-0.00135035j -0.00421236+0.00132206j 0.00843792-0.00268011j 0.00517005+0.00226113j -0.000276664-0.000802409j 0.00326341-0.00032961j 0.000308301-0.00157009j -0.000847366+0.00461217j -0.00230872-0.00413965j -0.00869992-0.0073082j -0.00188106+0.00560336j -0.010046+0.000691254j -0.00489658-0.00579242j 0.00309193+0.00270922j -0.00405344+0.00147249j -0.00257401-0.00270372j -0.0106799-0.000223913j 0.0028045+0.00654293j -0.0101556+0.00243936j 0.00253702-0.00157007j 0.0161075-0.000861124j -0.00562084+0.00666301j 0.000685191+0.00674395j -0.00679985+0.00227994j 0.00193382+0.00652578j -0.00491075-0.00774783j -0.000694729+0.00873354j 0.00247929-0.00077123j 0.00176184+0.00393612j 0.00507477+0.00438043j 0.00126471+0.0117272j 
-0.00382714+0.00472761j -0.000127731+0.000104187j -0.00547657+0.00528109j -0.00085573+0.00191003j -0.0035271+0.00328595j 0.00605387+0.00288964j 0.00475135-0.00672596j 0.00293041-0.0106275j -0.00104167+0.00594365j -0.00510336+0.00980018j 0.00318369-0.000175138j -0.00121551-0.00458255j 0.00112566-0.00196592j 0.0155433-0.00539711j -0.00116042-0.00417816j 0.00500149+0.00257365j -0.0176121-0.00981146j -0.000109979+0.00308247j 0.00832631+0.00639271j 0.0073921-0.00673426j 0.0152662-0.00568873j 0.00533417+0.00480864j -0.00312115+0.00965705j -0.00798574-0.00616484j 0.00216657-0.00486112j 0.00640518-0.00299167j -0.000611466-0.00561462j -0.00280794+0.00255375j -0.00194719+0.000102939j -0.00239406-0.00270498j 0.00806369-0.000474687j -0.00126237+0.00352183j 0.00124766+0.00528903j -0.00402469+0.00433911j -0.00330206-0.00373404j -0.00598971+0.00212178j -0.00724623+0.00650942j -0.00922682+0.00823707j 0.00419827+0.00685138j 0.0140055-0.000541007j 0.00517112-0.00639265j 0.0137021-0.0065711j 0.0103334+0.00967687j -0.0100052-0.00276406j -0.00451114+0.00610663j -0.00537656+0.00119283j -0.00646347+0.0100051j 0.000906907+0.00610074j -0.00472327+0.000915513j 0.00206632+0.00200375j 0.0050493+0.00491256j 0.000633213+0.00247183j 
0.000998442-0.00248009j 0.0015668-0.00190253j -0.000355371+0.00419035j -0.00253377+0.000926822j 0.00295576-0.00208823j -0.00318578-0.00159357j -0.0095826+0.000971343j -0.00169413+0.00650618j -0.00124648-0.000609316j 0.00604756-0.00431736j -0.00358035+0.00845796j -0.0060257+0.0083385j -0.00551416+0.00420423j -0.0151509-0.000521443j -0.00575182+0.00485984j -0.00193012-0.0121156j -0.00291392-0.0109594j 0.00145439-0.00321615j 0.0197314-0.00337601j -0.00873101+0.00435431j -0.00642788-0.00462398j 0.00745346+0.000876809j 0.00866334-0.00352583j -0.00599241-0.00941526j -0.00984106+0.00770142j 0.00127528-0.00399049j -0.00107553+0.0076008j 0.00547944+0.00323329j -0.00436667-0.00260605j -0.00344903+0.00238392j -0.00612784+0.000227844j 0.00362231+0.00236671j 0.000591848-0.00715958j -0.000601858+0.0024839j 0.0133278-0.0104478j 0.00292681+6.31311e-05j 0.00713603+0.00715014j -0.00194619+0.00640137j -0.0053291+0.00493262j -0.00324993-0.0164094j 0.0110302-0.013189j -0.00252251+0.00342928j 0.00860194-0.010991j -0.00483025+0.003476j 0.00290265+0.00495344j -0.00324853-0.00181233j 0.0015532-0.00173347j -0.00558633+0.0024293j 0.00277658-0.00134701j -0.00234302+0.00234803j -0.00237183+0.000925054j 0.000858049+0.00264391j 
-0.000668079+0.00170057j 0.00361549+0.00379457j 0.00119296-0.00386364j 7.43868e-07-0.00166673j -0.00313755+0.00231493j -0.00486146-0.0107142j -0.00779582+0.00233275j -0.0111386-0.00116212j -0.00177277-0.00206916j 0.00878894-0.00433305j -0.00640749-0.00211092j 0.00633049+0.00102927j -0.00462907+0.00423008j 0.00486496+0.00333467j -0.00608806+0.00383833j -0.00680685+0.00400348j 0.012728+0.0125628j -0.000733595+0.0068619j 0.00874774-0.00353232j -0.00514879-9.65309e-05j 0.00118051+0.00469828j 0.00791626-0.0186301j -0.00889388-0.00301823j 0.00655502+0.00474088j -0.00311784-0.000849116j 0.00479829+0.000155393j -0.0113248+0.0113326j -0.00186889-0.00300699j 0.00292926-0.00162921j 0.00222639+0.00202592j -0.0044112+0.00253401j -0.00718737-0.00413551j -0.00291676-0.0050444j 0.00300818-0.00535051j -0.00560761+0.00160235j -0.00475752-0.00241023j -0.0138843+0.00128708j -0.00105559+0.00438796j 0.00170992+0.00822393j -0.00445755-0.00498608j -0.00169538-0.00024991j 0.00795437-0.0063936j 0.00212711-0.00508669j -0.0239586+0.00386923j -0.00354312-0.000885834j 0.00579223-0.00853037j 0.00466168+0.00734422j -0.00252091+0.000159761j 0.0012958+0.00457489j 0.00458282-0.00424848j 0.000980345+0.00498743j -0.00477761+0.00304788j 
0.00263916+0.000446929j -0.00145042-0.00216507j -0.000615866+0.00132227j -0.004386+0.0014273j 0.000298718-0.00285076j -0.00948418+0.00193751j -0.00213448+0.00296059j -0.00441231-0.00270593j -0.0025009-0.0032775j -0.000464784-0.00765928j 0.00497952+0.000818976j -0.00441539-0.00102577j 0.000389399+0.00329416j 0.0103339-0.00568019j 0.00991826+0.0231885j -0.000553769+0.0102959j -0.00703721-0.0012722j 0.00256325-0.00271661j -0.00827023-0.0101149j 0.00399916-0.00316008j 0.00597119-0.0115667j -0.00468941-0.0117884j -0.0066724+0.0122561j -0.00466551-0.00405528j 0.0074944+0.00408587j -0.00505128+0.00290829j 0.00346756+0.00810118j -0.000428292+0.000694689j -0.00132912-0.00147749j -0.00183814+0.0036179j 0.00637318-0.00557026j 0.0045929+0.000751007j 0.00282041+0.000351301j -0.00293604-0.00340721j -0.0073515+0.00340048j -0.00844636+0.0014868j 0.00560516+0.00968847j 0.0045686+0.00716554j 0.00501532-0.00524815j 0.00142013-0.00767759j -0.00495055-0.00270639j -0.00350701+0.00301568j -0.00681614-0.00229957j 6.54297e-05+0.0106793j 0.00451952-0.00274032j -0.00420037-0.000276681j 7.41469e-05-0.00755767j 0.00525118-0.00365j 0.000129617-0.0078905j -0.00121949-0.00359287j 0.00368868-0.00590671j 0.0019153-0.000786521j 
-0.00187208-0.0015206j -0.000676426-0.00139326j 0.000218409+0.000671366j 0.00142747+0.00480665j -0.000232457-0.00329938j -0.00307558+0.000726561j -0.00533418+0.00648853j -0.00643841+0.00103496j -0.00211061-0.00850395j 0.00799995-0.0031493j -0.00677567-0.00539942j -9.55581e-05-0.00471401j -0.00118422-0.00188174j 0.0018397+0.00446128j 0.00500689+0.00454983j -0.00298295+0.00512783j -0.000318187-0.00150923j -0.00542136-0.0120778j -0.00387057+0.00920562j 0.000711423+0.0105296j -0.005805+0.0106313j -0.00669656+0.0137041j -0.00261823-0.00468328j 0.00308179-0.00560612j -0.00465987-0.00502432j -0.00270699-0.00544187j 0.00396711+0.0134001j 0.00209778+0.00159639j 0.00698319+0.00431278j 0.00179233-0.00153071j -0.00890497+0.00956704j 0.000734425+0.000791572j 0.00414447+0.00743911j 0.00310378+0.00303118j 0.000351555-0.00145155j 0.00253473+0.00027903j -0.0062686+0.00393555j -0.00530834+0.0152832j -0.00012814-0.00437801j 0.00286545+0.01119j 0.00262425-0.0067891j -0.00607754-0.0215682j 0.00153061+0.00161625j -0.00129465+0.00460827j 0.00165829+0.00134303j 0.00673485-0.00716289j -0.00243219+0.0101892j 0.00254483+0.00320373j -0.00102337+0.00207534j 0.000229426-0.00341593j 0.00262819-1.52711e-05j 0.000575012-0.00198967j 
-0.00440906+0.0026769j -0.00067694+0.00358161j -0.00132624+0.0059481j 0.00327764+0.00371768j 0.000775025-0.00321377j 0.00049393+0.00353641j -0.00134926+0.00606895j -0.0038518+0.000220292j -0.00351386+0.00463709j -0.00425362-0.000113985j -0.00531054+0.00121725j 0.000819844+0.00287939j 0.00466645+0.00123565j -0.00802521+0.000303785j 0.0105247-0.00520515j 0.00782246+0.00468086j 0.00713391+0.00030766j -0.00508579+0.010972j 0.00268927-0.00605995j -0.00540985+0.000599073j -0.0105055+0.00104157j -0.00509845-0.00788336j 0.00867756+0.00796896j -0.000912344+0.00874034j 0.00119549-0.00855028j 0.00750289-0.00427289j 0.0107928-0.00440157j 0.00304178-0.00797947j 0.00979734-0.00209414j 0.00462631-0.00432645j -0.00298531+0.0121791j 0.00195857-0.00198238j 0.00824852-0.010403j -0.00702707+0.00157588j 0.00987667-0.00284004j -0.00147674+0.00648968j -0.00202294+0.00580929j -0.00469371+0.00825597j -0.00535691-0.00248539j 0.00416577-0.00713673j 0.000219054-0.000892193j -0.00242355-0.00919879j 0.00948561+0.00254327j -0.00282093+0.0155518j 0.000538304+0.0024862j -0.00398347-0.00265112j 0.000797638+0.00955116j -0.000522632+0.0101446j -0.00296145+0.00161676j 0.00538889+0.00135924j 0.00422079+0.00446327j -0.00215333+0.00289255j 
-0.00277778+3.34557e-05j -0.000898026-0.00100304j 0.00289694-0.00276141j -0.000128875-0.00359964j -0.00862898+0.00197272j 0.00537602-0.0034165j 0.00610466-0.00167416j 0.00828173-0.0109083j -0.00402579-0.00493591j -0.00452941+0.000934262j -0.0107076+0.00464227j 0.00294786+0.00635116j -0.0013098+0.000468906j 0.00689029+0.00984928j 0.00386212-0.000175272j -0.00591713+0.00980272j -0.00489901-0.000658138j -0.00715451-0.00541875j 0.00623757+0.00514052j -4.39523e-05-0.000830383j -0.00463923+0.0103909j -0.00649599+0.000846154j 0.000840204-0.0030926j -0.00195608-0.0031893j 0.00788866+0.00778642j 0.00829618+0.0103855j 0.00321192-0.0034254j 0.00423128-0.000537658j 0.0103244-0.0046921j 0.00768695-0.00340331j -0.00169367-0.00476964j -0.000203513-0.00725186j 0.00896144-0.0146899j 0.00174219-0.00631153j 0.00526574+0.00189031j -0.0037611-0.00600137j -0.00710077-0.00575486j -0.0130654+0.00108897j -0.00364423+0.00330003j 0.0181283-0.00816473j -0.00259762+0.00251532j 0.0069117+0.0194007j -0.000252353+0.00619054j -0.00909611-0.00583176j -0.0147981-0.00719762j -0.00200829+0.00462805j -0.0128811-0.0097552j 0.00119474-0.00430239j 0.000216702-0.0067008j -0.00192593+0.00466263j -0.00525172-0.000274823j 0.000816952-0.000860736j 
-0.000648694+0.00114627j 0.00216539-0.00177432j 0.00404985-0.00013765j 0.000116317-0.00252238j -0.0111914+0.00278123j 0.00216329-0.00193187j 0.00587917+0.00345564j 0.0011811+0.00385824j -0.00706203-0.00346374j -0.00286111-0.00506582j -0.00969381+0.00138487j 0.0043747+0.00443352j 0.00719271+0.00219802j 0.0135237+0.000714185j 0.00404917+0.00580987j 0.0083579+0.00723308j 0.00133536-0.00565771j -0.00945202-6.29149e-05j 0.00167408-0.000608179j 0.00838144+0.00452903j 0.00731401+0.00377817j -0.00162414+0.000350715j 0.00334271+0.00415149j 0.00267193-0.00549307j -0.00185017+0.00445541j -0.00039459+0.00138683j 0.00466813+0.00211424j -0.00241852-0.000719591j -0.0101126-0.000612961j -0.00215419-0.00165894j -0.00740728+0.00310448j -0.0106834+0.00348072j -0.0135529+0.0131934j -0.00119683-0.00207392j -0.000488818-0.00185571j -0.00649594-0.000820144j -0.00275352-0.00380521j 0.0126392+0.000428138j 0.0078439-0.000437727j -0.0131474+0.0103101j -0.00681643-0.00177757j 0.00765758+0.00106462j -0.00784945+0.00710339j 0.00742036+0.00629655j -0.00765525-0.00180077j 0.00104503-0.000696864j 0.00558253+0.000449324j 0.000901297+0.000421828j 0.00300277-0.00299237j -0.00239918+0.00129419j -0.00234782+0.00106212j 0.00200914+0.00652409j 
0.00143503+0.00268922j 0.000290126+0.00225608j -0.00238241+0.00184134j -0.00231226-0.00042358j 0.00288465-0.00219914j -0.0039504-0.00136474j -4.02518e-05+0.00293749j -0.00561586+0.00224631j 0.00152081+0.0010474j 0.00279388-0.00394275j 0.0114396+0.000934479j -7.35826e-05-0.0060564j 1.97431e-05-0.00166104j 0.0136647+0.00195042j 0.000291267-0.00600331j -0.000357501-0.00285405j 0.00300868-0.00332725j -0.00125535-0.00448321j -0.00823632+0.00580469j 0.00578188+0.00766022j 0.0081684+0.00858336j 0.00623237+0.00945949j -0.00909623-0.00922202j 0.000971576-0.00129503j 0.00286163+0.00261681j -0.00532732-0.00786276j 0.000559875-0.00291899j -0.00356382-0.00579368j -0.0012614-0.0189544j -0.00358155-0.0134559j 0.00808077+0.0011482j -0.00284175-0.00618577j -0.0110697-0.0264968j -0.000919204-0.000129665j -0.00922549+1.63031e-05j -0.00294953-0.003879j 0.00076806+0.00702255j 0.00951349+0.013371j 0.00199341+0.0109398j -0.00631763-0.0255194j -0.000956576-0.000382371j -0.00299086+0.010237j 1.99304e-05-0.0121469j 0.00351584+0.0136832j -0.00048938+0.00220654j -0.00281605-0.000319109j 0.0078193-0.00441427j 0.00299104+0.00206818j 0.00085225-0.000136181j 0.00183536-0.00113847j 0.00318129+0.000257232j -0.000957073+0.00349399j 
0.00225404+0.00217646j 0.00337115-0.000619344j -0.00375723+0.00191956j -0.00678256+0.00295339j 0.00645811+0.000858892j -0.00887381+0.00196394j -0.00970242+0.00508926j -0.00797196+0.00300643j -0.000463071+0.000898002j 0.00650439-0.00356946j 0.0102466-0.00290736j 0.00231163-0.00209289j 0.00198337-0.00980483j 0.00375338-0.0172405j 0.0146115-0.00331029j 0.00348234-0.00198341j 0.00786148+0.00942894j -0.00793371+0.00127992j -0.0149938+0.00795654j -0.00167665+0.00150522j -0.00377761-0.00287202j 0.0114439+0.00132456j -0.00600899-0.0163905j 0.00311893+0.000860215j -0.000872911-0.00177138j -0.00338777+0.00310704j 0.00695851+0.00745529j -0.000177463+0.00472734j 0.00872722+0.0057292j 0.0049225-0.00306858j 0.00199743-0.00477773j 0.00473418-0.0031872j 0.0148299+0.00500224j -0.00327824+0.00601346j -0.00969517-0.000524938j -0.00853246+0.000932554j -0.00346255-0.00265715j 0.000444051-0.00878576j -0.00808234-0.00569833j 0.00975261+0.0025231j 0.00633541-0.000423748j -0.0016602+0.00161868j 0.00529471+0.00689942j -0.00856832-0.00633272j -0.0093929+0.0026893j -0.00689847-0.00206237j -0.00121957-0.0135807j 0.0015336-0.00294951j 0.00113642-0.00482666j -0.00238355+0.000483846j -0.000435197-0.00085283j 0.0023397+0.00717503j 
-0.00108881-0.00283184j 0.00122423-0.00226931j 0.00605534-0.00424505j 0.00537798+0.00521908j -0.00523906+0.00870462j 0.00398582+0.00201249j 0.0083906-0.00598885j 0.0114965-0.000736155j 0.00160476-0.00131798j -0.00900336+0.01034j -0.00808951-0.00785269j 0.00447513-0.00313507j 0.000490932+0.0015313j -0.000707711-0.0153838j 0.00014903+0.00690811j -0.00252911+0.0056373j -0.0150677+0.0147993j 0.00628814-0.00846419j 0.000444471+0.0036423j -0.00245719+0.00395592j 0.00430244-0.0122572j -0.00944908+0.00698801j 0.0067617+0.00142635j 5.56377e-05+0.00165992j -0.00111328-0.00957892j 0.0019955-0.00369473j 0.000302845+0.00250578j 0.00341515-0.00285216j -0.00637497-0.00423731j -0.00081084-0.00903833j -0.00336138-0.0109173j -0.00326624-0.00479175j 0.00324663-0.0123645j 0.000937912+0.00560519j -0.00855885+0.0033475j 0.00482066+0.00274521j -0.00160583-0.00458993j 0.00229201+0.0099369j 0.00456691+0.00039617j 0.00237462-0.0199402j -0.00681933+0.0018191j 0.00703273-0.00199524j 0.00186546-0.00469453j -0.00255721-0.000247002j -0.00462408-0.00496419j 0.00282453+0.00219549j 0.00174052-0.00404842j -0.000425179-0.00140527j -0.00347469+0.00514747j -0.00430713-0.00239419j -0.00177036-0.00135713j 0.00294086-0.00276637j 
-0.00158628-0.00055931j -0.00163657-0.00218571j 0.00204814-0.0041923j 0.000545635+0.00236957j -0.00442651+0.00875774j -2.46662e-06+0.000509502j -0.0059152+0.00229159j -0.00329647-0.00424892j -0.00512321-0.00131554j 0.00608829+0.00263545j -0.00925676+0.00536611j -0.000633785+0.0100875j -0.00186248-0.00764653j -0.00235096-0.00453273j 0.0122635+0.000807657j 0.00392622-0.00801534j 0.00791515+0.00465091j -0.0055268+0.0089966j -0.00236057+0.00119034j 0.00702306-0.00936266j -0.00412683-0.00428395j 0.0081877+0.00180686j -0.00983072-0.00376631j -0.000814489+0.000144533j 0.000620945-0.00119053j 0.00412263-0.000206037j 0.0027089+0.00140922j -0.00211894-0.000518672j -0.00267069+0.000764091j -0.00274278-0.00281325j -0.0159305+0.00274072j -0.0107014-0.00155865j -0.011242-0.00155822j 0.00350141+0.00281563j 0.00434132+0.00288881j -0.00756555+0.00176677j -0.00483095-0.00418847j 0.00655285+0.00453149j 0.000388354-0.00340437j -0.0221256-0.00756228j 0.00257887+0.00592813j 0.0173571-0.0032346j -0.00110361-0.00363992j -0.000880893-0.00102161j -0.0052327+0.00578174j 0.00409326+0.00319207j -0.0140364-0.00417704j -0.00410832-0.00135739j -0.00311583-0.00177657j -0.000464804+0.00287627j -0.00172179-0.000661795j 0.000681457-0.00468731j 
0.000457301-0.00193361j -0.00222538+0.00272357j 0.0068152-0.00276873j -0.000192614+0.00205619j -0.00371413+0.00178473j -0.00359949-0.002397j 0.00230912+0.000220114j -0.000168211-0.000525962j 0.00516574-0.00749201j -0.000509538-0.00336428j 0.00695585+0.00234561j 0.00976723-0.00084816j 0.00412882-0.0236403j 0.0152065+0.00218901j -0.00241836+0.0068949j -0.0079751-0.0179338j -0.00916636-0.00794299j 0.00466647+0.0147021j -0.00922101-0.00400821j -0.005069-0.00681962j 0.00440211+0.00185371j -0.00985532+0.000239513j -0.00198637-0.00210609j 0.00138959+0.000801457j 0.00885742+0.00162881j 0.00326386-0.00574642j -0.00251558+0.00339874j -0.00344466+0.00625604j 0.00120403+0.000237626j 0.00976172-0.00193006j -0.000623156+0.00820078j 0.000614171+0.00161757j 0.0021954+0.00210219j 0.00262928+0.000932079j -0.012366-0.00601707j 0.00236396+0.00422584j -0.000811943-0.00491565j -0.00307051+0.00825465j 0.00583576+0.000659622j 0.00929153-0.0035148j -0.00548121-0.00359473j 0.00284104+0.00150089j -4.58535e-05-0.00468262j 0.0013003-0.00241069j 0.00072269-0.0075516j 0.00413876-0.00166631j 0.00564396+0.00572739j -0.000322469+0.00242265j -0.00375384+0.00137544j 0.00224042-0.00308885j -4.469e-06-0.00117653j -0.0028531-0.00288097j 
-0.000121475-0.0042205j -0.00245005+0.00397714j 0.00222075-0.00255942j 0.000468226+0.00188863j 0.00215609+0.00846516j -0.00512623-0.00690296j 5.24717e-05-0.00571405j 0.000178144+0.000798492j 0.00154375+0.00474044j -0.000265927-0.0061511j 0.00910379-0.0019959j 0.00444901+0.00966546j 0.00162599+0.0198238j 0.0164059-0.00454046j 0.0096464-0.00284136j -0.00674784-0.0135962j -0.00132573-0.00617374j 0.00559596-0.0186467j -0.00559456+0.0115045j -0.00550076-0.0110473j 0.004501-0.0011424j 0.000143975-0.00207683j -0.00803871-0.00220506j -0.00351498+0.0039937j 0.010495+0.00684424j 0.00601649-0.00748895j 0.00144572+0.00498957j 0.00259887-0.00422959j -0.00548105+0.00583542j -0.000879615+0.00637434j 0.00518002+0.00785538j -0.00302683+0.00498627j 0.00805298+0.00103863j 0.000179635-0.00172455j -0.0130377-0.00154j -0.00949046+8.75772e-05j -0.0100559-0.00258063j 0.00428879-0.00482769j -0.00164661-7.46293e-05j -0.00171757+0.00412807j -0.00243067-0.000943515j 0.00520089-0.00274213j 0.00311242+0.000196868j -0.0044176-0.000601137j 0.00138913-0.00749333j 0.000774233-0.00580973j 0.00222069+0.00655487j -0.0050504+0.00598852j -0.00412341+0.00583972j 0.00351061+0.000798247j -0.00230153+0.00372385j -0.00279188-0.00247161j 
-0.00304683+0.00209954j 0.00379607+0.00491071j -0.00157367-0.00230308j 0.00556706+0.00335127j -0.000210208+0.00220914j 0.00514335-0.00685823j 0.0093013-0.00124314j 0.0127218-0.00797153j 0.00287315-0.00730655j -0.0095689-0.000610513j -0.0111035+0.00344403j -0.00233006-0.00521208j 0.00615872-0.00832175j -0.00104699+0.00114129j -0.00128914+0.00920668j 0.00337352-0.00720235j -0.000822149-0.000394462j -0.00941984+0.000181297j 0.0137407+0.00678995j -0.00035315-0.00188564j -0.00217573+0.00678835j 0.000485623-0.0061854j 0.0122563+0.00144679j 0.000533418-0.00814136j -0.00826614+0.0055297j -0.00529732-0.00137436j 0.00264998+0.0048192j -0.00675499+0.00373746j 0.00216348+0.0066679j 0.00158559-8.87608e-06j 0.0037434-0.0059579j -0.00158225+0.00344397j -0.00238726+0.000390985j 0.00684092-0.00234251j 0.00228882+0.00992937j 0.00950899-0.00592311j 0.00129172-0.0046227j 0.00310112-0.00527661j 0.00219103+0.00520951j 0.00527932-0.00088802j -0.000130816-0.00961547j -0.00520123+0.0101389j 0.00142113+0.00434194j -0.0086707+0.000823023j -0.00705974-0.00963293j -0.00385346-0.00782748j 0.00642756-0.00272586j 0.00856061+0.00383624j -0.000815413+0.00599835j 0.000595748-0.00378627j -0.00205582+0.0039662j 0.00122997+0.0103037j 
0.00415617-0.000665413j 0.000779776+0.00251578j -0.0014849+0.000858046j -0.00307289-0.00182936j 0.00123699-0.006245j 0.00029925+0.00105225j -0.00387835-0.00928202j -0.00835141-0.00631737j 0.00453148+0.00370047j 0.00438812+0.00536435j 0.00776202+0.000916855j 0.00119166-0.011137j -0.00102088+0.00560118j -0.00245118+0.0024107j -0.00469745-0.00358225j 0.00822948-0.00551341j -0.00175908+0.00407097j -0.00177944-0.00294127j 0.000791191+0.0131347j 1.47029e-05+0.000278262j -0.00289202+0.0020817j 0.00316472-0.00934553j 0.00448239+0.00404866j -0.00458737-0.00460738j -0.00234429-0.00155404j -0.000612382-0.00395453j -0.01083-0.000871292j 0.00247442+0.00602593j -0.0044846-0.00472413j -0.00291051+0.00623302j -0.00786803-0.0127726j -0.00222833-0.000980445j -0.00631395-0.00182861j -0.00105073+0.00172176j -0.00236164+0.000379402j 0.000511696-0.00278201j -0.000358122-0.00441693j -0.00337486-0.00419295j -0.000343397-0.000107635j -0.00592013-0.000972388j 0.0075029-0.00917429j 0.012302+0.00767959j 0.000895666+0.00187663j -0.00814206-0.00650106j 0.00301459-0.00952093j 0.00544267-0.00278536j -0.00566899+0.00668244j 0.000701817-0.00346959j -0.00922544-0.0017988j 0.00263998-0.00866715j -0.00388089-0.002634j -0.00121078+0.00295911j 
0.00146451-0.00583024j -0.00345914+0.0046888j -0.000480663-0.0109017j -0.00242744-0.00243404j 0.00130676-0.00397697j -0.00646708+0.00702545j -0.006731-0.00979891j -0.00939795-0.00993125j -0.0102885-0.015257j 0.00383283-0.00735062j 0.00582329-0.00313239j -0.00410447-0.000797441j -0.00638327-0.00302618j 0.000506813-0.00914512j 0.00211628+0.00366437j -0.00431462+0.00173871j 0.00459413-0.00143561j -0.00440786-0.00281716j 0.00303932-0.00827031j -0.00495686-0.000308157j -0.0037977+0.00185661j 0.00107692+0.0199694j -0.00334782+0.0118526j 0.000790723+0.00809798j 0.000116755-0.00287689j 0.00914722-0.00361178j 0.00603498-0.00571513j 0.00130509+0.00213091j -0.00362828+0.000692659j 0.000340909+0.00216537j 0.000277671+0.00263184j 0.00435907-0.00254187j -0.00196226+0.00326992j 0.000923135-0.00571135j 0.00226137+0.00979978j 0.00428791-0.00444985j 0.0017497-0.00317177j -0.00431723-0.00470202j -0.000590213+0.000613427j -0.00347001-0.00738789j -0.00149871+0.00484636j -0.00402941+0.0126501j 0.00245057+0.00172331j -0.000644121+0.00228853j 0.00699232+0.00486755j -0.000944496+0.00403403j 0.000922776+0.0096393j -0.00777964-0.00230527j -0.00100401+0.00263649j 0.00362991+0.00524976j -0.00432007+0.00410389j -0.00280523-0.00544167j 
