-0.0107474+0.0047227j -0.00597581-0.0112854j 0.000891747+0.00980985j 0.0106226-0.000430898j 0.000574529-0.00562216j 0.00830051+0.00473877j 7.40828e-05+0.00255769j -0.00192711+0.000973895j -0.00505772-0.0067864j -0.00468958+0.00360379j -0.00341826+0.000140769j 0.00145217-0.00682354j 0.00518039+0.000367777j 0.000698559-0.00634116j 0.00189638+0.0042562j -0.00287746-0.00105763j -0.00774606+0.00100589j 0.0010629-0.00207361j -0.00391574-0.00129859j 0.00397018-0.00271478j -0.00405356-0.000869411j 0.0057605-0.0018699j 0.000105708-0.00415766j 0.00563796+0.00107289j -0.00026181+0.00223171j 0.00777335+0.0107747j -0.01299+0.00392295j -0.00680462-0.0034305j 0.00271156+0.000741315j 1.99524e-06-0.00586305j 0.00281699+0.00909262j -0.00198138+0.00152115j 0.00133617-0.000982365j 0.00216456+0.00483644j 0.00405763-0.0064707j 0.000980393+0.00215359j -0.00968451+0.00981533j -0.00144269-0.000552297j 0.00220297-0.00758525j -0.00374814+0.00267478j 0.00497827+0.00118566j -0.00242589-0.00158434j 0.00316375-0.00347849j -0.00390522+0.00664656j 0.00233393+0.0126706j 0.0123453+0.00743547j 0.0045983-0.00422802j -0.00567396+0.000779127j 0.020243-0.00620337j 0.00332581+0.0185258j 0.0155966-0.0150126j -0.0166457-0.0149717j 
-0.00173279-0.000712202j 0.0014433+0.000384827j -0.00195183+0.00480998j 0.00504271+0.00614327j 0.00495201-0.00430573j 0.00220317-0.00303709j 0.00347867-0.00703284j 0.00767813+0.00043668j 0.00143429+0.00859292j 0.00348523+0.00117021j -0.000400701+0.000147444j 0.000490075+0.00365125j -0.00355815+0.0169203j -0.0102244-0.00258711j -0.00511303+0.00755245j -0.000259161+0.0124685j -0.00149061-0.000361108j -0.00331166+0.00116946j 0.00227448-0.00240934j -0.000481502-0.00419891j 0.00217384-0.00667143j -0.0013329-0.00590622j -0.00303691+0.00572549j -0.00533282+0.00245834j -0.00394526+8.75293e-05j 0.00153554+0.000949006j -0.00124633+0.000893472j -0.00301048-0.00856656j 0.00497949-0.0224498j 0.00347932-0.00236768j -0.00273286-0.00518897j 0.0141867+0.0157122j -0.000923605+0.0106996j 0.00470353-0.00606328j -0.00456816-0.0201212j -0.00325431-0.0152995j -0.00560047-0.0129201j 0.00340018+0.000412038j -0.000477987-0.00282346j 0.00378154-0.00302612j 0.00272113+0.0011927j -0.00045913+0.00500798j 0.00291273-0.0023081j 0.0022126+0.0091086j -0.00416641+0.000585181j 0.00347291-0.000731338j -0.000734762+0.00114447j -0.00175725-0.0034665j 0.00265683+0.000644446j 0.000234066-0.000399313j -0.00180775-0.000373913j -0.000375206-0.000366897j 
0.000652+0.00330968j 7.28741e-05-0.000806569j -0.000927657+0.00766003j 0.00248002-0.00307275j 0.00102459-0.000126414j 0.0025794+0.00890296j 0.000908018+0.00254951j -0.000359609+0.00031446j 0.00491211-0.00835886j 0.000500616-0.00230701j 0.00163008+0.000494778j 0.000463018-0.000822971j 0.00216211-0.000968073j 0.00539734+0.00252699j 0.000371106-0.00396362j -0.00275731-0.00322806j 0.00684689+0.0161926j -0.00494352-0.0016467j 0.00191039+0.0092266j -0.00225396+0.00242401j 0.000900391-0.00455346j -0.00567906-0.001631j 0.00397015+0.0113364j -8.70678e-05-0.000321398j 0.00360091+0.0110193j 0.00474062-0.00207139j -0.00281611-0.00329787j 0.00206845-0.00299202j -0.00738856-0.0136269j -0.00071381+0.00419046j 0.00114036-0.00125804j -0.00280973+0.0147363j 0.00639615+0.00922429j -0.00436409-0.0100227j -0.004168-0.00176202j 0.000730239-0.0187975j -0.000815202-0.0121295j -0.00364189+0.00651255j 0.00354568-0.00707732j -0.000871622-0.00646627j -0.00778665+0.0126779j -0.0018435-0.0105212j 0.00118533-0.00607663j -0.00196896+0.00165069j 0.00682193+0.0047189j -0.00617766+0.0020737j 0.00159004-0.00582504j 6.90369e-06+0.00204057j -0.00738549+0.00380633j 0.000640148-0.00131774j 0.00701387-0.00339022j 0.000846853-0.000282853j 
0.00334384+0.000357738j 0.00058758+0.00354884j 0.000778372-0.0163564j -0.00204514-0.00409235j -0.0108746-0.00225794j -0.000439289-0.00199669j 0.00443316+0.0155618j -0.00357627-0.00626694j 0.0114328+0.012103j -0.00238447-0.00274496j -0.00182347-0.0106942j 0.00780056-0.00156562j 0.00528185-0.00238737j 0.00222025-0.0038665j 0.0132273+0.0104787j -0.00118863-0.00196059j -0.00262755+0.00103138j -0.00255598-0.00514185j 0.00128705+0.00475812j 8.57129e-05-0.00638839j -0.00278434+0.0061159j -0.00198229-0.00406995j -0.000298503-0.00648668j 0.00459627+0.00172505j 0.00414952+0.00921986j -0.00460761-0.00328071j -0.00362371-0.00395827j 0.00153512-0.00341945j -0.00866974-0.0170742j -0.00745939-0.00507994j -0.00271611-0.00596771j -0.00591234+0.0118322j 0.0072308+0.00833199j -0.0101379-0.00530212j 0.012885-0.00632583j -0.00160849-0.0021108j 0.00862311+0.000134593j -0.0065054-0.00274909j -0.00235545-2.92074e-06j 0.000779866-0.00185904j 0.000718743-0.00495355j -0.000337405-0.0038608j -0.00587796-0.00180814j -0.00326045-0.00320827j 0.00275149+0.011374j -0.00165313+0.0111252j 0.00130132+0.00572161j 0.00586785-0.00904693j 0.00439486-0.008097j 0.00132124+0.00161151j -0.00215512+0.000893233j -0.00219273-0.000608961j 
-0.00129144-0.0061848j -0.00158509-0.00244592j 0.0101395-0.000922562j 0.004643-0.00505704j 0.00321898+0.00935389j -0.00606578-0.000377777j -0.0121652-0.000289506j 0.00804111+0.00433079j 0.000398955-0.00988892j 0.0054048+0.0134483j 0.000757315-0.00957966j -0.00153066+0.00408163j 0.0157483-0.000803771j 0.00407018-0.00295484j -0.000618936-0.00609097j 0.00734668+0.0121604j -0.00548509-0.0059126j 0.0002245+0.000430605j -0.0088214-0.0123596j 0.00159931+0.00958896j -0.00503367+0.00198212j -0.00466283-0.00349585j 0.012346-0.000356184j 0.000645603+4.6664e-05j 0.00440093-0.0082047j 0.00106941+0.0124999j 0.00762871+0.00225825j 0.0033813+0.00172201j 0.00547557+0.00194523j -0.00315402+0.00632168j 0.0147509+0.00182194j -0.0121476+0.00811227j 0.00684284-0.00341934j -0.00463951-0.000452784j 0.00838086-0.015361j -0.00133782-0.00741901j -0.00194727-0.00275627j -0.00524935-0.00170926j 0.000504813+0.00136812j 0.00525943-0.0039281j -0.00515201-0.012505j -0.0042831+0.00535472j -0.00894112+0.000366014j -0.0132546-0.00428289j 0.00321788-0.0087395j -0.00340672-0.00611131j -0.000734039-1.12527e-05j 0.00212449+0.00512894j -0.00142452+0.00499094j -0.00356868-6.82233e-05j -0.00309992+0.00228028j -0.000262339+0.000406003j 
-0.00074192+0.000983212j 2.35096e-05+0.00152916j 0.00152288+0.00291611j 0.000279082-0.00673099j -0.00133851+0.000164967j -0.00714873-0.00347064j -0.00215443-0.00347241j 0.00348757+0.000558343j 0.00547389+0.00646389j 0.00975886-0.00438672j -0.000935078-0.00330218j 0.00657883+0.000522507j 0.00360078+0.0167789j 0.000715424+0.00592257j 0.00609199+0.0123007j 0.000945669+0.00128377j -0.00193547-0.00176898j -0.0026594+0.00905111j -0.00311759-0.00273318j -0.00100619-0.00719686j 0.00143864+0.00247627j 0.00248112+0.00478153j -0.00427663-0.0073692j 0.00316273-0.00541369j 0.00039995+0.00209974j 0.00256134+0.000133608j -0.0013972+0.000685434j -0.000178889+0.00454218j -0.00031266+0.013505j -0.000726431+0.00121422j -0.00183308-0.00615637j -0.000897435-0.017102j -1.95666e-05-0.0123455j -0.00158382+0.00972182j -0.00231086+0.0178739j 0.00297171+0.0244816j 0.00036792+0.0172998j -0.00288764-0.00741422j 0.000707312+0.00579277j -0.00119313+0.00419504j -0.00398593-0.00411785j 0.00163818+8.46193e-05j 0.00160737+0.00456142j 8.01189e-06+0.000288599j 0.0028881-0.00307434j -0.00324213+0.00170647j 0.00412974-0.00061486j 0.000650246-0.00188979j -0.00313776-0.00133257j 0.00156123-0.00189309j 0.00275509+0.000549466j 0.000440292+0.00146977j 
0.000391704-0.000206695j -0.00309396-0.00424369j 0.00134294-0.00882222j -0.000615171-0.0045901j -0.00519914+0.00558497j 0.00298111+0.00651152j 0.00374461-0.000296277j -0.0113251-0.00647646j -0.00479407-0.00442543j -0.00341056+0.000760513j -0.00230649+0.00360624j -0.00284433-0.00326714j -0.003982-0.0110102j 0.00642078-0.00056663j -0.00555646-0.00912765j 0.00256885-0.00654443j 0.00131937-0.00453306j 0.00819823-0.0019059j 0.00347143-0.000292085j 0.00535158+0.00800636j -0.00163555+0.000561851j 0.00437434-0.00498948j 0.00490403-0.00502588j 0.00282872+0.00166056j -0.000563269+0.00338519j -0.00516907-0.00398576j 0.00526756+0.00525728j -0.00129779+0.0017092j -0.00245076+0.00995908j 0.00142628-0.00197863j -0.00376+0.0106116j 0.000976012-0.0128798j 0.00223273+0.00148841j 0.00335013-0.00209451j -0.00598606+0.0102628j -0.00170678+0.00409931j -0.000817612+0.00537753j 0.000177482+0.00227417j -0.00485724-0.00120927j -0.00212607+0.00635878j 0.00692641+0.000952541j 0.00299609-0.000950824j 0.00176052+0.00152569j 0.00519844-0.0063185j -0.00215346+0.000455692j 0.00289291-0.00271789j -0.00103113-0.000934342j -0.00671342+0.0050683j 0.00410596-0.000620869j -0.00437899+0.0023917j -0.00497238+0.00213874j 0.000196766-0.00116608j 
0.000137824-0.00118973j -0.00354645-0.00252307j -0.00587302-0.00235039j -0.0100343-0.0127428j 0.00791853+0.000534334j 0.01155+0.00994579j -0.00698652-0.0116676j -0.00969291-0.00789214j -0.00206098-0.00422821j -0.00415864-0.0113951j -0.00547346-0.00913035j -0.000982803-0.00665353j -0.00362166+0.0119263j -0.00477603-0.0123779j -0.00533261-0.00740791j 0.00760488+0.00867402j -0.000805828-0.00343945j 0.00563031+0.0109399j 0.000906486-0.00433483j 0.0123023+0.00144228j -0.00458762-0.00500898j 0.00333802-0.00612435j 0.00272206-0.00479181j 0.00780124+0.00850422j 0.00371007-0.00755312j -0.00071438+0.00102099j 0.00608985+0.0089711j -0.00271596-0.0078908j -0.00893418-0.00685086j -0.00130221+0.00245334j 0.00184699+0.0124844j -0.00222578-0.0004542j -0.00549805+0.00367236j -0.00131139+0.00211718j -0.00737422-0.00878171j 0.00379937-0.00496965j 0.00391421-0.0112908j -0.00154909+0.00627976j -0.000394078+0.00219705j -0.00456054+0.00514335j -0.0034989-0.00415855j 0.0046256+0.00619046j -0.00112263+0.00296082j -0.000745075-0.00345535j -0.00114675-0.0143909j -0.000505318-0.00353166j -0.000759827-0.00227259j -0.00226828+0.0138442j 0.0013824-0.00374988j -0.000543372+0.00151144j -0.000973448+0.00455833j 0.00168192+0.000657091j 
-0.0024765+0.00425367j 0.00445582-0.00714081j 0.0105777-0.00147106j -0.00387901-0.00301052j -0.012803-0.000906479j -0.000859867-0.00382504j -0.00739647-0.00613677j -0.00256252-0.000701393j 0.00654157-0.00541541j -0.0115807-0.00381155j 0.0139767+0.00172103j -0.010627+0.000298319j 0.0157583+0.0111218j 0.00983169+0.011561j 0.00296889+0.00592838j -0.00371928+0.00120972j -0.00534515+0.000980393j 0.00962844+0.00581601j 0.0079035-0.00311154j -0.0049677+0.00153676j 0.00423102-0.00534831j -0.000996169+0.00791659j 0.00286752+0.0012557j -0.00164192+0.00556778j -0.0128993+0.00179416j 0.00214239-0.00321124j -0.00080744+0.00609244j 0.00907374-0.0055191j 0.0210118-0.00154298j 0.0140124+0.000383152j 0.00308572+0.00356795j -0.0035896+0.0013355j 0.0066586-0.0013185j 0.00114504+0.00672253j 0.00190998+0.0068184j -0.00745173+0.0174002j 0.00258637+0.00212862j -0.00389958-0.00597004j -0.00224081+0.000203009j 0.0081004+0.00549434j 0.000414028+0.00165741j -0.00622669-0.000970947j -0.00457662+0.0043986j -0.00161374-0.000786209j 0.00290017-0.00679797j 0.00543246-0.00394253j -0.00325338+0.000992111j -0.000991855+0.00344184j 0.00335293-0.00305853j -0.000344941-3.99942e-05j -0.000467476-0.00039442j 0.00241795+0.000818143j 
-0.00209793-0.00320314j -0.00179101+0.00360376j -0.00485806-0.00246606j -0.00144609+0.00163406j 0.0046592-0.00401764j -0.00355268+0.00112829j 0.00170261-0.00378798j 0.00146055-0.00464549j 3.55569e-05+0.00750718j 0.013473+0.00626602j -0.0031527-0.00929535j 0.00650192+0.00659081j -0.00802713+0.00999901j -0.008033-0.000909833j 0.00130443+0.0109305j 0.0023701+0.00134745j -0.00171429+9.25826e-05j -0.00171856+0.00921419j -0.00146143-0.00495566j 0.0028915-0.00872663j -0.00193741+0.00531724j 0.00284558+0.00373848j 0.00208322-0.0137541j 0.00290954-0.00411031j -0.000756606-1.59426e-05j 0.00196754-0.00270084j 0.000413441+0.00229624j -0.00228451+0.000620143j -0.00602243+0.0065133j -0.00513113+0.000481748j 0.00346353-0.00897354j 0.0048024+0.00126744j -0.00361424-0.00639044j -0.00388188+0.0104264j -0.00339778+0.00472435j -0.00187608+0.0100989j -0.00103085+0.00295576j 0.000744378-0.00696151j -0.000405542+0.00306884j -0.00347314+0.00447848j -0.00522738-0.000718413j -0.000316566+0.00172457j -0.00252918+0.00292247j -0.00495549+0.0071245j 0.00124436-0.00152548j -0.00343649+0.00436482j 0.00257826-0.000140673j 0.0031486-0.00115308j 0.000949708-0.00127094j 0.002083+0.000450916j 0.000211257+0.00301083j 3.91353e-05+1.0084e-05j 
0.00259233-0.00500896j -0.00551057+0.00425339j 0.0190339+0.0140513j 0.0121221-0.00305246j -0.00185813-0.0168237j -0.0156521-0.00243881j 0.00309631+0.00399172j 0.00115203-0.00991668j 0.00643028+0.00162007j -0.00823318+0.00203985j 0.0075423+0.0125803j 0.00291152-0.00708409j -0.0015916+0.00283699j 0.00738555+0.00318659j -0.000309259-0.00147458j 0.000681505+0.00198455j 0.00687783-0.00359926j -0.00130003+0.00346229j -0.00358864-0.00043187j 0.00553838-0.000298025j -0.00399071-0.00148842j 0.0031651+0.00506223j 0.00022265+0.00387097j -0.00140919+0.00154879j 0.00920832+0.000624592j -0.00251225-0.00376887j 0.00432514+0.00636084j -0.000259226+0.000886386j -0.00150788+0.00410326j -0.00622439+0.00973432j -0.0056764+0.00354227j 0.000425242+0.0020241j -0.00195971-0.00539949j -0.000932823+0.0033608j 0.00971191+0.0024127j 0.00493301+0.00324773j 0.000295687+0.000104945j -0.00327292-0.00486784j 0.000100213-0.00142782j -0.00287841-4.71547e-05j 0.000813947+0.00571122j -0.00222293-0.000712102j -0.00229917+0.00200905j -0.00422284+0.00521875j 0.00104568+0.00110787j -0.00116798-6.54612e-05j -0.00110728+0.000405407j -0.000693784+0.00207898j -0.000559369-0.000369916j -0.00151399+0.000833528j -0.002996-0.0014195j -0.00308941-0.00079574j 
0.00195808+0.0025426j -0.00216977-0.00815536j -0.0029899+0.00810559j 0.0052818-0.00442808j 0.00983122+0.0147206j -0.000581981-0.00939842j 0.00446633-0.00552429j 0.00599463+0.0132359j -0.00940966-0.00637836j 0.00877981+0.00216121j -0.00291531-0.0048862j 0.00583946+0.00482542j -0.00549913-0.00531738j -0.000204594-0.000953198j -0.000601698-0.00490473j -0.00166933+0.00477578j 0.00360692-0.00230051j -0.00543319+0.000153487j -0.00141657-0.0113794j -0.00132569+0.00726492j 0.00618384-0.00250753j 0.000152559+0.0025284j 6.53065e-05-0.00403863j 0.000123475+0.00103666j 0.00279902-0.000275871j 0.00148537+0.00959941j -0.00207498+0.00440789j -0.000124892-0.00223849j -0.00644441+0.00275945j -0.00506576+0.00232159j -0.00333579-0.00288268j 0.00508662+0.00667329j -0.00334354+0.0066293j -0.0003003+0.00842876j -0.000710734-0.0127907j 0.00507056+0.00720825j 0.00148737-0.00248664j 0.00288838-0.000585279j 0.00122539-0.00101238j -0.00560735+0.00846558j -0.00400189-0.00620119j -0.00302336+0.00187177j -0.000925046+0.00738036j -0.00267305-0.00135365j 0.00296147-0.00959223j 0.00140431-0.00414675j 0.000734799+0.00278131j -0.00525853-0.00297045j -0.000704623+0.00392597j -0.00296245-0.00135957j -0.00183154-0.00419587j 0.000134922+0.000466569j 
-0.00106248-0.00269672j 0.00297075+0.00330591j -0.00601287-0.0011854j -0.00236935+0.00228925j 0.00244279+0.00288753j -0.00619384-0.000331904j 0.00226505-0.00641971j -0.000179233+0.000991433j 0.00407679-0.00446549j -0.001089+0.00137912j -0.00153947-0.00111761j -0.00296373-0.00175707j -0.00144184+0.00144131j -0.00505352-0.00546691j 0.00439875-0.00448102j 0.00318926+0.00553473j -0.00299482-0.00333692j -0.00107019+0.00417466j 0.00218658+0.00183694j -0.00339719+0.00176217j 0.00627805+0.00226742j -0.0045111+0.00239031j -0.00215407+0.00370585j -0.00471476-0.00205112j -0.00295876-0.0135533j -0.000477895+0.00544899j -0.00281257-0.00703405j -0.000649234+0.0054592j 0.00782808+0.00929383j 0.000386573-9.32106e-05j 0.00137687+0.00176506j -0.00524765-0.0152634j -0.00103268-0.0162716j 0.00138838-0.00210995j -0.00301346-0.00700832j -0.00412064-0.0132947j -0.00209273+0.000345387j -0.000798718+0.00841298j 0.00191394+0.00655684j 0.000642731-0.0164513j 0.000585465-0.00416496j 0.00166841+0.00590182j 0.000659014-0.0118946j 0.00190149+0.0029638j 0.00436164+0.00395341j 0.00212901+0.00104346j 0.00312091-0.00636271j -0.00325454-0.000873448j -0.00265141+0.000315275j 0.00124683-0.0015682j 0.0015378+0.0041036j 0.00107863+0.000827011j 
0.0042808-0.00975634j 0.000319605-0.00894896j -0.00369398+0.0079977j -0.00640577-0.0117791j 0.0133506+0.00832947j 0.0135071-0.0224734j -0.0125056+0.0209316j 0.00212731+0.000317311j -0.00482355+0.0014992j -0.000486827-0.00699544j -0.0138777+0.00984561j -0.00438083+0.00178736j -0.00133445+0.00251914j 0.00917234-0.00346599j 0.00173124+0.00487364j -0.00212455-0.00268393j -0.00127268+0.00345685j 0.00407133-1.78606e-05j 3.18016e-05+0.00259593j 0.00461502-0.00330074j -0.00533654-0.000758775j 0.00361233+0.00465109j 0.00465558-0.00290699j 0.000141398-0.000140867j -0.00235084+0.000999606j 0.00139659-0.00452275j -0.000847598-0.00139052j -0.00190799+0.000112434j -0.00313219-0.00154694j 0.004296-0.00576866j 0.00467945-0.00766972j -0.00101865-0.00744035j -0.00132063-0.0107692j 0.000956483+0.00304369j -0.00195927+0.00879956j 0.000311421+0.00360943j -0.00387407+0.00504492j 0.00128939+0.00617851j -0.00183938+0.00421012j -0.000558931-0.00605143j 0.00544421-0.000428188j -0.00133409+0.00132795j -0.00326028-0.00154719j 0.00053464+0.00358609j -0.00213829+0.000433307j -0.00519002+0.00849956j -0.000819301+0.00049072j 0.00445964-0.00210076j -0.00154251+0.00175184j -0.0038867+0.00402809j -0.00292085-0.00186419j 0.000144195-0.00166923j 
0.000383814+0.0018314j -1.64378e-05-0.00129847j -0.00124671-0.00330502j -0.00196922-0.00596419j 0.00251382+0.00146846j 0.00699035+0.00772833j -0.00279328+0.00530172j 5.2736e-06-0.00275112j -0.000432859+0.000774622j -0.00111283-0.00577575j -0.00310245-0.0016307j -0.000814266-0.00204585j 0.00263501+0.000638611j -0.000725864+0.00210833j -0.0026986+0.000718934j 0.000487983-0.00380668j 0.000817226+0.00550148j 0.000651234-0.00182264j 0.00112294+0.0066091j 0.00327831-0.000402089j -0.0024104-0.0032733j 0.00248205-0.00748001j 0.00234722+0.00132376j 0.00259204+0.00208358j -0.002421+0.0087234j 0.00340978-0.00354013j -0.00264771+0.00218382j 0.000869928-0.00469143j -0.00131042-0.0122278j 0.00291573+0.00214104j 0.00062258-0.000911773j -0.000881892+0.0132483j -0.000342064+0.0141313j 0.000729597-0.0048984j -0.00371393-0.000965073j -7.44537e-05-0.00679983j 0.00102916-0.00692022j -0.00371125+0.000927256j 0.00110518-0.00579962j -0.00437139+0.00576376j -0.00265527+0.00592545j 0.0041104-0.00616619j -0.00140311+0.000537673j -0.000232231+0.000894319j -0.00117383-0.00101288j -0.00349738+0.00217883j -0.0027694-0.0015904j -2.75947e-05+0.00304652j 0.000842289+0.00164853j -0.00152754+0.000890032j 0.00147504-0.00128393j -9.2785e-05-0.000191084j 
0.00177-0.0109199j 0.00143904+0.00780233j -0.00899216+0.00490836j -0.00633843+0.00238972j 0.0130191-0.00311391j -0.00605157-0.00376152j 0.00392526+0.0100148j 0.00808886-0.00378076j 0.00663209-0.00136726j -0.00285219+0.00567751j -0.0120392+0.01061j -0.00898194+0.00376226j 0.00100492+0.00347529j -0.00302382+0.00184832j -0.00103938-8.7764e-05j 0.00213287-0.0014722j -0.00381646+0.000183268j 0.00126521-0.00348128j 0.00326962+0.00115138j -0.00436048-0.00137394j 0.0014455+0.00478771j 0.000239433-0.00790739j -0.00148296-0.00150271j -0.000206921-0.00349596j -0.00249219+0.000976211j 0.00502649+0.0011343j -0.000580256-0.000332923j 0.00244816+0.00592888j 0.0110578+0.00853859j 0.00616948+0.00724554j 0.000796552+0.00472261j -0.00326341+0.0048359j 0.00480554+0.0212949j 0.00158813-0.00313119j -0.00381675+0.00204589j -0.00651982-0.00175379j -0.00518113-0.000859962j -0.00230609-0.00455911j 0.00195766-0.00453577j -0.00106172+0.0188125j 0.00144646-0.00201429j 0.00291594-0.00875778j -0.000596611+0.0057112j 0.00161298-0.00634793j 0.00207711+0.00211612j -0.00200802+0.00298681j 0.00233256-0.000393094j 0.000870326-0.00235916j -0.00633147+0.00474342j 6.92568e-05-0.000887921j 0.00177602+0.00287451j -0.000832392+0.00062733j 
5.63678e-07-0.00413062j 0.00212023+0.00199669j -0.00898722-0.00539473j -0.00399439+0.00396943j 0.0024912+0.00117281j -0.00270741+0.00146941j 0.00560845+0.00410986j -0.00192563-0.00497978j 0.00140234-0.00586611j -0.00351713-0.00106488j -0.00818725+0.000369693j -0.00276584-0.00196231j -0.00379058-0.00842096j 0.00102212-0.00503232j 0.00252169-0.00744958j 0.00267779-0.00174611j -0.0010711+9.59642e-05j 0.00285833+0.00410844j -0.00062141+0.00487417j -0.00208904-0.00108723j 0.00749644+0.00294779j 0.000208204+0.00568694j -0.000870382-0.00567886j -0.000545442-0.00199968j -0.00504043-0.00729535j 0.00373777-0.00142945j 0.00239308+0.00172666j -0.00057931-0.0066962j 0.00708097+0.00878638j 0.00750738+0.0129958j -0.00321986-0.00666969j 0.0104244+0.0135455j -0.00571373-0.0110238j 0.00193327+0.012667j -0.0031673-0.0129323j -0.00294769+0.0027871j 0.000461342-0.00619842j -0.0048281+0.00423274j 0.000787664-0.00106212j -0.000766798-0.000752888j -0.00428013+0.0106431j -0.00308526+0.00519923j -0.00321033+0.011209j -0.00215095+0.0143004j 0.00124557-0.00582026j 0.00394657+0.000368595j 0.00208703-0.000297848j -0.00048376-0.00438998j -0.00154707-0.00250898j 0.000965748-0.00104865j 0.00035201+0.00411923j 0.00126608-0.000135063j 
0.000760153+0.0061537j -0.00115307+0.00986217j 0.00147703+0.00309587j -0.00345254-0.0021386j -0.00398305-0.0036026j 0.00489528+0.00469628j 0.0053407-0.000185292j -0.00329243+0.0131688j -0.0126268-0.00965807j -0.00403268+0.00520969j 0.00357872+0.00928128j -0.00553203-0.00122938j -0.00021979-0.0108793j -0.00350536+0.00820368j 0.00225304+0.000916184j 0.00144067-0.0140186j 0.0057058-0.00175406j -0.000872764-0.00857325j -1.57249e-05-0.00726192j -0.000329683+0.000205433j -0.00085629+0.00412697j 0.00339565+0.0046821j -0.0011871-0.00325151j 0.00304892-0.00377658j 0.00408963+0.00224909j 0.00271368+0.000111567j -0.00466188-0.00566056j -0.000955456-0.00198974j -0.0054365-0.00955582j 0.00408655+0.000445529j -0.00127313-0.00517111j 0.00231449+0.00761655j -0.00375593-0.00504801j -0.0014013+0.00523295j 0.00780589+0.00477568j -0.00238476+0.00985295j -0.00678706+0.00181552j -0.00173782+0.00893302j 0.00146166-0.0022729j -0.00329105+0.000349716j 0.00285432+0.00679502j 0.00155965-0.0011412j 0.00146832+0.00379074j -0.00306621+0.00437722j -0.00248209-0.00392302j -0.00221135+0.00490277j -0.00395874+0.00120486j 0.00674132-0.003438j -0.00507665+0.00602361j 0.000507675-0.00216635j 0.00437407-0.00874363j -0.00581904+0.00291524j 
-0.00143139+0.0035622j 0.00637789-0.00488057j 0.00441039-0.000870384j 0.00736294-0.00596464j -0.0166954+0.00789728j 0.0140973-0.00365728j -0.00956283-0.00273102j -0.0056147+0.0117385j -0.00116217+0.00213898j 0.0021029-0.00528888j 0.00290271-0.00389733j -0.00194837-0.00864823j -0.0015899+0.00243381j 0.00256134+0.00785883j -0.0019137+0.00225995j -0.0030201-0.0034346j 0.00235222-0.00766215j -0.0026935+0.00166665j -0.0030477+0.00284405j -0.00253847-0.00198346j 0.00318678+0.00197058j 0.00061602+0.00138066j 0.00170058+0.00380648j 0.000401088-0.00467318j 0.000736405-0.00692104j -0.00432749+0.00514181j 0.00183238-0.00135668j -0.00120695+0.00525345j -0.00529294+0.0222764j 0.000744885+0.0137424j 0.00332321+0.000124787j 0.00222473-0.000731801j -0.00170157+0.00842871j -0.00145344+0.00308139j 0.00564104-0.00587133j 0.00273122-0.00991188j -0.00117481-0.00501089j -0.00137829-0.00479315j -0.00118297-0.0010458j -0.00202378+0.00807635j 0.00322237+0.00491685j 0.00183536-0.00465534j 5.09601e-05-0.00224012j -0.000985404+0.00352689j -0.000385666+0.00412664j -0.00025731-0.00038704j -0.00138833-0.000262561j 0.000803639-0.000937577j 0.000299279-0.00134957j -0.000825379-0.000868336j 0.000591864-0.00105255j 0.000400665+0.000543429j 
0.00365191+0.00828167j -0.00396623+0.000521313j 0.00691956-0.000478357j -0.00496811-0.00879522j 0.00464676-0.00314441j 3.65846e-05+0.00235841j -0.00322999-0.00102565j 0.000974867-0.00621047j -0.00125549-0.00266137j -0.00690774-0.0154035j -4.53653e-05+0.0020471j 0.00531427-0.00829826j 0.00530339-0.00323276j 0.00112907+0.0036348j 0.00156267-0.00223058j 0.000730416-0.00563342j 0.00171355+0.00351665j 0.000496121+0.00508582j -0.00159625+0.00905209j 0.00192797-0.00142197j -0.00170848-0.00273975j 0.000335093+0.006832j 0.000493069+0.000319096j 0.000563504+0.0028468j -0.00227729-0.00198819j 0.00593025-0.00434013j -0.00275767+0.00108528j 0.00264545-0.00321361j 0.000350669-0.00111677j 0.00245701+0.00361398j -0.00321361-0.00115658j 1.47068e-05+0.00463528j 0.00227382-0.00828196j -0.000873861+0.00530907j -0.00225525+0.0016737j 0.00026635+0.00130642j 0.0034834-0.00169576j -0.00227549+0.00390908j 0.000478571-0.00110386j 0.000687296-0.00261016j -0.00619391+0.0088388j -0.00445894-0.00302476j -0.00339876-0.00118101j -0.00291244+0.00671101j -0.000966598-0.00491197j -0.00131346+0.00309261j -0.00331478-0.00135577j 0.000905044+0.00402523j 0.00443685+0.000513079j -0.00168695+0.00135128j -0.000278377-0.00462752j -0.00045307+0.00138137j 
