0.0270513-0.00334997j -0.0163143+0.0169523j -0.00674286+0.0178274j 0.047281-0.00508952j -0.00494649-0.00108219j 0.0153016+0.0080055j -0.0209196+0.0205004j 0.0120892+0.0179274j -0.066104+0.00730087j 0.0264404-0.00648477j 0.011187+0.0073991j -0.000651391-0.000552453j 0.0176727+0.000211038j 0.0124337-0.000906025j 0.0013374-0.00224492j -0.00151199+0.00916741j -0.0273369+0.0124536j -0.0212247+0.0174694j 0.0366008-0.00982148j 0.0247626-0.0130882j 0.0127633-0.01884j -0.0192847+0.0270973j -0.00416679-0.00157679j -0.00353461+0.0129527j 0.00483084+0.00700093j 0.00912781+0.0188547j -0.00548848-0.0024407j -0.00916792-0.00658955j 0.022971-0.0036771j -0.052714+0.000954849j -0.0169049+0.0145231j -0.032335-0.00786168j 0.0263824-0.0252058j 0.00603207+0.00775898j 0.0341013-0.00788289j 0.0130483-0.0150524j 0.0047787-0.00161328j 0.0305652-0.0190685j 0.0256882-0.0126703j -0.0331813+0.00891537j -0.0140279-0.0226594j -0.0298102+0.0148815j 0.000984879-0.0157079j -0.000681541-0.00232177j -0.00384488-0.0227782j 0.0149664-0.0219241j 0.000237964-0.0126192j 0.0363263+0.0230809j 0.0193282-0.0389059j 0.0760157+0.00971211j -0.0182894-0.0126488j 0.056036-0.00699488j -0.000538827-0.00540861j 0.0241755+0.00278328j 0.04643+0.00351755j -0.0261488+0.044766j 0.106396-0.0148831j -0.0582619-0.00251481j 0.000914937+0.00204375j 0.0325177-0.0248931j -0.00560229+0.0393835j -0.000662272-0.0242972j 0.0608452-0.0144848j -0.0347165+0.0406724j 0.0059705+0.0497201j -0.058843-0.0233018j 0.0395281-0.0364747j 0.00646222+0.0251944j 0.0608688+0.0232735j -0.0839962-0.0323813j 0.0647979+0.00481167j -0.0329314+0.087152j -0.134807-2.24913e-05j -0.0350826+0.00157675j -0.047511-0.0341714j 0.0863004-0.0200579j 0.00324592+0.00226601j 0.063526-0.0327408j 0.0502074-0.0220803j -0.0460688+0.0238385j -0.0143949+0.0133624j -0.00718225+0.00810406j -0.0428488-0.0543101j 0.0716481-0.0045785j 0.0312749-0.0106079j -0.000278903+0.02312j -0.00552654-0.0130803j -0.00652404+0.00469665j -0.021632-0.0257734j 0.0208108-0.0287153j 0.0221802-0.00769425j -0.0252805-0.000334262j 0.0483745-0.021349j 0.00840286+0.0396191j 0.0652863+0.0222559j -0.14746-0.0257658j -0.317942+0.0262003j 
-0.00297013+0.000709709j 0.00608905+0.00466478j 0.0101202+0.00738712j -0.00068242+0.00904761j -0.0214522-0.00152198j 0.0102488+0.017799j -0.0186248-0.0107495j 0.0340351-0.00897183j -0.00855066-0.0259112j 0.0203189+0.0197452j 0.000270898+0.0194427j 0.0858452-0.00338492j 0.0406761+0.025172j 0.00336697-0.00301277j 0.0690668+0.0697196j -0.0100378+0.0566418j 0.133214-0.0540035j -0.0481533-0.0119441j 0.167158+0.00661125j 0.0616103-0.0423345j -0.0204581+0.0608615j -0.0966288+0.0199938j -0.0114463-0.0637972j -0.0172295+0.015491j 0.0660449+0.0128436j -0.0666079+0.0027236j 0.102496+0.0229587j -0.0114944+0.044823j 0.0125929+0.00227848j 0.0834795-0.0297118j -0.0921988-0.006611j 0.0617793+0.0203279j 0.0473692+0.046951j 0.0136328-0.00200832j -0.0195189-0.00184548j -0.0132162-0.0559658j -0.0416083-0.00627623j 0.033551+0.0274313j -0.044003+0.00859419j 0.0355863-0.0289233j 0.000385813-0.0125672j 0.0218634-0.00761864j -0.0393359-0.028312j -0.0617639-0.0028152j -0.0432207-0.035702j 0.00964495+0.00270922j -0.0695413-0.0393199j 0.099839+0.0870121j 0.00867011+0.0619361j 0.0253334-0.0267621j 0.0440467-0.00447748j 0.0560484+0.0010412j 0.00267076+0.00744333j 0.0177952-0.00905597j -0.0270953-0.0196217j 0.0264118+0.0113474j -0.0162934+0.0213941j 0.0349616+0.0187693j -0.000361717+0.0285935j -0.000695014-0.000891757j -0.00726071+0.00838652j -0.0225264-0.010489j -0.00397391-0.00592937j -0.00222729-0.00982438j -0.00737446-0.00140178j 0.0166945+0.0280282j -0.00509253+0.0168864j -0.0299145-0.0234745j -0.00154806-0.0170372j 0.0128111+0.0162826j 0.0178228-0.0124441j -0.0195417-0.00878865j -0.0155668+0.00320206j 0.00310498+0.00902104j -0.017192+0.0155393j 0.0210376+0.00351879j -0.00941634-0.0215976j 0.0329895+0.0253856j 0.0113904+0.0125391j -0.0128608-0.0175603j 0.00941325+0.00752154j 0.0162709-0.00120912j -0.0154274+0.0153964j 0.0206414+0.0219722j 0.0362043+0.015766j -0.0233336-0.0174767j 0.0409896+0.0168472j 0.0157289-0.0209734j -0.0144165+0.00326238j 0.051937+0.009744j -0.0178231-0.0262087j 0.000894265-0.0300102j 0.0301609+0.0198316j 0.00806331-0.00293254j 0.0174694+0.0119765j 0.0195529-0.0142598j 0.0150389-0.0095103j 
0.000681194+0.00566781j 0.00796384+0.0212339j 0.0138025-0.00410318j -0.00963211+0.0019768j -0.0200591-0.0240756j 0.0284416+0.0300432j 0.0292682+0.0272361j 0.0089966-0.0363237j -0.0198237-0.0673265j 0.0173234-0.00825081j 0.0124377-0.0100039j -0.00521048+0.0473892j -0.136732-0.15436j 0.173246+0.127525j -0.00525047+0.0916573j -0.105231+0.0135867j 0.0901368+0.102333j -0.020107-0.00723568j 0.0259006-0.0964461j 0.0692601+0.108754j -0.0713751-0.0668019j -0.0348684-0.0368968j -0.115426+0.0521699j -0.0316983+0.00165336j 0.0173695-0.00628488j 0.0664765+0.0703363j 0.0779779+0.0185026j 0.00811036+0.0151077j 0.022059+0.0400083j -0.0129551-0.0407648j 0.031821-0.0192529j -0.0234034-0.0118624j -0.0278903-0.00022251j 0.0521711-0.00119789j 0.0190266-0.00885841j 0.0228807-0.0112907j -0.0542519+0.0144637j 0.0558542-0.00365122j -0.037525-0.0539421j -0.00907539+0.00292583j 0.0174005-0.0327803j 0.0350972-0.0411017j 0.0514309-0.0220335j 0.0244561-0.0213108j 0.0187411+0.0297781j 0.0179639-0.0300156j -0.0319683+0.0128318j 0.0216071+0.0574442j 0.0622477-0.0186401j 0.0064798-0.0699116j -0.0103756+0.0803415j 0.00434167+0.00259854j 0.0321132-0.00201663j -0.00415509+0.00642942j -0.0150272+0.0157856j -0.00447612-0.0292161j 0.00354763-0.0265008j -0.0027684+0.0043419j 0.0135747-0.0125142j -0.00179677+0.0175033j -0.00515804-0.0329205j -0.0277792+0.02771j 0.00579308-0.0119294j 0.0179519-0.00991365j -0.019083+0.000439366j 0.00566077-0.00177059j -0.0047663+0.00840171j -0.00237967+0.0280548j -0.0187507+0.0115314j 0.00960482+0.0182226j -0.0208162-0.0282284j -0.0195517+0.0068215j 0.00431399+0.00884317j -0.0354562+0.00274103j 0.00855826-0.00437035j -0.0267963-0.0145606j -0.00649923+0.00872518j -0.0277937+0.00536261j 0.00466386-0.00845458j -0.00913734+0.01556j 0.00702184+0.0097109j -0.00325322+0.022845j 0.00857528+1.71926e-05j 0.0215678-0.0270656j 0.010626-0.00533359j 0.00122534+0.00494276j -0.0122434+0.0204034j -0.00787614+0.0051811j -0.0287176-0.00493804j -0.0112785-0.00799081j 0.0098376-0.000708756j -0.00914523-0.0121934j -0.00251513-0.00626418j 0.008764+0.00930056j -0.00489762+0.0105991j -0.0161479-0.00400791j -0.0106934+0.00704132j 
0.0072232+0.00808203j -0.00599821-0.0172432j -0.00496218+0.00321256j 0.010036+0.00346957j -0.0143278-0.0291041j -0.037052-0.0320578j 0.0214049+0.00170814j 0.0352926+0.0388205j -0.039036-0.0218134j -0.0153212-0.00268532j 0.0145697+0.0254045j 0.0691725-0.064196j -0.13803-0.0248991j -0.029837-0.0150724j -0.0271875-0.0178648j 0.0502545+0.0378651j 0.0687866-0.0300803j -0.0699662-0.04478j -0.0557872-0.00048809j 0.0626846-0.155245j 0.161497+0.217073j 0.0434663-0.0570992j -0.0707519-0.0684127j 0.0015047-0.0648539j -0.0321568+0.0161734j -0.0315957-0.000187765j 0.0696199+0.00780885j 0.120513+0.0284497j 0.0172978-0.0224501j -0.0203707+0.0438343j 0.0268134-0.0324998j -0.00676659+0.0417261j -0.0912662-0.00662268j -0.0287492-0.00619103j 0.0482621+0.025957j -0.0103366-0.0138061j -0.00854548-0.0222441j 0.0380031+0.0327407j 0.0111543+0.00887371j 0.0294972-0.0177093j -0.0321042-0.0652869j -0.00412945+0.0528431j -0.00931545-0.0159664j 0.0164281+0.0161558j 0.0518585+0.0355472j 0.00517567+0.0691276j -0.0350289+0.00341413j -0.040084-0.0245933j -0.0248769-0.0428667j 0.0197194+0.0328469j -0.0311109-0.0456711j 0.00386812+0.0353185j 0.0160935+0.0443216j 0.0306194+0.0281854j -0.0216874+0.0199913j -0.0568001-0.0342387j -0.0344059-0.0205785j -0.0357315-0.0485627j -0.0066484-0.0105266j 0.0123282+0.0182947j -0.0284854+0.0112345j 0.00555289+0.00475064j 0.0134185-0.00625643j -0.00756015-0.0393151j -0.0088584-0.0112151j 0.00972177-0.00121679j 0.00676453-0.0327546j -0.00924351-0.0153002j 0.0147257+2.92961e-05j 0.0159818-0.021417j 0.00512157-0.000685511j 0.0162361+0.0233271j 0.0102617+0.0119941j -0.0018907+0.0123538j 0.00725403-0.0171985j -0.000747793-0.0224833j 0.027835+0.0243769j -0.0210503+0.00775193j -0.00842488+0.0412908j -0.00234813+0.017809j -0.0356356-0.0181959j -0.0481226+0.0101108j 0.0370196+0.0223473j -0.0165818+0.0154124j -0.0120773-0.0222869j 0.0122301-0.0123756j 0.0123719-0.021963j -0.0201825+0.00245805j -0.0022153+0.00668645j -0.00563131-0.00531243j 0.0166302+0.027776j 0.0158985-0.00399008j 0.00418147+0.0151399j 0.0103683-0.0292008j -0.00424975-0.0123573j 0.00993347+0.00226476j -0.00908135-0.00789483j 
0.00213833-0.00233127j -0.0132093+0.0199728j -0.00339338+0.019732j 0.0171652+0.00353301j 0.00228446+0.0311167j -0.0221189+0.0581635j -0.048256-0.00392047j -0.0055434+0.00116727j 0.00172447-0.0274939j 0.0285557+0.0155146j -0.0119558-0.0244275j 0.0347073-0.011305j 0.0585245+0.0108555j -0.0315847-0.047048j 0.0854449+0.0747773j 0.0727229-0.0311337j -0.160398+0.129134j 0.00304763-0.0469359j -0.127154+0.0881695j 0.104109-0.0209966j 0.0718459-0.0937453j 0.0370616+0.0123571j -0.0247147+0.0466947j 0.0201314+0.0508324j 0.0427132+0.00313423j -0.0509873+0.0454617j 0.0448819+0.0260695j 0.0419482+0.0535804j 0.00874246+0.0531097j 0.025523-0.0394168j -0.0623498-0.0110888j -0.0561358-0.0354977j -0.0750736+0.0252829j -0.00443924+0.00125259j -0.0555261+0.0197496j -0.114129+0.056256j -0.0745412+0.0670676j 0.028432-0.0630121j 0.056609-0.0197287j 0.0619564-0.0331862j 0.0203713-0.0354282j 0.0702241-0.00300982j 0.00883586-0.0367165j -0.0135022+0.00896431j 0.00565936-0.0181325j 0.10184-0.0309315j -0.00618746-0.00579154j -0.0388135+0.0548641j -0.000761499-0.0306273j 0.0137291-0.100489j 0.00503241+0.0240961j 0.0247941-0.0231821j -0.00907424+0.0139721j 0.0175541+0.0348803j -0.0255312+0.0120271j -0.0440094-0.00457021j 0.00201084+0.00432342j -0.00805312+0.0505455j -0.00720629-0.0144301j 0.0311408+0.00281639j -0.0118733-0.0198485j 0.0286422-0.0162949j -0.0207894-0.00356738j -0.0152876+0.0369927j -0.0214641+0.00630731j 0.0280633-0.0104491j 0.00959485+0.00800897j -0.0112169+0.0227973j 0.0351691-0.0346069j -0.00751743-0.017505j 0.00139272-0.0035651j 0.0192728-0.0086728j -0.0319777-0.0108519j -0.0511663+0.010659j 0.00677685-0.00345378j -0.00123393+0.029859j -0.00202423-0.00674575j -0.00833291-0.0315074j -0.0189246+0.0529518j -0.00873392-0.0199943j -0.0485869+0.0163966j 0.00202145-0.0225095j 0.00879642-0.0013516j 0.020587-0.0160744j 0.0183228+0.00471956j -0.0120856-0.00345229j 0.00638624-0.0273325j 0.0115924-0.033847j -0.00402147+0.0262061j 0.0219606-0.0402621j 0.0336892-0.00148868j 0.0142332-0.0310189j 0.0164488-0.00864361j 0.00633574-0.0172317j 0.0330646+0.00963166j 0.0179506-0.0210105j -0.0297937+0.000171978j 
-0.00850278-0.00730808j -0.00249665-0.0159736j -0.00198659+0.01296j 0.000583067-0.0145814j 0.0195143+0.00501326j -0.0432969-0.0191842j 0.00101434-0.0262001j 0.0198745-0.00699904j -0.00101555+0.0114657j 0.0229455+0.0560651j 0.0272453-0.0096412j -0.00586182-0.0614375j 0.0198972+0.14143j -0.0925568+0.0242471j 0.0271097+0.0351612j 0.124526-0.0102068j 0.065205-0.0391612j -0.0134247-0.0435169j -0.0102187+0.00813984j -0.0656247+0.0043727j 0.0673535-0.158198j 0.00368202-0.0850164j 0.0902198+0.0896898j -0.0207748+0.0210689j -0.0604601+0.00608181j -0.0468445+0.0221691j -0.0832286+0.00416759j -0.0291896-0.0479762j -0.0129946-0.0482736j 0.0546888+0.0549686j -0.000870462-0.0801425j -0.0391096+0.0322965j 0.0365559+0.0567475j -0.0110833+0.0176971j 0.0394283-0.0569078j 0.00390372+0.00873103j 0.0545796-0.0297065j -0.00665661-0.00546069j -0.00684601-0.00539351j 0.0450773-0.0233071j 0.029352+0.0333257j 0.0327957+0.00242039j -0.0267745-0.0246229j 0.00499396-0.0765016j -0.0281241-0.0254624j 0.00106251+0.0331194j -0.0153436+0.00990961j -0.00498207+0.0725458j -0.0133364-0.0611874j 0.0130514-0.0188892j 0.00696514+0.149706j -0.00632159+0.0221572j 0.00484279-0.026906j 0.0288044+0.0308212j 0.0109006+0.0691802j 0.0215746-0.00164439j -0.0244367-0.0406381j -0.0105424+0.015293j 0.00282051-0.00165059j -0.0276495-0.0101987j 0.0245942-0.0283607j 0.0182264-0.0136525j -0.0126139+0.0204449j -0.0137683-0.0195948j 0.000899083-0.0325589j 0.0227558-0.0196765j 0.0148478+0.0144121j 0.00267483+0.0113465j -0.0286182+0.0242706j 0.00701356+0.0298002j -0.0144795+0.012527j -0.00269491+0.0250604j -0.010942-0.0146214j -0.00734072-0.0501584j -0.00195225-0.00919102j 0.00157815-0.00560177j -0.0196481+0.00583616j -0.0327523-0.0267133j -0.000866727+0.0117699j 0.0102735-0.00603217j 0.0230664+0.0133523j 0.0178306+0.0247324j 0.00852392+0.00758549j 0.00787953-0.00100853j 0.0165943-0.0139595j -0.0104018+0.00729457j -0.010022+0.0299676j -0.00700189+0.0406182j 0.00431092+0.0295573j 0.000916745+0.000211549j 0.00512645+0.0118395j -0.00710666+0.00268217j -0.00461917+0.0252153j -0.0164407+0.0184399j -0.0275859-0.0137622j -0.00172846+0.00571061j 0.0107613-0.00431593j 
-0.00788648-0.0068461j 0.00749868+0.0108192j 0.000193092-0.0134377j -0.0103291+0.00425149j -0.00237304-0.00294274j 0.0339873+0.0455252j -0.00778544-0.0313014j 0.046256+0.0359891j 0.0590984+0.037367j -0.000377971-0.0572221j 0.0283254-0.0422063j -0.113057+0.00260842j 0.0746443+0.180333j -0.0273138-0.080468j -0.120554-0.0293061j -0.185108-0.0445028j -0.0199661-0.141975j -0.0761059+0.0231704j 0.0883614-0.0413075j 0.026758-0.0496711j -0.0156472+0.0984411j 0.0294159+0.0233926j -0.0524742+0.00737168j 0.00910212+0.0448594j -0.00823285+0.108495j 0.0227285+0.0332598j 0.05061+0.00755512j -0.0424027+0.0478246j -0.0196765-0.00090756j -0.00826252-0.0092737j -0.013408-0.0631499j -0.0426753+0.0114461j -0.0336-0.0612713j -0.00649391-0.020831j -0.015809-0.0326816j -0.0243548+0.00732661j 0.0182832-0.0212903j -0.0328996-0.0279767j 0.0330786+0.0347073j 0.0206809-0.0550789j 0.0576007+0.00173666j -0.00604414+0.00451666j 0.0276867+0.0435875j 0.0583583-0.00342757j -0.0554005+0.0410634j 0.0379898+0.0390705j -0.0766447+0.0600029j 0.0729694+0.00247941j 0.0772052-0.0398415j -0.00308996-0.0678408j -0.00906535-0.00764179j 0.0277884+0.0252062j 0.0261022+0.0379686j -0.0328452+0.01953j -0.0309159+0.00296255j -0.015422-0.0407929j -0.019753-0.0558753j -0.00353732-0.000924339j 0.00857552-0.0617498j -0.0244492+0.00231175j -0.0337894-0.0464676j 0.0084771-0.0185385j 0.00169914+0.0181039j 0.0361945-0.019264j -0.0149295-0.0242993j -0.000833935-0.0267362j 0.00512454-0.0296043j -3.53322e-05+0.00899586j -0.00841498-0.0131301j 0.000501171-0.0017868j -0.0140115+0.000432189j 0.0129436+1.61581e-06j 0.0251413+0.0153705j -0.00659805-0.00354754j -0.0018246+0.0128185j -0.0156133-0.0289275j 0.00963175-0.00222856j -0.00816708-0.00194543j 0.0217312+0.00140509j -0.0152675+0.0102782j 0.00746165-0.00500047j 0.0109263+0.00684118j -0.0115865+0.00553069j 0.0145501-0.0189012j 0.0175235-0.00925833j -0.0127306+0.00763095j -0.0108116+0.0211806j -0.0163713+0.0161224j -0.0320039+0.0124099j 0.00332644-0.00617039j -0.0145452+0.0153862j -0.00313212-0.00210937j -0.00900562-0.00324944j 0.0109451-0.00340972j 0.00375886-0.00191213j -0.0225993+0.00967647j 0.0129447+0.0057336j 
-0.00227859-0.00973663j -0.00724094+0.00377829j -0.00486228-0.00591736j 0.0108603+0.00832737j 0.0223253+0.0485652j 0.00937824-0.00125979j -0.036398-0.0038288j -0.0255897-0.030124j 0.0179386-0.0336021j 0.0252174-0.00348729j -0.0213894-0.0437829j 0.0211319-0.00337302j -0.134472+0.0852371j 0.00572908+0.000511883j 0.0594475+0.0604219j 0.00382161+0.0490487j 0.0805471-0.208433j 0.0531569-0.0394846j -0.0204131-0.128357j 0.0544665+0.0367301j 0.00532265-0.0504071j 0.0905303+0.0495431j -0.0778764+0.0236778j -0.0114256+0.0441715j -0.0102274+0.0222125j -0.0384339+0.00614334j -0.0646702+0.0601767j -0.0282228+0.120899j 0.0291301-0.042508j -0.0213134+0.00342722j 0.0677592+0.0047892j -0.0120755+0.0172105j 0.0204119-0.0361187j 0.0224789-0.0484947j 0.0258225-0.0614422j -0.0233671-0.0315427j 0.0278138-0.0296267j 0.0205464-0.0114521j 0.0253243+0.0352167j 0.0517256-0.0146621j -0.00646763+0.0061364j -0.0374887-0.0480641j 0.0186148-0.0483088j 0.0110803-0.0395364j 0.0659323+0.0320086j 0.00833472+0.0279399j 0.0503351+0.0175003j -0.0348015-0.00839723j -0.0116686+0.00614952j 0.0100415-0.0372195j -0.0735748+0.0425096j -0.0025767-0.0317945j 0.00897885-0.0260757j 0.0172434-0.0104549j -0.000762916+0.00403831j -0.0367937+0.00338364j -0.00944756+0.00349907j -0.0476174+0.0331281j -0.0373174+0.020101j -0.0242823+0.0143009j -0.0104105-0.0263404j 0.0201961-0.0565512j -0.00544973+0.0106996j -0.0145882+0.0220371j -0.023001+0.0180012j -0.00168553+0.0158076j -0.00507237+0.0136284j 0.0160311+0.0110232j -0.0081017+0.0165759j -0.0210272+0.0358454j -0.0230268+0.00837548j 0.0290933+0.0199731j 0.0226745+0.00170618j 0.00749193-0.0114656j -0.013435+0.00979522j -0.0217916+0.00303558j 0.01393+0.0186965j -0.0121592+0.000176992j -0.00560709+0.0234537j -0.0161747-0.0158385j -0.0283656-0.0338935j 0.0324989-0.0743652j 0.0129301-0.039769j -0.0303975+0.00134496j -0.031586+0.0278191j -0.00852333-0.00085742j 0.0167662-0.00451793j -0.000894682-0.0192667j 0.00316781+0.0104621j -0.0109173+0.00765912j 0.015075-0.0227564j 0.00600073+0.0186058j -0.0101709-0.00597477j -0.0166417-0.00837923j -0.0136726+0.0105872j -0.00315564+0.00372806j 0.0158491-0.0064921j 
-0.0054581+0.00175226j -0.00477198-0.00547455j -0.00707365+0.00279261j 0.00525784+0.0270176j -0.00736723+0.00375283j 0.00344938-0.0107011j 0.00109069-0.0206146j -0.0135393+0.00325731j -0.0315344-0.0258953j -0.036953-0.000991029j -0.0139168+0.0433747j -0.05792+0.0636767j -0.205445+0.121041j 0.0071991-0.0548499j -0.0859708+0.172434j 0.0430269+0.0822897j -0.000107746+0.00944334j -0.0964639+0.030516j 0.0116987+0.048653j 0.0130942+0.00332889j -0.154246+0.0630253j 0.00343726-0.0648937j 0.13711+0.0503074j 0.050679-0.0491586j -0.0778863+0.00262488j 0.0254217-0.0746278j 0.062793-0.00239366j 0.0715253+0.00936644j 0.0242737-0.0028856j -0.0978316+0.0443902j 0.0388502-0.0822437j -0.0104131+0.0457166j 0.0445209+0.0900224j -0.0547083+0.0357557j -0.00460375-0.0551756j -0.0415081-0.00257377j 0.0266666-0.013498j -0.0160148-0.0297508j -0.0588664-0.0150293j -0.0624549-0.0125274j -0.033209-0.0497319j 0.0159611+0.0170146j 0.0177926-0.0756065j 0.0153999-0.0430535j -0.0301887-0.0123612j -0.00694914+0.0126011j 0.0315511-0.0460545j -0.00681861-0.0509467j -0.001381-0.0572408j 0.000556272+0.0161748j 0.016518+0.00619822j -0.0329951-0.0175242j 0.0161565-0.0141283j 0.0030258+0.0149987j -0.0163217+0.013067j -0.0608425+0.0260735j 0.0123241+0.0236412j 0.0152353+0.00315191j -0.00109558+0.0349098j -0.0173291+0.00797991j -0.0146057+0.00895241j -0.00432597-0.0105923j -0.0341911-0.0052281j -0.00689556-0.0197283j -0.0218716-0.0261092j 0.023726-0.000942482j -0.0131442+0.0128309j -0.0203369-0.034109j 0.00493265+0.00310001j -0.0131457-0.00240567j 0.00995955-0.0205454j 0.00281341-0.0210068j 0.000818776-0.00630919j 0.00162897-0.00602504j 0.00209323+0.00684936j -0.00380897+0.0270774j -0.00385447-0.00325409j 0.00110481-0.0204284j -0.0105245+0.0148981j 0.00475787-0.00737958j 0.0143013+0.00533259j 0.0115728+0.0208249j 0.00274642-0.0175959j -0.028269+0.00526621j -0.00544447-0.00809271j -0.00301635-0.0217648j 0.0311046-0.026077j -0.000957124-0.0034299j 0.00158445+0.0218123j 0.0246675-0.00327203j 0.0161929+0.00875012j 0.00497276-0.00889425j 0.0125458+0.0102866j -0.0240791-0.02433j 0.0251112-0.00410371j 0.00254124-0.00442115j 0.0136795-0.0092944j 
0.00634788+0.00203355j 0.00579931-0.00130268j 0.0373875+0.0309655j 0.0244274-0.00242404j -0.00789446-0.0250892j -0.00356124+0.000944887j 0.0272875-0.0463822j -0.0927305+0.000521093j -0.00380362+0.0146778j -0.0251079-0.0074624j 0.125543+0.0015603j 0.0571814-0.135347j -0.0880017-0.0320224j 0.105665-0.117633j -0.00360647+0.0264665j -0.0442278-0.0533842j -0.0319217-0.0684263j 0.0451291-0.0599994j 0.00403833+0.0381945j 0.0833377-0.0873139j -0.0858514-0.0771289j -0.0702-0.0159475j -0.0440241+0.0285145j -0.0534785+0.00637971j -0.0306583-0.0753569j 0.0273846+0.0242625j 0.0411795+0.0286751j 0.00406942+0.0963364j -0.0470205-0.0189364j -0.0320775-0.0508853j -0.00216923-0.0275399j -0.0260091-0.0175415j 0.0571792+0.00553278j 0.0550696-0.0273339j -0.00258943-0.029531j -0.0111747+0.0147498j 0.0762012-0.0125455j 0.0378153-0.0082495j -0.0727083+0.0247923j -0.0149667+0.0236388j -0.0243519+0.0709468j -0.00894683+0.0339076j -0.0723364-0.0097671j -0.0137476-0.00596114j -0.0309431-0.0257349j 0.00543743+0.014361j -0.0213085-0.0058221j 0.00370895-0.0695938j 0.0153243-0.0254483j 0.043677+0.0404725j 0.0129186+0.0277743j -0.0408155-0.00926273j -0.0278936+0.00113325j 0.00473302-0.0127124j -0.0181231-0.0127657j 0.00129807-0.00344324j -0.00924045+0.015257j 0.0284456-0.00852798j 0.0201152-0.00530413j 0.0170491-0.0142319j 0.000534249+0.0217946j 0.00846021-0.0182752j 0.000327525-0.013254j 0.0133562+0.0104649j 0.0167099-0.0234231j -0.0162387+0.0102938j -0.0230374-0.00907649j 0.00316478-0.00755868j 0.0101537+0.000480963j 0.0251355+0.0332692j -0.00743026-0.0201783j -0.0123119+0.0260323j 0.0123567-0.0140515j 0.0200407-0.0210401j 0.00985021+0.0202401j 0.00299588+0.00396167j 0.00386182-0.0137153j 0.0128095+0.00917124j 0.00581687-0.0618197j 0.00919843+0.00212536j 0.0217129-0.0376833j 0.00785201+0.0267035j 0.0193628-0.0200307j -0.00405-0.0142525j -0.000169498-0.00710493j -0.00777804-0.0232434j 0.00670969+0.00952762j 0.00652906-0.00209355j 0.0101513-0.00762422j -0.00342975+0.0191292j -0.0186817+0.00657698j -0.00451442-0.00214522j -0.00237586+0.0109611j 0.0112999-0.00959135j 0.0190302+0.00373156j -0.0141818-0.00178261j -0.00703493+0.00727798j 
0.00395052+0.00438251j -0.0105363-0.0193666j -0.0203741+0.00232523j -0.0079683-0.0261453j -0.0100767-0.006092j -0.0247453-0.0400932j -0.0090591-0.02886j -0.0451838-0.0189248j -0.0245322+0.0177247j 0.108056+0.0905837j -0.0199201-0.0563709j -0.0581405-0.0734387j -0.1203+0.0524319j 0.0566776-0.0270048j 0.138334+0.0207654j 0.0489305+0.00170365j 0.0790841+0.0258954j -0.0442691+0.0514279j -0.0395908-0.0053769j 0.0127212-0.0742308j -0.0904791+0.0151132j -0.0630777+0.00311339j -0.116558-0.0586029j 0.0430841+0.027442j -0.103305-0.0719341j 0.0312644-0.0524014j 0.0144922-0.0934211j 0.0614684-0.0656585j 0.00192875-0.0151954j -0.013329+0.00801865j 0.028658+0.0327504j 0.000522453-0.00525259j 0.0172618-0.0110124j -0.0149377-0.0523735j 0.0379207-0.0042348j 0.0128934-0.0442388j 0.0213126-0.0918915j 0.0468885+0.0152229j 0.0083916+0.0655767j 0.0179616+0.00228673j 0.019147+0.0404511j 0.0554126-0.0295425j -0.0142085+0.0322244j -0.055561+0.00919777j 0.0307597-0.000767511j 0.0509091-0.0296942j 0.0290987+0.0270799j -0.00272321+0.0253578j 0.0354986+0.0681534j -0.0319613-0.0321021j -0.0204775+0.00267382j -0.0410501-0.00730473j 0.018289-0.0178689j 0.0150301-0.0573923j -0.0190584-0.00132861j 0.0133246-0.0108906j -0.0274942-0.0588804j -0.00957336-0.036089j -0.0124274-0.0500694j -0.0285134+0.00230851j 0.00474007-0.0156893j 0.00923391+0.00160282j 0.00502772+0.0450125j 0.00770071-0.00614014j 0.0324887+0.00954437j -0.00416069-0.040655j -0.0185153+0.00266576j -0.0159864+0.0062334j 0.0163897-0.0308518j -0.000723491-0.0117342j 0.00161825-0.0181584j 0.0071595-0.000704823j 0.00415916+0.0144971j 0.00208005-0.00736269j 0.00115896+0.0111627j 0.000386503-0.0165375j 0.0151018-0.00329482j -0.000475884+0.000464829j 0.00608114-0.00178997j -0.0097383-0.0255787j -0.0153003-0.00524361j 0.0156355-0.0201764j -0.00557082-0.000831736j 0.0120491+6.63627e-05j 0.017798-0.0303001j 0.00520947-0.0142701j -0.0353689+0.0442102j 0.00140028+0.0313102j -0.0099753+0.00948128j 0.0014339-0.0094781j 0.00755208+0.00933581j 0.0061313+0.0149062j -0.00106106-0.00980182j 0.00714221+0.0202273j -0.00659332-0.0122232j 0.0158681+0.0143459j 0.0034226-0.000788665j 
