0.0270513-0.00334997j -0.0163143+0.0169523j -0.00674286+0.0178274j 0.047281-0.00508952j -0.00494649-0.00108219j 0.0153016+0.0080055j -0.0209196+0.0205004j 0.0120892+0.0179274j -0.066104+0.00730087j 0.0264404-0.00648477j 0.011187+0.0073991j -0.000651391-0.000552453j 0.0176727+0.000211038j 0.0124337-0.000906025j 0.0013374-0.00224492j -0.00151199+0.00916741j -0.0273369+0.0124536j -0.0212247+0.0174694j 0.0366008-0.00982148j 0.0247626-0.0130882j 0.0127633-0.01884j -0.0192847+0.0270973j -0.00416679-0.00157679j -0.00353461+0.0129527j 0.00483084+0.00700093j 0.00912781+0.0188547j -0.00548848-0.0024407j -0.00916792-0.00658955j 0.022971-0.0036771j -0.052714+0.000954849j -0.0169049+0.0145231j -0.032335-0.00786168j 0.0263824-0.0252058j 0.00603207+0.00775898j 0.0341013-0.00788289j 0.0130483-0.0150524j 0.0047787-0.00161328j 0.0305652-0.0190685j 0.0256882-0.0126703j -0.0331813+0.00891537j -0.0140279-0.0226594j -0.0298102+0.0148815j 0.000984879-0.0157079j -0.000681541-0.00232177j -0.00384488-0.0227782j 0.0149664-0.0219241j 0.000237964-0.0126192j 0.0363263+0.0230809j 0.0193282-0.0389059j 0.0760157+0.00971211j -0.0182894-0.0126488j 0.056036-0.00699488j -0.000538827-0.00540861j 0.0241755+0.00278328j 0.04643+0.00351755j -0.0261488+0.044766j 0.106396-0.0148831j -0.0582619-0.00251481j 0.000914937+0.00204375j 0.0325177-0.0248931j -0.00560229+0.0393835j -0.000662272-0.0242972j 0.0608452-0.0144848j -0.0347165+0.0406724j 0.0059705+0.0497201j -0.058843-0.0233018j 0.0395281-0.0364747j 0.00646222+0.0251944j 0.0608688+0.0232735j -0.0839962-0.0323813j 0.0647979+0.00481167j -0.0329314+0.087152j -0.134807-2.24913e-05j -0.0350826+0.00157675j -0.047511-0.0341714j 0.0863004-0.0200579j 0.00324592+0.00226601j 0.063526-0.0327408j 0.0502074-0.0220803j -0.0460688+0.0238385j -0.0143949+0.0133624j -0.00718225+0.00810406j -0.0428488-0.0543101j 0.0716481-0.0045785j 0.0312749-0.0106079j -0.000278903+0.02312j -0.00552654-0.0130803j -0.00652404+0.00469665j -0.021632-0.0257734j 0.0208108-0.0287153j 0.0221802-0.00769425j -0.0252805-0.000334262j 0.0483745-0.021349j 0.00840286+0.0396191j 0.0652863+0.0222559j -0.14746-0.0257658j -0.317942+0.0262003j 
0.00249445+0.019269j -0.00568847+0.00579923j -0.0280861-0.0354047j -0.0127397+0.0339875j -0.013947-0.0498139j -0.0413114-0.0128656j -0.0101336+0.0753448j 0.07089-0.0103388j -0.0289857-0.00127629j -0.0164284-0.060162j 0.0686682-0.0992579j 0.115376-0.00358732j -0.0256281-0.079831j -0.0820689-0.00676356j -0.00699318-0.0627577j 0.0181798+0.0464769j 0.0114995-0.0339052j 0.0171818+0.00349021j -0.0113741+0.0130129j -0.0141543+0.0236286j -0.0449675+0.000682343j -0.017909-0.0539719j -0.0398277-0.0224952j 0.000367016+0.0291095j 0.0302219+0.0327912j 0.047745-0.0181255j -0.0259866-0.0605923j 0.0143273+0.0396908j -0.12303-0.0735645j -0.00485283+0.0455593j -0.037442-0.0493991j -0.0385237-0.0935102j -0.0411097+0.0591618j 0.0543956-0.0162094j 0.048762+0.000861403j -0.0382835+0.0183674j 0.0781222-0.0398653j -0.00215618+0.00777372j -0.0267743-0.00638476j -0.0778314+0.0156038j 0.0136065+0.0252389j -0.0242952+0.00232576j -0.0161675-0.0259528j 0.0097131+0.0276241j 0.0301104+0.0383303j 0.0385206+0.00104606j 0.0145581-0.0414831j 0.0072788-0.0323077j -0.0349251+0.000464259j 0.00594435-0.0393493j -0.000325407+0.00295505j 0.0197315+0.0213276j -0.0139991+0.00541811j 0.00344194-0.0341858j -0.027756+0.066823j 0.0126052+0.0358521j -0.0236694-0.0144073j 0.00540113-0.028146j 0.00606598-0.0571625j -0.0157748-0.0242601j 0.0199467+0.0281919j 0.00110845+0.0261256j -0.00367946+0.00930601j -0.0146575-0.0178972j 0.00124094+0.0306295j -0.00626963+0.0102812j -0.0183251+0.0182681j 0.0112723-0.0206128j 0.0105776+0.00301301j 0.00841185-0.0205011j 0.0103131-0.0111192j -0.011495+0.00222466j -0.0504967-0.0231837j 0.0146294-0.00420752j 0.0103462-0.0211355j 0.0194436+0.0206013j -0.0144265+0.0252749j -0.00280222+0.00811988j -0.0182183+0.018876j 0.0104664-0.00568838j -0.013602-0.00439384j 0.00294858-0.000627321j 0.00246353+0.0071225j -0.0218747+0.00495379j 0.0382509+0.0131395j 0.0168932+0.00527886j -0.00355985+0.00935026j 0.00654576-0.00384174j -0.0136077+0.007912j 0.00611966-0.005367j -0.00355927-0.000806932j 0.00406627+0.00659427j 0.00277015+0.00930377j -0.00441935-0.00141872j 0.0330523+0.0248876j -0.00529734-0.00206233j -0.00893508-0.0110226j 
0.0128084+0.0292734j -0.00943898+0.0235266j -0.0483749+0.0469123j -0.0181108-0.0198115j -0.0200142-0.0261375j -0.0479242+0.0412351j 0.121061+0.0280854j -0.0715062+0.043665j 0.0558156+0.0679511j 0.0816562-0.136896j 0.051185+0.0340791j -0.0199289-0.107019j 0.032898+0.0602768j -0.0327666+0.0108694j -0.0136122-0.0144422j -0.0226875-0.00334146j 0.0123422-0.00886618j -0.0873098-0.0566308j 0.00964786+0.0325397j 0.0370872+0.0383548j -0.000116166+0.0373247j 0.0285146-0.00631544j -0.0165654+0.0129285j 0.0157392-0.0424454j 0.0209432+0.0238772j 0.00890374+0.00852355j -0.0345673+0.0075344j 0.0202852+0.0472331j -0.0423682+0.0938294j 0.0671189+0.02116j 0.0210691+0.0251974j -0.0383921-0.0461374j 0.0393545+0.0865388j 0.0118231-0.0658696j 0.013089+0.0107829j 0.0314355+0.0445573j 0.0377945-0.0586694j -0.00797384+0.068583j 0.0422706-0.0358271j 0.00858436+0.0559876j -0.0631676-0.022861j -0.00705126-0.0705341j -0.0567498+0.00386113j 0.0122521-0.0275509j 0.0171253-0.00958872j 0.0269935+0.0536279j 0.00193951-0.0358647j 0.0136022-0.0195647j -0.0119258+0.00186491j 0.0400091-0.0208181j 0.00471164-0.02528j -0.0205832-0.0673447j -0.0397201-0.074028j -0.00388614-0.0016709j 0.000570705+0.0444191j 0.0154751-0.00406072j -0.00696734+0.0121317j 0.0154104-0.00597602j 0.000984172+0.0265135j -0.00273371+0.0127312j -0.0115835+0.00167225j 0.0409214-0.0502372j 0.00415346+0.000421175j -0.00381684+0.0339314j 0.0134408-0.0105434j -0.0147306-0.00464547j -0.0130158+0.00920982j 0.0270928+0.0175804j -0.0113153-0.0249852j -0.00151551-0.0075072j -0.0154476+0.00385623j 0.00514874-0.00168354j 0.000749536+0.00354303j 0.00523807+0.0170749j -0.00689228-0.019106j 0.0256212+0.00468778j 0.0150952+0.0141475j 0.0224461+0.0141507j 0.00835017+0.00454559j 0.0154344-0.00154249j -0.00708524+0.00375713j 0.0185131+0.00531433j 0.0202605+0.0149629j -0.00565531-0.00151739j 0.0273589+0.00124357j -0.0116704+0.00230648j -0.000772891-0.002715j -0.00393058-0.00672354j -0.00939142+0.00326168j -0.00501733-0.0212002j -0.0155404-0.0125443j 0.00196899-0.00762892j -0.00961235-0.00136143j 0.0167729+0.00817178j -0.0123954+0.00255803j 0.00627454-0.011823j 6.59818e-05-0.004402j 
-0.0130269-0.00627157j -0.0086676+0.0537492j 0.00394525-0.0194643j 0.0118667-0.0461195j -0.0434398+0.0384678j -0.00265811-0.0135802j 0.102174+0.0411529j 0.06411-0.0497593j 0.0406519-0.060153j -0.00221686-0.0375598j 0.0231351+0.0192107j 0.163027+0.0938539j 0.10998+0.0279845j 0.0918523+0.0202014j 0.032729+0.0626165j -0.0229143+0.0336876j -0.0129017-0.00947067j 0.00933341+0.0160142j 0.0132772+0.00727897j -0.0376215-0.0360386j -0.0147574-0.0208282j -0.0468053-0.00913208j -0.0442814+0.0104005j 0.0603044-0.0706204j -0.0536776+0.012737j 0.0318347+0.0506429j -0.0236589+0.102619j 0.103815-0.0329037j -1.31193e-06-0.0783252j -0.0125648-0.014546j -0.0131175+0.0095966j 0.0168615-0.050687j 0.0098234-0.0331678j -0.0377101-0.0822555j 0.0220394+0.0109266j -0.00328577+0.036585j 0.0807847+0.0470415j 0.0118791-0.0323381j 0.0470746+0.0493071j -0.0818623-0.0228565j -0.0161115-0.0452255j 0.0184843+0.000659926j 0.0496353-0.048517j -0.0560484-0.0402028j 0.012644+0.043596j 0.0292963+0.0699262j -0.0238815+0.0312467j 0.0227226-0.0050408j -0.017411+0.00234296j -0.0517199-0.0265597j -0.0365365-0.00267684j -0.0325293-0.0188239j -0.0312295+0.0102498j -0.0377341-0.0224499j -0.0435355-0.0650227j 0.00108829-0.00288809j 0.0104045+0.0361839j -0.0112512+0.0458272j 0.0137465+0.0123955j 0.0194607+0.0458296j 0.00509803-0.0398907j -0.0100842-0.0405917j 0.0178382+0.000880376j 0.00313132+0.0630839j -0.0461386+0.0214358j -8.7378e-05-0.0252601j 0.021523-0.0216837j -0.0170373+0.0266003j -0.0100675+0.00631625j -0.00553334+0.00534483j 0.0127618-0.00284859j -0.019779-0.000893637j 0.00761841-0.0124549j 0.00825183+0.00175208j -0.02637+0.00271924j -0.021557+0.00201136j -0.0110791-0.0226539j -0.0275287-0.000598478j -0.00108188-0.0165948j 0.0340249+0.0154151j -0.0232749-0.00443274j 0.014398-0.00729534j 0.0341719+0.0167547j -0.0155149-0.00361914j 0.00241077-0.0104095j -0.00419396-0.00632156j -0.0202684-0.0079737j -0.0178768+0.00789124j -0.00704294+0.00903327j -0.0010618-0.024157j -0.0434462-0.0244897j 0.00651941-0.00448674j -0.00157281-0.00539873j 0.0307527+0.0116323j -0.00977875-0.0108379j -0.00541026-0.0180325j 0.00377008+0.00489721j 
0.0117591-0.00623537j 0.00180182+0.0393822j 0.0508424-0.0384767j 0.0582563-0.0294103j 0.0340262+0.0192152j -0.0267329+0.0422889j -0.0635261-0.0433786j -0.108212-0.0330084j 0.0313435+0.108785j -0.123898-0.0993351j -0.0524339-0.0563204j -0.0643832+0.0272357j 0.114956+0.0327029j -0.0234368+0.00768384j -0.0687145-0.0248002j 0.115088-0.0479816j 0.0567655+0.00621803j -0.0437429+0.0107904j -0.0486367-0.00331751j 0.0226301-0.0099486j -0.0176762+0.0196417j -0.00489833+0.0315545j -0.0652108+0.0255068j -0.00947328-0.062446j -0.0330256+0.00498399j 0.019929-0.00227533j 0.0294473+0.0182068j -0.0135781-0.0101732j 0.023224-0.007017j 0.0230366-0.00650784j 0.0406233+0.0485884j -0.0234239-0.065445j -0.00677014+0.0687987j -0.0573039-0.0150908j 0.0294197+0.0247363j 0.0559352+0.00123152j -0.0805219-0.0419921j -0.0110176+0.0626447j -0.11667+0.00967512j 0.0960982+0.0142361j -0.0369153-0.0208702j -0.0131317-0.0324558j -0.0307715+0.0166981j 0.0132725-0.0542881j -0.0598312-0.0172749j -0.0109964-0.00764505j 0.0409081-0.000639861j -0.0013443+0.00621356j 0.0327968-0.0463319j -0.000828176-0.00143674j 0.00766012-0.00247344j -0.0160268+0.0239553j -0.0207453+0.0355312j -0.00444735-0.00536387j 0.0151515+0.0199972j -0.0200529-0.0129135j 0.0257079+0.043964j 0.00896843+0.00711234j -0.000517208+0.00482058j 0.0379265+0.01611j -0.0139458+0.00771092j 0.00830629-0.0144211j 0.015515-0.020023j -0.00308132-0.0196036j 0.0280749-0.00931226j -0.00878755+0.00888584j -0.00585161-0.0120955j -0.00138586-0.0233195j -0.00636945+0.0228851j 0.00872583+0.00232205j -0.00913106+0.0113575j 0.0123369+0.0165433j 0.0279359+0.0185638j 0.02039-0.00950314j 0.00522641+0.0108678j 0.00275793-0.0250268j 0.0251964-0.00994376j 0.00253049-0.0215796j 0.0204277-0.00663154j -0.00107561-0.00579585j -0.00565064-0.0171981j 0.00143483-0.0110235j 0.00373012-0.00969021j -0.0201006-0.00774864j 0.010159-0.00517987j -0.00929905+0.00977711j 0.00371241-0.0116545j -0.00306501-0.00077477j -0.013657+0.0113442j -0.0163269-0.00467708j -0.0100997+0.00679963j -0.00317917-0.00260619j -0.0029303-0.00596221j 0.0111121-0.0171271j -0.0209641+0.000849712j -0.00319755-0.00534563j 0.0128306+0.0192798j 
-0.00569412-0.0590161j 0.0122706-0.00590808j 0.0958374-0.0297238j -0.0655406+0.00333179j -0.024398+0.0401291j -0.0245124-0.0166112j -0.00311695-0.0419197j -0.0476399+0.00425116j 0.0184171-0.046279j 0.0736219-0.00813675j 0.0363235+0.0387981j 0.0459119-0.0399241j -0.0215898+0.0537845j -0.0970942-0.00994545j -0.0103572+0.0190642j -0.00106341+0.0379884j 0.0337421-0.00419492j -0.00706731-0.0818602j -0.0481061+0.00148988j -0.0119486+0.0166948j -0.012352+0.00189456j -0.0236733+0.0298662j -0.0122032-0.00596861j 0.0495649-0.0351362j 0.0259614-0.0584553j 0.0213537+0.00613104j 0.0603761-0.000114057j 0.0445226-0.0721672j -0.0135384-0.0639898j 0.028058-0.0704621j -0.0137547+0.0769264j 0.0291468+0.0333529j 0.000692151-0.00365235j -0.0507618+0.0718183j 0.0180654-0.0317474j 0.0696113+0.0127469j 0.0332609-0.0415385j 0.0117937+0.0270786j 0.0708944+0.0106849j 0.0137606+0.0870793j 0.0255916-0.0376869j 0.0249552-0.0358396j -0.00684858-0.0348877j -0.0360497+0.010698j 0.0406904+0.00901015j -0.0194439+0.0438157j 0.0286317-0.0566254j 0.00178634-0.0138268j -0.0345323-0.0280561j 0.0229499+0.0147843j 0.000681239+0.0202068j 0.0458253-0.0328481j 0.0154191-0.0162342j 0.010316+0.0339434j -0.00143436+0.0144056j 0.00352691-0.00754038j 0.00510243-0.00919124j 0.0148079+0.0329181j 0.00292498+0.0310368j 0.0222191+0.0152236j -0.0196913+0.0247595j 0.00523992-0.000687385j 0.0123803-0.00836474j 0.00256763-0.0154093j 0.0276795-0.0159573j -0.0043211-0.00350485j -0.00455852-0.0212327j 0.00195078+0.0233971j -0.00383745-0.0018603j 0.0292821+0.00308634j -0.0198608+0.0030684j -0.0138869+0.0253047j -0.00381834+0.0185783j 0.0135197-0.0142409j 0.0133512+0.0141916j 0.00400465-0.017445j -0.0142376+0.00329131j -0.00426949-0.00549335j -0.00625007-0.00271498j 0.00808223-0.0170918j -0.00852939-0.020677j -0.00597282+0.00601981j 0.0181119+0.00363435j -0.0041451+0.00917156j 0.000970936+0.000803168j -0.0166669+0.00272642j 0.0106264-0.0127028j -0.0072872+0.00199902j 0.0125529+0.0158318j -0.0059589-0.00381877j -0.00566381+0.000910029j -0.00535699-0.00536153j 0.00325098-0.00427282j -0.00625809-0.0108303j -0.0101483-0.0224044j 0.00337664+0.00247139j 0.0154975+0.01944j 
-0.0185486+0.00814521j 0.0175492+0.0193124j -0.0222628-0.0149438j 0.0537844+0.000704179j -0.0729775+0.0351564j -0.00779652+0.0400375j 0.0995701-0.00620601j 0.00358655-0.140466j -0.152064-0.0889525j -0.00685636-0.0682083j -0.0752357-0.0852319j -0.139919-0.0301493j -0.0923788-0.0185825j -0.0825232-0.0123857j 0.054765+0.0513097j -0.0316276-0.0207132j -0.0129896-0.0347376j 0.00929371+0.0599777j 0.0180544-0.0211477j 0.0677139+0.00565697j 0.0163881-0.0269341j 0.0524639+0.0132235j 0.0196315+0.0143778j 0.0841618-0.0368813j 0.0231885-0.0167096j -0.0624354-0.00297031j -0.0790664+0.00432592j -0.056506+0.00361011j -0.0933679+0.0345152j 0.0135168-0.0143913j -0.0497194-0.00230248j 0.0463606+0.0149151j -0.026219-0.011951j -0.0034788-0.0156522j -0.067047-0.0177257j -0.0177+0.0501817j 0.00607722-0.0164844j -0.0312557-0.0881626j -0.0148784+0.0538794j 0.0180373+0.122006j -0.00654499-0.0197489j 0.000172013-0.0145001j -0.0252852-0.0155142j 0.0421375+0.0299154j 0.0682032-0.00676931j 0.000765632-0.076969j -0.0403423-0.04844j -0.0408037+0.00204276j 0.0754884+0.0923028j -0.000352447+0.024359j 0.00718857-0.00238137j 0.00525124+0.000830692j -0.00634793+0.02807j 0.00540224+0.0282208j 0.0481864+0.0466885j 0.0354099-0.0231932j -0.0152496-0.00892245j 0.00348046+0.00756051j -0.0192904-0.0119707j -0.0220072+0.0287299j 0.000232483-0.0295728j 0.0321539+0.0210933j 0.000750297+0.0147252j -0.0102906-0.00683994j 0.00370729+0.0215022j -0.00177791-0.00591371j 0.0206284-0.00748612j 0.0207644+0.0236426j -0.000629905-0.00533994j -0.0159187+0.0209105j -0.0204166-0.0172279j 0.0221698+0.00846371j 0.0165583+0.0110231j -0.0429829+0.000942843j 0.0159411+0.0260153j -0.0123043+0.0172251j 0.0233005+0.0078784j 0.00909148+0.0256515j -0.0155313+0.000269027j -0.0277274-0.0167026j -0.00939899+0.00967535j -0.00394411+0.00410467j -0.0107998-0.00878604j 0.0324383-0.00164961j -0.0247695-0.00327793j 0.00236444-0.00699096j 0.00510562+0.00885267j 0.0100827+0.00863612j 0.045969-0.00608231j -0.0250494-0.0223404j 0.00887847+0.00852727j 0.000544856+0.00383691j 0.000513037+0.00239454j -0.0173888+0.00278102j -0.00373832-0.0167374j 0.000640048+0.00686524j 0.00720121-0.0076784j 
-0.0167306-0.0185708j -0.0165639-8.35662e-06j 0.041062+0.0160639j 0.0380929-0.0303568j -0.024701+0.00809731j 0.0443807-0.0304856j 0.00771399+0.0746963j 0.1091+0.128153j 0.130353-0.105185j -0.1096+0.021692j -0.0282322-0.0309417j -0.131033-0.0604175j 0.0335118-0.00509692j 0.0427134+0.0403509j 0.00598892-0.0128886j 0.0785731+0.0444301j -0.0341019-0.025574j 9.66721e-06-0.0229853j 0.0530095+0.0308202j 0.0663926+0.0174398j -0.00268206+0.0178982j 0.00207282-0.000578171j -0.0405991+0.01935j -0.0362379-0.0584423j -0.0243402+0.0273287j -0.0239751-0.00643217j -0.0903183+0.00912277j 0.0679454-0.0191192j 0.0938773+0.0416854j -0.00441796-0.0047434j -0.0117176-0.0112734j -0.0247603+0.0143021j 0.0439488+0.0354548j 0.060577+0.0230079j 0.0279747-0.0850743j 0.0188966-0.0283377j -0.0819388-0.0327708j 0.0858719-0.031694j 0.00808637+0.0801097j 0.0513962+0.0237372j 0.0270829+0.00315354j -0.0423005+0.039015j 0.0423971-0.01991j 0.0269033-0.0199851j -0.0118633+0.054052j -0.00340546+0.0383031j 0.0229124-0.0330092j 0.00455138-0.0582614j -0.0242697+0.0273048j -0.0403463-0.0675924j 0.0162927-0.0172793j -0.0369165-0.0590643j -0.03332-0.0424286j -0.0311061-0.0355089j 0.00145112+0.0396512j -0.00461504+0.0823743j 0.00803026-0.0191337j -0.020746-0.0260788j 0.0245849-0.020219j -0.0523926-0.0302681j 0.0383161+0.0153706j -0.0124186+0.0130224j -0.00828407+0.0233374j -0.0174994+0.0253996j -0.0493053+0.0254985j -0.0112543-0.0185218j 0.00969186+0.0196535j 0.0136749+0.0210214j 0.00806264-0.00847154j -0.0335346-0.0361485j 0.0247127+0.00523932j 0.0173534-0.00754699j 0.0170214-0.0293151j -0.0250082-0.0116662j 0.0113968-0.032548j -0.0189694+0.0257323j 0.0121722+0.0345837j 0.0217246+0.0109925j -0.00122428+0.0158053j -0.0265384+7.18496e-05j -0.00902702-5.27487e-05j 0.0108518+0.00245647j 0.0103964+0.0192781j 0.0120853+0.0246998j -0.00433695+0.00939496j 0.0262612+0.00740886j -0.0089367-0.00936775j 0.0030852-0.0138414j 0.0288083+0.0228636j -0.0138431-0.0133662j -0.00244434-0.0229421j 0.00668449-0.00189354j 0.0042473+0.00539932j -0.00536494+0.00603789j 0.00776621+0.0167466j -0.00110654-0.0148703j -0.00616518-0.0156298j 
0.0514473+0.0131876j 0.0290815+0.0247423j -0.110798-0.0956054j 0.105102-0.0803345j 0.0382633-0.0556075j 0.0468731+0.0409315j -0.099476-0.113352j 0.0779231+0.0564516j -0.0326381-0.0506263j 0.126969+0.0823938j 0.0262328-0.153536j -0.01348-0.0071315j 0.0172015+0.0276376j 0.0174364+0.0239291j 0.0105764-0.0277258j 0.0470346-0.0283454j -0.00263529+0.0279536j -0.000545519+0.0211607j 0.00548868+0.0166303j 0.00858544-0.00335711j -0.00685698+0.0276676j 0.0180344+0.0275463j -0.00873068+0.0330982j -0.0221348-0.0349856j -0.0511738-0.00978346j -0.0234134+0.0276144j 0.0610408+0.0548719j -0.0526165-0.0454183j -0.0859147-0.0503992j 0.0258992-0.105999j 0.000867468+0.0701958j -0.036401+0.0539731j -0.068313+0.00580233j 0.024803+0.0287506j 0.0795342+0.0214783j -0.0731769-0.0218477j 0.0115792-0.0230611j -0.0321779-0.0189356j -0.120242+0.0345022j -0.0644398-0.00989022j 0.0967601+0.0207995j -0.0317865+0.0250792j -0.00385912-0.000487313j -0.0281361-0.0276488j -0.00410228+0.0140796j 0.00526786+0.00649844j 0.0227551-0.00871981j -0.0309903-0.024691j 0.0230269-0.0371974j -0.0350398-0.040729j -0.0211883+0.00956106j -0.0154334+0.0161916j -0.0412958+0.0345372j 0.0314683-0.0229883j 0.00556804+0.0213917j 0.00416819+0.025111j -0.0576356-0.00967947j -0.0355804-0.0297934j -0.0111992-0.0105782j -0.0193661-0.0283392j 0.0153303+0.0283433j 0.0060314-0.0154658j -0.00436511-0.00278608j 0.00849249+0.0213758j 0.0141909+0.00291103j 0.00892767+0.00135925j -0.0320064+0.0137414j 0.00620044-0.0145116j -0.00169934-0.00804416j 0.0262106-0.0185324j 0.0207435-0.00359645j -0.00333498-0.0142359j -0.0203562-0.0133658j 0.0245178-0.0056334j 0.00407432-0.0231468j 0.0165782+0.00435631j -0.0161902+0.0041525j -0.00116024+0.0120084j -0.00829948-0.000808638j 0.0256692+0.00114397j 0.0254024-0.00953272j 0.0111943+0.00138j -0.0283699+0.0132407j -0.0181168+0.0175375j -0.00629807+0.0111525j 0.022632+0.00949658j -0.0165236-0.00887803j -0.0107754-0.00691511j -0.0100945+0.0103454j -0.019059+0.0084631j 0.0117337-0.0125808j 0.00410578+0.0049697j 0.00319666-0.000199247j -0.00756779-0.0022528j 0.0311972+0.00823479j -0.0158878+0.00265725j -0.0208278-0.00354473j 
0.0368583+0.0601075j -0.0435647-0.0119907j 0.0343774+0.0181099j -0.0977109-0.0469884j -0.139887-0.108503j 0.0168013-0.192059j 0.00404864-0.0367747j -0.0246048-0.0473042j -0.0410943+0.0524256j -0.00343112+0.028801j -0.0301651+0.0128103j -0.0394089-0.0349527j -0.0218356-0.0316047j -0.0272353+0.025028j 0.0533126+0.0352469j -0.0212618-0.00572633j -0.0389132-0.00875804j 0.0463235+0.0223063j 0.0139598-0.00398759j 0.034275-0.00241653j -0.0157643+0.0359772j 0.0305342+0.00126065j 0.0167156+0.0495557j -0.0793917-0.0443108j 0.0445891-0.0168618j 0.0160282-0.0519335j 0.0198925+0.0981209j -0.000572003-0.0482844j 0.0759715-0.0669311j 0.0813716+0.0125491j 0.0222953-0.00338474j -0.0257778-0.0839968j -0.000689695+0.00763689j -0.000677416-0.0946988j -0.00630946-0.00308949j -0.0288327+0.0501221j 0.0366164+0.0220079j -0.0682292-0.000269098j 0.00644647+0.041505j -0.0191586+0.000778103j -0.0200102-0.0210674j -0.0194231-0.00206182j 0.000214408-0.0109334j 0.0624664-0.0303536j 0.0180538+0.0253982j 0.0307954-0.0264451j -0.0124205+0.00546579j -0.00636119-0.00075206j 0.0124011+0.0308052j 0.00541993+0.00669476j 0.0154273-0.00812826j -0.00569021+0.0223621j 0.00873177+0.00204054j -0.00664954+0.00476092j 0.000535904+0.0104123j 0.0018066+0.0126859j -0.000379716+0.00439641j 0.0138498+0.0102042j -0.0187804+0.000577492j -0.000828373+0.0236299j 0.0072546-0.00454448j -0.00184384+0.00130805j -0.00443607+0.0154489j 0.0157147+0.00813576j 0.0084272+0.0291314j 0.00672867-0.00887409j 0.00958058+0.00419297j 0.0114417-0.0099043j -0.00469581+0.012099j -0.0137383+0.00676409j -0.0169411-0.016859j 0.00781779+0.00166148j -0.012805-0.00856767j 0.00013549+0.00153291j -0.0119152+0.00218306j 0.0143462+0.00188904j 0.00587022+0.00181897j 0.0121021-0.000455786j -0.0110499-0.00638397j 0.0136316+0.000581554j 0.00589978-0.00655509j 0.0111892-0.0023041j 0.00136222-0.00135745j -0.00397847-0.000254614j 0.0156591-0.0139639j 0.00354787+0.000639535j 0.00330759+0.00440081j -0.00197433+0.0126822j -0.0114941+0.00978514j -0.00729552-0.0162049j -0.0146416-0.00358487j -0.00395417+0.000104523j 0.000689424+0.00802175j 0.014412+0.000174215j 0.00432496+0.00398909j -0.00553351-0.00862807j -0.00546343-0.00190361j 
0.0284567+0.0126809j 0.0265889+0.066069j -0.0280259+0.00904571j -0.121355+0.0165566j 0.0093375-0.162755j 0.128967+0.124929j 0.0984276-0.0157978j -0.0152752-0.0743466j 0.0540535-0.0253869j -0.117158-0.0109969j -0.00175274+0.0471275j -0.0115221+0.0402504j -0.00377509-0.00263749j 0.0560672+0.0417407j 0.0509689+0.00605196j 0.00384621-0.0120343j -0.0332748-0.0166108j -0.0487395-0.0607674j 0.03726+0.0314179j 0.0121534-0.0119838j 0.0203372+0.0333962j 0.0252981-0.0624156j 0.0226841-0.00165671j -0.0127558+0.0667975j -0.00436908-0.026156j -0.0547285+0.00986099j -0.0121074-0.0389982j -0.0549851-0.00298563j -0.0379956-0.0832349j 0.0361253-0.05974j 0.0184057-0.0123055j -0.0645112-0.0110176j 0.0199478+0.0162148j -0.067909+0.0186674j 0.0176422-0.0268087j 0.0366297+0.0377751j -0.0138379+0.00284619j 0.0547067+0.029898j 0.0748696+0.0546634j 0.0111168+0.035136j -0.0517747-0.0508261j -0.00828632+0.0265784j -0.00523843+0.00702654j -0.0184023-0.00902448j -0.00592346+0.0177813j 0.0390057-0.00831357j 0.00401839-0.0255574j -0.00326571+0.00830261j -0.0228076-0.0206243j 0.0102534+0.00926592j -0.0028783-0.0042608j -0.0343045-0.00464948j -0.0379313-0.0113388j -0.0187915-0.0113634j 0.0231603+0.00414955j 0.0172059+0.00557318j 0.0289073+0.0114629j 0.000299419+0.0107208j -0.00837852-0.00195633j -0.0110131-0.00492668j 0.00521105+0.000490578j 0.0112056+0.00443144j -0.00117241+0.00275256j -0.0192005+0.0031817j -0.0128538-0.00183837j -0.00855042-0.00254231j -0.000849581+0.0122411j 0.0207309+0.00939355j 0.00878647+0.0104965j -0.00970577-0.0114479j 0.000154866-0.013955j 0.00305234+0.00910236j 0.00959849-0.000103907j -0.00670408-0.00470901j 0.0106696+0.00444515j 2.19519e-05-0.00927623j 0.0143322-0.00676271j -0.00981397-6.05274e-05j 0.0033438-0.0116713j 0.00208647-0.00787683j -0.0133496+0.00553042j 0.00115267-0.00518655j 0.0291304+0.0103936j -0.00401933+0.00531865j 0.0212584-0.00554957j 0.00264719+0.00771124j -0.00654574+0.0114348j -0.00973768+0.000228374j 0.0188423+0.010684j 0.00433899-0.00104644j -0.0181478-0.00520142j -0.00308716-0.0135024j -0.0105206+0.00345148j -0.00244833+0.000611312j -0.00167968+0.00345773j 0.00189044-0.00790565j 0.0150624+0.00416035j 
