0.002708-0.00461196j 0.00139395-0.00230737j 0.00263248-0.00649391j 0.000887035-0.00283519j 0.00185115-0.0043361j -0.00118298-0.00637254j 0.00185092-0.00346977j -0.00199886+0.00456797j -5.57962e-05+0.0036552j 0.00259063+5.96539e-05j 0.000169188-0.00663331j -0.00279883+0.00249376j 0.00135748-0.000137077j 0.00267488-0.00386378j 0.000137708-0.00206306j 0.000252657+0.00137606j -3.14331e-06+0.0019726j -0.00107042-0.000143366j -0.000364349+0.00286173j -0.00188585-0.00117402j 0.000454219+0.00306156j 0.00287731-0.00335386j -0.000853317-0.00243064j 0.00103818-0.000237556j -2.00235e-05-0.00252136j 0.00182663+0.000283585j -0.000587356-0.00262589j 0.000699884-0.00602932j 0.000681131+0.000339875j 0.000828075-0.00451353j 0.00168845-0.00121303j -0.00107836-0.000191304j 0.00114987-0.00287259j -0.00258728+0.000701381j -0.00073135-0.00308372j -0.000169672-0.000431382j 0.000334357-0.000410287j 0.00376224-0.00206661j 0.000987226-0.0016347j 0.000312134+0.00132271j -0.00088999-0.000855314j 0.00223657-0.00142284j -0.000671787+0.00621266j -0.00331997-0.000375742j 0.00615238-0.011359j 0.00604352-0.00193284j -0.000350688-0.00651411j 0.00584269-0.00545616j 0.00848024+0.000161412j 0.00489512+0.0209613j -0.00405721+0.0211409j -0.00728354-0.0231117j -0.0178944+0.00411057j 0.0841112-0.0108782j -0.129968-0.0574643j -0.185321+0.0698247j 
-0.0107317-0.00125418j 0.00408532+0.014827j 0.00734093-0.00733653j 0.0112702+0.00991233j 0.0248742+0.00672702j -0.00800687+0.0047205j 0.00296212+0.00321219j 0.0165454-0.00319811j -0.00496173-0.00743013j -0.00436378-0.00227801j 0.0129109-0.00106043j 0.00401316-0.0133847j 0.00780391-0.006294j -0.00480728-0.0145144j 0.00317432+0.00624605j 0.0110706-0.00935997j 0.00773973-0.00315303j -0.00504605-0.00635427j 0.00189058-0.0064779j 0.0100505+0.0118873j -0.00521187-0.0019397j 0.0105464-0.00741471j -0.0150872+0.00545704j 0.00451365+0.00155315j 0.0140423+0.00531475j 0.0195945+0.00891709j 0.0017927-0.026808j 0.012723-0.0160887j 0.00587144+0.003915j -0.0021755-0.00712064j 0.0269826+0.0105993j 0.00338808-0.00869963j -0.00868569-0.00856559j 0.00876679+0.00756681j 0.0254565-0.00902205j -0.00171046-0.0295261j -0.00595663+0.0088598j 0.0035216+0.0173857j -0.0114474-0.0038301j -0.0175372+0.00416637j -0.00328603+0.0062321j 0.0038997-0.0133514j -0.00588698-0.0349639j 0.0404926-0.0212633j -0.00141644-0.0128276j -0.0164286-0.0447314j 0.00564673-0.0549738j 0.00200893+0.0416095j -0.025858+0.0252313j 0.0363078+0.00873468j -0.00934631-0.0454041j -0.00966779+0.0250295j 0.0286005-0.000933317j 0.00897036-0.00518897j -0.00676183+0.00283669j -0.00710961-0.0151248j 
-0.00395434+0.0098991j 0.0060109+0.00772457j -0.0110572-0.0119803j 0.00775219-0.00604074j -0.00499125+0.000746537j 0.00621806-0.00777009j 0.0014233+0.0137911j -0.00943748+0.00882921j -0.00146247-0.0074055j -0.00198829-0.00365847j 0.00205316-0.0145351j 0.0115483+0.00393984j 0.0141852+0.00923892j 0.0122561-0.0153357j -0.00443991+0.00627914j -0.00111055+0.0104917j 0.00257635-0.00447181j 0.010103-0.0134241j -0.00278961-0.0237385j 0.00495032+0.0205003j -0.00603822-0.0214126j 0.00611323+0.00452566j -0.0209473-0.00630576j 0.0138653-0.00713682j 0.015545+0.00580962j -0.0148898-0.00895793j 0.0226671-0.015583j 0.0145037+0.00854893j 0.0115597+0.0286761j 0.00819937-0.00177061j 0.0155705-0.00171173j -0.00274004-0.013397j 0.0159169-0.021685j 0.0028038-0.0308128j -0.00549203-0.0273632j 0.0169287-0.00638724j -0.0139367+0.0200969j 0.0171666-0.0185191j 0.0013598-0.00990823j -0.00489558-0.0165744j -0.00129472-0.0301149j 0.0088963-0.00492438j -0.00450234+0.030038j -0.00262538+0.039114j 0.00367683+0.0198275j 0.0124606+0.0243003j 0.0178015+0.0261032j 0.00121879-0.00875945j 0.0172672-0.030604j 0.0125327+0.0126346j 0.00849325-0.0589073j 0.000167536-0.0146667j -0.00675185+0.0187873j 0.013683-0.000715854j 0.00258445-0.000198281j 0.00483372-0.00927613j 
0.00115995-0.00989026j -0.011044-0.00458678j -0.0188704-0.00636651j 0.00152567-0.0201004j -0.0106833-0.00121011j 0.000206324-0.00328619j 0.0170067-0.00181099j 0.00677157+0.0158195j 0.00174377+0.0170576j -0.00748696-0.00117274j -0.0184094-0.000758847j -0.00248981+0.0119851j -0.0140296+0.000717372j -0.00286827+0.00397877j -0.00656393-0.00111185j -0.00238316-0.000560115j -0.000783546+0.0110284j -0.00248584-0.0147736j -0.00605007+0.00935831j 0.00201863-0.00405041j 0.00411765+0.0112436j -0.00995985+9.59133e-06j 0.00425697+0.00593049j -0.0114298-0.0230714j -0.00263235+0.00514752j -0.00467155-0.0137031j 0.000179486+0.00166132j 0.0036573-0.00243154j 0.00880374-0.00321573j -0.00956542-0.00308438j 0.0104965+0.0235117j -0.0134819+0.0121251j -0.0109646-0.0340773j -0.014094-0.0105668j 0.0212839-0.00115123j -0.0105195+0.0257635j 0.0118594-0.000212813j -0.0190401+0.0100875j -0.00531163+0.0474751j -0.0398713+0.0280245j 0.0118595-0.011898j 0.0268211-0.00474126j -0.0440535+0.034689j -0.00640124+0.0663292j 0.00313231+0.000175178j -0.0310571-0.0229209j -0.0228007-0.0345166j 0.00151207+0.00904049j 1.04338e-05-0.013588j 0.0152094+0.0315082j 0.00407342-0.0340897j -0.0108131-0.018021j 0.013636+0.00158876j -0.00816205-0.0273539j 0.0125603-0.00815642j 0.0145804+0.0190746j 
0.0056029+0.00226748j 0.00108138-0.00752615j 0.0154713+0.00155547j -0.00638017+0.017291j 0.00256091-0.0140702j 0.00380841-0.00768263j -0.0158834-0.00472453j -0.00577788-0.00663772j 0.000195282-0.012953j -0.00360012+0.0119071j 0.00772232-0.00852821j -0.0124979-0.00552385j 0.00423652+0.0117115j 0.00113344-0.0104456j -0.00490451+0.00358073j 0.00933601-0.000835291j 0.00372-0.00264699j -0.0160825+0.00162954j -4.39487e-05-0.0120125j 0.0123896-0.000504156j 0.00892294-0.0032268j 0.0177666+0.0120926j -0.00225491-0.00110064j -0.0150762+0.0116378j 0.00363344-0.00663345j 0.00826585-0.0169245j 0.00757872-0.0294696j 0.0109681-0.00841429j -0.011883+0.00313804j 0.0121741+0.0175723j 0.0144344-0.0140912j 0.0136089+0.00416569j 0.0361834+0.0223978j 0.00200454-0.00721846j 0.00276301-0.00133559j 0.00443395+0.0155477j -0.023426+0.0610476j 0.0154516+0.0011126j 0.00595416+0.0169757j -0.00891725+0.0213564j 0.0126231-0.00492493j 0.018777-0.0223281j -0.0193174+0.0260045j -0.0239791+0.0233178j 0.00785794-0.00835061j -0.0132831+0.0505038j -0.0220771+0.0130729j 0.0144803+0.0243414j 0.0226567+0.0335692j -0.0111938-0.0368948j -0.0455262+0.0328419j 0.025231+0.00664009j -0.0125549+0.0055921j -0.00367998+0.0122881j -0.00956098-0.00092663j 0.00420501-0.0138935j 
0.0143471+0.00884193j 0.00431205-0.0126603j -0.00911509-4.07888e-05j -0.00677324-0.0082734j -0.00308741+0.0053004j 0.00198956+0.00882068j 0.00609016-0.0132197j 0.0173336+0.0107449j 0.000678323+0.00587299j 0.0093188+0.0192956j -0.0104265-0.0117736j -0.00430701+0.00682719j -0.0226306+0.01237j -0.0135884+0.0103204j -0.00143669-0.00385622j -0.00267079+0.0174838j 0.0114385+0.0111404j -0.00156925+0.00380005j -0.00495843-0.0149308j -0.00549007-0.00510546j 0.034462+0.0203596j 0.000831866-0.0118011j 0.0064299+0.00814386j -0.014617-0.027064j -0.0223274-0.0101936j -0.0102824-0.0268124j 0.0115436-0.0114821j -0.00888696+0.0209685j 0.00746237+0.00972167j -0.0172894-0.00447923j -0.00497778+0.0201828j -0.0135359-0.0178591j 0.0148943-0.00202001j -0.00672093-0.0147273j 0.0278927-0.0312138j 0.0104392+0.0236541j 0.0145813-0.0231742j -0.00752726+0.0271393j -0.00209574-0.018669j 0.00415158-0.0164965j -0.00917474+0.00938774j 0.020485-0.0434762j 0.00672265-0.0159961j -0.00714683-0.0449376j -0.00439249-0.0092949j 0.0150965-0.001141j 0.0275397-0.0304467j -0.0242221+0.0246191j -0.00102027+0.020832j -0.00625348-0.0516868j -0.0334867-0.0101614j -0.0118482+0.0204755j 0.0259115-0.0105833j -0.0354471-0.0473033j 0.00545068+0.014392j -0.00138223+0.0101573j 
0.00985848-0.0317646j -0.0286998-0.0159984j 0.0113355-0.0118194j 0.0187908+0.00911681j 0.00652608-0.0141879j -0.0140237-0.00234802j 0.0154518-0.000249051j -0.00339451-0.00288424j 0.00563321-0.00179484j -0.0223051+0.00368663j 0.0237634+0.0127206j 0.00174011-0.00612965j -0.00884764-0.0035752j -0.0054412-0.0163656j -0.00670793+0.00456843j 0.00178835-0.0257017j 0.00751951-0.000972597j -0.00140407+0.00615834j -0.0166498+0.0072834j -0.00156147+0.0127873j -0.00929881-0.00442812j -0.0115972+0.00459378j 0.0136281-0.0136607j -0.0127228-0.0147334j 0.00270949+0.00655596j 0.000613437-0.00273534j 0.00399262-0.0150631j 0.00512693+0.0178803j 0.000964585+0.00738012j 0.0102325-0.0173858j 0.0050307-0.0120578j 0.0108297+0.0114569j -0.0118921-0.0184215j 0.0164689+0.000668285j 0.00790853-0.0058631j -0.0136236-0.0291482j -0.021744-0.00803636j 9.16396e-05+0.0256386j 0.015954-0.00500896j -0.0129829-0.0282218j 0.0198026-0.00118525j 0.00485394-0.0123268j 0.0124141-0.00892471j 0.0160464+0.0150685j 0.0221816-0.00120211j 0.011696-0.00264474j 0.0273999+0.0112429j -0.00262914+0.0163549j -0.0237176-0.00775334j -0.00468793+0.110078j 0.016676+0.0173762j 0.015622-0.0214708j -0.0100356-0.020494j -0.0152447+0.0256067j 0.0235739-0.00659469j 0.00308709+0.024539j 
-0.00163016+0.00837915j 0.00923662+0.00200021j -0.00271824+0.0112703j -0.0138841-0.00688991j -0.00295335+0.00478157j -0.00428554+0.00389564j 0.00732916+0.00632676j -0.00640827+0.0102349j -0.00182676+0.00904915j 0.00178137-0.00291767j -0.00697842-0.00586725j 0.00247245-0.00786306j 0.00993818-0.00783539j 0.012139+0.0127821j 0.0138274+0.00522516j -6.54246e-05-0.00338716j 0.00426279-0.00894054j 0.00316488+0.0215481j -0.00136564-0.00204357j 0.0100028-0.000129081j -0.00878763-0.0153455j -0.00968685+0.00777811j -0.0114774-0.0405092j -0.00715067-0.0161664j -0.000551144-0.0379178j 0.000769776+0.0285699j -0.0141216+0.0153116j 0.00587345+0.0331696j 0.00138862-0.0269358j -0.000841166-0.0346912j 0.000639745-0.00606113j 0.0305581+0.0461046j 0.00493587-0.0058801j -0.00940532-0.00969448j -0.0213449+0.0427069j 0.0268117+0.0124957j -0.0036921+0.0303859j -0.0255565+0.0259839j -0.00994881-0.00484419j -0.00429328-0.0122407j -0.0204352+0.0230495j 0.0335213+0.0047835j 0.0115688-0.0334524j -0.0192271+0.035123j -0.0035726-0.031489j -0.018632+0.0325053j 0.000639527-0.00411483j -0.0384638+0.0288613j -0.00912608+0.000468756j 0.00807571-0.0151748j -0.033343-0.00693787j 0.013414+0.020944j -0.00329194-0.00674914j 0.00193372+0.00221248j -0.0120336-0.000678885j -0.00415879-0.0117031j 
-0.00877228+0.000483454j 0.00240576+0.0102665j -0.0160589+0.0148823j -0.0162839-0.0122984j -0.00789697-0.00967515j 0.00924518-0.00605028j 0.0103436+0.00253567j -0.00331413+0.0203178j -0.0121304+0.0188844j 0.000956541-0.00936256j -0.0177478-0.00580973j -0.0071992+0.00123784j -0.00746822-0.000256077j 0.00206916-0.0150478j 0.00797172+0.00342231j -0.000135772-0.0037093j -0.00292399-0.00642385j -0.0183725-0.00514236j -0.0105105+0.0103618j 0.0178265+0.00480912j -0.018238+0.0394578j -0.00102443+0.0349518j 0.0105814-0.00416684j -0.0119197-0.0096183j -0.0036557+0.0154703j 0.0275845+0.0234505j -0.00346228-0.00949235j -0.00693344-0.0180258j -0.021823-0.0278131j 0.0124104-0.0075829j 0.00121049-0.0131715j -0.0201022-0.0267156j -0.023901+0.018651j 0.0066986+0.0375739j -0.0137468+0.00725376j 0.00308405-0.027554j 0.0409592-0.0230752j -0.0205272+0.0174569j 0.00927216-0.0313717j -0.0089618+0.0145388j -0.00305517+0.00709968j -0.00792843-0.0349175j 0.0271701-0.00749554j -0.0103479+0.0151226j 0.0176704-0.00857176j 0.0302389+0.00601547j -0.00576109+0.0247174j 0.00242231+0.0402634j -0.00224468+0.0577076j 0.0165651-0.0103849j -0.023335-0.0366598j 0.00100932+0.010404j -0.00212094+0.00960099j -0.00392448+0.0118433j -0.00596187-0.0146641j 0.0155918-0.0120135j 
-0.0102506-0.0105144j -0.0079466+0.0162135j -0.00624099-0.00378727j 0.00906374-0.00247883j 0.0178693+0.00432063j 0.00682906+0.00337186j 0.00914796+0.00611312j 0.0116252+0.00343291j -0.0044181+0.00281138j -0.00812504-0.00774732j 0.00479045+0.00272926j 0.00677456+0.00669965j -0.010909-0.000458327j -0.00447196-5.97644e-05j 0.00938917+0.00609541j -0.00547928+0.00206341j -0.0184417+0.00549188j 0.00924543+0.00996968j 0.000360043+9.92012e-05j 0.0137103-0.00959484j -0.00462106-0.0267936j -0.00561282-0.00637328j 0.000593274-0.0241346j -0.0059911+0.000951168j -0.0159016-0.0295671j -0.0121041+0.0134706j -0.0151237-0.00930411j -0.0144443+0.00605913j -0.00560737+0.00702635j -0.00281838-0.0070101j -0.0197075+0.0079052j -0.00285591+0.0258102j -0.00223019+0.00294668j -0.0104971-0.0146836j -0.0336077+0.0451281j 0.0402105-0.013116j -0.0130678+0.0266111j -0.0274105-0.0145057j -0.00540889+0.0319216j 0.0155066-0.0169628j 0.00762094-0.0271443j -0.00686326-0.00528464j -0.0199343+0.0420291j -0.00707096-0.0431097j -0.0229116+0.0299807j 0.0216403-0.0147872j -0.0113925+0.0268516j 0.0394201+0.0176547j -0.00307369+0.0713444j 0.00253764-0.0136082j 0.0137766-0.00855712j 0.00602873-0.00882782j -0.00604103-0.00187256j -0.0139787+0.0172593j 0.00965135-0.00612563j 0.00587861+0.00293711j 
0.00763469+0.00709629j 0.00533719-0.00898057j 0.00427684-0.00684628j 0.00411143+0.000261061j -0.0114616+0.00164794j -0.00613495-0.0125023j -0.0160456+0.00575656j -0.000179887-0.00533339j 0.00454909-0.00202734j 0.0137061+0.0105608j 0.0048765+0.0144231j -0.00923382+0.00575049j -0.00304755+0.0161813j 0.00995812-0.00444726j -1.45049e-05-0.00389473j -0.00308709-0.00983131j -0.0147866+0.0273098j -0.00231754-0.00828003j 0.0011282-0.00478903j -0.0144513-0.00519022j -0.00401722-0.0043444j 0.00415969+0.007628j 0.00392403+0.0128733j 0.00228627-0.0361003j 0.000862781-0.00796719j -0.0135789-0.027693j 0.00606336-0.0297173j 0.00520393+0.00197028j 0.00659575-0.0249664j 0.0147526-0.0230933j -0.0206668+0.0529778j -0.00987545+0.0320003j -0.000576209+0.0138306j 0.00277249-0.0136699j -0.0140789+0.0239742j 0.0227972-0.00977365j 0.0067653+0.0249261j -0.00640291+0.0201794j 0.0204256-3.05298e-05j -0.019838+0.047771j -0.0349724+0.0277448j -0.0342515+0.0126947j 0.0280773+0.00619586j 0.00972878+0.0463644j 0.0163231+0.029684j 0.0124531-0.0122801j -0.00933876+0.0218896j 0.0442664-0.0136077j 0.00647267-0.0377695j -0.00448874+0.00907374j 0.0150129+0.0289264j -0.00225131+0.00166169j 0.0143229-0.00549163j 0.00767075-0.0142248j 0.00036304+0.00879422j -0.00990649+0.00462664j 
0.0104932+0.0090185j 0.00901265-0.00583412j -0.000825945-0.00232019j 0.00313468-0.000854629j -0.0021568+0.00816776j -0.0150747+0.00730603j 0.00690155+0.0148092j 0.00390386+0.00867958j 0.00548894+0.00149626j 0.0172244-0.00522291j 0.00230125+0.0101932j -0.00420091+0.0153786j -0.00168654+0.010299j -0.00343482+0.00591736j 0.0116955-0.0152609j 0.00156016+0.0179435j 0.0114332-0.0175677j 0.00693813-0.00974335j 0.0131847-0.0155155j -0.00742322-0.00556609j 0.0151425-0.00188234j -0.0054422+0.0146202j -0.00187479+0.0256399j 0.0113262+0.0377449j -0.00861017+0.00514065j 0.010033+0.00448286j -0.0216323+0.0413353j -0.00565997-0.012545j -0.00305306-0.00267949j 0.00945145+0.0217367j 0.016722-0.0598162j -0.0217909-0.000424581j -0.0155997+0.0144024j 0.00969723+0.0178664j -0.0113026+0.00228241j 0.0276281+0.00415922j 0.012886+0.00946395j 0.00485237-0.0205124j -0.0316336+0.0302284j -0.00319844+0.00477632j -0.0142973-0.00286971j 0.0201954-0.0326924j 0.0172863+0.0197748j -0.00221975+0.0183072j -0.0202893+0.0211701j 0.035105+0.00763086j -0.00223575-0.0212935j 0.00874371+0.0341483j -0.00432887-0.00438477j -0.00592242+0.0131899j -0.0178954+0.0167989j -0.000590379+0.00321115j 0.0237813-0.00684053j -0.0180835-0.0142108j 0.00908587+0.00469667j -0.010415+0.00342448j 
0.0116531+0.00916195j 0.00634306-0.0120457j -0.00529263-0.00230893j 0.0014237-0.00326611j -0.0167632-0.00359261j -0.00541818-0.000959764j 0.00217588-0.0125072j 0.00962056+0.00153591j 0.00604896+0.00248519j 0.012405+0.01083j -0.0174511-0.00181185j -0.0150479-0.0181931j 0.00149812-0.0243908j 0.00559687+0.00919527j 0.00279336-0.00201757j 0.00461055-0.0200107j 0.00439087-0.010657j -0.00240537+0.0322902j -0.00955584+0.0165544j -0.0120323+0.00341923j -0.00135953-0.00103228j -0.00211559-0.0295442j 0.00631201-0.0362143j 0.0118794-0.0162586j -0.00322374-0.00889567j -0.00192828+0.0636866j 0.00206686+0.0147815j -0.00642265-0.0121057j 0.0161439+0.0366523j 0.00344182+0.0191959j 0.00748419-0.0128159j 0.00646331+0.000383394j -0.0175973+0.0488452j -0.0179461+0.0106733j -0.0273722+0.00384084j 0.0084163-0.00246737j -0.0174973+0.00115343j 0.0160989-0.00724606j 0.00756755-0.0225235j -0.000983669+0.0134894j 0.0419587-0.00353371j 0.00684257+0.0029417j -0.0360519-0.00288075j 0.00316764+0.0214008j 0.000830438+0.0300578j 0.036949-0.00622793j -0.00509865+0.0159771j 0.0241878+0.0064529j 0.00756836-0.0280052j -0.00238344+0.015326j 0.0081398-0.000700669j -0.0241339+0.00146305j 0.0249465+0.00494568j -0.000774304-0.0213302j 0.00524113+0.00442814j -0.00254109+0.00310331j 
0.0133733-0.00485527j -0.0080246-0.0141044j 0.00425352+0.00280232j -0.000672415-0.00107546j -0.00480442-0.00257145j -0.000552576+0.00384489j 0.00377793-0.000912398j 0.000480489+0.0113741j -0.00293664+0.0117812j -0.00322674+0.00722899j 0.0161912-0.00802114j -0.00471864+0.00754518j -0.00742714-0.0021414j -0.00144109+0.00206167j 0.00853335+0.00645599j -0.0072059+0.0147342j -0.00662995-0.00897817j 0.00392286+0.0158283j -0.00679173-0.0157389j 0.0038502+0.0319196j -0.0103496-0.00287754j -0.00442992+0.0121253j 0.00480523-0.00366116j -0.00282454-0.00187821j 0.0283518+0.0081569j -0.0128152+0.0173706j 0.00607134-0.0237055j 0.0110497-0.0334207j 0.00359136+0.0159804j -0.00636524+0.0393617j -0.00497379-0.000362334j -0.00545416+0.00904501j 0.00667599-0.00225019j -0.0191668+0.0261825j -0.0181027-0.0237399j 0.033761-0.0157234j 0.00492797-0.00309169j 0.00119038+0.0263684j 0.0202779-0.004705j -0.01401-0.0233466j -0.0297072+0.0163191j 0.00265098+0.0258343j -0.0029034-0.0298031j -0.0108858+0.0275768j 0.00692979+0.0150945j -0.0210416+0.0114174j -0.0183403-0.0258088j -0.0082161+0.0727907j -0.0303497-0.0110903j -0.00593925+0.0111323j 0.00947668+0.054817j 0.0228781+0.00763422j -0.0110089-0.019289j -0.00630246+0.0113646j 0.0115566+0.00723604j -0.00315589+0.0120878j 
-0.0144868-0.000981698j 0.00297477+0.0136304j -0.000934547+0.00102525j -0.00378017-0.0116834j 0.0103393+0.0148903j 0.00990862+0.00192449j 0.00235046-0.00510872j 0.0166604+0.000525965j -0.00399719+0.0114447j 0.0102089+0.00652676j -0.00841588+0.0056233j -0.00597969-0.0117114j -0.0131389-0.00871841j -0.0122256+0.0228484j 0.00178393-0.0218609j 0.00531605+5.37586e-05j -0.00612533-0.0195634j 0.00486945-0.000190125j -0.00275542+0.0109916j -0.0120707-0.0113215j 0.0144991+0.00119504j -0.00847066-0.0380848j 0.00581524+0.004398j 0.00111965-0.00207481j -0.0123245+0.00730216j -0.0150295+0.0354913j -0.00890841+0.0123314j -0.0177672+0.00282134j 0.011806+0.0572507j 0.00869741+0.00763814j 0.00513226-0.00365328j 0.00334705+0.0324983j -0.0530743+0.057712j 0.026431-0.00281629j 0.0224499-0.00666136j -0.0174376+0.0232791j -0.00594697+0.0159902j -0.0154124+0.030847j -0.0232642+0.0417372j 0.0197363-0.0152881j -0.0258473+0.0169364j -0.0126718+0.0272574j 0.0086762+0.0247566j -0.0110517+0.0423553j 0.0147023+0.0242532j -0.0151424-0.00467297j -0.00239111+0.0569024j 0.0253882-0.00210112j 0.0200676+0.00673828j -0.0130143-0.00666156j -0.00240657-0.00780555j 0.00516021+0.00218354j 0.00101845-0.00218996j 0.000684868-0.00928161j -0.00941112-0.000512514j 0.00161015-0.00733537j 
-0.00144543+0.00578123j 0.00455899+0.0025917j -0.00314974-0.0144971j 0.0109181+0.000683186j -0.00340296+0.000798298j -0.00163328-0.0122408j -0.00586811+0.0122956j -0.00955505+0.0092821j 0.00104892+0.00484428j -0.00825907-0.00859671j 0.0106506-0.00774846j 0.00646643-0.00414089j 0.00884661-0.0124611j 0.0182057-0.0117816j -0.0047238+0.0167137j -0.00904466+0.00338301j -0.00774086+0.012426j 0.000364492+0.0133348j -0.00222842-0.000183946j 0.00310018+0.0142225j -0.0241128+0.00278275j 0.00400174+0.00370132j 0.0057376-0.0217143j 0.0112815-0.00580071j 0.0200679+0.00866925j -0.00499078+0.0237981j -0.00310576-0.0194025j 0.0146155-0.0124127j 0.0132813+0.022641j -0.0174044+0.00189483j 0.0114737-0.0243462j -0.0292606+0.00693167j -0.00592181+0.0244698j -0.0174503+0.0158545j 0.00662769-0.00503533j 0.0168432-0.0158956j 0.0235044+0.0111082j -0.0154714+0.0151329j 0.00461808+0.0279981j -0.0030452+0.0140839j -0.0251389+0.0322998j 0.0198817-0.00168472j -0.00949678+0.0279751j -0.037574-0.0119189j 0.0211469-0.026268j -0.0377461-0.0547798j 0.0405508-0.0521617j 0.00893119-0.0866112j 0.026912+0.00210945j -0.00158515-0.0204454j 0.015315-0.00509879j -0.0143765-0.0262647j 0.00125749+0.0197964j 0.00377044-0.00683069j -0.00339963+0.00823513j -0.00368982-0.00429549j 
0.0107497+0.00128677j -0.00143582-0.00816209j -0.0020899+0.00205074j -0.00112208-0.000454594j -0.00652472+0.00231469j -0.0052166-0.00593948j 0.00019437+0.00801964j -0.00717578+0.00621739j -0.00305252+0.00643244j 0.00182068+0.00502101j 0.017212+0.00990606j 0.00170437+0.00448904j -0.0110738+0.0170073j -0.0026603-0.0277116j 0.00237064-0.0179043j -0.00900234+0.0138123j -0.000410557-0.0262135j 0.00126422-0.0159698j -0.00868964-0.0103762j 0.0109915+0.023161j 2.50261e-05+0.0441521j -0.00747894+0.00985615j 0.0117951+0.00225843j 0.0128867+0.00790037j 0.00275641+0.0125265j 0.00261088+0.0146367j 0.00529472-0.0152017j -0.00713677+0.000877912j -0.00899131+0.0321977j -0.00871041+0.00758519j -0.0031934-0.0119621j -0.00384608-0.0203876j 0.00724872+0.0239948j 0.000627137-0.0146722j -0.0153295+0.0231429j -0.001808+0.0151308j -0.00695276+0.0174252j 0.0191578-0.0274193j 0.00570461+0.0130931j -0.00853717+0.0276445j 0.0273108-0.000637691j 0.00221209+0.0121675j -0.00435136-0.0272995j 0.0246735-0.0038816j 0.00932455-0.0263694j -0.0106971-0.0248043j 0.00652722+0.0392115j -0.016924-0.0336005j -0.0225783-0.00469328j -0.00242939+0.00683925j 0.0055455+0.00191234j 0.00950319+0.00301623j -0.00414874-0.00619558j -0.0110262+0.00390372j 0.00379594+0.00998587j -0.0028279+0.00252286j 
-0.0075089-0.00477082j -0.00431263+0.00553441j 0.00137787+0.0066832j -0.0090283+0.00130243j 0.0163487-0.00253691j -0.00455103+0.010542j -0.00192998+0.0110464j -0.0134914-0.00808167j 0.00430934-0.0171163j -0.0120476+0.00282878j 0.00397522+0.00140015j 0.0113296+0.00736294j 0.0106842+0.0277473j -0.000453839+0.0262543j -0.00857351+0.0248952j -0.000626456+0.0142827j 0.00582262+0.00831268j 0.00872251+0.0226381j 0.00305382+0.0179425j -0.00100173+0.0138045j 0.0110358-0.00971819j -0.0103865-0.0362192j -0.0106823+0.0164878j -0.00821114-0.0212223j -0.00481401-0.019496j -0.00819557-0.000205301j -0.0104507+0.0347506j -0.00857947+0.00137332j 0.00152754+0.0108564j -0.0161475+0.0551066j -0.00501571-0.00961461j 0.0160789-0.00645044j 0.00823798+0.0149759j -0.00828756+0.0258427j -0.0212684+0.0163132j 0.0240725-0.018508j -0.0308647+0.0300283j -0.0199523+0.0130464j -0.00409843-0.0174808j 0.00987966+0.0173929j 0.0214097-0.0170089j -0.00675093-0.00261617j 0.00994223-0.0107859j -0.00249757+0.0295212j -0.000769735-0.0444268j 0.00371956+0.0225628j 0.0135969+0.0129039j -0.0129263-0.00361973j -0.0120185+0.017996j 0.0215661+0.0064789j -0.0201441-0.0213769j 0.0238554-0.000334087j -0.0197263-0.00670075j 0.00240451+0.0122339j -0.006557-0.0115062j 0.00474-0.00151982j 
0.00636076+0.00638907j 0.00955324-0.00337435j 0.0060008+0.00959317j -0.00993132+0.003082j 0.000444181+0.00591574j 0.00726417+0.00421744j 0.00966711-0.00808853j 0.00238932+0.00929866j -0.0077473+0.0056556j 0.0068403-0.0185712j 0.00476487-0.0160139j 0.00521921-0.0241732j -0.000740152-0.0050735j 0.00446493+0.0153629j 0.0129925+0.0327383j -0.0202589-0.00557992j 0.00636531-0.00556551j -0.00133263+0.0477045j -0.00601124+0.00756653j 0.00906475+0.00445039j -0.0202903-0.0142352j 0.0039386+0.0225313j -0.000675076-0.0110107j -0.0092019-0.00730739j 0.000649692-0.0321135j 0.0124428-0.00798473j -0.0115488-0.0108987j -0.00992946-0.0155727j 0.00671009-0.0305861j 0.00202336-0.00375965j 0.0125693+0.00775669j 0.0374988-0.0443809j -0.0085196+0.0298929j 0.0140202-0.0159401j -0.0139005+0.00839555j -0.0386042+0.0657062j -0.0180735+0.00803106j 0.00252492-0.0109053j -0.0144446+0.0182941j 0.00421456-0.0329335j 0.0180903-0.0177114j -0.00687622+0.0135324j 0.00646688+0.0311922j 0.0221597-0.0302541j 0.0244636+0.0339105j 0.00870975-0.0391234j -0.0234655-0.0238552j -0.0118228+0.00791672j -0.0262872-0.0244305j -0.0249711+0.00880454j 0.00296463+0.0299212j 0.0182969+0.0152339j 0.00828264-0.0081638j -0.00200228-0.00320333j 0.00136795+0.00846906j -0.011218-0.000616574j 
