0.002708-0.00461196j 0.00139395-0.00230737j 0.00263248-0.00649391j 0.000887035-0.00283519j 0.00185115-0.0043361j -0.00118298-0.00637254j 0.00185092-0.00346977j -0.00199886+0.00456797j -5.57962e-05+0.0036552j 0.00259063+5.96539e-05j 0.000169188-0.00663331j -0.00279883+0.00249376j 0.00135748-0.000137077j 0.00267488-0.00386378j 0.000137708-0.00206306j 0.000252657+0.00137606j -3.14331e-06+0.0019726j -0.00107042-0.000143366j -0.000364349+0.00286173j -0.00188585-0.00117402j 0.000454219+0.00306156j 0.00287731-0.00335386j -0.000853317-0.00243064j 0.00103818-0.000237556j -2.00235e-05-0.00252136j 0.00182663+0.000283585j -0.000587356-0.00262589j 0.000699884-0.00602932j 0.000681131+0.000339875j 0.000828075-0.00451353j 0.00168845-0.00121303j -0.00107836-0.000191304j 0.00114987-0.00287259j -0.00258728+0.000701381j -0.00073135-0.00308372j -0.000169672-0.000431382j 0.000334357-0.000410287j 0.00376224-0.00206661j 0.000987226-0.0016347j 0.000312134+0.00132271j -0.00088999-0.000855314j 0.00223657-0.00142284j -0.000671787+0.00621266j -0.00331997-0.000375742j 0.00615238-0.011359j 0.00604352-0.00193284j -0.000350688-0.00651411j 0.00584269-0.00545616j 0.00848024+0.000161412j 0.00489512+0.0209613j -0.00405721+0.0211409j -0.00728354-0.0231117j -0.0178944+0.00411057j 0.0841112-0.0108782j -0.129968-0.0574643j -0.185321+0.0698247j 
-0.00593563+0.0094774j 0.0222248+0.00336049j -0.00383498+0.0257069j -0.0124487-0.00945033j -0.00220089+0.0167629j -0.0087779+0.0326152j -0.00392704+0.00805221j -0.0067478+0.0180949j 0.000838527+0.0117893j -0.0137738-0.0226573j -0.000720802+0.0158616j -0.0125709-0.00240606j -0.00286608-0.0477295j -0.00367524-0.0282625j 0.00181699+0.00594319j 0.0280021-0.0225885j -0.032505+0.0102238j 0.0258433+0.0306608j -0.0258759+0.00650781j -9.32532e-05-0.0162465j -0.0128715+0.0546566j -0.0276016-0.06064j -0.022918+0.00707829j -0.00790191-0.0345059j -0.0146013-0.0105619j -0.0137167-0.0320679j 0.0407823-0.000990729j 0.0112821-0.0396512j -0.0223798-0.0139717j 0.0164011-0.0169993j 0.00907461-0.0190745j 0.0190051+0.00180802j 0.0246629+0.0150629j -0.0211245+0.0107624j 0.01174-0.00397344j 0.00461986+0.0245509j -0.0173729-0.0369813j 0.0143761-0.00739073j 0.0315992+0.00856788j -0.00402348+0.00267012j -0.00950426+0.00358919j -0.00448401-0.0166822j -0.00865574+0.0113224j -0.00150992-0.00418991j 0.0156647-0.0172182j -0.0060278-0.0132503j 0.00420126+0.00258451j 0.00260627+0.0045442j 0.0060597+0.0112725j -0.00827724+0.00384754j -0.00769642-0.00337416j -0.00167315-0.000359928j 0.00758401-1.93767e-05j 0.000908811-0.00223729j -0.00399778+0.000132693j -0.00362481+0.00145993j 
0.00333201+0.00461942j 0.0106541+9.95142e-05j -0.00164571+0.0153111j -0.0103619+0.00339557j 0.00690924-0.00425684j -0.0133033+0.0214592j -0.00470341-0.00444078j -0.0112463+0.00180783j 0.0093957-0.0186963j -0.0126373-0.0201772j 0.00161621+0.0185611j -0.00882059+0.0227669j 0.00158417-0.0123211j 0.0216225+0.0147228j -0.0259316+0.0676781j 0.0208531-0.0123215j 0.00300008-0.0524471j -0.0239657+0.0291306j -0.00698028-0.000340657j -0.0145725-0.0379546j -0.0135822-0.0629262j 0.00228193+0.00679314j 0.0249279+0.0161592j -0.0227857+0.0204724j 0.0344008+0.0101074j 0.000294543+0.0137951j 0.0407261+0.00413915j 0.0186306+0.00811132j 0.0319747-0.00557723j 0.00379435-0.0232801j 0.00200185+0.0134703j -0.016579-0.0209271j 0.00282472+0.0168699j -0.000978823-0.0111845j 0.00643058+0.017983j -0.01039+5.12992e-05j 0.004754+0.0162157j 0.0174871+0.0146657j 0.0169899+0.0166259j -0.00728288-0.0174846j -0.0011738-0.0050043j -0.00277836+0.00828032j -0.0106073+0.00341115j 0.00249241-0.00367226j 0.0097306+0.00799392j -0.00191571-0.00245823j 0.00234082+0.00726704j 0.000201007+0.00616293j 0.00241944+0.00974957j -0.00849291-0.0125134j -0.00639965+0.0017608j 0.00393852+0.00256895j 0.00402828-0.0029801j -0.000720391+0.000395619j -0.00313815-0.0017641j -0.00264864-0.00539843j 
0.0106983-3.0749e-05j 0.00155159-0.00567631j 0.00335029+0.0118591j -0.0108324+0.0137462j 0.00508929-0.0114098j -0.00192607+0.0107969j 0.000732839-0.00493227j -0.00800228+0.00644303j -0.00140449-0.0134165j 0.00162376-0.0391848j 0.0233516-0.022055j -0.0133342+0.0126278j -0.00804955-0.0254723j 0.00631215-0.0816618j -0.00306724-0.0247832j -0.0192779+0.0732623j 0.0208871-0.0165965j -0.00425641-0.0457761j -0.020524+0.027253j -0.0253793-0.0612316j -0.00220588+0.0346332j -0.00591247-0.0299206j 0.011105+0.0174936j -0.0290562-0.0152809j 0.0754154+0.00335057j -0.00748104+0.0062988j 0.0102869-0.00197269j 0.0255815+0.00560294j 0.0193428+0.00738414j 0.0179482-0.0247888j 0.00701813+0.000982054j 0.00647661-0.00611814j 0.00873349+0.0013762j 0.0178808+0.0184256j -0.01066-0.00545889j 0.0179932+0.0293307j -0.0110092-0.0160612j 0.0144052+0.00355847j -0.00471841-0.00343777j 0.00295609+0.00529238j -0.0200684+0.00347318j 0.0083681-0.00414217j -0.0101911+0.0174837j 0.00886712-0.0130828j 0.00161195-0.0181767j -0.00601348-0.00745802j 0.0167374+0.00965578j 0.010064+0.00236525j -0.00280024+0.0179545j 0.00129286+0.00716681j 0.00380723-0.00596615j 0.0010674-0.00703183j 7.60381e-05+0.0007467j -0.00574345-0.00163038j -0.000425085+0.000332339j -0.000416903-0.00155792j 
0.000112512+0.00244502j -0.00513335+0.00180048j -0.00477653-0.0059491j -0.0109173+0.00915466j 0.0123399-0.000133403j -0.00530285+0.00164044j 0.00106085-0.0215608j -0.000596358+0.0109035j -0.00529157+0.00601485j 0.0115935+0.000824278j -0.0182661+0.0314979j -0.0128413-0.0133636j -0.00763239-0.0418592j 0.0200197+0.0169945j 0.0251763-0.0230164j 0.012445-0.0549572j -0.00859748+0.0204873j -0.0554815-0.0148559j 0.00707658+0.0415185j -0.0323314+0.0481389j 0.0113427+0.0140974j 0.010537-0.0133024j 0.0371371+0.0337103j 0.0162916+0.0169265j -0.00638398-0.00859849j 0.0497753-0.0257403j -0.0100007-0.0176296j 0.0351618+0.0246666j 0.000699272+0.0159426j 0.0217707+0.0280027j 0.0199384+0.0161836j 0.0111693+0.00886644j 0.0104109-0.0135485j 0.00813106-0.00779557j 0.000212769-0.00677706j -0.0168913-0.0159484j 0.0118363+0.000359416j 0.0115802+0.00466609j -0.0117817+0.00127416j 0.00243265-0.000284711j -0.00139003-0.00270616j 0.00683065+0.00638582j 0.00046855-0.00108394j 0.0174729+0.0134499j -0.00177855+0.000929581j 0.0130518+0.00735052j 0.00475833+0.00490552j -0.000595374-0.0118213j -0.00605679-0.00737006j 0.00639182+0.0001419j -0.00748526-0.00647056j 0.00358272-0.000971451j -0.00272354+0.00493608j -0.000364134-0.00257236j -0.00153729-0.00108933j 0.00331851-0.0016983j 
0.0179507+0.00415414j 0.00529876-0.00682613j -0.00621961+0.00794526j -0.00547522+0.010353j 0.0125914-0.0139161j -0.0175937+0.0237784j 0.00601104-0.0215892j -0.0131547+0.0148415j 0.000531174-0.0298405j -0.0149579-0.0276306j 0.00321694+0.0055245j -0.0124107+0.062189j -0.0210006+0.0437831j 0.0221543-0.0170582j -0.0237129+0.0179259j 0.0131505+0.0200899j -0.025595-0.00893198j -0.0214735-0.00330471j 0.00594659-0.0314131j 0.0248102+0.0627379j 0.00141592-0.0172636j -0.00278731+0.0337826j 0.0387853+0.0061097j 0.00963779+0.0175604j -0.0219246-0.0138541j -0.0481375+0.00486231j 0.0235081+0.0256619j 0.0221534+0.0208225j -0.00679913-0.00141606j 0.0166018+0.0149383j -0.0273223-0.0387717j 0.0135007-0.00736919j -0.0285898-0.0118647j -0.000713733-0.00600674j 0.0063804-0.000234111j -0.0326069-0.0198547j 0.00184529+0.0161919j -0.007591+0.00649044j 0.0122714+0.00942884j -0.0037376-0.0113861j -0.00363912-0.00390905j -0.0231816-0.0151779j -0.0151121-0.0231811j 0.0252464+0.00776209j 0.000522315+0.000529062j -0.000336815-0.00546993j -0.0027494-0.00872209j -0.00779341-0.00421221j -0.0111275-0.00589948j -0.00583963-0.0100353j -0.00323155-0.00199871j 0.00563043+0.0114771j 0.00428338-0.00610259j -0.00613294-0.00243843j 0.00217192+0.00424215j -0.0051457-0.00191104j 
0.00135121-0.00371696j -0.00981434-0.00505478j 0.00517809-0.0149771j 0.00781445-0.00177153j -0.00443559+0.000469617j 0.00068583-0.0129093j 0.015019-0.0271758j 0.0153837-0.015405j 0.00884583+0.000297431j -0.00727986-0.015193j 0.0181471-0.0422696j 0.00207891+0.0927209j -0.0388655+0.0462862j -0.0143369+0.0544643j 0.00637026+0.0178645j -0.0116605+0.00930858j 0.0296804+0.0138831j -0.00929968+0.0273873j -0.0190374+0.0541509j -0.00621634-0.000961486j 0.0338627+0.0143159j -0.0553351-0.0227698j 0.0396102-0.0189682j -0.0276184-0.00679265j -0.00665863-0.0114122j -0.00329969-0.000188169j 0.0071185-0.00145579j -0.00865272-0.0083227j 0.00247356-0.00727022j 0.00439062+0.0161939j 0.0021021+0.0198261j -0.00489696+0.00831455j -0.00363869-0.0193454j -0.000779326+0.00408407j -0.0164872-0.00586176j 0.00610202+0.00939032j -0.00803184-0.0130352j 0.00130919+0.000875631j 0.0030925-0.00326361j 0.0037535-0.0040973j -0.000880615-0.000194018j -0.00558244-0.00482171j 0.00447757+0.0089512j 0.00169692+0.00474776j -0.00801053-0.00779808j -0.00247266+0.00367634j 0.00119501-0.00445901j 0.000367446-0.00476907j -0.000604107-0.00277799j 0.00467537+0.00407554j 0.00373484-0.00233007j -0.00309382-0.00203017j -0.00232364-0.000657936j -0.00269969-0.00267213j 0.00174509+0.00208032j 0.000870239+0.00428032j 
-0.00626588+0.0034296j 0.0100961+0.00266083j 0.00453352-0.00122592j 0.0115308-0.0100896j -0.0131695+0.0154353j -0.00364721+0.00422844j -0.00226169-0.0131529j 0.00769891-0.0295215j -0.000920984+0.0277789j 0.0087467+0.0748384j -0.0334028+0.0952584j 0.00369385+0.0168645j -0.00460075+0.0159825j 0.00678272+2.51256e-05j 0.0064474-0.0130213j 0.0118074+0.00470342j 0.00599119-0.01404j -0.0105953+0.00136522j -0.0182693-0.000166182j -0.0311184-0.000849793j 0.030158+0.00621795j -0.0152243+0.00990337j 0.04388+0.00400496j -0.0359431-0.0155975j -0.0203669+0.0134426j -0.0119823+0.000695044j 0.0297575+0.0126546j -0.0258128-0.000880659j 0.0250365+0.00760567j -0.027516-0.0237736j -0.0167201-0.0180912j -0.0165036-0.0051282j 0.0011281+0.00569013j -0.0178795-0.00150939j 0.000583997+0.000491966j 0.00470431-0.00421319j -0.00834664-0.00534157j 0.00327276+0.00225277j 0.0214128+0.00988325j -0.00473946-0.000296708j 0.0135621+0.00634782j -0.00941595-0.00409372j 0.00821337+0.00159647j -0.0199144-0.00386836j 0.00797987+0.0165691j -0.0094046-0.00172525j -0.0137717-0.00725883j -0.00727719+0.0058291j 0.00836428-0.00382716j -0.0118101-0.00846302j -0.00168268+0.00329j -0.0041509+0.00354343j 0.00660826+0.00263167j 0.00308011-0.00322081j -0.00130107-0.000203248j -0.00277226-0.00126122j 
0.0034937-0.00198785j 0.0065582+0.00352785j 0.00609006+0.0162909j -9.63118e-05+0.013253j -0.00429807-0.00821267j -0.00504445+0.0192055j -0.00398548-0.0207266j 0.00042983+0.0044317j -0.0146882-0.0142491j -0.0432774+0.0572433j -0.0322636-0.0837444j 0.0331851-0.0396312j 0.015856-0.00278776j -0.0139292+0.0580762j -0.0109656-0.0460365j 0.0493074-0.00583119j -0.00773525+0.0188622j -0.0311049-0.0218411j 0.0096536-0.00466829j 0.000597978-0.0354468j 0.0130778+0.0222555j -0.00920241+0.0226936j 0.0170897+0.00548008j 0.00310244-0.0044058j 7.74289e-06-0.00502748j 0.00567039-0.00413411j 0.0151983+0.0391403j 0.0275528+0.000752313j 0.0141345+0.00711788j 0.0163998+0.00923319j 0.00377832+0.0115912j -0.00664722+0.00374449j -0.0131467+0.00772746j 0.00111839+0.00387569j 0.00120704+0.00995468j 0.003884+0.0103108j -5.66753e-05-0.0101395j 0.00768238+0.0139073j 0.00554257+0.00396919j -0.00297365+0.00317838j -0.00195959+0.00147955j -0.00728954-0.00361614j -0.00561057+0.00174943j -0.00446096-0.00351324j 0.000858291-0.000664659j -0.010503+0.00188362j 2.50114e-05-0.00349623j -0.000963477+0.00679094j 0.00693042+0.0130752j -0.00482338-0.00230296j -0.00053346-0.00868865j -0.00480889-0.00510019j 0.00334355+0.00593407j 4.53882e-05+0.00280446j -0.000720713-0.00646811j -0.000524523-0.00255145j 
0.0103938+0.00448793j 0.0157645-0.00334588j -0.0037712+0.0197979j -0.00044532+0.00650564j -0.00887386+0.00349639j -0.0161932+0.0413398j -0.00352484-0.0077771j -0.004165+0.0102074j 0.0125949+0.0604558j 0.0163862-0.080655j 0.00273942+0.0240679j -0.00973312+0.0170735j 0.0353798+0.0265074j -0.024058-0.00307129j 0.0149134+0.0181041j 0.0292188+0.0369016j 0.0373485+0.0316026j -0.000857404-0.0169314j -0.0558609+0.0125764j 0.0123114+0.0292493j 0.0391221-0.00261821j 0.0415762+0.0122647j -0.0100371+0.0125618j 0.0045896+0.00557905j -0.0245569-0.015955j 0.00158922+0.00964665j 0.0120459-0.00802496j 0.00294397+0.0150336j 0.0185816-0.0119393j 0.0163507-0.000522671j -0.032429-0.00211372j 0.00052745-0.00823607j -0.0139268-0.0042008j 0.00159316+0.00159084j 0.0313657+0.00176074j 0.00659721-0.00108214j -0.00864455+0.00829975j -0.00591591+0.00604589j -0.000407355-0.00383611j 0.00208996-0.000883211j 0.00753748+0.0149756j -0.00645982-0.00199958j -0.00594593-0.00137388j -0.00118265-0.00814306j 0.00382712+0.00164593j -0.0087074-0.00278209j -0.00288074-0.0019928j -0.00371708-0.00153122j -0.00162531-0.00110659j -0.00695814+0.00533793j -0.000584506-0.00675437j -0.00319789+0.000603485j 0.00881983+0.00273878j -0.00186088-0.00205648j -0.000751809-0.0026992j -0.00288943-0.00257145j 
0.0108987-0.00163488j -0.015698-0.00108759j 0.00174249-0.0224458j 0.00664006+0.0210202j 0.00742326-0.0259909j -0.00236623-0.0293754j 0.0135164-0.0318023j 0.00311167+0.00314641j -0.0198273+0.0037081j 0.0152981+0.0177696j -0.0179122-0.0165327j -0.0124628-0.0395879j 0.0197188-0.00844257j 0.0268476+0.00925686j 0.0192664-0.0118944j 0.00937713+0.00131491j 0.00391998+0.0358327j 0.0306366-0.00187392j -0.0875222-0.0563233j -0.0111056-0.00721844j -0.0323694+0.00441809j -0.0390712+0.0118837j -0.00167015+0.0194709j -0.0551603-0.0125491j 0.00545907+0.000798322j -0.000323713-0.0392072j 0.046351+0.0346908j -0.027101-0.0146903j -0.0135072-0.00132358j 0.0041711+0.0085264j -0.0112063-0.0192482j 0.0190534+0.00272093j -0.00664794-0.00611461j -0.00444887-0.00769781j -0.00819153+0.00705574j -0.00616287-0.0105826j -0.00393344-0.0154193j -0.011494-0.00419953j 0.00327437+0.0107848j 0.00974316+0.00292806j -0.0130399-0.00624573j -0.0117225-0.0131251j -0.0100297-0.0160362j 0.0104381+0.00180174j -0.00904085+0.00483356j 0.00288082-0.0083769j -0.000266059-0.00341211j -0.000165885+0.000433874j -0.00920646-0.00330057j 0.00472544-0.00783045j 0.00214357-0.00102991j 0.00172153+0.00713286j -0.0012711+0.000242571j -0.0060093-0.00540671j 0.00334894+0.00646832j -0.000662843-0.0038786j 
0.0178343-0.00021096j -0.00630556-0.00350049j 0.0010647-0.00784726j 0.00176987+0.023825j -0.00182514-0.010652j -0.00592946-0.0178902j 0.00600123-0.0389691j 0.0153976-0.0147778j -0.0154301+0.0720414j 0.035-0.0210241j -0.0135228+0.0216022j -0.0146107+0.0159843j -0.0162092+0.0269113j 0.00363639+0.0457996j -0.00937231+0.000560713j 0.0158943+0.0335127j -0.0666323+0.00497084j 0.0117354+0.015789j 0.0283358+0.0290752j -0.0766278-0.0112539j -0.024257+0.0140816j -0.0136601-0.00908556j -0.0168308-0.0181538j 0.0117318+0.0200311j 0.0520763-0.00333349j -0.0098919+0.00737172j -0.0171659+0.00654725j 0.0214201+0.0165953j 0.000154657+0.000760688j -0.00267977+0.0078293j 0.0310558+0.0141106j 0.00390614-0.000499822j -0.00608745+0.00378381j 0.027734+0.0209651j 0.00492897+0.0184867j 0.0125446+0.0246959j -0.00763543-0.0131005j 0.00350471+0.00701442j -0.0178895-0.00838441j 0.0062656+0.00469335j -0.0224351+0.0037405j 0.00414353-0.00562426j -0.00613697+0.00857676j 0.0148912+0.00287644j -0.00979561-0.0154276j -0.00435075-0.00347797j 0.0117196+0.00945103j 0.0126901+0.0188124j -0.00553523+0.018603j 0.00310934+0.00448389j 0.00784097-0.00150153j 5.84344e-05-0.00641195j -0.00292853+0.000852j -0.0090934-0.00131019j 0.00263017-0.0032366j 0.00262539-0.00315788j 
-0.00960762-0.000960167j -0.0119948+0.000594969j -0.00865914-0.0188871j 0.00883035-0.0135836j -0.00375216+0.00545742j 0.00120609-0.0315365j 0.00299341+0.012594j 0.0174309-0.0077002j -0.00363059+0.0418185j 0.0269425+0.000988196j 0.0135199+0.0318359j -0.0163803+0.0123659j -0.0175715-0.0014391j -0.0181085+0.013793j -0.0862137-0.0172057j 0.0132682+0.0167399j 0.0129209+0.0159958j -0.0514153+0.00409098j -0.00292088-0.00805459j 0.0518616+0.00405341j 0.000270716+0.0169718j -0.00837426-0.0213071j 0.00286772-0.0107129j -0.0219592-0.00794904j 0.00295308+0.00373192j 0.00868523-0.0220922j 0.027861+0.0164188j 0.016243+0.00364121j -0.00499424+0.00193972j 0.0109691+0.0058579j 0.00704779+0.00168612j 0.0182703+0.0142245j 0.0112107+0.00240289j -0.0015224+0.00411671j -0.0236344-0.00196186j -0.010616+0.0065482j -0.00220128-0.0223108j 0.000318314-0.00745184j -0.00310992-0.00199587j 0.0133667+0.0106502j -0.00950876-0.00837636j 0.000133252-0.00747008j -0.00521195-0.00177427j 0.00320351+0.00838251j -0.00370579-0.00484474j 0.00905132-0.00401327j 0.00574616+0.0100394j 0.000704091+5.70827e-05j -0.0016411-0.00217502j 0.011178+0.00658937j -0.00280494-0.00201593j -0.00370739+0.000415963j -0.00437068-0.00275316j -0.00093943-0.00337057j 0.000244263+0.00252007j 0.00387327+0.00249255j 
0.00703482+0.00335778j 0.00579488-0.000775316j 0.00899581+0.00298561j 0.0012408+0.012502j 0.000182129-0.0278413j 0.00215361+0.0142571j 0.00882782-0.0257191j -0.00839555+0.0429009j -0.0389032+0.00775563j -0.00884695+0.0822894j -0.0200379+0.042068j -0.0308329+0.0869132j 0.00630574+0.00619116j -0.021531+0.013253j -0.00486907-0.0252005j -0.0254357-0.0503531j 0.0366437+0.0200116j 0.0162837+0.030683j -0.0288842+0.0310203j 0.0386123+0.01365j -0.0192659+0.026919j 0.0368947+0.0179747j -0.0483807-0.0327752j 0.0153975+0.00250952j 0.0151387+0.0291445j -0.014154-0.0181375j -0.0204103-0.0189488j 0.0111984+0.00543569j -0.00020309+0.0052324j 0.0448148+0.0109038j -0.00289676+0.00879632j 0.0209426+0.0180427j -0.00889312-0.00505885j 0.00791491+0.0159925j 0.0113398+0.00182419j -0.00281349+0.0117641j 0.00757987-0.0204003j -0.0113438+9.29636e-05j -0.0156105-0.0141125j -0.000467215+0.00627802j -0.0136374-0.015367j 0.0112777+0.0100578j -0.0153285-0.00186304j 0.0116265+0.00738363j 0.00439166-0.00244438j 0.00184199+0.0032213j 0.00537342+0.0157215j 0.00106991+0.00421416j -0.00838401-0.00396655j -0.00211123+0.00844519j 0.00490508-0.000174645j 0.00190733-0.000476644j 0.000599343-0.00208849j -0.00312085+0.000121471j 0.000319687-0.0023154j -0.000347281-0.00151633j 
0.0191236-0.00173588j -0.00923664-0.00428172j -0.016673+0.000824386j -0.00264791+0.0122278j 0.0115716+0.0189805j -0.00944498+0.0165168j -0.00593096-0.0136927j 0.0028226-0.0690347j 0.0275238-0.0473998j 0.00531404-0.0110122j -0.0286606+0.00572958j -0.00666116-0.0416041j -0.00204342+0.0170244j 0.00103432-0.0408339j -0.0391895+0.0212367j -0.00622365-0.0335276j 0.0416996-0.000255708j 0.0186881+0.00390366j 0.0506967-0.00764379j -0.0164032+0.00564916j 0.0655768+0.00350946j -0.0272065-0.000796251j -0.0454387-0.0134823j -0.0102451-0.00431559j 0.00498682+0.00857585j -0.0243157+0.00160933j -0.028471-0.0355942j -0.0139932-0.0200553j -0.00148448+0.00200156j 0.0190907-0.0078395j 0.00650031+0.00101312j 0.0237575+0.00339544j -0.0140885+6.35666e-05j 0.0352973+0.00208049j 0.0125863-0.00601689j 0.0184435+0.00516845j -0.0213749+0.00681946j -0.011884-0.0160851j -0.0234175-0.0101647j 0.0079648-0.00495131j -0.00177819+0.00982077j -0.00420809+0.0155844j 0.00759756+0.0097282j 0.020995-0.00663048j -0.0162127+0.00624164j -0.000229723+0.00195452j 0.00449749-0.000817361j 0.00183659-0.00588988j -0.0109223-0.00715143j 0.00822393+0.00190469j 0.00593665+0.00622053j -0.00220164+0.000153398j 0.000513011+3.12579e-05j -0.0070325-0.00101214j 0.00578755+0.00166311j 0.00111783+0.00201212j 
-0.000989256+0.00236249j 0.0102927+0.000745003j -0.011207+0.0164793j 0.00176272-0.0061187j -0.00254546+0.0108964j -0.0165948+0.0157847j -0.00453976+0.0381103j 0.00342823+0.0146875j -0.00126562+0.0538861j -0.00594833-0.0253379j -0.0218892+0.0163702j 0.0138539-0.00395576j -0.0304776-0.0394722j 0.0646335+0.039239j -0.0191039-0.0105222j -0.0723844+6.60548e-05j 0.0351577+0.0138598j 0.00205363-0.00145186j 0.0438066+0.0234462j 0.0690258+0.0100469j 0.0231351+0.0131142j 0.0110174-0.0208641j 0.0177151+0.0143274j 0.00390908+0.0121204j -0.00493445-0.00199366j -0.0403232-0.0194385j -0.00332037+0.019071j 0.0129595+0.00844848j 0.000986267+0.00071539j 0.0369167+0.0111848j 0.00271476+0.00240454j 0.0162213+0.00812032j -0.00807808+0.00412744j -0.00368345+0.0034298j -0.00306177+0.00388605j -0.0136227+0.000774898j -0.00711938-0.0117171j 0.00404151+0.00403625j 0.00338517+0.00665319j -0.00139427+0.00436604j -0.00322788-0.00176769j -0.00555356-0.0103284j -0.0080331-0.00162226j 0.0130045+0.016761j 0.00383257-0.0039855j -0.000745889-0.004303j 0.00261139+0.00996597j -0.00669657-0.00243669j -0.00117777-0.00216971j -0.00369068+0.00232857j -0.00482074-0.00597347j -0.00371293+0.00393987j 0.00473609-0.00157492j -0.00175162-0.00333932j -0.000586455+8.16159e-05j -0.00112345-0.000718863j 
-0.00660272-0.00461927j -0.00294925+0.000897127j -0.0126581+0.00834124j -0.00998369-0.00639483j 0.00662082+0.013524j -0.00246621-0.0241839j -0.0399638+0.020846j 0.0109548-0.120843j 0.0162568-0.0257366j -0.0154866+0.00147215j 0.000744734+0.0164103j -0.00406518-0.0116717j 0.0303448+0.0643944j 0.0466108+0.0184547j 0.00243386+0.00880263j 0.0150884+0.0228022j 0.0174237-0.00708471j -0.00592039-0.0211204j -0.0258213-0.0186745j 0.0324021+0.0145689j -0.0638371-0.0243814j 0.0400103+0.0263903j -0.0103112-0.00203947j 0.0261042+0.00292867j 0.00736539+0.0256229j 0.0253653+0.0075066j 0.0129097+0.0223887j 0.0298545+0.0290201j -0.00733255+0.000393428j 0.0244413+0.0188842j 0.0166233+0.0163095j 0.00600295+0.00307467j 0.00569004-0.000781679j -0.00387195+0.00273339j 0.00771737-0.00505036j -0.0129963+0.00537068j 0.0200635-0.00362382j 0.0111559+0.00814796j -0.00601968-0.0126225j 0.00138014+0.00399258j -0.00601982-0.00152378j 0.0132251+0.0101194j -0.0115868-0.00889896j 0.00710822+0.00290784j 0.0039384+0.000738205j 0.0108932+0.0119832j 0.0101557+0.0151401j 0.00463043+0.00830835j 0.000117263+0.0062284j 0.00711932+0.00469431j -0.00773974-0.0130348j 0.000258503+0.00031299j -0.00464023-0.00486949j 0.00113239-0.00110837j -0.00377245-0.00905001j 0.00389119-0.000779536j 
0.00361863-0.00212279j 0.00588424-0.00853235j 0.00341625-0.0022449j 0.00562312-0.0206998j 0.000905728+0.00150988j 0.0366352+0.0409733j 0.0179188-0.172042j 0.046575-0.0257409j 0.0180942-0.0168636j -0.0294896-0.00726627j 0.00375453+0.0169877j -0.00356897-0.00454668j -0.0418194+0.0717791j -0.00924581-0.000218912j 0.0163923-0.0191478j -0.0207606-0.0104695j -0.00610003+0.0145918j 0.00949576-0.00129646j 0.0131965+0.000858668j 0.00446823+0.00212717j -0.00341719-0.0150578j -0.00211872-0.00989716j 0.0101523-0.00117812j 0.0186594+0.0118247j -0.0118107+0.00974954j -0.00858474+0.00256583j -0.0156366-0.014317j -0.00171989-0.00264579j -0.00537518+0.00383024j -0.00469366+0.00189994j -0.00397601+0.00517555j -0.00943363+0.0113131j 0.00168948+0.00487442j -0.00255284+0.00361963j 0.00251652-0.0103361j -0.00340457-0.00433671j 0.0102072+0.00416523j 1.08869e-05+0.00283935j 0.00321359-0.00518798j -0.00683277-0.0032282j 0.00112997-0.000987338j -0.00316929+0.0063384j -0.00141181+0.00880675j -0.00264206+0.00518824j 0.000587405-0.00267967j -0.00291474+0.00758174j -0.00564757-0.001711j -7.56031e-05+0.00323824j -0.000933146+0.000370797j -0.00437691+0.00138864j 0.00258345+0.00151159j 0.00272868+0.00111354j -0.000940096-0.00671763j -0.00166276+0.000409364j 0.000720015+9.38178e-05j -0.00108789+0.00436836j 
0.0115627-0.00578034j -0.00432639+0.000925506j -0.00429299+0.0046803j 0.00914186+0.00423158j -0.0376047-0.0291809j 0.0275127-0.164513j -0.0443117-0.0327335j 0.0098238-0.0190223j -0.0233257+0.00402239j 0.00688806-0.038184j -0.00941429+0.000227554j 0.0529742-0.0306781j 0.0223617-0.00246002j -0.0372509+0.0148119j 0.000599287-0.0144172j -0.0236704+0.0154819j 0.00119621+0.0247762j 0.0224631-0.0145716j 0.0373632-0.00151374j 0.00104779+0.0119297j 0.0210003-0.00289608j -0.0043865-0.00850611j -0.0307374-0.000669652j 0.00257181+0.00230452j 0.00092271-0.00842294j 0.00375907+0.00672058j -0.0354756-0.00900297j -0.0127544-0.000360105j 0.0107635+0.00254276j 0.00185251+0.000238148j 0.000964785+0.00821671j 0.0130821+0.000579878j -0.00952529-0.00742726j 0.0126056-0.00705437j -0.002912-0.00176664j 0.00855112-0.00550425j -0.00615708-0.00684434j -0.00696043-0.000460263j -0.0119558-0.00207767j 0.000794481+0.00494999j -0.00361432+0.00658386j 0.00631412+0.00508458j 0.00780964+0.00709851j 0.00128738+0.00202716j -0.00551846+0.000467209j -0.00166063+0.00336829j -0.00108837+0.00237648j 0.00100765-0.00466837j -0.0013482+0.000287881j 0.00147498+0.00347388j 0.00942887+0.00404594j -0.00345751-0.00647429j -0.00181579+0.00118624j -0.00118756+0.00682729j 0.00369636-0.00188918j 0.00112141+0.00330342j 
