9.52968e-05+0.00469359j -0.00785915-0.00432099j 0.0048229+0.00338723j 0.00014539-0.0010496j -0.000219408-0.00245522j 0.000354655+0.00395482j 0.00724582+0.0272091j -0.00084597-0.00403289j -0.00138693-0.0142682j 0.00607304+0.02016j -0.00119279-0.00496886j 0.00138351-0.00360876j 0.00221547+0.0062853j 0.000289267-0.00262356j 0.00232625-0.00312409j -0.0109225+0.0323093j -0.0010829+0.0179018j -0.00404413-0.00454719j 0.00260809-0.0128407j -0.00505839+0.00409244j 0.00307605+0.00328091j 0.000604565+0.00630339j -8.22863e-05+0.00123471j -0.000129878-0.00133237j -0.00124716-0.00364019j 0.00121507+0.00235413j 8.04995e-05-0.00621713j 0.00556151+0.000929486j -0.00202378-0.00345333j -0.00029952-0.000688675j 0.000868382+0.00248437j -0.000973168-0.00400118j 0.000738405-0.00373366j -0.00259019+0.00193218j 0.000108296+0.00584473j -0.00199374-0.00822829j -0.0126995+0.00132557j -0.002789+0.00347852j -0.000509635-0.000221612j 0.00142744+0.00398709j 0.000838836-0.00383173j -0.00594296-0.00496309j -0.00787336+0.00241601j -0.00355019-0.00106178j -0.00825655+0.00334379j -0.00324041-0.00490873j -0.00304193-0.00670065j -0.0052584+0.00346622j -0.00792881+0.00494346j -0.00146552+0.00073664j -0.00131761-0.0018013j -0.00996644-0.00294659j -0.00675446+0.00353667j -0.00096216+0.00376498j -0.00214657+0.00403531j 0.000684194-0.0102161j 0.0169816+0.000940046j -0.00455636-0.0043531j 0.00182782-0.0112413j 0.00215789-0.00779918j -0.00169393-0.000873305j -0.00218742-0.00346392j -0.00151329+0.000808962j 0.000334844-0.000882082j -0.00181962-0.00137463j -5.91109e-05-0.00145133j -0.000111385-0.00111504j 0.000124781-0.0016279j -0.000829195+7.10149e-05j 2.0426e-05+0.00374071j -4.92295e-05+0.00117153j 0.000870149+0.00158234j 0.000451837+0.00485029j 0.0011341+0.000876159j -0.00043747+0.00295639j 0.00432788+0.00316299j -0.000836141-0.00257123j 0.00066943-0.000570004j -0.00291824-0.000312986j 0.00109968-0.000328552j 0.0020672-0.00130684j 0.00132054+0.00122498j -0.00534947+0.00582055j -0.00111897+0.00210299j 0.000612139-0.000536148j -0.000652901-0.00193482j -0.00327788+0.00157622j 0.00496187+0.00419004j -0.00286162-0.00200392j 0.00143408-0.000156816j 0.00104985-0.00181663j -0.00118928+0.00285186j -0.00413806+0.00433275j 0.00239913+0.00598088j 0.00531544-0.00246739j 
-0.0115336-0.00239125j -0.00785866+0.00239361j -0.0145411+0.00422709j -0.0260832-0.00431894j 0.00394402-0.00728114j 0.0273303-0.00715103j -0.0182813-0.00793293j -0.00564099-0.0119197j -0.0226864+0.00110758j -0.00710552+0.007224j 0.00700154+0.00370953j 0.0230405+0.00106836j -0.00768076+0.00487163j 0.000817822+0.00932892j 0.00730829-0.00646301j 0.0093751-0.00240817j -0.00141101+0.00952436j 0.0124977-0.0161581j 0.0150235+0.000617728j 0.00352157-0.00179019j 0.00512181+0.00275486j 0.00052153+0.00982677j 0.00433628-0.000891631j -0.00229895+0.00402548j -0.000136918+0.00172356j 0.0110964+0.0145975j 0.00765245+0.00396132j 0.000106994+0.000944088j -0.00347093-0.000323815j -0.00275957+0.00499581j -0.00613967-0.00341017j 0.000106677+0.00235238j 0.00389815+0.00425675j 0.00174538+0.00404399j 0.00761723-0.00632103j 6.26917e-05-0.00265288j 0.00258789-0.00720015j 0.000850365+0.00619168j -0.00390436+0.00287673j -0.00580945+0.00175663j -0.00313573-0.00289518j 0.00909683+0.00403616j -0.00479947+0.0105822j 0.000741691-0.00329478j 0.001273-0.00256344j 0.00173118-0.000413031j 0.00104581-0.00424054j 0.00364709-0.00245764j 0.00495272-0.00121303j -0.0035414+0.00423723j -0.00256818+0.000714985j 0.00296969+0.000168701j -0.00469336-0.00290481j 0.00442863-0.00515829j -0.00192416+0.00065508j 0.00304151+0.00428119j 0.00457463-0.0011202j -0.00017555-0.00394559j -0.0134083-0.00508513j -0.00055176+0.000448616j 0.00150671+0.00913733j -0.00077156-0.00208191j 0.00118925-0.00251222j -0.00413763-0.000120227j 0.0107003+0.00687623j 0.00613258+0.0036357j 0.00190736+0.00285985j 0.00396025+0.00409418j -0.00486452-0.00250198j 0.00177391-0.00110256j -0.00443507-0.0021812j -0.001604+0.00285685j -0.00124578-0.00201333j 0.00368275-0.00127229j 0.00158635-0.00350921j 0.00492343-0.00266423j 0.000384309-0.00211701j 0.000532162+0.00292943j 0.00129532+9.74092e-05j 0.00153232+0.00265018j 0.00595581+0.00315547j -0.00105116-0.00166186j -0.00591393-0.00198791j -0.00638167+0.00124017j -0.000128634-0.00166397j -0.00352883-0.00181608j 0.00356627+0.000703436j 0.00283899+0.000213304j -0.00140501+0.00148138j 0.00315216-0.000120993j 0.00368565+0.00285197j -0.00101205-0.000230059j 0.000346588+0.00162161j 0.00109951-0.00215831j 0.00339147-0.00521862j 
0.00377412-0.0201819j -0.0072179+0.0174669j -0.00186481+0.0010043j 0.0106075-0.0139893j 0.00959057-0.00888177j -0.0119356-0.0153346j 0.0109747+0.00902592j 0.00475044-0.00192031j 0.00764079+0.0158322j 0.00157997+0.000531116j -0.00193262-0.00565342j -0.00462607-0.00370632j -0.00325625+0.00228853j -0.0032063+0.00579729j 0.00503225+0.000757717j -0.00078134-0.000949823j -0.0119926-0.00581181j 0.00876831-0.00705378j -0.00292121-0.0074392j -0.0047121+0.00191566j -0.00105972+0.015944j 0.00169818-0.0106722j 0.000274184+0.00372188j -0.0011914-0.00355801j -0.0035389-0.00402112j -0.00968791+9.61568e-05j -0.00298865+0.00246627j -0.000139718-5.6514e-05j 0.00115045+0.00160281j -0.000534454-0.00623759j 0.00107124-0.0208369j -0.00318862+0.00488547j 0.00219939+0.00294057j 0.00319514+0.00307972j -0.000359591-0.00366242j 0.000406325-0.0151398j 0.00184521-0.00406554j 0.0038615-0.000757899j -0.000452094+0.00184933j 0.000369138+0.00642817j -0.00375556-0.00143194j 0.00034443-0.00432762j 0.0018463-0.00188134j -0.0040458-0.00244877j 0.00620714+0.00297645j -0.00422312-0.000298373j -0.0042207+0.0106615j -0.00542102-0.00992685j -0.0014767-0.00458401j 0.0026619+0.000221791j 0.00449034+0.00668547j 0.00174348+0.00518694j 0.00536415+0.00407043j 0.00404871-0.00360153j -0.000573877-0.00671328j -0.00529392+0.00085389j 0.00488691+0.00329984j 0.000327535+0.000646651j 0.00748354+0.000567957j -0.00107856-0.00606004j -0.000243952-0.00771808j 0.000435661-0.0106415j 0.0033215+0.00431988j 0.00133997-0.00173018j -0.000435417+0.0100709j -0.00138512+0.00428758j 0.0012058-9.12123e-05j 0.00192479-0.00407979j 0.000124765-0.00238103j -0.00135665+0.0012963j 0.00059169+0.00143646j 0.00120792+0.0031272j -0.00146982-0.00435651j 0.000630556-0.000689071j -0.000377297-0.00301894j 0.000869813-0.0049115j 0.00173837-0.00215671j 0.000213243+0.00398692j 0.00335704+0.00442274j 0.00138986+0.000102526j -0.00210438+0.00680629j -0.00345718+0.00187836j -0.00821605+0.00688665j 0.00207675-0.00406975j -0.00286243-0.00105026j -0.00522416+0.00129691j -0.010763+0.00632853j 0.00834895-0.0050714j 0.00174748+0.000489338j 0.000713853-0.00066211j 0.00228094-0.00318185j -0.00397516+0.00538473j -0.000605166+0.00390334j -0.000158183-0.00175668j -0.00677827+0.00571579j 
-0.00375484+0.0278776j 0.000270192-0.0151828j -0.00213505-0.00424768j -0.00845195+0.0156127j -0.0145854+0.0129971j 0.00455134+0.0171347j -0.00330781-0.0124092j -0.00309772+0.0141835j -0.00459789-0.0314184j -0.00185579-7.52734e-05j -0.000157031+0.00506842j 0.00647086-0.0154964j -0.000532825-0.00924099j 0.00392453-0.00748378j -0.00140872+0.00920664j 0.00550624-0.00249037j -0.0174534+0.0101998j 0.00581107+0.013083j 0.00605593+0.000991021j -0.0124474-0.00788562j 0.00540073-0.00548898j -0.00324507-0.000429583j 0.000592197+0.00232663j -0.00129649-0.00577519j -0.00743565+0.0138655j -9.84206e-05+0.00405847j 0.00423845+0.00313553j -0.00115265+0.00210955j -0.00234907+0.00349891j -0.00243535+0.0024431j -0.00276253-0.00628581j -0.00224011+2.10259e-05j -0.00049738-0.00966273j -0.00477997-0.00116327j 0.00793836+0.000699744j 0.00385735-0.00183701j 0.00406643+0.00676207j -0.00457847+0.000496208j -0.00428664+0.00427082j 0.0018385-0.00806667j 0.000128481+0.00887938j -0.000372418-0.00249362j -0.00106816-0.000329447j 0.00460718+0.00476197j -0.00361833-0.00458307j -0.000758839+0.000981973j 0.00283805-6.19043e-05j 0.00511602+0.00400497j 0.000382685-0.000444748j -0.00172142+0.0014349j -0.00357796-0.00306239j -0.00538923-0.00787396j -0.00256259+0.00457694j -0.00632683-0.00175852j 0.00341272-0.00431153j 0.00402322-0.000667618j -0.00197755-0.00917588j -0.00120203-0.00629952j 3.10059e-05+0.00135526j -0.000594244+0.00566193j 0.00236852-0.00835565j -0.00235693-0.0032194j 0.00680734+0.00754425j 0.000319684-0.00262892j 0.00209948-0.00222721j 0.00022668-0.00275824j -0.000439251-0.00150481j 0.00200006-0.00189364j 0.000890452+0.00349281j -0.000757382-0.00143779j -0.0045264+0.00377167j -0.0075179+0.000383571j 0.00357241+0.00275061j 0.00241237-0.00327472j 0.00449308-0.00266832j 0.00293669-0.00251452j 0.0013924+0.000597477j -0.0045809-0.00100051j 0.000559766-0.00165461j -0.000982468-0.00327731j -0.00305469-0.00163435j -0.00222438+0.00274125j -0.00380747+0.00456406j 0.00400939+0.000961281j -0.00565714+0.00309942j -0.00485022-0.00174969j -0.00311977+0.00368656j 0.00236887-0.00112161j 0.00140361+0.000607182j 0.00183828-0.00257011j 0.00171252-0.00175847j -0.000130668+0.000767952j 0.00048719+0.00357812j 8.89905e-05-0.000411782j -0.00289105+0.00478121j 
0.00284855-0.00245646j 0.0058968+0.000299369j 0.00712333+0.00111192j -0.00934558+0.00757637j -0.0134733+0.000518164j -0.0151513-0.00144023j -0.00323238-0.00595664j 0.0178494-0.000171615j -0.0209713-0.00243295j -0.00101722-0.00606779j 0.0026383+0.00831067j -0.0163902+0.00821759j -0.0179881-0.00932288j -0.00332441-0.00677017j 0.0308995-0.000252407j -0.00629936+0.00821357j 0.0141643+0.00448005j -0.0249571+0.00641024j -0.00597743-0.00753953j -0.00019991+0.00672107j 0.000218881+0.0032686j 0.00249444-0.000540272j -0.00369231-0.00378377j 0.00720461+0.0173571j 3.31965e-05-0.0124815j 0.00763769-0.00621063j 0.00543838+0.004022j -3.0353e-05-0.00224668j -0.000736981-0.00299874j 0.00505146+0.000612904j -0.000568384-0.00957293j 0.000346153-6.79822e-05j 0.001192-0.00163928j 0.00112465-0.0020765j -0.00342089+3.17465e-05j -0.00517584-0.00599698j -0.000276287-6.45585e-05j -0.00878811-0.00121881j 0.000320173+0.0112457j -0.00231155-0.00374375j 0.0104812+0.00848145j 0.00989496+0.00270937j 0.00110541-0.00285534j 0.00341988-0.00354629j 0.00566381+0.00112915j 0.00590991+0.000112402j 0.00212063-0.0041629j 0.00113085-0.00189942j 0.00300689+0.00165045j -0.00257247+0.00233565j -0.00661301-0.00206812j -0.00395702+0.00252673j -0.00171174+0.00788899j 6.74954e-05+0.00545959j -0.00672172-0.00756054j 0.00131074+0.00316631j -1.4766e-05+0.00207561j -0.00204178+0.000380501j -0.0047742-0.00559273j 0.00103987-0.00302735j -0.00195764-0.00452189j -0.0026664+0.00146467j 0.00567695+0.00332154j -0.00106715-0.00363434j -0.00272695+0.00520717j 0.00108771+0.00369813j -0.00114196+0.00365278j -0.00104557+0.00463802j -0.00155434-1.1702e-05j 0.000725523-0.00256351j -0.00195771+0.00212369j 0.00484812-0.00558777j -0.00168285+6.3021e-05j -0.00154846+0.00485749j 0.00127668-0.000718852j 0.0024418+0.00142701j -0.000893498-0.00139212j 0.00123076-0.0044807j 0.00412353-0.00988814j 0.000823466-0.00314325j 0.00139574+0.00261287j 0.00213008-0.00115945j 0.00321769-0.00876932j -0.00158036-0.00584453j 0.00492753-0.00803348j 0.00188809-0.00341156j -0.00097536+0.00573313j -0.000812957+0.000496955j -0.000443577-0.00117059j -0.000593876+0.00108553j -0.00242469-0.00114546j 0.00291187-0.00212674j 0.00534791+0.00193109j 0.00283678-0.00608554j -0.00540331-0.00291019j 
0.0113017-0.00335796j -0.00524319-0.00525354j 0.00795163+0.00311407j -0.00256745-0.00417432j -0.0125738-0.00361618j 0.00770301+0.000345579j 0.00469866+0.00253687j 0.00631399-2.70957e-05j -0.0207582-0.0141928j 0.0174503+0.0100811j -0.00737031+0.00256474j -0.00454901+0.00541078j 0.0170675+0.00185113j 0.00843199-0.00550808j 0.00200298+0.00485597j -0.0242473-0.0147079j -0.0247819-0.0267102j -0.0083686+0.0204776j -0.00759233-0.010382j -0.0261176+0.015033j -0.000784574+0.00313581j -0.00462021+0.00595657j 0.00345305-0.00145378j -0.0209418+0.00422764j 0.00790698+0.00199526j -0.00702189+0.00835261j -0.00104375+0.00334683j 0.00225161+0.000464695j -0.00343335+0.000112803j -0.00319377+0.00711894j -0.000888822+0.000472816j 0.00537044-0.00374608j -0.0069147+0.0109893j -0.0123754+0.00514368j 0.00766076+0.000206004j 0.00477688+0.00767692j 0.00540616+0.00391737j 0.000719127+0.00327393j -0.017134-0.00988527j 0.00399557-0.00246116j -0.00849505+0.00985834j -0.00534243+0.00178758j 0.00669874-0.00252059j 0.00423454-0.000615746j -0.000165054-0.00278187j -0.00147845-0.00564439j 0.000582043+0.00557168j 0.00179923+0.00053565j 0.00376701-0.00737737j 0.00160563+0.0024119j 0.00338229+0.00354132j 0.00214054-0.00106372j -0.00316254+0.00178518j 0.000157565+0.00206385j -0.00139341+0.00471752j 0.000884128-0.000155496j 0.00594183-7.80105e-05j -0.00559571+0.00250377j -0.00124531+0.00249886j -0.000128099+0.00202865j -0.00378241-0.00617832j -0.00355261-0.00499972j 0.000755206+0.00876778j -0.00240411+2.89244e-05j 0.00801881+0.00586455j 0.00113424-0.00144412j 0.000129404-0.00227235j -0.00265186-0.00155j 0.000685406+0.00168454j 0.00140608-0.0020531j 0.00355128+0.00400487j -0.00100427-0.00174842j -0.00364365+0.000761285j 0.00175915+0.000754136j -6.21769e-05+0.000141625j -0.00278752+0.00040388j -0.0018097-0.00425725j 0.0040576+0.00066192j 0.00210668+0.000721791j 0.00101526+0.00116749j 0.00661548-0.0058533j -0.00270915-5.21349e-05j 0.00441935+0.00586303j 0.0042175+0.00527548j -0.0113524-0.00374352j -0.00508211-0.00484233j -0.00423575+0.00384046j 0.00332243+0.000360022j 0.00772535+0.000770297j -8.32798e-05-0.00011347j 0.00188551+0.00153802j -0.00214249-0.000861614j -0.00424253+0.00112081j 0.00690715+0.000812988j 0.00402558+0.00565514j 
0.00447318-0.000142213j -0.00499879+0.00520367j -0.00181377+0.00124074j -0.0042017-0.0107014j -0.000351174-0.000953536j -0.0053258+0.0181096j 0.000599819-0.00673894j 0.00124492+0.00439703j 0.00518318-0.0164257j 0.000633566+0.00195679j -0.00458294-0.00680556j -0.0157298-0.0129601j -0.00353492+0.00724585j 0.00829649+0.00172353j 0.00338782+0.00682086j 0.00187483-0.0171557j -0.00278244+0.0176633j -0.00423526-0.0180706j 0.00789078-0.00820676j 0.000261326+0.000522634j -0.00219237+0.00422106j -0.00228906-0.00575391j 0.00149059-0.00135978j 0.00390478+0.0013826j 0.00958128+0.0121391j 0.0132497+0.0135138j 0.00689621+0.0151063j -0.00048826+0.000270818j -0.00563232-0.00275896j -0.00108474+0.00229686j -0.012048-0.0121394j -0.00141832-0.00420005j 0.00257224+0.00133328j 0.00510864+0.00259873j 0.00190453-0.000592837j -0.00225293+0.00178155j 0.00378763+0.00141459j -0.00146185+0.00143981j -0.00680281-0.00873738j 0.00030507-0.00177861j -0.00398614+0.00227568j 0.0117545+0.00125706j -0.00278036-0.000826183j -0.0026983+0.00174129j 0.000504875-0.00910724j 0.000871585-0.0132362j -0.0022627+0.00337125j -0.00395854+0.0089205j 0.00118074+0.00389176j 0.00327894+0.00181353j -0.000439045+1.39854e-05j 0.00627542+0.000639576j -0.00303355+8.04075e-05j -0.00498583+0.00180678j 0.00257293-0.0075638j 0.00369258-0.00384428j 0.00478111-0.000501262j -0.00878946+0.00384288j -0.0104519-0.00302374j 0.0050955+0.00127321j 0.00480944+0.0061157j 0.00515908-0.00462787j 0.00169296-0.00244034j -0.00113133+0.00103395j 0.00295945+0.00288718j -0.00160348+0.000697547j -0.000629321-0.00137052j -0.00171221-0.00378662j 0.000775078+0.000551659j -0.000976474+0.000481642j -0.00303946+0.00581323j -0.00142442-0.000167991j -0.00129616-0.00413634j -0.0010963+0.0003645j -0.0037696-0.00209674j -0.00121182-0.00558551j 0.002326+6.72121e-05j -0.00544396+0.00580495j 0.000142067+0.00291666j -0.00590408+0.00196824j -0.00129386+0.00643606j 0.00346486-0.00246228j 0.00259899+0.00824929j -0.00164075+0.00909013j -0.00341443-0.00543852j -0.00463588+0.00154557j 0.00446432-0.00347639j -0.00249887+0.00229669j -0.00219295-0.00401178j 0.00146726-0.000742521j 0.00277497+0.00105595j 0.00155056-0.00147559j -0.000955103-0.00039541j 0.00355442-0.00324433j 0.00404044-0.00593071j 
0.00360937-0.00364542j 0.0126714-0.00401085j 0.00552481-0.00212679j -0.0151667-0.00226567j -0.00998071-0.00582096j 0.0294182-0.0163929j -0.00291566-0.00471533j 0.000450739+0.00700954j -0.00883288-0.00483248j 0.0103657-0.00575097j -0.00748775+0.00929948j -0.00392005+0.00942162j 0.0177867-0.0148347j 0.000957721-0.00121781j -0.00548405+0.00667266j -0.0151752+0.012993j -0.000620737-0.00621559j -0.000486127-0.0142278j -0.011626+0.00864881j -0.0148397+0.010147j 0.00126379-0.0195671j 0.00687359+0.0104146j -0.00506592-0.0118249j 0.00842392-0.00299533j 0.0121964+0.00273581j 0.0157903-0.00125116j 0.0161035-0.00250459j 0.000510404+0.00116828j 0.00110572-0.00158517j 0.00492291-0.0078201j -0.0139497+0.00247685j -0.00710397+0.00224177j -0.00275209-0.00121068j 0.00361899-0.00119938j 0.00138418+0.0106189j -0.00209348+0.000769987j 0.000891453+0.00484971j -0.00282924+0.00567225j -0.00459314-0.00113645j 0.00273471-0.0021683j 0.00467414-0.00672448j -0.00909889-0.0160726j 0.00458428-0.011605j 0.00168574+2.08335e-06j -0.00576525-0.00137598j 0.00046833+0.00520772j 0.0014719-0.00142381j 0.00031723-0.000711845j 0.00135892-0.00146905j 0.00546495-0.00408167j 0.00542621+0.00142194j 0.00307198-0.00487141j 0.0104636+0.00280852j 0.00212498+0.00180771j -0.00307805+0.00119236j -0.00156648+0.00864705j 0.000912337-0.00214916j 0.00288761+0.00161498j 0.00362838-0.00078718j 0.00530774+0.00161794j -0.000468763-0.000376163j -0.00191785+0.00307842j 0.00026201-0.000719824j 0.00196592-0.00129382j -0.000848235+0.00795619j -0.00210457-0.00148748j -0.00164035-0.00465058j -0.000993471-0.00444463j -0.00209709+0.000193259j -0.000967056+0.0028216j -0.0046173+0.00176799j 0.00169308+0.00846022j -0.00215357-0.00555969j 0.00181498-0.00223287j -0.0012171-0.00771666j -0.00732072-0.00750879j -0.00346331-0.00338839j -0.00553382+0.012594j -0.00155631+0.00669205j -0.0055206+0.00641249j 0.00852013+0.00280286j -0.00189649-0.00182279j 0.000431492+0.0105262j -0.00338658+0.00337142j -0.00291346+0.00286084j -0.004483+0.00441499j 0.00616366-0.00480977j 0.00363597-0.000628237j -0.000421123+0.00285462j -0.00161111-0.000719335j -0.00236086+0.00123947j -0.00249554-0.0023544j 0.00252976-0.00142587j 0.0015476-0.00589132j 0.0015712+0.000108576j 
-0.00693613+0.00338286j -0.00138891-0.00160837j -0.000922275+0.00145103j 0.00271089+0.0117402j 0.0117499-0.00177342j -0.00264655-0.010451j -0.00412875+0.00532511j -0.00509658+0.000796237j 0.000272428+0.00706658j -0.0074347-0.00364887j 0.00689262-0.00137611j 0.0133032-0.000640826j -0.00441618-1.36538e-05j -0.00400187-0.00254085j 0.00200588-0.00475358j 0.00440797+0.00155944j 0.0215785-0.00463906j 0.000758007+0.00477291j 0.0123553-0.00124779j 0.00745327-0.00519269j 0.00784913-0.000929561j -0.00805923+0.0050175j 0.000130186+0.00240297j 0.0115967+0.000431182j -0.0206584-0.0148516j -0.0170623-0.0185692j -0.012681-0.0154214j -0.00229868-0.000510971j -0.00504446+0.00441412j 0.00321896+0.00500747j 0.00656707+0.0162011j 0.00653401+0.00360066j 0.00541428-0.000610881j -0.0103388-0.00445165j -0.0100255-0.00917103j -0.00625311+0.00256873j 0.000183338-0.0019619j 0.00256721-0.00182429j 0.0157185+0.00307081j 0.000710071-0.00425356j -0.00284293+0.00784276j -0.00504239-0.0133619j -0.000880311+0.00157945j -0.00356589+0.00239139j -0.00298986+0.00553417j 0.00425315-0.0013202j 0.000835494+9.63833e-05j -0.000982385+0.00121908j 0.00261147-0.00267608j -0.00369212-0.00206555j -0.00291834+0.00432672j 0.00447961-0.000973151j -0.0154047-0.00143439j -0.00529662-0.00359447j -0.00145033-0.00341129j 0.00293478-0.00541673j -0.00112366+0.0010099j -0.00304862+0.00198487j -0.00302124-0.00145557j -0.0114412+0.00038346j 0.00825273+0.0040995j -0.000200774+0.0107801j -0.00249538-0.00195789j -0.00130501+0.00139968j 0.00945184-0.00320117j -0.00117944-0.00211159j 0.00353457-0.0036375j 0.00539766-0.00547332j 0.00500539+0.00331224j -0.00198995-0.00165307j 0.00609687+0.00488258j -0.00646731-0.000433045j 0.00269778+0.00249642j -0.00163227-0.00331979j 0.00151792-0.00290099j 0.00199818+0.00341467j 0.00133021+0.00108459j 0.000525828+0.00454604j -0.00242889+0.00076794j 0.000944816+0.00430292j -0.00696925-0.0074535j 0.000841901+0.00232182j -0.00109689-0.00148898j 0.00203647+0.0049029j -0.00318994+0.00315165j -0.000850638-0.00312578j 0.00246754+0.00197401j -0.0053808-0.008796j 0.00710755+0.0101073j 0.00153722-0.00235909j 0.00199926-0.00250648j 0.00197689-0.00132033j 0.00145102-0.000302671j -0.00315742+0.00546376j -0.00408148-0.00576177j 
0.00374666-0.00204775j -0.00344182-0.000410321j 0.00188244-0.00652319j 0.00329675+0.00933201j 0.000428846+0.0120149j -0.024729+0.00301372j 0.00322508+0.000361296j 0.00674875-0.0045264j 0.000419775+0.00610497j -0.00913011-0.00567078j 0.00550328+0.00235574j -0.00447388+0.00362763j -0.0207183-0.00543036j -0.00511952-0.00274084j 0.0123945+0.00217932j 0.0133986+0.00620748j -0.00236648+0.00747153j 0.00383601+0.0128436j 0.00567294-0.000213523j 0.00956006+0.00735467j -0.00969152+0.0161252j 0.00163687-0.00498755j -0.00846372+0.0131881j -0.00134706+0.00995173j -0.00395095-0.0214792j -0.00649978-0.0126972j -0.00327484-0.00944681j 0.000168416-0.00313392j 0.0031531-0.000192836j -0.00185146+0.00096367j 0.0060955+0.0123558j 0.000706476+0.0053044j -0.0011364+0.000608244j -0.00306573-0.0046331j -0.000631754-0.013283j -0.00209471-0.0030915j 0.00469646-0.000800434j -0.00124098+0.0045389j 0.0135413+0.00467847j -0.005062+0.00121325j 0.00457746-0.00200861j -0.00552058+0.00974688j -0.00202424-0.0105321j -0.000183708-0.00198422j 0.00326291-0.0136361j 0.00264536-0.000836825j -0.00263092+0.00485568j -0.00381934+0.00222922j -0.00167714-0.000813157j 0.00252145+0.00230811j -0.000485285-0.00938692j -0.000355238-0.00490186j 0.00788252-0.00165677j -0.00182266+0.00482666j -0.00107501+0.00358689j -0.00812272-0.00974475j 0.00253006-0.00614809j -0.00547051+0.00390505j 0.0114739-0.00516843j -0.00744461-0.00715624j -0.00467189-0.00353957j -0.00226682+0.00973487j -0.00525652-0.0101454j -0.000905634-7.67785e-05j -0.000606968-0.000141149j 0.00185307+0.00320508j 0.00311268+0.00070798j -0.00316544-0.00373533j 0.00370276-0.000157219j -0.00196562+0.00628107j 0.00125462+0.00623825j -0.0013219+0.00152673j -0.00128222-0.00399632j -0.00622529+0.000724403j -0.00570657-0.00964729j -0.00405805-0.00349267j 0.00244409+0.00272981j -0.00136411+0.0108218j -0.000414713+0.000355106j -0.0036979+0.00345487j 0.00130043+0.00472304j 0.00461958-0.00209474j 0.000173509-0.00279839j 0.00193455-0.00611587j -0.0016945-0.00391778j -0.00298622+0.00583552j -0.00184649+4.83623e-05j 0.001055+0.000367051j 0.00154318+0.00748406j -0.000828186-0.00178202j -0.00123202+0.000850191j -0.00359662+0.000223497j -0.00186564-0.00372224j -0.0043973+0.00199109j 0.0012038-0.00276183j 
0.00378003-0.00967473j -0.00380901-0.00172235j -0.00519714+0.00300477j -0.00630076-0.0112758j 0.0101424+0.00740428j 0.0261258-0.00437347j 0.00233865+0.00533268j -0.00139478-0.0031128j -0.0152579-0.0130759j 0.00394726+0.00718759j -0.0114894+0.00150467j -0.00578917+0.00870396j 0.0123651+0.00174864j 0.00614408-0.00278272j 0.0169814+0.0186168j -0.0189951-0.0153357j 0.0243587+0.00341826j -0.0174458-0.00179141j 0.0129902+0.0108186j -0.0232437-0.00381524j 0.0066094+0.00349132j -4.25905e-05+0.00543174j 0.0108361-5.47978e-05j -0.0165573+0.0011757j 0.00286879-0.00641945j -0.000470556-0.004921j -0.000393371-0.00505628j 0.00177541+0.000520206j 0.00203031+0.00066073j -0.00141727+0.00201683j 0.00926903+0.00863742j 0.00341694+0.00456064j -0.00410207+0.00153532j -0.0033312-0.0102967j -0.00633711-0.0044519j 0.00129159-0.0029018j 0.00413601+0.000810497j 0.000743061+0.00258664j -0.00179563-0.00292045j 0.0023387+0.00187802j -0.0079408+0.00447281j -0.00360111-0.00220979j -0.00539313+0.00474368j -0.000461447+0.000187683j -0.00176255-0.000475164j -0.00163654+0.0065272j -0.00431568+0.00355705j -0.000366278+0.000884704j 0.00495008+0.00189522j -3.25793e-05+0.00161123j -0.00207734-0.00357426j 0.00170236-0.000545335j 0.00172264-0.00223665j -0.00319291+0.00456974j -0.00140348-0.00116734j -0.00739516-0.00450399j -0.00443459+0.00289329j 0.00385597+0.00237266j 0.00394022+0.000974116j 0.00228335-0.00240216j -0.00359062-0.00758635j 0.00222687-0.00101277j 0.000955952-0.00213301j 0.00059327-0.00169237j -0.00547853-0.000312007j 0.00294264+0.00331963j 0.00239822+0.00263408j 0.00123321+0.00298994j -0.0017714-0.00429836j 0.00315022+0.00494145j -0.000962553-0.00450802j 0.00228091+0.00285477j 0.0034553-0.00104578j -0.00340593+0.00061998j 0.00319033+0.00194529j -0.00243418+0.00405698j 0.000987498+0.00285417j 0.000382136+0.000191204j 0.00209853-0.00124477j -0.000657386+0.000290319j -0.000310737+0.00061337j -0.000961798+0.000518743j -0.000455175-0.0048191j 0.00135731-0.00696371j 0.00326561+0.0028189j 0.00288919+0.000606333j -0.00423721+0.000682964j 0.00543098+3.10517e-05j 0.00121815+0.00295901j -0.00137994-0.00122766j -0.00201524-0.00363493j -0.0011599+0.000415573j 0.0011538+0.000714173j 0.0033921+0.00751286j -0.00061206+0.00170927j 
