9.52968e-05+0.00469359j -0.00785915-0.00432099j 0.0048229+0.00338723j 0.00014539-0.0010496j -0.000219408-0.00245522j 0.000354655+0.00395482j 0.00724582+0.0272091j -0.00084597-0.00403289j -0.00138693-0.0142682j 0.00607304+0.02016j -0.00119279-0.00496886j 0.00138351-0.00360876j 0.00221547+0.0062853j 0.000289267-0.00262356j 0.00232625-0.00312409j -0.0109225+0.0323093j -0.0010829+0.0179018j -0.00404413-0.00454719j 0.00260809-0.0128407j -0.00505839+0.00409244j 0.00307605+0.00328091j 0.000604565+0.00630339j -8.22863e-05+0.00123471j -0.000129878-0.00133237j -0.00124716-0.00364019j 0.00121507+0.00235413j 8.04995e-05-0.00621713j 0.00556151+0.000929486j -0.00202378-0.00345333j -0.00029952-0.000688675j 0.000868382+0.00248437j -0.000973168-0.00400118j 0.000738405-0.00373366j -0.00259019+0.00193218j 0.000108296+0.00584473j -0.00199374-0.00822829j -0.0126995+0.00132557j -0.002789+0.00347852j -0.000509635-0.000221612j 0.00142744+0.00398709j 0.000838836-0.00383173j -0.00594296-0.00496309j -0.00787336+0.00241601j -0.00355019-0.00106178j -0.00825655+0.00334379j -0.00324041-0.00490873j -0.00304193-0.00670065j -0.0052584+0.00346622j -0.00792881+0.00494346j -0.00146552+0.00073664j -0.00131761-0.0018013j -0.00996644-0.00294659j -0.00675446+0.00353667j -0.00096216+0.00376498j -0.00214657+0.00403531j 0.000684194-0.0102161j 0.0169816+0.000940046j -0.00455636-0.0043531j 0.00182782-0.0112413j 0.00215789-0.00779918j -0.00169393-0.000873305j -0.00218742-0.00346392j -0.00151329+0.000808962j 0.000334844-0.000882082j -0.00181962-0.00137463j -5.91109e-05-0.00145133j -0.000111385-0.00111504j 0.000124781-0.0016279j -0.000829195+7.10149e-05j 2.0426e-05+0.00374071j -4.92295e-05+0.00117153j 0.000870149+0.00158234j 0.000451837+0.00485029j 0.0011341+0.000876159j -0.00043747+0.00295639j 0.00432788+0.00316299j -0.000836141-0.00257123j 0.00066943-0.000570004j -0.00291824-0.000312986j 0.00109968-0.000328552j 0.0020672-0.00130684j 0.00132054+0.00122498j -0.00534947+0.00582055j -0.00111897+0.00210299j 0.000612139-0.000536148j -0.000652901-0.00193482j -0.00327788+0.00157622j 0.00496187+0.00419004j -0.00286162-0.00200392j 0.00143408-0.000156816j 0.00104985-0.00181663j -0.00118928+0.00285186j -0.00413806+0.00433275j 0.00239913+0.00598088j 0.00531544-0.00246739j 
0.00200389+0.00394049j -0.00156524+0.0120817j -0.00293641+0.00660325j 0.00343568+0.000355961j 0.00577054-0.00634855j -0.011103+0.00297487j -0.00515764+0.0181602j -0.00494222+0.00181486j 0.0107553-0.0011904j -3.45939e-05+0.0102652j -0.00684512-0.00123239j 0.00320403-0.0107224j 0.0190202-0.0025272j -0.000201876+0.00588048j 0.00109818-0.00421707j -0.00206912-0.0127579j -0.00917441-0.0185856j 0.0116763-0.0043421j 0.00459489-0.0150491j -0.0161779-0.00309758j -0.00302566+0.00214155j 0.00394028-0.00251902j 0.00623557+0.00316724j 0.00329609-0.00162569j -0.00548979+0.00023056j -0.0152493+0.0106779j -0.0149001+0.00655381j 2.80427e-06-0.000883144j -0.00279702-0.00117086j 0.00306538-0.000387804j 0.00580629-0.0109298j 0.00754965-0.00145164j 0.00292338-0.000758429j -0.00654916+0.00126029j -0.00368044+0.00198161j -0.00480786-0.00117194j -0.00290543+0.00168826j -0.00176962-0.00181874j 0.00470958+0.000849945j -0.00740956-0.000629274j -0.000146617-0.00279546j 0.00751342+9.35998e-05j -0.0073063+0.00284364j 0.00329706+0.000671432j -0.00479914-0.000449443j 0.00742078+0.00369718j 8.09063e-05+0.0012831j 0.0036141-0.000477597j -0.00621729+0.00205813j -0.00262433+0.00220325j -0.00173726-0.00243778j 0.0025925-0.00191694j -0.00256312+0.00148069j 0.00140151+0.00291914j 0.00603616+0.00107524j -0.00545267+0.00229034j -0.00260183+0.00295224j -0.00176634+0.000922409j -0.00799038-0.00277897j -0.00504627+0.007363j -0.00246699+0.000105931j 0.00335904+0.00106201j -0.00525827+0.00265906j 0.00138808+0.00163649j 0.00334334+0.000975513j 0.00428974-0.00357369j -0.000508814-0.00370219j -0.00398379-0.00034178j 0.000241897+0.0010812j -0.000860087-0.000189881j 0.00609367-0.00107634j -0.000292711+0.000238874j -0.0025499-0.00971223j -0.0013738+0.00584247j 0.000486319+0.000679481j 0.000819734+0.00509901j -6.88779e-05-0.00306787j 0.000906688-0.00341869j -0.00515628-0.00163018j 0.000941844-0.00305287j -0.00117571+0.00252417j -0.00170422+0.0020466j -0.001449+0.00271652j -0.00658265-0.00582943j -0.00339347+0.00108847j 0.00039794+0.00129766j 0.00104544+0.00383518j -0.00226496-0.00326565j 0.00660665-0.00725584j -0.00205081-0.012561j 0.00860035+0.0050331j 0.0090913+0.00470507j 0.000505822+0.000903838j 0.00285597+0.00460377j -0.000724502+0.00330737j 
-0.0065142+0.000600146j -0.0136993-0.00886163j 0.00293094+0.00232574j -0.00678285+0.000742425j -0.00901746+0.00278659j -0.00743045-0.000679622j 0.0429507-0.000847021j -0.00059192-0.00995822j -0.00386647-0.00380526j 0.0248085+0.0100349j -0.00721606-0.00823352j -0.0043768+0.00487273j 0.0111142+0.0172617j 0.00264097+0.00106303j -0.0166864+0.00802051j -0.00162244-0.0138872j -0.00646296-0.0277847j 0.013016+0.015325j 0.00303937+0.00110069j -0.0132132-0.0111364j -0.00463151+0.00603125j 0.00741156+8.51909e-05j 0.00319565+0.00248526j 0.00357303+0.000310189j -0.0031698+0.00779529j 0.00353701-0.00600518j 0.00269136+7.94135e-05j -0.000139842+0.00178371j -0.000104641-0.00273694j 0.0015431-0.00807138j -0.00343304-0.00400654j -0.00488157+0.00801827j -0.00228801-0.00169936j -0.00216705-0.00139764j -0.00519435-0.00326085j -0.0024127+0.00386657j 0.00547643+0.00395962j 0.00480042+0.00075782j -0.000745216+0.00162383j 0.0024584-0.0013348j 0.000701429+0.000544023j 0.00360998-8.67598e-05j -0.00336889+0.00122585j -0.00275824-0.0040051j -0.00329854+0.00373957j 0.00275702-0.00436014j -0.00407366-0.00317687j 0.00916327+0.00206864j -0.0111102-0.00247643j -0.00440977-0.00128504j 0.00236469+0.00365689j -0.000919121+3.45403e-05j 0.00158445-0.00475949j -1.15128e-05+0.000584947j -0.00463622+0.00410025j -0.00521058-0.000428478j -0.0026601+0.00122708j 0.00259624-0.00163363j -0.00614201-0.00348092j -0.00225213-0.0011036j -0.00222456+0.00105455j -5.36951e-05-0.00227184j 0.00161695+0.000894956j -0.000198502+0.000826354j 0.00219183-0.00389344j 0.000445575+0.0031088j -0.000819662+0.00253905j -0.000215248-0.00153411j -0.00147762-0.00601356j -0.00150064+0.00370643j 0.00269758-0.00208146j -0.00132001+0.00355528j 0.000781434+0.00740762j 0.00733782-0.00692277j -0.00428309+0.00385442j -0.00024116-0.000381297j -0.00120582+0.00190768j 0.00378201+0.00159864j 0.00190353-0.00197784j 0.000860525+0.00372006j 0.00153807-0.00255536j -0.00124965-0.000936085j 0.00463896+0.00055044j 0.00513602-0.00494214j -1.58225e-05+0.00467057j 0.00118198+0.0026034j 0.00147961-0.0033599j -0.000296398+0.00272933j -0.000211486-0.000795585j 0.00715425+0.0159545j -0.00957581+0.00557273j -0.00406418+0.00950063j 0.00118528+0.00319716j 3.1365e-05+0.00361093j -0.00243175-0.000240815j 
-0.00427428+0.00739093j 0.0124232-0.00231022j 0.00297602-0.0057609j 0.00372504-0.000924226j 0.00655274-0.00486005j -0.00256256-0.0064419j 0.029514-0.000202808j 0.0135234+0.0209454j 0.00481931-0.0150143j -0.000271327-0.0110894j -0.0040363+0.00236079j 0.0133936+0.00092922j 0.0109724-0.0128916j -0.00238945-0.00614074j -0.0148173+0.00887086j -0.00424472+0.00702397j -0.00394548-0.00601966j -0.00741225-0.0121969j 0.00486367+0.00296094j 0.00400657+0.000541276j 0.0045545+0.000315533j -0.000496984+0.00714485j -0.000850744-0.00375571j 0.00188985+0.000529817j -0.00358976-0.00804512j 0.00365548-0.000940581j 0.00409822+0.00266294j -0.000103862+0.000879011j 0.00042831+0.00330748j -0.00439231-0.0061165j -0.00383827+0.00487301j 0.00227025+0.00106901j -0.000609147+0.00669546j 0.000719746-0.00085513j -0.00263785+0.00322741j -0.000530309-0.00304814j -0.00353303-0.00662168j -0.00324678-0.00483768j 0.0084936+0.00563785j -0.00450175+0.00638787j 0.00507118+0.00603268j 0.00198168+0.00795132j -0.00210448-0.000193129j 0.00159279+0.0103243j -0.00384562-0.00189727j 0.00789648+0.00536445j -0.00659178-0.00261466j 0.00697622+0.0168712j -0.00783193-0.0139656j 0.00111343-0.00353998j 0.000239469+0.00870497j 0.000313037+0.0064765j 0.00280878+0.00625858j -0.0031591-0.00990738j -0.00176873-0.00409137j -0.00676697-0.0039648j -0.00346165-0.00222081j 0.00605783-0.00271963j -0.00539739-0.00312325j -0.00412568-0.00246375j -0.000472273-0.00464551j -0.00267212-0.00210328j 0.000344273-0.000988649j -0.000355678+0.00258468j 0.00140675+0.00113236j 0.00136768+0.00216871j -0.000108247+0.00282221j 0.00255364-0.00176495j -0.000139664-0.00651105j 0.00431012-0.00362696j 0.00116812-0.000418145j -0.00322192-0.00102175j -0.00338999+0.00777745j -0.00455168+0.00760644j 0.00507884-0.00466485j 0.00650344-0.00379232j 0.00158272-5.90289e-05j 0.000654148+0.00111134j -0.00141648-0.0031873j -0.000290142+0.0014728j -0.00174699+0.00134462j 0.00159379-0.00476465j -0.00676204+0.00253412j 0.00351717-0.00536521j 0.00374089-0.00505029j -0.000598055-0.00226441j 0.000812955+0.00246009j -0.00348168-0.00198566j 0.00203466+0.00462032j -0.0125066+0.0114174j 0.0115814-0.00333443j 0.00458139-0.000855082j -0.000168402+0.00011758j -0.000815261+0.00229396j 0.00199652-6.54146e-05j 
0.00598443-0.0116121j -0.0068362-0.00249562j -0.00785473-0.0019512j -0.00475671+0.00425655j 0.00403078-0.00627135j -0.0204364-0.0208519j 0.00383787+0.00172766j 0.0252419-0.0170198j -0.0148423+0.00895015j -0.0119068+0.00375866j 0.00157933+0.00616446j 0.00498864-0.0124851j -0.00677789-0.0192601j -0.00779267+0.00274722j 0.0102194+0.0170136j 0.00179368-0.000226597j -0.00114049+0.00877705j -0.00804679-0.00365802j 0.00743271+0.00431742j 0.0121815+0.0138244j 0.00153653-0.00455475j -0.00379818+0.00388351j 0.00454006-0.00487015j -0.00266829-0.00357899j 0.000394384+0.000682614j 0.01133-0.00316144j 0.00808398-0.00310753j -2.07133e-05-0.000273545j -0.0025442+0.00290025j -0.00355944-0.000344761j -0.00449153+0.00340679j 0.000285931-0.00155664j -0.000185-0.0017858j 0.00391113+0.00158331j -0.0024086+0.00237225j 0.00115244+0.00116891j 0.00702345-0.0011786j 0.00838726-0.00251467j -0.0015523-0.00500781j 0.00578504-0.000926061j -0.00445935+0.000669421j 0.00764961-0.00150183j 0.00683287-0.00416298j -0.0109617+0.000415097j -0.00644967+0.00147896j 0.00852218+0.00186247j -0.00753894-0.00124339j 0.0127603-0.00266318j -0.0200756+0.00346349j -0.00429306+0.00519066j 0.012706-0.00138157j 0.00815324-0.00314163j 0.00168773-0.00137326j -0.00142637-0.00232585j -0.00689046+0.0018322j -0.00552723+0.00168721j 0.00507198-7.08378e-05j 0.00404852-0.00331768j -0.00491704+0.00143895j -0.00227502-0.00316517j -0.00537137-0.000887214j -0.00221149+0.000232124j 0.00176891-0.00151499j 0.00147553-0.00203836j 0.00214928+0.00516156j -0.0039718-0.00110438j 0.00222034+0.00219854j 0.00126237-0.00475179j -0.00654688-0.00401519j -0.00369112+0.00168203j 0.00330717+0.00704616j -0.00322067-0.00384348j -0.00406559-0.0122032j 0.00512791+0.000940396j 0.00461757+0.00571407j 0.00204766+0.000565679j -0.00145663+0.00037758j -0.00622363-0.00429448j -0.00129769-0.0034539j -0.00291158+0.00862613j -0.00115859-0.00155083j 0.000496801+0.000994907j -0.001174-0.000808896j -3.89799e-05-0.00515793j -0.0023664-0.00566264j 0.000497264+0.00214848j -0.000525799+0.000177471j 0.000640519+0.000397032j -0.0042356-0.00287301j -0.00443909-0.0192472j -0.00171945+0.00372809j -0.00262188-0.00165914j -0.00134431-0.00185379j -0.00073255-0.00151899j 0.00214016+0.00100291j 
-0.0112645+0.00222802j -0.00705102+0.00680379j -0.00593035+0.00807419j 0.00301846-0.00160877j 0.00397672-0.0080678j -0.0107507-0.00695077j 0.00185175-0.00685577j -0.00495403-0.00925447j 0.00513408+0.0151505j 0.00349511+0.0038009j -0.0020458-0.00212474j -0.00714605+0.000330024j 0.00164418+0.00890023j 0.00181754+0.0039584j 0.00193462-0.00500707j -0.00281894-0.00253782j 0.0069606-0.0055776j -0.000500252-0.00487243j -0.00329722-0.00528306j 0.0160795-0.00489228j 0.00380811-0.00829265j 0.00674647+0.00139913j 0.00462676+0.00390828j 0.00681219+0.000755758j 0.00431405-0.00266575j 0.0079359-0.00960235j 0.00865576-0.0149148j -0.000531067-0.000560935j 0.00155061-0.00189145j -0.000652421+0.0053541j -0.00177755+0.00945326j -0.0016993+0.00316759j -0.00809601+0.00216665j -2.42218e-06-0.00396096j 0.00293136-0.00196229j 0.00989378-0.000906532j -0.00269905-0.00175698j 0.00357277-0.00343703j -0.000794878+0.00325116j -0.00242251-0.00519989j 0.00361047+0.000912619j -0.0125067-0.00080818j 0.00425888-2.69001e-05j 0.000776837+0.00194417j 0.00109227-0.0032424j -0.00179966-0.00115192j 0.000884237+0.00492251j -0.004872-0.00551884j 0.00098516+0.00911351j 0.00343737+0.00534788j 0.00381237-0.00745069j 0.000629118-0.00167865j 0.00541314+0.000812039j -0.000877688+0.00199113j 0.00431817+0.000676437j 0.00301953-0.00339196j 0.000976797+0.00263251j 0.000507566-0.000844135j 0.00362121-0.00251263j 0.00470481+0.00600874j 0.00377672-0.0051633j -0.00328391+0.00695544j -0.00204239-0.00238028j -0.000471994-0.00626108j 0.00260062+0.000602822j -0.00914709-0.0061292j -0.00219057-0.00541981j -0.000561478-0.00352527j -0.000843361-0.00157185j 0.00194001-0.00800823j -0.000586867-0.00367758j 0.00182215+0.00224914j 0.00178706-0.00152351j 0.00191173-0.00167585j -0.00397761-0.00241061j -0.000919069-0.00217325j 0.00083293-0.000675115j 0.000140003-0.00490543j 0.00638684-0.000620872j 0.000923804+0.00382102j -0.0057217+0.00744212j 0.00265651+0.00182459j 0.00111245+0.00137895j 0.00297765+0.00774572j 0.00556158-0.00333181j 0.00198194-0.00311281j 0.000349588-0.00420556j 0.00269687-0.00411014j 0.00174141-0.00285774j 0.000823088+0.00560236j -0.00917591+0.00369864j -0.00492289+0.00461756j -0.000264985-0.000839193j 0.00179046-0.00138946j 0.000735624-0.0057708j 
-0.000364039+0.00183587j 0.00208155-0.00341004j 0.00398506-0.00787003j -0.00247329-0.00208646j -0.0105541+0.00577972j 0.00940853+0.0250021j 0.00777694-0.00858942j -0.00475738+0.00189912j -0.00378012+0.00177538j 0.00796363-0.00339254j 0.00120229-0.00346311j 0.000991341+0.0103582j -0.00216315+0.0174403j 0.00341777-0.00266564j -0.00653409-0.0170614j 0.00145885-0.00036985j -0.000131932+0.011699j 0.00222531+0.00960275j 0.00226579+0.00687882j -0.0107826-0.00433798j -0.00116604-0.00347978j 0.0120332+0.000290408j -0.0114795+0.00103189j -0.00522949-0.00952759j 0.0117789-0.00285314j -0.00534708-0.00347235j 0.00299901-0.000289528j 0.00439498+0.00113822j 0.00674091+0.00126491j -0.00414234-0.00291849j 0.00560809+0.00300012j 0.000290198-0.00142618j 0.00191373+0.00247527j -0.00203248-0.00339853j 0.00722352+0.00810752j -0.00344672-0.000395632j -0.00344861-0.00422479j 0.00601044+0.000835763j 0.00702105+0.00013061j -0.0126+0.0077258j 0.00304816+3.30833e-05j 0.00287406+0.000171848j 0.0103425+0.00495768j -0.00614406-0.00300897j 0.00346104-0.00194956j -0.00382224+0.00543243j -0.000862078-0.00618916j -0.0208209+0.00631329j 0.0140438-0.00912861j 0.00764397-0.0014784j -0.0111764+0.00964703j -0.00459928+0.00717768j -0.000777746+0.00160769j 0.00507318-0.00512224j 0.00823787-0.00413607j 0.00251409+0.00110251j 0.00305382+0.00171937j -0.00180841-0.00169585j 0.00465121+0.00259988j 0.00398362+0.000748693j -0.00306651+0.000488841j -0.00200472-0.00165362j -0.0023807-0.00120724j -0.00444741+0.00434694j 0.00126935+0.00336954j 0.0039703+0.00289685j -4.68066e-05-0.00333343j -0.00139104-0.00733179j 0.00470686+0.00306016j 0.00296334+0.00216413j 0.00418838+0.00292767j -0.000985941+0.00061487j 0.000154238-0.0101544j 0.00751527-0.00141256j -0.00857179-0.00211091j -0.00293643-0.00328909j 0.000463786-0.00143019j 0.00886392+0.00590002j 0.00362059+0.00298785j 0.00544354-0.00282732j 0.000783492+0.000586163j 0.00148185-0.00116014j 0.0023724+0.00763968j 0.00388487+0.00126878j 0.000904082+0.00335531j 0.00216549-4.27778e-05j 0.00394691-0.000873414j -0.00275265-0.000520928j 0.00293946+0.00125631j 0.00536869-0.00525465j -0.00503332-0.00284844j -0.00291933-0.002648j 0.000153617+0.000611781j 0.000511666+0.000983189j 0.00172907-0.00113206j 
-0.00200544-0.000113822j 0.00495667+0.00975065j -0.00162494+0.0118048j -0.00436431+0.00245294j 0.0134136-0.00281576j 0.00818909+0.0240376j 0.00999729+0.00226277j 0.00270754-0.02052j 0.00804074+0.0104078j -0.0016839+0.00726188j -0.002498-0.000786544j 0.00602087-0.00136672j 0.010677+0.00750624j -0.000705756+0.00287155j -0.0181182-0.0197564j -0.00323742+0.000749794j 0.00574651+0.00314526j -0.00274888+0.00816186j 0.00681634-0.0120377j 0.00315836-0.0157663j -0.0121047+0.00747479j -0.00146561-0.00189776j -0.00246463+0.00194359j -0.00391686-0.00028117j 0.000213908-0.00747179j 0.00861123-0.00320846j 0.00335511-0.000393784j -0.00112573-0.00103876j -0.00395072+0.00338582j -0.0048702-0.00189145j -0.0055558+0.0048091j -0.000583221+0.0019255j -0.00122339-0.00322741j 0.00208182-0.00588794j 0.0080806-0.00304538j 0.00390524-0.000615057j -0.0053701-0.00786064j -0.0142498+0.00112541j -0.00656207+0.00835955j 0.0051079-0.00186746j 0.00110934+0.00128273j -0.00203968-0.00201571j -0.00278532-0.00297262j 0.00923355-0.00259072j 0.00514476-0.000712638j 0.00945826+0.00342226j -0.0109565-0.00790996j 0.0166559+0.00622988j -0.00995447-0.000807031j -0.0117391+0.00121585j 0.00621289+0.00194714j 0.00291491+0.00333828j 0.00377052+0.000876881j -0.00456658-0.000810393j -0.00408594-0.00605841j 0.000687293-0.000867773j -0.00351436-0.00493445j -0.0029237+0.000304921j 0.00457772+0.00121211j 0.000945839-0.00157926j 0.00582072+0.00446976j -0.00170834-0.000910284j -0.00134497+0.0026731j 0.00142968+0.00284321j -0.000389203+0.00341388j -0.00522818-0.00368641j -1.30355e-05+0.00443265j -0.00119675-0.00214993j 0.000313397-0.00327141j 0.00322669-0.00116637j 0.00174994+0.00875169j 0.00105782+0.00246812j -0.00116253-0.0127313j 0.00141831-0.0076444j -0.00160444+0.00196874j -0.00187926+0.00263849j -0.000476526+0.00150827j 0.00580962-0.00445178j -4.81044e-05+0.00331861j -0.00157214+0.00366233j 0.00196954-0.00402898j 0.000344049+0.00514925j 0.00286718+0.00114659j 0.00346648-7.5733e-05j 0.00584738+0.00213305j -0.00296884-0.000797049j 0.000474691-0.00303729j 0.000288675+0.00444923j -0.000971263+0.00497584j -0.00165148-0.0226727j -0.00190042-0.000574309j -0.00378508-0.00632761j 0.000821579-0.000387167j -0.000240704-0.00183249j 0.000349313-0.00227873j 
0.000916579-0.0140725j -0.00181163-0.0023617j -0.00689131-0.0046753j -0.00476211+0.0013643j 0.00805273+0.00514233j 0.020217+0.0322379j 0.00588189-0.00514321j -0.000133294-0.0224741j 0.000940027+0.00668339j -0.00202177+0.00741622j 0.0018712-0.0020758j 0.0121715+0.0104533j 0.00530054+0.0168064j -0.00258863-0.000254955j -0.0160976-0.0137611j -0.00199867-0.0066291j 0.00589179+0.0136403j 0.0121072+0.0152646j 0.0079115+0.00297224j -0.0142084+0.00248326j -0.000540448+0.00707649j -0.00253883+0.00666171j 0.000174316-0.0102862j 0.000783505-0.00317157j -0.0170856+0.0106725j -0.0117022-0.00213585j -0.0059283+0.0102198j -0.00173122+0.00304924j -0.00145713+0.00638868j -0.00346769-0.00797898j 0.00979701+0.00048473j 0.00100633-0.00195384j 0.000583589+0.00183696j -0.00612813+0.00227803j -0.00650864+0.00710031j -0.000626165+0.00112704j 0.007329+0.00561001j 0.00605579-0.00153073j 0.000820078-0.00206422j 0.00674451-0.00222525j -0.00286954+0.00257742j -0.00641184-0.00434322j 0.00596407-0.0017278j -0.00521021+0.00380318j 0.00181436+0.00173351j 0.00473539-0.000294117j -0.00837108+0.000836452j 0.00518097+0.00509386j -0.00877705-0.00150253j -0.00509898-0.00674606j 0.00719283-0.000969886j 0.00171635-0.00185717j -0.00602231-0.00738157j -0.0019308+0.00538262j -0.00176119+0.00289363j -0.000655134-0.000365674j 0.00434384-0.000160012j -0.00185426+0.00145572j 0.00126547-0.0019745j 7.96347e-06+0.00733287j 0.00461332+0.00359622j 0.00239446+0.00214888j -0.00272213-0.0004034j -0.000649294+0.00435913j -0.000766187-0.000161507j -0.00612923-0.00191237j -0.000366433+0.00404411j -0.00357833+0.00110125j -0.00196743-0.00207589j 0.00280208-0.00414737j -0.000102221-0.00351161j 0.00398642-0.00411694j -0.000866734+0.00816307j -0.00821253+0.00711456j 0.00291781-0.00688346j -0.00411411+0.00530868j -0.0011392+0.00417723j 0.00147437-0.00363224j 0.00231252+0.0042896j 0.000619526+0.00219875j -0.000252148-0.00489737j 0.00165818+0.00580735j -0.000469599+0.00534531j 0.00199787+0.00229326j 0.00639118+0.0053617j 0.00107329-0.00144334j -0.00291808-0.00225521j -0.000902593-0.000707959j 0.00231588-0.00750398j -0.00636876-0.0024905j 0.00179326-0.015811j 0.00357338-0.0135773j 0.000575888-0.00319528j 0.00050347-0.000532421j -0.00356177+0.00306968j 
-0.0127945-0.011829j 0.00244961+0.0218613j -0.00470406-0.00116945j 0.0110227+0.0219407j -0.00556472+0.0156654j -0.0204319-0.0181052j 0.00787413-0.00872227j -0.00170899-0.00928609j 0.0235216+0.0276037j -0.00718718-0.01058j -0.000684678-0.00238699j 0.00038569+0.00235395j -0.000125055+0.00439303j 0.00099499-0.000733301j -0.00748727+0.00804324j -0.000493825-0.00325344j 0.015993+0.0130359j -0.00322705-0.00808729j 0.00691965+0.00695408j 0.0218377+0.0297498j 0.0162533-0.00838358j 0.00114205+0.000968851j -0.00680472-0.00751268j -0.00715467+0.00379611j 0.00868674+0.00294695j -0.0141801+0.0101726j 0.0070328-0.000177801j 0.00308496-0.000269991j 0.00775687+0.00347713j -0.0115492+0.00251767j 0.0106463-0.0132103j 0.00550622-0.00371844j -0.00758999+0.00494245j 0.00183663+0.0111618j -0.000684228-0.00165196j 0.00779566-0.00561819j -0.00216168-0.00755156j -0.000456559+0.0034561j -0.00217548-0.00445794j 0.00319151-0.00534551j -0.00376804+0.000584003j 0.000442583-0.00303605j 0.000901435-0.000363826j 0.00678268-0.00152535j 0.00139744+0.000609219j 0.000747451+0.00313562j -0.000856222-0.000980959j 0.00395897-0.00323936j 0.00475203-0.00190164j -0.00386968-0.00272726j -0.00359401-0.00309126j -0.000916082-0.00213761j -0.00678359+0.00055572j -0.00266033+0.00443377j -0.000469993+0.00222167j 0.00092292+0.00229887j 0.000571185-2.69324e-05j -0.00657922+0.00115219j -0.000453036+0.00380448j -0.00388201-0.000462515j -0.000674596+0.00766091j 0.00241666-0.000459864j -0.00217557+0.00109291j 0.00105347+0.00341246j -0.00112719+0.000463002j 0.00110961-0.000477711j 0.00179125+0.00304956j 0.000806861+0.00301762j 0.00038064+0.00200073j -0.00418194+0.000102608j 3.49191e-05+9.51613e-07j -0.00218908-0.00243978j 0.0030347+0.000781288j 0.000442084+0.0102774j -0.00161564-0.00883312j 0.00279574+0.00061749j 0.00155223+0.000674991j -0.00190412+0.000412844j -0.00528275+0.00482216j -0.000770144-0.00157601j 8.40789e-05-0.00137806j -0.00050471+0.0023183j -0.00487933-0.00056843j -0.00493951-0.00108196j -0.000692968+0.00106459j -0.00217108+0.00132112j -0.000570156+0.00578206j 0.000680635-0.00216091j -0.0014158+0.00186222j 0.00181763+0.00603058j 0.00140781-0.0106242j -0.00143075-0.00904308j -0.00175048-0.00429314j -0.000704876-0.00230112j 0.00233392+0.00771649j 
-0.0164333+0.00674206j 0.00941624-0.000698872j 0.00355769+0.00583763j 0.0077768-0.00332591j -0.0109883+0.00297491j -0.0340764-0.00683524j 0.0252172+0.0137067j 0.0134388-0.00702148j 0.0113441+0.00752195j 0.00211271+0.0031837j -0.00438327+0.000803909j -0.0110696+0.000229643j -0.00303358-0.00167194j 0.00256164+0.00020042j 0.0012762-0.00840342j -0.00125478+0.00571771j -0.00210115+0.00143193j -0.0217037-0.00192669j -0.00251156-0.0041269j 0.0250605-0.00950241j -0.00286579+0.00486297j 0.00450229+0.00989797j 0.000587003-0.0012762j 0.00619921+0.0049195j -0.00559944-0.00274585j 0.00953666-0.00663273j 0.00277773+0.00479433j -0.00211115+0.00126879j -0.00168415+0.00402026j -0.00314947-0.00874016j -0.00200913+0.0104548j -0.000455439+0.0072681j -0.00495886-0.00421745j 0.00196465-0.00173096j 0.00290928-0.0070004j 0.00294334+0.00106225j -0.00588909+0.0106987j 0.00621115-0.00261225j -0.00126172+0.000370225j 0.00130329+0.0037573j 0.00517525+0.00117784j 0.00265675-0.000611853j 0.00394952-0.00302331j -0.00128874-0.00200204j -0.00391741-0.000849328j 0.0035108+0.00406164j -0.00971769-0.00891958j 0.010067+0.0149999j -0.00945103-0.01332j -0.00174412-0.00989843j 0.0059611+0.00441118j 0.00562313-5.62748e-05j 0.00218531-0.000255048j -0.0052744-0.00213231j -0.00296682-0.0109434j -0.00040108-0.0025435j 0.00367412+0.00139303j -0.00118294-0.00103489j -0.000276717-0.00204021j -0.0058589-0.00305012j 0.000552633+0.000314222j -0.00138688+0.000970225j -8.03973e-05+0.000821626j 0.00457478+0.00685814j -4.38057e-05+0.00576742j 0.00429493+0.00150779j -0.00363431+0.00201763j -0.00369544+0.0010281j 0.000839441-0.00130671j -0.00366209-0.00421011j -0.00310778-0.000818123j 0.000643592-0.00374984j -0.00145695-0.000217823j 0.000863509+0.00694476j -0.000798095-0.00268472j -0.00381474+0.00130425j -0.00338895+0.000783384j 0.00164058+0.00210383j -0.00208219-0.000182516j -0.00308118-0.00276503j 0.00188012-0.00413516j -0.00489367-0.00313188j 0.00010601+0.00213618j 0.000337394-0.00516217j -0.000294671-0.00215853j -0.000385666+0.000902497j 0.000374358-0.00295808j -0.000404776-0.000876267j 0.00193058+0.00321178j -0.00575831-0.000374146j 0.00138903-0.00610116j -0.00198716-0.00542266j -0.000666018-0.00188724j -0.00124247-0.00236742j 0.000187413-0.00186516j 
