0.00988927+0.0327983j -0.0183543-0.0067808j -0.0146964+0.00848259j 0.0113395+0.0502719j -0.00143411+0.00612325j 0.00482139-0.0118319j 0.0148518-0.00284265j 0.0158467-0.00960421j 0.022404+0.0753088j -0.00062898+0.00757731j 0.000835643-0.00615432j 0.00334644+0.0139458j 0.00489316+0.0293392j -0.0108634-0.019842j 0.0254634+0.0270544j 0.00666457-0.012557j -0.0160414-0.026837j -0.010529-0.0237355j -0.0205306-0.0125786j 0.026602+0.0302806j 0.0079137+0.0135727j -0.00775229-0.0183117j 0.0150182-0.00532259j 0.00332967-0.0045444j 0.00735572+0.00413374j -0.00858973+0.00335346j 0.00876484-0.0157244j 0.00310477+0.034781j 0.00208889-0.000248196j -0.0192772+0.0102459j -0.000852587-0.0160162j -0.0132298-0.0165157j 0.00268539+0.00340671j 0.00121711-0.0239288j -0.00731397+0.00614214j 0.00202158+0.0134315j -0.0024245-0.0188172j -0.0148733-0.00588876j -0.0177831+0.00210241j 0.00464375+0.0201722j 0.000646813-0.00900236j 0.00016585+0.0131943j -0.00747562+0.000894344j -0.0146454+0.000135688j 0.00630718-0.0208034j -0.00121726-0.00829883j -0.00767445-0.0151667j 0.00375762-0.00633527j -0.0097736+0.0376117j 0.0151817+0.0327704j 0.0104497+0.00668604j 0.00205492+0.0467073j 0.0146884+0.0321431j 0.00557792+0.0188813j -0.0213557-0.034371j 0.00898872+0.0139976j 0.00968546-0.0141167j 0.0152068+0.00260021j 0.00743016+0.0676858j -0.0196518-0.0243656j -0.0107863-0.0223805j -0.0322206-0.022391j -0.0119436+0.0151851j -0.0250487-0.0266329j -0.00181503-0.00118614j -0.0470592-0.023012j -0.025835+0.00254162j 0.0195294-0.0407578j -0.00952825+0.0133593j 0.0118707-0.00267961j 0.013099-0.0477496j -0.0112867-0.00328787j -0.0275112-0.0219231j 0.0269585+0.0702764j -0.0632252-0.0413914j -0.0308935+0.0432735j -0.0718372+0.0961361j -0.0339583+0.0354958j 0.0339861+0.113175j 0.015722+0.100135j 0.0436475+0.107068j -0.0079441+0.0453682j -0.00996198-0.098022j 0.0906095+0.0205336j 0.00836805-0.0990661j -0.0238064-0.0224985j 0.0120753-0.00378238j -0.0250608+0.0108095j 0.0346449-0.0102768j -0.0258294-0.0331682j 0.000621861-0.0269656j -0.0085353+0.0404345j -0.0396146-0.0579262j 0.0346936-0.0106574j -0.0165971+0.0539382j -0.0452739+0.119175j 0.0423503+0.337668j 
0.0100408+0.0110828j -0.000968171-3.16094e-05j -0.00955289+0.00650807j 0.00434536+0.0323608j 0.0258122+0.032304j -0.00982535-0.0089069j 0.00756304-0.027347j -0.00967155-0.0272403j -0.0407991+0.0281599j -0.0368462-0.0122423j -0.0330624-0.0173289j 0.00766768+0.0499175j -0.00642433-0.0183416j -0.00114954+0.0157406j -0.0604656+0.00152948j 0.0376835-0.0115892j -0.0430166+0.0352471j 0.0151107-0.000571112j 0.0189895-0.00500787j 0.0191247-0.0376911j 0.0374792+0.0110526j -0.0137177-0.0702117j -0.0729657+0.0456357j -0.0044297-0.0251021j -0.0474008-0.0200594j -0.0296173-0.0470548j -0.0771964-0.0162497j -0.0166641-0.0308204j 0.0181437-0.00103685j 0.0073967+0.0245483j -0.0418143-0.00233973j 0.0365313+0.0271017j 0.0168683+0.0471587j 0.0139242+0.0254655j -0.0724933-0.0572366j 0.00317532-0.0202686j -0.019426+0.050542j -0.0713884-0.0254331j 0.0573009-0.0232813j 0.0292975-0.0789434j -0.0238848+0.0157089j 0.0299511-0.0419669j -0.00146986+0.00446843j 0.0290513-0.0349978j -0.0257435+0.0469921j 0.0315289-0.0285115j 0.0105675+0.017605j -0.0255016+0.0325856j -0.0647771-0.0354411j 0.00885856-0.0156925j -0.033316+0.00364715j -0.00487133+0.003182j 0.0218327+0.0213969j -0.00754116-0.0266589j 0.04662+0.0166464j -0.000310107+0.0080711j 0.018343+0.0101502j 0.0401717-0.0221004j 0.0123317+0.0086804j 0.0173669-0.00110265j 0.01012+0.00575035j -0.0648791+0.042844j 0.0210069-0.0326225j -0.00350234-0.0155562j 0.00824224-0.0071661j -0.00277579-0.00128015j 0.00903018+0.0138507j 0.0061108+0.0227756j 0.0105276+0.0209644j 0.0166061+0.00568123j 0.00516589+0.015575j -0.0333042-0.0172136j -0.0126729-0.0135763j 0.0117982+0.0436548j 0.00206419+0.0023806j -0.0101251-0.00460907j 0.0225904+0.0120082j -0.00786641-0.00410851j 0.00896016-0.0117612j -0.0071332+0.00571139j -0.00818867-0.00382634j -0.000268765+0.00164203j 0.000886817-0.043195j 0.013946+0.00442163j 0.00373061-0.0105339j -0.00311716+0.0255343j 0.00307782-0.0150017j 0.00473041+0.00920238j -0.0036405+0.024367j 0.020098+0.00388383j 0.00451535+0.0185298j 0.00439393+0.000565418j 0.00058552-0.00772414j -0.00746074+0.00521618j -0.00310833+0.0132937j 0.00471164+0.00269873j 0.0074279+0.0111004j 
-0.0153522-0.00256943j 0.0207774-0.0150942j 0.0238158+0.0228699j 0.00714638+0.00602574j -0.0320856-0.0337923j 0.0271062+0.0257682j -0.040817-0.0444237j 0.0465714-0.0464596j 0.0108504+0.00106676j 0.0189682+0.00205797j -0.00161907+0.0473479j -0.0397037-0.0571451j 0.00742639+0.0226781j 0.00947656+0.00460618j 0.0071797+0.0193031j -0.0273075-0.0439225j 0.0555954+0.0459872j 0.00922067+0.00250046j 0.000394976+0.0265369j -0.0356279+0.0669019j -0.0718697-0.0346154j -0.0537523+0.0577329j 0.0273086-0.0110435j -0.0625795+0.0175456j 0.0454867+0.0470301j 0.0487451+0.0766706j 0.020976+0.127754j -0.0160014+0.0319905j 0.109509+0.0207938j -0.0391035+0.0911259j 0.0973143-0.0395149j -0.0866937+0.0050291j 0.137575+0.00447904j 0.0176481+0.0441329j -0.0426028-0.0139833j -0.0351154-0.066834j -0.0123472+0.0794765j 0.0388496-0.0109677j -0.0542299-0.0796252j -0.0214529-0.0565635j -0.0795532-0.0596762j 0.0468147-0.0983589j -0.0540207+0.00646834j 0.00521164-0.0312063j 0.028288-0.0209177j -0.00723885-0.1133j -0.0252986+0.0195265j -0.0253494+0.00999304j -0.0551307+0.053495j 0.0372385-0.0143042j -0.0500157+0.0226073j 0.0712408-0.0551429j -0.0188362-0.0185238j 0.0503413+0.0213423j 0.059701-0.0144566j -0.00831157-0.0215982j -0.00979497-0.0171434j 0.0582814+0.0114582j -0.00823628+0.00556534j -0.030722+0.00588059j 0.0291647+0.00681638j -0.0099124+0.0276226j 0.038074-0.0103362j -0.00689796+0.0183394j 0.0242543-0.0154271j 0.0480045-0.0085321j 0.00801288-0.0156152j -0.0010895+0.0302771j 0.0427036-0.0252532j -0.0152455-0.0246707j -0.0208658-0.0257311j -0.0357641-0.0111977j 0.0270807-0.0066177j -0.00114335+0.00976098j -0.0137485-0.00274728j -0.00717049-0.0255611j -0.00861986+0.0035599j 0.0196055-0.00154269j -0.0167574-0.00546266j 0.0236172+0.00500376j 0.0267421+0.00237735j -0.000396785+0.0148624j 0.000437295-0.0281344j 0.0228486+0.00206464j -0.0101555+0.0136422j -0.0143863+0.00272579j 0.0104653-0.0172395j -0.0250074+0.00831696j 0.00412317+0.0280314j 0.0287454-0.0108893j -0.00764066+0.00213517j 0.00500128-0.00723276j -0.0102923-5.06624e-05j 0.00909468+0.0118773j 0.00898626-0.00118763j 0.00362368-0.0043731j 0.0103236-0.00120184j 
-0.00336428-0.0154692j 0.0278139-0.00286127j -0.00138182+0.00779603j 0.0116416-0.0446588j -0.00690131-0.0339871j -0.0353178+0.0108108j -0.0234721-0.0262011j -0.0151161+0.0191512j -0.0637228-0.0428392j -0.0127209+0.0697829j -0.00921664-0.0260215j 0.0102288-0.0538513j -0.0477841+0.00614596j 0.000722684-0.00533895j 0.016171-0.0463065j 0.0306334-0.0359195j 0.0557409+0.0168986j -0.0171967-0.0226336j -0.0068191+0.0035095j 0.0708824-0.0444986j 0.0744251-0.0521748j 0.0279701-0.037047j 0.0143539+0.0193041j -0.0903538-0.0366248j 0.0380245+0.0324288j -0.0573201+0.0566594j 0.0840909+0.000333675j 0.122918+0.0383294j -0.0225103+0.0480965j 0.0199751-0.0585233j 0.0302896+0.0134881j -0.0355816-0.0108699j 0.0540603-0.0934005j -0.0135382-0.0646454j -0.00424521+0.00228492j -0.0144223-0.00206653j -0.00853858+0.0342715j 0.0499876+0.0292979j -0.0232892+0.0142709j 0.0122443+0.0800101j -0.0462507+0.0225922j -0.00713008-0.000784863j 0.0457481-0.0603324j -0.0400358-0.0447795j -0.0219423+0.02853j -0.0724357-0.0183999j -0.0292699+0.0220408j 0.0439933-0.0015195j -0.0235665+0.0263829j 0.0382099-0.0362922j -0.0403633+0.0355871j 0.0181644+0.0174941j -0.00395408-0.0296134j 0.020928+0.00409297j -0.00742516-0.0203151j 0.00378722+0.00723365j -0.022607+0.00616429j -0.0517648+0.0260543j 0.0377438-0.0488584j 0.00717995-0.0143513j 0.00137082-0.00416297j 0.0445111-0.00732897j 0.0110778+0.0491773j -0.00912311+0.0209742j 0.0263129+0.00103223j 0.0189942+0.00640623j 0.0170152-0.0159814j -0.000803998-0.0222331j 0.00538915+0.0269836j 0.0145389-0.0306638j -0.00973387+0.00306596j 0.00134773+0.0313263j 0.01208+0.0122498j -0.0113763+0.0120863j -0.0129296-0.0108868j 0.00285111+0.00620034j -0.0166007+0.0218554j 0.0184772+0.0195011j -0.00978889-0.000893918j 0.0041393+0.020937j 0.0147569-0.00424057j -0.0163995+0.0325127j 0.0190438+0.0146762j 0.0126164+0.0218301j -0.0191979+0.00674224j 0.00290717-0.0304957j -0.000545408+0.0109525j -0.00913212-0.0195093j -0.00308763+0.00703115j 0.0112857-0.0156309j -0.000796116-0.000781289j -0.00336087+0.0112297j 0.0151448+0.00194378j 0.00762212+0.0048304j 0.020765+0.0046725j 0.00747928+0.00409075j -0.00126347-0.00692534j 
-0.00837847+0.00153713j -0.019755+0.0146132j 0.0203128-0.00241901j 0.0132756-0.024503j -0.00948587+0.00774991j 0.0775806+0.0234126j -0.0172765+0.0138574j 0.0349633-0.0117473j 0.00221546-0.0138715j 0.0882871+0.0399905j -0.00625694+0.00114585j -0.0330679-0.0230603j 0.0253285+0.0349665j 0.0269819-0.00233264j -0.0494621-0.0341893j -0.038529-0.00794693j 0.016451-0.0669903j 0.0370804+0.0271126j -0.0256195-0.0668701j 0.0306247-0.0137746j 0.022866-0.0423636j -0.0358183+0.00667109j 0.12303+0.0281109j -0.0821064+0.0444846j 0.0207302+0.0458995j 0.0465981+0.0595843j -0.132202+0.0252333j -0.0808872+0.00281405j 0.165278+0.00460107j -0.128183-0.0406093j 0.0204025-0.0943913j -0.00637155+0.015186j -0.0353093-0.0942498j 0.0107635-0.0314j 0.00665729+0.0325065j 0.099961-0.0353985j 0.00404946+0.0118133j 0.0407178-0.0102327j 0.054237+0.00603823j 0.00436673+0.0632851j 0.0347222-0.00568897j -0.03414+0.021922j -0.0458111-0.0289071j 0.023956+0.00689214j -0.0941435+0.0147793j -0.0135501+0.0345457j 0.0823588+0.0134806j -0.00957284-0.0371811j 0.0188007+0.0325286j 0.000297702-0.0117595j -0.00852803+0.0260301j 0.0193441-0.0489574j 0.00499631-0.0243983j 0.0142169+0.0122708j 0.0774357+0.00927743j 0.0358883-0.0348712j 0.00500932+0.0106894j -0.0132046+0.0146505j -0.0379011+0.014244j -0.0298643-0.00372624j -0.00620062+0.00651308j -0.015466-0.00537706j 0.0436672-0.000568745j -0.0252021-0.0182603j 0.000932801-0.00506555j -0.0372714-0.0121394j 0.000161016+0.0288286j 0.00238568-0.0118817j 0.0247263-0.0098005j -0.00847978+0.00753982j 0.0124434-0.00672051j -0.00652902+0.0206907j -0.0169177-0.0263492j 0.0284136-0.00815781j -0.036743-0.00279178j -0.00317445+0.0222668j 0.0111557-0.00118686j 0.0207838+0.00422192j -0.0264953+0.0113647j 0.00239872+0.00725097j -0.000919405-0.00911836j 0.0117692-0.00344503j -0.00601032+0.00143578j -0.0230938+0.0178376j 0.019574-0.000188417j 0.0142193-0.000518698j -0.00199689-0.0079337j 0.0177343-0.0018902j 0.0178489-0.00274238j -0.00530037+0.0227568j -0.0108288+0.0203589j -0.000996206-0.00152197j 0.00203824-0.00290602j 0.00121592+0.000882754j -0.000115093+0.0193477j -0.00328528+0.00970411j -0.000901256+0.00220544j 
-0.02571+0.00663018j -0.01938-0.0257567j -0.0197171+0.0398828j -0.015751-0.017941j -0.0323618+0.0165213j -0.0165414+0.0558317j 0.0605214+0.0288761j -0.0093222-0.0103161j 0.0877812-0.00899648j 0.0151944-0.00591007j 0.00909754+0.0120694j 0.0416741-0.000135882j 0.0205236+0.0311836j -0.0277569+0.0710261j 0.012593+0.0201228j 0.0458649-0.0108218j -0.017431+0.0380225j -0.032136+0.0228574j -0.0753382-0.00398138j 0.0386807+0.0345187j -0.094499-0.0352714j 0.022405-0.0359597j -0.0748224+0.071538j 0.0432588-0.0388279j 0.0329688+0.0345343j 0.0950599-0.0332119j -0.0447726-0.0133483j -0.0168547-0.0589875j -0.0428573+0.0612351j -0.0922983-0.0124273j -0.144437-0.00667006j 0.025716-0.0514644j -0.0360508+0.0320817j -0.0937309+0.0397419j 0.0428056+0.0746986j 0.0355868-0.017194j -0.0244024+0.00730397j -0.0343315-0.0167783j 0.0549422+0.00464317j -0.0137142-0.0603678j 0.0228695-0.00200743j 0.00638033-0.0722208j -0.0165579+0.0756531j 0.0016856-0.037744j -0.0266324-0.0322024j 0.0575385-0.0652848j 0.00913177-0.000321603j -0.0395733-0.00101342j 0.0108758+0.0679087j 0.0515576-0.0134982j -0.0180449-0.0235106j 0.0342999+0.0141564j -0.0969734-0.0100473j 0.0320556+0.0169497j 0.0222547-0.0102757j -6.70897e-05-0.00897069j -0.0230174+0.0158554j 0.0132224+0.0334677j 0.00459137-0.0401371j 0.00230954+0.0162244j 0.0334458+0.00818885j 0.039109+0.0045948j -0.0353595-0.0112456j -0.00263166-0.0097482j -0.0237654-0.00100252j -0.0121115-0.000790611j -0.00631929-0.0286814j 0.0235261+0.0445445j 0.00892747+0.00267464j 0.00882927-0.033293j 0.0581965-0.0075582j 0.00899849-0.0179882j -0.0416151-0.0115972j 0.00409781-0.00998675j -0.00887557+0.00409707j 0.0502744-0.0171778j -0.00136116+0.00463574j 0.0193036-0.00831539j 0.0175434-0.00119973j -0.0037105+0.0235017j 0.0383373+0.00581641j -0.0130101+0.0207641j -0.00501003-0.0162614j -0.0034781-0.029671j -0.0266726+0.0328566j -0.00940138-0.00743999j -0.00104419+0.0059603j -0.0195618-0.0104403j -0.0069931-0.00192993j -0.0407755+0.0117811j 6.885e-05-0.0323284j 0.000923628-0.00469179j -0.0167422-0.0173641j 0.00754813+0.0104441j 0.0296847-0.00723205j -0.0134509+0.00589968j 0.0136076+0.000194047j 
-0.00512659+0.00478998j -0.0198138+0.00406769j 0.0402112+0.016336j -0.043957-0.0235247j 0.0406822+0.0197518j 0.0222471+0.0224608j -0.0326077+0.0064924j 0.0297284-0.0194055j -0.00490694-0.0164128j 0.0926446+0.0307786j 0.0730437+0.0124754j 0.0338833+0.0771204j -0.0208993+0.0240611j -0.00270579+0.0498952j 0.0404462+0.0217022j 0.00673926-0.0757193j 0.0109671-0.00614256j 0.0601595-0.00654918j -0.137624-0.0413058j -0.026546-0.0218745j -0.011881-0.0396831j 0.0165365-0.0115766j 0.0469547-0.00481684j 0.0159109-0.106484j -0.0612556+0.0187301j -0.168586-0.00996099j -0.072736-0.0469546j -0.00224971+0.00686857j 0.0292272-0.0328136j -0.035663-0.0112504j 0.0161785+0.0210886j -0.00166191-0.072499j 0.0133606-0.0448985j -0.0752636+0.0886813j 0.00467947+0.0760638j -0.0251593+0.0310219j 0.0551549+0.0255282j 0.0129944-0.0558372j -0.0213826+0.0456714j -0.0143843+0.0386274j 0.00200092-0.0136341j 0.00137249-0.0261857j -0.0128297+0.0099236j 0.00959203-0.024806j -0.0599508+0.0291542j -0.00979577-0.0510542j 0.0535168+0.00100495j -0.0314741-0.0163784j 0.0384916-0.01923j -0.0239481+0.0141068j -0.0184103-0.00245853j 0.0462857+0.0695642j -0.0288022+0.0135185j 0.0155084+0.0210578j 0.000459085+0.002406j -0.0234246-0.0145464j -0.0117627+0.00767132j 0.0573058+0.0133306j 0.0128567+0.0267376j -0.0368518+0.0323447j 0.0212687-0.000371487j -0.0375454+0.0302022j -0.0132945+0.0314407j 0.0252921+0.0135046j -0.0218779-0.0102366j -0.0129696+0.0136513j 0.0102689+0.00117531j -0.00983133-0.00539229j 0.00354352+0.0156146j 0.0133237-0.0173375j -0.00151611+0.0221008j -0.0189875+0.011207j 0.0204803+0.0193477j 0.0159549+0.030498j 0.0257099-0.00574614j -0.0212546-0.0095005j -0.011667-0.00247955j -0.0383461+0.00647212j -0.0138092-0.00385211j -0.00457478+0.027059j 0.00201569-0.00408873j -0.0120663+0.0216956j -0.0298752-0.00462217j -0.00416644+0.0318219j 0.0106883-0.0122946j 0.00996387-0.00992736j 0.00191601+0.0191628j -0.0024444+0.01295j 0.0126039+0.00498127j 0.00618536+0.00589702j 0.0081843+0.0113362j 0.00312701-0.00710141j 0.00556815-0.00460102j -0.00621894-0.00724535j -0.0290557+0.0126397j -0.0103189+0.0107029j -0.00837805+0.00573219j 
0.0132367-0.013869j 0.012237+0.0243313j 0.0128359+0.0147623j -0.0116109+0.00438988j 0.0141878-0.00711961j -0.0327886-0.00890657j -0.00191404+0.00119753j -0.033405+0.0397286j 0.0156492-0.00565051j 0.0223456-7.63702e-05j -0.00584937+0.0258354j 0.0391756-0.0385844j 0.00711831-0.0740381j -0.0209462-0.0257906j -0.00247546+0.0404613j 0.0118087+0.000944496j -0.0656856-0.0152178j -0.0516251+0.026859j -0.066715-0.000419849j -0.0295848+0.0641835j 0.0770504-0.0346577j -0.0881295-0.0156723j -0.120123+0.016875j -0.0440736-0.0117843j -0.0364195+0.0252728j -0.0495513-0.00399858j -0.00343147-0.00999254j 0.045632+0.062835j 0.0131796+0.00911595j -0.0321865+0.00765621j 0.0672177-0.00807689j 0.00669728+0.0799099j -0.0882205+0.0489038j -0.0485574-0.0553135j -0.0813848-0.0418829j 0.00940028-0.00671152j 0.0418242-0.0286164j 0.0142604+0.0701095j -0.00767843-0.0271988j 0.0528728+0.000164066j 0.0825405-0.0524059j 0.00213841-0.0379138j 0.00962572-0.0363834j -0.0545348+0.0417831j -0.0204555-0.116981j 0.0726613+0.0246465j 0.000425568-0.0212591j 0.0248235-0.00808075j -0.0107821+0.0286586j -0.122911-0.00411195j -0.00194351-0.00355964j 0.0292212+0.0193757j 0.0434957-0.0398533j -0.0589486+0.0393486j -0.00955072+0.0206257j 0.0209193-0.0438064j 0.047622-0.0113311j 0.0133073+0.0287147j -0.0529583-0.0201253j 0.000406566+0.00609043j 0.012082+0.00101616j -0.00512081-0.00886241j -0.0170146-0.0207925j -0.0330221+0.00639933j 0.0568328+0.0219517j 0.0648543-0.00131837j 0.00404923-0.0342576j -0.0138831+0.0201674j 0.0398-0.0104041j 0.0324198-0.0313826j -0.0216818-0.00623593j 0.0478755-0.0207384j 0.0144035+0.0248725j -0.0101396-0.0145277j -0.000483031-0.0169471j -0.0280394+0.0145987j 0.0400557+0.00764204j -0.00923869+0.00232515j 0.0107692+0.02835j 0.0295865-0.0106386j 0.0343547+0.0204293j -0.00617648+0.00216691j 0.0304196+0.0111936j 0.0212812-0.0220607j 0.00591536-0.0158409j -0.00368564+0.0117799j 0.00540703+0.00591946j -0.0286834+0.0146361j -0.000867795+0.00643712j 0.0386141-0.0109275j -0.0039069-0.00875273j 0.00896601+0.000143338j -0.00643304-0.0135205j 0.005538+0.0272475j -0.00075628+0.0322173j -0.00215465+0.0190143j 0.0115494+0.00393278j 
-0.00190008-0.0218221j 0.0035388-0.0185062j -0.0125909-0.0106987j -0.00308218+0.0405207j 0.00829208-0.00532764j -0.0158047-0.0245031j -0.0197987+0.0241095j -0.0256214+0.00659715j 0.0102936+0.0243694j -0.0237683-0.00520307j -0.0279109-0.00513617j -0.0152038+0.00406807j 0.0582532+0.00458851j -0.0371275-0.0169297j 0.00608438+0.00447784j -0.0219842-0.047948j 0.0486237-0.0444727j -0.0203998-0.0703535j -0.0533693+0.0198836j -0.0162547-0.0580378j 0.00235621-0.0613193j -0.0466553+0.045578j -0.0231907+0.0861631j 0.0107225+0.0344648j -0.00781437-0.0370029j 0.0187164+0.0126288j 0.0357303-0.0122781j 0.013977+0.0179995j -0.0740838-0.0644177j 0.00654536+0.122502j -0.026677+0.00640556j -0.0503925+0.017365j 0.0711594+0.0179143j 0.0622544-0.0282199j -0.00662927+0.0702065j 0.0362078-0.0053363j -0.0025381-0.0181597j -0.0639858-0.0326537j 0.0376879-0.0327688j 0.016014-0.0276206j 0.0184159+0.0815162j 0.00526797+0.00671012j -0.0261618-0.0233942j 0.00962772+0.036487j -0.00501573+0.0322672j -0.0398364+0.0259434j 0.000378235+0.0339236j 0.0114448-0.0311854j -0.0359976+0.0356913j -0.000266891+0.0236462j -0.0582881+0.0203686j 0.0471395-0.0385499j -0.047227-0.0324099j 0.0505498+0.0180414j 0.0228229-0.011592j 0.0347751-0.0532329j -0.0271305-0.0228845j 0.00867411-0.00891412j 0.00300052+0.010952j -0.0170078+0.00523227j 0.0169003+0.00423832j -0.0312699+0.0365043j -0.0139256-0.0370459j 0.0269073-0.0322354j -0.0207055-0.00873078j 0.000771613+0.00434411j -0.0108394-0.00530548j -0.0139068-0.000471712j -0.00501854-0.0470335j 0.026571-0.00856933j 0.0175246-0.036541j -0.00866398+0.0411844j -0.0132521-0.00610187j 0.0127973-0.0186123j 0.00430273-0.0117732j -0.0278928-0.000109941j 0.00643367-0.0293866j -0.0313919-0.0104739j 0.0119-0.000159791j -0.0289718-0.00101622j 0.00285669+0.0182674j -0.0137346-0.0191926j 0.00525145+0.0220382j -0.0150053-0.0192136j 0.015013-0.00543102j -0.00322447+0.0262842j 0.00914014-0.0241108j 0.00258825+0.0023848j -0.0123045-0.0054825j -0.0166123-0.00720529j 0.00365191-0.0135439j 0.00100271+0.000322282j -6.8369e-05-0.00744147j -0.0117287+0.0122055j -0.0107753+0.00188558j -0.00466767-0.00586746j -0.00334957+0.00238252j 
-0.00232154+0.00547123j -0.0122825-0.0193191j 0.00195625+0.00286972j -0.021482-0.00296739j -0.00630883-0.0182717j 0.0209638+0.00418883j -0.0126029-0.0149726j 0.0280827+0.0170582j 0.00762499+0.0341142j -0.0183879-0.00996761j 0.0162559+0.0158126j -0.01575-0.0156047j 0.032964-0.0563257j -0.00914093+0.000206165j 0.0623792-0.0651773j 0.0310155+0.0767192j -0.0215467+0.0440342j 0.011763-0.0441613j -0.0339294+0.0434882j 0.150388-0.0381372j 0.046046-0.0618015j 0.0502748+0.0052085j -0.0427785-0.0219862j 0.0298229-0.0327839j 0.0685783+0.0368005j 0.0387724+0.0194951j -0.00202246+0.0656381j 0.00071207-0.0271483j 0.119447-0.0402819j 0.00293012-0.0149389j -0.0252471+0.0651868j 0.0622382+0.045913j 0.048996+0.0162852j 0.0204146-0.141402j 0.0265969-0.028438j -0.00904677-0.0410731j -0.0252805-0.00754001j 0.0137717+0.0668326j -0.0103483-0.00675721j -0.00860065-0.0383978j -0.0193587-0.0128103j -0.0446252+0.00449491j 0.102012-0.0231029j 0.0375177-0.0212885j -0.164891+0.0538425j 0.00285513-0.0187698j 0.0726322-0.0448889j -0.0157406-0.000848963j 0.0986621-0.0327498j -0.0101329+0.0386701j 0.00252687+0.0251122j -0.0342198+0.0526683j 0.0185213+0.00741701j -0.0152586+0.0394561j 0.0356771-0.0297293j 0.0108083+0.00487405j 0.00696211-0.0304281j 0.0109902-0.0231606j -0.0345336+0.0357123j 0.00685123+0.0133044j -0.0119023-0.0148005j 0.00904438-0.00209365j -0.000205006+0.0105038j -0.00866518+0.000410961j 0.0197637+0.00148274j -0.0248271+0.0276735j -0.005793+0.011004j 0.0201122-0.0301419j 0.00715579-0.00459404j 0.0152398-0.000194014j -0.00939642+0.0141376j -0.00937281-0.0182154j -0.0415334+0.0356733j -0.0239457-0.02888j 0.00400754+0.000156995j 0.0262861+0.00363457j -0.00412846-0.0487427j 0.00120032+0.00504907j 0.0108214-0.0231951j 0.00169098+0.00391533j 0.0158901+0.0172013j -0.011662-0.0232307j -0.00199057-0.0139429j 0.0143686+0.000584011j 0.0138352-0.00720121j -0.00575758-0.0174275j 0.00972817-0.00992845j -0.00401416-0.0161251j 0.0007432-0.00215217j 0.0055941-0.00609478j -0.00556709-0.00663369j -0.014176+0.00499078j -0.000540826+0.00444301j -3.84017e-05-0.00797916j 0.00455334-0.0306619j -0.0145504-0.00814401j 0.00428169-0.0114945j 
0.0158738+0.00888278j -0.000933544+0.00596412j 0.0221266+0.0256416j 0.0188049+0.00385292j 0.0321167-0.00308757j 0.0130988-0.0110276j -0.0380206-0.00347544j 0.0186419+0.00572624j 0.0181063+0.0128188j -0.0124547-0.0144638j -0.0438622-0.0180611j -0.0110148-0.0209675j -0.0083897+0.00428741j 0.00137244-0.00225145j -0.0896693-0.0188263j -0.100148-0.0126063j 0.0584757-0.0663492j 0.0100698-0.0810461j -0.0466236+0.00338799j 0.0182433-0.0142548j 0.0144781+0.0104835j -0.033159-0.00341798j 0.0280479-0.10708j 0.0344071+0.0134863j -0.0283029-0.00323186j 0.0175696+0.0293617j 0.0261532+0.0503923j -0.0527618+0.0115038j 0.00051735+0.0141634j -0.0366016-0.0252912j -0.0101784-0.0055178j -0.00654299-0.030204j -0.0236581-0.0422172j 0.0293932+0.0196998j -0.00236766-0.0266429j -0.00295692+0.057801j -0.000206395+0.0159233j 0.0374938-0.0499141j -0.0507049+0.0234341j 0.0376825-0.0479757j 0.0664099+0.00648257j -0.00340088-0.0161993j -0.00965175-0.00582908j 0.0120192+0.0340116j 0.0384597-0.0298042j -0.0122676+0.0281315j 0.0441996+0.0129417j 0.025475+0.0122999j -0.00859412+0.00866265j 0.00240981-0.0202226j 0.0366117-0.0126477j -0.0119258+0.0245463j 0.059825+0.0224458j -0.0271528-0.0107094j -0.0645453+0.030061j -0.00209036+0.0444585j 0.0203301+0.028073j 0.00224416+0.0193763j -0.0155138+0.000140091j 0.0151494-0.0119426j -0.0168231+0.0238244j 0.000446796-0.00152305j 0.0212213-0.0268942j 0.001535+0.000247161j 0.0178252-0.00574721j 0.0014817+0.0110585j -0.0129688+0.00414104j 0.00453869+0.0301352j -0.0186798+0.0104282j -0.00167014+0.000405187j -0.00178913-0.00193915j 0.0355863-0.00302711j 0.0153059-0.0198315j -0.00875265+0.0314746j 0.00986923-0.0102025j -0.0220941-0.0383473j 0.020936+0.0205826j -0.00541051-0.00998702j -0.00188365-0.0112467j 0.000746654-0.0113359j -0.0102854+0.00137933j 0.00321356+0.0213081j 0.0102498+0.0115725j -0.00980208-0.0205759j 0.0203586+0.02272j 0.000553034-0.00137432j 0.0172026+0.00324542j 0.00370305-0.0066005j 0.00203835-0.0126803j -0.00228019-0.0068621j -0.00881529-0.0116347j 0.00809748-0.00594143j -0.00221002-0.00529815j -0.00292814-0.00332585j -0.00109314+0.00461258j 0.00495839-0.00175717j -0.000875416+0.0088237j 
