0.00988927+0.0327983j -0.0183543-0.0067808j -0.0146964+0.00848259j 0.0113395+0.0502719j -0.00143411+0.00612325j 0.00482139-0.0118319j 0.0148518-0.00284265j 0.0158467-0.00960421j 0.022404+0.0753088j -0.00062898+0.00757731j 0.000835643-0.00615432j 0.00334644+0.0139458j 0.00489316+0.0293392j -0.0108634-0.019842j 0.0254634+0.0270544j 0.00666457-0.012557j -0.0160414-0.026837j -0.010529-0.0237355j -0.0205306-0.0125786j 0.026602+0.0302806j 0.0079137+0.0135727j -0.00775229-0.0183117j 0.0150182-0.00532259j 0.00332967-0.0045444j 0.00735572+0.00413374j -0.00858973+0.00335346j 0.00876484-0.0157244j 0.00310477+0.034781j 0.00208889-0.000248196j -0.0192772+0.0102459j -0.000852587-0.0160162j -0.0132298-0.0165157j 0.00268539+0.00340671j 0.00121711-0.0239288j -0.00731397+0.00614214j 0.00202158+0.0134315j -0.0024245-0.0188172j -0.0148733-0.00588876j -0.0177831+0.00210241j 0.00464375+0.0201722j 0.000646813-0.00900236j 0.00016585+0.0131943j -0.00747562+0.000894344j -0.0146454+0.000135688j 0.00630718-0.0208034j -0.00121726-0.00829883j -0.00767445-0.0151667j 0.00375762-0.00633527j -0.0097736+0.0376117j 0.0151817+0.0327704j 0.0104497+0.00668604j 0.00205492+0.0467073j 0.0146884+0.0321431j 0.00557792+0.0188813j -0.0213557-0.034371j 0.00898872+0.0139976j 0.00968546-0.0141167j 0.0152068+0.00260021j 0.00743016+0.0676858j -0.0196518-0.0243656j -0.0107863-0.0223805j -0.0322206-0.022391j -0.0119436+0.0151851j -0.0250487-0.0266329j -0.00181503-0.00118614j -0.0470592-0.023012j -0.025835+0.00254162j 0.0195294-0.0407578j -0.00952825+0.0133593j 0.0118707-0.00267961j 0.013099-0.0477496j -0.0112867-0.00328787j -0.0275112-0.0219231j 0.0269585+0.0702764j -0.0632252-0.0413914j -0.0308935+0.0432735j -0.0718372+0.0961361j -0.0339583+0.0354958j 0.0339861+0.113175j 0.015722+0.100135j 0.0436475+0.107068j -0.0079441+0.0453682j -0.00996198-0.098022j 0.0906095+0.0205336j 0.00836805-0.0990661j -0.0238064-0.0224985j 0.0120753-0.00378238j -0.0250608+0.0108095j 0.0346449-0.0102768j -0.0258294-0.0331682j 0.000621861-0.0269656j -0.0085353+0.0404345j -0.0396146-0.0579262j 0.0346936-0.0106574j -0.0165971+0.0539382j -0.0452739+0.119175j 0.0423503+0.337668j 
0.00317993-0.000201457j -0.00355018+0.00722002j -0.00564607-0.001911j 0.00215382-0.00638192j 0.0165545+0.0139274j 0.00748653+0.015464j -0.000227016-0.0193763j 0.0132849-0.00401187j 0.00800692+0.0143501j -0.0161548+0.00905102j 0.0172878-0.00598806j 0.0333994+0.0183402j 0.00889408+0.038047j 0.0187454+0.0114793j 0.0249177+0.0104987j -0.0208872-0.00340787j -0.00754045+0.00452832j -2.84976e-05+0.0079934j 0.013304+0.00495371j 0.0245463-0.0128543j 0.00648959+0.020371j -0.050052-0.0326558j -0.0171689+0.0032146j 0.0268719-0.0146682j 0.00153316+0.0123959j -0.0113929-0.000422721j 0.0157131-0.023696j -0.00822746-0.0245278j -0.0558576+0.0205735j -0.00496229+0.0363651j 0.0269258-0.0110481j -0.0482591-0.00905723j 0.0282748+0.0293737j 0.0439598-0.0102464j 0.0405171+0.0264781j -0.0663391-0.0369935j -0.0946983-0.0197448j 0.0486776+0.0207609j 0.00418235+0.065456j -0.0566722+0.0111594j -0.0195631+0.0247934j -0.0897834-0.00171902j -0.0591222+0.0100348j 0.0577642-0.00329352j -0.0600795+0.0330544j 0.0885452+0.0161612j 0.0144195-0.00741236j 0.0622344-0.00774148j 0.0211757-0.0136651j 0.0314989+0.0384754j 0.00959082+0.0142227j -0.044557-0.0135813j 0.000799708+0.00147946j 0.0385954+0.0180393j -0.0603073-0.0213848j -0.00777848+0.0424563j 0.00893774+0.0338761j -0.0300341+0.0306058j -0.0222045-0.0712826j -0.000450876-0.00551493j -0.0270095-0.00850414j 0.0534909-0.0453083j 0.00189012+0.0369686j 0.0395171+0.00942463j -0.0378118-0.00934061j 0.0211615-0.0209831j 0.00861078-0.0174271j 0.00315741-0.0204127j -0.0111378+0.017177j -0.0024247-0.0337962j 0.00491181+0.0035753j -0.0119484-0.0255086j 0.00445689+0.019072j -0.0602421-0.004084j 0.00501415+0.0114836j 0.00416559+0.00772476j 0.0455987+0.0180513j -0.0327893+0.0059366j 0.0178436-0.000680539j 0.0371787+0.0227867j 0.0162884-0.0175389j -0.00664115+0.0446268j -0.00353051+0.00639341j 0.00764301+0.0369995j 0.0198204+0.0161905j -0.00565727-0.0106456j 0.0143278+0.0202058j 0.0177357-0.0125217j -0.0275687-0.00202379j 0.0104435+0.00463319j 0.00413314-0.000690637j 0.0056584+0.000382304j -0.00455644+0.00237574j -0.0144512-0.00758782j -0.00842702+0.00445076j 0.0035038+0.00296633j 0.00207546+0.00906515j 
-0.000606623+0.000400461j -0.0130723-0.00310927j 0.0104074-0.00982897j -0.00154404-0.0171131j 0.00314585+0.0117542j 0.0195373-0.0237096j 0.00202904-0.00564841j -0.00756856-0.0310736j -0.00745098-0.00951437j 0.00676994+0.0182995j -0.0115085+0.0233394j -0.0164492-0.00325514j -0.00758159-0.000275334j 0.00934859+0.0174809j 0.0025907+0.00452126j 0.0421236+0.0122764j 0.0193508+0.0105607j -0.0140494-0.0628238j -0.0128596+0.0106076j 0.0120535+0.0203023j -0.0226894+0.0275659j -0.00532746-0.0646622j -0.0135872-0.0375445j -0.012288+0.0124405j 0.0133651+0.00186332j -0.0124493-0.0291459j 0.0331729+0.0370597j -0.0188815+0.0323351j 0.0211387-0.0627401j -0.0320478-0.0223602j 0.0201676-0.0428459j -0.0616142-0.0843095j 0.0141682+0.0940693j -0.0312366-0.00718938j 0.0141833-0.0298092j -0.0421085-0.0609771j 0.00574433-0.0453399j 0.0303584+0.10385j 0.0470417+0.0570863j -0.0487404-0.103206j -0.0194449+0.0130821j -0.074592-0.0275387j 0.0268788-0.0415926j -0.0379667+0.0221641j -0.00481363-0.0340319j 0.0146155+0.0106469j -0.0372686-0.0451891j 0.0262983+0.0339616j 0.00668879-0.00950446j -0.0305088+0.0170312j -0.0323775+0.00653598j -0.00845789+0.000420107j -0.0203383-0.0597331j 0.0263643+0.00296951j -0.0232567+0.0131624j -0.00828199+0.0762398j 0.00645562+0.0323901j -0.0123496+0.0136619j -0.0142156-0.0402832j 0.00636134-0.00578944j 0.0306599+0.013819j 0.0107587-0.0189861j 0.00553353-0.0119046j 0.0313856+0.00862178j -0.0231685-0.0442432j 0.00800548-0.00249094j 0.00531786-0.00166589j 0.016866+0.0108268j 0.000960665+0.072162j 0.00986458-0.0246902j -0.0117042-0.00702514j -0.0363441-0.0368694j 0.0459639-0.031021j 0.0010166+0.0153085j 0.000252761-0.0240696j -0.0314784-0.00139525j -0.000439731+0.04736j -0.0166331-0.00741899j -0.0132994-0.00334771j 0.0341785+0.00762537j -0.0196243+0.0203454j 0.0188249+0.0184082j 0.00076127+0.0201592j -0.0116269-0.00761346j 0.0243839-0.00816624j 0.00771766+0.0146305j -0.0137036+0.00100386j -1.28717e-05-0.0162412j 0.0147118-0.0436246j 0.00726464-0.016191j 0.00426793-0.0124581j -0.00749805+0.0101145j -0.0131235-0.0110978j -0.004289-0.00104879j -0.0125659+0.0143137j -0.00551706+0.00206982j -0.00769453+0.00516683j 
-0.00715984+0.00375134j 0.00528367-0.00963184j 0.00838725-0.00318601j -0.00868905+0.0139789j -0.00565297-0.00262041j -0.0174562-0.0035858j -0.0150722+0.00678465j -0.00133947+0.00281577j 0.0120385-0.0168453j 0.0119475-0.00295297j 0.00838848+0.0192378j -0.000591054+0.0112832j -0.0100317-0.00627485j -0.021223+0.00371191j -0.0165754-0.00308069j 0.0238322+0.0195897j 0.0592861+0.00878933j 0.00684686+0.0105576j -0.0119947+0.014935j -0.0459668-0.0141265j 0.0138767+0.0238562j -0.00139642-0.0252826j -0.0125922+0.0808014j 0.0149838+0.0651604j 0.0145521-0.0203001j 0.0381742+0.00307009j 0.0338375-0.000955595j 0.0236706+0.0218519j -0.0328857-0.0434291j -0.0343763+0.0219103j -0.0039048+0.00125123j -0.0717344-0.00240776j 0.0253893-0.0550303j -0.0538068+0.0739407j 0.0030707+0.0496397j -0.0871623-0.15541j -0.0107353-0.0656569j 0.0819942+0.0148338j -0.0256281-0.0349112j -0.0517892-0.0436477j 0.0214231+0.0631274j 0.036071+0.127424j -0.086519-0.00757575j -0.0236951-0.0111525j -0.0265448-0.0158124j 0.000490228-0.0177965j 0.0346504+0.0764339j 0.0355874+0.0136669j -0.0397572+0.0391321j -0.00753378-0.0451953j 0.0349044+0.0161748j -0.0167333-0.00549742j -0.0116608+0.0450517j -0.0382807-0.0345934j -0.055167-0.0397005j -0.00674231-0.0459528j -0.0184095-0.0208261j -0.0282928-0.0387027j 0.0341658+0.0261861j -0.0398378+0.0153666j -0.0364644-0.019418j 0.0036898-0.00733974j -0.033896-0.0388317j -0.00648708-0.0295064j -0.0155469+0.0414646j 0.0214272-0.00539471j 0.0081708+0.00124118j 0.00419138-0.00823161j 0.00159899+0.000722631j 0.0263947+0.0108408j 0.0113082+0.0011624j -0.0102508+0.0180121j -0.0331711-0.0186855j -0.00220524-0.0223327j 0.0113477+0.0171456j 0.0142903+0.0136771j 0.0105362+0.00209382j -0.036603-0.0204548j -0.0341593-0.0227365j 0.0118033-9.76819e-05j -0.0153617-0.0136889j -0.0366856-0.0294131j -0.0197233+0.00542094j 0.0271472+0.00687352j 0.0113054+0.00568093j 0.0247442+0.0253077j -0.00489933-0.000677826j -0.00738847-0.000761868j 0.00197488-0.00192541j 0.0086188+0.0143626j 0.0039607-0.0200555j 0.0199758-0.00341274j 0.0176404+0.00106359j -0.00866235+0.0111388j 0.00392517-0.00237857j -0.000903623-0.0070714j -0.00714976-0.00403117j 
0.00450727+0.00275227j -0.00553525+0.00440273j -0.0106435+0.000552701j -0.00956165-0.00679487j 0.0231725+0.00759513j 0.00717146-0.00239453j -0.0150533-0.0200497j -0.00837747+0.0148756j 0.00823934-0.00265746j -0.0339833-0.00935973j 0.00958565+0.0209044j -0.0154546-0.00860068j 0.00274289+0.0136761j -0.00191212+0.00121065j 0.00485299+0.0312736j 0.0229743-0.0276372j 0.0216701-0.0247751j 0.0192119+0.00783684j 0.00695528+0.0295608j 0.00510255+0.0276547j 0.00827449+0.00756936j 0.0411077-0.0349484j 0.033717-0.00940816j 0.123942-0.0163232j 0.0085467+0.0353199j 0.0313742+0.00234308j -0.0189638+0.0386646j 0.0333436+0.034231j 0.0412865-0.110029j -0.0246195+0.0734088j 0.0962561-0.103979j 0.036451+0.0245654j -0.00967473+0.0495929j -0.00886894+0.0490212j 0.0943869-0.0162209j -0.0761402-0.0785582j -0.0784529-0.0411963j -0.0830785+0.0623044j 0.0334471-0.00864j 0.081921-0.0572991j -0.0196816-0.02302j -0.0420846-0.0373283j 0.0361834-0.0436975j 0.0270348+0.0160032j 0.0274809-0.0135898j 0.0179641-0.00121169j 0.0368666+0.0205625j 0.0297021+0.00710341j 0.0408992-0.00620359j 0.0112107-0.0169452j -0.011805-0.00564066j 0.00279443-0.0647698j 0.0368962-0.00457877j -0.0255662-0.00983466j 0.0207801-0.0739648j -0.0358877-0.00720608j -0.00526371+0.00260226j -0.0143619+0.00238571j -0.0525252-0.00707322j 0.00107389-0.0355001j 0.0237027+0.0464967j 0.0190619-0.0343033j 0.0590941+0.0134695j 0.037433-0.0461987j 0.0526935-0.00124331j 0.023418-0.00624624j 0.0173441+0.00649595j -0.010934-0.0150708j -0.0211691+0.0014611j -0.0195947-0.0107625j 0.00292203-0.0126912j -0.00351701-0.00191915j -0.0358741+0.000253431j -0.000250083-0.00463955j 0.0242823+0.0113188j 0.00659406+0.00427442j -0.035739+0.011491j -0.00936819+0.0184578j 0.0126699+0.00683492j -0.0450931+0.0148323j 0.00173416-0.00656583j 0.000168741-0.0159024j -0.0210915-0.0168074j -0.0191942+0.0127121j -0.00407876-0.0262753j 0.00115787-0.0120056j 0.0102389+0.0292879j 0.0288705-0.00423j 0.00581222+0.00382138j 0.0264795-0.011199j 0.0122624+0.00529155j 0.00298232+0.000919494j 0.00278664+0.00318416j -0.00736482-0.000179533j -0.0152227+0.0126001j 0.00418759-0.0068506j -0.00447378+0.00915671j 
0.000807467-0.00897197j 0.001698-0.00398423j -0.000547025+0.0068914j -0.00968815-0.00202167j -0.00306942-0.00722481j 0.01239+0.000840944j -0.00100978+0.0126861j 0.00121441-0.00425603j -0.0240159+0.0119835j -0.0169279-0.0290967j 0.016696+0.0242072j -0.00900964+0.0302949j 0.0108033+0.00384688j -0.0206829+0.0101256j -0.0226567+0.0110942j -0.00348813+0.016601j -0.00543369+0.0233681j 0.0421613+0.0149479j 0.0217098+0.0232777j -0.0309792+0.0354562j 0.055453-0.00680293j 0.0100928-0.0180569j -0.0125759-0.0458202j 0.000290714+0.0329149j 0.0464958+0.0511736j -0.00721364+0.0127057j -0.0265279-0.0128604j -0.0453856-0.030949j -0.00983141+0.0129595j -0.0268111+0.0245503j 0.0556736+0.0611774j 0.00619184-0.0329941j -0.0117011+0.0881793j 0.033922+0.00174978j -0.0231728+0.00656732j 0.00805093-0.0920621j 0.0101711-0.0531623j -0.0459418-0.0270348j 0.0427304+0.0633369j 0.0191766-0.0282749j -0.0123008-0.0454645j 0.030248-0.0790899j -0.0867269-0.0736379j 0.0554635+0.0144381j -0.013752-0.0279537j -0.0102743+0.0228496j 0.0599495+0.0353637j -0.00551149-0.00800046j -0.0897401-0.0411861j 0.0758116+0.0296573j 0.00770046+0.00753296j 0.0274737-0.0117275j 0.0131845-0.0444345j -0.00735701+0.0207774j 0.025585-0.0227489j 0.00990211-0.00905169j 0.00396573-0.0140579j -0.0606448-0.0429996j 0.0452018-0.0236181j 0.045043+0.101589j -0.0829011-0.0195185j -0.0128814-0.0328433j 0.00553884+0.00302523j 0.000523815+0.0140404j -0.0101706-0.0123915j 0.0007536+0.0204309j -0.022579-0.00419057j -0.00412468-0.0110445j -0.0277344-0.00589363j 0.0434284+0.031945j 0.0301293+0.00533818j -0.00344969-0.0354182j -0.0380111-0.00393412j -0.0310286-0.0187465j -0.00802797-0.00106637j 0.0128777+0.0218461j 0.00973474-0.000220971j 0.00634605+0.0011482j -0.0166989+0.0181626j 0.00306493+0.0124901j -0.00541596+0.00840615j -0.0162888-0.00375137j 0.00037327+0.0165082j 0.0200593+0.0115664j 0.0464635+0.0463177j 0.0329892+0.0086478j 0.00263055+0.0231237j 0.0370267-0.0124001j 0.0235088+0.00973334j 0.0146037+0.0110559j -0.0198058-0.0167475j -0.00713962-0.00882435j 0.0234057+0.00330015j 0.00412048+0.0100871j -0.00456921+0.00591243j -0.00272877-0.0102927j -0.013697-0.00104306j 
0.0101048-0.00367448j 0.00849167+0.0100373j -0.00360939+0.00593257j 0.0179606+0.00211113j 0.00835342-0.011288j -0.0097885-0.00273217j 0.014747-0.00476162j -0.00478473-0.00981508j -0.0201848+0.00481203j -0.0281719+0.0111004j -0.0305729-0.0397477j -0.0217057+0.0110635j -0.0136936+0.0131075j 0.0235114-0.0282978j -0.0520378+0.02242j -0.025864-0.0378352j -0.0282211-0.0104024j -0.010385-0.0102997j -0.000728533-0.0285831j 0.00183786-0.0124463j 0.0225976-0.0905418j 0.00970597-0.0211187j 0.00289168+0.0145995j -6.71157e-05-0.00989027j -0.0151764-0.0486131j 0.0129158+0.0256446j 0.0334152+0.00361912j -0.0492675-0.0154156j -0.0114958-0.008733j 0.0186151+0.0317778j -0.0942682+0.00379582j 0.0384386-0.115699j -0.00485501-0.0605386j -0.0590435+0.102834j 0.0213129+0.0102174j -0.044529-0.0286446j -0.00361297+0.0168985j -0.0221207-0.00094081j 0.0303508-0.0534623j -0.0192369+0.00495192j 0.0385222-0.0762351j -0.063269-0.104046j -0.0167537-0.0637122j -0.00811979+0.0157884j 0.0422778-0.0108798j -0.0156912+0.0955813j 0.00788837-0.0508129j 0.00936456+0.0323592j -0.0225525+0.0326478j -0.034023-0.0426895j 0.0385262+0.00343132j -0.0348192-0.0660694j 0.00745559-0.0127703j -0.0268406+0.0283128j -0.0469028-0.0261403j -0.0314943-0.0392319j 0.0112697+0.0018788j 0.0185625+0.00551677j 0.0237286+0.0111996j -0.00860158-0.0031062j 0.00952255+0.00751025j -0.0289714+0.0449855j -0.0324015-0.00405394j -0.0102089+0.0152541j -0.0245195-0.0268213j -0.00321214+0.0115082j -0.00461725+0.0203817j 0.0134724+0.0301418j -0.0474061-0.00919784j -0.015881-0.0260655j -0.00887313+0.00348695j 0.0255108+0.0239553j -0.00369908-0.00267139j 0.00894154-0.0250947j 0.000522+0.00200995j -0.0123017+0.0351846j -0.0079026-0.00675032j -7.53872e-05+0.00595862j -0.0178499-0.00710199j 0.032024+0.0398932j -0.016046+0.024004j 0.0225639-0.00903325j 0.020103-0.0159844j -0.0106897-0.00627863j 0.00215735-0.0243031j 0.00356963-0.00509703j -0.0252886-0.0141682j 0.00485771-0.00234039j 0.00307495-0.0173276j -0.0128989+0.00336661j -0.0069202+0.00661178j -0.00722043+0.00892512j -0.00604814-0.00991617j 0.0074932+0.00309408j 0.00650857+0.0108062j 0.00149335+0.0022335j 0.00297534+0.0066112j 
-0.00807934+0.0010784j -0.00415387+0.00080251j -0.00457895+0.00366988j -0.00448481+0.00180863j -0.00416078-0.00376525j -0.0148559-0.00842085j 0.0019367-0.0114959j -0.0133162+0.0147993j 0.0129373+0.000260504j -0.00376221+0.0145739j -0.0126031+0.00514679j -0.0105579-0.0543051j 0.0213282+0.00242433j 0.0179297-0.0112615j 0.00365693-0.0185284j 0.0185159-0.048558j -0.00689789+0.000343723j -0.00469185-0.0149351j -0.00375138-0.00661455j 0.0503027-0.023908j -0.017029+0.029563j -0.0133835+0.0305976j -0.0913917+0.067544j -0.0285158+0.0331676j 0.00766008-0.00316202j -0.00118895+0.0120909j -0.0220676+0.0439032j 0.00620874+0.127226j -0.00376217-0.029672j 0.031116-0.0299374j -0.0294278+0.0114558j 0.0926492-0.0436088j 0.0506131-0.0160342j -0.00723683-0.0211676j -0.0909773+0.10465j 0.0230805-0.072755j -0.028781-0.0562246j -0.0494416-0.026219j -0.0183097+0.02989j 0.0251565+0.131303j -0.0661912-0.0109908j -0.0766399+0.0176971j -0.00746858-0.00968131j -0.0474544+0.0355332j 0.00686287+0.0251631j -0.0473423+0.037602j 0.0478892+0.0861982j -0.0207336+0.042965j -0.0325957-0.0176002j -0.0098213-0.070484j -0.02772-0.00858913j 0.0609366-0.0114974j -0.068581-0.0181181j -0.0288608-0.0404505j 0.0539459+0.0208131j 0.000328683-0.0318804j 0.039118-0.0181115j 0.00192748-0.0456328j -0.0152868+0.0272201j -0.00431104-0.0242892j -0.0249839-0.0222893j -0.0274245+0.00295591j -0.0140156-0.0195266j 0.0324828-0.0161169j -0.00656144+0.0112628j 0.0102176+0.0504815j -0.0393139+0.0223992j 0.0182223-0.0252608j 0.0316084-0.011522j 0.0207302+0.00771901j 0.00540716-0.00778336j 0.00499724+0.0438475j -0.0202983-0.0412619j 0.0366582+0.0253283j -0.0160515-0.0147134j 0.026421+0.00557368j 0.00503474+0.0132915j 0.0266572+0.00634814j -0.00937064-0.0138907j 0.0132391+0.00854121j -0.0055684-0.0105185j -0.0140324+0.00958944j 0.00922698-0.0042246j 0.0150194+0.0312511j -0.0255682+0.00562396j 0.0129612+0.0131015j -0.0272358-0.0185199j -0.00571343-0.00642599j -0.00233139+0.0172967j -0.00166831+0.0133864j 0.0122167+0.0115566j 0.0265912+0.00885273j -0.00798444-0.000405883j -0.00408862+0.00177127j 0.0102739-0.00221557j 0.00311131-0.00278649j 0.00649892+0.00286306j 
0.00362593+0.0059491j 0.00482178-0.00611496j -0.00713533-0.00457407j -0.000204343+0.0119176j 0.0152796-0.0107611j -0.0188405-0.0100798j -0.00515472-0.00797333j 0.0219938+0.0438885j 0.0162337-0.00881294j 0.00843414+0.00124581j -0.0120989-0.0240913j 0.00282972-0.0220414j -0.0223033-0.024855j -0.0106041-0.0240287j 0.0111363+0.0109353j -0.0139886-0.0149821j -0.00123006-0.0548176j -0.00106257-0.0147442j -0.00799495-0.00385105j 0.00684406+0.00265922j 0.0188739-0.0312457j -0.000436578+0.0360284j 0.0123343-0.0734895j 0.0214082-0.0597556j -0.00442134-0.0287332j -0.000181778-0.0532227j -0.0123243-0.040424j 0.0861123+0.00711869j -0.0294192-0.00127779j -0.0457332+0.057628j 0.0375008+0.0510397j -0.0224011+0.0669523j 0.0743351-0.0504483j -0.0320522+0.00725311j 0.0310172-0.0630415j -0.0837155+0.0651289j -0.0717974+0.0047524j 0.02555-0.0547345j 0.102575-0.046899j 0.0173618+0.0567453j 0.0127482-0.0478934j -0.0916796-0.133622j -0.0388283-0.119235j 0.0423262-0.0351107j -0.0371052-0.0160262j 0.0968853-0.0212861j 0.05674-0.0347497j 0.0682018-0.0469669j -0.0609501-0.0356237j -0.0536894-0.0369094j -0.0215325+0.0559409j -0.00735985-0.0240531j -0.0900331-0.00506818j 0.0143627+0.0125063j 0.0283766-0.00521694j -0.0665817-0.000699082j -0.0221153-0.0145436j -0.0108031-0.00879178j 0.00490761+0.0561386j 0.016317-0.000978712j 0.0302054-0.0103801j 0.00461774-0.000897065j -0.0329368-0.0103171j 0.00526884-0.00445345j 0.0160975-0.00646154j -0.00204595+0.012379j -0.0297656+0.00409507j -0.0091702-0.011731j -0.0244637+0.00548146j 0.00956092+0.00311227j -0.0142343-0.00372024j 0.000102806+0.0227135j 0.0224704-0.0203825j 0.0103911-0.00629571j -0.0449261-0.0127759j 0.0241862+0.0180321j -0.0100708-0.0029817j 0.013802+0.0145498j 0.0262378-0.00502119j 0.0340348+0.0303535j -0.0266357-0.00290299j -0.0233086-0.0103608j 0.0281371+0.0189198j -0.0163465-0.00687935j -0.0123389-0.00297012j 0.0114649+0.00498656j -0.029046-0.0284995j 0.00265349+0.00723742j 0.00787844-0.0220048j -0.00804836+0.0178561j 0.00194797-0.00898529j 0.0161866+0.00759649j -0.0204804+0.00186942j 0.0107269-0.0072633j -0.00409483-0.0136236j 0.00270145+0.0024893j 0.000689462-0.00674706j 
-0.0119002-0.00423025j -0.00938401-0.00532563j 0.0102641-0.00641296j -0.00884068-0.0116648j 0.00716483+0.0180131j 0.0148989+0.00711918j -0.00990396-0.011121j -0.0116862-0.0335419j -0.00488142-0.0134122j 0.0245469+0.0144256j -0.0197182+0.0488708j -0.00306464-0.0126015j 0.0221382+0.0128538j -0.0152609-0.00677112j -0.00565672+0.0298034j -0.0135425+0.011517j 0.0111309-0.0101726j 0.0143826-0.0296961j -0.0311219+0.00954473j -0.0134534-0.0209787j 0.0307771+0.0528843j -0.00293943+0.0201725j 0.0336148+0.0517323j -0.0161359+0.0673402j 0.043786+0.00644661j 0.012442-0.0540188j 0.0197415-0.0498532j -0.056793+0.0259125j -0.0787722+0.0105864j -0.0382116-0.00538463j -0.0427374+0.157771j 0.0210686-0.0169294j -0.0671616+0.00833595j 0.0216691-0.0109233j -0.0617814+0.0477439j 0.0525844-0.0395435j 0.0711264-0.0342451j -0.000689465+0.0380685j -0.0806507+0.0812013j 0.047728+0.0607068j 0.0568954-0.0043219j -0.0799367-0.0194951j 0.00773363-0.00483749j 0.0395827+0.0922542j 0.0429628+0.0272392j 0.0310121+0.0138607j 0.100858+0.0566104j -0.0256174+0.0373607j 0.0474615+0.00313725j 0.00150275+0.0117071j -0.0563936+0.0080224j 0.00567546-0.0378216j -0.0621333+0.118993j -0.00659616+0.0362553j -0.0393409+0.0286291j -0.087986+0.0430201j -0.0125775-0.0140416j -0.0532874-0.00202028j 0.0642237-0.00821684j 0.0603677-0.0210074j 0.0585932+0.00213513j 0.0586639-0.0340047j 0.0461688+0.025745j 0.01074+0.00294916j 0.00279744+0.00806906j -0.0170375-0.0186703j -0.0316235+0.0376997j 0.00807603-0.0209795j -0.047322+0.00902459j 0.04901-0.0130801j -0.0395778-0.0106508j 0.035374-0.0322442j 0.0297283-0.0277372j 0.0130532+0.0235549j -0.0191688+0.0130217j -0.0356818-0.028456j -0.0222568-0.00984765j 0.0170186-0.00654515j 0.0403666-0.0128894j -0.0206415-0.0165764j -0.018667-0.0188058j -0.0306658+0.0233629j -0.0162661-0.0257392j -0.0184892+0.0120485j -0.00132545+0.00872706j 0.0159998-0.00547913j -0.0015041+0.0238134j 0.0277786+0.0240931j 0.0527981-0.0133036j 0.0177414-0.00796028j 0.00806642+0.000541707j 0.00488253-0.0162053j -0.000271659+0.0096737j 0.015403-0.0224156j -0.0216514-0.0113369j 0.00433859-0.00376682j -0.0151794+0.0112889j 
-0.00607815+0.00463601j 0.00588819-0.000475825j 0.011216-0.016206j -0.0077228-0.0106422j -0.0114819-0.00745935j -0.0173023+0.0223464j -0.00168561-0.00739253j 0.00333452+0.0166306j -0.0301472+0.0141477j -0.00277606-0.0275373j -0.0163453-0.0144642j 0.006614+0.00358788j 0.00920285+0.00534696j -0.00909939-0.0033266j -0.023166+0.00973914j 0.0545537-0.0197719j -0.0359926+0.0197814j -0.0621036+0.0479442j -0.0196835+0.0172507j -0.0275065-0.000687227j 0.0152946-0.0297033j 0.00420699+0.0248992j -0.0475648-0.0173974j -0.0273471+0.0311231j -0.0414244+0.0119066j -0.0276973+0.0426156j -0.000533196-0.00930094j 0.00205343-0.0688105j 0.0339031+0.0793529j -0.0257299-0.0120134j 0.142225+0.000329878j 0.0442508-0.00802259j 0.0175368-0.0437771j -0.0159342+0.0446712j -0.0465525+0.0685989j 0.0289575-0.092439j -0.0882019-0.0117369j -0.0248195-0.0364837j 0.0271643+0.0224622j 0.0428692-0.0207092j -0.00641998+0.0326734j 0.0235375+0.00349624j -0.0185961-0.0530295j -0.0453399-0.0296596j 0.0408232-0.0530856j 0.0454606-0.00170557j -0.0442963-0.0276831j -0.0143127-0.0220669j -0.0208355+0.034188j 0.0220592+0.006106j 0.00740847+0.0722856j 0.0394546-0.0666106j -0.0124444+0.0906987j -0.00255205+0.03311j 0.0168485-0.0613978j 0.0262513-0.0207923j 0.000586633-0.0158024j 0.0114122-0.000507079j -0.0489+0.0128039j 0.0777038+0.0580258j 0.0318386-0.00150419j -0.0448449+0.00267985j 0.037279+0.00643609j -0.00367095-0.00249359j 0.0321726+0.0177588j 0.00997387-0.00727715j -0.00392096-0.0085559j -0.02598+0.0161751j -0.00557484-0.006272j 0.0293995-0.0188364j -0.0158095-0.0174955j -0.0224096-0.0198924j 0.0512826+0.0178948j -0.0171876-0.0332119j 0.00081122+0.0126033j -0.00674654+0.000733125j -0.0221302-0.00750537j -0.00315743+0.00123817j 0.0217127-0.00476319j 0.000788181+0.00987996j 0.0256783-0.00826998j 0.0193117+0.00652594j 0.00647701+0.00661348j 0.00123595+0.0306546j 0.0135663-0.00182435j -0.00773409-0.00350214j 0.00853495+0.0103309j -0.015501+0.00408931j 0.0287696-0.00676302j 0.0226967+0.0308557j -0.000341583-0.0116576j -3.20559e-05-0.016583j 0.0105049+0.00201086j 0.00596825-0.0126163j -0.0108161-0.00999208j -0.00216147+0.00600391j -0.00800024+0.00255806j 
