-0.0197075-0.0487804j 0.000970524+0.00209467j -0.00444805-0.0264875j 0.00161284+0.0480371j -0.00502164-0.0238518j 7.15082e-05-0.0201753j 0.00897328-0.0540976j 0.00118527-0.0372491j -0.000164218-0.0144491j 0.0265076-0.0255168j 0.0272462+0.022276j 0.00903119+0.0353209j -0.0137268-0.0365689j 0.00890368-0.0166188j 0.000413118-0.0198713j -0.0382611+0.0187196j 0.00113699+0.00936445j -0.0254726+0.0133891j 0.00843314+0.0397503j -0.00520173-0.00103803j 0.00617118+0.0130526j 0.00215492-0.0248j -0.00958496-0.0254615j -0.0121722+0.00238463j -0.007722+0.0358828j 0.0200179-0.00817191j 0.0102091+0.0233172j -0.0111003+0.019418j -0.0375066+0.0140355j 0.0153053-0.00711796j 0.0138846+0.00175889j 0.0055532+0.0140733j -0.020674+0.0308682j 0.0142703+0.0220347j -0.0153595+0.00509689j -0.0195893-0.00822764j 0.0223997+0.0233401j -0.0254795+0.0250137j -0.00647541-0.0194242j 0.01073+0.0384889j 0.0217719+0.0174031j 0.0172292-0.00192782j -0.00808425-0.00170433j -0.0083366-0.00498686j 0.0115706-0.0215858j 0.0242472-0.0321706j -0.0241424+0.0149221j 0.0166273+0.0359142j 0.00262098+0.0191416j -0.000573619-0.0592013j -0.018241+0.025214j 0.0244505-0.0180856j 0.0175132+0.00783137j 0.0278735-0.036949j 0.0446274-0.0542917j 0.0286136-0.0279083j -0.0204154+0.0397309j 0.0519932-0.0905157j 0.146764-0.113148j 0.0544537-0.164287j -0.1204+0.0541755j -0.135956+0.129914j -0.105359+0.124757j 0.0228873+0.0115672j 0.0302394-0.0105375j -0.0335127+0.0480118j 0.0382289-0.0691401j 0.00686043+0.00359418j 0.0461655-0.0813958j 0.0378905-0.0275946j -0.122137+0.217802j 0.142197-0.0696243j 
-0.000788813-0.0343361j 0.0086161+0.00250687j -0.0061282-0.0107586j -0.00438451+0.0167387j 0.00609579+0.00367387j 0.00723122+0.026665j 0.0137744-0.00887892j 0.0184522+0.00890259j -0.0107572-0.0364203j 0.0132643+0.0238321j -0.016495+0.0448802j -0.00823775+0.0340299j 0.0417317-0.0306374j 0.0350862+0.0103475j -0.00940976+0.00422773j -0.0993773-0.00414907j 0.0280061-0.0407022j 0.0288067-0.0510422j 0.00130662+0.107517j -0.039115+0.0126156j -0.000636531-0.0638539j 0.0679295-0.0590512j -0.061993-0.00678524j 0.0568539-0.0182031j -0.00586405-0.0480814j -0.111439-0.016056j -0.0741439-0.0647278j 0.0231082-0.0203437j 0.0426284-0.0207059j 0.0392056-0.0464579j 0.0522439-0.0298884j -0.0264238-0.0827176j -0.0103889+0.0743997j -0.145958+0.0905958j -0.0971678+0.0253373j -0.0843756-0.00144241j -0.139366-0.0911005j 0.0317733+0.0752783j -0.0167005+0.0228131j -0.0796097-0.0703553j 0.0385135-0.0950433j 0.00180976+0.0904086j 0.0254743-0.0170814j -0.0244934-0.0111773j 0.0659312+0.063863j 0.0942205+0.0525074j 0.0541429+0.0415062j -0.0749264-0.0454448j -0.0713345+0.0200423j -0.00621891-0.0369862j -0.0521587+0.0952023j 0.0322747+0.00201177j -0.0342545-0.00304137j -0.00226454+0.0632387j 0.00167175+0.0643899j -0.0552639+0.00542876j -0.0348336-0.0360368j 0.00280098+0.0173701j -0.0526932+0.00262832j -0.0092452+0.0286585j -0.030312+0.0222613j 0.00476242+0.00378342j 0.0250759+0.00597881j 0.00557319-0.0127312j -0.0230838+0.00304824j 0.020402+0.0137288j 0.0134895+0.00605683j -0.0214019-0.00733541j 0.00357906-0.00533503j 0.0180081-0.0181008j 0.00191446-0.00685628j -0.000815008+0.0125213j 
0.0206128+0.00961911j 0.00632035-0.00668573j 0.00419251-0.0236403j -0.0312557+0.0204826j -0.0368475+0.0108953j 0.0314447+0.0347727j -0.0252904+0.00610332j 0.014537-0.00963687j 0.00275777+0.00406301j 0.00208617-0.0128918j -0.113204+0.00997491j 0.0401069-0.00726775j -0.0187348+0.00506026j 0.0372357-0.0103176j 0.0509437+0.00182903j -0.032727+0.0229964j -0.0840237+0.0440967j -0.0349569-0.000228042j -0.0186405+0.102375j 0.018208+0.0647301j -0.00843225-0.0170021j -0.0307802+0.0168838j -0.0412205-0.0055688j 0.121627-0.0103998j 0.0576053+0.0508924j -0.116882+0.0191046j -0.00558807+0.0442853j 0.0632921+0.0143727j 0.0251429+0.0080175j -0.053811+0.0209371j 0.065407+0.097937j 0.046902-0.0511269j 0.028281-0.0720159j 0.06217+0.068777j -0.0114983-0.0578503j -0.036384-0.0446174j -0.123622-0.0213489j 0.00333377-0.116288j 0.0362004+0.0363884j -0.056767+0.0538387j -0.0417979-0.0146203j 0.0706033+0.0915501j 0.0334819+0.0634144j -0.0310022-0.0391853j 0.0399721+0.071054j -0.00965271-0.0360086j 0.0108299+0.0911797j -0.0267025-0.0568468j -0.0532627-0.0650916j -0.0577628-0.0261262j 0.0656184+0.0601469j 0.00580929+0.0171845j -0.0472374-0.0696483j 0.0688896-0.0228927j 0.0185339-0.0354371j 0.0482077+0.0506933j 0.0115942-0.0314927j -0.0189561+0.0161611j -0.0437067+0.0443835j -0.00406322+0.0560989j 0.0367029+0.0171905j -0.0035964-0.0316549j 0.0154394-0.0493179j -0.00728435+0.00539069j -0.00914286-0.0189426j -0.0496004-0.0476407j 0.0165029-0.023973j -0.00218978-0.000381681j -0.0348429+0.0346331j 0.00494252-0.010573j -0.00569743-0.0269763j -0.00558774+0.000120718j 
0.00882968-0.0117774j -0.0284166-0.0253201j -0.0184013+0.0205089j 0.00696567+0.0363656j 0.0103085+0.0193135j 0.00135713+0.0281875j 0.0174799+0.0240915j 0.00663925-0.0521017j 0.042161+0.0256246j 0.0379167+0.0571743j -0.0027538-0.0172101j -0.030517+0.0414889j -0.0159105-0.0176159j -0.0163446+0.0187181j 0.0160636-0.0415835j -0.0292717-0.0422649j 0.0173229+0.0577735j -0.00197361-0.0108872j -0.00337323+0.0209691j -0.00914183+0.0609859j 0.0343301-0.0657241j -0.0940878-0.0195603j 0.00514987+0.0173982j -0.0240014-0.036054j -0.0702071+0.0176218j -0.0111189-0.0938247j -0.0350478+0.0223946j 0.0366401-0.0669353j 0.0343566+0.0517415j 0.0549343+0.155937j 0.0558047-0.0189538j 0.000723488+0.0739632j -0.0991658+0.0907882j 0.0447156-0.0348346j -0.104582-0.080762j 0.124058+0.224241j -0.11676-0.116911j 0.0810591-0.124147j 0.0424721+0.153435j -0.0523947-0.0484587j -0.131865-0.196801j -0.0878451+0.00825612j 0.0544204-0.0657795j -0.0210093-0.138223j -0.103801+0.0279855j -0.0302811+0.00202114j 0.00201964+0.0290495j -0.0400211+0.00528476j 0.0583543-0.00191114j 0.0393995-0.0206766j 0.0143962+0.055027j 0.0165578-0.0800501j -0.00482213+0.0967576j -0.00439536-0.0164746j -0.08453+0.00355818j -0.0388676+0.0280914j 0.0128434+0.0185311j 0.102382+0.0311044j -0.0170911+0.00134586j -0.0620937-0.00886289j 0.0191533-0.00704797j 0.0422512+0.00379841j 0.0856313+0.0116838j 0.0250834+0.0372517j -0.0238846+0.00613076j 0.034322+0.00790578j -0.0179673+0.0146871j -0.0187675-0.00205208j 0.0245371+0.0453899j 0.0263557-0.0281969j 0.0396487+0.0118672j -0.0227522+0.0144419j 
0.0143996-0.00731424j -0.0126362-0.00525323j -0.0374579-0.00184819j 0.0125581+0.017876j -0.00241402+0.0142049j 0.0149221+0.0693307j -0.027963+0.0568929j 0.00380842-0.0265786j 0.011603-0.0249528j 0.0235048+0.00795479j -0.0119166+0.017458j -0.0229963+0.060881j 0.0235685-0.0102694j -0.0208023-0.00357282j 0.0196517-0.0264167j -0.0013249+0.0290439j -0.00173293+0.0519672j -0.0174312-0.00639645j 0.0577346-0.0337249j 0.0627775+0.151758j 0.052088-0.0980028j -0.0102103+0.0296753j -0.0295581+0.0730896j -0.0301352+0.0612259j 0.0402683+0.0626886j 0.0351272-0.0712486j 0.0834107+0.0788134j 0.0680305-0.141417j 0.00566414-0.0729057j -0.0910308+0.0124105j 0.066609+0.139174j -0.117442-0.0339372j -0.0305906-0.0190175j 0.00603557-0.0124921j 0.0598177+0.182244j -0.151859-0.224256j -0.184843-0.0184739j -0.0685509-0.155091j 0.155249-0.00505781j 0.0283801+0.0191685j 0.210039-0.0964199j 0.0789834-0.0444245j 0.035812-0.0502824j -0.0417722+0.0550602j 0.160405-0.04049j 0.0055606+0.0413201j 0.0435484+0.0724387j 0.0579954-0.112086j -0.0598652+0.0313988j -0.0593774-0.0889275j 0.016858-0.0385175j 0.00203387-0.0813702j 0.0118304+0.024355j 0.0181617-0.0559074j -0.0283677+0.0349474j 0.0173466-0.0382545j 0.015659-0.00668567j 0.019164-0.0613077j -0.00794084+0.0243338j -0.049304+0.0496802j -0.0650306-0.0197019j -0.0337843-0.0372656j 0.0103352-0.0189242j 0.0184563-0.00457036j 0.00974282-0.00895482j -0.0538701+0.0158957j 0.0213734-0.051711j 0.0159427-0.0321989j 0.00815875+0.0175403j -0.00555852-0.0272436j 0.0209392-0.0128422j 0.0238854+0.0128304j 
-0.0159511-0.0189699j -0.0318803-0.0455108j 0.00818913+0.0243908j 0.0140619-0.0143431j 0.0228895-0.0295352j -0.0338638-0.0483314j -0.016303+0.0156217j -0.0168914+0.00787479j 0.0108646+0.0757687j 0.0046385+0.0501009j 0.0335089-0.0180238j -0.0137047+0.0162726j -0.0350015-0.0519354j 0.0410269+0.0123685j -0.00756705-0.0463472j 0.0185003-0.0341608j 0.0362882-0.020601j 0.0311994-0.0764404j 0.0327298-0.0475125j -0.0989026-0.0410993j -0.0221328+0.0652533j 0.0248638-0.00208635j -0.0221758+0.081385j -0.00749033+0.0177225j 0.0692034+0.0126497j 0.0245127-0.0136313j 0.0118725+0.074968j -0.112577+0.00953438j -0.0640171-0.00794307j 0.0167204-0.140506j 0.0293239+0.0156394j -0.07148+0.0328798j 0.103218-0.0300734j -0.00564779+0.0617515j 0.0348339+0.0627592j -0.074129-0.155527j 0.0444841+0.0847634j -0.000175303+0.0496375j -0.0421461-0.061613j -0.128781+0.0638699j 0.0465783+0.00215268j -0.0244262+0.00800711j -0.188563+0.0194909j -0.059859+0.0703145j 0.0763976-0.0796337j -0.0208481+0.0164478j -0.0249065-0.0384248j 0.0400591+0.00687314j 0.0658787+0.0909149j -0.0265093-0.0313755j 0.0433844-0.0232825j -0.0269568-0.0224151j 0.0709592+0.0323642j -0.0520613+0.0146895j -0.0153646+0.0466662j -0.0859566+0.0139887j -0.0239488+0.0156745j 0.0198594-0.00881367j 0.00684295+0.0571775j -0.0094676-0.0786024j -0.0208805-0.0153415j -0.0131772-0.0358202j -0.00782806-0.0193807j 0.0546911-0.00114671j 0.00228473+0.00975123j 0.045956+0.00549284j -0.0252177+0.0146213j -0.00687763+0.0303122j 0.0390823-0.0052663j -0.0283807-0.0209239j 0.0290214+0.0215942j 0.0115793+0.0267472j 
0.00210093-0.0104167j 0.0154742+0.0124031j 0.0309831+0.0202418j -0.00592769-0.0169241j -0.0189257-0.0199044j -0.0547127+0.0173435j -0.0253791-0.0305467j -0.053804-0.00674862j -0.0175012-0.000608792j -0.00312264+0.0246935j -0.00927927+0.0416811j 0.0212602+0.0491896j 0.0495592+0.0467091j -0.00145802+0.0122861j -0.017422-0.0154161j -0.0174106+0.0636108j -0.0273984-0.0725039j 0.01721-0.0182067j -0.0913673-0.0146996j -0.0687743+0.0170123j -0.0202723-0.00147496j -0.0278359+0.0645271j -0.012957+0.00397191j 0.0268336-0.0963063j 0.016248-0.0687149j 0.0773161-0.0435073j 0.109949+0.0899794j -0.0307397-0.045044j -0.0632443-0.0727475j -0.0201517-0.0245009j 0.0357349-0.0778856j 0.00425609-0.072142j 0.165903+0.0274329j -0.00343876+0.00602476j 0.188356-0.010458j -0.0803321+0.0166226j -0.210562-0.152571j -0.0711587+0.013181j 0.0145562+0.148073j -0.103721-0.025982j 0.0270174+0.0821446j -0.091951+0.0804195j -0.0986909+0.065237j 0.110653+0.0252506j -0.00540345+0.0456112j 0.00443424-0.0450104j -0.0513363+0.114849j 0.0365955-0.0436151j -0.0435622-0.0802476j -0.0141424+0.0362981j 0.00148036-0.0371055j 0.0138179+0.079919j 0.00427331-0.0213262j 0.0449905-0.0540527j 0.0832134+0.0431408j 0.0294775+0.0263444j 0.0416762+0.00410107j -0.00930746+0.024641j -0.0695483-0.00998727j 0.0371521-0.0371111j 0.00505599-0.00622106j -0.0189961+0.000617662j 0.031771-0.00872984j -0.0396437+0.0393285j 0.0126553-0.0478451j -0.0300663-0.0422107j 0.018969+0.0056207j -0.0119186-9.86689e-05j -0.0272564+0.00151442j 0.00632773+0.0426901j -0.00941005+0.000868281j -0.0131487-0.00604715j 
0.0104359-0.000390217j 0.0271331+0.00470107j 0.0351177-0.0259558j -0.00743816+0.00385642j 0.00206552+0.0138865j 0.00113322-0.0384689j 0.00694731-0.0211501j -0.0209317+0.00332235j -0.023568-0.0461814j -0.0381172-0.0288084j -0.0234673+0.000554931j 0.017462-0.00946453j 0.0409182-0.020439j 0.0159337-0.0210284j -0.0503505+0.0227098j 0.0207911-0.012789j 0.0183085+0.0459711j -0.00621935+0.0315825j -0.00473428-0.00110786j -0.00904374-0.000644761j -0.0207716+0.0398795j -0.0216746-0.0670599j 0.0181102+0.0160665j 0.00831062+0.0297525j -0.0361942+0.0368053j -0.0128806+0.0809768j -0.0240046+0.0183618j 0.012395+0.0268157j 0.065862-0.0295937j 0.0195481+0.053819j 0.0311829+0.167158j 0.0806756+0.0904548j -0.0221266-0.11669j 0.0537345+0.0400277j -0.0704099-0.0755436j 0.0508407-0.0918478j -0.152472-0.0145824j -0.0317333-0.0563255j 0.0661568+0.0146576j -0.0451071+0.0558307j -0.0999956-0.13433j 0.0798569-0.00227203j 0.0322603+0.0867411j -0.0460724-0.00432382j -0.0614368-0.0143087j -0.0723534+0.0234441j 0.0839561+0.0487269j -0.147434-0.0182138j -0.0242258+0.0709766j 0.00764319+0.00774779j 0.0343617-0.0596294j 0.0210779+0.00231086j -0.0704009+0.00677389j 0.0319483+0.0148622j 0.0219805-0.050238j -0.0104212+0.0232134j 0.00782118-0.00105092j 0.0140282+0.0499403j -0.0710929+0.035944j 0.0784748-0.0553551j 0.088467-0.0115882j 0.0461455-0.0453819j 0.00725393+0.0208895j -0.0495215+0.0322949j -0.0650129-0.0152117j 0.0148684-0.00233649j -0.0185941+0.0498123j -0.0226982+0.0136989j -0.0188729+0.0123247j 0.0189487+0.0248676j -0.02617+0.018603j -0.0521697+0.00683095j 
0.00531422-0.00839955j 0.0128878-0.0164619j -0.0013624-0.0378475j 0.0139949+0.0087256j 0.00412096-0.00849726j 0.00514362+0.026712j -0.0351781+0.0370431j -0.0281791+0.0016674j -0.0175839-0.0133105j -0.0406176+0.00413431j -0.0296197+0.0239832j -0.00675047+0.0188858j 0.00976124-0.0732965j -0.00295272-0.00911763j 0.0322456+0.00271721j 0.0107732-0.0655734j 0.042293+0.0330401j 0.0372159-0.0389233j 0.0887764+0.0446615j -0.0426176+0.0791914j -0.0776334-0.0116455j -0.0434658-0.0524652j -0.0275912+0.0480327j 0.0437183+0.0118118j 0.0407246+0.0647762j 0.0337389-0.0343071j -0.0251332-0.0802921j 0.0365891-0.0140034j 0.0904312-0.0454658j 0.0662059+0.00255735j -0.0494453-0.144303j 0.0222632-0.00175996j 0.0574464-0.0316957j 0.0322391+0.0357002j -0.0231757-0.161315j 0.140662-0.0120476j 0.284676+0.0785321j -0.0154178+0.00717855j -0.227728+0.0215849j 0.0993475+0.027713j -0.0816916-0.0744617j 0.0491629+0.0647685j 0.109639-0.0675051j 0.00468382-0.0815021j -0.0599638+0.142447j 0.0536572+0.0434757j -0.0212987+0.0589106j 0.0527635-0.0369492j -0.0127902+0.0904531j 0.0121461+0.0185162j -0.0084559+0.101646j -0.0115722-0.0113809j 0.0203902-0.00212797j 0.0219018+0.0272153j 0.014031+0.0191746j 0.0505409-0.0279915j -0.0234445+0.0126376j -0.0561682-0.00885766j 0.0581076-0.00516061j 0.070645+0.0205875j 0.0123823-0.0165679j 0.0279177-0.0470185j -0.0103114-0.0241877j -0.0203851+0.0663763j 0.00470969+0.00837353j -0.0362818+0.0174267j 0.00757507-0.00942679j 0.0204297-0.0255854j -0.0131369+0.00473464j -0.0229744-0.00386589j -0.019443+0.0034827j 0.00923972+0.012033j 
0.00434397+0.0083436j -0.00753746+0.00372287j 0.0218364+0.027927j -0.0333862-0.0078753j -0.00933657+0.0131046j -0.0763507-0.010303j 0.0327484-0.0261828j -0.00955214-0.0355671j -0.0132704+8.76322e-05j 0.00838176-0.0488697j -0.0218448-0.043588j 0.0219602-0.0202487j 0.0660596-0.0322734j 0.0410526+0.0385238j 0.000390185-0.0108311j -0.0206873+0.0503667j 0.00468646+0.0539878j -0.0819581+0.0661324j -0.129545-0.0753122j -0.0280266-0.054335j 0.0479135-0.0447501j -0.00214383-0.0584692j 0.155703-0.0600782j -0.0178517+0.0132411j 0.0833284+0.0433758j 0.0343907-0.00970135j 0.0348775-0.0550916j -0.0478324+0.0200486j 0.0123906+0.0168941j -0.0281715-0.031846j 0.0108926+0.012137j -0.0732061+0.106297j 0.0381425-0.0795102j 0.0384761-0.0123595j -0.176732-0.089921j -0.109912-0.104197j 0.0624275+0.0635487j -0.0913364+0.0615017j -0.143479-0.0320967j -0.0200793+0.0633011j -0.0955621+0.0872398j -0.0505446+0.0872396j 0.01396-0.00214053j 0.104845-0.0477814j 0.149655-0.0369509j -0.0368858-0.0298173j 0.0265474-0.0360679j 0.0448397+0.0328067j -0.0383418-0.019174j 0.0011708+0.00687393j 0.00205826+0.0183912j 0.0351036-0.0442877j 0.0166657-0.0102032j -0.0611295-0.0141951j 0.0342538-0.020215j -0.0016016-0.0364437j 0.0166235-0.00468884j -0.0370402-0.0256559j 0.00280436-0.00706475j -0.0312314+0.00528634j 0.00560373+0.0372927j -0.00394009+0.0232532j 0.00766957-0.0498815j 0.0289046+0.0122092j -0.00239125-0.00138788j -0.034525+0.0244066j -0.00768707-0.0221035j 0.00543863+0.0166585j 0.00626091-0.00629068j -0.00302671-0.0250759j 0.0137789-0.00176868j -0.0129073-0.0101063j 
0.00471181-0.0295925j 0.0143215+0.0225911j 0.0113252-0.0301141j 0.0145659+0.0219443j -0.0107799-0.0463976j 0.0217126+0.012458j -0.00971651+0.0209935j 0.00839908-0.0125926j 0.0484955-0.0388779j -0.0501667-0.0249832j 0.00396456+0.0455217j 0.0305571+0.0309173j 0.0164619+0.0248954j -0.039154-0.0499039j -0.0602418-0.0465333j 0.06594-0.0904864j -0.0164562-0.000842457j 0.0215998-0.0638103j -0.0289688+0.0196365j 0.0411661+0.037434j 0.0109068-0.0225307j 0.0116143-0.0316224j -0.0457123-0.0897354j -0.125692+0.0295793j -0.0312983-0.0377241j -0.0661499+0.0191612j 0.0244493+0.00843878j -0.0493878+0.0158012j -0.0151777+0.0359118j -0.0960903-0.00756901j 0.00705803+0.0750198j 0.00780462+0.0338023j -0.0423181-0.131957j -0.0575556+0.0344104j -0.0198759+0.0184206j -0.0535582-0.0249734j -0.0549879-0.00668493j 0.0495538+0.0423309j 0.126732-0.0571194j 0.0529883+0.00907842j 0.0379728+0.0940451j 0.0454163+0.00842626j 0.00700076+0.0657988j 0.0639908+0.0238032j 0.0595279-0.0897637j -0.00790341-0.0542278j -0.038638-0.03054j 0.132358+0.00362127j -0.0491601-0.0565859j 0.00421765+0.00591984j -0.041219-0.065344j -0.0545543+0.0497433j 0.0354743-0.0135506j -0.0254052-0.0127315j -0.0419193-0.0313218j 0.010077-0.0184384j -0.0393038-0.0322075j 0.0264134+0.0324602j 0.0186615+0.0573078j -0.0744143+0.0341539j 0.0247308-0.0322979j 0.0227847-0.00652334j -0.00999558-0.0360838j 0.0242188-0.0425037j 0.0302462-0.0057138j -0.0129534-0.0061971j 0.015713-0.0401302j 0.0344734+0.0102128j -0.00703254-0.00719827j -0.0149922+0.0196189j 0.0129959-0.0174146j 0.000276783+0.012456j 
0.00619168-0.0122001j 0.00346857+0.0248564j -0.000222267+0.0198155j 0.0236908+0.0111944j -0.00244824-0.00327156j -0.0203135-0.0554155j 0.0322456-0.0300414j -0.0383907+0.0183563j -0.00485898+0.000501981j -0.0515396-0.0228139j -0.0315903-0.00203369j 0.01114+0.0589354j -0.020765+0.0829943j -0.0094225+0.000900408j -0.00562872-0.0709924j -0.0436818-0.0436786j 0.0432341+0.00117526j -0.00263592+0.0524357j -0.0512114+0.0093014j 0.0239637-0.0872619j -0.0501907+0.088683j -0.0453338+0.0454222j 0.0800312+0.0503221j 0.0425153+0.0249102j 0.0312939+0.0486267j 0.0108922-0.13297j 0.0224555+0.0172035j -0.0638929+0.0733041j -0.051351-0.0137224j 0.11765-0.00299669j -0.0331226+0.0532543j 0.0875442-0.010346j 0.0415388-0.0322811j 0.0276576-0.0247886j -0.0507225-0.245519j 0.00798847-0.107332j 0.08815-0.0835643j -0.0386818-0.0642072j -0.0802862+0.0465786j -0.0159062-0.0462565j -0.117408-0.0744537j -0.0863856+0.0687731j -0.0365415+0.0380858j -0.0494623-0.0754024j -0.0790515+0.0665786j -0.0207917+0.0260571j -0.00609388+0.0734688j -0.081269-0.0947264j 0.0789962-0.0298567j 0.0134448-0.0191127j -0.00874405+0.0166809j 0.014843+0.021595j 0.0536416-0.0210917j -0.048209-0.0117399j -0.000813039-0.021976j -0.0303681-0.0245472j 0.0391194-0.00813707j -0.00161715+0.0401854j -0.00953015-0.0145173j -0.0130413+0.0241792j -0.0261787+0.0235542j -0.0282651+0.00955415j 0.00535767+0.0124823j 0.0317277+0.0156479j -0.0212051-0.0361765j 0.0234747+0.010016j -0.0164618-0.00300985j -0.0214819+0.00471051j 0.0144355+0.00600315j 0.0183229+0.0124793j 0.0157472-0.00684765j 0.0129822-0.00468435j 
-0.0400881-0.015101j 0.0134202-0.00333551j 0.0129289+0.0421337j -0.00620163-0.0237787j 0.0275183-0.00808707j -0.0111664-0.031074j 0.0389299-0.000610913j -0.000851695-0.0167321j -0.0675721+0.00854766j 0.0139493+0.080246j 0.0473149-0.017571j 0.0667775-0.0335781j -0.0184271+0.020137j 0.10071+0.0237425j -0.0152489-0.0393601j -0.0111991-0.0280305j 0.0567445-0.0159988j -0.00900894-0.0140735j -0.0420111-0.0723388j 0.0857025-0.0811513j -0.0159463-0.00049427j 0.061005-0.0916637j 0.000992563-0.00695123j -0.0189159+0.00684403j -0.0985856-0.0679772j -0.0149376+0.0354772j -0.0580784+0.04434j -0.0550571+0.132591j 0.114829+0.0242768j 0.0379151-0.0065766j -0.0506767+0.117246j 0.144034-0.0242899j 0.135296-0.174918j -0.105938+0.0270583j 0.164546-0.0203255j 0.0898899+0.00792961j -0.103277-0.0610667j -0.00951154+0.0185446j 0.114423-0.0388528j 0.0248572-0.0635789j -0.0708847+0.0237082j -0.0212852-0.102855j -0.0332451+0.0754503j -0.0131688+0.0524511j -0.0641185-0.105648j 0.0550762+0.0220361j -0.0442265+0.00538756j -0.0372921-0.0534279j -0.0162687+0.0161733j -0.0255108-0.0467031j -0.0167799-0.0321749j -0.0533091-0.000101161j -0.000329997-0.057961j 0.0519281+0.0512278j 0.00801657-0.00936127j 0.0193088+0.00413585j -0.0242667+0.002321j 0.000148744-0.0167438j -0.0063762+0.022527j -0.0242043+0.0213716j -0.012498-0.0472897j 0.0149809-0.00640427j -0.000625804+0.00322244j -0.00418606-0.0427712j 0.00893054-0.00223829j 0.0306694+0.015185j 0.0290787+0.010359j 0.0129341+0.00215216j -0.0172677-0.0382971j -0.0117475+0.0151337j -0.00257733-0.017771j 0.0160229+0.0170999j 
0.00496916-0.00895808j -0.0560079-0.0071633j -0.034242+0.0195321j -0.00195855-0.0147842j 0.0114607+0.00770103j 0.0189113+0.0740029j -0.0259618-0.0294099j -0.0128558+0.0210608j 0.0468012-0.015874j 0.0487339+0.0468945j 0.0303631+0.00181114j -0.0579349+0.0149931j -0.0526626-0.0451927j -0.0109624+0.0151922j 0.0585927+0.0223911j 0.0160741+0.10767j -0.00179369-0.10703j 0.00190906+0.0172479j 0.0455858+0.0141977j 0.00571315-0.0023708j -0.0332196-0.0597824j -0.0229878+0.0523589j -0.0231545-0.0134022j -0.00969932+0.0170516j 0.0398694+0.0286564j -0.00889357-0.0746838j 0.0207697-0.0295406j -0.0317758-0.0846824j -0.0130872-0.15585j 0.0326241-0.0249763j 0.00881157-0.0980447j -0.087438-0.0548957j -0.0253616-0.00585594j 0.00598191+0.0659708j 0.0274274+0.049502j -0.00271918-0.0111846j 0.0891854-0.0316826j 0.0305708+0.010661j -0.00496355-0.0547367j 0.0314549-0.0616611j 0.0233921+0.0694354j -0.00995265-0.0340904j 0.0716991-0.104669j -0.0382143-0.026536j 0.0277993-0.0222459j 0.0322362-0.0616533j 0.0388245+0.00827287j -0.00563468-0.0625925j -0.015402+0.0469491j -0.00980132-0.0293218j 0.0061611+0.0450719j -0.00171857-0.0550074j 0.0219756+0.0572308j -0.00572063-0.0512187j 0.0144532-0.0273696j 0.0136033-0.0890674j 0.0268595-0.0263443j -0.0481526+0.0072401j -0.00850801+0.0297343j -0.0684159+0.0271774j -0.00406404-0.00724075j 0.0422393-0.0119253j 0.0261885-0.0373616j 0.0277534+0.0283961j -0.0126285-0.0161189j -0.02632+0.0211896j 0.008825-0.0608407j -0.0131014+0.00559208j 0.000215999+0.0215929j -0.0268875-0.0266704j 0.0524158-0.00501815j -0.00090072+0.00823111j 
-0.00991287-0.022216j -0.000581851-0.00584244j -0.0134274-0.0196783j -0.0298598+0.018793j -0.0182795+0.0133097j -0.0165592+0.0182103j -0.0411231+0.0153008j 0.00168577+0.0030946j -0.0501446+0.0217068j -0.011985+0.0145883j -0.000516569+0.0655058j 0.0326507+0.0432134j -0.0254267-0.0118364j 0.0222688+0.0193645j 0.0631993+0.0267621j 0.0494554-0.034302j -0.0355875+0.07551j 0.0465042+0.0696161j 0.0192222+0.0642284j -0.0475658-0.00347266j -0.0108134-0.0280391j 0.0260096+0.0168223j 0.0501397-0.0322929j 0.0903044+0.00327539j 0.00580364-0.0584835j 0.00844134-0.079929j 0.0134584+0.090525j 0.0313915-0.00141548j -0.0971623-0.0145747j 0.0361441+0.177409j -0.0252481+0.147796j 0.0119642+0.0106151j 0.151419+0.0713784j 0.0113384-0.0461389j 0.0106584-0.0349106j -0.0209558+0.0516488j 0.152526-0.0775715j -0.00798247-0.0609726j -0.086628+0.138099j 0.0660276-0.0169526j -0.0398052-0.0412695j 0.0189485+0.061355j -0.0157088-0.0849186j 0.0660073-0.0661319j -0.0033913-0.0288207j -0.0219846+0.000948582j -0.00732427-0.0302196j -0.00403139+0.0227482j -0.0474586-0.0582308j -0.00948583-0.0416785j -0.0124011-0.0063855j 0.03376+0.0340639j -0.0444217-0.0351471j -0.0129267+0.0122506j 0.0339172-0.0418727j 0.0428474+0.0314181j 0.0224882-0.0079487j -0.0465462+0.049107j -0.0320545+0.0379112j 0.00990062+0.0212775j 0.0422986-0.0354256j -0.0161863-0.0232614j -0.0164108-0.016787j -0.0344317-0.0302667j -0.0013963-0.00879608j -0.0341988-0.0193316j -0.0197996-0.0230459j 0.0087545+0.0100776j -0.026816-0.00602705j -0.00536193+0.0145538j 0.0046744-0.0143855j -0.0150213+0.0172774j 
