-0.205129-0j -0.227036-0j 0.532706-0j -0.119659-0j 0.538226-0j -0.209403-0j -0.074035-0j -0.122152-0j -0.129561-0j -0.0755774-0j -0.0197162-0j -0.0273256-0j -0.0298208-0j -0.0230991-0j -0.0233385-0j 0.062583-0j 0.0774426-0j -0.0173955-0j 0.0451748-0j -0.0150649-0j -0.0215258-0j -0.0107629-0j -0.00887895-0j -0.0108744-0j -0.0049136-0j -0.00108335-0j -0.0180175-0j -0.0026006-0j -0.0194611-0j -0.00280897-0j -0.0148636-0j -0.00214538-0j -0.0150177-0j -0.00216762-0j -0.0132945-0j 0.0631306-0j -0.00191889-0j 0.00911211-0j -0.016451-0j -0.0023745-0j -0.00959644-0j 0.0445712-0j -0.00138513-0j 0.0272942-0j 0.0064333-0j -0.00867046-0j 0.00393958-0j 0.0389998-0j -0.00125147-0j -0.00876031-0j 0.00562914-0j 0.0160866-0j -0.0107291-0j -0.00126444-0j 0.0023219-0j -0.00268229-0j -0.00154862-0j -0.0088511-0j -0.00542017-0j -0.000387155-0j -0.00127755-0j -0.00282797-0j -0.000782334-0j -0.00387235-0j -0.000408182-0j -0.000558926-0j -0.00142864-0j -0.000206206-0j -0.000272785-0j -3.93731e-05-0j 
-0.00216762-0j 0.00231598-0j 0.00562914-0j -0.00126444-0j -0.00568406-0j 0.0021361-0j -0.000782334-0j -0.00115893-0j 0.00136826-0j -0.00377465-0j -0.00378712-0j 0.0275186-0j -0.0289909-0j 0.0232623-0j -0.0234893-0j -0.0630251-0j 0.0752872-0j -0.0169113-0j -0.0408466-0j 0.0151714-0j -0.0216649-0j -0.0104634-0j 0.0422618-0j 0.00983255-0j 0.0518891-0j 0.0303296-0j -0.000190392-0j -0.122164-0j 0.000198521-0j 0.12738-0j -0.000157065-0j -0.10078-0j 0.000158598-0j 0.101763-0j -0.000140483-0j 0.000667106-0j -0.0901404-0j 0.428044-0j 0.000167816-0j 0.107678-0j -9.10473e-05-0j -0.000454667-0j -0.0584199-0j 0.00028842-0j -0.291734-0j -9.16214e-05-0j 0.185063-0j -0.000411867-0j -0.0587883-0j 9.25153e-05-0j -0.264272-0j 0.000803431-0j 0.000109447-0j 0.0593619-0j 0.515517-0j -2.83439e-05-0j 0.0702261-0j -8.39757e-05-0j 5.72409e-05-0j -0.0181867-0j -0.0538825-0j -0.000313364-0j 0.0367283-0j -0.000193401-0j -0.201068-0j -0.124095-0j -0.000274415-0j -0.176077-0j -0.000113438-0j -0.0727869-0j 
0.0173409-0j 0.000332533-0j -0.0147414-0j -0.049902-0j -0.0147993-0j 0.000585997-0j -0.0307588-0j 0.0395599-0j 0.0311174-0j 0.0181914-0j -0.00816045-0j 0.00231001-0j 4.36776e-05-0j -0.00189713-0j -0.00190459-0j -0.00350563-0j -3.713e-05-0j -0.000125691-0j -0.00250659-0j 0.00737104-0j -0.00335631-0j -7.74741e-05-0j 0.00432607-0j 0.00527043-0j 0.00157926-0j -0.000538387-0j -0.145619-0j 0.000219846-0j -0.00272513-0j 4.1142e-06-0j 0.11671-0j -0.0001762-0j 0.117169-0j -0.000176893-0j 0.211307-0j -0.0735643-0j -0.000319015-0j 0.000111062-0j 0.00223806-0j -3.37885e-06-0j 0.151088-0j 0.00413561-0j -0.000228102-0j 0.218748-0j -6.24365e-06-0j -0.335857-0j -0.00033025-0j -0.0996043-0j 0.000507053-0j -0.337178-0j 0.000150375-0j 0.128384-0j -0.00869565-0j 0.000509046-0j -0.000193824-0j 0.149282-0j 1.31281e-05-0j 0.266251-0j -0.207831-0j -0.000225374-0j -0.000401966-0j -0.175901-0j 0.000313768-0j -0.269943-0j 0.000265562-0j 0.00040754-0j -0.0549225-0j 8.2918e-05-0j 0.0151272-0j -2.28379e-05-0j 
0.00613094-0j 0.00678571-0j -0.0263647-0j 0.00357638-0j 0.00542017-0j -0.0307588-0j 0.0160244-0j 0.00365089-0j 0.0483752-0j -0.0111015-0j 0.000589283-0j 0.000816712-0j 0.000891291-0j -0.00339299-0j 0.000697546-0j 0.000630238-0j -0.00383279-0j 0.00051992-0j 0.00045493-0j 0.0056249-0j -0.00316189-0j 0.00232956-0j 0.000265376-0j 0.00406026-0j -0.000721751-0j 3.23793e-05-0j -0.0514843-0j 7.77272e-05-0j -0.0556094-0j 8.39549e-05-0j 0.208734-0j -0.000315132-0j -0.0429125-0j 6.47861e-05-0j -0.0379884-0j -0.0260089-0j 5.73521e-05-0j 3.92663e-05-0j 0.231027-0j -0.000348787-0j -0.0274215-0j -0.0429125-0j 4.1399e-05-0j -0.328282-0j 6.47861e-05-0j 0.121762-0j 0.000495616-0j 0.184535-0j -0.000183827-0j -0.0250323-0j -0.000278598-0j -0.0154879-0j -0.382995-0j 3.77919e-05-0j 2.33826e-05-0j 0.510811-0j 0.000578218-0j 0.124298-0j -0.11216-0j -0.000771185-0j -0.000187657-0j -0.00808082-0j 0.000169331-0j -0.13823-0j 1.21998e-05-0j 0.00020869-0j 0.0200628-0j -3.02893e-05-0j -0.000779473-0j 1.17679e-06-0j 
-0.00250295-0j -4.7997e-05-0j 0.00212773-0j 0.00720274-0j 0.0021361-0j -8.45814e-05-0j 0.00443966-0j -0.00570997-0j -0.00449142-0j -0.0026257-0j 0.00117786-0j 0.0317757-0j 0.000600815-0j -0.0260963-0j -0.0261989-0j -0.0482223-0j -0.000510747-0j -0.00172897-0j -0.0344798-0j 0.101394-0j -0.0461683-0j -0.00106571-0j 0.059508-0j 0.0724982-0j 0.0217237-0j -0.00740588-0j -0.000219846-0j -0.141063-0j -4.1142e-06-0j -0.00263985-0j 0.0001762-0j 0.113058-0j 0.000176893-0j 0.113502-0j 0.000319015-0j -0.000111062-0j 0.204694-0j -0.0712622-0j 3.37885e-06-0j 0.00216802-0j 0.000228102-0j 6.24365e-06-0j 0.14636-0j 0.00033025-0j 0.0040062-0j -0.000507053-0j 0.211903-0j -0.000150375-0j -0.325347-0j -0.000509046-0j -0.0964874-0j 0.000193824-0j -1.31281e-05-0j -0.326626-0j 0.124366-0j 0.000225374-0j -0.00842354-0j 0.000401966-0j -0.000313768-0j 0.14461-0j 0.257919-0j -0.000265562-0j -0.201327-0j -0.00040754-0j -0.170396-0j -0.261495-0j -8.2918e-05-0j -0.0532038-0j 2.28379e-05-0j 0.0146538-0j 
-0.0101155-0j 0.0218098-0j -0.0088511-0j 0.0291095-0j -0.00802927-0j -0.0395599-0j -0.00365089-0j 0.0455378-0j -0.00573639-0j -0.00446201-0j 0.0424394-0j -0.00134751-0j 0.00286468-0j -0.00113909-0j -0.00103332-0j 0.00204495-0j 0.00250659-0j -0.00824369-0j -0.00288537-0j 0.00146098-0j 0.0018743-0j 0.00103392-0j 0.0010309-0j -0.0020614-0j 0.00308605-0j 0.00519471-0j 0.0849447-0j -0.000128243-0j -0.178733-0j 0.000269837-0j 0.0700758-0j -0.000105795-0j 0.0635693-0j -9.59723e-05-0j -0.123262-0j 0.0429125-0j 0.000186092-0j -6.47861e-05-0j -0.151088-0j 0.000228102-0j 0.173919-0j 0.271242-0j -0.00026257-0j 0.0433572-0j -0.000409501-0j -0.201657-0j -6.54575e-05-0j 0.0556231-0j 0.000304448-0j -0.182934-0j -8.39757e-05-0j 0.0305937-0j 0.193784-0j 0.00027618-0j -4.61882e-05-0j 0.0126458-0j -0.000292561-0j -0.315465-0j 0.0229434-0j -1.90918e-05-0j 0.000476266-0j 0.333946-0j -3.46382e-05-0j 0.0218572-0j -0.000504167-0j -3.29984e-05-0j -0.294-0j 0.00044386-0j -0.230452-0j 0.00034792-0j 
-0.000884925-0j -0.000979433-0j 0.00380542-0j -0.000516206-0j -0.000782334-0j 0.00443966-0j -0.00231292-0j -0.000526961-0j -0.00698235-0j 0.00160236-0j -8.50556e-05-0j 0.0112344-0j 0.0122603-0j -0.0466729-0j 0.00959521-0j 0.00866935-0j -0.0527227-0j 0.00715185-0j 0.00625786-0j 0.0773742-0j -0.043494-0j 0.0320446-0j 0.00365042-0j 0.0558517-0j -0.00992816-0j 0.000445399-0j -7.77272e-05-0j -0.0498732-0j -8.39549e-05-0j -0.0538692-0j 0.000315132-0j 0.202203-0j -6.47861e-05-0j -0.0415696-0j -5.73521e-05-0j -3.92663e-05-0j -0.0367997-0j -0.025195-0j 0.000348787-0j 0.223797-0j -4.1399e-05-0j -6.47861e-05-0j -0.0265634-0j -0.000495616-0j -0.0415696-0j 0.000183827-0j -0.318009-0j 0.000278598-0j 0.117951-0j -3.77919e-05-0j 0.178761-0j -2.33826e-05-0j -0.000578218-0j -0.024249-0j -0.0150033-0j 0.000771185-0j -0.37101-0j 0.000187657-0j -0.000169331-0j 0.494826-0j 0.120409-0j -1.21998e-05-0j -0.10865-0j -0.00020869-0j -0.00782795-0j -0.133905-0j 3.02893e-05-0j 0.0194349-0j -1.17679e-06-0j -0.000755081-0j 
-0.0107291-0j 0.0114635-0j 0.0276295-0j -0.00625867-0j 0.0094796-0j -0.0311174-0j -0.0483752-0j -0.00573639-0j 0.00601233-0j 0.0549869-0j -0.0187453-0j -0.00142925-0j 0.00150571-0j 0.00355577-0j 0.00121997-0j -0.00110292-0j -0.00387748-0j 0.000878332-0j -0.0007148-0j -0.000699513-0j -0.00331159-0j 0.00678889-0j -0.00219497-0j -0.000453354-0j 0.00793152-0j -0.00157524-0j 0.0900974-0j -0.000136023-0j -0.0939442-0j 0.00014183-0j -0.218748-0j 0.00033025-0j -0.0750518-0j 0.000113308-0j 0.0664797-0j 0.0455156-0j -0.000100366-0j -6.87161e-05-0j 0.23372-0j -0.000352854-0j 0.0430855-0j -0.0724946-0j -6.50473e-05-0j 0.0408252-0j 0.000109447-0j -0.127603-0j -6.16349e-05-0j 0.193272-0j 0.000192646-0j -0.0437802-0j -0.000291788-0j 0.128103-0j -0.0459789-0j 6.60961e-05-0j -0.000193401-0j 0.427484-0j 6.94156e-05-0j -0.116955-0j -0.338391-0j -0.000645384-0j 0.00017657-0j 0.14829-0j 0.000510877-0j 0.0812483-0j -0.000223878-0j -0.000122663-0j -0.382183-0j 0.000576992-0j 0.0536813-0j -8.10441e-05-0j 
0.00146005-0j -0.00314797-0j 0.00127755-0j -0.0042016-0j 0.00115893-0j 0.00570997-0j 0.000526961-0j -0.00657281-0j 0.000827977-0j 0.000644036-0j -0.00612559-0j -0.0185358-0j 0.0394055-0j -0.0156689-0j -0.0142141-0j 0.0281297-0j 0.0344798-0j -0.113397-0j -0.0396901-0j 0.0200968-0j 0.0257823-0j 0.0142222-0j 0.0141807-0j -0.028356-0j 0.0424507-0j 0.0714567-0j 0.000128243-0j 0.0822865-0j -0.000269837-0j -0.173139-0j 0.000105795-0j 0.0678829-0j 9.59723e-05-0j 0.06158-0j -0.000186092-0j 6.47861e-05-0j -0.119405-0j 0.0415696-0j -0.000228102-0j -0.14636-0j 0.00026257-0j 0.000409501-0j 0.168477-0j 6.54575e-05-0j 0.262754-0j -0.000304448-0j 0.0420004-0j 8.39757e-05-0j -0.195347-0j -0.00027618-0j 0.0538825-0j 4.61882e-05-0j 0.000292561-0j -0.177209-0j 0.0296364-0j 1.90918e-05-0j 0.18772-0j -0.000476266-0j 3.46382e-05-0j 0.0122501-0j -0.305593-0j 0.000504167-0j 0.0222254-0j 3.29984e-05-0j 0.323496-0j 0.0211732-0j -0.00044386-0j -0.2848-0j -0.00034792-0j -0.223241-0j 
0.00154862-0j -0.00165461-0j -0.00398798-0j 0.000903361-0j -0.00136826-0j 0.00449142-0j 0.00698235-0j 0.000827977-0j -0.000867806-0j -0.00793667-0j 0.00270565-0j -0.0196602-0j 0.0207121-0j 0.0489119-0j 0.0167815-0j -0.0151714-0j -0.0533373-0j 0.012082-0j -0.00983255-0j -0.00962227-0j -0.0455531-0j 0.0933858-0j -0.0301933-0j -0.00623619-0j 0.109103-0j -0.0216685-0j 0.000136023-0j 0.087278-0j -0.00014183-0j -0.0910044-0j -0.00033025-0j -0.211903-0j -0.000113308-0j -0.0727032-0j 0.000100366-0j 6.87161e-05-0j 0.0643994-0j 0.0440913-0j 0.000352854-0j 0.226406-0j 6.50473e-05-0j -0.000109447-0j 0.0417372-0j 6.16349e-05-0j -0.0702261-0j -0.000192646-0j 0.0395476-0j 0.000291788-0j -0.12361-0j -6.60961e-05-0j 0.187224-0j 0.000193401-0j -6.94156e-05-0j -0.0424102-0j 0.124095-0j 0.000645384-0j -0.0445401-0j -0.00017657-0j -0.000510877-0j 0.414107-0j -0.113295-0j 0.000223878-0j -0.327801-0j 0.000122663-0j 0.14365-0j 0.0787058-0j -0.000576992-0j -0.370224-0j 8.10441e-05-0j 0.0520014-0j 
0.00625867-0j -0.0203012-0j -0.00532044-0j 0.00365089-0j 0.0261515-0j 0.0181914-0j -0.0111015-0j 0.00446201-0j -0.0549869-0j 0.0311686-0j 0.0189153-0j 0.000833727-0j -0.00266652-0j -0.000684711-0j 0.00336556-0j 0.000643368-0j 0.00226679-0j -0.00155547-0j 0.000556002-0j -0.00135276-0j -0.00301579-0j 0.0047298-0j -0.00376903-0j -0.00116906-0j 0.00271182-0j 0.00671053-0j -0.0525568-0j 7.93465e-05-0j 0.166369-0j -0.000251172-0j 0.0421229-0j -6.35941e-05-0j -0.207047-0j 0.000312584-0j -0.0387798-0j -0.0265507-0j 5.8547e-05-0j 4.00844e-05-0j -0.136634-0j 0.000206279-0j -0.0335137-0j 0.128384-0j 5.05966e-05-0j 0.0789503-0j -0.000193824-0j 0.0245717-0j -0.000119193-0j 0.176008-0j -3.70966e-05-0j -0.120777-0j -0.000265725-0j 0.219969-0j -0.269943-0j 0.00018234-0j -0.000332093-0j 0.0538786-0j 0.00040754-0j 0.0300308-0j 0.367253-0j -8.13419e-05-0j -4.53383e-05-0j 0.153589-0j -0.000554452-0j -0.462513-0j -0.000231877-0j 0.000698268-0j 0.127306-0j -0.000192197-0j -0.465673-0j 0.000703039-0j 
-0.000903361-0j 0.00293022-0j 0.000767939-0j -0.000526961-0j -0.00377465-0j -0.0026257-0j 0.00160236-0j -0.000644036-0j 0.00793667-0j -0.0044988-0j -0.00273018-0j 0.0114685-0j -0.0366798-0j -0.00941866-0j 0.0462955-0j 0.00884996-0j 0.0311812-0j -0.0213966-0j 0.00764818-0j -0.0186082-0j -0.0414842-0j 0.0650616-0j -0.0518455-0j -0.0160813-0j 0.0373029-0j 0.0923079-0j -7.93465e-05-0j -0.0509122-0j 0.000251172-0j 0.161163-0j 6.35941e-05-0j 0.0408048-0j -0.000312584-0j -0.200567-0j -5.8547e-05-0j -4.00844e-05-0j -0.0375663-0j -0.0257199-0j -0.000206279-0j -0.132358-0j -5.05966e-05-0j 0.000193824-0j -0.032465-0j 0.000119193-0j 0.124366-0j 3.70966e-05-0j 0.0764797-0j 0.000265725-0j 0.0238028-0j -0.00018234-0j 0.170501-0j 0.000332093-0j -0.00040754-0j -0.116998-0j 0.213086-0j 8.13419e-05-0j -0.261495-0j 4.53383e-05-0j 0.000554452-0j 0.0521926-0j 0.0290911-0j 0.000231877-0j 0.355761-0j -0.000698268-0j 0.148783-0j -0.448039-0j 0.000192197-0j 0.123322-0j -0.000703039-0j -0.451101-0j 
-0.00163273-0j 0.00884764-0j -0.00142864-0j -0.000952425-0j -0.026238-0j 0.00816045-0j -0.000589283-0j 0.0424394-0j -0.0187453-0j -0.0189153-0j 0.0238611-0j -0.000217498-0j 0.00116212-0j -0.000183858-0j -0.00337668-0j -0.000167838-0j 0.00101686-0j 0.000677904-0j 0.00528828-0j -0.00011991-0j -0.00311442-0j 0.000419432-0j -0.00222219-0j 0.00377813-0j -0.00552311-0j 0.00849089-0j 0.0137107-0j -2.06995e-05-0j -0.072507-0j 0.000109466-0j 0.0113108-0j -1.70762e-05-0j 0.207731-0j -0.000313617-0j 0.0101167-0j 0.00692641-0j -1.52734e-05-0j -1.0457e-05-0j -0.0612924-0j 9.25347e-05-0j -0.318758-0j -0.055952-0j 0.000481237-0j 0.00699819-0j 8.44723e-05-0j 0.00659796-0j -1.05654e-05-0j 0.181765-0j -9.96112e-06-0j 0.121176-0j -0.000274415-0j 0.129692-0j -0.039974-0j -0.000182943-0j -0.0001958-0j 0.00204114-0j 6.03499e-05-0j -0.294-0j 0.0749741-0j -3.08156e-06-0j 0.00044386-0j 0.303906-0j -0.00011319-0j 0.0926566-0j -0.000458815-0j -0.000139886-0j -0.165299-0j 0.000249556-0j -0.188156-0j 0.000284065-0j 
0.000235664-0j -0.00127705-0j 0.000206206-0j 0.000137471-0j 0.00378712-0j -0.00117786-0j 8.50556e-05-0j -0.00612559-0j 0.00270565-0j 0.00273018-0j -0.00344406-0j -0.00299183-0j 0.0159858-0j -0.00252909-0j -0.0464485-0j -0.00230873-0j 0.0139875-0j 0.00932503-0j 0.0727438-0j -0.00164944-0j -0.0428409-0j 0.00576957-0j -0.0305678-0j 0.0519707-0j -0.075974-0j 0.116798-0j 2.06995e-05-0j 0.0132817-0j -0.000109466-0j -0.070238-0j 1.70762e-05-0j 0.0109568-0j 0.000313617-0j 0.20123-0j 1.52734e-05-0j 1.0457e-05-0j 0.0098001-0j 0.00670967-0j -9.25347e-05-0j -0.0593743-0j -0.000481237-0j -8.44723e-05-0j -0.308783-0j 1.05654e-05-0j -0.0542011-0j 9.96112e-06-0j 0.0067792-0j 0.000274415-0j 0.00639149-0j 0.000182943-0j 0.176077-0j 0.0001958-0j -6.03499e-05-0j 0.117384-0j 0.125634-0j 3.08156e-06-0j -0.0387231-0j -0.00044386-0j 0.00011319-0j 0.00197727-0j -0.2848-0j 0.000458815-0j 0.0726279-0j 0.000139886-0j 0.294396-0j 0.0897571-0j -0.000249556-0j -0.160126-0j -0.000284065-0j -0.182269-0j 
0.0128007-0j 0.0141678-0j 0.0112006-0j 0.00746708-0j 0.0113167-0j 0.0130674-0j 0.00462002-0j 0.00762264-0j 0.00808503-0j 0.00471627-0j 0.00123035-0j -0.0102476-0j 0.00186091-0j 0.00144146-0j 0.0014564-0j 0.00131587-0j 0.0016283-0j 0.00108553-0j 0.000949842-0j 0.000940099-0j 0.00134328-0j 0.000671639-0j 0.000554074-0j 0.0006786-0j 0.000306624-0j 6.76042e-05-0j 0.00112435-0j 0.000162285-0j -0.00729827-0j -0.00105341-0j 0.000927539-0j 0.000133879-0j 0.000937151-0j 0.000135266-0j 0.000829616-0j 0.000567999-0j 0.000119745-0j 8.19836e-05-0j 0.0010266-0j 0.000148177-0j 0.000598848-0j 0.000937151-0j 8.64363e-05-0j 0.000573885-0j 0.000135266-0j 0.000541064-0j 8.28332e-05-0j 0.000820007-0j 7.80959e-05-0j 0.000546671-0j 0.000118358-0j 0.000338236-0j 0.000669533-0j 7.89052e-05-0j 4.88201e-05-0j 0.000167383-0j 9.66387e-05-0j 0.000552336-0j 0.000338236-0j 2.41597e-05-0j 7.97229e-05-0j 0.000176474-0j 4.88201e-05-0j 0.000241647-0j 2.54718e-05-0j 3.48788e-05-0j 8.91515e-05-0j 1.28679e-05-0j 1.70226e-05-0j 2.45701e-06-0j 
-0.00226287-0j -0.00250453-0j -0.00198001-0j -0.00132001-0j -0.00200053-0j -0.00231001-0j -0.000816712-0j -0.00134751-0j -0.00142925-0j -0.000833727-0j -0.000217498-0j -0.0854158-0j 0.0155111-0j 0.0120148-0j 0.0121394-0j 0.010968-0j 0.0135722-0j 0.00904814-0j 0.00791712-0j 0.00783592-0j 0.0111965-0j 0.00559825-0j 0.00461832-0j 0.00565627-0j 0.00255577-0j 0.000563495-0j 0.0190023-0j 0.00273405-0j -0.123346-0j -0.0177471-0j 0.0156761-0j 0.00225548-0j 0.0158385-0j 0.00227885-0j 0.0140211-0j 0.00959961-0j 0.00201736-0j 0.00138119-0j 0.0173503-0j 0.00249636-0j 0.010121-0j 0.0158385-0j 0.00145621-0j 0.00969909-0j 0.00227885-0j 0.00914439-0j 0.00139551-0j 0.0138587-0j 0.0013157-0j 0.00923915-0j 0.001994-0j 0.00571643-0j 0.0113156-0j 0.00132933-0j 0.000822481-0j 0.0028289-0j 0.00162809-0j 0.0093349-0j 0.00571643-0j 0.000407023-0j 0.00134311-0j 0.00298255-0j 0.000822481-0j 0.00408402-0j 0.000429129-0j 0.000587609-0j 0.00150673-0j 0.000216788-0j 0.000287695-0j 4.13936e-05-0j 
0.000188572-0j 0.000208711-0j 0.000165001-0j 0.00011-0j 0.000166711-0j 0.000192501-0j 6.80593e-05-0j 0.000112292-0j 0.000119104-0j 6.94772e-05-0j 1.81248e-05-0j 0.0216559-0j -0.0039326-0j -0.00304618-0j -0.00307775-0j -0.00278077-0j -0.00344103-0j -0.00229402-0j -0.00200727-0j -0.00198668-0j -0.0028387-0j -0.00141935-0j -0.00117091-0j -0.00143406-0j -0.000647977-0j -0.000142866-0j 1.65632e-05-0j 0.0325689-0j -0.000107514-0j -0.211409-0j 1.36639e-05-0j 0.026868-0j 1.38055e-05-0j 0.0271464-0j 1.22214e-05-0j 8.36742e-06-0j 0.0240315-0j 0.0164532-0j 1.51232e-05-0j 0.0297374-0j 8.82187e-06-0j 1.38055e-05-0j 0.0173468-0j 8.45413e-06-0j 0.0271464-0j 7.97063e-06-0j 0.0166237-0j 1.20798e-05-0j 0.015673-0j 8.05323e-06-0j 0.0237531-0j 4.98268e-06-0j 9.86315e-06-0j 0.0158354-0j 0.00979766-0j 2.46579e-06-0j 0.0193943-0j 8.13668e-06-0j 4.98268e-06-0j 0.00484858-0j 0.0159995-0j 2.59971e-06-0j 0.00979766-0j 3.5598e-06-0j 0.00511192-0j 0.00699979-0j 1.31333e-06-0j 0.00258245-0j 2.50767e-07-0j 0.000493094-0j 
0.0696999-0j -0.000267884-0j -0.0122234-0j -0.00814895-0j 0.0119221-0j -0.000247078-0j -0.0050419-0j 0.016205-0j 0.00851759-0j 0.0150841-0j 0.00657395-0j -0.00186091-0j 0.000175557-0j -0.00157309-0j 0.00153431-0j -0.00143603-0j -3.07879e-05-0j -2.05252e-05-0j 0.00201928-0j -0.00102595-0j 0.00141515-0j -1.26993e-05-0j 0.00177211-0j 0.00144264-0j 0.00130951-0j 0.000433718-0j -0.00122702-0j -0.000177105-0j -2.29625e-05-0j -3.31435e-06-0j 0.00505045-0j 0.00072897-0j -0.00492597-0j -0.000711003-0j -0.000905374-0j -0.000619867-0j -0.000130679-0j -8.94701e-05-0j -1.94109e-05-0j -2.80172e-06-0j 0.0012731-0j -1.77196e-05-0j 0.000183756-0j -0.000626291-0j -2.55761e-06-0j -0.000590472-0j -9.03973e-05-0j 0.000863878-0j -8.52274e-05-0j 0.000575919-0j 0.00012469-0j 0.00108178-0j -1.26595e-05-0j 8.31267e-05-0j 0.000156142-0j -0.000182668-0j -1.82724e-06-0j 0.00117422-0j 0.000356331-0j -2.63659e-05-0j 0.000169484-0j 0.000753673-0j 5.1432e-05-0j 0.000772865-0j 0.000108783-0j 0.000111553-0j 0.000476348-0j 6.8755e-05-0j 0.000127465-0j 1.83979e-05-0j 
-0.0123213-0j 4.73557e-05-0j 0.00216082-0j 0.00144054-0j -0.00210756-0j 4.36776e-05-0j 0.000891291-0j -0.00286468-0j -0.00150571-0j -0.00266652-0j -0.00116212-0j -0.0155111-0j 0.00146331-0j -0.013112-0j 0.0127888-0j -0.0119696-0j -0.000256623-0j -0.000171082-0j 0.0168311-0j -0.00855147-0j 0.0117955-0j -0.000105852-0j 0.0147709-0j 0.0120247-0j 0.010915-0j 0.00361513-0j -0.0207375-0j -0.00298372-0j -0.000388083-0j -5.58374e-05-0j 0.0853565-0j 0.0122811-0j -0.0832526-0j -0.0119784-0j -0.0153015-0j -0.0104762-0j -0.00220158-0j -0.00150732-0j -0.000328059-0j -4.72011e-05-0j 0.0215163-0j -0.000299475-0j 0.00309577-0j -0.0105848-0j -4.30885e-05-0j -0.00997943-0j -0.00152294-0j 0.0146002-0j -0.00143584-0j 0.00973346-0j 0.00210068-0j 0.018283-0j -0.000213955-0j 0.00140045-0j 0.00263056-0j -0.00308723-0j -3.07839e-05-0j 0.0198452-0j 0.00602227-0j -0.000444191-0j 0.00285532-0j 0.0127376-0j 0.000866485-0j 0.013062-0j 0.00183269-0j 0.00187936-0j 0.00805065-0j 0.00115833-0j 0.00215425-0j 0.000309954-0j 
0.00102678-0j -3.94631e-06-0j -0.000180068-0j -0.000120045-0j 0.00017563-0j -3.6398e-06-0j -7.42743e-05-0j 0.000238723-0j 0.000125476-0j 0.00022221-0j 9.68435e-05-0j 0.0039326-0j -0.000370999-0j 0.00332435-0j -0.00324241-0j 0.0030347-0j 6.50629e-05-0j 4.33753e-05-0j -0.00426727-0j 0.0021681-0j -0.00299058-0j 2.68371e-05-0j -0.00374493-0j -0.00304868-0j -0.00276733-0j -0.00091656-0j -1.80757e-05-0j -0.035543-0j -3.38269e-07-0j -0.000665154-0j 7.44002e-05-0j 0.146296-0j -7.25664e-05-0j -0.14269-0j -1.33374e-05-0j -9.1315e-06-0j -0.0262259-0j -0.0179557-0j -2.85949e-07-0j -0.000562275-0j 1.87545e-05-0j -2.61035e-07-0j 0.0368778-0j -9.22613e-06-0j -0.000513284-0j -8.69848e-06-0j -0.0181417-0j 1.27261e-05-0j -0.0171042-0j 8.48408e-06-0j 0.0250239-0j 1.59362e-05-0j -1.86492e-07-0j 0.0166826-0j 0.031336-0j -2.69095e-06-0j -0.000366708-0j 1.72979e-05-0j 5.24926e-06-0j -0.00529134-0j 0.0340135-0j 1.11026e-05-0j 0.0103218-0j 1.13854e-05-0j 0.0218316-0j 0.0223875-0j 7.01727e-06-0j 0.0137984-0j 1.87773e-06-0j 0.00369227-0j 
-0.0108208-0j 0.0476125-0j 0.00919868-0j -0.00631215-0j -0.00956634-0j 0.0107318-0j 0.0191937-0j -0.00644365-0j 0.0201144-0j 0.00387331-0j -0.00104006-0j -0.00144146-0j -0.00157309-0j -0.00470628-0j 0.00489438-0j -0.00111234-0j 0.00133727-0j -0.000917634-0j -0.00080293-0j 0.00233884-0j 0.00110319-0j 0.0027903-0j -0.000468376-0j 0.00168826-0j 0.00025182-0j -5.71479e-05-0j -0.000950444-0j -0.000137185-0j -0.0010266-0j -0.000148177-0j 0.000761756-0j 0.00010995-0j -0.000792202-0j -0.000114344-0j 0.00278802-0j -0.000480147-0j 0.000402416-0j -6.93032e-05-0j -0.00335178-0j -0.000483788-0j 0.0020125-0j -0.000792202-0j 0.000290479-0j 0.00142775-0j -0.000114344-0j 0.000444357-0j 0.000206078-0j 0.000673444-0j 6.41375e-05-0j -0.000462118-0j 9.72032e-05-0j -0.000285921-0j 0.0016657-0j -6.6701e-05-0j -4.12691e-05-0j 0.000974347-0j 0.000240424-0j 0.000453615-0j 0.00140519-0j 0.000140635-0j 6.54737e-05-0j -0.000149179-0j 0.000202821-0j 0.000601185-0j -2.15321e-05-0j 8.67735e-05-0j 7.3217e-05-0j 1.0568e-05-0j -1.43898e-05-0j -2.07698e-06-0j 
