0.00361179+0.00891926j -0.00958587-0.00461124j -0.00625721-0.0095932j -0.00389589-0.0112475j 0.000472112+0.00235339j -0.00117257-0.00109935j -0.00264164-0.00206868j -0.00205497-0.0100398j -0.00186771-0.00290366j -0.00165725-0.000239938j 0.00341493+0.0115393j 0.00576697+0.0102455j -0.00595628-0.00958408j -0.00455454-0.0135179j 0.00181828+0.0131939j 0.00540541+0.000799714j 0.000531898-0.000603699j 0.00168429+0.00436999j 0.00365828+0.0120392j 0.00276327+0.0067249j -0.00293109-0.0101505j -0.00401098-0.00520975j -0.00362552+0.000853067j -0.00247876-0.00345119j 0.002937-0.00479423j 0.0028844+0.0177779j 0.00071832-0.00555299j -0.0024909+0.00296226j 0.00257253-0.00855002j 0.000349523+0.00459136j -0.000246792-0.0134807j -0.00190634+0.00985456j 0.00484014-0.00321459j 0.000312508-0.00262854j -0.00255389-0.00783206j 0.000896608-0.00230432j 0.0052829+0.00658795j 0.00734706-0.00996419j -0.021716+0.0153129j -0.00176188-0.0178518j -0.00197105+0.0116504j -0.00553549+0.00754632j -0.00887287+0.00161909j 0.00595311-0.00351437j -0.00305797-0.00116281j -0.00739266+0.00407144j 0.000253732+0.00319332j -0.00675356+0.000818868j 0.00538964-0.00312788j 0.00134006+0.0016509j -0.00480707+0.00211057j 0.00875474-0.00476048j -0.00312867+0.0020857j 0.00433809-0.00427432j -0.00441873+0.00248192j 0.00967475-0.00441655j -2.90507e-05+0.000779494j 0.000267793+0.0025563j 0.00201485+0.000709137j -0.00478037+0.00557028j 0.00461274-0.00366168j -0.0154528+0.00400001j 0.00740915+0.000739041j 0.00714489-0.00480126j 0.00738592-0.00167754j -0.00427325-0.00203178j 0.00143209+0.00297808j -0.00248527-0.000576331j 0.00612312-0.0019828j -0.00841567+0.00200702j -0.00851852+0.00448952j -0.00397475+0.0012676j 0.010508+0.00200713j -0.00310349-0.00166888j 0.00902286-0.00405949j -0.000361072-0.00157239j 0.0086817+0.00253296j -0.00829462-0.00215659j 0.00679641+0.00146821j 0.00596893-0.000590396j -0.00465315+0.00204546j 0.00313375-0.000819332j 0.0124609+0.00318955j 0.00488766+0.00317873j -0.00584398-0.00313489j 0.00579425+0.000657429j 0.00384898-0.00139993j -0.00586191-0.00261946j -0.00755526-0.000665162j -0.00774783-0.00555207j 0.00905635+0.00498339j -0.0156617-0.00234502j 
-0.00253492+0.000488534j -0.00301636+0.00236388j 0.0106371-0.004261j 0.00134126-0.00295881j 0.0091257-0.0087154j -0.00414304+0.00171191j 0.0102078-0.00381834j -0.0135367+0.00494988j 0.0108536-0.00396596j 0.0064222+0.0023563j -0.0142088+0.00279552j 0.0144567-0.00237843j 0.0175715-0.00144267j -0.0140734+0.00109183j 0.0172309-0.00112921j 0.0253127-0.000273815j 0.00277193+0.00140502j 0.0200204+0.00217657j 0.00639847-0.00597234j -0.0321458-0.00193187j -0.00729064-0.00678034j 0.0112064+0.000858062j -0.00431223-0.00151464j 0.00383645+0.00473005j -0.00110893+0.000318233j -0.00697213-0.00129404j -0.000324207-0.000745047j 0.00432141+0.00278325j -0.000697396-0.00317925j 0.0128496+0.00290735j 0.00878119+0.0032787j 0.00562937+0.00286222j -0.0107591-0.00184083j 0.00937516+0.00351247j 0.000729836+0.00136913j -0.000562592+0.000745968j 0.00211788+0.00106235j 0.00513619+0.00190937j -0.000840756-0.00116605j 0.00318024-0.000932763j 0.000580386-0.00204697j 0.00301908+0.00180279j -0.00260395-0.000190905j 0.00206551-0.00267641j -0.00251494+0.00228137j 0.00180741-0.000387749j -0.00198392+0.000864509j 0.00073373+0.000423233j -0.000894113-6.07281e-05j -0.000445792-0.000140992j -0.000598865-0.000291683j -0.000317863-4.38457e-05j 0.00022247+0.000376224j 0.00119955-0.0011038j -0.000484302-0.000162668j -0.000784245+0.000222858j -0.000277275-0.00107529j 0.0010584+0.000579844j 0.00171703+0.000352308j 0.00018878-0.000507641j 0.00010557+0.000342811j 0.000286245-0.000314506j -0.000383403-0.000531447j -3.52073e-06-0.000340448j -0.000139414+0.000160536j 1.857e-05+0.000269134j -0.000488484-0.00113143j 0.000569505+0.00013386j 0.000134948-0.000338077j -0.000188787-0.000242238j 0.000119534+0.000146674j 0.000526951-0.000394652j 0.000280248-0.000452596j 5.57849e-05-0.00123272j 0.000278371-0.000421383j -0.000212905+0.000147765j -0.000381237-0.000149126j 9.56529e-05+0.00026846j -0.000475445-0.00057245j 0.000628183-8.6487e-06j 0.000672532-9.47015e-05j 0.000910238+0.000737361j 0.000816038+0.000560132j -0.000465506-0.000721201j 0.000268817+0.00114963j -0.000585689+8.17018e-05j -0.000245966+7.24724e-05j -0.000479947-0.00110501j -0.000540191+0.000399774j -0.00104019-0.00106893j -0.00100241-0.000393763j -0.000104192-0.000771435j 
-0.00471337-0.00832178j -0.0032472+0.00611311j -0.000459288+0.00810857j 0.000196229+0.00511781j 0.00417672+0.00442056j 0.00150745-0.00441583j -0.00426482-0.00408973j 0.00611751+0.00694689j 0.000156288+0.00271813j 0.00648876-0.00109096j 0.00470913+0.000399703j 0.0142165-6.63019e-05j -0.00111998-0.00169705j -0.00168337+0.00217619j -0.00403088-0.00643192j 0.000701143+0.000183344j -0.0074242+0.0022877j 0.00259253+0.00241658j 0.000486054+0.00188516j -0.000387748+0.0056676j -0.00362369+3.63995e-05j -0.0127667+0.00300622j -0.00100811-0.00738411j -0.0082283-0.00905766j 0.0101693+0.00612189j 0.0104103-0.00216608j -0.00365391+0.00593029j -0.00376461+0.00612513j 0.00588368+0.00285355j -0.00213434-0.00708669j -0.00211146+0.00266537j -0.00116223+0.00214878j 0.0145428-0.000659452j 0.00341905+0.00123953j -0.00162749-0.00226098j 0.000687815-0.00527106j 0.00792867-0.00447688j -0.00744581+0.00440174j -0.0257291+0.0116339j -0.00801657-0.0024682j 0.017457-0.00196718j -0.00366287+0.012234j -0.00279178-0.00192707j 0.00388446+0.00131275j -0.00684739-4.84703e-05j 0.00163473+0.00259429j 0.00553948-0.00346439j -0.0109934+0.000240075j 0.000638801+0.00222866j -0.000933248+0.00192438j 0.00147649+0.00179043j -0.00250081+0.00489117j -0.00352717+0.000195581j -0.00282245-9.08561e-05j -0.000983033-0.00212783j 0.00337222+0.000958031j -0.00133024-0.0029036j 0.00391748+0.00362435j 0.00312141+0.00328724j 0.00201754-0.00287672j 0.00290403+0.000312604j -0.000126794-0.00177464j -0.00113036-0.000133622j -0.00285706+0.0018675j -0.000897093+0.00054684j 9.63685e-05-0.000311172j 0.000941494-0.00153751j 0.00194475+0.000117533j -0.00206164+0.00356332j -0.00210667-0.00213591j 0.00660451+0.0015108j -0.00501324-0.0021952j -0.00249639+0.0108322j -0.00110122+0.00824366j 0.00468828-0.000996053j 0.00538762+0.000765858j 0.000207213-1.96211e-05j -0.00451843-0.00554546j -0.00564649+0.00456638j -0.00145984+0.000691156j 0.000429835-0.000123358j -0.00431217-0.00827665j -0.0054111-0.00833781j 0.0122414-0.000107478j 0.00350531+0.00587049j 0.00254637-0.00746732j 0.0135958-0.00123357j -0.00695498+0.0051219j -0.0036824-0.0144686j 0.0140983+0.000389049j -0.00630381-0.0233729j 0.0189034-0.00511218j 
0.00200525-0.0047109j -0.00676134-0.00888956j -0.0080725-0.00603386j -4.98692e-06+0.00475648j 0.000954358+0.000976717j 0.00081788+0.00543231j 0.00237057-0.00714892j -0.00111053+0.00101872j 0.00259165+0.000780082j 0.00565322-0.000308275j 0.00117313+0.00518183j -0.000458457+0.00739992j 0.00589689-0.000540374j 0.00764384+0.00302472j 0.00498796-0.00440082j -0.00475115-0.00160212j -0.00189194-0.00465581j -0.00594767-0.00140779j -0.0101708+0.000912659j -0.0133979-0.00863707j -0.00492769-0.00154581j -0.00671642-0.00400767j 0.00624062-0.00108558j 0.00988086-0.00696041j -0.00797035+0.00470131j 0.00549238+0.00249399j -0.00865584+0.00140983j -0.000626265+0.000551398j -0.0132185-0.000161052j -0.00206343+0.0062083j -0.00169342+0.00615168j 0.0102152+0.00442479j -0.00288634+0.00776324j -0.00540653-0.000362367j 0.00216222-0.00749598j -0.007352+0.00566821j 0.0169224-0.00183096j -0.0144127-0.00313059j -0.00506682-0.0034214j 0.0186124-0.0101382j -0.00830583+0.013992j -0.0130009+0.00478158j 0.0087412+0.00123481j -0.00219628+0.00598835j -0.00207038+0.00104335j -0.00150131+0.00186294j 0.00355792+0.00367037j 0.00348168+0.00135136j 0.000932775-0.00170873j -0.000273257-0.000639852j 0.00495954+0.000954044j -0.00440043+0.00269491j 0.00213141+0.000931679j -0.00316203-0.000622018j -0.00600819+0.00173672j 0.000117691+0.00065644j -0.0048567+7.69267e-05j -0.00223684+0.00319086j 0.00264885-0.00132869j -0.00582929+0.00586884j -0.00306086-0.00209812j -0.00445693+0.00271835j -0.000912661+0.00567645j -0.000286679-0.00023149j -0.00333302+0.00206978j 0.00265607-0.00187929j -0.00166863+0.0039167j 0.00327962-0.00203966j -0.00229204+0.000110402j -0.00230815+0.000918717j 0.00152363+0.0025879j -0.000187825+0.00322831j 0.000282697+0.00569313j 0.00970584-0.000685213j 0.00363354-0.00434152j 0.00497111-0.00640574j 0.00303624+0.0038028j -0.00534709+8.33509e-05j 0.00182389+0.00666721j -0.00412622-0.00212488j -0.0016024-0.00583928j -0.00457198+0.000147509j -0.00694488+0.00464522j -0.00577354-0.00854052j 0.00552621-0.00799637j 0.00876429+0.00813266j 0.000135777+0.00318455j -0.00985505+0.0157226j 0.00789338+0.000551816j 0.00285122+0.00544788j 0.0190523-0.00501514j 0.00614111+0.0247865j 
0.00142077-0.00465947j -0.00589323-0.00321476j -0.00257084-0.00520113j -0.00507688-0.00724149j 0.00540226+0.00878074j 0.000374149-0.0035698j 0.0027429+0.00326048j 0.00468205-0.00202563j -0.000869765-0.00149153j 0.00317231-0.00140007j 0.00368751+0.00584351j 0.00218183-0.00629942j 0.00317438+0.00229877j 0.00559517-0.00160138j -0.000609292+0.0074128j -0.00394366-0.00669281j -0.00545595-0.0036808j -0.00332389-0.00050832j -0.000860613+0.00241222j -0.00368563+0.00858656j 0.00628993+0.00747943j -0.000476766+0.0091696j 0.00556508-0.00201118j 0.000889398+0.00567972j -0.00969996-0.00628521j 0.00599491+0.00411066j 0.00222201+0.0105118j -0.00133109+0.00613432j 0.00551095+0.00635455j 0.00247882-0.0086723j -0.00353523-0.0147326j -0.00163922-0.0020073j 0.00709034-0.000168605j 0.00447271-0.00782609j -0.00244285-0.00608424j 0.0104715-0.00792874j -0.0178337+0.0114617j -0.0135339+0.0178349j 0.00736926-0.0049936j 0.00643008+0.00409026j 0.00795879+0.00248177j 0.00149211+0.009255j 0.00777308+0.00165389j -0.00853149+0.00564294j -0.00471927+0.000827473j 0.0039677+0.00154266j -0.00440702+0.00404567j 0.0076195+0.00426952j -0.000547976-0.00310528j 0.000537358-0.00126053j 0.00628865+0.000474954j 0.0010329-0.00117946j 0.00210724+0.0021442j 0.0105035-8.70136e-05j 0.000785782+0.00215179j -0.00306017-0.00129506j -0.000760197-0.000204761j -0.00781751+0.000282146j -0.00362759-0.000117127j -0.00416141+0.00176924j 0.0027283-2.52577e-06j -0.00347763+0.00359827j -0.000202061-0.00229476j 0.00496164-0.000936195j 0.00501778-0.00261767j -0.00125213+0.00378801j -0.000635806-0.000667788j -0.00661902+0.00329488j -0.00472068+0.00357023j -0.00229196-0.00158142j 0.00448693-0.00163743j -0.00493726-0.00549319j 0.00478037+0.000830372j -0.0139187+0.00309541j -0.010238-0.0003429j -0.00211042+0.00620623j -0.00277313+0.000834766j 0.00480231-0.00815415j -0.0114755+0.000284793j 0.00377591+0.00273788j -0.00519367-0.00159916j -0.00620081-0.00355359j -0.00674159+0.000548135j 0.0121613+0.00406825j -0.000985755-0.0103244j -0.00229816-0.00958387j -0.00180781-4.67729e-06j 0.00353812-0.00395397j -0.0124826+0.00333411j -0.0116552-0.0190184j 0.00359894-0.000743775j 0.00172086+0.0105725j 
0.00442245-0.00369078j 0.00641444-0.00407338j 0.00326403-0.000503579j 0.00215414+0.00494671j -0.00427353+0.000167901j 0.000230175+0.00651559j 0.00523926-7.71571e-05j -0.0039226+0.00326206j -0.00125215-0.00373089j -0.00217018+0.00070111j -0.00500235+0.00478146j -0.00789247+0.00114334j 0.00158347+0.00333897j -0.00445024+0.00322331j 0.0044046-0.00130067j 0.00474397-0.00168205j 0.00373725-0.0087143j 0.000976571-0.000355118j 0.00127016+0.00274444j 0.00448831-0.00834978j -0.000773058+0.00400299j -0.000986938-0.00770776j 0.00424431+0.00957955j 0.000967235-0.0068905j -0.00347617-0.00331868j 0.000875177+0.00665056j -0.00458882+0.00443276j -0.0105508+0.0151806j 0.00432919+0.00390391j -0.00286213-0.0178947j -0.0117032-0.00802701j -0.0114008+0.00925455j -0.0128585-0.000389272j 0.00542908-0.0101892j 0.00949379-0.00643103j -0.00452629-0.0178677j 0.00508523-0.00265322j -0.00962069-0.00272437j -0.00378227-0.00143864j -0.00259367+0.000530944j -0.0132477+0.00321514j -0.0136582-0.0140628j -0.00598144+4.92665e-05j 0.00273294-0.00528674j 0.00321725+0.00306265j -0.0025424-0.00336966j -0.0035361-0.00182682j 0.00285226+0.00134623j 0.00184208-0.00119135j 0.00156757-0.00288688j -2.46827e-05-0.00773009j 0.00746234+0.00203282j 0.00170169+0.001719j 0.00121309+0.00431513j 0.00103654+0.00465272j -8.60955e-05-0.00104155j -0.00144378+0.00416242j 0.00293386-0.00177848j -0.0013221-0.0034857j 0.00651548+0.00596756j -0.0026173+0.00233145j 0.00138103+0.00356644j 0.00492388+0.00242896j -0.00455946+0.000355305j 0.00333306+0.00149468j 0.00637894-0.00116151j -0.00133075+0.00349781j -0.000400659-0.00120403j -0.00495852+0.00308643j -0.00863546+0.00346993j 0.000442898-0.00734811j -0.013186+0.00909903j 0.00184662-0.000954932j -0.00835972-0.00155996j -0.0103951-0.00248088j 0.00592069-0.00902598j -0.00123646-0.00370356j -0.00521191+0.00994487j -0.00325945+0.0031275j -0.000904856+0.00442549j -0.00930727+0.000966496j -0.00620788-0.00659551j -0.00507503-0.0110842j 0.00421517+0.00260893j -0.00491617-0.00903341j 0.00466312-0.00581889j 0.0016264-0.00797365j 0.00944471-0.00597143j -0.00222282-0.00289961j 0.00737621+0.00488606j -0.00225716+0.00714005j 0.00313229-0.010504j 
-0.00281236+0.000885091j 0.00332334-0.00869902j 0.00873488-0.00810415j 0.0027555-0.002282j 0.00393777-0.000623729j -0.00163755+0.00184187j -0.00269627+0.00440327j 0.0095169-0.00386654j 0.000780302-0.00225098j 0.00111231-0.00118632j -0.00226265+0.00129437j 0.00272565-0.00524633j -0.00198406+0.00254208j 0.00139655-0.000198344j -0.00647387+0.00381559j 0.003359-0.00181659j 0.00249886-0.000398584j 0.00237828-0.000879085j -0.00212443-0.00138306j 0.0119416-0.0065177j 0.000394357+0.00178019j -0.00265794+0.00256884j -0.00493394+0.00303593j -0.00896517+0.00582126j 0.0067272-0.00650134j 5.76054e-06+0.000680007j 0.00306968+0.0018846j 0.00898554+0.00529033j -0.000120885-0.0035412j -0.0261106+0.00163887j -0.00379805+0.00152794j 0.00834387+0.010399j -0.0100505-0.00012786j -0.00688905-0.00850963j 0.0027997-0.0087898j -0.00846547+0.00886161j -0.00698072-0.00584975j -0.00580783+0.00947694j 0.0108821-0.00113217j 0.0102174+0.00695792j -0.0116485-0.0123716j 0.0105105-0.00205341j -0.00727398-0.00974756j 0.00550011-0.00151356j -0.00458134-0.00495562j 0.00176231+0.00241899j 0.00483573+0.00227401j -0.00478563-0.00984668j -0.000115785-0.00277828j 0.000407712-0.000631322j 0.00250609+0.000292431j -0.00130319+0.00123387j 7.76494e-05-0.00258116j -0.00118362-0.00281068j 0.000215676+0.00235322j -1.49803e-06+0.00148738j 0.000422547-0.000229188j -0.000311357+0.00226413j -0.00112547-0.00380769j 0.00388886+0.00873113j -0.00024597+0.00483717j -0.00176262+0.00213364j 0.000943959-0.000780465j -0.00306868-0.00448533j -0.000491375+0.00081344j -0.00022558+0.00123974j 0.00255565+0.00182804j -0.00051251+0.00233095j -0.00518888+0.000310288j -0.00082559-0.00019572j 0.00281951+0.00729317j -0.00452557-0.00992827j -0.00198707-0.00894069j -0.00322149-0.0141482j -0.000313785-0.000134257j 0.0015464+0.00965994j 0.00371813-0.00390615j -0.00461193-0.00590633j 0.00243046-0.01208j -0.00304002+0.000763295j -0.00209354-0.0153932j 0.0010256-0.00873423j 0.00451601-0.00579023j -0.000119039+0.00375745j -0.00376999+0.00409212j 0.00842025-0.00674908j 0.000858144+0.00165979j -0.0068439-0.00344644j 0.00495076-0.010534j -0.00151674+0.00394257j 0.00825354-0.0108607j 0.0036784-0.00430404j 
0.00101856+0.00623286j 0.00105122+0.000328994j -0.000815258+0.00266804j 0.00772743+0.00138411j -0.0029749-0.00324042j 0.00316554+0.00247546j -0.00196603+0.00475864j 0.00217423-0.000243429j 0.00128421-0.00352877j -0.00116337-0.00467418j 0.00142397+0.00125382j 0.00215341-0.00704862j -0.000572935+0.00313167j 0.00290902-0.000539695j -0.005787+0.00271571j 0.00404354+0.000982353j 0.00339505-0.00638193j -0.00300855+0.00103354j -0.00207406+0.0092658j -0.0135668-0.0053867j -0.00948872+0.00799393j -0.00629959-0.000305368j -0.00242179+0.0105579j -0.0116116-0.00440281j 0.00803591-0.000600939j 0.000223457+0.00742201j 0.00244435+0.00488029j 0.00281859+0.00927899j -0.00700949+0.0101271j 0.0084195-0.00464577j 0.0167285-0.0044041j 0.00823959-0.000956847j 0.00935523+0.00932271j 0.00782279-0.00519533j 0.000955954-0.00576761j 0.0216844+0.000368457j -0.00500208-0.0200437j -0.00304654-0.00182775j 0.0109497+0.00846338j -0.00914908+0.00365273j 0.00641913+0.00257776j 0.000240842+0.0031411j 0.0014898-0.000546236j 0.00927477+0.00359695j 0.00361033-0.00150782j -0.00958019-0.00197145j 0.000226884+0.00551874j 0.000940151-0.00476003j 0.00227829+0.00273904j 0.00205402+0.00227341j 0.000251871+0.00101203j 0.00199326-0.00667688j 0.000501066-0.000767774j -0.00148406-0.00658331j -0.00282748-0.00375157j -0.000900118+0.0007411j -0.000571852-0.00138954j -0.000486626+0.000498439j 0.00187167+0.00217868j -0.00107595-0.00360147j -0.00561943-0.00326231j -0.000313149-0.00394588j 0.0028824-0.000397859j -0.0041094-0.00105426j -0.00181965-0.00678984j 0.00912148+0.00296352j 0.00036122+0.00200664j 0.00368436+0.0058764j -0.00388801-0.00241066j -0.00589882-0.00297399j -0.00734677-0.00402723j -0.0102183-0.00131228j -0.00588646-0.00917628j -0.00264162+0.015589j -0.00594122+0.00875694j 0.00191551+0.00585608j -0.000634909+0.00251831j -0.000496387-0.00922488j 0.00117523+0.0120732j -0.00293554-0.0118305j -0.00327487-2.12272e-05j -0.00358443+0.00303626j -0.00371008+0.00639571j 0.000668018+5.06234e-05j -0.00633922-0.00302994j -0.00656153+0.00681992j -0.0109517-0.00309359j -0.000423529+0.00646271j 0.00360259-0.00492859j 0.000273339+0.0115781j 0.00203782+0.00323379j -0.00685348+0.00445232j 
-2.49783e-05+0.000477646j 0.00383316+0.000400262j 0.00261891-0.00115114j 0.000350164-0.00395607j 0.00122802+0.00492031j 0.00161642-0.00210181j -0.00646115-0.00689618j -0.00216634-0.00631504j -0.00424351-0.00623445j 0.00545632+0.0122518j 0.000418243+0.0130618j 0.00461898+0.0041727j -0.00202864+0.00157681j -0.000259753-0.00317751j 0.00503494+0.0111059j 0.00653178-0.0030231j 0.00237474-0.00263182j 0.00569795+0.00488379j -0.00842617-0.00534739j -0.0023388-0.00480648j 0.000573103+0.000504129j -0.00549439-0.00530617j -0.00158903-0.00672387j 0.00624767-0.00117576j 0.00213279-0.00956861j -0.00537984-0.0135035j -0.00581026+0.0141054j -0.00599375-0.000554363j -0.00305971+0.00901535j 0.00537785+0.00345115j 0.006875+0.00748816j -0.0036956+0.00693792j -0.000206073+0.00616263j 0.0154078-0.0151549j 0.000374693+0.0129544j -0.00277096+0.0162529j -0.00536129-0.0029923j -0.00614516+0.00371945j 0.00121987+0.00377522j -0.00672089-0.00109689j -0.00360886+0.000330307j -0.00342879-0.00414168j -0.00288428-0.000433857j -0.00227602-0.00170641j -0.00150125+0.00181317j 0.0128683-0.0014474j 0.00543847-0.000829026j 0.00420958-0.00257801j 0.0025911-0.00107077j 0.00330473-0.00314629j 0.00331651-0.00229267j -0.00675026+0.000791937j -0.00562679-0.00276162j 0.00225516-0.00211233j 0.00451518+0.00159304j -0.00332246+0.00211807j 0.00636937+0.000773578j 0.00269355+0.0015354j 0.0103079+0.000372524j -0.000314099-0.000687848j 0.00667078-0.00154367j 0.00794522+0.00487067j -0.00555244-0.00376007j 0.00267349+0.000205278j 0.00219191+0.000193702j -0.0118521-0.00140224j 0.000847022+0.000317278j -0.00438732+0.000217524j -0.0128567+0.00248159j -0.00438564+0.00301399j -0.00659476-0.001956j -0.0037419+0.00887749j 0.00145676+0.000672953j 0.0053995+0.0079162j 0.00555651+0.0135933j -0.00575484-0.00279827j 0.00354753+0.00922804j -0.00225977-0.00188721j -0.00256053+0.00345178j -0.00486764-0.00644779j -0.00183755+0.0025836j 0.00464514+0.012629j 0.00637465+0.00240901j 0.003563-0.00730925j -0.0103768-0.00141j -0.000134721-0.00206515j 0.0123436+0.0133735j -0.000651999+0.00421539j -0.00267117+0.0021118j -0.00303088+0.00201575j -0.00114349+0.00129134j 0.000230149-0.00553992j 
-0.0012121+0.00762859j -0.00184877+0.00552636j -0.00402597+0.00760471j -0.00035575+0.00354333j 0.00338024-0.00385945j 0.00139019+0.00106629j 0.000878702-0.00402122j -0.00364542-0.000807119j -0.00631333-0.000253695j 0.00130125+0.00222522j 0.0108693+0.00133092j -0.00650979+0.000976152j 0.00436132-0.00116313j 0.00020583-0.002585j 0.0101465+0.00510716j -0.00160144+0.00407148j -0.00347938-0.00242784j 2.46765e-05+0.00810762j 0.000528591+0.00453645j -0.00662573-0.00570362j 0.00682639-0.00097338j 0.00363811-0.00682465j 0.00250334+0.00268195j -0.000237445-0.00544493j -0.00682008+0.0018005j 0.00404064-0.00887181j 0.0193979+0.00768877j 0.0160973+0.012119j 0.00398512+0.0114092j -0.0119699+0.0014956j -0.00744238+0.00980664j 0.00437778+0.00988667j 0.00669309+0.0132426j -0.00592945-0.0152828j -0.0100689+0.00340243j -0.00292872-0.00549519j 0.00973665+0.00589045j 0.0172521+0.0028817j -0.0011167-0.000148194j -0.000977743-8.71724e-05j 0.00589588+0.00151797j 0.0019999+0.00380182j 0.000727375+0.0040372j -0.000101812-0.00269694j -0.000285117+0.000125741j 0.00118952+0.00338908j -0.000513421-0.00408853j 0.00327005+0.00598669j 0.00377254+0.00182791j 0.00289641+0.00363681j 0.00471645+0.00636483j 0.00123499+0.00225234j -0.00543741-0.000700393j 0.00206381+0.00531711j -0.00102566-7.40521e-05j -0.0027689-0.000536087j 0.00509506-0.000885597j -0.00210145-0.00387115j 0.00564808-0.00422981j -0.000686732-0.00410993j -0.00337444-0.000628812j 0.00384728-0.00311474j 0.000804269+0.00210369j -0.00211256+0.00389718j 0.00192589+0.00304175j 0.00110777-3.74617e-05j -0.00250061-0.0018564j -0.00285025-0.00488984j -0.014664-0.0150231j -0.00784539-0.0120092j -0.0103913+0.00122205j -0.00426359-0.0130457j -0.00258073+0.00159336j 0.00173704-0.00363806j 0.00148464-0.00893594j -0.00422921-0.00195252j -0.000615896-0.00112516j 0.000800765-0.00197954j 0.00208997-0.00572775j -0.0058978-0.00957503j 0.00322794-0.00945894j 0.00437559-0.00251764j 0.000273551-0.00398263j -0.00572706+0.00302011j 0.000454383-0.0107277j 0.00329118-0.00495899j -8.78836e-06+0.0030387j 0.00446051+0.00502204j 0.00108601-0.00271843j 0.00733263-0.00559127j -0.00219892+0.00259638j -0.00437407+0.00455609j 
0.000169924-0.00357224j -0.00117016+0.000252019j 0.0017793-0.00124827j 0.00383176-0.00276185j -0.00567621+0.00263386j 0.00402865+0.00203521j 0.00725827+0.00174206j 0.00443099+0.00083784j 0.0047859+0.00276933j -0.00543623+0.000459421j -0.00132988+0.00310032j -0.0029186-0.00173757j -0.0026849-0.00223998j 0.00908336+0.0162992j -0.00185176+0.00276756j 0.00634624+0.00379081j -0.00342787-0.00276569j 0.00602594+0.0227771j 0.00795064+0.000103332j -0.000924124+0.00788869j -0.00336014+0.00216649j -0.00121581-0.0104694j 0.0114187+0.00423988j -0.0026721+0.0135369j 0.00273921+0.00151843j 0.00261764-0.0112898j -0.00582246+0.00312042j 0.00112436+0.00473246j -0.000656555+0.0107586j -0.00343491+0.00917152j -0.00024925-0.0136969j -0.0028816+0.0151644j 0.000426398+0.0038213j 0.00194544+0.0114426j -0.00922243+0.00524758j -0.00752733-0.00987582j -0.00603603-0.00430561j -0.00759988+0.00292475j -0.00111637-0.000642253j 0.000993357+0.000496234j 0.00014936+0.000182803j -0.000959877-0.000113814j -0.000900663-0.00320105j 0.00209786+0.00221776j 0.000556839-0.000678081j -0.00859649-0.00639611j -0.0031056+0.000136737j 0.000422081-0.000665893j -0.00219206+9.59326e-05j -0.00630951-0.000870666j 0.0024144-0.00395759j 0.00450017+0.00394802j -0.00782666+0.00208178j -0.00275097+0.000595737j -0.0073067-5.64547e-05j 0.00181628+0.00285213j 0.00392717-0.00221797j -0.0108909+0.00061259j 0.0121513-0.000608339j 0.00991337+0.000796056j -0.00484217-0.00593785j 0.00091816-0.00221299j -0.0142834+0.00162646j -0.00252592-0.00465733j 0.0109769-0.000323648j 0.00246572+0.00987357j 0.00504477+0.000585895j -0.00332742+0.00078354j 0.000669646+0.00218111j 0.000544917-0.000899566j -9.82719e-05-0.00407765j 0.00625677+0.00314418j 0.00701092-0.000318937j 2.97286e-05-0.00223409j 0.00699938-0.00457966j -0.00837287+0.00076742j -0.005062-0.00801243j -0.00919319-0.00852188j -0.0035444+0.000933477j -0.0083206-0.00390833j 0.0051297+0.00215662j 0.00360758+0.00158706j -0.00237855-0.00841199j -0.00722839-0.00595982j -0.0020351-0.00218017j 0.00138386+0.00601897j -0.00190541-0.0096971j -0.0023462-0.00483274j -0.000512031-0.00177682j -0.00225927+0.00303058j -0.000374032-0.00105219j 0.00159558-0.00043051j 
