0.00361179+0.00891926j -0.00958587-0.00461124j -0.00625721-0.0095932j -0.00389589-0.0112475j 0.000472112+0.00235339j -0.00117257-0.00109935j -0.00264164-0.00206868j -0.00205497-0.0100398j -0.00186771-0.00290366j -0.00165725-0.000239938j 0.00341493+0.0115393j 0.00576697+0.0102455j -0.00595628-0.00958408j -0.00455454-0.0135179j 0.00181828+0.0131939j 0.00540541+0.000799714j 0.000531898-0.000603699j 0.00168429+0.00436999j 0.00365828+0.0120392j 0.00276327+0.0067249j -0.00293109-0.0101505j -0.00401098-0.00520975j -0.00362552+0.000853067j -0.00247876-0.00345119j 0.002937-0.00479423j 0.0028844+0.0177779j 0.00071832-0.00555299j -0.0024909+0.00296226j 0.00257253-0.00855002j 0.000349523+0.00459136j -0.000246792-0.0134807j -0.00190634+0.00985456j 0.00484014-0.00321459j 0.000312508-0.00262854j -0.00255389-0.00783206j 0.000896608-0.00230432j 0.0052829+0.00658795j 0.00734706-0.00996419j -0.021716+0.0153129j -0.00176188-0.0178518j -0.00197105+0.0116504j -0.00553549+0.00754632j -0.00887287+0.00161909j 0.00595311-0.00351437j -0.00305797-0.00116281j -0.00739266+0.00407144j 0.000253732+0.00319332j -0.00675356+0.000818868j 0.00538964-0.00312788j 0.00134006+0.0016509j -0.00480707+0.00211057j 0.00875474-0.00476048j -0.00312867+0.0020857j 0.00433809-0.00427432j -0.00441873+0.00248192j 0.00967475-0.00441655j -2.90507e-05+0.000779494j 0.000267793+0.0025563j 0.00201485+0.000709137j -0.00478037+0.00557028j 0.00461274-0.00366168j -0.0154528+0.00400001j 0.00740915+0.000739041j 0.00714489-0.00480126j 0.00738592-0.00167754j -0.00427325-0.00203178j 0.00143209+0.00297808j -0.00248527-0.000576331j 0.00612312-0.0019828j -0.00841567+0.00200702j -0.00851852+0.00448952j -0.00397475+0.0012676j 0.010508+0.00200713j -0.00310349-0.00166888j 0.00902286-0.00405949j -0.000361072-0.00157239j 0.0086817+0.00253296j -0.00829462-0.00215659j 0.00679641+0.00146821j 0.00596893-0.000590396j -0.00465315+0.00204546j 0.00313375-0.000819332j 0.0124609+0.00318955j 0.00488766+0.00317873j -0.00584398-0.00313489j 0.00579425+0.000657429j 0.00384898-0.00139993j -0.00586191-0.00261946j -0.00755526-0.000665162j -0.00774783-0.00555207j 0.00905635+0.00498339j -0.0156617-0.00234502j 
-0.0028785-0.00111419j 0.00231655-0.00366458j 0.002103+0.00563018j -0.00331835+0.000243566j 0.00202467-0.000321543j -0.00584463+0.00413675j -0.00205947-0.00515702j -0.0031871+2.65576e-05j 0.00119468-0.000429125j -0.000556963+0.0043122j 0.00680828-0.00107931j 0.000275892+0.00317337j 0.000344176+0.0016954j -0.00158419+0.00377542j 0.0042565+0.00165356j -0.00500808-0.00368133j -0.000837342-0.00417361j 0.000125996-0.00179555j 0.000702386+0.00221239j -0.00325942+0.00488828j -0.00278311+0.00456732j 0.000258706+0.00027182j 0.00222847-0.0062676j 0.00407555+0.00341476j -0.00173352+0.0015515j 0.00131634-0.00443072j -0.00209564-0.00213815j -0.00779805+0.00116938j 0.00611954+0.00892132j 0.00812715+0.0149222j 0.00106024-0.0160002j 0.00848657+0.0160619j 0.000904941+0.0244804j -0.011208-0.0180451j 0.022839-0.00296264j -0.0121892-0.0270741j -0.00534371+0.00319426j 0.0262009+0.00815167j 0.0019691-0.0032277j 0.014677-0.000196197j -0.00678704+0.00775651j 0.00287717-0.00402027j -0.00611434-0.00335541j -0.00295326-0.00110789j -0.00159303+0.00153136j 0.000522327-0.00198886j 0.000404572+0.000773636j -0.000525768+0.003414j 0.0036808-0.00129594j 0.0012151+0.00180071j -0.00223029-0.00156191j 0.000179449+0.00071109j -0.00175426-0.000189764j 0.000896882+0.00246699j -0.00114953+0.00341751j -0.00102308+0.000497086j -0.000850851+0.00436362j 0.00330858-0.00475767j -0.00224213-0.00101216j -0.000206214-0.00375304j -0.00067459+3.65438e-05j -0.00108935-0.00127166j -0.00339118-0.00172388j -0.000968655-0.0002071j -0.00744324+0.00489566j -0.00721329+0.00211596j -0.00297018+0.00230318j -0.00787367+0.00368359j 0.00534704+0.0018902j -0.00241514+0.00307795j -0.000675848+8.83083e-05j 0.000801696+0.00671081j -0.00263848+0.00345326j -0.00937735+0.00145979j 0.00292375+0.000143399j -0.00237681+0.0107604j -0.000862489+0.00200116j -0.0130319+0.00308054j 0.00534443+0.00298441j -0.00464443-0.00533403j 0.00946469-0.00412502j 0.00324137+0.00185264j -0.000408562+0.00188312j -0.00721765+0.00982143j 0.00738333-0.0114696j -0.00190545-0.0080337j -0.00193275-0.00748767j -0.000135155+0.0138673j 0.00642798-0.00444011j -0.00151662+0.000905676j -0.00202479-0.00570078j 0.000166196-0.002882j 
0.00120897+0.00141029j -0.00364758-0.00224847j 0.00326398+0.00202448j -0.000962772-0.000841678j -0.00173635-0.00243853j -0.00472604+0.000873141j 0.00108578+0.00308757j -0.0004847+0.00106029j -0.000323156-0.00248168j 0.00344665+0.000897148j 0.00542034+0.00640682j 0.000105318+0.00363376j 0.00388946-0.00089729j -0.00125688-0.00513404j 0.00180371+0.0068431j -0.00548429+0.000196831j -0.00426974-0.004671j -0.000771557-0.00281676j 0.00349637-0.000436909j 0.00129766-0.00192501j 0.00100283-0.000133466j -0.0047612-0.00715099j -0.00354163+0.00900401j 0.0152764+0.00702445j 0.00370225+0.000783527j -0.00748569+0.00142492j -0.0177916+0.00837794j 0.00851137-0.00853117j 0.0227594-0.00207272j 0.000379698-0.00228567j -0.00878993-0.00995789j 0.014251-0.0106314j 0.0194018+0.0076117j 0.0069183+0.000537329j 0.00294439-0.00360648j -0.00592648+0.0115308j -0.0209022-0.00698822j 0.00157668+0.0040401j 0.0107461+0.000259648j 0.00181316+0.00591634j 0.00199839+0.0020811j 0.00041784-0.00692926j -0.00307315-0.0021442j 0.00241168-0.00231141j 0.00142984+0.00243095j 0.00167452+0.000172002j -8.99872e-05-0.00327139j 0.00061886-0.00480829j 0.00103662-0.00121054j -0.000234933+0.000120145j 0.00198773+0.00399087j 1.80299e-05+0.000110409j 0.00167699+0.00031697j 0.00143926-0.00062927j -0.000201755-0.00140554j -0.00214545-0.00314748j -0.00110453+0.000664733j -0.00138729-0.00278705j -0.00175369-0.00226088j 0.00108339-2.37589e-05j -0.00286347-0.000230718j 0.00113075+0.00203387j 0.00142538+0.00120211j -0.00201939+0.00155375j -0.00692071+0.00794661j -0.00292095+0.00718756j -0.00197028-0.00130015j -0.0106382+0.00534514j 0.00200591-0.00724962j -0.00647203+0.0035626j 0.00447613-0.000342257j 0.00246572-0.0061167j 0.000317512+0.00153064j -0.00776011-0.00610105j 0.0137557+0.00488075j 0.00108803-0.000109214j -0.00333029+0.00670888j -0.00229362-0.000501965j 0.0118443+0.010343j -0.0101876+0.00722081j 0.00544837+0.00464425j -0.00433804+0.00165632j -0.00492198+0.000504998j 0.00249361+0.0088588j -0.0031435+0.000198872j -0.00445517+0.00384156j -1.0737e-05+0.00543261j 0.00127513+0.0101498j -0.00478353-0.00137258j -0.00147228+0.00183847j 0.00388928-0.00010946j 0.00109391+0.00404659j 
0.00525041+0.00225029j -0.00123449-0.00279083j 0.00785232+0.00140795j -0.00209281-0.00469428j 0.00111282-0.00115782j -0.0145207-0.00178174j -0.00230963+0.00553127j 0.00620876+0.00144212j 0.00398101-0.00370432j 0.0105243-0.000457686j 0.0123255+0.00217549j 0.00335732-0.00523014j 0.0031867+0.00121089j 0.00788654-0.00349849j -0.00540062+0.00208944j -0.00795737+0.0025473j 0.00017498-1.65791e-05j 0.00180737+0.0029773j 0.00280804-0.000602387j -0.00621803-0.00306506j -0.00430149+0.00626533j 0.00395041-0.00329048j 0.0101322+0.00834681j -0.00582438-0.00682764j 0.00157577+0.0191107j -0.00724017+0.00521258j -0.0212447-0.00311468j -0.00719941-0.0145182j 0.00655984-0.00975155j 0.00228076-0.00436255j -0.00942963+0.00782387j 0.00325425-0.012287j 0.0131432+0.0183498j -0.00234897+0.00843912j 0.0055415+0.00374115j -0.0030739+9.53376e-05j -0.00537703+0.00059359j 0.0025625+0.00428116j 0.00532358+0.00372052j -0.00585807-0.000863573j 0.00175851+0.000884825j -0.009473-0.00330772j -0.00610876-0.00217616j 0.000276523-0.00491467j -2.74023e-05+0.00284537j 0.0039425+0.00228041j 0.000960125-0.00325447j -0.00798147+8.42806e-05j 0.00542662+0.000156369j -0.000526554+0.00237893j 0.000931121+0.00493939j 0.000315409+0.00112018j -0.00647612+0.00250757j -0.00239473-6.49892e-05j -0.00453192+0.00162605j 0.000819378+0.00242728j 0.00311612+3.77172e-05j 0.00609835-0.00351279j 0.00309674+0.00368265j -0.0039404-0.00174028j 0.00533505-0.00630433j -0.00122548+0.000357861j -0.00252488+0.00418198j 0.00121677-0.0053318j 0.0143595+0.00105374j 0.00346853+0.00041484j 0.000763783-0.000581426j 0.00863113-0.00218878j -0.0125875-0.00115051j 0.0111857+0.00437498j -0.00488489+0.00309143j -0.00474392-0.00196356j -0.000491396+0.00172355j 0.00292835-0.00152471j -0.0158818+0.00503544j 0.00908432-0.00444931j 0.0137105-0.00786223j 0.0106385-0.000276467j -0.00378225+0.000694239j 0.00242302+0.00893373j -0.00185144+0.00268923j 0.00217721-0.00361247j -0.00314585+0.00699092j 0.000237351+0.00180704j -0.00157798-0.00393024j -0.000221049+0.00554038j 0.000630422+0.00363559j 0.000737817-0.00050063j 0.00593787+0.00495563j -0.000847797+0.00432954j -0.00203661-0.00237051j -0.00148164-0.00251771j 
-0.000478429+0.000526447j -0.0013845-0.00304785j -0.000739803+0.000670282j -0.00111049+0.00269334j -0.00205957-0.00418842j -0.000569526-0.00128567j 0.000195314+0.0011017j -0.00317634-0.000707523j 0.00358714+0.00273675j -0.00235946+0.0029697j -0.00769492+0.000320361j -0.00406347+0.00676362j 0.00259165+0.000627502j 0.00181545-0.000719692j -0.00313226+0.000154362j -0.00241208-0.000432599j -0.001057-0.00431723j 0.00197073+0.00132021j -0.00330487+0.000179214j 0.00768227+0.0106781j 0.00611959-0.00481942j 0.00674587-0.00588096j 0.00325285+0.00434523j -0.00692606-0.00207442j 0.0125232-0.00149621j 0.00794391-0.00454072j -0.0107787+0.00158912j 0.011942+0.00463886j -0.0126582-0.0105295j 0.0181814+0.00484531j 0.00456833-0.00757549j 0.0121054+0.0123146j -0.00313684+0.00162614j -0.0042075-0.0171132j 0.0061213+0.00021625j -0.00188325-0.0049251j -0.00646295+0.00272905j 0.00500372+0.0022422j 0.00590707+0.00177651j 0.00226566+0.00530023j 0.0016831+0.00289634j 0.00319011-0.00142524j -0.000449236-0.000584699j -0.00130061+0.00198538j 0.00106737+0.00348088j -0.00119518+0.00163666j 0.001105-0.0031388j 0.00460399-0.00269983j -0.00230364+0.00496808j -0.00571903+0.00227383j -0.00510135+0.00112666j 0.00351628-0.00644869j 0.00102832-0.000778987j 0.00349381-0.000732429j 0.000583991-0.000625225j 0.00743227-0.00661782j 0.0043742-0.00160315j -0.00643321-0.000269863j 0.00066624-0.00284657j 0.00953446+0.000469685j 0.0072457-0.00164345j -0.00456994+0.00362317j 0.00948761-0.00614321j -0.00411121-0.00136285j 0.0174562-0.0167613j -0.0107519+0.00881178j 0.000992135-0.00405958j 0.0107069-0.0103504j -0.00712425+0.00948742j 0.00590446-0.00664708j 0.00864313-0.00346784j -0.00752993+0.000356444j -0.000578279+0.00726677j 0.0189563-0.010032j -0.00221745+0.00606087j 0.0126943-0.00253423j -0.00727641+0.0092344j 0.0161373+0.0046154j -0.0046364+0.00542533j -0.00668887-0.00259857j -0.00404808-0.00332263j -0.000208061-0.00409324j 0.00967589-0.00456378j -0.00861959+0.00272475j -0.000424582-0.00187595j -0.00190096+0.000678007j -0.00686169+0.000110072j 0.000244652+0.00722415j -0.00143135-0.00231512j -0.000837655+0.00216644j 0.00025644+0.0011725j -0.00017856+0.00108652j 
-0.000866465+0.00119556j 0.00270796-0.00105048j -0.00890743-0.00359721j -0.0016458-0.000573249j 0.00715789+0.00228392j -0.00904509-0.0108771j 0.001867+0.000302459j -0.00282954-0.00277675j -0.00297049+0.00186819j -0.000444217+0.0111142j 0.0105298+0.00422413j -0.00600412-0.00374935j 0.00186426+0.00462197j -0.00133692-0.000190519j -0.00370798+0.000423954j -0.00521278-0.00716302j 0.00135563+0.0095905j 0.00627676+0.00844587j 0.0026695-0.000145604j -0.0154087+0.00503708j -0.00515114-0.00420067j 0.0079598-0.000912757j 0.0106184-0.00519592j -0.00855652+0.00644929j 0.00791339+0.00242527j 0.0213798-0.0112535j -0.0140183-0.0170559j -0.0039148+0.0144415j -0.00507607+0.0106358j 0.00540751-0.00730407j 0.0101474-0.00941266j -0.0144709+0.0104872j -0.00727229+0.00915054j 0.0133426+0.0127011j 0.0087248+0.00987769j 0.00424449+0.00654747j -0.00375118-0.00252368j 0.00657515+0.0100772j -0.00532178+0.00157526j 0.000268411-0.00311332j 0.00398606-0.00200928j 0.00178876+0.000803772j 0.00205334+0.00797705j -0.00428339+0.00190813j -0.00465169+0.00320559j 0.00192847+0.0103948j 0.000397639-0.000603166j -0.00105623+0.00671432j 0.00407786+0.00586064j 0.00209657-0.00311009j -0.00024046+1.2555e-05j -0.00249028+0.0036097j -0.00150033-0.00155355j 0.000723132+0.00217116j 0.00106418-0.00256892j 0.00496226+0.00848649j 0.00172298-0.000365993j -0.00251605+0.00239183j -0.00083848+0.00342412j 0.00159484+0.00325667j 0.000479747+0.000561125j -0.00390552+0.00403372j -0.00188713+0.00493699j -0.00365824-0.00391936j -0.00109733-0.0053414j -0.00533157-0.00982711j -0.00442314-0.00642188j 0.00208636+0.00406886j 0.00617718+0.00588584j 0.00156043-0.00528054j -0.00544576+0.000495847j 0.00119775+0.00797822j -1.52993e-05-0.00547369j -0.00527457-0.00192346j -0.00514593-0.00281066j 0.000773898+0.00665853j 0.0132813+0.00104681j 0.00715484-0.00637375j 0.00446002-0.000919867j -0.0094536-0.00930754j -0.00100419+0.00264381j -0.000275781-0.00564228j -0.00214091-0.00650828j 0.00479487-0.00864712j -0.00328891-0.00338445j -0.00177554+0.00590427j -0.00274963-0.000412164j 0.00582194-0.00308748j 0.00430484+0.00437392j 0.000492335-0.000947126j -0.000656099+0.00119345j -0.00024138-0.00154595j 
-0.00171189-0.00240405j -2.70926e-05+0.00253975j -0.00311118+0.00380585j 0.00180422+0.00132747j -0.000193795+0.00401578j 0.00212784+0.00630428j -2.69396e-05-0.001853j -0.00515016+0.00706723j -0.00221895-0.00635489j 0.00240128-0.00365419j 0.00566816+0.00552019j 0.00130709+0.00757072j -0.000140539-0.00586103j -0.00240122-0.00334108j 0.0114145+0.000803384j -0.00171222+0.00505687j -0.00252685-0.00240195j 0.0111195-0.0159757j 0.000964234-0.00089062j 0.00385965-0.0106922j -0.00371786+0.00162139j 0.00224827-0.00546988j 0.0144993-0.00664776j -0.0126964+0.0205941j -0.000399374-0.0137191j 0.00880794-0.00998293j -0.00196072+0.0040659j -0.0198621-0.00655552j -0.0216484+0.0213856j -0.0206662-0.0070807j 0.0126989-0.00735945j -0.00558222-0.0146053j 0.00540914+0.00653236j 0.00365532+0.0127464j -0.00393403-0.00622287j -0.00247548+0.00446456j -0.000423452-0.00805662j 0.000639196+5.46761e-05j -0.000441332-0.00645232j 0.00423397-0.00226042j -0.00101588-0.00464963j 0.000618124-0.000998302j 0.00252738-0.00471156j 0.0011288+0.00147833j -0.000517698-0.0063046j 0.000706787-0.00864226j 0.000959544+0.00265322j 0.00144568-0.00419407j 0.00266441-0.0081637j 0.00161089+0.00908327j -0.000649059+0.00661102j -0.00291791-0.00417299j -0.00140937+0.00241553j -0.00143676-0.00311589j -8.85149e-05+0.0044962j -0.00243462-0.011611j 0.00235325-0.0078109j 0.00198221+0.00573275j 0.00273492-0.0105847j 0.00117386-0.0128194j 0.00293469-0.0120317j 0.00500856-0.00564486j -0.00441524-0.0143761j 0.00238109-0.00203045j -0.00434195-0.00650571j 0.000257854-7.18455e-05j -0.0100278+0.00817833j -0.00253692-0.0137642j 0.00135396+0.00767697j -0.00384028-0.000748337j 0.00420946-0.0123583j -0.000987887+0.00374452j 0.00344048+0.000195502j 0.00326782-0.00931315j -0.00133501+0.000862514j 0.000828615-0.00738118j 0.01159-0.00277702j 0.00893103-0.0111882j -0.00742951+0.00292054j 0.00146481-0.000632841j -0.00626167+0.00721442j -0.0130667+0.00806235j -0.00229264-0.00249623j -0.00543068+0.00492149j -0.00301969+0.000327149j 0.00173047-0.00173206j 0.00255016-0.00304953j -0.0011164+0.000995898j 0.000586265+0.00104001j -0.000860559-0.00114133j 0.00132151-0.00144382j -0.000765007+0.000175796j 
0.000903997+0.00136216j -0.00300701+0.00123794j 0.00112707+0.00107591j -0.000889311-0.0031411j -0.004648-0.000980036j -0.00171895+0.00171479j -0.00193299-0.00222171j -0.00231597-0.00205627j 0.000739902+0.000930047j 0.000534193-0.00672079j -0.00154361-0.00760379j 0.00274579-0.00141109j 0.0015297+0.00274586j -0.0046567-0.00373383j 0.00335935-0.00890844j 0.00101237-0.00234855j -0.0039916-0.0063545j -0.0065531-0.00676903j -0.00893637+0.00708518j -0.000375365-0.00338024j -0.00899738+0.00591944j 0.000160593-0.00949032j 0.0108334-0.0143795j 0.00215903+0.0157134j 0.014005+0.00457219j 0.00121883+0.00959781j -0.0108592-0.0093514j 0.0164709+0.0273585j -0.00597833+0.0176568j 0.0210236+0.0232643j -0.0121466-0.0118175j -0.00535676+0.0187794j -0.00489309-0.00959516j -0.0106004-0.00741698j 0.0142119+0.0173707j 0.00154051+0.0143724j 0.000152439+0.00193054j 0.00473347+0.00180206j 0.000383724-0.000433893j 0.000440715+0.00186721j 0.00161402-0.00145094j -0.00199611+0.0012322j -0.000278662-0.00339778j -0.001123-0.002615j 0.00148898+0.000543162j 0.00333681-0.0026404j 0.00077022+0.000533879j 0.00249054-0.00178455j -0.0011562-0.00654298j -0.00088455-0.00153056j 0.00113841-0.0024562j 0.00238743+0.00314109j -0.00189236+0.00129462j 0.00175328+0.000635707j 0.000960994+0.00646045j 0.00127262+0.00458391j -0.00224768+0.00146263j 0.00199979-0.00440989j 0.000360253-0.00363806j -0.00406124-0.00161353j -0.00199021-0.00377164j 0.00436864-0.00387823j -0.000647168-0.000679744j 0.00309297-0.00150254j -0.00174305-0.00673291j -0.0035327-0.00029694j 0.00174891+0.00660036j -0.00833292-0.00219906j -0.000113616+0.00645645j -0.00241239-0.00470073j 0.00154941+0.00267655j 0.00664346+0.00430007j -0.00579854+7.78872e-06j -0.00244431+0.00106575j 0.00348517+0.00377658j 0.00207367-0.0045561j -0.00672079-0.0111858j -0.00622235+0.00124506j -0.000797271+0.00230435j 0.00275829-0.00530353j 0.00480134-0.000865237j -0.00659532+0.00300951j 0.00478302+0.00108419j 0.00106872+0.00112997j 0.00275126-0.00528018j 0.00240655+0.00150942j 4.89364e-05-0.000580443j -0.00179234-0.00125971j -0.00123456-0.00158929j -0.000816484-0.0003451j 0.000400075+0.000979597j 0.000970935+0.00113146j 
0.00162728-0.000607002j -0.000566549-0.00160207j 0.00190841-0.0022859j -0.00183234+0.00186246j 0.00184373-0.00144124j -0.00384976-0.00369964j 0.0022018+0.00322824j 0.00372977-0.00181047j 0.000172311-0.003363j 0.00330289+0.00887317j -0.00115703+0.00567668j -0.00289629-1.00752e-05j 0.00180506-0.000277161j 0.00696946-0.00477402j -0.00781691+0.00717316j -0.00156874+0.000220743j 0.00146292+0.00721421j 0.007266+0.00558201j 0.00428785+1.14874e-05j -0.000500032+0.00303806j 0.00222474-0.0102099j 0.00275227-0.00648819j -0.00384029-0.00623065j -0.0066869+0.00622389j 0.00129355-0.00304484j 0.00364947-0.0124122j -0.00922502+0.00797828j -0.00306778-0.00180017j 0.000329676+0.0120846j -0.00120342-0.0140711j 0.00730133-0.00715706j 0.0112189+0.000270792j 0.00949062+0.00761413j 0.00545045+3.32391e-05j -0.00397123+0.000313542j -0.0026833-0.00563795j -0.00471491+0.00213291j 0.00132681+0.00176431j 0.0034051+0.00235169j -0.000220641+0.00245422j -0.000372585+0.00264932j -0.000653089-0.000800653j 0.000148156+0.00252111j 0.000943447-3.85529e-05j 0.00163305+0.00118656j 0.00129093+0.00434049j -0.0026075-0.00133828j -0.00208841+0.00138267j 0.000987573+0.0077059j 0.000429581+0.000237894j 0.00131614+0.0010414j 0.00016337-0.00268101j 0.00284572-0.00212428j 0.000519462+0.00113159j 0.000861208-0.0060278j -0.00343415-0.00123623j 0.00152792-0.00350629j -0.00137684+0.00171746j 0.00184999-0.00240452j 0.00108775+0.00300273j -0.0029485-0.000371843j -0.00281811+0.0072596j -0.000110716+0.00200234j -0.000327018+2.03554e-05j -0.0102474-0.00558807j 0.0118562-0.0057311j 0.00370786-0.0105323j 0.00134242-0.00705851j 0.00403064-0.000133698j 0.00207365-0.00184058j 0.000682349-0.00432023j -0.0069705+0.0050204j 0.00348687+4.36535e-05j -0.000748186-0.0119676j -0.000547998+0.00452267j -0.0189948+0.000807637j 0.00176777+0.00240951j -0.000940169-0.00846013j -0.00656261+0.00802571j 0.00739823-0.00281321j -0.00913087+0.0032734j 0.0135907-0.00513483j -0.00370246-0.00392802j -8.41056e-05+0.00198942j 0.00289702+0.00552453j -0.00171961+0.00188651j 0.00812514+0.00574781j -0.00160252+0.00457517j -0.00242484+0.000909327j -0.00198866+0.000423371j 0.000402365+0.000540489j -0.000525681-0.000244412j 
0.00434487-0.00112005j -0.00249742-0.0012706j 0.00612486-0.00168235j -0.000720071-0.000700767j -0.00393904-0.002895j -0.00559486+0.00115647j 0.00268102+0.00177599j 0.00677123-0.00419143j 0.00386659-0.0047584j 0.00306574+0.00517588j -0.00669946-0.00192555j 0.000733493-0.00160663j 0.00154951+0.000428397j 0.00683972-0.00716236j -0.010643+0.00510142j 0.00355988+0.00128122j -0.000679793+0.00325118j 0.0020959+0.00513956j -0.00329652+0.00257939j 0.00650478-0.000837852j -0.00146958-0.00863025j -0.00333703-0.00756901j -0.000199349-0.0180802j -0.00597912+0.0109703j 0.00424855-0.00154989j -0.00860702-0.00384489j 0.00145388+0.00582397j 0.0107473+0.00583101j -0.0080203+0.027666j 0.00445927-0.00583607j -0.00096633-0.00655746j 0.00749984+0.0119335j 0.000517346+0.000989085j -0.004919-0.00768508j -0.00338782+0.00820174j 0.00134791-0.00644078j 0.0029979+0.00557291j -0.00577281-0.00444336j 0.0060213+0.00502749j -0.00527+0.00365209j -0.00266938+0.00356773j -0.00371594-0.000617243j -0.00417158+0.00125263j 0.00153195-0.00323908j 0.00194909+0.00206585j 0.000738323+0.0037241j -0.0013165-0.00126865j -0.00435141+0.000221464j 0.000658788+0.0052118j -0.000430257+2.37895e-05j 0.000729114-0.00127246j 0.00101156-0.00140096j 0.00193253-0.00155559j -0.000451263+0.00216175j -0.000400145-0.00326775j -0.00228612+0.000570469j 5.5316e-05-0.00455969j -0.00165656+0.00261002j 0.00316375+1.42447e-05j 2.7091e-05+0.000715117j -0.00789957+0.0010387j -0.000742734+0.00644463j 0.00184789+0.00163512j 0.00166466+0.0031314j -0.0095333-0.0111173j 0.00958822-0.00192037j -0.000637848+0.00182253j -0.0112343-0.00575562j -0.00180727+0.00769522j 0.000518714-0.010668j 0.00515362+0.00229755j -0.00247859+0.00377386j 0.0002134-2.39643e-05j -0.00948338-0.00874169j 0.0111821+0.00797874j -0.012979-0.0074691j -0.00695814-0.0014907j 0.000152371-0.0152618j 0.0100782+0.000554522j 0.00640155+0.00478662j 0.00291883+0.00652996j -0.00182674-0.00300193j 0.0065737-0.00143279j 0.00331967-0.00307638j 0.00319309+0.00245366j -0.00231579+0.00110738j -0.00288586+0.00457927j 0.00032055-0.000662256j -3.76801e-05-0.00114874j 0.00201641+0.00202471j 0.0008788+2.56073e-05j -0.0001129+0.000670987j 
0.00227611-0.000542201j 0.00186855+0.0017997j 0.00491981+0.000832205j -0.00398886-0.00166016j 0.000233366-0.000703028j 0.00241999+0.00199837j -0.0055537+0.00294674j -0.000206136+0.00034191j 0.00245093+0.00309739j -0.00257996-0.0128947j -0.00241747-0.00770686j -0.00273018-0.00318633j 0.00167996+0.00219125j 0.00232029-0.00252436j -0.00144207-0.0122026j -0.00746699-0.00466261j 0.00125188-0.0116749j -0.00148455-0.00134018j 0.00595904+0.0120488j -0.00794149+0.00236306j 0.0154765+0.0100039j 0.00488213-0.0138569j -0.0103078-0.0150463j -0.00111802+0.0133007j 0.00251896+0.00427846j 0.00330062+0.0115866j -0.0162183+0.00429267j -0.00966268+0.0236013j 0.00900738+0.0112715j 0.00156264+0.00398768j 0.00746728+0.0154376j 0.0116746+0.0106505j 0.0102448-0.00510709j 0.00696046+0.00798891j -0.000600811-0.00121467j -0.00692732-0.00136837j 0.00281728+0.00210322j -0.000837168+0.000270714j -0.00355993+0.00150444j -0.00171339-0.00203718j -0.000621589+0.000181871j 0.00184915+0.00145316j -0.00342308-0.00260756j 0.00142343-0.00318224j 0.000274475-0.00148357j -0.00337096-0.000878019j 0.00134599-0.000695073j 0.00199628-0.00433245j -0.00568835-0.0072343j 0.00081-0.00270736j -0.000192831+0.00132353j 0.00030047+0.00591686j 0.00328336+0.000888711j -0.00102097-0.000358222j 0.00281196+0.00483288j -0.00315183+0.00810583j 0.000471263+0.00109719j -0.00695474-0.00732696j -0.00418906-0.00277601j -0.00193232-0.00100623j -0.00227462-0.00773472j -0.000387856-0.00303707j 0.000627739+0.00683294j -0.00533985-0.00228792j -0.00203871-0.00415094j 0.00211967-0.00128469j 0.00138772-0.00658164j 0.000562015+0.0016767j -0.000981421-0.0020954j -0.000534066-0.00121534j 0.00739006+0.00302472j -0.00855758+0.00395363j 0.00831434+0.000682298j 0.00086831+0.00129216j 0.0132432+0.00884015j -9.88683e-06-0.00656111j 0.00847554-0.0097153j 0.00370184+0.00203697j 0.00174726+0.00507226j -0.00227162-0.00305295j -0.00314161-0.00590744j -0.000447469+0.00302849j -0.00430038+0.00144198j 0.00152674+0.000251129j 0.00105656+9.90018e-05j -0.00523255-0.0052797j 0.00367921-0.00382534j 0.00524201-0.00126545j -0.0010064-0.00259082j 0.00140309+0.00104149j 0.00178901+0.00256639j -0.000622439-0.000119448j 
