0.00337094+0.0108285j 0.00301271+0.000806837j 0.00340285+0.00332732j -0.00390581-0.0156454j -0.00367938-0.00532453j -0.00366487-0.00897284j 0.000787192-0.0107881j 0.00365228+0.00388022j -0.00101039-0.0077817j 0.00128137+0.00563295j 0.00124897+0.00963605j 0.00461802-0.000512511j -0.00073883+0.00739756j -0.00293367-0.00449879j -0.000197532+0.00252716j 0.0032189+0.0045644j -0.000943197+0.000905449j -0.000644078-0.00323964j 3.68858e-05-0.00591663j -0.00334657-0.00332963j -0.00155081-0.000696043j -0.00118825+0.00708439j 0.00656986+0.00928523j -0.00311064-0.0106793j 0.00468499+0.00844058j 0.0129974-0.00877579j -0.000957089+0.00268977j 0.00142995+0.00752187j 0.000563844-0.00157183j 0.00345047+0.0168547j 0.00302633+0.00632498j 0.00337971-0.00479685j -0.00509855-0.0109047j 0.000267365-0.00205111j -0.000949847+0.00467511j -0.00405138-0.00531046j -0.00255367-0.00104445j -0.000375952-0.00564646j -0.00423638+0.00665691j -0.00199785-0.00792456j -0.00605178+0.00897333j -0.00104201-0.0039219j -0.00511488+0.0130033j -0.00131081-0.00214071j 0.00678474-0.00433397j 0.00279386-0.00403696j 0.00494776+0.000234031j 0.00477838+0.00595573j 0.00810249-0.00170267j -0.010007+0.0167905j -0.00932863+0.00614035j 0.00613203-0.0118072j 
-0.000556399-0.000328262j 0.00296502-0.00301502j 0.00253509-0.00165344j 0.00105983+0.00156671j -0.00388628+0.00296963j -0.00198751-0.000724194j 0.00576024-0.00507281j 0.00028606+0.00364238j -0.00447265-0.0017094j -0.00294476+0.00228389j -0.00453661-0.000461884j 0.00727357-0.00434843j 0.00799287+0.000772371j -0.00284589+0.0048938j -0.0013803-0.00854312j -0.00912414-0.00576142j 0.00197155+0.00130613j 0.00360976-0.00495684j -0.00840471+0.000454563j -0.0018126+0.00542844j -0.00271606+0.00691142j -0.00261214+0.002963j -0.00374972+0.00148868j 0.00849347+0.0168439j 0.00265818-0.00431219j -0.0115047-0.00348766j -0.00907397+0.00805346j 0.0097612+0.0104273j 0.0057792+0.00165758j 0.0136586+0.00926434j -0.00545029+0.00846949j 0.00981258-0.00016808j 0.0041649-0.0106534j 0.00142905-0.00309741j 0.00668703+0.00497521j -0.000389025+0.00460078j -0.0116384-3.59731e-05j 0.0057467-0.0024053j -0.00293574+0.0132291j 0.0173172+0.00639768j 0.00310549+0.00745012j -0.00365305-0.00365124j -0.000831209-0.00338135j 2.04238e-05+0.00143021j -0.00044377-0.000532449j 0.006801+0.00332104j -0.00917463+0.00379425j -0.00789341-0.00227722j 0.00178378-0.000273314j 0.00103124-0.000507496j -0.00227592-0.000318519j 0.00398546+0.00171454j 
-0.00107642+7.53716e-05j 0.00170549-0.00261847j 0.000485289-0.00242886j -0.00717142-0.00331825j -0.00477345+9.74659e-05j -0.00216887+5.19219e-05j 0.0041564-0.00508207j -0.00165032-0.00136929j 0.00206167+0.00378361j -0.000142495+0.00229681j 0.00370952+0.00712367j 0.00523233-0.00570535j -0.00228565-0.00191328j -0.00930126-0.00119716j 0.00809972+0.00523576j 0.00424221+0.00570562j -0.000940186-0.00131036j 0.00799666+0.00313869j 0.00591181+0.00706047j -0.00367656-0.00458951j -0.00504567+0.0054668j -0.00133323-0.00247023j -0.00347938+0.00010609j -0.00769032-0.000757709j 0.00200694+0.00976109j -0.0131608-0.0139567j -0.00403271+0.00223789j -0.0139249-0.00745734j 0.00106798-0.000300014j 0.00283111-0.011778j -0.0165503-0.00426186j 0.00897249-0.00284336j 0.00854132+0.00512451j 0.00215048+0.00186308j 0.0038914-0.00701058j -0.00786839-0.00546152j -0.00483435+0.000932553j -0.00446421+0.00326451j -0.0039822-0.0037639j 0.0130879-0.00524394j 0.00252525-0.00832265j 0.00505994+0.000614879j -0.000990345+0.0163872j 0.000301371-0.0035169j -0.00177253-0.00116171j 0.00345518+0.000113257j -0.00423781-0.00229752j -0.00667015-0.00311844j 0.00219663+0.00668981j 0.000392432+0.00120405j -0.00141504+0.000117316j 0.00339727+0.000326482j 
-0.00287447+0.00281086j -0.00117979+0.00145267j -0.00160554+0.000874297j -0.00306118+0.00333982j -0.000841351+0.00136074j -0.00102467+0.00157318j -0.00141396+0.000270879j 0.00194294-0.00361009j -0.00444733+0.00401195j 0.0045935-0.00120774j -0.00377594+0.00783148j 0.0041188-0.00154075j 0.00400052-0.00400541j -0.00187664-0.00123684j -0.0114071+0.00876543j -0.00888226+0.00983881j 0.000637637+0.000391111j -6.39062e-05-0.00297238j 0.00308596-0.00123233j -0.00148174-0.00147655j 0.00485421-0.00297469j 0.00343245-0.00253715j -0.00521064+0.00295308j 0.0233553-0.0181852j 0.00235105-0.00172818j 0.00280107+0.000794655j 0.00220218+0.00163727j 0.006685-0.00632675j 0.0107689-0.00439954j 0.0162762-0.00918216j 0.00774956-0.00816338j 0.00551422-0.000304196j -0.0064466-0.000628303j 0.00861469-0.000366412j -0.00341003-0.00332347j -0.000456659-0.000427348j 0.000819713-0.0012585j -0.00278986-0.00177199j 0.0224931-0.0020521j 0.0111605-0.00250171j 0.00774011+0.000500652j 0.0036156+0.00201238j -0.00793856+0.000677619j -0.00258187+0.00363151j 0.000827841+0.00289557j -0.003364-0.000408828j 0.00578923+0.000506551j -0.00249846-0.000272555j 0.0074468+0.00110126j -0.00183983+0.000530517j 0.00436537+0.000981201j 9.91569e-05+0.000377951j 
0.000257919+0.00182439j -0.00324362+0.000805464j -0.00243897+6.43908e-05j -0.00677165+0.00630818j -0.00463031+0.00150495j 0.00130043+0.00112454j -0.00106128+0.00263879j -0.00266342-0.00166701j 0.00128312-0.000789592j -0.00396599-0.00758901j 0.00646188-0.000707695j -0.00650153-0.00247121j 0.00966153+0.00593017j -0.0157392-0.00146903j -0.00132939-0.00170839j 0.00335841-0.00300092j -0.00133845+0.00523729j 0.00343068-0.00880594j 0.0104106-0.00499176j -0.00170756+0.00475943j 0.00677949+0.000905514j -0.00139131-0.00918125j 0.00754491+0.0127556j 0.00638667+0.00535889j 0.00428814-0.0103753j 0.000273111+0.0031158j -0.0013744+0.00113737j -0.00498893+0.0074534j 0.0144295+0.0160532j -0.0070782-0.00111923j -0.00340954-0.00170853j 0.00121427-0.000638889j 0.00427963-0.0066205j 0.00708465-0.00137708j -0.00985037+0.00075925j -0.00355652+0.00291225j 0.00431969+0.00875783j -0.00265705-0.00898232j 0.00387183-0.00181725j -0.000483773+0.0036876j -0.0099112-0.0054162j 0.000774116-0.0102568j 0.0105455-0.000480628j -0.00443503-0.00661249j 0.000490845+0.00280248j -0.00254048+0.00309444j -0.00185425-0.00197069j -0.00267984-0.00106088j 0.00970692+0.000371643j -0.000702633+0.00162888j 0.00235313+0.000430791j -0.0022043-0.00211148j 
0.00200724+0.00236578j 0.000438155+0.00101626j 0.000353629+0.00107017j -0.00238604+0.00477655j -0.00205985+0.00199184j -0.00681971-0.00117608j 0.000237945+0.00132908j -0.00288228+0.000107871j -0.000649567-0.000412592j 0.0128687-0.0025463j 0.000938365-0.000475493j 0.00456884+0.000640402j -0.000329704+0.00509699j 0.0111815+0.00557613j 0.00454832-0.00537679j 0.00430947-0.0010911j -0.00523299+0.000776763j 0.00270345-0.00263648j 0.00168154-0.00505663j -0.0131958-0.00151514j 0.00514723+0.00250458j 0.0118703+0.00958019j -0.00920838-0.000466819j -0.00211159-0.00364913j 0.0164606+0.00527563j -0.00818716+0.0186897j 0.00391241+0.00485537j -0.00868464+0.008939j -0.0126969-0.0118741j -0.00707414+0.000653798j 0.00531026+0.00643125j -0.00371373-0.00651103j 0.00505518-0.00227289j 0.00514864+0.000611413j -0.0126061-0.00314261j -0.00375669+0.00248972j -0.00508164-0.00987168j 0.0122873+0.00993934j 0.00316597+0.00443132j -0.00661986-0.00438864j -0.00179052-0.00332484j 0.00646462+0.00397952j 0.00526431-0.00199166j 0.00338892+0.00609151j -0.00115003-0.00146308j -0.00124555+0.00383992j -0.000757033+0.000954958j -0.00168678-0.00149361j 0.00665218-0.000392184j -5.46113e-05+0.0019017j 0.00101288-0.00234918j -0.000607637-0.00048039j 
-0.00615104-0.000618433j -0.000474058+0.000956277j -0.00176889-4.20906e-05j -0.000609232+0.00537737j 0.00739208+0.000879622j 0.00738966+0.0029977j -0.00806188+0.00205196j 0.00156655+0.00111793j 0.00315134+0.00321994j 0.00356762-0.000512685j 0.00305138-0.00446344j 0.00243733-0.0052422j -0.0160787-0.00654622j 0.00164403+0.00289431j 0.00260572-0.00101655j -0.00713787-0.00475663j 0.000176656+0.00441358j 0.011758-0.00630251j -0.00106862-0.00929944j -0.0020386+0.00473591j -0.0115498-0.00865029j -0.0130598-0.00489696j -0.0142286-0.00637007j -0.0108406-0.00983587j 0.00700564-0.00609321j 0.00453198-0.0189716j -0.0070058-0.010587j -0.00761624+0.00430325j 0.00116899+0.000306964j 0.000302893+0.00509167j -0.005619-0.00289407j 0.00480717+0.00714724j 0.00470971-0.00517308j 0.00898215+0.000947664j -0.00015902+0.00911053j -0.00517591-0.000882797j -0.00759553-0.00436355j 0.00146579+0.00114945j -0.00422146-0.00876617j -0.00369268-0.00457455j 0.00316957+0.0103029j -0.00106486+0.00287356j 0.00750634-0.00202347j -0.000462364-0.000314929j 0.00109264+0.00343762j -0.00603881-0.00794294j 0.000133292+0.000603793j 0.00186426+0.00504711j 0.00524247-0.000687035j -0.00078751-0.00162242j 0.00278548+0.00350733j -3.1316e-05+0.0018415j 
-0.000306263-0.000885319j 0.00114502-0.00280843j 0.00107561-0.00196354j 0.000706784-0.0029991j -0.000903636-0.000901343j -0.000801513+0.00463109j 0.00214438-0.00230391j 0.000809094+0.000902275j 0.0010996+0.0015764j -0.00219238-0.00717295j 0.0020141+0.00265557j 0.0020473-0.00799925j -0.00468784+0.00522114j 0.0080496-0.0204125j -0.00527881-0.00163989j 0.00163133-0.000969527j -0.00247212+0.00162725j -0.00306704+0.00215947j 2.22342e-05+0.00715293j -0.00154766+0.00940637j -0.0029861+0.00156229j 0.0122108-0.00956183j -0.00999625+0.0110257j -0.00551512+0.00748061j 0.0115188-0.00803675j 0.0128994+0.00125118j -0.000739231-0.00407599j 0.00648366+0.00177654j -0.0234865+0.0162926j 0.00537558-0.000642329j 0.000590568-0.00605182j -0.00564228+0.00416595j 1.59338e-06+6.81112e-05j -0.000777235+0.000797397j 0.00341404+0.00375815j 0.00204229+0.000728656j -0.010251+0.00775429j 0.0100177-0.0109949j 0.000521891-0.00037462j -0.00427521+0.00419009j 0.00182393-0.0042589j 0.00799706-0.00385085j -0.00394177+0.00416574j 0.00633236-0.00601218j -0.0039458+0.000332465j 0.0011489-0.000997287j 0.00166253-0.000598966j -0.000257039+0.000481473j -0.00187324+0.000649201j 0.000841566-0.000560998j -0.00223359+0.000401978j 0.00248712+0.000147974j 
-0.000200343+0.00409821j -0.00238514+0.00145401j -0.00280065+0.00175599j 0.00307364-0.00141992j 0.00386401-0.00602088j -0.000613455-0.00255707j -0.00130191+0.00688497j 0.00272923-0.00205929j 0.00894176-0.0039905j 0.0115137-0.00609455j -0.0104166+0.00311562j -0.00111524+0.000900397j -0.00823901+0.0146422j -0.0035334-0.00538598j 0.00853768-0.000856284j -0.00204918+0.00522282j 0.0142852-0.00036543j 0.00841038-0.0068783j -0.0106628-0.000280303j 0.0055595-0.00034214j -0.00407463+0.00999262j -0.00773356+0.00780062j -0.0102705+0.00968549j -0.0113742+0.00529638j -0.0150709-0.00775223j -0.0178986-0.00927822j -0.00386748+0.00427397j -0.00272669+0.000536749j 0.00290235+0.00798746j 0.00309966-0.00058986j 0.00503783+0.00342916j 0.00911631-0.00229212j -0.00340392+0.000371542j -0.00104128-0.00508479j -0.00149727-0.00537592j -0.00444234+0.0015351j -0.00893827+0.00198275j 0.00541119+0.00116989j -0.00096403+0.00472081j -0.00485348+0.00348204j 0.00592157-0.00665358j 0.00749683+0.00222664j 0.0018264-0.000924054j 0.000576908-0.000734209j 0.00229341+0.000594558j -0.00809967+0.0037108j 0.00520816-0.000232698j 0.00554636-0.00296299j -0.00170091-0.00200544j -0.00171141+0.000517992j 0.00405584-0.00057368j 0.000279412-0.00108937j 
-0.00320425+0.00433879j -0.000795832+0.00250988j -0.000870666+0.00156358j -0.00298731+0.00113515j -0.00248998-0.00417593j 0.00769769-0.0082662j 0.00191824+0.00607544j -0.00445715-0.00248846j -0.00327768-0.00484073j -0.0100105+0.00328704j 0.00959965-0.00404566j -0.000952586-0.000223367j -0.0111455+0.0105129j -0.000201296+0.0029867j -0.0105718-0.00178135j -0.00212877+0.00380523j -0.0025772-0.00583933j -0.0146442-0.0111584j 0.00647574+0.00341884j 0.007078-0.00257538j -0.00571609+0.00749213j -0.000115626+0.0110779j -0.00488589+0.00865866j 0.00818366+0.00778901j 0.00940913+0.0088054j -0.0134563+0.00171186j -0.0134763+0.00296129j 0.00663012+0.00515351j -0.00170672-0.00852236j 0.00467028-0.00423085j -0.00796039+0.000816297j -0.000715608-0.00657556j -0.00398717-0.00327421j 0.00440473+0.00159333j 0.00688333-0.0022707j 0.000959517+0.00467479j 0.00949265+0.00790717j -0.00760947+0.00078927j -0.00717567+0.000884578j -0.0049173-0.00100871j 0.00631312-0.000132082j -0.00170656+0.000157209j 0.0020551-0.0035495j -0.00424646+0.00196684j 0.00188372-0.000686909j -0.00643593+0.00397438j -0.00142191-0.0026364j 0.00319219-0.00349751j 0.00308316+0.00143143j -0.0028036+8.67176e-06j 0.00532926+0.000143892j 0.000610492+0.000532512j 
-0.00523795-0.000604522j -0.00383057+0.000990203j -0.00923027-0.000800715j -0.00968236+0.00459405j -0.00684561+0.000135667j -0.00365801+0.00228726j 0.00953171-0.00263119j 0.00540353+0.000387625j 0.0166741+0.00111844j -0.00724664-0.00345871j -0.0019325+0.00290256j -0.00291076-0.0009625j -0.00570159-0.0098837j 0.00785991+0.00202646j 0.0129108+0.00305317j 0.0173236+0.00144507j 0.0213735+0.00549986j -0.00793697-0.011484j -0.000201777+0.00143534j 0.00144729+0.00119677j 0.00258246-0.00119583j -0.00379833-0.00315125j -0.00595583-0.00864479j -6.78928e-05+0.000485596j -0.00644029+0.00122665j 0.00478605-0.00561428j 0.00246002+0.000388017j 0.00241558+0.00187637j -0.0080684-0.00822556j 0.00356917+0.00319353j -0.00932025-0.00517397j -0.00497535-0.00734223j -0.0036775-0.00224631j -0.0109052-0.00656509j -0.00284697+0.00356024j -0.00090439+0.00156858j 0.00333407+0.00138708j 0.00441625+0.00594354j 0.00292685-0.00354408j 0.00525982-0.00137082j -0.00939445-0.00498257j -9.65436e-05-0.000738544j 0.00474447+0.00141667j -0.0127759-0.0107209j -0.000874894+0.00165727j -0.000234072-0.000944829j 0.00246085+0.0024116j -0.00490301-0.00257497j 0.00605209+0.00320794j 0.00087804+0.0010724j 0.0027761+0.00401103j -0.00080814+0.000229988j 
-0.00619549+0.00146655j 0.00388605-0.00178816j -0.00354471-0.00238948j -0.00134952-0.00194055j 0.00329264-0.00725595j 0.00328523-0.0043421j 0.00828235-0.000106908j 0.0137257-0.00133151j -0.00465835+0.00735316j 0.00400039+0.00225685j 0.00218658-0.0051652j -0.0146037-0.00362827j 0.0100008-0.000226008j 0.0155669+0.00261322j 0.00942945+0.0111109j -0.000654134+0.0122608j -0.0182686+0.0101748j -0.00363972-0.00406099j -0.00208883-0.00121994j -0.0162255-0.00636154j -0.000698122+0.00257792j -0.00159827+0.000130299j 0.00926429-0.000818692j -0.00264008-0.000207316j 0.00424681-0.00575718j 0.00352051+0.00637863j 0.00365896+0.00348078j 0.00259932-0.0016168j -0.000658243-0.00165672j -0.00677383-0.00369177j -0.0019613-0.00058448j 0.00629574+0.00159366j -0.0032904-0.00355944j -0.00544214-0.0117538j 0.00788475+0.000366678j 0.00211575+0.00208253j 0.00180164+0.0011029j 0.00182759+0.00667088j 0.000861532+0.00324312j -0.000553167+0.00140864j 0.00918091-0.00216435j 0.000394367+0.00366461j -0.00170048+0.00213343j 0.000728022-0.00510876j 0.0026079+0.00179477j -0.00581786-0.00192815j -0.000440325+0.00178111j 0.00299671-0.00133839j 0.0010689+0.00326606j -0.00102477+0.00042229j 0.000952097+0.00111084j 0.00410807+0.00252563j 
-0.00147019-0.00257411j 0.00215727+9.30155e-05j 0.00146192+0.000918412j 0.00106016-0.00462445j 0.00260915-0.00628352j 0.004317+0.00611719j -0.000809201+0.00107697j 0.00406221-0.00431588j -0.0031887-0.00649441j -0.00388059-0.0161466j 0.00284116+0.0120965j -0.00176532-0.0031134j 0.00477317-0.00218683j 0.00215139+0.00269791j 0.000844538-0.0136858j -0.00297666+0.00198639j -0.00597656-0.0120539j 0.00339479-0.0154617j -0.00481055+0.0119299j -0.0061314-0.00107732j 0.000752491-0.00261161j -0.000294515+0.0069217j -3.54082e-05+0.00318749j -0.00577811+0.0125555j -0.00705349+0.016936j -0.00534322+0.00773486j 0.00429237-0.00863445j -0.00389477+0.00749953j 0.00631275-0.00659979j 0.000677342+0.000868264j 0.00500341-0.00784647j 0.00309112-0.00517952j 0.00280492-0.00120268j -0.00448768+0.00237446j 0.000251929+0.00799183j -0.00209164+0.00386845j -0.00754792+0.0118776j 0.00389682-0.00795155j 0.00321542-0.00366088j 0.0016795-0.00105239j 0.00125066+0.0040717j 0.00258108-0.0039456j -0.0008229-0.00140059j 0.00142226-0.0015489j 0.00109236+8.43394e-05j -0.00140086-0.00202197j 0.00194774-0.00339101j 0.00182353+0.000574967j -0.0038116+0.00255128j 0.000587847-0.00115978j -0.00135363+0.000600889j 0.000263274+0.0015303j 
-0.00461208+0.00433051j 0.00249495+0.00394465j -0.00549882+0.0084456j -0.00196945+0.0106384j 0.00383488+0.00487151j 0.00158612+0.00332831j 0.00189693-0.0115992j 0.00750693-0.00481496j -0.00415121-0.0169632j 0.000961195+0.0065646j 0.00109608-0.00136831j -0.00453029+0.00056282j -0.00213476+0.00836009j 0.00282934-0.0054047j 0.0118715-0.00818006j 0.000740101-0.0139903j -0.00044267-0.0206794j -0.00977974+0.00523617j 0.00231996-0.00198528j -0.00597793-0.0106748j 0.00159142-0.00252867j -0.00347409+0.00213803j -0.00154556+0.00827049j 0.00166846-0.000555602j 0.00020949+0.00539062j -0.00588685+0.0017964j 0.00582431+0.00229453j -0.00138528-0.00362417j -0.00281434+0.0122797j -0.00255791-0.00743941j -0.0049894+0.00851281j -0.00262779+0.00728295j -0.00142037+0.00153052j -0.00733814+0.00660654j 0.00372526+0.00185401j 0.00162925+0.00190292j 0.00208913-0.00437883j 0.00714463-0.00106779j 0.00094276-0.000165288j -0.00017722-0.00344648j -0.0026399+0.0112385j 0.000965782+0.00223232j 0.00287085-0.00478462j -0.0119042+0.0126643j 0.00370837+0.00392644j -0.00228818-0.00221922j 0.0036399-0.00108713j -0.00412419+0.00127393j 0.00608912-0.00168657j 0.00169601-0.000905401j 0.00499024-0.000507942j 0.00131049+0.00171927j 
0.00381767+0.00496744j -0.00680184+0.000322236j -0.00387755+0.00700346j 0.00682903+0.0013687j -0.00544012+0.00190825j 0.00230107-0.00255078j 0.00670333-0.00407564j 0.00147711-0.0129224j 0.00584229-0.00130412j 0.0156142+0.00363101j 0.0196831+0.00544483j -0.00679798+0.0163703j -0.00281508-0.0106794j 0.0120017-0.0103011j 0.00803311-0.0102471j 0.00109086-0.00288731j -0.00883965+0.00560071j 0.000153045+0.00537054j -0.00299426-0.00398308j -0.00326818+0.0157358j -0.00289053+0.00146193j 0.00109619+0.00184115j -0.00122313-0.00579625j 0.00383172+0.00305434j 0.00303234+0.00302927j 0.00290066-0.0044729j -0.00105116-0.00693547j -0.0015834+6.71265e-05j 0.00185643+0.000840766j -0.00120088+0.00601308j -0.000164024+0.000645213j 0.00475497-0.00115984j -0.00538882+0.000536836j -0.00582073+0.00884195j 0.000563053-0.00522101j 0.00186538-0.00179047j 0.000680162-0.000711107j 0.0029898-0.00428087j 0.00303618-0.000348275j -0.00296454-0.00170163j -0.00421963-0.0054881j 0.000570011-0.00047013j 0.000460969+0.000430435j -0.00159322+0.00370795j 0.0030925-0.00320514j 0.000498469+0.00720001j 0.00362614-0.000384228j 0.00025954-0.000374108j 0.000219471-0.00489879j -0.00118067-0.000677916j 0.00304399-0.000993927j -0.000327931-0.00316711j 
0.00951846-0.00288619j 0.00794435-0.00382739j -0.0031281+0.00133839j -0.00663276+0.00202443j 0.0207015-0.00603264j 0.00500477-0.000322243j 0.00883951-0.00592775j -0.00850872-0.00323347j -0.0229532-0.000411306j 0.015752-0.00475933j 0.00063722-0.00881681j 0.0228331+0.0102292j -0.00971642-0.00202161j -0.00463639-0.00323196j 0.006579+0.00282415j -0.00518074+0.00202672j 0.00942737+0.0068089j -0.00443483-0.00258733j -0.00513584-0.00358831j 9.71485e-05+0.00207307j -0.00511981-0.00695582j -0.00448671-0.00142091j 0.00198673+0.000509454j 0.00266332+0.00139608j 0.00191647+0.00290115j 0.00266388+0.00691025j 0.00610532+0.000156693j 0.0034498+0.00353185j 0.000560439-0.000825208j -0.00897048-0.0008153j -0.000538689-0.00135007j 0.00625059+0.00251627j 0.000190162-0.000539164j 0.000571296+0.00226001j 0.00367025+0.000845856j 0.00255676+0.000529009j 0.000668161-0.000332026j 0.00155009-0.00148325j 0.00136713-0.000665256j -0.00300631-0.000599428j 0.00533701+0.00233978j 0.00767829+0.00316177j 0.00310299+0.00375676j 0.00179937-0.00137567j 0.00448017+0.00103277j 0.00125242-0.00106155j -0.00406262-0.00275513j -0.00360251-0.0013663j -0.00158861-0.000107501j 0.00446572+0.00282878j -0.0052535-0.00287642j -0.00101021-0.00103452j 
0.00609844-0.00893291j -0.00659829+0.00447037j -0.00452827-0.000693239j 0.00416804-0.00485401j 0.00293751+0.00370418j 0.00083609+0.00204027j 0.0155849+0.00243753j 0.00211018+0.0109868j 0.00611975-0.00491073j 0.0163412-0.00135578j 0.0222055+0.00155009j 0.00253794-0.00526226j -0.00228026+0.00330981j 0.00976537+0.0104417j 0.00632691+0.0112444j -0.00291047+0.00112805j -0.0041414-0.0137804j 0.0032258-0.0033981j -0.00647878-0.00475482j 0.0111725-0.00937904j 0.000938846+0.00280136j 0.00106987-0.00226661j -0.000692769+0.00562907j 0.00223783-0.00112181j 0.000877389+0.00300698j -0.00535136+0.000518014j -0.000683929+0.00572224j 0.00104024-0.000811031j -0.00228637-0.00104476j 0.00254844-0.00416907j -0.00164085-0.00278642j 0.000129286+0.00162521j -0.000128891-4.87208e-05j 0.00342436-0.00700556j -0.00420273+0.00518627j -0.00241092-0.00033793j 0.000121455+0.0023169j -0.00201608+0.00368716j 0.00113427+0.00127774j -0.00117612+0.000844806j -0.00894838+0.00197779j -0.00280778-0.00122609j 0.000288081-0.00247428j -0.00096389-0.0053667j -0.00309125+0.00307258j 0.00852084-0.00162202j 0.00130334+0.00112296j -0.000459805-0.000941662j -0.0074485+0.000177219j -0.000500313-8.46543e-05j -0.00142587+0.00204929j -0.00633974-0.000388484j 
-0.00302364+0.000636936j 0.00165699+0.0102651j 0.00243172-6.15476e-05j -0.00256735-0.0101274j 0.00119422+0.015935j -0.00174228+0.00210838j -0.00145637-0.0032797j 0.00110544-0.00637502j 0.00232441-0.0230246j -0.00448203-0.00307864j 0.0037828-0.0197859j -0.0064369+0.0171102j -0.000499554-0.00659375j -0.000178439-0.0144357j -0.00327213-0.00304201j 0.00119845-0.00249441j -0.00251265+0.0160063j 0.00325498-0.00478328j -0.000191572+0.00352706j 0.003713-0.000965023j 0.00726568-0.00321852j 0.00203584-0.00480416j -0.000511344+0.000518148j -0.00152533-0.000414877j -0.00172275-0.00351407j -0.0054467+0.000937151j -0.000356487+0.00472598j -0.00225662+0.00376297j 0.00021448+0.00119913j 0.00238218-0.00705413j 0.00146795+0.00107163j -0.00394455+0.00096832j 0.00199378+0.000293501j -0.00116688+0.00114951j -0.00121617+0.00263715j -0.00290007+0.00303264j 0.000959964+2.22538e-07j -0.000289323+0.00195862j -0.000163316-0.0024622j 0.00135864-0.00182776j -0.00302626+0.0108264j -0.00487997+0.0079951j -0.0043377+0.00314551j 0.000480139+0.00467522j -0.00301227+0.00396932j 0.00269416-0.00402303j 0.00318873-0.00314448j 0.00218239-0.00317896j -0.00128796+0.00417862j -0.0031583+0.00175232j 0.00285104-0.000759631j -0.000310959+0.00253845j 
-0.00146378-0.00862385j -0.00296844+6.29398e-05j 0.00321244+0.00627229j 0.00358835-0.00108448j -0.0043019-0.0130621j -0.00156612-0.00476612j -0.00274994-0.0169522j -0.00193506+0.00186446j 0.00213167+0.0100355j 0.00114374-0.0283986j 0.00351235-0.0201825j 0.00372299-0.0128362j -0.00112839+0.0080254j 0.000383614-0.00969021j 0.0049162-0.0149249j 0.00144304+0.00498413j -0.00408785+0.00284521j -0.000995293+0.00335682j -0.0065113+0.00805027j 0.00119429+0.00112896j -0.00146879+0.00758652j 0.00141798+0.00305082j 0.00249428-0.000544776j 0.000773249-0.00525002j 0.00501304-0.00680793j 0.0030064-0.000669504j 5.58165e-05-0.00243479j -3.45787e-05-0.00400447j 9.3286e-05+5.91262e-06j 0.000255083+0.00602022j -0.0018491+0.00330778j 0.00281591-0.00883561j -0.00125726+0.00505089j -0.000588469+0.000104678j 0.000491006-0.00260222j -0.00107202-0.00401751j 0.00099888+0.000277713j -0.000125091-0.00193939j 0.00134898-0.00346579j -0.000350003+0.00475933j -0.00141834+0.00155529j -0.000111253-0.00566006j 0.000247527-0.00580341j -0.0030368+0.00137077j -0.000463042-0.00256497j 0.0028347-0.00281306j -0.000217116+0.000954271j -0.00059333+0.00188969j -0.0034548+0.00210602j 0.00013329-0.00267181j -0.000653275+0.00259917j -0.00245561+0.00121768j 
0.00140439-0.00019493j -0.000830034+0.00569777j -0.00167671+0.00382778j -0.00156152+0.00270741j 0.00178491+0.00103547j 0.000634903-0.00346298j -0.00139589+0.000123265j -0.00390475-0.00129382j -0.000265397-0.00523775j -0.00188343+1.23504e-05j -0.00131968-8.20048e-05j -0.00154432+0.000298948j 0.00384732+0.00172805j 0.00107041-0.00265797j -0.000199082-0.00104073j 0.000377211-0.00128715j -0.00148182-0.000127953j 0.000560277-0.00259661j -0.000237661-0.000345687j -0.00188713-0.00206078j -0.0013933+0.0040016j 0.000447608+0.00137931j 2.2005e-06-0.00130077j -0.00103724-0.00143148j -0.000610401-0.000543915j -6.99598e-05-0.00129743j -0.000732132-0.000778413j 0.000226672-0.00261712j -0.00268325-0.000147578j 0.00188758+0.000995704j -6.96441e-05+0.00205045j 0.000948375-0.00477473j 0.00128995+0.0060755j -0.00213695+0.00096157j 0.000356561+0.00276435j -0.000496416+0.00209352j 0.000836182+0.000210703j -0.000222487+0.00216261j 0.00174539+0.00163687j -0.000236318+0.000317788j -0.00473307-0.0126992j 0.00636966-0.0113389j 0.00805136+0.000728971j 0.00722814-0.0171197j -0.00134233-0.00394199j -0.0096454+0.00410748j -0.00268591+0.00202536j 0.0142705+0.012145j 0.00471362+0.00305195j 0.00589941+0.00685866j -0.00755972-0.00669483j -0.0043735-0.00487623j 
