-0.0487919+0.080201j -0.0431538+0.0521028j -0.103551+0.0241406j -0.083209+0.00201138j 0.035097-0.0295712j 0.0481163-0.0450106j -0.0673308+0.00379325j -0.0827894-0.0317256j -0.00699665-0.0189755j -0.0198842+0.0294019j 0.0423591-0.0321256j -0.0259974+0.0378122j -0.0694691-0.0566584j 0.0323492+0.00774634j -0.00704361+0.0102208j -0.00988847-0.00206224j 0.0112555+0.0268584j -0.0257156+0.0330058j 0.0266515-0.00329533j 0.0263373+0.0386496j 0.00855258+0.0196419j 0.041741-0.00896305j -0.0235108-0.00313705j -0.0372417+0.0118713j -0.00305721-0.045847j 0.0101466+0.0138836j -0.0373302-0.00263772j -0.00925734-0.0170237j -0.00243517+0.0163063j 0.00992254+0.0212862j 0.0104385-0.0433906j 0.000162517-0.0277094j 0.0465728+0.0152214j -0.022122+0.00285695j 0.0402267-0.0707512j -0.031433+0.00142739j 0.0298165+0.0130317j -0.0540294+0.0070752j 0.0328845+0.0252245j -0.035596+0.166008j 0.153559+0.155574j 0.201495-0.208492j 0.0180981+0.203574j 0.273138-0.127921j 0.0492562+0.0113001j -0.0301285-0.141035j 0.0338753-0.0140209j -0.0683083+0.0693062j 0.0420191+0.0150891j 0.065544+0.0792268j 0.0237991+0.00760903j 0.0021397-0.0158594j 0.0402942-0.0416828j -0.00740848-0.00338158j -0.0254559-0.0265259j 0.0245335+0.050054j -0.00062229+0.0131593j 0.00997719+0.0236082j 0.00428763-0.00279728j -0.0214846+0.00814573j -0.0186015-0.0147049j -0.00269921-0.00583521j -0.0159815+0.000818816j -0.00750992+0.000350087j -0.00896576-0.0132485j 0.0180765+0.00225831j -0.00916627-0.0112726j -0.00937878-1.2753e-05j 0.00757335+0.013529j 0.014592-0.0129568j 0.000364521-0.0122418j 0.000219287+0.0173572j 0.0173606-0.000764717j 0.00414538+0.0173489j -0.011839-0.00659037j 0.00218719-0.012496j -0.0141368-0.0080776j 4.649e-05+0.00727178j 0.0118218-0.0157073j -0.009482-0.0153979j -0.0126748-0.00370936j -0.00609638+0.00299326j -0.0119782+0.00736719j 0.00421168+0.0146151j -0.000287507+0.00607797j -0.0169611+0.0239529j 0.0233315-0.0119063j 0.00293912+0.0162361j 0.0032728+8.21628e-05j -0.00318498-0.0274584j -0.0467841+0.0479397j -0.0477333-0.0424772j 0.0604821+0.034991j -0.0101325+0.0172552j 0.0767817-0.119743j 0.0479846+0.0556806j 0.0113334+0.00572995j -0.0847725-0.0529507j 
0.00440208-0.00571778j 0.00602636-0.00661465j -0.0411281+0.048703j -0.053351-0.0358464j -0.0682883-0.0196895j -0.0194104+0.034804j -0.108259+0.00188118j 0.000200549-0.00724756j -0.00655709-0.0772009j -0.0296803+0.00979886j 0.00598894-0.0363795j -0.0371807-0.0501101j -0.0656487-0.0011541j -0.0651793+0.0545028j 0.0102325+0.0803086j -0.0661146-0.0540025j 0.0753054+0.00693346j -0.0378996-0.0128754j -0.0799612+0.0935616j -0.0996394-0.0996982j 0.105494+0.010385j 0.0580333-0.117408j -0.191811-0.13729j -0.00370681+0.14409j -0.134764-0.0486653j -0.029818-0.0214308j 0.153752-0.00402218j 0.173681-0.0600546j 0.0531571+0.0205969j 0.0502384+0.11346j 0.0537713-0.0827397j 0.124791-0.00993171j -0.0410396+0.0799576j -0.0685231+0.0963056j -0.0247083+0.0176291j -0.0657917+0.0343734j -0.0825498+0.0608184j -0.0750211+0.00717223j -0.0954467-0.041454j 0.0760953-0.0801722j -0.0501888-0.0130311j 0.0356575-0.129276j -0.0530674-0.0830815j 0.00934307-0.099503j -0.00759933-0.00308699j -0.0213976-0.00256026j 0.0370821+0.00666937j 0.00222391-0.0027828j 0.0566165+0.00479285j -0.0462414+0.0101567j -0.00257151+0.0222166j -0.00129272-0.0184804j 0.00276213+0.000829962j -0.0113846+0.00741825j 0.0204812+0.00188335j 0.026699-0.000218372j -0.00828229+0.00139613j -0.000420411-0.00385147j 0.00771863-0.000352098j -0.0221776-0.0105096j 0.00596119-0.0140103j 0.0167773+0.00197509j -0.0131097+0.000837271j 0.00446414+0.00453916j 0.0128493+0.0275747j 0.0124845-0.0105413j -0.00133029+0.000103625j -0.0177804-0.0132531j 0.00863-0.00676754j 0.00437734-0.00842199j 0.010319-0.00566552j 0.0194469+0.00420968j -0.037961-0.00176582j -0.00285174-0.0082173j -0.038787-0.000281496j -0.00678627-0.00978179j -0.0301961-0.00963501j 0.010614+0.0198982j -0.0139384-0.00135908j -0.0113452+0.00998366j -0.0123463-0.0208333j 0.0144516-0.0199796j 0.00330626-0.00749152j 0.0113094-0.00340656j 0.0081099-0.00775473j 0.00904991-0.00281634j -0.00299498-0.00338169j 0.00701618-0.0159577j 0.00435937-0.00838813j -0.0106098+0.00117547j -0.0091146+0.00579158j 0.00451504+0.0118333j 0.0105086+0.000278414j 0.00160062-0.00633631j 0.0183276-0.0128188j -0.0119752-0.021586j 0.0145763-0.00137828j -0.00185427+0.00461118j 
0.0235773-0.0173667j -0.0342154-0.0191533j -0.0419304+0.0227774j -0.0121462-0.00884341j 0.0207908+0.0624667j 0.0426714+0.0937576j -0.0790528+0.00256319j -0.0378023-0.041705j 0.0429051+0.00655363j -0.00786145+0.0584392j 0.0366986+0.0262525j 0.0170767+0.0655245j 0.101328-0.034166j 0.0341364-0.124767j -0.0339603-0.00195805j 0.082735-0.0142192j 0.00182381-0.0999234j -0.0150364-0.0334138j 0.0619063-0.110348j 0.138042-0.18029j 0.00929224-0.0400492j -0.0833332-0.112797j 0.169468+0.0560668j -0.0305122-0.240601j -0.00645715-0.0786564j 0.0376589-0.0734155j 0.0589128+0.224642j -0.0444753+0.107728j -0.151285+0.0344695j 0.0865023+0.0423099j 0.0551755-0.113064j -0.105183+0.0800212j -0.0145194+0.037555j 0.0552367+0.134442j -0.0250935-0.132961j 0.0586414-0.0132427j -0.0118163+0.0667156j -0.0338781+0.0307841j -0.178835+0.0254352j 0.0345752+0.0459188j -0.0949278-0.0116529j -0.0224511-0.0372793j -0.0377692-0.0310657j -0.0126561+0.00601334j -0.0247177-0.0441987j 0.0371699+0.0552956j 0.0066762-0.0081408j 0.00123523-0.0250733j 0.0317042+0.00518684j -0.018597+0.0195368j -0.0161328-0.0142659j 0.0140499-0.0298569j -0.00928517-0.00451069j -0.0093954-0.00390039j 0.0026489+0.0167805j -0.017736+0.00144724j 0.0061751-0.0127223j -0.00959321-0.0112545j -0.0100198+0.00375579j 0.0234289+0.00506669j -0.0040427+0.00867916j -0.00943304+0.0221562j 0.000416132-0.00802224j 0.0083217-0.0302305j -0.00449187-0.00399368j -0.00540829-0.00542552j 0.00855194+0.0197451j 0.0242161+0.00397216j 0.0147054-0.00278772j 0.00239812+0.00554603j 0.0172609+0.00254674j -0.0115156-0.0305816j -0.000416492-0.0117765j 0.0226589-0.0158931j -0.0115257-0.0112438j -0.00223609+0.00451024j -0.00118115+0.00829251j 0.0281785+0.0209198j -0.00206826+0.00820912j 0.0165426-0.00159462j 0.0199993+0.00104975j 0.0121151-0.0056301j -0.0135275-0.0166585j 0.00836404+0.0249791j 0.00726506-0.010815j 0.00768228-0.0106247j 0.013967-0.000105516j 0.00850587+0.0103655j 0.011185-0.011285j 0.00614344-0.0117307j -0.000549152+0.00850252j 0.0136258+0.000956301j 0.00593846-0.00639276j -0.00178301-0.0002128j 0.00412731-0.00483729j -0.0137731-0.0030591j 0.0162906-0.00244535j 0.0144266+0.0195765j 
0.00617882-0.00980953j -0.0240856+0.00177233j -0.0402496-0.00154503j -0.00505894+0.00706867j 0.00177363+0.044715j 0.028367-0.0777514j -0.011248+0.0112998j -0.0285123-0.0236181j -0.00676659-0.0388095j 0.042551+0.0174556j 0.0157163+0.10492j 0.0192266+0.0824926j 0.0209557+0.0183193j -0.126906+0.0275076j -0.059619-0.0424182j -0.00988485+0.122643j -0.0927477+0.115456j -0.161858-0.106341j 0.0028561-0.0112111j 0.0183034-0.0334428j 0.00122062-0.0561293j -0.10186+0.0569332j -0.0967667+0.105229j -0.084713-0.0630654j 0.0338785-0.0396861j -0.0313598+0.0111579j 0.259282+0.00641979j 0.0509941+0.0357344j -0.0727585+0.0705029j -0.0701377-0.0367038j -0.00869319+0.0584782j -0.148602+0.0455513j -0.154654+0.032949j 0.0522819-0.0545515j -0.0714779+0.0765173j -0.0431796-0.261309j -0.00861295+0.0547872j -0.0248215-0.0316881j 0.115338-0.110165j -0.0151146-0.0481388j -0.0317274-0.0512703j -0.0425933+0.019628j 0.0019051-0.0201997j 0.0138153+0.0163399j -0.0022094-0.0128781j 0.0118452+0.0205622j 0.00140401-0.000940556j 0.0058214+0.0387391j 0.0154132-0.0276676j 0.00417205-0.0226924j 0.0088927+0.00169623j -0.0149164+0.00931293j -0.00613139+0.0117935j 0.00522576-0.0189222j 0.0286152+0.00350786j -0.0131318-0.0210361j -0.00889523-0.0126339j -0.0210295-0.0146718j -0.00930244+0.0222249j -0.0243777+0.0100701j 0.019845+0.00360563j 0.0165622+0.000279569j 0.00923944+0.013677j -0.00672111-0.017549j 0.0116718-0.0074688j 0.0203233-0.00377241j 0.00341378+0.000508861j 0.0222254-0.0113308j -0.023073+0.00774568j 0.0129166+0.00440703j -0.0300402-0.018097j -0.00434029+0.0135063j 0.00159659+0.0208751j 0.0106453-0.0232075j 0.00407851-0.0176532j 0.0190363+0.0164538j -0.0395892-0.00415429j -0.00268282-0.0146399j 0.0147854-0.0115196j -0.0118104-0.0123413j 0.0106749-0.0210084j -0.0111992+0.0011899j -0.00689481-0.000984001j 0.0151958-0.00581557j -0.0122376+0.000486037j -0.0014068+0.0018908j -0.00513293-0.0122771j 0.00377255-0.00472015j -0.00131976-0.00142053j -0.000903837+0.00942791j -0.00317977-0.00625304j -0.0166782+0.0119004j 0.00312839+0.0133615j 0.00550108-0.00499545j 0.00347991+0.0017429j -0.0105544-0.00623514j 0.00883811+0.00539654j 0.00370633+0.0140669j 
-0.0166957-0.00259037j -0.0116623+0.0122085j 0.0501112+0.0232427j -0.0299557-0.0107508j -0.0298359+0.0246035j -0.0108098-0.0704568j 0.00576752+0.000871756j -0.0139107+0.0510758j -0.094819-0.0291574j -0.0423195-0.0836265j 0.111569+0.0199688j 0.0131893-0.0353821j -0.0127827-0.0638799j -0.107553+0.0201873j 0.0982891-0.0582207j 0.0866253+0.161804j -0.184918+0.0778211j -0.12062+0.0748914j -0.0235241-0.0550354j 0.0829318+0.0822767j -0.0310046-0.0108868j -0.0105753-0.139432j 0.0551581-0.114486j -0.102993+0.046146j 0.0660034+0.0703883j -0.128446+0.139701j -0.0694998-0.038756j 0.045437+0.00310103j -0.184831-0.159956j 0.0554995-0.0790556j 0.102486-0.0392162j -0.0404501+0.155198j -0.123489-0.0226482j 0.0338854-0.0391772j 0.0481938+0.056812j -0.077632-0.0654589j 0.0326769-0.0771181j 0.147181-0.000248485j 0.109576+0.071666j 0.0257776-0.0590917j 0.075402-0.00573354j 0.0258293-0.0171747j 0.0261585-0.0362197j 0.0193938-0.0549099j 0.00730745+0.00349846j -0.0044813-0.0319026j 0.0171546-0.0328042j -0.00326505+0.051833j -0.00750558-0.00342387j 0.00716423-0.0247857j 0.0199893+0.018124j -0.00490737+0.0176255j 0.0205931+0.0141561j -0.0175705-0.00782244j 0.0159847-0.0094959j 0.00449471+0.0177952j -0.00425348-0.0147136j -0.0030379-0.00422998j -0.01921-0.00418755j -0.00340716-0.00602347j 0.0150352+0.00204656j 0.0346779-0.0039256j 3.50312e-05-0.00658049j -0.00682088+0.00170037j -0.0171219+0.0229648j -0.000334696+0.00382092j 0.0310207+0.0105928j -0.00937135+0.00557255j 0.0254721+0.0209182j -0.0100533-0.00157595j -0.00600808+0.00540628j -0.00378669+0.0212573j -0.0154699-0.0144251j 0.0280484+0.0184451j -0.0132557+0.0166952j 0.020651-0.000388889j -0.00902096+0.00210881j 0.00447544-0.0058371j -0.0166552-0.0135907j 0.018692+0.00029317j 0.00582854+0.00870936j -0.003621-0.00358701j -0.00706943+0.01133j 0.00293532+0.0187043j -0.00849277-0.00735604j -0.00529812-0.0070058j -0.00625095-0.00922754j 0.0122541-0.0133098j -0.0101407-0.0100287j -0.0162497+0.009085j 0.0013212-0.00398299j -0.00862363-0.0073998j -0.0186241+0.00589332j 0.00998755+0.00996401j 0.000723537-0.007427j 0.00265574-0.00975393j -0.000604582+0.00988172j -0.00913359-0.00294963j 
0.0407599-0.00748503j 0.0117843-0.00679267j 0.0143598+0.0235012j 0.047064-0.0227346j -0.0245568-0.0304247j -0.0587133+0.00841077j -0.063307-0.0205822j 0.00629851+0.018444j -0.0169728-0.0397364j -0.0447227-0.0369782j 0.0100683+0.0119065j 0.0596919-0.0627253j -0.00394657-0.00324909j -0.0622255-0.0467655j 0.200621+0.019659j -0.0447623-0.0901712j -0.0630173+0.113455j 0.0270849+0.0522603j -0.155333+0.00615843j 0.0410202-0.0210932j -0.112168+0.0588995j 0.0105482-0.0089524j 0.107041-0.0551904j -0.219764+0.147608j -0.105609+0.0095603j -0.0228368+0.0557601j 0.0426896+0.0751286j -0.0246003+0.184923j 0.146416-0.0172331j -0.142578+0.0805367j -0.0677938+0.201103j -0.0504747+0.0941092j -0.0238818+0.113652j -0.0248155-0.000547322j -0.012946-0.120212j -0.0671568+0.0102803j 0.0158677+0.0751458j 0.0423067+0.0344036j 0.00771478+0.0247003j -0.0848219-0.0130875j -0.0277953+0.0294813j 0.0297647-0.0510305j 0.0337566+0.0114409j -0.0366305-0.0684981j -0.0229509-0.0191567j -0.00734209-0.0347528j 0.00257865+0.000204424j 0.0033248+0.0136411j 0.0345187+0.0277086j -0.033607-0.0158556j -0.00949996+0.00430004j 0.012457-0.0197283j -0.0140505+0.00814906j -0.0260432-0.00329336j 0.0215371+0.0279557j 0.0163035+0.0194777j 0.0232186+0.00651753j -0.00136534+0.0142426j -0.0259476+0.00824609j 0.0155301+0.00740304j 0.0226127-0.0062476j -0.00230856+0.0112693j 0.00021255-0.027553j -0.0286612+0.0192195j 0.0151146+0.0021702j -0.0164467-0.00813765j 0.00776508-0.00133887j 0.008707-0.00386339j 0.00480859+0.0064113j -0.0170109+0.0326097j 0.00640004-0.0172813j -0.00874945+0.00638434j 0.0331097-0.0322685j -0.0192134-0.0140762j -0.000458057-0.0187348j 0.00380823-0.0128165j 0.0260373+0.00350746j 0.00212857-0.0184204j 0.0026632-0.0105439j -0.00923976-0.0101579j 0.00583516-0.0153508j 0.00813125+0.0140922j -0.00521102+0.0142206j 0.00854753+0.0041548j -0.00721207-0.0111166j -0.0060189-0.00676374j 0.00534878+0.00354854j 0.00219092+0.0116961j 0.00180428+0.00253494j -0.00491267-0.00142398j -0.00281576+0.00750257j 0.00611204-0.00148815j -0.0132658-0.0027611j -0.000909466+0.00663828j -0.00340323-0.0171952j -0.0147255+0.00245845j 0.0195363+0.0138685j -0.0101139+0.000838276j 
-0.00443844+0.0030636j -0.00872589+0.00449185j 0.0602755+0.0301292j -0.00808614-0.0139663j -0.0472496+0.0627191j -0.0218057+0.0221253j 0.0198219+0.00022842j 0.0124344+0.0443823j -0.0657069-0.0771551j -0.0420149-0.09243j 0.0256825+0.0876726j 0.0109924-0.0418197j 0.0759753-0.0265236j 0.0346919-0.0187445j -0.0963661+0.103297j 0.00623902+0.144784j 0.120207-0.125661j -0.00633621-0.00425541j 0.147047+0.0220678j 0.132679+0.00647917j -0.0432686+0.112312j 0.0873637+0.201529j 0.0345758-0.016396j -0.1287-0.0829365j 0.193628+0.049595j 0.219513+0.0582798j 0.0101301+0.0481271j 0.0884021+0.0254831j 0.0769905+0.125088j -0.126152+0.216759j 0.0951729+0.0592444j 0.0121716-0.262842j -0.101489-0.0710308j -0.0834347+0.090532j -0.0709969+0.00755962j -0.0160546-0.0237259j 0.0918441-0.0356706j 0.102548-0.0214735j 0.0586082+0.0466757j 0.0358041-0.0373901j 0.0456893+0.0182867j 0.0417846-0.0326813j 0.0491132-0.017433j 0.00100948-0.0439273j -0.00647355-0.0329508j -0.00665121-0.00291927j 0.0284578-0.0304083j 0.0121717+0.00457944j -0.0317558-0.00331799j -0.0178458-0.00637668j 0.0114963+0.0122818j 0.0128956+0.0190967j 0.0148118+0.018606j -0.00066864-0.015801j 0.0138038+0.00403683j -0.00739475+0.00883032j -0.000660825-0.0121714j 0.0162795-0.0190922j 0.0158913-0.034865j 0.00993068+0.00293733j -0.0208166-0.00437489j -0.0137374+0.018847j 0.011148+0.00206603j 0.0055389+0.00471192j 0.0122928+0.00208659j 0.018953+0.0200031j -0.0212151+0.0151924j -0.00186982-0.00996334j 0.00854694+0.00595735j -0.0186742-0.00121325j -0.00169982+0.0169971j -0.00778691-0.00722913j -0.0019652+0.000386219j -0.00161269+0.00528366j 0.00631039-0.0105364j -0.00649137-0.0167306j -0.0109143-0.00851205j -0.00124465+0.00935905j -0.00675834-0.0156976j 0.00577422+0.00123123j 0.0047423-0.0150025j -0.0113953-0.00595044j 0.000545234-0.00109817j -0.00975775+0.00205929j 0.0116966-0.00399419j -0.00326106+0.00239885j -0.0050672+0.00325394j 0.00761048-0.0169014j -0.00887942-0.000342193j -0.00436648-0.00284597j 0.0120887-0.00153652j -0.00383743-0.00684389j -0.00589878-0.000894385j -0.00116742-0.00173241j -0.00434126+0.00376641j 0.0136308-0.0037905j -0.00599701+0.00698703j -0.00248685-0.00707029j 
-0.0460004-0.0106625j 0.0482286-0.00476306j 0.0250832+0.0116069j -0.069919+0.0759413j 0.043338+0.0207346j 0.0189018+0.0709661j 0.121509+0.0241374j 0.0705747+0.00862377j 0.0239072-0.0736463j 0.0843222+0.15273j 0.0490844-0.0043344j 0.0476052+0.0508302j -0.068077+0.0919931j -0.0096384-0.0456399j -0.0424885-0.0633704j -0.12621+0.0409712j -0.0167138+0.136528j 0.0130105-0.205863j 0.0773783+0.048121j 0.0221136-0.00114651j 0.0212321+0.0110841j 0.0655683+0.0634224j -0.125205-0.0277207j 0.0088464+0.113603j 0.216073+0.0828351j 0.00924195+0.0284182j -0.0343103+0.151216j 0.0223991+0.0572854j -0.0334678-0.0280965j -0.127083+0.182654j 0.0217492+0.0650194j -0.0214761+0.0062806j -0.0206689+0.191565j -0.0442008+0.0430654j -0.041918-0.0606707j -0.14801+0.0841855j 0.0180663+0.0186002j 0.084875-0.00261781j -0.0942444+0.0222518j 0.124029-0.102421j 0.0114058-0.0688557j 0.0852019+0.0780297j -0.0635543+0.013011j 0.00994816+0.0489203j 0.0312092+0.00552204j -0.0617464+0.0118133j -0.0507358-0.0229251j -0.0390132-0.0271395j -0.0216076-0.00789026j 0.0488597+0.00350734j -0.0174061+0.0014811j -0.00835797-0.0292583j 0.0124537+0.0124053j -0.00457631-0.00308744j -0.0134117+0.0012679j -0.00619697-0.0253687j -0.0170273-0.0143973j 0.00843507-0.0157944j 0.00108382+0.021449j -0.0356176+0.00923803j -0.00351055-0.0133313j 0.000113331-0.0109064j -0.0120871+0.00252205j -0.00466157-0.0152464j -0.0151406-0.00651066j 0.0124572+0.0127856j -0.0125708-0.00572937j -0.00153594+0.0242114j 0.0106468+0.00643442j 0.0439253+0.0274378j -0.002735+0.00852779j 0.0161091-0.00380285j 0.0124019-0.0289444j 0.00605552+0.00109767j -0.0004471+0.000387638j 0.000439455-0.00964026j 0.00100795-0.00472201j -0.000858268-0.00925332j -0.00284984+0.00370479j 0.0057038+0.00374473j -0.00140376+0.0143368j 0.0169883+0.00661939j -0.00226732-0.0107287j -0.000653187+0.0108918j -0.0128493+0.0129765j -0.00676512-0.0108878j 0.0094313+0.00725362j 0.00389741+0.000201415j 0.00100682+0.00874342j 0.0119843+0.00138893j 0.00226302+0.00231646j 0.013097-0.00102528j 0.00184072-0.0133324j -0.000565594-0.000991384j 0.0162183+0.0164081j 0.0057949-0.00549016j -0.0170398+0.00390189j -0.0238345-0.00312326j 
-0.00202637+0.00755818j 0.00635873+0.0026454j 0.00584733+0.00497742j -0.0059644+0.0197108j 0.00843035+0.0194141j -0.0417232-0.00582837j 0.0073279+0.0329523j 0.0220956-0.0180022j -0.0616486+0.0339813j -0.0642781-0.0492194j -0.114464+0.0273459j -0.0360987-0.0266767j 0.066153-0.136212j 0.206027-0.054207j -0.12855-0.128172j -0.0583112-0.0255873j -0.0354229+0.136691j -0.0325007-0.0233796j 0.0080944+0.0604446j -0.0554567-0.0621555j 0.0244347-0.0464276j -0.0486946+0.0628068j 0.255122-0.0213631j 0.0477352+0.0335887j -0.00200804-0.0342336j -0.0488448+0.0259384j -0.0993479-0.0590868j 0.136459+0.0823824j 0.0830438-0.0279708j -0.0796471+0.11942j 0.0556545-0.10457j 0.102801+0.136529j 0.0494145-0.102561j -0.0725923-0.0386611j -0.111157+0.0143205j 0.126869+0.0653689j 0.00589182+0.0247646j 0.039903+0.0056989j 0.0238593+0.00772138j 0.0237629-0.0255634j 0.00319302-0.0148406j 0.0182416+0.00748016j 0.00636655-0.00160391j 0.00593818+0.00798226j 0.0053578-0.0114165j -0.0200834-0.000365907j -0.00824683-0.00316573j 0.017926+0.00854758j 0.0052176-0.0100096j -0.0187357+0.00211303j 0.0230736-0.00341344j 0.00582566+0.00819669j 0.0101509+0.00586454j 0.019373+0.00786357j -0.00999397+0.0106774j -0.0286441+0.0281193j -0.0150105-0.0193774j 0.0244871+0.00134837j -0.00371824+0.0155244j -0.0218771-0.00467727j -0.00116725-0.0101103j -0.0188259-0.00682995j -0.0205607-7.46953e-05j -0.00643584-0.00891148j -0.019419+0.00640485j -0.0308707+0.0183757j 0.00513078-0.00120299j -0.0102031-0.0266833j -0.0159159+0.0168187j -0.0012905+0.00291735j -0.0545235+0.00335974j -0.0079319-0.0193982j -0.00564855+0.0107787j 0.00403642-0.0119326j -0.0236584-0.0221366j -0.0194537+0.000272522j 0.00388203-0.00797671j -0.022393-0.00310142j -0.0136051-0.00763493j 0.000225384+0.000634408j 0.0165298-0.00221424j -0.0011574-0.00533337j 0.00150002-0.00436504j 0.00347173+0.0056772j 0.00275495-0.00885506j -0.00197172-0.0045456j -0.00296381-0.00546236j 0.00657494-0.00945443j -0.00397847-0.00160708j 0.00224909+0.00738772j 0.00990095+0.0026415j -0.00606424-0.0067811j -0.00444888+0.00974714j 0.00190487-0.00482122j 0.000628712+0.00678778j 0.00372846+0.00140561j -0.00567721+0.00134803j -0.0014051-0.00676899j 
0.0110129-0.0127672j -0.00745263-0.0147854j -0.0541637-0.0380935j 0.00585616+0.0195583j 0.00461247-0.0131729j 0.0843353-0.00850392j 0.0249119-0.040312j -0.0876072-0.0519887j -0.00378181+0.025274j -0.157579-0.0193049j 0.110781+0.0197311j -0.0611784-0.0454566j -0.0261284-0.0128854j -0.0884512-0.144619j 0.124106-0.032279j 0.0239874+0.230336j -0.0226865-0.0700018j -0.0769978+0.239649j 0.0796013-0.04299j 0.0254493-0.0611235j -0.112228+0.0151844j -0.298475+0.0681191j 0.0518759-0.0518587j 0.0407905-0.0501235j -0.122741+0.0511863j 0.169667+0.184815j 0.148917-0.0745047j 0.0387916-0.0996046j 0.0346913-0.00441373j 0.0367811+0.184363j 0.0517784+0.0538393j 0.0357661-0.00935933j -0.0398879+0.0401502j 0.0051972+0.104785j -0.0602745+0.0930573j -0.0951907+0.0815164j 0.0145328-0.0216197j -0.0588591+0.00583882j 0.0299613+0.00605461j -0.0322697+0.0776613j -0.0784474-0.0248954j -0.0670497+0.00653592j -0.0295037+0.013246j -0.0229036+0.067392j -0.0073538+0.0235321j 0.0140915+0.0114099j -0.0120294+0.0178768j -0.00632409+0.0125314j -0.00322798+0.00453582j 0.0396568+0.025605j 0.00639669-0.00183272j 0.0345272+0.0016485j 0.0226619+0.0154039j -0.0133933+0.00446412j 0.00662455-0.00522449j 0.0122031+0.0275237j 0.00191742+0.0120935j -0.00655605-0.00787221j -0.0107381-0.0137333j -0.00156059+0.0370747j -0.00880645+0.0178036j 0.0270176-0.015619j -3.39546e-05+0.014686j -0.0120965+0.0149451j 0.0180619-0.0228108j -0.00618621-0.00594956j 0.0067277-0.0206885j 0.0126843-0.0024393j 0.00761468+0.0201926j 0.0107853+0.00471905j -0.0210174+0.0159984j -0.00436249-0.000498893j -0.0154327-0.000308364j -0.0218486-0.0187644j -0.0126598+0.00591334j -0.0149846-0.00357954j 0.00208296-0.000440829j -0.0070835-0.0119959j -0.0115427+0.0181579j 0.0197586-0.00399754j 0.00629335+0.00796738j 0.0050974+0.00581198j 0.000998354-0.00205267j 0.00509017-0.00892834j -0.00564955+0.00817248j -0.00108472-0.0011456j 0.00555135+0.00502243j -0.012091+0.00792857j 0.00175152+0.0138757j 0.0122479+0.00389074j -0.00494391-0.000905539j -0.00583475+0.00142306j -0.00196618+0.00907261j 0.0106919+0.00670598j 0.00199654-0.0101386j -0.0208209+0.00404105j -0.000401697-0.00246527j 0.0021301+0.000864327j 
0.0308488-0.0159414j 0.0344807-0.0246435j 0.0339893-0.0104824j 0.00923046+0.0644926j 0.0338367-0.00796097j 0.0908423-0.0383677j -0.0172549-0.0224175j 0.0316882+0.0606554j -0.0769137+0.0284035j -0.0525923-0.0713091j -0.0212119-0.0280179j 0.015493-0.0852528j -0.0442368-0.16506j -0.0178927+0.195899j 0.0570114-0.0598479j -0.00302989-0.0776678j -0.185737-0.214898j 0.0679643+0.0917198j 0.0485202-0.065252j 0.0862836-0.0282057j 0.159023+0.132143j -0.134945-0.134954j -0.0537026-0.0713954j 0.00315228-0.015017j 0.105865+0.0875029j -0.0201874-0.0124139j -0.178333+0.0500449j 0.13036+0.045789j 0.101066+0.0126629j -0.0658676-0.117182j 0.0239027-0.116427j -0.087297-0.0324906j -0.0101174+0.0106248j 0.027105+0.116023j -0.0542064+0.00783993j -0.0436948+0.0294518j -0.00205327+0.035824j -0.0456531-0.0195373j -0.0139331+0.00138273j 0.0789742+0.00173419j -0.0150698+0.01982j 0.0465248+0.0336196j -0.027145+0.0337411j -0.0233322+0.0106134j -0.042551+0.00529306j -0.0295087-0.00305656j -0.0204689+0.00757032j -0.0309669-0.0173599j 0.0293011+0.0108519j 0.00920273-0.0246568j 0.0285288+0.00344403j 0.0104952+0.0146295j 0.00776513+0.00467302j -0.0213963+0.0104145j 0.00389669-0.0344731j 0.000549231+0.00651907j -0.0158166-0.0163152j -0.0229781+0.0441257j -0.0113597-0.0189748j -0.0109221-0.00579853j 0.0129084+0.0306431j 0.00556182-0.000354332j 0.0137226-0.0281408j 0.029539+0.0138501j 0.000133723-0.00700372j 0.0106604-0.00842112j -0.0166676+0.0104275j -0.0101004-0.013131j 0.0075016-0.00756559j -0.00547217+0.0225168j -0.00713303-0.012373j -0.0110038+0.00403556j 0.00109491+0.00402736j 0.00582741-0.00494552j 0.0163145-0.0125187j -0.012183+0.00732322j -0.00460985-0.0107234j 0.017952-0.0174552j 0.0119815+0.00665957j -0.00256996-0.00877502j -0.00451621-0.00262717j -0.00738891-0.000288194j 0.000151314-0.00185001j 0.00093664-0.00164812j -0.0106407-0.000618037j -0.00430325-0.00414547j 0.00415201+0.0013573j -0.000740129+0.00240023j -0.00248704+0.00959085j 0.00617405+0.00377969j -0.00442028+0.00122915j -0.000865618+0.00550888j 0.00624494+0.00280231j 0.00228449-0.000894555j 0.00747865-0.000317505j -0.00859114+0.00374263j 0.00912433+0.00583362j -0.0138164-0.00119501j 
