0.00545232+0.00457005j -0.00207504+0.0111177j 0.000226247+0.00965765j -0.00399858+0.00509724j 0.000754497+0.00677003j 0.00331945-0.00608743j -0.00322294+0.00238748j -2.84622e-05+0.00759714j -0.00122715+0.00369387j -0.000209858+0.00348635j 0.00293963-0.00225095j 0.00249545-0.00135574j 0.00110131-0.00799112j -0.000608655-0.00497339j 0.00138288-0.00316575j -0.000366823+0.00170269j -0.000827953+0.00337831j -0.00183413+0.00365133j -0.00149+0.00319597j -0.000157899-0.0013066j -0.00116001+0.00385451j -0.00118077-0.00185039j 0.00198351-0.00638312j 0.000206843-0.00181891j -0.00060303-6.3469e-05j -0.000430065+0.00198604j 0.00236468-0.000642695j 0.000925329-0.00406556j 0.000442258-0.00142846j 0.00178513+0.00122036j -0.000650892-0.000424854j -0.000413511+0.00357591j 1.58973e-05+0.000510509j -2.02085e-05+2.00455e-05j 0.00277342-0.00592223j -0.000750427+0.00014816j 0.000574355-0.00532609j -0.000523024+0.00322922j -0.000214576-0.00162479j -0.000588826+0.00131225j -0.000570488-0.00168618j 0.00178767-0.00470099j 0.00254797-0.00474618j 3.35472e-05-0.00212709j 0.00366965-0.00143364j -0.00107593-0.00315103j 0.00333092-0.00829058j 0.00151415+0.000935991j 0.000538892+0.00416944j -0.0076753+0.00669076j 0.00282646+0.002239j 0.00808428-0.0108815j -0.00557966-0.0141859j -0.000208509+0.0361009j -0.0188504-0.303325j 0.00991061-0.814331j 
0.000427565+0.00261591j -0.000851188-0.00381339j 0.00039374-0.00799938j 0.0024093-0.00220446j 0.00185878-0.00661478j 0.00312433+0.00529107j -0.00269559-0.00217815j -0.00300374-0.010278j 0.00400186-0.00401217j -0.00312148-0.00961627j 0.00290081+0.00674788j -0.00432447-0.00531976j 0.00382572+0.0216596j 0.00139751+0.00934281j -0.00456561+0.0187456j 0.0096755+0.0259486j -0.00673843-0.0864301j 0.00632404+0.0506901j 0.00567899+0.052452j 0.00317975-0.015517j 0.00181008-0.034542j -0.00227921-0.014354j -0.00143769+0.00469224j -0.0029157-0.0695583j -0.00266142-0.00613245j 0.00694466-0.0122148j -0.00323985+0.0397523j 0.00508185-0.0777231j 0.00609882-0.025309j 0.00341868-0.0280666j 0.00636053-0.0423562j -0.00338466-0.00768649j 0.000975133+0.00890028j -0.00311223-0.0150133j 0.00077288-0.014671j 2.36316e-05-0.00216559j 0.00160798+0.0201353j -0.00362812+0.00941695j -0.00273126+0.00259359j -0.000983385-0.0042024j -0.00108039-0.000256238j -0.00308107+0.011024j 0.00147801-0.0333696j -0.000961109-0.0010964j -0.000853869-0.0128162j 0.00303482-0.0103208j -0.000257924-0.0107801j -0.000599836+0.00183172j 0.000212509-0.0158046j 0.00116114-0.0115352j -0.00245468-0.00949388j 0.00158691-0.0208827j 0.0024859-0.0324592j -0.00186194-0.0700782j 0.000134468-0.0782948j -0.00574638-0.0437464j 
-4.06394e-05-0.00293219j -0.0010585-0.00638647j -0.00162806-0.00789738j 0.00303268+0.00775313j 0.00109878-0.000698858j -0.0020968+0.0108846j 0.00131649+0.0204079j -0.00137937+0.000815067j 0.00554565-0.00203868j -0.00632347-0.00858885j -0.00146623+0.0238729j -0.00357296-0.0368841j 0.000965614-0.0458437j -0.00351912+0.00658973j 0.00599763+0.0815524j 0.00670039+0.0295202j 0.00559253-0.00575529j 0.00263263-0.0631615j -0.00122905-0.0309059j -0.00172747-0.0134359j 0.000764279-0.092572j -0.00428004-0.0321651j -0.000772243-0.0223523j 0.000793354-0.0218398j 0.00701-0.0247775j -0.00632931+0.0713224j -0.00242124+0.0103808j -0.00418919+0.00608226j -0.00385916-0.00760829j -0.00407444-0.00215793j 0.000857402+0.000968316j -0.00473162-0.00649351j -0.00469506+0.0100219j -0.00375119+0.0206606j -0.00277034+0.0150374j 0.000419011-0.00573684j -0.000593227+0.0306738j 0.00197147+0.00854032j 0.00160042-0.00889321j -0.000734074-0.0121897j -0.00375306-0.00331194j -0.000676127+0.0288306j -0.00418887+0.00651355j 0.000318722+0.0299036j -0.00389+0.0156027j -0.000762581-0.0189516j -0.00310911-0.0106998j -0.0029477+0.0136483j 0.000470654-0.0126546j 0.00253204-0.0267101j 0.00149369+0.00799785j -0.00272283+0.0133085j 0.00330175-0.0159588j 0.00203065-0.0660895j 0.00696943+0.0021526j -0.00214384-0.106896j 
-0.000109736-0.00428659j 0.0023129+0.00170506j -0.00104115+0.00440896j -0.0016108+0.00147225j 0.00227159+0.0038556j -0.00118646-0.00693591j -0.00147775+0.00374512j -0.0010109+0.0126203j -0.00167457+0.00267851j 0.00450282+0.0130657j -0.00104104+0.00980374j 0.0012214+0.0017975j -0.00221818+0.000400576j -0.00345326-0.0596068j 0.0011552+0.0371029j -0.00509355-0.0743258j -0.00328151-0.0170847j -0.0036904-0.0100322j -0.00340787+0.04194j 0.00201376+0.00567372j 0.000116704+0.0288264j 0.00203213+0.0224478j -0.00375731+0.0469586j 0.00496539+0.0278207j 0.00435832-0.0038637j 0.00708172-0.0703378j 0.00300724-0.0263271j 0.00149251-0.0149471j 0.00424009+0.00343774j 0.00332164+0.000474454j -0.00047044-0.00514431j 0.00447738-2.29426e-05j 0.00432257-0.00408046j -0.000738239+0.00888223j 0.00244054+0.000453038j 0.00106285-0.00243654j 0.00216596-0.0141265j 0.000183119-0.00926101j -0.00100309-0.00338007j 0.0025712-0.00388093j -0.00137454+0.0111396j -0.000109835-0.00339019j -4.38621e-05-0.000124492j -0.0002043-0.0243592j 0.00155063+0.00362546j -0.00146956+0.000640799j -0.00138523+0.0194523j 0.00160158-0.000727761j -0.0010673+0.0121374j -0.00289401-0.00795371j 0.00327436-0.0200063j -0.000431961+0.0191099j -0.00262885+0.0052343j 0.00167453+0.0592585j -0.000620913+0.0661008j 0.00549277+0.0461666j 
-0.000811917+0.00158012j 0.00144837-0.0108828j -0.00560725-0.00807588j -0.00377747-0.00101799j 0.000758604+0.00344813j 0.00289644+0.0110662j 0.00439856+0.0135848j -0.00327863-0.0172968j -0.0075202+0.037778j 0.00975692+0.0754202j -0.00802796+0.0213693j -0.00406928+0.00478258j -0.00333976-0.0164758j -0.00176135-0.0654009j 0.000849487-0.0528314j -0.00086467-0.043148j 0.00463273+0.0153396j -0.00151582-0.00692525j -0.00331027+0.0113593j 0.00491382-0.0284934j -0.00471785+0.0112458j 0.00527679-0.0336415j 0.00175544-0.0138915j 0.00153183-0.0179635j 0.00100915-0.0225788j -0.00182339-0.0136581j -0.00414584+0.0205202j -0.0044015+0.0485781j 0.00406945+0.00506227j 0.00571329+0.00471713j -0.000293362-0.036275j -0.000330116+0.0176832j -0.00555299+0.0141318j 0.00417726-0.0152781j -0.00578254+0.0163073j 0.00335239-0.00348387j 0.00366756-0.0228593j -0.00169606+0.0309089j 0.00320227-0.0162168j -0.00106143+0.018638j 0.0014742+0.0290653j -0.00245751-0.00909627j 0.000824393+0.0140311j 0.00203628-0.0250306j -0.000771941+0.00806184j 0.00138633-0.0378198j -0.00809901+0.0158474j -0.00173829+0.0588402j 0.000127176+0.00670211j 0.000414013+0.0320227j -0.00330396+0.0110297j -0.00356845+0.0127393j 0.00439215+0.00685178j 0.000317494+0.00115149j 0.00462105-0.0526304j -0.00638496-0.0833145j 
-0.00107661+0.00761259j -0.00216614-0.00347891j 0.000706372-0.00136799j -0.00162078-0.00688068j -0.0019275-0.00936564j 0.00415789+0.00286712j 0.00192215-0.011749j -0.00112534-0.0250057j -0.00317196+0.00102031j -0.00363429-0.0125524j -0.00405296-0.0876408j -0.00608357-0.0108042j -0.00131869+0.00574175j 0.00176921-0.032892j -0.00691393-0.0256391j -0.00528219+0.00845911j 0.000204174+0.0176908j 0.00179851+0.0247091j -0.00193049+0.0174614j -0.00301804-0.0259849j -0.00169543-0.00877395j 0.00474409-0.051103j 0.00185511-0.0294834j -0.00576118-0.0107733j -0.00398934+0.024051j -0.00500765+0.0208015j 0.00512589-0.00547321j -1.34718e-05+0.0216425j 0.00295673-0.0106585j -0.00278041+0.0301261j 0.00216571-0.0370842j -0.00443707+0.0236524j -0.00452267-0.010481j 0.00180276-0.0123752j -0.00676843+0.0135428j 0.00243908-0.00834455j 0.00160904+0.00532823j -0.000883634+0.0279455j 0.000778664-0.010766j -0.000967053+0.000661481j 0.00158671-0.00232489j -0.00154969-0.0135161j 0.00287986+0.0049165j 0.00104402-0.0131202j 0.000899895-0.0153007j 0.00346252+0.000200945j 0.000254824-0.0226787j -0.00184769+0.00651785j 0.000487134-0.00351747j 0.00277998+0.0121722j -0.00468785+0.0213628j 0.00154364-0.031251j 0.00336997+0.0250576j -0.00277359-0.0647236j -0.00109193-0.091883j -0.00757929-0.0371389j 
0.00379389+0.00775872j 1.77663e-05+0.00387452j -0.00472394+0.0014776j -0.00340788-0.00870575j 0.00344378+0.00515045j 0.00541709+0.0106379j -0.00527423-0.00783465j -0.00629224-0.00105518j 0.00029913+0.0191247j 0.00324167+0.012985j 0.00876261+0.0467555j -0.0133368-0.0959388j 0.000735651-0.0476756j 0.00333597-0.0275036j -0.00128225+0.00172291j 0.00725538+0.0159281j -0.0041488-0.0114538j 0.000875389+0.0246698j -0.00291482+0.0951775j 5.29262e-05+0.0428286j -0.00878919+0.0329693j -0.00574423+0.014224j 0.00672945-0.0534805j -0.00257969+0.00297741j 0.000886851-0.0119079j -0.00554845+0.0275894j 0.00384466+0.0135509j 0.00196-0.00637748j -0.00143862-0.0161922j -0.00104561-0.00746649j 0.0049094-0.00428694j -0.00465809+0.00924669j -0.000483897-0.00881116j 0.00158758-0.0308006j 0.000980957-0.022365j 0.00356931-0.0181058j 0.00255388-0.0131655j -0.00392412+0.0244039j -0.000156172+0.00334416j -0.000836468-0.00703834j 0.000561363-0.00121103j -0.00159038-0.0258533j 0.00325416-0.0141447j -0.000218371-0.0102352j 0.00118243-0.023799j 0.0023419+0.0121152j 0.00197932-0.011556j -0.00111142+0.022011j 0.00239637-0.00828833j -0.00387507+0.0372006j -0.00334315-0.0159283j 0.00197003-0.0139537j -0.00120478-0.119197j -0.00568628+0.0144073j -0.00932319-0.111622j -0.00378558+0.097921j 
-0.00112084+0.000859494j 0.000671168-0.00116887j 0.00124086+0.0031379j -0.00165095-0.000735449j 0.0053987-0.00655692j 0.00281319+0.00045549j -0.00211813-0.000143828j -0.00340844-0.00133802j -0.00331901-0.0531725j -0.00441642+0.0651899j -0.00697126-0.0340432j -0.00901336-0.03532j 0.00169668+0.0127354j -0.0117949+0.0131303j -0.000237101+0.00126483j -0.00323531-0.0620655j 0.00640274-0.0798652j -0.00780099-0.0172989j -0.0016224+0.00304363j -0.0036692-0.000645481j -0.00257319+0.0259135j 0.00450559-0.0614166j -0.000773404-0.031999j -0.00677903+0.0310007j 0.00125043-0.026307j -0.00198975+0.000297265j 0.000191285-0.0266837j 0.00523319-0.0108671j -0.00529978+0.0172341j 0.0036503-0.000458069j -0.00192081+0.0138044j -0.000478457+0.0182016j 0.000912593-0.00750815j 0.00206091-0.0144755j 8.88474e-05-5.96756e-05j -0.000671964-0.00929454j 0.0037317-0.0134334j -0.0017542+0.00725116j -0.00198214+0.0202802j -0.0043064-0.0162753j -0.00164039+0.0326505j 0.000235794+0.00718171j -0.000671507+0.00327919j -0.000402867-0.00032418j -0.000485773-0.003845j 0.00088425-0.0191166j -0.000508973-0.0218114j -0.00205454-0.00221621j -0.00068111+0.0226934j -0.00111673-0.0279293j 0.000636842-0.0277586j 0.00199258-0.00516832j -2.53201e-05+0.0158215j -0.000828716-0.0258873j -0.00135954-0.00330049j 4.62982e-05+0.0104494j 
0.000775825+0.00643182j -0.00364362-0.00522874j -0.00693443-0.00764638j 0.00308131+0.00293043j -0.00129551+0.0282057j -0.00142057+0.0268293j 0.00192591+0.0309946j -0.000307295+0.0613468j 0.00621668-0.043892j -0.0103907-0.0110325j -0.00813999+0.0172883j 0.00330045+0.0364634j 0.00159204-0.120407j 0.00498928+0.0313104j 0.00706572+0.0232735j -0.00508394+0.00628414j -0.00478973+0.00401632j -0.00370355+0.0291451j 0.0022458-0.032755j 0.00504563-0.0166508j 0.00369901-0.045494j 0.000681973+0.00783163j -0.00315804+0.0205567j -0.00245447+0.00632115j 0.00277676-0.024703j 0.00526297+0.0068872j -0.0045057+0.00619808j -0.00600212+0.00516154j -0.00429747-8.6095e-05j -0.00215557+0.0141332j 0.00401021-0.0180454j -0.00103332+0.016635j 0.00125412+0.0208629j -0.00294492+0.0107924j 0.0043359-0.0336014j 0.000760684+0.000551024j 0.00328366+0.022296j 0.000106199-0.0029856j -0.000263084+0.00402291j -0.000332991-0.0195745j -0.00297983-0.00906895j -0.0016361+0.0300784j -0.00305465-0.0259167j -0.00142384+0.0126659j -0.00521636+0.006414j 0.00141162-0.0350543j -0.00119694-0.0129207j -0.00140762+0.010032j 0.000474714-0.0225344j 0.00076999-0.0218749j -0.000941691+0.0307503j -0.00239542+0.0191478j 0.00218861-0.110383j -0.00334542-0.043515j 0.000753337-0.0815562j -0.00534499-0.0379316j 
0.00361501-0.00589989j 0.00476345+0.00419768j 0.000712325-0.000976056j -0.0025246+0.0107534j 0.012044+0.021977j 0.00592048+0.0573718j -0.00885613+0.0296324j -0.00738116-0.0295424j 0.000491016-0.0152548j -0.000594731+0.0390643j 0.00329929+0.0326288j -0.00363153-0.0822451j -0.00895981+0.0264457j -0.00564679+0.0241238j 0.0019339-0.0121048j 0.00665797-0.0438512j -0.00536663+0.00475582j -0.00388848+0.00571462j -0.00414553+0.0428784j 0.00607188-0.0326635j 0.00238248+0.0224136j -0.00289427+0.0112877j 0.00268983+0.00195673j 0.00156519+0.000764542j 1.95185e-05+0.00241169j 0.00114708-0.0211454j 0.00464185-0.0246158j 0.00463872-0.0241732j -0.00369678-0.000191867j 0.00276735-0.0128668j 0.000456985+0.0162476j -0.00310137+0.0100594j 0.000413658+0.0188708j 0.000938744-0.0302615j 0.002474+0.00304695j -0.0032498-0.0116085j -0.000116323+0.0218842j -0.00172094-0.00368031j -0.000349607-0.00246919j -0.000559011-0.0211329j -0.00375539+0.0162817j -0.00104753-0.0244607j 0.00134013-0.000373836j 0.00151522+0.00384551j 0.00109059-0.0208824j 0.00113851+0.0326078j 0.00160347-0.0256033j 7.46345e-05+0.0174956j 0.000360229-0.0230348j -0.00477653-0.00670552j 0.00355857-0.0420446j -0.0018521+0.0293827j -0.00591964-0.101082j 0.0009159+0.107824j -0.00192212+0.0600008j 0.0071313+0.0805923j 
-0.0045916-0.00322962j 0.0023682-0.0103788j -0.00232997-0.0107084j 0.00486269+0.00440052j 0.00466538+0.041325j -0.0129044+0.0167612j -0.0099896-0.0543711j 0.00284544+0.0124267j 0.00138002-0.0415675j 0.00565505+0.0136432j -0.000951127+0.0222135j -0.0136351+0.0172146j 0.00162045+0.07572j 0.00444197-0.011859j -0.00342198+0.0616556j 0.0060355-0.0044957j 0.0117272-0.0654963j -0.00342423+0.0205104j -0.00606497+0.0114616j -0.00124152+0.00137131j 0.00503596-0.00692948j -0.00442685-0.0129331j -0.00503567+0.0101524j 0.00272195+0.0228392j 0.00036091-0.0116566j 0.00447687+0.00385237j -0.000239353+0.0196861j 0.000733201+0.00237266j -0.00152445-0.0170355j -0.000243881+0.00289104j 0.000487576+0.00156273j -0.00144862-0.0305022j -0.00030507+0.010298j 0.00164335+0.00705702j 0.000201921+0.00644481j -0.00153861-0.0246965j -0.00391488+0.0256593j 0.00208158-0.0149864j -0.000117565+0.00199369j 0.00216222-0.0179164j -0.00261651-0.0100736j -0.000143912+0.00267893j -0.00275723+0.0300807j -0.000505706+0.0185539j -0.00120413+0.0144299j -0.00217801+0.00526118j -0.000940267+0.0144924j -0.000112609+0.00575285j -0.001992+0.00427349j 0.0019531-0.0127866j 0.00208263+0.0409521j -0.00413416+0.0811659j 0.000809937+0.0458748j 0.00470164+0.074977j 0.00844638+0.052974j 0.000118448-0.0835319j 
0.00173612+0.0107104j -0.00125209-3.50803e-06j -0.00842387-0.0133354j -0.0103435+0.00617935j 0.00791421+0.0787162j -0.0110519-0.0296863j 0.0129122+0.0519988j -0.00860967-0.0039843j -0.0136581-0.0465145j -0.00828332+0.0192508j 0.00831769+0.0379797j 0.00599203-0.0432935j -0.00229323-0.0205998j 0.0075465-0.0959384j 0.00529521-0.0506461j -0.00597531+0.0165538j 0.00592928+0.00284233j 0.00223798-0.00508074j -0.00134514-0.00730913j 0.00730314-0.00436682j -0.000977042-0.00853775j -0.000232729+0.0182762j 0.000977807-0.00546826j -0.000951058+0.0158018j 0.00367758-0.0188492j 0.00229098+0.0121419j -0.0030395+0.017542j -0.00309505-0.00810654j 0.000190453-0.0210017j -0.00170767+0.0185131j 0.00320162-0.00352025j -0.00122948+0.00559129j -0.00273753+0.009159j -0.0011033+0.00975551j 0.00225167-0.0108488j 0.00193644+0.011412j 0.000518428+0.00732164j -0.000837971+0.0133563j 0.00181576-0.00288736j 0.00155388+0.00802443j -0.00197516+0.00247781j -0.000616579-0.00965427j -0.00139534+0.0133607j -0.000210323-0.0244127j -0.00231871-0.00365351j 0.00328333-0.0449178j -0.000951581-0.0159371j -0.000715023+0.00173314j -0.00170656+0.0463388j -0.00201134+0.0507024j -0.00314511+0.0597289j -0.00359125+0.0149563j -0.000930213-0.0309162j -0.0017668+0.0728671j -0.00230337-0.0605968j -0.00405571+0.0240661j 
0.00989715+0.00389205j 0.00235327+0.00304682j -0.00549617-0.0471702j -0.00294301+0.0313741j -0.00219315+0.027889j 0.00991304+0.00924934j -0.00413434+0.0723495j 0.0192185+0.0188503j -0.0022776+0.102681j -0.00298426-0.0141286j 0.00289155-0.0332312j -0.00342099+0.0183273j 0.00669106+0.00073757j 0.00105518+0.0304465j 0.00111413+0.00496865j -0.00243142+0.0372313j 0.00130406+0.00311148j 0.000568987+0.00434695j 0.00158861-0.00905132j -2.72087e-05-0.0209637j -0.000603993+0.00983641j 0.00252587+0.0228368j 0.000672309-0.0141157j -0.00198079+0.0178164j -0.000628884-0.00395448j -0.00206977+0.00939545j 0.00108398-0.0142121j -0.000133027+0.0191851j 0.00127054-0.00895728j 0.00112284-0.00924759j -0.00055947-0.00572798j 0.00148313-0.00666224j -0.00244194-0.0063514j -0.00350015+0.0108144j 0.000340384-0.0142567j -0.00176511+0.0177912j -0.0023756+0.0173182j -0.00064997+0.00728653j 0.00332546+0.0158109j 0.000411618+0.0174046j -0.00357105+0.0203601j 0.000138261-0.00638784j -0.00357566+0.00930265j 0.000165195-0.00911343j -0.00190374-0.0370288j 0.004716-0.0165252j 0.00104229-0.0195687j 0.00170912-0.0420636j -0.00177983+0.00337529j -0.00830156+0.082086j -0.000781843-0.0289714j -0.0100208-0.0586481j -0.0111548-0.207121j 0.000937424+0.234869j 0.000962092+0.0169823j 0.0030797+0.064162j 
0.0020068+0.00259378j -0.0109831-0.00271318j -0.000386158+0.0358675j 0.0104113+0.0443202j -0.0214225-0.0191382j 0.00472176+0.00065173j -0.0136492-0.0141891j 0.00306232+0.138972j -0.00460185+0.00401515j 0.00367268-0.0430555j -0.00325507-0.00476089j -0.00807546+0.0263803j -0.00207219+0.00496918j 0.00747303-0.0184809j 0.00391471+7.13236e-05j 0.00253721+0.0225747j 0.000901053-0.00739102j 0.000733201+0.0161443j -0.000439533-0.00522736j -0.00129038-0.0166829j -0.000637512+0.0110417j 0.00197689-0.00635333j -0.00234051+0.01278j 0.00201321+0.00919478j -0.00251874+0.0194195j 0.00140995+0.0196167j 0.00031289-0.0179063j 0.00251072-0.00324692j -0.000888415-0.00476026j 0.000934376-0.0287137j -0.00164783+0.00180813j 0.000761678-0.0235675j -0.000704859+0.0344282j 0.000138642+0.0216919j -0.000600562-0.016099j 0.00246415-0.0330218j 0.00364804-0.0230515j 0.000760433+0.0104618j 0.00206966-0.0350772j 0.00114888+0.0060895j 0.00183338-0.00460364j 0.00131595-0.0197302j 0.000875507-0.00648627j -0.00164534+0.044539j -0.00431547+0.0185901j -0.00309253-0.0177345j 0.00170547-0.0396454j -0.00272622+0.020694j 0.00560738-0.0222013j 9.99206e-05-0.0168393j 0.00116148+0.101742j -0.00120466-0.0737099j 0.00196063-0.205172j -0.00989484-0.188127j -0.0035796-0.0650715j 0.000447796+0.0170596j 
0.0039024-0.00682152j 0.00376307+0.0158211j -0.017123-0.0102663j -0.00557992-0.0174402j 0.00333363+0.0489166j 0.00155645+0.0268294j -0.00774975+0.0562776j 0.00670136+0.0416696j -0.000403433+0.0570029j 0.00397819+0.0143536j 0.00284878+0.0221781j -0.00346907-0.020181j 0.00330569-0.0312087j 0.00140476+0.00666366j 0.00473575+0.0150698j -0.0014953+0.00339538j -0.000127486+0.00300917j -0.00237941+0.013016j -0.00291257+0.0289455j 0.00532639-0.00417726j 0.000554466+0.00810175j -0.00273906+0.0149221j 0.000319504-0.0239553j 0.00237465+0.00455842j 0.00118214-0.0285588j -0.000914666-0.0202428j 0.00029938+0.0218887j 0.000851721+0.00288403j -0.000713598-0.0165026j 0.00219344+0.0267046j 0.00247867+0.00381822j -0.00107368+0.0252499j -0.00258756+0.00824601j 0.00296071-0.00975596j 0.0030228-0.0103083j 0.00544589+0.0111124j 0.00365646-0.00355793j -0.00197425+0.0107809j 4.79074e-05-0.00044573j 0.00114451-0.00126452j 0.00137646+0.00962494j 0.000835294-0.0317351j 0.00565303+0.0207151j -0.00132989-0.0528546j 0.00454664-0.00971773j -0.000310225-0.0330115j -0.0012195-0.0239127j -0.00207238+0.0133137j -0.000681895+0.145508j 0.0074394+0.0452327j -0.00233997+0.0484374j 0.0137858+0.0581359j 0.0110891+0.381502j 0.000949824-0.192005j -0.009812-0.00622448j -0.00110445+0.0478413j 
-0.00273429-0.0151876j 0.00229516-0.00773441j 0.00244641+0.0166088j -0.0170357+0.00434505j 0.0109945+0.0502218j -0.00788117-0.0140006j 0.00803219+0.0299827j 0.00392993-0.0756683j -0.0079955+0.00590956j -0.00101188+0.0422633j 0.00225534+0.00107076j 0.00408997-0.0229804j -4.94241e-05+0.0289192j -0.00173236-0.0248444j -9.80546e-05-0.0131002j -0.00409525-0.025399j 0.00356485+0.0018392j 0.00071784-0.00024092j -0.00616488+0.00357256j 0.005303+0.014409j -0.00552901+0.0212139j -0.000966918+0.0077785j 0.00252012+0.00241638j -0.00130225+0.0152426j 6.2809e-06+0.00709462j 0.00246678-0.0276863j 0.00112266-0.00313602j -0.000695928+0.035293j 0.00214021+0.000144019j 0.000776591+0.0133442j -0.00327455+0.00808531j 0.00025479+0.00821666j -0.00169573-0.00615086j 0.00236304+0.0176419j -0.00083987-0.00270855j 0.00244837+0.0304086j 0.0026196-0.0088605j -0.000427713-0.0194813j 0.000561752-0.00163552j 0.000282309+0.0208947j 0.00099996-0.0203311j 0.00595982-0.0164237j -0.000262119-0.000442917j 0.00345712+0.000245622j 0.000793033+0.0111767j -0.00304401+0.0194273j 0.0024986-0.0357058j -0.00271078-0.0694738j 0.00749116+0.0222161j -0.00138925-0.10078j 0.00417988+0.000410355j 0.000120961-0.2002j 0.00421507-0.214201j -0.0106508-0.362153j -0.00212269+0.039392j 0.00968792+0.0151297j 
-0.0203602-0.00103459j 0.00207657-0.00382757j -0.0117088+0.0471927j -0.00763518-0.0900374j -0.000323647+0.0375648j -0.00817856+0.0117649j 0.00343261-0.0317055j 0.000770451-0.00533345j -3.34312e-05+0.0108827j 0.00344622+0.0388522j -0.00409627+0.00167582j -0.00272542+0.0120147j -7.98322e-05-0.00161416j -0.00368347-0.00638274j -0.00176982+0.0220536j 0.000319099-0.0205423j -0.00109362+0.00570866j 0.00212673+0.00271755j 0.00105904+0.0160715j 0.000495078-0.00259471j 0.000713317+0.0294859j -0.000322942-0.0412996j 0.000224161-0.0246396j 0.000401259-0.0203151j 0.00124809-0.00546662j -0.000475716-0.027669j -0.000227657+0.0228415j 0.00508823-0.0093322j -0.00137368+0.0144966j -0.000538296+0.0342656j -0.000304444+0.0102732j 7.09547e-05+0.0100567j 0.0030628-0.00441793j 0.000371119+0.0189281j -0.00176751+0.0269647j -0.0016709+0.0226789j -0.00145916-0.00542564j 0.000501987+0.00308492j -0.00220226-0.0431308j 0.000657303-0.0101035j -0.00242687+0.00186864j -0.00358886+0.0154495j -0.00211181+0.0267432j 0.00222679+0.0035804j -0.00610894+0.0988216j 0.000586534-0.0590851j 0.000549634-0.0199986j 0.00314686-0.0263504j 0.000257421-0.0765466j -0.00689084-0.21245j 0.00398222+0.308193j -0.00842929-0.163637j -0.00827415-0.120933j 0.00187404+0.110581j 0.00379867-0.04895j -0.00421573-0.0387863j 
-0.00164105+0.00573792j -0.0218998+0.000210601j 0.00769344+0.0871955j -0.0104202+0.0523644j -0.00429535+0.0194961j 0.0020127-0.0509654j 0.0082843+0.00120091j -0.00367745+0.00216943j 0.000254086-0.0265809j -0.00435259+0.0152926j -0.00121443-0.0317484j -0.00233145-0.018271j 0.000585531-0.0108584j -0.00119523-0.0129292j -0.00354707-0.000597272j 0.00282495-0.0163515j 0.000391258-0.00789246j -0.00240968+0.0306597j -0.0016776-0.00736092j 0.000738964+0.0301679j -3.89361e-05-0.0219424j 0.00233282-0.0255896j 0.00105274-0.0014921j 0.00238475-0.00591165j 0.0012838+0.0108884j 0.000936375+0.019138j -0.00110187-0.0138038j 0.0019179+0.0288952j -0.0018707-0.00391065j -0.000451044-0.0205058j 0.000271919-0.014274j -0.000121153-0.00902712j -0.000484114+0.0270465j -0.00151567+0.0370759j 0.00061955-0.0442168j -0.000918558+0.0245859j -0.000726274+0.0427883j 0.000562402+0.00141987j 0.00325784-0.027681j 0.00325923+0.00723117j -0.00105511-0.0055757j -0.00281328+0.0275381j 0.00196163-0.0480755j -0.0040374+0.0756995j -0.0027837-0.0284169j 0.0019719-0.0446221j 0.000277081-0.0537126j 0.00148289-0.0137045j -0.00387737-0.175588j 0.00332488+0.319989j 0.00042329+0.0775459j 0.00136352-0.0808872j -0.00272743+0.125685j 0.00685646+0.168868j -0.00335601-0.0371447j -0.00402592+0.048043j 
0.00608912-0.00224053j 0.00182656+0.00146255j -0.000128644-0.0300217j 0.00880598+0.00887546j 0.00266513-0.0291467j 0.000207235+0.00864662j -0.00396441-0.00240676j -0.00435089+0.0103196j 0.00588134-0.0201544j 0.000906528-0.0167868j 0.000194077+0.0163664j 0.000189408-0.00381728j -7.75307e-05-0.00846377j -0.000352607+0.010949j -0.00105649+0.00710008j 0.00180913+0.00484729j 0.00212363-0.0127208j -0.00188973-0.00731355j -0.000898569+0.000568723j 2.94086e-05-0.00383295j 0.00380112-0.023145j 0.000117037+0.00558912j -0.00165708+0.012611j 0.00211979+0.000422298j 3.45805e-05-0.00621784j -0.00185379+0.0120772j 0.00020429+0.00439194j 0.000849851-0.0138287j -0.000388463-0.0117534j 0.00152425-0.00713456j -0.000458459+0.00769627j 0.00118871-0.00707887j -0.00130501+0.00706242j 0.000351963-0.0171099j -0.000310567+0.00644127j -0.000460005-0.0152838j -0.00564613+0.0248928j 0.00114628-0.00500581j 0.00143078+0.00560379j 0.00471586-0.0250292j -0.00140136+0.00996598j -0.00258837-0.00644948j 0.00242507+0.0386797j 0.00133714-0.030241j 0.000494541-0.00510599j 0.0038911-0.0224171j -0.00163807+0.0487145j 0.00401031+0.0298423j 0.00886878+0.308478j -0.00273006+0.00099491j 0.0087713+0.0628384j -0.00993035-0.638416j -0.00386146+0.101549j 0.00875308-0.0289708j 0.00152029+0.00937849j -0.00109714-0.0118278j 
