-0.010949+0.00361773j -0.00466087-0.00984477j 0.00789001+0.0108211j -0.012023+0.00885072j -0.00163186+0.0075979j 0.00449269+0.00743276j -0.0129601+0.00777365j 0.00126759-0.00222314j 0.00689677-0.00341008j -0.00334327-0.00865173j -0.00538257+0.00562916j 0.000899586+0.00569336j -0.00912478+0.00601866j -0.00189142-0.00118963j -0.000567267-0.00180385j -6.8196e-05+0.00943757j -0.00421512+0.00894165j -0.00308589+0.00453527j 0.00459315+0.000529096j 0.00191556-0.0103588j -0.000874244-0.00586914j -0.00280617-0.00150797j 0.00466342-0.00373293j 0.00675448+0.00374505j -0.00339224+0.00530235j -0.00425465+0.00547871j 0.0091538+0.00655595j -0.00114747-0.00224043j -0.00441364-0.00766488j -0.00903104+0.0226472j -0.00763208-0.0117175j 0.00312445-0.00962246j -0.00358421+0.00852735j 0.0105566-0.0105034j -0.0151598-0.00754608j 0.0105241+0.0172178j -0.0168593+0.0151207j -0.0205133-0.00110075j 0.0162725-0.00287966j -0.00378757+0.00455448j -0.00699758+0.0142813j -0.0137419+0.00338556j 0.00607195-0.00773193j -0.0215494-0.0173638j 0.00433557+0.00874907j -0.0398918+0.00613194j -0.00565154-0.0291401j 0.00544861-0.0110427j 0.006035-0.0282143j -0.00397814-0.0029642j 0.0146492+0.00361551j -0.00634029-0.000575714j 0.00293889-0.0154718j -0.00029456-0.000376514j -0.0021942+0.00893161j -0.00346395-0.00444002j 0.00457282-0.0037696j 0.0113004-0.00202364j 0.00271068+0.00155036j 0.0116747-0.00186152j 0.00573799+0.00202444j 0.00361038-0.00933952j 0.00121106+0.0132224j 0.00131104-0.00853124j 0.00213152-0.0244473j 0.00255907+0.0215487j -0.000336344+0.00889695j 0.0449678+0.0517824j 0.0514977-0.0471178j 
-0.000842948-0.0107844j 0.00129193-0.00376145j -0.00337933+0.0137793j 0.00337139-0.0055374j -0.00864694+0.000294873j -0.00517969-0.00364073j 0.0109992+0.01011j -0.0012356-0.00662367j 0.00101878+0.00153618j 0.00581798-0.00972228j -0.00843491+0.00407807j 0.0073698+0.00917437j -0.00526049-0.00478776j 0.00732719+0.0115457j -0.0092003+0.00584568j 0.0015007+0.00693604j -0.00903343-0.00710443j 0.00792674-0.000873028j 0.0204308+0.00612311j -0.00762686+0.0106076j -0.0129969-0.00265515j 0.0111781-0.00899199j 0.0224963+0.00699361j 0.00829356+0.0117172j -0.00211944-0.0142553j 0.00746164-0.00231812j 0.0177615-0.00694942j 0.00576039-0.0102567j -0.000305881+0.0144397j -0.0168354+0.00412473j 0.021521+0.023341j -0.014664+0.0082634j 0.0237654-0.00958416j -0.00684645+0.000866006j 0.011478+0.0101882j -0.028662+0.0178887j 0.00743139+0.00488984j 0.00349746+0.0144816j -0.00764199-0.00111076j -0.00125901-0.000289981j -0.00544049-0.00919165j 0.00233493+0.00710588j 0.00548513-6.09489e-05j -0.00181781+0.00598136j 0.00094806-0.0075782j 0.00700002-0.011764j 0.00470273-0.0119585j 0.0114653-0.00212241j 0.00285629+0.00856194j -0.00036835-0.0134969j -0.00298158+0.00274867j 0.00527363+0.00943134j -0.00618982-0.0050563j 0.0018093-0.00049173j 0.00248967+0.0214802j 0.00088417+0.0140844j -0.00966518+0.00808065j -0.00404666-0.00152833j -0.00170946-0.000493667j 0.00648901-0.00911183j -0.00365752+0.015784j 0.00554917-0.00978256j -0.0208781-0.00483365j -0.0021536+0.0201503j 0.0324672-0.0116506j 0.00598016-0.00493115j -0.00100101+0.00386744j -0.00321068-0.00838191j -0.00157974-0.00224978j 
0.00569917+0.00368684j -0.00814148-0.0178204j 0.00612224-0.00298689j -0.0161442-0.00536258j -0.014003-0.0105926j -0.00185861+0.00739398j -0.0144356+0.00266918j 0.00984367+0.00231143j 0.0068818-0.00212736j -0.0040069+0.00140565j -0.0082462-0.00941803j 0.00976998+0.000620959j -0.00393475+0.00485958j -0.0107768-0.00229809j -0.000561549+0.00467699j 0.000547413+0.00339927j -0.00656732+0.00210003j -0.00369953-0.0147474j 0.0205174-0.00461536j 0.015118-0.000636611j -0.0059749-0.00580912j -0.022499-0.00521176j -0.0153089-0.00449524j -8.54245e-05+0.00759955j -0.000570051+0.00373708j -0.00735673-0.00070707j 0.00978197+0.00667195j 0.0112769+0.0169782j 0.0126973-0.00155383j -0.0229014-0.0006509j -0.00538791-0.00981125j 0.0245552+0.0128367j 0.00490742+0.00879299j 0.0167388-0.01354j 0.0118649+0.00731085j -0.0268163-0.00788615j -0.00655137+0.000708824j -0.000420403-0.00489797j 0.0259872+0.00461516j 0.01644+0.00615572j -0.00370152+0.00869296j 0.00752923-0.00270247j -0.00373258-0.0025593j 0.00235599+0.00756022j -0.00204664-0.000819114j -0.0187872+0.0100284j 0.00617346-0.00926877j -0.000208131-0.00718011j 0.0133625-0.00872992j 0.0133975+0.00401902j 0.0123067-0.00335305j -0.00378927-0.00310899j 0.0100673-0.00672682j -0.00576521-0.00286804j -0.0105874-0.00314818j 0.00624261-0.000536896j 0.00781938-0.00488962j 0.0164446-0.00567699j 0.00457616+0.00267422j -0.00290663+0.00544891j -0.00283143+0.00374789j -0.00783456-0.00287404j 0.00754063+0.0279637j -0.00118509+0.0238888j 0.0102285+0.0254347j 0.0101991+0.0215436j -0.0215338+0.00699984j 0.00167414-0.0145119j 0.00727647+0.00553396j 
0.00124403-0.000309826j 0.00543476-0.00488961j -0.00321146+0.00220019j 0.0130996-0.00314153j 0.00659323-0.00733011j -0.00202177+0.00504086j 0.012771-0.00936895j -6.48798e-06-0.0149315j -0.000166387+0.00209999j -0.012758-0.00772544j 0.0187357-0.00402791j 0.00769195-0.00211396j -0.0153293-0.00321301j -0.00721498+0.00651328j 0.00225416-0.00739829j 0.00756163+0.00391624j 0.00598984-0.00496631j 0.0149632-0.00397704j 0.00901725+0.0126351j -0.00884243+0.0262352j 0.0114415+0.00983365j 0.0102124+0.000274059j -0.0031889-0.0224744j 0.00272506+0.00885742j -0.00748912-0.0029943j 0.00647691+0.0172899j -0.00788651-0.00665616j -0.00844468+0.01526j -0.00635318+0.00866255j 0.0130452-0.0160533j 0.0210366-0.00310075j -0.0214313+0.0150273j -0.0120589+0.00729671j 0.00408596-0.0137202j -0.0364643+0.0194214j 0.0369345+0.00989267j -0.0241394+0.00852703j -0.00513139+0.00603063j -0.00166566+0.00730916j 0.000206542+0.00212518j 0.00148372+0.00355272j -0.00357814-0.00382387j 0.00784344-0.0066916j 0.00812338+0.000621408j -0.00365708-0.00624991j -0.00466293-0.006541j -0.00635398+0.000424829j -0.010001+0.00130685j -0.00851363+0.00383908j -0.01322+0.00198347j -0.0108045-0.00181577j -0.00332516-0.00281738j -0.00323802-0.00404378j 0.000793697+0.00177975j 0.000289656-0.00914048j -0.000530385-0.00182001j -0.00318165+0.00197295j -0.00146004-0.00476377j -0.0178713-0.00934184j -0.00420591-0.00321967j -0.00795124-0.00442861j 0.00131767-0.0113605j -0.0327984+0.0107773j -0.00768965+0.00567305j -0.0235661+0.00382913j -0.00506285+0.00595247j 0.0127902-0.00766324j 0.00587321+0.00557398j -0.000132369+0.00157396j 
-0.00385022+0.00162794j -0.00460867+0.00527431j 0.0037321+0.000254492j -0.00343836+0.0148657j -0.00225108+0.00537995j -0.00125533+0.00211353j -0.0029677+0.0046442j -0.00516971+0.00386666j -0.00685309-0.0103483j -0.000126427-0.00707435j -0.00131885-0.00501263j -0.00562932-0.00371421j -0.0124001-0.00426349j 0.0062542+0.00369892j 0.00687605+0.00527983j 0.00327172+0.017794j 0.0007391+0.00620334j -0.00209994-0.0041812j -0.00164253-0.00503769j 0.0163122+0.00888803j -0.00681905-0.0110376j -0.00242507-0.0127068j 0.0130287-0.00476908j 0.0093135+0.0237101j -0.0115362-0.00331023j 0.000221328+0.00271925j -0.00878226+0.00357015j -0.00989244+0.00379357j 0.00681023-0.0149919j -0.00283227-0.0047848j 0.0275902-0.0194816j 0.0155826+0.00570447j -0.0111623-0.00316268j -0.00961832+4.397e-05j 0.00172047-0.00131205j -0.00574988+0.00243869j 0.00806191-0.0112231j 0.0155499-0.00250509j -0.0114308+0.0187994j 0.00165741+0.00941912j 0.00749436-0.000714368j 0.00316316+0.00583499j -0.00760286-0.00472618j 0.00110622-0.00941901j -0.00200575+0.00543435j -0.00118588-0.0127013j 0.00228962-0.00787792j 0.00662736-0.00424852j 0.000985301+0.00587203j -0.00165617+0.00804274j -0.00458618+0.0155131j 0.00221245-0.000128791j 0.0117943-0.00159027j -0.00407249-0.000653201j -0.00054491+0.0108953j 0.0110915-0.00331845j 0.00236096+0.00625964j 0.00529175+0.00532254j -2.22711e-05+0.00228894j 0.0110858+0.00499065j 0.00523991-0.0173235j 0.00154677-0.00405319j 0.00283222+0.0129124j 0.0297956+0.00880018j 0.00381251+0.00692219j -0.00314527-0.0118099j 0.00773992+0.0116852j -0.0066392+0.0156611j 0.00183092-0.00229623j 
-0.00375669+0.00270979j 0.00220825-0.00317724j 0.0041047-0.000549292j -0.00275159-0.00737499j 0.00181431-0.00259403j 0.00150927-0.00350349j 0.00730235+0.00156855j -0.00525572+0.00279521j 0.00124742+0.000362471j -0.00918604-0.00620082j 0.00782294-0.0059473j -0.00307539-0.00232621j 0.000964872-0.0146084j -0.00733694-0.00458097j 0.000603438+0.0113354j 0.0038912+0.00200114j 0.0141099-0.0118145j -0.00361345-0.00618382j 0.00317312-0.0148457j -0.00155703+0.00853762j 0.00190204+0.00199861j -0.00320779+0.0058384j -0.000169623+0.0144798j 0.00956255+0.00752516j -0.000410824-0.00667756j -0.00460341-0.0111844j 0.00626825+0.000770254j 0.000520526+0.0129325j 0.00849301-0.000927651j 0.00688915+0.00544435j 0.0164961-0.0122685j -0.00756899+0.00668941j 0.022528-0.0140914j -0.0250867+0.00288445j -0.00875202+0.00103507j 0.0176412-0.00142655j 3.96724e-05-0.00911464j -0.0125047-0.00436076j -0.00278028-0.0061555j 0.000920481-0.0162385j 0.00433549-0.00658325j -0.00812448-0.0150802j -0.00841645+0.0029856j -0.000150425-0.00802644j 0.0123994+0.00128017j 0.0132765-0.0183542j -0.0130186+0.0160485j -0.0115478+0.0107051j -0.0175663+0.0184671j -0.00197348+0.00478755j 0.00538872-0.00189411j -0.00319981-0.00496132j -0.00980557+0.0142162j -0.00254077-0.0042402j 0.00880001+0.00447039j -0.00517579-0.00433228j -0.00790853+0.00495998j -0.00154386+0.00690127j 0.003296-0.00875899j 0.0163185-0.00469995j 0.0126456+0.00234951j -0.0151354+0.023221j -0.0217177+2.52048e-05j 0.00855858-0.0126294j -0.00427398-0.0300087j -0.0118773-0.00273749j 0.0139939-0.00655622j 0.0117052+0.00886209j -0.00485018+0.0224394j 
-0.000304927-0.00228325j 0.00284484-0.0019059j -0.00117771-0.000133184j -0.00242064+0.0104825j -0.000764728+0.00232184j -0.00686291-0.00510152j 0.000438238-0.00304158j -0.0019507+0.00696202j 0.00318377+0.00753873j -0.00404508+0.00422136j 0.00319064+0.00679987j -0.00126767-0.0221997j -0.00799345-0.00633176j 0.00298823+0.000293181j 0.000700468-0.0114233j 0.00466831+0.00357388j 0.00660666+0.00224161j -0.00350444+0.018459j 0.00234556+0.0010044j 0.00250364+0.00786537j -0.00884959+0.0116145j -0.00429336-0.00512191j 0.0153221-0.00106801j 0.00876335+0.00246809j -0.00364326+0.00928969j 0.00199242+0.0147524j -0.00249553-0.0159939j -0.00352523-0.00616838j -0.00404785-0.000920139j 0.00543991+0.00611153j 0.00277514-0.0227427j 0.015576-0.0182835j -0.00376976-0.0210245j -0.00203394+0.0101817j -0.0143544+0.00166692j 0.0134362+0.0107543j -0.0154763-0.00294528j -0.00504929+0.0102646j 0.0047881-0.00956241j -0.00248824-0.0127879j 0.00805924+0.00142398j -0.00085963+0.00797269j -0.000532283+0.0118874j -0.00914436+0.0152163j 3.12636e-05-0.000136252j -0.0109914+0.00798594j -0.00633009+0.0133802j 0.0091415-0.00579275j -0.00188103+0.00569865j -0.00270343-0.00524378j 0.0101505-0.0171683j 0.00326967+0.0168999j 0.00520855+0.00320041j -0.00516155-0.0067615j 0.0127371+0.0122983j -0.00185717-0.00250558j 0.00716615+0.00381417j 0.0016737+0.00861542j 0.0191359+0.00182767j -0.0019864-0.00550569j -0.00592405-0.0130207j 0.00952682+0.00793946j -0.00927313+0.019064j 0.0175689+0.00269935j -0.000696878-0.0126755j -0.0159378+0.0121935j 0.00586258+0.00487151j 0.00428248-0.0156303j 0.00638169+0.00180074j 
-0.00175347+0.00283387j -0.00179306+0.000653342j 0.00407458+0.00351436j -0.00140232+0.000363156j -0.000349491+0.000711499j 0.00238967-0.00393232j -0.00309481+0.00415115j 0.000128252-0.00515234j 0.0031963-0.00171018j -0.00179456-0.0068007j -0.00358564-0.00535482j -0.00393863-0.0216496j -0.0139327-0.0158335j 0.00156213-0.000393695j -0.000756149+0.0126549j -0.0041112+0.00319556j -0.00466681-0.0116968j -0.0113618+0.00217474j 0.00337623-0.0112336j 0.0139634-0.0224713j -0.00668678+0.00725493j -0.0110624-0.0228693j 0.00217588-0.0144085j 0.00317283+0.00394468j -0.00616743-0.00896616j -0.00351897+0.00880798j 0.00029373-0.00999204j -0.0037648+0.0445427j 0.016909-0.0241014j -0.0146647+0.0114183j 0.00473663-0.00349437j 0.0137115-0.00133845j -0.00110075-0.00744312j -0.00155558-0.00584271j 0.0106451+0.00884395j -0.000129733-0.00382342j 0.00319169+0.0120067j 0.00719847+0.00689538j 0.00340431-0.0061588j 0.00218829-0.00145873j -0.00343788+0.00421344j -0.000139176+0.00193938j -0.00237737-0.00885693j 0.00921845-0.00307688j -0.0008553+0.00182552j -0.00397941+0.00502806j 0.0127421-0.00913303j 0.00569184-0.00920919j 0.00921698-0.0118415j 0.00338432+0.00856515j 0.000662362-0.0010373j 0.00251661-0.00507069j 0.00616874-0.00962155j -0.00556557-0.00187931j -5.36162e-05+0.0176241j 0.0035809-0.00321433j 0.000119439-0.00286967j -0.00147602+0.000463485j -0.00302565-0.00697416j 0.00243945-0.00626473j -0.00736027+0.000932889j -0.0022383+0.00967668j -0.0021833+0.000958056j 0.0119977+0.00535925j 0.00887648-0.00478346j 0.0113673+0.0042543j -0.0133676-0.00243282j -0.00476053+0.00186948j 0.0051021-0.00977637j 
0.00126867-0.00115296j 0.00165563-0.000202701j -0.00330392+0.00131421j -0.00340684-0.00296735j -0.00506689+0.00559069j 0.00134626-0.00386551j 0.00189052+0.00778868j 0.00316171+0.00951562j 0.000811895+0.00433076j 0.00660019+0.00273985j 0.000757321-0.00813645j -0.0082634+0.00217074j 0.0123534+0.0114941j -0.0006614+0.00524751j -0.00568277-0.000663989j -0.00458221-0.0157287j 0.00240758+0.00259978j -0.00547733+0.0283859j -0.00994165-0.00768531j -0.0110546+0.0160497j -0.00194939+0.0189375j 0.00844025+0.00311901j -0.00242886+0.0188214j -0.00823878+0.0418347j 0.00486806-0.00665704j -0.0067357+0.00890928j 0.011031-0.00197488j 0.00511803+0.00508369j -0.000675073-0.0166609j 0.000890678-0.00303663j -0.00980491+0.0136582j 0.000608129-0.00943502j 0.00532872+0.0138909j 0.00669428-0.00260351j 0.00686985-0.00128793j -0.0129597-0.0144757j 0.00335564+0.00471706j 0.00470037+0.00129024j -0.00147392-0.00423669j -0.000157232+0.00163682j -0.00480239+0.000301157j 0.00244796-0.00123413j -0.000568775-0.0022228j 0.001905-0.00739099j 0.00230217+0.000917102j 0.0139817-0.00317456j 0.00882286-0.00997405j 0.00249722+0.00180294j 0.0030562-0.00408353j 0.0022262-0.0135311j -0.00342979+0.00853466j 0.00401899-0.00528138j -0.00363237-0.000560668j 0.00595011+2.19871e-05j -0.0038037-0.0033335j 0.00041474+0.00418757j -0.0018028+0.00167262j -0.00187546-0.00322866j 9.07409e-05-0.00422859j 0.0056605+0.00076501j 0.00973687+0.00985604j 0.00489478-0.000748323j 0.00839929-0.0178552j -0.0147788+0.00478557j 0.0109655+0.00549659j 0.00830541+0.00050777j -0.00227871+0.00250874j -0.00587539+0.001384j -0.00594705-0.00280185j 
-0.00169287+0.00106396j -0.00346972+0.00156584j 0.00440931+0.00170021j -0.00398692+0.00178819j -0.000235038+0.0099706j -0.00305469+0.00204078j -0.00441131+0.00444197j -0.00549429-0.00927607j 0.00291893-0.00288298j 0.0030935-0.000791361j -0.0112786+0.00567655j -0.00230824+0.0182619j -0.000774204+0.0207648j 0.0048017-0.00787541j -0.00274644-0.00457647j -0.00871876+0.00479808j -0.000179552+0.00470201j -0.0181324-0.000643553j 0.00448218+0.00406712j 0.0152936-0.000136994j -0.000539503+0.00453314j -0.00327334+0.0348698j -0.00200146+0.0101904j -0.00185626-0.0141402j -0.00843685+0.0028403j 0.00138024+0.00924306j -0.0079683+0.00171592j 0.00852543-0.00864362j 0.00384634-0.0136025j -0.0129311+0.0065248j 0.0190165-0.0304108j 0.0137034+0.00120886j 0.00248327-0.018777j -0.000370609-0.00917802j 0.0163745+0.0119402j -0.0194532-0.00559785j 0.00797957+0.0203315j 0.00508098-0.000832332j 0.00464405-0.0142221j 0.00297218-0.0103479j 0.00114551+0.00448062j 0.00594431+0.00220657j -0.00568316+0.00395906j 0.0123751-0.0157348j -0.00656106+0.0044013j 0.00974568+0.00644012j 0.0183325-0.0199241j 0.00475254-0.00899786j 0.01206-0.0171425j 0.003259+0.0108922j -0.0070759-0.00471996j 0.00488079+0.00101594j 0.00961653-0.00691106j -0.00335216-0.00489504j 0.0017542+0.0194601j 0.00135972-0.00735032j 0.00143706+0.00051881j -0.00827278+0.0180638j 0.00581599+0.0118721j 0.00507097-0.00587451j -0.00912388+0.00259783j -0.000140092+0.0143493j 0.00875972+0.00368366j 0.0202262+0.00190513j 0.0187382-0.0121111j 0.0165356+0.00628481j -0.0117154+0.00572358j -0.0108323+0.000205593j -0.00276325-0.0138904j 
0.00294957-0.000394778j -0.0033001+0.00113992j -0.000922468+0.00115471j 0.00338401+0.000341231j 0.00188304+0.000493582j -0.00404154+0.00188843j -0.00366764+0.0192182j -0.00375393+0.00296795j 0.0032493-0.0108867j -0.00164985+0.0023795j -0.00443657-0.0109352j -0.000435374+0.00852703j -0.0046988+0.0282131j 0.00467408+0.0073433j -0.00372978-0.00992806j -0.00333754-0.00573778j -0.00224812-0.0193835j 0.000545395+0.0176288j -0.00214051+0.00584834j 0.00412152+0.00557943j 0.00500324-0.0119318j 0.00426998+0.00546324j -0.00118695+0.00485906j 0.00201835-0.0139493j 0.00175905-0.000282964j -0.00304682-0.019447j 0.00322883+0.0161341j -0.00245813+0.00134198j 0.000524226-0.00694583j 0.00322102+0.0126918j -0.00159822-0.0174333j -0.00776843+0.0121843j -0.00121536-0.024431j 0.00205086+0.00227846j -0.00908049-0.00770032j 0.014721+0.00369628j -0.00913173-0.00128898j -0.00828957-0.0119023j 0.00455655+0.0012804j -0.00260123+0.00821417j -0.00400374+0.00361833j -0.00667821+0.00357059j 0.00819333-0.000510173j -0.00557294+0.0175822j 0.00249111-0.00380414j -0.0117406+0.0166986j -0.000357591+0.00291271j 0.00352529-0.000338074j 0.00834909-0.00605931j 0.00243136+0.00625537j 0.0157625-0.00541635j -0.00834082+0.00180407j 0.00993571-0.00431242j -0.00187346+0.00845253j -0.00539976-0.00897796j -0.0063156-0.00178443j 0.00462043-0.00165942j -0.00681123+0.00755466j -0.00194097+0.0037437j -0.0105417+0.00840499j -0.000417582-0.00812675j -0.00343311+0.00347402j 0.00679069+0.0156114j -0.00403033-0.0173225j -0.0208064+0.00224691j -0.0094762+0.00262129j -0.0023841-0.00427636j 0.00165344-0.00484782j 0.00737201-0.00284015j 
-0.00126912+0.00138065j -0.000859552-0.000394088j 0.0053975-0.00107902j -0.00187814-0.00645204j 0.00070976+0.0101143j 0.00459548+0.000929153j -0.00468214-0.0113826j -0.0098642+0.000442752j 0.00209016+0.00772339j -0.00422949-0.00384018j -0.0029582-0.0263258j 0.000190919+0.0172484j -0.00618658+0.0216811j -0.0016917-0.00571145j 0.00384683+0.00819526j -0.00287411-0.00533716j 0.000925305-0.00712645j -5.872e-05-0.00979396j 0.0154737-0.000266593j 0.0107409+0.00371562j 0.00967203+0.00224874j -0.010888-0.010504j -0.00369455+0.0207023j 0.0075792+0.000152445j -0.00316336-0.00507744j 0.0100251-0.0106087j -0.0128637-0.0118109j 0.0067376-0.0121243j 0.000321475+0.0129364j -0.0043315-0.000598887j 0.00794789+0.0133565j 0.0117893+0.0092074j -0.0098966-0.0191507j -0.00386745+0.00629963j -0.00202238-0.00732879j 0.0233647+0.01114j 0.00575558-0.0208533j -0.00970126-0.00534588j 0.0115494+0.0144633j 0.00469958+0.000775347j 0.00112705-0.00636278j -0.00571037+0.00504039j -0.000483287+0.00236001j 6.90568e-05+0.00760399j -0.00220087-0.000303701j -0.0262941+0.0007127j -0.0137105+0.017591j 0.00506238+0.00421741j -0.00958274+0.0144642j 0.00284506-0.0046806j 0.0130727-0.00423412j -0.00101066+0.00249505j -0.00338028+0.00424391j -0.00244893-0.00277319j 0.0105016+0.00784285j -0.00414732+0.00104604j 0.00741558+0.00173818j 0.00113937-0.00674446j -0.00673424-0.00598343j -0.00216339-0.0102957j -0.0142514-0.00954791j 0.0051026+0.00483438j -0.0202677+0.012028j 0.0162319+0.0110582j -0.0013754-0.00448216j -0.0153513+0.00115781j -0.000530451-0.00245249j 0.0102726+3.953e-05j 0.018197+0.0194529j 
-0.00377387+0.000883519j 0.0029448-0.0022499j -0.00433738+0.0073678j 0.0119505+0.000182524j 0.00106969+0.00589013j -0.00459412+0.00464004j 0.00352979+0.00116112j 0.00417221+0.00651651j 0.00138295+0.00809975j -0.00742071+0.00117985j 0.00340252+0.0012595j 0.00438579+0.00361824j -0.00305535-0.0023212j 0.00621829-0.00896281j -0.00534364-0.00829767j -0.00511142-0.0145342j 0.00227676-0.0117629j 0.00544128+0.000313578j 0.000343431+0.00104387j 0.00246326-0.00821059j 0.00341144+0.00438117j 0.00213551-0.00267427j -0.00111335+0.013315j -0.000640736-0.00209582j -0.0117818+0.00700185j 0.00359338-0.0113124j -0.0069118-0.0146084j -0.0110394-0.00366672j -0.0113522+0.0146062j -0.0039081-0.00953276j 0.0270399+0.0143381j 0.00902246-0.0042206j -0.00589929+0.00688481j -0.00131605+0.00877301j -0.0130427+0.018452j -0.000115552-0.0295255j -0.0103755+0.0279338j 0.000604713+0.0288135j -0.00823218-0.00961533j -0.00641723+0.00974692j -0.00881465+0.00985733j -0.0102341+0.0186366j 0.00498059+0.00208942j 0.00895098-0.00360328j -0.00224867-0.00539454j 0.000982838+0.0182302j 0.0235218-0.00527995j 0.0074449-0.00399534j 0.0188844-0.0122206j -0.0120178+0.0182349j -0.0159884-0.00657358j 0.000478154+0.00429078j 0.0266795-0.0062272j -0.00210807-0.00228187j -0.00144584-0.000765293j 0.00997901-0.00497226j -0.00390485-0.00303251j -0.00795789-0.000653597j 0.00240797-0.00565598j -0.00367477+0.0208739j -0.0042791+0.00161243j -0.0129896-0.0175753j -0.0176586+0.00656684j 0.00593126+0.00665102j -0.00655375+0.00058802j -0.00060007-0.00139712j -0.00975188-0.0070107j -0.0201359-0.0154783j -0.0021999-0.00976258j 
0.00395702-0.00102639j 0.00240863+0.0017352j -0.00341345-0.00807505j -0.00631096+0.00479151j -0.00272985-0.00561193j -0.00846883-0.0129226j -0.00404096+0.0127248j 0.00287747+0.0124793j 0.000978633+0.00381929j 0.0043103+0.00832401j -0.00481433+0.0159972j -0.0101029+0.00816917j 0.00900255-0.0170467j 0.00733078-0.000241486j 0.000139468+0.00376026j -0.0033315+0.00257396j -0.00172332+0.00625049j -0.00147907-0.00156187j 5.80747e-05-0.00802735j -0.000476361+0.00785105j -0.00655709+0.00104606j 0.00155744+0.0113004j 0.00276787-0.00264045j 0.00256942+9.80137e-05j 0.00878004-0.00860337j -0.0071155-0.00451666j 0.00608498-0.00827533j 0.00762394-0.000227204j -0.00108708-0.0117321j 0.00182752-0.00117065j -7.6197e-05+0.0161938j 0.0101945+0.00304029j -0.0084331-0.00429678j 0.00610627+0.00416861j -0.00536576-0.00277013j -0.00443304-0.025335j -0.00924225-0.0112172j -0.0096108+0.0178657j 0.00496432-0.0195051j -0.00292617-0.0081512j -0.00640319-0.00247726j -0.00871546+0.00578501j 0.00634318-0.00235639j -0.00884535+0.0179515j -0.00262744-0.00134575j -0.0261844+0.0320469j 0.00724558+0.00809244j 0.0170905-0.000838151j 0.0258462+0.000427829j -0.00233959-0.0102007j 0.0154007-0.0152951j -0.00517082+0.010329j 0.0214968+0.000340915j 0.000647298+0.00812315j 0.00229433-0.00285576j -0.0155704+0.0125376j 0.0182268-0.000714134j -0.0127874+0.005806j -3.9431e-05-0.0134542j 0.00468704+0.00356616j 0.0105179-0.00389284j 0.0116434+0.0155509j 0.00161458-0.00612837j -0.00555425+0.000761146j 0.00282165-0.00875473j -0.0134698+0.00279283j -0.00590563-0.0014415j -0.0163821-0.0272614j 0.0197151+0.0100019j 
-0.00093466-0.00176797j 0.003079-0.000775051j -0.00147912+0.00304979j 0.00695846-0.000945604j -0.000139943+0.00342475j -0.00623198+0.000492518j 0.0102769+0.00111618j 0.00534541+0.00276995j -0.0046106+0.000824848j 0.0025641-0.0028845j 0.00552497+0.00665059j -0.00406147+0.0082486j 0.00852663-0.0123755j 0.00319645-0.0118605j 0.000883808+0.00681123j -0.00852577-0.000151051j 0.00975582-0.00981834j 0.00311735+0.0193207j 0.000859214+0.00198174j -0.0117252-0.00639297j -0.0012238+0.00693793j 0.0122302+0.00766511j 0.00552497+0.00557438j -0.00703149-0.0154346j 0.0146598-0.00529899j -0.000298288-0.000662246j -0.0121612-0.0122328j -0.00144415+0.00215391j -0.0247267-0.00733023j 0.0210475+0.0168171j -0.00285749+0.00149393j -0.00282987+0.00811265j -0.0120573-0.00521219j 0.00228652+0.000251699j -0.002882-0.0263252j -0.0059253+0.0346881j -0.00517542-0.0159111j 0.0085811-0.00440249j -0.0169487+0.0130122j -0.00942178+0.0033171j 0.00704217+0.0145498j 0.0112255-0.00152484j -0.00485853+0.00447265j 0.013901-0.00898195j -0.00668784+0.0103191j 0.0299812-0.0196401j 0.0107487-0.013799j 0.00420252-0.00310839j -0.0134246-0.00367313j -0.00617974-0.0153655j -0.021521+0.00611131j 0.00812215-0.000687454j -0.00552584+0.00716059j 0.0070332+0.00369245j 0.000483824-0.00275791j -0.00361418-0.0161176j 0.00133094+0.0176419j -0.00475376+0.00878021j 0.00825541+0.0131423j 0.0139238-0.0127176j -0.0121719-0.0134684j 0.0212378-0.00783124j 0.0115348+0.0160354j -0.00211589+0.000864242j -0.00876437+0.0162123j 0.0106526+0.00848902j 0.0142353+0.00761022j -0.00719742+0.0172888j -0.0205575-0.0152764j 
