-0.010949+0.00361773j -0.00466087-0.00984477j 0.00789001+0.0108211j -0.012023+0.00885072j -0.00163186+0.0075979j 0.00449269+0.00743276j -0.0129601+0.00777365j 0.00126759-0.00222314j 0.00689677-0.00341008j -0.00334327-0.00865173j -0.00538257+0.00562916j 0.000899586+0.00569336j -0.00912478+0.00601866j -0.00189142-0.00118963j -0.000567267-0.00180385j -6.8196e-05+0.00943757j -0.00421512+0.00894165j -0.00308589+0.00453527j 0.00459315+0.000529096j 0.00191556-0.0103588j -0.000874244-0.00586914j -0.00280617-0.00150797j 0.00466342-0.00373293j 0.00675448+0.00374505j -0.00339224+0.00530235j -0.00425465+0.00547871j 0.0091538+0.00655595j -0.00114747-0.00224043j -0.00441364-0.00766488j -0.00903104+0.0226472j -0.00763208-0.0117175j 0.00312445-0.00962246j -0.00358421+0.00852735j 0.0105566-0.0105034j -0.0151598-0.00754608j 0.0105241+0.0172178j -0.0168593+0.0151207j -0.0205133-0.00110075j 0.0162725-0.00287966j -0.00378757+0.00455448j -0.00699758+0.0142813j -0.0137419+0.00338556j 0.00607195-0.00773193j -0.0215494-0.0173638j 0.00433557+0.00874907j -0.0398918+0.00613194j -0.00565154-0.0291401j 0.00544861-0.0110427j 0.006035-0.0282143j -0.00397814-0.0029642j 0.0146492+0.00361551j -0.00634029-0.000575714j 0.00293889-0.0154718j -0.00029456-0.000376514j -0.0021942+0.00893161j -0.00346395-0.00444002j 0.00457282-0.0037696j 0.0113004-0.00202364j 0.00271068+0.00155036j 0.0116747-0.00186152j 0.00573799+0.00202444j 0.00361038-0.00933952j 0.00121106+0.0132224j 0.00131104-0.00853124j 0.00213152-0.0244473j 0.00255907+0.0215487j -0.000336344+0.00889695j 0.0449678+0.0517824j 0.0514977-0.0471178j 
-0.0032209+0.000760609j 0.00540677+0.0054625j -0.0010377-0.00203181j -0.00402928+0.00709695j -0.00846943-0.00330693j 0.00511369+0.015953j -0.00206561+0.0047639j -0.00596757+0.0181767j 0.00240951-0.00283913j 0.00791343-0.0213645j -0.00694475+0.00591568j 0.00334406+0.0187741j 0.0102315-0.0203168j -0.00998999+0.0123845j 0.0130449-0.0266816j -0.000168145-0.00216665j 0.00392106-0.0153852j 0.00459203+0.0215229j 0.00178103+0.00139832j 0.00853733+0.0161165j 0.0105805-0.0185955j -0.00654449+0.0125214j -0.011258+0.00175905j -0.0119388-0.0177902j 0.00989325-0.0203376j 0.00220522-0.0055709j -0.00646556-0.0295174j -0.00125923-0.0142936j 0.000567734-0.00374737j 0.00403577-0.00421395j 0.00995891+0.00254987j -0.00623879-0.00977398j -0.00646815+0.00345338j -0.000300891-0.0177342j 0.00793851-0.00665212j 0.00438915-0.00230056j 0.00941338-0.0157833j 0.0057985+0.0245933j -0.00727958-0.00929982j 0.00310361+0.0190761j -0.00499373+0.00519376j -0.0017693-0.011338j 0.00589579+0.0160971j 0.00761928-0.0140511j -0.00423452-0.0261388j -0.00393133+0.00306364j 0.000681657+0.0127245j 0.00729473+0.00599084j -0.0080397-0.0200137j 0.00308135-0.00110052j -0.00312364+0.00888509j -0.00521127+0.0252505j 0.00178312+0.00133196j -0.00617894-0.00892729j -0.00122107-0.0167687j 0.00295017-0.00415323j -0.00025353+0.00322008j -0.00447071+0.00890662j 0.00400842-0.00266279j 4.9793e-05-0.000120382j 0.00116541+0.00287969j -0.00637219+0.00248584j 0.00194868-0.00238711j -0.00157223-0.00205275j -0.0051526-0.00252069j -0.000788654+0.00519265j -0.00314131+0.00238131j -0.00136398-0.00417885j 0.003655+0.000933026j 
-0.000319866+0.00285916j -0.00169477+0.00665034j 0.00061528+0.0107199j -0.000553576+7.47976e-05j 0.00996168-0.00262482j 0.0040605-0.0102007j -0.00993477-0.00520345j 0.00343893-0.00755756j 0.0140083+0.00937204j 0.00368213-0.0104022j -0.00308364+0.00128429j -0.0159457-0.0141032j -0.0196829-0.00903872j -0.00453809+0.0288375j 0.012921-0.0262351j -0.0150611-0.0204758j 0.0139912-0.0131817j 0.00134745-0.00911039j -0.013081-0.00512978j -0.0190001-0.00171318j -0.0168009+0.0118016j 0.00292241+0.00793767j -0.00282117-0.0251516j 0.0287915-0.00038895j 0.00736084+0.00796611j 0.0129068+0.00719044j 0.0104768+0.0100993j 0.017641+0.00737196j 0.0101754+0.00675546j -0.0147216-0.00175847j -0.0219149-0.00658855j 0.00777543+0.00799653j -0.00248138+0.00104196j -0.00406199+0.0064124j -0.00632364-0.00801904j 0.00717288-0.00230159j 0.0045294+0.00998304j -0.00509726-0.00155494j 0.0122366+0.00548224j -0.012878+0.00162475j 0.000331611+0.00688548j 0.0298108+0.00723707j 0.00934786+0.011122j 0.000741411-3.6399e-05j 0.0165377-0.00299279j -0.00228962-0.000946547j 0.000327817+0.00570567j -0.0066431+0.0070706j 0.00525513-0.00545271j -0.00774981-0.00208563j -0.00117476+0.0074203j -0.0201248-0.00512228j -0.013603+0.000868272j 0.0117572+0.00471089j 0.00877914+0.00588666j -0.00284035+0.0023366j 0.00424385+0.00312017j -0.00955068-0.002797j -0.00710244+0.0135808j -0.0043995+0.0010192j -0.00169187+0.00618836j -0.00175253-0.000574843j -0.00198172-0.000634839j 0.00208952-0.00433412j 0.000487104+0.00158593j -0.00416808-0.000609178j -0.00246565+0.00131153j 0.0051583-0.00165656j -0.00444624+0.00277197j 
0.00623401-0.00126983j 0.00148804-0.00177713j 0.00676528-0.00569239j -0.00371987-0.00440357j -0.01208+0.00292209j 0.0070804+0.00928138j 0.00923728-0.0171417j 0.00191583+0.0174768j -0.0112468+0.000972637j -0.0110323+0.0147374j 0.00151125-0.00347087j 0.000217695+0.0270029j -0.0133164+0.00419002j 0.0131353-0.010471j -0.0134749-0.00592577j 0.00526182-0.0352616j 0.000316548+0.0255256j 0.00208308+0.0020518j 0.00326132-0.0137011j 0.00151522-0.0201591j -0.00090875-0.00575097j -0.0114761+0.00483001j -0.0264556-0.0143413j 0.0120985+0.00830675j 0.0120548+0.00932269j -0.011971-0.00103822j 0.0333089-0.00136144j 0.0137776-0.00118064j -0.00629294+0.00381442j 0.000683182+0.00904674j -0.015998-0.0118057j 0.00417883-0.00452433j -0.000644667-0.00158936j -0.00234491+0.0029182j 0.0133152-4.78857e-05j -0.00180228-0.00748895j -0.0168947-0.003891j -0.000741168+0.000261343j 0.00532779+0.00770644j 0.0172521+0.00663955j -0.0107665-0.00630553j -0.00334797-0.0031398j -0.00760048+0.00223408j -0.00476711-0.000897861j 0.0125983+0.0087165j 0.000934607-0.00215688j -0.00825716+0.00134771j 0.00699872+0.000218783j 0.012685+0.00205958j 0.000762582+0.00764918j -0.00538906-0.00623779j -0.0112325-0.00748314j -0.00470904-0.00554295j 0.0100449-9.64973e-05j 0.00367523+0.00383818j 0.00641412-0.00292008j 0.00398141+0.00448736j -0.00619643+0.00383585j -0.00434858+0.0067277j 0.00144626-0.00119188j 0.00186891-0.00196064j 0.00091327-0.00152549j -0.00414627-0.0031446j 0.00102386-0.00516125j 0.00782947+0.00106228j -0.00923862-0.00104387j -0.00138482-0.00294295j 0.00279271+0.000967721j -0.0045412+0.000554513j 
-0.00255465+0.00128992j 0.000683685+0.00620916j -0.00883641+0.00326229j 0.00683855+0.00133903j 0.0144306-0.0196341j -0.00611935-0.0196559j -0.0139651+0.0128121j -0.00628619+0.0140982j 0.00674225-0.0170892j 0.0173288+0.0128634j -0.00907332+0.00458997j 0.0144591+0.0163572j 0.0148987+0.00410629j -0.0118994-0.00284419j 0.0130842+0.0111429j -0.0131153-0.00573953j 0.00466636+0.00128199j -0.0189445-0.0214214j -0.0205421-0.0311358j 0.0029699-0.00641972j 0.00638684+0.0234713j 0.00344102+0.0177493j 0.00244175+0.0101179j -0.0061154+0.00503558j -0.00110534+0.0164898j 0.0108287-0.0183858j -0.0219553+0.0170545j -0.00635395+0.00619577j -0.000942766-0.00890757j 0.0126523+0.0300715j 0.00798952-0.0103014j -0.0135784-0.000519106j -0.0127995+0.0114336j -0.00958359-0.00176907j -0.017851-0.0127224j 0.00211139+0.00204861j 0.0178648-0.00216915j 0.00274405-0.00454595j 0.00583305-0.00489458j -0.0104144-0.0101102j 0.00197254-0.00623643j 0.00714944-0.0010917j -0.00101422+0.00522686j 0.00584204+0.00187581j -0.00440478+0.0217846j -0.00264521+0.0082958j 0.0120363+0.00286174j -0.00287462+0.00113876j -0.00132608-0.00647092j 0.0150594-0.00123109j 0.0117517-0.00615938j 0.00531398-0.0145956j 0.00485951-0.0105736j -0.0113565-0.00181148j -0.00632434-0.00698499j 0.0119869+0.00262371j -0.0003387-0.00278724j 0.0104284-0.00879509j -0.00791283-0.00283134j 0.0108004-0.00674482j 0.00824701-0.00369344j -0.00176914+0.00543839j 0.0011569+0.00117054j -0.00230809-0.00103745j 0.00162212+0.00619015j 0.00717004-0.00397749j 0.00147635+0.00580776j -0.0031631-0.00178633j 0.00208345-0.00355828j 
-0.00254562-0.00692699j -0.00674785-0.00112702j -0.00137388-0.00865236j 0.00273844-0.00124984j 0.0031476-0.0101431j -0.00737128-0.0303318j -0.0145013+0.0115311j -0.00271499+0.0182738j -0.00126906-0.0204466j 0.00380999+0.00748751j -0.000579751+0.0218056j -0.00534852-0.00443628j -0.00394035-0.0109771j -0.00501227+0.00295766j 0.00478708+0.00547148j -0.00597887+0.0147639j 0.0136383+0.0117074j -0.00454629+0.0221106j 0.00443415+0.00749953j 0.015208+0.0353732j -0.0233184-0.0300993j -0.0134194-0.0246036j -0.0080819-0.0181989j 0.0133446+0.00426666j -0.0169803-0.00459669j -0.00848635-0.00361432j 0.000590178+0.0172741j 0.00469999-0.00588001j 0.00413226-0.00479778j -0.0221649+0.00038911j -0.00312726+0.0122571j 0.0164268+0.0089556j 0.00609691+0.00895607j -0.00243006-0.000724046j -0.00592114-0.00605471j -0.00428895-0.0104991j 0.0132645-0.00436058j 0.00844608+0.00164213j 0.00731014-0.00812898j -0.00101363-0.00363549j 0.0115164-0.00204979j 0.00790338+0.00935766j 0.00604669-0.00541409j 0.00791418+0.00485161j 0.00992905-0.00852382j -0.0129004-0.00762161j -0.00119752-0.00696997j 0.00022702+0.00160791j 0.0133458+0.00860484j 0.00105832+0.0015683j -0.00197427+0.000561194j -0.00105267+0.00392153j -0.0044087+0.0114261j 0.00800667-0.000471118j 0.000991712-0.00101154j -0.0054399+0.00569844j 0.00524909+0.00698192j -0.00141691+0.012897j 0.00523072-0.00363505j -0.00953294+0.00579653j -0.00965523-0.00614315j -0.00105835+0.00182694j 0.000821485-0.00649145j 0.00324233+0.00550169j -0.00360231-0.00189008j -0.00554797+0.0044346j -0.00810588-0.00469183j 0.00546754-0.00119295j 0.00361439+0.00482265j 
0.00368314-0.00449942j 0.00479091+0.00451211j 0.00255649-0.00924638j -0.000294466+0.00425262j -0.00123429+0.00699699j 0.00566992-0.000691505j 0.00220293-0.00277546j 0.00917703+0.0169905j 0.0037258+0.0108294j -0.00293958+0.00630536j 0.00465142+0.0163648j -0.00631517-0.0182704j -0.00123314+0.00443165j 0.00989493+0.00196385j -0.00298521-0.00488653j 0.003987-0.0125349j -0.0106311+0.00314906j -0.0112483-0.0090558j -0.0138312-0.0279873j 0.00421526-0.00702287j 0.0159868-0.00355669j 0.00544096+0.0190154j -0.00652526+0.00812868j -0.00270392-0.000958038j 0.0101946-0.00236507j 0.00329838+0.0116034j -0.00203426-0.00620179j -0.000834394-0.00980402j -0.00174263-0.00330172j 0.0139743+0.0165282j 0.00114765-0.002018j -0.00987278-0.00438354j -0.00247538+0.00312385j 0.00281572+0.00862409j 0.0026779-0.00218747j 0.0050799+0.00394433j -0.000786729-0.000475887j 0.00353391-0.0032088j -0.000718374-0.0103726j 0.00293632+0.00539444j -0.00870091+0.00442335j -0.00344773-0.00448038j -0.00393694+0.00692048j 0.000172581-0.00874235j 0.00389667-0.00365303j 0.00260302+0.00685836j -0.00287508+0.00822994j 0.00567325-0.00107565j 0.000524981-0.00206139j 0.0058932-0.000189552j -0.000151192+0.000996975j -0.00405876+0.00105603j 0.000586584-0.00383144j -0.00589653+0.000716092j -0.005701-0.000364251j 0.00567181-0.00374718j 0.000147229-0.00170407j 0.00147365-0.0019756j -0.00468468+0.0017585j 0.00587852-0.00207316j 0.00551016+0.000717796j 0.00142406-0.000681805j -0.00101379-0.0013906j -0.0024028-0.00368049j 0.00312991+0.00101004j 0.00178763+0.00161729j 0.00239357+0.00259264j -0.0027364-0.00228797j 0.000417669+0.000582594j 
-0.00604096+0.00599466j -0.00165459+0.00909136j -0.0114241+0.00891719j -0.00470404+0.0101354j -0.00602001-0.00411995j 0.00715443-0.010847j -0.0105081-0.00655086j -0.0107626+0.0144534j -0.00114374-0.0152438j 0.0213489+0.00161763j -0.0172473-0.0110037j -0.00142601+0.0348568j 0.0239033+0.0107216j -0.0117536+0.00196374j 0.0139191-0.0133448j 0.00468773-0.0095658j -0.00702232+0.00340661j 0.014766-0.0200174j 0.0168731+0.0052647j 0.0013373+0.0032763j -0.0258634+0.00174995j -0.000791458-0.0175663j 0.00460858-0.015917j -0.0240568-0.00422565j -0.00270844+0.015309j -0.00306868-0.00575371j 0.0203767+0.00727747j 0.00606628+0.0103493j -0.0119488+0.00325283j -0.0100769+0.00826123j -0.00332262-0.00330276j -0.000952033+0.00301547j -0.00413758-0.00709508j -0.0127431-0.00790361j 0.0121918+0.00467464j -0.00302163-0.01809j -0.000689963-0.00718258j 0.00298995-0.0186007j 0.0147812+0.000786597j 0.0113171+0.0120388j -0.00665891+0.00163048j 0.00188663+0.0151954j -0.00444322+0.00890782j -0.00536053-0.00252731j -0.019606+0.00111684j -0.00172654-0.00408207j 0.000228437-0.0012457j -0.00650215-0.00590736j 0.00301997+0.00607431j 0.00360993+0.00275194j 0.0151404-0.0115865j 0.016066-0.00942694j 0.0138484-0.00184808j 0.0172835-0.00870097j 0.00886407-0.00099175j -0.00282146+0.00474977j -0.00478709+0.00491688j 0.000132996+1.64912e-05j -0.00602346+0.00287143j -0.00183078+0.00191185j -0.000223038-0.00388786j -0.00562923+0.00570855j -0.00634783-0.000657184j 0.00125649-0.0071719j 0.000963159-0.000118636j -0.00943165-2.16701e-06j -0.00421243-0.00177923j 0.00408249-0.0025878j 0.000278538-0.000745066j 
-0.00245991-0.00572258j -0.00836079+0.00175934j -0.00195173+0.00117712j 0.000651015+0.00098212j 0.00276322-0.00781414j -0.0102093+0.0120575j 0.00126739-0.00134605j -0.00924906-0.00707883j -0.0025592-0.0112116j 0.000767524-0.00782194j 0.0119895-0.0119516j 0.0222982+0.0161614j 0.0151447+0.000857155j -0.0043326-0.00663277j -0.0156523+0.00174306j -0.0305172+0.00559059j 0.0377952+0.0139417j 0.0110594+0.0168543j 0.0122812+0.0125718j -0.021677-0.0283179j -0.00541306+0.0294547j -0.0154545+0.00908335j -0.0392765+0.0139465j 0.0118582-0.00931719j -0.00438538+0.000453562j -0.00415339-0.0179903j 0.00381501-0.00124399j -0.00694036+0.000409344j -0.00443009-0.0110533j -0.0150596-0.00925061j -0.00324256-0.0017994j -0.00584347-0.0114033j -0.0143513-0.00658478j -0.000463821-0.00889232j -0.0124621+0.00277483j -0.00946415-0.00274462j 0.00264514-0.00819006j -0.00551129-0.00668357j 0.00870999-0.00509538j -0.00425011+0.0051099j 0.0177125+0.00444192j 0.0172347-0.013351j 0.00737186+0.00964703j 0.00809739-0.00490639j 0.0187833-0.0100573j -0.00887197+0.00170229j -0.00264694+0.00890742j 0.0219949-0.0210721j 0.0129186-0.0131094j 0.0137023-0.00626532j -0.0154699+0.000551857j -0.0119388+0.00896612j -0.0110555-0.00107866j 0.00140322-0.00645666j 0.0100481-0.00552563j 0.0128709-0.00488727j 0.00922015-0.00313573j 0.00285914+0.00363348j 0.0108146-0.000294981j 0.00439529+0.000891516j -0.00150922-0.00541806j -0.000307291-0.00337831j 0.00247319-0.00529704j -0.00057546-0.0031768j 0.00271388-0.00407274j -0.00171166+0.0055195j 0.0029176+0.00438307j -0.00133863+0.000972688j -0.00479752-0.00108047j 
-0.00585738-0.00170716j -0.00151674+0.00582748j -0.0190691+0.00331819j -0.00163936+0.0201747j -0.00661361+0.0108745j 0.0117728-0.0126944j -0.0157789-0.000115225j 0.0131402+0.021727j -0.00346921-0.0021444j 0.0210891+0.00432047j -0.00107946+0.0211639j -0.0134139-0.00826988j 0.00342485+0.0183235j 0.000780965+0.00856496j 0.015039-0.0143405j -0.00981845+0.00511809j 0.0123833-0.0112648j -0.00079528-0.0302623j -0.0193378-0.00758623j 0.0187124+0.00880535j -0.0124135-0.00456965j -0.00259219-0.00267837j -0.0233813+0.0098603j -0.00131983+0.000235236j -0.00490553+0.00118535j -0.010874+0.0106024j 0.00389864+0.000473265j -0.00730305-0.00303184j -0.00752809+0.00223953j -0.00833516+0.0104035j 0.00377699+0.00569969j -0.00656719+0.00701931j 0.00392676+0.00332809j 0.00621147+0.0102841j 0.00551162-0.0132135j 0.00669131-0.00926701j 0.00697862+0.00728642j 0.0120986+0.00892756j -0.00545883+0.00293326j 0.014628-0.0193926j -0.00725367-0.0105034j 0.0092121-0.00615529j 0.00604148+0.00107846j 0.00251835+0.00396584j 0.00240991+0.00616743j -0.0050176+0.00440071j -0.00511755-0.00730192j 0.0100978-0.00998342j 0.0111991+0.00305583j 0.012495-0.00240558j -0.00426555+0.00104659j -0.0108587+0.00643371j -0.00686709+0.0101388j 0.00450851-0.0046886j 0.00467237-0.00670391j 0.00405436+0.005503j 0.00863134-0.00437698j 0.00441085+0.00139344j 0.00705953-0.00356627j -0.000737355+0.00371253j -0.0057489-0.00844655j -0.0036353+0.00455071j -0.00191998-0.00411251j -0.00184511-0.00505046j -0.00106724-0.00322359j -0.00425128+0.00525013j -0.00114844+0.00278152j -0.000553374-0.00399878j 0.00324831-0.000941716j 
-0.0127636+0.00601311j -0.00249796+0.00217432j -0.0231466+0.016192j -0.00774301+0.0152174j -0.00436989-0.00715693j 0.0197308+0.00190954j -0.0061699-0.0253533j -0.00738931-0.00812698j 0.0127932-0.00181883j 0.0219651-0.00260884j 0.0164004-0.00323625j -0.0121326-0.00139476j 0.00557309-0.00265331j -0.0349804+0.0101166j 0.0440641-0.0204296j -0.00481283+0.0184945j 0.0158456+0.00260883j 0.0224191-0.00793299j -0.0134623+0.0308366j -0.0152887-0.0310709j 0.0173756+0.0307265j 0.019176-0.0121215j 0.0200369+0.0135637j 0.0017803+0.0183599j -0.00541119+0.00307173j -0.0112725+0.0036729j 0.00307037+0.00388192j -0.0089078+0.0162431j -0.0168148+0.00612097j -0.00189324-0.0154285j 0.00887747-0.0019825j -0.0198557+0.0022962j -0.00632707-0.0078672j -0.00834604+0.00159064j 0.0118222+0.00720617j 0.0275101+0.0182797j -0.00118295-0.00818005j 0.0134932-0.00362567j -0.0155612-0.00904219j -0.000406532+0.00541007j -0.00602855-7.5008e-05j -0.008454-0.00114606j 0.00219936-0.000358334j 0.00381307-0.00809596j 0.00806591-0.0113917j -0.00440445+0.000518589j -0.00273902-0.00677795j -0.012173+0.00177787j -0.00394397-0.00652462j -0.0074925-0.00736818j -0.00327648+0.00307095j -0.00158254+0.00178445j -0.00458623-0.000280328j -0.00556145+0.00348516j -0.00448622+0.00961308j -0.00460598-0.00650014j -0.00096067-0.0012114j 0.00335466-0.00799182j 3.53539e-05-0.00398407j -0.00122228-0.00613732j -0.0041083+0.00382349j -0.00431842-0.00446149j -0.00104859+0.00608318j -0.00068254+0.00357284j -0.000723526-0.00177172j 0.0107496-0.00263062j 0.00194406+0.00203308j -0.00255501+0.00449778j -0.00111226-0.00280798j 
0.00421864+0.00742135j 0.00286476-0.00111652j 0.00357432+0.010579j 0.00405197-0.00955218j 0.00102993-0.012428j 0.000141986+0.0262181j 0.000292355+0.00830771j 0.00945348+0.0116116j -0.00432424+0.00416814j 0.00201353-0.00525091j -0.00247949+0.00396345j -0.0106934-0.00597913j 0.000736171+0.00491547j -0.000451509-0.0156384j -0.00753624+0.00294729j 0.0157251+0.00805337j 0.012399+0.00478244j -0.0112569-0.00680275j 0.00643229-0.00255381j 0.0136641+0.00844263j -0.0111091+0.0100266j -0.0158846-0.0102862j -0.00556232-0.00215402j 0.00439554+0.00144331j -0.00527781-0.00187335j 0.000220154-0.0154424j -0.00462713-0.0120184j 0.00454713+0.000710918j 0.00456071+0.00501883j -0.00302455+0.00258156j -0.00374166-0.00674013j 0.0103176+0.00458686j 0.0040757+0.0108861j 0.000443046+0.0125894j -0.0104898+0.0122385j -0.0123498-0.00236506j -0.00144962-0.00386644j -0.00708047-0.00398156j 0.00149441+0.000395637j 0.000469234+0.00437548j 0.00175991-0.00292662j 0.00409104-0.00979137j 0.00329567-0.00346328j -0.00509227+0.00328854j -0.00532426+0.00600199j 0.00703199+0.0017762j 0.00742894+0.000295723j 0.000630341-0.00254519j -0.00482489-0.0047073j 0.00395455-0.000998027j 0.00474287-0.0005426j 0.00672062-0.00568184j 0.00303502+0.00065792j 0.00565008+0.0018516j 0.00574537-0.00690844j -0.0017079+0.00163214j 0.000423315-0.00313783j 0.000775505-0.00249465j 0.00105192+0.000878824j 9.40816e-05+0.00360136j -0.000176585-0.000857739j 0.000804552+0.00433987j 0.00177486+0.000418264j -5.76053e-05-0.00311877j -0.000343603+0.00342235j -0.00349908-0.00401513j -0.000124112+0.0010708j 0.000605951-0.000649823j -0.000471363-0.00318878j 
-0.00417959-0.000532014j -0.00125859+0.00276168j -0.00296616+0.00229803j -0.00501807+0.00512205j -0.000318249+0.0110649j 0.00431783-0.00249667j 0.00304301-0.0130338j 0.00819629-0.012297j 0.0136877+0.0195423j -0.0021145-0.00451686j 0.0224407+0.0212834j -0.0172766-0.0232232j 0.0194038+0.0123539j 0.00739278+0.0191685j -0.031934-0.0218078j -0.00209469-0.00502212j -0.000701563+0.0140419j 0.0323282+0.0133452j 0.036566+0.0159547j -0.00392544-0.0290503j -0.0181668+0.0163462j -0.00630193-0.00492939j -0.0162399-0.0235174j -0.029991+0.00284104j -0.00674092-0.00760621j 0.0150569+0.0106491j -0.00773442-0.00440658j -0.0127302-0.000989773j -0.00118529-0.00680541j -0.00728011-0.0162099j 0.00564828+0.00199641j -0.00112516-0.00456534j -0.00316213-0.00441628j 0.0205653+0.0130264j 0.00538715-0.0076524j -0.000529728+0.00771908j 0.0135809+0.0129345j -0.0118906+0.0162561j -0.00233586+0.00512739j -3.61819e-05-0.0167389j 0.00964757-0.00166656j -0.00308811-0.00540576j -0.00438216+0.0120577j 0.0038819+0.0145822j -0.0280092+0.0110958j -0.0015925+0.00192876j 0.00138693-0.00942732j 0.000652811+0.0182868j 0.00178125-0.00333667j 0.000234023+0.0107281j 0.00749364-0.00875506j 0.0152595+0.00592262j 0.015145-0.00570476j 0.0107582-0.00688797j 0.00896778+0.00111256j 0.0060729+0.00618217j -0.00448802+0.00338905j 0.00229209-0.000377631j 0.00470172-0.000315051j 0.0114865-0.00407315j 0.00604369-0.00226156j -0.00678074-0.00178122j -0.00435176+0.0030279j -0.00472508-0.000437103j -0.00173109-0.00418151j -0.000330981+0.00455645j -0.00324597+0.004392j -0.000222978-0.00163236j 0.0019656-0.00110553j 
0.00131265-0.00729313j -0.0110301+0.00618063j 0.00866862-0.00809634j -0.0116831+0.0021325j -0.00573166-0.0146397j 0.00540104-0.00962133j -0.0105438-0.0234206j -0.00359821+0.0226151j 0.00432002-0.00660406j -0.000915058+0.0138063j 0.0261669+0.00250043j 0.0212176-0.017132j -0.0143171-0.0242725j -0.0387639+0.00778251j 0.0175343-0.00169044j 0.0132046+0.00668152j 0.00366092+0.00581633j 0.0169193+0.00520575j 0.028431-0.0113843j 0.0136052+0.00779241j -0.000900516-0.00381672j -0.0285429+0.0134271j 0.00115873+0.0154629j 0.0300793+0.00837389j -0.0122699-0.00101639j 0.00317342+0.0124567j -0.00808196-0.00418002j -0.00324679-0.0101859j 0.00453869+0.00831442j 0.00193073+0.0266272j 0.000672719-0.00108373j 0.00354094+0.00979334j -0.00427407+0.00651244j 0.00633195+0.00518964j 0.0131271-0.0115132j -0.0097967-0.0125953j -0.0202897+9.98772e-05j 0.0133155+0.00757701j 0.00462575+0.00202704j 0.0119725-0.0147868j 0.0123116-0.00257476j -0.0313571+0.0111144j -0.00398347+0.000852312j 0.00252108+0.00736112j 0.00135098+0.0134389j 0.000260917-0.00305116j 0.00992176-0.00455577j 0.00440026-0.00927317j -0.0163956+0.00236082j 0.0101845-0.0141803j 0.0062605+0.00659761j 0.0071839-0.0118945j 0.00294318+0.00495324j 0.00325891+0.00671816j 3.44938e-05-0.00936596j -0.00492927+0.000784282j 0.000310666-0.00224391j 0.00499516-0.000444442j 1.7444e-05+0.00801322j 0.00021216+0.00319614j 0.000218614-0.000748368j -0.0044613+0.00218742j 0.00691147-0.00579208j 0.00595121-0.00513161j -0.00363809+0.00374913j 0.000231772+0.00115745j -0.0044256+0.00171664j 0.00676784-0.00231761j -0.00146983+0.00446932j 
0.00508493+0.00818753j 0.0133448-0.0104369j -0.00721232+0.0135778j 0.0203607-0.00447558j 0.0103282+0.0300232j 0.0150688-0.00132007j -0.000381465+0.00520031j 0.0221655-0.000472717j -0.0287958+0.0147645j 0.00312099-0.0142287j -0.0189211+0.0307896j 0.0114924+0.0186496j -0.00575727-0.00756649j 0.000691807-0.0308196j 0.00323304+0.0024331j 0.0477337-0.00596259j 0.0296108-0.00608264j 0.0115159+0.00800113j 0.00905123+0.0250774j -0.0178822-0.00822405j -0.00781025+0.0061765j -0.0120696-0.00673834j 0.00438534+0.0123077j 0.013487+0.0206875j -0.000105985-0.00686543j 0.00647944+0.0164063j -0.012146-0.00678313j 0.00790653+0.00797722j 0.00658121+0.0105553j -0.0188783-0.030811j -0.00690903+4.41761e-06j -0.00534695+0.00474032j -0.012673-0.0174426j -0.0094513+0.00978536j -0.0163053-0.00879303j 0.000540857+0.00806707j -0.00733267-2.29902e-05j -0.00168435-0.00209807j -0.00558454-0.00815798j 0.0132707-0.00153634j -0.00490599+0.00546307j -0.00341178-9.28625e-05j -0.00519414+0.00147611j -0.00610343-0.000806471j 0.0021514-0.00427776j 0.00284031-0.00229168j 0.000770749+0.00330402j 0.0101239-0.00178158j -0.00938745-0.0135643j 0.000278694-0.00636974j 8.72198e-05+0.00845854j 0.00280287-0.00612353j 0.00178614-0.00268682j -0.00243457+0.00710739j -0.000107109+0.0103321j -0.000491482-0.00503992j 0.00122155-0.0047669j 0.00235683-0.00769382j -0.00279038+0.00130203j -0.00266887+0.00132179j -0.00761141+0.00327333j 0.000500693-0.00636616j 0.000765891+0.00452758j -0.000398848+0.00366747j -0.00215168-0.00527843j 0.00449517+0.00191325j 0.00116893+0.00114506j -0.00153658+0.00554966j -0.00447379-0.00274764j 
