0.0171553-0.00133435j -0.00739997-0.0205013j 0.0151807+0.0317838j 0.037061+0.00492054j 0.00109551-0.0222668j -0.039219-0.00280118j 0.00996172+0.0378967j -0.0141927-0.0224991j 0.0590228-0.0108784j 0.0390822+0.0084341j -0.0466496-0.00835943j -0.0223134+0.00114433j 0.0642085-0.00539724j 0.00226363-0.0249454j -0.0378287+0.00361805j -0.0563547+0.0472748j -0.0192622+0.0418719j 0.0361316+0.0254924j 0.0279423+0.0392872j 0.00026484+0.137266j 0.0823158+0.0131307j 0.0953719-0.0102457j 0.040501+0.0369375j -0.00643859+0.0554978j 0.0574478-0.0314679j 0.0158466+0.000496307j 0.027144-0.013052j 0.00970136+0.016333j -0.0234807-0.0184805j -0.00283413-0.00657142j -0.00426782+0.0187096j -0.00807773+0.00156641j 0.000604602-0.0117172j 0.0119287+0.0124708j 0.0263039+0.0122486j 0.000975159+0.011935j 0.0117575-0.00164472j 0.00545086-0.00819251j -0.026156-0.00512433j -0.0128194-0.0044911j -0.00659427-0.00795411j -0.0143617+0.0108271j 0.0262135-0.0074676j -0.0195966-0.00653724j -0.00431487+0.0222795j 0.00852226-0.0212793j -0.00662681+0.00578231j 0.00141589+0.0279867j -0.00554586-0.00251834j 0.00103628-0.0242677j -0.0152435+0.00170498j 0.0330513+0.0182218j 0.00357108+0.0283918j 0.0184212+0.0122895j -9.0348e-05-0.0219733j -0.0058924-0.0202257j -0.0156013+0.00811461j -0.00983555+0.00628121j -0.0110935-0.0155098j 0.00460759-0.018629j 0.025815-0.0258349j -0.00404289+0.0053834j 0.0241215-0.00184532j 0.0143598-0.00758473j -0.00757298-0.0170746j 0.0328145+0.0106631j -0.0137609-0.0115662j 0.0325094+0.0214879j -0.0150961+0.00143128j 0.00868045-0.00395696j 0.00376781-0.0220074j 0.00861857-0.00241628j -0.0108255-0.00013804j 0.00175355+0.00149808j -0.00814665-0.00121722j 0.0181896-0.00460473j -0.010235-0.00387783j 0.00602512-0.00755565j 0.0019676-0.00157415j -0.00262877+0.0167715j 0.00958714-0.00740342j 0.00959913-0.00183409j 0.00212878+0.01011j -0.015423+0.00364379j -0.00513878+0.00480398j 0.00121164+0.00503445j -0.0106531-0.0104433j -0.0018414+0.00563516j -0.0286746-0.00904958j 0.0378914+0.00833473j 0.00941898-0.0261299j 0.00467525-0.00689223j 0.0166004+0.0164747j -0.0474789+0.062297j -0.067682-0.050622j 
-0.00902976+0.0122858j 0.000545441+0.00104094j 0.00414697+0.0144364j 0.0133215+0.0166012j 0.00420191+0.000408643j -0.00630673+0.0289348j -0.0442014-0.00574476j 0.0462896+0.0344407j 0.00949348+0.00160988j -0.0452095+0.00302398j 0.0351204-0.0512795j -0.0178294-0.00865813j -0.0106728-0.0381509j -0.0827103-0.00738004j 0.087569+0.0372516j -0.0404495-0.0450678j 0.0675419-0.102799j -0.0667561+0.0461849j -0.0350727+0.104874j -0.0236601+0.08242j 0.0747759-0.0277561j -0.0128921+0.0140962j -0.0381009+0.0209494j -0.015391-0.0347738j 0.0127068-0.00460398j 0.00237153-0.00631248j 0.00172889+0.0215133j 0.00498402-0.00338436j -0.00349059+0.00852241j 0.0032579-0.00484563j -0.0321631+0.00931281j -0.00173114+0.0232652j 0.00496107+0.0176214j 8.34788e-05-0.00570218j 0.010662+0.0150346j -0.00337847+0.0101591j -0.00837799+0.00678535j 0.00454074-0.0111542j -0.0148165+0.00283788j -0.00238793+0.00783843j 0.0046144+0.00704815j 0.016211+0.00647772j -0.0253715-0.0110007j -0.00174495+0.00161129j -0.0122313-0.015153j 0.0208395+0.00564315j 0.0135438-0.00433267j 0.00849732+0.0112034j 0.0151484+0.00502833j -0.00342494+0.00300706j 0.00198205+0.00745395j 0.0149054+0.0147455j -0.00203439+0.000485478j -0.0115071+0.000578703j 0.00626266+0.000887553j 0.00456334-0.00604632j -0.00241137+0.00512675j 1.48779e-06+0.0111174j -0.00545532-0.0025021j 0.0205378+0.00582035j 0.00111668-0.00324337j 0.000551986-0.00470851j -0.00280613+0.00560422j 0.0131294-0.0164517j -0.00101707-0.00532015j -0.0142178+0.000892122j 0.00675781-0.00166144j -0.01288+0.00609297j 0.0114394+0.0101462j -0.00519944-0.00403722j 0.00352293-0.00334958j -0.00196239-0.0021317j -0.0134387+0.00223045j -0.0107518-0.0129826j 0.000787169-4.70817e-05j -0.00640749-0.00261171j -0.00315009-0.0109601j -0.00239325+0.00700567j -0.00322563-0.0090725j -0.00895056+0.0107579j -0.00597337-0.00713787j -0.00646899+0.00811078j 0.0114859-0.0141967j -0.00361577+0.000632359j 0.0154055+0.00482309j 0.00729981+0.0207503j 0.00365932+0.00483249j -0.00778757+0.0100892j -0.0122621-0.00526144j -0.00167195+0.0113069j -0.00298918-0.0076369j 0.0186285-0.0168993j -0.00971524-0.00264915j -0.00714536+0.00827371j 0.0180925+0.00520616j 
0.0058071+0.0215946j 0.00702235-0.00365283j 0.0132197+0.0279985j 0.0501481+0.0212836j -0.0146457+0.0333399j 0.00784272-0.00600226j -0.0211651-0.0312398j 0.0473011-0.0293751j 0.050344-0.0396602j -0.0583114-0.00122093j -0.0582091-0.0118161j -0.00781398-0.0101784j -0.0541655-0.0408806j -0.0922669+0.0682475j 0.053308-0.00599952j -0.11413-0.00506298j -0.132416+0.0108541j 0.0569775+0.0540185j 0.102877+0.00378118j -0.0252821+0.0697962j -2.42331e-05+0.0213683j -0.00564871-0.0105534j -0.0111083+0.0411987j -0.0450472-0.026389j 0.004497+0.0105485j 0.00325825-0.0140961j 0.0149904+0.0124102j -0.00425164+0.0216016j -0.0123598+0.00358747j -0.00692276-0.00419637j -0.024578+0.0274164j -0.0106253+0.00951126j 0.0130107-0.00121469j 0.0136854-0.0109073j 0.011997+0.00877468j -0.00508176-0.0104592j -0.0107565+0.0120673j 0.0144091-0.00368662j -0.0209349-0.00472655j 0.0162281+0.00281273j -0.0150491-0.00860006j -0.0157976+0.00154158j -0.000188373+0.0112964j -0.00171208+0.00293368j -0.0138273+0.0142691j 0.00161927+0.0156784j -0.00235996-0.00100805j 0.00614049+0.0185659j 0.00168551+0.00846134j 0.0179693-0.0095305j 0.00586168+0.00575397j 0.0271073+0.00773702j -0.00175918+0.00137039j 0.0118175+0.0126463j -0.00362993-0.00574361j -0.00308839-0.00753049j 0.00368596+0.000505072j -0.00359447-0.0114818j -0.00384507+0.00297149j 0.00415095+0.0123631j 0.0105584+0.00477971j 0.00140532+0.00754821j -0.000122996-0.00229812j 0.00148165-0.00438032j -0.0119356-0.00541462j 0.00200154-0.000928023j -0.00921138-0.018458j 0.00710594+0.00883891j 0.000255196-0.000191384j 0.00624731+0.00804838j -0.0114117-0.0221151j 0.00445776+0.00408746j -0.000389843-0.00277259j -0.00417735-0.0006227j -0.0119211-0.0115703j 0.00194442-0.00970515j -0.0168985-0.018506j 0.00743648-0.00523776j 0.0128841-0.00804629j 0.00181602+0.00226477j 0.00867962-0.0123649j -0.00197277-0.00435959j -0.0133508-0.00315845j -0.00441985-0.00170532j -0.000288088+0.00382663j -0.00464478+0.0217344j 0.00893092+0.00387985j 0.00948485+0.00418222j -0.00208764-0.0195409j 0.0144384+0.0100652j 0.0160759-0.00346985j -0.000816979-0.00367039j 0.00692111+0.000899944j -0.00450091+0.0120093j -0.0188957-0.0163582j 
-0.0100259-0.001089j 0.0138991+0.00953888j -0.0218057-0.0118046j -0.0125609+0.00034313j -0.0455477+0.00308047j 0.0466379+0.00884601j -0.000550208+0.0118161j 0.0152756+0.00859236j 0.0031913+0.0301987j 0.0531053-0.0186016j 0.0316562+0.0297861j 0.000159855+0.00240213j -0.0575816+0.0208981j -0.0597699-0.0805093j -0.0868911+0.011069j 0.0531132+0.014654j -0.21671-0.00712475j 0.0306516-0.0643301j 0.0353909-0.0226087j 0.00919919+0.0166343j -0.0203077+0.0562477j 0.0417483+0.0162866j -0.0525487-0.00105177j -0.0222915+0.00902772j -0.0205147+0.010285j -0.015499+0.015543j -0.0107459+0.0166942j -0.0202003+0.00174604j 0.0240527-0.0112927j 0.000962194+0.0252288j 0.00352919-0.0203445j 0.0182714-0.00612339j -0.0014207+0.0172482j -0.0229017+0.0179085j -0.017714+0.00036222j -0.00384413+0.0030208j -0.00727707-0.010569j -0.0175874+0.00685351j 0.0055969-0.00688626j -0.00384855+0.00821618j -0.00328713-0.00517708j -0.00272037-0.00230983j -0.0109078-0.00177143j 0.00911926+0.00227115j 0.00183363+0.000418456j -0.000430952-0.00422691j -0.00415755+0.00132766j 0.00178098+0.000350271j -0.0190584+0.00480828j 0.00431855+0.00227295j -0.00550016+0.00075137j 0.0074786+0.00350499j -0.00532374+0.00775317j -0.000262235+0.00656905j 7.06727e-05+0.0140425j 0.0269539+0.00983047j 0.00363686-0.00393244j -0.00310495-0.00449571j -0.00365562-0.00436572j -0.00369237+0.0104953j 0.0110578+0.00188699j 0.00165865+0.0048673j -0.00161551-0.00563035j 0.000304253+0.00379322j -0.000176052-0.00690668j -0.00384431-0.00624373j -0.00211159-0.0117638j -0.00762259+0.0100423j 0.0059578-0.0224978j 0.00700245-0.0264031j 0.0109664+0.003997j -0.00300337-0.00290148j -0.00384293+0.00682393j -7.80971e-06-0.0273682j 0.00275362+0.00910052j -0.00586009+0.00704723j 0.00110564+0.00272684j 0.00601967+0.0178648j -0.00811118-0.0233189j 0.00607668+0.00164735j 0.00868878+0.00791873j 0.00553634+0.00694955j -0.00851597-0.00337988j 0.00235239-0.0027499j -0.00576836+0.00755418j -0.00806133+0.0152577j 0.00482617+0.00276736j 0.0123245-0.00140837j 0.00342127-0.00197554j -0.00910556+0.00912627j 0.00990455+0.0057465j 0.00369528+0.00802892j -0.000277607-0.00611466j -0.00937226-0.00274567j 0.00514887-0.00312702j 
0.0229674+0.00587368j 0.0144197-0.0275135j -0.0223931+0.0278985j 0.0216061+0.0160089j 0.0698146-0.0065589j 0.0153557-0.0215755j -0.0272965+0.0011345j -0.0337233+0.0201846j 0.0172912-0.0140182j -0.0182144-0.0550916j -0.042489-0.0107631j 0.0242223-0.0429232j -0.00641682+0.0470427j 0.0568024+0.0369125j 0.0184552+0.103719j 0.0394269-0.0472959j 0.0259418+0.0588572j 0.0650818-0.0784405j -0.0224529-0.0100121j 0.0114946+0.0521558j 0.0124327+0.0428923j 0.0244157-0.0521746j 0.0381428-0.00450654j -0.0523095+0.0223869j 0.0354714+0.00118787j -0.00146124+0.00916947j 0.00788402+0.0389031j -0.00230199+0.0127812j -0.00792732+0.00396993j -0.00580256-0.00238117j 0.000707519+0.0061427j -0.0305318-0.000594621j 0.0198201-0.0231883j 0.00293928+0.017548j 0.00814238+0.0232741j -0.00545911+0.0118467j 0.00621863-0.0109846j 0.00787388-0.017492j 0.00471302+0.00733348j -0.0139161-0.0178532j 0.0119926+0.000375813j 0.00785221+0.00669461j 0.00233224+0.000743328j -0.00011908-0.00722273j -0.01831+0.00580459j -0.0216181+0.0211261j -0.00969298+0.0312455j -0.00898633+0.0158353j 0.00573732+0.000367873j -0.00156893-0.00107257j -0.00423278+0.00329822j 0.0121616+0.00852547j -0.00609651+0.00866542j 0.00089456+0.000109494j 0.0156741-0.0159444j 0.000269844+0.00474044j 0.000417234+0.0117874j 0.00142604-0.00482004j 0.000807888-0.0105529j 0.00225221-0.00338215j 0.00124074-0.0165235j 0.00302202+0.00852454j 0.0043165-0.00706514j 0.00587047+0.000231379j 0.00423171-0.0100398j -0.00160525-0.00126574j -0.00243498-0.0158476j 0.00974534+0.000465456j -0.0137384-0.0112456j -0.00722906-0.0172579j -0.000145399+0.00144932j -0.00269745-0.0140211j -0.00125978+0.0194553j 0.00180569-0.0103589j 0.0118552-0.00143344j 0.00193979+0.00834758j 0.0166179+0.00193021j 0.00879114-0.000755012j 0.0067342-0.0072043j 0.0107948+0.00172122j 0.0124032-0.000186975j 0.000786906-0.00139842j -0.0091279-0.0090247j -0.00718674+0.0192658j -0.00276151+0.0102771j -0.00109738-0.00329156j -0.00291405-0.0103883j 0.0111166-0.0178757j 0.00212957-0.0109808j 0.0174945+0.000592966j 0.00528603-0.0143925j -0.00679724+0.00604162j -0.00377985+0.0047814j -0.00701628+0.0219099j -0.0115319-0.00283432j 
-0.0126004-0.00308886j 0.000522593+0.0095963j 0.000846684+0.00739879j -0.00973212+0.0117377j -0.0211518-0.00679588j -0.00275945+0.00188904j -0.001296-0.0289922j -0.0304333-0.0396528j -0.0198146-0.0305014j 0.0130225-0.000918261j -0.047253+0.00355614j 0.0170013+0.0334765j -0.0642738-0.026967j 0.0184674-0.0363275j 0.0271955-0.040286j -0.00407742-0.0587478j -0.181273+0.0951668j 0.0385215+0.0334961j -0.0234463-0.0363021j 0.00609074-0.00564469j 0.0104809+0.0740897j 0.0506124+0.0171773j 0.00130791-0.0221842j -0.031193-0.00699804j -0.017334+0.018609j -0.00675685-0.00566888j 0.00883654-0.000314004j -0.0115132+0.0032986j 0.00561068+0.00364985j 0.0142679-0.00225507j 0.00210188-0.00334082j 0.00806723+0.00095749j -0.000693947+0.00193177j -0.0194938-0.00379848j -0.00644858-0.00369614j -0.00932936-0.00884461j -0.00619299+0.0141264j 0.00285077+0.0113634j 0.00546894+0.00171093j 0.0135015+0.00156003j 0.00814693-0.0125133j -0.00120843-0.00263483j -0.0338609+0.0141975j 0.0148541+0.0029009j 0.00795131-0.00351812j -0.0115986+0.0113164j -0.00619053-0.00329476j -0.0100878+0.0119073j 0.0145249+0.00423181j -0.00342611+0.0096453j -0.00897217-0.00542991j 0.00676127+0.00728075j -0.00309603-0.00111307j -0.00877247+0.00391363j 0.02504+0.0059492j 0.00224562+0.00968746j -0.00114321-0.0018073j 0.0146353+0.00219452j 0.00509322-0.000586946j 0.00705532-0.0014684j 0.000339646-0.00723052j -0.00334064+0.00272634j -0.00975572-0.00824391j -0.000715636+0.00521714j -0.00880691+0.000468781j -0.00686566+0.0101432j 0.00605644-0.00216893j 0.00265574+0.0050268j 0.00689772-0.0102154j -0.0068147+0.00151033j 0.00232146+0.00724347j -0.0276924-0.00111206j 0.00191101+0.0061119j -0.0202297+0.00228259j 0.00609764+0.00224398j 0.00523216+0.000475255j 0.00569456-0.0031219j 0.0156944+0.00221166j -0.0169783+0.0202662j 0.0100139-0.00486571j 0.0115658+0.0184775j 0.00580394+0.000693907j -0.0232393-0.00674439j 0.0103752+0.000377457j 0.00405282-0.00203813j 0.000673891-0.0197654j 0.00532249-0.00491841j 0.0167215+0.0166845j 0.00707933+0.00566136j 0.00158823+0.00402273j 0.00949004+0.00241518j 0.00376535+0.00716222j -0.0055174+0.0109289j -0.00662731+0.00175017j 0.00769006-0.00360403j 
0.0345149+0.0168522j -0.00149495-0.0218735j 0.00213698-0.00665672j 0.0115731-0.0195257j 0.0785148+0.0226349j -0.00706791-0.0430138j 0.00556574+0.0169323j 0.0497882+0.0283846j 0.0741344+0.00551913j -0.00124743+0.0311282j 0.108417+0.0404741j -0.0688121-0.0557724j 0.0547483+0.0329464j -0.0687714+0.00814995j 0.0458902+0.109815j 0.0386612+0.0808894j -0.0721535-0.0296911j -0.0201578-0.0905941j 0.113272-0.0509012j 0.0448002+0.0182447j -0.016643+0.0473817j -0.00372967-0.00596848j 0.0316637+0.00945579j -0.0178879+0.0278864j 0.0714732-0.0056547j 0.005545-0.0015371j -0.0100959-0.00507653j -0.00457415+0.020873j -0.014224-0.0129092j -0.0208728+0.0153497j -0.0143692+0.00565207j -0.00300527+0.00496788j 0.00246803-0.0163647j -0.0139769+0.0155399j 0.00162152+0.0209792j -0.00857474+0.0149808j 0.0309521+0.00299813j 0.0013299-0.00115431j -0.007584+0.0191261j 0.00143989+0.0177323j -0.00186945-0.000208547j 0.000196283-0.00700011j -0.00204278-0.0107843j -0.00601751-0.0093182j -0.0153647-0.000836846j -0.00345458+0.0107647j -0.0113243-0.00599271j 0.00195557-0.0125378j 0.00233057+0.0077079j -0.00159481+0.00262839j -0.00462957+0.00547205j 0.0275363-0.00438975j -0.00674106+0.0178341j -0.00307708-0.000348577j -0.0163108+0.00866787j -0.00702944-0.0125109j -0.0116678+0.00179828j 0.00178643+0.0045071j -0.00205346-0.00111443j -0.00167994+0.00645805j -0.00448626+0.0113902j 0.00197522-0.012253j 0.015442+0.0150708j -0.00846472-0.00872192j 0.0112697-0.0045872j 0.0074352-0.0170145j -0.0045749+0.0126601j -0.00154979-0.00178533j 0.00433904+0.0158996j 0.00778628-0.00263921j -0.00759708-0.021456j -0.0102044+0.00619995j -0.00854866-0.00827372j -0.00700023+0.00688878j -0.00288537-0.018723j -0.00122198+0.0111683j 0.00784163-0.0090178j -0.000845813-0.0104002j -0.00699802-0.00620205j 0.00399473-0.0164267j -0.0117106-0.00621227j 0.00320526+0.0067765j -0.0153497+0.00426283j -0.00313419+0.0073828j -0.00203077+0.00409541j 0.007216-0.00630538j -0.00464629+0.00223175j 0.0150188-0.00891186j -0.000218715+0.0178809j 0.0209575-0.00493019j 0.00227091-0.0119334j -0.0118462-0.000775644j -0.00942905-0.00249075j 0.000441868+0.0114369j -0.016966+0.00555603j 
-0.0173797-0.0022483j -0.026846+0.00332813j 0.025499-0.0210972j -0.00441351-0.00752842j -0.0117826-0.0035296j -0.0534486+0.0293501j 0.0311964+0.0126796j 0.0676783+0.0301682j 0.090653+0.0248878j -0.0183064+0.000219091j -0.015946+0.0442124j -0.0697455+0.0506026j 0.0273323+0.0150631j -0.0849067+0.0246871j 0.173777-0.0602284j 0.113125-0.0264081j -0.113938-0.054856j -0.120969+0.0212872j 0.00209796+0.0550276j -0.0402722+0.0214167j -0.00947536-0.0371462j -0.017783-0.0217827j -0.00604699+0.0127122j 0.0632696-0.0463044j 0.00924297-0.0147544j 0.0339427-0.023351j -0.0162137+0.0113657j 0.00679043-0.0060863j -0.014066+0.0163055j -0.0176289+0.00372865j -0.00439153+0.0105947j -0.0152106+0.0121021j 0.00280594+0.00201767j 0.0129016+0.00438681j -0.00352456-0.0137441j 0.0075232-0.0199804j 0.0183517-0.00266098j -0.00670814-0.0115382j 0.00714385-0.00702724j -0.00189115+0.00528866j 0.0157111+0.00979764j -0.00789245-0.00811393j -0.0116591-0.014387j 0.0027089+0.00691705j -0.00732566+0.00398921j -0.00290796+0.000544435j 0.00866416+0.0018003j -0.00249739-0.0123787j -0.00351297-0.011724j 0.00624884+0.00977856j -0.00455246+0.000332948j -0.00549035+0.0105786j -0.000860129+0.00542355j -0.0094567+0.000170211j 0.00804679-0.00764796j 0.00115868+0.0146055j 0.00285988-0.0110612j 0.00629451+0.0222424j 0.000557349+0.00580152j -0.0156873+0.00372526j -0.0194804-0.00246415j -0.00127877-0.00532625j 0.00817512-0.00405877j -0.00734441+0.00717451j 0.00150568-0.00780246j -0.00137261-0.0024676j 0.00605956-0.00989518j 0.00375455+0.00282417j 0.00393905-0.0107956j -0.00700865-0.00623789j 0.00599115+0.0152321j -0.00287896+0.00567737j 0.00562382+0.0198592j -0.00900004-0.00359714j 0.00451461+0.0159344j 0.00301845+0.0147849j -0.000748081+0.00234168j -0.0146931+0.00272978j -0.00626378-0.0115638j -0.0028594+0.00401527j 0.00764002+0.014334j -0.00714699+0.00937903j -0.015126+0.00044769j 0.0119031+0.00590103j 0.00117436+0.00091244j -0.00451146-0.000232606j 0.010091+0.00245999j -0.0201742-0.00404j 0.00872626-0.00165258j -0.0054813-0.00820788j -0.00967529+0.00476772j -0.00431344-0.00385548j -0.00396012-0.00379004j 0.00776078-0.00425187j 0.00785403-0.00344947j 
0.0130518+0.0064938j -0.013103-0.0227053j -0.012096-0.02446j -0.0121906+0.0138275j 0.0394886-0.0208665j -0.0302067-0.0553631j 0.0266465-0.0640183j -0.0168985+0.00383954j 0.0265116+0.0452299j 0.0255097-0.0110625j -0.0546775+0.0317196j 0.0466857-0.000472455j -0.0128489-0.0330059j -0.0222256-0.0766994j -0.0630594+0.011112j 0.0608897-0.0331358j -0.0135719+0.0211403j -0.0891714+0.0510465j -0.118131-0.00323598j -0.0457285-0.105611j 0.129052+0.0653757j 0.0673105+0.00917903j 0.0119715-0.0409098j -0.00478758-0.00439133j 0.0413172+0.0316747j 0.0150964+0.0284654j 0.0287393-0.0184417j -0.000814831-0.00161327j 0.00410375+0.000371644j 4.89091e-05-0.00271791j -0.0232679+0.00412345j -0.00935733+0.0055782j 0.00828617+0.00348988j 0.0149018-0.00669436j -0.00960673+0.0122623j -0.00339098-0.0111162j -0.0159696-0.0186973j 0.0108203-0.00070325j -0.00530377+0.00102365j -0.00522709+0.00258922j -0.00343928+0.00315116j 0.00306081-0.00208325j 0.0145955-0.00389261j -0.0183598+0.00168889j 0.0252879-0.00549246j 0.00394565-0.0180709j -0.00283969+0.000811433j 0.00584751+0.00706059j -0.011179-0.00344447j 8.01519e-05+0.0102581j -0.00606901+0.0269309j 0.00362049-0.0102452j 0.00151887-0.00957771j 0.0225565+0.00130096j 0.00799709+0.00327879j 0.00784462+0.0152054j 0.0162467+0.00400908j -0.0101375-0.00786432j -0.00238221-0.00889512j -0.000287685+0.00812105j 0.00086587-0.00692443j 0.010263-0.00385825j -0.002703-0.0104131j -0.00179337+0.00442767j 0.00402514-0.00481242j 0.00862552+0.000345921j -0.00428363+0.00622498j 0.0126148+0.00729802j 0.00497355+0.0157411j 0.000109571+0.00517956j -0.00283507+0.0013294j 0.0132681-0.00192958j -0.00151196-0.0125663j 0.00517035+0.0105084j 0.00785088+0.00630199j 0.0100648-0.00259461j -0.00184201+0.00515962j 0.01311-0.00249979j -0.01052-0.00410169j -0.0112686+0.00100706j 0.0131078+0.0124914j 0.000378194-0.0141633j 0.0134158+0.0122272j 0.00653423+5.75139e-05j 0.00493716-0.0160413j -0.00781356-0.00713942j -0.012877-0.00506063j 0.0125598+0.0011593j -0.00315661+0.00294347j 0.0207466-0.00322743j 0.0104828+0.00561403j 0.0090647-0.00168471j 0.0167131+0.0103232j -0.00668196+0.00147938j -0.00931417+0.00113922j 
0.000925328+0.0175246j 0.0116426-0.0196523j 0.00633301+0.00716073j 0.00305874-0.0205431j -0.00395607+0.0346986j 0.0527468-0.0342062j 0.000984737+0.0156746j 0.0587418-0.0456236j 0.0122574-0.00252523j -0.0102374-0.00591894j -0.0357887-0.0438819j 0.0174103+0.0115093j -0.0424172+0.0171987j -0.0950157+0.0469645j -0.00840315+0.0155791j -0.0255914+0.0934622j -0.0321915+0.0923572j 0.0196889+0.0328819j 0.116817-0.0118461j 0.049484+0.0587855j -0.132076-0.0713687j -0.0614062-0.00557552j 0.0208457+0.0812839j 0.0039509+0.060675j -0.0305028-0.0175414j -0.0238386+0.0124659j -0.00313328-0.0202197j -0.00569364+0.0098561j 0.00539481-0.0218453j -0.0209192-0.0011576j -0.0136145+0.0277042j 0.0174763+0.0014166j 0.00937663-0.00821278j -0.00234906+0.00288942j -0.00243809+0.0011703j 0.0106741+0.00105927j -8.42346e-05+0.0208773j -0.00312741+0.0038637j 0.000294453-0.00877722j 0.00411615-0.00242678j 0.012585+0.0183311j -0.00989273-0.0218617j -0.00479485-0.00818177j 0.00646169-0.0210731j 0.0103147+0.00571224j 0.000455452-0.0199719j 0.000981436-0.00259042j -0.00315429-0.0104397j -0.00403004+0.00381009j 0.00223235-0.00998752j -0.00704741-0.00216921j 0.00366732+0.00127873j -0.00432448-0.00871976j 0.0068466+0.00316928j 0.00645452-0.0197466j 0.00500263-0.0107577j 0.00803214-0.00397476j 0.0132369-0.00378693j 0.00573596-0.0066974j -0.00401121-0.0036069j -0.00179331-0.00519113j 0.00849021+0.00294453j -0.00304497+0.0200482j -0.00276246-0.00799231j -0.0042118+0.00122697j 0.00280698+0.00973355j 0.00649062+0.00712968j -0.000175372+0.00424431j -0.00376027+0.002811j 0.000647285-0.000667161j -0.00335163-0.00226358j 0.0110069+0.00168531j 0.00150652-0.00594623j -0.0124094+0.00802247j -0.00033778+0.00914222j -0.0086528-0.000890096j -0.0158596+0.0169676j 0.00915585-0.0138318j 0.000307509+0.0227355j 0.000579854+0.00466504j -0.00167154-0.00616293j -0.0129882-0.00907433j -0.00540207-0.000503541j -0.00338102+0.000662758j -0.00508143+0.00433031j 0.0280431-0.0109264j 0.00529465-0.00948643j -0.0154371+0.000407392j -0.00312873+0.00833022j -0.0158946+0.00841374j -0.00990734-0.017895j -0.0125318-0.0153278j -0.0152355+0.00294103j 0.00651422+0.0137417j 0.00354103-0.00679087j 
-0.011757-0.00448831j 0.00809704+0.0193564j 0.00626949-0.0122589j 0.00476247-0.00548505j -0.0513661-0.00611143j 0.0266679+0.0302769j -0.0168843+0.0194346j 0.0828656-0.0573546j -0.0119957-0.0108616j -0.0168473+0.0348686j 0.0104034-0.0144672j -0.00819546-0.00972775j -0.00692722+0.0240697j -0.0471049+0.122221j -0.0332477-0.0139757j -0.142771+0.0229813j 0.0133651-0.0906208j -0.0309718-0.0273655j 0.0209899-0.117424j -0.0261133-0.052153j 0.165251+0.099224j 0.00552177+0.0882413j -0.0658911-0.0520336j -0.041943-0.0656121j 0.00815233+0.0199777j -0.00332872+0.0157811j 0.0223361+0.0225887j -0.00396359-0.01206j 0.0145403+0.0128849j -0.00338323+0.0199305j -0.0102029+0.000547448j 0.0115316-0.0113647j 0.00334192+0.00709194j 0.00927756+0.00600077j 0.0100813-0.00554024j -0.00341802-0.0134291j 0.00247747-0.00810407j -0.00225096+0.000649868j 0.0094076-0.00166909j 0.00561802-0.00129409j 0.0181802+0.0120109j 0.00624423+0.0125248j -0.00545031+0.00219908j 0.0199863-0.00222048j -0.0226652-0.00409554j 0.00239624+0.00696734j 0.00648472-0.0101182j 0.00337306-0.0176261j -0.00124522-0.00811187j 0.00480645-0.00337704j 0.00653711+0.00980991j -0.000997563-0.00866568j -0.000124461-0.00503368j -0.00638211-0.00554908j 0.00521564-0.0150595j 0.00120034-0.00954532j -0.0139171-0.00617008j 0.0162234+0.00335917j -0.00421286+0.00526421j -0.00334499-0.0085342j 0.00935372+0.00924022j -0.00499236+0.00686301j 0.0027641+0.0106777j 0.00756594+0.00163282j -0.00675513+0.0115805j 0.00148884+0.000509255j 0.00697358+0.000104086j -0.00820052-0.014481j -0.00561778-0.000855959j -0.00369662+0.00579357j 0.0135996+0.0186547j 0.0051823-0.00206941j -0.00823239+0.00234768j -0.0152408-0.00666362j -0.00468905-0.000902817j -0.0135311+0.00501477j -0.00897869+0.0122152j 0.00290969+0.0155799j 0.00940096-0.0039089j -0.00886041+0.00876531j 0.00499738+0.0187642j 0.00497472+0.0184547j -0.00929575-0.000788387j -0.00291456+0.00424281j 0.0188119-0.00318468j -0.00957443-0.00750976j 0.00349949+0.0054j -0.0140596-0.00289453j 0.000476017+0.0123295j 0.011928-0.00628007j 0.013039+0.0158027j 0.0133425-0.000650205j -0.00625406-0.00947257j -0.0161433-0.0075266j -0.000114593+0.000818022j 
