0.0171553-0.00133435j -0.00739997-0.0205013j 0.0151807+0.0317838j 0.037061+0.00492054j 0.00109551-0.0222668j -0.039219-0.00280118j 0.00996172+0.0378967j -0.0141927-0.0224991j 0.0590228-0.0108784j 0.0390822+0.0084341j -0.0466496-0.00835943j -0.0223134+0.00114433j 0.0642085-0.00539724j 0.00226363-0.0249454j -0.0378287+0.00361805j -0.0563547+0.0472748j -0.0192622+0.0418719j 0.0361316+0.0254924j 0.0279423+0.0392872j 0.00026484+0.137266j 0.0823158+0.0131307j 0.0953719-0.0102457j 0.040501+0.0369375j -0.00643859+0.0554978j 0.0574478-0.0314679j 0.0158466+0.000496307j 0.027144-0.013052j 0.00970136+0.016333j -0.0234807-0.0184805j -0.00283413-0.00657142j -0.00426782+0.0187096j -0.00807773+0.00156641j 0.000604602-0.0117172j 0.0119287+0.0124708j 0.0263039+0.0122486j 0.000975159+0.011935j 0.0117575-0.00164472j 0.00545086-0.00819251j -0.026156-0.00512433j -0.0128194-0.0044911j -0.00659427-0.00795411j -0.0143617+0.0108271j 0.0262135-0.0074676j -0.0195966-0.00653724j -0.00431487+0.0222795j 0.00852226-0.0212793j -0.00662681+0.00578231j 0.00141589+0.0279867j -0.00554586-0.00251834j 0.00103628-0.0242677j -0.0152435+0.00170498j 0.0330513+0.0182218j 0.00357108+0.0283918j 0.0184212+0.0122895j -9.0348e-05-0.0219733j -0.0058924-0.0202257j -0.0156013+0.00811461j -0.00983555+0.00628121j -0.0110935-0.0155098j 0.00460759-0.018629j 0.025815-0.0258349j -0.00404289+0.0053834j 0.0241215-0.00184532j 0.0143598-0.00758473j -0.00757298-0.0170746j 0.0328145+0.0106631j -0.0137609-0.0115662j 0.0325094+0.0214879j -0.0150961+0.00143128j 0.00868045-0.00395696j 0.00376781-0.0220074j 0.00861857-0.00241628j -0.0108255-0.00013804j 0.00175355+0.00149808j -0.00814665-0.00121722j 0.0181896-0.00460473j -0.010235-0.00387783j 0.00602512-0.00755565j 0.0019676-0.00157415j -0.00262877+0.0167715j 0.00958714-0.00740342j 0.00959913-0.00183409j 0.00212878+0.01011j -0.015423+0.00364379j -0.00513878+0.00480398j 0.00121164+0.00503445j -0.0106531-0.0104433j -0.0018414+0.00563516j -0.0286746-0.00904958j 0.0378914+0.00833473j 0.00941898-0.0261299j 0.00467525-0.00689223j 0.0166004+0.0164747j -0.0474789+0.062297j -0.067682-0.050622j 
-0.00668006-0.00874936j 0.0115836+0.00790983j -0.0224602-0.0141493j 0.00531998+0.0139398j -0.00122647-0.00133105j 0.00692355+0.00814314j 0.0181878+0.0128538j 0.0255033-0.0792483j 0.0217453-0.0715964j -0.0609464-0.112251j 0.148035+0.104677j -0.116222-0.0230777j -0.0489166+0.0608349j -0.065871+0.0447416j -0.0390441-0.0473423j 0.0346734+0.00555817j 0.0316602-0.0140424j 0.0308304+0.0495853j 0.028356-0.0403987j 0.0494186+0.0567461j 0.0220573+0.00026453j 0.0192233-0.0249332j -0.0243646-0.0297351j 0.0131897+0.0039677j 0.00399532+0.00615449j -0.0141998+0.00606961j -0.00749383-0.0148978j -0.0183746+0.00351965j -0.00357983+0.00338816j -0.00341326-0.0268488j -0.0177213+0.0188118j -0.000718055+0.00523155j 0.0019981-0.012333j 0.0133058-0.0082311j -0.00661918+0.0112652j 0.00142253-0.0222154j -0.00903726+0.00912261j 0.0114418-0.00203748j 0.00300874+0.0107278j 0.00117977+0.00104985j -0.0225459+0.00626686j 0.00728236-0.015769j 0.0210541+0.0310402j -0.00554544+0.00696079j -0.0171569-0.0102476j -0.0119682+0.0074086j -0.0226491+0.0141414j 0.0188565+0.00928324j -0.00717437+0.0200993j -0.0192199-0.00931082j 0.0182299+0.00381202j 0.00891872-0.0135111j -0.00771434+0.0148998j -0.0202193-0.00779255j 0.0136426-0.0015684j 0.027081+0.0120913j 0.010447-0.00575561j -0.00759608+0.00546173j 0.0087018+0.00614098j 0.00483139-0.00385303j -0.0083824-0.010794j -0.0169144-0.00296681j 0.00692674-0.00111474j -0.00195941+0.00336165j 0.0109063+0.0149558j 0.000764214-0.00506779j 0.00605012+0.00149329j -0.00481809+0.000161256j 0.00847303-0.001372j -0.00138771+0.00528157j -0.00509434+0.00379714j 0.0130383+0.00377781j -0.00062013-0.00162072j -0.00251294+0.0033128j -0.001136+0.0183918j -0.00416585+0.00157912j 0.00806215+0.00823332j 0.00644299+0.00248472j 0.0027607+0.00232426j 0.00634232+0.00538239j -0.00749483+0.0011223j 0.00123851+0.000676482j 0.00577627-0.0053112j -0.00553919+0.00838029j 0.00666314+0.00659478j -0.00651327-0.00220319j -0.00190689+0.00641076j 0.00700602+0.00209093j -0.00541858+0.00700769j -0.00613544-0.0118282j -0.00831436+0.00229332j 0.00474335+0.00165529j -0.00924659-0.00375486j -0.00113712-0.00186378j 0.00753257+0.00572548j 
-0.00476802-0.0124923j -0.00538413+0.0270832j 0.0156679-0.013438j 0.00766855+0.0481909j 0.0242457+0.0432097j 0.00855538+0.103821j 0.0327005+0.0621184j -0.0109847-0.011479j -0.0398644+0.0284526j -0.0512772-0.090103j -0.141768+0.0838687j 0.103433-0.0873962j 0.0384831-0.0809694j 0.0391366-0.109984j 0.0203154-0.0621225j -0.0631076+0.0321999j -0.0330678+0.022162j -0.0517401-0.0027372j -0.0525493-0.0168661j 0.00388325+0.0843658j -0.010618+0.00698094j -0.00907677-0.0211049j 0.045839-0.0358208j -0.027314-0.0298307j -0.0228299+0.00562764j -0.0330932-0.039452j 0.0443488+0.00724498j 0.00255182+0.00385496j 0.0122875+0.00785177j 0.0172762-0.00153307j -0.00099344-0.00442585j -0.0231319-0.0054666j 0.025051+0.00641916j 0.005016+0.00817237j 0.00593504+0.00133203j -0.0225147-0.0195369j -0.013442-0.0205203j 0.00042265+0.0135486j -0.0149695-0.0170632j 0.0056284+0.00563194j -0.0107456-0.0174032j 0.00147177-0.00332819j -0.0106927-0.00677178j 0.0106052+0.00226534j -0.00313906-0.0119659j 0.00152499+0.0226491j -0.00475884+0.0123207j -0.000122418+0.00791711j -0.00211711+0.00674908j -0.00109003-0.00836143j -0.0093495-0.0122745j -0.00985991+0.00513929j -0.00082432+0.0174502j 0.0116901+0.00845474j -0.0165106-0.00654166j -0.0176614+0.0110871j -0.00693414-0.0080965j 0.0104605+0.0190325j -0.00303173-0.00257577j -0.00161854+0.0179771j 0.00559815-0.00891999j 0.00442775+0.013622j 0.0116063+0.00857683j 0.00541539-0.00283221j 0.00197909-0.00114031j -0.000536527-0.00794457j 0.000422861+0.00499328j -0.00379604-0.00423203j -0.00368947+0.000277124j 0.0048987+0.00132013j 0.011907-0.0181714j -0.00100281+0.00704828j 0.000626736-0.0108911j -0.00420367-0.00180501j -0.000833673-0.00889068j -0.0043052-0.000553553j 0.000208878+0.0107567j -0.00631681+0.0134636j 0.00526414+0.00926369j -0.00790715+0.00150764j 0.00564437-0.00432314j 0.00628251+0.00891924j -0.00872305+0.0108543j 0.00719633-0.00597637j 0.000230319+0.00818628j 0.0124168+0.00269221j 0.011498+0.000795235j -0.00621899+0.000954484j 0.00159019-0.0137978j 0.00386516-0.00302804j -0.00158121-0.000866106j 0.00559116+0.0106135j -0.00784851-0.00187911j 0.000490918+0.000832944j 0.0005833+0.0105868j 
0.0203553+0.0489609j -0.00544892+0.0406958j 0.0516481+0.0355996j -0.0363904+0.0638539j 0.0599075+0.147743j -0.00449547+0.0628158j -0.000793076-0.0488749j 0.131775+0.0254471j -0.0602581-0.0257505j 0.0403777-0.0236913j -0.0595093-0.164061j -0.0552874-0.00334289j 0.0162179-0.0490879j 0.0295609-0.0147651j -0.0450511+0.0237969j 0.027875+0.0268091j 0.0181272+0.0103178j -0.067698-0.0467369j 0.0348551-0.0441437j -0.0285248-0.0342623j 0.0227897-0.0392702j -0.0451108-0.0543528j 0.0324131+0.0502944j -0.0255583-0.0846668j 0.0120074+0.0490313j 0.0151155-0.00900798j -0.0344052+0.0138186j 0.0201723+0.0162294j 0.00115333-0.0122888j -0.0284793-0.0194072j 0.00556087-0.0107676j -0.00157855-0.00507461j 0.00409872+0.0156029j -0.000265914-0.0216199j 0.0183049+0.0330486j 0.0313749+0.00253881j 0.0101503+0.0223858j 0.00640265+0.00377548j 0.00488974+0.00170547j -0.00932428+0.00559818j 0.0165537-0.00123399j -0.00807158-0.00392132j 0.00778098+0.00172373j -0.00981216-0.0072514j 0.0146163-0.00184732j -0.0136923+0.0123196j 0.00477566+0.0302896j 0.00206018+0.0193734j -0.00760959+0.00141662j 0.00694497+0.0313305j 0.00113208-0.00632425j 0.011001+0.00831364j -0.00374746-0.00511157j -0.00679265+0.000280575j 0.00307119+0.0047694j 0.0106992-0.00496407j -0.0129115-0.00538418j 0.00997594+0.0131581j 0.00775026-0.0090751j -0.0114447+0.00841112j 0.00462624-0.00626993j -0.00358781+0.00156469j -0.0152639+0.00985387j -0.00565499-0.00664379j -0.00832919+0.00877231j -0.000638303+0.00689426j 0.00971687-0.00317878j -0.00768042+0.0064272j 0.00515554-0.0160177j -0.0109208-0.00277368j 0.00312342-0.00155803j -0.0134807-0.00203746j 0.00339407-0.00733074j 0.000892451+0.0111524j -0.000488806+0.0117149j 0.00801565+0.0070701j -0.0158249+0.00112634j -0.00119338-0.00269869j -0.00347699+0.00451799j -0.00208255+0.00842791j -0.0115774-0.00436144j -0.0133615-0.000172175j -0.00832074-0.0090587j -0.00133751-0.00459074j 0.00330926-0.000466259j 0.00602035+0.0164738j -0.0104697-0.0135467j -0.00170216+0.00549562j 0.00109767-0.00331505j 0.00366066+0.0150604j -0.007555+0.00860095j -0.0106083-0.00688648j -0.00588484-0.0106849j 0.00315886-0.00865369j -0.003391-0.0145589j 
0.00299012-0.0134204j -0.0122391-0.00684369j 0.0188276-0.00506882j -0.0136507+0.0146115j -0.0247542-0.0593056j -0.0188747+0.0353021j -0.0838167+0.0109619j 0.097918+0.0689698j -0.0629909-0.0183381j -0.00236394-0.128438j 0.0100788-0.0952352j 0.0168132+0.118213j 0.037341+0.0325133j 0.0804031+0.0535774j -0.00731692-0.0396411j 0.0240085-0.00262649j -0.0189478-0.0118951j 0.013187-0.022485j 0.0591761+0.00858063j -0.0297121+0.013462j 0.0526859+0.0383566j -0.0526728-0.0598256j -0.0134881-0.0176816j -0.00638814-0.0162995j -0.00833928-0.036196j 0.00431632-0.00933146j -0.044427+0.000199229j 0.00141952+0.016333j 0.0276565+0.0105869j -0.0244155-0.00255544j 0.00507653+8.4992e-05j -0.00556228-0.0178787j -0.017909-0.00236564j -0.000642752+0.00812571j -0.0113662-0.0195487j -0.0263842-0.0034394j 0.00656693+0.0149305j -0.0131652+0.00797275j -0.0158527-0.0147384j -0.00870766+0.00288158j 0.00482361-0.000463027j -0.0118546-0.00413142j 0.00921677+0.00489631j 0.00960552+0.0309035j 0.0102337+0.00523727j -0.00911983-0.00360812j 0.00451707+0.0144942j -0.00849482+0.013668j 0.0062385-0.0156686j -0.00260557+0.00471951j 0.010996+0.00261141j -0.000595671-0.00554292j 0.00328679-0.0112197j -0.00897343-0.0138909j 0.00663701+0.00478952j -0.00663512-0.00475255j -0.00948297-0.0119155j -0.0016869+0.0221751j -0.00334599+0.00254755j -0.00156439+0.00641297j 0.00171771-0.00624233j -0.00363563-0.0124509j -0.00859079+0.00497657j 0.00337068-0.0112707j -0.00627333-0.00373628j -0.00671074-0.00250906j 0.00183356+0.00202144j -0.00990683-0.00638736j 0.00984429-0.00163459j -0.00220741-0.00142267j 0.00843223+0.00880319j -0.00578901-0.00762232j 0.000916182-0.00375752j -0.00385845+0.00347519j 0.00368174+0.00846352j 0.000219136-0.00157357j -0.00506986-0.000635611j 0.00380552+0.000520887j -0.00159652+0.00121695j -0.00202545-0.00166797j -0.00719121+0.00639882j -0.0142916-0.0032429j -0.0007521-0.00550778j 0.0060882+0.00418819j 0.00831794+0.0101159j 0.00656392+0.00951109j -0.00314162-0.00105592j 0.00644019-0.00509097j 0.00515209+0.00126361j -0.00816179-0.00533141j 0.00686118+0.00230634j 0.000834528-0.00647004j -0.00770867-0.00549345j -0.000197205-0.00133097j 0.0095683+0.0039158j 
0.00211646-0.0273624j 0.0269684+0.0204307j -0.0319974-0.0269111j 0.0796578+0.0120068j -0.0509444-0.065013j 0.00396692+0.0062577j -0.0550755-0.0467178j -0.0271394-0.0220649j -0.0611161-0.0219705j -0.249636-0.0632021j -0.107823+0.0353715j 0.0719691+0.0479781j -0.00799858+0.0386431j 0.00777174-0.0311319j 0.0427305-0.0110957j 0.0404399+0.0379557j -0.0250705-0.00366867j 0.105963+0.075731j -0.013132+0.0291041j 0.0147713+0.0101158j 0.0513854+0.02719j -0.0920338-0.020932j -0.056057-0.0431849j -0.0183915-0.000628562j -0.041091-0.0539749j 0.00719356+0.00272678j 0.0327022+0.0107574j -0.00317267+0.00230039j -0.0367176-0.0263949j 0.00084654+0.00847963j 0.00561481+0.00768505j -0.0190347-0.0244346j -0.000302129+0.00681407j -0.0159924+0.0152499j 0.0248985+0.00949914j -0.00531714-0.016744j 0.00281701-0.00594528j 0.0142603+0.0136144j -0.0107776-0.0153519j 0.00142132-0.00801862j 0.000144826+0.0158437j -0.00586667-0.0105965j 0.00568188-0.00180822j -0.00544706+0.00613035j -0.0152772+0.00212191j -0.00395745-0.00379731j -0.0161359-0.00815795j 0.0151423+0.00649853j 0.00999593+0.0120627j 0.00824521+0.00501081j 0.00401543+0.0212608j -0.0115698-0.0255699j -0.0147158+0.00437748j -0.00859596+0.0119294j -0.00492118+0.00419243j -0.0148385-0.005642j -0.00729626+0.00485538j 0.00278029+0.00187405j -0.00590166+0.000179893j 0.0166827+0.00577819j -0.00963126+0.00700258j -0.0145776-0.00591608j 0.00193856-0.00267216j 0.0154563-0.0104944j -0.00467829+0.000667531j -0.0109124-0.00620788j -0.000888697+0.00328662j -0.00889207+0.0017964j -0.00106782+0.000357335j -0.00638118+0.00117728j 0.00457743-0.00333251j -0.0134186+0.00377839j -0.00148221-0.00831594j -0.00593123+0.00589593j 0.00662186-0.00080912j -0.00739638+0.00351192j -0.00243248+0.000121806j 0.00784048+0.00549838j 0.00431434-0.00173113j 0.00996874-0.00877752j -0.0185736-0.00127681j -0.0158714+0.0125003j 0.00863536-0.000655181j 0.00463266-0.00291466j 0.0133735-0.00208239j -0.00971073-0.00378061j -0.0101496+0.00203737j 0.0241988-0.000607282j -0.00630837-0.00166822j -0.00873464-0.0042576j 0.00269341+0.00014602j 0.00558549+0.0077225j -0.0127249+0.00331335j -0.00450557-0.00453922j 0.00703757+0.00208996j 
-0.0290955-0.0468398j 0.0362973-0.0111639j -0.0594187-0.0322035j 0.0284801-0.00940428j -0.0806285-0.0595887j 0.0546855-0.00291516j 0.00637096+0.0693422j -0.0499167-0.0316382j 0.163576+0.0471755j 0.00608187-0.0715841j 0.0145841-0.0559903j 0.0855343+0.091483j 0.0414532+0.0288303j 0.00293772+0.0322801j 0.0353039-0.00302987j 0.029315-0.0275549j 0.0458797-0.0146609j 0.0406208-0.0230436j 0.0509312-0.00116844j -0.0061679-0.00733622j -0.0683741-0.00519491j 0.0703638+0.0161645j -0.0771122-0.0210761j -0.00577909+0.0277209j 0.00829082-0.0103152j 0.0443576+0.0266303j 0.0125704+0.0142332j -0.0261503-0.0221877j -0.0318305+0.00272712j 0.00480647+0.0100331j -0.0374955-0.0174541j -0.0226511-0.00460678j 0.0328483+0.0127883j -0.0119079-0.0117206j 0.00748856-0.0180301j -0.0328666-0.0268413j 0.00192603-0.00900543j 0.0121197-0.00377288j 0.0044578+7.63586e-05j -0.000538301+0.00893286j 0.00563353-0.00254637j 0.00726127+0.0048337j 0.00895714-0.0122944j 0.0110889+0.00431383j 0.00601266+0.00209453j -0.00893298-0.00725238j -0.000838055+0.00201836j 0.00075643-0.00232691j 0.016885+0.00648951j 0.00259727-0.00522138j 0.0130235+0.000894755j 0.00574435+0.00694685j -0.0201833-0.00806602j 0.00188563-0.00781937j 0.0120908+0.00527174j 0.0118235-0.000891779j 0.00340549-0.000161823j -0.00748757+0.00347336j 0.0148917+0.00220707j -0.00286968-0.00410566j 0.00644224-0.00167523j 0.0018453-0.00224307j -0.00381778-0.00202454j 0.00424922+0.00505712j 0.0121708+0.00311493j 0.00531039+0.000319777j -0.00391687+0.000425098j 0.00656975-0.000843127j -0.00651281+0.00226248j 0.00114412-0.000347647j 0.00405179+0.0108432j 0.00403169-0.00152709j -0.00543767-0.00473063j 0.00654909-0.0054318j 0.00695291+0.0080483j 0.00586502-0.00551863j -0.00362257+0.00401427j 0.00884159+0.000585575j 0.00449485+0.00625952j -0.00721087-0.00404955j 0.00724613+0.0109461j 0.0108128+0.00465856j -0.0010096-0.00068694j -0.00402693+0.0124632j -0.00647766+0.007646j -0.00474803+0.00396853j 0.00532504+0.0109535j 0.00987429-0.00540204j -0.00289655+0.0067099j 0.00549581-0.00721715j 0.0123742-0.000875531j 0.000376759+0.00191213j -0.000250053-0.00443309j -0.0193716+0.00189438j -0.00180332+0.0122808j 
-0.0366694+0.0206676j -0.00840017-0.0446225j -0.0155092+0.0142259j -0.0340181-0.0230347j -0.0560871+0.00934715j -0.0676164-0.116034j -0.0333439-0.0897848j -0.0391565+0.0613478j 0.0111603+0.0635636j 0.0545838+0.051586j 0.0567763+0.0297956j 0.00233368-0.0516384j -0.0350329+0.0369097j -0.0327981+0.0249455j 0.0549302+0.0663746j -0.0105717+0.0188636j -0.011277-0.00946834j 0.101918+0.0528654j -0.00430917+0.042353j 0.00326995-0.106627j 0.0312519-0.00587556j 0.0175366-0.00147746j -0.00886395+0.0436503j 0.0795899+0.0421031j -0.0228391+0.0429411j 0.00267068+0.04209j -0.0435212-0.0452987j 0.029974-0.00123461j -0.0303171-0.0284519j 0.0130007-0.000850507j 0.00335443-0.0168318j -0.0262089-0.0161558j 0.00691958-0.00192892j 0.00122469+0.00211915j 0.00226725+0.0143306j -0.00700694+0.0131123j -0.0303754+0.0173609j 0.00596463-0.00150832j 0.00456988+0.00235478j 0.00609064-0.00235409j -0.00409694-0.00185097j 0.008677+0.0067644j -0.0175899-0.00586999j 0.00255917-0.0141772j 0.0054845-0.000387124j 0.0161957+0.00175524j -0.0266505-0.00534679j -0.00317589+0.0145108j -0.00379475+0.0104094j -0.0129157+0.0180798j -0.00324679+0.015258j -0.0186417+0.000388052j 0.000500867-0.00438127j 0.00639698+0.0120213j -0.0195818+0.00882929j -0.00356119-0.00537071j 5.08026e-05+0.00185767j -0.018219-0.0183571j -0.00594608-0.00728602j 0.0130097+0.00812462j -0.00862188+0.0156578j -0.000872355-0.00466531j -0.00257513+0.000983979j 0.00977526-0.00897814j -0.00273627+0.00465741j -0.00443042-0.00142118j 0.00030446-0.000711721j -0.00117945+0.0105326j 0.00473963+0.00306308j -0.00564485+0.00318332j -0.00318862-0.00260289j 0.00102167+0.0035185j -0.00159931+0.00305468j -0.00872959-0.00177977j 0.000582559-0.00435335j -0.00407256+0.0111694j -0.00671569-0.00551217j -0.00599347-0.0134957j 0.00568279-0.00800597j 0.00780536-0.00295823j -0.00421676-0.00406772j -0.000601012-0.00694427j 0.000897984-0.00208165j -0.00365808-0.00699449j -0.00636805-0.0151951j -0.0117873+0.000554061j 0.0100055-0.00708306j 0.00949566-0.00332642j -0.0103495+0.00481302j -9.72319e-06+0.0154415j -0.00847141+0.00432366j 0.0103379-0.00189887j 0.0164292+0.00593584j 0.00568854-0.00224216j 0.00453994-0.0114554j 
0.00883572-0.0153212j 0.0152749+0.0238787j 0.0381074-0.00568431j 0.0242179+0.0741143j 0.0386382-0.0492841j 0.048976+0.0990087j -0.0732119+0.0179561j -0.0274875-0.0396619j -0.0551479+0.00140537j 0.0438154-0.0368822j -0.0313239-0.0655981j -0.0215344-0.0197082j 0.00884858+0.061919j -0.00568167-0.0106089j 0.0345035+0.0199182j 0.0240074+0.02226j 0.0119239+0.0206811j 0.0488793+0.0378904j 0.0189101+0.00223436j -0.0124001+0.00859292j -0.0094278-0.0489348j 0.00153254+0.0283743j -0.0208779-0.0550161j -0.0490776-0.0392386j 0.00967354-0.00978374j -0.0217119-0.023033j 0.00143508+0.0258324j 0.0107029-0.00360769j -0.0104455+0.0134276j -0.0280084-0.000732362j 0.00327128+0.0180736j -0.0121866-0.00636455j -0.00575021+0.0121959j -0.00810268+0.00085213j -0.0107567+0.0200383j -0.00931966-0.0213054j 0.00563745-0.0203899j 0.0128561-0.0230674j -0.00780528+0.0199207j -0.00174075+0.00208222j 0.0187501-0.016012j -0.0149358+0.00176273j 0.00146404+0.0199746j 0.00852121-0.0247271j 0.0110719-0.0380142j -0.000846953-0.0160422j 0.000453597-0.0161763j 0.00599184-0.00581766j 0.00112361+0.0358996j 0.00115676-0.00424007j -0.000623473+0.0145309j -0.00557154-0.0138939j -0.0054+0.0021997j 0.00011441+0.0036841j 0.00184056+0.00848281j -0.00501456-0.0138472j 0.00223975+0.00370419j 0.000186967-0.00281524j 0.00109879+0.0101126j 0.0115495-0.00373358j -0.0106231+0.0151073j 0.00744178+0.0135675j 0.00142003+0.00367873j 0.00850579+0.00543868j -0.00369752-0.0140493j -0.00452936+0.00987527j -0.00287881-0.010894j -0.00589116+8.11185e-05j 0.0024367-0.000114391j -0.000457776+0.0115447j 0.000559161+0.00346146j -0.00163963+0.00372116j 0.00494179+0.00924258j -0.00512456+0.00406076j 0.00538821-0.00602966j -0.00143698-0.00325652j -0.00368553-0.00523523j 0.00488308+0.00934701j 0.00657301-0.00155863j 0.00764561-0.00478367j -0.0100164-0.000312973j -0.00788592+0.00631445j -0.00158796-0.00231848j 0.00435455+0.0056274j 0.00211325+0.00222619j -0.00049783-0.00730383j -0.00121313+0.00365292j 0.00928843-0.00179309j -0.00362165-0.00171865j 0.00730873-0.00122816j 0.00719973+0.00428403j 0.00026511+0.00455997j 0.000491525+0.00273996j -0.00513005-0.00170021j -0.00052582-0.00432673j 
-0.0273787-0.0476509j 0.0177388-0.0325883j -0.00623763-0.0520695j -0.0132361-0.035229j -0.0551027-0.165615j 0.0502177-0.00936301j 0.108225+0.0760659j 0.0440185+0.0801888j -0.0205935+0.0861727j -0.0668222+0.0999343j 0.0735935+0.00437835j -0.0241757+0.0946715j -0.0129664-0.0202165j 0.0183154+0.048649j -0.10854-0.0485148j -0.0101827-0.00989495j -0.0190368+0.0117562j -0.0472016-0.0479876j 0.013947+0.0746163j 0.0776047+0.0434813j 0.0620169+0.0315405j -0.0434876+0.0229266j -0.0624661-0.0450181j 0.0145321+0.0818109j -0.0718293-0.0493512j 0.00683943+0.0203741j -0.0157388+0.0126314j -0.020954-0.0148057j 0.00660255+0.00208036j 0.0256172+0.025037j -0.00665624+0.0112415j 0.0110396+0.0364345j -0.0103607-0.028036j 0.00461233+0.00357773j -0.0157084-0.0175602j -0.0133739+0.00516022j -0.0103288-0.0142502j 0.00294637-0.0392441j -0.00567991+0.0161343j -0.00291639+0.0016257j 0.0157334-0.0153647j -0.0173256-0.00531816j -0.0106867+0.00612279j 0.0039201-0.0161569j 0.00168086+0.00218111j 0.017553+0.0123651j 0.00104064+0.0111831j -0.00265763-0.00168294j -0.00156097-0.0166136j -0.00446007+0.0161879j -0.00998061+0.000718055j -0.00807807-0.00565895j 0.0145541+0.0195203j -0.00897975-0.0115959j -0.00779976-0.0160466j 0.00406873+0.00530547j -0.00127068-0.0086264j 0.00593+0.00568454j -0.00264607-0.00201229j -0.00618965-0.0072613j -0.000855242+0.0102735j 0.000231718+0.000338962j -0.00547952+0.00609017j -0.01434-0.00251317j -0.00734736-0.0209268j -0.00585663+0.0103123j 0.010901+0.0020253j -0.00840009+0.00256577j 0.00773389+0.000919185j -5.85803e-05+0.000976855j 0.00438307+0.00962865j 0.00160551-0.00824118j -0.00163917-0.00429085j -0.00225944+0.00169837j -0.00619553-0.00569617j 0.000190259-0.00157837j 0.00125331-0.0104137j 0.00325577-0.00415873j -2.67913e-05-0.012556j -0.00759828-0.0085763j -0.00104576+0.0041725j 0.00657475-0.000420734j 0.00149498-0.00159358j 0.0110376-0.00608388j 0.0119762-0.00699325j 0.00322589-0.00865227j 0.00876709+0.00445966j -0.00747921-0.00317314j 0.00694368+0.00111786j -0.0199946-0.00441449j -0.00712032-0.0056251j 0.00532714-0.00144785j -0.0130619+0.0106853j 0.00783289+0.00270542j 0.0147139-0.0049094j 
0.0250804-0.0113725j 0.027187+0.0532743j -0.00567365+0.0086388j 0.0249335+0.084578j 0.0690673-0.0286299j 0.0641944+0.158002j 0.00948494+0.0512435j -0.104227+0.123309j 0.0608549+0.0767309j 0.0425152-0.134592j 0.0750277-0.0649004j -0.0596158-0.048182j 0.0178364+0.00323773j -0.0561605+0.0035155j 0.0425927-0.0680107j 0.0235669+0.0721262j 0.033771+0.0396272j 0.0684807-0.060301j -0.0254405+0.0491999j -0.00786196+0.0111617j -0.0815203-0.0340179j 0.0498995-0.0179412j -0.0267242-0.0823577j -0.0481271-0.0674247j 0.0521347+0.0120452j -0.0271966-0.0179065j 0.029536+0.0297381j -0.0263994-0.0309412j -0.0121794+0.0189702j -0.0104309-0.0258812j 0.00610626-0.0146708j 0.0081343+0.001768j -0.010257-0.00177989j -0.00726161-0.00723801j 0.00336555+0.00555405j -0.00783176-0.0064323j -0.00515323+0.00702248j 0.00718094+0.00590654j -0.0195457-0.014078j -0.00517133+0.00055529j 0.00456285+0.00325313j -0.00373549+0.00263889j -0.0231182-0.0192287j -0.02344+0.00451942j -0.0145139-0.0117932j 0.00710599-0.00251181j -0.0361102+0.0103844j -0.0102949+0.00740073j -0.00242833-0.018992j -0.0144477+0.00612354j 0.00127671+0.000964671j -0.000939677+0.0172736j -0.00290093-0.0171039j 0.00548099-0.0144931j -0.00998698+0.00662143j -0.0125223-0.0139293j -0.0100537-0.0157508j -0.0137474+0.00879164j -0.00430826+0.00946413j 0.000639709-0.00179601j 0.0022965+0.00547981j 0.0064415-0.00279293j -0.0014776-0.00452967j 0.00391147-0.0093924j 0.00587105-0.00930197j 0.000204499-0.00543012j -0.0063231-0.00160368j 0.00249378-0.00585125j -0.00644587+0.0101579j 0.00885482+0.00485145j -0.0080846+0.00223258j 0.0123474+0.00339838j -0.00638218-0.00222317j 0.00850172-0.00519144j -0.00284635+0.000793421j 0.00603026+0.0019806j -0.00477386-0.00776293j 0.00169938-0.00131139j -0.00274017+0.0015337j -0.00271913+0.0027188j -0.00486451-0.00537348j 0.00470154-0.00170599j -0.000278319-0.0118755j -0.00846309+0.00252677j -0.00547155+0.0165654j -0.00095023+0.0137614j 0.000907154+0.0029768j 0.0109638-0.000661682j 0.00296461-0.00330077j 0.00812855-0.0052058j 0.0118703+0.00641688j -0.00672434-0.00370998j 0.00476402-0.0223882j -0.0101876-0.0132766j -0.00802076+0.00536398j 
