0.00511911+0.00770637j -0.00766409+0.00768536j 0.00712649+0.00171079j 0.00215914-0.00769348j -0.00433317+0.0056579j -0.00523588+0.00110697j 0.00433618+0.00512323j 0.0059769-0.00559969j -0.00169076+0.00508281j 0.000889139-0.000678027j -0.00160963+0.00340971j 0.00523385+0.0013254j -0.00376691+0.0032142j 0.00308499-0.00226481j -0.0010018-0.00169805j 0.00430996+0.00213583j -0.000370727+0.000656142j 0.000350296-0.0027184j -0.00257306+0.00280864j -0.00106593+0.000495829j -0.00374725-0.00527784j -0.00656551+0.00240303j 0.00367723-0.00171358j -0.00133961+0.00311031j 0.00368729-0.00261555j 0.00104971+0.00256353j -0.00250214+0.00117092j -0.000781658+0.00208569j -0.0011302-0.000234535j -0.00154301-0.00107453j -0.000324176+0.00245828j 0.0021968-0.005454j -0.000709454+0.00150449j -0.00318702-0.00167552j 0.000761071+0.00295985j 0.00133451-0.00118219j -0.00227795-0.00297018j 0.00171334+0.000811845j 0.00081594-0.00389994j 0.000813873+0.00469795j 0.00410959-0.00229268j -0.00177862+0.00291685j -0.00193173-0.00350022j 0.00490372+0.00139565j 0.00353132+0.00134163j 0.00292722+0.00156185j 0.00102335+0.00489276j 0.00470429+9.01761e-05j 0.00445414+0.00185697j -0.00327193-0.00586247j 0.0028924-0.00261619j -0.00125614+0.00572327j -0.00232765-0.00140913j -0.00568341-0.000601798j 0.00192609+0.00629411j 0.00225847+0.00721006j -0.00130189-0.000606249j -7.61654e-05+0.00352236j -0.00982712-0.00611974j 0.011156-0.00160973j 0.00765558-0.0124309j -0.02131-0.00637139j -0.00344346+0.0066121j -0.00334012+0.0134556j 0.0253242-0.00468506j -0.020422+0.00714388j 0.0194475+0.00353908j 0.00218708+0.0155891j -0.0191678-0.024266j -0.0278457+0.0190082j 
-3.90052e-05-0.00200561j -0.000485929-0.000993886j 0.00157783+0.000263999j 0.00181536+0.000182997j 9.49132e-05-0.00101582j 0.00488509+0.00457218j 0.000925963-5.67151e-05j 0.000970921-0.0027893j -9.31596e-05+0.000137705j 0.000985211+0.0107655j -0.0023493-0.00723983j -0.000896682-4.26482e-05j -0.00200969+0.00027365j -0.00113486-0.00347586j 0.00265155+0.0131989j -0.00329019-0.00817905j 0.00649556+0.0176123j -0.00408536-0.0115371j 0.000273702-0.0119441j -0.0067513-0.0198355j -0.00289884-0.00610853j 0.00567935-0.00805789j 0.00716668+0.0210425j -0.00325383+0.0131622j 0.00119747-0.0155758j -0.00710719+0.00688524j 0.000766505-0.0150931j -0.000247487+0.00860249j -0.0022276+0.00361115j -0.000465097+0.0141846j 0.000204378+0.00349768j -0.00175612-0.0238939j -0.00605605+0.00610408j 0.000833365-0.0119739j -0.0119485+6.55091e-05j -0.0017399+0.0164189j -0.000228429+0.0240369j 0.00217055-0.0227065j 0.000822423+0.00178312j -0.00461488+0.000671983j 0.00161485+0.00246433j 0.00706719-0.00909872j 0.00689047-0.0146201j 0.0083205-0.00579895j -0.00325306-0.00403701j -0.00140577+0.00194409j -0.00108838+0.00462451j 0.00347637-0.00455493j -0.000662831+0.00378362j -0.00369222+0.00636277j -0.0104931+0.0180164j -0.0037635+0.00426375j -0.00324453-0.00326013j 0.00516601+0.00492779j 0.00415474-0.00877715j -0.00629165-0.00160558j -0.00535614-0.00294185j 0.00209014-0.000502805j 0.0026076-0.0014828j 0.00126344-0.00455624j -3.84175e-05+0.00498128j -0.0029314-0.000308403j 0.000781793-0.00133915j -0.000694182+0.00268779j 0.000949145-0.00499824j -0.00245751-0.00498223j 0.000724207-0.000647001j -0.000884017-0.00352867j -0.000325918-0.000155714j 0.000383414-0.00224648j 
0.000847228-0.000379767j 0.00199804+0.00163797j -6.09402e-06-0.000845503j -0.00106526-0.00487197j -0.000665127-0.00795189j -0.00287074+0.00209764j -0.000940192-0.00566304j 0.00290382+0.00547667j -0.00273306-0.00912119j -0.000108419+0.000531339j 0.00262941-0.00899463j 0.00129981+0.00508405j 0.00345048+0.00745774j -0.000213889-0.00306709j -0.000919707-0.0211301j -0.00163867-0.0061844j -0.00105576+0.0108549j -0.00229861-0.00171899j -0.00359305-7.46355e-05j -0.00478497-0.0108717j -0.00418157-0.00275122j 0.00391548+0.00311733j 0.0033485+0.0196823j 0.000686482-0.00723633j 0.000266553-0.00362842j -0.00016187+0.00624473j -9.38511e-05-0.00536355j -0.00551096-0.0214321j 0.00459034+0.00389099j 0.00162461+0.00844546j -0.0016295+0.00829278j 0.00179353-0.00278998j 0.00164794-0.00140807j -0.00393455-0.00468639j -0.0069232-0.000367874j 0.00290661+0.00868619j -0.00405337+0.0127836j 0.00377111-0.0150683j 0.000792262+0.00848916j -0.00173502+0.0205719j -0.00719783-0.000472097j -0.00327964-0.0070661j -0.015962+0.0166354j -0.00873564+0.00147102j 0.00279622+0.00314488j 0.000899841-0.00125909j 0.00294211-0.010357j 0.00351882-0.011871j 0.00254366-0.00251418j -0.000568889-0.000181753j 0.0112639-0.0128191j 0.00789848-0.00571679j 0.00681761+0.0203537j 0.00215465-0.0135266j -0.00769405-0.00554432j 0.00932434+0.0137146j 0.0122111+0.0049703j -0.0126026-0.00586942j -0.000622401+0.000433864j 0.00750934+0.00580901j -0.00228067-0.0101765j -0.00116512+0.00714723j -0.00630797-0.000907536j 0.00231028-0.00404454j 0.00512052+0.00230497j 0.00119725+0.00764151j -0.00195913-0.00227884j 0.000418658-0.000877821j 0.000315316-0.000898162j -0.000781177+0.000583055j 
-0.00180917-0.00252662j -0.00215291-0.00120816j 0.000175635-0.00298711j -0.00173451-0.0018773j 0.00177898+0.00813611j 0.000185164+0.00264875j 0.00104495+0.00600895j 0.00199927+0.00482516j 0.00236341+0.00913935j -0.00132306-0.00143003j -0.00101634+0.00593618j 0.00043217-0.000541921j 0.00160133+0.0151701j 0.000278232+0.0105547j 0.000937194-0.012721j -0.00224499-0.00409952j 0.00591722+0.00586278j 0.00021869+0.0076303j 0.00169926+0.00722207j -0.00678276-0.017602j 0.00341282-0.0112482j 0.00267556+0.014406j 0.000740023+0.0150419j -0.00108017-0.00174424j -0.000814888+0.000891371j -0.00405282+0.00487753j 0.00201386-0.00162502j 0.0012305-0.0190722j 0.00113301+0.0128724j -0.00134119-0.00410522j -0.00563509+0.0146211j -0.00696162+0.0201839j 0.00121432-0.0144349j 0.000451644-0.00941194j -0.00571532-0.0117915j -0.00451928+0.00247072j 0.00523102-0.000903118j -0.00282808+0.00186571j -0.00344087-0.00516621j 0.000580505+0.00211302j 0.00225044+0.00812829j 0.00469788-0.00163616j 0.00557978+0.00854571j -0.0106094+0.00276191j -0.00174544-0.00288852j 0.00858338-0.000873478j -0.00433234-0.00419436j -0.00705921+0.00579484j 0.00721648-0.00505601j -0.00248368-0.00288364j -0.00195938+0.00987309j -0.00194527-0.000926598j -0.0139786+0.00265047j -0.00465221-0.00872549j 0.00545206-0.00752816j -0.00724489-0.0105333j -0.0042606-0.00152501j 0.0141062+0.00181959j 0.000545078+0.000469761j 0.000812319+0.000104597j -0.000429083+0.010031j -0.000888842-0.00137692j -0.00571455+0.00913771j -0.00154409+0.00512697j -0.00273794+0.00340123j 0.00101643-0.00115266j 0.00194286+0.00484198j -0.00060242+0.0054583j -1.21708e-06+0.00296563j -0.000312136-0.00284971j 
0.000643724+0.00306161j -0.00027065+0.00348568j 0.000826874+0.000979807j 0.000656374+0.00543447j -0.00202864+0.00185448j -0.00185333+0.00433748j 0.000725524+0.00754551j -0.00470419-0.00288713j -0.00210314-0.00327873j 0.00112655-0.00784799j -0.00269113-0.0117862j 5.04561e-05-0.00961699j 0.00100606-0.000738065j 0.00269464+0.018995j 0.0029825+3.22724e-05j 0.000610228-0.00174938j 0.00466539+0.00185482j -0.00027866+0.00565714j 0.00118491+0.0107431j -0.00312205-0.0184791j -0.00332162-0.00188264j 0.00141706+0.0154973j 0.00473658-0.000943093j -0.00176793-0.00397504j 0.00326789-6.08726e-05j -0.00165276+0.00298942j 0.0082803-0.0133358j -0.000743733+0.000718963j -0.000191219+0.0125188j 0.000856729-0.00651838j -0.000811455+0.0145543j 0.00568591+0.0167224j 0.00213554+0.00590061j -0.00213056+0.00425475j -0.00829764-0.00403552j -0.000649388+0.0238333j -0.00174556-0.000363321j -0.00384341+0.00351665j 0.00285596+0.00514408j -0.00713613+0.0125422j 0.00317849-0.00766938j -0.000313587+0.00421549j -0.00905324+0.0030283j 0.00186933-0.00307934j 0.00590634+0.000358561j -0.00651523+0.0072835j 0.00815003+0.0110958j -0.0018546-0.000810605j -0.00567208+0.00180081j 0.0161342-0.00778337j -0.0012985-0.0156222j -0.000492341+0.0131214j 0.0149606-0.00366316j 0.000110915+0.00410562j 0.0110139+0.00845553j 0.00424881-0.00603963j -0.0155264+0.00512114j -0.00916068+0.00284736j -0.00372143+0.00103512j -0.000546553-0.0137477j -0.00168308+0.000203196j 0.00803186-0.00647177j -0.000211319-0.00249092j -0.00692455-0.00339301j -0.00623345-0.00366289j 0.00219796+0.00185548j 0.00232761+0.0036368j 0.00207623+0.000195142j 0.00022774+0.000864393j 0.000465819+0.00212357j 
0.00463544-0.00620188j -0.00108015-0.00462169j 0.00381716-0.00797149j -0.000813812+0.00395233j 0.000736263+0.00417211j 0.00129693+0.00290322j 0.0003027-0.00699305j 0.000657912-0.00197805j -0.0015456-0.00435266j 0.00179511+0.000988539j -0.00136713-0.00196449j 0.00129797-0.00248198j -0.00242721-0.00898104j -0.00324537-0.00539066j -0.000619898-0.00994589j -0.0010366+0.00313687j -0.00132293+0.00695909j 0.00628243-0.0139095j 0.00208136+0.0104907j 0.000181558+0.0140348j 0.00313487+0.00470522j -0.00173437-0.0051603j -0.00180737-0.0180706j 0.00251976-0.0208552j 0.00946135+0.0181107j -0.00527492-0.00344391j 0.00144725-0.0182735j 0.00311453-0.00269591j -0.00624538+0.0156618j -0.00259035+0.00642775j -0.00191421-0.0205778j -0.000176839-0.00435802j -0.00220518-0.00303527j 0.000506174+0.00139299j -0.00126118-0.00276874j 0.00120425+0.000973108j 0.0044915-0.00803148j -0.00157109-0.0104372j -0.00173743-0.0051608j -0.0037953+0.00251441j -0.00121253+0.000676791j -0.00264196-0.00913127j 0.00699909-0.00643742j 0.00197355-0.0116037j 0.00350694+0.00134279j 0.00380306-0.000734325j 0.00414193+0.000795398j -0.0109946+0.00641135j -0.00843516+0.00160718j 0.00291566-0.00338862j 0.00305122+0.00307465j -0.000700714-0.0133496j 0.0016173-0.00412077j -0.00527573-0.0129325j 0.00822521-0.00255844j 0.00208175-0.00598518j -0.00977639+0.00656952j 0.00432148+0.00970274j -0.00251912-0.00100006j -0.00242799-0.00214232j 0.00175584+0.00853484j 0.0016487+0.00532905j -0.00781864+0.00138563j 0.000483413-0.00459359j -0.00600834-0.00478331j 0.00364321-0.00176801j 0.00113394-0.00432504j -0.00279658-0.0006706j -0.00269302-0.00760862j 0.000994215-0.00568909j 
0.00159942+0.00470098j 0.00106958-0.00407418j -0.00282025-0.00304692j 0.00132785+0.000435161j 0.00152515+0.0103717j 0.00120785-0.00673638j -0.00157883+0.00239568j 0.000588063-0.0104975j 0.00141517+0.00942874j -0.00118089-0.00442554j 0.00148648-0.00619891j 0.0015693-0.00529075j -0.000940327-0.00198659j 0.00247485-0.00045728j 0.00747125+0.0114579j 0.00385385+6.94402e-06j 0.00167967-0.00439642j -0.00378868+0.00208747j 0.00053031+0.000211098j 0.00027503-0.00468823j 0.000626159-0.00532746j -0.0010034+5.16615e-05j 0.00130335-3.50709e-05j -0.000515182+0.0115572j -0.00550016-0.00654294j 0.0020147+0.00220179j -0.0022588-0.00675568j -0.00120814+0.00534227j 0.000924461-0.00315288j 0.000840312-0.0095889j 0.00136534+0.0133318j 0.00456129-0.00151461j 0.00422638-0.000997976j -0.000751948+0.00105152j -0.000292365-0.00185456j -0.00494877+0.00165945j -0.00441609+0.00241236j -0.00881264+0.0134696j -0.000351089-0.0049586j 0.00581797+0.00437163j 0.00218984-0.00258456j -0.0113928+0.00115439j -0.00637139-0.000925537j -0.0027279-0.0142025j 0.00623173-0.00747888j 0.00238986+0.000309169j 0.0106584-0.0028865j 0.00465969-0.0087087j -0.00118865+0.00804j 0.00331733-6.40848e-05j 0.011222+0.00791294j -0.00964957-0.01426j -0.00608239+0.00689476j -0.000710521-0.0187295j -0.00761356-0.0165086j 0.00426955+0.0209437j -0.00185826+0.025613j -0.00366758-0.0067093j 0.00335916-0.00389998j 0.00070312+0.0108185j -0.0107551+0.000532697j 0.00880599+0.00241516j -0.00895182+0.0059662j 0.00650538-0.00172883j -0.00851876+0.00985162j -0.000127439+0.0046198j 0.00221587-0.00521738j -0.00579018+0.00325367j 0.00254631-0.0020463j 0.000815014+0.00110958j 
-0.000463688+0.000669512j 0.00321832+0.00267028j 0.00077373-0.00756253j 0.00543734+0.00764328j 0.000181875+0.00109135j 0.00132931-0.0103619j 0.00458793+0.00754876j -0.00199269-0.00418061j -0.00551755-0.0160024j -0.00158673+0.00684828j 0.00239063+0.00019123j -0.00219518+0.0103275j 0.00305703+0.00310637j -0.00230145+0.000640329j -0.00588542-0.00351454j -0.000393749+0.00154402j -0.00267007-0.00725014j -0.00314258-0.00138707j 0.00204569+0.0171224j 0.00241681-0.013178j -0.0045319+0.00926604j -0.00160189+0.00117617j 0.0030753-0.00653967j 0.000990371-0.0119965j 0.00559247-0.00110575j 0.000753147-0.00077863j 0.00243791+0.000382896j -0.000514083-0.0144565j 0.000961014+0.0078637j 0.00210886-0.00161485j -0.00349441+0.000347036j 0.00122341-0.00162248j -0.00121581-0.00230915j -0.0101028+0.00555237j 0.00584654+0.0132822j 0.00469662-0.00756073j -0.0061544+0.00250993j -0.00305614+0.00519866j 0.0039634+0.00784312j -0.00254275+0.0118679j 0.00788218+0.00123616j 0.0105954+0.00767528j -0.00104084-0.00419673j 0.00546384+0.0113522j -0.00636263-0.0041372j -0.0123269+0.00281986j 0.000613698+0.0105899j 0.00556821-0.00569259j 0.00763966+0.000126151j -0.0135618+0.00526121j -0.00712315+0.00355589j -0.000197813-0.0119931j -0.0104823-0.00624669j 0.0195709+0.00926226j -0.00773686-0.0026253j -0.00538247+0.00539911j -0.00970429+0.0139327j -0.00294311-0.000363768j 0.00415782+0.000619746j -0.00197218+0.00737342j -0.00248394-0.00246205j -2.04131e-05-0.00960579j -0.000417318-0.00316005j 0.00154363-0.00256168j -0.00532888+0.00535461j -0.00229864-0.0109952j 0.00117511-0.0050303j -0.00397327-0.010794j -2.48408e-05+0.000275072j 0.00032049+0.00170543j 
0.000262171-0.00161491j 0.00187036-0.00391987j 0.00231786-0.00413711j 0.00294588+0.00846281j -0.000902766+0.00162539j 0.00438151-0.000753983j -0.000863708+0.00169995j 2.21518e-05-0.000502743j -7.53777e-05+0.00115354j 0.00427745+0.00598859j 0.00160575-0.00486586j -0.00131394+0.0104742j 0.00196511+0.009236j 0.000922025-0.00210836j -0.00034316+0.0061757j -5.99276e-05-0.0143774j 0.00314954+0.00396379j 0.00423922+0.00569137j -0.00260206-0.00723424j 0.00128319+0.00537143j -0.00107717-0.00131444j -0.00123652+0.00287513j 0.00377707+0.00655439j 0.00149603+0.00835406j -0.00107742-0.00441897j 0.000671348-0.000328187j 0.000345448+0.00166367j -0.000121181-0.0125768j 0.000464339-0.00379474j 0.00119783-0.0035148j -0.00612803+0.000488154j -0.00139837-0.00240324j 0.00803237-0.0113126j 0.0051753-0.00158158j 0.00455102-0.00295886j -0.00177261+0.00222294j -0.00423067-0.00274971j -0.0180874-6.44117e-05j -0.00403326-0.00527766j -0.00662854+0.00414259j -0.00277294+0.00917056j -0.0114885+0.00356593j -0.00217577+0.0139892j -0.00139834+0.00489987j 0.0142554+0.00445255j 0.00719549+0.00324116j 0.00346663+0.00444567j -0.00213848-0.00850793j -0.0131473-0.00531895j 0.00604998+0.00489718j 0.00799007-0.0119562j -0.00610176-0.0217771j 0.00277012-0.0187984j -0.0162464+0.0118989j 0.00854599+0.00266763j 0.00276212+0.00810716j -0.00875804-0.0222146j -0.00462284+0.00771716j -0.00122409-0.000760525j -0.000336837-0.00768944j -0.00347969-0.00447383j 0.0103953+0.00434591j -0.000216594-0.00614741j -9.91369e-05-0.00284395j 0.000320303-0.0132075j -0.000391465-0.0140695j -0.00148354-0.00743272j -0.000944361-0.0130687j -0.00194009-0.00398078j 0.000886381-0.000222068j 
0.00197493+0.00422722j -0.000954033-0.00555524j 9.8886e-05-0.00263703j -0.00146082-0.000527553j -0.000407791+0.0126419j 0.0014269-0.00205902j -0.0042461-0.00466506j 0.000762026+0.00341182j 0.00491796+0.0150051j -0.000583558-0.0156812j -0.000752949+0.00485039j -0.000126737-0.00704632j -0.00146254-0.00300429j -0.00192418+0.00450151j 8.44594e-05-0.0096245j -0.00168975+0.000175126j 0.00115087+0.00854499j 0.00612886+0.0115018j -0.0042182+0.00360369j -0.00304747-0.00869808j 0.00355724-0.00377656j -0.00259484-0.00153602j 0.000111547+0.00414129j -0.0042828+0.000463519j 0.0012732+0.00533545j -0.00233927-0.00331789j 0.00455177-0.000859294j -0.00736118-3.9172e-05j -0.00297887-0.00549222j -0.00134525-0.00577651j 0.00489689+0.00297571j 0.00101599-0.00356212j -0.00569379+0.00204919j -0.000752144-0.00334509j 0.00247261+0.00289937j -0.0010449+0.00102715j 0.00360875-0.00251137j 0.0123793-0.00612607j -0.000738321+0.000533135j -0.00723182-0.00540294j 0.00638094-0.00104878j 0.00403428-0.0101878j -0.0034342+0.00587826j 0.0164456+0.00257493j 0.000875579+0.00984865j 0.000867105-0.00597935j 0.00686232+0.00573908j 0.00227865-0.00335517j -0.00766286-0.00481014j 0.00229337+0.00590909j -0.00839925+0.00272121j 0.00766264-0.00632114j 0.00607763+0.0100107j 0.0117381+0.00296147j -0.00243545+0.0161268j 0.00578004+0.00726448j 0.00684243-0.0144847j -0.00694623-0.00580299j 0.00306847-0.0133623j -0.00387718-0.00935261j -0.00135069+0.00695014j 0.000812755+0.00131714j 0.00204054+0.00215803j 0.00656839-0.00126178j -0.00103767-0.0134602j -0.0066661+0.000242437j -0.000429578-0.0030432j -0.00239501-0.00259328j 0.00110685-0.0034728j 0.00158158-0.00115295j 
-0.00126416+0.00120724j 0.00127341+0.00580201j 0.000343733+0.00284421j 0.000530546-0.00520205j -0.000826441-0.000685753j -0.00112831+0.00235548j -0.000332494-5.55777e-05j 0.00151578+0.00550228j 0.000894753-0.00299958j 0.0010155+0.000987644j 0.00367308+0.00735014j 0.00156069+0.000799552j -0.000613192-0.0105469j -0.00307415+0.00326821j 0.000596899-0.00962043j 0.00148382+0.00257542j -0.00255754+0.00117646j -0.00010595-0.00192444j -0.00497663-0.000217906j -0.000265287-0.00529631j 0.0012102-0.00307097j 0.00300015-0.00654934j -0.000730536-0.0049977j -0.000480336-0.00559007j -0.000498243+0.00815878j -0.000325607+0.00455104j 0.00184313-0.00319925j 0.00130569-0.0015931j 0.000901088+0.00647079j -0.00177985+0.00415364j -0.00132753+0.00169818j -5.11306e-05+0.000298423j 0.000928354-0.00756075j -0.00167741-0.00583261j -0.00155825+0.000440898j 0.000268757+0.00178998j -0.00471619-0.00744947j -0.0130241+0.00446228j -0.00486702-0.00663254j -0.0081423-0.0111151j -0.00212962+0.00507979j -0.00674513-0.00315603j -0.00835191-0.0191344j -0.0048511-0.00733057j 0.000372496-0.000341325j 0.000242263-0.000217501j 0.00504647+0.00814589j 0.000638578+0.00418791j 0.00129773+0.00837816j 4.4488e-05+0.0155746j 0.00825642+0.00703852j -0.00511096+0.001452j -0.00997434+0.0152893j -0.0086585+0.0201184j -0.00372548-0.0073246j -0.00309767+0.0108671j -0.00255601+0.00124858j 0.00692298-0.0230359j -0.00338896+0.00216983j -0.0027972+0.000517519j -0.00175835-0.0103052j -0.00447929+0.00609383j 0.00820579-0.00921157j 0.00133384-0.00565534j -0.00133192-0.00203185j -0.00110413+6.67096e-05j -0.000320282+0.000703881j 0.00220646-0.003848j 0.00204064+0.000307275j -0.00237565+0.0015037j 
0.000271596+0.00195764j -0.000874404+0.00207137j 0.00204558+0.00351066j 0.000124475-0.00066472j -0.00261513-0.00374337j -0.00223376-0.00248839j -0.00177416+0.00545944j -0.00219054-0.00824824j -0.00227001-0.0089279j 0.000864411+0.00402857j 0.00187332-0.00348941j 0.000616908-0.00682223j -0.000606671-0.0124138j 0.000926588+0.00788309j 0.00230707-0.00506392j 0.00211925+0.0127807j -0.00119348-0.0136606j 0.00319956-0.0012835j 0.00659573+0.00805256j 0.000775362-0.0102464j -0.00147722+0.00616891j -0.00259974-0.00700394j 0.0013633-0.00706074j 0.000493851-0.00519234j -0.00102098-0.00253698j 0.00223799+0.00225028j 0.00144611+0.00498648j 0.00815388-0.00415762j -0.00376298-0.00523405j 0.00358954+0.000597481j -0.0110836+0.00093225j -0.00297778+0.00156578j 0.00260859+0.00805406j -0.00169192+0.0117624j 0.015115-0.00803306j 0.0063453-0.00539181j 0.00570793+0.00383305j -0.00866975+0.00889329j -0.0077968-0.00468545j 0.00154757-0.00934629j 0.00119319+0.00101239j 0.00729497-0.0046218j 0.00899404+0.0048534j -0.000955097+0.00683483j -0.00430117+0.0023256j 0.00236129+0.00953079j -0.00971965+0.00303935j -0.0154793-0.0194117j 0.0153403-0.0140582j 0.000236109+0.00808954j 0.00567804+0.00496608j 0.00371267-0.00209001j -0.00118274+0.0110481j -0.00384284-0.00720067j -0.00230584+0.0175455j -0.00138564+0.00280407j 0.00513105-0.00880657j 0.000506502+0.00765585j 0.00795688-0.0103533j 0.00908572-0.0098052j -0.00464422+0.00680045j 0.0061249+0.00470027j -0.00240238-9.64337e-05j 0.00455405-0.000962173j 0.00116257-0.00608676j -0.00353127+0.0048483j 0.000888457+0.00366734j -6.82134e-05+0.00129941j 0.00164684+0.00150803j 0.00157782-0.0013811j 
-0.00024505-0.0021086j -0.00106731-0.00451659j 0.000403236+0.00480522j -0.000387665-0.00100229j 0.000692871-0.00112631j -0.00205888-0.00221073j -0.000203182+0.000178552j -0.000479915-0.00769452j 0.00251762-0.005476j 0.00109113+0.0210469j -0.00254431+0.0128157j -0.00308798-0.00423457j -0.00330309+0.0124596j 0.00351555+0.00901411j -0.00590481-0.00108439j -0.000436633+0.00950647j -0.00235399-0.0141467j -0.00443975-0.00268102j 0.00915999+0.00160738j 0.000198705-0.00844587j 0.00108351+0.00758439j 0.000132806-0.00224028j 0.00356065-0.000984087j 0.0111752-0.0111651j -0.0039041-0.00234394j -0.00272327+0.00192463j -0.00405631+0.00156405j -0.00177546-0.00750278j 0.00266697+0.00335428j -0.00515516+0.00256342j 0.00815325+0.0011614j -0.00238477-0.00225344j 0.0117292-0.00946381j 0.0144354+0.00765178j 0.0129517+0.00432092j -0.00771822+0.0091921j -0.00973089+0.0129578j -0.00677419+0.0187081j 0.00173762+0.00576705j -0.00583334-0.00334001j -0.0132104-0.000103874j -0.0138815+0.00207904j -0.00371834+0.0010291j -0.000242435-0.00201262j 0.00368105+0.00529635j 0.00538797+0.0107562j 0.00681678+0.00369511j 0.0123325-0.00393088j -0.0170584-0.00550327j 0.0117963+0.00728j 0.00366497+0.004985j -0.0181686-0.00158652j 0.00941618+0.00349359j -0.00953021-0.0155659j -0.0048919+0.00957023j 0.0116054-0.000596647j 0.0059365+0.00304757j 0.000456166+0.00548485j -0.00608141-0.00802052j -0.00581443-0.00287203j -0.000723802+0.00261371j -0.00875432+0.00614177j 0.0028492+0.000969078j 0.000333523-0.00185492j 0.00693879-0.00248063j 0.000229396+0.0024207j -0.00260022+0.00169951j -0.00134671+0.00263643j -0.000534918-0.00114267j 0.000728847-0.0013672j 
-0.00354186+0.00266482j -0.00284205+0.00299798j -0.000377059-0.00208823j 0.00135468-0.00501766j -0.000721694+0.00980372j 0.00326106+0.000646817j 0.000908824-0.00573599j 0.00186284-0.000187471j 0.000595104+0.00135792j -0.0049826-0.0150726j 0.00561067+0.00894583j 0.0019588-0.0166495j 0.000432271-0.013695j -0.00841525+0.00324934j 0.00329291-0.0151293j -0.00170922+0.0101084j -0.0121581-0.00624532j -0.0027598-0.00101273j -0.00363994+0.00972053j 0.00161609-0.0063219j 0.0064971+0.00142501j 0.00596414-0.00501761j -0.00103298-0.00980714j -0.00244835-0.0175001j -0.00759354+0.0095284j -0.000617925+0.000732018j 0.000608728-0.0014129j -0.00337315+0.00257264j 0.00440804+0.000221211j -0.00396386+0.00052311j 0.00163487+0.0022503j 0.00361561-0.00687812j 0.00205968-0.0163132j -0.00223049+0.00107638j -0.00650133-0.00456721j 0.00286648-0.00116623j -0.0042199+0.013564j -0.00360934+0.00625618j 0.00164984+0.000348874j 0.010191-0.00406038j 0.00698085+0.0016273j 0.00113751+0.00983613j -0.000137821+0.00648551j -0.00390559+0.000681798j 0.010336-0.00830369j -0.00921608+0.000425792j 0.00534043-0.00717456j 0.00607989-0.0074276j -0.00356164+0.0039348j 0.00251196-0.0153015j -0.00384111-0.00470445j -0.00509812-0.00172402j -0.00684685-0.0171j -0.0107322+0.00512545j 0.00214892-0.00453052j 0.00388205+0.000197148j -0.00890989-0.0123679j -0.00358607+0.000217022j -0.00394812+0.00534544j 0.00445218+0.00839508j -0.00711375-0.000939021j 0.000401014-0.00354784j 7.25985e-05+0.00300633j 0.00088178+0.00836183j 0.0028998+0.00226464j -3.43214e-05-0.009638j 0.000357386+0.00123886j -0.000403122-0.00150435j 0.000288882+0.00529842j -0.00144331-0.000434896j 
0.00283932+0.00230575j 0.00184459-0.00874519j 0.00181632-0.00390668j 0.00054629+0.00582683j -0.00113195+0.00581404j -0.000468523-0.000672518j -0.00108592-0.00602235j 0.00115228-0.00600672j 0.00580918+0.0095526j 0.000522419+0.00513518j 0.00239975+0.0019026j -0.00268351-0.00674496j -0.0031642+0.0102295j 0.00141223-0.00139683j 0.00070915+0.00630154j 0.00213022+0.00473346j 0.000844942+0.00175965j -0.0007868-0.000562519j -0.00275853+0.00608135j -0.00426184+0.0083084j 0.00312028-0.00385979j -0.00303295-0.00240582j 0.00308171+0.00299004j 0.00917456+0.00204951j 0.00671962+0.00071885j -0.00320824+0.00376388j 0.0032601+0.0030888j 0.00236401-0.00512391j -0.00610563+0.00411531j 0.00502143+0.00171442j 0.0060632+0.000663363j 0.00541816-0.000994823j 0.00605121-0.00822897j -0.00886444-0.00867108j -0.00521077-0.0171739j 0.012993-0.00293082j -0.0139453+0.00483603j 0.00671075+0.0160723j -0.00451873+0.0139119j 0.00746922-0.00197494j 0.0226236-0.000673215j 0.0152598+0.0017238j 0.0037231-0.0150399j -0.014363+0.0113691j -0.00430514-0.000114155j -0.02775-0.00171342j -0.00270601+0.00382372j -0.00508957+0.0034199j 0.0248212+0.000702718j 0.00882978-0.0011104j -0.0137836-0.00853574j -0.00579298+0.00612398j 0.00183678+0.0115487j 0.00895381+0.00937085j -0.00571223+0.000923193j 0.00149743+0.00719994j -0.00279348-0.00184278j 0.00386722+0.00027446j -0.00568981-0.00567042j 0.00497395+0.000326502j -0.00141376-0.00571807j -0.000467463-0.00392362j -0.00455458-0.00203022j -0.00390893-0.00699857j -0.000938361-0.00168828j 0.000847969+0.000401136j -0.0012135-0.00464377j -0.00424823-0.00464948j -0.00170545-0.00671109j 0.000939755+0.00144015j 
