0.00511911+0.00770637j -0.00766409+0.00768536j 0.00712649+0.00171079j 0.00215914-0.00769348j -0.00433317+0.0056579j -0.00523588+0.00110697j 0.00433618+0.00512323j 0.0059769-0.00559969j -0.00169076+0.00508281j 0.000889139-0.000678027j -0.00160963+0.00340971j 0.00523385+0.0013254j -0.00376691+0.0032142j 0.00308499-0.00226481j -0.0010018-0.00169805j 0.00430996+0.00213583j -0.000370727+0.000656142j 0.000350296-0.0027184j -0.00257306+0.00280864j -0.00106593+0.000495829j -0.00374725-0.00527784j -0.00656551+0.00240303j 0.00367723-0.00171358j -0.00133961+0.00311031j 0.00368729-0.00261555j 0.00104971+0.00256353j -0.00250214+0.00117092j -0.000781658+0.00208569j -0.0011302-0.000234535j -0.00154301-0.00107453j -0.000324176+0.00245828j 0.0021968-0.005454j -0.000709454+0.00150449j -0.00318702-0.00167552j 0.000761071+0.00295985j 0.00133451-0.00118219j -0.00227795-0.00297018j 0.00171334+0.000811845j 0.00081594-0.00389994j 0.000813873+0.00469795j 0.00410959-0.00229268j -0.00177862+0.00291685j -0.00193173-0.00350022j 0.00490372+0.00139565j 0.00353132+0.00134163j 0.00292722+0.00156185j 0.00102335+0.00489276j 0.00470429+9.01761e-05j 0.00445414+0.00185697j -0.00327193-0.00586247j 0.0028924-0.00261619j -0.00125614+0.00572327j -0.00232765-0.00140913j -0.00568341-0.000601798j 0.00192609+0.00629411j 0.00225847+0.00721006j -0.00130189-0.000606249j -7.61654e-05+0.00352236j -0.00982712-0.00611974j 0.011156-0.00160973j 0.00765558-0.0124309j -0.02131-0.00637139j -0.00344346+0.0066121j -0.00334012+0.0134556j 0.0253242-0.00468506j -0.020422+0.00714388j 0.0194475+0.00353908j 0.00218708+0.0155891j -0.0191678-0.024266j -0.0278457+0.0190082j 
-0.00126312+0.00025722j -0.000334484-0.00394215j -0.00308586+0.00469214j 0.00183748-0.00042899j -0.00593109-0.00472196j 0.00422677+0.000377457j -0.00792228-0.0116293j -0.00633316-0.00178257j 0.00776092+0.00747296j 0.0114399-0.00692096j 0.000822009+0.00437596j 0.00766902-0.0136888j 0.0128537-0.0138626j 0.00614693-0.0182597j -0.00300921+0.00310022j -0.00407758-0.0049799j -0.0243173-0.000838641j 0.00430672-0.0146556j 0.0214579-0.0071846j -0.00968209-0.00841272j -0.0103853-0.014943j -0.00156334-0.000435354j -0.00578554-0.000238366j 0.00379298+0.00154045j 0.00954767+0.00280095j -0.0076116+0.00367368j 0.0161665+0.00647413j 0.00859434-0.0062932j -0.0137848-0.00529656j 0.00179272+0.0049892j -0.00454355+0.00319978j 0.00900337+0.00691839j 0.0253758+0.00536743j 0.00770009+0.00189944j -0.00658952+0.0125666j 0.0029595+0.00184525j -0.0083792-0.00477605j -0.0154747-0.00469748j 0.00658668+0.00408949j 0.00166604+7.25808e-05j 0.00198282-0.00256148j 0.00197887-0.00147873j 0.00562396+0.00529276j 0.000236976+0.00303696j 0.00111356-0.00161847j -0.00158038+0.0011244j -0.00802006-0.00550585j 0.000721582+0.00137259j 0.00346892+0.00357226j 8.41057e-05+0.000828168j 0.00111364+0.00283685j -0.00135255-0.00487514j 0.00173479-0.00308003j 0.0029167+0.0057097j -0.000679669-0.00640705j 0.00143304-0.00146189j -0.00110182-9.3918e-05j -0.00067867-0.00397086j 0.0019342-0.000178353j -0.00491729+0.00109427j -0.00241536-0.00202273j 0.0040833+0.00141299j 0.00302326+0.00124874j -0.000409822-0.0035956j -0.000665768-0.0059733j 0.0014702+0.00270262j -0.00181558+0.000332419j 0.000464099+0.000680021j 0.000675761+0.00195167j 0.00139606-0.00199332j 
0.000503541+0.00162236j 0.00269481+0.00109235j 0.00805517+0.0109856j 0.00141483-0.00252175j 0.00227193-0.00350121j 0.00553441+0.0149886j -0.000356689+0.00294519j 0.0127355+0.0127148j 0.00384525+0.00791187j 0.00557155-0.015211j 0.007256-0.00886156j -0.000888446+4.30692e-05j -0.016671+0.00516214j 0.00864734-0.0301413j 0.00872461+0.000958876j -0.00326501+0.0120183j -0.00787831-0.00852371j -0.0166766+0.000283593j -0.00163614+0.00164028j -0.00329381-0.00246609j -0.00806361+0.00597376j 0.0195224+0.00128778j 0.00716066+0.00135503j -0.0136219+0.00520412j -0.00640402+0.00517057j -0.00796754+0.000282198j -0.00862031+0.00789622j -0.00965299-0.00526969j -0.00855575-0.00693328j -0.000955798+0.00157032j 0.0115178-0.00500445j 0.00155708-0.00129487j 0.0141616-0.00770827j 0.0104247-0.00285011j 0.000880031-0.00545856j 0.00227466+0.00270381j -0.00151863-0.00349976j -0.00680015-0.00560268j -0.00512118-0.00335886j 0.00124112-0.00448668j -0.00192596+0.00339326j -0.00159302+0.00367655j -0.00367833-0.000340193j -0.00236537+0.00975159j -0.000917338+0.00271146j -0.000492594-0.000637214j -0.00112514+0.00342714j 0.00345806+0.0028089j -0.000138857-0.000894854j -0.00272736-0.00374195j -0.00155038-0.000559914j 0.00398678-0.00396612j -0.00187982+0.00796542j -0.00100826-0.00471196j -0.000834582-0.00211185j -0.000386031-0.00114561j -2.81993e-05+0.00401937j 0.000924422+0.00438084j 0.000130229-0.00387716j 0.00150614+0.00627359j -0.00340137+0.00255246j 0.00014028-0.00324729j -0.00125552-0.00599646j -0.00221162-1.27676e-05j 0.00130155-0.00357734j -0.000203154-0.00379894j -0.00267986+0.0047814j -0.00138644-0.00683869j 9.64476e-05-0.00285067j -0.000768034+0.00294622j 
0.00165082-0.0012757j -0.0007423+0.00353886j 0.00160261+0.012379j 0.00512086-0.00732789j -0.000678298-0.00854649j 0.0091998+0.00585021j -0.00988593-0.00940578j 0.00446859+0.00824772j -0.0198852-0.00769905j -0.000523836+0.00917071j -0.00122644-0.0140444j 0.00491126-0.00541987j 0.0110018+0.00332344j 0.00560458-0.00377198j -0.00989521-0.00435309j 0.012404+0.00349995j 0.0182311+0.0020757j -0.00855404-0.0103037j 0.0071493+0.00468978j 0.0173308+0.00615696j 0.00591243-0.00669543j -0.0139807+0.00186587j 0.0092738+0.00128487j 0.0107259-0.00158994j -0.0223135-0.0017665j 0.0127654+0.00586988j -0.00294488+0.00736046j 0.0129616+0.00165996j 0.0161338+0.00764096j -0.00525928+0.00398411j -0.00126891-0.00359499j 0.00177229+0.00229207j -0.000696269-0.000146772j 0.00737897+0.000495533j -0.00165492-0.00691835j 9.44726e-05+0.00989014j -0.000970334+0.00134017j 0.00646251-0.000194593j 0.00061441+0.00387378j -0.00936741-0.00719121j 0.00585255+0.00126168j -4.88887e-05-0.000230948j 0.0011642+0.00376833j 0.0016966+0.00300311j 0.00126708+0.00459772j 0.00142374-0.000964871j -0.00617707-0.00484082j -0.000811614+0.00185958j 0.00372546-0.00115355j 0.00308082-0.00122276j 0.00191988+0.000805015j 0.00186712-0.00743998j 0.00583222+0.00328651j -0.00104676+0.00169905j 0.00261519-0.00502309j -0.0073031-0.00230436j -0.00392691+0.00349543j -0.0075211-0.000208358j 0.00238734+0.00494504j 0.000621264+0.00511339j 0.00161535+0.00376182j 0.00441162+0.00593838j 0.00453525-0.000528891j 0.00561218+0.000554761j 0.00021148-0.00790731j 0.00031424+0.000342697j -0.0032185-0.000501829j 0.0023123-0.00248369j 0.00167735-0.0014766j -0.00249271-0.00125821j 
-0.00033343-0.00797591j -0.00143968-0.00224787j -9.60216e-05-0.00953295j -0.00347762-0.00868465j 0.00866044+0.0148055j 0.00035291-0.00345323j -0.00864674-0.022105j 0.0100023+0.0271545j 0.01238+0.0294565j -0.00270019+0.00861955j 0.00555961-0.0180076j 0.00843775+0.0208093j 0.0112842-0.00447859j -0.0127285+0.00242017j -0.00512501+0.00500997j -0.0103881+0.0113663j -0.00223127-0.00667064j -1.42669e-05-0.00983285j -0.00346968+0.0228488j 0.00114785-0.00191803j 0.00236065-0.00341482j -0.00331965-0.00356611j 0.00327294+0.00576617j -0.00355736+0.0110486j 0.00461545-0.00199893j 0.00294198-0.00376404j -0.00101925-0.000892811j 0.00382562+0.000413546j 0.00265348-0.00326613j -0.000534607+0.000677557j -0.00125238-0.00241512j 0.00160574-0.000182379j 0.00229173-0.00178218j 0.000984138-0.00398863j -0.0019115+0.000131329j 0.00137596-0.00104629j -0.00141605+4.5276e-06j -0.0012119-0.000898413j 0.000182205+0.000979063j -0.00281799+0.00237117j 0.00188775-0.00177107j -0.00124497-0.000366664j 0.0028092-0.000410703j 0.00162821-0.00283078j 0.00217727-0.00230931j -0.000952292-0.00182757j -0.00420599+0.00446953j 0.00156002-0.000375747j 0.000890033-0.000640188j 0.00186521-0.00251784j 0.000606456-0.00141956j -0.0010352-0.00496098j 0.000824238+0.00180392j -0.000969733+0.00363343j -0.00250229-0.00120837j -0.00223387-0.0017162j -0.00225205+0.000641915j -0.00199538+0.000823824j 0.000365257-0.000508986j 0.00179099-0.00144068j 0.000753273+0.000220294j -0.00100802+0.00507018j 0.000727073+0.000532724j 0.000688973+0.003247j -0.00220471+0.00291087j -0.000114893+0.00130801j 0.000140974+0.000909217j -0.000806316+0.00252398j -0.00140766+0.00341001j 0.000492486-0.00194805j 
-0.00277134-0.00322357j 0.00152965+0.0078361j 0.00515763+0.00617039j -0.000517121-0.0136885j 0.0107776+0.00784415j -0.00998029-0.00592924j -0.0055633-0.0155684j -0.00779326-0.00447089j 0.0174121-0.0288702j 0.00912041+0.00554987j -0.00197036-0.00611254j 0.00878417-0.00988105j -0.0145531-0.00566763j 0.00133406+0.0168879j -0.00316505-0.00273328j -0.000886671+0.0069207j 0.00220361+0.0135666j -0.00439118-0.00187242j -0.00414795+0.0018475j -0.00666729+0.00493404j 0.000781237-0.0101109j -0.00349706-0.0018681j 0.000605439-0.00524268j -0.00919438+0.00381726j 0.0081566-0.00900709j -0.00860481+0.00423944j -0.00474429+0.00512719j -0.00948101-0.0008748j -0.0063167-0.00648108j -0.00210719+0.00417574j 0.00428329+0.00358081j 0.000637413+0.000273452j 0.00375813+0.00228878j 0.00166747+0.00178338j 0.00203781-0.0016029j -0.00378256-0.0016759j 0.00643461-0.000736358j 0.00176334+0.00258606j -0.000293852+0.00141929j 0.00584355+0.00104889j -0.00351246-0.00152383j -0.000721125+0.00315554j -0.000342999-0.00443509j -0.00440601+3.99201e-05j -0.00126694-0.00479079j 0.00213707-0.00287516j 0.0010223+0.00921077j -2.09652e-06-0.00471359j -0.00121537-0.00301074j 0.00395138-0.0029267j -0.00165225+0.000365272j 0.00284662+0.000620041j -0.00487248-0.00341413j 0.00200642-4.47714e-05j -0.000729115+0.00637981j 0.00151725+0.0032224j 0.00021141+0.00725926j 0.00138026+0.00326993j 9.28249e-05-0.00165432j -0.00487519+0.000730235j -0.00483093+0.0019859j -0.00169932+0.00300114j 0.00239692-0.00738243j -0.000813295-0.00144551j 0.00153627+0.00237535j 0.00138802+2.51653e-05j 0.00152653+0.00226601j 0.00145083+0.00159159j 0.0002425+0.00278017j -0.000770771+0.00329545j 
-0.0036423+0.00298258j -0.0059492-0.00402366j -0.00684211-0.00484265j 0.00180388+0.0053828j -0.000577969-0.0112683j 0.0140123-0.00280396j -0.00969269-0.0155098j -0.0183285+0.00723133j -0.00514636+0.000175922j 0.0109954-0.00699159j -0.0044851+0.00535124j -0.0212945+0.0113605j -0.0192912-0.0025857j -0.017727-0.00339158j 0.00719543+0.00044074j 0.0167364+0.00200687j 0.0255924-0.000879223j 0.00124549-0.00780674j -0.00978003+0.00339645j 0.00284433-0.00302813j -0.00650924+0.00306238j -0.0192775-0.00701316j 0.0139453-0.00246469j 0.00149538-0.00716051j -0.00353504-0.000542489j 0.0070216+0.00329138j 0.00870745+0.0010203j -0.0167261-0.00403628j 0.00146125-0.00450045j -4.85975e-05+0.00298156j -0.00406677+0.000330055j 0.000145778+0.000551197j 0.00411367+0.00156714j 0.00813928+0.00829268j 0.00601461-0.00728464j -9.23519e-05-0.000486476j 0.006945+0.00559133j 0.00244583+0.000920038j 0.00104858-0.00119381j -0.000662793-0.00417476j 4.04143e-05-0.00230594j 0.00721026-0.00162655j 0.00145346-0.00123879j 0.0035199-0.001297j -0.000962699-0.00326155j 0.0020468+0.00198617j -0.00254463-0.00530845j -0.00440173+0.00118409j 0.000754137+0.00375582j 0.00666742+0.00565682j -0.000552053+0.00186326j 0.00383009+0.00074248j 0.00393227-0.00210872j 0.00107044+0.0027128j 0.0024596-0.0043426j 0.00268344-0.00132135j 0.00108446-0.000815604j -0.00223337-0.00452624j -0.00149301+0.00310894j -0.00673276-0.00189383j -5.93674e-05-0.00104004j 0.00109424+0.00358709j 0.00217799+0.00321185j 0.00236384-0.00151677j 7.20506e-05-0.00457992j -0.00232997-0.000113534j 5.72612e-07-0.00317898j 0.000662833+0.00147817j 0.00406001+0.0021917j 0.000628704-0.00671689j 
-0.00369278+0.000372676j 0.00427519-0.00186608j 0.00358617+0.00332119j 0.000652807-0.00276556j 0.0164549+0.00243043j 0.0168055+0.0148038j 0.01761-0.00796511j 0.00715198-0.0125985j -9.24145e-05+0.00627069j 0.00797996-0.00361214j -0.0134647-0.00582179j -0.0150637-0.0056748j 0.00375076-0.0106641j -0.00630284+0.00488707j -0.0092095+0.00189539j 0.0158116+0.00168142j -0.00483779+0.00511082j 0.0308817+0.00789094j -0.00269754+0.000692399j 0.00403726-0.00788114j 0.0192793+0.00209965j 0.00162065-0.00124073j 0.0100345+0.00262084j 0.00318139+0.0068107j 0.00192249+0.000138105j 0.000209029-0.00160068j -0.00165716+0.0045983j 0.00482298-0.00186307j 0.00690769-0.00277566j -0.00127485-0.0047454j -0.0136343-0.00664007j -0.00508564-0.00149948j 0.0049002-0.000710058j -0.00391464+0.00251818j 0.00239863-0.00750151j 0.000800995+0.00650892j 0.00150424+0.00194619j 0.00328259-0.00263174j -0.00235349-0.00128073j 0.00236573-0.00247067j 0.00220218-0.0022139j 0.00324621+0.00624716j -0.00187855-0.00105173j 0.000140606+0.00195441j 0.00586841-0.00391291j -0.00120732-0.000706737j 0.00178686+0.00328879j -0.00385968-0.000997467j -0.0105047+0.00271752j -0.00166495+0.000433732j -0.00786263+0.00153857j 0.00342374+0.00207223j 0.00785101+0.00711622j -0.00280357-0.00307587j 0.00393798-0.000276334j 0.00302716+0.00319538j 0.00029759+0.00639028j 0.00648363-0.000826849j 0.00301288-0.00565006j -0.000342956-0.00345504j 0.000862889+0.00518387j -0.00280525-0.00448464j -0.000351516+8.56835e-05j -1.82556e-05+0.00352161j 0.00567524-0.000591651j -0.00299563-0.00370367j -0.00200891+0.00309949j -0.00395159-0.00363661j -0.000434909+0.00344725j 0.00335819+0.00312497j 
0.00208196+0.00191784j -0.00135566+0.00442467j 0.013794+0.00430284j -0.00349803-0.00866526j -0.0124921-0.0170583j 0.0198922-0.00814342j -0.0120122+0.00269402j 0.019767-0.0118555j 0.0122237-0.00408578j -0.00600938+0.00560983j -0.0211128-0.00429814j 0.00730113+0.00180993j -0.00490019+0.00254369j -0.0335443-0.00326989j 0.00676886+0.0106025j 0.0148146+0.000474304j -0.0217908+0.00293772j -0.0174221+0.00197028j 0.00800238-0.00410406j -0.0102405-0.00260461j 0.00130058-0.0026667j -0.00495519-0.000559792j 0.00432624-0.000864746j 0.00746208+0.000804149j -0.00371614+0.00152375j 0.00455273+0.00223438j 0.0144667+0.00545825j -0.00552341+0.0012511j -0.00338031-0.00426442j 0.00310992+0.00369396j -0.00494654-0.00108349j 0.000543501-0.00199916j -0.00620666-0.00530596j -0.00101845-0.00400905j -0.00383308-0.000375607j 0.00350518+0.00162907j 0.00082831-0.00205022j -0.00351751-0.00445382j 9.91523e-05-0.00393482j -0.00669018-0.00243453j 0.00488433-0.0030876j 0.00491712-0.00212191j 0.00391061+0.000739487j 0.00844532+0.000191286j 0.000788974+0.000159634j 0.00086176-0.00273777j 0.000679232+0.000964205j -0.000499614+0.00199812j 0.000699794+0.000184696j -0.000424283-0.00119161j 0.00294647-0.00109054j -0.00506009-0.00244552j 0.00879225+0.000954843j -0.00150795-0.000434093j -0.00363683-0.00628537j -0.000815457+0.00170244j 0.0046025+0.00104856j -0.000220373+0.00327772j -0.00143462+0.00153079j 0.00471506+0.00201997j 0.00282406+9.58314e-05j -0.000275903+0.00122132j -0.00240718-0.00332988j 0.00270499-0.0010998j -0.00702164-0.00572977j -0.00325372+0.00337852j 0.00284493+0.0069774j -0.00404583+0.00126496j 9.39721e-05-0.00234534j -0.00134326+0.00146527j 
0.00623831+0.0226628j -0.00220128+0.00825743j -0.00846837-0.0118004j -0.00960911-0.00971603j -0.0190051-0.0133072j -0.0159164+0.0341482j -0.0010709-0.0293864j 0.00955082+0.00136807j 0.0027302-0.00106691j -0.00602622+0.0086762j -0.00328602-0.00217539j -0.000855858+0.00257843j -0.00307295+0.00195484j 0.00406646+0.00217092j -0.00162709-0.00120202j -0.00115624+0.00409121j 0.00255742-0.0011104j 0.00196376+0.00288735j 0.00905753+0.00154127j 0.000441238-0.0023523j -0.0012708-0.0013041j 0.00289809-2.21344e-05j -0.00153178+0.00219825j 0.00345444+0.00234182j -0.00257062+0.00301417j -0.00196725-0.00153206j -0.000909333-0.00182325j 0.00240819+0.000941106j -0.00149152-0.0016679j -0.000471021-0.00306688j -0.000363065+0.00223902j -0.00143868-0.00266357j 0.000526227-0.00157807j -8.18559e-05-0.00175124j 3.92406e-05+0.00088969j 1.91554e-05-0.00220386j -0.000744547-0.000159845j 1.80812e-05-0.00061962j 0.00121522-0.00493126j 0.000974611+0.000616697j -0.00120234+0.000241459j 0.000955028-0.00165634j -0.00189089-0.000264182j -0.000811418-0.000203877j -0.00149007+0.00214041j -6.58144e-05+0.00129444j 0.000772208-0.000129862j -0.0011135+0.00284175j 3.87942e-05+0.00311463j 0.000791361-0.00387785j -0.000141068+0.00100679j -0.00139431+0.0018435j -0.00163934-1.71893e-05j 0.00104062-0.000256905j 0.00216611-0.000340268j 0.000301501-0.000582101j 0.00234124-0.00460381j 0.000865031-0.00460066j 0.00120926+0.00130555j -0.00236406+0.00201287j -0.00186225+0.00160313j 0.000191469-0.00197517j 0.000288244+0.00512897j -0.000617864-0.0026872j 0.00235101-0.000480373j 0.000429285+0.00354971j 0.000161638-0.00631678j 0.000763848-0.00135453j 0.000738589-0.00434922j -0.000846969+0.00503836j 
0.002602-0.00862963j 0.00809773+0.0221302j -0.00526072-0.00962118j 0.00780874+0.00773147j 0.00420862-0.0407675j -0.0125626-0.0197799j 0.0243608-0.00651374j -0.00557188+0.00234581j -0.00541973+0.0157072j -0.00164529+0.00416551j -0.00208508+0.00790447j 0.00403206-0.00217554j -0.00252273-0.00121024j -0.00249714-0.0022408j 0.00249796-0.00363984j -0.00279481-0.000787447j -0.000865827+0.00498821j 0.00404243-0.0013353j -0.00245628+0.000233853j -0.00275653-0.00165025j 0.00757477+0.000684053j -0.00116408+0.00339648j 0.00114169-0.0046577j -0.00320819-1.84574e-05j 0.00266573-0.00239521j -0.000631569+0.00367047j -0.00204035+0.00477468j -0.000182752+0.00282723j 0.00123985+0.000743912j -0.00137185+0.00180074j -0.00124026+0.00220508j -0.000686008-0.000566987j 0.00145582+0.00210596j 0.00229452-0.000328347j 1.41888e-05-0.00322489j -0.00014374+0.00206876j 0.00211115-0.00174352j 0.000304961+0.000242425j -0.000625878+0.000186737j 0.000181068-0.00109272j 6.91865e-05-0.00168132j -0.00114601+0.000544396j 0.000690554+0.000187307j -0.000533103-0.00137213j 0.000552258+0.00121489j 0.00074976-0.00221639j -0.00242117-0.00254423j 0.000355825-0.00212888j -0.00122387-0.00366855j 0.00397822-0.00157014j -0.00161689+0.000297544j 0.00164352-0.000387709j -0.000170411-0.00112459j 0.000166767-0.000919971j -0.00253049+0.002545j -0.00155878+0.000807697j -0.00200964+0.00127056j 0.000314092+0.000916778j 0.000253312+0.00491101j -0.000134499-0.00200124j -0.00216242-0.000695055j -0.0011782-0.00159617j 0.00143056-0.00170242j 0.000755731-0.00419044j 0.000142674+0.00303513j 0.000324775-0.00186933j 0.000115867+0.000853544j 0.000310221-0.0056692j -0.000853388+0.00394568j -0.000506213+0.00434181j 
-0.00851122-0.00185563j -0.00376236-0.00351784j -0.0225207-0.00965222j -0.00554786+0.0217075j 0.0242357-0.0129142j -0.00404157+0.00244328j -0.0184482+0.0135322j 0.0223588+0.00400385j 0.0191468+0.00345421j 0.0118193-0.00997601j -0.0129895-0.00409611j 0.0165228+0.00683103j -0.00142148-0.0079899j 0.0130617-0.00452515j 0.0133542+0.00062229j 0.0129131+0.00406077j 0.000532189+0.00425502j -0.00133291+0.00136114j 0.0245021+0.00916063j -0.000629579-0.000482491j -0.00360955+0.0044837j -0.00452654+0.0014828j 0.00337333+0.00497258j 0.0117772+0.00557584j -0.00511456+0.00305592j -0.003708-0.00695198j -0.0037061-0.00431253j -0.00168029-0.0002257j -0.00338867-0.001337j -3.25519e-05-0.00223124j -0.00243454-0.00167479j -0.00197524+0.000727391j 0.00130116-0.0023861j -0.000262766-0.00260974j -0.00135681-0.0023453j -0.00244951-0.00313862j 0.00120219+0.000808321j 0.00178066-0.00126556j 0.00211445+0.000639161j 0.00543268+0.000914028j -0.00271837+0.00171427j 0.00120143-0.000941296j -0.00445011+0.00128322j -0.00336838-0.00183793j -0.00477416+0.000401502j -0.00197882+0.00245133j 0.0078524-0.00257624j -0.00271529+0.000953097j -0.00155059+0.00116205j -0.00156925+0.000401192j -0.0028988+0.000485856j -0.00127252-0.00227403j -0.001099+0.00220674j 0.00328231+0.00276728j 0.00362048-0.00033521j -0.000221069-0.00399664j 0.00155044-0.0022293j 0.00214905-0.0027325j -0.000892881-1.56612e-05j -0.00365984-0.00266884j 0.000296039+2.96039e-05j 0.00594858+0.00257108j -0.000831514+0.00312061j 0.00188265+0.00152148j 0.00673141+0.00286741j 0.00101678-0.00421333j -0.000324321-0.00470238j 0.00381516-0.00120729j 0.00458304+0.00380345j 0.000375364-0.00583302j 
0.00507552+0.00709852j -0.0103815-0.00133926j -0.0188091+0.0188668j 0.0237737+0.0132266j -0.0151926+0.00356105j 0.00452406-3.21345e-05j 0.015492+0.0032792j -0.00308114-0.0153219j 0.0259672-0.000599291j -0.00721453+0.00191879j 0.0146419-0.0031329j 0.00997876+0.00776666j 0.000657962+0.00695249j -0.00135832-0.00522222j 0.00368377+0.00390424j 0.000207582-0.00518329j -0.0131529+0.00135893j -0.00314117-0.00430639j -0.000983163-0.00336651j -0.00618753-0.00112341j 0.0114443+0.00904459j -0.00359756+0.00131896j 0.00376961-0.000466728j -0.00151208-0.00304323j 0.00571229-0.00213051j -0.00634657+0.00115481j -0.00920253+0.002202j -0.00121494+0.00154722j 0.00176315+0.000503856j -0.0055237-0.00115225j 0.00148023+0.0016623j -6.17259e-05+0.0036777j 0.00134965+0.0047343j 0.00212462+0.00273788j 0.00281451-0.00306553j -0.00490159+0.00363444j 0.00346873+0.000624252j -0.000180057+0.00338701j -0.00332784+0.00218715j 0.00200612-9.25982e-05j -0.000396693+0.00312418j -0.00361551+0.000201792j 0.00213731-0.000336025j -0.00471014+0.00522996j 0.0011056+0.00274391j 0.0053896+0.00590174j -0.00734875-0.00221532j 0.00317796+0.00176148j 0.00423255+0.00290791j 0.004273+0.00333348j -0.000906537+0.0019144j 0.00458275+0.00739955j 7.75561e-05-0.00331389j 0.00325281-0.00498091j -0.00244822+0.000523905j -0.00288461+0.00122728j -0.0103117-0.00116512j -0.00577077+0.00029455j 0.000768395+0.000746334j -0.00598969-0.00120987j -0.00568152-0.00669467j -0.000873068-0.00664028j 0.0107612+0.00345332j 0.00275438-0.00461217j 0.0039793-0.00418302j 0.000748741-0.00333128j -0.00513452-0.00578117j 0.00205147-0.00246193j 0.00181453-0.00640587j -0.00534383-0.00371169j 
-0.0183811+0.0232117j -0.0294656-0.0158507j 0.0186589-0.000463726j 0.00687086-0.0140255j 0.0294854+0.0091058j -0.0202596-0.0031867j 0.0226774+0.00190073j 0.00104311-0.00216527j 0.00503824+0.00315056j -0.0221773+0.00109209j -0.00127104-0.00235787j -0.00741654-0.00539913j -0.00572815+0.00449999j -0.000171589+0.00561932j 0.00143251+0.00360973j -0.00443142+0.00490407j 1.45406e-05-0.00441619j -0.00337135+0.00274039j 0.00353338-0.00387341j 0.00313833+0.00254381j 0.00237486-0.00175819j 8.63711e-05-0.00420703j 0.000691239+0.00579593j 0.0029997+0.000175321j -0.00383438+0.0035573j -0.00251217-0.00382419j -0.000135496-0.0036765j -0.0017773-0.00301364j 0.000465523-0.00231813j 0.00104263-0.00186056j -0.00299503-0.00184486j 0.0030622+0.00189199j 0.00201417-0.00205099j 0.00228247-0.000775151j -0.000286065-0.000872437j 0.00129189-0.00103885j 0.000951559+0.000796526j 0.00103626-0.00137296j 0.00617809-0.00188197j 0.00078144+0.000994637j 0.000970036+0.00141006j 0.00338707-0.00132076j 8.66474e-05-0.000160268j 0.00148388+0.0025234j -0.00341697-0.00019245j 0.00132761+0.00328061j 0.00208988+0.00303629j -0.00309901+0.00416146j -0.00132813+0.00548524j 0.00488465+0.000227817j -0.000369589-0.000546194j -0.000716009+0.00233872j 0.000517712+0.000904083j 0.000396811-0.000187965j 0.00210525-0.00350152j 0.000855798+0.000484409j 0.00619968-0.00163972j 0.004399+0.000755065j -0.00337002-0.00539709j -0.00400125+0.00213067j -0.00299771-0.00233864j 0.00159211+0.00121739j -0.00376601+0.000815934j 0.00442437+0.00325727j 0.00200815-0.00553602j -0.00487594-5.49225e-05j 0.0055966-0.00146698j 0.00208225+0.00536573j 0.00598837-0.00607102j -0.00732067-0.00627194j 
-0.0290366-0.0160012j 0.0187482-0.0237207j -0.00273502+0.0146769j 0.0188221-0.00333218j -0.0240621-0.00571293j -0.0264961-0.00342627j 0.00442859+0.00874123j 0.00427851+0.00674103j 0.0215433-0.00327558j 0.00923171+0.00539173j 0.0135872+0.00224422j -0.0103086+0.00130519j -0.000217456+0.00211547j -0.00398862+0.000982096j -0.00340818+0.00620134j 0.000330446-0.00576605j 0.00625828-9.7187e-05j -0.00207407+0.00157028j 0.000827324-0.00343202j 0.00228601+0.00217534j -0.00385382+0.00450638j 0.00485706-0.000905921j -0.00507831-0.000331101j 0.00147406-0.00296433j -0.0031+0.000855965j 0.00339292-0.0013258j 0.0043021-0.000941797j 0.00253147-0.00269574j 0.00179104+0.00228946j 0.00345393+0.00176805j 0.00087342-0.0040305j -5.76783e-05+0.00265994j 0.00193294-0.000689852j -0.00198398+0.00249398j -0.00124374+0.00225984j 0.00131716+0.00107739j -0.00309309+0.00134373j -0.000394499-0.00129873j 0.0022333+0.00457555j 1.8387e-05-0.00185688j -0.00145305+0.000716366j 0.00126125+0.000203587j 0.000251719+0.0014691j -0.00218497-0.000918027j 0.00110619-0.00236647j -0.00336813-0.00222979j -0.00150124-0.00234045j -0.00371277-0.00177225j -0.00612416-0.00226187j -0.00300044+0.00448076j -0.00103488-0.000510119j -0.0026412-0.00231977j -0.000314541+0.00227078j 0.000446445+0.000518717j 0.00451771-0.0013799j 0.00112167-0.0012865j 0.00322531+0.00249212j 0.00325492+0.0029626j 0.00558072-0.000598591j -0.00200009-0.00323398j 0.000462303+0.000440698j 0.00117849+0.00431776j -0.00470266-0.00491526j -0.00432159+0.00393573j 0.00511318+0.00136864j -0.00325881-0.00493705j 0.00143258+0.00668468j -0.00634801+0.00111794j 0.00639836+0.00703081j 0.00490264-0.00632188j 
