-0.166155+0.0220275j 0.0170169+0.17035j -0.0566808-0.0883171j 0.107795-0.0256194j -0.0828683-0.0595767j 0.0525927+0.00448885j 0.0406029-0.066413j -0.00607058+0.00519298j -0.0593992-0.0556134j -0.0941869+0.096452j -0.0236445+0.0754303j -0.0453215+0.0546187j -0.0173906-0.16137j 0.0566491+0.0475883j 0.182609-0.0859761j 0.0929396+0.163141j 0.0765737+0.0253916j -0.0359016+0.0571098j -0.120376-0.0542464j -0.0706632+0.096546j 1.76716e-05+0.0149517j -0.0280868-0.0865465j 0.0397714+0.0680639j 0.0235654+0.0443615j -0.0163508+0.00669819j 0.0611736+0.0964106j 0.0422449-0.00961742j 0.154327-0.00216588j -0.0314318-0.0116289j 0.0136943+0.0205083j 0.0121638-0.0588266j -0.000353703+0.0913406j 0.0225424-0.0703526j 0.075095-0.0177681j 0.0338147+0.0177937j -0.0226465-0.0238541j -0.0452734+0.0344636j -0.00817848+0.025043j 0.0280313-0.0416087j 0.0592993-0.015343j -0.0516185+0.091007j -0.0157603-0.0576419j 0.0502586-0.00591234j -0.0386974+0.132636j -0.036188-0.0498823j -0.125684-0.0838906j -0.130218-0.0174246j 0.156677-0.235664j -0.0663519-0.0156424j -0.0722671-0.0447434j -0.0333723-0.0245232j -0.0234763+0.00059953j 0.00938996-0.0180137j 8.60687e-05-0.00335908j -0.0365919+0.00438375j 0.0112858-0.104489j -0.0707827-0.0314635j 0.0263688+0.0302742j -0.152543-0.170753j -0.00637825+0.0499408j 0.00104635-0.249735j 0.0267196-0.0650568j -0.168275-0.0445579j -0.13982+0.119664j -0.0100704-0.0786797j 0.0998456-0.0402255j 0.178811+0.0463626j 0.0715145-0.0885574j -0.0838591-0.0769687j 
0.000748735-0.000893737j -0.000703509-0.000255825j -0.00121413+0.000133049j -0.00259119+0.0030669j -0.000340165+0.000499838j 0.00471256-0.000462241j -0.00318419+0.00235571j 0.000760476-0.000180058j 0.000242385+0.000513896j -0.00153941+0.000441852j 0.00015285-0.000365937j 0.00171952-0.00176682j 0.00393873-0.00156789j -0.00374591-0.00241683j -0.00111371-9.75966e-05j -0.00350638-0.00396239j 0.000721447+0.000999315j -0.000334502+0.000592507j 0.00111565-0.000351223j 0.00178979+0.00192627j 0.00201925+0.000295496j 0.00169134-0.0016744j 0.00012115+0.000199894j 0.00259339+0.000638335j 0.00574104+0.00341179j -0.00285574-0.000149573j 0.00115082-0.00156587j -0.00165138-0.00295956j 0.0023147+0.00171991j -0.000133213+0.00191911j -0.00219339+0.000403023j -0.000423734+0.00173361j -0.000514783+0.00136364j -0.00089239+8.74349e-05j 0.00333253+0.00209877j -0.00161372-0.000239996j -0.00325374+0.000496274j 0.000468908-0.00285099j -0.00238698-0.00104761j -0.00131608-0.00346332j 0.0014262+0.00215089j -0.000706401+0.00755736j -0.00394169-0.000203178j -0.00424249+0.00186752j 0.00132393-0.00106697j -0.00101632+0.00130776j -0.00321354+0.00179047j -0.00156828+0.00115897j -0.00279247+0.00459208j -0.00185594+0.00135813j 0.00164598-0.00252245j 0.000129867+0.000834151j -0.0035146+0.00144003j -0.00191764-0.00317577j 0.000186931-0.00167131j 0.00195273-0.00133535j -0.00410409+0.00440344j -0.00130717+0.00495j -0.00176402+0.00111022j -0.00379876-0.00542319j -0.000899712-0.00186383j -2.07822e-05+0.000235316j 0.000466902-0.00570267j 0.000706659-0.00260755j -0.00307208-0.00558844j 0.000509573+0.00396568j 0.00187443-0.0016534j -0.000226246-0.00174462j 0.00409717+0.00264093j 
0.00121996+0.00069641j 0.000705267+0.000344189j -0.00103072-0.00285679j 0.00253944-0.00197708j -0.000632707-0.00213516j 0.000141982+0.00192296j 0.00261114-0.00107662j -0.000403225-0.00133375j 0.00288168+0.00157094j -0.000697473-0.000663012j 0.00242977+0.000254337j 0.000204417-0.000202451j -0.00165529-0.0010153j -0.00116402-0.000305895j 0.002074+0.00100659j 0.00169556+0.00127513j -0.00266453-0.00327822j -0.000691145-0.00424886j -0.00431013-0.000717103j 0.00024723-0.000960649j -0.00423229+0.00239505j -0.000982974+1.43833e-05j 0.00144085-0.00157334j -0.00690549-0.00324954j -0.00329469-0.00740501j -0.0042484+0.00229409j 0.000547337+0.000681771j -0.00369397-0.000133544j -0.00230842-0.00198103j 0.000651889-0.00115497j 0.00385684-0.000907551j 0.00142484-0.00245164j -0.00237551-0.00108313j 0.00364291-0.00157239j -0.00387751-0.00132572j 0.00107822-0.00107524j -0.00164411+0.00106511j -0.00323093-0.000101925j 0.00521008+0.00415951j 0.00137208+0.00598162j -0.00211514+0.00311459j -0.00126846-0.00126772j 0.00358338+0.000915522j 0.00157424-0.000969911j -0.00363226+5.24924e-05j 0.00157446+0.00438938j -0.000101551+0.00216253j -0.00332094+0.00276172j -0.000575905+0.000461114j 0.00435722-0.00140998j -0.00327133-0.000313457j 0.0013583+0.000351307j -0.00101452-0.00100218j -4.5635e-05+0.0023078j 0.0012059+0.00185545j 0.00320126+0.000820287j 0.00210915-0.0041268j -0.0021407+0.000396468j -0.00176289+0.00290569j 0.00190165+0.00269628j -0.00221754-0.000843726j -0.000454831+0.00145507j 0.00193359-0.00226818j -0.00213412-0.0021208j 0.00643925+0.00259674j 0.000895175-0.00447916j -0.000602966-0.000301153j -0.00179314-0.00257652j -0.00145383-0.0012468j 
-0.00291639+0.000136691j -0.00183181-0.000296852j 2.94918e-05+0.000157841j 0.00138583+0.000576003j 0.000217362+0.00200806j -0.00163768-0.000731115j 0.00234055-0.00292876j 0.000252264+0.00049117j -7.61095e-05+2.26253e-05j -0.000193063-0.000544327j -0.000219654-9.9356e-05j -0.000329378-0.000105553j -0.000379867-0.000737849j 0.00156518+3.30392e-05j -0.000213561-0.00107542j 0.0031433-0.00107321j 0.00292228+0.000877399j -0.00220326+0.00153746j 0.00275479-0.0016147j -0.000464521-0.00178975j 0.000234217+0.00114855j -0.00380264-0.000739299j 0.00206398+0.0018633j 0.00173993+0.00363475j -0.000965285+0.00471853j 0.00297386-0.000477956j -2.01378e-05+0.00233215j 0.000765686+0.00161986j -0.000651333+0.00205457j -0.000283691-0.000742136j 0.00091484-0.000864147j -0.000284706-0.000936982j 0.00241647-0.00182094j 0.00140075-0.000691843j -0.00010117-0.000313676j 0.00172714+0.000869446j 0.00121012+0.00126362j 0.000739211+0.00401429j -0.00353275-0.00402846j 0.000405464-0.00157475j -0.0013395-0.0024579j 0.0039876-0.000938421j -0.000505201+0.00373464j -6.40981e-05+1.28518e-06j 0.00364343+0.000450312j -0.00102048+0.00364479j 0.000220753+0.000200773j 0.00155395-0.00480746j -0.00247236-0.00501723j 0.00463351+0.000848873j 0.000284272+0.00189707j -0.000522226+0.00288297j 4.61828e-05-0.0018621j -0.00123544+0.000437226j -0.00374391+0.00102017j -0.00555088-0.00228237j 0.000594459-0.00131306j 0.00276193-0.00497558j 0.00202823-0.00402556j 0.00174103+0.00189145j 0.00141796+0.00082626j 0.00267484+0.000251617j -0.00169088-0.00249863j 0.00116692+0.00650018j -0.00113047+0.000242496j -0.00281373+0.00412106j -0.00322377-0.000115702j 0.00426101+0.00449971j -0.00231493+0.00151862j 
-0.00154158+2.45105e-05j 0.00138366+0.00299775j -0.00171732-0.001227j -5.34344e-06-0.00160597j -0.000538232+0.00123282j 0.00130267-0.000468991j -0.00130608+0.00107939j 0.00227867+0.00155939j -0.00130612+0.000319472j 0.00211538-0.000484897j -0.000467744+0.000437923j 0.000241937+0.00339518j 0.00226482-0.00252944j 0.00153722+0.00101087j 0.000873122+0.000403853j 0.00019178+0.000729124j 0.000268163+0.00286766j -0.000950427-0.000299513j -0.000870285-0.000820096j 0.00228566+0.0023731j 0.00390409-0.00303884j 0.00114529+0.00314663j 0.000373056+0.00247302j 0.005331-0.00199891j 0.00216691+0.00122329j 0.00243912-0.00334753j -0.00191182+0.000693828j 0.000521595+0.000903022j 0.000780752-0.00175489j -0.00224345-0.00071233j -0.000297242+0.000824182j -0.000309883+0.00231249j 0.00191328+0.000601726j 0.00221795-0.00112676j -0.00133683-0.000692916j 0.000273943+0.00148183j -0.00250654+0.000361637j -0.00236565-0.00117624j 0.00299063-0.0029649j -0.00329935+2.28865e-05j -0.00330307-0.000856027j 0.000273451-0.00160643j -0.000361997-0.000669542j 0.00216664-0.0017262j -0.00297795-7.48659e-05j 0.000151801-0.00086669j 0.000638423-0.00133623j 0.000963074-0.00426274j 0.00182552+0.00106014j -0.000177312+0.00266526j 0.00462075-0.00244225j 5.81352e-05+0.00157496j -0.00230877+0.00105286j -0.00157752-0.000703789j 0.00142686+0.00270568j -0.000119638+0.00186382j -0.00210213-0.000352109j -0.000141252-0.00259689j -0.00176053-0.00312791j -0.000742358+0.000864241j 0.00351129-0.00231927j -0.00101667-0.00327076j 8.20823e-05-0.000394655j -0.00343439+0.00246282j 0.000168066+0.00199819j -0.00311974+0.00868278j 0.00292518-0.00205926j 0.00248376+0.000570086j -0.00340936-0.00224618j 
-0.00413516-0.00117673j -0.00265654+0.00220547j -0.0041486-0.00485581j -0.000665021+0.000961953j -0.00376592+0.000871256j 0.00446963+0.00239649j -0.00203582+0.00129926j 0.00226484+4.99664e-05j -0.00214098+0.00102461j -0.000226941-0.00143198j -0.00139796-0.000405535j -0.00331686+0.0033886j 0.00194117-0.00247528j 2.54646e-05-0.00495267j 0.00199695-0.000917676j 0.00240856+0.000414203j -0.00265723+0.00167397j -0.00573113-0.00123996j -0.00335424+0.000964344j 0.0035545+0.00325426j -0.00137014-1.59165e-05j -0.00248983+0.00233014j 0.00044251+0.00161001j 0.00424093+0.00486141j 0.00130876+0.000149319j 0.00606274-0.00171181j -0.00462275+0.00382729j 0.00230051+0.00521853j 0.0017559+0.000755964j 0.000653369+0.0010396j 0.00136076-0.000189569j -0.00431112+0.00276155j -0.00248271+0.00395512j 0.00163176+0.00239187j -0.00364362-0.00349387j -0.00507386+0.00254676j -0.0025605+0.00344648j -0.000386154+0.000966029j 0.00591154+0.00102083j -0.000925626-0.00093882j -0.00459174+0.00291051j 0.000232736-0.000348771j 0.0041115+0.00107303j -0.000435166+0.000424291j -0.00517048+0.00158532j -0.00313813+0.000472498j 0.00582078-3.97124e-05j 0.000721921-0.00289358j 0.00314251-0.00137448j 0.000746854+0.00420068j 0.0106879-0.00793106j -0.0024656+0.00636416j 0.000597195+0.00196961j -0.00239924-0.00102566j -0.0015492+0.0055136j -0.00229117+0.00014762j -0.00179666-0.00470203j 0.000442191-0.0025946j 0.00132984+0.000567317j -0.00214497+0.000879519j 0.000729113-0.00469607j -0.00111983-0.00856458j 0.00104586-0.00545508j 0.00193232+0.00514021j 0.00400039-0.000123817j -0.00123984-0.00151261j 0.0035868-0.000464259j 0.00998149+0.00608613j -0.000254831+0.00332678j 
0.000697371-0.000333674j 0.000269497-0.000218402j -0.000494153-0.00190871j -3.50509e-05+0.00147146j -0.000288072+0.000287866j -0.000403031+0.000487745j -0.00258856-8.36121e-05j 1.52002e-05-0.00118238j 0.000577432+0.000528061j -0.00190239+0.00028589j 0.000655968-0.000260658j 0.00170837-0.000194684j 0.0003177-0.000962067j -0.00428096-0.00272842j 0.000172738-0.000571532j -0.000317207+0.000237438j -0.000998483-0.000711948j 0.00206387+0.000190332j -0.00107618-2.62859e-05j 0.00164484-7.2208e-05j 0.000168648+0.000398731j -0.000421112+0.00107243j -0.00138873-0.00307901j -0.00294076+0.00122438j -0.00361544-0.00231129j -0.000974604+0.000152196j -0.00254716-0.000707504j 0.000459329+0.000752565j 0.00079408+0.000313795j -0.00151425+0.000318573j 0.00107435-0.00138869j -0.00329694-0.000198651j 8.91333e-05+0.00246585j 0.00224495+0.0011108j -0.00350935-0.0026694j -0.00485701-0.000405485j -0.000464503+0.00377165j -0.00067799-0.0031363j 0.00450659+0.00402154j 0.00334767+0.000360109j 0.001864+0.0021931j -0.0039111+0.000552852j 0.0033052-0.00431438j 0.000319071-6.80152e-05j -0.00768346+0.000461672j 0.000398602-0.00357095j 0.00022203-0.00217629j -0.00193317+0.00383499j 0.0018413+0.00399944j -0.000290294-0.00336186j 0.000459493-0.00111561j -6.52158e-05-0.00158288j -0.000752552+0.00281292j 0.00191553+0.00121771j -0.000238014+0.000829291j 0.00281923+0.00242358j 0.00232159+0.00190548j -0.00131312+0.00247133j 0.0013621+0.00539702j -0.000640018-0.00195994j -0.000374132-0.00214108j 0.00233847-0.00320397j 0.00118485+0.00358286j 0.00072503-0.00292335j 0.00358252-0.000495073j -0.000173407-0.00439387j 0.00241055+0.00281926j -0.00186545-0.00224833j 0.0022123+0.00176736j 
0.000906738+0.000448371j 0.00185827-0.00156473j 0.000391644+0.00173523j -0.0024891+0.00165836j 0.000932636+0.00193451j -0.000957944-0.000167163j -0.00124874+0.00160385j 0.000486889+0.0008005j -0.000918299-0.000293877j 0.00117148-0.00094075j -0.00229185+0.0014507j 0.00188979+7.28104e-05j -0.000947351-0.000222594j 0.000727474+0.000320372j -0.000764185+0.000301979j -0.00112235+0.000637573j -0.000843908+0.00344225j 0.00277519+0.00119396j 0.0039885-0.00298768j -0.000802074+0.00128637j 0.00591398-0.00254174j 0.00164151+0.00355118j 0.00184434-0.000190035j 0.00200245-0.00190587j 0.000691026+0.0016828j -0.00171219-0.00331268j 0.0010448-0.000195129j -0.00227455-0.00171071j -0.00233007-0.00279859j -0.00119932+0.00140274j 0.000994527-0.000535439j 0.00427243+0.00105083j 0.00476468-0.000178126j 9.60659e-05-0.003466j 0.000299466+0.00367641j 0.00165107-0.000793855j -0.00195876-0.00133314j -0.00605855-0.000856214j -0.00258947-0.00225084j -0.00172696-0.00426679j -0.000298401-0.00251336j 0.00216791+5.72617e-05j -0.00367384+0.000824323j 0.00135969+0.000930656j 0.00188586+0.00246434j 0.00208994+0.0010412j -0.00696672+0.00170518j -0.00223327-0.00468138j -0.00185051+0.000687423j 0.00436129+0.00354222j -6.11722e-05+0.00301376j 0.00336307-0.00129262j -0.00227185-0.00100666j -0.0022644-7.12653e-05j -0.00140676+0.000163461j 0.00123562+0.00188697j -0.000297986+0.00570915j 0.00234909-0.000215871j -0.000524184-0.0030931j -0.000547599-0.00225169j 0.00167518+7.1306e-05j 0.0017909-0.00179909j -0.000539724+0.000726488j -0.00471946+0.000399736j -0.00350749-0.00102146j -0.0013353+0.0173095j 0.00112377-0.000817768j -0.00475674-0.00237086j -0.00130801-0.000523717j 
-0.00192095-0.00453578j -0.000362517+0.00246416j 0.00110302+0.00268117j 0.00256375-0.00120423j 0.000809594+0.00120346j 0.00122863-0.00168371j 0.00200404-0.0026574j 0.00538337+0.00230212j 0.00502307-0.00360697j -0.000356031+0.00210442j 0.00684626-0.000547672j 0.000213395+0.000175011j -0.00324757-0.000482032j -0.00362809+0.00614178j -0.00343438+0.00293357j 0.000956941-0.00237514j 0.00421295+0.000342142j -0.00168526+0.000924965j -0.000122313+0.00180401j 0.000698287-0.000383443j 0.00289101+0.000630406j 0.00122093-0.0024098j 0.000501476+0.0019163j 0.00357438-0.00140823j 0.00451386-0.00262206j -0.00124443+0.00452064j 0.00143469+0.00308092j 0.000507125+0.00259915j 0.00136839-0.00562993j -0.00492068-0.00339j -0.0023751-0.00262991j -0.000651876+0.00105356j 0.000762342-0.00112164j 0.00161749-0.0016971j 0.00123666-0.00345067j 0.00449162+0.00270764j -0.00165367-0.00306302j -0.00318345-0.00580066j -0.00172501-0.00265488j -0.00286761+0.00238541j 0.000580764-0.00441631j -0.00164127+0.00366536j -0.00146215-0.0023886j 0.00362719-0.00664029j 0.000509595-0.00193168j -0.00628836+0.00123585j 0.00129731-0.00351079j 0.000115922+0.000839762j -0.00236164+0.00159934j -0.00066587+0.00736486j 0.00599362-0.00332199j -0.000467261+0.000248344j -0.00123365+0.00171739j -0.000596983-0.00279356j 0.00061317-0.00360276j 0.00300082-0.000124292j 0.000619249+0.00228467j 0.00447417+0.001699j 0.00298999+1.87062e-05j -0.0034441+0.00093913j -0.000906315-0.00381833j 0.00158282-0.0043594j 3.13873e-05+0.00406308j 0.00088306+0.00258758j -0.00471552-0.00130572j 0.00310089+0.00565894j 0.001875+0.00215483j 6.32776e-05-0.000629316j 0.00490582-0.00495168j 
-0.000317429-0.000220633j -0.000226625+0.0012586j -0.000408552-0.00043905j 0.001598-0.00347157j -3.02779e-05+0.00135715j -0.00210785+0.00271387j 0.00261178-0.00359642j 0.00112907+0.00410937j 0.00228185-0.00345549j 0.000235018+0.000638805j 0.000369537+0.00294733j -0.000909406+0.000452467j -0.00515266+0.00247382j 0.00326294+0.00388974j 0.00170019-0.000851675j 0.00198589-0.00154627j -0.000389149-0.0028323j 0.00047114-0.000318758j -0.000534171+0.00139464j -0.00374983-0.00402683j -0.00588234+0.00303812j -0.00300905+0.00355493j 0.00088039+0.000441256j -0.00438011+0.00274762j -0.00619726-0.00492189j 0.00135593+0.00253161j 0.000756253+0.00289507j 0.0026946+0.00209502j -0.00432866-0.00409227j 0.000607154-0.00261149j 0.00335907-0.00459694j 0.00160469-0.0020803j -0.00497247-0.00058249j 0.00135975-0.00187401j -0.0103101-0.000178329j 0.00409929+0.00259453j 0.00256609+0.000705339j -0.00244334+0.000770836j 0.00649451+0.00141563j 0.00441176+0.00473897j -0.00168778-0.00215419j -0.00337452-0.00228993j 0.00907002-0.00158529j 0.00121457-0.000840807j -0.00558511+0.000909101j 0.000634673-0.0011386j 0.00203564-0.00145468j -0.000798884+0.00228228j -0.00178223-0.0019697j 0.0019548-0.000652258j -0.00102178-0.00184001j 0.00123112-0.00278553j 0.000652619-0.00312519j 0.00143261+0.00453704j 0.00110632-0.0040004j 0.00133014+0.00573443j 0.00449654-0.00434435j -0.00202941-0.00035903j 0.00164434+0.000121723j 0.00240189+0.00174897j -0.00202127-0.00109078j -0.00166348-0.00396141j 0.0023288+0.00363544j -0.00275839+0.00119j 0.0102522-0.000886908j -0.00208308-0.0034412j -0.000817957-8.13436e-05j -0.00138555+6.04803e-05j -0.00254639-0.00363532j 
-0.0018871-0.0002801j -0.00208964-0.00169319j -0.00205433-0.00251004j -0.00393221-0.000588392j -0.00374115+0.00341225j 0.000313978-0.000374694j -0.00578978+0.00274326j 0.00142927-0.000928924j -0.000748314-0.00569417j -0.00216008+0.000749345j -0.00109535-0.00166941j 0.00307605+0.00161719j 0.0029274-0.000403201j -0.000423466-0.000983849j -5.86353e-07+0.00223477j -0.00265742-0.000787093j 0.000962293-0.00104984j -0.001136-0.001994j 0.00229183+0.00210151j 0.00031095+0.00398356j -0.000926135+0.00123517j 0.00209808-0.00194908j 0.00119741+0.00290694j -0.000898628-0.000613741j -0.000499059-0.00493686j 0.00352926+0.000598253j -0.0014558+0.00274227j 0.00508315+0.00171351j -0.00207327-0.00442225j -0.00351158+0.00495447j 0.00252929+0.00206365j 0.00154982+0.00325873j -0.00341521+0.00293117j -0.00303507+0.0019017j -0.00193119-0.000906733j -0.00200197+0.00148789j 0.0033938+0.000551109j -0.00131029-0.000466788j -0.00224524+0.0034309j 0.00234931+0.00277258j -0.00151619-0.00105217j 4.17427e-05-0.00177005j 0.00257705-0.00401654j -0.000828114+0.00390786j -0.000861388+0.00196132j -0.00443008-0.000459961j 0.00340214-0.000718099j 0.00235328+0.00244438j 0.00164773+0.000553598j 0.000657337+0.00377361j 0.00202649-0.00420026j -0.000912721+0.008687j 0.0015157+0.00942897j 0.000401465-0.00190402j -0.00370553+0.00254352j 0.00344116+0.00175571j 0.001366-0.00542073j 0.00220866+0.00137449j 0.00138218+0.0060021j -0.00640707+0.00355849j -0.0019256-0.00555858j -0.00130604-0.0035208j 0.00101519+0.00549763j 0.00075317-0.00141487j -0.00291797+0.000525087j -0.000145747-0.00295931j 0.00221358+0.00260089j -0.00160068+0.000726986j 0.000357292+0.000484507j 
0.000420405+0.000635818j 0.00113523-0.00111237j 0.000922025+0.00142468j -0.00238724-0.000974019j 0.00130103+0.00125881j 0.0033426+0.00216471j -0.000815469+0.00529834j 0.00129588+0.00509825j -0.00405349-0.00129172j -0.000958723-0.00203904j -0.0067784+0.00349877j -0.00138426-0.00105398j 0.000872888+0.00371799j 0.00493958-0.00283689j 0.000819292-0.00378861j -0.00274984-0.000678522j 0.000756287-0.00103227j -0.0025735-0.00230931j 0.00200895+0.00103883j 0.00310379+0.00248825j -0.00123851+0.00444832j -0.0016391-0.00342064j -0.000902358-0.00186853j -0.00395336+0.00199724j 0.000787276-0.0013783j 0.00224589+0.0044861j -0.00143045+0.00338653j 0.000274281+0.000334124j -0.00265019-0.000261594j 0.00395333-0.00147531j 0.00449686+0.00263068j 0.00563086+2.92218e-05j -0.00354142-0.00235492j -0.00259508+0.000776684j -0.00554076+0.00408116j 0.000306423-0.00103432j -0.00139535-0.00159626j -0.00600101+0.00280422j -0.000754296+0.00584768j 0.00217796+0.000115079j -0.00250769+0.00369958j 0.000423982+0.000178035j 0.00102612+0.00206442j 0.000807575+0.00246515j -0.00161032-0.00308921j -0.00302009+0.0041708j -0.00219823+0.00471171j 0.00127511+0.003522j 0.00224175-0.000263223j 0.00221363-0.00219064j -0.00293987-0.0006047j 0.00042591-0.00119311j -0.000808207-0.00334485j -3.63732e-05+0.00254342j 0.000170383-0.00122449j 0.00292796-0.000132015j 0.000976931-0.00511063j -0.00218202+0.00228795j -0.000503581+0.00316664j 0.000916637+0.00178541j -0.00267096-0.0034345j 0.00235022+0.0032181j -0.00383659-0.00366594j -0.000241866+0.00196109j 1.35967e-05-0.00323421j -0.00230527-8.09647e-05j 0.000696859-0.00113419j 0.0013294-0.0018992j 0.00211571+0.00203475j 
6.60562e-05-0.0012225j -0.00181728-0.00018043j -0.00255083-0.00203711j -0.00288364-0.00222081j -0.00869483+0.00411473j -0.00667129-0.000775404j -0.0107023+0.0031928j 0.000316684-0.00181086j 0.00276135-0.00730322j 0.0024651+0.00276881j 0.00346872-0.0025307j 0.00545742+0.0028041j 0.00634735-0.00271669j -0.00472891-0.0016781j -0.000546682-0.00144304j -0.00212364-0.00517499j 0.000485389-0.000567901j -5.78178e-05-0.00461927j 0.00366579-0.000134102j 0.00172302+0.000827554j -0.00294456-0.00117859j 0.00122015-0.000306544j 0.00137786+0.00391682j -0.00556023+0.00364771j -0.00238639-0.00313213j 0.00105483-0.00220807j -0.000955048+0.000666675j 0.00243368+0.00405697j -0.00507573-0.00227605j -0.00636902+0.0116344j 0.00834241-0.00278461j 0.00315022+0.000382412j -0.0014138+0.00129218j 0.000219803-0.00170708j -0.00736196+0.00346763j -0.00157075+0.000502732j 0.00247583+0.00167425j -0.00695193+0.00445266j 0.000837264+0.000363444j 0.00576487+0.00451747j -0.000631517+0.000613038j -0.00196968-0.00136233j 0.00306737-0.00255193j 0.000548409+0.00436666j -0.00321577-0.0019111j 0.00357788+0.00317615j -0.00449863+0.00298437j 0.000500111+0.000102913j 0.00233142+0.00203075j 0.00281568-0.00762868j -0.00289074+0.00335471j -0.00107974+0.0140641j -0.00256731+0.0111403j -0.00083787+0.00304476j 0.00174065+0.00165344j 0.00260899+0.00372962j -0.000805482-0.00324538j -0.00216808+0.000934255j -0.00139058+0.00291962j 0.00192266+0.00154542j -0.00203319-0.00240155j -0.000828993+9.82122e-05j -0.000902081-0.00095681j -0.00340004-0.00045257j 0.00272578-0.00175075j -0.00186072+0.00352814j 0.00123435-0.00112631j -0.00190203-0.00101769j -0.00042465+0.000171812j 
-0.000290138-0.00355957j -0.000492274+0.00385595j -0.000489963+0.00426182j -0.000213402+0.00114381j -0.00301452+0.00130736j 0.00317333-0.00155814j -0.00141833+0.00421662j 0.00107567+0.00112089j 0.00266612-0.00206024j 0.00386634-0.000678019j -0.000741967+0.00353353j -0.00448309-0.00193868j -9.27115e-05-0.00142012j -0.0012239-0.0014219j 0.00167275-0.0013209j -0.000426223-0.00256302j -0.00153488-0.00349226j 0.0020118-0.000313155j -0.0019751-0.000580961j 0.00366869-0.00116018j -0.00262149+0.00508254j -0.000970874+0.000746427j -0.00334258-0.00210417j -0.00160496+0.00410322j 0.00268976+0.000478795j 0.00109251+0.0031286j 0.000197-0.00287378j -0.00194626+0.00142229j 0.000645322-0.000289076j 0.00336133+0.00390016j 0.000495737-0.00147378j 0.000753892-0.00155219j -0.00452131+0.00447781j 0.000849467+0.00113345j -0.00533998+0.00412539j 0.00063673+0.00220701j -0.00695238+0.00283925j -0.0048017-0.00273123j 0.00731079+0.00224203j 0.00134815+0.000939811j -0.000151797+0.00659673j -0.00576146+0.00502125j 0.000348773-0.00447259j -0.000320507-0.00149408j -0.00687852-0.00124305j 0.00240087-0.000175354j -0.00207968+0.00159858j -0.0011581+0.00388896j -0.00333839+0.00317465j -0.00140702-0.00126317j -0.00349788-0.00352649j 0.000784352-0.000648371j -0.000550945+0.000825584j 0.000479792+0.00348096j 0.00170979-0.00295565j 0.0017063+0.001175j 0.000600113+0.00807533j -0.000374048+0.0060172j 0.00155542+0.00120319j -7.49664e-05-0.0057193j -0.00311218-0.00260777j 0.00215642-0.00527109j -0.00197563-0.00446533j -0.000167371-0.00185767j 0.00365677-0.00734831j -0.00127854-0.00263897j 0.00267737+0.00138463j 0.000544261-0.00581001j 0.00639842+0.000315988j 
-0.000738888+0.00472002j -0.000485636-0.00169807j 0.0010183-0.00113788j -0.00679716+0.00139734j 0.00058535+0.000718631j 0.00018684+0.00020205j -0.00497197+0.00633045j -0.0031545+0.00301821j -0.00804262+0.000621607j -0.00108444-0.000441369j -0.0106932+0.000702356j 0.00270027-0.00338458j 0.00337273+0.00133527j 0.00679804-0.00419824j 0.00183938-0.00234251j -0.00311448+0.0030206j -9.24472e-05-0.000572349j 0.00150625+0.000910901j 0.00366586-0.00154648j -0.00161064+0.00229438j -0.00185415-0.000960655j -0.00092066+0.00164054j 0.00135168-0.00179157j 0.00413543-5.93251e-05j 0.000280172+0.0028381j 0.00309024-0.00441168j 0.00131288-0.00206246j 0.00281473-0.000666871j -0.00103716+0.00236983j 0.00452115+0.0007927j 0.00152012+0.00536659j 0.00240602+0.00264552j 0.000474906+0.0019884j -0.00277916+0.000840726j -0.000692809+0.00377015j -0.00149421-0.00268896j 0.00467231+0.000888425j 0.00593953+0.00334227j -0.00526845+0.00322355j 0.000222853-0.00226865j -0.00355992+0.000250207j 0.0033943-0.00635022j 0.00223105-0.000819765j -0.00605578+0.00848363j 0.00132501+0.0026117j 0.00188794-0.00395667j 0.00132888+0.00222089j -8.00165e-05-0.000507104j 0.000357522-0.00262399j -0.00324328+0.00168908j -0.00107911-0.00204563j -0.00285602-0.00141037j -0.000574218-0.00157077j 0.00139638-0.00085326j -0.00190057-0.000546758j -0.00189332+0.00178798j -0.00127604+7.55044e-05j -0.00174376+0.00018113j -0.00334678-0.00141587j -0.00336094+0.000578789j 0.00060798+0.00256307j -0.00248357+0.000186079j -0.00217434+0.00215459j 0.000214844-0.0012436j -0.000969895-0.000358524j 0.00216857-0.000864726j 4.13499e-05-0.00124088j -0.000425393+0.000853048j -0.00526391+0.00149437j 
