-0.166155+0.0220275j 0.0170169+0.17035j -0.0566808-0.0883171j 0.107795-0.0256194j -0.0828683-0.0595767j 0.0525927+0.00448885j 0.0406029-0.066413j -0.00607058+0.00519298j -0.0593992-0.0556134j -0.0941869+0.096452j -0.0236445+0.0754303j -0.0453215+0.0546187j -0.0173906-0.16137j 0.0566491+0.0475883j 0.182609-0.0859761j 0.0929396+0.163141j 0.0765737+0.0253916j -0.0359016+0.0571098j -0.120376-0.0542464j -0.0706632+0.096546j 1.76716e-05+0.0149517j -0.0280868-0.0865465j 0.0397714+0.0680639j 0.0235654+0.0443615j -0.0163508+0.00669819j 0.0611736+0.0964106j 0.0422449-0.00961742j 0.154327-0.00216588j -0.0314318-0.0116289j 0.0136943+0.0205083j 0.0121638-0.0588266j -0.000353703+0.0913406j 0.0225424-0.0703526j 0.075095-0.0177681j 0.0338147+0.0177937j -0.0226465-0.0238541j -0.0452734+0.0344636j -0.00817848+0.025043j 0.0280313-0.0416087j 0.0592993-0.015343j -0.0516185+0.091007j -0.0157603-0.0576419j 0.0502586-0.00591234j -0.0386974+0.132636j -0.036188-0.0498823j -0.125684-0.0838906j -0.130218-0.0174246j 0.156677-0.235664j -0.0663519-0.0156424j -0.0722671-0.0447434j -0.0333723-0.0245232j -0.0234763+0.00059953j 0.00938996-0.0180137j 8.60687e-05-0.00335908j -0.0365919+0.00438375j 0.0112858-0.104489j -0.0707827-0.0314635j 0.0263688+0.0302742j -0.152543-0.170753j -0.00637825+0.0499408j 0.00104635-0.249735j 0.0267196-0.0650568j -0.168275-0.0445579j -0.13982+0.119664j -0.0100704-0.0786797j 0.0998456-0.0402255j 0.178811+0.0463626j 0.0715145-0.0885574j -0.0838591-0.0769687j 
0.000983596-0.00123086j 0.00352743+6.99345e-05j 0.00440371+0.00191082j -0.000558542+0.000691554j 0.00405153+0.000206151j 0.00201014+0.00220135j 0.00670098+0.000562591j 3.15665e-05+0.00619531j 0.000339801+0.00181813j 0.00237015-0.0022127j -0.00647876+0.00773979j -0.00776631-0.000563119j -0.00879095+0.00755546j 0.0108778+0.00280825j 0.00254062-0.00104782j 0.00282879+0.0018743j -0.00299826+0.000365577j 0.00323982+0.000728003j 0.000316997-0.000964882j -0.00307846-0.00197279j 0.00210818-0.00288498j 0.00309408+0.00208899j -0.00399304-0.00561531j -0.00119483+0.00101048j -0.00430579+0.000314777j 0.00491131-0.000934045j -0.00395574-0.00271898j 0.00372289-0.000659442j -0.00345821+0.000533882j 0.00398429-0.00955367j -0.00130454-0.00114205j 0.00594258-0.00399022j -0.00380975-0.000612176j -0.00307847-0.00011032j -0.00592312+4.52498e-06j 0.00557199+0.00334011j -0.00291141+0.000712838j -0.00664021-0.000530362j 0.00582979-2.95444e-05j 0.00171864-0.00378257j 0.00104321-0.00164096j -0.0043218-0.000635543j 0.00590262+0.00153424j 0.00210176-0.0050229j -0.00215193+0.0032581j 0.00174772-0.00714861j -0.00137482-0.000954309j 0.000355424-0.00134701j 0.00236573+0.000430953j 2.93433e-05-0.00367838j 0.00225248+0.00458134j -0.000166631-0.0146812j 0.00107856-0.0101623j 0.00124665+0.00445108j 0.00287579+0.000261818j -0.00165746+0.00223567j 0.00354434+0.00227487j -0.000422586-0.00330514j 0.00129964-0.00394204j 0.00473165-0.00298002j 0.00184684+0.00298106j 0.00106871-0.00528837j 0.00380301+0.00312301j -8.38293e-05+0.00363883j 0.00448365+0.00177421j -0.0008534+0.0043331j 0.00304732+0.00180747j -0.00141492+0.00246286j 0.000703612-0.000491661j 
-5.5564e-06+0.00134585j -0.000532731-0.000361727j -0.0048941-0.00383935j -0.00131156-0.00100124j -0.00117468-0.00390482j 0.00343796+0.00273311j 0.000146807+0.000689985j -0.00426911-0.00407169j -0.0039787+0.000995365j -0.00465589+0.000132262j 0.00170939-0.00733535j 0.00576401-0.0026231j 0.00397778-0.000679154j -0.00276756-0.00215366j -0.00347121-0.001304j 0.000984783+0.00161016j -0.00319835+0.000498707j -0.00240072-0.00134317j -0.00157393-0.000948299j 0.000536597+0.00495163j 0.0019908-0.000373131j -0.000736826+0.00570505j 0.00576253-0.00082252j -0.00447413-0.00338351j -0.00495506-0.00369146j -0.00549519+0.000432459j 0.00111946+0.00556343j -0.00124901+0.00204317j 0.000513286+0.000205263j -0.00069717-0.000973334j 0.00172884+0.000590499j -0.0052506+0.000286111j 0.00686877+0.00511496j 0.00640573-0.00332065j -0.00256673+0.00156333j -0.00359398-0.00643768j 0.00216852-0.000115136j -0.000691163+0.00250999j -0.000557273+0.00386286j 0.00717135+0.0017975j -0.00105964+0.000261071j 0.00278874-0.00172082j 0.00270311-0.00209935j 0.001918+0.00327641j -0.00542986+0.00228519j -0.000674901+0.0023268j -0.00289779+0.000496139j -0.00483625-0.00123815j 0.00410618+0.00375105j 0.00365715+0.00281646j 0.00239106-0.00335971j 0.00322838+0.00336929j -0.0028883+0.00394573j -0.00282664+0.00038117j -0.000136776+0.00168998j 0.0049797+0.00118809j -0.00132609-0.00643104j -0.000667319+0.00252437j -0.00129951+0.00484835j -0.00205267+0.00522459j -0.00156369-0.00471739j -0.0001446-0.000387923j -0.000207556+0.00151675j -0.00433266-0.00029718j 0.0030008+0.0011934j -0.000882202+0.00729753j 0.00201215-0.00130203j -0.0014514+0.000168317j -0.00224748+0.000130104j 
0.000701168+0.000582225j 0.00169971-0.000836168j -0.00104379-0.00142598j -0.00369078-0.00133672j 0.0024348+0.00348225j 0.00446268-0.000962178j -0.00203645+0.00444465j 0.00193044+0.00103652j -0.000641498-0.000969837j -0.00223642-0.000954042j -0.00301461-0.000841637j 0.00129233+0.000511832j 0.00174379-0.00350082j 0.000399551+0.00125632j 0.00139457+0.00412989j -0.00513718-0.000461216j 0.000299744-0.000153223j -0.00312357-0.00349761j 0.00124502+0.000548413j 0.00433895+0.00270411j 0.00230406-0.000593297j 0.00247552-0.0022943j -0.000539475+0.000332912j 0.00108779-0.00311341j 4.95664e-05-0.00063168j 0.00373112-0.00071827j -0.00172325+0.00195697j 0.00300218-0.00367291j -0.000833359-0.00281035j -0.00444505-0.000397477j 0.000527881+0.00266864j 0.00356493+0.00206212j -0.0049155-0.00169042j -0.0035829-0.000480326j 0.00237644-0.00157153j -7.32652e-05+0.00237337j -0.00138213-0.000505729j -0.00045219-0.00283006j 4.62289e-05+0.00062416j -0.00182217+0.00333511j -0.000750528+0.000516885j -0.000515146+0.000769768j -0.00289105+0.00145322j -0.000727965-0.00113292j 0.00351251+0.000993691j -0.00118146+0.00206122j 0.00490688+4.70901e-05j 0.00350053+0.00246842j 0.00152599+0.000873412j -0.000186368+0.00243142j 0.00147938-0.0030252j 0.000627223+0.00626542j 0.000869019+0.00439351j -0.00151877-0.00404456j -0.00284244+0.00631179j 0.00333169-0.00376406j -0.00412845-0.00542873j 0.000626547+0.00022111j 0.000837398+0.00451521j -0.00163503+0.00373941j -0.00128845-0.00151815j -0.00192397+0.00320648j 0.000877176-0.000379511j 0.000629359-0.00197914j -0.00515172+0.00338448j -0.0025401-0.00266465j -0.00297832-0.000209022j -4.39131e-05+0.001139j -0.00235062+0.000780487j 
0.00080411-0.000882592j 0.00174961+0.000433216j 0.00125594+0.00326484j -0.00369127-0.00107076j 0.00385981-0.000231942j 0.00910706-0.00129137j 0.00136883+0.00333186j 0.00446078+0.00412868j 0.000901376+0.000481777j -0.00181606-0.000837491j -0.00497516+0.00427947j -0.00475199-0.00115808j -0.00196996+0.00380085j 0.00584018+0.000936926j 0.00148659+0.00153514j -0.00375512+0.000639282j -0.000901511-0.00101234j -0.00373334-0.00141968j 0.000608316+0.00107503j 0.00226977+0.00202952j 0.00349039+0.00144235j 0.00230383-0.00208519j -0.00225375-0.00312203j 0.00148406-0.00222532j 0.00582219-0.0016523j 0.00289389+0.000819992j -0.000117057+0.00173772j 0.000272731-0.00273384j -0.000998234-0.00285642j 0.00299174-0.00683965j -0.00138123+0.00286942j 0.0053163+0.00126723j -0.00623092-0.00142684j -0.00543098+2.07334e-05j 0.00175943+0.00173361j 0.00454323+0.00142053j -0.0042728-0.00302669j -0.00417068-0.00410278j 0.0018949+0.00115967j -0.00510285+0.000835994j -0.0013783+0.00178776j -0.000589402+0.00349769j -0.00197217+0.00411005j -0.000381235-0.00175258j 0.00359165-0.000405449j -0.00153863+0.00115012j 0.0031045+0.0015966j 0.00176754+0.00344699j 0.00111275+0.0014237j 0.00100933+0.00742044j 0.000613042-0.00729682j 3.71414e-05-0.00368671j -0.00147194-0.0036908j -0.00338328-0.00117673j 0.00130939+0.000185591j 0.00119249-0.00220055j -0.00457895+0.00023885j 0.0004715+0.002016j -0.0010315+0.00160142j -0.00352755+0.0016637j -0.00238871-0.000992923j -0.00143725+0.0011159j -0.000895042-0.0043517j 2.56022e-05-0.000644183j -0.00461426-0.000680991j -0.000329599+0.00123683j -0.000760221-0.00188421j 0.00134464-0.000511198j 0.00167477-0.000786093j 
-0.000512229-0.00148119j -0.00125516+0.000309326j -0.00030609-9.32918e-05j 0.00211173-0.00112788j -0.00513241+0.0034932j -0.00904801-0.00265591j -0.00766221-0.000758735j 0.000174386-0.00370032j 0.00581066-0.00531591j 0.00359609+0.00443852j 0.00880214-0.00494237j 0.00372352+0.00301585j 0.00254898-0.00612925j -0.00797877+0.00450055j -0.000326537+0.0015383j -0.00156088-0.00401453j 0.00288481+0.00094177j -0.0017803-0.00171622j 0.00199268+0.000999364j -0.0013405-0.00311341j -0.00231325-0.00272592j 0.00208961-0.00505345j 0.000276109+0.00430536j 0.00197792+0.00340869j 0.00349655-0.000697735j -0.00127932-0.00146735j 0.000176873-0.00225811j 0.00210944+0.00226132j -0.000533856-0.00100134j -0.00562608+0.0102387j 0.00122883-0.00490631j 0.000718349+0.00140808j -0.00172016-0.00264777j -0.00133351+0.000344458j 0.00279375-0.00333887j -0.000187777+0.00409843j 0.00253547-0.000514403j -0.000550862+0.00120627j -0.00209817-0.0063667j -0.00199943+0.00374265j 0.000930979-0.00217914j -0.000541633+0.00126389j -0.00245723+0.00202974j 0.000760885-0.000357311j 0.00383516-0.00306654j 0.00307334+0.00158484j -0.00105609+0.000893935j 0.00208049-0.00116105j 0.00147111+0.00124193j -0.00148095-0.0063108j -0.000740898+0.00479884j 5.63091e-05+0.0116244j 0.00253309+0.00930099j 0.000225016-0.00106189j 0.00213368+0.00124633j -0.00286044-0.000970443j -0.00148479+0.00218433j -0.000219409-0.00320376j -0.00105988-0.00104993j 0.0024116-0.000513161j 0.000795262+0.00233315j -0.000965932+0.00366448j 0.000753311-0.00136761j 0.00156812+0.000112769j -0.00192154+0.00100499j 0.00283543-0.00202231j -0.00160898+0.000141774j 0.000594498+0.000493448j 0.00101426+9.82078e-05j 
0.00129179-0.000167467j 0.00166484+0.000212742j 0.00307434+0.000427666j 0.000194273-0.00155122j 0.00452038-0.00323167j 0.00392041-0.00297569j -0.00131926-0.00336339j -0.00308575-0.00455786j 0.00127389+0.00253708j -0.008352-0.000165922j 0.000760681-0.00689827j 0.00282784-0.00186763j -0.00142207-0.00124839j 0.000388952-0.000260421j 0.00211316+0.00243743j 0.00407319+0.00316438j -0.00763393-0.00253258j -0.00523963-0.00164319j -0.00385188+0.00225342j -0.00673008+0.00163579j -0.00239685+0.00110876j 1.47372e-05+0.00567276j 0.000334349-0.00708051j -0.00157901+0.000363424j -0.0011251-0.00177443j -0.00564822+0.00557673j 0.00565568+0.0010832j -0.00504944+0.00236712j 0.00412578+0.00281794j -0.00136285-0.0141796j -0.00152442-0.000293166j -0.00858353+0.000174136j 0.00234261+0.00420331j 0.00302488-0.00101553j 0.000962451-0.000173936j -0.00452995-0.00311235j -0.000768472+0.000735114j 0.00263002-0.00153334j 0.00426365+0.0010807j 0.00265776+0.00166112j 0.00140453+0.0017868j 0.000715392+0.00014603j 0.00192485+0.00192147j 0.00213815-0.0024667j -0.00440626+0.00174543j 0.000718104+0.00120034j 0.000595861+0.00042692j -0.00643214-0.000967444j 0.00268918+0.00296771j 0.000437416+0.00125198j 1.37751e-05-0.00177285j -0.000886454+0.00356787j -0.00395259+0.00438228j -0.000502377-0.000756487j 0.00188617+1.08961e-05j 8.82915e-05-0.00285772j -0.000737153-0.00132188j -4.76975e-05+0.000972528j -0.00253193+0.00251673j 0.000975011+0.00275398j -0.00153151+0.000418603j -0.000430919+0.00322112j 0.00142205-0.000613872j -0.000106995-0.00140645j 0.00822731+0.00165772j 0.00221794-0.00132192j -0.00109509+0.000742209j 0.000416422-8.94806e-06j 0.000309618+0.000443072j 
-0.000116121-0.00216287j -0.00383263-0.00159965j -0.00467944+0.000244657j 0.00388121+0.00701688j -0.00384948-0.00424156j -0.00170612+0.00424139j 0.00605414-0.00310466j 0.000200733+0.000250926j 0.000561328+0.00517246j 0.00715616-0.00121485j 0.00810854+0.00178309j -0.00184097+0.0017134j 0.000222082+0.00230113j -0.00747881+0.000726743j -0.00190778-0.00170669j 0.000137499-0.0028432j 0.00414716+0.0011899j 0.00296446+0.000587853j -0.00393817-0.00333939j 0.00682263-0.0034253j 0.00358527+0.000219913j -0.00576468-0.00182118j 0.00355084+0.00376809j -0.00390961-0.00225704j -0.00475458+0.000690242j -0.00318543+0.00237077j -0.00193509-0.000717732j -0.00338573-0.000563046j 0.00117735+0.00020356j 0.00326992+0.0062801j -0.000940693-0.00209136j 7.10984e-05-0.000219802j 0.0033326-0.00249664j 0.00186414-0.000438801j 0.00140019-0.00390889j -0.0033803+0.000830254j -0.00262986+0.00133412j 0.00115332-0.00108274j -0.00134254-0.00146179j -0.00132427-0.00178333j 0.00272458+0.00129037j -0.000839421+0.00316762j -0.00282327+0.00117276j -0.000142697+0.000697058j 0.00212905-0.000765072j -5.45926e-05+0.00164558j 0.000594697+0.000771423j 0.00248858+0.00271407j -0.00215726-0.00266838j 0.00236515+0.00179347j 0.00220806+0.000260895j 0.000357405-0.00897951j 0.00359089-0.00840485j -0.00209228+0.00121447j 0.000504029-0.000485858j -0.00143421-0.000594002j 0.00045369+0.000478698j 0.00037317-0.000361357j 0.00365705+0.000189444j -0.000240556-0.00289733j -0.000368734+0.000775675j -0.000595416-0.00366685j -2.19432e-05-0.00234558j 0.0014409-3.99429e-06j -0.00282867-0.00309531j -0.00137413-0.00484768j -0.00120771+0.00143949j 0.0013033+0.00116672j 0.00244079+0.00136155j 
-0.00126866+1.56407e-05j 0.000816965+0.00213371j 0.00882523-0.000623544j -0.00284457-0.00530471j 0.00547317+0.00538614j -0.00304367-0.0022731j -0.0053639+0.00364466j -0.00332253-0.000795854j -0.00297692-0.00552307j -0.00435026-0.00291338j -0.00590425-0.00411332j -2.18579e-05-0.000685085j -0.00234359-0.00206451j 0.00518823-0.00408706j 0.00839864+0.0017175j 0.0058599-0.00312873j 0.00152089-0.00155464j 0.00298772+0.000321858j 0.00196545-0.00232649j 0.00165574+0.00406979j -0.00101984-0.000841185j -0.00164731-0.00349794j 0.0012338-0.00178557j -0.00137909+0.00373771j -0.000124741+0.00562336j 0.00439562-0.00116967j -0.00262973-0.00144185j 0.00124345-0.00130594j -0.00248913+0.00284816j -0.00545664-0.00848696j 0.00606829+0.00669805j 0.00310176-0.0011211j -0.00109601-0.00110351j -0.00298063+0.00237449j -0.00150944+0.000920287j -0.000406594-0.000546487j -0.00256237+0.000593895j -0.00109562+0.00303762j -0.00498018+0.00209075j -0.000370844-0.00263211j 0.000804096-0.000934323j -0.000992028-0.00201941j -0.00350672+0.00540867j 0.000489679-0.00307426j 0.00345717+0.0004237j -0.00216268-0.00150398j -0.00259124-0.000372768j 0.00222021-0.00623401j -0.00576729-0.0113339j 0.00199291-0.00338458j -0.000536027+0.00884496j -0.00495982+0.0151036j 0.00198482+0.0094745j 0.00226511-0.000161997j -0.00175558+0.00389295j -0.00427856+0.00168743j 0.00559913+0.0022891j 0.00339605-0.00437245j 0.00310948-0.00458164j 0.000893602-0.00403843j 0.00238989-0.000154634j 0.00339546-0.00538317j 0.000301606+0.000309348j 0.00107694+0.00207098j -0.00204808-0.000405313j 0.000129261+0.000747762j 0.00316796-6.1055e-05j -0.000247415+9.4507e-05j 0.00225355-0.000383396j 
0.001465-0.00117007j 0.00163884-0.00220534j 0.00444207+0.00255654j -0.00405064-0.00180162j 0.00839008+0.00618124j 0.00339595-0.00204474j -0.000760519+0.0015877j 0.00370414+0.000736089j 0.00484178-0.00474954j -0.00384566-0.00212294j -0.00388483+0.00445244j 0.00134513+0.000807384j -0.0015108+0.00215024j 0.00759182-0.000120391j 0.00473761+0.0006072j -0.00427209-0.00159201j 0.000422385-0.00427487j -0.00180549-0.00475836j 0.000554143-0.00129242j 0.00153164+0.00179342j 0.00088287+0.00147464j -0.000174321-0.00382355j -0.00236433+0.000235238j -0.00390725-0.00267882j -0.000114143-0.000518459j 0.00692218-0.000373352j -0.000402328-0.000727891j 0.00330164-0.0030602j -0.00218356-0.00117529j -0.00100512-0.00913862j 0.00143354+0.000188341j 0.00651991+0.000254606j -0.00836246-0.00314358j -0.00764437+0.00151872j -0.000295291+0.001972j 0.00426261+0.00212717j -0.00189473-0.00132276j -0.00148936+0.000235626j 0.0038811-0.00111179j -0.0040709+0.00329994j 0.000862816+0.000988215j -0.00208566+0.00472518j 0.00188431+0.00159453j -0.000854398-0.000460803j 0.00189809+0.000178562j 0.00269726+0.000310363j 0.0055523+0.000897745j 0.00463672+0.00712192j 0.00365236-0.00028621j -0.00132961-0.0008897j -0.00109301-0.00324494j -0.000386292+0.00574276j -0.000673863+0.00421295j -0.000897765-3.95797e-05j 0.00111293-0.000616414j 0.00176716+0.000390267j -0.00475046-0.00226705j -0.00305158+0.00132652j 5.34136e-05+0.00452209j 0.00176725+0.000796657j -0.00265591+0.00103742j -0.00414687+0.00361716j -4.08672e-05-0.00196786j 0.00159025-0.00153557j -0.00083116-0.00297002j -0.00156464-0.00632761j -0.00576978+0.000142011j 0.00010215+0.000632535j -0.00187996+0.000903764j 
0.00144202-0.000466008j -0.000666479+0.00221754j 0.00202116+0.00123698j -0.000906212-0.00297094j 0.00753332-0.00362935j 0.00377382-0.00102326j 0.00157448-0.00240969j -0.00530071-0.00291704j -0.00162422+0.000446931j -0.00712688-0.00077897j -0.000136318-0.00708766j 0.0027058-0.00569446j -0.000317898+0.00108535j -0.000530699-0.00187399j 0.0021721-0.000164091j 0.00235348-0.00208814j 0.00123136-0.00321812j 0.00333749+0.000381957j -0.00379488-0.00230904j 0.00594649+0.00578295j 0.00413945-7.58513e-05j -0.00412261+0.00206686j 0.005234-0.00200189j -0.00744147-0.00516563j -0.00431006+0.0019377j -0.00243912+0.00259559j 0.00172925+0.00179768j -0.0012043-0.00249166j 0.00221397+0.000511706j -0.00333586-0.0120389j 0.00161953+0.00730716j -0.00407762+0.00350498j 0.00508744-0.00123485j 0.00206366-0.00273894j 0.00213368-0.00147865j -0.00246156-0.00468035j -0.000606093-0.00227633j 0.0044088-0.00251399j -0.00359173+0.00233089j -0.000730535+0.000158596j 0.00264337-0.000780044j 0.000644127+0.00333318j -0.00200348+0.00080777j 0.00133565-0.000873319j 0.00081157+0.00336412j -0.000313199-0.00285833j -0.00011894-0.00261687j -0.000224916+0.00487205j 0.000779814-0.00368374j 0.00334126+0.00637768j -0.000870016-0.00596812j -1.0537e-05+0.00520331j -0.000137788+0.00486559j -0.00282054+9.57477e-05j -0.000489409-0.00337944j 0.000684152+0.00274082j -0.00075287+0.000966076j 0.000149082+0.00273776j 0.00194984+0.00268964j -0.0028287+0.00104556j -0.00080887-0.00206869j -0.00217231-0.00327271j 0.00109271+0.00112296j -0.000823066-0.00221033j -0.00275803-0.00477362j -0.000317489-0.00320626j -0.000129105-0.000226026j -0.00115793-0.00140656j 0.000712614-0.00111834j 
-0.000586515-0.00114908j 0.000497616-0.00255246j 0.00624446+0.000748112j -0.0054296-0.00121592j 0.00496901+0.00380464j 0.00303541-0.00569616j -0.00365313+0.00354914j 0.00165088+0.000184791j 0.00204234-0.00351026j -0.00875992+0.00150725j -0.00678265+0.00106573j 0.00201102-0.00208453j -0.00199547+0.00203425j 0.00713792-0.00183573j 0.00436003+0.00231462j 0.000806743+0.000838907j -0.00426277-0.00446844j -0.00457007-0.000928616j 0.00345849+0.00181498j -0.00659823+0.00142456j -0.00280774+0.00319628j 0.00383382-0.00076369j -0.00347358-0.00431752j 0.00196436+0.00190913j 0.00611234-0.000543317j 0.00268047-0.000499962j 0.00372117-0.000453799j 0.00140214+0.00164559j 0.00114493+0.000978024j -0.00203233-0.0115162j 0.00129589+0.000419149j 0.00246901+0.000861598j -0.00545805+0.00309237j -0.00268646+0.00199881j 0.000662177+0.00218657j 0.00245899+0.000515843j -0.00051632-0.000211189j 0.00127387-0.000609788j -0.000171568+0.00148141j -0.00161747-0.000595157j -0.000579804-0.00122094j 0.0016609+0.000560893j 0.00266077+0.000851073j -0.000414638-0.000963079j 1.51218e-05+8.29614e-06j -0.0030397+0.00264169j 0.00311597-0.000657461j -0.00140252-0.00145073j -0.00214991-0.00158991j -7.2955e-05+0.00339053j 8.47291e-06-0.000735431j 0.000871831+0.00716251j -0.00044087+0.00688455j 0.000298397-0.00130597j -0.00156564-0.00135205j -0.000185418-0.000568333j 0.000265018+0.000559925j 0.00257029+4.48556e-05j -0.000882217+0.00161785j -0.00231796-9.92158e-05j -0.00198564-0.000149172j 4.2843e-06+0.00146739j -9.85095e-05+9.12431e-05j 0.00150396-0.000740601j 0.00203972-0.000614651j 0.00178462+0.00128513j -0.00186407+0.00138956j -0.00015704+0.000275708j 0.000821532+0.00112854j 
-0.000580902-0.00228577j -0.00142495-0.00207801j -4.29855e-05-0.00248177j -0.000242108+0.000584527j 0.00280434+0.000356523j 0.00282581+0.00267302j 0.00180855-0.00329353j -0.00186148-0.00390709j 0.00488652+0.00199258j -0.00554888-0.0026544j 0.000988632-0.00334696j 0.00468711-0.000735799j -2.83153e-05+0.000960142j -0.00118434-0.00356713j 0.000986127+0.000292934j 0.00347059-0.00397044j 0.00339532-0.000807945j 0.00171306-0.0037053j -0.00401288-0.00606216j 0.00887974+0.00396648j 0.00677117-0.00237301j -0.00187572-0.0019425j 0.00487437+0.000191504j -0.0117586-0.00406981j -0.00456319+0.00326217j 0.00173629-0.000548533j -0.00564055+0.000273522j -0.00106703+0.000587176j -0.000915179+0.0028369j -0.000399495-0.00665804j 0.00307701+0.000217578j 0.000290072-6.90135e-05j 0.00591349-0.00405226j 0.000337587-0.00127477j 0.000776156-0.00163034j -0.00314639-0.00312589j -0.00425085+0.00209728j -0.00131403+0.00237028j -0.00109709+0.0015491j 0.00169365-0.0031j 0.00504526-0.000491991j 0.000549301+0.0038006j -0.00198634+0.0028901j 0.00213171-0.00271805j -0.000150839+0.000967252j -0.000961145+0.00260384j -0.0013617+0.00087369j 0.00195312+0.000210728j 0.00097002-0.00344887j 0.00547672-0.00256102j 0.00551428+0.00345444j -0.000807638+0.00194833j -2.13285e-05+0.00238314j -0.00324715+0.00159152j -0.000509676+0.00503761j 0.00154268-0.000415494j -0.00105753-0.00410263j 0.000248227-0.00133088j 0.004259+0.00361481j 0.000985855-0.00209765j 0.000150009-0.00314717j 0.00104012-0.00401364j -0.000364755-0.00191146j -0.000197561+0.00147398j -0.00318507-0.00127761j -0.00208892+0.00264632j -0.000575359+0.00108421j -9.27953e-05+0.00275777j 0.000980005+0.00260524j 
0.00057206+0.000788248j -0.000555702+0.00376755j -0.00496814+0.00201275j -0.00203323+0.00222767j -0.00135159-0.00451957j 0.00497349+0.000678909j 0.00329133+0.000944365j 0.0032692+0.00508492j -0.0036903+0.00253594j 0.00668208+0.00101172j 0.001813+0.00405619j -0.00569414-0.00262538j 0.000541878+0.00178693j -0.000624687+0.00366011j -0.00265771+0.00321787j -0.00405713+0.00100176j 0.00280352+5.51975e-05j 0.000896247+0.00244361j -0.00014674+0.00113703j 0.00395102+0.00165052j 0.00198851+0.000764j -0.00213873+0.00109291j 0.0012277-0.000316348j 0.00275253-0.00242605j -0.00178334-0.00213925j -0.000985421+0.00227488j 9.67921e-05+0.00129309j 0.00239554-0.00313048j -0.00153579-0.00374923j 0.00230326+0.00704375j -0.00390596+0.0035935j 0.00154747+0.000818662j -0.00236792+0.00155235j -0.00292226+0.00074062j 0.00112814-0.00279616j 0.002799+0.00262679j 0.000885735-0.0040185j -0.00133531-0.0039113j -0.00101994+0.00105668j 0.000484199+0.00368646j -0.00256364+0.00152354j -0.00139747+0.000877852j -0.00217689-0.0015676j -0.000175976+3.9883e-05j 0.00250665+0.000823864j -0.00242756-0.00317491j 0.00229103-0.00146687j 0.00380432+0.00471307j 0.00209178+0.00466559j 0.000840749+0.00768322j -0.00155405-0.00974353j -0.00283386-0.0125566j 0.00121169-0.00904485j -0.00104811-0.00190303j -0.00359038-0.000852001j 0.00155654-0.00238344j -0.000912071+0.000123099j 0.000460913+0.00300412j 0.0014325+0.00194859j -0.0053743+0.00327905j -0.00162132-0.00115715j -0.00204781-0.00104481j 0.00201233+0.00241719j 0.00116134-0.000861415j -0.00565872+0.00103796j -0.000550376-0.0060999j 0.00124334+0.00208588j -8.00772e-05-0.00116714j 0.00174818-0.000271298j 
0.000306718+0.000201729j 0.00145631+0.00293236j 0.00300089-0.0021946j -0.00496446-0.000908256j 0.00263703+0.000825346j 0.00142557-0.00317582j -0.0040414+0.0056075j -0.000503572-5.16437e-05j -0.00426895-0.00211165j -0.00342786+0.000824022j -0.00514889-0.00116159j 0.000215033-0.000190547j -0.000850861-0.002382j 0.00252701-0.00215969j 0.00382269+0.00335395j 0.00114255+0.00175383j -0.00202923-0.000213293j -0.000921273-0.00025918j 0.000308243+0.00113676j 0.00283495+0.00535919j 0.00115378-0.00354659j 0.00288867-0.000875512j -0.000540867-0.00193102j 0.000113926+0.000654757j -0.00136039-0.000718602j 0.00239284-0.000607753j -0.000885913-0.000449611j 0.000553635-0.000982545j -0.00295848+0.000642029j -0.00626517-0.00398233j 0.00279679+0.00479128j 0.000810875+0.000558635j 0.000488889+0.00236217j -0.00314135+0.00220893j -0.000170932+2.40956e-05j -0.00239669-4.76704e-05j -0.00102762+0.000229134j -0.00345223-0.000391104j -0.000791648+0.00304998j 0.00374826-0.000815633j 0.00168821+0.000526495j -0.00318374-0.00223376j -0.00092216-0.000261705j 0.000586359-0.00229814j 3.68769e-05-0.000102579j -0.00146046-0.00288654j -0.000872347-0.001121j 0.000878143-0.00282252j 0.0021058+0.00057709j 0.000683385-0.00101686j 7.55969e-05+0.00103626j -0.00135032+0.00561433j 0.00149342+0.00579793j -0.000187042-0.00187048j 0.00101726+0.00533722j -0.000716645-0.00125467j -0.000116041-0.00126765j 0.00151156-0.000333898j 8.09285e-05+0.000964786j -0.00158235+0.00223085j 0.000727414-0.00216102j 0.000515225-0.00172929j 0.00204828+0.00261051j -0.000495664-0.000334419j -0.00180247+0.00444484j 0.000417623+2.97396e-05j 0.0051241+0.0010214j -0.00113668+0.000647242j 0.00199428-0.00105817j 
