0.00528069-1.96893e-15j 0.00642088-4.28373e-16j 0.00283912-3.22041e-17j -0.00547813+3.58451e-17j -0.00200862-5.71676e-18j 0.00665583-3.47958e-17j 0.00333437-3.15001e-18j -0.00271666-5.39848e-18j -0.00493816+2.69556e-18j 0.000638312-2.50401e-18j -0.00257598+1.45923e-17j 0.00704374-2.67782e-17j 0.000491212+2.27839e-17j -0.00430305+6.06533e-18j -0.0060864+4.00165e-17j -0.00359991-1.73651e-17j 0.00288983+1.69406e-16j -0.00363781-5.38388e-17j -0.0018029+1.42997e-17j -0.00455908-1.1604e-17j 0.0016031-1.16611e-17j -0.00103342+1.07815e-18j 0.00422756+7.34601e-18j -0.00278654-6.72498e-19j 0.00669876+5.3678e-18j 0.000351449+8.61771e-18j -0.00746084-2.55031e-17j -0.00209666+8.16294e-17j -0.00220762+5.60753e-17j -0.0071273-1.08158e-17j -0.00109934+4.97038e-17j 0.00476902+1.46293e-18j 0.00541187+1.49771e-17j -0.00148662+1.49278e-17j -0.000893653+2.20206e-20j -0.00253236-9.32582e-18j 0.00626695-8.33953e-17j -0.000678514+2.9648e-17j 0.00259164+8.42191e-17j -0.0037266-5.91995e-17j -0.00166094-2.19921e-17j 0.00520532+4.68407e-18j -0.0049636-3.60953e-17j -0.00224424+1.27453e-17j -0.00674662-1.68408e-17j -0.00379795-4.85415e-17j 0.000662469+6.75109e-18j -0.0025107-8.74442e-18j -0.00368887-8.821e-18j 0.00511962+7.84027e-18j 0.0057557+1.45651e-17j -0.000691912-6.67039e-18j -0.00452154+2.76504e-17j -0.00429111+2.60369e-17j 0.00593801-6.07079e-16j -0.00570066+2.78607e-15j 
0.000708557-3.53577e-16j 0.0017359-3.35408e-17j -0.000698778-1.17875e-16j -0.00196373-6.75395e-17j -0.00155269-1.01147e-16j 0.00214117+5.80013e-17j -0.000883053-1.39583e-16j 0.000328421+7.7566e-17j -0.00312217-1.83873e-16j 0.000106584-1.72535e-18j 0.000688162+1.10484e-16j 0.00178437+2.60015e-17j 0.00245207+2.06759e-16j -0.000200718+5.92192e-17j -0.00196657-6.44523e-17j -0.00258672-1.53782e-16j -0.000119915-6.28084e-17j -0.00159059-9.16843e-17j -0.00120435-7.74069e-17j 0.000540847+1.28898e-16j -0.000610679-9.35757e-17j -0.00192234-1.65112e-16j 0.00327457+2.21448e-16j 0.00173038+1.97216e-16j 0.00304238+1.42844e-16j -0.000521826-5.94049e-17j -0.00186164-3.29574e-17j -0.000438272+1.87264e-17j -0.000451375+1.03177e-17j -0.0011465+2.11233e-17j -0.000797572-5.95256e-17j -0.000690878-1.62842e-16j 0.00342408+2.15367e-16j 0.00208428+2.15287e-16j -0.00186667-1.43707e-16j -0.00141544-9.14077e-17j 0.00278928+8.60337e-17j 0.000633509+6.4099e-17j -0.000337193-5.96313e-17j -0.00142903-7.13005e-17j 0.00151886+1.55633e-16j 0.000423726-6.17813e-17j -0.00168345-7.46315e-17j -0.00278384-2.02398e-16j -0.0010924+1.8734e-17j -0.00201382-1.20739e-16j 0.000166515+4.64632e-18j 0.00158088+1.86181e-16j -0.00164447-7.90407e-17j 0.00260757+1.36968e-16j 0.000423401-6.33881e-17j 0.000992653+9.81996e-17j -0.000103758+7.95339e-17j -0.00216362-1.0587e-16j 0.000815076-1.86459e-16j -0.00155578+6.57055e-16j 
-0.00210539+7.36256e-16j -0.00176532+1.57466e-16j -0.00211325+1.92154e-17j 0.00106743-8.93819e-18j -0.00036538+8.15448e-18j -0.00151932+5.31271e-18j -0.00253858+8.79577e-18j 0.0017129-2.52323e-18j -0.000266554+1.09195e-17j -0.000235465+1.87735e-18j 0.0019666-1.12267e-17j -0.00204556+9.32068e-18j 0.00197281-2.44858e-17j 0.00205794-7.94662e-18j 0.00138153-1.87665e-17j -0.000476665+2.65868e-17j -0.00161356-8.41932e-17j 0.000448399+1.63693e-17j -0.000155907-6.78565e-18j 0.00286521-3.18741e-18j -0.00138966+1.33535e-18j -0.00120907-4.81973e-18j 0.00077503-7.50531e-18j 0.00302345-1.70685e-17j -0.000722616-1.46129e-17j -0.00065724-7.77538e-18j 0.0021925+1.0828e-17j 0.000693292-2.49931e-17j 0.000739154-2.01658e-17j 0.00266879-2.80452e-18j -0.000152505-3.12867e-17j -0.00311087-5.88939e-18j 0.000294308-8.91595e-18j 0.00266829-1.60786e-17j -0.00123124+1.28947e-17j 3.20347e-05-2.04056e-18j -0.000727825-6.03971e-18j 0.000929027-2.31649e-17j -0.00165578-2.36664e-17j 0.00064146+2.23411e-17j 0.00224517-5.90679e-18j -0.00232502-3.12311e-18j 0.00105427+7.21714e-18j -0.00136163+7.40103e-18j 0.00251976+2.45968e-19j 0.000147125+2.04915e-17j -0.000193574-1.83786e-18j 0.00274396-5.28674e-18j 0.000426012+8.12005e-18j -0.000295615-1.19409e-17j -0.00261186-1.37676e-20j 0.00126241-4.13747e-18j 0.00225981-1.28387e-17j 0.000267736-7.23885e-19j -0.00235081+1.81584e-16j 0.00155405-8.21e-16j 
0.000438494-2.76163e-16j 0.00224243-5.57925e-17j -0.00187498-1.53181e-17j -0.0028568-2.61317e-18j -0.00267524-1.11948e-17j 0.00299256-5.54251e-18j -0.002324-1.62793e-17j 0.00112903+7.73455e-18j -0.00521821-1.7138e-17j 9.39302e-05+1.16762e-18j 0.00180706+1.46037e-17j 0.00222552+1.65618e-18j 0.00470543+1.69992e-17j 0.000379012+2.71018e-18j -0.00275333-1.73132e-17j -0.00441138+3.01406e-18j -0.000752468-3.64445e-17j -0.00245728-3.26699e-17j -0.00203117-1.82257e-17j 0.00187458+1.26275e-17j -0.00148118-2.74137e-17j -0.00357269-4.44238e-17j 0.00564352+4.00623e-17j 0.00388221+9.95734e-18j 0.00474661+7.68742e-18j -0.00108311-2.0814e-17j -0.0023018-7.31345e-18j -0.000480907+2.29054e-17j -0.000486632+9.45309e-18j -0.000963579-9.55888e-18j -0.00136208-3.22559e-17j -0.0022055-4.56573e-17j 0.00572349+4.22602e-17j 0.00434101+2.85192e-17j -0.00348891-6.76363e-18j -0.00231305-3.1485e-17j 0.00432924-6.07289e-17j 0.00136007-6.06747e-18j -0.00112376+1.04218e-17j -0.00212553-2.11762e-17j 0.00326694+4.8068e-18j -0.000104805-1.56532e-17j -0.00240112-3.19587e-17j -0.00503974-1.9715e-17j -0.000926074-9.16623e-18j -0.00325592-2.68271e-17j 0.000206758+3.00934e-18j 0.0035405+2.34712e-17j -0.00255345-8.95896e-18j 0.0041797+1.35234e-17j -0.000204103-2.00757e-18j 0.00206455+8.12434e-18j 0.000607726+1.54051e-17j -0.00346037-3.29729e-18j 0.000528891-1.88859e-16j -0.00201942+8.46891e-16j 
-0.00480034+1.69251e-15j -0.00449398+3.83024e-16j -0.00423912-1.03446e-17j 0.00309281-5.62395e-17j -0.000144798-2.95319e-17j -0.00413355+4.72956e-17j -0.00507439-4.60265e-17j 0.00353377+3.18789e-17j 0.000711535-6.47008e-17j -0.000548096+2.77669e-18j 0.00392939+2.54421e-17j -0.0051141+3.50443e-17j 0.00321815+4.54841e-17j 0.00449011+1.20978e-17j 0.00376672-6.9018e-17j 4.1585e-05-2.33303e-17j -0.00340665-2.10229e-16j 0.00161372+7.37254e-18j 0.000160771-4.74877e-17j 0.00591452+5.54627e-17j -0.00272552-3.19326e-17j -0.00179998-7.54503e-17j 0.000314914+7.98377e-17j 0.00576483+6.17541e-17j -0.00279735+3.91817e-17j -0.00119333-3.84835e-17j 0.00546054+1.16504e-17j 0.00166491-6.16662e-17j 0.00176852-4.71118e-17j 0.00618692+1.05139e-17j 9.705e-07-8.69571e-17j -0.00637904-7.6e-17j -0.000776102+7.19382e-17j 0.0048588+6.31189e-17j -0.00187032-4.42141e-17j 0.000650008-3.62873e-17j -0.00270455+6.8121e-17j 0.00172957-1.57762e-17j -0.00340783-9.40143e-17j 0.00196085+2.57822e-17j 0.00418481+6.82238e-17j -0.00515375-3.18872e-17j 0.00294951-5.18042e-18j -0.00177287-8.15419e-17j 0.0058455+1.61276e-17j 0.00114229-2.21563e-18j -0.000482991-3.52352e-18j 0.00522763+7.5465e-17j 0.0015879-1.88609e-17j -0.00170421+3.88384e-17j -0.00576797-3.34253e-17j 0.00229608+3.91213e-17j 0.00488267+4.32419e-18j 0.00146215-5.75005e-17j -0.00536973+4.33613e-16j 0.00396748-2.05783e-15j 
0.00367431-1.29906e-15j 0.00313074-2.63673e-16j 0.00362642-7.05353e-17j -0.001933-8.33503e-18j 0.000564424-4.70058e-17j 0.00272274+1.2553e-17j 0.00435438-6.06185e-17j -0.00294979+2.99917e-17j 0.000324812-7.95475e-17j 0.000412127-3.95215e-18j -0.0033731+5.47643e-17j 0.0036178-6.7085e-18j -0.00330675+1.10211e-16j -0.00357+3.35257e-17j -0.00247667+1.18755e-17j 0.000711808-9.88568e-17j 0.002787+1.25037e-16j -0.000845466-5.33482e-17j 0.000217158-1.24628e-17j -0.00493456+4.82065e-17j 0.0023781-2.99496e-17j 0.00200827-4.16292e-17j -0.00119806+8.27609e-17j -0.0051564+9.58214e-17j 0.00138345+7.30638e-17j 0.00111454-4.0081e-18j -0.00387545-2.82429e-17j -0.00121889+4.39258e-17j -0.00129882+3.54495e-17j -0.00466842+1.38793e-17j 0.000229049+3.7262e-17j 0.00535311-3.88192e-17j -0.000359644+8.25643e-17j -0.00452635+9.70423e-17j 0.00204906-7.06769e-17j -0.000117298-2.28017e-17j 0.0013814+5.16423e-17j -0.00157998+6.22366e-17j 0.00285056+1.65387e-17j -0.00117249-5.82919e-17j -0.00381886+6.3589e-17j 0.00404193-1.35596e-17j -0.00189798-3.22458e-17j 0.00223462-7.97078e-17j -0.00440815+7.88461e-18j -0.000342614-7.15119e-17j 0.000342255+4.12995e-18j -0.00467929+6.97877e-17j -0.000809081-3.96047e-17j 0.000625523+6.54561e-17j 0.00453829-2.18589e-17j -0.0021412+3.98532e-17j -0.00391511+4.64323e-17j -0.000557876-3.53512e-17j 0.00410366-3.32634e-16j -0.00275726+1.43995e-15j 
-0.00313496+1.15383e-15j -0.00340881+2.37113e-16j -0.00218321+5.49613e-17j 0.0026858+2.59553e-18j 0.000600949+3.52708e-17j -0.003376-3.18174e-18j -0.0025928+4.55752e-17j 0.00193221-2.17322e-17j 0.00179783+5.78803e-17j -0.000369293+2.56972e-18j 0.00200582-4.23676e-17j -0.00379476+6.80218e-18j 0.000808323-8.10141e-17j 0.0027282-2.38462e-17j 0.00308321-7.13567e-18j 0.00116741+6.70954e-17j -0.00194961-9.08367e-17j 0.00165144+5.07041e-17j 0.000626663+1.20923e-17j 0.00323787-3.46822e-17j -0.00133236+2.9141e-17j -0.000208713+4.05222e-17j -0.00126177-6.767e-17j 0.00262427-6.69161e-17j -0.00298872-5.16633e-17j -0.000470925+7.77087e-18j 0.00403255+2.36596e-17j 0.00117237-4.44851e-17j 0.00123907-3.22821e-17j 0.00414357-5.41196e-18j 0.000352984-2.08353e-17j -0.00344465+3.89564e-17j -0.00196919-6.89654e-17j 0.00193529-7.46967e-17j -0.000274667+4.9239e-17j 0.00100753+2.52854e-17j -0.00282233-8.40521e-18j 0.000736804-4.2991e-17j -0.0018543-2.28373e-17j 0.00178412+5.1265e-17j 0.00178892-4.16445e-17j -0.00321686+1.3088e-17j 0.00247772+3.45299e-17j 0.000187882+5.76819e-17j 0.00391897-8.85768e-19j 0.00156132+6.06267e-17j -0.000357502-4.33243e-18j 0.00237454-5.25407e-17j 0.00166007+2.99984e-17j -0.002154-4.85084e-17j -0.00357778+1.36879e-17j 0.00091114-2.8311e-17j 0.00291612-3.83826e-17j 0.00181554+2.18928e-17j -0.00351674+3.40147e-16j 0.00301972-1.49737e-15j 
0.000361359-2.28322e-16j 0.00164929-2.86922e-17j -0.00129982-5.7808e-17j -0.00207508-3.17783e-17j -0.00191308-4.93227e-17j 0.00218255+2.36355e-17j -0.00161288-6.86119e-17j 0.000772972+3.77078e-17j -0.00374142-8.85011e-17j 7.26501e-05-1.09516e-19j 0.00125428+5.47749e-17j 0.00164334+1.29426e-17j 0.00333552+9.76323e-17j 0.000226756+2.69306e-17j -0.00200771-3.76891e-17j -0.00315738-6.501e-17j -0.00050475-5.0172e-17j -0.00177452-5.41574e-17j -0.00145518-4.29963e-17j 0.00128294+6.26326e-17j -0.001033-5.37101e-17j -0.00253894-9.35121e-17j 0.00403562+1.15685e-16j 0.00272116+9.07702e-17j 0.00342458+6.57984e-17j -0.000763296-3.62366e-17j -0.00170136-1.71327e-17j -0.000360651+1.67942e-17j -0.000365774+7.38074e-18j -0.000750868+4.89444e-18j -0.000974771-4.30834e-17j -0.00151516-9.31332e-17j 0.00410366+1.13871e-16j 0.00305848+1.07173e-16j -0.00247828-6.58894e-17j -0.00166176-5.48109e-17j 0.00312498+1.05556e-17j 0.000956186+2.40848e-17j -0.000770452-2.34767e-17j -0.00154054-3.954e-17j 0.0022965+7.08019e-17j -2.39479e-05-3.46498e-17j -0.00174756-4.69207e-17j -0.00358909-9.8126e-17j -0.000720645+4.22648e-18j -0.00234139-6.41421e-17j 0.00015275+3.27921e-18j 0.00248195+9.27613e-17j -0.00184309-3.85133e-17j 0.00300805+6.59939e-17j -8.89249e-05-2.90311e-17j 0.00145473+4.69248e-17j 0.000386544+4.1284e-17j -0.00249087-4.85122e-17j 0.000431691-1.54436e-16j -0.00148448+6.12579e-16j 
-0.00246018+9.03048e-16j -0.00269675+1.90496e-16j -0.00168654+3.02863e-17j 0.00213814-6.33157e-18j 0.000503391+1.62901e-17j -0.00268027+5.3126e-18j -0.00200175+2.00631e-17j 0.00149915-8.15854e-18j 0.0014718+2.43461e-17j -0.000290324+1.74499e-18j 0.00154847-2.10699e-17j -0.00299876+8.642e-18j 0.000575219-3.99676e-17j 0.00213164-1.17854e-17j 0.00244807-1.25358e-17j 0.000968255+3.3927e-17j -0.0015174-7.7895e-17j 0.00132329+3.16423e-17j 0.000515624+1.30783e-18j 0.00251239-1.23905e-17j -0.00102512+1.36723e-17j -0.000119597+1.50598e-17j -0.00105726-2.92812e-17j 0.00200728-2.92998e-17j -0.00239853-2.38244e-17j -0.000355465+3.53705e-19j 0.0031859+1.53687e-17j 0.000923914-3.51722e-17j 0.000976211-2.53531e-17j 0.00325641-8.57671e-19j 0.000293113-2.16684e-17j -0.00267024+1.41951e-17j -0.00161218-3.12777e-17j 0.00146215-3.47567e-17j -0.00017227+2.16937e-17j 0.000817319+1.11909e-17j -0.00226312+9.23583e-18j 0.000560261-2.57981e-17j -0.00143821-2.67926e-17j 0.00142312+3.37523e-17j 0.00136071-1.39176e-17j -0.00251765+3.89142e-18j 0.00196961+2.07884e-17j 0.000208953+2.20321e-17j 0.00308008+2.43551e-18j 0.00126252+3.54102e-17j -0.000282476-3.12881e-18j 0.00181592-2.02882e-17j 0.00133123+1.47013e-17j -0.00173795-2.25237e-17j -0.00279905+3.04676e-18j 0.000688131-1.08318e-17j 0.00227599-2.18931e-17j 0.0014641+4.30711e-18j -0.00276025+2.64536e-16j 0.00238934-1.18672e-15j 
0.000795179-3.04573e-16j 0.00105831-6.33637e-17j 0.000314604-1.24714e-17j -0.000953404+5.915e-19j -0.000436657-7.58932e-18j 0.00113278-1.22875e-18j 0.000362959-9.82577e-18j -0.000336614+4.43127e-18j -0.00100082-1.18963e-17j 9.8308e-05-4.39226e-19j -0.000279783+9.50845e-18j 0.00114843-2.03399e-18j 0.000323511+1.69499e-17j -0.000608573+4.74635e-18j -0.00103676+1.07785e-18j -0.000762086-1.23476e-17j 0.000382066+1.89352e-17j -0.000663087-1.41582e-17j -0.000372136-3.38622e-18j -0.000565982+6.99011e-18j 0.000155039-8.26112e-18j -0.000342151-1.14607e-17j 0.000919727+1.6207e-17j -0.00019954+1.28995e-17j 0.00123289+1.01736e-17j -6.58182e-06-3.06777e-18j -0.00121347-5.86155e-18j -0.000332133+1.31238e-17j -0.000348656+8.7226e-18j -0.00109313-3.40442e-19j -0.000233525+2.45188e-18j 0.000578959-1.12846e-17j 0.00109708+1.6927e-17j 1.49743e-05+1.66358e-17j -0.000317244-9.45517e-18j -0.00049382-7.87584e-18j 0.00114745-7.34513e-18j -2.63992e-05+8.19062e-18j 0.000318625+8.15094e-18j -0.000658316-1.33541e-17j -6.7959e-05+7.10891e-18j 0.0007551-3.66851e-18j -0.000853834-1.05502e-17j -0.000597583-1.17413e-17j -0.00103549-1.3321e-18j -0.000729214-1.51813e-17j 0.000107874+1.30896e-18j -0.000177509+1.13267e-17j -0.000675693-6.54525e-18j 0.000971782+1.02577e-17j 0.00083022-2.11023e-18j 9.33046e-06+5.59917e-18j -0.000628268+9.34795e-18j -0.000812221-3.28355e-18j 0.000896076-1.01039e-16j -0.000941127+4.5041e-16j 
-0.00287901+9.80674e-16j -0.00215787+2.22269e-16j -0.00320605-6.76832e-18j 0.00109974-3.32736e-17j -0.000875518-1.80593e-17j -0.00171199+2.54918e-17j -0.00386111-2.84686e-17j 0.00254528+1.93316e-17j -0.00108498-3.86772e-17j -0.000315854+2.16448e-18j 0.00299206+1.62306e-17j -0.00255136+2.13582e-17j 0.00339669+2.57863e-17j 0.00292446+6.1249e-18j 0.00155233-4.59939e-17j -0.00126805-7.69427e-18j -0.00235517-1.40065e-16j 0.000290216-2.21343e-18j -0.000495123-3.23739e-17j 0.00425565+3.36029e-17j -0.00214219-2.49662e-17j -0.00217584-5.47079e-17j 0.00185287+5.3907e-17j 0.00475081+3.40634e-17j -0.000360234+2.13668e-17j -0.00106541-2.82713e-17j 0.00274605+6.20997e-18j 0.000902068-3.18988e-17j 0.000965306-2.67581e-17j 0.00359373+2.72248e-18j -0.000398966-6.2076e-17j -0.00464378-5.55267e-17j 0.00119275+4.99129e-17j 0.00431774+4.0083e-17j -0.00219534-2.4177e-17j -0.000271285-2.90475e-17j -0.000424525+1.99655e-17j 0.00148264-1.41976e-17j -0.00246483-5.29919e-17j 0.000605032+1.21038e-17j 0.00358036+3.80592e-17j -0.00325982-2.24415e-17j 0.00114363-1.04615e-17j -0.00258922-4.92729e-17j 0.00339082+6.43495e-18j -0.000239441-5.22901e-18j -0.000241964-1.42258e-18j 0.00431399+4.72943e-17j 0.000245827-1.15522e-17j 0.000158369+2.32207e-17j -0.00367379-1.90293e-17j 0.00204426+2.31763e-17j 0.00323751+4.51332e-18j -9.90114e-05-3.28077e-17j -0.00320925+2.17619e-16j 0.00189341-1.03965e-15j 
8.71608e-06+6.30782e-18j -0.000705788+4.84306e-17j 0.000889341-1.21771e-16j 0.000997651-8.0021e-17j 0.00104803-1.08074e-16j -0.00101162+7.69983e-17j 0.00109559-1.48634e-16j -0.000572231+8.44579e-17j 0.00200706-2.00708e-16j -1.60996e-05-3.0632e-18j -0.00085128+1.1501e-16j -0.000675997+3.10782e-17j -0.00195424+2.26153e-16j -0.000315712+6.70219e-17j 0.00093211-6.15806e-17j 0.00171768-1.8424e-16j 0.000420719-4.93615e-17j 0.000897288-7.13396e-17j 0.000785584-7.41503e-17j -0.00095187+1.40773e-16j 0.000679235-8.20253e-17j 0.00145972-1.50347e-16j -0.00221122+2.21032e-16j -0.0017287+2.23754e-16j -0.00174522+1.61155e-16j 0.000466766-4.97318e-17j 0.000692761-2.97443e-17j 0.000125129-7.1893e-18j 0.000123483-1.51474e-18j 0.000144044+3.5643e-17j 0.000530803-4.11083e-17j 0.00109822-1.46417e-16j -0.00220156+2.11013e-16j -0.0018736+2.25019e-16j 0.0014297-1.63516e-16j 0.000877138-7.54461e-17j -0.00158603+1.70376e-16j -0.000594767+8.01091e-17j 0.000565467-8.75112e-17j 0.00075501-5.85655e-17j -0.00142979+1.81258e-16j 0.000233677-5.75603e-17j 0.000825424-5.31258e-17j 0.00203046-2.20763e-16j 0.000142201+3.28419e-17j 0.00122618-1.12178e-16j -6.25078e-05+1.93567e-18j -0.00157543+1.97386e-16j 0.000935737-8.39227e-17j -0.00156518+1.4802e-16j 0.000295358-7.41793e-17j -0.000890521+1.08624e-16j -0.000419536+7.6533e-17j 0.00129389-1.24074e-16j -5.20972e-06+1.64839e-17j 0.000638574-2.90933e-16j 
-0.00100351+3.60756e-16j -0.000519947+3.77627e-17j -0.00140424+1.11388e-16j 5.70306e-05+6.25697e-17j -0.000645937+9.45702e-17j -0.000265277-6.0512e-17j -0.00169915+1.29115e-16j 0.0010712-7.20528e-17j -0.00103136+1.73234e-16j -0.000104534+3.19808e-18j 0.00131745-1.02154e-16j -0.000666426-2.17985e-17j 0.00181763-2.00267e-16j 0.00111938-5.93235e-17j 0.000235704+4.50677e-17j -0.00100066+1.63683e-16j -0.000955737+8.68874e-18j -0.000191622+7.09126e-17j -0.000428172+6.09032e-17j 0.00178943-1.19607e-16j -0.000965979+7.23291e-17j -0.00123209+1.28519e-16j 0.00136481-1.91802e-16j 0.00221476-1.93987e-16j 0.000443688-1.40819e-16j -0.000522463+4.06457e-17j 0.000728628+3.04393e-17j 0.000272746-8.41434e-18j 0.000295262-9.04162e-18j 0.00120213-2.93455e-17j -0.000311698+2.47266e-17j -0.00197204+1.24972e-16j 0.00113222-1.84458e-16j 0.00211147-1.97249e-16j -0.00122909+1.41876e-16j -0.000380216+6.59748e-17j 0.000369451-1.34857e-16j 0.000709204-7.56367e-17j -0.00104104+6.03675e-17j -3.58213e-05+6.13557e-17j 0.00171051-1.53166e-16j -0.0012092+4.84432e-17j 0.000128427+5.16937e-17j -0.00156182+1.88623e-16j 0.0011322-2.5733e-17j -0.000482927+1.05669e-16j -6.3724e-05-2.84568e-18j 0.00201297-1.68895e-16j -0.000219584+7.42672e-17j 0.000565253-1.29608e-16j -0.00137319+6.16107e-17j 0.00100081-9.28041e-17j 0.00126203-7.11718e-17j -0.000456189+1.02732e-16j -0.00111375+9.38993e-17j 0.00044994-2.44629e-16j 
0.000847913-3.43426e-16j 0.00159125-8.58319e-17j -0.00023598+2.32349e-17j -0.00166691+2.50458e-17j -0.00114474+2.44132e-17j 0.00186846-2.59187e-17j -0.000317116+3.4053e-17j 7.80229e-06-2.07097e-17j -0.00236893+4.80429e-17j 0.000115908+6.85004e-19j 0.000248806-2.41729e-17j 0.00166877-1.14204e-17j 0.00160784-5.09585e-17j -0.000449584-1.57128e-17j -0.00171411+1.76759e-17j -0.00192601+4.5401e-17j 0.000138719+2.87914e-17j -0.00129055+3.40012e-18j -0.000906191+1.70264e-17j 6.48948e-06-3.49485e-17j -0.000271725+1.33153e-17j -0.00130886+2.88932e-17j 0.00241358-4.67666e-17j 0.000900918-5.52426e-17j 0.00244912-3.88389e-17j -0.000308154+9.38752e-18j -0.00174939+2.37174e-18j -0.000437223+1.8538e-17j -0.000453896+1.04729e-17j -0.00126627-1.2784e-17j -0.000593059+1.05188e-17j -8.69642e-05+2.76692e-17j 0.00259772-4.26257e-17j 0.00122465-4.92502e-17j -0.00126276+4.04164e-17j -0.00109586+1.10653e-17j 0.00225474-6.89448e-17j 0.00035532-1.76359e-17j -2.27483e-05+3.67404e-17j -0.00119365+1.89449e-18j 0.000849347-4.85293e-17j 0.000659781+1.19697e-17j -0.00144894+1.42111e-18j -0.00195119+5.40485e-17j -0.00120321-1.28393e-17j -0.00157368+1.59092e-17j 0.000156112+1.13045e-18j 0.000825698-4.66589e-17j -0.00132888+1.82737e-17j 0.00205272-3.38338e-17j 0.000700626+2.06457e-17j 0.000584449-2.69982e-17j -0.000403752-1.22726e-17j -0.00170646+3.47848e-17j 0.000965197-1.32469e-16j -0.00142211+6.58739e-16j 
-0.000852414+2.8369e-16j 0.000480095-1.98639e-17j -0.00233107+2.15982e-16j -0.00124684+1.33314e-16j -0.00190142+1.88142e-16j 0.00109043-1.29473e-16j -0.0028459+2.57806e-16j 0.00164042-1.45495e-16j -0.00346899+3.47687e-16j -6.67244e-05+5.9637e-18j 0.00220894-2.01258e-16j 0.000318661-4.94733e-17j 0.00405948-3.96549e-16j 0.00134792-1.17762e-16j -0.00101203+9.80949e-17j -0.00306773+3.2546e-16j -0.00134703+5.16029e-17j -0.00132501+1.28861e-16j -0.00137832+1.24331e-16j 0.00273507-2.42102e-16j -0.00169109+1.41122e-16j -0.00292697+2.55721e-16j 0.00401341-3.81385e-16j 0.00409965-3.89426e-16j 0.00263664-2.81401e-16j -0.00104363+8.22249e-17j -0.000288281+5.5227e-17j 6.62271e-05+2.11948e-18j 8.72348e-05-5.50034e-18j 0.000820656-6.19227e-17j -0.000950072+5.83409e-17j -0.00307805+2.48596e-16j 0.00380593-3.6484e-16j 0.00420112-3.91438e-16j -0.00288549+2.84745e-16j -0.00145694+1.28593e-16j 0.00236784-2.9289e-16j 0.00136625-1.46036e-16j -0.00160636+1.40132e-16j -0.00100979+1.09231e-16j 0.00328912-3.12292e-16j -0.00131675+9.73804e-17j -0.000963503+9.40958e-17j -0.00394397+3.80619e-16j 0.000764438-5.59335e-17j -0.00199598+2.00236e-16j 2.77047e-05-4.07463e-18j 0.00373162-3.39864e-16j -0.00139835+1.46807e-16j 0.00250489-2.57963e-16j -0.00153424+1.26845e-16j 0.00199447-1.87454e-16j 0.00160221-1.36121e-16j -0.00206143+2.11886e-16j -0.000926742+4.60129e-17j -0.00045155+1.62038e-16j 
4.37623e-05+1.20265e-17j 4.40325e-05-3.33879e-17j 3.48632e-05+9.33447e-17j -3.25001e-05+6.10289e-17j -3.17536e-06+8.29054e-17j 4.2056e-05-5.62042e-17j 4.15996e-05+1.14464e-16j -2.97879e-05-6.48215e-17j -1.51034e-05+1.53293e-16j 5.07006e-06+1.80018e-18j -3.22004e-05-8.87681e-17j 4.95628e-05-2.43609e-17j -2.09787e-05-1.71082e-16j -3.96145e-05-4.99947e-17j -3.83678e-05+5.22129e-17j -7.74908e-06+1.34122e-16j 2.92781e-05+5.38255e-17j -1.85738e-05+6.08834e-17j -4.83744e-06+6.08417e-17j -4.98817e-05-1.08053e-16j 2.19542e-05+6.86031e-17j 1.01606e-05+1.24715e-16j 6.61378e-06-1.75103e-16j -4.5183e-05-1.67939e-16j 3.30116e-05-1.20909e-16j 8.88563e-06+4.34689e-17j -5.27957e-05+2.32951e-17j -1.57279e-05+1.00584e-18j -1.66662e-05+1.42057e-19j -5.70692e-05-2.36329e-17j -2.28625e-06+4.2173e-17j 5.34923e-05+1.22222e-16j 1.65271e-05-1.68143e-16j -3.62944e-05-1.74144e-16j 1.09313e-05+1.22549e-16j -9.69419e-06+6.51193e-17j 3.14819e-05-1.09373e-16j -1.32292e-05-5.60374e-17j 2.86678e-05+6.41728e-17j -2.11307e-05+4.76754e-17j -3.20489e-05-1.35782e-16j 4.60216e-05+4.74737e-17j -3.04536e-05+4.78775e-17j 7.46451e-06+1.6923e-16j -5.39461e-05-2.19076e-17j -1.56835e-05+8.93134e-17j 4.67513e-06-2.13041e-18j -4.09391e-05-1.5305e-16j -1.85032e-05+6.43059e-17j 2.2265e-05-1.1298e-16j 5.13614e-05+5.57793e-17j -1.71294e-05-8.27866e-17j -4.27508e-05-6.02181e-17j -1.88924e-05+9.33384e-17j 4.90173e-05+2.55695e-17j -3.89402e-05+4.74333e-17j 
