0.00528069-1.96893e-15j 0.00642088-4.28373e-16j 0.00283912-3.22041e-17j -0.00547813+3.58451e-17j -0.00200862-5.71676e-18j 0.00665583-3.47958e-17j 0.00333437-3.15001e-18j -0.00271666-5.39848e-18j -0.00493816+2.69556e-18j 0.000638312-2.50401e-18j -0.00257598+1.45923e-17j 0.00704374-2.67782e-17j 0.000491212+2.27839e-17j -0.00430305+6.06533e-18j -0.0060864+4.00165e-17j -0.00359991-1.73651e-17j 0.00288983+1.69406e-16j -0.00363781-5.38388e-17j -0.0018029+1.42997e-17j -0.00455908-1.1604e-17j 0.0016031-1.16611e-17j -0.00103342+1.07815e-18j 0.00422756+7.34601e-18j -0.00278654-6.72498e-19j 0.00669876+5.3678e-18j 0.000351449+8.61771e-18j -0.00746084-2.55031e-17j -0.00209666+8.16294e-17j -0.00220762+5.60753e-17j -0.0071273-1.08158e-17j -0.00109934+4.97038e-17j 0.00476902+1.46293e-18j 0.00541187+1.49771e-17j -0.00148662+1.49278e-17j -0.000893653+2.20206e-20j -0.00253236-9.32582e-18j 0.00626695-8.33953e-17j -0.000678514+2.9648e-17j 0.00259164+8.42191e-17j -0.0037266-5.91995e-17j -0.00166094-2.19921e-17j 0.00520532+4.68407e-18j -0.0049636-3.60953e-17j -0.00224424+1.27453e-17j -0.00674662-1.68408e-17j -0.00379795-4.85415e-17j 0.000662469+6.75109e-18j -0.0025107-8.74442e-18j -0.00368887-8.821e-18j 0.00511962+7.84027e-18j 0.0057557+1.45651e-17j -0.000691912-6.67039e-18j -0.00452154+2.76504e-17j -0.00429111+2.60369e-17j 0.00593801-6.07079e-16j -0.00570066+2.78607e-15j 
-0.000650293+2.18563e-16j -0.000247769+3.34963e-17j -0.00102009+4.00349e-17j -8.83439e-05+1.98223e-17j -0.000549439+3.28211e-17j -4.46231e-05-2.0525e-17j -0.00123676+4.43245e-17j 0.000764827-2.44753e-17j -0.000919169+5.97927e-17j -6.56052e-05+1.52876e-18j 0.000959165-3.5603e-17j -0.000346271-5.80512e-18j 0.0014212-7.13653e-17j 0.00076379-2.14862e-17j 3.54726e-05+1.0702e-17j -0.000862982+6.10998e-17j -0.000671109-1.45587e-17j -0.000236606+2.38888e-17j -0.000375614+1.80491e-17j 0.00127713-4.04842e-17j -0.000710187+2.24142e-17j -0.000980323+3.90644e-17j 0.00116052-6.33433e-17j 0.00164981-6.86762e-17j 0.000506118-5.0175e-17j -0.000396591+1.06472e-17j 0.000384407+1.15512e-17j 0.000160739-4.75137e-18j 0.000175512-5.50898e-18j 0.000759611-1.15278e-17j -0.00026828+1.34083e-19j -0.00141364+3.75425e-17j 0.00100884-6.0827e-17j 0.00160118-6.77876e-17j -0.000974607+5.03472e-17j -0.000356083+1.92608e-17j 0.000438109-5.35167e-17j 0.000533468-3.04984e-17j -0.000744462+1.7926e-17j -0.000117953+2.27278e-17j 0.00128607-5.3277e-17j -0.000811599+1.46174e-17j -2.05348e-05+1.58235e-17j -0.00126528+6.42573e-17j 0.000714605-9.73944e-18j -0.000466346+3.71291e-17j -3.33781e-05-9.84802e-19j 0.00150002-5.67353e-17j -0.000259522+2.6042e-17j 0.000562161-4.5289e-17j -0.000925434+2.10279e-17j 0.000759247-3.1854e-17j 0.000869109-2.51137e-17j -0.000457548+3.49519e-17j -0.000719863+4.35761e-17j 0.000210917-1.35721e-16j 
-0.0015734+5.20853e-16j -0.000766817+1.03533e-16j -0.00226149+3.40433e-17j 2.13912e-05+6.93825e-18j -0.00108381+2.36932e-17j -0.000346826-1.10993e-17j -0.00273777+3.04668e-17j 0.00171791-1.56898e-17j -0.00175325+4.14719e-17j -0.00016274+2.31216e-18j 0.00212288-2.66303e-17j -0.000998426+2.091e-18j 0.00298198-5.6916e-17j 0.00177593-1.79392e-17j 0.000305894-7.53929e-18j -0.00168541+5.54328e-17j -0.00152661-6.59936e-17j -0.000361485+1.86645e-17j -0.000724619+4.05797e-18j 0.00286947-2.5403e-17j -0.00156028+9.87132e-18j -0.00203056+1.36385e-17j 0.00228978-3.73135e-17j 0.00358904-5.21781e-17j 0.00081434-3.93049e-17j -0.000850674-1.77119e-18j 0.00109477+1.23787e-17j 0.000418949-1.33598e-17j 0.000454351-1.35954e-17j 0.00187429-1.08894e-17j -0.000524703-2.45786e-17j -0.00316565+1.17941e-17j 0.00192459-3.61074e-17j 0.00343703-4.74438e-17j -0.0020238+3.85807e-17j -0.000655697+5.0739e-18j 0.000687139-4.95934e-17j 0.00115208-3.43819e-17j -0.00167017-4.4437e-19j -0.0001076+2.36575e-17j 0.00277835-3.67179e-17j -0.00191111+4.51258e-18j 0.00014503+8.23525e-18j -0.00258624+4.17636e-17j 0.00176482-7.86877e-18j -0.000840465+3.07118e-17j -9.56153e-05-1.13424e-18j 0.00326233-3.49693e-17j -0.00040793+1.97572e-17j 0.000992599-3.34708e-17j -0.00217234+1.30886e-17j 0.00162928-2.12977e-17j 0.00200658-2.06997e-17j -0.000803173+2.13499e-17j -0.00174523+9.85409e-17j 0.000661675-4.07575e-16j 
-0.00498243+1.63371e-15j -0.00265557+3.63622e-16j -0.00688066+6.15335e-18j 0.000387174-4.43388e-17j -0.00309846-1.51149e-17j -0.00142276+2.69875e-17j -0.00832367-2.77668e-17j 0.00525988+2.07337e-17j -0.00491249-3.55687e-17j -0.000520786+5.11925e-18j 0.00645366+1.20003e-17j -0.00337986+3.27473e-17j 0.00882256+6.85951e-18j 0.00552583-1.83225e-18j 0.00126762-7.83174e-17j -0.00479019+2.66027e-17j -0.00470227-2.59869e-16j -0.000858073-4.72519e-18j -0.0020444-5.15298e-17j 0.00878699+3.69221e-17j -0.00472619-4.09551e-17j -0.00596637-8.83819e-17j 0.00654708+6.98519e-17j 0.0108182+1.88833e-17j 0.00202145+8.13817e-18j -0.00254587-5.05561e-17j 0.0036905+1.39549e-17j 0.00136747-4.491e-17j 0.00147911-4.3362e-17j 0.00598469-7.27309e-18j -0.00149255-1.18908e-16j -0.00967855-9.12893e-17j 0.00539309+6.58351e-17j 0.0102902+3.84743e-17j -0.00595455-1.22595e-17j -0.00179671-5.16847e-17j 0.00166939-2.95174e-17j 0.00345987-4.55184e-17j -0.00511077-7.2e-17j -9.92064e-05+2.39683e-17j 0.00834527+3.25939e-17j -0.00598042-3.58798e-17j 0.000723777-2.31159e-17j -0.00754427-5.16834e-17j 0.00563725+2.07173e-19j -0.0022704+1.31772e-18j -0.000322962-1.51681e-18j 0.00983209+5.48869e-17j -0.000992922-7.40826e-18j 0.00264389+1.70942e-17j -0.00678836-1.95883e-17j 0.00487716+2.27398e-17j 0.0062234-5.97839e-19j -0.00213056-3.45001e-17j -0.00553132+2.97477e-16j 0.00230091-1.40306e-15j 
0.00107686-5.10159e-16j 0.0028119-9.47614e-17j -0.00127648-5.00747e-17j -0.00322852-1.8624e-17j -0.00261466-3.92947e-17j 0.00350206+9.93982e-18j -0.00160634-5.43393e-17j 0.000636778+2.85083e-17j -0.00523363-6.77553e-17j 0.000166144+6.5422e-20j 0.00125122+4.5504e-17j 0.00287858+6.30156e-18j 0.00420062+7.72068e-17j -0.00023023+2.05023e-17j -0.00321721-2.79071e-17j -0.00434916-4.61268e-17j -0.000283089-2.7915e-17j -0.00263637-5.69528e-17j -0.00202155-3.51405e-17j 0.00105093+4.69395e-17j -0.00109214-4.93654e-17j -0.00327588-8.20106e-17j 0.00551446+9.67619e-17j 0.00304781+6.67991e-17j 0.00504958+4.93314e-17j -0.000906091-3.21561e-17j -0.00300024-1.78983e-17j -0.000697258+3.06787e-17j -0.000716818+1.57545e-17j -0.00178021-1.65006e-18j -0.00134127-3.62404e-17j -0.00131434-8.21778e-17j 0.00573981+9.73019e-17j 0.00362132+8.73201e-17j -0.00318393-4.83669e-17j -0.00236485-5.14175e-17j 0.00462615-2.65678e-17j 0.00110673+1.80541e-17j -0.000648519-1.79871e-18j -0.00235637-4.30149e-17j 0.00265434+4.829e-17j 0.000589406-2.95428e-17j -0.00276059-4.94483e-17j -0.00472402-7.41884e-17j -0.0016974-2.71014e-18j -0.00335939-6.09628e-17j 0.000268488+4.28183e-18j 0.00278355+7.24164e-17j -0.0027276-3.13085e-17j 0.00434448+5.20361e-17j 0.000574179-1.91255e-17j 0.00172425+3.49009e-17j -5.77868e-05+3.80698e-17j -0.00360367-3.17263e-17j 0.00124239-2.5584e-16j -0.00252156+1.09967e-15j 
-0.00315623+1.08524e-15j -0.00224577+2.22778e-16j -0.00366279+5.25279e-17j 0.00103718+2.60695e-18j -0.00113574+3.33595e-17j -0.00170572-8.61291e-18j -0.0044153+4.20677e-17j 0.00288537-2.03311e-17j -0.00152666+5.59973e-17j -0.000343397+3.65838e-18j 0.0034219-3.90281e-17j -0.00268197+8.00198e-18j 0.0040509-8.20018e-17j 0.00325769-2.56688e-17j 0.00154415-1.82017e-17j -0.00167856+7.92107e-17j -0.00265155-1.23179e-16j 0.00016701+3.53819e-17j -0.000674749+2.56992e-18j 0.00482344-3.23688e-17j -0.00246167+1.53606e-17j -0.00262989+1.78475e-17j 0.00240245-5.19126e-17j 0.00549676-7.1132e-17j -0.000101039-5.47027e-17j -0.00124601-4.35574e-18j 0.00289248+2.17124e-17j 0.000967409-3.35687e-17j 0.00103698-2.91912e-17j 0.0039137-1.2964e-17j -0.000526505-4.35733e-17j -0.00527337+1.52333e-17j 0.00167749-5.16907e-17j 0.00504659-6.73814e-17j -0.00264621+5.26944e-17j -0.00044488+8.29401e-18j -0.000198276-5.27526e-17j 0.00172474-5.27955e-17j -0.00279607-1.65621e-17j 0.000535922+4.3396e-17j 0.0041639-4.59731e-17j -0.00361136+5.06505e-18j 0.00111426+1.77297e-17j -0.00317891+5.44404e-17j 0.00369166-7.67383e-18j -0.000468726+5.09342e-17j -0.000254619-2.80113e-18j 0.0049923-4.58568e-17j 0.000111899+2.85976e-17j 0.000436937-4.71124e-17j -0.00407537+1.50983e-17j 0.00238992-2.77561e-17j 0.00361819-3.33978e-17j -0.00032624+2.41921e-17j -0.00351575+2.48281e-16j 0.0019673-1.0786e-15j 
0.00477438-1.74874e-15j 0.00525125-3.75228e-16j 0.00325104-4.22577e-17j -0.00417438+2.30332e-17j -0.001003-1.6971e-17j 0.00522686-2.02922e-17j 0.00385767-1.87401e-17j -0.00289525+4.39668e-18j -0.00290627-2.0165e-17j 0.000563847-3.04671e-18j -0.00298404+2.52209e-17j 0.00583663-2.10235e-17j -0.00106779+4.72518e-17j -0.00412914+1.39893e-17j -0.00477424+3.33274e-17j -0.00192182-4.18931e-17j 0.00293443+1.59924e-16j -0.00259048-5.08115e-17j -0.00102022+8.04922e-18j -0.00485226+4.98556e-18j 0.00197263-1.46062e-17j 0.000195835-7.53584e-18j 0.00210683+2.60967e-17j -0.00385267+2.70854e-17j 0.00469831+2.47896e-17j 0.00067827+6.79312e-18j -0.00620024-2.57007e-17j -0.00179619+6.84991e-17j -0.00189765+4.91988e-17j -0.00632345-2.6242e-18j -0.000582048+4.90706e-17j 0.00515498-6.31648e-18j 0.00318354+3.12165e-17j -0.00279111+3.67439e-17j 0.000298805-2.03654e-17j -0.00160801-1.04626e-17j 0.00443156-3.78781e-17j -0.00107255+3.9951e-17j 0.00277714+6.33317e-17j -0.00278067-5.71137e-17j -0.00260528+2.95013e-18j 0.00488031+7.08533e-19j -0.00384303-3.20974e-17j -0.00045598-1.28914e-17j -0.00598118-8.68905e-18j -0.00248071-5.301e-17j 0.000549768+5.71062e-18j -0.0034851+1.24198e-17j -0.00260684-1.71653e-17j 0.00341181+2.37369e-17j 0.00542491+3.95704e-18j -0.00131336+6.39454e-18j -0.00440669+3.18773e-17j -0.00287359+8.15364e-18j 0.00535707-5.09501e-16j -0.00465298+2.31434e-15j 
0.00023958-8.11516e-18j -0.00118917+1.57589e-17j 0.00195703-4.57324e-17j 0.00183189-2.93672e-17j 0.00208157-3.99108e-17j -0.00181135+3.37374e-17j 0.00240404-5.38069e-17j -0.00129656+3.08821e-17j 0.00394058-7.52669e-17j -6.48912e-06-2.38437e-18j -0.00186734+4.14952e-17j -0.00110147+9.66262e-18j -0.00401802+8.90093e-17j -0.000832997+2.79007e-17j 0.00167092-1.08729e-17j 0.0033987-8.39247e-17j 0.000990708+2.06499e-17j 0.0017017-1.41338e-17j 0.00154784-1.83225e-17j -0.00215842+5.139e-17j 0.00147097-1.80958e-17j 0.00297329-3.48739e-17j -0.00439231+6.94432e-17j -0.00368944+9.0403e-17j -0.00332559+6.53522e-17j 0.000979362-6.51223e-18j 0.00111861-1.05171e-17j 0.000170618-1.05107e-17j 0.000162562-1.43539e-18j -1.36661e-06+2.09369e-17j 0.00105083+9.23039e-18j 0.00246968-3.22826e-17j -0.00432266+6.4358e-17j -0.00393436+7.98404e-17j 0.00291712-6.64634e-17j 0.00170644-1.2214e-17j -0.00301473+1.07149e-16j -0.00125761+4.19863e-17j 0.00127733-3.66315e-17j 0.00140394-1.69847e-17j -0.00302449+7.32867e-17j 0.000701321-1.38446e-17j 0.00149755-4.90142e-18j 0.00410197-8.12043e-17j 1.07978e-05+1.88393e-17j 0.00237466-3.53479e-17j -0.000101382-5.31763e-19j -0.00336111+6.88773e-17j 0.00177901-3.12545e-17j -0.00301978+5.59007e-17j 0.000851883-2.94003e-17j -0.00186938+4.09931e-17j -0.00105673+2.5543e-17j 0.0024939-4.90471e-17j 0.000238381+7.47494e-17j 0.00108049-4.23077e-16j 
0.00142404-6.94358e-16j 0.00426878-1.49692e-16j -0.00236762-1.44739e-17j -0.00504275+9.7915e-18j -0.00426527-5.95274e-18j 0.0054167-2.10823e-17j -0.00296164-8.75262e-18j 0.00127823+1.70907e-18j -0.00846905-3.7915e-18j 0.000232886+1.62033e-18j 0.00230531+1.14907e-17j 0.00433487-4.8085e-18j 0.0070568+4.8165e-18j -6.73767e-05-2.03123e-18j -0.00497821-1.26581e-17j -0.00707543+2.05651e-17j -0.000693896-2.20611e-17j -0.00418025-4.78898e-17j -0.00327908-1.655e-17j 0.0021152+2.07649e-18j -0.00196401-3.28883e-17j -0.00545471-4.85158e-17j 0.00899635+3.62699e-17j 0.0053549-8.61143e-18j 0.00802674-4.58008e-18j -0.00155634-2.36297e-17j -0.00450916-1.13324e-17j -0.00102084+4.60102e-17j -0.00104558+2.2201e-17j -0.00247384-1.90462e-17j -0.00218286-3.48372e-17j -0.0025757-5.06379e-17j 0.00928845+4.16079e-17j 0.00622627+2.03602e-17j -0.00530987+6.96216e-18j -0.00380431-3.90792e-17j 0.00734397-1.17477e-16j 0.00191958-1.2482e-17j -0.00128871+3.66105e-17j -0.0037008-3.34306e-17j 0.00460637-1.48945e-17j 0.000606515-1.59804e-17j -0.004291-4.60619e-17j -0.00780971-3.94836e-18j -0.00236244-1.90984e-17j -0.00538923-3.44982e-17j 0.000403908+5.15401e-18j 0.00488805+1.23529e-17j -0.0043305-5.66365e-18j 0.00695402+5.54662e-18j 0.000539692+6.8728e-18j 0.00296338-3.8942e-19j 0.000240144+1.85385e-17j -0.00576491+1.18344e-17j 0.00165446-3.65085e-16j -0.00383229+1.66888e-15j 
0.00489422-1.74617e-15j 0.00473596-3.81104e-16j 0.00413175-2.56823e-17j -0.00336983+3.40656e-17j -7.85016e-05-1.95194e-18j 0.00443434-2.74797e-17j 0.00493917+2.56829e-18j -0.00348076-7.48266e-18j -0.0011589+6.94242e-18j 0.000562505-3.39282e-18j -0.00382405+8.5839e-18j 0.00536201-2.63329e-17j -0.00286058+1.92036e-17j -0.00451155+6.63252e-18j -0.00404303+4.90878e-17j -0.000413127-2.61855e-17j 0.00338381+1.90225e-16j -0.00183956-3.30075e-17j -0.000333524+2.39275e-17j -0.00582707-1.48538e-17j 0.0026333+4.45628e-18j 0.00152085+2.62242e-17j 0.000156032-1.22161e-17j -0.00550674+9.14322e-19j 0.00322981+6.06129e-18j 0.0011164+2.10597e-17j -0.00571898-2.11537e-17j -0.00172513+6.417e-17j -0.00183045+4.8577e-17j -0.00634143-2.6515e-18j -0.000115549+6.97861e-17j 0.00626928+2.76094e-17j 0.00126673-6.6114e-18j -0.00455137+3.42092e-18j 0.00159908-1.48681e-18j -0.000852281+9.83434e-18j 0.0031008-3.34275e-17j -0.00163571+3.64455e-17j 0.00335377+7.23449e-17j -0.00216292-4.57871e-17j -0.00395971-1.81083e-17j 0.00520613+1.33036e-17j -0.0031865-1.53423e-17j 0.00137002+1.78654e-17j -0.00599281-8.96215e-18j -0.00142972-3.34036e-17j 0.000506117+4.62838e-18j -0.00499191-1.74246e-17j -0.00182153-5.64462e-18j 0.00207601+3.94093e-18j 0.00581929+1.29172e-17j -0.00214969-8.08809e-18j -0.00488953+1.94211e-17j -0.00177056+2.32125e-17j 0.00547798-4.65774e-16j -0.00418445+2.14319e-15j 
-0.000755604+3.18739e-16j -0.00153531+7.25114e-17j 0.000355132-3.08237e-18j 0.00165026-1.10628e-17j 0.00119225-6.17175e-18j -0.00183247+1.3261e-17j 0.000461069-8.75474e-18j -9.99083e-05+6.29874e-18j 0.00244097-1.41844e-17j -0.000106098-3.77337e-19j -0.000360401+4.71356e-18j -0.00159968+5.59087e-18j -0.0017529+1.37109e-17j 0.000350111+4.88895e-18j 0.00168176-5.06244e-18j 0.00199853-1.67103e-17j -5.55149e-05-1.28497e-17j 0.00129794+9.86324e-18j 0.000936645-2.98267e-18j -0.000160398+1.08872e-17j 0.000352919+2.22895e-18j 0.00140564-3.98829e-19j -0.002514+7.63095e-18j -0.00108512+1.84712e-17j -0.00247004+1.24557e-17j 0.000350933+8.64422e-19j 0.00167438+2.44843e-18j 0.000410677-1.7552e-17j 0.000425296-9.71509e-18j 0.00115393+7.7612e-18j 0.000615699+5.6816e-19j 0.000256016+3.30422e-19j -0.00267683+5.07039e-18j -0.00139768+1.08282e-17j 0.00135961-1.3608e-17j 0.00112085+3.89513e-18j -0.00227064+4.56125e-17j -0.000413834+6.21171e-18j 0.000112154-2.16031e-17j 0.00118832+8.03935e-18j -0.000990528+1.85088e-17j -0.0005511-1.08477e-18j 0.00142768+9.32243e-18j 0.00207182-1.64657e-17j 0.00109733+8.06808e-18j 0.00160415+3.43484e-18j -0.00014953-1.56468e-18j -0.000993068+1.25411e-17j 0.00133841-4.19623e-18j -0.0020869+9.0311e-18j -0.000577549-8.21092e-18j -0.000666437+8.65315e-18j 0.00029233-7.77655e-19j 0.00173368-1.39486e-17j -0.000862578+1.32896e-16j 0.00137338-6.24312e-16j 
-0.000440651+1.342e-16j -1.0448e-05+2.46394e-17j -0.000885658+1.40801e-17j -0.000281112+5.20561e-18j -0.000603372+1.07219e-17j 0.000194508-7.04726e-18j -0.00107763+1.4026e-17j 0.00064304-7.60765e-18j -0.00106574+1.94581e-17j -4.06855e-05+9.30356e-19j 0.000836107-1.16086e-17j -8.3516e-05-5.12351e-19j 0.00139271-2.52192e-17j 0.000585385-8.00011e-18j -0.000183028-1.22584e-18j -0.000963586+2.47529e-17j -0.000546173-2.11432e-17j -0.000358852+5.81798e-18j -0.000427831+2.74125e-18j 0.00107295-1.24756e-17j -0.000629936+4.04284e-18j -0.000985474+6.55848e-18j 0.0012739-1.70629e-17j 0.00149686-2.42869e-17j 0.000728944-1.79717e-17j -0.000371195-2.66882e-19j 0.000105522+4.36605e-18j 8.06592e-05-1.78694e-18j 9.0991e-05-3.25343e-18j 0.000480484-5.61244e-18j -0.000298849-8.54096e-18j -0.00119754+5.72857e-18j 0.00116942-1.6091e-17j 0.00149622-2.13013e-17j -0.000974953+1.79293e-17j -0.000434982+1.96111e-18j 0.000647718-2.73766e-17j 0.000491959-1.4296e-17j -0.000627799+4.39671e-18j -0.000247213+7.79518e-18j 0.0011851-1.82686e-17j -0.000599424+2.41223e-18j -0.000197125+1.95408e-18j -0.00130444+2.01574e-17j 0.000450531-4.54448e-18j -0.00058687+1.16778e-17j -8.63959e-06-1.65678e-19j 0.00136178-1.67986e-17j -0.000382849+8.71578e-18j 0.000726779-1.51507e-17j -0.000689917+6.88403e-18j 0.000709946-1.02814e-17j 0.000679489-8.13982e-18j -0.000595968+1.13548e-17j -0.000484494+1.29821e-17j 5.0948e-07-3.87798e-17j 
0.00140808-5.63345e-16j 0.00235346-1.26064e-16j -3.496e-05-4.81963e-20j -0.00236198+1.60803e-17j -0.00147683+6.22437e-18j 0.00269026-1.82158e-17j -8.68166e-05+9.39524e-18j -0.000216103-7.56118e-18j -0.00312089+1.59554e-17j 0.00018556+1.08074e-19j 7.14396e-05-3.6961e-18j 0.0024938-9.10932e-18j 0.00188127-1.25652e-17j -0.000871106-4.65948e-18j -0.0024664+1.02785e-17j -0.002503+1.61109e-17j 0.000398179+3.36237e-17j -0.0017787-1.62497e-17j -0.00118671+5.13659e-18j -0.000370224-1.3314e-17j -0.000178265-3.29715e-18j -0.00158392+1.25931e-18j 0.00311314-8.08094e-18j 0.000800505-2.0261e-17j 0.00335853-1.30213e-17j -0.000323648+3.65475e-19j -0.00262064-5.41592e-18j -0.000674189+2.78766e-17j -0.000702467+1.671e-17j -0.00203996-9.48348e-18j -0.00076997+5.50383e-18j 0.00029549+5.31625e-19j 0.00342204-4.47861e-18j 0.00127878-1.05089e-17j -0.00151957+1.48641e-17j -0.00146426-4.77557e-18j 0.00310024-5.78996e-17j 0.000350549-3.29362e-18j 0.000188638+3.27593e-17j -0.00167513-1.50595e-17j 0.000834708-2.26255e-17j 0.00118647+1.95312e-18j -0.00206984-1.36727e-17j -0.00241953+1.96037e-17j -0.00193624-1.05022e-17j -0.00211608-8.77492e-18j 0.000233585+2.41039e-18j 0.000737246-1.49566e-17j -0.00182681+3.6967e-18j 0.00277394-9.12195e-18j 0.00127882+1.05777e-17j 0.000611735-1.02636e-17j -0.000836739+3.71822e-18j -0.00230893+1.81135e-17j 0.00159679-2.09585e-16j -0.00210018+9.77791e-16j 
0.000538307-8.63871e-17j -0.000331266-8.52749e-17j 0.00150677+1.70408e-16j 0.000826853+1.14856e-16j 0.00124197+1.53057e-16j -0.0007287-1.01507e-16j 0.00183994+2.12423e-16j -0.0010582-1.20419e-16j 0.00226969+2.82765e-16j 4.14646e-05+2.20368e-18j -0.00142817-1.64227e-16j -0.000228191-4.78696e-17j -0.00264023-3.10909e-16j -0.000863319-8.9655e-17j 0.00067604+1.08072e-16j 0.00200486+2.34539e-16j 0.000866964+1.39168e-16j 0.000872166+1.19601e-16j 0.000901334+1.20485e-16j -0.00176424-2.00929e-16j 0.00109446+1.36016e-16j 0.00190569+2.47189e-16j -0.00262145-3.33215e-16j -0.00265655-3.04473e-16j -0.0017339-2.18716e-16j 0.000677334+9.02867e-17j 0.00020969+4.21612e-17j -3.67824e-05-2.40083e-19j -5.01063e-05+2.42162e-18j -0.000512144-3.80697e-17j 0.000620857+9.9989e-17j 0.00198655+2.43505e-16j -0.00249013-3.21056e-16j -0.00272639-3.23945e-16j 0.00187831+2.21833e-16j 0.000954615+1.32442e-16j -0.00155789-1.7131e-16j -0.000886071-9.22583e-17j 0.00103643+1.19552e-16j 0.000667531+8.88675e-17j -0.00213305-2.47214e-16j 0.000840359+9.39552e-17j 0.000641137+9.84453e-17j 0.00257038+3.13925e-16j -0.000476739-3.60326e-17j 0.00130879+1.67571e-16j -1.99888e-05-4.58987e-18j -0.00241814-2.86738e-16j 0.000919986+1.18286e-16j -0.00164355-2.0759e-16j 0.000980091+1.02317e-16j -0.00129439-1.52767e-16j -0.00102796-1.12142e-16j 0.00135281+1.714e-16j 0.000584657+7.10752e-17j 0.000310558-2.18172e-17j 
0.00225063-8.1881e-16j 0.0023567-1.73011e-16j 0.00167914-2.67436e-17j -0.00180096+6.24827e-18j -0.000298576-1.40805e-17j 0.00229445-4.77649e-18j 0.00199915-1.71407e-17j -0.0014589+6.83386e-18j -0.00103603-2.09113e-17j 0.000262953-1.68229e-18j -0.00154704+1.82714e-17j 0.00263742-8.19416e-18j -0.000827357+3.53196e-17j -0.00199761+1.05607e-17j -0.00209442+1.28814e-17j -0.000620293-3.11143e-17j 0.00145221+7.46026e-17j -0.00107144-2.70307e-17j -0.000350243+1.51854e-19j -0.00244384+1.02885e-17j 0.00104202-1.0693e-17j 0.000334511-1.07083e-17j 0.000625541+2.39659e-17j -0.00210186+2.58945e-17j 0.00192371+2.1138e-17j 0.000396993+1.13416e-18j -0.00280593-1.36874e-17j -0.00082541+3.11358e-17j -0.000873477+2.28834e-17j -0.00295503+1.30674e-18j -0.000186108+2.22366e-17j 0.00261074-9.83946e-18j 0.00113438+2.57022e-17j -0.00162582+2.97621e-17j 0.000378038-1.9217e-17j -0.000611953-8.15315e-18j 0.00182446-5.14657e-18j -0.000603977+2.40629e-17j 0.00140214+2.43886e-17j -0.00118466-2.97523e-17j -0.00146462+1.20914e-17j 0.00233786-2.45009e-18j -0.00167344-1.70727e-17j 0.000122164-1.85494e-17j -0.0027941-1.76078e-18j -0.000965151-3.07818e-17j 0.000248619+2.70081e-18j -0.00190327+1.67583e-17j -0.00107277-1.28172e-17j 0.00134753+1.9597e-17j 0.00260466-2.49233e-18j -0.000766506+9.21926e-18j -0.00214559+1.90873e-17j -0.001139-3.44185e-18j 0.00252282-2.33019e-16j -0.00208601+1.04594e-15j 
-0.00313985+1.09315e-15j -0.00272257+2.47543e-16j -0.0030406-7.051e-18j 0.00171818-3.66385e-17j -0.000413017-1.95073e-17j -0.0023941+2.98097e-17j -0.00364914-3.05239e-17j 0.00248329+2.09767e-17j -0.00014472-4.23621e-17j -0.00035331+2.01654e-18j 0.00282661+1.70877e-17j -0.00313689+2.30741e-17j 0.00269687+2.92525e-17j 0.00303037+7.48717e-18j 0.00217852-4.70321e-17j -0.000494645-1.28001e-17j -0.00235418-1.43182e-16j 0.000782031+2.10707e-18j -0.000133587-3.26693e-17j 0.00415453+3.64801e-17j -0.00198758-2.32753e-17j -0.00161981-5.32437e-17j 0.000877565+5.47589e-17j 0.0042927+3.92948e-17j -0.00129798+2.48414e-17j -0.000921686-2.72929e-17j 0.0033582+7.29234e-18j 0.00105006-3.82829e-17j 0.00111828-3.02108e-17j 0.00399962+5.44523e-18j -0.000160621-6.0908e-17j -0.00450257-5.37991e-17j 0.000161612+4.98879e-17j 0.0037446+4.22904e-17j -0.00165666-2.80501e-17j 0.000158334-2.67146e-17j -0.00128569+3.61924e-17j 0.00131102-1.2196e-17j -0.00239893-6.01628e-17j 0.00105212+1.54788e-17j 0.00316929+4.35535e-17j -0.00343915-2.22247e-17j 0.00167685-6.38601e-18j -0.00177548-5.35872e-17j 0.00377705+9.25548e-18j 0.000374022-3.07795e-18j -0.000296663-2.02462e-18j 0.00389506+5.02749e-17j 0.000753478-1.24729e-17j -0.00063827+2.54433e-17j -0.00385931-2.14863e-17j 0.00177111+2.55235e-17j 0.00331845+3.64008e-18j 0.000562489-3.69898e-17j -0.00350773+2.66474e-16j 0.0023989-1.2675e-15j 
