-0.00800953-8.72987e-15j -0.0169359-1.93656e-15j -0.00186465+2.49772e-17j -0.00813576-2.77373e-17j -0.0086174+5.45609e-19j 0.012524+5.82063e-18j 0.00157311-1.14793e-17j -0.00953739+4.79782e-18j -0.00986214+4.41024e-17j -0.00310401-9.18774e-19j -0.00792116+1.46451e-17j -0.00533943+5.63014e-18j 0.00665589+3.20919e-18j -0.00532477+1.32675e-17j -0.00356968-2.05219e-17j 0.00836918+4.61866e-16j 0.0131998-5.60683e-17j -0.00170285+2.13228e-16j -0.0024455-2.80357e-17j -0.00848731+6.38783e-18j -0.0011898+5.3708e-17j -0.00930195+6.06384e-18j 0.00719986-2.06264e-17j 0.0106883-4.84395e-16j 0.00777526+1.94386e-16j 0.00272503-6.43514e-17j 0.00538863-2.48994e-17j 0.000318852+7.76394e-17j -0.005184-7.80756e-18j -0.0026054+9.49365e-18j -0.00590649+1.14665e-16j 0.0089004+2.36682e-15j 0.00587097-1.59663e-16j -0.00398964+1.98842e-16j -0.017209-2.42933e-17j 0.00545635+1.90734e-17j 0.00878476+9.00177e-17j 0.00620924+8.16289e-16j 0.00964316-2.05668e-15j 0.00639923+5.78377e-15j 0.00564161+6.38747e-17j -0.00919139-3.72989e-16j -0.00941525-6.46022e-17j 0.00362998-1.01001e-18j -0.00141724+2.94686e-17j 0.0072304+1.59474e-16j -0.0062315-7.62524e-17j -0.00477449+5.66474e-17j 0.00892221-2.05167e-17j 0.0039838-3.66001e-17j 0.000462545+3.47468e-18j -0.00476638-3.12587e-16j 0.00477992-5.17663e-18j 0.0166227-1.42826e-15j 0.00655051-8.34629e-17j 0.00596556-1.04679e-17j -0.0109233-3.83301e-17j -0.000860762-8.96158e-18j -0.00334885-3.51475e-17j -0.00496474-1.30463e-16j 0.00432255+1.23653e-17j 0.00937465+3.24925e-16j -0.00323676-4.13473e-17j -0.00782259+6.78335e-17j 0.0056062+9.15825e-18j -0.00326914+2.25547e-18j -0.0103747+1.09436e-17j -0.00131511-4.93266e-18j -0.00164767+1.77613e-17j -0.011618+1.24346e-17j 0.0118293-1.59294e-17j 0.00745003-6.49397e-17j -0.00274806+1.09022e-17j -0.00280973+4.58686e-18j -0.00994152+9.23069e-18j 0.0131012+7.99701e-15j -0.0126362-3.59723e-14j 
-0.00275969-2.96165e-15j -0.00540387-6.3424e-16j -0.000440866+6.90896e-17j -0.0020353+1.36407e-17j -0.00247254+2.65753e-17j 0.00322353-1.51514e-17j 0.000288267+5.6318e-17j -0.00422846+2.27756e-18j -0.00322378+5.76791e-17j -0.00200287+1.81503e-17j -0.00352769+3.96553e-18j -0.00137824+1.35237e-17j 0.00386913-2.14413e-17j -0.00330091+1.39383e-17j -0.00256566+1.27478e-17j 0.00187028+1.33338e-16j 0.00388507-6.04247e-17j 0.000734144-4.47593e-17j -0.00201723+5.48181e-17j -0.00309919+3.20585e-17j 0.000647894+7.17412e-17j -0.00432224+2.57233e-17j 0.00165988+6.4814e-18j 0.00251737-7.26679e-17j 0.000220531+1.65163e-17j 0.000529465-4.31435e-17j 0.00262755-7.84736e-17j -0.000431728+7.18741e-17j -0.000593659+5.62227e-17j -0.000726937+3.69301e-17j -0.00146744+3.33957e-17j 0.00171067+4.66078e-16j 0.00116448-4.19621e-17j 0.00103365-1.6252e-16j -0.00708254+7.18655e-17j 0.00149093-6.15247e-17j 0.00159398+1.47132e-17j 0.00103435-4.04762e-16j 0.00453556-1.30785e-16j 0.00242377+1.4438e-15j 0.000816898+2.84165e-17j -0.00215587-3.47661e-17j -0.00513643-4.46936e-17j -0.00109434+4.79163e-17j -5.63978e-05-1.31773e-17j 0.00128676+4.88606e-17j -0.00155093-1.84487e-17j -0.00112144+5.66321e-17j 0.00290636-8.15373e-17j 0.000565865-2.8858e-17j -0.00122092-2.44964e-17j -0.0013499-5.78821e-17j -0.000498294+4.4512e-17j 0.00402101-3.58787e-16j 0.00147737-5.58496e-18j 0.00346591-2.57637e-18j -0.00367078+5.51135e-17j -0.00121497-3.11717e-17j 0.000546874+6.94771e-18j -0.00236249+1.9776e-18j 0.00166595+5.79448e-17j 0.00208737+9.00546e-17j -0.00251476+6.74836e-18j -0.0039415+6.34781e-17j 0.00355988-1.3865e-17j -0.000892668-1.39101e-17j -0.00412737+2.50714e-17j -0.00155479-9.36741e-19j -0.00117104-2.91213e-17j -0.00473569+2.5593e-17j 0.00284798-4.59542e-17j 0.0019629+1.65638e-17j -0.00100989-2.88695e-17j -0.000711284-3.12015e-17j -0.00250097+5.719e-17j 0.00444732+2.54074e-15j -0.00391101-1.13144e-14j 
-0.00637805-6.02004e-15j -0.00786077-1.34039e-15j 0.00368333+1.12462e-17j -0.0020003-2.9939e-17j -0.00228233-6.12562e-18j 0.00437344+4.55759e-19j 0.00470168-1.67756e-17j -0.00697109+3.41242e-18j -0.002317+3.13586e-18j -0.00176228-6.20591e-18j -0.00606659+1.50214e-17j -0.00184436+5.09662e-18j 0.00461785+3.03456e-18j -0.00507073+1.55188e-17j -0.00282105-1.86341e-17j 0.00449592+2.45931e-16j 0.00360058+2.21697e-18j 0.00256862-2.96794e-16j 3.49263e-06-4.49493e-17j -0.00193367-2.39319e-17j 0.00480093+1.65217e-17j -0.0048452-6.96171e-18j 0.00345494-1.55417e-17j 0.0075799-3.39351e-16j 0.00135858+3.00175e-17j -0.00158403+2.44498e-17j 0.00123855-8.41343e-18j 0.00105048+2.47744e-17j 0.00353168-1.38511e-17j 0.00147671+1.11052e-17j -0.00311669+7.20436e-17j 0.00345163+9.55727e-16j 0.00101722-4.94786e-17j -0.000306792-3.413e-17j -0.00762278-2.38254e-17j -0.00286035-5.16085e-17j 0.00274658+6.27288e-17j 0.00264564-6.77906e-17j 0.00637993-7.34024e-16j 0.00381723+2.90279e-15j 0.00366065+2.01536e-17j 0.00116178-3.86231e-17j -0.00983473-2.26247e-18j 0.000561163+6.58368e-18j -0.00207495+1.52829e-17j 0.00391805+7.38213e-17j -0.00290059-1.36508e-17j 0.000501437-2.48578e-17j -0.000608828+1.50393e-17j 0.00026885-2.4341e-17j -0.00306731-7.53911e-18j 0.0003661-1.43275e-17j 0.00233441-1.8046e-17j 0.00589602-5.17022e-16j 0.00329891-3.32275e-17j 0.00568966-2.47042e-18j -0.00150294-2.75593e-17j -0.00419372+1.03266e-17j 0.00151328+3.31084e-18j -0.000813635-3.60894e-17j 0.00606471+1.55219e-17j 0.00401941+1.39416e-16j -0.00304641-1.34529e-17j -0.00443457+2.90887e-17j 0.00475021+4.50553e-18j -0.00254616+5.03617e-18j -0.00535733+2.60241e-18j -0.0022631-9.81749e-18j -0.00457308+3.28328e-17j -0.00633189+2.80468e-18j 0.0018805-4.49502e-18j 0.00576924-3.84798e-17j -0.00389314+1.60922e-17j -0.0034869+8.07472e-18j -0.000405717-6.4139e-18j 0.00890894+3.62732e-15j -0.00507987-1.63398e-14j 
-0.00228053-1.90114e-15j -0.00123506-4.14094e-16j 0.0026804+2.50221e-17j 0.000722507+1.12631e-18j 0.0005295+8.91405e-18j -0.000290765-1.45249e-17j 0.00242321+1.22471e-17j -0.00274579-5.98529e-18j 0.000614011+9.3099e-18j -0.00085826-4.04506e-18j -0.00245466-2.57857e-19j 0.000134476+9.58583e-18j 0.00216364+4.98856e-18j -0.00265181-4.66735e-19j -0.00158058-9.92842e-18j 0.000634148+3.84541e-17j -0.000705611-6.6588e-18j 0.0024584-2.64316e-16j -2.45815e-05-5.72374e-18j 0.000424519-7.71418e-18j 0.0035933+2.63331e-17j -0.00158255-6.06466e-18j 0.000317994-5.69663e-18j 0.00197674-8.03593e-17j -0.00177009-6.02045e-17j -0.00167037+1.79926e-17j 2.21762e-05-2.14486e-17j 0.000338282+1.35684e-17j 0.00366967+2.2497e-17j 0.00147882+1.78356e-17j -0.000477269+2.28132e-17j -0.000249667-4.85955e-17j -0.000910522+2.14751e-18j 0.00163979-1.40391e-16j -0.00172226+1.17002e-17j -0.00297021-6.16248e-17j -0.000686341+3.19934e-18j -9.92464e-05-5.06514e-16j 0.00248459+2.20847e-16j 0.00114375+3.82284e-16j 0.000616499-7.71825e-18j 0.00294667+9.26383e-17j -0.00491146-1.12522e-17j -0.00138797+5.94269e-18j -0.000788988-1.63947e-18j 0.000426155+5.67061e-19j -0.000270405+1.44141e-17j 0.00146829-8.93623e-18j -0.00219508-1.44199e-17j -0.000969509-1.94888e-17j -0.00254164-2.52646e-17j 0.00128495+7.36181e-17j -0.000455808-8.24469e-18j -0.000442003+1.52753e-17j 0.000369176+2.2792e-19j 0.00287584+1.15884e-17j 0.00127962+1.59483e-17j -0.00276274-8.66542e-18j 0.00230827+2.86571e-17j 0.000202753+1.60714e-17j 0.00289247+2.84056e-17j 9.2473e-05+2.62571e-18j -0.00180986-2.33002e-18j -0.00168097+1.00663e-17j 0.00247272+6.78061e-18j -0.000795308-1.18471e-18j -0.00143725+2.59391e-18j -0.00158551-1.29799e-17j -0.00270117-7.28012e-19j -0.00185964+1.02398e-18j -0.00172001-2.249e-17j 0.00176151-1.01164e-19j -0.00184028-4.9321e-18j -0.00144435-6.20839e-18j 0.00210918+2.00889e-17j 0.00278037+5.26123e-16j -0.000394597-2.33595e-15j 
0.0018734+8.3713e-16j -0.00322184+2.03045e-16j -0.00692113+3.35026e-17j -0.00216308+3.1987e-17j -0.00326642+1.9078e-17j 0.0016429+2.36787e-18j -0.00678937+5.59728e-17j -0.00242002+1.28403e-17j -0.0057371+5.96741e-17j -0.00402511+2.15036e-17j -0.00163527+8.07665e-18j -0.000747546+1.43634e-17j 0.00565247-2.80539e-17j -0.00315382+2.81041e-17j -0.00439861+3.82298e-17j -0.00248581-6.50152e-17j 0.005219-7.57754e-17j -0.000642849+1.41522e-16j -0.00707399+1.54068e-16j -0.0062968+1.19172e-17j -0.00465994+4.55883e-17j -0.00620976+1.60769e-17j -0.00128992+3.70491e-17j -0.00556896+2.67167e-16j -0.00377479-5.32746e-17j 0.00368289-6.4104e-17j 0.00654946-1.49287e-16j -0.00343779+1.41542e-16j -0.00621276+1.31776e-17j -0.00432087-5.16488e-18j 0.00109147+2.16084e-18j -0.00163224-4.57022e-16j 0.00104811+2.24346e-17j 0.00578623-5.85275e-16j -0.0100439+1.47174e-16j 0.00856066+9.17405e-17j -0.000938669-5.21637e-17j -0.00213236-1.75635e-15j 0.00451288+1.34317e-15j 0.00136965-8.00072e-16j -0.00439592-3.14644e-17j -0.00727557-1.93096e-16j -0.00148223-6.09126e-17j -0.0063079+1.01507e-16j 0.00350379+1.04599e-18j -0.00348178-4.12666e-17j 0.000530231-2.04969e-17j -0.00362465+1.22395e-16j 0.00941224-7.68115e-17j 0.000501924-1.81099e-17j -6.87228e-05-1.48598e-17j -0.0043034-2.29464e-16j -0.00714997+8.88508e-17j 0.00103443-5.96805e-17j -0.00154639+3.05066e-17j 0.00261561-2.0528e-17j -0.0084194+5.28318e-17j 0.00215329-1.90876e-17j 0.000818504-2.15448e-17j -0.00632298-2.96236e-17j -0.00445526+4.07667e-17j -0.0012124+1.94298e-17j -0.00395216+2.88909e-17j -0.00584886+9.89517e-17j 0.00457666-3.39059e-17j 0.00158451-1.70256e-17j -0.00430038+2.72356e-17j -0.0020654+1.51585e-17j 0.00317426-3.88866e-17j -0.00473444+2.9404e-17j 0.00433114-1.33791e-17j -0.00383655+3.86924e-17j 0.0030832-3.69862e-17j 0.00362535-3.21083e-17j -0.00590898+3.9298e-17j -0.000923581+1.54319e-15j -0.00317021-6.84295e-15j 
-0.00240232-2.15793e-15j -0.00232885-4.90258e-16j 0.00203432-9.09119e-18j -0.000395085-2.83038e-17j -0.000394743-1.45412e-17j 0.00124405+1.93139e-17j 0.00233508-1.2857e-17j -0.00221799+1.78941e-17j -0.000165412-1.14043e-17j -0.000247242+1.05011e-17j -0.00197935+2.01126e-17j -0.000518638-7.72397e-18j 0.00110749-2.26815e-17j -0.00152495+2.92766e-17j -0.000604104+1.2171e-17j 0.00173863+1.03871e-16j 0.000625212+2.31436e-17j 0.00106058-1.5413e-16j 0.000672027-1.35618e-17j -5.15683e-07-1.08326e-17j 0.00224365-2.30951e-17j -0.00108918+1.34081e-17j 0.00126569+4.10893e-18j 0.00312339-1.2672e-16j 0.000680731+5.3427e-17j -0.000976892+2.67927e-17j -0.000219095+6.49405e-19j 0.000690659+2.34796e-18j 0.00198436-3.35344e-17j 0.000989804-2.2514e-18j -0.00114774+1.61423e-17j 0.00125893+3.73333e-16j 0.000169272-1.30935e-18j -0.00053928-5.27563e-18j -0.00163581-4.90773e-18j -0.00194253-1.37367e-17j 0.000934691+5.07476e-17j 0.00105495+1.28877e-16j 0.00180951-3.72608e-16j 0.00118607+1.03977e-15j 0.00164788+2.50861e-17j 0.00126733-1.3817e-17j -0.00338268+4.25899e-17j 0.000688418+3.15251e-17j -0.00105988+4.30502e-19j 0.00163171+4.61589e-17j -0.00101029-1.11991e-17j 0.000606283-3.3546e-17j -0.00124034+2.27897e-17j -2.57317e-05+8.08897e-18j -0.00116043+2.44828e-17j 0.00061453+1.27198e-17j 0.00140694+1.85827e-17j 0.00178602-1.30275e-16j 0.00124287-1.55309e-18j 0.00179214-2.46638e-17j 0.000398712-2.13762e-17j -0.00175227+2.54354e-17j 0.00056892-2.69713e-17j 0.000350657-6.67111e-19j 0.00258727-6.47476e-18j 0.00142639+6.25841e-17j -0.000735154+1.69334e-17j -0.000996812+2.09114e-17j 0.00127356-2.35026e-17j -0.00103081+1.11589e-18j -0.00142719+7.21954e-18j -0.000645127+1.44057e-17j -0.00196834+3.0236e-17j -0.00173076+1.0375e-17j 8.28886e-05+2.45392e-17j 0.00235636-1.03213e-17j -0.00168097+1.3782e-17j -0.00157396+4.89647e-18j 0.000572119-2.69107e-17j 0.00316733+1.06333e-15j -0.00137434-4.82059e-15j 
-0.00124601-8.16563e-16j 0.000701065-1.54636e-16j 0.0018019+1.77572e-17j 0.00350961+5.92262e-17j 0.0021011+3.23992e-17j -0.00467921-7.90932e-17j -0.000298384-1.93505e-18j -0.00605907-6.63051e-17j 0.000498326+1.11647e-17j -0.00499542-7.5751e-17j -0.00516929-4.47203e-17j 0.00197953+5.4008e-17j 0.0087623+1.14332e-16j -0.00832556-7.43775e-17j -0.00722172-8.87573e-17j -0.00421415-2.33974e-16j -0.00270838-4.38643e-17j 0.00715581-6.6414e-16j -0.0058372+1.08217e-17j -0.00118069-9.00352e-17j 0.00630496+8.34415e-17j -0.00648894-1.18283e-16j -0.00345774-2.86538e-17j -0.00435244+1.10269e-16j -0.0120832-4.64212e-16j -0.00240915+4.34348e-17j 0.00404741-8.71415e-17j -0.00248796+7.65418e-17j 0.00675739+5.81923e-17j 0.00119316-1.81647e-18j 0.00224922+6.04924e-17j -0.00615082-1.69199e-15j -0.00414158+6.86727e-17j 0.0120095-8.77866e-16j -0.00715962+3.12119e-17j -0.00260708-1.18121e-17j -0.0066813-1.59845e-16j -0.00503557-3.57749e-15j 0.00728542+2.91719e-15j 0.00182036-2.167e-15j -0.00492512-1.86749e-16j 0.00540016+2.01616e-16j -0.0114065-1.50316e-16j -0.0116361-6.32252e-17j 0.00173788+4.6132e-17j -0.00527688-2.07441e-16j 0.00244071+9.19565e-17j 0.00277587+4.95679e-17j -0.00106959-5.93191e-18j -0.004019-8.85262e-17j -0.00754288-1.46616e-16j 0.00159239+8.84815e-17j -0.0102792-1.17524e-16j -0.00747732+5.3136e-16j -0.0032771+8.42651e-18j 0.00816947+1.02716e-16j 0.000275189+2.38422e-17j -0.00545719-4.98838e-17j 0.00885047+1.6032e-16j -0.00336879-2.6233e-17j 0.00210516+6.32504e-17j -0.00497188-1.86241e-16j -0.00759157-6.44369e-17j -0.00706405-2.12515e-17j 0.00906408+1.01143e-16j 0.000670653+1.16976e-17j -0.00376476-3.68087e-17j -0.00596184-9.02209e-17j -0.0039542-3.14198e-17j -0.00485356-5.14402e-17j -0.00587474-7.93739e-17j -0.00189186-1.45843e-17j -0.00110032-1.63177e-17j 0.00058312+7.47955e-18j 0.00464706+6.64867e-17j 0.00138501-5.00432e-16j 0.00129177+2.30355e-15j 
-0.0012615-1.98709e-15j -0.00646309-4.62735e-16j -0.00330588-2.76749e-17j -0.00533819-4.34608e-17j -0.00480191-2.6168e-17j 0.00736574+5.12455e-17j -0.000815465-2.42932e-17j 0.000491999+3.62415e-17j -0.00467825-2.38575e-18j 0.0014415+3.20669e-17j 0.000582159+2.77221e-17j -0.00314055-2.95653e-17j -0.00246223-4.89327e-17j 0.00314243+3.95412e-17j 0.00268494+3.46573e-17j 0.0048471+2.63631e-16j 0.00706605+1.02439e-17j -0.00540364+5.41226e-16j 0.00152816-2.03185e-17j -0.00326331+3.71015e-17j -0.00557082-4.46611e-17j 1.0274e-05+5.26416e-17j 0.00424703+7.13541e-18j 0.00497951-2.02217e-16j 0.00957743+3.2178e-16j 0.0032586-4.87257e-17j 0.000457285+4.94226e-17j 0.000982591-1.42801e-17j -0.00746047-5.92571e-17j -0.00255883-1.55452e-17j -0.0030885+7.04533e-18j 0.00648204+1.7372e-15j 0.00480206-9.22551e-17j -0.00790164+5.54217e-16j -0.00286358-4.14689e-17j 0.00532226+7.04714e-17j 0.00695018+1.065e-16j 0.00479415+2.21183e-15j -0.000806042-2.2494e-15j 0.00109751+3.0651e-15j 0.00404264+1.07187e-16j -0.00804958-3.17875e-16j 0.00427233+5.34151e-17j 0.00742703+2.04121e-17j -0.000815027-1.5268e-18j 0.00497351+1.51777e-16j -0.00344081-8.07455e-17j -0.00412779-4.52094e-19j 0.00557642+2.04887e-17j 0.00401104+3.95959e-17j 0.00511476+8.72224e-17j -0.00349334-2.23754e-16j 0.00670257+4.86603e-17j 0.0103597-8.21467e-16j 0.00386815-3.9155e-17j -0.00295845-5.88611e-17j -0.00545604-5.0731e-17j 0.00381527+3.19957e-17j -0.00671386-1.07722e-16j -0.000723363-6.11178e-17j -0.001029-5.12608e-17j 0.00594381+2.13007e-16j 0.00313219+1.16709e-17j 0.000932085+2.65393e-17j -0.0032276-4.40432e-17j -0.00111273-5.69985e-19j -0.00170228+1.52224e-17j 0.00307266+4.66588e-17j 0.00280235+3.05621e-17j -0.00146682+2.34316e-17j 0.0085345+5.36126e-17j 0.00272609-2.68052e-17j 0.000552398+2.1645e-17j -0.000459478+9.24797e-18j -0.00748327-5.13609e-17j 0.00296923+3.1579e-15j -0.00550004-1.42731e-14j 
0.00244701+2.35419e-15j 0.00311394+4.9103e-16j -0.00148887-7.91329e-17j 0.00120693-2.74505e-17j 0.00107926-3.84087e-17j -0.00233941+4.23919e-17j -0.00218502-5.06611e-17j 0.00184226+2.51207e-17j 0.000772278-5.11148e-17j -0.00015263+2.0738e-18j 0.00163608+2.19722e-17j 0.000985311-1.7034e-17j -0.000397172-1.5815e-17j 0.000736656+3.23438e-17j -5.60964e-05+2.26633e-17j -0.00248397-1.20484e-16j -0.0016151+5.80521e-17j -4.86095e-05-3.87664e-17j -0.00109494+1.4621e-17j 0.000361999-4.66717e-17j -0.00121633-9.18161e-17j 0.000784914-8.42846e-18j -0.00191541+2.10983e-17j -0.00385578+1.4724e-16j -0.00238329-6.66036e-18j 0.000438781+4.81386e-17j 0.000327368+6.74505e-18j -0.000902328-2.49505e-18j -0.000706205-1.01522e-16j -0.000591155-5.40746e-17j 0.00160315-2.89594e-17j -0.00230484-5.98687e-16j -0.000946082+7.54436e-17j 0.002031-1.86805e-16j 0.00165152-2.15113e-18j 0.00111102+1.22088e-16j -0.00207044-2.61944e-19j -0.00184595-5.18366e-16j -0.00135266+7.27068e-16j -0.00121691-1.50056e-15j -0.00232422-3.24902e-17j 9.20811e-06-7.58555e-17j 0.00227367+6.93673e-17j -0.00210063+3.90923e-17j 0.00120916+1.68906e-17j -0.00244077-4.62049e-17j 0.00152177+2.09064e-18j 4.74864e-05-3.48798e-17j 0.000459951+8.26271e-17j -0.000651125+3.62576e-17j 0.000165927+4.90686e-17j -9.07253e-05-4.28319e-17j -0.00265185+2.0662e-17j -0.00336366+3.50864e-16j -0.00183773+2.93358e-17j -0.00102682-3.69403e-17j 0.000311247-5.93428e-17j 0.000994876+5.70391e-17j 0.000667514-5.10598e-17j -0.000393237-1.59949e-17j -0.00230194-5.62794e-17j -0.00235015-4.98563e-17j -4.87177e-07+3.09222e-17j 0.000554283+2.03265e-18j -0.000449666-3.06558e-17j 0.00117314+8.1868e-18j 0.0014457-7.33257e-18j -1.16194e-05+2.721e-17j 0.00139686+4.57956e-17j 0.00166564-3.16315e-18j -0.00140608+7.90379e-17j -0.00271993-4.94939e-18j 0.00152157+2.84521e-17j 0.00161627+2.49496e-17j 0.000583257-7.92392e-17j -0.00340188-1.48398e-15j 0.00208748+6.54886e-15j 
-0.0139305-1.28389e-14j -0.0152938-2.86227e-15j 0.00988314+2.48843e-17j -0.00312798-7.47792e-17j -0.00354455-1.77968e-17j 0.00807852+8.14863e-18j 0.0117262-3.42312e-17j -0.0144305+1.60241e-17j -0.00306667-2.75575e-18j -0.00302655-4.17719e-18j -0.0126852+4.00823e-17j -0.00339006+5.3864e-18j 0.00889264-1.00654e-17j -0.0105199+4.64944e-17j -0.00536095-2.87471e-17j 0.00959937+5.26591e-16j 0.00563951+2.46332e-17j 0.00631335-7.52931e-16j 0.00144355-1.04102e-16j -0.00229185-4.89204e-17j 0.012036+2.05975e-17j -0.00894916-2.0443e-18j 0.0071699-2.92307e-17j 0.0168941-7.39584e-16j 0.00259496+7.66731e-17j -0.00463896+7.47442e-17j 0.00109143-8.3702e-18j 0.00291745+3.40678e-17j 0.00990795-3.54084e-17j 0.00446941+2.93804e-17j -0.00654294+1.43346e-16j 0.0069659+1.95862e-15j 0.00134527-8.8482e-17j -0.00101151-4.83646e-17j -0.0136614-5.18611e-17j -0.00874616-1.44472e-16j 0.00523936+1.55002e-16j 0.00556316+3.97962e-18j 0.0127229-1.62518e-15j 0.00772312+6.01634e-15j 0.00834879+5.85564e-17j 0.00515052-5.44424e-18j -0.0212431+3.125e-17j 0.00173444+2.93281e-17j -0.00514674+2.23776e-17j 0.00857523+1.70304e-16j -0.00590793-2.38718e-17j 0.00241483-8.46911e-17j -0.0041524+3.90023e-17j -3.41068e-05-4.17523e-17j -0.00718206-3.5738e-18j 0.00220272+5.02907e-17j 0.00581376-2.58508e-17j 0.0111091-9.68352e-16j 0.00694143-6.01965e-17j 0.011946-1.64768e-17j -0.000611877-5.66903e-17j -0.00994384+3.32217e-17j 0.00387974-1.22888e-19j -0.000200874-4.63491e-17j 0.0141349+3.29099e-17j 0.0081515+2.85788e-16j -0.00600112-1.22696e-17j -0.00826649+6.07934e-17j 0.00951743-5.70286e-18j -0.00567818+9.50167e-18j -0.010273+1.01428e-17j -0.00474994-1.20688e-17j -0.0108657+8.04089e-17j -0.012289+1.21264e-17j 0.00197958-3.01694e-19j 0.0128973-7.46925e-17j -0.0091116+3.75535e-17j -0.00824155+1.55735e-17j 0.00141078-2.30594e-17j 0.0189207+7.02497e-15j -0.0094703-3.16567e-14j 
0.000940499+7.63602e-16j 0.000704334+2.23382e-16j -0.000876066+1.24552e-16j -0.000252153+6.47181e-17j -9.70956e-05+6.5524e-17j 9.65236e-05-5.95081e-17j -0.000746193+1.07746e-16j 0.00140924-3.0469e-17j 3.21767e-06+8.77686e-17j 0.000633178+1.40611e-17j 0.00123126-3.53669e-17j -4.33744e-05+2.3538e-17j -0.00133566+1.58679e-18j 0.00142639-4.12548e-17j 0.00099734-2.10597e-18j -0.000118342-5.8756e-18j 8.57386e-05-9.94709e-17j -0.00114073+2.04961e-16j 0.000419127+5.17578e-17j 0.000132633+9.16454e-17j -0.00144169+1.32972e-16j 0.00108012+3.11735e-17j -4.35604e-05-6.93075e-18j -0.000565516+8.16299e-17j 0.00110067-2.34734e-17j 0.000590078-9.25232e-17j -0.000374021-4.6434e-17j 4.34626e-05+1.91039e-17j -0.00140386+1.64375e-16j -0.00046058+7.74903e-17j 0.000136866-1.13492e-17j 0.000254606+3.19579e-17j 0.000397671-5.99443e-17j -0.00114084+1.26443e-16j 0.00133853+6.65442e-17j 0.000933024-1.4797e-16j 0.000421138-4.46053e-17j 0.000200663+3.38105e-16j -0.00140806-1.84334e-16j -0.000597713-1.07227e-16j -9.02148e-06+3.53279e-17j -0.00101421+1.41442e-16j 0.00238611-9.76713e-17j 0.00105013-2.01599e-17j 0.000162528-4.30787e-17j 3.46156e-05+1.42463e-17j 7.00581e-05+4.68151e-18j -0.000506267+8.55776e-17j 0.000528648-1.55489e-16j 0.000449756-3.77562e-17j 0.00121699-6.65278e-17j -0.000378758+6.45535e-17j 0.000660863+1.77938e-17j 0.000222584-9.16623e-17j -5.56409e-05-3.88027e-18j -0.00149848+4.38899e-17j -0.000160002+1.28009e-16j 0.00118515-9.19503e-17j -0.00116283+6.49684e-17j 0.000255337+6.26624e-17j -0.00109564+8.89334e-17j 6.88716e-05-2.37667e-17j 0.00108164-1.67018e-17j 0.00111218+7.87382e-18j -0.00142393+2.20719e-17j 0.000270847-2.21896e-17j 0.000893295+2.12811e-17j 0.000871682-2.41246e-17j 0.001092-9.69044e-17j 0.00111472+1.65154e-17j 0.000615475-1.15382e-16j -0.000579638+5.16752e-17j 0.000682395-6.3875e-17j 0.000461445-5.50064e-17j -0.000699302+1.31227e-16j -0.00121237-2.62378e-16j 0.000319792+1.41555e-15j 
-0.0023224-4.16721e-15j -0.0148771-9.2692e-16j -0.0105043-2.38248e-17j -0.00853331+8.77549e-18j -0.0100098-2.91742e-18j 0.0108065+9.18387e-18j -0.00780295-2.34617e-17j -0.00797534-2.24695e-18j -0.013706+4.67449e-17j -0.00625218-1.98298e-17j -0.00611081+3.85075e-18j -0.0046657+1.67632e-17j 0.00988881+3.20506e-17j -0.00588724+1.91568e-18j -0.00661773-1.85162e-17j 0.00275694+1.89501e-16j 0.0155192-8.73605e-17j -0.00321856+4.55347e-16j -0.00965547+7.76321e-17j -0.013268-3.44414e-17j -0.00797122+3.87551e-17j -0.0126827-3.74287e-17j 0.00344548+3.03271e-18j 0.000213992-7.43695e-17j 0.00216108+4.17625e-17j 0.00693702-9.60906e-17j 0.0111369-1.06775e-16j -0.00381742+1.66968e-16j -0.0125651-4.94012e-17j -0.00746858-4.78446e-17j -0.00267483+9.26522e-17j 0.00455653+1.13961e-15j 0.00578719-9.08977e-17j 0.00282997-3.6074e-16j -0.0224773+4.80878e-17j 0.0150254+2.26176e-16j 0.00548525-2.7471e-17j 0.00202269-1.16901e-15j 0.0105394-7.19284e-18j 0.0054347+2.97557e-15j -0.00129808-4.57608e-17j -0.0161954-5.83374e-16j -0.00569156-1.30151e-16j -0.00380211+2.29634e-17j 0.00335731+6.30412e-17j 0.000946892+1.30152e-17j -0.00364331-6.7684e-17j -0.00820599+1.54963e-16j 0.0180099-8.90024e-18j 0.00387758-4.16774e-17j 0.00159079-1.40962e-17j -0.00886611-5.52498e-16j -0.00443214+5.49148e-18j 0.0130849-1.10017e-15j 0.00267363-5.32148e-17j 0.00561471-3.81594e-18j -0.0178178-4.89867e-17j 0.00327385-8.76417e-18j -0.00265463-3.77522e-17j -0.0107032-1.97772e-16j -0.00349471-7.83391e-18j 0.00518103+2.1768e-16j -0.00576082-4.40734e-17j -0.0111849+9.16619e-17j 0.00777854+1.94046e-17j -9.82286e-05+4.18763e-18j -0.0113684-9.18079e-19j -0.00240796-8.62394e-18j 0.0038352-2.66138e-18j -0.0125072-1.31685e-18j 0.0140938+6.84132e-18j -2.7685e-06-5.31198e-17j 0.00250428+1.74627e-18j 0.00286094+1.17487e-17j -0.0147448-1.4638e-18j 0.00670606+7.05695e-15j -0.0122395-3.17663e-14j 
